eRenyi2,MaxVanillaIw,AvgDiscRet,AvgRet,Bound,VanillaAvgRet,ESSClassic,VarNormIw,AvgEpLen,MinNormIw,J,MaxNormIw,VarDiscRet,VarVanillaIw,AvgVanillaIw,BatchSize,AvgNormIw,ESSRenyi,VarRet,MinVanillaIw,VarJ
1.0,1.0,88.44886202416508,88.44886202416508,84.36246,88.44886202416508,100.0,3.5044917e-18,9.85,0.01,88.44886,0.01,2360.796735239211,,1.0,100,0.009999998,100.0,2360.796735239211,1.0,48.34448
1.0,1.0,89.34877917098862,89.34877917098862,85.467804,89.34877917098862,100.0,3.5044917e-18,9.94,0.01,89.348785,0.01,2129.4099569643454,,1.0,100,0.009999998,100.0,2129.4099569643454,1.0,45.914223
1.0,1.0,94.94873677680222,94.94873677680222,91.25315,94.94873677680222,100.0,3.5044917e-18,10.5,0.01,94.948746,0.01,1930.8400777172703,,1.0,100,0.009999998,100.0,1930.8400777172703,1.0,43.72107
1.0,1.0,94.54884145447745,94.54884145447745,90.65014,94.54884145447745,100.0,3.5044917e-18,10.46,0.01,94.54884,0.01,2148.905302398625,,1.0,100,0.009999998,100.0,2148.905302398625,1.0,46.12392
1.0000076,1.0000086,89.14818339564735,89.14818339564735,84.83496,89.14818339564735,100.00000762939614,5.477083e-16,9.92,0.00999993,89.14821,0.010000087,2630.1653791694066,5.464002e-12,0.9999998,100,0.01,99.9992370663676,2630.1653791694066,0.99999285,51.028072
1.0,1.0,82.44818450182234,82.44818450182234,79.910866,82.44818450182234,100.0,3.5044917e-18,9.25,0.01,82.44819,0.01,910.1801041693652,,1.0,100,0.009999998,100.0,910.1801041693652,1.0,30.017965
1.0,1.0,92.24840298842217,92.24840298842217,88.85651,92.24840298842217,100.0,3.5044917e-18,10.23,0.01,92.248405,0.01,1626.5318820931423,,1.0,100,0.009999998,100.0,1626.5318820931423,1.0,40.128124
1.0,1.0,89.75045684163447,89.75045684163447,86.279236,89.75045684163447,100.0,3.5044917e-18,9.98,0.01,89.750465,0.01,1703.5032557424602,,1.0,100,0.009999998,100.0,1703.5032557424602,1.0,41.06663
1.0,1.0000076,89.14751243823908,89.14751243823908,85.59749,89.14751243823908,99.99997711181335,6.7595516e-16,9.92,0.009999917,89.147545,0.010000079,1781.7561155348078,6.7484334e-12,0.9999997,100,0.010000003,100.0,1781.7561155348078,0.9999914,41.999283
1.0,1.0,84.34687652598268,84.34687652598268,81.4222,84.34687652598268,100.0,3.5044917e-18,9.44,0.01,84.34688,0.01,1209.2919752249852,,1.0,100,0.009999998,100.0,1209.2919752249852,1.0,34.600567
1.0,1.0,88.648277834228,88.648277834228,85.54508,88.648277834228,100.0,3.5044917e-18,9.87,0.01,88.64828,0.01,1361.428048773064,,1.0,100,0.009999998,100.0,1361.428048773064,1.0,36.712585
1.0,1.0,91.94979905099956,91.94979905099956,88.31163,91.94979905099956,100.0,3.5044917e-18,10.2,0.01,91.9498,0.01,1871.2961466542306,,1.0,100,0.009999998,100.0,1871.2961466542306,1.0,43.041645
1.0,1.0,84.54934813402473,84.54934813402473,81.87209,84.54934813402473,100.0,3.5044917e-18,9.46,0.01,84.54934,0.01,1013.3339332121205,,1.0,100,0.009999998,100.0,1013.3339332121205,1.0,31.673342
1.0,1.0,86.44682374308852,86.44682374308852,83.367386,86.44682374308852,100.0,3.5044917e-18,9.65,0.01,86.44682,0.01,1340.6599795567295,,1.0,100,0.009999998,100.0,1340.6599795567295,1.0,36.431488
1.0,1.0,92.64987402049309,92.64987402049309,89.27696,92.64987402049309,100.0,3.5044917e-18,10.27,0.01,92.649864,0.01,1608.3649383321817,,1.0,100,0.009999998,100.0,1608.3649383321817,1.0,39.903397
1.0,1.0,89.34956124162987,89.34956124162987,86.507965,89.34956124162987,100.0,3.5044917e-18,9.94,0.01,89.349556,0.01,1141.56522271888,,1.0,100,0.009999998,100.0,1141.56522271888,1.0,33.617695
1.0,1.0,91.64719964017573,91.64719964017573,87.71805,91.64719964017573,100.0,3.5044917e-18,10.17,0.01,91.647194,0.01,2182.595884137251,,1.0,100,0.009999998,100.0,2182.595884137251,1.0,46.48408
1.0,1.0,84.64857670549723,84.64857670549723,81.89739,84.64857670549723,100.0,3.5044917e-18,9.47,0.01,84.648575,0.01,1070.0760885072123,,1.0,100,0.009999998,100.0,1070.0760885072123,1.0,32.548046
1.0,1.0,88.64848907324293,88.64848907324293,85.149284,88.64848907324293,100.0,3.5044917e-18,9.87,0.01,88.6485,0.01,1731.0833988210834,,1.0,100,0.009999998,100.0,1731.0833988210834,1.0,41.39773
1.0,1.0,91.24997741055421,91.24997741055421,87.80003,91.24997741055421,100.0,3.5044917e-18,10.13,0.01,91.24998,0.01,1682.679047500255,,1.0,100,0.009999998,100.0,1682.679047500255,1.0,40.814854
1.0,1.0,93.44998387910353,93.44998387910353,90.03183,93.44998387910353,100.0,3.5044917e-18,10.35,0.01,93.44998,0.01,1651.8084790181513,,1.0,100,0.009999998,100.0,1651.8084790181513,1.0,40.438725
1.0,1.0,88.34891872632629,88.34891872632629,85.29672,88.34891872632629,100.0,3.5044917e-18,9.84,0.01,88.34892,0.01,1317.0514284960157,,1.0,100,0.009999998,100.0,1317.0514284960157,1.0,36.109287
1.0,1.0,90.64894817249323,90.64894817249323,86.6654,90.64894817249323,100.0,3.5044917e-18,10.07,0.01,90.64895,0.01,2243.453700112123,,1.0,100,0.009999998,100.0,2243.453700112123,1.0,47.12769
1.0,1.0,96.14948286598501,96.14948286598501,92.43595,96.14948286598501,100.0,3.5044917e-18,10.62,0.01,96.14949,0.01,1949.6336205955945,,1.0,100,0.009999998,100.0,1949.6336205955945,1.0,43.933327
1.0,1.0000076,86.24932980393764,86.24932980393764,83.033134,86.24932980393764,100.0,6.05217e-16,9.63,0.009999919,86.24936,0.010000076,1462.408703359977,6.086265e-12,1.0,100,0.01,100.0,1462.408703359977,0.9999919,38.049805
1.0,1.0,96.15024571106585,96.15024571106585,91.77424,96.15024571106585,100.0,3.5044917e-18,10.62,0.01,96.150246,0.01,2707.2761844388247,,1.0,100,0.009999998,100.0,2707.2761844388247,1.0,51.770683
1.0,1.0,90.35104602983867,90.35104602983867,86.92129,90.35104602983867,100.0,3.5044917e-18,10.04,0.01,90.35105,0.01,1663.0491227143402,,1.0,100,0.009999998,100.0,1663.0491227143402,1.0,40.576084
1.0,1.0,91.44975748254889,91.44975748254889,87.78931,91.44975748254889,100.0,3.5044917e-18,10.15,0.01,91.44975,0.01,1894.285036404109,,1.0,100,0.009999998,100.0,1894.285036404109,1.0,43.30522
1.0,1.0000191,86.64783764815846,86.64783764815846,83.56226,86.64783764815846,100.00000381469913,2.7622405e-15,9.67,0.0099998135,86.64787,0.010000195,1346.04420337598,2.7604082e-11,0.9999995,100,0.01,100.0,1346.04420337598,0.9999809,36.50462
1.0,1.0,84.04882709927024,84.04882709927024,81.1053,84.04882709927024,100.0,3.5044917e-18,9.41,0.01,84.04883,0.01,1224.936630393268,,1.0,100,0.009999998,100.0,1224.936630393268,1.0,34.823658
1.0,1.0,90.94993579517757,90.94993579517757,86.81453,90.94993579517757,100.0,3.5044917e-18,10.1,0.01,90.94993,0.01,2417.7484239251658,,1.0,100,0.009999998,100.0,2417.7484239251658,1.0,48.924133
1.0,1.0,91.24813224067097,91.24813224067097,87.62832,91.24813224067097,100.0,3.5044917e-18,10.13,0.01,91.24813,0.01,1852.4603751422546,,1.0,100,0.009999998,100.0,1852.4603751422546,1.0,42.82448
1.0,1.0,88.54964217246943,88.54964217246943,85.524895,88.54964217246943,100.0,3.5044917e-18,9.86,0.01,88.549644,0.01,1293.4653985736104,,1.0,100,0.009999998,100.0,1293.4653985736104,1.0,35.784504
1.0,1.0,88.25005159375849,88.25005159375849,85.39287,88.25005159375849,100.0,3.5044917e-18,9.83,0.01,88.250046,0.01,1154.1235278317713,,1.0,100,0.009999998,100.0,1154.1235278317713,1.0,33.802105
1.0,1.0,87.14791048633883,87.14791048633883,83.856,87.14791048633883,100.0,3.5044917e-18,9.72,0.01,87.14792,0.01,1532.0583073243383,,1.0,100,0.009999998,100.0,1532.0583073243383,1.0,38.945316
1.0,1.0,86.0460887954633,86.0460887954633,82.64154,86.0460887954633,100.0,3.5044917e-18,9.61,0.01,86.04609,0.01,1638.6838766814394,,1.0,100,0.009999998,100.0,1638.6838766814394,1.0,40.27775
1.0000076,1.0000095,94.04926990571869,94.04926990571869,90.11467,94.04926990571869,99.9999847412057,5.8411117e-16,10.41,0.009999919,94.04929,0.0100001,2188.6659040666423,5.838221e-12,0.9999995,100,0.010000002,99.9992370663676,2188.6659040666423,0.9999914,46.548725
1.0,1.0,92.74909150859439,92.74909150859439,89.202354,92.74909150859439,100.0,3.5044917e-18,10.28,0.01,92.74909,0.01,1778.4238057635284,,1.0,100,0.009999998,100.0,1778.4238057635284,1.0,41.959976
1.0,1.0000162,90.84856030844226,90.84856030844226,86.68461,90.84856030844226,99.9999961853046,1.4151927e-15,10.09,0.009999853,90.8486,0.010000157,2451.304493713139,1.4152289e-11,1.0000005,100,0.01,100.0,2451.304493713139,0.9999857,49.262516
1.0,1.0,88.44894415996623,88.44894415996623,84.64487,88.44894415996623,100.0,3.5044917e-18,9.85,0.01,88.44895,0.01,2045.8689722582571,,1.0,100,0.009999998,100.0,2045.8689722582571,1.0,45.00456
1.0,1.00002,89.04880457802355,89.04880457802355,85.45999,89.04880457802355,99.99997711181335,2.3100122e-15,9.91,0.009999874,89.04886,0.010000204,1820.9232033776696,2.3114744e-11,0.9999997,100,0.010000002,100.0,1820.9232033776696,0.9999871,42.458443
1.0000076,1.00001,83.44824226782833,83.44824226782833,80.26841,83.44824226782833,100.00000762939031,1.1640695e-15,9.35,0.009999894,83.44828,0.010000094,1429.5267461127405,1.1601225e-11,1.0000006,100,0.01,99.9992370663676,1429.5267461127405,0.99999,37.61963
1.0,1.0000582,84.04727652838963,84.04727652838963,81.479774,84.04727652838963,99.99999237060125,1.4055632e-14,9.41,0.009999548,84.04733,0.010000587,932.0013593275253,1.4050143e-10,0.9999994,100,0.010000002,100.0,932.0013593275253,0.9999542,30.375597
1.0,1.0,90.14934945740185,90.14934945740185,87.03624,90.14934945740185,100.0,3.5044917e-18,10.02,0.01,90.14935,0.01,1370.144718789924,,1.0,100,0.009999998,100.0,1370.144718789924,1.0,36.829926
1.0,1.0,87.04675434491182,87.04675434491182,84.04971,87.04675434491182,100.0,3.5044917e-18,9.71,0.01,87.04675,0.01,1269.8751782879415,,1.0,100,0.009999998,100.0,1269.8751782879415,1.0,35.456684
1.0,1.0,88.94811094334905,88.94811094334905,85.35834,88.94811094334905,100.0,3.5044917e-18,9.9,0.01,88.94811,0.01,1821.8458627512375,,1.0,100,0.009999998,100.0,1821.8458627512375,1.0,42.46913
1.0,1.0000052,91.65018346393634,91.65018346393634,88.43531,91.65018346393634,99.99998474121152,4.3256819e-16,10.17,0.0099998955,91.65021,0.010000053,1461.204301913352,4.318521e-12,0.99999994,100,0.01,100.0,1461.204301913352,0.9999895,38.03414
1.0,1.0,82.54707412745485,82.54707412745485,79.74909,82.54707412745485,100.0,3.5044917e-18,9.26,0.01,82.54707,0.01,1106.794898304109,,1.0,100,0.009999998,100.0,1106.794898304109,1.0,33.101765
1.0,1.0,81.74744973065741,81.74744973065741,78.986115,81.74744973065741,100.0,3.5044917e-18,9.18,0.01,81.74745,0.01,1077.991101550181,,1.0,100,0.009999998,100.0,1077.991101550181,1.0,32.668198
1.0,1.0,88.94811167245071,88.94811167245071,85.26994,88.94811167245071,100.0,3.5044917e-18,9.9,0.01,88.94811,0.01,1912.671686292028,,1.0,100,0.009999998,100.0,1912.671686292028,1.0,43.51488
1.0,1.0,92.55050357684534,92.55050357684534,89.27699,92.55050357684534,100.0,3.5044917e-18,10.26,0.01,92.5505,0.01,1514.9692276901737,,1.0,100,0.009999998,100.0,1514.9692276901737,1.0,38.727505
1.0,1.0,87.04690949170381,87.04690949170381,83.91913,87.04690949170381,100.0,3.5044917e-18,9.71,0.01,87.046906,0.01,1383.0856071161943,,1.0,100,0.009999998,100.0,1383.0856071161943,1.0,37.00344
1.0,1.0,88.54898552251866,88.54898552251866,84.768234,88.54898552251866,100.0,3.5044917e-18,9.86,0.01,88.54899,0.01,2020.8499647647873,,1.0,100,0.009999998,100.0,2020.8499647647873,1.0,44.72853
1.0,1.0,86.84808579257536,86.84808579257536,83.4189,86.84808579257536,100.0,3.5044917e-18,9.69,0.01,86.848076,0.01,1662.4778139025957,,1.0,100,0.009999998,100.0,1662.4778139025957,1.0,40.569115
1.0,1.0,89.54854355885168,89.54854355885168,86.55729,89.54854355885168,100.0,3.5044917e-18,9.96,0.01,89.548546,0.01,1264.9838422826642,,1.0,100,0.009999998,100.0,1264.9838422826642,1.0,35.388332
1.0,1.0,88.34896217919523,88.34896217919523,85.02761,88.34896217919523,100.0,3.5044917e-18,9.84,0.01,88.34896,0.01,1559.5733146109228,,1.0,100,0.009999998,100.0,1559.5733146109228,1.0,39.29348
1.0,1.0,96.14975939251913,96.14975939251913,91.0471,96.14975939251913,100.0,3.5044917e-18,10.62,0.01,96.14976,0.01,3681.041325916045,,1.0,100,0.009999998,100.0,3681.041325916045,1.0,60.367462
1.0,1.0,95.84889278143606,95.84889278143606,91.61341,95.84889278143606,100.0,3.5044917e-18,10.59,0.01,95.8489,0.01,2536.1991101493722,,1.0,100,0.009999998,100.0,2536.1991101493722,1.0,50.108253
1.0,1.0,90.94915289748042,90.94915289748042,87.296265,90.94915289748042,100.0,3.5044917e-18,10.1,0.01,90.94916,0.01,1886.4708141988435,,1.0,100,0.009999998,100.0,1886.4708141988435,1.0,43.215805
1.0,1.0,86.34638789496046,86.34638789496046,83.11052,86.34638789496046,100.0,3.5044917e-18,9.64,0.01,86.34639,0.01,1480.3338522161073,,1.0,100,0.009999998,100.0,1480.3338522161073,1.0,38.28225
1.0,1.0,94.04968897381202,94.04968897381202,90.2406,94.04968897381202,100.0,3.5044917e-18,10.41,0.01,94.04969,0.01,2051.2509329150885,,1.0,100,0.009999998,100.0,2051.2509329150885,1.0,45.063713
1.0,1.0,87.7498754379098,87.7498754379098,85.31242,87.7498754379098,100.0,3.5044917e-18,9.78,0.01,87.74987,0.01,839.9370409291004,,1.0,100,0.009999998,100.0,839.9370409291004,1.0,28.836393
1.0,1.0,90.549784258617,90.549784258617,87.26711,90.549784258617,100.0,3.5044917e-18,10.06,0.01,90.54979,0.01,1523.4684053486249,,1.0,100,0.009999998,100.0,1523.4684053486249,1.0,38.835987
1.0,1.0,85.74838166456506,85.74838166456506,82.90593,85.74838166456506,100.0,3.5044917e-18,9.58,0.01,85.74838,0.01,1142.2587646965546,,1.0,100,0.009999998,100.0,1142.2587646965546,1.0,33.627907
1.0,1.0000391,94.64964779015189,94.64964779015189,90.862465,94.64964779015189,100.00000762939904,9.806497e-15,10.47,0.009999691,94.64974,0.0100003965,2027.8290912315747,9.810442e-11,0.99999946,100,0.009999999,100.0,2027.8290912315747,0.9999685,44.805813
1.0,1.0,83.4491801282048,83.4491801282048,80.435326,83.4491801282048,100.0,3.5044917e-18,9.35,0.01,83.44917,0.01,1284.1583547640887,,1.0,100,0.009999998,100.0,1284.1583547640887,1.0,35.65553
1.0,1.0,88.24697187079099,88.24697187079099,84.861015,88.24697187079099,100.0,3.5044917e-18,9.83,0.01,88.24696,0.01,1620.8332737534054,,1.0,100,0.009999998,100.0,1620.8332737534054,1.0,40.05777
1.0,1.0,88.54939597681694,88.54939597681694,85.22962,88.54939597681694,100.0,3.5044917e-18,9.86,0.01,88.549385,0.01,1558.0817668716588,,1.0,100,0.009999998,100.0,1558.0817668716588,1.0,39.27469
1.0,1.0000095,90.04979715548079,90.04979715548079,86.37559,90.04979715548079,99.99998474121735,7.621394e-16,10.01,0.009999911,90.04983,0.010000092,1908.5877113933745,7.631372e-12,1.0000004,100,0.01,100.0,1908.5877113933745,0.9999914,43.468437
1.0,1.0,91.85027918737174,91.85027918737174,88.823975,91.85027918737174,100.0,3.5044917e-18,10.19,0.01,91.85027,0.01,1294.790308899208,,1.0,100,0.009999998,100.0,1294.790308899208,1.0,35.802826
1.0,1.0,92.6481429099217,92.6481429099217,88.93828,92.6481429099217,100.0,3.5044917e-18,10.27,0.01,92.64814,0.01,1945.7702863060313,,1.0,100,0.009999998,100.0,1945.7702863060313,1.0,43.88978
1.0000076,1.0028675,94.45003595328448,94.45003595328448,90.99456,94.45003595328448,99.99995040677082,3.644443e-11,10.45,0.009986521,94.45639,0.010029116,1694.282689194786,3.6441568e-07,0.99995595,100,0.01,99.9992370663676,1694.282689194786,0.9986081,40.964355
1.0,1.0,87.8492018513166,87.8492018513166,84.63597,87.8492018513166,100.0,3.5044917e-18,9.79,0.01,87.849205,0.01,1459.6907841504124,,1.0,100,0.009999998,100.0,1459.6907841504124,1.0,38.01439
1.0,1.0000081,91.9498919623592,91.9498919623592,88.33734,91.9498919623592,99.99998092650912,6.7892523e-16,10.2,0.009999927,91.949905,0.0100000845,1845.048080508467,6.7873337e-12,0.99999964,100,0.01,100.0,1845.048080508467,0.9999924,42.73872
1.0,1.0,95.04928905720318,95.04928905720318,91.50154,95.04928905720318,100.0,3.5044917e-18,10.51,0.01,95.049286,0.01,1779.4327665958156,,1.0,100,0.009999998,100.0,1779.4327665958156,1.0,41.971874
1.0,1.0,86.94751103938545,86.94751103938545,83.95964,86.94751103938545,100.0,3.5044917e-18,9.7,0.01,86.94751,0.01,1262.1155571418797,,1.0,100,0.009999998,100.0,1262.1155571418797,1.0,35.348186
1.0,1.0,92.94889913797994,92.94889913797994,89.66041,92.94889913797994,100.0,3.5044917e-18,10.3,0.01,92.9489,0.01,1528.8666974433172,,1.0,100,0.009999998,100.0,1528.8666974433172,1.0,38.904728
1.0,1.0000067,91.64905191349949,91.64905191349949,88.144775,91.64905191349949,100.00000762939322,2.956477e-16,10.17,0.009999945,91.649055,0.010000064,1736.1004852981864,2.9650447e-12,1.0000002,100,0.01,100.0,1736.1004852981864,0.99999475,41.45769
1.0,1.0,92.94993607515346,92.94993607515346,89.734024,92.94993607515346,100.0,3.5044917e-18,10.3,0.01,92.94993,0.01,1462.1213725668283,,1.0,100,0.009999998,100.0,1462.1213725668283,1.0,38.046024
1.0,1.0,88.84834768204907,88.84834768204907,85.342384,88.84834768204907,100.0,3.5044917e-18,9.89,0.01,88.84835,0.01,1737.7719448341513,,1.0,100,0.009999998,100.0,1737.7719448341513,1.0,41.47763
1.0,1.0,82.5481839993883,82.5481839993883,79.7426,82.5481839993883,100.0,3.5044917e-18,9.26,0.01,82.54818,0.01,1112.8158218784436,,1.0,100,0.009999998,100.0,1112.8158218784436,1.0,33.191677
1.0,1.0,92.14890217066073,92.14890217066073,88.454926,92.14890217066073,100.0,3.5044917e-18,10.22,0.01,92.148895,0.01,1929.1382261145889,,1.0,100,0.009999998,100.0,1929.1382261145889,1.0,43.701794
1.0,1.0,99.651402992789,99.651402992789,95.13456,99.651402992789,100.0,3.5044917e-18,10.97,0.01,99.6514,0.01,2884.3376149666533,,1.0,100,0.009999998,100.0,2884.3376149666533,1.0,53.43682
1.0,1.0008506,94.15025314110625,94.15025314110625,90.742294,94.15025314110625,99.99997711082669,1.8441963e-11,10.42,0.009979265,94.15376,0.0100089405,1645.3537523853877,1.8440224e-07,0.9999566,100,0.01,100.0,1645.3537523853877,0.9978832,40.364105
1.0000076,1.0000148,91.04990324146893,91.04990324146893,87.58702,91.04990324146893,99.9999961853046,1.7247795e-15,10.11,0.009999905,91.04993,0.010000143,1695.331338755699,1.7248246e-11,1.0000005,100,0.01,99.9992370663676,1695.331338755699,0.99999094,40.968018
1.0,1.0,91.34850842561966,91.34850842561966,87.751816,91.34850842561966,100.0,3.5044917e-18,10.14,0.01,91.3485,0.01,1828.8685521897348,,1.0,100,0.009999998,100.0,1828.8685521897348,1.0,42.550907
1.0,1.0000067,82.9484608616069,82.9484608616069,79.63831,82.9484608616069,100.0,2.8595777e-16,9.3,0.009999962,82.94847,0.010000067,1549.0847536945619,2.8479127e-12,1.0,100,0.01,100.0,1549.0847536945619,0.9999962,39.16114
1.0,1.0,83.5477046296088,83.5477046296088,80.298645,83.5477046296088,100.0,3.5044917e-18,9.36,0.01,83.54771,0.01,1492.4227415485745,,1.0,100,0.009999998,100.0,1492.4227415485745,1.0,38.438244
1.0,1.0,90.04953776781713,90.04953776781713,86.61651,90.04953776781713,100.0,3.5044917e-18,10.01,0.01,90.04954,0.01,1666.2191447663263,,1.0,100,0.009999998,100.0,1666.2191447663263,1.0,40.61474
1.0,1.0,82.84616905055731,82.84616905055731,79.63962,82.84616905055731,100.0,3.5044917e-18,9.29,0.01,82.84617,0.01,1453.6295163434236,,1.0,100,0.009999998,100.0,1453.6295163434236,1.0,37.935383
1.0,1.0,88.54924638716362,88.54924638716362,84.75154,88.54924638716362,100.0,3.5044917e-18,9.86,0.01,88.54925,0.01,2039.0130645455636,,1.0,100,0.009999998,100.0,2039.0130645455636,1.0,44.929085
