IterType,EpsThisIter,ESSRenyi,MaxNormIw,VarRet,MaxVanillaIw,VarDiscRet,Bound,Delta,MinVanillaIw,AvgEpLen,AvgRet,ESSClassic,MinNormIw,VarNormIw,AvgDiscRet,eRenyi2,AvgVanillaIw,J,VarJ,VanillaAvgRet,VarVanillaIw,BatchSize,AvgNormIw
,100,nan,nan,49.373026798930056,inf,52.1661573716933,nan,0.8,0.024518402,200.0,-6.800733504395863,nan,nan,nan,-7.969554618091423,nan,inf,nan,nan,-6.800733504395863,nan,300,nan
1,100,9.63575297208735,0.21187422,46.148378703641285,44.079384,46.148378703641285,-5.4414115,0.8,,200.0,-7.6218940820527905,6.130259043795607,,0.0005344211,-7.6218940820527905,31.134048,0.69348353,-1.6886146,9.73141,-7.6218940820527905,23.131214,300,0.0033333332
2,100,300.0,0.01,54.84388480329171,1.0,54.84388480329171,-10.296463,0.8,1.0,200.0,-9.133636197542819,100.0,0.01,3.5044917e-18,-9.133636197542819,1.0,1.0,-9.133636,7.3685446,-9.133636197542819,,300,0.009999998
2,100,300.0,0.005,52.6809008175695,1.0,52.6809008175695,-9.618149,0.8,1.0,200.0,-8.45817710778399,200.00000010221265,0.005,2.179301e-19,-8.45817710778399,1.0,1.0,-8.795906,7.3033433,-8.45817710778399,,300,0.0049999994
,100,nan,nan,46.148378703641285,inf,48.04875103627616,nan,0.8,0.022686344,200.0,-7.6218940820527905,nan,nan,nan,-8.36840585148233,nan,inf,nan,nan,-7.6218940820527905,nan,400,nan
1,100,10.22374982888526,0.14778312,44.76902719659172,55.322796,44.76902719659172,-6.1593914,0.8,,200.0,-7.6515038913734035,7.9212392391821185,,0.00031013248,-7.6515038913734035,39.124588,0.93587816,-2.516109,13.225057,-7.6515038913734035,43.46163,400,0.0025
2,100,400.0,0.01,48.055073676015006,1.0,48.055073676015006,-8.81774,0.8,1.0,200.0,-7.6578952388677655,100.0,0.01,3.5044917e-18,-7.6578952388677655,1.0,1.0,-7.6578946,6.897429,-7.6578952388677655,,400,0.009999998
2,100,400.0,0.005,49.12495943949595,1.0,49.12495943949595,-8.666065,0.8,1.0,200.0,-8.033965182981804,200.00000010221265,0.005,2.179301e-19,-8.033965182981804,1.0,1.0,-7.8459306,6.938262,-8.033965182981804,,400,0.0049999994
2,100,400.0,0.0033333334,51.58244868482727,1.0,51.58244868482727,-8.456972,0.8,1.0,200.0,-7.670142057082931,299.999969473632,0.0033333334,5.4391416e-20,-7.670142057082931,1.0,1.0,-7.787335,7.0087132,-7.670142057082931,,400,0.0033333336
,100,nan,nan,44.76902719659172,inf,42.15159637449931,nan,0.8,0.018075733,200.0,-7.6515038913734035,nan,nan,nan,-6.840262390487007,nan,inf,nan,nan,-7.6515038913734035,nan,500,nan
1,100,3.5577648750412174,0.821771,57.78693930937227,175.03845,57.78693930937227,-6.713516,0.8,,200.0,-8.752493029023974,1.460814899427174,,0.0013678346,-8.752493029023974,140.53767,0.42600298,-0.5374882,11.488476,-8.752493029023974,62.058155,500,0.002
2,100,500.0,0.01,48.38915092977398,1.0,48.38915092977398,-10.137861,0.8,1.0,200.0,-9.02624092057356,100.0,0.01,3.5044917e-18,-9.02624092057356,1.0,1.0,-9.02624,6.921363,-9.02624092057356,,500,0.009999998
2,100,500.0,0.005,55.32654545999077,1.0,55.32654545999077,-9.327799,0.8,1.0,200.0,-8.01102915794838,200.00000010221265,0.005,2.179301e-19,-8.01102915794838,1.0,1.0,-8.518635,7.1831,-8.01102915794838,,500,0.0049999994
2,100,500.0,0.0033333334,42.85917097700131,1.0,42.85917097700131,-8.679657,0.8,1.0,200.0,-7.011853148734814,299.999969473632,0.0033333334,5.4391416e-20,-7.011853148734814,1.0,1.0,-8.016374,7.0032864,-7.011853148734814,,500,0.0033333336
2,100,500.0,0.0025,50.05117892847852,1.0,50.05117892847852,-8.545865,0.8,1.0,200.0,-7.836657530478716,400.0,0.0025,5.434597e-20,-7.836657530478716,1.0,1.0,-7.9714446,7.012719,-7.836657530478716,,500,0.0024999997
1,100,10.570014856825539,0.28301603,35.23550413574491,65.19038,35.23550413574491,-6.1511993,0.8,,200.0,-6.532061167097255,4.995015360403952,,0.00039719365,-6.532061167097255,47.303623,0.4606833,-2.5767646,8.19155,-6.532061167097255,21.074007,500,0.002
2,100,500.0,0.01,54.219562543953266,1.0,54.219562543953266,-8.962482,0.8,1.0,200.0,-7.820571237097335,100.0,0.01,3.5044917e-18,-7.820571237097335,1.0,1.0,-7.820571,7.3264837,-7.820571237097335,,500,0.009999998
2,100,500.0,0.005,49.69437062539515,1.0,49.69437062539515,-8.436937,0.8,1.0,200.0,-7.4383975490018095,200.00000010221265,0.005,2.179301e-19,-7.4383975490018095,1.0,1.0,-7.629484,7.174532,-7.4383975490018095,,500,0.0049999994
2,100,500.0,0.0033333334,44.598827823775515,1.0,44.598827823775515,-8.595251,0.8,1.0,200.0,-8.548937668067984,299.999969473632,0.0033333334,5.4391416e-20,-8.548937668067984,1.0,1.0,-7.9359684,7.015798,-8.548937668067984,,500,0.0033333336
2,100,500.0,0.0025,51.85814021555266,1.0,51.85814021555266,-8.806581,0.8,1.0,200.0,-9.09407543960924,400.0,0.0025,5.434597e-20,-9.09407543960924,1.0,1.0,-8.225494,7.07124,-9.09407543960924,,500,0.0024999997
1,100,429.64090196333916,0.01284547,44.70922689144921,6.2574167,44.70922689144921,-8.407676,0.8,0.7963994,200.0,-6.593350134778912,445.16098217271997,0.0016348799,4.937445e-07,-6.593350134778912,1.1637626,0.9742605,-7.846992,7.481529,-6.593350134778912,0.117163524,500,0.002
2,100,500.0,0.01,50.14538226377202,1.0,50.14538226377202,-8.611234,0.8,1.0,200.0,-7.453398646281993,100.0,0.01,3.5044917e-18,-7.453398646281993,1.0,1.0,-7.453398,7.0458446,-7.453398646281993,,500,0.009999998
2,100,500.0,0.005,46.152747026498595,1.0,46.152747026498595,-8.002803,0.8,1.0,200.0,-6.914781804472557,200.00000010221265,0.005,2.179301e-19,-6.914781804472557,1.0,1.0,-7.1840897,6.909421,-6.914781804472557,,500,0.0049999994
2,100,500.0,0.0033333334,49.75495186028293,1.0,49.75495186028293,-8.612083,0.8,1.0,200.0,-9.462639433904714,299.999969473632,0.0033333334,5.4391416e-20,-9.462639433904714,1.0,1.0,-7.943607,7.028485,-9.462639433904714,,500,0.0033333336
2,100,500.0,0.0025,46.45812629521869,1.0,46.45812629521869,-8.64327,0.8,1.0,200.0,-8.426586432112003,400.0,0.0025,5.434597e-20,-8.426586432112003,1.0,1.0,-8.064352,6.9707837,-8.426586432112003,,500,0.0024999997
1,100,39.17189773771322,0.037229992,50.35312203210046,18.03747,50.35312203210046,-7.0255384,0.8,,200.0,-7.338748416119026,40.64824937850807,,4.5293196e-05,-7.338748416119026,12.764253,0.96897525,-5.16735,21.302094,-7.338748416119026,10.631594,500,0.002
2,100,500.0,0.01,49.367265154600794,1.0,49.367265154600794,-9.406715,0.8,1.0,200.0,-8.263527333310291,100.0,0.01,3.5044917e-18,-8.263527333310291,1.0,1.0,-8.263527,6.990965,-8.263527333310291,,500,0.009999998
2,100,500.0,0.005,52.680846796414045,1.0,52.680846796414045,-9.079637,0.8,1.0,200.0,-8.279033964967779,200.00000010221265,0.005,2.179301e-19,-8.279033964967779,1.0,1.0,-8.27128,7.1073112,-8.279033964967779,,500,0.0049999994
2,100,500.0,0.0033333334,49.45160766981613,1.0,49.45160766981613,-8.610825,0.8,1.0,200.0,-7.274542791407899,299.999969473632,0.0033333334,5.4391416e-20,-7.274542791407899,1.0,1.0,-7.9390354,7.086305,-7.274542791407899,,500,0.0033333336
2,100,500.0,0.0025,47.59579293881968,1.0,47.59579293881968,-8.49715,0.8,1.0,200.0,-7.844353025076049,400.0,0.0025,5.434597e-20,-7.844353025076049,1.0,1.0,-7.915364,7.0316024,-7.844353025076049,,500,0.0024999997
1,100,199.4422109338906,0.0072533656,45.64354767913545,3.4583457,45.64354767913545,-8.195406,0.8,3.9219445e-17,200.0,-7.645400767561804,190.95694647320946,8.2256953e-20,6.486537e-06,-7.645400767561804,2.5069919,0.9535837,-7.371486,10.652026,-7.645400767561804,1.4745877,500,0.002
2,100,500.0,0.01,41.72606089283034,1.0,41.72606089283034,-8.892944,0.8,1.0,200.0,-7.759935670733857,100.0,0.01,3.5044917e-18,-7.759935670733857,1.0,1.0,-7.759936,6.4271927,-7.759935670733857,,500,0.009999998
2,100,500.0,0.005,50.63187697725002,1.0,50.63187697725002,-8.624675,0.8,1.0,200.0,-7.869308249473482,200.00000010221265,0.005,2.179301e-19,-7.869308249473482,1.0,1.0,-7.814622,6.7616687,-7.869308249473482,,500,0.0049999994
2,100,500.0,0.0033333334,50.869949722976905,1.0,50.869949722976905,-8.485684,0.8,1.0,200.0,-7.837101298241828,299.999969473632,0.0033333334,5.4391416e-20,-7.837101298241828,1.0,1.0,-7.8221154,6.875123,-7.837101298241828,,500,0.0033333336
2,100,500.0,0.0025,42.28726801719887,1.0,42.28726801719887,-8.2107315,0.8,1.0,200.0,-7.077911116147916,400.0,0.0025,5.434597e-20,-7.077911116147916,1.0,1.0,-7.636064,6.7838354,-7.077911116147916,,500,0.0024999997
1,100,499.79784320807397,0.0021885189,48.12809812785194,1.094831,48.12809812785194,-8.261902,0.8,0.98608255,200.0,-8.189159124150196,499.8249059387358,0.0019711356,1.4040071e-09,-8.189159124150196,1.0004045,1.0005224,-7.74652,6.814308,-8.189159124150196,0.00035136848,500,0.0020000003
2,100,500.0,0.01,45.87087898065453,1.0,45.87087898065453,-8.354046,0.8,1.0,200.0,-7.188961200502382,100.0,0.01,3.5044917e-18,-7.188961200502382,1.0,1.0,-7.188961,6.7388554,-7.188961200502382,,500,0.009999998
2,100,500.0,0.005,43.61243830391645,1.0,43.61243830391645,-8.541336,0.8,1.0,200.0,-8.246033397849757,200.00000010221265,0.005,2.179301e-19,-8.246033397849757,1.0,1.0,-7.717497,6.6763453,-8.246033397849757,,500,0.0049999994
2,100,500.0,0.0033333334,50.05283102121036,1.0,50.05283102121036,-8.245485,0.8,1.0,200.0,-7.283474669832473,299.999969473632,0.0033333334,5.4391416e-20,-7.283474669832473,1.0,1.0,-7.5728235,6.8025746,-7.283474669832473,,500,0.0033333336
2,100,500.0,0.0025,47.49820772498653,1.0,47.49820772498653,-8.247842,0.8,1.0,200.0,-7.942728700473202,400.0,0.0025,5.434597e-20,-7.942728700473202,1.0,1.0,-7.6652994,6.818191,-7.942728700473202,,500,0.0024999997
1,100,392.0400147195963,0.019231444,43.4854800166169,9.622755,43.4854800166169,-7.8751254,0.8,0.78551406,200.0,-6.328051418422891,394.0305797141834,0.0015698798,1.0779041e-06,-6.328051418422891,1.27538,1.0007315,-7.286699,7.181222,-6.328051418422891,0.26987034,500,0.002
2,100,500.0,0.01,49.77099907571837,1.0,49.77099907571837,-8.73539,0.8,1.0,200.0,-7.605029660043165,100.0,0.01,3.5044917e-18,-7.605029660043165,1.0,1.0,-7.605029,7.0194936,-7.605029660043165,,500,0.009999998
2,100,500.0,0.005,48.27606079106646,1.0,48.27606079106646,-8.533405,0.8,1.0,200.0,-7.84625488005281,200.00000010221265,0.005,2.179301e-19,-7.84625488005281,1.0,1.0,-7.7256417,6.9676285,-7.84625488005281,,500,0.0049999994
2,100,500.0,0.0033333334,47.22937860972064,1.0,47.22937860972064,-8.618672,0.8,1.0,200.0,-8.395903613876492,299.999969473632,0.0033333334,5.4391416e-20,-8.395903613876492,1.0,1.0,-7.9490633,6.931865,-8.395903613876492,,500,0.0033333336
2,100,500.0,0.0025,51.598207412714636,1.0,51.598207412714636,-8.582151,0.8,1.0,200.0,-8.16182580495263,400.0,0.0025,5.434597e-20,-8.16182580495263,1.0,1.0,-8.002254,6.986924,-8.16182580495263,,500,0.0024999997
1,100,297.0118973180934,0.0046650763,48.07993636221542,2.261356,48.07993636221542,-8.158732,0.8,1.2170667e-11,200.0,-7.753706979719088,278.2799811788819,2.510754e-14,3.1933916e-06,-7.753706979719088,1.6834342,0.969483,-7.485764,9.299621,-7.753706979719088,0.75036514,500,0.0020000003
2,100,500.0,0.01,44.111755414526506,1.0,44.111755414526506,-8.164392,0.8,1.0,200.0,-7.005847623380478,100.0,0.01,3.5044917e-18,-7.005847623380478,1.0,1.0,-7.0058475,6.608376,-7.005847623380478,,500,0.009999998
2,100,500.0,0.005,49.34289956541642,1.0,49.34289956541642,-8.309064,0.8,1.0,200.0,-7.973851455224701,200.00000010221265,0.005,2.179301e-19,-7.973851455224701,1.0,1.0,-7.489849,6.8186736,-7.973851455224701,,500,0.0049999994
2,100,500.0,0.0033333334,54.55100351884292,1.0,54.55100351884292,-8.473911,0.8,1.0,200.0,-8.431346046493204,299.999969473632,0.0033333334,5.4391416e-20,-8.431346046493204,1.0,1.0,-7.803682,7.013916,-8.431346046493204,,500,0.0033333336
2,100,500.0,0.0025,40.63950651340606,1.0,40.63950651340606,-8.180551,0.8,1.0,200.0,-6.989416083228224,400.0,0.0025,5.434597e-20,-6.989416083228224,1.0,1.0,-7.600115,6.861404,-6.989416083228224,,500,0.0024999997
1,100,333.1594844520162,0.0035841377,52.054121449069406,1.9828931,52.054121449069406,-7.3125577,0.8,5.320616e-07,200.0,-6.265778959196651,283.98763729358313,9.61717e-10,3.0486574e-06,-6.265778959196651,1.5007827,1.1064826,-6.6765566,8.777553,-6.265778959196651,0.9331208,500,0.002
2,100,500.0,0.01,44.657359708338376,1.0,44.657359708338376,-8.884249,0.8,1.0,200.0,-7.726057261891826,100.0,0.01,3.5044917e-18,-7.726057261891826,1.0,1.0,-7.726057,6.649119,-7.726057261891826,,500,0.009999998
2,100,500.0,0.005,53.28636565375058,1.0,53.28636565375058,-8.62216,0.8,1.0,200.0,-7.880330763812279,200.00000010221265,0.005,2.179301e-19,-7.880330763812279,1.0,1.0,-7.803194,6.963339,-7.880330763812279,,500,0.0049999994
2,100,500.0,0.0033333334,40.08743860702728,1.0,40.08743860702728,-8.317665,0.8,1.0,200.0,-7.3294213731347,299.999969473632,0.0033333334,5.4391416e-20,-7.3294213731347,1.0,1.0,-7.64527,6.753083,-7.3294213731347,,500,0.0033333336
2,100,500.0,0.0025,46.726553842160264,1.0,46.726553842160264,-8.061576,0.8,1.0,200.0,-6.981248726838657,400.0,0.0025,5.434597e-20,-6.981248726838657,1.0,1.0,-7.4792643,6.7713065,-6.981248726838657,,500,0.0024999997
1,100,498.69900595589417,0.002696968,48.45462901750276,1.3584807,48.45462901750276,-8.049696,0.8,0.9657879,200.0,-7.730757613853114,492.9027327240973,0.0019173617,5.771163e-08,-7.730757613853114,1.0026088,1.0074134,-7.528182,6.824098,-7.730757613853114,0.014642616,500,0.0020000003
2,100,500.0,0.01,44.504866971671454,1.0,44.504866971671454,-9.139428,0.8,1.0,200.0,-7.9956655483088355,100.0,0.01,3.5044917e-18,-7.9956655483088355,1.0,1.0,-7.9956656,6.637757,-7.9956655483088355,,500,0.009999998
2,100,500.0,0.005,44.27476423701585,1.0,44.27476423701585,-8.527979,0.8,1.0,200.0,-7.424384751496383,200.00000010221265,0.005,2.179301e-19,-7.424384751496383,1.0,1.0,-7.7100253,6.6353226,-7.424384751496383,,500,0.0049999994
2,100,500.0,0.0033333334,44.70235553464387,1.0,44.70235553464387,-8.197842,0.8,1.0,200.0,-7.169905855753078,299.999969473632,0.0033333334,5.4391416e-20,-7.169905855753078,1.0,1.0,-7.5299854,6.645922,-7.169905855753078,,500,0.0033333336
2,100,500.0,0.0025,47.125475379289355,1.0,47.125475379289355,-8.006019,0.8,1.0,200.0,-7.120597738402807,400.0,0.0025,5.434597e-20,-7.120597738402807,1.0,1.0,-7.427638,6.694863,-7.120597738402807,,500,0.0024999997
1,100,332.1468562369238,0.0087876925,62.030329769637724,5.725464,62.030329769637724,-7.5925975,0.8,0.75647545,200.0,-7.645311763044543,206.30493351392542,0.0011610716,5.7057987e-06,-7.645311763044543,1.5053582,1.3030642,-6.957417,10.135197,-7.645311763044543,2.4220781,500,0.002
2,100,500.0,0.01,40.335226424387464,1.0,40.335226424387464,-7.4296217,0.8,1.0,200.0,-6.283533990397087,100.0,0.01,3.5044917e-18,-6.283533990397087,1.0,1.0,-6.283534,6.319167,-6.283533990397087,,500,0.009999998
2,100,500.0,0.005,55.31653551220173,1.0,55.31653551220173,-7.8922296,0.8,1.0,200.0,-7.880112888608546,200.00000010221265,0.005,2.179301e-19,-7.880112888608546,1.0,1.0,-7.0818233,6.9271126,-7.880112888608546,,500,0.0049999994
2,100,500.0,0.0033333334,54.483627854415296,1.0,54.483627854415296,-7.829402,0.8,1.0,200.0,-7.324218615207817,299.999969473632,0.0033333334,5.4391416e-20,-7.324218615207817,1.0,1.0,-7.1626215,7.069836,-7.324218615207817,,500,0.0033333336
2,100,500.0,0.0025,42.273182667326296,1.0,42.273182667326296,-7.712921,0.8,1.0,200.0,-7.054024172447401,400.0,0.0025,5.434597e-20,-7.054024172447401,1.0,1.0,-7.1354723,6.924721,-7.054024172447401,,500,0.0024999997
1,100,190.4559686726726,0.1806488,56.726991079715425,131.12038,56.726991079715425,-7.2271414,0.8,0.7208227,200.0,-9.095125876887664,28.87786128304239,0.0009931008,6.5388e-05,-9.095125876887664,2.6252787,1.4516606,-6.390294,25.669012,-9.095125876887664,34.448334,500,0.0020000003
2,100,500.0,0.01,44.846069219160896,1.0,44.846069219160896,-8.560728,0.8,1.0,200.0,-7.407078687842373,100.0,0.01,3.5044917e-18,-7.407078687842373,1.0,1.0,-7.4070787,6.663153,-7.407078687842373,,500,0.009999998
2,100,500.0,0.005,48.64652797577567,1.0,48.64652797577567,-8.564896,0.8,1.0,200.0,-8.082913945246188,200.00000010221265,0.005,2.179301e-19,-8.082913945246188,1.0,1.0,-7.744996,6.811242,-8.082913945246188,,500,0.0049999994
2,100,500.0,0.0033333334,45.33078345965357,1.0,45.33078345965357,-7.885641,0.8,1.0,200.0,-6.158595629772849,299.999969473632,0.0033333334,5.4391416e-20,-6.158595629772849,1.0,1.0,-7.216196,6.815211,-6.158595629772849,,500,0.0033333336
2,100,500.0,0.0025,48.00834598138797,1.0,48.00834598138797,-8.068517,0.8,1.0,200.0,-8.303576429742192,400.0,0.0025,5.434597e-20,-8.303576429742192,1.0,1.0,-7.488041,6.851211,-8.303576429742192,,500,0.0024999997
1,100,41.69406306850516,0.082798526,51.02708930125977,58.62137,51.02708930125977,-7.457695,0.8,0.00012697681,200.0,-7.216358515948289,32.22255862154864,1.7934575e-07,5.818469e-05,-7.216358515948289,11.992115,1.4160002,-5.659747,18.168297,-7.216358515948289,29.165901,500,0.0019999999
2,100,500.0,0.01,50.486137434847365,1.0,50.486137434847365,-9.190504,0.8,1.0,200.0,-8.03235033492968,100.0,0.01,3.5044917e-18,-8.03235033492968,1.0,1.0,-8.03235,7.0697436,-8.03235033492968,,500,0.009999998
2,100,500.0,0.005,49.859277791888445,1.0,49.859277791888445,-8.771297,0.8,1.0,200.0,-7.8723656809561735,200.00000010221265,0.005,2.179301e-19,-7.8723656809561735,1.0,1.0,-7.9523582,7.0482183,-7.8723656809561735,,500,0.0049999994
2,100,500.0,0.0033333334,52.527096420402835,1.0,52.527096420402835,-8.668423,0.8,1.0,200.0,-8.082778942731823,299.999969473632,0.0033333334,5.4391416e-20,-8.082778942731823,1.0,1.0,-7.9958315,7.1032367,-8.082778942731823,,500,0.0033333336
2,100,500.0,0.0025,39.54492318631581,1.0,39.54492318631581,-8.196716,0.8,1.0,200.0,-6.469443987366198,400.0,0.0025,5.434597e-20,-6.469443987366198,1.0,1.0,-7.614235,6.932979,-6.469443987366198,,500,0.0024999997
1,100,449.8122968739024,0.0026752963,52.73103271642142,1.3323463,52.73103271642142,-8.332893,0.8,0.008497158,200.0,-8.674616376720529,411.5484341121809,1.706194e-05,8.61418e-07,-8.674616376720529,1.1115748,0.99603647,-7.783611,7.7438636,-8.674616376720529,0.2136508,500,0.0020000003
2,100,500.0,0.01,51.30230394324287,1.0,51.30230394324287,-9.553734,0.8,1.0,200.0,-8.442505307367119,100.0,0.01,3.5044917e-18,-8.442505307367119,1.0,1.0,-8.442505,7.12666,-8.442505307367119,,500,0.009999998
2,100,500.0,0.005,51.95231610108247,1.0,51.95231610108247,-8.740025,0.8,1.0,200.0,-7.400510854257796,200.00000010221265,0.005,2.179301e-19,-7.400510854257796,1.0,1.0,-7.921508,7.1681566,-7.400510854257796,,500,0.0049999994
2,100,500.0,0.0033333334,48.271814712149656,1.0,48.271814712149656,-8.364143,0.8,1.0,200.0,-7.244465597902677,299.999969473632,0.0033333334,5.4391416e-20,-7.244465597902677,1.0,1.0,-7.695827,7.0913005,-7.244465597902677,,500,0.0033333336
2,100,500.0,0.0025,52.38374394581766,1.0,52.38374394581766,-8.261745,0.8,1.0,200.0,-7.644384476907312,400.0,0.0025,5.434597e-20,-7.644384476907312,1.0,1.0,-7.682966,7.1190157,-7.644384476907312,,500,0.0024999997
1,100,391.37061417218797,0.004134698,54.72771279913508,2.3827507,54.72771279913508,-8.210265,0.8,0.7851051,200.0,-8.829505587225519,373.0533624798664,0.0013623633,1.3638897e-06,-8.829505587225519,1.2775614,1.1525635,-7.6251407,7.9438004,-8.829505587225519,0.45294863,500,0.0020000003
2,100,500.0,0.01,47.02293731475063,1.0,47.02293731475063,-8.204475,0.8,1.0,200.0,-7.04886263415904,100.0,0.01,3.5044917e-18,-7.04886263415904,1.0,1.0,-7.0488625,6.8229547,-7.04886263415904,,500,0.009999998
2,100,500.0,0.005,43.447591124683356,1.0,43.447591124683356,-8.2710285,0.8,1.0,200.0,-7.858911286339321,200.00000010221265,0.005,2.179301e-19,-7.858911286339321,1.0,1.0,-7.453887,6.704249,-7.858911286339321,,500,0.0049999994
2,100,500.0,0.0033333334,58.31438928371156,1.0,58.31438928371156,-8.400362,0.8,1.0,200.0,-8.283238753852096,299.999969473632,0.0033333334,5.4391416e-20,-8.283238753852096,1.0,1.0,-7.730337,7.025755,-8.283238753852096,,500,0.0033333336
2,100,500.0,0.0025,47.25298825500245,1.0,47.25298825500245,-8.376072,0.8,1.0,200.0,-7.992242035269779,400.0,0.0025,5.434597e-20,-7.992242035269779,1.0,1.0,-7.7958136,6.980609,-7.992242035269779,,500,0.0024999997
1,100,434.04971526995024,0.002818171,44.43644716160478,1.477318,44.43644716160478,-8.174105,0.8,0.8174802,200.0,-7.565877983019967,458.66835666287125,0.0015594468,3.611702e-07,-7.565877983019967,1.1519418,1.0484233,-7.6170707,7.0678563,-7.565877983019967,0.099248804,500,0.0020000006
2,100,500.0,0.01,53.24286422196963,1.0,53.24286422196963,-9.154066,0.8,1.0,200.0,-7.99632929687201,100.0,0.01,3.5044917e-18,-7.99632929687201,1.0,1.0,-7.9963293,7.2601953,-7.99632929687201,,500,0.009999998
2,100,500.0,0.005,47.105193653113716,1.0,47.105193653113716,-8.470354,0.8,1.0,200.0,-7.3070914392482225,200.00000010221265,0.005,2.179301e-19,-7.3070914392482225,1.0,1.0,-7.65171,7.0562773,-7.3070914392482225,,500,0.0049999994
2,100,500.0,0.0033333334,56.181046940388136,1.0,56.181046940388136,-8.830783,0.8,1.0,200.0,-9.179901008187453,299.999969473632,0.0033333334,5.4391416e-20,-9.179901008187453,1.0,1.0,-8.161107,7.228606,-9.179901008187453,,500,0.0033333336
2,100,500.0,0.0025,44.45493848951685,1.0,44.45493848951685,-8.495527,0.8,1.0,200.0,-7.178961493058376,400.0,0.0025,5.434597e-20,-7.178961493058376,1.0,1.0,-7.9155707,7.097395,-7.178961493058376,,500,0.0024999997
