J_sample_variance,Weights,ReturnStepMaxmin,ReturnMeanIW,MaxIW,StdIW,InitialReturnMin,EmpiricalD2,EpLenMean,ESSRenyi,MeanIWNorm,MinIW,ESSClassic,MinIWNorm,TimestepsSoFar,EpRewMean,Iteration,InitialBound,InitialReturnStd,MaxIWNorm,EpisodesSoFar,InitialReturnMean,Bound,EpThisIter,MeanEntropy,EntropyCoefficient,InitialReturnMax,MeanIW,TimeElapsed,ReturnStepMax,StdIWNorm
307974.47,[ 0.568 -0.847  0.268 -0.172  0.711],94.12463,55.911232,799.4399,79.52914,-7.6874084,436.48505,51.33,0.22910292,0.08140949,0.0002367003,1.0369807,2.367003e-06,51791,-138.83286601861337,12,20.564697,6.517409,7.9943986,1200,9.918213e-07,60.88165,100,2.0257053,10.0,21.950706,8.140951,165.40881085395813,100.0,0.79529136
367.1568,[ 0.389 -0.862  0.13  -0.197  0.607],95.10416,3.2490196,5.3264923,0.9856758,-13.630966,2.125293,77.51,47.052334,0.009437655,0.049664587,47.828865,0.00049664587,59542,-153.91529027494474,13,18.444387,10.0524,0.053264923,1300,7.858276e-06,20.570377,100,1.9963944,10.0,54.38021,0.9437654,190.3315236568451,100.0,0.009856758
12755.13,[ 0.353 -0.892  0.115 -0.244  0.578],95.75955,12.228188,50.25169,4.993932,-15.918175,8.558083,93.66,11.68486,0.010214282,0.012863976,4.0154295,0.00012863976,68908,-161.67676638671026,14,18.962763,10.41828,0.50251687,1400,-2.7465821e-06,29.390232,100,2.0090914,10.0,30.035358,1.0214283,218.8928279876709,100.0,0.04993932
22978.543,[ 0.244 -1.004  0.102 -0.259  0.59 ],96.356346,23.708778,72.108475,7.7352204,-19.01387,38.244293,116.31,2.6147692,0.016391348,0.014285015,4.2974176,0.00014285014,80539,-173.6881826421917,15,19.103922,11.500028,0.7210847,1500,-4.959106e-07,37.810104,100,2.0205076,10.0,29.609749,1.6391349,252.60163736343384,100.0,0.0773522
49869.523,[ 0.24  -0.97   0.057 -0.308  0.602],96.70448,29.343071,68.257324,8.951111,-26.006935,58.189163,149.57,1.718533,0.021283807,0.0046288613,5.351302,4.6288613e-05,95496,-177.67338147880872,16,19.15411,13.521345,0.6825732,1600,6.790161e-06,41.276573,100,1.9950523,10.0,31.529217,2.1283808,295.5315568447113,100.0,0.0895111
975.58936,[ 0.237 -0.886  0.019 -0.345  0.576],96.96935,7.0908093,6.0102644,1.132115,-34.258896,3.9479873,165.24,25.329363,0.00986876,0.060214125,43.177887,0.00060214126,112020,-167.81655557570878,17,18.684872,15.507132,0.06010264,1700,6.408691e-06,24.530193,100,1.9954189,10.0,37.969757,0.986876,340.1100091934204,100.0,0.01132115
6054.0737,[ 0.209 -0.891  0.004 -0.382  0.577],97.1526,12.53818,38.492085,4.112729,-36.660496,11.60766,176.5,8.615001,0.012512857,0.016222702,8.472372,0.00016222702,129670,-163.03298204029608,18,18.732166,15.059848,0.38492084,1800,-6.5231325e-06,28.14753,100,1.9772762,10.0,34.834373,1.2512858,388.2557554244995,100.0,0.041127287
3609.28,[ 0.073 -0.879  0.012 -0.372  0.558],97.749664,12.308946,24.999275,2.9680338,-42.04805,8.50935,277.72,11.75178,0.01226412,0.03703216,14.583935,0.0003703216,157442,-173.6221705520147,19,18.371159,15.546127,0.24999274,1900,-1.6593933e-06,27.822582,100,1.960222,10.0,31.295185,1.2264119,460.29013872146606,100.0,0.029680336
316.04852,[-0.021 -0.834  0.004 -0.376  0.541],98.12924,4.005597,10.156504,1.4941709,-27.497887,3.2509296,380.34,30.760433,0.011562889,0.02322795,37.45581,0.0002322795,195476,-165.5923841524053,20,18.685625,12.072102,0.10156503,2000,1.4495849e-06,21.844477,100,1.9491533,10.0,26.114628,1.156289,556.3211967945099,100.0,0.014941708
344331.56,[-0.048 -0.807 -0.002 -0.39   0.53 ],98.22002,54.86356,202.53943,20.195524,-39.33545,412.90445,378.59,0.24218678,0.027433064,9.269285e-06,1.8117481,9.269285e-08,233335,-147.64568295656275,21,18.180347,13.897599,2.0253942,2100,-3.2043456e-06,47.574932,100,1.9354651,10.0,28.891201,2.743306,653.8586039543152,100.0,0.20195521
284777.75,[-0.028 -0.829 -0.025 -0.445  0.516],98.20134,59.90417,158.04443,15.895085,-39.38812,151.81084,317.2,0.65871453,0.025394125,0.00025011314,2.4888294,2.5011313e-06,265055,-126.66769865732665,22,18.04171,14.607609,1.5804443,2200,-2.6130676e-06,62.780014,100,1.9052745,10.0,33.7372,2.5394125,733.7986900806427,100.0,0.15895087
152.04713,[-0.079 -0.855  0.005 -0.469  0.486],98.40202,2.7365308,4.5633407,0.74834245,-43.114563,1.7540172,386.82,57.011982,0.00937883,0.06580131,61.100277,0.00065801304,303737,-115.65583065309838,23,17.61559,13.975346,0.045633405,2300,-4.2152406e-06,19.827147,100,1.8993971,10.0,26.689098,0.9378831,832.5861675739288,100.0,0.0074834246
332824.2,[-1.320e-01 -8.332e-01  7.773e-04 -4.614e-01  4.804e-01],98.46269,59.438255,311.78873,31.016615,-41.366165,120.99869,414.0,0.82645524,0.03815707,0.0020328935,1.4908631,2.0328935e-05,345137,-111.22404244545612,24,17.615097,11.096598,3.1178873,2400,-1.335144e-06,63.775978,100,1.9505231,10.0,27.323496,3.8157072,937.1500158309937,100.0,0.31016618
537038.94,[-0.136 -0.748  0.015 -0.427  0.532],98.329926,72.03747,315.49228,31.378757,-32.60913,259.7709,348.46,0.38495457,0.037432224,6.8148554e-05,1.4030827,6.814855e-07,379983,-116.74780521327581,25,18.41826,14.00224,3.1549227,2500,-1.9073486e-08,73.603645,100,1.9085335,10.0,28.836592,3.743223,1026.8021268844604,100.0,0.31378755
856.8117,[-0.225 -0.66   0.017 -0.428  0.49 ],98.41351,3.5954049,6.626926,1.06023,-40.6745,3.068353,342.89,32.590775,0.0091916,0.038522027,42.909084,0.00038522028,414272,-100.5496050054704,26,17.729519,15.200871,0.066269256,2600,-1.5258789e-07,20.40281,100,1.918235,10.0,36.6799,0.91916,1114.5439410209656,100.0,0.010602299
119958.68,[-0.257 -0.652  0.037 -0.42   0.499],98.37036,33.831078,181.83293,18.059364,-34.085796,100.9108,327.71,0.99097425,0.02411815,2.9080222e-06,1.7522876,2.9080221e-08,447043,-103.1688158572652,27,18.046158,14.715897,1.8183292,2700,1.4686584e-06,41.039917,100,1.8622398,10.0,27.09842,2.4118152,1196.5665361881256,100.0,0.18059364
5018.731,[-0.31  -0.643  0.03  -0.442  0.443],98.42207,9.419926,27.676603,3.1857579,-27.381075,20.048199,333.68,4.9879794,0.0108213965,0.0031859148,10.34468,3.185915e-05,480411,-96.42144022078043,28,17.709696,12.435168,0.27676603,2800,-5.531311e-07,23.689173,100,1.8355892,10.0,23.806326,1.0821396,1279.535749912262,100.0,0.031857576
18081.238,[-0.308 -0.645  0.004 -0.461  0.417],98.1066,15.297869,41.594513,5.6421785,-53.40459,7.747679,228.12,12.907091,0.017492838,0.0027353654,8.769354,2.7353653e-05,503223,-101.90145057552265,29,16.575737,16.592237,0.4159451,2900,-1.8310546e-06,28.568209,100,1.8225335,10.0,30.933182,1.7492838,1340.7324686050415,100.0,0.056421783
921.5463,[-0.284 -0.61  -0.013 -0.428  0.404],98.30737,3.706507,14.3607025,2.1768966,-57.049316,3.470523,280.31,28.8141,0.013336885,0.06725357,27.291082,0.0006725357,531254,-97.07501429672486,30,16.323689,16.320274,0.14360702,3000,-1.1444092e-06,18.647436,100,1.8483566,10.0,31.739262,1.3336884,1413.0852527618408,100.0,0.021768965
1416.4175,[-2.898e-01 -6.207e-01 -5.113e-04 -4.192e-01  4.294e-01],98.47034,3.7449195,9.29354,1.08445,-39.20951,3.8012338,334.95,26.30725,0.0086518815,0.033126567,38.894184,0.00033126565,564749,-88.70654468317855,31,17.176584,17.152874,0.0929354,3100,1.6784668e-06,19.93627,100,1.8739544,10.0,37.6231,0.8651881,1495.62921667099,100.0,0.010844499
803.5981,[-0.305 -0.625  0.015 -0.417  0.455],98.48723,3.484515,18.186422,2.307678,-35.96588,3.7416396,352.98,26.726252,0.012496415,0.07031584,22.674715,0.0007031584,600047,-90.49768190015426,32,17.540682,13.985032,0.18186422,3200,1.1253356e-06,19.912302,100,1.8746786,10.0,29.135143,1.2496413,1583.704726934433,100.0,0.023076778
849.2198,[-3.189e-01 -6.176e-01 -2.032e-04 -3.912e-01  4.557e-01],98.52971,4.3278265,11.416708,1.7780191,-41.122715,5.16995,388.59,19.342546,0.01171363,0.04126922,30.265985,0.0004126922,638906,-91.37585510924703,33,17.376032,12.993332,0.11416708,3300,2.374649e-06,20.371014,100,1.915995,10.0,27.329477,1.171363,1681.8663258552551,100.0,0.01778019
207067.64,[-3.088e-01 -6.169e-01  1.706e-04 -3.867e-01  4.970e-01],98.46019,47.112164,137.11635,13.66324,-41.548897,97.396805,364.97,1.0267277,0.020959519,0.0005195249,2.2990792,5.195249e-06,675403,-98.506096049186,34,17.774986,14.288647,1.3711635,3400,-1.3732911e-06,52.05727,100,1.8613286,10.0,33.149643,2.0959518,1771.4835052490234,100.0,0.13663241
1857.032,[-0.251 -0.629  0.019 -0.369  0.442],98.61253,6.695066,15.643295,2.3876452,-42.859573,9.183434,444.27,10.8891735,0.011941011,0.0063916855,20.007462,6.391685e-05,719830,-86.06925451177078,35,17.184633,13.224262,0.15643296,3500,1.5258789e-07,20.803816,100,1.8438163,10.0,26.977676,1.194101,1882.091502904892,100.0,0.023876453
331772.72,[-0.292 -0.644  0.036 -0.386  0.425],98.50983,71.32658,526.46497,67.31832,-30.890823,583.4956,403.92,0.17138089,0.10125312,0.00019317644,2.2122524,1.9317645e-06,760222,-98.99552150801915,36,17.408468,10.208736,5.2646494,3600,-1.964569e-06,65.56749,100,1.911385,10.0,22.078756,10.125312,1983.6909682750702,100.0,0.6731832
2986681.5,[-0.361 -0.647  0.042 -0.374  0.492],98.560455,172.76273,925.0187,91.98673,-43.724747,2220.715,440.77,0.04503054,0.09859597,0.00018705134,1.135813,1.8705133e-06,804299,-96.869769291453,37,17.656359,13.402063,9.250187,3700,8.201599e-07,123.35391,100,1.9274697,10.0,29.868732,9.859596,2095.1872770786285,100.0,0.9198675
12446.384,[-0.372 -0.596  0.064 -0.408  0.508],98.537125,9.793993,108.34942,10.747938,-41.955982,6.2273316,385.67,16.058243,0.019681528,0.06333074,3.2444644,0.0006333074,842866,-89.25931506188445,38,17.876162,13.761974,1.0834942,3800,-2.0980835e-06,25.900978,100,1.9596969,10.0,34.576668,1.9681526,2193.0702815055847,100.0,0.107479386
260.18948,[-0.41  -0.618  0.067 -0.401  0.541],98.55374,1.5345904,5.3309846,0.8624014,-59.590828,2.0932286,401.82,47.77309,0.009086947,0.048586585,52.61203,0.00048586584,883048,-89.65695504227146,39,17.61061,13.96522,0.053309843,3900,5.1498415e-07,18.51681,100,1.9856085,10.0,28.324486,0.9086946,2292.881979942322,100.0,0.0086240135
14542.585,[-0.424 -0.612  0.071 -0.391  0.567],98.584854,17.156666,50.872524,5.233153,-37.34121,24.810759,411.8,4.0305095,0.013510524,0.0023284357,6.248773,2.3284356e-05,924228,-85.47766332167626,40,18.611378,14.013211,0.5087252,4000,-1.1253356e-06,30.54735,100,1.959062,10.0,30.934513,1.3510525,2394.107598543167,100.0,0.052331522
1201.5079,[-0.447 -0.632  0.041 -0.409  0.54 ],98.5807,7.50865,8.684551,1.570812,-37.897263,4.9789543,415.87,20.08454,0.010049267,0.011118451,29.041767,0.00011118451,965815,-87.18475865938518,41,18.327375,13.830515,0.08684551,4100,-2.5177003e-06,23.940449,100,1.9250544,10.0,29.43954,1.0049266,2498.3779587745667,100.0,0.015708119
54878.742,[-0.473 -0.599  0.053 -0.406  0.506],98.5668,24.55093,353.185,35.09544,-40.470654,83.1543,393.03,1.2025837,0.041145474,1.249501e-05,1.3558582,1.249501e-07,1005118,-85.13120924454043,42,17.901522,13.457556,3.5318499,4200,-1.9073487e-07,30.884777,100,1.8635439,10.0,29.284613,4.114548,2594.8759908676147,100.0,0.35095435
19803.818,[-0.484 -0.63   0.036 -0.43   0.445],98.645905,14.572922,71.26526,7.2923665,-45.210674,43.201904,416.38,2.3147128,0.015157196,0.0017851816,4.1412597,1.7851815e-05,1046756,-73.71849080221017,43,17.128416,13.099095,0.71265256,4300,-8.773804e-07,23.163677,100,1.8496135,10.0,26.042107,1.5157197,2696.77175617218,100.0,0.07292366
42285.152,[-0.481 -0.619  0.003 -0.417  0.431],98.58693,21.750189,110.08795,11.241207,-34.751373,60.86875,375.7,1.6428791,0.020229096,0.0003103247,3.1367924,3.103247e-06,1084326,-77.59642922464238,44,17.337755,12.933359,1.1008795,4400,-1.4686584e-06,31.245253,100,1.8532555,10.0,24.89165,2.0229094,2791.226033449173,100.0,0.11241209
1539.5198,[-0.512 -0.691 -0.015 -0.417  0.434],98.67372,6.853194,14.717536,2.2886987,-33.740788,8.987759,451.69,11.126245,0.011718155,0.0034764367,20.769785,3.4764365e-05,1129495,-73.68769708323698,45,17.407862,11.517807,0.14717536,4500,-1.5258789e-07,21.833841,100,1.8352431,10.0,27.71679,1.1718155,2901.7307629585266,100.0,0.022886988
320.83517,[-0.525 -0.689 -0.013 -0.443  0.416],98.633316,1.424617,5.619946,0.8630188,-40.746964,1.502908,410.69,66.537674,0.00939134,0.13043155,54.21606,0.0013043154,1170564,-75.29611758967901,46,16.994196,13.430594,0.056199457,4600,-1.8310546e-06,18.23678,100,1.8477262,10.0,21.54785,0.93913424,3004.3301508426666,100.0,0.008630188
76050.32,[-0.543 -0.662 -0.013 -0.426  0.429],98.64703,27.221918,86.89709,8.670573,-37.20867,105.10257,412.22,0.95145154,0.014181934,0.0025424985,2.6056104,2.5424984e-05,1211786,-72.7508641545408,47,17.23697,12.833448,0.8689709,4700,-2.0122527e-06,33.029278,100,1.8522747,10.0,31.72381,1.4181937,3104.853976726532,100.0,0.08670573
45206.46,[-0.528 -0.684  0.005 -0.399  0.433],98.69197,20.59101,137.62189,13.687158,-30.796307,107.54886,480.48,0.92981,0.019502921,0.0014988973,1.9899559,1.4988973e-05,1259834,-73.9990779488587,48,17.496202,11.633435,1.3762188,4800,-1.6593933e-06,28.668427,100,1.8723267,10.0,28.729242,1.9502923,3226.2373175621033,100.0,0.13687158
194361.17,[-0.519 -0.653 -0.012 -0.419  0.453],98.63112,51.53615,281.89612,28.593655,-35.686783,440.03772,404.12,0.22725324,0.047483716,2.5887843e-05,2.6837106,2.5887843e-07,1300246,-74.53652947786846,49,17.533705,13.974936,2.8189611,4900,-1.7929077e-06,45.70398,100,1.9121304,10.0,25.153397,4.748372,3327.349999189377,100.0,0.2859365
1863.5769,[-0.632 -0.642 -0.046 -0.399  0.493],98.713,4.1056776,28.0866,3.075288,-33.879913,8.872053,454.56,11.271348,0.012584866,0.0009119711,14.344373,9.119711e-06,1345702,-65.23048867953845,50,17.99197,13.369189,0.280866,5000,-2.0980835e-06,19.615429,100,1.8873574,10.0,32.869354,1.2584867,3438.769341468811,100.0,0.03075288
6825.6504,[-0.724 -0.653 -0.07  -0.39   0.468],98.712845,13.870123,47.957367,6.659214,-24.985802,29.336906,478.59,3.4086757,0.017298115,0.0017356972,6.3211126,1.7356972e-05,1393561,-68.7133879317326,51,18.017702,10.961456,0.47957367,5100,5.7220458e-08,27.971275,100,1.873686,10.0,25.676159,1.7298117,3557.940140724182,100.0,0.06659214
506.4267,[-0.781 -0.632 -0.073 -0.413  0.455],98.77084,3.4925404,6.2465816,1.0184097,-34.50335,2.0928376,450.7,47.782017,0.009885991,0.08690077,48.514996,0.00086900766,1438631,-51.640240287007266,52,17.586746,13.03224,0.062465813,5200,-2.07901e-06,20.434975,100,1.860626,10.0,26.792236,0.98859906,3669.6097540855408,100.0,0.010184098
770780.4,[-0.801 -0.593 -0.073 -0.404  0.442],98.80649,95.32839,948.65283,94.73147,-43.759262,791.3362,456.24,0.12636854,0.11462086,0.0016799042,1.442869,1.6799042e-05,1484255,-44.1449890751581,53,17.147615,13.408253,9.486528,5300,-1.8978119e-06,73.64413,100,1.9348352,10.0,24.927464,11.462086,3780.360622406006,100.0,0.9473146
6117.005,[-0.788 -0.606 -0.074 -0.401  0.516],98.744644,11.434227,77.24156,8.546257,-37.78378,13.95525,442.18,7.165762,0.018099323,0.0030702525,4.29258,3.0702526e-05,1528473,-56.45548550231426,54,18.088894,13.573723,0.7724156,5400,6.4849854e-07,26.071745,100,1.9342445,10.0,35.240425,1.8099324,3888.5117683410645,100.0,0.08546256
330.2315,[-0.835 -0.591 -0.062 -0.37   0.515],98.79913,3.7984025,7.442455,1.2909478,-35.784836,3.9321678,495.32,25.431265,0.008612609,0.014993964,30.800371,0.00014993963,1578005,-49.74727613910824,55,18.149618,10.836536,0.07442455,5500,4.196167e-07,20.512527,100,1.9079466,10.0,26.850958,0.8612609,4011.4289791584015,100.0,0.012909478
2609.163,[-0.83  -0.623 -0.058 -0.396  0.489],98.78995,8.590117,55.052826,5.5533385,-27.666971,14.269593,487.69,7.0079083,0.01249176,0.0031747473,4.8161745,3.1747473e-05,1626774,-51.218565276240035,56,18.157232,12.301186,0.5505282,5600,-1.4305115e-06,23.907913,100,1.880154,10.0,25.080141,1.249176,4130.098439216614,100.0,0.05553338
823.3037,[-0.845 -0.641 -0.072 -0.427  0.461],98.81177,6.9751067,15.178734,2.4976566,-36.93584,6.8925014,478.35,14.508521,0.014001854,0.0030994155,23.912245,3.0994153e-05,1674609,-45.0211277658573,57,17.570347,11.478106,0.15178734,5700,2.0980835e-07,22.352673,100,1.8609892,10.0,28.224789,1.4001853,4249.178660869598,100.0,0.024976566
34122.375,[-0.866 -0.628 -0.061 -0.441  0.442],98.82939,25.447037,156.15015,16.398354,-39.219994,67.14324,475.41,1.4893532,0.03372361,0.0011070515,4.05768,1.1070515e-05,1722150,-40.555992864674856,58,17.302559,11.370065,1.5615014,5800,3.8146973e-07,33.43238,100,1.8697759,10.0,25.351934,3.372361,4369.5322160720825,100.0,0.16398352
539.5331,[-0.908 -0.67  -0.086 -0.432  0.451],98.78772,3.6437159,11.948099,1.8221569,-31.502333,4.0588045,480.98,24.637796,0.011072201,0.02648512,26.96622,0.0002648512,1770248,-51.05260637701008,59,17.64768,10.274909,0.11948099,5900,-1.5544891e-06,20.108923,100,1.8580744,10.0,22.20407,1.10722,4490.648848056793,100.0,0.018221568
1742433.0,[-0.943 -0.674 -0.074 -0.437  0.439],98.79407,137.52022,2064.2744,205.69789,-29.704237,3722.3203,486.64,0.026864965,0.22269332,5.766809e-06,1.158495,5.766809e-08,1818912,-50.1071275567135,60,17.590603,10.1305065,20.642744,6000,9.155273e-07,95.519104,100,1.8408217,10.0,28.532223,22.269337,4609.616735696793,100.0,2.056979
18361.967,[-1.001 -0.714 -0.077 -0.504  0.422],98.85063,16.92358,70.150925,7.3538957,-22.8679,42.43614,487.31,2.356482,0.01550606,0.0014957737,4.256731,1.4957736e-05,1867643,-36.39613939047976,61,17.645954,9.717265,0.70150924,6100,-8.773804e-07,30.297644,100,1.8339678,10.0,20.460848,1.5506059,4729.994174003601,100.0,0.073538944
231.20418,[-0.975 -0.691 -0.047 -0.514  0.415],98.86731,1.8399396,8.505749,1.1292446,-54.131973,1.9895786,468.82,50.261898,0.010466618,0.11183774,46.210136,0.0011183773,1914525,-31.103262229539446,62,16.535278,11.531579,0.08505748,6200,9.727478e-07,17.412842,100,1.8118051,10.0,26.545664,1.0466619,4843.4621748924255,100.0,0.011292446
203.21281,[-0.981 -0.714 -0.047 -0.529  0.393],98.8477,0.9219972,3.0100503,0.55988234,-45.542473,1.3370341,458.89,74.792404,0.010734537,0.14470445,78.6141,0.0014470444,1960414,-34.94553247182191,63,16.599968,12.153954,0.030100502,6300,8.583069e-08,17.16467,100,1.7998036,10.0,17.635954,1.0734535,4955.049041032791,100.0,0.0055988235
618.239,[-0.987 -0.711 -0.049 -0.534  0.381],98.84726,3.4465916,19.023977,2.2394664,-51.410034,3.5159686,461.47,28.441666,0.011021668,0.016191466,19.498808,0.00016191465,2006561,-35.24287007219586,64,16.284369,12.005022,0.19023977,6400,5.531311e-07,17.970398,100,1.7737092,10.0,20.79398,1.102167,5066.974686861038,100.0,0.022394663
281.1326,[-1.009 -0.698 -0.059 -0.537  0.355],98.82762,1.2672025,6.6184697,1.0681454,-40.779446,2.180946,454.85,45.85166,0.009723421,0.052649014,45.31521,0.0005264901,2052046,-39.20223955979664,65,16.377775,12.098196,0.06618469,6500,-6.4849854e-07,17.160152,100,1.790039,10.0,31.756653,0.9723421,5180.527796030045,100.0,0.010681453
233.32404,[-1.023 -0.705 -0.071 -0.537  0.371],98.83385,2.2775607,5.3115306,0.9504396,-43.83615,2.185473,454.02,45.756687,0.010561828,0.0413871,55.255123,0.000413871,2097448,-37.71746865772743,66,16.439184,12.225684,0.053115305,6600,7.6293944e-08,17.952148,100,1.7834737,10.0,22.039932,1.0561829,5287.236660957336,100.0,0.009504396
155.23453,[-1.06  -0.722 -0.084 -0.544  0.365],98.79138,0.26019293,2.0545397,0.2554077,-44.450554,1.0743448,438.05,93.079994,0.009675805,0.5550593,93.4861,0.005550593,2141253,-45.693245339871716,67,16.353052,12.826103,0.020545397,6700,-7.4386594e-07,16.576664,100,1.7852247,10.0,34.89015,0.9675805,5388.237929344177,100.0,0.002554077
8574.258,[-1.065 -0.712 -0.082 -0.54   0.366],98.84827,11.057034,46.36757,6.1072936,-35.92604,19.325224,455.27,5.1745844,0.017595602,0.001588383,7.6644278,1.588383e-05,2186780,-34.54144126841746,68,16.654713,12.043382,0.46367568,6800,-8.487701e-07,23.396627,100,1.7604011,10.0,33.73508,1.7595602,5496.622341156006,100.0,0.061072934
9649.204,[-1.107 -0.66  -0.091 -0.531  0.341],98.85658,15.684352,131.8105,13.380918,-47.851376,23.898655,459.49,4.1843357,0.023945877,0.00019386076,3.1031275,1.9386075e-06,2232729,-32.95053829280594,69,16.008965,12.140667,1.318105,6900,-1.0490418e-06,24.905378,100,1.7018608,10.0,25.99617,2.394588,5590.196666717529,100.0,0.13380918
104.01172,[-1.118 -0.671 -0.087 -0.534  0.283],98.88478,0.13091983,1.9438918,0.26788324,-55.691177,1.0990428,487.83,90.988266,0.009754142,0.43357918,92.986534,0.004335792,2281512,-28.102610532021302,70,15.162234,10.490039,0.019438917,7000,-8.773804e-07,15.262008,100,1.7077222,10.0,25.35125,0.9754141,5686.288136720657,100.0,0.0026788323
3854.7432,[-1.118 -0.67  -0.084 -0.531  0.289],98.86337,6.5669837,101.27913,12.328502,-49.59738,13.523164,481.75,7.394719,0.026208697,0.012938813,4.323881,0.00012938814,2329687,-32.909965552802994,71,15.423976,9.605828,1.0127913,7100,8.773804e-07,17.58691,100,1.709955,10.0,19.58666,2.6208694,5767.199694633484,100.0,0.12328502
186.23029,[-1.106 -0.67  -0.096 -0.507  0.291],98.8642,2.3830826,5.3217154,1.1420822,-19.039694,2.8743634,488.52,34.790314,0.009951079,0.035564013,43.155376,0.0003556401,2378539,-33.17110187021163,72,16.201595,8.89578,0.053217154,7200,-1.5544891e-06,17.950531,100,1.7089832,10.0,26.938587,0.9951079,5850.095720291138,100.0,0.011420822
