TimestepsSoFar,Weights,InitialReturnMin,EmpiricalD2,EpLenMean,MaxIW,EpRewMean,InitialBound,StdIW,Iteration,MaxIWNorm,ReturnMeanIW,InitialReturnMax,EpThisIter,ESSRenyi,Bound,ESSClassic,MeanIW,TimeElapsed,InitialReturnMean,J_sample_variance,ReturnStepMax,StdIWNorm,ReturnStepMaxmin,MeanIWNorm,MeanEntropy,EpisodesSoFar,EntropyCoefficient,MinIWNorm,InitialReturnStd,MinIW
5612238,[-1.011 -0.397 -0.037 -0.418  0.23 ],-47.521133,3.1840916,416.61,15.165263,-35.57722887250893,-1.5840386,1.855995,146,0.15165263,3.8227339,22.38604,100,31.406132,0.99617314,26.362413,1.1105027,13171.952000141144,-8.6784365e-07,317.67273,100.0,0.01855995,98.82921,0.011105028,1.6432567,14600,,0.00039265907,13.383226,0.03926591
5656135,[-1.016 -0.426 -0.04  -0.424  0.224],-35.162285,1.4263239,438.97,4.2922993,-36.113282807471954,-1.1720766,0.5379587,147,0.042922992,0.48587567,30.494816,100,70.110306,-0.9139208,74.67028,0.9236505,13275.508883714676,-7.4386594e-07,99.14292,100.0,0.0053795865,98.835464,0.009236506,1.6409233,14700,,0.0021715905,10.087628,0.21715905
5698542,[-1.02  -0.428 -0.033 -0.422  0.222],-39.130642,4.16057,424.07,12.950987,-40.69785504828726,-1.3043538,1.7478344,148,0.12950987,3.2559903,19.594383,100,24.035168,0.59543586,31.059168,1.1731591,13375.796347141266,8.487701e-07,559.89655,100.0,0.017478343,98.80806,0.01173159,1.6397277,14800,,0.00025628737,11.728595,0.025628736
5739027,[-1.044 -0.451 -0.032 -0.448  0.221],-47.087635,4.6841874,404.85,16.940403,-44.559984118550325,-1.569587,2.4579344,149,0.16940403,4.250577,26.627766,100,21.34842,0.85352063,17.663025,1.1384275,13471.52848982811,8.392334e-07,655.1763,100.0,0.024579344,98.77988,0.011384275,1.6243422,14900,,0.0002881317,13.54061,0.02881317
5785437,[-1.03  -0.446 -0.024 -0.429  0.205],-50.93998,3.1277866,464.1,10.082325,-26.391238960032414,-1.6979992,1.4152175,150,0.100823246,2.5878706,24.784039,100,31.97149,-0.41513443,44.314617,1.2624846,13583.680427312851,-1.14440915e-07,457.68033,100.0,0.014152174,98.88628,0.012624847,1.6334709,15000,,0.00049562857,12.417163,0.04956286
5832698,[-1.049 -0.465 -0.029 -0.428  0.214],-50.85885,47.203358,472.61,122.46813,-23.508884539765702,-1.6952944,12.185499,151,1.2246813,17.797281,22.985802,100,2.1184933,6.149808,2.4015613,1.9114755,13722.452915430069,6.7710874e-07,28138.73,100.0,0.12185499,98.90051,0.019114753,1.6341562,15100,,3.6338377e-05,10.688317,0.0036338377
5881030,[-1.046 -0.48  -0.046 -0.413  0.215],-48.40385,1.027915,483.32,1.773612,-26.143295161691448,-1.613463,0.1879623,152,0.01773612,0.07971616,24.83593,100,97.28431,-1.5561105,96.54026,0.99289507,13865.766896486282,-1.3923645e-06,113.37336,100.0,0.0018796229,98.891815,0.009928951,1.6344533,15200,,0.0055125235,10.068921,0.55125237
5930244,[-1.046 -0.48  -0.048 -0.413  0.216],-23.755684,6.2384496,492.14,18.306953,-19.974629973127264,-0.7918564,2.6829863,153,0.18306953,4.6054153,21.07621,100,16.029623,2.627605,21.912697,1.4212685,14010.008835077286,-1.04904174e-07,386.70416,100.0,0.026829863,98.91882,0.014212684,1.6383739,15300,,0.00021952654,8.463254,0.021952655
5977988,[-1.048 -0.46  -0.063 -0.411  0.219],-51.79215,62.112858,477.44,128.15862,-22.392693753909796,-1.7264055,13.040869,154,1.2815862,35.432396,26.761276,100,1.6099726,21.826302,2.6666672,2.1585405,14151.628130197525,-5.912781e-07,118392.11,100.0,0.13040869,98.906204,0.021585403,1.6090018,15400,,7.973033e-06,11.1718235,0.0007973033
6023238,[-1.011 -0.445 -0.043 -0.421  0.19 ],-35.71815,1832.6985,452.5,1759.1888,-28.984248967501344,-1.1906056,177.78688,155,17.591888,155.25632,27.640966,100,0.05456435,104.28648,1.4357303,21.457365,14288.715784549713,-4.7683716e-07,1964477.9,100.0,1.7778687,98.87189,0.21457365,1.6041121,15500,,5.8443453e-07,10.895204,5.8443457e-05
6072105,[-1.025 -0.391 -0.044 -0.364  0.185],-45.83835,3.7078598,488.67,9.490324,-19.210974180608677,-1.5279458,1.5849605,156,0.09490324,3.1344733,23.947695,100,26.969736,0.19229245,34.86135,1.1595011,14434.458870649338,-3.8146973e-07,443.0408,100.0,0.015849603,98.92137,0.011595011,1.5842876,15600,,0.00013570102,9.604855,0.013570103
6120511,[-1.038 -0.403 -0.035 -0.377  0.165],-27.66581,793.33716,484.06,384.90546,-19.884476205018483,-0.922194,38.296795,157,3.8490546,61.532642,26.113173,100,0.12604982,35.557915,1.4268944,4.607646,14583.282444000244,-4.1007996e-07,363979.47,100.0,0.38296795,98.91785,0.04607646,1.6074268,15700,,1.3659828e-06,9.697552,0.00013659829
6165327,[-1.029 -0.402 -0.035 -0.412  0.189],-39.698895,3.9264028,448.16,8.790535,-28.808043535634223,-1.3232971,1.5512003,158,0.08790535,2.8897223,22.071308,100,25.468605,0.26759028,28.69582,0.98405564,14719.400143623352,-7.1525574e-07,226.03145,100.0,0.015512001,98.871445,0.0098405555,1.5946275,15800,,0.0002867419,10.705062,0.02867419
6209618,[-1.016 -0.421 -0.044 -0.418  0.176],-52.858215,6.444277,442.91,16.111809,-28.262598758090302,-1.7619405,2.4428506,159,0.16111809,6.3315053,24.731636,100,15.517645,1.858717,21.965698,1.2960646,14853.461016178131,3.0517577e-07,1216.7958,100.0,0.024428505,98.872375,0.012960646,1.59317,15900,,0.00020049785,12.491875,0.020049784
6257330,[-1.003 -0.447 -0.035 -0.418  0.174],-33.018063,4.6794553,477.12,13.013907,-21.757524822057007,-1.100602,2.005617,160,0.13013907,3.704744,23.691345,100,21.370008,1.3239162,22.055643,1.06688,14998.602199077606,-2.8610229e-08,274.0201,100.0,0.02005617,98.9088,0.0106688,1.5777246,16000,,8.491095e-05,9.486256,0.008491095
6305465,[-0.975 -0.464 -0.025 -0.434  0.159],-49.504616,11.084028,481.35,35.67054,-13.985082987837375,-1.650153,3.9408646,161,0.3567054,7.862461,17.954536,100,9.021991,2.3686557,7.621479,1.1319458,15144.52275967598,9.3460085e-07,3445.8208,100.0,0.039408647,98.941895,0.0113194585,1.5689523,16100,,2.9862198e-05,9.720817,0.00298622
6349305,[-0.949 -0.432 -0.011 -0.418  0.15 ],-36.09739,5.4082294,438.4,27.122976,-32.66166173487543,-1.2032452,2.9355114,162,0.27122974,4.6649933,25.226448,100,18.49034,1.8667717,13.41306,1.1553711,15276.593347072601,1.077652e-06,697.47784,100.0,0.02935511,98.851,0.011553709,1.5826982,16200,,0.00029743367,11.473977,0.029743368
6396738,[-0.97  -0.45  -0.015 -0.414  0.164],-36.41491,1.398624,474.33,3.0063543,-25.12910281207188,-1.2138305,0.53646517,163,0.030063543,0.83069277,26.806536,100,71.49885,-0.60482466,78.7552,1.0328919,15420.740243911743,-1.5258789e-07,169.33713,100.0,0.005364652,98.89404,0.010328918,1.5819539,16300,,0.0021599673,10.9812155,0.21599674
6442888,[-0.969 -0.445 -0.009 -0.413  0.163],-37.146877,5.2792835,461.5,40.965897,-29.80238143090661,-1.2382286,4.1510115,164,0.40965897,4.104098,21.728922,100,18.941965,1.2590566,6.6154146,1.1048285,15557.888030052185,6.4849854e-07,718.2476,100.0,0.041510113,98.87085,0.011048284,1.5580226,16400,,0.00012183381,10.418834,0.012183381
6491332,[-1.    -0.434 -0.003 -0.409  0.139],-25.777533,260.97427,484.44,236.40132,-20.221562414053587,-0.85925204,23.513844,165,2.3640132,29.195879,24.671883,100,0.38317955,15.314937,1.4903693,2.8922195,15702.28548502922,-9.727478e-07,89827.375,100.0,0.23513845,98.91652,0.028922198,1.5543014,16500,,2.1379278e-06,9.539509,0.00021379278
6539881,[-1.016 -0.416 -0.002 -0.368  0.135],-35.774734,173.20006,485.49,366.74207,-28.936534679529117,-1.1924905,36.483334,166,3.6674206,24.256018,18.852753,100,0.577367,8.562179,1.3928138,4.3359747,15848.346964597702,6.8664554e-07,52945.023,100.0,0.3648333,98.8808,0.043359745,1.571879,16600,,1.03540015e-05,9.157121,0.0010354002
6589881,[-1.015 -0.465 -0.016 -0.381  0.153],-17.351963,269.31824,500.0,399.17346,-24.37807862165726,-0.85109603,39.717655,167,3.9917345,34.202328,25.532837,100,0.37130794,20.235085,1.4026881,4.7373085,15999.339299917221,-1.3542175e-06,112496.445,1.0,0.39717653,0.097512305,0.047373075,1.5785291,16700,,3.4048128e-06,8.701356,0.0003404813
6638203,[-1.013 -0.414 -0.016 -0.382  0.16 ],-33.627975,6.6666985,483.22,15.806813,-21.064462217777404,-1.1209338,2.3581715,168,0.15806814,4.849199,28.226463,100,14.999928,1.9549565,23.318144,1.3003972,16146.042927265167,-1.1253356e-06,2223.1887,100.0,0.023581713,98.91281,0.013003971,1.5762494,16800,,0.0001616569,10.042474,0.01616569
6687921,[-0.964 -0.42  -0.007 -0.376  0.157],-36.562366,1.1419433,497.18,2.189512,-16.965574135040995,-1.34777,0.34064987,169,0.02189512,0.45143226,40.433086,100,87.57002,-0.98881793,88.499954,0.94499594,16297.303725242615,-3.8146973e-07,74.45194,100.0,0.0034064988,98.93175,0.009449959,1.5787024,16900,,0.003534921,10.168417,0.3534921
6737211,[-0.957 -0.419 -0.007 -0.38   0.16 ],-23.090668,2.9657667,492.9,6.248377,-16.340049286022126,-0.7696904,1.06206,170,0.06248377,1.8681278,19.512226,100,33.718094,0.54261553,39.50683,0.8582859,16445.22432398796,-1.6593933e-06,107.82035,100.0,0.010620601,98.9337,0.008582858,1.5772499,17000,,0.000433795,8.630635,0.0433795
6783813,[-0.957 -0.415 -0.01  -0.393  0.158],-42.403286,7.0862064,466.02,17.88341,-28.13202222260475,-1.413442,3.3284185,171,0.1788341,5.2222705,33.515236,100,14.111923,1.4596956,18.143663,1.5670189,16587.195902347565,9.250641e-07,1601.5425,100.0,0.033284184,98.87927,0.015670188,1.5638039,17100,,3.793498e-05,10.616247,0.003793498
6829469,[-0.929 -0.407 -0.022 -0.383  0.145],-40.70735,1.7674179,456.56,5.43981,-21.94554514171849,-1.3569106,0.85207486,172,0.054398097,1.9242299,22.708683,100,56.579716,0.1202935,60.32959,1.0507746,16728.295653820038,1.2588501e-06,212.85635,100.0,0.008520748,98.90387,0.010507746,1.5748094,17200,,0.0017942893,11.469123,0.17942894
6875616,[-0.941 -0.394 -0.028 -0.373  0.156],-38.887047,3.791856,461.47,7.965221,-29.6598805973617,-1.296234,1.4208674,173,0.079652205,3.6487772,26.947697,100,26.372309,1.1246593,33.80869,1.0154704,16867.842082738876,9.822845e-07,423.63528,100.0,0.014208674,98.87146,0.010154704,1.5407023,17300,,9.9231336e-05,11.318275,0.009923134
6922331,[-0.952 -0.399 -0.023 -0.376  0.122],-43.445766,47.334152,467.15,103.921,-22.649561465902543,-1.4481931,10.834526,174,1.03921,17.476555,20.292404,100,2.1126394,7.5130177,4.2833085,2.2919533,16993.986124038696,-9.536743e-07,17629.918,100.0,0.10834525,98.90303,0.022919528,1.5508068,17400,,3.7590137e-06,10.93956,0.00037590138
6968837,[-0.948 -0.447 -0.013 -0.41   0.132],-43.304512,8.640001,465.06,20.863754,-24.656582096219314,-1.4434843,2.8803012,175,0.20863754,5.7508836,20.753777,100,11.574072,1.5079246,16.438326,1.2775066,17080.765823364258,-3.528595e-07,1892.2317,100.0,0.028803013,98.89397,0.012775064,1.5269458,17500,,3.5991125e-05,11.181853,0.0035991124
7015616,[-0.983 -0.429 -0.022 -0.409  0.108],-32.55896,5.1996555,467.79,19.380007,-25.186333908506008,-1.0852994,2.7956648,176,0.19380006,3.2365472,16.841908,100,19.232042,0.7617674,18.402933,1.3276737,17167.65118789673,-5.340576e-07,474.103,100.0,0.027956648,98.89232,0.013276735,1.5033491,17600,,0.00018821124,9.795508,0.018821124
7063579,[-0.977 -0.436 -0.01  -0.41   0.084],-38.8792,1.6649928,479.63,4.106705,-22.930565366438245,-1.295974,0.6728944,177,0.041067053,1.1310989,19.812748,100,60.060318,-0.5411552,65.2228,0.92150855,17253.53978204727,-5.1498415e-07,132.2747,100.0,0.006728944,98.90439,0.009215086,1.4951158,17700,,0.0007490785,10.014581,0.074907854
7112115,[-0.997 -0.424 -0.01  -0.404  0.076],-26.852928,2.5317981,485.36,4.0082636,-22.491667210250224,-0.8950977,0.81630915,178,0.040082633,1.5912783,22.414864,100,39.49762,0.16703248,52.99724,0.8668014,17336.761404514313,-1.9073486e-08,154.57231,100.0,0.008163091,98.90732,0.008668013,1.5049827,17800,,0.0005170688,9.754488,0.05170688
7161298,[-0.99  -0.433 -0.008 -0.398  0.086],-58.293045,472.61905,491.83,1276.0602,-20.432507445252984,-1.9431016,127.59402,179,12.760602,68.67731,17.928318,100,0.21158691,26.434662,1.2796005,14.526603,17417.78507590294,1.5258789e-07,385086.9,100.0,1.2759403,98.916916,0.14526601,1.5179006,17900,,1.8544354e-06,9.266864,0.00018544354
7211133,[-0.991 -0.446 -0.024 -0.377  0.099],-31.00632,12.421242,498.35,36.85425,-24.861302900742622,-1.0335444,4.1228995,180,0.36854252,5.8665357,24.066626,100,8.050725,2.2239356,10.020731,1.3758821,17503.136158943176,-3.33786e-07,1243.0897,100.0,0.041229,98.90022,0.0137588205,1.4969847,18000,,5.314729e-05,9.349744,0.005314729
7261133,[-1.006 -0.466 -0.038 -0.389  0.078],-19.36335,60.05452,500.0,75.0406,-26.00719990944491,-0.68995374,7.552375,181,0.750406,11.581197,20.698599,100,1.6651536,6.234414,3.0706074,1.3442127,17589.95461654663,-3.7193297e-07,9274.4795,1.0,0.075523764,0.1040287,0.013442126,1.5035071,18100,,1.6325594e-05,8.42888,0.0016325593
7310353,[-1.021 -0.434 -0.055 -0.387  0.085],-31.614588,112.24922,492.2,104.76493,-25.883671889860143,-1.0538207,10.498827,182,1.0476493,20.41815,21.802574,100,0.89087474,9.25317,2.7827299,1.7762518,17670.977506399155,-9.918213e-07,42513.66,100.0,0.104988255,98.89482,0.017762518,1.4824152,18200,,2.0496984e-07,9.386106,2.0496984e-05
7357777,[-1.027 -0.427 -0.077 -0.389  0.063],-45.246902,20.498455,474.24,180.2001,-25.349237104571717,-1.5082302,18.159262,183,1.802001,9.898763,19.09247,100,4.8784165,3.070218,2.646099,2.9938118,17750.818252325058,1.9073487e-07,4591.4077,100.0,0.18159257,98.8931,0.029938119,1.48102,18300,,3.572657e-05,9.943637,0.0035726572
7407522,[-1.003 -0.454 -0.059 -0.405  0.062],-22.152893,4.0732865,497.45,13.946311,-17.82113480553723,-0.7384296,1.9248914,184,0.13946311,1.9160368,17.445795,100,24.5502,0.4257095,21.991127,1.0220166,17833.101722240448,3.4332277e-07,314.87943,100.0,0.019248914,98.928345,0.010220166,1.4551053,18400,,0.00024246016,7.8296866,0.024246017
7456907,[-1.012 -0.451 -0.069 -0.402  0.036],-23.476181,270.4507,493.85,364.41367,-19.323502715888807,-0.7825402,36.680595,185,3.6441367,34.224728,18.677805,100,0.36975312,21.355564,1.7514421,4.897463,17919.391591072083,-8.201599e-07,87140.91,100.0,0.366806,98.92174,0.04897463,1.5083863,18500,,8.167363e-06,8.465512,0.00081673637
7502627,[-0.994 -0.47  -0.063 -0.427  0.089],-44.775738,2.0567842,457.2,5.716981,-28.381383910871556,-1.4925253,0.95053136,186,0.057169806,1.764071,21.68057,100,48.61959,-0.37643218,53.5039,1.0196494,17997.8554148674,-8.6784365e-07,211.0566,100.0,0.009505313,98.875854,0.010196493,1.5176622,18600,,0.0006840291,11.646352,0.06840291
7548117,[-0.982 -0.473 -0.054 -0.435  0.099],-43.910294,2548.301,454.9,781.7756,-27.56638638444002,-1.4636762,77.763985,187,7.8177557,159.35023,20.185095,100,0.03924183,85.46282,1.0956241,8.184676,18076.602152347565,4.5776366e-07,2489726.5,100.0,0.7776398,98.8788,0.08184676,1.5077077,18700,,2.635821e-07,11.104097,2.6358211e-05
7597332,[-0.977 -0.516 -0.031 -0.441  0.089],-29.964302,5.0597963,492.15,10.064907,-14.545669782821353,-1.1051327,1.6151155,188,0.100649066,4.268379,33.154045,100,19.763641,1.78249,31.92956,1.1061673,18163.44374537468,2.117157e-06,562.4494,100.0,0.016151153,98.94089,0.011061672,1.5248078,18800,,0.0003835984,9.299403,0.038359843
7645705,[-0.983 -0.532 -0.032 -0.463  0.106],-22.62698,3.6234937,483.73,9.625324,-15.475835874633397,-0.75423294,1.3139585,189,0.09625324,2.155818,16.129438,100,27.597675,0.72010016,36.41042,0.9942635,18244.74661874771,-1.5258789e-07,230.60641,100.0,0.013139585,98.93602,0.009942635,1.5116389,18900,,0.00022078739,7.953631,0.02207874
7692649,[-0.997 -0.518 -0.039 -0.466  0.093],-32.21353,1175.8235,469.44,1060.744,-27.366105296220702,-1.073783,105.510956,190,10.60744,112.42265,23.402487,100,0.085046776,75.60228,1.0970954,11.112589,18325.126915693283,1.335144e-06,1291150.8,100.0,1.0551095,98.88341,0.11112587,1.5410168,19000,,1.2117309e-06,9.599653,0.00012117309
7740076,[-1.039 -0.526 -0.021 -0.487  0.122],-31.186913,40.255978,474.27,107.849686,-23.182921576731115,-1.0395641,10.968951,191,1.0784968,12.3805685,23.771059,100,2.4841032,5.7847857,3.4034884,2.0589533,18408.554241895676,-2.2888183e-07,12361.365,100.0,0.10968949,98.90224,0.020589532,1.5746009,19100,,1.1003231e-05,8.195219,0.001100323
7787132,[-1.077 -0.52  -0.012 -0.489  0.156],-52.53646,7.924074,470.56,46.116566,-23.815644004907135,-1.7512143,5.0422187,192,0.46116564,6.648752,27.406307,100,12.619771,1.7191277,7.787074,1.4652536,18490.060437440872,1.0871887e-06,2242.623,100.0,0.050422177,98.89877,0.014652538,1.5712951,19200,,4.4171426e-05,11.357784,0.004417143
7835321,[-1.081 -0.498 -0.024 -0.463  0.152],-41.651253,1.2665519,481.89,2.457756,-24.402833614760436,-1.3883748,0.4710381,193,0.02457756,0.44706473,19.839188,100,78.95453,-1.115429,80.47101,0.9561719,18572.87623858452,3.8146973e-07,87.75546,100.0,0.004710381,98.89873,0.009561718,1.5752774,19300,,0.0023984024,8.813682,0.23984025
7882931,[-1.079 -0.499 -0.027 -0.468  0.156],-31.640549,3.514597,476.1,13.925329,-25.260194535507875,-1.0546854,1.7361636,194,0.13925329,3.23975,23.173454,100,28.452765,1.2625047,27.098772,1.0585177,18651.19464468956,-4.196167e-07,499.9484,100.0,0.017361637,98.89389,0.010585177,1.599033,19400,,0.00023101598,10.812029,0.023101598
7927933,[-1.082 -0.504 -0.023 -0.482  0.18 ],-51.81902,7.2346025,450.02,15.947561,-27.367495637863016,-1.7273011,2.713856,195,0.15947561,6.88456,28.851284,100,13.822459,2.2386022,19.357445,1.3296235,18729.213056325912,-4.863739e-07,1209.9912,100.0,0.02713856,98.87837,0.013296234,1.5790242,19500,,9.366988e-05,11.31305,0.009366988
7975670,[-1.086 -0.517 -0.03  -0.471  0.16 ],-54.18457,1.2992396,477.37,4.152025,-24.8785671795801,-1.8061526,0.57763886,196,0.041520253,0.72851646,19.60646,100,76.968094,-1.3302118,75.50678,1.0142066,18810.44216942787,-9.536743e-08,155.43512,100.0,0.005776389,98.89577,0.010142066,1.5725913,19600,,0.00251764,10.665619,0.251764
8025150,[-1.072 -0.506 -0.031 -0.465  0.154],-29.70399,17.640614,494.8,47.994907,-20.57980388204644,-0.990133,5.6344814,197,0.47994906,7.767592,29.147137,100,5.668737,3.6089606,7.7545795,1.6336563,18893.35725235939,1.9073487e-07,1906.0472,100.0,0.056344815,98.91681,0.016336562,1.5386478,19700,,1.7675979e-05,9.316511,0.0017675979
8073040,[-1.085 -0.498 -0.048 -0.459  0.12 ],-52.4453,1.6423442,478.9,3.5780077,-27.611882970732594,-1.7481778,0.68196994,198,0.035780076,1.0898283,15.290245,100,60.888577,-1.1505299,70.779785,1.0613977,18975.38453602791,-1.0299683e-06,192.43456,100.0,0.0068196994,98.88469,0.010613975,1.5475205,19800,,0.0014424872,10.32345,0.14424872
8120203,[-1.088 -0.494 -0.044 -0.464  0.129],-36.535603,1.2111028,471.63,2.963746,-26.258385523610333,-1.2178546,0.47770056,199,0.02963746,0.28839776,26.456299,100,82.569374,-1.0518514,81.01758,0.9868918,19054.26058459282,-1.1920929e-06,82.89137,100.0,0.0047770054,98.88864,0.009868917,1.5420911,19900,,0.0026836107,9.404404,0.26836106
8167753,[-1.09  -0.495 -0.041 -0.461  0.123],-50.999252,2.298683,475.5,11.85972,-27.01688215196732,-1.6999758,1.6559894,200,0.1185972,2.1080573,20.35142,100,43.503174,-0.46934438,33.126812,1.1655245,19133.54694199562,-6.389618e-07,160.13585,100.0,0.016559895,98.88637,0.011655244,1.5599599,20000,,0.000376603,9.928589,0.0376603
8216314,[-1.085 -0.495 -0.032 -0.462  0.141],-41.409954,2.9655814,485.61,10.301671,-20.060235717749666,-1.3803319,1.3947667,201,0.103016704,2.8739872,27.033955,100,33.7202,0.49693656,33.13359,0.9818199,19218.322012662888,9.536743e-08,406.6017,100.0,0.013947667,98.91739,0.009818199,1.555664,20100,,0.00048081766,9.376261,0.048081767
8262858,[-1.092 -0.466 -0.032 -0.444  0.137],-18.476555,75.54652,465.44,110.121765,-29.198397022673362,-0.8208207,10.994779,202,1.1012176,13.326166,24.624619,100,1.3236878,6.191798,2.7102973,1.8351074,19297.38775086403,9.536743e-08,22586.016,100.0,0.10994777,98.87453,0.018351074,1.5463109,20200,,5.625222e-06,8.248461,0.0005625222
8307803,[-1.135 -0.429 -0.041 -0.443  0.127],-46.202873,2.6176827,449.45,5.4754,-40.717185438143595,-1.5400964,1.1779803,203,0.054754,3.2343357,31.119484,100,38.20173,0.7425754,46.68069,1.10221,19372.880318164825,-6.8664554e-07,453.84918,100.0,0.011779803,98.81882,0.011022102,1.5557425,20300,,0.0008255134,10.252028,0.08255134
8350741,[-1.141 -0.428 -0.03  -0.444  0.137],-46.549053,45605.004,429.38,17597.074,-42.46768570249101,-1.5516357,1750.8364,204,175.97073,1192.538,26.529575,100,0.0021927417,861.18115,1.0058804,176.48753,19447.37235403061,-6.1035155e-07,142905280.0,100.0,17.508366,98.802185,1.7648758,1.4942276,20400,,2.8513312e-11,12.354343,2.8513312e-09
8393878,[-1.144 -0.443 -0.059 -0.462  0.075],-47.64866,11.697018,431.37,69.08013,-37.60392045234696,-1.5882883,6.942008,205,0.6908013,7.947945,19.893787,100,8.549188,2.5158544,4.3974566,1.4888506,19526.240298509598,2.0980835e-07,2335.6929,100.0,0.06942008,98.82565,0.014888506,1.4892583,20500,,2.9865445e-05,12.095111,0.0029865445
8434967,[-1.138 -0.446 -0.076 -0.455  0.07 ],-66.960175,4.2395,410.89,30.45209,-54.79941285305764,-2.2320065,3.2810695,206,0.30452088,5.075566,18.967255,100,23.587687,0.47985554,12.0093775,1.2121532,19598.07591152191,-6.1035155e-07,513.1627,100.0,0.03281069,98.73326,0.012121531,1.4889089,20600,,5.532318e-05,15.447883,0.0055323183
8482239,[-1.161 -0.456 -0.076 -0.448  0.07 ],-57.70155,8.17825,472.72,49.9276,-33.13871848862711,-1.9233849,5.069573,207,0.499276,6.314615,24.792448,100,12.227554,0.8141875,7.24127,1.4164501,19679.712105035782,1.5735627e-07,4494.7646,100.0,0.050695725,98.8598,0.0141645,1.5135723,20700,,3.358205e-05,10.376355,0.003358205
8529116,[-1.168 -0.445 -0.089 -0.439  0.095],-36.107697,1.4663919,468.77,4.4706006,-34.50384012900265,-1.2035906,0.63911307,208,0.044706006,0.6899899,21.535187,100,68.194595,-0.76749337,67.37716,0.91848725,19760.49532175064,-8.201599e-07,136.61067,100.0,0.0063911313,98.85278,0.009184872,1.5179145,20800,,0.0014827331,9.10208,0.1482733
8573169,[-1.168 -0.447 -0.093 -0.445  0.099],-52.768368,1.8762512,440.53,4.1659403,-37.14711590335387,-1.7589452,0.8208971,209,0.041659404,2.0139344,32.563347,100,53.297768,-0.39540458,60.08837,1.0072429,19832.28670191765,6.4849854e-07,281.07245,100.0,0.008208971,98.83136,0.010072429,1.5047777,20900,,0.0009460983,13.801422,0.094609834
8618791,[-1.171 -0.444 -0.096 -0.434  0.086],-48.492683,1.8125539,456.22,4.069702,-30.62419244247266,-1.6164225,0.7673638,210,0.04069702,1.6107962,18.817303,100,55.170773,-0.56541204,62.2609,0.98562837,19911.53922343254,4.959106e-07,172.01938,100.0,0.007673638,98.86575,0.009856284,1.5033491,21000,,0.0010046868,10.118764,0.10046868
8666707,[-1.169 -0.427 -0.091 -0.425  0.084],-28.876196,10.982248,479.16,38.80845,-29.819961741494712,-0.9625395,4.103905,211,0.38808447,5.9939384,19.55567,100,9.105603,2.8041317,9.520915,1.3312591,19994.155533075333,5.626678e-07,2215.087,100.0,0.041039057,98.875534,0.013312591,1.5401415,21100,,0.0001542213,8.376613,0.01542213
8713389,[-1.172 -0.408 -0.085 -0.414  0.121],-43.85827,5.7903304,466.82,17.121344,-33.16243449008483,-1.4619435,2.396735,212,0.17121343,3.889349,23.206245,100,17.270172,0.37146187,23.193699,1.3170633,20071.719365358353,-1.3732911e-06,1110.3118,100.0,0.023967352,98.857925,0.013170633,1.5321481,21200,,0.00015288855,8.5854,0.015288855
8758128,[-1.157 -0.433 -0.082 -0.438  0.113],-37.12904,25297.64,447.39,2983.2644,-35.52179221977466,-1.2376351,296.81262,213,29.832644,609.4332,25.710712,100,0.0039529377,412.58453,1.0130181,30.026304,20148.029955387115,-1.9073487e-07,37090930.0,100.0,2.968126,98.8412,0.30026302,1.5077329,21300,,3.8977777e-10,12.028038,3.8977777e-08
8802296,[-1.157 -0.491 -0.101 -0.477  0.089],-42.517994,239.43822,441.68,732.67175,-42.861227622744984,-1.4172668,72.86465,214,7.3267174,63.066643,20.221228,100,0.41764426,41.136158,1.1544368,7.874507,20226.346477270126,-2.7656554e-07,397533.5,100.0,0.72864646,98.80592,0.07874508,1.4955435,21400,,3.7978473e-06,10.698376,0.00037978473
8846922,[-1.114 -0.483 -0.109 -0.445  0.077],-44.701656,4.886969,446.26,14.045607,-40.59816573104694,-1.4900551,2.192018,215,0.14045607,4.3148518,29.921764,100,20.462582,1.0208623,28.043821,1.3684491,20302.445781707764,1.9073487e-07,748.2557,100.0,0.021920178,98.818054,0.013684491,1.5078192,21500,,0.00023577211,11.081219,0.023577211
8890829,[-1.118 -0.477 -0.096 -0.447  0.089],-48.91759,2.4359465,439.07,13.517351,-39.65349217012787,-1.630587,1.570499,216,0.13517351,2.305414,17.75945,100,41.051804,-0.23952699,31.488615,1.0647143,20377.85800743103,-3.4332277e-07,316.24585,100.0,0.015704991,98.81938,0.010647143,1.4873313,21600,,0.00026705794,11.975573,0.026705794
8938933,[-1.106 -0.491 -0.089 -0.45   0.068],-33.46882,2.8298762,481.04,11.869469,-29.849985126522657,-1.1156272,1.6359267,217,0.118694685,2.332666,22.279518,100,35.337234,0.4559313,33.018368,1.1485868,20459.45770597458,1.5258789e-07,286.17554,100.0,0.016359268,98.8759,0.011485866,1.4825284,21700,,0.0003234583,9.782699,0.03234583
8987684,[-1.12  -0.469 -0.092 -0.431  0.064],-47.243805,3.3899462,487.51,9.62507,-25.81995957665869,-1.5747937,1.32387,218,0.09625069,2.2333672,25.074352,100,29.498993,-0.6661122,39.280422,1.0648025,20542.363569498062,-9.536743e-08,334.31744,100.0,0.013238698,98.89407,0.010648025,1.4859833,21800,,0.00037251468,10.989315,0.03725147
