MeanIWNorm,InitialBound,MeanIW,Iteration,J_sample_variance,EmpiricalD2,ReturnMeanIW,EpRewMean,InitialReturnMin,TimestepsSoFar,EpisodesSoFar,MinIWNorm,ESSClassic,ESSRenyi,StdIWNorm,Bound,TimeElapsed,MaxIWNorm,InitialReturnStd,MeanEntropy,StdIW,MaxIW,Weights,EpLenMean,ReturnStepMax,InitialReturnMax,MinIW,InitialReturnMean,ReturnStepMaxmin,EntropyCoefficient,EpThisIter
0.0104063265,4.7868924,1.0406327,14,208.10219,1.2278185,0.55924755,-101.7225592716525,-38.527653,224314,1400,0.0028352002,81.27676,81.44527,0.0049946476,5.2054734,611.657970905304,0.03318728,14.324048,1.2143474,0.49946478,3.3187282,[-0.498 -0.71  -0.251 -0.378 -0.205],332.12,100.0,29.268007,0.28352,-2.3269654e-06,98.387436,4.9979687,100
0.0549405,4.8187675,5.4940495,15,796075.7,728.54663,90.048584,-98.68471990844502,-37.58911,257056,1500,2.1788328e-06,1.212089,0.13725957,0.49599493,61.985344,691.3634080886841,4.9876914,15.894341,1.2042078,49.5995,498.76917,[-0.501 -0.709 -0.247 -0.38  -0.205],327.42,100.0,28.84199,0.0002178833,1.411438e-06,98.3972,4.780272,100
0.010431818,4.73371,1.0431819,16,526.487,2.0709786,2.1054647,-82.02571624596249,-38.619835,299948,1600,0.00072584196,42.28593,48.28635,0.012187171,6.3542895,796.7897596359253,0.10110532,11.4731245,1.220808,1.2187172,10.110532,[-0.507 -0.723 -0.223 -0.384 -0.215],428.92,100.0,18.182905,0.0725842,-1.2207031e-06,98.61752,4.9978414,100
0.014250666,4.58813,1.4250665,17,523.7111,2.8966131,2.9286609,-88.67111952366649,-45.477257,340955,1700,0.00037521793,36.494972,34.52308,0.018798478,6.4261737,899.0346245765686,0.14774652,12.902643,1.2206786,1.8798479,14.7746525,[-0.503 -0.739 -0.224 -0.397 -0.198],410.07,100.0,21.661001,0.037521794,-1.3923645e-06,98.567535,4.9787917,100
0.010737152,4.764102,1.0737153,18,136.27998,1.4640527,1.1397911,-87.8650198424071,-40.178764,382498,1800,0.0017136995,70.89516,68.30355,0.0068796063,5.5163283,1002.5449023246765,0.047089927,10.636934,1.2002954,0.6879607,4.708993,[-0.511 -0.751 -0.221 -0.41  -0.198],415.43,100.0,18.570469,0.17136995,1.5640259e-06,98.576996,4.9963155,100
0.07179876,4.609111,7.179875,19,346838.2,448.00818,56.634743,-86.47131625759654,-41.770947,422845,1900,3.5812088e-06,1.2161238,0.22321022,0.6470994,32.87402,1103.814020395279,6.5081887,12.955608,1.2148765,64.709946,650.8189,[-0.511 -0.749 -0.223 -0.408 -0.219],403.47,100.0,25.288816,0.0003581209,-1.5354157e-06,98.571365,4.7003603,100
0.010982071,4.6321425,1.0982071,20,425.54428,1.5842607,1.3819051,-84.7204228582172,-43.267185,460790,2000,0.00081252505,60.129986,63.120926,0.008942561,5.6073627,1198.7358231544495,0.066473655,13.520827,1.2093405,0.8942561,6.6473656,[-0.521 -0.746 -0.223 -0.43  -0.204],379.45,100.0,25.062614,0.08125251,-9.536743e-07,98.55345,4.9950924,100
0.012140075,4.695488,1.2140075,21,2748.418,9.80628,6.7899327,-85.18275865748708,-40.536423,497431,2100,7.291439e-05,20.161362,10.197547,0.02415839,8.546724,1292.0362367630005,0.17481752,12.213204,1.200189,2.415839,17.481752,[-0.51  -0.724 -0.22  -0.423 -0.21 ],366.41,100.0,26.837671,0.007291439,-5.7220458e-08,98.535034,4.989311,100
0.010096264,4.6237645,1.0096264,22,289.26172,1.6863383,2.365344,-86.22266586535369,-41.3154,529756,2200,0.001312474,62.663876,59.300083,0.007793214,6.4868593,1373.8167507648468,0.050610643,14.920166,1.1820955,0.7793215,5.0610642,[-0.511 -0.73  -0.216 -0.442 -0.219],323.25,100.0,30.12019,0.1312474,-1.14440915e-07,98.46652,4.999519,100
0.01940277,4.5045295,1.9402772,23,7978.0986,25.285486,13.038439,-82.88726303618392,-42.1784,565301,2300,3.0508647e-05,2.6687305,3.954838,0.11717571,11.7295265,1464.341941833496,1.1644561,16.365612,1.1630536,11.717571,116.44562,[-0.512 -0.741 -0.218 -0.441 -0.237],355.45,100.0,23.30156,0.0030508647,-1.0681152e-06,98.53362,4.9532065,100
0.0115434555,4.682589,1.1543455,24,1377.2664,7.484478,3.1286972,-84.96610625896867,-33.980415,604464,2400,8.452093e-05,8.356234,13.360985,0.03822804,5.7772417,1560.2723467350006,0.37331358,11.4007845,1.1512368,3.822804,37.33136,[-0.536 -0.761 -0.219 -0.434 -0.256],391.63,100.0,21.828184,0.008452093,1.4877319e-06,98.566086,4.9922886,100
0.013109687,4.3287272,1.3109686,25,958.82184,4.5235524,4.2914567,-80.99127859967827,-42.82364,642900,2500,0.00013795577,22.401608,22.10652,0.024399394,6.957949,1656.508053779602,0.13486479,13.437397,1.1440512,2.4399395,13.48648,[-0.531 -0.761 -0.232 -0.439 -0.268],384.36,100.0,24.65164,0.013795577,-1.4209747e-06,98.57857,4.9844756,100
0.009988951,4.3615828,0.9988951,26,320.7022,2.5178611,2.6893167,-90.6445624597763,-40.760246,678091,2600,0.0007141989,43.077106,39.716248,0.011482597,6.3323326,1743.7002682685852,0.080081865,14.088464,1.1597989,1.1482598,8.008186,[-0.529 -0.784 -0.245 -0.446 -0.275],351.91,100.0,27.757675,0.071419895,1.9073486e-06,98.48485,4.9999447,100
0.01267308,4.456374,1.267308,27,2205.3801,6.2546306,4.1202736,-85.65855452211535,-40.278725,718660,2700,9.984914e-05,21.50491,15.988154,0.02421222,6.453332,1843.286836385727,0.19836421,13.957715,1.1412189,2.4212222,19.836422,[-0.535 -0.79  -0.239 -0.446 -0.259],405.69,100.0,20.90646,0.009984914,4.4250487e-06,98.57771,4.9866524,100
0.009617207,4.305832,0.9617207,28,241.93259,1.5693176,1.0376546,-82.82338542676531,-42.00792,758428,2800,0.000878679,60.54649,63.721966,0.0077633164,4.960224,1942.0726358890533,0.04132118,13.222985,1.1357775,0.77633166,4.132118,[-0.529 -0.774 -0.23  -0.452 -0.278],397.68,100.0,29.138168,0.0878679,9.727478e-07,98.583466,4.9980865,100
0.010339859,4.243057,1.0339857,29,220.31796,1.5660133,2.3018143,-85.2824792671088,-43.074944,795744,2900,0.0013958573,66.30057,63.856415,0.007371693,6.1238823,2036.2613747119904,0.032876156,13.761141,1.1241568,0.7371693,3.2876158,[-0.541 -0.771 -0.231 -0.455 -0.283],373.16,100.0,26.982634,0.13958573,8.010864e-07,98.54292,4.998301,100
0.011504656,4.295299,1.1504657,30,2624.0112,5.436513,3.3178785,-85.79453761754922,-39.764618,833019,3000,0.00014915822,17.537264,18.394144,0.02494719,5.824539,2130.950672864914,0.22287008,12.994199,1.1211277,2.494719,22.287008,[-0.559 -0.756 -0.233 -0.447 -0.295],372.75,100.0,29.695398,0.014915822,1.8882752e-06,98.53967,4.992482,100
0.343817,4.0932465,34.381702,31,41636268.0,18288.828,643.6734,-81.85840339586878,-45.371735,870894,3100,6.800828e-08,1.0507357,0.005467819,3.3364675,443.1732,2226.49511551857,33.540142,13.813323,1.1253549,333.6468,3354.0144,[-0.554 -0.733 -0.215 -0.441 -0.298],378.75,100.0,33.19735,6.8008285e-06,-7.6293946e-07,98.56775,3.5809243,100
0.009982652,4.516188,0.9982651,32,1490.6234,3.3947985,3.9493744,-82.42818860323318,-33.317566,903622,3200,0.000102101156,27.288727,29.45683,0.016295027,7.466283,2310.9496200084686,0.14735231,14.078335,1.1126513,1.6295027,14.735231,[-0.558 -0.752 -0.204 -0.477 -0.294],327.28,100.0,27.923172,0.010210115,-7.6293946e-07,98.49628,4.999913,100
0.013076629,4.427328,1.307663,33,882.9949,7.260039,3.6324897,-79.85094230523133,-34.07792,938666,3300,0.00012243775,11.035598,13.774031,0.03712838,6.221413,2397.5897381305695,0.34568176,13.130774,1.1334071,3.7128384,34.568176,[-0.555 -0.771 -0.216 -0.487 -0.306],350.44,100.0,25.039265,0.012243776,1.7929077e-06,98.54428,4.9846406,100
0.009781927,4.542032,0.9781928,34,172.12674,1.0751107,0.30350852,-77.83601649438636,-33.750095,976520,3400,0.0053767883,94.596085,93.01368,0.002337992,4.7850695,2491.668323993683,0.016223738,12.965415,1.1298562,0.23379919,1.6223738,[-0.556 -0.775 -0.216 -0.476 -0.286],378.54,100.0,23.694193,0.53767884,-5.912781e-07,98.58876,4.99891,100
0.015303525,4.2726974,1.5303526,35,3014.7573,9.337661,7.1982455,-77.64728631369614,-41.297535,1015235,3500,0.00014007348,10.3875265,10.70932,0.044948965,8.684111,2588.9734535217285,0.3726916,13.38729,1.1445291,4.4948964,37.26916,[-0.562 -0.774 -0.221 -0.474 -0.289],387.15,100.0,26.559505,0.014007349,5.531311e-07,98.59888,4.9735527,100
0.010993337,4.4914927,1.0993336,36,392.74863,1.3877327,1.4184294,-84.30296842542573,-36.934692,1052686,3600,0.0019108335,66.60335,72.05998,0.0077845417,5.6514573,2683.937356233597,0.041725263,12.863997,1.1378008,0.77845407,4.1725264,[-0.56  -0.781 -0.207 -0.474 -0.274],374.51,100.0,21.89011,0.19108336,3.5095215e-06,98.54979,4.9950356,100
0.009173486,4.4494853,0.9173486,37,213.2679,1.5984267,1.7412703,-77.28348713242559,-37.185547,1091320,3700,0.0010181732,65.46798,62.561516,0.0066624046,5.8066773,2779.9643375873566,0.036539618,12.722919,1.1274347,0.6662405,3.653962,[-0.563 -0.763 -0.206 -0.469 -0.281],386.34,100.0,25.204382,0.101817325,-6.67572e-07,98.599915,4.995869,100
0.14392613,3.905294,14.392614,38,4399388.0,1644.2482,206.08722,-76.46440402556205,-51.956417,1129140,3800,7.996214e-09,1.0634506,0.06081807,1.3882236,140.56929,2871.4875116348267,13.956008,14.966768,1.0766902,138.82237,1395.6008,[-0.553 -0.767 -0.197 -0.477 -0.292],378.2,100.0,25.660597,7.996215e-07,9.536743e-07,98.59564,4.3732734,100
0.011516929,3.989972,1.1516929,39,350.6374,2.6877725,2.8025513,-74.97903060074685,-41.80439,1164600,3900,0.00016981438,39.71181,37.20553,0.014190343,5.7948985,2960.5524220466614,0.090847336,14.412386,1.0569776,1.4190345,9.084734,[-0.528 -0.751 -0.178 -0.493 -0.342],354.6,100.0,24.171396,0.016981438,6.9618227e-07,98.5771,4.992421,100
0.021389805,4.015948,2.1389804,40,10240.915,34.139454,15.243929,-80.35207153193979,-38.0682,1200597,4000,1.865286e-05,5.4259286,2.9291623,0.08930089,12.962978,3050.1085295677185,0.6007561,13.399044,1.0384275,8.930089,60.07561,[-0.526 -0.768 -0.183 -0.496 -0.362],359.97,100.0,22.149652,0.001865286,-6.4849854e-07,98.55356,4.943374,100
0.03367859,3.7729597,3.3678596,41,3185.7231,19.35012,9.253778,-81.08238063835591,-42.575268,1239157,4100,1.6390912e-05,2.8577564,5.1679263,0.19635656,8.165108,3144.3515241146088,1.941026,11.44336,1.0555214,19.635654,194.1026,[-0.533 -0.769 -0.168 -0.493 -0.381],385.6,100.0,22.186483,0.0016390912,-2.0122527e-06,98.57945,4.8829975,100
0.010426235,4.0220733,1.0426235,42,145.58905,1.3626071,0.580379,-80.51496900186991,-37.665947,1280318,4200,0.0014619514,73.966324,73.388725,0.0061855493,4.4275017,3245.1287310123444,0.035879064,11.022071,1.0629959,0.61855495,3.5879066,[-0.536 -0.782 -0.157 -0.494 -0.363],411.61,100.0,21.750065,0.14619514,-2.117157e-06,98.60878,4.997869,100
0.010192113,4.0893545,1.0192113,43,1765.5953,7.9244337,4.0911403,-78.35603078733162,-36.768715,1322160,4300,9.7613134e-05,13.490566,12.619198,0.025809577,5.914099,3349.7701704502106,0.2480556,10.546696,1.0548297,2.580958,24.805561,[-0.539 -0.78  -0.162 -0.49  -0.356],418.42,100.0,22.18786,0.009761314,-1.4686584e-06,98.62547,4.9990396,100
0.013590658,3.9528823,1.3590657,44,3802.7803,9.447939,9.515351,-79.42484239411388,-39.63807,1360036,4400,5.906671e-05,8.279642,10.584319,0.045234267,10.678721,3443.4046885967255,0.42449042,14.431976,1.0486828,4.5234265,42.449043,[-0.544 -0.77  -0.159 -0.498 -0.364],378.76,100.0,24.096342,0.0059066713,2.9563903e-06,98.58061,4.982079,100
0.009972284,3.9172237,0.99722844,45,160.86566,1.0421582,0.2077921,-81.99554700788946,-39.785767,1398456,4500,0.0057051894,96.93662,95.95472,0.0017727672,4.072749,3537.257645368576,0.014656464,12.945423,1.043792,0.17727673,1.4656464,[-0.555 -0.754 -0.148 -0.485 -0.37 ],384.2,100.0,30.211296,0.570519,2.0408631e-06,98.573166,4.9998612,100
0.048467927,4.259003,4.8467927,46,577602.4,117.4457,73.63556,-79.89380160041163,-28.798643,1438153,4600,2.2199532e-05,1.417739,0.8514573,0.40416217,68.49218,3637.015870809555,4.066096,11.678552,1.0932325,40.41622,406.6096,[-0.555 -0.753 -0.149 -0.483 -0.375],396.97,100.0,22.837181,0.0022199533,-1.8310546e-06,98.59749,4.8113127,100
0.8451494,3.9938335,84.51495,47,108861624.0,2595.7324,1046.0214,-87.60600396070672,-44.169903,1472929,4700,2.4024189e-08,1.0200368,0.038524773,8.32529,973.2105,3723.1805052757263,83.680084,13.102986,1.0151391,832.52905,8368.009,[-0.545 -0.757 -0.144 -0.499 -0.326],347.76,100.0,29.12561,2.4024189e-06,9.63211e-07,98.49617,2.169048,100
0.010870316,3.541629,1.0870316,48,343.80115,2.2287283,1.7740146,-85.78960827358554,-46.02202,1512056,4800,0.0004410447,48.705578,44.868637,0.011155471,4.562218,3817.9741690158844,0.059466403,12.973714,1.0165646,1.115547,5.9466405,[-0.551 -0.79  -0.161 -0.507 -0.404],391.27,100.0,24.901201,0.04410447,9.536743e-07,98.56148,4.9956503,100
0.019101625,3.6084385,1.9101624,49,44548.777,64.11055,21.012396,-76.43111164989497,-44.231518,1553966,4900,8.611462e-06,2.3964932,1.5598056,0.12190316,14.245771,3919.3394317626953,1.2052702,9.842462,1.01694,12.190315,120.527016,[-0.55  -0.79  -0.17  -0.505 -0.402],419.1,100.0,19.874012,0.00086114625,-4.5776366e-07,98.635254,4.9546986,100
0.011340591,3.680099,1.1340592,50,546.7894,1.6506413,2.4612167,-71.55535356365175,-42.138027,1592055,5000,0.0010272479,51.088837,60.58251,0.011096262,5.700977,4013.944971561432,0.07764688,14.40505,1.0102241,1.1096263,7.764688,[-0.546 -0.786 -0.173 -0.52  -0.402],380.89,100.0,29.453245,0.10272479,-4.196167e-07,98.62427,4.9933014,100
0.114969514,3.7458792,11.496949,51,88358.98,134.01462,29.232166,-79.45558030688483,-39.15725,1626680,5100,6.650143e-07,1.8625001,0.74618727,0.8345493,18.604065,4098.139923810959,7.842573,14.039968,0.9956079,83.45493,784.2573,[-0.538 -0.768 -0.165 -0.513 -0.409],346.25,100.0,35.982586,6.650143e-05,3.6239624e-07,98.541046,4.50176,100
0.0112322625,3.7070274,1.1232263,52,477.78915,2.095158,1.5052083,-82.52032077266553,-38.13044,1661909,5200,0.0011605594,41.387653,47.729095,0.013366768,4.607892,4186.878053426743,0.07990202,12.409197,0.9897057,1.3366768,7.9902024,[-0.556 -0.768 -0.152 -0.508 -0.423],352.29,100.0,18.45257,0.11605594,2.1743774e-06,98.531525,4.9938426,100
0.011490613,3.537903,1.1490614,53,746.26044,2.2700665,2.4992847,-84.66940024738972,-42.31871,1696902,5300,0.0002195164,43.69383,44.051575,0.013044012,5.22022,4272.531819343567,0.094222225,13.078975,0.97070295,1.3044012,9.422223,[-0.556 -0.762 -0.144 -0.51  -0.429],349.93,100.0,22.964165,0.02195164,-1.6021728e-06,98.51608,4.9925523,100
0.010183219,3.4955394,1.0183219,54,322.9163,1.8779693,2.352539,-85.87133763907389,-40.739246,1732651,5400,0.0008608107,56.40859,53.24901,0.008951851,5.3637505,4363.878731966019,0.051985398,11.441897,0.97461194,0.8951851,5.1985397,[-0.558 -0.762 -0.148 -0.516 -0.448],357.49,100.0,18.237446,0.08608107,-4.5776366e-07,98.51959,4.999084,100
0.01400475,3.5915747,1.4004751,55,6589.147,7.274309,10.914119,-72.37583678281041,-38.444565,1768733,5500,0.00034162647,12.11155,13.74701,0.03772606,12.164823,4454.489333868027,0.31902424,14.716686,0.9451755,3.7726061,31.902424,[-0.569 -0.74  -0.154 -0.504 -0.444],360.82,100.0,33.960144,0.034162648,3.2424927e-07,98.59883,4.980016,100
0.022998676,3.1968071,2.2998676,56,82762.24,88.13795,28.115318,-78.73755262087141,-45.872063,1805186,5600,1.4388919e-06,1.5947294,1.1345851,0.18066269,18.471617,4544.285416603088,1.8178777,15.711124,0.9546233,18.066269,181.78777,[-0.591 -0.765 -0.17  -0.516 -0.474],364.53,100.0,32.883064,0.00014388919,-1.6212464e-06,98.56801,4.935427,100
0.011604961,3.5139365,1.1604961,57,309.98923,1.9406859,1.3045876,-81.7844320914202,-37.775414,1842932,5700,0.0002644446,53.14663,51.528175,0.010896228,4.377342,4637.743984937668,0.0656435,12.61371,0.9669306,1.0896227,6.56435,[-0.602 -0.763 -0.182 -0.498 -0.464],377.46,100.0,27.183252,0.026444461,3.0517577e-07,98.566666,4.9919815,100
0.0120961405,3.455227,1.209614,58,585.7014,3.077752,3.7159455,-87.37831490179207,-41.38275,1877801,5800,0.00030344113,39.68514,32.491245,0.014912316,6.0361853,4723.07547211647,0.1059942,14.81396,0.9500368,1.4912316,10.599421,[-0.599 -0.766 -0.188 -0.5   -0.452],348.69,100.0,27.843012,0.030344114,-6.8664554e-07,98.498825,4.98953,100
0.013510344,3.21505,1.3510344,59,870.39984,5.0166264,3.5812242,-78.05663315978184,-46.05403,1915314,5900,0.00024509738,18.160938,19.933716,0.028679896,4.867443,4814.742741107941,0.25374654,13.337665,0.94824,2.8679898,25.374655,[-0.594 -0.764 -0.195 -0.496 -0.469],375.13,100.0,24.076141,0.02450974,2.479553e-07,98.58385,4.982479,100
0.009747964,3.298203,0.97479653,60,237.42741,1.613467,1.9035681,-83.56308105276393,-43.289917,1953961,6000,0.0017725182,64.92603,61.978336,0.007164682,4.7587495,4910.5765516757965,0.03547946,11.860353,0.9378583,0.7164682,3.547946,[-0.586 -0.772 -0.194 -0.49  -0.471],386.47,100.0,24.336596,0.17725182,9.536743e-08,98.56755,4.99874,100
0.010245162,3.2975826,1.0245162,61,198.9914,1.0660366,0.37774938,-85.03488511192407,-41.75135,1993690,6100,0.0051287985,92.99987,93.80541,0.002810802,3.6287594,5004.525980710983,0.018451959,13.972614,0.93781775,0.28108022,1.8451959,[-0.589 -0.779 -0.199 -0.498 -0.481],397.29,100.0,38.28712,0.51287985,2.8419495e-06,98.57193,4.998774,100
0.07499844,3.533093,7.4998436,62,924187.06,1576.1904,99.92961,-77.0446069474959,-34.67993,2035618,6200,6.143972e-08,1.1691891,0.06344411,0.68953454,58.391598,5106.811356782913,6.933993,11.150753,0.92982674,68.95345,693.3993,[-0.592 -0.787 -0.201 -0.501 -0.481],419.28,100.0,21.108921,6.1439723e-06,1.8692017e-06,98.63249,4.6853447,100
0.010724345,3.0860288,1.0724347,63,487.60968,2.734549,2.9643323,-82.66839083840529,-46.89312,2069875,6300,0.00035312778,34.632114,36.5691,0.01473376,5.0556536,5190.93305182457,0.10789906,15.94208,0.93590635,1.4733759,10.7899065,[-0.603 -0.757 -0.209 -0.503 -0.489],342.57,100.0,29.453552,0.03531278,-9.727478e-07,98.517365,4.99638,100
0.012236183,3.3248708,1.2236184,64,1517.3132,5.6600432,4.9299765,-81.38593124159974,-40.63974,2104687,6400,0.00028100322,18.627827,17.66771,0.025574246,6.407832,5272.59996342659,0.19977835,16.017176,0.94224495,2.5574248,19.977835,[-0.604 -0.766 -0.203 -0.506 -0.483],348.12,100.0,24.718258,0.028100321,-2.670288e-06,98.532425,4.9888315,100
0.010712479,3.266147,1.0712478,65,225.93788,1.2418282,0.50771874,-71.89204470974597,-43.352318,2143148,6500,0.0027543255,81.37553,80.526436,0.0051248944,3.6036408,5360.587352514267,0.029118598,12.341286,0.9419264,0.51248944,2.9118598,[-0.603 -0.766 -0.207 -0.496 -0.477],384.61,100.0,23.83509,0.27543256,-3.0517577e-07,98.62616,4.996439,100
0.009569146,3.3196263,0.95691454,66,232.0532,1.4854562,1.1516281,-70.5489140446422,-41.70018,2182342,6600,0.00083353877,65.87809,67.31938,0.006886828,4.1627135,5450.72016954422,0.0411112,14.046257,0.94144857,0.68868285,4.11112,[-0.603 -0.764 -0.207 -0.499 -0.477],391.94,100.0,26.030148,0.08335388,3.2424927e-07,98.64,4.997846,100
0.11836185,3.2998183,11.836187,67,2201211.0,825.39374,152.44997,-73.0547350393125,-42.22275,2222338,6700,6.6350276e-07,1.3564748,0.1211543,1.0093466,116.12327,5536.844342470169,10.129255,11.625571,0.9156672,100.93465,1012.9256,[-0.601 -0.764 -0.212 -0.499 -0.477],399.96,100.0,18.18884,6.635028e-05,4.196167e-07,98.63469,4.486514,100
0.010632069,3.169467,1.0632069,68,360.5399,1.3112912,1.7208375,-82.93769059476402,-42.266106,2253394,6800,0.0020317284,78.39419,76.26071,0.0055816327,4.660313,5601.665284156799,0.02934033,16.23116,0.9111349,0.5581633,2.9340332,[-0.576 -0.716 -0.212 -0.479 -0.503],310.56,100.0,33.642082,0.20317283,1.5068055e-06,98.46588,4.9968405,100
0.010406993,3.0143504,1.0406994,69,1353.3232,2.329483,2.473174,-80.2561206263318,-46.239693,2285503,6900,0.00039471182,37.043526,42.92798,0.013567172,4.6523848,5668.216168642044,0.11537481,16.361668,0.9067044,1.3567173,11.537481,[-0.57  -0.727 -0.208 -0.489 -0.508],321.09,100.0,27.891588,0.039471183,-1.1444092e-06,98.50011,4.9979653,100
0.01315385,2.9581394,1.315385,70,2265.5522,3.183864,3.9223547,-80.80959553633248,-47.261505,2319668,7000,0.0005926698,21.910728,31.408375,0.024832483,5.63723,5730.065080165863,0.23049943,17.463137,0.9080379,2.4832485,23.049944,[-0.58  -0.739 -0.206 -0.494 -0.512],341.65,100.0,23.565763,0.059266984,8.392334e-07,98.52695,4.984256,100
0.014042285,3.1978688,1.4042288,71,1557.0188,5.699262,4.848674,-77.00165019991,-40.2696,2351357,7100,0.00013826517,18.825636,17.546131,0.029158993,6.1456537,5789.271137475967,0.15829584,17.686735,0.9039502,2.9158993,15.829585,[-0.599 -0.722 -0.218 -0.488 -0.511],316.89,100.0,26.600662,0.013826516,-6.1035155e-07,98.51402,4.9798293,100
