MeanIWNorm,InitialBound,MeanIW,Iteration,J_sample_variance,EmpiricalD2,ReturnMeanIW,EpRewMean,InitialReturnMin,TimestepsSoFar,EpisodesSoFar,MinIWNorm,ESSClassic,ESSRenyi,StdIWNorm,Bound,TimeElapsed,MaxIWNorm,InitialReturnStd,MeanEntropy,StdIW,MaxIW,Weights,EpLenMean,ReturnStepMax,InitialReturnMax,MinIW,InitialReturnMean,ReturnStepMaxmin,EntropyCoefficient,EpThisIter
0.016362188,2.863914,1.6362189,144,4892.719,9.999947,9.9142685,-75.26721043636795,-40.966423,5057043,14400,1.1036993e-05,14.7043495,10.000053,0.03940777,9.691958,11838.056646108627,0.27146316,15.038182,0.82441217,3.9407775,27.146317,[-0.781 -0.665 -0.313 -0.401 -0.573],362.08,100.0,26.377401,0.0011036993,3.5095215e-06,98.58425,4.96829,100
0.010204274,2.4662378,1.0204275,145,193.30019,1.2026291,0.5519297,-70.82693193089906,-49.674637,5093704,14500,0.0034984746,84.70153,83.15115,0.004336712,2.8814702,11925.877999067307,0.025417859,13.474759,0.8292469,0.4336712,2.541786,[-0.79  -0.672 -0.323 -0.413 -0.594],366.61,100.0,25.867006,0.34984747,-1.7166137e-06,98.61362,4.9989786,100
0.019257039,2.6406205,1.9257039,146,23474.396,40.641403,22.474977,-70.19973909042007,-45.168312,5130346,14600,4.7219986e-05,6.1409316,2.460545,0.07528535,17.085539,12012.737294435501,0.54661655,16.556654,0.84961236,7.528537,54.66166,[-0.793 -0.677 -0.323 -0.414 -0.59 ],366.42,100.0,25.472355,0.0047219987,-3.2615662e-06,98.61684,4.9539285,100
0.013008099,2.6169162,1.30081,147,2124.6184,4.849027,6.2169895,-76.96873755193286,-48.934372,5166178,14700,6.473304e-05,23.85916,20.622694,0.023237804,6.791482,12097.627409934998,0.16791023,14.978267,0.83578193,2.3237805,16.791023,[-0.784 -0.683 -0.332 -0.422 -0.569],358.32,100.0,24.50207,0.006473304,3.8146973e-07,98.57039,4.984982,100
0.010484738,2.5557783,1.0484737,148,395.83258,2.9191523,2.7371411,-76.1359930528352,-48.69391,5203614,14800,0.00047719202,32.62072,34.25652,0.015068639,4.1757593,12186.141403198242,0.10195441,13.731699,0.84277284,1.5068638,10.195441,[-0.779 -0.685 -0.335 -0.414 -0.583],374.36,100.0,22.417141,0.047719203,-1.2111664e-06,98.59325,4.9975767,100
0.013938582,2.53227,1.3938583,149,3342.773,10.647035,7.9809747,-75.27004300324074,-50.44786,5239922,14900,1.5893269e-05,13.879663,9.392286,0.034720182,6.6807704,12271.33658862114,0.26593074,14.340819,0.8406659,3.472018,26.593075,[-0.777 -0.67  -0.325 -0.405 -0.576],363.08,100.0,31.942822,0.0015893269,1.1444092e-06,98.58537,4.9803457,100
0.018372767,2.8418243,1.8372765,150,1531.8486,7.0102425,5.3398547,-79.96395756320415,-40.84505,5274279,15000,0.00011380782,6.1944127,14.264842,0.07149715,5.853187,12354.256312131882,0.67485166,15.178735,0.83055735,7.149715,67.48517,[-0.776 -0.668 -0.335 -0.397 -0.578],343.57,100.0,26.167072,0.011380782,-3.4999848e-06,98.534515,4.958311,100
0.010356462,2.6520598,1.0356463,151,128.84084,1.2221631,0.63803804,-66.53856311439236,-45.021816,5316600,15100,0.0024028975,84.56238,81.82214,0.0044249943,3.0716944,12454.255932092667,0.027151857,10.983516,0.8188383,0.4424994,2.7151856,[-0.775 -0.672 -0.324 -0.395 -0.588],423.21,100.0,23.449343,0.24028976,3.4332277e-07,98.68555,4.998218,100
0.00987175,2.5739162,0.987175,152,166.42502,1.1579493,0.523032,-68.46612691523013,-45.608177,5356564,15200,0.003453623,87.9437,86.359566,0.0036550928,2.9976661,12549.689030647278,0.025664667,13.2199,0.82221943,0.3655093,2.5664668,[-0.779 -0.672 -0.325 -0.393 -0.6  ],399.64,100.0,24.473204,0.3453623,-2.3651123e-06,98.657364,4.9993587,100
0.0102111185,2.740257,1.0211118,153,153.60983,1.0986788,0.3558763,-72.74756519601632,-41.12522,5398206,15300,0.004170623,91.553215,91.01841,0.0031015729,3.037743,12645.450870275497,0.019722132,11.047389,0.82392454,0.3101573,1.9722133,[-0.779 -0.667 -0.322 -0.39  -0.597],416.42,100.0,28.390242,0.41706234,4.4822693e-07,98.650604,4.9989443,100
0.014977026,2.5531652,1.4977028,154,3813.378,15.352016,9.064215,-77.02694814278996,-46.993744,5436026,15400,1.7237657e-05,5.742786,6.5138025,0.06067665,6.895976,12736.455408334732,0.4751255,13.604085,0.79784155,6.067665,47.51255,[-0.781 -0.664 -0.324 -0.389 -0.595],378.2,100.0,24.932442,0.0017237656,6.4849854e-07,98.59267,4.975177,100
0.01041518,2.6951375,1.0415179,155,186.4564,1.3960712,1.494062,-74.08180834473303,-38.822006,5479001,15500,0.0011977646,64.91952,71.629585,0.007656174,3.9321263,12839.167098283768,0.05030425,10.632577,0.79374444,0.76561743,5.030425,[-0.792 -0.657 -0.318 -0.378 -0.621],429.75,100.0,22.7379,0.11977647,-3.1661987e-06,98.65523,4.997925,100
0.009418891,2.8912134,0.94188905,156,131.51627,1.4048188,0.9510126,-71.69501761634163,-32.325264,5522922,15600,0.0016372947,71.09959,71.183556,0.006005071,3.717187,12943.568298339844,0.040417254,10.207203,0.8091285,0.6005071,4.0417256,[-0.791 -0.67  -0.322 -0.384 -0.625],439.21,100.0,26.892412,0.16372947,-1.9073487e-07,98.67352,4.997095,100
0.012079218,2.500587,1.2079219,157,534.40027,1.7017409,2.578492,-77.02820609766442,-46.351643,5563666,15700,0.00097364536,29.765553,58.763355,0.018554827,4.506423,13038.650927782059,0.16472279,13.589953,0.790335,1.8554828,16.472279,[-0.797 -0.666 -0.326 -0.381 -0.61 ],407.44,100.0,23.866678,0.09736454,-1.5544891e-06,98.62189,4.989615,100
0.008885745,2.491704,0.8885746,158,282.89206,1.5431659,1.4661287,-77.45643825861863,-43.799133,5605529,15800,0.0016921303,66.585365,64.80185,0.0062946696,3.6424208,13137.794035673141,0.045260496,11.991004,0.7988757,0.62946695,4.5260496,[-0.795 -0.656 -0.326 -0.374 -0.629],418.63,100.0,24.619406,0.16921304,4.196167e-07,98.62996,4.9944315,100
0.012616013,2.4963727,1.2616013,159,1357.1384,6.3043423,4.820779,-72.96284868981712,-44.940193,5648542,15900,0.00031785,19.412731,15.8620825,0.02570467,5.0585938,13238.942605733871,0.2266151,11.617709,0.8019104,2.5704672,22.66151,[-0.797 -0.648 -0.324 -0.373 -0.62 ],430.13,100.0,34.36384,0.031785,5.340576e-07,98.660736,4.986937,100
0.034382414,2.4878755,3.4382412,160,449302.75,313.66006,66.24891,-71.24945487633559,-45.65026,5688767,16000,4.203228e-08,1.4199944,0.31881648,0.28647554,43.130512,13335.127296686172,2.880397,13.441368,0.7851437,28.647554,288.0397,[-0.797 -0.655 -0.325 -0.386 -0.617],402.25,100.0,26.78725,4.203228e-06,-8.010864e-07,98.64575,4.8795624,100
0.0259982,2.6170855,2.5998197,161,100951.29,142.2619,31.536364,-83.12972218768196,-39.259003,5731842,16100,1.736072e-06,1.9579645,0.7029289,0.18396997,19.785044,13433.345487833023,1.8509516,9.336543,0.7838852,18.396997,185.09515,[-0.801 -0.659 -0.321 -0.372 -0.634],430.75,100.0,26.106937,0.0001736072,7.6293946e-07,98.61403,4.920645,100
0.010649718,3.1698077,1.0649718,162,110.98929,1.3151147,0.7489715,-79.6077831679029,-19.934273,5777855,16200,0.0022358904,76.91278,76.038994,0.005834784,3.826953,13540.313168287277,0.032781333,8.20241,0.78803825,0.5834784,3.2781334,[-0.814 -0.69  -0.317 -0.392 -0.635],460.13,100.0,22.488539,0.22358903,-4.196167e-07,98.65398,4.9967523,100
0.012664233,2.8447115,1.2664233,163,4376.128,22.947676,9.030475,-80.76217588404718,-32.86439,5821199,16300,1.9233726e-06,6.181885,4.35774,0.049335755,7.7394943,13658.587093114853,0.46910423,10.385847,0.7934665,4.9335756,46.910423,[-0.818 -0.678 -0.316 -0.387 -0.631],433.44,100.0,26.799982,0.00019233726,-1.14440915e-07,98.62735,4.9866967,100
0.01664314,3.1041644,1.6643142,164,6477.7905,24.755037,10.613883,-73.55087410900738,-25.89503,5862480,16400,2.5667845e-05,5.2312245,4.039582,0.07083798,10.299063,13781.071700334549,0.68781126,10.420281,0.8012696,7.083798,68.78113,[-0.813 -0.666 -0.321 -0.39  -0.625],412.81,100.0,23.572018,0.0025667846,-4.196167e-07,98.64366,4.966894,100
0.0105370255,2.5406017,1.0537026,165,186.93016,1.2561411,1.2722708,-72.76080766001674,-43.972397,5901093,16500,0.0024676018,82.91665,79.608894,0.0047828155,3.5987606,13897.191373825073,0.030220065,13.48575,0.7942794,0.4782816,3.0220065,[-0.801 -0.675 -0.321 -0.408 -0.618],386.13,100.0,21.411728,0.24676017,2.479553e-07,98.62312,4.997316,100
0.010498761,2.5761776,1.049876,166,177.50029,1.1660532,0.5538291,-72.72988796852815,-41.856598,5940092,16600,0.0027294287,87.66379,85.759384,0.0039383895,2.9846687,14014.792267084122,0.02434036,11.950758,0.7878835,0.39383894,2.434036,[-0.793 -0.68  -0.317 -0.413 -0.625],389.99,100.0,27.781162,0.27294287,6.8664554e-07,98.627014,4.9975066,100
0.04703755,2.3039498,4.7037554,167,113881.07,67.401886,31.454142,-73.33197288966775,-49.064026,5976989,16700,2.3248454e-06,1.4161677,1.483638,0.39245528,21.755117,14125.101195335388,3.9473295,16.249216,0.77372164,39.24553,394.73297,[-0.792 -0.681 -0.318 -0.416 -0.631],368.97,100.0,24.605265,0.00023248454,-4.959106e-07,98.60251,4.8182,100
0.011044346,2.3027008,1.1044346,168,568.3636,2.5860603,3.0607414,-73.44085990719063,-46.977158,6014321,16800,0.00046478203,49.35263,38.668858,0.01118828,4.447233,14237.984229326248,0.05853521,14.43094,0.7817481,1.1188279,5.8535213,[-0.797 -0.687 -0.336 -0.416 -0.645],373.32,100.0,23.717228,0.046478204,-2.3269654e-06,98.60655,4.994781,100
0.032059636,2.392428,3.2059639,169,337793.97,48.997486,64.990036,-62.788193743141555,-45.489388,6054021,16900,8.469013e-06,2.8140707,2.040921,0.18840514,57.968735,14357.576587438583,1.7561697,14.311826,0.73454946,18.840515,175.61697,[-0.789 -0.688 -0.34  -0.418 -0.637],397.0,100.0,32.54355,0.00084690127,3.4332277e-07,98.683685,4.8909097,100
0.015874898,1.9792193,1.58749,170,29864.92,29.763657,16.663752,-62.37641859926333,-50.805813,6091091,17000,5.0700295e-05,5.926511,3.3598022,0.06324775,11.088648,14468.169823169708,0.59784156,16.908623,0.7371412,6.324775,59.784157,[-0.792 -0.67  -0.332 -0.416 -0.684],370.7,100.0,30.025223,0.0050700298,-8.392334e-07,98.66347,4.9707117,100
0.010630296,1.9793335,1.0630295,171,382.2938,1.8515042,2.46362,-77.63536164839938,-51.19113,6123300,17100,0.00077378727,54.545094,54.01014,0.00970416,3.7798615,14565.285563468933,0.052637804,17.556347,0.72807884,0.97041595,5.2637806,[-0.791 -0.671 -0.332 -0.429 -0.682],322.09,100.0,26.550392,0.07737873,-9.155273e-07,98.51793,4.9968495,100
0.01454689,2.0281746,1.4546891,172,1385.8815,6.0302124,5.578953,-76.52738113549646,-48.36654,6158411,17200,0.00011542471,19.041931,16.583164,0.029994715,5.224968,14671.771880149841,0.19013312,17.65407,0.7242971,2.9994714,19.013313,[-0.791 -0.675 -0.328 -0.428 -0.691],351.11,100.0,34.136982,0.011542471,-1.4877319e-06,98.56409,4.9773173,100
0.010030023,1.7086378,1.0030024,173,279.92706,1.2955148,0.8311968,-68.45765410482079,-57.38541,6196106,17300,0.0023228743,74.93825,77.18939,0.005800375,2.2744913,14787.093264818192,0.030060215,15.105936,0.7241238,0.5800375,3.0060215,[-0.788 -0.677 -0.333 -0.421 -0.695],376.95,100.0,30.29986,0.23228744,-4.959106e-07,98.63678,4.99985,100
0.010856789,2.0541313,1.0856789,174,221.87212,1.521481,1.0427169,-78.19869639357296,-46.994637,6232413,17400,0.0016737069,60.930557,65.72543,0.008693656,2.733914,14896.03730916977,0.044714008,13.928224,0.7253079,0.8693656,4.4714007,[-0.787 -0.678 -0.336 -0.42  -0.695],363.07,100.0,19.484636,0.16737069,3.2424927e-07,98.56923,4.995718,100
0.011538893,2.2376258,1.1538893,175,464.7279,2.2826324,2.1706352,-80.24090118478857,-41.667366,6267663,17500,0.0008305322,43.450752,43.80907,0.013163729,3.6837127,15004.485039710999,0.088308625,14.723903,0.7234123,1.3163729,8.830863,[-0.781 -0.679 -0.333 -0.417 -0.694],352.5,100.0,31.589943,0.083053224,-1.6021728e-06,98.54474,4.9923115,100
0.010584009,1.9139555,1.058401,176,787.3518,3.3002365,3.3668406,-68.87864655764582,-51.093185,6306501,17600,0.00087268226,34.531654,30.30086,0.014573276,3.863684,15121.973298311234,0.07192912,16.59155,0.71857953,1.4573276,7.192912,[-0.779 -0.677 -0.338 -0.416 -0.696],388.38,100.0,27.483183,0.087268226,3.8146973e-07,98.64531,4.997081,100
0.009306927,2.0499263,0.93069285,177,371.8808,1.962542,1.1668622,-70.26294245065289,-46.289146,6343908,17700,0.0012101056,55.701443,50.954323,0.008299805,2.6052241,15235.772349357605,0.049776625,13.816649,0.72048366,0.8299806,4.9776626,[-0.774 -0.683 -0.343 -0.416 -0.7  ],374.07,100.0,31.804508,0.121010564,2.670288e-07,98.62433,4.996536,100
0.051879965,1.8153452,5.1879964,178,267432.38,193.11267,52.79691,-69.80469244924245,-53.61221,6381106,17800,5.232696e-06,1.3000885,0.5178324,0.45203453,31.464348,15347.195270776749,4.5438814,14.2211895,0.73025227,45.203453,454.38815,[-0.773 -0.681 -0.344 -0.42  -0.698],371.98,100.0,26.749142,0.0005232696,3.0517577e-07,98.62468,4.7949247,100
0.010760617,2.1602976,1.0760617,179,214.29413,1.1834934,0.6102188,-69.54251660367599,-44.72891,6422530,17900,0.0039918483,83.23534,84.49561,0.004829259,2.6852043,15473.645958185196,0.026069734,13.096971,0.739959,0.48292592,2.6069734,[-0.775 -0.682 -0.342 -0.406 -0.689],414.24,100.0,39.41312,0.39918485,-1.2397766e-07,98.664246,4.9961987,100
0.009949477,2.0834932,0.99494773,180,148.13504,1.0697609,0.30375832,-67.53743083354341,-48.489014,6463754,18000,0.0052018915,94.35763,93.47883,0.002432999,2.3270543,15597.712050437927,0.017522316,12.32138,0.73904204,0.24329989,1.7522317,[-0.777 -0.682 -0.341 -0.405 -0.679],412.24,100.0,22.132462,0.52018917,-1.3446808e-06,98.67233,4.9997473,100
0.021354366,2.2209406,2.1354368,181,60022.52,24.374416,27.029316,-68.27661727550884,-44.228046,6504163,18100,1.0576947e-05,3.8665593,4.1026626,0.106478415,23.351208,15717.746235847473,1.0348731,12.839201,0.7283071,10.647841,103.48732,[-0.777 -0.677 -0.342 -0.401 -0.68 ],404.09,100.0,23.981699,0.0010576947,-1.0681152e-06,98.66208,4.943549,100
0.013409948,2.0470057,1.3409948,182,1397.9012,2.8018203,4.513894,-77.27773514539163,-47.835884,6541720,18200,0.00041199362,36.140812,35.691082,0.017825423,5.432134,15831.288941383362,0.09453707,14.353728,0.71990377,1.7825425,9.453708,[-0.785 -0.647 -0.334 -0.39  -0.691],375.57,100.0,31.636019,0.041199364,-5.8174135e-07,98.58848,4.9829793,100
0.010278536,2.0392644,1.0278536,183,289.31274,1.330343,1.0261551,-67.66849561497143,-46.80757,6576077,18300,0.0023402502,81.34269,75.16859,0.004922622,2.825722,15936.208851337433,0.025852947,16.854706,0.7200345,0.4922622,2.5852947,[-0.785 -0.626 -0.335 -0.38  -0.699],343.57,100.0,32.756493,0.23402502,-1.6784668e-06,98.60608,4.9986076,100
0.010245753,1.9522147,1.0245755,184,234.38666,1.1596855,0.7249787,-73.23628730167262,-49.43872,6613427,18400,0.0035661368,87.04355,86.23028,0.0039529284,2.5201118,16047.90608215332,0.022819936,15.191903,0.71413493,0.3952928,2.2819936,[-0.784 -0.627 -0.338 -0.378 -0.699],373.5,100.0,32.915478,0.3566137,-2.670288e-07,98.607834,4.998771,100
0.0145634785,2.063858,1.4563478,185,4749.943,14.383515,5.86122,-70.9607055007093,-45.204445,6649990,18500,7.527591e-05,3.7645476,6.9524035,0.073633626,3.710662,16158.952661275864,0.7382791,16.709846,0.71608603,7.3633633,73.82791,[-0.783 -0.632 -0.337 -0.383 -0.705],365.63,100.0,37.86275,0.007527591,-1.7356873e-06,98.61185,4.977235,100
0.011284071,2.2058895,1.1284072,186,1455.8296,4.2610264,3.62902,-71.43804112072229,-41.236206,6689063,18600,0.00040884534,24.97574,23.468525,0.019557238,4.3968115,16279.843421459198,0.18236476,12.2309265,0.72195697,1.9557238,18.236477,[-0.788 -0.639 -0.333 -0.377 -0.703],390.73,100.0,26.20689,0.040884536,-4.386902e-07,98.63434,4.9935837,100
0.022190042,1.7355411,2.2190042,187,11498.405,22.276146,15.761227,-66.30980083529707,-56.22728,6730285,18700,2.7906128e-05,7.3725066,4.4891067,0.078653954,10.4967575,16405.648985624313,0.7044009,12.321694,0.72508705,7.865395,70.440094,[-0.784 -0.645 -0.339 -0.376 -0.697],412.22,100.0,35.68815,0.0027906129,-8.392334e-07,98.67828,4.9394197,100
0.010553719,2.1150806,1.055372,188,726.57434,4.1627293,4.3810635,-67.31520419732716,-45.310654,6770227,18800,0.00030664413,22.514046,24.022701,0.019578991,4.953836,16527.303000688553,0.12630291,12.2036495,0.73126775,1.9578991,12.630291,[-0.79  -0.639 -0.332 -0.381 -0.694],399.42,100.0,19.792835,0.030664412,2.0980835e-07,98.66293,4.9972324,100
0.012934763,2.1356282,1.2934762,189,786.91626,2.2313886,4.3944054,-63.323808296241594,-45.621307,6811237,18900,0.00021881437,35.575222,44.815144,0.017406486,5.775039,16654.92798447609,0.13565212,13.94027,0.7325959,1.7406487,13.565213,[-0.787 -0.655 -0.339 -0.389 -0.688],410.1,100.0,24.787418,0.021881437,2.2888183e-07,98.69118,4.9853477,100
0.0115586305,2.0676792,1.1558632,190,218.28477,1.3828365,1.4244581,-81.31512343108783,-47.859016,6846210,19000,0.0021478331,72.35877,72.31513,0.007143968,3.1648495,16760.107498407364,0.041230164,14.348027,0.72440225,0.7143968,4.1230164,[-0.78  -0.635 -0.336 -0.381 -0.686],349.73,100.0,25.142944,0.21478331,3.2424927e-07,98.53499,4.992213,100
0.3645754,2.1013765,36.457535,191,7037509.0,5424.4756,266.6888,-71.48035312657662,-45.61904,6887008,19100,4.464961e-08,1.0740653,0.018434962,3.498864,157.21402,16885.472059726715,35.174786,12.915108,0.7189306,349.88638,3517.4785,[-0.777 -0.643 -0.334 -0.383 -0.695],407.98,100.0,23.197897,4.464961e-06,2.479553e-07,98.64958,3.5073564,100
0.010739359,2.0566921,1.0739357,192,200.40697,1.0984405,0.2414095,-67.54420632662449,-46.138832,6923759,19200,0.0043182,91.36312,91.038155,0.0033019532,2.221715,16987.62674331665,0.023241453,14.042737,0.7189692,0.33019534,2.3241453,[-0.778 -0.63  -0.318 -0.39  -0.7  ],367.51,100.0,22.593412,0.43182003,2.0980835e-07,98.632416,4.9963045,100
0.009789202,2.050758,0.9789202,193,557.3246,2.1147676,2.5159082,-70.07047922533711,-46.322617,6961542,19300,0.00068060245,53.364075,47.286522,0.009151305,3.8940835,17056.15487575531,0.05130704,14.460108,0.7248776,0.91513056,5.1307044,[-0.778 -0.63  -0.318 -0.388 -0.7  ],377.83,100.0,31.700752,0.06806025,-1.2111664e-06,98.62909,4.998946,100
0.009718398,2.394607,0.9718397,194,134.18152,1.0805243,0.46717244,-67.00916782841803,-36.89342,7000588,19400,0.0055706995,94.779274,92.54766,0.0022808812,2.8158138,17130.343111276627,0.015013438,11.4842,0.7255997,0.22808814,1.5013438,[-0.784 -0.638 -0.317 -0.394 -0.694],390.46,100.0,21.435265,0.55706996,1.5258789e-07,98.65677,4.9985924,100
0.01344457,2.2665243,1.3444571,195,6042.007,13.304361,6.96912,-79.95081689420401,-40.844204,7035019,19500,9.401233e-05,12.364981,7.516332,0.035792254,5.605069,17194.200963974,0.27985293,16.239424,0.7228744,3.5792253,27.985292,[-0.791 -0.632 -0.318 -0.391 -0.693],344.31,100.0,30.546038,0.009401233,-6.9618227e-07,98.53558,4.9828067,100
0.0101667,1.7868377,1.0166699,196,321.56464,1.1538332,0.7383293,-67.40450543250489,-54.825947,7070524,19600,0.0047645736,86.33503,86.66764,0.004044743,2.4050212,17256.9992749691,0.027216831,17.46899,0.726074,0.40447426,2.7216833,[-0.795 -0.63  -0.312 -0.399 -0.696],355.05,100.0,28.455584,0.47645736,-2.7656556e-06,98.620316,4.9991665,100
0.011576306,2.0998805,1.1576307,197,1004.4506,3.650601,3.937633,-69.84372500834688,-45.91467,7105953,19700,0.00023309002,23.867,27.39275,0.020675573,4.55978,17320.4824590683,0.17467459,13.53019,0.7103956,2.0675573,17.467459,[-0.799 -0.624 -0.313 -0.393 -0.693],354.29,100.0,20.875563,0.023309002,-3.0517577e-07,98.60573,4.9921246,100
0.04207788,2.1758285,4.207788,198,29781.863,57.290672,16.936846,-67.86050848052662,-41.284508,7145974,19800,2.2514467e-05,3.1767032,1.7454848,0.23230332,9.886379,17390.266154766083,1.8352394,13.045745,0.6950825,23.230331,183.52394,[-0.798 -0.626 -0.305 -0.392 -0.709],400.21,100.0,21.341824,0.0022514467,9.3460085e-07,98.66087,4.842156,100
0.00950438,1.8507069,0.950438,199,162.32094,1.583752,0.9822832,-75.17218547185026,-48.741135,7184490,19900,0.0016572919,66.61885,63.141197,0.0067278445,2.411543,17456.853026390076,0.033577688,12.151107,0.69512546,0.67278445,3.357769,[-0.8   -0.621 -0.297 -0.379 -0.724],385.16,100.0,26.72564,0.1657292,-8.773804e-07,98.60965,4.9975224,100
0.009557642,2.026773,0.95576423,200,172.05777,1.1709011,0.46044022,-75.70426215886549,-43.425545,7225413,20000,0.0031175434,85.96643,85.40431,0.0038616252,2.3614588,17525.5145945549,0.021636996,12.976154,0.69406646,0.38616255,2.1636996,[-0.801 -0.622 -0.294 -0.377 -0.724],409.23,100.0,43.465622,0.31175435,1.5258789e-07,98.63002,4.9977884,100
0.010738153,1.9376252,1.0738155,201,210.50908,2.0196354,2.1695836,-78.01489866702961,-45.98123,7264398,20100,0.0009888738,50.942276,49.513885,0.010537661,3.448079,17590.918029785156,0.06915026,12.56051,0.69184774,1.0537661,6.9150267,[-0.8   -0.618 -0.292 -0.376 -0.725],389.85,100.0,21.005417,0.098887384,6.4849854e-07,98.59977,4.99631,100
0.012339226,1.88746,1.2339226,202,334.69244,2.886916,1.6603602,-70.89771612294338,-47.153305,7306258,20200,0.00057340495,26.801384,34.63904,0.020392045,2.4433074,17662.78693318367,0.1452312,12.830837,0.69232595,2.0392046,14.523121,[-0.799 -0.622 -0.295 -0.374 -0.727],418.6,100.0,27.421936,0.057340495,-1.9454956e-06,98.66126,4.9883175,100
0.010988443,2.1536763,1.0988443,203,160.8559,1.4957781,0.8756119,-74.44407328129375,-39.238617,7347468,20300,0.0021080207,61.18127,66.854836,0.008752811,2.774386,17733.552468061447,0.06924086,11.707104,0.7003775,0.87528116,6.9240866,[-0.795 -0.623 -0.3   -0.371 -0.727],412.1,100.0,21.841932,0.21080208,3.2424927e-07,98.6387,4.9950604,100
0.011228727,2.3125925,1.1228728,204,1141.4454,4.969436,5.086208,-78.72909312986502,-35.67885,7387931,20400,0.00012190029,25.536308,20.123007,0.01917449,5.9806643,17805.629373311996,0.13009912,10.317832,0.7100039,1.917449,13.009912,[-0.794 -0.619 -0.302 -0.365 -0.719],404.63,100.0,22.82221,0.012190029,-3.8146972e-08,98.610855,4.9938602,100
0.010275065,2.1707072,1.0275064,205,254.73004,1.2450143,1.063937,-75.14876510044856,-41.379326,7430558,20500,0.003771286,79.047775,80.32036,0.0052899895,3.137183,17877.929837942123,0.030164113,12.305531,0.72265553,0.5289989,3.0164113,[-0.792 -0.6   -0.297 -0.35  -0.709],426.27,100.0,29.10362,0.3771286,-1.2588501e-06,98.647415,4.998625,100
0.010390155,2.1524951,1.0390155,206,606.7004,2.6746027,1.8287684,-80.9293995962169,-43.823498,7470528,20600,0.00058374234,37.25566,37.38873,0.013483827,3.065239,17947.10323739052,0.10244036,11.399159,0.7253763,1.3483827,10.244036,[-0.79  -0.596 -0.296 -0.349 -0.696],399.7,100.0,23.118504,0.058374237,8.5830686e-07,98.59505,4.9980497,100
0.010458673,2.2913618,1.0458672,207,316.28513,1.850464,1.0182453,-77.46958251196423,-40.065666,7507652,20700,0.0007336673,54.10191,54.0405,0.009633132,2.8472953,18014.838107585907,0.07872629,12.897667,0.72949135,0.9633132,7.8726296,[-0.792 -0.591 -0.295 -0.353 -0.694],371.24,100.0,26.815409,0.07336673,2.6226044e-06,98.58264,4.9977074,100
0.010240138,2.2618012,1.0240138,208,173.2628,1.8088928,1.6877337,-78.4634419482448,-41.56964,7546887,20800,0.00166375,63.472534,55.282433,0.0077682384,3.482615,18084.1075360775,0.03965874,12.595581,0.73187953,0.7768239,3.9658742,[-0.788 -0.596 -0.3   -0.355 -0.689],392.35,100.0,27.377514,0.16637501,-5.722046e-07,98.60004,4.9987993,100
0.009982198,2.0667503,0.9982196,209,210.99321,1.0964621,0.34825987,-70.46076267118379,-47.779366,7584525,20900,0.0044666994,91.823586,91.20242,0.0029787263,2.3526485,18153.42375421524,0.020225924,13.69765,0.7344293,0.29787266,2.0225923,[-0.788 -0.593 -0.305 -0.353 -0.687],376.38,100.0,30.181374,0.44666994,-1.2779236e-06,98.62558,4.999911,100
0.011535465,1.9230679,1.1535466,210,1607.3889,4.6509047,4.7593007,-70.18593183145738,-52.472336,7624567,21000,0.00024126019,23.194645,21.501194,0.020991186,4.699585,18223.050080776215,0.14603314,13.705141,0.7436086,2.0991187,14.603313,[-0.791 -0.591 -0.305 -0.351 -0.684],400.42,100.0,37.965973,0.02412602,-8.5830686e-07,98.649445,4.9923286,100
0.010024471,2.1872325,1.0024472,211,190.28752,1.148723,0.61896324,-71.1064267596289,-45.924362,7663199,21100,0.0035878879,88.99349,87.053185,0.0035253882,2.739327,18289.522787809372,0.025075026,13.742139,0.7522314,0.35253882,2.5075026,[-0.794 -0.599 -0.315 -0.352 -0.675],386.32,100.0,31.767305,0.3587888,1.7929077e-06,98.63188,4.9998775,100
0.009955107,2.5048494,0.9955108,212,153.37924,1.0296015,0.143074,-76.03533917742055,-37.689186,7702361,21200,0.006360584,97.09944,97.12496,0.0017205905,2.6108155,18357.633854150772,0.014514048,12.290805,0.7485349,0.17205906,1.4514048,[-0.803 -0.598 -0.318 -0.349 -0.667],391.62,100.0,23.701359,0.6360584,-1.411438e-06,98.611694,4.9997754,100
0.0101029305,2.0992472,1.010293,213,168.48032,1.2254736,1.1859326,-74.70863440770333,-49.302856,7742384,21300,0.0034825625,81.57555,81.601105,0.0048013623,3.114028,18426.42987179756,0.03322048,12.875114,0.74955493,0.48013622,3.3220482,[-0.804 -0.597 -0.318 -0.347 -0.67 ],400.23,100.0,26.5804,0.34825626,1.2016296e-06,98.62668,4.9994855,100
0.014484164,2.1788325,1.4484166,214,3889.3167,10.834228,6.0618453,-76.02227510524148,-47.068268,7779890,21400,1.8860148e-05,11.19855,9.230007,0.040787082,4.6408186,18492.836452960968,0.35314238,14.684499,0.7520062,4.0787086,35.31424,[-0.798 -0.604 -0.318 -0.354 -0.669],375.06,100.0,24.803461,0.0018860148,1.14440915e-07,98.59462,4.9776297,100
0.009999999,2.5256855,1.0,215,186.32114,1.0,-1.7136335e-06,-74.89866850466326,-37.030304,7817462,21500,0.01,100.0,100.0,9.313226e-10,2.5256855,18560.202654838562,0.01,13.581529,0.7520062,,1.0,[-0.804 -0.602 -0.313 -0.36  -0.667],375.72,100.0,26.952211,1.0,-1.6117096e-06,98.6013,5.0,100
