AvgRet,VarRet,AvgEpLen,EpsThisIter,AvgNormIw,BatchSize,IterType,Bound,AvgVanillaIw,ESSClassic,ESSRenyi,delta,VarVanillaIw,VarNormIw,MaxVanillaIw,renyi2,MaxNormIw,VarDiscRet,AvgDiscRet,J,MinVanillaIw,SamplesThisIter,VanillaAvgRet,VarJ,MinNormIw
2771.55975856,3669792.37754,277.777777778,180,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3669792.37754,2771.55975856,nan,nan,50000,2771.55975856,nan,nan
3727.39976277,3361943.35345,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3361943.35345,3727.39976277,nan,nan,50000,3727.39976277,nan,nan
3007.51766041,4783788.77251,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4783788.77251,3007.51766041,nan,nan,50000,3007.51766041,nan,nan
3728.18171121,4404061.75752,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4404061.75752,3728.18171121,nan,nan,50000,3728.18171121,nan,nan
3242.70538489,4138913.42525,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4138913.42525,3242.70538489,nan,nan,50000,3242.70538489,nan,nan
3160.35081961,4793944.68484,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4793944.68484,3160.35081961,nan,nan,50000,3160.35081961,nan,nan
2936.46300397,4765828.61226,294.117647059,170,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4765828.61226,2936.46300397,nan,nan,50000,2936.46300397,nan,nan
3199.34773361,4301576.60272,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4301576.60272,3199.34773361,nan,nan,50000,3199.34773361,nan,nan
3080.69497445,3384553.98679,308.641975309,162,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3384553.98679,3080.69497445,nan,nan,50000,3080.69497445,nan,nan
3783.94239655,2042635.39653,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2042635.39653,3783.94239655,nan,nan,50000,3783.94239655,nan,nan
4543.79854309,1102239.55654,454.545454545,110,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1102239.55654,4543.79854309,nan,nan,50000,4543.79854309,nan,nan
2682.38054622,4080418.95499,268.817204301,186,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4080418.95499,2682.38054622,nan,nan,50000,2682.38054622,nan,nan
2802.75462202,3898954.03669,280.898876404,178,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3898954.03669,2802.75462202,nan,nan,50000,2802.75462202,nan,nan
3007.44670946,4181976.51897,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4181976.51897,3007.44670946,nan,nan,50000,3007.44670946,nan,nan
2494.54758202,4602327.77368,250.0,200,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4602327.77368,2494.54758202,nan,nan,50000,2494.54758202,nan,nan
2772.7837432,4537982.25181,277.777777778,180,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4537982.25181,2772.7837432,nan,nan,50000,2772.7837432,nan,nan
3466.96547414,3026013.77536,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3026013.77536,3466.96547414,nan,nan,50000,3466.96547414,nan,nan
2519.84468524,5138347.02742,252.525252525,198,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5138347.02742,2519.84468524,nan,nan,50000,2519.84468524,nan,nan
2308.96749647,4552490.84482,231.481481481,216,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4552490.84482,2308.96749647,nan,nan,50000,2308.96749647,nan,nan
3420.10809173,3716230.72457,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3716230.72457,3420.10809173,nan,nan,50000,3420.10809173,nan,nan
2518.08543385,4728859.03182,252.525252525,198,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4728859.03182,2518.08543385,nan,nan,50000,2518.08543385,nan,nan
3420.91285006,3930635.23944,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3930635.23944,3420.91285006,nan,nan,50000,3420.91285006,nan,nan
2626.30321837,4729210.55995,263.157894737,190,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4729210.55995,2626.30321837,nan,nan,50000,2626.30321837,nan,nan
2626.33636362,4906068.04961,263.157894737,190,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4906068.04961,2626.33636362,nan,nan,50000,2626.33636362,nan,nan
2571.30645387,4341874.32255,257.731958763,194,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4341874.32255,2571.30645387,nan,nan,50000,2571.30645387,nan,nan
3516.85700638,2693519.57375,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2693519.57375,3516.85700638,nan,nan,50000,3516.85700638,nan,nan
2397.5759257,5121524.41372,240.384615385,208,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5121524.41372,2397.5759257,nan,nan,50000,2397.5759257,nan,nan
2597.61019628,3649251.7196,260.416666667,192,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3649251.7196,2597.61019628,nan,nan,50000,2597.61019628,nan,nan
2971.58464979,4715232.86526,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4715232.86526,2971.58464979,nan,nan,50000,2971.58464979,nan,nan
3784.80375939,4120848.41249,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4120848.41249,3784.80375939,nan,nan,50000,3784.80375939,nan,nan
2970.82373061,4038032.98351,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4038032.98351,2970.82373061,nan,nan,50000,2970.82373061,nan,nan
3007.55676683,4430523.8989,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4430523.8989,3007.55676683,nan,nan,50000,3007.55676683,nan,nan
2519.83795656,4774447.14454,252.525252525,198,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4774447.14454,2519.83795656,nan,nan,50000,2519.83795656,nan,nan
2330.64339719,4443837.95715,233.644859813,214,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4443837.95715,2330.64339719,nan,nan,50000,2330.64339719,nan,nan
3728.14963855,3451896.93124,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3451896.93124,3728.14963855,nan,nan,50000,3728.14963855,nan,nan
2836.07679687,4504331.69268,284.090909091,176,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4504331.69268,2836.07679687,nan,nan,50000,2836.07679687,nan,nan
2111.9537233,5235727.1125,211.86440678,236,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5235727.1125,2111.9537233,nan,nan,50000,2111.9537233,nan,nan
2287.25285839,4484901.75386,229.357798165,218,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4484901.75386,2287.25285839,nan,nan,50000,2287.25285839,nan,nan
2266.24018218,4218552.83561,227.272727273,220,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4218552.83561,2266.24018218,nan,nan,50000,2266.24018218,nan,nan
3007.52098136,4082452.20526,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4082452.20526,3007.52098136,nan,nan,50000,3007.52098136,nan,nan
2712.31834433,5585626.97366,271.739130435,184,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5585626.97366,2712.31834433,nan,nan,50000,2712.31834433,nan,nan
3158.78218019,4350619.24759,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4350619.24759,3158.78218019,nan,nan,50000,3158.78218019,nan,nan
3081.93346022,4113963.13305,308.641975309,162,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4113963.13305,3081.93346022,nan,nan,50000,3081.93346022,nan,nan
3673.20442497,3851027.32526,367.647058824,136,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3851027.32526,3673.20442497,nan,nan,50000,3673.20442497,nan,nan
3728.14075952,4010070.19429,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4010070.19429,3728.14075952,nan,nan,50000,3728.14075952,nan,nan
2186.95379595,4901980.14943,219.298245614,228,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4901980.14943,2186.95379595,nan,nan,50000,2186.95379595,nan,nan
4094.85312336,1997557.63583,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1997557.63583,4094.85312336,nan,nan,50000,4094.85312336,nan,nan
3673.06918556,3861582.1379,367.647058824,136,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3861582.1379,3673.06918556,nan,nan,50000,3673.06918556,nan,nan
4094.74746703,1755939.19326,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1755939.19326,4094.74746703,nan,nan,50000,4094.74746703,nan,nan
3728.15329517,2713756.66783,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2713756.66783,3728.15329517,nan,nan,50000,3728.15329517,nan,nan
2654.36440805,4590820.85734,265.957446809,188,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4590820.85734,2654.36440805,nan,nan,50000,2654.36440805,nan,nan
3420.8806487,5172712.35807,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5172712.35807,3420.8806487,nan,nan,50000,3420.8806487,nan,nan
2971.62357881,5206044.98471,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5206044.98471,2971.62357881,nan,nan,50000,2971.62357881,nan,nan
2970.88433486,4726571.09252,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4726571.09252,2970.88433486,nan,nan,50000,2970.88433486,nan,nan
3200.93607088,4263091.19461,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4263091.19461,3200.93607088,nan,nan,50000,3200.93607088,nan,nan
3567.91785211,4212377.37102,357.142857143,140,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4212377.37102,3567.91785211,nan,nan,50000,3567.91785211,nan,nan
3120.66271478,4697678.8455,312.5,160,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4697678.8455,3120.66271478,nan,nan,50000,3120.66271478,nan,nan
3285.43540492,4439059.49365,328.947368421,152,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4439059.49365,3285.43540492,nan,nan,50000,3285.43540492,nan,nan
3517.52796754,3736041.341,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3736041.341,3517.52796754,nan,nan,50000,3517.52796754,nan,nan
3728.0615115,3111993.08402,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3111993.08402,3728.0615115,nan,nan,50000,3728.0615115,nan,nan
2772.14544382,4436697.37788,277.777777778,180,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4436697.37788,2772.14544382,nan,nan,50000,2772.14544382,nan,nan
2420.92561832,4503372.01466,242.718446602,206,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4503372.01466,2420.92561832,nan,nan,50000,2420.92561832,nan,nan
2148.06320826,3622875.96912,215.517241379,232,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3622875.96912,2148.06320826,nan,nan,50000,2148.06320826,nan,nan
2970.88291306,3786559.42705,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3786559.42705,2970.88291306,nan,nan,50000,2970.88291306,nan,nan
2307.94756183,3803825.127,231.481481481,216,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3803825.127,2307.94756183,nan,nan,50000,2307.94756183,nan,nan
3200.94458708,4943334.10603,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4943334.10603,3200.94458708,nan,nan,50000,3200.94458708,nan,nan
2421.56324396,4602950.6796,242.718446602,206,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4602950.6796,2421.56324396,nan,nan,50000,2421.56324396,nan,nan
2598.84227902,4333349.9989,260.416666667,192,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4333349.9989,2598.84227902,nan,nan,50000,2598.84227902,nan,nan
2742.23573959,4439466.10956,274.725274725,182,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4439466.10956,2742.23573959,nan,nan,50000,2742.23573959,nan,nan
3420.86677379,3716343.76388,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3716343.76388,3420.86677379,nan,nan,50000,3420.86677379,nan,nan
2970.86922712,4439980.38673,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4439980.38673,2970.86922712,nan,nan,50000,2970.86922712,nan,nan
2493.3794436,4196538.46794,250.0,200,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4196538.46794,2493.3794436,nan,nan,50000,2493.3794436,nan,nan
3081.38515453,4502710.92336,308.641975309,162,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4502710.92336,3081.38515453,nan,nan,50000,3081.38515453,nan,nan
3373.74532446,4009331.00544,337.837837838,148,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4009331.00544,3373.74532446,nan,nan,50000,3373.74532446,nan,nan
3517.59232436,4210198.34483,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4210198.34483,3517.59232436,nan,nan,50000,3517.59232436,nan,nan
2265.84663245,4480895.11533,227.272727273,220,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4480895.11533,2265.84663245,nan,nan,50000,2265.84663245,nan,nan
2571.35629709,4890606.48614,257.731958763,194,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4890606.48614,2571.35629709,nan,nan,50000,2571.35629709,nan,nan
3158.77395664,4514644.84683,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4514644.84683,3158.77395664,nan,nan,50000,3158.77395664,nan,nan
3199.25415372,2027631.17089,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2027631.17089,3199.25415372,nan,nan,50000,3199.25415372,nan,nan
3120.69093003,4581189.95329,312.5,160,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4581189.95329,3120.69093003,nan,nan,50000,3120.69093003,nan,nan
3285.42067823,3822889.25191,328.947368421,152,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3822889.25191,3285.42067823,nan,nan,50000,3285.42067823,nan,nan
3467.66942849,2928769.47141,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2928769.47141,3467.66942849,nan,nan,50000,3467.66942849,nan,nan
3200.97008757,4247930.44295,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4247930.44295,3200.97008757,nan,nan,50000,3200.97008757,nan,nan
3467.83067054,3289420.35082,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3289420.35082,3467.83067054,nan,nan,50000,3467.83067054,nan,nan
2374.59470095,4279950.94357,238.095238095,210,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4279950.94357,2374.59470095,nan,nan,50000,2374.59470095,nan,nan
4164.29364015,2918559.08767,416.666666667,120,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2918559.08767,4164.29364015,nan,nan,50000,4164.29364015,nan,nan
3420.15004642,3830585.319,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3830585.319,3420.15004642,nan,nan,50000,3420.15004642,nan,nan
2741.5446106,3751798.58315,274.725274725,182,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3751798.58315,2741.5446106,nan,nan,50000,2741.5446106,nan,nan
2868.80533007,4987609.46426,287.356321839,174,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4987609.46426,2868.80533007,nan,nan,50000,2868.80533007,nan,nan
3006.15348468,3585794.52426,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3585794.52426,3006.15348468,nan,nan,50000,3006.15348468,nan,nan
3728.11246426,2850034.02796,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2850034.02796,3728.11246426,nan,nan,50000,3728.11246426,nan,nan
3728.1659617,4034854.12792,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4034854.12792,3728.1659617,nan,nan,50000,3728.1659617,nan,nan
3516.72867625,2930411.52622,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2930411.52622,3516.72867625,nan,nan,50000,3516.72867625,nan,nan
3044.28497426,3806882.56859,304.87804878,164,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3806882.56859,3044.28497426,nan,nan,50000,3044.28497426,nan,nan
2626.38130022,4864921.22221,263.157894737,190,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4864921.22221,2626.38130022,nan,nan,50000,2626.38130022,nan,nan
3467.68973678,2878415.64058,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2878415.64058,3467.68973678,nan,nan,50000,3467.68973678,nan,nan
3468.51290529,3081689.78423,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3081689.78423,3468.51290529,nan,nan,50000,3468.51290529,nan,nan
2971.58853683,4458228.71316,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4458228.71316,2971.58853683,nan,nan,50000,2971.58853683,nan,nan
2205.94081222,4087256.17188,221.238938053,226,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4087256.17188,2205.94081222,nan,nan,50000,2205.94081222,nan,nan
4164.22706602,2211012.58482,416.666666667,120,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2211012.58482,4164.22706602,nan,nan,50000,4164.22706602,nan,nan
3420.82849254,4246800.55099,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4246800.55099,3420.82849254,nan,nan,50000,3420.82849254,nan,nan
3006.75942668,3638452.36951,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3638452.36951,3006.75942668,nan,nan,50000,3006.75942668,nan,nan
