Bound,VarNormIw,MaxVanillaIw,eRenyi2,AvgEpLen,BatchSize,ESSClassic,MinVanillaIw,AvgNormIw,Delta,J,MaxNormIw,VarRet,IterType,VarVanillaIw,VarJ,VarDiscRet,AvgVanillaIw,EpsThisIter,ESSRenyi,AvgRet,MinNormIw,AvgDiscRet,VanillaAvgRet
-428.804,2.09658e-05,5.20728,1.06102,500.0,100,82.8115210792,0.596797,0.01,0.2,-343.241,0.0503634,1080.47492793,1,0.224131,42.2385,1080.47492793,1.03394,100,94.2491405782,-346.796864654,0.00577206,-346.796864654,-346.796864654
-438.032,2.4399e-06,1.3926,1.02366,500.0,100,97.6414657457,0.537735,0.01,0.2,-347.968,0.0139527,1069.17801866,1,0.0243057,32.5912,1069.17801866,0.998086,100,97.6882586944,-350.064188833,0.00538766,-350.064188833,-350.064188833
-426.597,1.30411e-06,1.4744,1.01054,500.0,100,98.7253795512,0.604377,0.01,0.2,-341.612,0.0147052,938.615110239,1,0.01311,30.1791,938.615110239,1.00264,100,98.9569224127,-342.504782903,0.00602786,-342.504782903,-342.504782903
-440.299,8.87419e-07,1.28932,1.00668,500.0,100,99.1290770943,0.769643,0.01,0.2,-349.997,0.0127931,1097.53681525,1,0.00901364,32.674,1097.53681525,1.00783,100,99.3364432339,-350.607667842,0.00763666,-350.607667842,-350.607667842
-433.75,2.95819e-06,1.63988,1.02101,500.0,100,97.154714263,0.417786,0.01,0.2,-346.056,0.0161798,1005.88215778,1,0.0303881,31.0518,1005.88215778,1.01353,100,97.9425499062,-347.830185505,0.00412207,-347.830185505,-347.830185505
-434.556,2.21652e-06,1.48094,1.01792,500.0,100,97.8527950138,0.686288,0.01,0.2,-346.73,0.0144807,936.343222869,1,0.023183,31.2997,936.343222869,1.0227,100,98.2390854543,-348.234425639,0.00671053,-348.234425639,-348.234425639
-435.728,1.54367e-06,1.34985,1.01339,500.0,100,98.4947793414,0.682889,0.01,0.2,-348.034,0.0134448,1021.87706883,1,0.0155602,32.5816,1021.87706883,1.00399,100,98.6788253507,-349.156863132,0.00680172,-349.156863132,-349.156863132
-457.791,2.44782e-06,1.52857,1.01712,500.0,100,97.6339765787,0.77859,0.01,0.2,-353.956,0.0152873,1260.4965197,1,0.0244733,34.9174,1260.4965197,0.999899,100,98.3164009242,-355.685765,0.00778668,-355.685765,-355.685765
-436.789,1.78033e-06,1.26356,1.01418,500.0,100,98.2679952715,0.554724,0.01,0.2,-348.735,0.0128836,993.844461073,1,0.0171245,29.9155,993.844461073,0.980753,100,98.6014026291,-350.046207263,0.0056561,-350.046207263,-350.046207263
-450.677,7.35057e-07,1.16115,1.00689,500.0,100,99.2775404777,0.810519,0.01,0.2,-348.0,0.011629,1010.3567223,1,0.00732852,31.086,1010.3567223,0.998499,100,99.3156619203,-348.685240855,0.00811738,-348.685240855,-348.685240855
-438.984,2.42324e-06,1.43156,1.01906,500.0,100,97.6571947545,0.476011,0.01,0.2,-348.746,0.0146329,1129.1489194,1,0.0231929,32.7114,1129.1489194,0.978315,100,98.1295096325,-350.522380571,0.00486562,-350.522380571,-350.522380571
-445.241,2.93386e-06,1.60093,1.01619,500.0,100,97.1774613907,0.397166,0.01,0.2,-342.321,0.0159306,1187.1196373,1,0.0296293,32.9293,1187.1196373,1.00494,100,98.4071122023,-344.03478416,0.00395213,-344.03478416,-344.03478416
-441.934,7.73687e-07,1.24735,1.00704,500.0,100,99.2399136469,0.729964,0.01,0.2,-352.63,0.0125519,891.701041958,1,0.00764056,28.8418,891.701041958,0.993756,100,99.3006135405,-353.2802529,0.0073455,-353.2802529,-353.2802529
-433.471,2.59611e-06,1.36356,1.02079,500.0,100,97.4942738991,0.399301,0.01,0.2,-340.78,0.0135445,953.013941249,1,0.0263113,29.8465,953.013941249,1.00672,100,97.9635498773,-342.721318791,0.00396635,-342.721318791,-342.721318791
-426.848,1.58178e-06,1.21334,1.01775,500.0,100,98.458179435,0.679793,0.01,0.2,-341.676,0.0124308,905.002342057,1,0.0150698,29.5475,905.002342057,0.976069,100,98.2564147254,-343.129985792,0.0069646,-343.129985792,-343.129985792
-437.255,3.34749e-06,1.34316,1.02721,500.0,100,96.7922877742,0.506179,0.01,0.2,-349.213,0.013348,1154.58897678,1,0.0338955,32.5512,1154.58897678,1.00626,100,97.3509192891,-351.65283292,0.00503029,-351.65283292,-351.65283292
-432.69,6.56271e-07,1.31411,1.00891,500.0,100,99.354492767,0.646904,0.01,0.2,-346.281,0.0130894,909.435545126,1,0.00661464,29.8853,909.435545126,1.00395,100,99.1170267709,-347.05034179,0.00644359,-347.05034179,-347.05034179
-434.588,1.9641e-06,1.31719,1.01725,500.0,100,98.0926112432,0.606964,0.01,0.2,-344.985,0.0132998,1139.60711882,1,0.0192651,33.5898,1139.60711882,0.990384,100,98.3046028837,-346.527825411,0.00612857,-346.527825411,-346.527825411
-430.996,0.00999946,3.81645,1.0,500.0,100,1.00005347611,,0.01,0.2,-322.05,0.999973,1544.91859872,1,0.145653,0.00347586,1544.91859872,0.0381655,100,99.9996662151,-347.910926807,,-347.910926807,-347.910926807
-442.846,6.89514e-06,2.10064,1.0448,500.0,100,93.6100345413,0.250534,0.01,0.2,-346.092,0.0202213,1420.28035855,1,0.0744096,35.9432,1420.28035855,1.03883,100,95.7117882864,-350.455852449,0.0024117,-350.455852449,-350.455852449
-455.422,3.49717e-06,1.64915,1.02542,500.0,100,96.6536445171,0.555494,0.01,0.2,-358.1,0.01632,1446.66304328,1,0.0357104,38.268,1446.66304328,1.01051,100,97.5214739788,-360.546927625,0.00549719,-360.546927625,-360.546927625
-443.428,6.45133e-06,1.75341,1.0467,500.0,100,93.9966104869,0.408907,0.01,0.2,-351.007,0.0180787,1116.95836736,1,0.0606849,33.4646,1116.95836736,0.969875,100,95.5381736061,-354.635253915,0.00421608,-354.635253915,-354.635253915
-433.115,7.5764e-07,1.3177,1.00631,500.0,100,99.2555672844,0.820487,0.01,0.2,-344.944,0.0130883,1020.53671498,1,0.00767945,31.792,1020.53671498,1.00678,100,99.3729580148,-345.493154655,0.00814963,-345.493154655,-345.493154655
-435.131,3.56152e-06,1.39276,1.03575,500.0,100,96.5941929079,0.495861,0.01,0.2,-347.393,0.0139701,1100.36693109,1,0.0353984,33.1199,1100.36693109,0.996952,100,96.5480363601,-350.272370586,0.00497377,-350.272370586,-350.272370586
-436.341,1.62384e-06,1.25751,1.01556,500.0,100,98.4178184776,0.475983,0.01,0.2,-346.127,0.0126278,1079.7156639,1,0.0161031,31.5202,1079.7156639,0.995826,100,98.4681725993,-347.564151446,0.00477977,-347.564151446,-347.564151446
-431.075,1.82067e-06,1.36141,1.01463,500.0,100,98.2294970785,0.584115,0.01,0.2,-343.94,0.0138915,865.402824511,1,0.0174867,29.0698,865.402824511,0.980029,100,98.5582031656,-345.20490402,0.00596018,-345.20490402,-345.20490402
-423.695,1.57616e-06,1.31442,1.01151,500.0,100,98.463566649,0.703858,0.01,0.2,-340.589,0.0132107,895.146741435,1,0.0156033,30.7316,895.146741435,0.994964,100,98.861746306,-341.522200061,0.00707421,-341.522200061,-341.522200061
-441.729,2.01967e-06,1.33085,1.01814,500.0,100,98.0396811433,0.624199,0.01,0.2,-346.289,0.0132524,1253.06499117,1,0.020368,33.7211,1253.06499117,1.00423,100,98.2178982003,-348.042118785,0.00621568,-348.042118785,-348.042118785
-441.613,2.21517e-06,1.62501,1.01894,500.0,100,97.8540304582,0.706802,0.01,0.2,-347.635,0.016336,1056.26200119,1,0.0219193,31.7405,1056.26200119,0.994742,100,98.1409901156,-349.339360039,0.00710538,-349.339360039,-349.339360039
-431.447,4.45542e-07,1.15847,1.00471,500.0,100,99.5608495443,0.829819,0.01,0.2,-347.134,0.0115999,1107.50065105,1,0.00444376,33.6786,1107.50065105,0.998691,100,99.5307633129,-347.514742028,0.00830907,-347.514742028,-347.514742028
-447.746,1.67177e-06,1.35783,1.01342,500.0,100,98.3719158616,0.583224,0.01,0.2,-347.864,0.0137016,1111.38940735,1,0.0164181,31.6408,1111.38940735,0.991,100,98.6762484382,-349.250904556,0.00588521,-349.250904556,-349.250904556
-437.578,3.74711e-06,1.38499,1.03201,500.0,100,96.4230251068,0.464293,0.01,0.2,-346.074,0.0139962,1077.0926774,1,0.0366917,31.1703,1077.0926774,0.989544,100,96.8982561195,-348.91924093,0.00469199,-348.91924093,-348.91924093
-446.241,5.16648e-06,1.2579,1.02811,500.0,100,95.1340559979,0.20632,0.01,0.2,-346.607,0.0135508,1228.94030365,1,0.0445204,34.0993,1228.94030365,0.928288,100,97.2658992942,-349.626341824,0.00222258,-349.626341824,-349.626341824
-449.464,2.67554e-06,1.35708,1.01929,500.0,100,97.4195650763,0.423239,0.01,0.2,-346.874,0.0138709,1204.30024735,1,0.0256103,31.5314,1204.30024735,0.978367,100,98.1072451534,-348.751154667,0.00432598,-348.751154667,-348.751154667
-443.085,2.68376e-06,1.39844,1.02283,500.0,100,97.411843314,0.514931,0.01,0.2,-348.168,0.0138623,1181.15763427,1,0.0273126,32.8955,1181.15763427,1.00881,100,97.7679338359,-350.303903758,0.00510435,-350.303903758,-350.303903758
-423.713,1.28969e-06,1.32819,1.01349,500.0,100,98.7393262992,0.662227,0.01,0.2,-338.659,0.0131323,854.496261139,1,0.0131925,29.1801,854.496261139,1.0114,100,98.6689479169,-339.769008541,0.00654765,-339.769008541,-339.769008541
-436.053,4.8014e-06,1.45505,1.03443,500.0,100,95.4622924332,0.294471,0.01,0.2,-346.841,0.0148592,1363.162776,1,0.0460397,34.816,1363.162776,0.979225,100,96.6714384262,-350.190683016,0.00300718,-350.190683016,-350.190683016
-431.08,8.8632e-07,1.46351,1.00892,500.0,100,99.1301684733,0.82126,0.01,0.2,-344.183,0.0145975,939.731301088,1,0.00890886,30.8713,939.731301088,1.00257,100,99.1161015836,-344.940813456,0.00819153,-344.940813456,-344.940813456
-440.303,2.08588e-06,1.75548,1.01797,500.0,100,97.9767543899,0.720651,0.01,0.2,-351.192,0.0172971,1039.92987777,1,0.0214852,30.9682,1039.92987777,1.0149,100,98.2347138284,-352.77195141,0.0071007,-352.77195141,-352.77195141
-428.113,2.02662e-06,1.4455,1.02046,500.0,100,98.0330865322,0.673649,0.01,0.2,-338.481,0.0143323,1051.6123312,1,0.0206147,32.4644,1051.6123312,1.00856,100,97.9950438288,-340.230930827,0.0066793,-340.230930827,-340.230930827
-434.025,2.55556e-06,1.36943,1.021,500.0,100,97.5324166897,0.509764,0.01,0.2,-344.589,0.0140303,1156.45129331,1,0.0243462,33.2909,1156.45129331,0.976051,100,97.9436477208,-346.505164273,0.00522272,-346.505164273,-346.505164273
-438.001,2.28081e-06,1.43922,1.02067,500.0,100,97.7918394411,0.688655,0.01,0.2,-342.285,0.0141966,1292.16820374,1,0.0234411,35.0756,1292.16820374,1.01378,100,97.9751059889,-344.254219728,0.00679294,-344.254219728,-344.254219728
-430.374,8.56341e-07,1.26417,1.00931,500.0,100,99.1593565515,0.78113,0.01,0.2,-344.686,0.0124988,1052.43210919,1,0.00876039,32.4566,1052.43210919,1.01144,100,99.0774933463,-345.486876601,0.00772298,-345.486876601,-345.486876601
-447.908,4.06593e-06,1.8856,1.02991,500.0,100,96.1304642298,0.381221,0.01,0.2,-355.059,0.0190275,1405.15970544,1,0.0399295,37.6554,1405.15970544,0.990985,100,97.0960680216,-357.664133295,0.00384689,-357.664133295,-357.664133295
-434.049,3.77658e-06,2.05611,1.0282,500.0,100,96.3959556969,0.619386,0.01,0.2,-341.981,0.0212061,1233.07716068,1,0.0355033,37.0153,1233.07716068,0.969584,100,97.2569115749,-344.436830867,0.00638816,-344.436830867,-344.436830867
-431.402,9.86032e-07,1.38078,1.00767,500.0,100,99.0332408966,0.810951,0.01,0.2,-346.886,0.0138986,976.93466179,1,0.00973184,31.681,976.93466179,0.993464,100,99.2386223677,-347.503662061,0.00816287,-347.503662061,-347.503662061
-433.646,3.86689e-06,1.2892,1.02776,500.0,100,96.3129325802,0.253378,0.01,0.2,-345.1,0.0131473,1161.60239781,1,0.037182,33.6653,1161.60239781,0.980586,100,97.2990114334,-347.644672261,0.00258395,-347.644672261,-347.644672261
-425.995,1.27317e-06,1.27311,1.01043,500.0,100,98.755270848,0.612029,0.01,0.2,-343.468,0.0126087,1011.14827361,1,0.0129803,31.0102,1011.14827361,1.00971,100,98.9673596554,-344.400304416,0.00606141,-344.400304416,-344.400304416
-428.783,1.2052e-06,1.19785,1.0112,500.0,100,98.8209339532,0.679471,0.01,0.2,-343.509,0.011994,929.725985693,1,0.0120208,30.1483,929.725985693,0.998706,100,98.8919318497,-344.449450697,0.00680351,-344.449450697,-344.449450697
-431.622,2.3189e-06,1.26422,1.02118,500.0,100,97.7558130967,0.512983,0.01,0.2,-342.876,0.0125932,931.357256634,1,0.0233698,29.3181,931.357256634,1.00389,100,97.9256741037,-344.776475354,0.00510995,-344.776475354,-344.776475354
-442.648,1.5441e-06,1.47084,1.01635,500.0,100,98.4943361111,0.673577,0.01,0.2,-353.006,0.0147762,1050.1149758,1,0.0152996,32.5406,1050.1149758,0.99541,100,98.3914377034,-354.440785365,0.00676683,-354.440785365,-354.440785365
-440.308,1.67853e-06,1.41002,1.01524,500.0,100,98.3654356112,0.589773,0.01,0.2,-343.355,0.0137581,1266.89002398,1,0.0176306,35.7311,1266.89002398,1.02487,100,98.4985461715,-344.813835204,0.00575461,-344.813835204,-344.813835204
-443.453,3.41602e-06,1.59835,1.02222,500.0,100,96.7287363854,0.575555,0.01,0.2,-351.092,0.0156806,1285.92606465,1,0.035493,34.773,1285.92606465,1.01932,100,97.8266860207,-353.07980342,0.00564646,-353.07980342,-353.07980342
-426.112,2.82207e-06,1.64654,1.02262,500.0,100,97.2820754326,0.556678,0.01,0.2,-338.472,0.0164232,917.852840717,1,0.0283661,31.4137,917.852840717,1.00257,100,97.7880382236,-340.324753987,0.0055525,-340.324753987,-340.324753987
-429.488,1.17952e-05,4.12665,1.02995,500.0,100,89.5437727099,0.614238,0.01,0.2,-344.695,0.0401958,775.119118852,1,0.124319,29.0083,775.119118852,1.02664,100,97.0919998079,-346.853917966,0.00598302,-346.853917966,-346.853917966
-434.263,1.8364e-06,1.3839,1.01794,500.0,100,98.2144350598,0.717433,0.01,0.2,-343.327,0.0138141,1053.87476286,1,0.0184302,32.6867,1053.87476286,1.0018,100,98.2378544571,-344.880307656,0.00716144,-344.880307656,-344.880307656
-431.026,1.45307e-06,1.31431,1.01211,500.0,100,98.5818648835,0.71343,0.01,0.2,-341.634,0.0130912,1039.23683066,1,0.0146462,31.7466,1039.23683066,1.00397,100,98.8031527558,-342.690327768,0.00710612,-342.690327768,-342.690327768
-432.744,1.34454e-06,1.26284,1.01195,500.0,100,98.6863945058,0.776465,0.01,0.2,-344.24,0.0124714,892.830098137,1,0.013786,28.9177,892.830098137,1.01259,100,98.8189470773,-345.278262792,0.00766814,-345.278262792,-345.278262792
-430.517,1.11432e-06,1.30624,1.00872,500.0,100,98.9088374873,0.844523,0.01,0.2,-341.91,0.0128,1004.45416146,1,0.0116047,30.425,1004.45416146,1.0205,100,99.1350772342,-342.705907109,0.00827559,-342.705907109,-342.705907109
-446.653,1.95337e-06,1.58727,1.01801,500.0,100,98.1028251025,0.676562,0.01,0.2,-347.519,0.016088,1442.13608951,1,0.0190143,37.1281,1442.13608951,0.986615,100,98.2312053049,-349.222401909,0.0068574,-349.222401909,-349.222401909
-428.525,2.02276e-06,1.47016,1.02103,500.0,100,98.0367777286,0.758954,0.01,0.2,-337.852,0.0145286,1134.0203468,1,0.0207122,33.1679,1134.0203468,1.01191,100,97.940320046,-339.759215231,0.00750022,-339.759215231,-339.759215231
-429.209,2.54555e-06,1.43079,1.01984,500.0,100,97.5418545952,0.499992,0.01,0.2,-339.254,0.0143554,1203.67929946,1,0.0252874,33.9345,1203.67929946,0.996693,100,98.054951913,-341.015637254,0.00501651,-341.015637254,-341.015637254
-435.519,6.44343e-07,1.2243,1.00655,500.0,100,99.3661328922,0.775389,0.01,0.2,-347.046,0.0122402,1122.44048905,1,0.00644632,32.7553,1122.44048905,1.00022,100,99.3492550649,-347.608502329,0.00775215,-347.608502329,-347.608502329
-428.103,2.10492e-06,1.19224,1.01618,500.0,100,97.9586790672,0.585262,0.01,0.2,-341.91,0.0121892,949.212611529,1,0.0201378,29.5884,949.212611529,0.978111,100,98.4077817692,-343.323969181,0.00598359,-343.323969181,-343.323969181
-430.118,2.05578e-06,1.4121,1.01953,500.0,100,98.005369912,0.685722,0.01,0.2,-339.29,0.0142127,1665.56586866,1,0.0202934,39.1119,1665.56586866,0.99355,100,98.0841879708,-341.098046585,0.00690173,-341.098046585,-341.098046585
-427.558,1.05442e-06,1.2057,1.01089,500.0,100,98.9669275892,0.693919,0.01,0.2,-341.4,0.0121863,772.229002011,1,0.0103215,27.4073,772.229002011,0.989385,100,98.9230107397,-342.371499666,0.00701364,-342.371499666,-342.371499666
-439.942,1.64692e-06,1.62174,1.01256,500.0,100,98.3957202042,0.713129,0.01,0.2,-342.56,0.0160135,1163.91823601,1,0.0168913,32.6942,1163.91823601,1.01273,100,98.7598577575,-343.765179959,0.00704164,-343.765179959,-343.765179959
-432.883,1.1701e-06,1.268,1.01312,500.0,100,98.8548844338,0.684686,0.01,0.2,-346.828,0.0125694,1006.14577212,1,0.0119079,31.9011,1006.14577212,1.0088,100,98.7048109342,-347.927387887,0.00678713,-347.927387887,-347.927387887
-423.151,3.6455e-06,1.95841,1.02465,500.0,100,96.5166308093,0.674683,0.01,0.2,-335.796,0.0196424,1044.54755723,1,0.0362392,33.4752,1044.54755723,0.997036,100,97.5947681455,-337.812210792,0.00676689,-337.812210792,-337.812210792
-425.71,9.58498e-07,1.35225,1.00889,500.0,100,99.0599851756,0.782965,0.01,0.2,-337.85,0.0137196,1202.46055322,1,0.00931156,34.487,1202.46055322,0.985634,100,99.119310535,-338.644813539,0.00794377,-338.644813539,-338.644813539
-440.621,2.82609e-06,1.66199,1.02139,500.0,100,97.2783285396,0.531603,0.01,0.2,-338.987,0.0164509,1272.83099935,1,0.0288444,34.1578,1272.83099935,1.01027,100,97.9055702224,-341.108254569,0.00526198,-341.108254569,-341.108254569
-447.886,2.47223e-06,1.3307,1.0216,500.0,100,97.610974675,0.480105,0.01,0.2,-346.271,0.0134235,1436.0899579,1,0.0242953,37.4902,1436.0899579,0.991328,100,97.8853146847,-348.555092157,0.00484305,-348.555092157,-348.555092157
-437.796,1.31814e-06,1.19763,1.01299,500.0,100,98.71184961,0.552096,0.01,0.2,-338.54,0.0121557,1182.96467305,1,0.0127953,32.5182,1182.96467305,0.985243,100,98.7177856245,-339.858382564,0.00560365,-339.858382564,-339.858382564
-421.039,7.25961e-05,3.655,1.0,500.0,100,58.1834510703,0.0729059,0.01,0.2,-335.662,0.043744,1020.61590981,1,0.506818,43.1304,1020.61590981,0.835544,100,99.9995827692,-340.951232936,0.000872556,-340.951232936,-340.951232936
-449.616,1.16223e-06,1.21404,1.01278,500.0,100,98.8624896742,0.705967,0.01,0.2,-342.421,0.0120331,1297.12462525,1,0.0118304,33.5326,1297.12462525,1.00891,100,98.7382128619,-343.796767769,0.0069973,-343.796767769,-343.796767769
-437.47,1.05489e-06,1.29496,1.01204,500.0,100,98.9663999046,0.792671,0.01,0.2,-344.117,0.0128547,1480.911278,1,0.0107052,37.1161,1480.911278,1.00738,100,98.8106942927,-345.242643089,0.00786864,-345.242643089,-345.242643089
-445.638,1.42655e-06,1.24987,1.01393,500.0,100,98.6073690949,0.627655,0.01,0.2,-347.121,0.0126916,1316.87488968,1,0.0138353,35.2762,1316.87488968,0.984805,100,98.6263386132,-348.507163788,0.0063734,-348.507163788,-348.507163788
-445.277,2.97166e-06,1.86755,1.02083,500.0,100,97.1421215102,0.739094,0.01,0.2,-345.921,0.0188011,1188.59652703,1,0.0293209,33.4071,1188.59652703,0.993319,100,97.9593056931,-347.932576963,0.00744064,-347.932576963,-347.932576963
-451.332,4.96194e-06,1.75392,1.03318,500.0,100,95.3176697112,0.530092,0.01,0.2,-345.982,0.0172011,1392.1249897,1,0.0515893,35.5708,1392.1249897,1.01966,100,96.7884441958,-349.360247275,0.00519873,-349.360247275,-349.360247275
-429.948,3.82244e-06,1.72333,1.03359,500.0,100,96.353770495,0.405437,0.01,0.2,-338.779,0.0171704,1241.9336147,1,0.0385048,35.0241,1241.9336147,1.00366,100,96.7498422797,-341.832166092,0.00403958,-341.832166092,-341.832166092
-431.328,1.02756e-06,1.28651,1.00971,500.0,100,98.9929447654,0.736933,0.01,0.2,-341.45,0.012831,963.372680334,1,0.0103304,29.802,963.372680334,1.00266,100,99.0381434504,-342.358731395,0.00734977,-342.358731395,-342.358731395
-428.811,6.94398e-07,1.29725,1.00864,500.0,100,99.3172442539,0.774334,0.01,0.2,-342.42,0.0130033,1134.01034858,1,0.00691105,33.4979,1134.01034858,0.997626,100,99.1437592593,-343.165819785,0.00776177,-343.165819785,-343.165819785
-415.223,1.85738e-06,1.52029,1.02072,500.0,100,98.194452703,0.598186,0.01,0.2,-332.502,0.0149361,807.05829523,1,0.0192432,28.3541,807.05829523,1.01786,100,97.9698424713,-334.163900091,0.0058769,-334.163900091,-334.163900091
-443.319,1.65355e-06,1.26606,1.01655,500.0,100,98.3893114947,0.689201,0.01,0.2,-337.591,0.0127873,1312.88886177,1,0.0162094,33.9663,1312.88886177,0.990093,100,98.3717420094,-339.299900983,0.00696098,-339.299900983,-339.299900983
-421.722,2.07852e-06,1.36791,1.01993,500.0,100,97.9837620686,0.710821,0.01,0.2,-335.215,0.0134462,910.229562006,1,0.0215114,29.789,910.229562006,1.01732,100,98.045829246,-336.853239097,0.0069872,-336.853239097,-336.853239097
-432.552,3.01457e-06,1.92663,1.01874,500.0,100,97.1020995198,0.543548,0.01,0.2,-342.896,0.0196072,1497.72924921,1,0.0291064,37.6992,1497.72924921,0.982611,100,98.1602718894,-344.463206691,0.00553168,-344.463206691,-344.463206691
-419.969,6.84796e-06,2.84408,1.03361,500.0,100,93.6509580383,0.805552,0.01,0.2,-338.733,0.0281618,902.315566895,1,0.0698435,34.0409,902.315566895,1.00991,100,96.7479118763,-341.032891131,0.00797648,-341.032891131,-341.032891131
-444.997,1.56706e-06,1.36589,1.01183,500.0,100,98.472307791,0.683935,0.01,0.2,-346.839,0.0136498,1513.38071635,1,0.0156915,38.2622,1513.38071635,1.00067,100,98.8312880855,-348.000467469,0.00683479,-348.000467469,-348.000467469
-448.024,7.65076e-07,1.24506,1.0074,500.0,100,99.2482388586,0.841036,0.01,0.2,-345.202,0.012446,1269.09003498,1,0.00765634,35.4788,1269.09003498,1.00036,100,99.2654674813,-345.936655981,0.00840729,-345.936655981,-345.936655981
-421.88,3.00011e-06,1.49284,1.02424,500.0,100,97.1155955908,0.603826,0.01,0.2,-335.173,0.0152776,994.407310097,1,0.0286455,31.6539,994.407310097,0.977145,100,97.6329223962,-337.215127201,0.00617949,-337.215127201,-337.215127201
-428.174,8.53594e-07,1.44788,1.00829,500.0,100,99.1620152261,0.798703,0.01,0.2,-338.28,0.014461,1123.21907889,1,0.00855704,33.0024,1123.21907889,1.00123,100,99.17754106,-339.025554039,0.00797718,-339.025554039,-339.025554039
-428.059,4.21032e-06,1.50355,1.03544,500.0,100,95.9985467587,0.385342,0.01,0.2,-339.002,0.0150137,839.170825939,1,0.0422257,28.3594,839.170825939,1.00145,100,96.5769698812,-342.104002769,0.00384783,-342.104002769,-342.104002769
-438.32,3.83288e-06,1.60184,1.03034,500.0,100,96.3441592542,0.559856,0.01,0.2,-342.399,0.0157159,1717.42282463,1,0.0398185,40.2218,1717.42282463,1.01925,100,97.0556594921,-345.273416337,0.00549283,-345.273416337,-345.273416337
-416.817,1.45772e-06,1.40522,1.01107,500.0,100,98.5773626342,0.629141,0.01,0.2,-335.959,0.0140142,755.408139353,1,0.0146563,27.0863,755.408139353,1.00271,100,98.9052239938,-336.89591358,0.00627441,-336.89591358,-336.89591358
-447.322,1.51991e-05,4.63134,1.03265,500.0,100,86.9209295977,0.718983,0.01,0.2,-344.348,0.0444454,1564.19319576,1,0.165035,40.9263,1564.19319576,1.04203,100,96.8381987692,-346.933107839,0.00689984,-346.933107839,-346.933107839
-430.418,3.17513e-06,1.35246,1.02464,500.0,100,96.9524080904,0.470649,0.01,0.2,-338.943,0.0138049,1063.79066304,1,0.0304753,31.954,1063.79066304,0.9797,100,97.5948362717,-341.118302856,0.00480401,-341.118302856,-341.118302856
-425.334,1.15877e-06,1.26129,1.01562,500.0,100,98.8658179032,0.743486,0.01,0.2,-337.152,0.0122933,1057.62065076,1,0.0121981,31.8765,1057.62065076,1.026,100,98.4621972122,-338.456077584,0.00724646,-338.456077584,-338.456077584
-431.198,1.64691e-06,1.44443,1.01517,500.0,100,98.3957080928,0.729512,0.01,0.2,-341.374,0.0144239,1178.11851183,1,0.0165159,34.4621,1178.11851183,1.00142,100,98.5058909017,-342.642313028,0.00728479,-342.642313028,-342.642313028
-429.865,0.000870766,26.4203,1.00001,500.0,100,10.3943800027,0.0184532,0.01,0.2,-339.698,0.272144,1087.43937663,1,8.2069,56.3764,1087.43937663,0.97082,100,99.9993324324,-342.835269745,0.000190078,-342.835269745,-342.835269745
-440.42,3.1263e-06,1.26012,1.02329,500.0,100,96.9978604667,0.31014,0.01,0.2,-341.315,0.0129053,1210.6515001,1,0.029807,33.8116,1210.6515001,0.976437,100,97.7235716099,-343.567524385,0.00317624,-343.567524385,-343.567524385
-420.498,2.03123e-06,1.55183,1.01719,500.0,100,98.0287286714,0.704573,0.01,0.2,-338.222,0.0150645,837.290278484,1,0.0215544,29.5334,837.290278484,1.03012,100,98.3101213411,-339.663940471,0.00683969,-339.663940471,-339.663940471
-443.177,9.55163e-07,1.17705,1.00918,500.0,100,99.0632503754,0.747667,0.01,0.2,-347.531,0.0118526,1194.54873142,1,0.00941975,34.6206,1194.54873142,0.993073,100,99.0902969895,-348.407429632,0.00752882,-348.407429632,-348.407429632
-437.558,1.70547e-06,1.32299,1.01523,500.0,100,98.3396040459,0.658071,0.01,0.2,-340.787,0.013462,1187.71072955,1,0.0164717,34.4125,1187.71072955,0.982759,100,98.4995870903,-342.235449462,0.00669616,-342.235449462,-342.235449462
-453.777,1.05594e-06,1.23467,1.0113,500.0,100,98.9654389232,0.774159,0.01,0.2,-346.578,0.012439,1816.24504407,1,0.0104034,42.8205,1816.24504407,0.992585,100,98.8829208756,-347.770380258,0.00779942,-347.770380258,-347.770380258
-432.225,8.92391e-07,1.15945,1.00959,500.0,100,99.1242462791,0.697857,0.01,0.2,-342.171,0.0116361,1085.40371268,1,0.00886034,32.555,1085.40371268,0.996432,100,99.0502000993,-342.999711647,0.00700356,-342.999711647,-342.999711647
-423.121,1.03462e-06,1.24589,1.0104,500.0,100,98.9860990354,0.775933,0.01,0.2,-340.519,0.0125878,883.424960786,1,0.0101354,29.9002,883.424960786,0.989761,100,98.9705940129,-341.347318726,0.0078396,-341.347318726,-341.347318726
-419.817,2.36684e-06,1.61106,1.01648,500.0,100,97.7105205904,0.512316,0.01,0.2,-335.52,0.0165285,874.150218301,1,0.0224866,29.8094,874.150218301,0.974714,100,98.3788486264,-336.843351148,0.00525606,-336.843351148,-336.843351148
-436.561,5.35532e-07,1.2613,1.0038,500.0,100,99.4725912454,0.864132,0.01,0.2,-337.679,0.0126517,912.855414527,1,0.00532255,28.8681,912.855414527,0.996936,100,99.6213641224,-338.074319292,0.00866788,-338.074319292,-338.074319292
-422.609,5.36181e-06,2.10356,1.02763,500.0,100,94.9593631871,0.526101,0.01,0.2,-338.284,0.0207148,957.751440029,1,0.0552919,31.4504,957.751440029,1.01549,100,97.311269204,-340.465726184,0.00518077,-340.465726184,-340.465726184
