BatchSize,VarVanillaIw,VarDiscRet,Delta,MaxVanillaIw,AvgRet,AvgVanillaIw,IterType,VarJ,eRenyi2,Bound,ESSClassic,MinVanillaIw,VarNormIw,J,AvgNormIw,AvgDiscRet,ESSRenyi,VarRet,MaxNormIw,MinNormIw,VanillaAvgRet,EpsThisIter,AvgEpLen
200,0.44326,4955.30268483,0.7,2.28091,-79.0017738481,0.99635,1,38.3048,1.38547,-93.4394,138.477232319,0.0138653,1.11628e-05,-70.7105,0.005,-79.0017738481,144.355478339,4955.30268483,0.0114463,6.95803e-05,-79.0017738481,100,110.04
200,,3750.17628553,0.7,1.0,-77.3642262261,1.0,2,60.9317,1.0,-104.672,100.0,1.0,3.50449e-18,-77.3642,0.01,-77.3642262261,200.0,3750.17628553,0.01,0.01,-77.3642262261,100,109.37
200,0.416399,4891.65339446,0.7,6.61552,-80.1815296313,1.10143,1,55.4348,1.21677,-96.2816,149.084612698,0.344777,8.58091e-06,-74.9814,0.005,-80.1815296313,164.370190174,4891.65339446,0.0300314,0.00156513,-80.1815296313,100,111.95
200,,2587.01123936,0.7,1.0,-73.2111460264,1.0,2,50.6077,1.0,-100.519,100.0,1.0,3.50449e-18,-73.2112,0.01,-73.2111460264,200.0,2587.01123936,0.01,0.01,-73.2111460264,100,103.95
200,0.130861,6106.77323326,0.7,3.24122,-83.5153813072,0.986733,1,58.2502,1.1206,-96.1252,176.408598243,0.267042,3.36009e-06,-75.684,0.005,-83.5153813072,178.475173367,6106.77323326,0.016424,0.00135316,-83.5153813072,100,115.29
200,,3758.94569589,0.7,1.0,-77.0027544643,1.0,2,61.0029,1.0,-104.31,100.0,1.0,3.50449e-18,-77.0028,0.01,-77.0027544643,200.0,3758.94569589,0.01,0.01,-77.0027544643,100,108.42
200,0.346795,4951.45599919,0.7,2.34845,-78.8289714065,0.940474,1,39.3756,1.31592,-92.6603,143.872100651,0.0830394,9.8021e-06,-70.5093,0.005,-78.8289714065,151.984841028,4951.45599919,0.0124855,0.000441476,-78.8289714065,100,109.97
200,,3783.24689489,0.7,1.0,-77.8498510613,1.0,2,61.1998,1.0,-105.158,100.0,1.0,3.50449e-18,-77.8499,0.01,-77.8498510613,200.0,3783.24689489,0.01,0.01,-77.8498510613,100,110.12
200,0.204182,3749.64255491,0.7,1.74483,-75.6635087618,0.97815,1,46.6986,1.18692,-94.1448,164.970346318,0.0375342,5.33514e-06,-73.1075,0.005,-75.6635087618,168.503075792,3749.64255491,0.00891904,0.000191863,-75.6635087618,100,106.13
200,,6112.68429721,0.7,1.0,-81.1551453492,1.0,2,77.7918,1.0,-108.463,100.0,1.0,3.50449e-18,-81.1551,0.01,-81.1551453492,200.0,6112.68429721,0.01,0.01,-81.1551453492,100,112.74
200,0.360402,6028.44253944,0.7,3.30694,-83.7147886014,1.03652,1,63.7885,1.304,-98.8318,149.950352788,0.00604876,8.38631e-06,-76.7812,0.005,-83.7147886014,153.374497176,6028.44253944,0.0159521,2.91782e-05,-83.7147886014,100,115.84
200,,7131.17980784,0.7,1.0,-87.1719390626,1.0,2,84.023,1.0,-114.48,100.0,1.0,3.50449e-18,-87.1719,0.01,-87.1719390626,200.0,7131.17980784,0.01,0.01,-87.1719390626,100,120.1
200,0.270631,7114.37083975,0.7,6.44129,-88.0124833336,1.00961,1,72.9468,1.17917,-104.472,158.205500264,0.304657,6.63764e-06,-83.5032,0.005,-88.0124833336,169.610877602,7114.37083975,0.0319001,0.00150879,-88.0124833336,100,121.31
200,,7123.99481975,0.7,1.0,-87.8114750355,1.0,2,83.9807,1.0,-115.119,100.0,1.0,3.50449e-18,-87.8115,0.01,-87.8114750355,200.0,7123.99481975,0.01,0.01,-87.8114750355,100,120.71
200,0.119446,6033.18428079,0.7,3.42246,-84.82804473,1.0106,1,69.6118,1.12615,-103.271,179.152498274,0.216316,2.92381e-06,-82.7797,0.005,-84.82804473,177.596759454,6033.18428079,0.0169327,0.00107023,-84.82804473,100,117.5
200,,8215.85032932,0.7,1.0,-90.3771193223,1.0,2,90.187,1.0,-117.686,100.0,1.0,3.50449e-18,-90.3771,0.01,-90.3771193223,200.0,8215.85032932,0.01,0.01,-90.3771193223,100,124.1
200,0.221035,9385.17327432,0.7,4.52539,-92.7743143071,1.0153,1,82.4775,1.15407,-108.47,164.833066911,0.762601,5.36053e-06,-87.7253,0.005,-92.7743143071,173.299531218,9385.17327432,0.0222859,0.00375553,-92.7743143071,100,126.14
200,,10281.0963036,0.7,1.0,-98.210171344,1.0,2,100.887,1.0,-125.519,100.0,1.0,3.50449e-18,-98.2102,0.01,-98.210171344,200.0,10281.0963036,0.01,0.01,-98.210171344,100,132.47
200,0.343005,8306.9030606,0.7,4.78004,-89.723610148,1.00783,1,92.1874,1.27884,-110.953,149.699485019,0.291552,8.44246e-06,-89.1158,0.005,-89.723610148,156.392276034,8306.9030606,0.0237146,0.00144644,-89.723610148,100,122.7
200,,10307.3199136,0.7,1.0,-98.8073068415,1.0,2,101.016,1.0,-126.116,100.0,1.0,3.50449e-18,-98.8073,0.01,-98.8073068415,200.0,10307.3199136,0.01,0.01,-98.8073068415,100,133.21
200,0.422163,7214.18713634,0.7,2.14638,-84.673091327,0.970138,1,81.0975,1.42322,-105.452,138.283085536,0.000189665,1.12138e-05,-82.4152,0.005,-84.673091327,140.526784804,7214.18713634,0.0110622,9.77518e-07,-84.673091327,100,117.23
200,,9236.73804167,0.7,1.0,-94.5168222097,1.0,2,95.6262,1.0,-121.825,100.0,1.0,3.50449e-18,-94.5168,0.01,-94.5168222097,200.0,9236.73804167,0.01,0.01,-94.5168222097,100,129.01
200,0.711851,4888.10871607,0.7,3.91408,-80.4288133454,1.09447,1,66.2338,1.66247,-102.518,125.68389259,6.44504e-07,1.48566e-05,-77.6211,0.005,-80.4288133454,120.303018873,4888.10871607,0.0178811,2.94436e-09,-80.4288133454,100,112.68
200,,4931.9758681,0.7,1.0,-79.3392446317,1.0,2,69.876,1.0,-106.647,100.0,1.0,3.50449e-18,-79.3392,0.01,-79.3392446317,200.0,4931.9758681,0.01,0.01,-79.3392446317,100,110.26
200,0.0714575,3750.95896877,0.7,1.89552,-74.4018957864,1.01261,1,57.8266,1.09142,-94.8813,187.031090229,0.112006,1.74224e-06,-74.7087,0.005,-74.4018957864,183.248183789,3750.95896877,0.00935961,0.00055306,-74.4018957864,100,104.9
200,,4967.34439733,0.7,1.0,-79.1885802011,1.0,2,70.1261,1.0,-106.497,100.0,1.0,3.50449e-18,-79.1886,0.01,-79.1885802011,200.0,4967.34439733,0.01,0.01,-79.1885802011,100,109.98
200,0.211973,3809.84631522,0.7,2.32202,-73.6419354852,1.05351,1,52.7329,1.24126,-93.306,168.0627114,0.053926,4.77467e-06,-71.7927,0.005,-73.6419354852,161.126729723,3809.84631522,0.0110204,0.000255935,-73.6419354852,100,103.49
200,,6023.59574659,0.7,1.0,-83.9923896714,1.0,2,77.2228,1.0,-111.301,100.0,1.0,3.50449e-18,-83.9924,0.01,-83.9923896714,200.0,6023.59574659,0.01,0.01,-83.9923896714,100,116.39
200,0.410921,8273.18808575,0.7,6.07759,-89.7752713174,1.04546,1,78.5227,1.21405,-104.585,145.55124602,0.231728,9.39913e-06,-83.3091,0.005,-89.7752713174,164.738484337,8273.18808575,0.0290667,0.00110826,-89.7752713174,100,123.15
200,,3733.82135792,0.7,1.0,-76.0232714447,1.0,2,60.7987,1.0,-103.332,100.0,1.0,3.50449e-18,-76.0233,0.01,-76.0232714447,200.0,3733.82135792,0.01,0.01,-76.0232714447,100,107.45
200,0.202929,6071.34125366,0.7,2.5987,-82.2744627401,0.931361,1,56.536,1.20556,-95.3291,162.235928294,0.0195516,5.84855e-06,-74.1272,0.005,-82.2744627401,165.897485237,6071.34125366,0.0139511,0.000104962,-82.2744627401,100,114.41
200,,3761.71457893,0.7,1.0,-75.1728984773,1.0,2,61.0254,1.0,-102.481,100.0,1.0,3.50449e-18,-75.1729,0.01,-75.1728984773,200.0,3761.71457893,0.01,0.01,-75.1728984773,100,105.68
200,0.12659,3775.2501852,0.7,1.82692,-74.4384624244,0.986473,1,49.1448,1.1244,-92.3881,177.079672943,0.191749,3.25213e-06,-71.9123,0.005,-74.4384624244,177.873092676,3775.2501852,0.00925984,0.000971892,-74.4384624244,100,104.51
200,,6053.34933103,0.7,1.0,-84.4104234655,1.0,2,77.4133,1.0,-111.719,100.0,1.0,3.50449e-18,-84.4104,0.01,-84.4104234655,200.0,6053.34933103,0.01,0.01,-84.4104234655,100,117.03
200,1.05157,6066.37475868,0.7,3.10449,-81.5717901462,1.10191,1,34.5359,2.03105,-96.5228,107.426846016,2.62661e-06,2.16516e-05,-69.0034,0.005,-81.5717901462,98.4711201076,6066.37475868,0.0140869,1.19185e-08,-81.5717901462,100,112.82
200,,4981.65619629,0.7,1.0,-78.5534104443,1.0,2,70.2271,1.0,-105.862,100.0,1.0,3.50449e-18,-78.5534,0.01,-78.5534104443,200.0,4981.65619629,0.01,0.01,-78.5534104443,100,109.25
200,0.0294411,2565.82088868,0.7,2.10537,-73.1055983971,0.990675,1,57.3692,1.0359,-94.5211,194.203371766,0.415446,7.49949e-07,-74.8676,0.005,-73.1055983971,193.069029604,2565.82088868,0.0106259,0.00209678,-73.1055983971,100,104.11
200,,4929.3260066,0.7,1.0,-79.7258282682,1.0,2,69.8572,1.0,-107.034,100.0,1.0,3.50449e-18,-79.7258,0.01,-79.7258282682,200.0,4929.3260066,0.01,0.01,-79.7258282682,100,111.06
200,0.288412,6028.29931264,0.7,2.16569,-84.6452860965,1.04262,1,59.2904,1.27463,-98.134,158.229620733,0.00277012,6.63281e-06,-76.3334,0.005,-84.6452860965,156.908578852,6028.29931264,0.0103857,1.32844e-05,-84.6452860965,100,117.47
200,,8292.90671781,0.7,1.0,-89.7961204192,1.0,2,90.6089,1.0,-117.104,100.0,1.0,3.50449e-18,-89.7961,0.01,-89.7961204192,200.0,8292.90671781,0.01,0.01,-89.7961204192,100,122.32
200,0.192061,4980.77489214,0.7,2.89368,-76.6291836485,1.01026,1,68.7851,1.19509,-100.75,168.457977945,0.328601,4.70452e-06,-79.6407,0.005,-76.6291836485,167.351104621,4980.77489214,0.0143215,0.00162632,-76.6291836485,100,107.5
200,,1366.69454868,0.7,1.0,-67.865989559,1.0,2,36.7835,1.0,-95.1663,100.0,1.0,3.50449e-18,-67.866,0.01,-67.865989559,200.0,1366.69454868,0.01,0.01,-67.865989559,100,97.37
200,0.115199,7148.12563311,0.7,1.67055,-86.6353144234,0.991322,1,62.8134,1.11373,-95.7079,179.108903889,0.123204,2.93062e-06,-75.3295,0.005,-86.6353144234,179.577206394,7148.12563311,0.00842588,0.000621413,-86.6353144234,100,119.47
200,,3810.38668191,0.7,1.0,-75.2941008221,1.0,2,61.4189,1.0,-102.602,100.0,1.0,3.50449e-18,-75.2941,0.01,-75.2941008221,200.0,3810.38668191,0.01,0.01,-75.2941008221,100,105.87
200,0.00502908,4982.52390812,0.7,1.16029,-77.5006575103,0.99367,1,65.5346,1.00489,-95.6646,198.991539542,0.755221,1.27334e-07,-76.3074,0.005,-77.5006575103,199.026199421,4982.52390812,0.0058384,0.00380016,-77.5006575103,100,108.21
200,,7175.32916931,0.7,1.0,-86.56654512,1.0,2,84.2827,1.0,-113.875,100.0,1.0,3.50449e-18,-86.5665,0.01,-86.56654512,200.0,7175.32916931,0.01,0.01,-86.56654512,100,119.1
200,1.09682,7170.01249604,0.7,3.56917,-87.6700243086,0.970564,1,58.4696,2.14362,-101.066,92.6551104735,2.16997e-08,2.91091e-05,-72.7942,0.005,-87.6700243086,93.3000037259,7170.01249604,0.0183871,1.11789e-10,-87.6700243086,100,120.02
200,,2576.02097075,0.7,1.0,-72.5908019336,1.0,2,50.5001,1.0,-99.899,100.0,1.0,3.50449e-18,-72.5908,0.01,-72.5908019336,200.0,2576.02097075,0.01,0.01,-72.5908019336,100,103.08
200,0.322908,6018.30749689,0.7,2.29639,-83.9104257403,0.911767,1,50.2425,1.34954,-95.1034,144.249561489,0.0343775,9.7107e-06,-72.6712,0.005,-83.9104257403,148.198816174,6018.30749689,0.0125931,0.000188521,-83.9104257403,100,116.51
200,,162.121007405,0.7,1.0,-67.1294743474,1.0,2,12.6689,1.0,-74.4375,100.0,1.0,3.50449e-18,-67.1295,0.01,-67.1294743474,200.0,162.121007405,0.01,0.01,-67.1294743474,100,97.5
200,0.00655862,1376.44373749,0.7,1.43128,-70.2155525894,0.999862,1,26.4731,1.00605,-87.9178,198.702917752,0.927909,1.64011e-07,-68.5499,0.005,-70.2155525894,198.798102786,1376.44373749,0.00715739,0.00464018,-70.2155525894,100,100.35
200,,2563.99662725,0.7,1.0,-73.0788632886,1.0,2,50.3821,1.0,-100.384,100.0,1.0,3.50449e-18,-73.0789,0.01,-73.0788632886,200.0,2563.99662725,0.01,0.01,-73.0788632886,100,103.43
200,0.244996,7201.85901132,0.7,2.40144,-85.958755497,0.984154,1,61.7026,1.25901,-97.429,159.784660612,0.016098,6.32373e-06,-75.7623,0.005,-85.958755497,158.854482381,7201.85901132,0.0122006,8.17859e-05,-85.958755497,100,117.74
200,,10412.6638245,0.7,1.0,-96.0755190983,1.0,2,101.531,1.0,-123.384,100.0,1.0,3.50449e-18,-96.0755,0.01,-96.0755190983,200.0,10412.6638245,0.01,0.01,-96.0755190983,100,130.22
200,0.121892,6054.9458006,0.7,2.63853,-82.4703860576,0.993964,1,74.0889,1.17559,-105.626,178.132487233,0.710851,3.08441e-06,-84.6895,0.005,-82.4703860576,170.127835068,6054.9458006,0.0132728,0.00357584,-82.4703860576,100,114.04
200,,7213.46047212,0.7,1.0,-85.5368593323,1.0,2,84.5064,1.0,-112.845,100.0,1.0,3.50449e-18,-85.5369,0.01,-85.5368593323,200.0,7213.46047212,0.01,0.01,-85.5368593323,100,117.4
200,1.39613,4948.18065973,0.7,11.4789,-78.9481501205,1.16262,1,72.8411,1.25743,-100.292,98.6332114624,0.663338,2.5822e-05,-78.6386,0.005,-78.9481501205,159.055112736,4948.18065973,0.0493667,0.00285277,-78.9481501205,100,109.96
200,,7193.72351661,0.7,1.0,-86.0526613572,1.0,2,84.3907,1.0,-113.361,100.0,1.0,3.50449e-18,-86.0527,0.01,-86.0526613572,200.0,7193.72351661,0.01,0.01,-86.0526613572,100,118.64
200,0.448582,7196.45439352,0.7,2.64588,-86.2459840675,1.00369,1,67.9619,1.46237,-99.7506,138.59456885,0.011661,1.11321e-05,-76.3994,0.005,-86.2459840675,136.764468401,7196.45439352,0.0131807,5.80905e-05,-86.2459840675,100,118.58
200,,3787.62180727,0.7,1.0,-76.101378428,1.0,2,61.2352,1.0,-103.409,100.0,1.0,3.50449e-18,-76.1014,0.01,-76.101378428,200.0,3787.62180727,0.01,0.01,-76.101378428,100,107.52
200,0.080281,4931.36210966,0.7,2.16521,-78.8914510944,0.98966,1,61.2855,1.08481,-96.0217,184.91853537,0.180438,2.04918e-06,-75.9096,0.005,-78.8914510944,184.363653586,4931.36210966,0.0109392,0.000911618,-78.8914510944,100,109.76
200,,2597.63937674,0.7,1.0,-71.0144810301,1.0,2,50.7116,1.0,-98.3227,100.0,1.0,3.50449e-18,-71.0145,0.01,-71.0144810301,200.0,2597.63937674,0.01,0.01,-71.0144810301,100,101.06
200,0.0665782,6072.10135351,0.7,2.77187,-82.8203901298,1.00719,1,58.1885,1.06504,-95.3605,187.740048147,0.797366,1.64077e-06,-75.4326,0.005,-82.8203901298,187.787090215,6072.10135351,0.0137604,0.00395836,-82.8203901298,100,114.53
200,,1380.05558402,0.7,1.0,-69.3130152115,1.0,2,36.9629,1.0,-96.6209,100.0,1.0,3.50449e-18,-69.313,0.01,-69.3130152115,200.0,1380.05558402,0.01,0.01,-69.3130152115,100,99.24
200,0.145807,7205.86020709,0.7,2.80745,-85.3011029658,1.01771,1,55.2683,1.13891,-95.3278,175.427580744,0.0407773,3.51939e-06,-74.7203,0.005,-85.3011029658,175.607043869,7205.86020709,0.0137929,0.000200338,-85.3011029658,100,117.59
200,,3764.92928867,0.7,1.0,-77.881621222,1.0,2,61.0515,1.0,-105.19,100.0,1.0,3.50449e-18,-77.8816,0.01,-77.881621222,200.0,3764.92928867,0.01,0.01,-77.881621222,100,109.1
200,0.0621864,3747.4555637,0.7,2.61169,-76.5905907659,1.00597,1,54.3281,1.07384,-95.6631,188.476011894,0.628334,1.53626e-06,-75.6529,0.005,-76.5905907659,186.246882234,3747.4555637,0.0129809,0.00312302,-76.5905907659,100,107.97
200,,11326.8194441,0.7,1.0,-101.276159445,1.0,2,105.894,1.0,-128.584,100.0,1.0,3.50449e-18,-101.276,0.01,-101.276159445,200.0,11326.8194441,0.01,0.01,-101.276159445,100,136.2
200,1.14823,4901.95100067,0.7,3.95508,-81.7737060474,1.0254,1,44.5704,2.11415,-101.905,95.8503742484,0.000218435,2.73011e-05,-73.8289,0.005,-81.7737060474,94.6006648181,4901.95100067,0.0192855,1.06512e-06,-81.7737060474,100,113.83
200,,2593.83058248,0.7,1.0,-73.6462052673,1.0,2,50.6744,1.0,-100.952,100.0,1.0,3.50449e-18,-73.6462,0.01,-73.6462052673,200.0,2593.83058248,0.01,0.01,-73.6462052673,100,104.2
200,0.343676,3786.33886681,0.7,2.11197,-76.2165851152,1.06511,1,24.8833,1.34599,-90.2353,153.67764218,0.000675024,7.5735e-06,-67.8325,0.005,-76.2165851152,148.5895467,3786.33886681,0.0099143,3.16879e-06,-76.2165851152,100,107.11
200,,1417.96065042,0.7,1.0,-69.0744304605,1.0,2,37.4671,1.0,-96.3824,100.0,1.0,3.50449e-18,-69.0744,0.01,-69.0744304605,200.0,1417.96065042,0.01,0.01,-69.0744304605,100,99.19
200,0.501242,7179.51148518,0.7,4.7345,-85.8752339838,0.932534,1,41.9922,1.49377,-94.0541,127.104381959,0.0112122,1.44098e-05,-70.4538,0.005,-85.8752339838,133.889260156,7179.51148518,0.0253851,6.01166e-05,-85.8752339838,100,118.05
200,,6113.873088,0.7,1.0,-80.7975424129,1.0,2,77.7993,1.0,-108.106,100.0,1.0,3.50449e-18,-80.7975,0.01,-80.7975424129,200.0,6113.873088,0.01,0.01,-80.7975424129,100,111.85
200,0.526478,10405.5678149,0.7,2.77708,-96.4273245865,0.998256,1,61.5084,1.54314,-98.0366,131.089265718,0.000336113,1.3208e-05,-74.0491,0.005,-96.4273245865,129.605723869,10405.5678149,0.0139096,1.6835e-06,-96.4273245865,100,130.61
200,,2575.72114734,0.7,1.0,-72.1132417844,1.0,2,50.4972,1.0,-99.4212,100.0,1.0,3.50449e-18,-72.1132,0.01,-72.1132417844,200.0,2575.72114734,0.01,0.01,-72.1132417844,100,103.11
200,0.133674,3782.88802336,0.7,1.51279,-74.0118289816,0.992941,1,43.9025,1.13247,-90.9357,176.226448987,0.0792522,3.38953e-06,-70.3868,0.005,-74.0118289816,176.605080775,3782.88802336,0.00761775,0.000399078,-74.0118289816,100,103.98
200,,3836.34778667,0.7,1.0,-75.3426953168,1.0,2,61.6278,1.0,-102.649,100.0,1.0,3.50449e-18,-75.3427,0.01,-75.3426953168,200.0,3836.34778667,0.01,0.01,-75.3426953168,100,106.1
200,0.234086,2612.5851753,0.7,1.84804,-72.398849899,1.01239,1,37.8506,1.2287,-90.4605,162.965835431,0.0852062,5.70983e-06,-69.0562,0.005,-72.398849899,162.774242009,2612.5851753,0.00912715,0.000420818,-72.398849899,100,102.51
200,,3737.4778735,0.7,1.0,-76.4862719007,1.0,2,60.8285,1.0,-103.755,100.0,1.0,3.50449e-18,-76.4863,0.01,-76.4862719007,200.0,3737.4778735,0.01,0.01,-76.4862719007,100,107.68
200,2.1485,7156.60346208,0.7,15.076,-87.1257964414,0.976711,1,42.552,1.0,-92.4952,61.7109411435,0.340814,5.63044e-05,-73.1853,0.005,-87.1257964414,199.999260905,7156.60346208,0.0771775,0.0017447,-87.1257964414,100,120.12
200,,8250.05037756,0.7,1.0,-90.346836908,1.0,2,90.3745,1.0,-117.655,100.0,1.0,3.50449e-18,-90.3468,0.01,-90.346836908,200.0,8250.05037756,0.01,0.01,-90.346836908,100,123.89
200,0.409825,8220.28603311,0.7,6.71426,-90.6367665592,1.08455,1,83.6473,1.17635,-108.014,148.513900278,0.688018,8.71044e-06,-87.0708,0.005,-90.6367665592,170.016841351,8220.28603311,0.0309542,0.00317191,-90.6367665592,100,124.14
200,,4922.20983897,0.7,1.0,-79.610652595,1.0,2,69.8068,1.0,-106.919,100.0,1.0,3.50449e-18,-79.6106,0.01,-79.610652595,200.0,4922.20983897,0.01,0.01,-79.610652595,100,110.78
200,0.194817,6087.78566779,0.7,1.67949,-82.5566519471,1.0417,1,59.2968,1.19258,-95.347,169.688153906,0.0576118,4.48826e-06,-74.2597,0.005,-82.5566519471,167.703468659,6087.78566779,0.00806126,0.000276527,-82.5566519471,100,114.4
200,,8268.1053976,0.7,1.0,-89.003046457,1.0,2,90.4733,1.0,-116.311,100.0,1.0,3.50449e-18,-89.0031,0.01,-89.003046457,200.0,8268.1053976,0.01,0.01,-89.003046457,100,122.38
