MinNormIw,VarVanillaIw,VanillaAvgRet,VarRet,AvgVanillaIw,VarDiscRet,Bound,AvgNormIw,AvgEpLen,IterType,EpsThisIter,ESSClassic,MaxNormIw,VarJ,AvgDiscRet,VarNormIw,AvgRet,MinVanillaIw,BatchSize,J,eRenyi2,MaxVanillaIw,ESSRenyi
0.005,,-190.23538382126645,90487.32165649293,1.0,90487.32165649293,-241.41298,0.0049999994,500.0,2,100,200.00000010221265,0.005,287.91507,-190.23538382126645,2.179301e-19,-190.23538382126645,1.0,500,-177.4028,1.0,1.0,500.0
0.0033333334,,-159.81837501336219,178717.720451833,1.0,178717.720451833,-235.19655,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,338.09607,-159.81837501336219,5.4391416e-20,-159.81837501336219,1.0,500,-171.54134,1.0,1.0,500.0
0.0025,,-148.22751391032438,82855.02980877114,1.0,82855.02980877114,-220.8399,0.0024999997,500.0,2,100,400.0,0.0025,326.0985,-148.22751391032438,5.434597e-20,-148.22751391032438,1.0,500,-165.71286,1.0,1.0,500.0
3.884135e-07,16630714.0,-195.64457358130014,104705.39194454477,183.40317,104705.39194454477,557.1458,0.0019999999,500.0,1,100,1.0112601839332607,0.99441695,82.426994,-195.64457358130014,0.001977686,-195.64457358130014,0.035618134,500,630.7917,2.2308874,91189.61,224.1260572276216
0.01,,-192.64338282704074,115827.90830382373,1.0,115827.90830382373,-292.24652,0.009999998,500.0,2,100,100.0,0.01,338.62903,-192.64338282704074,3.5044917e-18,-192.64338282704074,1.0,500,-192.64339,1.0,1.0,500.0
0.005,,-102.68570831761328,63223.40994604925,1.0,63223.40994604925,-218.0946,0.0049999994,500.0,2,100,200.00000010221265,0.005,301.0872,-102.68570831761328,2.179301e-19,-102.68570831761328,1.0,500,-147.66455,1.0,1.0,500.0
0.0033333334,,-109.99284269074712,104701.08452084634,1.0,104701.08452084634,-192.61319,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,308.71088,-109.99284269074712,5.4391416e-20,-109.99284269074712,1.0,500,-135.1073,1.0,1.0,500.0
0.0025,,-181.22866102285334,90289.8596437456,1.0,90289.8596437456,-196.43924,0.0024999997,500.0,2,100,400.0,0.0025,306.95663,-181.22866102285334,5.434597e-20,-181.22866102285334,1.0,500,-146.63766,1.0,1.0,500.0
3.2472806e-07,7284205.5,-183.26715715542218,98847.62309127252,121.68439,98847.62309127252,547.98456,0.002,500.0,1,100,1.0163499829570413,0.9919238,125.121826,-183.26715715542218,0.001967762,-183.26715715542218,0.019757168,500,611.82104,2.053818,60350.82,243.4490315389333
0.01,,-119.14118812701165,84119.67503745756,1.0,84119.67503745756,-198.37544,0.009999998,500.0,2,100,100.0,0.01,288.5801,-119.14118812701165,3.5044917e-18,-119.14118812701165,1.0,500,-119.14119,1.0,1.0,500.0
0.005,,-105.97048232418528,87008.51861978945,1.0,87008.51861978945,-172.89421,0.0049999994,500.0,2,100,200.00000010221265,0.005,291.12167,-105.97048232418528,2.179301e-19,-105.97048232418528,1.0,500,-112.55583,1.0,1.0,500.0
0.0033333334,,-99.67731080114713,86997.68119832655,1.0,86997.68119832655,-158.96678,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,291.9714,-99.67731080114713,5.4391416e-20,-99.67731080114713,1.0,500,-108.263,1.0,1.0,500.0
0.0025,,-123.24849583139054,85580.35884808471,1.0,85580.35884808471,-155.92014,0.0024999997,500.0,2,100,400.0,0.0025,291.81967,-123.24849583139054,5.434597e-20,-123.24849583139054,1.0,500,-112.00938,1.0,1.0,500.0
4.432501e-07,16947544.0,-130.2216079261788,92503.34775454614,185.13272,92503.34775454614,483.78183,0.0020000003,500.0,1,100,1.0111601177359997,0.99446625,74.750885,-130.2216079261788,0.0019778823,-130.2216079261788,0.041030046,500,544.61084,2.1273634,92054.12,235.03271223221296
0.01,,-133.8355692831119,98227.12767220357,1.0,98227.12767220357,-217.06628,0.009999998,500.0,2,100,100.0,0.01,311.84106,-133.8355692831119,3.5044917e-18,-133.8355692831119,1.0,500,-133.83557,1.0,1.0,500.0
0.005,,-110.67588542027202,71899.97699144155,1.0,71899.97699144155,-191.0717,0.0049999994,500.0,2,100,200.00000010221265,0.005,290.42554,-110.67588542027202,2.179301e-19,-110.67588542027202,1.0,500,-122.25572,1.0,1.0,500.0
0.0033333334,,-140.48403414631903,76274.8310985744,1.0,76274.8310985744,-184.51984,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,285.4398,-140.48403414631903,5.4391416e-20,-140.48403414631903,1.0,500,-128.33183,1.0,1.0,500.0
0.0025,,-170.85900093770437,112372.15369661992,1.0,112372.15369661992,-187.62387,0.0024999997,500.0,2,100,400.0,0.0025,298.76096,-170.85900093770437,5.434597e-20,-170.85900093770437,1.0,500,-138.96362,1.0,1.0,500.0
7.565909e-07,13094815.0,-137.36836078830456,102948.5278808018,162.84505,102948.5278808018,429.81198,0.0019999999,500.0,1,100,1.0125325253334598,0.99379206,81.69066,-137.36836078830456,0.0019751962,-137.36836078830456,0.06160354,500,489.04755,1.8523651,80917.055,269.92518388687904
0.01,,-76.70541942945502,86142.79471925648,1.0,86142.79471925648,-169.8013,0.009999998,500.0,2,100,100.0,0.01,292.02972,-76.70541942945502,3.5044917e-18,-76.70541942945502,1.0,500,-76.70542,1.0,1.0,500.0
0.005,,-108.83258932095156,80024.39655379813,1.0,80024.39655379813,-158.59772,0.0049999994,500.0,2,100,200.00000010221265,0.005,287.24692,-108.83258932095156,2.179301e-19,-108.83258932095156,1.0,500,-92.769,1.0,1.0,500.0
0.0033333334,,-184.88603056082127,82215.87937051171,1.0,82215.87937051171,-177.22362,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,289.86914,-184.88603056082127,5.4391416e-20,-184.88603056082127,1.0,500,-123.47469,1.0,1.0,500.0
0.0025,,-102.03519833052056,88693.7260860245,1.0,88693.7260860245,-164.66275,0.0024999997,500.0,2,100,400.0,0.0025,291.64352,-102.03519833052056,5.434597e-20,-102.03519833052056,1.0,500,-118.11481,1.0,1.0,500.0
3.138415e-07,14671232.0,-173.6008458382836,92221.55190788522,172.2781,92221.55190788522,448.3064,0.0020000006,500.0,1,100,1.0114716342320653,0.99431306,68.58557,-173.6008458382836,0.0019772719,-173.6008458382836,0.027034009,500,513.1821,2.4281385,85649.19,205.91906150917225
0.01,,-119.68237716551805,86596.18648175438,1.0,86596.18648175438,-193.55893,0.009999998,500.0,2,100,100.0,0.01,292.79724,-119.68237716551805,3.5044917e-18,-119.68237716551805,1.0,500,-119.68237,1.0,1.0,500.0
0.005,,-89.40685913125967,99573.17547273944,1.0,99573.17547273944,-156.78323,0.0049999994,500.0,2,100,200.00000010221265,0.005,303.94568,-89.40685913125967,2.179301e-19,-89.40685913125967,1.0,500,-104.54462,1.0,1.0,500.0
0.0033333334,,-80.06044314166604,77868.81612449411,1.0,77868.81612449411,-142.99495,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,295.66635,-80.06044314166604,5.4391416e-20,-80.06044314166604,1.0,500,-96.38324,1.0,1.0,500.0
0.0025,,-67.36241788463762,98187.74800620686,1.0,98187.74800620686,-137.64352,0.0024999997,500.0,2,100,400.0,0.0025,300.03885,-67.36241788463762,5.434597e-20,-67.36241788463762,1.0,500,-89.12802,1.0,1.0,500.0
4.5997743e-07,40151544.0,-44.146360132823446,82284.67468964268,284.3629,82284.67468964268,634.7329,0.002,500.0,1,100,1.0069492718402444,0.99654335,54.237953,-44.146360132823446,0.0019861702,-44.146360132823446,0.06540026,500,694.79407,1.9157385,141689.98,260.9959603317383
0.01,,-128.35346637289732,59594.32246959088,1.0,59594.32246959088,-222.92444,0.009999998,500.0,2,100,100.0,0.01,242.89581,-128.35346637289732,3.5044917e-18,-128.35346637289732,1.0,500,-128.35347,1.0,1.0,500.0
0.005,,-66.40122152568536,105908.07905245233,1.0,105908.07905245233,-164.2491,0.0049999994,500.0,2,100,200.00000010221265,0.005,287.89444,-66.40122152568536,2.179301e-19,-66.40122152568536,1.0,500,-97.377335,1.0,1.0,500.0
0.0033333334,,-77.54848875573008,80089.56740930074,1.0,80089.56740930074,-145.3683,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,285.95874,-77.54848875573008,5.4391416e-20,-77.54848875573008,1.0,500,-90.76773,1.0,1.0,500.0
0.0025,,-96.7633640710961,84404.00485074872,1.0,84404.00485074872,-139.55211,0.0024999997,500.0,2,100,400.0,0.0025,286.75082,-96.7633640710961,5.434597e-20,-96.7633640710961,1.0,500,-92.26663,1.0,1.0,500.0
4.030894e-07,45578860.0,-98.0113085486739,73672.52084906709,302.8692,73672.52084906709,745.2134,0.0020000003,500.0,1,100,1.0062625637345428,0.99688333,59.44522,-98.0113085486739,0.001987528,-98.0113085486739,0.06104168,500,807.87054,2.1948068,150962.62,227.81048280264145
0.01,,-55.925668705540104,103438.51370598993,1.0,103438.51370598993,-140.61432,0.009999998,500.0,2,100,100.0,0.01,320.00644,-55.925668705540104,3.5044917e-18,-55.925668705540104,1.0,500,-55.925667,1.0,1.0,500.0
0.005,,-36.80220302289752,98290.46701977016,1.0,98290.46701977016,-106.24786,0.0049999994,500.0,2,100,200.00000010221265,0.005,316.14438,-36.80220302289752,2.179301e-19,-36.80220302289752,1.0,500,-46.363934,1.0,1.0,500.0
0.0033333334,,-93.2090047411494,97118.5645902513,1.0,97118.5645902513,-118.70734,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,314.91,-93.2090047411494,5.4391416e-20,-93.2090047411494,1.0,500,-61.978954,1.0,1.0,500.0
0.0025,,-82.37984861652787,77424.8945442808,1.0,77424.8945442808,-116.20741,0.0024999997,500.0,2,100,400.0,0.0025,305.9688,-82.37984861652787,5.434597e-20,-82.37984861652787,1.0,500,-67.079185,1.0,1.0,500.0
7.128211e-08,15807375.0,-85.57825776633963,113808.42592575114,178.77126,113808.42592575114,742.4819,0.0020000003,500.0,1,100,1.0108717078455345,0.994608,90.58792,-85.57825776633963,0.0019784474,-85.57825776633963,0.006371596,500,816.53467,2.8400817,88903.66,176.0512739664642
0.01,,-62.21840132604598,69571.48352081593,1.0,69571.48352081593,-126.23867,0.009999998,500.0,2,100,100.0,0.01,262.44193,-62.21840132604598,3.5044917e-18,-62.21840132604598,1.0,500,-62.2184,1.0,1.0,500.0
0.005,,-58.831124520472315,75212.08920095676,1.0,75212.08920095676,-105.79392,0.0049999994,500.0,2,100,200.00000010221265,0.005,267.71393,-58.831124520472315,2.179301e-19,-58.831124520472315,1.0,500,-60.524757,1.0,1.0,500.0
0.0033333334,,-73.65054509824222,70438.2634313968,1.0,70438.2634313968,-101.86214,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,266.57718,-73.65054509824222,5.4391416e-20,-73.65054509824222,1.0,500,-64.900024,1.0,1.0,500.0
0.0025,,-137.7590775131798,92897.2422182351,1.0,92897.2422182351,-133.20248,0.0024999997,500.0,2,100,400.0,0.0025,278.0017,-137.7590775131798,5.434597e-20,-137.7590775131798,1.0,500,-83.114784,1.0,1.0,500.0
7.79022e-07,18027692.0,-61.27829363747567,65938.4748533059,190.9576,65938.4748533059,205.20164,0.002,500.0,1,100,1.0113322014890647,0.9943816,29.272911,-61.27829363747567,0.0019775454,-61.27829363747567,0.074380085,500,266.60104,1.8783484,94942.36,266.19130570763167
0.01,,-34.690955829052854,48124.07681862453,1.0,48124.07681862453,-93.69078,0.009999998,500.0,2,100,100.0,0.01,218.27238,-34.690955829052854,3.5044917e-18,-34.690955829052854,1.0,500,-34.690956,1.0,1.0,500.0
0.005,,-62.354950243835845,106864.60535022816,1.0,106864.60535022816,-104.88955,0.0049999994,500.0,2,100,200.00000010221265,0.005,277.32782,-62.354950243835845,2.179301e-19,-62.354950243835845,1.0,500,-48.522957,1.0,1.0,500.0
0.0033333334,,-54.18556686176449,76609.69204114004,1.0,76609.69204114004,-96.433624,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,276.69867,-54.18556686176449,5.4391416e-20,-54.18556686176449,1.0,500,-50.410496,1.0,1.0,500.0
0.0025,,-12.836118014539734,73041.00052349694,1.0,73041.00052349694,-80.8741,0.0024999997,500.0,2,100,400.0,0.0025,275.25256,-12.836118014539734,5.434597e-20,-12.836118014539734,1.0,500,-41.0169,1.0,1.0,500.0
3.2326656e-07,42202028.0,-43.11233344843082,66809.68412402566,291.4651,66809.68412402566,647.3609,0.0020000006,500.0,1,100,1.0064773964003757,0.99677694,50.562294,-43.11233344843082,0.0019871031,-43.11233344843082,0.04711046,500,698.76196,2.0789347,145262.84,240.5077982183758
0.01,,-24.648974550997224,80238.71998058015,1.0,80238.71998058015,-97.18753,0.009999998,500.0,2,100,100.0,0.01,281.8445,-24.648974550997224,3.5044917e-18,-24.648974550997224,1.0,500,-24.648975,1.0,1.0,500.0
0.005,,-71.61114099893425,79242.24451221581,1.0,79242.24451221581,-102.492455,0.0049999994,500.0,2,100,200.00000010221265,0.005,281.94757,-71.61114099893425,2.179301e-19,-71.61114099893425,1.0,500,-48.130054,1.0,1.0,500.0
0.0033333334,,-71.37760464481396,69432.37757629565,1.0,69432.37757629565,-107.21437,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,275.7337,-71.37760464481396,5.4391416e-20,-71.37760464481396,1.0,500,-55.87924,1.0,1.0,500.0
0.0025,,-23.059704589793405,84194.64658603915,1.0,84194.64658603915,-92.13188,0.0024999997,500.0,2,100,400.0,0.0025,279.3957,-23.059704589793405,5.434597e-20,-23.059704589793405,1.0,500,-47.674355,1.0,1.0,500.0
1.633294e-07,96072740.0,-5.2397136714052985,65229.15474465884,439.39523,65229.15474465884,549.6043,0.002,500.0,1,100,1.0047923277432822,0.9976124,30.380362,-5.2397136714052985,0.001990442,-5.2397136714052985,0.03588308,500,607.34985,2.1089015,219173.06,237.0902575741851
0.01,,-23.85216743864294,81439.97071579464,1.0,81439.97071579464,-91.49779,0.009999998,500.0,2,100,100.0,0.01,283.9464,-23.85216743864294,3.5044917e-18,-23.85216743864294,1.0,500,-23.852161,1.0,1.0,500.0
0.005,,-31.906035071017072,70733.11866252069,1.0,70733.11866252069,-75.71178,0.0049999994,500.0,2,100,200.00000010221265,0.005,274.48477,-31.906035071017072,2.179301e-19,-31.906035071017072,1.0,500,-27.879097,1.0,1.0,500.0
0.0033333334,,-67.622724834808,68994.50650886928,1.0,68994.50650886928,-91.276596,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,270.82675,-67.622724834808,5.4391416e-20,-67.622724834808,1.0,500,-41.126976,1.0,1.0,500.0
0.0025,,-28.14805051363167,75639.29594722569,1.0,75639.29594722569,-81.313095,0.0024999997,500.0,2,100,400.0,0.0025,271.5928,-28.14805051363167,5.434597e-20,-28.14805051363167,1.0,500,-37.88224,1.0,1.0,500.0
8.030698e-07,7251559.0,-63.599577167121694,96325.60336545836,121.41973,96325.60336545836,450.9108,0.0020000003,500.0,1,100,1.0164894449726392,0.99185574,85.33023,-63.599577167121694,0.0019674913,-63.599577167121694,0.04875426,500,506.19724,1.9324996,60215.43,258.7322594029159
0.01,,-14.06447080103216,103368.7969309491,1.0,103368.7969309491,-93.53092,0.009999998,500.0,2,100,100.0,0.01,319.8986,-14.06447080103216,3.5044917e-18,-14.06447080103216,1.0,500,-14.064471,1.0,1.0,500.0
0.005,,3.183117768647027,64838.33813184989,1.0,64838.33813184989,-61.631943,0.0049999994,500.0,2,100,200.00000010221265,0.005,288.6813,3.183117768647027,2.179301e-19,3.183117768647027,1.0,500,-5.440674,1.0,1.0,500.0
0.0033333334,,-36.201748136434816,83473.29536756813,1.0,83473.29536756813,-61.57435,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,288.64233,-36.201748136434816,5.4391416e-20,-36.201748136434816,1.0,500,-15.69437,1.0,1.0,500.0
0.0025,,-42.98385810516847,81355.38924989037,1.0,81355.38924989037,-62.24997,0.0024999997,500.0,2,100,400.0,0.0025,287.68192,-42.98385810516847,5.434597e-20,-42.98385810516847,1.0,500,-22.51674,1.0,1.0,500.0
3.544365e-07,36086724.0,-3.961372802386833,86634.9144446762,269.75198,86634.9144446762,602.7125,0.0020000003,500.0,1,100,1.008195243914205,0.9959274,50.353268,-3.961372802386833,0.0019837106,-3.961372802386833,0.047804974,500,656.81354,2.3174663,134326.69,215.75287150682118
0.01,,-4.1535529756387755,66349.32079849683,1.0,66349.32079849683,-66.31503,0.009999998,500.0,2,100,100.0,0.01,256.29245,-4.1535529756387755,3.5044917e-18,-4.1535529756387755,1.0,500,-4.153553,1.0,1.0,500.0
0.005,,-15.052188672281336,105659.07831279,1.0,105659.07831279,-66.16568,0.0049999994,500.0,2,100,200.00000010221265,0.005,291.84558,-15.052188672281336,2.179301e-19,-15.052188672281336,1.0,500,-9.60287,1.0,1.0,500.0
0.0033333334,,12.485689872808019,83155.64403510414,1.0,83155.64403510414,-49.17105,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,290.40033,12.485689872808019,5.4391416e-20,12.485689872808019,1.0,500,-2.240015,1.0,1.0,500.0
0.0025,,-9.697740616079308,79673.1543672637,1.0,79673.1543672637,-44.747917,0.0024999997,500.0,2,100,400.0,0.0025,288.0604,-9.697740616079308,5.434597e-20,-9.697740616079308,1.0,500,-4.1044445,1.0,1.0,500.0
5.304291e-07,6102918.5,3.748904454871765,70831.97003854605,111.44529,70831.97003854605,458.77185,0.0020000003,500.0,1,100,1.0175145327429633,0.99135596,93.500946,3.748904454871765,0.001965505,3.748904454871765,0.029556911,500,509.59747,1.9547622,55240.977,255.78558598401463
0.01,,-16.760498035528645,83826.56821454287,1.0,83826.56821454287,-88.7276,0.009999998,500.0,2,100,100.0,0.01,288.0769,-16.760498035528645,3.5044917e-18,-16.760498035528645,1.0,500,-16.7605,1.0,1.0,500.0
0.005,,-33.23852224858126,112716.19304284644,1.0,112716.19304284644,-85.53935,0.0049999994,500.0,2,100,200.00000010221265,0.005,312.0201,-33.23852224858126,2.179301e-19,-33.23852224858126,1.0,500,-24.999508,1.0,1.0,500.0
0.0033333334,,7.405446601894019,97404.08750894389,1.0,97404.08750894389,-63.628433,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,311.8991,7.405446601894019,5.4391416e-20,7.405446601894019,1.0,500,-14.197857,1.0,1.0,500.0
0.0025,,-5.353861071281942,72164.89538048931,1.0,72164.89538048931,-54.795,0.0024999997,500.0,2,100,400.0,0.0025,301.3906,-5.353861071281942,5.434597e-20,-5.353861071281942,1.0,500,-11.98686,1.0,1.0,500.0
1.4266355e-07,9631840.0,12.986739512762774,64959.370038237364,139.72255,64959.370038237364,877.80444,0.0020000003,500.0,1,100,1.0134028411524352,0.9933651,128.87415,12.986739512762774,0.001973496,12.986739512762774,0.0099666575,500,935.89813,2.3020506,69397.75,217.1976593651287
0.01,,19.862475042748358,99939.37917752615,1.0,99939.37917752615,-48.43126,0.009999998,500.0,2,100,100.0,0.01,314.54727,19.862475042748358,3.5044917e-18,19.862475042748358,1.0,500,19.86248,1.0,1.0,500.0
0.005,,-0.8494961804367803,119214.09160916583,1.0,119214.09160916583,-65.84044,0.0049999994,500.0,2,100,200.00000010221265,0.005,329.52725,-0.8494961804367803,2.179301e-19,-0.8494961804367803,1.0,500,9.506493,1.0,1.0,500.0
0.0033333334,,51.60463328979247,78642.34461736304,1.0,78642.34461736304,-37.981308,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,314.22595,51.60463328979247,5.4391416e-20,51.60463328979247,1.0,500,23.5392,1.0,1.0,500.0
0.0025,,54.14842096733395,93486.97140003227,1.0,93486.97140003227,-22.086819,0.0024999997,500.0,2,100,400.0,0.0025,312.0371,54.14842096733395,5.434597e-20,54.14842096733395,1.0,500,31.19151,1.0,1.0,500.0
5.212552e-07,25309632.0,87.79819963298159,88740.8790633861,226.03516,88740.8790633861,676.2645,0.0019999999,500.0,1,100,1.0093182980628586,0.9953731,60.34645,87.79819963298159,0.0019814987,87.79819963298159,0.058910996,500,744.18384,2.0314002,112494.66,246.13564529929076
0.01,,52.92091798448654,87060.47453049305,1.0,87060.47453049305,-6.6789665,0.009999998,500.0,2,100,100.0,0.01,293.58112,52.92091798448654,3.5044917e-18,52.92091798448654,1.0,500,52.920918,1.0,1.0,500.0
0.005,,59.31703418906531,59579.57083449229,1.0,59579.57083449229,13.975491,0.0049999994,500.0,2,100,200.00000010221265,0.005,269.4384,59.31703418906531,2.179301e-19,59.31703418906531,1.0,500,56.118973,1.0,1.0,500.0
0.0033333334,,-21.858275623627186,82794.55527254194,1.0,82794.55527254194,-4.2834473,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,277.61746,-21.858275623627186,5.4391416e-20,-21.858275623627186,1.0,500,30.12656,1.0,1.0,500.0
0.0025,,25.105117661995553,69839.83691977021,1.0,69839.83691977021,-3.6109962,0.0024999997,500.0,2,100,400.0,0.0025,274.03226,25.105117661995553,5.434597e-20,25.105117661995553,1.0,500,28.871197,1.0,1.0,500.0
5.5913415e-07,23163238.0,18.546783098549994,78596.81816857046,216.19644,78596.81816857046,785.74536,0.002,500.0,1,100,1.0089278648740874,0.9955657,76.06089,18.546783098549994,0.001982267,18.546783098549994,0.06044141,500,829.5144,1.9492185,107618.88,256.51305742748406
0.01,,9.881257516711402,72674.86382124557,1.0,72674.86382124557,-44.63847,0.009999998,500.0,2,100,100.0,0.01,268.23145,9.881257516711402,3.5044917e-18,9.881257516711402,1.0,500,9.881257,1.0,1.0,500.0
0.005,,-4.43434357362435,78327.54230838585,1.0,78327.54230838585,-50.199493,0.0049999994,500.0,2,100,200.00000010221265,0.005,273.49118,-4.43434357362435,2.179301e-19,-4.43434357362435,1.0,500,2.7234554,1.0,1.0,500.0
0.0033333334,,35.66413296038244,64144.17440006198,1.0,64144.17440006198,-29.507725,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,266.97125,35.66413296038244,5.4391416e-20,35.66413296038244,1.0,500,13.703682,1.0,1.0,500.0
0.0025,,-2.878090861745627,71256.16080000869,1.0,71256.16080000869,-27.863937,0.0024999997,500.0,2,100,400.0,0.0025,266.7259,-2.878090861745627,5.434597e-20,-2.878090861745627,1.0,500,9.558239,1.0,1.0,500.0
5.6232544e-08,63241012.0,8.753487537709935,74616.69576985475,356.58154,74616.69576985475,832.6564,0.002,500.0,1,100,1.0052737744858788,0.9973735,45.716564,8.753487537709935,0.001989487,8.753487537709935,0.010025743,500,887.2423,2.6595857,177822.48,187.99920502808084
0.01,,-15.64921337321736,62882.996603923566,1.0,62882.996603923566,-85.085655,0.009999998,500.0,2,100,100.0,0.01,249.50784,-15.64921337321736,3.5044917e-18,-15.64921337321736,1.0,500,-15.649215,1.0,1.0,500.0
0.005,,57.015149960375744,76645.05623378606,1.0,76645.05623378606,-32.15375,0.0049999994,500.0,2,100,200.00000010221265,0.005,265.30438,57.015149960375744,2.179301e-19,57.015149960375744,1.0,500,20.682968,1.0,1.0,500.0
0.0033333334,,97.3091661250753,82760.30220893759,1.0,82760.30220893759,0.33691788,0.0033333336,500.0,2,100,299.999969473632,0.0033333334,274.84537,97.3091661250753,5.4391416e-20,97.3091661250753,1.0,500,46.225037,1.0,1.0,500.0
