IterType,EpsThisIter,AvgDiscRet,VarVanillaIw,J,AvgRet,VarDiscRet,VarRet,MaxNormIw,BatchSize,ESSRenyi,VarJ,MaxVanillaIw,eRenyi2,MinVanillaIw,VarNormIw,VanillaAvgRet,Bound,MinNormIw,AvgNormIw,AvgEpLen,Delta,ESSClassic,AvgVanillaIw
,100,-5.36439252454,122.587,-6.2885,-9.20020346999,96.5506795163,93.2436376442,0.0189131,500,27.9542352622,15.9593,53.2969,17.8864,0.00557439,1.54372e-05,-9.20020346999,-14.7272,1.97815e-06,0.0025,500.0,0.4,115.480630723,7.04495
1,100,-7.43881290889,2975.35,23.5501,-7.43881290889,46.5606394119,46.5606394119,0.0438894,500,116.823127008,3.79115,266.115,4.27997,0.00959691,8.09319e-05,-7.43881290889,18.9128,1.58279e-06,0.002,500.0,0.4,23.5933132691,12.1266
2,100,-0.223405216496,,-0.223405,-0.223405216496,121.557515178,121.557515178,0.01,500,500.0,10.97,1.0,1.0,1.0,3.50449e-18,-0.223405216496,-2.49418,0.01,0.01,500.0,0.4,100.0,1.0
2,100,-0.0250120774569,,-0.124209,-0.0250120774569,65.0280537989,65.0280537989,0.005,500,500.0,9.61092,1.0,1.0,1.0,2.1793e-19,-0.0250120774569,-1.72989,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,5.76618784126,,1.83926,5.76618784126,889.461576766,889.461576766,0.00333333,500,500.0,19.0476,1.0,1.0,1.0,5.43914e-20,5.76618784126,-4.08625,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,-3.4314192956,,0.521588,-3.4314192956,74.0260067025,74.0260067025,0.0025,500,500.0,17.1942,1.0,1.0,1.0,5.4346e-20,-3.4314192956,-4.61005,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,-1.29559393198,16959.9,81.3049,-1.29559393198,30.0756059653,30.0756059653,0.0808654,500,122.812951804,15.9847,850.684,4.07123,0.00117653,0.000153254,-1.29559393198,72.0437,1.1184e-07,0.002,500.0,0.4,12.7430834862,21.0395
2,100,-5.53784709042,,-5.53785,-5.53784709042,113.148033637,113.148033637,0.01,500,500.0,10.5838,1.0,1.0,1.0,3.50449e-18,-5.53784709042,-9.01593,0.01,0.01,500.0,0.4,100.0,1.0
2,100,-9.63997699754,,-7.58891,-9.63997699754,115.761295467,115.761295467,0.005,500,500.0,10.8405,1.0,1.0,1.0,2.1793e-19,-9.63997699754,-10.0483,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,-5.41683260233,,-6.86489,-5.41683260233,14.4657302531,14.4657302531,0.00333333,500,500.0,9.17424,1.0,1.0,1.0,5.43914e-20,-5.41683260233,-8.87296,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,3.62521371504,,-4.24236,3.62521371504,171.189087244,171.189087244,0.0025,500,500.0,11.2306,1.0,1.0,1.0,5.4346e-20,3.62521371504,-6.08164,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,-6.92797328408,24024.7,14.8598,-6.92797328408,154.580145884,154.580145884,0.0814826,500,203.501070947,2.4151,1012.29,2.45699,0.0330242,0.000155661,-6.92797328408,12.2812,2.65823e-06,0.002,500.0,0.4,12.5510569152,24.8468
2,100,5.66395460511,,5.66395,5.66395460511,320.195582127,320.195582127,0.01,500,500.0,17.8043,1.0,1.0,1.0,3.50449e-18,5.66395460511,0.117606,0.01,0.01,500.0,0.4,100.0,1.0
2,100,-2.08386380652,,1.79005,-2.08386380652,155.016385581,155.016385581,0.005,500,500.0,15.8189,1.0,1.0,1.0,2.1793e-19,-2.08386380652,-2.13182,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,-7.52628479135,,-1.3154,-7.52628479135,77.3672616853,77.3672616853,0.00333333,500,500.0,14.548,1.0,1.0,1.0,5.43914e-20,-7.52628479135,-4.51758,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,3.54709545704,,-0.0997744,3.54709545704,394.501819176,394.501819176,0.0025,500,500.0,16.1495,1.0,1.0,1.0,5.4346e-20,3.54709545704,-2.87295,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,-2.55986382833,22888.2,44.2095,-2.55986382833,82.2749534312,82.2749534312,0.0811026,500,151.558788768,6.90266,988.166,3.29905,0.0138882,0.000154178,-2.55986382833,39.7043,1.13986e-06,0.002,500.0,0.4,12.6687646498,24.3683
2,100,7.01129847077,,7.0113,7.01129847077,248.895051167,248.895051167,0.01,500,500.0,15.6973,1.0,1.0,1.0,3.50449e-18,7.01129847077,2.59076,0.01,0.01,500.0,0.4,100.0,1.0
2,100,3.05680069421,,5.03405,3.05680069421,275.91360476,275.91360476,0.005,500,500.0,16.2385,1.0,1.0,1.0,2.1793e-19,3.05680069421,1.32081,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,3.02598978567,,4.3647,3.02598978567,64.1760285128,64.1760285128,0.00333333,500,500.0,14.0665,1.0,1.0,1.0,5.43914e-20,3.02598978567,1.33285,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,6.9150828583,,5.00229,6.9150828583,310.756624127,310.756624127,0.0025,500,500.0,15.051,1.0,1.0,1.0,5.4346e-20,6.9150828583,2.37664,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,6.23897186137,41162.2,42.1636,6.23897186137,156.797078696,156.797078696,0.0810527,500,116.59018712,4.5853,1325.18,4.28853,0.0149236,0.000153986,6.23897186137,37.3003,9.12777e-07,0.002,500.0,0.4,12.6840864156,32.6993
2,100,5.28116963462,,5.28117,5.28116963462,132.900826277,132.900826277,0.01,500,500.0,11.4705,1.0,1.0,1.0,3.50449e-18,5.28116963462,2.4123,0.01,0.01,500.0,0.4,100.0,1.0
2,100,11.1142268924,,8.1977,11.1142268924,203.861935299,203.861935299,0.005,500,500.0,13.2365,1.0,1.0,1.0,2.1793e-19,11.1142268924,4.95086,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,17.8339052462,,11.4098,17.8339052462,485.252632884,485.252632884,0.00333333,500,500.0,17.2502,1.0,1.0,1.0,5.43914e-20,17.8339052462,7.05521,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,9.1177969437,,10.8368,9.1177969437,286.820938846,286.820938846,0.0025,500,500.0,17.18,1.0,1.0,1.0,5.4346e-20,9.1177969437,7.06561,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,4.99030863526,10924.3,60.4206,4.99030863526,102.942283424,102.942283424,0.0811942,500,101.340252127,7.5102,682.664,4.93387,0.00219461,0.000154536,4.99030863526,52.9283,2.61021e-07,0.002,500.0,0.4,12.6400803557,16.8156
2,100,11.3282193016,,11.3282,11.3282193016,197.195872225,197.195872225,0.01,500,500.0,13.9723,1.0,1.0,1.0,3.50449e-18,11.3282193016,6.6001,0.01,0.01,500.0,0.4,100.0,1.0
2,100,16.4122607409,,13.8702,16.4122607409,420.081052324,420.081052324,0.005,500,500.0,17.6639,1.0,1.0,1.0,2.1793e-19,16.4122607409,9.36777,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,11.3687290081,,13.0364,11.3687290081,136.54125975,136.54125975,0.00333333,500,500.0,15.9518,1.0,1.0,1.0,5.43914e-20,11.3687290081,9.36015,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,21.854443437,,15.2409,21.854443437,465.055186603,465.055186603,0.0025,500,500.0,17.9032,1.0,1.0,1.0,5.4346e-20,21.854443437,11.2388,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,18.2743584985,12627.5,63.8609,18.2743584985,431.980038506,431.980038506,0.0956871,500,86.7360675865,10.3215,802.554,5.76461,3.79299e-05,0.000179505,18.2743584985,55.2665,4.52232e-09,0.002,500.0,0.4,10.9202513423,16.7745
2,100,27.0471723915,,27.0472,27.0471723915,459.5269515,459.5269515,0.01,500,500.0,21.3291,1.0,1.0,1.0,3.50449e-18,27.0471723915,18.6197,0.01,0.01,500.0,0.4,100.0,1.0
2,100,6.46722247687,,16.7572,6.46722247687,418.725022654,418.725022654,0.005,500,500.0,23.2512,1.0,1.0,1.0,2.1793e-19,6.46722247687,10.7981,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,8.17843772751,,13.8976,8.17843772751,164.754095501,164.754095501,0.00333333,500,500.0,20.7638,1.0,1.0,1.0,5.43914e-20,8.17843772751,9.03203,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,11.9830635721,,13.419,11.9830635721,250.888444543,250.888444543,0.0025,500,500.0,19.6503,1.0,1.0,1.0,5.4346e-20,11.9830635721,9.20526,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,34.5706336809,23689.7,73.5265,34.5706336809,500.231547184,500.231547184,0.0816727,500,101.538568206,6.19766,1005.15,4.92424,0.00392361,0.000156406,34.5706336809,64.4731,3.1881e-07,0.002,500.0,0.4,12.4927398307,24.6141
2,100,33.4533022461,,33.4533,33.4533022461,718.322565459,718.322565459,0.01,500,500.0,26.6672,1.0,1.0,1.0,3.50449e-18,33.4533022461,23.3286,0.01,0.01,500.0,0.4,100.0,1.0
2,100,32.2026401693,,32.828,32.2026401693,589.719072463,589.719072463,0.005,500,500.0,25.4533,1.0,1.0,1.0,2.1793e-19,32.2026401693,25.6687,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,22.1044418119,,29.2535,22.1044418119,225.512809151,225.512809151,0.00333333,500,500.0,23.0627,1.0,1.0,1.0,5.43914e-20,22.1044418119,23.408,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,29.0556834103,,29.204,29.0556834103,934.626236689,934.626236689,0.0025,500,500.0,25.1046,1.0,1.0,1.0,5.4346e-20,29.0556834103,24.1312,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,25.7279066498,25201.6,81.9102,25.7279066498,729.443817456,729.443817456,0.0808706,500,124.323797514,5.95752,1036.94,4.02176,0.0135047,0.000153286,25.7279066498,72.811,1.05323e-06,0.002,500.0,0.4,12.7405344842,25.6444
2,100,32.9054929444,,32.9055,32.9054929444,765.485629796,765.485629796,0.01,500,500.0,27.5287,1.0,1.0,1.0,3.50449e-18,32.9054929444,25.0274,0.01,0.01,500.0,0.4,100.0,1.0
2,100,41.4243982279,,37.1649,41.4243982279,422.418535464,422.418535464,0.005,500,500.0,24.6202,1.0,1.0,1.0,2.1793e-19,41.4243982279,29.9855,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,28.75369924,,34.3612,28.75369924,343.274029341,343.274029341,0.00333333,500,500.0,23.0891,1.0,1.0,1.0,5.43914e-20,28.75369924,28.4992,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,23.0881519701,,31.5429,23.0881519701,674.942765542,674.942765542,0.0025,500,500.0,24.3044,1.0,1.0,1.0,5.4346e-20,23.0881519701,26.4663,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,36.0077169042,15387.6,81.8142,36.0077169042,335.844513227,335.844513227,0.0811696,500,114.243603094,7.0148,810.215,4.37661,0.00350923,0.000154439,36.0077169042,72.315,3.51564e-07,0.002,500.0,0.4,12.6478264217,19.9635
2,100,45.7977585065,,45.7978,45.7977585065,261.102955787,261.102955787,0.01,500,500.0,16.0777,1.0,1.0,1.0,3.50449e-18,45.7977585065,36.3632,0.01,0.01,500.0,0.4,100.0,1.0
2,100,41.118863536,,43.4583,41.118863536,309.831673744,309.831673744,0.005,500,500.0,16.9731,1.0,1.0,1.0,2.1793e-19,41.118863536,36.7871,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,42.8361957122,,43.2509,42.8361957122,293.341564854,293.341564854,0.00333333,500,500.0,16.9984,1.0,1.0,1.0,5.43914e-20,42.8361957122,37.5787,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,30.3428408778,,40.0239,30.3428408778,591.196792277,591.196792277,0.0025,500,500.0,19.8563,1.0,1.0,1.0,5.4346e-20,30.3428408778,35.1116,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,40.9827902909,16369.7,79.0034,40.9827902909,493.000971121,493.000971121,0.0953187,500,120.19645911,8.37381,913.802,4.15986,0.0156401,0.000178112,40.9827902909,70.0422,1.63143e-06,0.002,500.0,0.4,11.0037622086,19.1736
2,100,46.0060103868,,46.006,46.0060103868,481.796767559,481.796767559,0.01,500,500.0,21.8398,1.0,1.0,1.0,3.50449e-18,46.0060103868,37.94,0.01,0.01,500.0,0.4,100.0,1.0
2,100,38.755164885,,42.3806,38.755164885,857.278157111,857.278157111,0.005,500,500.0,25.9997,1.0,1.0,1.0,2.1793e-19,38.755164885,34.227,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,40.9471500865,,41.9028,40.9471500865,143.651466388,143.651466388,0.00333333,500,500.0,22.3275,1.0,1.0,1.0,5.43914e-20,40.9471500865,35.2454,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,41.4375595787,,41.7865,41.4375595787,654.451569863,654.451569863,0.0025,500,500.0,23.1497,1.0,1.0,1.0,5.4346e-20,41.4375595787,36.021,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,37.3765548694,2717.4,91.7005,37.3765548694,97.0679695365,97.0679695365,0.095227,500,76.5479598618,17.5282,372.311,6.53185,0.00194052,0.000177772,37.3765548694,78.5211,4.96333e-07,0.002,500.0,0.4,11.0243938862,7.81943
2,100,50.4716879175,,50.4717,50.4716879175,577.587891419,577.587891419,0.01,500,500.0,23.9126,1.0,1.0,1.0,3.50449e-18,50.4716879175,39.8636,0.01,0.01,500.0,0.4,100.0,1.0
2,100,47.4332061344,,48.9524,47.4332061344,325.864711319,325.864711319,0.005,500,500.0,21.2018,1.0,1.0,1.0,2.1793e-19,47.4332061344,41.4514,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,42.4911957605,,46.7987,42.4911957605,661.2197753,661.2197753,0.00333333,500,500.0,22.9599,1.0,1.0,1.0,5.43914e-20,42.4911957605,40.6741,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,43.1641680904,,45.8901,43.1641680904,184.341563896,184.341563896,0.0025,500,500.0,21.0587,1.0,1.0,1.0,5.4346e-20,43.1641680904,40.586,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,61.9369808432,3414.45,87.9685,61.9369808432,276.691987871,276.691987871,0.0949969,500,109.504305708,11.8737,417.4,4.56603,0.0174456,0.000176862,61.9369808432,77.4698,3.97048e-06,0.002,500.0,0.4,11.0798012172,8.78765
2,100,64.2245400168,,64.2245,64.2245400168,225.347178376,225.347178376,0.01,500,500.0,14.9363,1.0,1.0,1.0,3.50449e-18,64.2245400168,54.0014,0.01,0.01,500.0,0.4,100.0,1.0
2,100,60.4536794798,,62.3391,60.4536794798,675.345299398,675.345299398,0.005,500,500.0,21.199,1.0,1.0,1.0,2.1793e-19,60.4536794798,55.1103,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,65.644260319,,63.4408,65.644260319,146.616144903,146.616144903,0.00333333,500,500.0,18.7192,1.0,1.0,1.0,5.43914e-20,65.644260319,57.5385,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,59.6983827417,,62.5052,59.6983827417,302.336501022,302.336501022,0.0025,500,500.0,18.4462,1.0,1.0,1.0,5.4346e-20,59.6983827417,57.2561,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,53.7719843467,6923.62,82.5896,53.7719843467,685.942357065,685.942357065,0.0789422,500,173.358334141,5.52909,543.858,2.8842,0.00528036,0.000145875,53.7719843467,74.6162,7.66457e-07,0.002,500.0,0.4,13.3704544819,13.7786
2,100,58.1641684377,,58.1642,58.1641684377,473.25766862,473.25766862,0.01,500,500.0,21.6454,1.0,1.0,1.0,3.50449e-18,58.1641684377,48.3893,0.01,0.01,500.0,0.4,100.0,1.0
2,100,64.6085299033,,61.3863,64.6085299033,345.231335271,345.231335271,0.005,500,500.0,20.3847,1.0,1.0,1.0,2.1793e-19,64.6085299033,53.513,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,70.7859432299,,64.5196,70.7859432299,368.966876675,368.966876675,0.00333333,500,500.0,20.4552,1.0,1.0,1.0,5.43914e-20,70.7859432299,57.5371,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,63.6405909458,,64.2998,63.6405909458,253.84207412,253.84207412,0.0025,500,500.0,19.4109,1.0,1.0,1.0,5.4346e-20,63.6405909458,58.2528,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,51.7095221213,2154.8,96.7804,51.7095221213,435.435544258,435.435544258,0.0755474,500,117.495405854,11.7984,303.65,4.25549,0.00135869,0.000133383,51.7095221213,85.6231,3.38039e-07,0.002,500.0,0.4,14.5861394238,8.03865
2,100,61.8748611984,,61.8749,61.8748611984,483.376764408,483.376764408,0.01,500,500.0,21.8756,1.0,1.0,1.0,3.50449e-18,61.8748611984,51.8345,0.01,0.01,500.0,0.4,100.0,1.0
2,100,60.2225993775,,61.0487,60.2225993775,244.808992536,244.808992536,0.005,500,500.0,19.0035,1.0,1.0,1.0,2.1793e-19,60.2225993775,53.9491,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,60.9609077271,,61.0195,60.9609077271,224.072863483,224.072863483,0.00333333,500,500.0,17.7398,1.0,1.0,1.0,5.43914e-20,60.9609077271,55.1737,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,72.1482397596,,63.8017,72.1482397596,78.8586221447,78.8586221447,0.0025,500,500.0,16.6963,1.0,1.0,1.0,5.4346e-20,72.1482397596,58.4944,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,74.4961886393,1047.87,81.4817,74.4961886393,158.861576043,158.861576043,0.0739067,500,214.742999317,6.98442,211.92,2.32836,0.0222095,0.000127448,74.4961886393,74.2383,7.74554e-06,0.002,500.0,0.4,15.2446666211,5.73479
2,100,65.1336673029,,65.1337,65.1336673029,265.403857359,265.403857359,0.01,500,500.0,16.2096,1.0,1.0,1.0,3.50449e-18,65.1336673029,53.8605,0.01,0.01,500.0,0.4,100.0,1.0
2,100,61.9902518423,,63.562,61.9902518423,448.94618209,448.94618209,0.005,500,500.0,18.8699,1.0,1.0,1.0,2.1793e-19,61.9902518423,55.5906,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,71.4374250821,,66.1871,71.4374250821,137.76147229,137.76147229,0.00333333,500,500.0,17.2228,1.0,1.0,1.0,5.43914e-20,71.4374250821,59.6785,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,55.3682628334,,63.4824,55.3682628334,354.532414292,354.532414292,0.0025,500,500.0,18.2253,1.0,1.0,1.0,5.4346e-20,55.3682628334,57.8458,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,71.6332376379,854.49,90.1729,71.6332376379,204.217690677,204.217690677,0.0894158,500,150.329123085,12.0592,209.056,3.32604,0.0145821,0.000156318,71.6332376379,80.9785,6.23692e-06,0.002,500.0,0.4,12.499594481,4.67605
2,100,71.3600883677,,71.3601,71.3600883677,241.570470631,241.570470631,0.01,500,500.0,15.4646,1.0,1.0,1.0,3.50449e-18,71.3600883677,60.6533,0.01,0.01,500.0,0.4,100.0,1.0
2,100,73.3316714134,,72.3459,73.3316714134,181.748811279,181.748811279,0.005,500,500.0,14.5091,1.0,1.0,1.0,2.1793e-19,73.3316714134,64.5403,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,67.5150306703,,70.7356,67.5150306703,152.241066603,152.241066603,0.00333333,500,500.0,13.9917,1.0,1.0,1.0,5.43914e-20,67.5150306703,64.3624,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,77.4348738978,,72.4104,77.4348738978,107.118061793,107.118061793,0.0025,500,500.0,13.4816,1.0,1.0,1.0,5.4346e-20,77.4348738978,66.8896,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,66.6308396357,3772.92,89.3261,66.6308396357,339.436379643,339.436379643,0.076042,500,217.840339694,4.996,401.806,2.29526,0.0222735,0.00013513,66.6308396357,81.7436,4.21528e-06,0.002,500.0,0.4,14.4030182627,10.568
2,100,70.534687959,,70.5347,70.534687959,250.85958306,250.85958306,0.01,500,500.0,15.7592,1.0,1.0,1.0,3.50449e-18,70.534687959,59.4844,0.01,0.01,500.0,0.4,100.0,1.0
2,100,74.7063284011,,72.6205,74.7063284011,195.814684178,195.814684178,0.005,500,500.0,15.0151,1.0,1.0,1.0,2.1793e-19,74.7063284011,64.6182,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,77.4073440066,,74.2161,77.4073440066,187.382829058,187.382829058,0.00333333,500,500.0,14.7388,1.0,1.0,1.0,5.43914e-20,77.4073440066,67.6548,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,78.3064917465,,75.2387,78.3064917465,45.5765951751,45.5765951751,0.0025,500,500.0,13.3169,1.0,1.0,1.0,5.4346e-20,78.3064917465,69.5564,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,80.1670274766,2341.16,91.1333,80.1670274766,107.656811973,107.656811973,0.0753204,500,207.223093631,6.64486,316.603,2.41286,0.00925366,0.000132503,80.1670274766,83.2386,2.20146e-06,0.002,500.0,0.4,14.6801722151,8.40682
2,100,82.5450724448,,82.5451,82.5450724448,43.7046496801,43.7046496801,0.01,500,500.0,6.57781,1.0,1.0,1.0,3.50449e-18,82.5450724448,71.5281,0.01,0.01,500.0,0.4,100.0,1.0
2,100,81.4454640766,,81.9953,81.4454640766,58.4238513269,58.4238513269,0.005,500,500.0,7.13133,1.0,1.0,1.0,2.1793e-19,81.4454640766,74.0406,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,82.4494588285,,82.1467,82.4494588285,115.239262955,115.239262955,0.00333333,500,500.0,8.48403,1.0,1.0,1.0,5.43914e-20,82.4494588285,75.4517,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,80.2486131536,,81.6721,80.2486131536,118.730434044,118.730434044,0.0025,500,500.0,9.16762,1.0,1.0,1.0,5.4346e-20,80.2486131536,75.8211,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,75.3999955848,2669.88,94.454,75.3999955848,224.944311554,224.944311554,0.0756423,500,227.411621963,6.52869,338.092,2.19866,0.0114154,0.000133645,75.3999955848,86.6941,2.554e-06,0.002,500.0,0.4,14.5584443631,8.93923
2,100,77.8507848958,,77.8508,77.8507848958,123.85610176,123.85610176,0.01,500,500.0,11.0733,1.0,1.0,1.0,3.50449e-18,77.8507848958,66.5461,0.01,0.01,500.0,0.4,100.0,1.0
2,100,74.2787415028,,76.0648,74.2787415028,294.951694951,294.951694951,0.005,500,500.0,14.5086,1.0,1.0,1.0,2.1793e-19,74.2787415028,67.8284,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,81.9968653602,,78.0421,81.9968653602,99.3609721488,99.3609721488,0.00333333,500,500.0,13.4515,1.0,1.0,1.0,5.43914e-20,81.9968653602,71.3172,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,78.8836359838,,78.2525,78.8836359838,80.2227813293,80.2227813293,0.0025,500,500.0,12.4778,1.0,1.0,1.0,5.4346e-20,78.8836359838,72.4285,0.0025,0.0025,500.0,0.4,400.0,1.0
1,100,76.8037297801,1042.92,91.5018,76.8037297801,67.3594220561,67.3594220561,0.0718709,500,229.932825449,9.22838,211.589,2.17455,0.102592,0.00012033,76.8037297801,83.8202,3.48477e-05,0.002,500.0,0.4,16.1174718266,5.88802
2,100,82.7867361576,,82.7867,82.7867361576,64.9901003156,64.9901003156,0.01,500,500.0,8.02123,1.0,1.0,1.0,3.50449e-18,82.7867361576,71.4357,0.01,0.01,500.0,0.4,100.0,1.0
2,100,79.227908233,,81.0073,79.227908233,95.3650524693,95.3650524693,0.005,500,500.0,9.08527,1.0,1.0,1.0,2.1793e-19,79.227908233,72.9809,0.005,0.005,500.0,0.4,200.000000102,1.0
2,100,80.1715225085,,80.7287,80.1715225085,112.459904469,112.459904469,0.00333333,500,500.0,9.60703,1.0,1.0,1.0,5.43914e-20,80.1715225085,74.0362,0.00333333,0.00333333,500.0,0.4,299.999969474,1.0
2,100,88.5704675321,,82.6891,88.5704675321,29.2866933513,29.2866933513,0.0025,500,500.0,9.38082,1.0,1.0,1.0,5.4346e-20,88.5704675321,76.8161,0.0025,0.0025,500.0,0.4,400.0,1.0
