eRenyi2,Delta,MaxVanillaIw,ESSClassic,MinVanillaIw,AvgDiscRet,AvgVanillaIw,VarNormIw,AvgEpLen,J,AvgRet,ESSRenyi,MaxNormIw,BatchSize,IterType,VanillaAvgRet,AvgNormIw,VarRet,VarVanillaIw,Bound,EpsThisIter,MinNormIw,VarJ,VarDiscRet
1.0227,0.2,1.53476,98.8271996262,0.841583,-106.935164603,0.987338,1.1987e-06,143.68,-104.779,-106.935164603,97.7804468201,0.0155444,100,1,-106.935164603,0.01,10986.2736631,0.0116853,-189.149,100,0.00852376,99.6877,10986.2736631
1.01299,0.2,1.45437,98.7077355254,0.711612,-95.223802954,0.9984,1.32242e-06,130.01,-94.143,-95.223802954,98.717274471,0.014567,100,1,-95.223802954,0.01,8075.05659315,0.0131819,-178.111,100,0.00712753,85.5814,8075.05659315
1.05173,0.2,2.05215,94.8557081113,0.465531,-101.150692074,1.02265,5.47814e-06,136.85,-96.8244,-101.150692074,95.0813153821,0.020067,100,1,-101.150692074,0.01,10108.9131515,0.0572913,-182.383,100,0.00455219,91.1157,10108.9131515
1.02041,0.2,1.26913,97.5861597895,0.545899,-84.9946830827,0.992276,2.49855e-06,118.54,-83.2772,-84.9946830827,98.0002299123,0.0127901,100,1,-84.9946830827,0.01,4852.78450846,0.0246011,-167.53,100,0.00550148,63.0158,4852.78450846
1.00967,0.2,1.35106,99.191259259,0.815362,-83.4674497303,0.99998,8.23595e-07,116.96,-82.6421,-83.4674497303,99.0424465537,0.0135109,100,1,-83.4674497303,0.01,4882.46814657,0.00823563,-166.471,100,0.00815378,66.6124,4882.46814657
1.0332,0.2,1.4567,95.7579618998,0.315212,-83.9449955574,0.993329,4.4747e-06,117.39,-80.8039,-83.9449955574,96.7871264453,0.0146648,100,1,-83.9449955574,0.01,4840.79257853,0.044152,-165.605,100,0.00317329,59.7151,4840.79257853
1.01175,0.2,1.38289,98.8365259439,0.884255,-86.7099796909,1.01142,1.18905e-06,119.93,-85.6957,-86.7099796909,98.8391134157,0.0136728,100,1,-86.7099796909,0.01,5989.37559362,0.0121636,-169.612,100,0.00874271,73.2254,5989.37559362
1.00399,0.2,1.21068,99.6118377029,0.870297,-73.6324056557,0.997417,3.93621e-07,105.16,-73.2971,-73.6324056557,99.6026039657,0.0121381,100,1,-73.6324056557,0.01,1407.19750974,0.0039159,-156.882,100,0.00872551,35.7523,1407.19750974
1.01519,0.2,1.27602,98.7597067092,0.580377,-76.8676386116,0.997512,1.26856e-06,109.13,-75.5674,-76.8676386116,98.5039707563,0.012792,100,1,-76.8676386116,0.01,2617.36491173,0.0126225,-159.625,100,0.00581825,43.1788,2617.36491173
1.04363,0.2,1.70953,95.3858607938,0.37979,-90.5003289028,0.977383,4.8862e-06,124.12,-86.6574,-90.5003289028,95.8191912798,0.0174909,100,1,-90.5003289028,0.01,7068.17694236,0.0466767,-171.885,100,0.00388578,72.5887,7068.17694236
1.00211,0.2,1.28137,99.6423464225,0.941593,-71.3333981025,1.00931,3.62571e-07,102.61,-71.1506,-71.3333981025,99.7891945462,0.0126956,100,1,-71.3333981025,0.01,1346.49437199,0.00369352,-154.667,100,0.0093291,35.4478,1346.49437199
1.03712,0.2,1.7755,95.8302756056,0.479487,-88.336818576,0.98197,4.39507e-06,122.35,-85.1066,-88.336818576,96.4206929465,0.018081,100,1,-88.336818576,0.01,6072.09945356,0.0423801,-170.076,100,0.00488291,69.0249,6072.09945356
1.04293,0.2,1.4809,96.5088121785,0.41431,-84.6875150053,1.0378,3.65401e-06,116.93,-80.6613,-84.6875150053,95.8835581561,0.0142696,100,1,-84.6875150053,0.01,6019.65597278,0.039355,-165.859,100,0.00399218,66.6124,6019.65597278
1.00446,0.2,1.17125,99.7781213475,0.934692,-85.9468042533,0.982868,2.24628e-07,118.23,-85.5712,-85.9468042533,99.5560180384,0.0119167,100,1,-85.9468042533,0.01,7227.45383096,0.00216997,-169.186,100,0.00950985,83.1711,7227.45383096
1.07798,0.2,1.47879,94.1008156429,0.277007,-91.7014346641,1.01907,6.3323e-06,125.84,-85.3861,-91.7014346641,92.7663934857,0.0145112,100,1,-91.7014346641,0.01,8136.27165997,0.0657614,-172.006,100,0.00271823,71.3285,8136.27165997
1.04202,0.2,1.40158,96.3876776061,0.533115,-76.2812408727,1.00942,3.78555e-06,107.69,-72.9515,-76.2812408727,95.9677586346,0.013885,100,1,-76.2812408727,0.01,3743.88342863,0.038572,-158.102,100,0.00528141,45.0842,3743.88342863
1.04354,0.2,1.55565,93.8095115438,0.345056,-82.5281286789,0.951009,6.66568e-06,115.04,-78.8414,-82.5281286789,95.8275977644,0.0163579,100,1,-82.5281286789,0.01,4843.81064872,0.0602857,-164.066,100,0.00362831,57.2724,4843.81064872
1.04147,0.2,1.39809,96.2162840157,0.527519,-87.2941485906,0.985151,3.97225e-06,119.79,-84.044,-87.2941485906,96.018464244,0.0141916,100,1,-87.2941485906,0.01,7153.92713998,0.0385516,-169.185,100,0.0053547,76.5897,7153.92713998
1.00336,0.2,1.14965,99.6791950598,0.927471,-76.1817137215,1.00044,3.25098e-07,107.84,-75.9003,-76.1817137215,99.6647666626,0.0114915,100,1,-76.1817137215,0.01,3752.78934126,0.00325384,-159.467,100,0.00927064,59.2351,3752.78934126
1.01467,0.2,1.49078,98.4247831294,0.892202,-75.9211306587,1.00708,1.61661e-06,106.35,-74.5745,-75.9211306587,98.554393606,0.014803,100,1,-75.9211306587,0.01,3804.34766023,0.0163958,-158.612,100,0.00885931,56.1584,3804.34766023
1.01144,0.2,1.37907,98.9227012397,0.800588,-70.9276983121,1.01411,1.10003e-06,100.69,-69.9308,-70.9276983121,98.8689705113,0.0135989,100,1,-70.9276983121,0.01,2606.13966169,0.0113128,-153.834,100,0.00789452,46.0248,2606.13966169
1.04999,0.2,1.27274,95.0723004417,0.354603,-87.859900751,0.994641,5.23543e-06,120.76,-83.6324,-87.859900751,95.2389321433,0.012796,100,1,-87.859900751,0.01,7139.22045881,0.0517947,-169.121,100,0.00356514,72.4363,7139.22045881
1.00529,0.2,1.22412,99.500969343,0.731386,-67.072041792,1.00832,5.06603e-07,95.9,-66.6345,-67.072041792,99.4739339196,0.0121402,100,1,-67.072041792,0.01,1364.11975824,0.00515067,-150.283,100,0.00725351,32.7016,1364.11975824
1.05092,0.2,1.91276,94.6665299532,0.383791,-89.5208472431,1.01305,5.69084e-06,122.09,-85.2142,-89.5208472431,95.1551416635,0.0188813,100,1,-89.5208472431,0.01,8270.25240265,0.0584029,-170.74,100,0.00378849,79.4664,8270.25240265
1.01466,0.2,1.43514,98.7943373103,0.892019,-80.3111483161,1.00023,1.23274e-06,111.06,-78.9868,-80.3111483161,98.5553662315,0.014348,100,1,-80.3111483161,0.01,6149.02365082,0.0123332,-163.024,100,0.0089181,73.5248,6149.02365082
1.04537,0.2,1.45085,93.199516223,0.22079,-72.6035250333,0.961496,7.37037e-06,102.89,-68.3876,-72.6035250333,95.6596605719,0.0150895,100,1,-72.6035250333,0.01,2629.44814921,0.0681371,-153.684,100,0.00229632,29.479,2629.44814921
1.07829,0.2,1.90379,90.7819209804,0.195207,-88.2744647104,1.01752,1.02566e-05,122.38,-81.2917,-88.2744647104,92.7392979719,0.0187102,100,1,-88.2744647104,0.01,7145.59808983,0.106191,-167.924,100,0.00191847,62.4463,7145.59808983
1.06756,0.2,1.90656,93.9253693025,0.470439,-82.4142917874,1.02472,6.53285e-06,114.12,-76.9807,-82.4142917874,93.6711667926,0.0186057,100,1,-82.4142917874,0.01,6084.54674573,0.0685982,-163.182,100,0.00459091,59.6642,6084.54674573
1.00329,0.2,1.19573,99.7746275855,0.892154,-83.3622425236,1.00253,2.28137e-07,115.67,-83.0904,-83.3622425236,99.6724166243,0.0119271,100,1,-83.3622425236,0.01,6034.0269064,0.00229294,-166.656,100,0.008899,76.5231,6034.0269064
1.02701,0.2,1.57309,97.7625899963,0.85177,-92.9553545992,0.986814,2.31174e-06,126.41,-90.4855,-92.9553545992,97.3702195941,0.0159411,100,1,-92.9553545992,0.01,9335.85079183,0.0225118,-175.032,100,0.00863152,88.9578,9335.85079183
1.0182,0.2,3.03442,94.2135932248,0.887674,-73.4587840268,1.03837,6.20385e-06,103.45,-71.9241,-73.4587840268,98.2125625697,0.0292228,100,1,-73.4587840268,0.01,3807.61220785,0.0668908,-156.107,100,0.00854872,53.8874,3807.61220785
1.02855,0.2,1.21047,98.1965897537,0.618228,-91.8099628457,1.02574,1.85509e-06,125.25,-89.5762,-91.8099628457,97.2246732031,0.011801,100,1,-91.8099628457,0.01,9403.31511,0.0195181,-174.187,100,0.00602717,90.813,9403.31511
1.01339,0.2,1.21436,98.9133145669,0.562686,-74.525507991,0.997451,1.10972e-06,104.47,-73.465,-74.525507991,98.6789762551,0.0121746,100,1,-74.525507991,0.01,3789.69238572,0.0110408,-157.45,100,0.00564123,55.539,3789.69238572
1.00843,0.2,1.58214,98.8574186819,0.926465,-78.5190991946,1.00247,1.16745e-06,109.62,-77.7842,-78.5190991946,99.1644921333,0.0157823,100,1,-78.5190991946,0.01,4974.75146395,0.0117323,-161.564,100,0.0092418,66.9912,4974.75146395
1.00373,0.2,1.08778,99.6050703481,0.808829,-67.9992210624,1.00162,4.00497e-07,97.29,-67.6902,-67.9992210624,99.6287944353,0.0108602,100,1,-67.9992210624,0.01,1386.92394173,0.00401794,-151.251,100,0.00807524,34.098,1386.92394173
1.00854,0.2,1.17631,99.172280539,0.651237,-79.2397188099,0.984812,8.43041e-07,110.41,-78.5409,-79.2397188099,99.1531108334,0.0119445,100,1,-79.2397188099,0.01,4925.5197159,0.00817628,-162.325,100,0.0066128,67.1208,4925.5197159
1.00392,0.2,1.2725,99.6037035136,0.849813,-71.3002868292,1.00188,4.01906e-07,101.73,-70.9646,-71.3002868292,99.6090379269,0.0127011,100,1,-71.3002868292,0.01,2582.83076339,0.00403415,-154.557,100,0.00848222,48.6586,2582.83076339
1.03612,0.2,1.70348,96.0874924546,0.449146,-78.2211924222,1.03378,4.11293e-06,109.1,-75.0283,-78.2211924222,96.5137898407,0.0164782,100,1,-78.2211924222,0.01,4973.90123063,0.0439547,-159.949,100,0.0043447,58.1494,4973.90123063
1.04746,0.2,1.26665,95.4627704973,0.363433,-76.650250596,0.999946,4.80089e-06,107.21,-72.2797,-76.650250596,95.469260341,0.0126671,100,1,-76.650250596,0.01,3781.07480885,0.0480037,-157.663,100,0.00363453,38.233,3781.07480885
1.02217,0.2,1.30496,98.6817983184,0.619437,-81.8262931193,1.01473,1.3493e-06,113.14,-80.0502,-81.8262931193,97.8307133521,0.0128602,100,1,-81.8262931193,0.01,6106.67678394,0.0138934,-164.396,100,0.00610446,70.3218,6106.67678394
1.01352,0.2,1.18192,99.047492249,0.743258,-75.9007755145,1.01099,9.71382e-07,106.82,-74.809,-75.9007755145,98.6662090492,0.0116907,100,1,-75.9007755145,0.01,3750.3557005,0.00992849,-158.799,100,0.00735179,55.5634,3750.3557005
1.03714,0.2,1.54432,96.205512554,0.426717,-84.8949149007,0.987304,3.98402e-06,117.37,-81.6846,-84.8949149007,96.4192522004,0.0156418,100,1,-84.8949149007,0.01,7213.26458709,0.038835,-166.647,100,0.00432204,73.1,7213.26458709
1.02608,0.2,1.3904,98.0063366501,0.681411,-79.1795391065,1.01515,2.05478e-06,109.32,-76.9262,-79.1795391065,97.4585357812,0.0136964,100,1,-79.1795391065,0.01,6184.32996475,0.0211753,-161.435,100,0.00671239,70.6184,6184.32996475
1.06318,0.2,1.40656,94.5836972929,0.383445,-79.697952304,0.98583,5.78429e-06,109.9,-74.898,-79.697952304,94.05737914,0.0142678,100,1,-79.697952304,0.01,6184.93831246,0.0562152,-160.921,100,0.00388957,61.4693,6184.93831246
1.00767,0.2,1.28407,99.0642334672,0.575248,-67.4076496194,1.01416,9.54143e-07,96.76,-66.753,-67.4076496194,99.2393150381,0.0126614,100,1,-67.4076496194,0.01,1349.88834416,0.00981364,-150.5,100,0.00567213,31.9342,1349.88834416
1.01438,0.2,1.1844,98.3810664313,0.623837,-83.7167773634,0.992774,1.66217e-06,115.46,-82.4804,-83.7167773634,98.5820051053,0.0119302,100,1,-83.7167773634,0.01,7253.96217394,0.0163824,-166.507,100,0.00628377,80.708,7253.96217394
1.0044,0.2,1.2665,99.4530133153,0.873434,-69.2624022679,1.01385,5.55536e-07,99.58,-68.8814,-69.2624022679,99.5622214629,0.012492,100,1,-69.2624022679,0.01,1362.43659458,0.00571036,-152.488,100,0.00861499,35.0196,1362.43659458
1.01025,0.2,1.11041,99.0100253267,0.496497,-80.690319276,0.997362,1.00994e-06,111.49,-79.4325,-80.690319276,98.9850519569,0.0111335,100,1,-80.690319276,0.01,6113.62265109,0.0100461,-163.295,100,0.00497811,74.0031,6113.62265109
1.05478,0.2,1.38123,94.5619768892,0.324001,-77.2099866588,1.00431,5.80881e-06,107.47,-72.3888,-77.2099866588,94.8062957758,0.013753,100,1,-77.2099866588,0.01,4958.40131629,0.0585895,-158.071,100,0.00322612,52.0009,4958.40131629
1.01522,0.2,1.67881,97.924124186,0.885727,-95.9720175272,1.01433,2.14129e-06,129.43,-94.6384,-95.9720175272,98.5009518838,0.016551,100,1,-95.9720175272,0.01,10431.1315895,0.022031,-178.699,100,0.00873215,96.9195,10431.1315895
1.01121,0.2,1.42072,98.7158309405,0.695046,-72.8650675802,0.998907,1.31404e-06,102.61,-71.8764,-72.8650675802,98.8910691498,0.0142227,100,1,-72.8650675802,0.01,3780.7046893,0.0131117,-155.77,100,0.00695806,55.8262,3780.7046893
1.00278,0.2,1.17141,99.7482912778,0.91231,-71.5284226191,1.00935,2.54897e-07,101.83,-71.2901,-71.5284226191,99.7231421165,0.0116055,100,1,-71.5284226191,0.01,2579.42344508,0.00259687,-154.834,100,0.00903857,48.7958,2579.42344508
1.04351,0.2,1.40655,95.5993208671,0.304885,-84.8226799394,1.00354,4.64977e-06,116.49,-80.8689,-84.8226799394,95.830323621,0.014016,100,1,-84.8226799394,0.01,7224.03544245,0.0468271,-166.093,100,0.00303811,73.1134,7224.03544245
1.00877,0.2,1.1008,99.1204186812,0.489092,-82.5121682402,0.99977,8.96355e-07,113.6,-81.8458,-82.5121682402,99.1302272101,0.0110105,100,1,-82.5121682402,0.01,7307.9517322,0.00895943,-165.64,100,0.00489204,83.012,7307.9517322
1.01218,0.2,1.12309,98.6196906991,0.487414,-78.7204103151,1.00361,1.41375e-06,110.08,-77.7396,-78.7204103151,98.7967293916,0.0111905,100,1,-78.7204103151,0.01,4930.89266725,0.0142398,-161.674,100,0.0048566,66.7408,4930.89266725
1.04824,0.2,1.79504,95.2391135397,0.522373,-87.5085972184,0.991423,5.04937e-06,120.4,-83.4486,-87.5085972184,95.398428451,0.0181057,100,1,-87.5085972184,0.01,7131.70786979,0.0496312,-168.864,100,0.00526892,71.5171,7131.70786979
1.00412,0.2,1.28801,99.6912009657,0.942988,-79.6445622216,0.992891,3.12875e-07,110.27,-79.2811,-79.6445622216,99.5895611871,0.0129723,100,1,-79.6445622216,0.01,6145.06147633,0.00308442,-162.881,100,0.0094974,76.3646,6145.06147633
1.00942,0.2,1.14419,99.2446499072,0.664183,-65.9038688108,0.989372,7.68808e-07,95.38,-65.7068,-65.9038688108,99.0665063861,0.0115648,100,1,-65.9038688108,0.01,134.694069063,0.00752553,-86.4856,100,0.00671318,11.5072,134.694069063
1.10482,0.2,1.34452,87.9265849093,0.14605,-85.7378358863,0.94223,1.38699e-05,117.78,-78.4339,-85.7378358863,90.5125196674,0.0142695,100,1,-85.7378358863,0.01,7247.74709573,0.123137,-166.126,100,0.00155004,64.9941,7247.74709573
1.01829,0.2,1.52835,98.5333877309,0.880456,-81.8011019014,0.993791,1.50348e-06,113.16,-80.0835,-81.8011019014,98.2037439512,0.015379,100,1,-81.8011019014,0.01,6096.33988808,0.0148487,-164.271,100,0.00885958,71.074,6096.33988808
1.00809,0.2,1.38276,99.1557196965,0.91056,-72.8756406239,1.00381,8.60082e-07,103.78,-72.154,-72.8756406239,99.1975138563,0.0137751,100,1,-72.8756406239,0.01,2572.28533743,0.00866649,-155.918,100,0.00907104,46.5452,2572.28533743
1.00271,0.2,1.25099,99.7318409125,0.886176,-68.3797780791,1.00549,2.71584e-07,98.59,-68.1479,-68.3797780791,99.729283391,0.0124415,100,1,-68.3797780791,0.01,1369.70371775,0.00274577,-151.69,100,0.00881333,34.5788,1369.70371775
1.02381,0.2,1.49794,97.1467694583,0.268779,-77.6193087226,1.02536,2.96668e-06,108.13,-75.6313,-77.6193087226,97.674393151,0.0146089,100,1,-77.6193087226,0.01,4965.82662826,0.0311908,-160.047,100,0.00262131,61.4153,4965.82662826
1.00164,0.2,1.10167,99.9014551806,0.948256,-79.878860691,0.991102,9.96385e-08,110.75,-79.7393,-79.878860691,99.8361059409,0.0111156,100,1,-79.878860691,0.01,6146.5316983,0.000978732,-163.235,100,0.00956769,77.3477,6146.5316983
1.00634,0.2,1.17892,99.5483391553,0.71278,-66.1736185928,1.01211,4.58316e-07,95.45,-65.6426,-66.1736185928,99.369508968,0.0116482,100,1,-66.1736185928,0.01,1361.54726787,0.0046948,-149.334,100,0.00704254,31.1069,1361.54726787
1.00093,0.2,1.12085,99.9147194246,0.937946,-66.2857164398,0.99481,8.62237e-08,95.11,-66.204,-66.2857164398,99.9073292102,0.011267,100,1,-66.2857164398,0.01,1367.57639108,0.00085331,-149.668,100,0.00942839,36.6181,1367.57639108
1.01168,0.2,1.11594,98.9819355873,0.653814,-74.3466810706,1.00234,1.03893e-06,104.54,-73.4304,-74.3466810706,98.8454957035,0.0111334,100,1,-74.3466810706,0.01,3771.6912147,0.0104379,-157.343,100,0.0065229,57.0055,3771.6912147
1.00576,0.2,1.23178,99.5678319572,0.753028,-81.1670122464,0.993465,4.38426e-07,112.65,-80.6739,-81.1670122464,99.4269968586,0.0123989,100,1,-81.1670122464,0.01,6100.893977,0.00432714,-164.342,100,0.00757982,76.2637,6100.893977
1.00955,0.2,1.13012,99.1347194278,0.662415,-70.9280279572,1.00364,8.81631e-07,100.8,-70.0142,-70.9280279572,99.0538726395,0.0112602,100,1,-70.9280279572,0.01,2633.4096715,0.00888062,-153.838,100,0.00660012,46.2925,2633.4096715
1.03172,0.2,1.1691,95.8278089718,0.353443,-71.4748429601,0.974496,4.39787e-06,101.03,-69.0064,-71.4748429601,96.9255632581,0.011997,100,1,-71.4748429601,0.01,2589.83633854,0.041764,-153.748,100,0.00362693,34.7537,2589.83633854
1.0086,0.2,1.51648,99.0791857715,0.922437,-95.3669302662,1.00483,9.38765e-07,128.56,-94.6316,-95.3669302662,99.1470754678,0.0150919,100,1,-95.3669302662,0.01,10452.1218843,0.00947856,-178.418,100,0.00918002,99.1422,10452.1218843
1.00968,0.2,1.27809,99.2047043582,0.885299,-72.7602906282,1.0159,8.09808e-07,101.97,-71.8578,-72.7602906282,99.0416513868,0.0125809,100,1,-72.7602906282,0.01,3800.0469208,0.0083576,-155.689,100,0.00871445,56.7298,3800.0469208
1.01359,0.2,1.46636,98.9508466733,0.896442,-81.9029098044,0.991554,1.07098e-06,113.24,-80.6416,-81.9029098044,98.6592929248,0.0147885,100,1,-81.9029098044,0.01,6079.43047496,0.0105296,-164.635,100,0.00904079,71.9448,6079.43047496
1.00937,0.2,1.55552,98.9962248632,0.817248,-81.3468019724,1.00477,1.02414e-06,113.05,-80.5077,-81.3468019724,99.0713267757,0.0154813,100,1,-81.3468019724,0.01,6106.3735537,0.0103395,-164.325,100,0.00813365,74.4305,6106.3735537
1.00969,0.2,1.19166,99.0486007471,0.686328,-69.5940415074,0.998987,9.70241e-07,99.02,-68.7935,-69.5940415074,99.0401195574,0.0119287,100,1,-69.5940415074,0.01,2587.39406134,0.00968276,-152.625,100,0.00687024,45.7057,2587.39406134
1.01119,0.2,1.22173,98.7913600853,0.57638,-71.4914512236,0.988397,1.2358e-06,101.6,-70.4697,-71.4914512236,98.893016075,0.0123607,100,1,-71.4914512236,0.01,2584.11807296,0.0120728,-154.364,100,0.00583147,45.0242,2584.11807296
1.01145,0.2,1.27404,99.1558031388,0.727691,-80.9358314089,1.00412,8.60005e-07,111.87,-80.0371,-80.9358314089,98.8683179591,0.0126881,100,1,-80.9358314089,0.01,6137.83607037,0.008671,-163.942,100,0.00724708,75.322,6137.83607037
1.02819,0.2,1.34313,97.2280812569,0.626505,-89.9057052252,0.976567,2.87975e-06,122.41,-87.5175,-89.9057052252,97.2579602445,0.0137535,100,1,-89.9057052252,0.01,8248.67843954,0.0274637,-172.121,100,0.00641538,84.607,8248.67843954
1.0278,0.2,1.38199,97.3426660113,0.38343,-74.4623201999,1.01356,2.75745e-06,104.84,-71.9735,-74.4623201999,97.2950616128,0.013635,100,1,-74.4623201999,0.01,3760.52184166,0.0283276,-156.552,100,0.00378298,49.6661,3760.52184166
1.00828,0.2,1.33566,99.3121462616,0.915498,-74.9969727653,0.988881,6.99608e-07,105.14,-74.2559,-74.9969727653,99.1788191719,0.0135067,100,1,-74.9969727653,0.01,3745.30913571,0.00684137,-158.027,100,0.00925792,57.0751,3745.30913571
1.01172,0.2,1.47601,98.7794624272,0.906242,-81.8166360955,1.00699,1.24813e-06,113.27,-80.7393,-81.8166360955,98.841128173,0.0146576,100,1,-81.8166360955,0.01,6096.02179325,0.0126564,-164.655,100,0.00899951,73.1442,6096.02179325
1.06471,0.2,1.45564,92.3122485314,0.201241,-80.7592817691,0.985539,8.41209e-06,112.28,-76.1298,-80.7592817691,93.9226338709,0.01477,100,1,-80.7592817691,0.01,6110.57224832,0.0817056,-162.215,100,0.00204194,59.739,6110.57224832
1.01355,0.2,1.48573,98.4698448026,0.70744,-70.0609692095,0.986927,1.56962e-06,99.26,-68.9466,-70.0609692095,98.6628901168,0.0150541,100,1,-70.0609692095,0.01,2598.55657084,0.0152885,-152.933,100,0.00716811,44.5317,2598.55657084
1.01352,0.2,1.40883,98.479730604,0.652212,-75.6575823532,0.999596,1.55936e-06,106.92,-74.5834,-75.6575823532,98.6660465788,0.014094,100,1,-75.6575823532,0.01,3716.83250139,0.015581,-158.574,100,0.00652476,56.027,3716.83250139
1.01173,0.2,1.40796,98.9053408622,0.831577,-70.6789905632,1.00312,1.11798e-06,100.37,-69.6626,-70.6789905632,98.8403478815,0.0140357,100,1,-70.6789905632,0.01,2610.7612753,0.0112498,-153.578,100,0.00828987,45.398,2610.7612753
1.02458,0.2,2.16547,96.7863892687,0.865061,-84.0143312985,1.01696,3.35383e-06,115.6,-81.7452,-84.0143312985,97.6009680272,0.0212936,100,1,-84.0143312985,0.01,7259.93731594,0.0346855,-166.193,100,0.00850636,76.9113,7259.93731594
1.06864,0.2,1.28432,94.1749858313,0.214288,-89.5161010176,0.987374,6.24779e-06,122.43,-84.9336,-89.5161010176,93.5766432314,0.0130074,100,1,-89.5161010176,0.01,8252.16683257,0.0609101,-171.178,100,0.00217029,77.7732,8252.16683257
1.00467,0.2,1.09545,99.6393919405,0.829524,-67.0976540878,0.996385,3.65558e-07,96.05,-66.7122,-67.0976540878,99.5350266588,0.0109942,100,1,-67.0976540878,0.01,1356.58952552,0.0036292,-150.334,100,0.00832534,32.9704,1356.58952552
1.0093,0.2,1.39256,99.0143729314,0.880408,-74.0419926262,1.00584,1.00551e-06,104.22,-73.1952,-74.0419926262,99.0781252584,0.0138448,100,1,-74.0419926262,0.01,3813.6084328,0.0101729,-157.009,100,0.00875297,57.9443,3813.6084328
1.00757,0.2,1.09375,99.0921264679,0.695599,-77.5781609298,0.976587,9.25466e-07,108.12,-77.0074,-77.5781609298,99.2488255579,0.0111997,100,1,-77.5781609298,0.01,4974.86178368,0.00882637,-160.751,100,0.00712276,68.2496,4974.86178368
1.00518,0.2,1.1673,99.7020973064,0.888152,-73.3082516056,0.988497,3.01803e-07,103.29,-72.8605,-73.3082516056,99.4850940314,0.0118089,100,1,-73.3082516056,0.01,3790.05511654,0.002949,-156.504,100,0.00898487,58.9684,3790.05511654
1.02303,0.2,2.49781,95.6659736067,0.643278,-74.3091090211,1.03135,4.57614e-06,104.32,-72.4907,-74.3091090211,97.7484983386,0.0242188,100,1,-74.3091090211,0.01,3789.28487679,0.0486757,-156.874,100,0.00623724,53.5277,3789.28487679
1.00851,0.2,1.27099,98.9821013762,0.573372,-72.9608241993,0.999451,1.03873e-06,102.8,-72.2709,-72.9608241993,99.1561815344,0.0127169,100,1,-72.9608241993,0.01,3799.35549082,0.0103759,-156.054,100,0.00573687,58.0072,3799.35549082
1.00585,0.2,1.29234,99.4510241001,0.870867,-70.6158844374,1.00269,5.57608e-07,100.08,-70.1202,-70.6158844374,99.4185832907,0.0128888,100,1,-70.6158844374,0.01,2566.35232442,0.00560607,-153.791,100,0.00868535,47.1945,2566.35232442
