MaxVanillaIw,VarJ,ESSClassic,AvgEpLen,Bound,MinVanillaIw,J,VarVanillaIw,VanillaAvgRet,EpsThisIter,AvgDiscRet,eRenyi2,MaxNormIw,Delta,BatchSize,ESSRenyi,VarDiscRet,VarRet,AvgNormIw,VarNormIw,AvgRet,AvgVanillaIw,MinNormIw,IterType
1.0,172.117,100.0,27.03,147.912,1.0,249.369,,249.369008952,100,249.369008952,1.0,0.01,0.5,400,400.0,29923.5509513,29923.5509513,0.01,3.50449e-18,249.369008952,1.0,0.01,2
1.0,146.735,200.000000102,22.99,158.918,1.0,230.659,,211.94870878,100,211.94870878,1.0,0.005,0.5,400,400.0,12866.2897502,12866.2897502,0.005,2.1793e-19,211.94870878,1.0,0.005,2
1.0,145.853,299.999969474,23.65,167.84,1.0,226.416,,217.930293757,100,217.930293757,1.0,0.00333333,0.5,400,400.0,20857.7530466,20857.7530466,0.00333333,5.43914e-20,217.930293757,1.0,0.00333333,2
1.26473e+12,10.2632,1.01621787113,15.19,-412.759,0.000938063,240.873,3.99885e+21,138.866138444,100,239.475335414,82.6487,0.991971,0.5,500,6.0497027166,33924.1685123,9773.47665231,0.0025,0.00246,138.866138444,3.18743e+09,7.35753e-16,
489.389,4331.27,4.51254651996,15.29,381.205,3.75642e-15,599.703,490.705,140.005837744,100,140.005837744,23.2903,0.463462,0.5,500,21.4682067131,10859.1639468,10859.1639468,0.002,0.000440089,140.005837744,2.11188,3.55742e-18,1
1.0,173.607,100.0,29.87,167.233,1.0,275.818,,275.817707847,100,275.817707847,1.0,0.01,0.5,500,500.0,30443.8116759,30443.8116759,0.01,3.50449e-18,275.817707847,1.0,0.01,2
1.0,170.193,200.000000102,28.16,191.09,1.0,267.871,,259.924829306,100,259.924829306,1.0,0.005,0.5,500,500.0,27945.4340883,27945.4340883,0.005,2.1793e-19,259.924829306,1.0,0.005,2
1.0,161.704,299.999969474,26.01,195.384,1.0,258.666,,240.254457158,100,240.254457158,1.0,0.00333333,0.5,500,500.0,20206.4429258,20206.4429258,0.00333333,5.43914e-20,240.254457158,1.0,0.00333333,2
1.0,148.97,400.0,24.54,195.837,1.0,250.641,,226.565863368,100,226.565863368,1.0,0.0025,0.5,500,500.0,9647.40442702,9647.40442702,0.0025,5.4346e-20,226.565863368,1.0,0.0025,2
656.38,3085.54,3.50834577675,25.35,443.926,4.66401e-08,695.615,921.159,233.805660312,100,233.805660312,26.3642,0.51506,0.5,500,18.9650770532,16626.0573218,16626.0573218,0.002,0.000567204,233.805660312,2.54875,3.65983e-11,1
1.0,265.713,100.0,43.11,220.997,1.0,399.408,,399.407584972,100,399.407584972,1.0,0.01,0.5,500,500.0,71316.3358852,71316.3358852,0.01,3.50449e-18,399.407584972,1.0,0.01,2
1.0,226.09,200.000000102,39.71,257.222,1.0,383.377,,367.346620211,100,367.346620211,1.0,0.005,0.5,500,500.0,31430.1607097,31430.1607097,0.005,2.1793e-19,367.346620211,1.0,0.005,2
1.0,208.367,299.999969474,40.28,276.827,1.0,379.832,,372.74183903,100,372.74183903,1.0,0.00333333,0.5,500,500.0,28223.8266204,28223.8266204,0.00333333,5.43914e-20,372.74183903,1.0,0.00333333,2
1.0,203.283,400.0,38.64,285.053,1.0,374.258,,357.536779394,100,357.536779394,1.0,0.0025,0.5,500,500.0,35023.8685177,35023.8685177,0.0025,5.4346e-20,357.536779394,1.0,0.0025,2
1315.78,3116.61,1.4919988881,40.31,933.775,3.77362e-13,1399.24,3464.22,372.614627071,100,372.614627071,34.0331,0.818085,0.5,500,14.6915631452,53771.7467578,53771.7467578,0.002,0.00133916,372.614627071,3.21674,2.34624e-16,1
1.0,439.008,100.0,66.58,239.411,1.0,615.058,,615.057887977,100,615.057887977,1.0,0.01,0.5,500,500.0,194674.805013,194674.805013,0.01,3.50449e-18,615.057887977,1.0,0.01,2
1.0,403.885,200.000000102,66.94,351.726,1.0,617.349,,619.640137156,100,619.640137156,1.0,0.005,0.5,500,500.0,134855.978591,134855.978591,0.005,2.1793e-19,619.640137156,1.0,0.005,2
1.0,371.486,299.999969474,61.77,384.823,1.0,601.703,,570.41098905,100,570.41098905,1.0,0.00333333,0.5,500,500.0,87162.5970826,87162.5970826,0.00333333,5.43914e-20,570.41098905,1.0,0.00333333,2
1.0,368.121,400.0,60.11,402.351,1.0,590.174,,555.588402389,100,555.588402389,1.0,0.0025,0.5,500,500.0,127728.781408,127728.781408,0.0025,5.4346e-20,555.588402389,1.0,0.0025,2
1049.13,10618.3,1.55201347006,64.46,1971.09,4.34441e-13,3181.34,2208.25,596.012662259,100,596.012662259,51.8998,0.801001,0.5,500,9.63394719807,105064.334362,105064.334362,0.002,0.00128722,596.012662259,2.61955,3.31691e-16,1
1.0,556.007,100.0,89.65,366.047,1.0,827.857,,827.857135596,100,827.857135596,1.0,0.01,0.5,500,500.0,312266.248214,312266.248214,0.01,3.50449e-18,827.857135596,1.0,0.01,2
1.0,513.409,200.000000102,90.49,505.433,1.0,831.982,,836.106416397,100,836.106416397,1.0,0.005,0.5,500,500.0,220201.250322,220201.250322,0.005,2.1793e-19,836.106416397,1.0,0.005,2
1.0,512.74,299.999969474,91.17,568.213,1.0,834.84,,840.555503961,100,840.555503961,1.0,0.00333333,0.5,500,500.0,264121.952019,264121.952019,0.00333333,5.43914e-20,840.555503961,1.0,0.00333333,2
1.0,514.278,400.0,93.75,611.678,1.0,842.583,,865.814862957,100,865.814862957,1.0,0.0025,0.5,500,500.0,271214.61576,271214.61576,0.0025,5.4346e-20,865.814862957,1.0,0.0025,2
1182.07,6214.61,2.1396562382,85.85,1691.58,2.64319e-10,2547.04,2814.52,792.5502043,100,792.5502043,17.1571,0.680438,0.5,500,29.1425339877,227439.074084,227439.074084,0.002,0.000932595,792.5502043,3.47445,1.5215e-13,1
1.0,558.8,100.0,133.98,916.916,1.0,1232.3,,1232.30368545,100,1232.30368545,1.0,0.01,0.5,500,500.0,315412.006143,315412.006143,0.01,3.50449e-18,1232.30368545,1.0,0.01,2
1.0,541.883,200.000000102,113.73,916.779,1.0,1139.79,,1047.27948782,100,1047.27948782,1.0,0.005,0.5,500,500.0,260504.898031,260504.898031,0.005,2.1793e-19,1047.27948782,1.0,0.005,2
1.0,635.393,299.999969474,148.3,956.105,1.0,1215.4,,1366.62278816,100,1366.62278816,1.0,0.00333333,0.5,500,500.0,595552.859783,595552.859783,0.00333333,5.43914e-20,1366.62278816,1.0,0.00333333,2
1.0,635.139,400.0,124.96,968.121,1.0,1198.88,,1149.30552245,100,1149.30552245,1.0,0.0025,0.5,500,500.0,403190.177403,403190.177403,0.0025,5.4346e-20,1149.30552245,1.0,0.0025,2
342.661,5224.98,5.50809548982,129.1,1753.07,2.05514e-08,2606.86,268.106,1189.50936146,100,1189.50936146,17.112,0.396967,0.5,500,29.2192165749,408300.525048,408300.525048,0.002,0.000359822,1189.50936146,1.72639,2.38085e-11,1
1.0,1104.71,100.0,206.43,1434.86,1.0,1899.73,,1899.7281661,100,1899.7281661,1.0,0.01,0.5,500,500.0,1232707.3331,1232707.3331,0.01,3.50449e-18,1899.7281661,1.0,0.01,2
1.0,1052.95,200.000000102,201.56,1550.22,1.0,1878.93,,1858.13098432,100,1858.13098432,1.0,0.005,0.5,500,500.0,1006239.70971,1006239.70971,0.005,2.1793e-19,1858.13098432,1.0,0.005,2
1.0,1013.83,299.999969474,196.2,1586.54,1.0,1854.93,,1806.94253332,100,1806.94253332,1.0,0.00333333,0.5,500,500.0,871394.255823,871394.255823,0.00333333,5.43914e-20,1806.94253332,1.0,0.00333333,2
1.0,991.21,400.0,188.12,1591.96,1.0,1824.39,,1732.75881976,100,1732.75881976,1.0,0.0025,0.5,500,500.0,843668.88488,843668.88488,0.0025,5.4346e-20,1732.75881976,1.0,0.0025,2
1355.67,6489.42,1.90162200374,217.51,3316.96,3.71687e-08,4232.75,3690.9,2003.53256491,100,2003.53256491,19.4044,0.723015,0.5,500,25.7673747,998611.444571,998611.444571,0.002,0.00104983,2003.53256491,3.75004,1.98231e-11,1
1.0,1216.4,100.0,347.93,2735.09,1.0,3200.32,,3200.32153236,100,3200.32153236,1.0,0.01,0.5,500,500.0,1494584.64931,1494584.64931,0.01,3.50449e-18,3200.32153236,1.0,0.01,2
1.0,1194.64,200.000000102,349.19,2878.12,1.0,3207.68,,3215.02870147,100,3215.02870147,1.0,0.005,0.5,500,500.0,1388448.31027,1388448.31027,0.005,2.1793e-19,3215.02870147,1.0,0.005,2
1.0,1185.34,299.999969474,355.82,2962.12,1.0,3231.2,,3278.24455629,100,3278.24455629,1.0,0.00333333,0.5,500,500.0,1371204.85453,1371204.85453,0.00333333,5.43914e-20,3278.24455629,1.0,0.00333333,2
1.0,1172.81,400.0,339.64,2972.53,1.0,3206.24,,3131.37660363,100,3131.37660363,1.0,0.0025,0.5,500,500.0,1292283.36362,1292283.36362,0.0025,5.4346e-20,3131.37660363,1.0,0.0025,2
49.2626,1523.76,45.4851081789,347.17,3699.99,3.84053e-15,4244.45,8.59151,3196.82650101,100,3196.82650101,6.78401,0.106362,0.5,500,73.7027429913,1425647.30063,1425647.30063,0.002,4.00505e-05,3196.82650101,0.926319,8.29204e-18,1
1.0,765.7,100.0,450.67,3691.01,1.0,4157.56,,4157.56175837,100,4157.56175837,1.0,0.01,0.5,500,500.0,592218.487032,592218.487032,0.01,3.50449e-18,4157.56175837,1.0,0.01,2
1.0,819.333,200.000000102,442.95,3792.24,1.0,4122.28,,4087.00418031,100,4087.00418031,1.0,0.005,0.5,500,500.0,761441.570642,761441.570642,0.005,2.1793e-19,4087.00418031,1.0,0.005,2
1.0,819.125,299.999969474,447.11,3850.14,1.0,4119.65,,4114.3871411,100,4114.3871411,1.0,0.00333333,0.5,500,500.0,677011.419368,677011.419368,0.00333333,5.43914e-20,4114.3871411,1.0,0.00333333,2
1.0,829.968,400.0,442.21,3876.31,1.0,4109.71,,4079.88324796,100,4079.88324796,1.0,0.0025,0.5,500,500.0,748795.366559,748795.366559,0.0025,5.4346e-20,4079.88324796,1.0,0.0025,2
8.02774,423.318,183.117984449,444.36,4148.25,4.64492e-13,4490.01,1.89328,4099.4129348,100,4099.4129348,2.67549,0.015365,0.5,500,186.88169544,808433.717338,808433.717338,0.002,6.93579e-06,4099.4129348,1.04494,8.89034e-16,1
1.0,487.235,100.0,484.16,4010.96,1.0,4478.31,,4478.31426661,100,4478.31426661,1.0,0.01,0.5,500,500.0,239796.104043,239796.104043,0.01,3.50449e-18,4478.31426661,1.0,0.01,2
1.0,575.998,200.000000102,470.23,4079.27,1.0,4409.74,,4341.1702934,100,4341.1702934,1.0,0.005,0.5,500,500.0,420955.684264,420955.684264,0.005,2.1793e-19,4341.1702934,1.0,0.005,2
1.0,607.372,299.999969474,469.18,4113.29,1.0,4383.11,,4329.85196865,100,4329.85196865,1.0,0.00333333,0.5,500,500.0,443331.53686,443331.53686,0.00333333,5.43914e-20,4329.85196865,1.0,0.00333333,2
1.0,597.372,400.0,473.77,4147.82,1.0,4381.5,,4376.66382322,100,4376.66382322,1.0,0.0025,0.5,500,500.0,323921.274918,323921.274918,0.0025,5.4346e-20,4376.66382322,1.0,0.0025,2
5.98267,359.69,292.211463413,470.23,4248.18,0.0101778,4514.43,0.689102,4338.28090396,100,4338.28090396,1.62278,0.0121669,0.5,500,308.11349332,378469.976295,378469.976295,0.002,2.85005e-06,4338.28090396,0.983434,2.06985e-05,1
1.0,272.047,100.0,493.19,4098.41,1.0,4565.97,,4565.97212788,100,4565.97212788,1.0,0.01,0.5,500,500.0,74757.0863927,74757.0863927,0.01,3.50449e-18,4565.97212788,1.0,0.01,2
1.0,384.259,200.000000102,481.33,4176.12,1.0,4506.74,,4447.5070598,100,4447.5070598,1.0,0.005,0.5,500,500.0,216447.612617,216447.612617,0.005,2.1793e-19,4447.5070598,1.0,0.005,2
1.0,373.354,299.999969474,489.1,4244.16,1.0,4514.11,,4528.84282646,100,4528.84282646,1.0,0.00333333,0.5,500,500.0,123780.974613,123780.974613,0.00333333,5.43914e-20,4528.84282646,1.0,0.00333333,2
1.0,395.046,400.0,484.85,4272.85,1.0,4506.63,,4484.20358656,100,4484.20358656,1.0,0.0025,0.5,500,500.0,207471.971931,207471.971931,0.0025,5.4346e-20,4484.20358656,1.0,0.0025,2
2.61091,223.174,397.296431773,491.66,4343.93,0.0465538,4576.72,0.249506,4551.68535974,100,4551.68535974,1.23946,0.00532048,0.5,500,403.401949654,107354.429952,107354.429952,0.002,1.0361e-06,4551.68535974,0.981454,9.4867e-05,1
1.0,357.182,100.0,492.17,4091.67,1.0,4558.62,,4558.61512381,100,4558.61512381,1.0,0.01,0.5,500,500.0,128867.817569,128867.817569,0.01,3.50449e-18,4558.61512381,1.0,0.01,2
1.0,321.626,200.000000102,493.91,4231.14,1.0,4561.31,,4564.01474304,100,4564.01474304,1.0,0.005,0.5,500,500.0,80094.0698456,80094.0698456,0.005,2.1793e-19,4564.01474304,1.0,0.005,2
1.0,270.455,299.999969474,498.29,4309.77,1.0,4579.47,,4615.78372304,100,4615.78372304,1.0,0.00333333,0.5,500,500.0,10679.4912211,10679.4912211,0.00333333,5.43914e-20,4615.78372304,1.0,0.00333333,2
1.0,289.012,400.0,492.69,4342.13,1.0,4575.71,,4564.42038743,100,4564.42038743,1.0,0.0025,0.5,500,500.0,115659.985612,115659.985612,0.0025,5.4346e-20,4564.42038743,1.0,0.0025,2
2.0207,185.759,456.183139168,494.67,4378.32,0.252309,4597.35,0.099429,4573.32734131,100,4573.32734131,1.09917,0.00397613,0.5,500,454.889836031,75860.5822031,75860.5822031,0.002,3.84974e-07,4573.32734131,1.01641,0.000496468,1
1.0,277.349,100.0,493.61,4105.11,1.0,4572.33,,4572.33188002,100,4572.33188002,1.0,0.01,0.5,500,500.0,77699.4175009,77699.4175009,0.01,3.50449e-18,4572.33188002,1.0,0.01,2
1.0,316.221,200.000000102,491.54,4232.5,1.0,4562.88,,4553.41930907,100,4553.41930907,1.0,0.005,0.5,500,500.0,124131.370657,124131.370657,0.005,2.1793e-19,4553.41930907,1.0,0.005,2
1.0,280.99,299.999969474,497.21,4309.96,1.0,4579.71,,4613.38609105,100,4613.38609105,1.0,0.00333333,0.5,500,500.0,35530.0253996,35530.0253996,0.00333333,5.43914e-20,4613.38609105,1.0,0.00333333,2
1.0,304.886,400.0,487.92,4330.49,1.0,4564.1,,4517.26011137,100,4517.26011137,1.0,0.0025,0.5,500,500.0,133362.322153,133362.322153,0.0025,5.4346e-20,4517.26011137,1.0,0.0025,2
2.51,220.302,429.071816931,485.5,4362.56,0.108597,4586.79,0.172586,4497.40203082,100,4497.40203082,1.15151,0.00491791,0.5,500,434.211434876,259994.288891,259994.288891,0.002,6.62549e-07,4497.40203082,1.02076,0.000212776,1
1.0,309.641,100.0,493.53,4107.02,1.0,4573.97,,4573.96620376,100,4573.96620376,1.0,0.01,0.5,500,500.0,96846.2479546,96846.2479546,0.01,3.50449e-18,4573.96620376,1.0,0.01,2
1.0,296.309,200.000000102,492.42,4238.49,1.0,4568.71,,4563.46000977,100,4563.46000977,1.0,0.005,0.5,500,500.0,80470.2280154,80470.2280154,0.005,2.1793e-19,4563.46000977,1.0,0.005,2
1.0,299.782,299.999969474,492.46,4296.52,1.0,4566.31,,4561.49670403,100,4561.49670403,1.0,0.00333333,0.5,500,500.0,94924.1717293,94924.1717293,0.00333333,5.43914e-20,4561.49670403,1.0,0.00333333,2
1.0,287.641,400.0,493.88,4333.28,1.0,4566.92,,4568.77803142,100,4568.77803142,1.0,0.0025,0.5,500,500.0,61956.192009,61956.192009,0.0025,5.4346e-20,4568.77803142,1.0,0.0025,2
1.72819,161.831,454.283743678,497.2,4381.42,0.199365,4601.21,0.0982245,4605.74674618,100,4605.74674618,1.10619,0.003502,0.5,500,452.00212514,19750.0648712,19750.0648712,0.002,4.03339e-07,4605.74674618,0.986972,0.000403993,1
1.0,196.723,100.0,497.27,4136.98,1.0,4603.86,,4603.86098704,100,4603.86098704,1.0,0.01,0.5,500,500.0,39090.6694927,39090.6694927,0.01,3.50449e-18,4603.86098704,1.0,0.01,2
1.0,267.551,200.000000102,494.4,4260.37,1.0,4590.53,,4577.19156087,100,4577.19156087,1.0,0.005,0.5,500,500.0,105162.889114,105162.889114,0.005,2.1793e-19,4577.19156087,1.0,0.005,2
1.0,271.553,299.999969474,495.46,4320.11,1.0,4589.76,,4588.23517653,100,4588.23517653,1.0,0.00333333,0.5,500,500.0,78842.1432735,78842.1432735,0.00333333,5.43914e-20,4588.23517653,1.0,0.00333333,2
1.0,279.626,400.0,494.44,4354.83,1.0,4588.36,,4584.16413312,100,4584.16413312,1.0,0.0025,0.5,500,500.0,92440.1095792,92440.1095792,0.0025,5.4346e-20,4584.16413312,1.0,0.0025,2
1.6911,126.605,462.33474972,498.57,4398.79,0.082579,4615.6,0.0797949,4618.85549842,100,4618.85549842,1.07734,0.00342088,0.5,500,464.105727882,13520.7234061,13520.7234061,0.002,3.26522e-07,4618.85549842,0.988694,0.000167047,1
1.0,214.119,100.0,496.38,4134.53,1.0,4601.45,,4601.44581416,100,4601.44581416,1.0,0.01,0.5,500,500.0,46310.203073,46310.203073,0.01,3.50449e-18,4601.44581416,1.0,0.01,2
1.0,220.54,200.000000102,495.71,4267.97,1.0,4598.27,,4595.09663368,100,4595.09663368,1.0,0.005,0.5,500,500.0,51927.8183315,51927.8183315,0.005,2.1793e-19,4595.09663368,1.0,0.005,2
1.0,209.222,299.999969474,497.13,4332.85,1.0,4602.54,,4611.08633308,100,4611.08633308,1.0,0.00333333,0.5,500,500.0,34279.0936222,34279.0936222,0.00333333,5.43914e-20,4611.08633308,1.0,0.00333333,2
1.0,219.123,400.0,496.86,4370.22,1.0,4603.78,,4607.49956141,100,4607.49956141,1.0,0.0025,0.5,500,500.0,61332.8668788,61332.8668788,0.0025,5.4346e-20,4607.49956141,1.0,0.0025,2
1.47516,125.131,470.606053443,498.31,4404.6,0.076422,4619.47,0.0633398,4613.6628181,100,4613.6628181,1.05802,0.00293269,0.5,500,472.578730654,17386.2541739,17386.2541739,0.002,2.50341e-07,4613.6628181,1.00601,0.000151931,1
1.0,265.315,100.0,494.56,4122.89,1.0,4589.93,,4589.92968744,100,4589.92968744,1.0,0.01,0.5,500,500.0,71103.3224796,71103.3224796,0.01,3.50449e-18,4589.92968744,1.0,0.01,2
1.0,247.409,200.000000102,495.9,4260.83,1.0,4591.08,,4592.23005461,100,4592.23005461,1.0,0.005,0.5,500,500.0,52553.4918642,52553.4918642,0.005,2.1793e-19,4592.23005461,1.0,0.005,2
1.0,217.787,299.999969474,498.16,4331.75,1.0,4601.39,,4622.01995353,100,4622.01995353,1.0,0.00333333,0.5,500,500.0,19427.2889656,19427.2889656,0.00333333,5.43914e-20,4622.01995353,1.0,0.00333333,2
1.0,191.425,400.0,499.45,4376.14,1.0,4609.73,,4634.72151666,100,4634.72151666,1.0,0.0025,0.5,500,500.0,3481.20613528,3481.20613528,0.0025,5.4346e-20,4634.72151666,1.0,0.0025,2
1.43846,150.128,481.365660132,496.16,4404.15,0.348448,4617.19,0.0389669,4602.44412646,100,4602.44412646,1.03971,0.00287037,0.5,500,480.905182782,64186.156669,64186.156669,0.002,1.55157e-07,4602.44412646,1.00229,0.000695306,1
1.0,262.882,100.0,493.39,4115.73,1.0,4582.71,,4582.71047546,100,4582.71047546,1.0,0.01,0.5,500,500.0,69805.091769,69805.091769,0.01,3.50449e-18,4582.71047546,1.0,0.01,2
1.0,288.136,200.000000102,493.23,4249.32,1.0,4579.52,,4576.3254348,100,4576.3254348,1.0,0.005,0.5,500,500.0,97896.3536413,97896.3536413,0.005,2.1793e-19,4576.3254348,1.0,0.005,2
1.0,290.238,299.999969474,494.96,4315.1,1.0,4584.71,,4595.0940981,100,4595.0940981,1.0,0.00333333,0.5,500,500.0,87381.8900645,87381.8900645,0.00333333,5.43914e-20,4595.0940981,1.0,0.00333333,2
1.0,267.494,400.0,498.05,4360.68,1.0,4594.24,,4622.83595082,100,4622.83595082,1.0,0.0025,0.5,500,500.0,32734.8188177,32734.8188177,0.0025,5.4346e-20,4622.83595082,1.0,0.0025,2
1.74261,142.578,460.014684666,497.04,4401.45,0.2854,4618.66,0.0871812,4614.75194763,100,4614.75194763,1.08112,0.00348353,0.5,500,462.482885569,37877.5872074,37877.5872074,0.002,3.48386e-07,4614.75194763,1.00049,0.000570522,1
1.0,177.626,100.0,498.11,4154.35,1.0,4621.23,,4621.23077026,100,4621.23077026,1.0,0.01,0.5,500,500.0,31869.7298959,31869.7298959,0.01,3.50449e-18,4621.23077026,1.0,0.01,2
1.0,233.183,200.000000102,496.0,4280.4,1.0,4610.63,,4600.03883537,100,4600.03883537,1.0,0.005,0.5,500,500.0,77750.0898005,77750.0898005,0.005,2.1793e-19,4600.03883537,1.0,0.005,2
1.0,210.212,299.999969474,498.02,4343.9,1.0,4613.59,,4619.50936152,100,4619.50936152,1.0,0.00333333,0.5,500,500.0,24007.1380396,24007.1380396,0.00333333,5.43914e-20,4619.50936152,1.0,0.00333333,2
1.0,182.978,400.0,500.0,4385.02,1.0,4618.64,,4633.76466262,100,4633.76466262,1.0,0.0025,0.5,500,500.0,1061.12460383,1061.12460383,0.0025,5.4346e-20,4633.76466262,1.0,0.0025,2
1.55766,128.004,485.259074882,496.9,4412.64,0.478524,4624.55,0.0306833,4613.47577012,100,4613.47577012,1.02862,0.00310282,0.5,500,486.090408117,43090.8644064,43090.8644064,0.002,1.21751e-07,4613.47577012,1.00403,0.000953211,1
1.0,34.4029,100.0,499.99,4167.39,1.0,4634.51,,4634.51174123,100,4634.51174123,1.0,0.01,0.5,500,500.0,1195.51758288,1195.51758288,0.01,3.50449e-18,4634.51174123,1.0,0.01,2
1.0,44.9722,200.000000102,499.47,4306.89,1.0,4637.2,,4639.88241347,100,4639.88241347,1.0,0.005,0.5,500,500.0,2875.76314768,2875.76314768,0.005,2.1793e-19,4639.88241347,1.0,0.005,2
1.0,99.8572,299.999969474,498.26,4364.34,1.0,4634.03,,4627.69969572,100,4627.69969572,1.0,0.00333333,0.5,500,500.0,26069.9492974,26069.9492974,0.00333333,5.43914e-20,4627.69969572,1.0,0.00333333,2
1.0,92.3529,400.0,499.19,4399.56,1.0,4633.12,,4630.39882658,100,4630.39882658,1.0,0.0025,0.5,500,500.0,4234.31082968,4234.31082968,0.0025,5.4346e-20,4630.39882658,1.0,0.0025,2
1.26894,73.2428,497.0930192,500.0,4424.55,0.723979,4634.0,0.00581232,4631.77450538,100,4631.77450538,1.00524,0.00254822,0.5,500,497.39402919,1198.80747233,1198.80747233,0.002,2.34393e-08,4631.77450538,0.995938,0.00145386,1
1.0,20.2692,100.0,500.0,4179.81,1.0,4646.88,,4646.87976206,100,4646.87976206,1.0,0.01,0.5,500,500.0,414.991026259,414.991026259,0.01,3.50449e-18,4646.87976206,1.0,0.01,2
1.0,62.2782,200.000000102,499.2,4308.21,1.0,4638.48,,4630.07249293,100,4630.07249293,1.0,0.005,0.5,500,500.0,7277.8334215,7277.8334215,0.005,2.1793e-19,4630.07249293,1.0,0.005,2
1.0,56.4262,299.999969474,499.66,4367.39,1.0,4637.05,,4634.20143771,100,4634.20143771,1.0,0.00333333,0.5,500,500.0,1800.42678924,1800.42678924,0.00333333,5.43914e-20,4634.20143771,1.0,0.00333333,2
1.0,55.8993,400.0,499.58,4402.46,1.0,4636.01,,4632.88864759,100,4632.88864759,1.0,0.0025,0.5,500,500.0,2963.80983318,2963.80983318,0.0025,5.4346e-20,4632.88864759,1.0,0.0025,2
1.38229,71.3349,494.464604409,497.25,4424.34,0.530087,4634.33,0.0113871,4614.63248108,100,4614.63248108,1.01051,0.00274391,0.5,500,494.800196726,43072.7777077,43072.7777077,0.002,4.48693e-08,4614.63248108,1.00754,0.00105224,1
1.0,30.1597,100.0,500.0,4169.93,1.0,4637.09,,4637.09495452,100,4637.09495452,1.0,0.01,0.5,500,500.0,918.795280726,918.795280726,0.01,3.50449e-18,4637.09495452,1.0,0.01,2
1.0,95.1876,200.000000102,497.83,4296.84,1.0,4627.17,,4617.25530706,100,4617.25530706,1.0,0.005,0.5,500,500.0,17186.8018757,17186.8018757,0.005,2.1793e-19,4617.25530706,1.0,0.005,2
1.0,80.4917,299.999969474,499.92,4360.12,1.0,4629.84,,4635.16920167,100,4635.16920167,1.0,0.00333333,0.5,500,500.0,1285.66251657,1285.66251657,0.00333333,5.43914e-20,4635.16920167,1.0,0.00333333,2
1.0,71.8546,400.0,500.0,4397.53,1.0,4631.12,,4634.94261925,100,4634.94261925,1.0,0.0025,0.5,500,500.0,1208.10922993,1208.10922993,0.0025,5.4346e-20,4634.94261925,1.0,0.0025,2
1.25436,95.0023,495.59093865,497.35,4419.02,0.632017,4628.82,0.00875785,4610.66896594,100,4610.66896594,1.00844,0.00253097,0.5,500,495.817478628,34325.695403,34325.695403,0.002,3.56552e-08,4610.66896594,0.991214,0.00127524,1
