J,EpsThisIter,Bound,VarVanillaIw,VarNormIw,AvgRet,AvgNormIw,VanillaAvgRet,MaxNormIw,IterType,MinNormIw,VarJ,MinVanillaIw,Delta,AvgVanillaIw,VarRet,VarDiscRet,ESSClassic,AvgDiscRet,AvgEpLen,ESSRenyi,eRenyi2,BatchSize,MaxVanillaIw
-59.8496,100,-59.8496,,5.43187e-20,-58.7253628553,0.002,-58.7253628553,0.002,1,0.002,23.8499,1.0,1.0,1.0,60.7882272545,60.7882272545,500.000006643,-58.7253628553,86.43,500.0,1.0,500,1.0
-62.4631,100,-62.4631,,3.50449e-18,-62.4630945058,0.01,-62.4630945058,0.01,2,0.01,36.3555,1.0,1.0,1.0,1335.07076251,1335.07076251,100.0,-62.4630945058,90.74,500.0,1.0,500,1.0
-61.9795,100,-61.9795,,2.1793e-19,-61.495980985,0.005,-61.495980985,0.005,2,0.005,36.4509,1.0,1.0,1.0,1348.63299149,1348.63299149,200.000000102,-61.495980985,88.73,500.0,1.0,500,1.0
-60.9061,100,-60.9061,,5.43914e-20,-58.7592430638,0.00333333,-58.7592430638,0.00333333,2,0.00333333,30.1099,1.0,1.0,1.0,56.1338136951,56.1338136951,299.999969474,-58.7592430638,86.43,500.0,1.0,500,1.0
-60.0945,100,-60.0945,,5.4346e-20,-57.6598490761,0.0025,-57.6598490761,0.0025,2,0.0025,26.3124,1.0,1.0,1.0,42.0681858964,42.0681858964,400.0,-57.6598490761,84.69,500.0,1.0,500,1.0
-59.6561,100,-59.6561,,5.43187e-20,-57.9024848205,0.002,-57.9024848205,0.002,1,0.002,23.7462,1.0,1.0,1.0,46.6666342569,46.6666342569,500.000006643,-57.9024848205,84.83,500.0,1.0,500,1.0
-62.6219,100,-62.6219,,3.50449e-18,-62.6219011429,0.01,-62.6219011429,0.01,2,0.01,36.5515,1.0,1.0,1.0,1349.50728623,1349.50728623,100.0,-62.6219011429,90.97,500.0,1.0,500,1.0
-61.9348,100,-61.9348,,2.1793e-19,-61.2476761596,0.005,-61.2476761596,0.005,2,0.005,36.4958,1.0,1.0,1.0,1340.33996403,1340.33996403,200.000000102,-61.2476761596,88.4,500.0,1.0,500,1.0
-61.1296,100,-61.1296,,5.43914e-20,-59.5191247071,0.00333333,-59.5191247071,0.00333333,2,0.00333333,30.094,1.0,1.0,1.0,49.6557618629,49.6557618629,299.999969474,-59.5191247071,87.53,500.0,1.0,500,1.0
-61.3559,100,-61.3559,,5.4346e-20,-62.0349234019,0.0025,-62.0349234019,0.0025,2,0.0025,31.785,1.0,1.0,1.0,1336.94945619,1336.94945619,400.0,-62.0349234019,89.84,500.0,1.0,500,1.0
-61.6454,100,-61.6454,,5.43187e-20,-62.8031972596,0.002,-62.8031972596,0.002,1,0.002,32.715,1.0,1.0,1.0,1321.77677913,1321.77677913,500.000006643,-62.8031972596,91.26,500.0,1.0,500,1.0
-58.9628,100,-58.9628,,3.50449e-18,-58.9628455622,0.01,-58.9628455622,0.01,2,0.01,8.62926,1.0,1.0,1.0,75.2163617366,75.2163617366,100.0,-58.9628455622,86.35,500.0,1.0,500,1.0
-59.0116,100,-59.0116,,2.1793e-19,-59.0603033309,0.005,-59.0603033309,0.005,2,0.005,7.68208,1.0,1.0,1.0,43.9996183721,43.9996183721,200.000000102,-59.0603033309,86.96,500.0,1.0,500,1.0
-59.0239,100,-59.0239,,5.43914e-20,-59.0485709056,0.00333333,-59.0485709056,0.00333333,2,0.00333333,7.99597,1.0,1.0,1.0,74.522307763,74.522307763,299.999969474,-59.0485709056,86.68,500.0,1.0,500,1.0
-60.6266,100,-60.6266,,5.4346e-20,-65.4347305174,0.0025,-65.4347305174,0.0025,2,0.0025,26.4499,1.0,1.0,1.0,2601.78573988,2601.78573988,400.0,-65.4347305174,93.97,500.0,1.0,500,1.0
-60.2279,100,-60.2279,,5.43187e-20,-58.6332487832,0.002,-58.6332487832,0.002,1,0.002,23.8816,1.0,1.0,1.0,50.5719528565,50.5719528565,500.000006643,-58.6332487832,86.06,500.0,1.0,500,1.0
-62.6859,100,-62.6859,,3.50449e-18,-62.6859064822,0.01,-62.6859064822,0.01,2,0.01,36.2947,1.0,1.0,1.0,1330.61030975,1330.61030975,100.0,-62.6859064822,90.74,500.0,1.0,500,1.0
-62.3146,100,-62.3146,,2.1793e-19,-61.9432109965,0.005,-61.9432109965,0.005,2,0.005,36.3919,1.0,1.0,1.0,1344.61185021,1344.61185021,200.000000102,-61.9432109965,89.76,500.0,1.0,500,1.0
-62.2479,100,-62.2479,,5.43914e-20,-62.1146257965,0.00333333,-62.1146257965,0.00333333,2,0.00333333,36.4176,1.0,1.0,1.0,1343.38997002,1343.38997002,299.999969474,-62.1146257965,90.53,500.0,1.0,500,1.0
-62.057,100,-62.057,,5.4346e-20,-61.4841863644,0.0025,-61.4841863644,0.0025,2,0.0025,36.3824,1.0,1.0,1.0,1328.83781878,1328.83781878,400.0,-61.4841863644,88.61,500.0,1.0,500,1.0
-62.7274,100,-62.7274,,5.43187e-20,-65.4091055068,0.002,-65.4091055068,0.002,1,0.002,39.6864,1.0,1.0,1.0,2597.31532313,2597.31532313,500.000006643,-65.4091055068,93.77,500.0,1.0,500,1.0
-63.8351,100,-63.8351,,3.50449e-18,-63.8351219673,0.01,-63.8351219673,0.01,2,0.01,36.3767,1.0,1.0,1.0,1336.62723732,1336.62723732,100.0,-63.8351219673,92.55,500.0,1.0,500,1.0
-60.977,100,-60.977,,2.1793e-19,-58.1187851347,0.005,-58.1187851347,0.005,2,0.005,26.373,1.0,1.0,1.0,51.9919295175,51.9919295175,200.000000102,-58.1187851347,85.33,500.0,1.0,500,1.0
-62.4946,100,-62.4946,,5.43914e-20,-65.5298690146,0.00333333,-65.5298690146,0.00333333,2,0.00333333,36.4414,1.0,1.0,1.0,2605.08611691,2605.08611691,299.999969474,-65.5298690146,93.92,500.0,1.0,500,1.0
-62.0282,100,-62.0282,,5.4346e-20,-60.6289060585,0.0025,-60.6289060585,0.0025,2,0.0025,36.4473,1.0,1.0,1.0,1340.47871656,1340.47871656,400.0,-60.6289060585,87.54,500.0,1.0,500,1.0
-61.1057,100,-61.1057,,5.43187e-20,-57.4159458947,0.002,-57.4159458947,0.002,1,0.002,32.7938,1.0,1.0,1.0,46.9989399585,46.9989399585,500.000006643,-57.4159458947,84.4,500.0,1.0,500,1.0
-57.9804,100,-57.9804,,3.50449e-18,-57.9803524549,0.01,-57.9803524549,0.01,2,0.01,6.17905,1.0,1.0,1.0,38.5662781675,38.5662781675,100.0,-57.9803524549,85.08,500.0,1.0,500,1.0
-58.1428,100,-58.1428,,2.1793e-19,-58.3051928782,0.005,-58.3051928782,0.005,2,0.005,6.87412,1.0,1.0,1.0,56.8419719128,56.8419719128,200.000000102,-58.3051928782,85.68,500.0,1.0,500,1.0
-59.1342,100,-59.1342,,5.43914e-20,-61.116915614,0.00333333,-61.116915614,0.00333333,2,0.00333333,21.8575,1.0,1.0,1.0,1346.30442194,1346.30442194,299.999969474,-61.116915614,88.09,500.0,1.0,500,1.0
-59.1978,100,-59.1978,,5.4346e-20,-59.3888034141,0.0025,-59.3888034141,0.0025,2,0.0025,19.282,1.0,1.0,1.0,54.4281605241,54.4281605241,400.0,-59.3888034141,87.83,500.0,1.0,500,1.0
