eRenyi2,MaxVanillaIw,J,VarVanillaIw,VarNormIw,MinVanillaIw,VarDiscRet,AvgEpLen,ESSClassic,AvgDiscRet,Delta,Bound,VanillaAvgRet,MinNormIw,ESSRenyi,AvgRet,BatchSize,AvgNormIw,MaxNormIw,AvgVanillaIw,EpsThisIter,VarJ,VarRet,IterType
1.00382,1.19621,-106.272,0.00386768,9.63298e-08,0.869125,3.16930439224,15.03,199.236118767,-106.378950519,0.8,-110.271,-106.378950519,0.00433748,199.239746921,-106.378950519,200,0.005,0.00596982,1.00188,100,1.71388,3.16930439224,1
1.0,1.0,-106.321,,3.50449e-18,1.0,2.7573716057,14.53,100.0,-106.320592322,0.8,-111.91,-106.320592322,0.01,200.0,-106.320592322,200,0.01,0.01,1.0,100,1.65221,2.7573716057,2
1.00588,1.59334,-106.272,0.00798975,1.99487e-07,0.871126,2.45650200943,14.54,198.424619193,-106.269966845,0.8,-110.235,-106.269966845,0.00435283,198.831723118,-106.269966845,200,0.005,0.0079616,1.00064,100,1.62521,2.45650200943,1
1.0,1.0,-105.867,,3.50449e-18,1.0,2.15229862899,14.43,100.0,-105.866654724,0.8,-111.446,-105.866654724,0.01,200.0,-105.866654724,200,0.01,0.01,1.0,100,1.45972,2.15229862899,2
1.00781,1.1919,-106.153,0.00911725,2.32474e-07,0.54871,3.77200481557,14.64,198.166446886,-106.497142102,0.8,-110.191,-106.497142102,0.00277076,198.450199246,-106.497142102,200,0.005,0.00601858,0.990182,100,1.68661,3.77200481557,1
1.0,1.0,-106.349,,3.50449e-18,1.0,2.61986099197,14.88,100.0,-106.349229125,0.8,-111.94,-106.349229125,0.01,200.0,-106.349229125,200,0.01,0.01,1.0,100,1.61049,2.61986099197,2
1.005,1.27802,-106.436,0.00706019,1.7698e-07,0.531826,3.83110283447,14.67,198.601164681,-106.564432908,0.8,-110.405,-106.564432908,0.0026627,199.005094095,-106.564432908,200,0.005,0.00639869,0.998658,100,1.79554,3.83110283447,1
1.0,1.0,-106.826,,3.50449e-18,1.0,3.46411158825,14.95,100.0,-106.825678568,0.8,-112.513,-106.825678568,0.01,200.0,-106.825678568,200,0.01,0.01,1.0,100,1.85188,3.46411158825,2
1.00663,1.47041,-106.613,0.00802333,2.01269e-07,0.778283,2.63754487582,14.97,198.410621671,-106.453134265,0.8,-110.648,-106.453134265,0.00389806,198.683685718,-106.453134265,200,0.005,0.00736458,0.998296,100,1.73511,2.63754487582,1
1.0,1.0,-106.402,,3.50449e-18,1.0,2.85793538798,14.96,100.0,-106.402376639,0.8,-111.936,-106.402376639,0.01,200.0,-106.402376639,200,0.01,0.01,1.0,100,1.68207,2.85793538798,2
1.00671,1.29179,-106.39,0.00663435,1.64892e-07,0.715095,2.36259621915,14.86,198.695971154,-106.432979247,0.8,-110.405,-106.432979247,0.00356503,198.667028542,-106.432979247,200,0.005,0.00644006,1.00293,100,1.6044,2.36259621915,1
1.0,1.0,-106.101,,3.50449e-18,1.0,2.54985064745,14.92,100.0,-106.10073776,0.8,-111.627,-106.10073776,0.01,200.0,-106.10073776,200,0.01,0.01,1.0,100,1.58882,2.54985064745,2
1.00393,1.16729,-106.188,0.00332391,8.25427e-08,0.809326,3.36645106548,15.22,199.345120451,-106.307760118,0.8,-110.159,-106.307760118,0.00403309,199.216632861,-106.307760118,200,0.005,0.00581693,1.00336,100,1.69989,3.36645106548,1
1.0,1.0,-106.389,,3.50449e-18,1.0,3.11384577995,14.55,100.0,-106.389148432,0.8,-111.983,-106.389148432,0.01,200.0,-106.389148432,200,0.01,0.01,1.0,100,1.75576,3.11384577995,2
1.00502,1.16403,-106.339,0.00361189,9.23209e-08,0.907627,2.70130063689,14.63,199.267820196,-106.331363092,0.8,-110.305,-106.331363092,0.0045887,199.000868846,-106.331363092,200,0.005,0.00588501,0.98898,100,1.69193,2.70130063689,1
1.0,1.0,-106.834,,3.50449e-18,1.0,4.27634511889,14.99,100.0,-106.833815731,0.8,-112.504,-106.833815731,0.01,200.0,-106.833815731,200,0.01,0.01,1.0,100,2.05757,4.27634511889,2
1.00206,1.10947,-106.659,0.00178494,4.4574e-08,0.708678,3.41086446608,14.9,199.645837224,-106.502879949,0.8,-110.673,-106.502879949,0.00354142,199.589215778,-106.502879949,200,0.005,0.00554429,1.00056,100,1.95388,3.41086446608,1
1.0,1.0,-106.931,,3.50449e-18,1.0,3.64388111658,15.3,100.0,-106.931156962,0.8,-112.589,-106.931156962,0.01,200.0,-106.931156962,200,0.01,0.01,1.0,100,1.89933,3.64388111658,2
1.01645,1.55562,-106.509,0.0153841,3.80666e-07,0.584099,3.37509717858,14.67,197.015138643,-106.211434987,0.8,-110.542,-106.211434987,0.00290551,196.763535426,-106.211434987,200,0.005,0.0077382,1.00516,100,1.82954,3.37509717858,1
1.0,1.0,-106.545,,3.50449e-18,1.0,3.62435314705,14.64,100.0,-106.544740292,0.8,-112.199,-106.544740292,0.01,200.0,-106.544740292,200,0.01,0.01,1.0,100,1.89423,3.62435314705,2
1.00733,1.18944,-106.427,0.00450648,1.11052e-07,0.838614,2.9552454187,14.83,199.119850756,-106.367378468,0.8,-110.44,-106.367378468,0.004163,198.543809902,-106.367378468,200,0.005,0.00590454,1.00722,100,1.77755,2.9552454187,1
1.0,1.0,-106.117,,3.50449e-18,1.0,3.29527683746,14.79,100.0,-106.117114252,0.8,-111.71,-106.117114252,0.01,200.0,-106.117114252,200,0.01,0.01,1.0,100,1.80619,3.29527683746,2
1.01225,1.19601,-106.259,0.0140151,3.53558e-07,0.536063,3.06660625208,14.8,197.224704359,-106.497987547,0.8,-110.238,-106.497987547,0.00269245,197.58038104,-106.497987547,200,0.005,0.00600713,0.995493,100,1.75756,3.06660625208,1
1.0,1.0,-106.458,,3.50449e-18,1.0,2.67447681077,14.68,100.0,-106.458408463,0.8,-112.031,-106.458408463,0.01,200.0,-106.458408463,200,0.01,0.01,1.0,100,1.62719,2.67447681077,2
1.00562,1.20269,-106.4,0.00480141,1.21394e-07,0.781105,3.15075176728,15.07,199.038362535,-106.386265347,0.8,-110.361,-106.386265347,0.00392757,198.881337994,-106.386265347,200,0.005,0.00604739,0.994388,100,1.67703,3.15075176728,1
1.0,1.0,-106.277,,3.50449e-18,1.0,2.85436674757,14.74,100.0,-106.277230715,0.8,-111.881,-106.277230715,0.01,200.0,-106.277230715,200,0.01,0.01,1.0,100,1.68102,2.85436674757,2
1.00907,1.6371,-106.335,0.0106312,2.55458e-07,0.717593,3.17116182787,14.58,197.986994336,-106.466934875,0.8,-110.316,-106.466934875,0.0035176,198.20299993,-106.466934875,200,0.005,0.00802499,1.02,100,1.71615,3.17116182787,1
1.0,1.0,-106.581,,3.50449e-18,1.0,3.51957624836,14.65,100.0,-106.581285118,0.8,-112.198,-106.581285118,0.01,200.0,-106.581285118,200,0.01,0.01,1.0,100,1.86665,3.51957624836,2
1.02013,1.39714,-106.475,0.0222431,5.65702e-07,0.562405,3.35513051662,14.57,195.596184882,-106.529793712,0.8,-110.511,-106.529793712,0.00283626,196.053963752,-106.529793712,200,0.005,0.00704591,0.991457,100,1.79053,3.35513051662,1
1.0,1.0,-106.468,,3.50449e-18,1.0,3.41191258954,14.95,100.0,-106.46759051,0.8,-112.042,-106.46759051,0.01,200.0,-106.46759051,200,0.01,0.01,1.0,100,1.83788,3.41191258954,2
1.01426,1.22904,-106.447,0.0152759,3.92602e-07,0.483675,3.25310087379,14.83,196.922931766,-106.536537438,0.8,-110.419,-106.536537438,0.00245203,197.188666705,-106.536537438,200,0.005,0.00623074,0.986272,100,1.77576,3.25310087379,1
1.0,1.0,-106.565,,3.50449e-18,1.0,3.24217342224,14.6,100.0,-106.565279157,0.8,-112.162,-106.565279157,0.01,200.0,-106.565279157,200,0.01,0.01,1.0,100,1.79158,3.24217342224,2
1.00418,1.14582,-106.528,0.0038307,9.54601e-08,0.708807,3.08603828868,14.95,199.243032952,-106.528033129,0.8,-110.494,-106.528033129,0.00353834,199.167299802,-106.528033129,200,0.005,0.00571989,1.00161,100,1.75477,3.08603828868,1
1.0,1.0,-106.309,,3.50449e-18,1.0,2.90753545904,14.53,100.0,-106.309381561,0.8,-111.904,-106.309381561,0.01,200.0,-106.309381561,200,0.01,0.01,1.0,100,1.6966,2.90753545904,2
1.00721,1.22182,-106.394,0.00576981,1.44666e-07,0.839604,3.54935009918,15.07,198.855029612,-106.541314263,0.8,-110.383,-106.541314263,0.00420414,198.567990168,-106.541314263,200,0.005,0.00611803,0.998544,100,1.78585,3.54935009918,1
1.0,1.0,-106.444,,3.50449e-18,1.0,2.76203561867,15.16,100.0,-106.443770554,0.8,-112.037,-106.443770554,0.01,200.0,-106.443770554,200,0.01,0.01,1.0,100,1.65361,2.76203561867,2
1.01006,1.20585,-106.316,0.0112309,2.8057e-07,0.634009,3.79394381169,14.87,197.791295687,-106.267092261,0.8,-110.32,-106.267092261,0.00316889,198.007534268,-106.267092261,200,0.005,0.00602706,1.00036,100,1.80507,3.79394381169,1
1.0,1.0,-106.371,,3.50449e-18,1.0,2.60557197193,14.79,100.0,-106.370634015,0.8,-111.9,-106.370634015,0.01,200.0,-106.370634015,200,0.01,0.01,1.0,100,1.60609,2.60557197193,2
1.00524,1.21371,-106.519,0.00618863,1.57121e-07,0.719426,3.57372509108,14.94,198.75712834,-106.708125867,0.8,-110.506,-106.708125867,0.00362499,198.956667921,-106.708125867,200,0.005,0.00611557,0.992314,100,1.732,3.57372509108,1
1.0,1.0,-106.409,,3.50449e-18,1.0,3.4440398349,14.95,100.0,-106.408887425,0.8,-111.979,-106.408887425,0.01,200.0,-106.408887425,200,0.01,0.01,1.0,100,1.84651,3.4440398349,2
1.00618,1.27378,-106.24,0.00579368,1.43026e-07,0.779432,2.52468370671,14.48,198.867951033,-106.11971342,0.8,-110.191,-106.11971342,0.00387265,198.772170833,-106.11971342,200,0.005,0.00632886,1.00633,100,1.71311,2.52468370671,1
1.0,1.0,-106.612,,3.50449e-18,1.0,2.81259786857,14.51,100.0,-106.612061327,0.8,-112.193,-106.612061327,0.01,200.0,-106.612061327,200,0.01,0.01,1.0,100,1.66867,2.81259786857,2
1.0036,1.1514,-106.362,0.00346646,8.57845e-08,0.689319,2.2140693827,14.59,199.319448003,-106.144487146,0.8,-110.316,-106.144487146,0.00342911,199.282014332,-106.144487146,200,0.005,0.00572779,1.0051,100,1.59459,2.2140693827,1
1.0,1.0,-106.319,,3.50449e-18,1.0,2.69313476776,14.59,100.0,-106.318729427,0.8,-111.891,-106.318729427,0.01,200.0,-106.318729427,200,0.01,0.01,1.0,100,1.63285,2.69313476776,2
1.00941,1.51218,-106.49,0.012417,3.06837e-07,0.829115,3.23079244729,14.99,197.587059827,-106.733045114,0.8,-110.49,-106.733045114,0.00412155,198.135188886,-106.733045114,200,0.005,0.0075171,1.00583,100,1.72476,3.23079244729,1
1.0,1.0,-106.622,,3.50449e-18,1.0,3.36624540355,14.65,100.0,-106.621562595,0.8,-112.216,-106.621562595,0.01,200.0,-106.621562595,200,0.01,0.01,1.0,100,1.82554,3.36624540355,2
1.01475,1.43632,-106.418,0.0189849,4.5368e-07,0.60842,2.59044035837,14.68,196.452784918,-106.331569087,0.8,-110.402,-106.331569087,0.00297422,197.092300436,-106.331569087,200,0.005,0.00702134,1.02282,100,1.71634,2.59044035837,1
1.0,1.0,-106.475,,3.50449e-18,1.0,3.04264902893,14.73,100.0,-106.475322068,0.8,-112.064,-106.475322068,0.01,200.0,-106.475322068,200,0.01,0.01,1.0,100,1.73558,3.04264902893,2
1.00755,1.30436,-106.386,0.00817606,2.02081e-07,0.606379,2.32290998758,14.97,198.404243866,-106.35549398,0.8,-110.353,-106.35549398,0.00301464,198.501972453,-106.35549398,200,0.005,0.00648469,1.00572,100,1.62611,2.32290998758,1
1.0,1.0,-106.295,,3.50449e-18,1.0,2.64225758109,14.52,100.0,-106.294814315,0.8,-111.859,-106.294814315,0.01,200.0,-106.294814315,200,0.01,0.01,1.0,100,1.61735,2.64225758109,2
1.01176,1.32133,-106.419,0.011461,2.87307e-07,0.727536,4.51244550587,14.98,197.738904366,-106.639401935,0.8,-110.402,-106.639401935,0.00364264,197.674686584,-106.639401935,200,0.005,0.00661565,0.998637,100,1.85131,4.51244550587,1
1.0,1.0,-106.541,,3.50449e-18,1.0,2.99499831903,14.77,100.0,-106.540867251,0.8,-112.122,-106.540867251,0.01,200.0,-106.540867251,200,0.01,0.01,1.0,100,1.72193,2.99499831903,2
1.01452,1.3706,-106.367,0.014641,3.69064e-07,0.515319,3.50559200986,14.61,197.104874117,-106.307616883,0.8,-110.365,-106.307616883,0.00258727,197.136858125,-106.307616883,200,0.005,0.0068814,0.995874,100,1.74814,3.50559200986,1
1.0,1.0,-106.289,,3.50449e-18,1.0,2.80690580581,15.04,100.0,-106.289230118,0.8,-111.884,-106.289230118,0.01,200.0,-106.289230118,200,0.01,0.01,1.0,100,1.66698,2.80690580581,2
1.00336,1.17576,-106.297,0.00379361,9.33816e-08,0.841263,2.77392064973,14.73,199.259431748,-106.332010125,0.8,-110.259,-106.332010125,0.00417384,199.330812176,-106.332010125,200,0.005,0.00583343,1.00778,100,1.64515,2.77392064973,1
1.0,1.0,-106.535,,3.50449e-18,1.0,2.65020442053,15.02,100.0,-106.535471806,0.8,-112.078,-106.535471806,0.01,200.0,-106.535471806,200,0.01,0.01,1.0,100,1.61978,2.65020442053,2
1.00231,1.23553,-106.568,0.00214508,5.32204e-08,0.904234,2.43264393931,14.72,199.577283703,-106.618530883,0.8,-110.513,-106.618530883,0.004504,199.538463972,-106.618530883,200,0.005,0.0061542,1.00381,100,1.56701,2.43264393931,1
1.0,1.0,-106.668,,3.50449e-18,1.0,3.11162271893,14.61,100.0,-106.667910031,0.8,-112.281,-106.667910031,0.01,200.0,-106.667910031,200,0.01,0.01,1.0,100,1.75514,3.11162271893,2
1.00586,1.16159,-106.595,0.0052719,1.32606e-07,0.747438,2.8345879936,15.14,198.949975451,-106.564693009,0.8,-110.576,-106.564693009,0.00374864,198.835281365,-106.564693009,200,0.005,0.00582574,0.996946,100,1.70722,2.8345879936,1
1.0,1.0,-106.508,,3.50449e-18,1.0,2.85130833789,14.72,100.0,-106.508155496,0.8,-112.098,-106.508155496,0.01,200.0,-106.508155496,200,0.01,0.01,1.0,100,1.68012,2.85130833789,2
1.00284,1.19532,-106.4,0.00233625,5.87012e-08,0.926948,2.82426084866,14.8,199.533901084,-106.313715397,0.8,-110.358,-106.313715397,0.00464643,199.433315693,-106.313715397,200,0.005,0.00599168,0.997485,100,1.67463,2.82426084866,1
1.0,1.0,-106.185,,3.50449e-18,1.0,2.78255536642,14.67,100.0,-106.184865335,0.8,-111.796,-106.184865335,0.01,200.0,-106.184865335,200,0.01,0.01,1.0,100,1.65974,2.78255536642,2
1.01323,1.4907,-106.319,0.0136739,3.35838e-07,0.748902,2.76833532832,14.94,197.362041274,-106.560544556,0.8,-110.313,-106.560544556,0.00371145,197.388254179,-106.560544556,200,0.005,0.00738767,1.00891,100,1.65006,2.76833532832,1
1.0,1.0,-106.62,,3.50449e-18,1.0,3.39807273476,14.95,100.0,-106.620002814,0.8,-112.182,-106.620002814,0.01,200.0,-106.620002814,200,0.01,0.01,1.0,100,1.83415,3.39807273476,2
1.00396,1.26932,-106.535,0.00340263,8.53693e-08,0.927628,2.79901595483,14.87,199.322758706,-106.478623868,0.8,-110.475,-106.478623868,0.00464641,199.211357834,-106.478623868,200,0.005,0.00635791,0.99822,100,1.73726,2.79901595483,1
1.0,1.0,-106.547,,3.50449e-18,1.0,3.6898503604,14.91,100.0,-106.546691243,0.8,-112.162,-106.546691243,0.01,200.0,-106.546691243,200,0.01,0.01,1.0,100,1.91127,3.6898503604,2
1.00413,1.08821,-106.524,0.00432825,1.08295e-07,0.727243,2.22696585273,14.87,199.141612222,-106.532541425,0.8,-110.503,-106.532541425,0.00363771,199.177727238,-106.532541425,200,0.005,0.00544328,0.99959,100,1.70875,2.22696585273,1
1.0,1.0,-106.519,,3.50449e-18,1.0,3.12785370531,14.89,100.0,-106.518505485,0.8,-112.054,-106.518505485,0.01,200.0,-106.518505485,200,0.01,0.01,1.0,100,1.75971,3.12785370531,2
1.00748,1.28534,-106.392,0.00810299,2.04146e-07,0.693738,4.45906526581,15.14,198.388164023,-106.32501642,0.8,-110.36,-106.32501642,0.00348212,198.5142799,-106.32501642,200,0.005,0.00645157,0.996144,100,1.91034,4.45906526581,1
1.0,1.0,-106.557,,3.50449e-18,1.0,3.47438973358,14.72,100.0,-106.557188817,0.8,-112.146,-106.557188817,0.01,200.0,-106.557188817,200,0.01,0.01,1.0,100,1.85463,3.47438973358,2
1.0098,1.34188,-106.538,0.0118335,2.99693e-07,0.579753,3.24283000472,14.8,197.642578334,-106.595982108,0.8,-110.509,-106.595982108,0.00291759,198.0581181,-106.595982108,200,0.005,0.00675296,0.993548,100,1.83224,3.24283000472,1
1.0,1.0,-106.424,,3.50449e-18,1.0,3.3992092318,14.65,100.0,-106.42366115,0.8,-112.008,-106.42366115,0.01,200.0,-106.42366115,200,0.01,0.01,1.0,100,1.83445,3.3992092318,2
1.00629,1.37376,-106.506,0.00607383,1.5168e-07,0.754446,3.27359588856,15.25,198.79985871,-106.636187717,0.8,-110.467,-106.636187717,0.00377018,198.750224638,-106.636187717,200,0.005,0.00686505,1.00054,100,1.82662,3.27359588856,1
1.0,1.0,-106.602,,3.50449e-18,1.0,3.29913069417,15.07,100.0,-106.602038949,0.8,-112.235,-106.602038949,0.01,200.0,-106.602038949,200,0.01,0.01,1.0,100,1.80725,3.29913069417,2
1.01019,1.4296,-106.552,0.0106963,2.66898e-07,0.780214,3.05533594466,15.07,197.897860435,-106.586493612,0.8,-110.556,-106.586493612,0.00389735,197.982415583,-106.586493612,200,0.005,0.00714119,1.00095,100,1.73574,3.05533594466,1
1.0,1.0,-106.539,,3.50449e-18,1.0,3.03541901806,14.88,100.0,-106.539160204,0.8,-112.117,-106.539160204,0.01,200.0,-106.539160204,200,0.01,0.01,1.0,100,1.73351,3.03541901806,2
1.01126,2.29875,-106.545,0.0201174,4.89415e-07,0.76222,3.54252937028,14.8,196.178700596,-106.629453445,0.8,-110.511,-106.629453445,0.00375952,197.772369374,-106.629453445,200,0.005,0.0113382,1.01372,100,1.80985,3.54252937028,1
1.0,1.0,-106.783,,3.50449e-18,1.0,3.22254621295,15.03,100.0,-106.783348484,0.8,-112.388,-106.783348484,0.01,200.0,-106.783348484,200,0.01,0.01,1.0,100,1.78615,3.22254621295,2
1.01388,1.30135,-106.676,0.0133561,3.27102e-07,0.658747,4.65476699457,15.11,197.429731537,-106.680966797,0.8,-110.679,-106.680966797,0.00326003,197.26253404,-106.680966797,200,0.005,0.00644015,1.01034,100,1.93813,4.65476699457,1
1.0,1.0,-106.819,,3.50449e-18,1.0,3.84283876572,15.03,100.0,-106.818853794,0.8,-112.378,-106.818853794,0.01,200.0,-106.818853794,200,0.01,0.01,1.0,100,1.95049,3.84283876572,2
1.00561,1.1843,-106.665,0.00556007,1.41112e-07,0.798543,2.72063847437,15.13,198.883025468,-106.5566682,0.8,-110.607,-106.5566682,0.00402291,198.884520791,-106.5566682,200,0.005,0.00596629,0.992494,100,1.79178,2.72063847437,1
1.0,1.0,-106.414,,3.50449e-18,1.0,2.41239688626,14.82,100.0,-106.414106131,0.8,-111.998,-106.414106131,0.01,200.0,-106.414106131,200,0.01,0.01,1.0,100,1.5454,2.41239688626,2
1.01239,1.37032,-106.487,0.0162161,4.08839e-07,0.451215,3.9947762739,14.73,196.797662703,-106.658492031,0.8,-110.503,-106.658492031,0.00226562,197.552090638,-106.658492031,200,0.005,0.00688058,0.995789,100,1.75483,3.9947762739,1
1.0,1.0,-106.45,,3.50449e-18,1.0,2.64991221502,14.86,100.0,-106.44951417,0.8,-111.973,-106.44951417,0.01,200.0,-106.44951417,200,0.01,0.01,1.0,100,1.6197,2.64991221502,2
1.00114,1.06704,-106.588,0.00102192,2.57252e-08,0.857771,3.12255118158,15.12,199.79548008,-106.736332242,0.8,-110.562,-106.736332242,0.00430369,199.771356012,-106.736332242,200,0.005,0.00535364,0.996552,100,1.69916,3.12255118158,1
1.0,1.0,-106.574,,3.50449e-18,1.0,2.68950370366,14.72,100.0,-106.573662802,0.8,-112.134,-106.573662802,0.01,200.0,-106.573662802,200,0.01,0.01,1.0,100,1.63175,2.68950370366,2
1.00271,1.11726,-106.436,0.0028974,7.26458e-08,0.699037,2.77163640308,14.89,199.423355087,-106.319654497,0.8,-110.374,-106.319654497,0.00350026,199.459230747,-106.319654497,200,0.005,0.00559441,0.998549,100,1.64713,2.77163640308,1
1.0,1.0,-106.146,,3.50449e-18,1.0,2.56088592325,14.38,100.0,-106.146157561,0.8,-111.719,-106.146157561,0.01,200.0,-106.146157561,200,0.01,0.01,1.0,100,1.59226,2.56088592325,2
1.00757,1.22203,-106.218,0.00636843,1.6207e-07,0.752221,2.95066489081,14.97,198.71819278,-106.351152832,0.8,-110.174,-106.351152832,0.00379473,198.496829144,-106.351152832,200,0.005,0.00616479,0.991139,100,1.65525,2.95066489081,1
1.0,1.0,-106.404,,3.50449e-18,1.0,2.95133960705,14.7,100.0,-106.403604115,0.8,-111.962,-106.403604115,0.01,200.0,-106.403604115,200,0.01,0.01,1.0,100,1.70933,2.95133960705,2
1.00502,1.19155,-106.284,0.00566551,1.41813e-07,0.781659,2.9870236058,14.78,198.877536309,-106.206232082,0.8,-110.273,-106.206232082,0.00391072,199.001978251,-106.206232082,200,0.005,0.00596144,0.999381,100,1.69513,2.9870236058,1
1.0,1.0,-106.331,,3.50449e-18,1.0,2.94768075818,14.7,100.0,-106.331365081,0.8,-111.938,-106.331365081,0.01,200.0,-106.331365081,200,0.01,0.01,1.0,100,1.70828,2.94768075818,2
1.00427,1.17603,-106.337,0.00400385,9.9397e-08,0.783166,3.09004334248,14.83,199.211906704,-106.3756736,0.8,-110.31,-106.3756736,0.00390213,199.149166705,-106.3756736,200,0.005,0.0058596,1.00351,100,1.72568,3.09004334248,1
1.0,1.0,-106.158,,3.50449e-18,1.0,2.53292916991,14.57,100.0,-106.158158155,0.8,-111.718,-106.158158155,0.01,200.0,-106.158158155,200,0.01,0.01,1.0,100,1.58354,2.53292916991,2
1.00492,1.44367,-106.201,0.00479824,1.20137e-07,0.869783,3.1167386287,14.72,199.048317847,-106.280794986,0.8,-110.142,-106.280794986,0.0043522,199.02128861,-106.280794986,200,0.005,0.00722378,0.999246,100,1.66752,3.1167386287,1
1.0,1.0,-106.423,,3.50449e-18,1.0,2.41314988721,14.74,100.0,-106.422975648,0.8,-111.958,-106.422975648,0.01,200.0,-106.422975648,200,0.01,0.01,1.0,100,1.54565,2.41314988721,2
1.01047,1.16745,-106.354,0.0103104,2.65102e-07,0.697693,1.98214510191,14.58,197.911879573,-106.364783012,0.8,-110.288,-106.364783012,0.00353779,197.927713959,-106.364783012,200,0.005,0.00591977,0.986057,100,1.46912,1.98214510191,1
1.0,1.0,-106.52,,3.50449e-18,1.0,2.92311630963,14.89,100.0,-106.519821376,0.8,-112.106,-106.519821376,0.01,200.0,-106.519821376,200,0.01,0.01,1.0,100,1.70114,2.92311630963,2
1.00894,1.53038,-106.365,0.0091112,2.29344e-07,0.763475,3.73527027973,14.84,198.190953014,-106.279459011,0.8,-110.332,-106.279459011,0.00383046,198.227893568,-106.279459011,200,0.005,0.00767814,0.996584,100,1.79789,3.73527027973,1
1.0,1.0,-106.022,,3.50449e-18,1.0,3.34968582862,14.56,100.0,-106.022308066,0.8,-111.553,-106.022308066,0.01,200.0,-106.022308066,200,0.01,0.01,1.0,100,1.82104,3.34968582862,2
1.01039,1.18308,-106.191,0.0117243,2.93018e-07,0.601179,2.60719801399,14.74,197.694389315,-106.446145736,0.8,-110.141,-106.446145736,0.00300544,197.943009618,-106.446145736,200,0.005,0.0059145,1.00015,100,1.70926,2.60719801399,1
1.0,1.0,-106.19,,3.50449e-18,1.0,3.12323256499,15.14,100.0,-106.189680557,0.8,-111.766,-106.189680557,0.01,200.0,-106.189680557,200,0.01,0.01,1.0,100,1.75841,3.12323256499,2
1.00414,1.16866,-106.157,0.00457034,1.14745e-07,0.699607,2.5701749675,14.62,199.090790891,-106.15506476,0.8,-110.108,-106.15506476,0.00350547,199.176308475,-106.15506476,200,0.005,0.00585574,0.997878,100,1.67841,2.5701749675,1
1.0,1.0,-106.541,,3.50449e-18,1.0,2.99753448499,15.02,100.0,-106.54066589,0.8,-112.071,-106.54066589,0.01,200.0,-106.54066589,200,0.01,0.01,1.0,100,1.72266,2.99753448499,2
1.0056,1.24539,-106.508,0.00546819,1.37643e-07,0.818725,3.11538822093,14.86,198.910319599,-106.520838237,0.8,-110.493,-106.520838237,0.00410765,198.885534592,-106.520838237,200,0.005,0.00624832,0.996584,100,1.70869,3.11538822093,1
1.0,1.0,-106.579,,3.50449e-18,1.0,3.49319914158,15.19,100.0,-106.578979488,0.8,-112.129,-106.578979488,0.01,200.0,-106.578979488,200,0.01,0.01,1.0,100,1.85964,3.49319914158,2
1.00923,1.2738,-106.515,0.00802954,2.02919e-07,0.813563,3.17579063258,15.23,198.397638434,-106.522989036,0.8,-110.459,-106.522989036,0.00408985,198.170504761,-106.522989036,200,0.005,0.00640351,0.994613,100,1.84016,3.17579063258,1
1.0,1.0,-106.654,,3.50449e-18,1.0,4.21149356448,15.03,100.0,-106.653770058,0.8,-112.221,-106.653770058,0.01,200.0,-106.653770058,200,0.01,0.01,1.0,100,2.04191,4.21149356448,2
1.00809,1.54573,-106.611,0.00961643,2.38774e-07,0.847503,3.53076155054,14.88,198.117193446,-106.626870766,0.8,-110.563,-106.626870766,0.00422306,198.39495733,-106.626870766,200,0.005,0.00770228,1.00342,100,1.96672,3.53076155054,1
1.0,1.0,-106.494,,3.50449e-18,1.0,3.48984980608,14.89,100.0,-106.493800206,0.8,-112.054,-106.493800206,0.01,200.0,-106.493800206,200,0.01,0.01,1.0,100,1.85875,3.48984980608,2
1.00781,1.46653,-106.488,0.00809556,2.02512e-07,0.842007,2.89876585245,15.06,198.400801157,-106.542825907,0.8,-110.436,-106.542825907,0.00421132,198.450058403,-106.542825907,200,0.005,0.00733488,0.999696,100,1.76229,2.89876585245,1
1.0,1.0,-106.54,,3.50449e-18,1.0,3.79382730504,14.91,100.0,-106.539960958,0.8,-112.158,-106.539960958,0.01,200.0,-106.539960958,200,0.01,0.01,1.0,100,1.93801,3.79382730504,2
1.00243,1.11734,-106.461,0.0020731,5.19992e-08,0.828447,3.35321839274,14.92,199.586990528,-106.403103345,0.8,-110.439,-106.403103345,0.0041491,199.514900932,-106.403103345,200,0.005,0.00559598,0.998347,100,1.87763,3.35321839274,1
1.0,1.0,-106.511,,3.50449e-18,1.0,3.43243597332,14.61,100.0,-106.511039835,0.8,-112.119,-106.511039835,0.01,200.0,-106.511039835,200,0.01,0.01,1.0,100,1.8434,3.43243597332,2
1.00432,1.3179,-106.413,0.00538078,1.34669e-07,0.800287,2.89353956163,14.69,198.933753397,-106.350310865,0.8,-110.42,-106.350310865,0.00400365,199.138954993,-106.350310865,200,0.005,0.00659315,0.999446,100,1.74753,2.89353956163,1
1.0,1.0,-105.87,,3.50449e-18,1.0,2.78824692126,15.23,100.0,-105.870348395,0.8,-111.446,-105.870348395,0.01,200.0,-105.870348395,200,0.01,0.01,1.0,100,1.66143,2.78824692126,2
1.00782,1.2396,-106.083,0.00626456,1.56334e-07,0.759151,3.03620812628,14.82,198.763310084,-106.35764689,0.8,-110.052,-106.35764689,0.00379235,198.448415254,-106.35764689,200,0.005,0.00619243,1.0009,100,1.69866,3.03620812628,1
