ESSRenyi,BatchSize,AvgVanillaIw,AvgDiscRet,AvgRet,VarVanillaIw,MaxVanillaIw,ESSClassic,VarJ,IterType,MinVanillaIw,Delta,Bound,VarRet,J,AvgNormIw,AvgEpLen,MinNormIw,MaxNormIw,eRenyi2,EpsThisIter,VarDiscRet,VarNormIw,VanillaAvgRet
499.902505815,500,1.00072,4666.22048733,4666.22048733,0.00017417,1.02865,499.913738956,12.7635,1,0.932515,0.4,4409.12,152.148318813,4665.47,0.002,500.0,0.00186369,0.00205582,1.0002,100,152.148318813,6.95682e-10,4666.22048733
500.0,500,1.0,4665.30400908,4665.30400908,,1.0,100.0,13.9075,2,1.0,0.4,4092.14,195.371191454,4665.3,0.01,500.0,0.01,0.01,1.0,100,195.371191454,3.50449e-18,4665.30400908
500.0,500,1.0,4666.06900925,4666.06900925,,1.0,200.000000102,13.5083,2,1.0,0.4,4260.39,172.966198853,4665.69,0.005,500.0,0.005,0.005,1.0,100,172.966198853,2.1793e-19,4666.06900925
500.0,500,1.0,4667.24852684,4667.24852684,,1.0,299.999969474,13.4586,2,1.0,0.4,4335.28,178.61387822,4666.21,0.00333333,500.0,0.00333333,0.00333333,1.0,100,178.61387822,5.43914e-20,4667.24852684
500.0,500,1.0,4665.42140177,4665.42140177,,1.0,400.0,13.2128,2,1.0,0.4,4379.42,156.008809735,4666.01,0.0025,500.0,0.0025,0.0025,1.0,100,156.008809735,5.4346e-20,4665.42140177
499.88975572,500,0.999551,4665.93293582,4665.93293582,0.000239045,1.05135,499.880632795,12.8409,1,0.91193,0.4,4409.7,143.747497674,4666.06,0.002,500.0,0.00182468,0.00210364,1.00022,100,143.747497674,9.57039e-10,4665.93293582
500.0,500,1.0,4664.95992838,4664.95992838,,1.0,100.0,13.7671,2,1.0,0.4,4091.8,191.446825395,4664.96,0.01,500.0,0.01,0.01,1.0,100,191.446825395,3.50449e-18,4664.95992838
500.0,500,1.0,4663.95937976,4663.95937976,,1.0,200.000000102,13.9291,2,1.0,0.4,4259.16,200.005304265,4664.46,0.005,500.0,0.005,0.005,1.0,100,200.005304265,2.1793e-19,4663.95937976
500.0,500,1.0,4666.11226987,4666.11226987,,1.0,299.999969474,13.5366,2,1.0,0.4,4334.08,161.478833337,4665.01,0.00333333,500.0,0.00333333,0.00333333,1.0,100,161.478833337,5.43914e-20,4666.11226987
500.0,500,1.0,4665.02078859,4665.02078859,,1.0,400.0,13.4568,2,1.0,0.4,4378.42,176.382693941,4665.01,0.0025,500.0,0.0025,0.0025,1.0,100,176.382693941,5.4346e-20,4665.02078859
499.795401405,500,0.999038,4664.89221225,4664.89221225,0.000419758,1.04347,499.790282552,13.2794,1,0.902322,0.4,4408.69,175.818861873,4665.08,0.002,500.0,0.00180638,0.00208895,1.00041,100,175.818861873,1.68227e-09,4664.89221225
500.0,500,1.0,4665.08926131,4665.08926131,,1.0,100.0,13.4812,2,1.0,0.4,4091.93,183.579351044,4665.09,0.01,500.0,0.01,0.01,1.0,100,183.579351044,3.50449e-18,4665.08926131
500.0,500,1.0,4663.98455469,4663.98455469,,1.0,200.000000102,14.6718,2,1.0,0.4,4259.26,250.676183146,4664.54,0.005,500.0,0.005,0.005,1.0,100,250.676183146,2.1793e-19,4663.98455469
500.0,500,1.0,4667.64190818,4667.64190818,,1.0,299.999969474,13.4071,2,1.0,0.4,4334.66,103.331646875,4665.57,0.00333333,500.0,0.00333333,0.00333333,1.0,100,103.331646875,5.43914e-20,4667.64190818
500.0,500,1.0,4666.51195942,4666.51195942,,1.0,400.0,13.3521,2,1.0,0.4,4379.23,174.950757324,4665.81,0.0025,500.0,0.0025,0.0025,1.0,100,174.950757324,5.4346e-20,4666.51195942
499.836260075,500,0.99932,4666.23077175,4666.23077175,0.00038021,1.04433,499.809982939,12.985,1,0.913755,0.4,4409.6,150.321256706,4665.98,0.002,500.0,0.00182875,0.00209008,1.00033,100,150.321256706,1.52291e-09,4666.23077175
500.0,500,1.0,4665.09878552,4665.09878552,,1.0,100.0,11.3963,2,1.0,0.4,4091.94,131.188568594,4665.1,0.01,500.0,0.01,0.01,1.0,100,131.188568594,3.50449e-18,4665.09878552
500.0,500,1.0,4666.08273422,4666.08273422,,1.0,200.000000102,12.1472,2,1.0,0.4,4260.3,166.409746562,4665.59,0.005,500.0,0.005,0.005,1.0,100,166.409746562,2.1793e-19,4666.08273422
500.0,500,1.0,4664.57480498,4664.57480498,,1.0,299.999969474,12.2792,2,1.0,0.4,4334.33,158.125057035,4665.25,0.00333333,500.0,0.00333333,0.00333333,1.0,100,158.125057035,5.43914e-20,4664.57480498
500.0,500,1.0,4663.42075782,4663.42075782,,1.0,400.0,13.5609,2,1.0,0.4,4378.21,283.568511647,4664.79,0.0025,500.0,0.0025,0.0025,1.0,100,283.568511647,5.4346e-20,4663.42075782
499.903935773,500,1.00089,4666.15774694,4666.15774694,0.000183793,1.04642,499.908484847,13.0452,1,0.942367,0.4,4408.76,126.082972745,4665.12,0.002,500.0,0.00188305,0.00209097,1.00019,100,126.082972745,7.33859e-10,4666.15774694
500.0,500,1.0,4663.67373113,4663.67373113,,1.0,100.0,14.5414,2,1.0,0.4,4090.53,213.587138088,4663.67,0.01,500.0,0.01,0.01,1.0,100,213.587138088,3.50449e-18,4663.67373113
500.0,500,1.0,4666.57418762,4666.57418762,,1.0,200.000000102,13.1016,2,1.0,0.4,4259.83,128.933432414,4665.12,0.005,500.0,0.005,0.005,1.0,100,128.933432414,2.1793e-19,4666.57418762
500.0,500,1.0,4664.58277123,4664.58277123,,1.0,299.999969474,12.7367,2,1.0,0.4,4334.02,144.620502409,4664.94,0.00333333,500.0,0.00333333,0.00333333,1.0,100,144.620502409,5.43914e-20,4664.58277123
500.0,500,1.0,4666.21653959,4666.21653959,,1.0,400.0,13.4848,2,1.0,0.4,4378.67,241.891708069,4665.26,0.0025,500.0,0.0025,0.0025,1.0,100,241.891708069,5.4346e-20,4666.21653959
499.744069514,500,0.999174,4662.68443365,4662.68443365,0.000587704,1.04635,499.706536339,13.9478,1,0.870009,0.4,4408.48,287.703616531,4664.88,0.002,500.0,0.00174146,0.00209442,1.00051,100,287.703616531,2.35471e-09,4662.68443365
500.0,500,1.0,4665.7923573,4665.7923573,,1.0,100.0,12.6633,2,1.0,0.4,4092.64,161.978050254,4665.79,0.01,500.0,0.01,0.01,1.0,100,161.978050254,3.50449e-18,4665.7923573
500.0,500,1.0,4664.10936056,4664.10936056,,1.0,200.000000102,13.8236,2,1.0,0.4,4259.67,222.638291149,4664.95,0.005,500.0,0.005,0.005,1.0,100,222.638291149,2.1793e-19,4664.10936056
500.0,500,1.0,4664.81920015,4664.81920015,,1.0,299.999969474,13.649,2,1.0,0.4,4333.99,178.476503364,4664.91,0.00333333,500.0,0.00333333,0.00333333,1.0,100,178.476503364,5.43914e-20,4664.81920015
500.0,500,1.0,4663.96872353,4663.96872353,,1.0,400.0,13.9481,2,1.0,0.4,4378.09,220.857356651,4664.67,0.0025,500.0,0.0025,0.0025,1.0,100,220.857356651,5.4346e-20,4663.96872353
499.864674488,500,0.999207,4666.56917268,4666.56917268,0.000272326,1.0453,499.864274511,13.4336,1,0.930036,0.4,4408.76,137.427115523,4665.13,0.002,500.0,0.00186155,0.00209226,1.00027,100,137.427115523,1.09103e-09,4666.56917268
500.0,500,1.0,4665.61801833,4665.61801833,,1.0,100.0,13.0667,2,1.0,0.4,4092.45,172.463361378,4665.62,0.01,500.0,0.01,0.01,1.0,100,172.463361378,3.50449e-18,4665.61801833
500.0,500,1.0,4664.52997514,4664.52997514,,1.0,200.000000102,13.9267,2,1.0,0.4,4259.79,218.764436883,4665.07,0.005,500.0,0.005,0.005,1.0,100,218.764436883,2.1793e-19,4664.52997514
500.0,500,1.0,4665.18746852,4665.18746852,,1.0,299.999969474,13.1742,2,1.0,0.4,4334.2,134.107608275,4665.11,0.00333333,500.0,0.00333333,0.00333333,1.0,100,134.107608275,5.43914e-20,4665.18746852
500.0,500,1.0,4667.59120054,4667.59120054,,1.0,400.0,12.819,2,1.0,0.4,4379.15,133.344899614,4665.73,0.0025,500.0,0.0025,0.0025,1.0,100,133.344899614,5.4346e-20,4667.59120054
499.853355991,500,0.999471,4666.7271351,4666.7271351,0.00033672,1.0465,499.83188195,12.906,1,0.904392,0.4,4409.64,197.655003288,4666.01,0.002,500.0,0.00180974,0.00209411,1.00029,100,197.655003288,1.3483e-09,4666.7271351
500.0,500,1.0,4664.80094757,4664.80094757,,1.0,100.0,13.0791,2,1.0,0.4,4091.65,172.790312352,4664.8,0.01,500.0,0.01,0.01,1.0,100,172.790312352,3.50449e-18,4664.80094757
500.0,500,1.0,4666.17540173,4666.17540173,,1.0,200.000000102,12.6515,2,1.0,0.4,4260.19,149.608897887,4665.49,0.005,500.0,0.005,0.005,1.0,100,149.608897887,2.1793e-19,4666.17540173
500.0,500,1.0,4663.85132758,4663.85132758,,1.0,299.999969474,13.3309,2,1.0,0.4,4334.02,213.368625598,4664.94,0.00333333,500.0,0.00333333,0.00333333,1.0,100,213.368625598,5.43914e-20,4663.85132758
500.0,500,1.0,4665.42999673,4665.42999673,,1.0,400.0,13.2615,2,1.0,0.4,4378.48,171.871544942,4665.06,0.0025,500.0,0.0025,0.0025,1.0,100,171.871544942,5.4346e-20,4665.42999673
499.877780756,500,1.00027,4665.15766992,4665.15766992,0.000247038,1.04437,499.876793363,12.9507,1,0.946907,0.4,4408.79,149.305608769,4665.15,0.002,500.0,0.0018933,0.00208817,1.00024,100,149.305608769,9.87618e-10,4665.15766992
500.0,500,1.0,4664.09083422,4664.09083422,,1.0,100.0,12.8171,2,1.0,0.4,4090.93,165.935950085,4664.09,0.01,500.0,0.01,0.01,1.0,100,165.935950085,3.50449e-18,4664.09083422
500.0,500,1.0,4665.20522932,4665.20522932,,1.0,200.000000102,13.3926,2,1.0,0.4,4259.35,195.78411317,4664.65,0.005,500.0,0.005,0.005,1.0,100,195.78411317,2.1793e-19,4665.20522932
500.0,500,1.0,4665.7989691,4665.7989691,,1.0,299.999969474,13.3227,2,1.0,0.4,4334.11,174.62487262,4665.03,0.00333333,500.0,0.00333333,0.00333333,1.0,100,174.62487262,5.43914e-20,4665.7989691
500.0,500,1.0,4666.22957067,4666.22957067,,1.0,400.0,12.9149,2,1.0,0.4,4378.74,134.961227555,4665.33,0.0025,500.0,0.0025,0.0025,1.0,100,134.961227555,5.4346e-20,4666.22957067
499.864853205,500,0.998391,4667.56398335,4667.56398335,0.000311552,1.07981,499.844222105,12.5003,1,0.927387,0.4,4409.48,122.733514025,4665.85,0.002,500.0,0.00185776,0.0021631,1.00027,100,122.733514025,1.25023e-09,4667.56398335
500.0,500,1.0,4665.84113897,4665.84113897,,1.0,100.0,12.5042,2,1.0,0.4,4092.7,157.932528943,4665.84,0.01,500.0,0.01,0.01,1.0,100,157.932528943,3.50449e-18,4665.84113897
500.0,500,1.0,4664.59479354,4664.59479354,,1.0,200.000000102,12.9488,2,1.0,0.4,4259.92,180.012379358,4665.22,0.005,500.0,0.005,0.005,1.0,100,180.012379358,2.1793e-19,4664.59479354
500.0,500,1.0,4664.94386684,4664.94386684,,1.0,299.999969474,12.7823,2,1.0,0.4,4334.2,156.333783202,4665.13,0.00333333,500.0,0.00333333,0.00333333,1.0,100,156.333783202,5.43914e-20,4664.94386684
500.0,500,1.0,4666.65828126,4666.65828126,,1.0,400.0,12.6503,2,1.0,0.4,4378.92,149.694515974,4665.51,0.0025,500.0,0.0025,0.0025,1.0,100,149.694515974,5.4346e-20,4666.65828126
499.829707944,500,0.999749,4662.72194415,4662.72194415,0.000380899,1.04316,499.809587419,12.824,1,0.912407,0.4,4408.67,192.090037595,4665.04,0.002,500.0,0.00182527,0.00208683,1.00034,100,192.090037595,1.52436e-09,4662.72194415
500.0,500,1.0,4667.99052925,4667.99052925,,1.0,100.0,12.149,2,1.0,0.4,4094.82,149.08944266,4667.99,0.01,500.0,0.01,0.01,1.0,100,149.08944266,3.50449e-18,4667.99052925
500.0,500,1.0,4666.34135335,4666.34135335,,1.0,200.000000102,12.1948,2,1.0,0.4,4261.87,149.967439815,4667.17,0.005,500.0,0.005,0.005,1.0,100,149.967439815,2.1793e-19,4666.34135335
500.0,500,1.0,4640.96660934,4640.96660934,,1.0,299.999969474,142.312,2,1.0,0.4,4327.51,60608.9962172,4658.43,0.00333333,497.38,0.00333333,0.00333333,1.0,100,60608.9962172,5.43914e-20,4640.96660934
500.0,500,1.0,4668.52717815,4668.52717815,,1.0,400.0,123.419,2,1.0,0.4,4374.37,95.5775214977,4660.96,0.0025,500.0,0.0025,0.0025,1.0,100,95.5775214977,5.4346e-20,4668.52717815
496.769985518,500,1.00056,4665.30751193,4665.30751193,0.00648265,1.22948,496.789479226,65.1743,1,0.581972,0.4,4406.77,206.216750291,4663.93,0.002,500.0,0.00116329,0.00245759,1.0065,100,206.216750291,2.59016e-08,4665.30751193
500.0,500,1.0,4666.53103306,4666.53103306,,1.0,100.0,13.1721,2,1.0,0.4,4093.36,175.257942438,4666.53,0.01,500.0,0.01,0.01,1.0,100,175.257942438,3.50449e-18,4666.53103306
500.0,500,1.0,4665.32901742,4665.32901742,,1.0,200.000000102,15.0199,2,1.0,0.4,4260.63,279.765952753,4665.93,0.005,500.0,0.005,0.005,1.0,100,279.765952753,2.1793e-19,4665.32901742
500.0,500,1.0,4664.29381575,4664.29381575,,1.0,299.999969474,14.1656,2,1.0,0.4,4334.46,150.513761995,4665.38,0.00333333,500.0,0.00333333,0.00333333,1.0,100,150.513761995,5.43914e-20,4664.29381575
500.0,500,1.0,4665.16818052,4665.16818052,,1.0,400.0,13.6655,2,1.0,0.4,4378.74,146.428185755,4665.33,0.0025,500.0,0.0025,0.0025,1.0,100,146.428185755,5.4346e-20,4665.16818052
499.839000108,500,1.00171,4666.18802066,4666.18802066,0.0003597,1.06423,499.821202901,12.9506,1,0.921534,0.4,4409.22,116.154841834,4665.59,0.002,500.0,0.00183993,0.00212484,1.00032,100,116.154841834,1.43391e-09,4666.18802066
500.0,500,1.0,4664.37980546,4664.37980546,,1.0,100.0,14.7358,2,1.0,0.4,4091.21,219.336088451,4664.38,0.01,500.0,0.01,0.01,1.0,100,219.336088451,3.50449e-18,4664.37980546
500.0,500,1.0,4667.90961691,4667.90961691,,1.0,200.000000102,13.5281,2,1.0,0.4,4260.85,144.087292557,4666.14,0.005,500.0,0.005,0.005,1.0,100,144.087292557,2.1793e-19,4667.90961691
500.0,500,1.0,4666.29972885,4666.29972885,,1.0,299.999969474,14.1422,2,1.0,0.4,4335.27,236.33220071,4666.2,0.00333333,500.0,0.00333333,0.00333333,1.0,100,236.33220071,5.43914e-20,4666.29972885
500.0,500,1.0,4663.15433823,4663.15433823,,1.0,400.0,14.619,2,1.0,0.4,4378.85,250.417436908,4665.44,0.0025,500.0,0.0025,0.0025,1.0,100,250.417436908,5.4346e-20,4663.15433823
499.744605407,500,0.999619,4665.39175558,4665.39175558,0.000614771,1.06573,499.693162003,14.1622,1,0.891849,0.4,4409.16,191.633120203,4665.56,0.002,500.0,0.00178438,0.00213227,1.00051,100,191.633120203,2.46096e-09,4665.39175558
500.0,500,1.0,4665.7460091,4665.7460091,,1.0,100.0,12.5449,2,1.0,0.4,4092.57,158.964234913,4665.75,0.01,500.0,0.01,0.01,1.0,100,158.964234913,3.50449e-18,4665.7460091
500.0,500,1.0,4665.93320825,4665.93320825,,1.0,200.000000102,12.1003,2,1.0,0.4,4260.55,136.80935464,4665.84,0.005,500.0,0.005,0.005,1.0,100,136.80935464,2.1793e-19,4665.93320825
500.0,500,1.0,4662.43060934,4662.43060934,,1.0,299.999969474,13.6139,2,1.0,0.4,4333.78,258.015015917,4664.7,0.00333333,500.0,0.00333333,0.00333333,1.0,100,258.015015917,5.43914e-20,4662.43060934
500.0,500,1.0,4664.25626943,4664.25626943,,1.0,400.0,13.4069,2,1.0,0.4,4378.01,164.465548882,4664.59,0.0025,500.0,0.0025,0.0025,1.0,100,164.465548882,5.4346e-20,4664.25626943
499.78075109,500,0.998851,4665.62808466,4665.62808466,0.000481033,1.04803,499.75953539,13.445,1,0.913819,0.4,4408.53,213.241155547,4664.91,0.002,500.0,0.00182974,0.00209847,1.00044,100,213.241155547,1.92856e-09,4665.62808466
500.0,500,1.0,4665.83524438,4665.83524438,,1.0,100.0,12.2665,2,1.0,0.4,4092.67,151.987297868,4665.84,0.01,500.0,0.01,0.01,1.0,100,151.987297868,3.50449e-18,4665.83524438
500.0,500,1.0,4666.72369629,4666.72369629,,1.0,200.000000102,12.075,2,1.0,0.4,4260.99,142.170017412,4666.28,0.005,500.0,0.005,0.005,1.0,100,142.170017412,2.1793e-19,4666.72369629
500.0,500,1.0,4664.34434736,4664.34434736,,1.0,299.999969474,12.4328,2,1.0,0.4,4334.71,171.328379972,4665.63,0.00333333,500.0,0.00333333,0.00333333,1.0,100,171.328379972,5.43914e-20,4664.34434736
500.0,500,1.0,4641.04413602,4641.04413602,,1.0,400.0,121.114,2,1.0,0.4,4372.9,58340.5903138,4659.49,0.0025,497.42,0.0025,0.0025,1.0,100,58340.5903138,5.4346e-20,4641.04413602
496.270373682,500,1.00142,4665.13047806,4665.13047806,0.0078139,1.16501,496.142157297,42.2675,1,0.373845,0.4,4406.39,188.809171123,4663.68,0.002,500.0,0.000746631,0.00232672,1.00752,100,188.809171123,3.11671e-08,4665.13047806
500.0,500,1.0,4665.52468494,4665.52468494,,1.0,100.0,13.0247,2,1.0,0.4,4092.35,171.355530837,4665.52,0.01,500.0,0.01,0.01,1.0,100,171.355530837,3.50449e-18,4665.52468494
500.0,500,1.0,4665.23245898,4665.23245898,,1.0,200.000000102,13.2232,2,1.0,0.4,4260.08,181.842366623,4665.38,0.005,500.0,0.005,0.005,1.0,100,181.842366623,2.1793e-19,4665.23245898
500.0,500,1.0,4664.81203071,4664.81203071,,1.0,299.999969474,12.9399,2,1.0,0.4,4334.27,153.939153569,4665.19,0.00333333,500.0,0.00333333,0.00333333,1.0,100,153.939153569,5.43914e-20,4664.81203071
500.0,500,1.0,4666.57433536,4666.57433536,,1.0,400.0,12.8781,2,1.0,0.4,4378.95,161.232057814,4665.54,0.0025,500.0,0.0025,0.0025,1.0,100,161.232057814,5.4346e-20,4666.57433536
499.891126026,500,1.00109,4666.35745393,4666.35745393,0.000238707,1.05333,499.880976593,12.685,1,0.940596,0.4,4409.4,151.30346307,4665.76,0.002,500.0,0.00187914,0.00210436,1.00022,100,151.30346307,9.52742e-10,4666.35745393
500.0,500,1.0,4665.52100643,4665.52100643,,1.0,100.0,14.3499,2,1.0,0.4,4092.34,207.998354684,4665.52,0.01,500.0,0.01,0.01,1.0,100,207.998354684,3.50449e-18,4665.52100643
500.0,500,1.0,4665.78364999,4665.78364999,,1.0,200.000000102,13.819,2,1.0,0.4,4260.35,177.754517192,4665.65,0.005,500.0,0.005,0.005,1.0,100,177.754517192,2.1793e-19,4665.78364999
500.0,500,1.0,4665.5397004,4665.5397004,,1.0,299.999969474,13.3755,2,1.0,0.4,4334.69,156.336374936,4665.61,0.00333333,500.0,0.00333333,0.00333333,1.0,100,156.336374936,5.43914e-20,4665.5397004
500.0,500,1.0,4666.13965052,4666.13965052,,1.0,400.0,13.4726,2,1.0,0.4,4379.16,191.037374659,4665.75,0.0025,500.0,0.0025,0.0025,1.0,100,191.037374659,5.4346e-20,4666.13965052
499.867355259,500,0.999065,4665.00806689,4665.00806689,0.00030095,1.03865,499.849337345,12.9827,1,0.941905,0.4,4409.3,133.655729502,4665.67,0.002,500.0,0.00188557,0.00207925,1.00027,100,133.655729502,1.20606e-09,4665.00806689
500.0,500,1.0,4663.74854937,4663.74854937,,1.0,100.0,13.082,2,1.0,0.4,4090.59,172.868043929,4663.75,0.01,500.0,0.01,0.01,1.0,100,172.868043929,3.50449e-18,4663.74854937
500.0,500,1.0,4667.22357329,4667.22357329,,1.0,200.000000102,13.1106,2,1.0,0.4,4260.19,168.280826452,4665.49,0.005,500.0,0.005,0.005,1.0,100,168.280826452,2.1793e-19,4667.22357329
500.0,500,1.0,4664.85920958,4664.85920958,,1.0,299.999969474,13.169,2,1.0,0.4,4334.35,178.008035258,4665.28,0.00333333,500.0,0.00333333,0.00333333,1.0,100,178.008035258,5.43914e-20,4664.85920958
500.0,500,1.0,4663.22425754,4663.22425754,,1.0,400.0,13.2719,2,1.0,0.4,4378.17,182.978904812,4664.76,0.0025,500.0,0.0025,0.0025,1.0,100,182.978904812,5.4346e-20,4663.22425754
499.811660688,500,0.999195,4666.15807418,4666.15807418,0.000413188,1.04913,499.793346745,12.8885,1,0.86705,0.4,4408.76,143.495349862,4665.14,0.002,500.0,0.0017355,0.00209995,1.00038,100,143.495349862,1.65542e-09,4666.15807418
500.0,500,1.0,4666.41641092,4666.41641092,,1.0,100.0,12.2047,2,1.0,0.4,4093.25,150.459304939,4666.42,0.01,500.0,0.01,0.01,1.0,100,150.459304939,3.50449e-18,4666.41641092
500.0,500,1.0,4664.94600261,4664.94600261,,1.0,200.000000102,12.9816,2,1.0,0.4,4260.38,188.896405757,4665.68,0.005,500.0,0.005,0.005,1.0,100,188.896405757,2.1793e-19,4664.94600261
500.0,500,1.0,4669.12978001,4669.12978001,,1.0,299.999969474,12.0518,2,1.0,0.4,4335.91,91.6799906262,4666.83,0.00333333,500.0,0.00333333,0.00333333,1.0,100,91.6799906262,5.43914e-20,4669.12978001
500.0,500,1.0,4662.55881819,4662.55881819,,1.0,400.0,13.0887,2,1.0,0.4,4379.17,238.215704045,4665.76,0.0025,500.0,0.0025,0.0025,1.0,100,238.215704045,5.4346e-20,4662.55881819
499.837153561,500,1.00036,4663.62207173,4663.62207173,0.00032474,1.04985,499.838175479,12.8693,1,0.921871,0.4,4409.04,161.071838916,4665.42,0.002,500.0,0.00184308,0.00209895,1.00033,100,161.071838916,1.29803e-09,4663.62207173
500.0,500,1.0,4666.03574283,4666.03574283,,1.0,100.0,11.9975,2,1.0,0.4,4092.86,145.395002773,4666.04,0.01,500.0,0.01,0.01,1.0,100,145.395002773,3.50449e-18,4666.03574283
500.0,500,1.0,4664.0624212,4664.0624212,,1.0,200.000000102,12.8266,2,1.0,0.4,4259.75,185.005343091,4665.05,0.005,500.0,0.005,0.005,1.0,100,185.005343091,2.1793e-19,4664.0624212
500.0,500,1.0,4666.20021108,4666.20021108,,1.0,299.999969474,12.5848,2,1.0,0.4,4334.51,146.667826135,4665.43,0.00333333,500.0,0.00333333,0.00333333,1.0,100,146.667826135,5.43914e-20,4666.20021108
500.0,500,1.0,4665.02195989,4665.02195989,,1.0,400.0,12.8936,2,1.0,0.4,4378.74,191.642257319,4665.33,0.0025,500.0,0.0025,0.0025,1.0,100,191.642257319,5.4346e-20,4665.02195989
499.897143546,500,0.999126,4666.35113224,4666.35113224,0.000202959,1.03813,499.898794638,12.5229,1,0.95283,0.4,4409.24,129.02884812,4665.6,0.002,500.0,0.00190733,0.00207808,1.00021,100,129.02884812,8.13256e-10,4666.35113224
500.0,500,1.0,4666.67743778,4666.67743778,,1.0,100.0,13.215,2,1.0,0.4,4093.52,176.399537042,4666.68,0.01,500.0,0.01,0.01,1.0,100,176.399537042,3.50449e-18,4666.67743778
500.0,500,1.0,4648.19420714,4648.19420714,,1.0,200.000000102,141.693,2,1.0,0.4,4252.14,40210.6614216,4657.44,0.005,497.87,0.005,0.005,1.0,100,40210.6614216,2.1793e-19,4648.19420714
500.0,500,1.0,4664.80959362,4664.80959362,,1.0,299.999969474,115.94,2,1.0,0.4,4328.97,137.504151394,4659.89,0.00333333,500.0,0.00333333,0.00333333,1.0,100,137.504151394,5.43914e-20,4664.80959362
500.0,500,1.0,4665.8414469,4665.8414469,,1.0,400.0,100.63,2,1.0,0.4,4374.79,153.932343256,4661.38,0.0025,500.0,0.0025,0.0025,1.0,100,153.932343256,5.4346e-20,4665.8414469
496.976471635,500,0.99642,4666.07947445,4666.07947445,0.00640718,1.14216,496.800087519,46.9977,1,0.506093,0.4,4407.28,141.346937524,4664.39,0.002,500.0,0.00101582,0.00229253,1.00608,100,141.346937524,2.58132e-08,4666.07947445
500.0,500,1.0,4667.90359717,4667.90359717,,1.0,100.0,13.1043,2,1.0,0.4,4094.73,173.456246587,4667.9,0.01,500.0,0.01,0.01,1.0,100,173.456246587,3.50449e-18,4667.90359717
500.0,500,1.0,4666.27283504,4666.27283504,,1.0,200.000000102,13.8912,2,1.0,0.4,4261.79,215.030902271,4667.09,0.005,500.0,0.005,0.005,1.0,100,215.030902271,2.1793e-19,4666.27283504
500.0,500,1.0,4666.13690449,4666.13690449,,1.0,299.999969474,13.2729,2,1.0,0.4,4335.85,143.407568661,4666.77,0.00333333,500.0,0.00333333,0.00333333,1.0,100,143.407568661,5.43914e-20,4666.13690449
500.0,500,1.0,4665.12059491,4665.12059491,,1.0,400.0,13.5338,2,1.0,0.4,4379.77,204.144554453,4666.36,0.0025,500.0,0.0025,0.0025,1.0,100,204.144554453,5.4346e-20,4665.12059491
499.717216774,500,1.00153,4667.23194056,4667.23194056,0.00058896,1.07114,499.706993867,12.9857,1,0.911356,0.4,4410.27,142.919781082,4666.67,0.002,500.0,0.00181992,0.00213899,1.00057,100,142.919781082,2.34864e-09,4667.23194056
500.0,500,1.0,4666.04617475,4666.04617475,,1.0,100.0,11.3062,2,1.0,0.4,4092.87,129.122336853,4666.05,0.01,500.0,0.01,0.01,1.0,100,129.122336853,3.50449e-18,4666.04617475
500.0,500,1.0,4667.10337516,4667.10337516,,1.0,200.000000102,11.3064,2,1.0,0.4,4261.28,128.567696988,4666.58,0.005,500.0,0.005,0.005,1.0,100,128.567696988,2.1793e-19,4667.10337516
500.0,500,1.0,4666.01567861,4666.01567861,,1.0,299.999969474,11.6795,2,1.0,0.4,4335.46,154.902658289,4666.39,0.00333333,500.0,0.00333333,0.00333333,1.0,100,154.902658289,5.43914e-20,4666.01567861
500.0,500,1.0,4664.73956767,4664.73956767,,1.0,400.0,11.9625,2,1.0,0.4,4379.39,162.761136554,4665.98,0.0025,500.0,0.0025,0.0025,1.0,100,162.761136554,5.4346e-20,4664.73956767
499.927292908,500,1.00002,4663.97648241,4663.97648241,0.000170356,1.05492,499.915073704,12.0246,1,0.95576,0.4,4409.27,153.57559091,4665.62,0.002,500.0,0.00191148,0.0021098,1.00015,100,153.57559091,6.81397e-10,4663.97648241
500.0,500,1.0,4667.87952514,4667.87952514,,1.0,100.0,10.2584,2,1.0,0.4,4094.72,106.297023836,4667.88,0.01,500.0,0.01,0.01,1.0,100,106.297023836,3.50449e-18,4667.87952514
500.0,500,1.0,4663.24485671,4663.24485671,,1.0,200.000000102,12.7362,2,1.0,0.4,4260.26,210.550564952,4665.56,0.005,500.0,0.005,0.005,1.0,100,210.550564952,2.1793e-19,4663.24485671
500.0,500,1.0,4664.27355701,4664.27355701,,1.0,299.999969474,12.6309,2,1.0,0.4,4334.21,154.639235703,4665.13,0.00333333,500.0,0.00333333,0.00333333,1.0,100,154.639235703,5.43914e-20,4664.27355701
500.0,500,1.0,4664.96471176,4664.96471176,,1.0,400.0,12.574,2,1.0,0.4,4378.5,155.334659219,4665.09,0.0025,500.0,0.0025,0.0025,1.0,100,155.334659219,5.4346e-20,4664.96471176
499.806598161,500,1.00156,4665.73651389,4665.73651389,0.000421931,1.05048,499.790416534,12.8586,1,0.922054,0.4,4408.94,216.615883678,4665.32,0.002,500.0,0.00184123,0.00209768,1.00039,100,216.615883678,1.68247e-09,4665.73651389
500.0,500,1.0,4665.03695201,4665.03695201,,1.0,100.0,11.7614,2,1.0,0.4,4091.88,139.727494204,4665.04,0.01,500.0,0.01,0.01,1.0,100,139.727494204,3.50449e-18,4665.03695201
