ESSRenyi,AvgEpLen,AvgVanillaIw,MaxVanillaIw,VarJ,J,EpsThisIter,AvgNormIw,VarNormIw,MinVanillaIw,Delta,VarDiscRet,VarVanillaIw,VarRet,BatchSize,Bound,ESSClassic,AvgRet,VanillaAvgRet,IterType,AvgDiscRet,MaxNormIw,MinNormIw,eRenyi2
500.0,200.0,1.0,1.0,6.7553406,-7.738849,100,0.0033333336,5.4391416e-20,1.0,1.0,43.163274675125734,,43.163274675125734,500,-7.738849,299.999969473632,-7.421065286941395,-7.421065286941395,2,-7.421065286941395,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,6.788742,-7.9615183,100,0.0024999997,5.434597e-20,1.0,1.0,47.32245359712686,,47.32245359712686,500,-7.9615183,400.0,-8.629528749545337,-8.629528749545337,2,-8.629528749545337,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,6.708966,-7.7091675,100,0.0020000003,5.431875e-20,1.0,1.0,39.827667062276426,,39.827667062276426,500,-7.7091675,500.00000664260017,-6.699763871365476,-6.699763871365476,1,-6.699763871365476,0.002,0.002,1.0
500.0,200.0,1.0,1.0,6.900192,-7.132577,100,0.009999998,3.5044917e-18,1.0,1.0,48.09357655630695,,48.09357655630695,500,-7.132577,100.0,-7.132577277298802,-7.132577277298802,2,-7.132577277298802,0.01,0.01,1.0
500.0,200.0,1.0,1.0,7.002465,-7.5139103,100,0.0049999994,2.179301e-19,1.0,1.0,50.672275898972856,,50.672275898972856,500,-7.5139103,200.00000010221265,-7.895243035441424,-7.895243035441424,2,-7.895243035441424,0.005,0.005,1.0
500.0,200.0,1.0,1.0,7.121921,-7.988404,100,0.0033333336,5.4391416e-20,1.0,1.0,53.278163114231475,,53.278163114231475,500,-7.988404,299.999969473632,-8.937391773420064,-8.937391773420064,2,-8.937391773420064,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,6.9776077,-7.857562,100,0.0024999997,5.434597e-20,1.0,1.0,42.80538773830258,,42.80538773830258,500,-7.857562,400.0,-7.465035914520402,-7.465035914520402,2,-7.465035914520402,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,6.871531,-7.6355386,100,0.0020000003,5.431875e-20,1.0,1.0,40.76335737812301,,40.76335737812301,500,-7.6355386,500.00000664260017,-6.74743967887985,-6.74743967887985,1,-6.74743967887985,0.002,0.002,1.0
500.0,200.0,1.0,1.0,6.9806275,-7.7248416,100,0.009999998,3.5044917e-18,1.0,1.0,49.221378321110336,,49.221378321110336,500,-7.7248416,100.0,-7.724841605325651,-7.724841605325651,2,-7.724841605325651,0.01,0.01,1.0
500.0,200.0,1.0,1.0,7.2066555,-8.207878,100,0.0049999994,2.179301e-19,1.0,1.0,55.22822827785093,,55.22822827785093,500,-8.207878,200.00000010221265,-8.690916536077495,-8.690916536077495,2,-8.690916536077495,0.005,0.005,1.0
500.0,200.0,1.0,1.0,7.3751426,-8.71883,100,0.0033333336,5.4391416e-20,1.0,1.0,58.32324320041886,,58.32324320041886,500,-8.71883,299.999969473632,-9.74073035456873,-9.74073035456873,2,-9.74073035456873,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,7.3165855,-8.633614,100,0.0024999997,5.434597e-20,1.0,1.0,51.37811749525975,,51.37811749525975,500,-8.633614,400.0,-8.377967117664499,-8.377967117664499,2,-8.377967117664499,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,7.123153,-8.160631,100,0.0020000003,5.431875e-20,1.0,1.0,35.44707827555885,,35.44707827555885,500,-8.160631,500.00000664260017,-6.26870035607491,-6.26870035607491,1,-6.26870035607491,0.002,0.002,1.0
500.0,200.0,1.0,1.0,7.200257,-7.270805,100,0.009999998,3.5044917e-18,1.0,1.0,52.36737397927207,,52.36737397927207,500,-7.270805,100.0,-7.270804618466738,-7.270804618466738,2,-7.270804618466738,0.01,0.01,1.0
500.0,200.0,1.0,1.0,7.1418715,-7.2054553,100,0.0049999994,2.179301e-19,1.0,1.0,50.66709149174687,,50.66709149174687,500,-7.2054553,200.00000010221265,-7.140105390489172,-7.140105390489172,2,-7.140105390489172,0.005,0.005,1.0
500.0,200.0,1.0,1.0,6.7527137,-6.918555,100,0.0033333336,5.4391416e-20,1.0,1.0,34.63726977488208,,34.63726977488208,500,-6.918555,299.999969473632,-6.344754907854897,-6.344754907854897,2,-6.344754907854897,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,6.5713925,-6.8152523,100,0.0024999997,5.434597e-20,1.0,1.0,36.16900936156552,,36.16900936156552,500,-6.8152523,400.0,-6.505346797907541,-6.505346797907541,2,-6.505346797907541,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,6.788836,-7.133128,100,0.0020000003,5.431875e-20,1.0,1.0,56.25025034906598,,56.25025034906598,500,-7.133128,500.00000664260017,-8.404626261395197,-8.404626261395197,1,-8.404626261395197,0.002,0.002,1.0
500.0,200.0,1.0,1.0,6.884475,-8.167666,100,0.009999998,3.5044917e-18,1.0,1.0,47.87474346947507,,47.87474346947507,500,-8.167666,100.0,-8.167666580100496,-8.167666580100496,2,-8.167666580100496,0.01,0.01,1.0
500.0,200.0,1.0,1.0,6.7897105,-7.504226,100,0.0049999994,2.179301e-19,1.0,1.0,44.367722450178846,,44.367722450178846,500,-7.504226,200.00000010221265,-6.840786999771186,-6.840786999771186,2,-6.840786999771186,0.005,0.005,1.0
500.0,200.0,1.0,1.0,6.601873,-7.1946282,100,0.0033333336,5.4391416e-20,1.0,1.0,38.36235590454093,,38.36235590454093,500,-7.1946282,299.999969473632,-6.575429631753081,-6.575429631753081,2,-6.575429631753081,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,6.6591744,-7.174942,100,0.0024999997,5.434597e-20,1.0,1.0,47.09048931358792,,47.09048931358792,500,-7.174942,400.0,-7.115884140851058,-7.115884140851058,2,-7.115884140851058,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,6.8069396,-7.4033074,100,0.0020000003,5.431875e-20,1.0,1.0,53.788533763416964,,53.788533763416964,500,-7.4033074,500.00000664260017,-8.316767425978917,-8.316767425978917,1,-8.316767425978917,0.002,0.002,1.0
500.0,200.0,1.0,1.0,7.788943,-8.565663,100,0.009999998,3.5044917e-18,1.0,1.0,61.28043851758307,,61.28043851758307,500,-8.565663,100.0,-8.565664226274981,-8.565664226274981,2,-8.565664226274981,0.01,0.01,1.0
500.0,200.0,1.0,1.0,7.5019326,-8.372438,100,0.0049999994,2.179301e-19,1.0,1.0,52.3390743113185,,52.3390743113185,500,-8.372438,200.00000010221265,-8.179212125037138,-8.179212125037138,2,-8.179212125037138,0.005,0.005,1.0
500.0,200.0,1.0,1.0,7.287526,-8.232556,100,0.0033333336,5.4391416e-20,1.0,1.0,47.11993644633167,,47.11993644633167,500,-8.232556,299.999969473632,-7.952793471899822,-7.952793471899822,2,-7.952793471899822,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,7.194872,-8.166999,100,0.0024999997,5.434597e-20,1.0,1.0,48.17072920913791,,48.17072920913791,500,-8.166999,400.0,-7.970327048052193,-7.970327048052193,2,-7.970327048052193,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,7.2508097,-8.1640415,100,0.0020000003,5.431875e-20,1.0,1.0,56.3699919561845,,56.3699919561845,500,-8.1640415,500.00000664260017,-8.152208360450404,-8.152208360450404,1,-8.152208360450404,0.002,0.002,1.0
500.0,200.0,1.0,1.0,7.1816764,-7.363978,100,0.009999998,3.5044917e-18,1.0,1.0,52.09745106955679,,52.09745106955679,500,-7.363978,100.0,-7.363977773801459,-7.363977773801459,2,-7.363977773801459,0.01,0.01,1.0
500.0,200.0,1.0,1.0,6.8452353,-7.5883036,100,0.0049999994,2.179301e-19,1.0,1.0,42.462006128480844,,42.462006128480844,500,-7.5883036,200.00000010221265,-7.812629077989409,-7.812629077989409,2,-7.812629077989409,0.005,0.005,1.0
500.0,200.0,1.0,1.0,6.856211,-7.5932775,100,0.0033333336,5.4391416e-20,1.0,1.0,47.78608847794414,,47.78608847794414,500,-7.5932775,299.999969473632,-7.603226020392101,-7.603226020392101,2,-7.603226020392101,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,6.9436197,-7.6231604,100,0.0024999997,5.434597e-20,1.0,1.0,52.345284434643155,,52.345284434643155,500,-7.6231604,400.0,-7.712810634787116,-7.712810634787116,2,-7.712810634787116,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,6.9677005,-7.753079,100,0.0020000003,5.431875e-20,1.0,1.0,50.051707389334915,,50.051707389334915,500,-7.753079,500.00000664260017,-8.27274996257035,-8.27274996257035,1,-8.27274996257035,0.002,0.002,1.0
500.0,200.0,1.0,1.0,7.188603,-9.1156025,100,0.009999998,3.5044917e-18,1.0,1.0,52.19798747743682,,52.19798747743682,500,-9.1156025,100.0,-9.115603453170644,-9.115603453170644,2,-9.115603453170644,0.01,0.01,1.0
500.0,200.0,1.0,1.0,7.021963,-8.636094,100,0.0049999994,2.179301e-19,1.0,1.0,46.94956655599222,,46.94956655599222,500,-8.636094,200.00000010221265,-8.156586114284664,-8.156586114284664,2,-8.156586114284664,0.005,0.005,1.0
500.0,200.0,1.0,1.0,7.0448475,-8.355983,100,0.0033333336,5.4391416e-20,1.0,1.0,50.3059814874152,,50.3059814874152,500,-8.355983,299.999969473632,-7.795759166748757,-7.795759166748757,2,-7.795759166748757,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,7.0538216,-8.303122,100,0.0024999997,5.434597e-20,1.0,1.0,50.60852657013847,,50.60852657013847,500,-8.303122,400.0,-8.144538356124777,-8.144538356124777,2,-8.144538356124777,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,7.086297,-8.183743,100,0.0020000003,5.431875e-20,1.0,1.0,52.29029907488278,,52.29029907488278,500,-8.183743,500.00000664260017,-7.706229638216165,-7.706229638216165,1,-7.706229638216165,0.002,0.002,1.0
500.0,200.0,1.0,1.0,6.705844,-7.0993047,100,0.009999998,3.5044917e-18,1.0,1.0,45.422564064665266,,45.422564064665266,500,-7.0993047,100.0,-7.0993043624764445,-7.0993043624764445,2,-7.0993043624764445,0.01,0.01,1.0
500.0,200.0,1.0,1.0,6.679474,-7.130742,100,0.0049999994,2.179301e-19,1.0,1.0,44.70750686470171,,44.70750686470171,500,-7.130742,200.00000010221265,-7.162179761115962,-7.162179761115962,2,-7.162179761115962,0.005,0.005,1.0
500.0,200.0,1.0,1.0,6.532784,-7.2005887,100,0.0033333336,5.4391416e-20,1.0,1.0,39.163398473560314,,39.163398473560314,500,-7.2005887,299.999969473632,-7.340280947581907,-7.340280947581907,2,-7.340280947581907,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,6.6161485,-7.1754208,100,0.0024999997,5.434597e-20,1.0,1.0,47.529599807083535,,47.529599807083535,500,-7.1754208,400.0,-7.099920304419859,-7.099920304419859,2,-7.099920304419859,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,6.582978,-7.1471543,100,0.0020000003,5.431875e-20,1.0,1.0,41.98814683621622,,41.98814683621622,500,-7.1471543,500.00000664260017,-7.034083849820502,-7.034083849820502,1,-7.034083849820502,0.002,0.002,1.0
500.0,200.0,1.0,1.0,6.440741,-7.834156,100,0.009999998,3.5044917e-18,1.0,1.0,41.90217294873599,,41.90217294873599,500,-7.834156,100.0,-7.834156571088734,-7.834156571088734,2,-7.834156571088734,0.01,0.01,1.0
500.0,200.0,1.0,1.0,6.843392,-7.8414865,100,0.0049999994,2.179301e-19,1.0,1.0,52.707842230422926,,52.707842230422926,500,-7.8414865,200.00000010221265,-7.848816798578949,-7.848816798578949,2,-7.848816798578949,0.005,0.005,1.0
500.0,200.0,1.0,1.0,6.9112105,-7.8119426,100,0.0033333336,5.4391416e-20,1.0,1.0,50.12650045125262,,50.12650045125262,500,-7.8119426,299.999969473632,-7.752855246248238,-7.752855246248238,2,-7.752855246248238,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,6.9269733,-7.612593,100,0.0024999997,5.434597e-20,1.0,1.0,48.64690773976704,,48.64690773976704,500,-7.612593,400.0,-7.014543759934247,-7.014543759934247,2,-7.014543759934247,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,7.001009,-7.5401177,100,0.0020000003,5.431875e-20,1.0,1.0,53.5694289386188,,53.5694289386188,500,-7.5401177,500.00000664260017,-7.250215393935153,-7.250215393935153,1,-7.250215393935153,0.002,0.002,1.0
500.0,200.0,1.0,1.0,6.589631,-7.875282,100,0.009999998,3.5044917e-18,1.0,1.0,43.861860717308225,,43.861860717308225,500,-7.875282,100.0,-7.875282046951647,-7.875282046951647,2,-7.875282046951647,0.01,0.01,1.0
500.0,200.0,1.0,1.0,7.1194406,-8.124339,100,0.0049999994,2.179301e-19,1.0,1.0,58.409675346071076,,58.409675346071076,500,-8.124339,200.00000010221265,-8.373395948717478,-8.373395948717478,2,-8.373395948717478,0.005,0.005,1.0
500.0,200.0,1.0,1.0,6.9605455,-7.9611616,100,0.0033333336,5.4391416e-20,1.0,1.0,44.257527240375794,,44.257527240375794,500,-7.9611616,299.999969473632,-7.634805754726956,-7.634805754726956,2,-7.634805754726956,0.0033333334,0.0033333334,1.0
500.0,200.0,1.0,1.0,6.835188,-7.713527,100,0.0024999997,5.434597e-20,1.0,1.0,41.20780440457847,,41.20780440457847,500,-7.713527,400.0,-6.970625845374265,-6.970625845374265,2,-6.970625845374265,0.0025,0.0025,1.0
500.0,200.0,1.0,1.0,6.7753916,-7.740946,100,0.0020000003,5.431875e-20,1.0,1.0,43.06604079761701,,43.06604079761701,500,-7.740946,500.00000664260017,-7.850618485131882,-7.850618485131882,1,-7.850618485131882,0.002,0.002,1.0
