Bound,VarNormIw,AvgRet,AvgEpLen,VanillaAvgRet,VarVanillaIw,VarJ,ESSClassic,J,VarRet,Delta,AvgNormIw,AvgDiscRet,MinNormIw,AvgVanillaIw,MinVanillaIw,MaxVanillaIw,IterType,MaxNormIw,ESSRenyi,eRenyi2,EpsThisIter,BatchSize,VarDiscRet
-58.1013,3.50449e-18,-58.1012972724,84.93,-58.1012972724,,6.2078,100.0,-58.1013,38.9260361395,1.0,0.01,-58.1012972724,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,38.9260361395
-58.472,2.1793e-19,-58.8426273511,86.09,-58.8426273511,,6.5879,200.000000102,-58.472,48.4740019372,1.0,0.005,-58.8426273511,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,48.4740019372
-60.6727,5.43914e-20,-65.0741840108,92.91,-65.0741840108,,30.0017,299.999969474,-60.6727,2610.55628362,1.0,0.00333333,-65.0741840108,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,2610.55628362
-59.8909,5.4346e-20,-57.5456944568,84.12,-57.5456944568,,26.2348,400.0,-59.8909,45.8638906175,1.0,0.0025,-57.5456944568,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,45.8638906175
-61.1023,5.43187e-20,-65.9479198468,94.36,-65.9479198468,,32.7104,500.000006643,-61.1023,2593.39041716,1.0,0.002,-65.9479198468,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2593.39041716
-69.6939,3.50449e-18,-69.6938671514,98.74,-69.6938671514,,61.4921,100.0,-69.6939,3819.47653783,1.0,0.01,-69.6938671514,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,3819.47653783
-63.0578,2.1793e-19,-56.4217231652,82.19,-56.4217231652,,44.2317,200.000000102,-63.0578,43.9623067405,1.0,0.005,-56.4217231652,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,43.9623067405
-61.0076,5.43914e-20,-56.9073075011,83.11,-56.9073075011,,36.4333,299.999969474,-61.0076,44.496686152,1.0,0.00333333,-56.9073075011,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,44.496686152
-61.0802,5.4346e-20,-61.2978367323,88.34,-61.2978367323,,36.4322,400.0,-61.0802,1340.41054299,1.0,0.0025,-61.2978367323,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1340.41054299
-60.5238,5.43187e-20,-58.2984645143,85.52,-58.2984645143,,32.7981,500.000006643,-60.5238,63.7907565461,1.0,0.002,-58.2984645143,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,63.7907565461
-57.8901,3.50449e-18,-57.8901011199,84.9,-57.8901011199,,7.28488,100.0,-57.8901,53.6054888271,1.0,0.01,-57.8901011199,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,53.6054888271
-61.6604,2.1793e-19,-65.4306498741,93.12,-65.4306498741,,36.3907,200.000000102,-61.6604,2593.00198186,1.0,0.005,-65.4306498741,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,2593.00198186
-63.0286,5.43914e-20,-65.7650315277,94.06,-65.7650315277,,41.7454,299.999969474,-63.0286,2594.18327731,1.0,0.00333333,-65.7650315277,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,2594.18327731
-61.7696,5.4346e-20,-57.9926688942,84.93,-57.9926688942,,36.383,400.0,-61.7696,48.300258335,1.0,0.0025,-57.9926688942,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,48.300258335
-61.2567,5.43187e-20,-59.2048087709,86.86,-59.2048087709,,32.7441,500.000006643,-61.2567,61.3402280121,1.0,0.002,-59.2048087709,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,61.3402280121
-58.3304,3.50449e-18,-58.3304428521,85.38,-58.3304428521,,7.03364,100.0,-58.3304,49.9718795631,1.0,0.01,-58.3304428521,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,49.9718795631
-60.9136,2.1793e-19,-63.496830489,90.16,-63.496830489,,36.4337,200.000000102,-60.9136,2618.18934625,1.0,0.005,-63.496830489,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,2618.18934625
-59.7064,5.43914e-20,-57.2918821239,83.94,-57.2918821239,,30.0621,299.999969474,-59.7064,48.092240185,1.0,0.00333333,-57.2918821239,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,48.092240185
-59.1765,5.4346e-20,-57.5867136492,84.3,-57.5867136492,,26.2587,400.0,-59.1765,43.9589923492,1.0,0.0025,-57.5867136492,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,43.9589923492
-60.2146,5.43187e-20,-64.36717292,92.22,-64.36717292,,32.7705,500.000006643,-60.2146,2616.05728923,1.0,0.002,-64.36717292,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2616.05728923
-58.177,3.50449e-18,-58.1770130076,85.2,-58.1770130076,,7.9751,100.0,-58.177,64.2446516641,1.0,0.01,-58.1770130076,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,64.2446516641
-58.2172,2.1793e-19,-58.2573247287,85.29,-58.2573247287,,7.48657,200.000000102,-58.2172,48.981745845,1.0,0.005,-58.2573247287,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,48.981745845
-59.5086,5.43914e-20,-62.0915524124,89.76,-62.0915524124,,21.9703,299.999969474,-59.5086,1339.36973779,1.0,0.00333333,-62.0915524124,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1339.36973779
-59.1689,5.4346e-20,-58.1498507181,85.13,-58.1498507181,,19.459,400.0,-59.1689,65.8031421732,1.0,0.0025,-58.1498507181,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,65.8031421732
-58.9355,5.43187e-20,-58.0018640724,84.78,-58.0018640724,,17.6802,500.000006643,-58.9355,47.7216437854,1.0,0.002,-58.0018640724,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,47.7216437854
-57.8008,3.50449e-18,-57.8007530206,84.33,-57.8007530206,,6.06043,100.0,-57.8008,37.0998413108,1.0,0.01,-57.8007530206,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,37.0998413108
-57.7338,2.1793e-19,-57.6668267907,84.58,-57.6668267907,,6.96346,200.000000102,-57.7338,60.8503175209,1.0,0.005,-57.6668267907,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,60.8503175209
-60.2745,5.43914e-20,-65.355907778,93.67,-65.355907778,,30.1574,299.999969474,-60.2745,2618.88203548,1.0,0.00333333,-65.355907778,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,2618.88203548
-59.5362,5.4346e-20,-57.3215019295,83.83,-57.3215019295,,26.3872,400.0,-59.5362,50.7091874777,1.0,0.0025,-57.3215019295,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,50.7091874777
-60.6309,5.43187e-20,-65.0096326312,92.94,-65.0096326312,,32.8445,500.000006643,-60.6309,2610.81643883,1.0,0.002,-65.0096326312,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2610.81643883
