MaxVanillaIw,VanillaAvgRet,EpsThisIter,Delta,VarJ,J,VarRet,VarNormIw,AvgNormIw,ESSRenyi,BatchSize,MaxNormIw,ESSClassic,VarVanillaIw,AvgVanillaIw,MinVanillaIw,VarDiscRet,AvgRet,AvgDiscRet,AvgEpLen,IterType,Bound,eRenyi2,MinNormIw
1.0,49.084460776,100,0.3,21.5807,52.256,368.437582837,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,368.437582837,49.084460776,49.084460776,500.0,2,44.0861,1.0,0.00333333
1.0,53.9296410204,100,0.3,19.5794,52.6744,135.480083469,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,135.480083469,53.9296410204,53.9296410204,500.0,2,45.5991,1.0,0.0025
292.58,62.5212673503,100,0.3,14.5572,90.4491,50.3666590759,0.000166696,0.002,107.003599999,500,0.0922794,11.7396589273,1675.74,6.34119,0.00457104,50.3666590759,62.5212673503,62.5212673503,500.0,1,76.7693,4.67274,1.4417e-06
1.0,69.8158787072,100,0.3,7.37955,69.8159,55.007896928,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,55.007896928,69.8158787072,69.8158787072,500.0,2,57.183,1.0,0.01
1.0,64.5671152878,100,0.3,9.76438,67.1915,123.690619494,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,123.690619494,64.5671152878,64.5671152878,500.0,2,57.7492,1.0,0.005
1.0,62.7005324667,100,0.3,12.0529,65.6945,234.022773306,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,234.022773306,62.7005324667,62.7005324667,500.0,2,57.9849,1.0,0.00333333
1.0,61.8816113817,100,0.3,11.9429,64.7413,125.065008345,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,125.065008345,61.8816113817,61.8816113817,500.0,2,58.0646,1.0,0.0025
431.914,59.8638819614,100,0.3,8.46891,84.6315,310.745753986,0.000141926,0.002,217.052238524,500,0.0778934,13.7322492104,4363.71,11.0899,0.105178,310.745753986,59.8638819614,59.8638819614,500.0,1,75.5676,2.30359,1.89684e-05
1.0,64.7040434031,100,0.3,19.0834,64.704,367.855897224,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,367.855897224,64.7040434031,64.7040434031,500.0,2,52.1922,1.0,0.01
1.0,63.1319339427,100,0.3,20.822,63.918,506.762509508,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,506.762509508,63.1319339427,63.1319339427,500.0,2,54.4306,1.0,0.005
1.0,58.811257248,100,0.3,21.1234,62.2158,458.683138868,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,458.683138868,58.811257248,58.811257248,500.0,2,53.6167,1.0,0.00333333
1.0,69.5160587966,100,0.3,20.1015,64.0408,240.11739901,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,240.11739901,69.5160587966,69.5160587966,500.0,2,56.5938,1.0,0.0025
228.892,56.0854623022,100,0.3,14.3495,95.0488,392.873337218,0.000126976,0.002,142.033362621,500,0.0737527,15.2996918046,1223.0,6.20703,0.000782574,392.873337218,56.0854623022,56.0854623022,500.0,1,82.5514,3.5203,2.52157e-07
1.0,78.2254772874,100,0.3,10.7256,78.2255,116.199532163,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,116.199532163,78.2254772874,78.2254772874,500.0,2,64.0254,1.0,0.01
1.0,61.2964406735,100,0.3,16.4217,69.761,283.852322492,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,283.852322492,61.2964406735,61.2964406735,500.0,2,59.72,1.0,0.005
1.0,64.3925793516,100,0.3,14.7302,67.9715,93.3067133897,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,93.3067133897,64.3925793516,64.3925793516,500.0,2,59.7731,1.0,0.00333333
1.0,66.732160878,100,0.3,13.882,67.6617,119.948476636,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,119.948476636,66.732160878,66.732160878,500.0,2,60.5616,1.0,0.0025
203.829,66.3086647578,100,0.3,13.8031,88.9793,202.67290293,0.000150021,0.002,196.009124746,500,0.0875979,13.0106182965,812.265,4.65375,0.00931657,202.67290293,66.3086647578,66.3086647578,500.0,1,78.8366,2.5509,4.00389e-06
1.0,67.1699179247,100,0.3,13.7728,67.1699,191.605443908,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,191.605443908,67.1699179247,67.1699179247,500.0,2,53.5566,1.0,0.01
1.0,67.4842370186,100,0.3,15.1128,67.3271,269.749457447,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,269.749457447,67.4842370186,67.4842370186,500.0,2,57.635,1.0,0.005
1.0,69.2063645812,100,0.3,14.7818,67.9535,198.346117573,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,198.346117573,69.2063645812,69.2063645812,500.0,2,60.0399,1.0,0.00333333
1.0,61.1267862643,100,0.3,16.0733,66.2468,346.40121293,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,346.40121293,61.1267862643,61.1267862643,500.0,2,59.3935,1.0,0.0025
134.292,74.2609882411,100,0.3,14.3986,86.7311,84.2915690754,0.000135758,0.002,176.272751259,500,0.0834429,14.3383645837,351.628,3.21877,0.0153374,84.2915690754,74.2609882411,74.2609882411,500.0,1,76.4073,2.83651,9.52999e-06
1.0,69.1396212377,100,0.3,9.79853,69.1396,96.9809368903,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,96.9809368903,69.1396212377,69.1396212377,500.0,2,56.738,1.0,0.01
1.0,69.8327570514,100,0.3,11.8818,69.4862,187.985079488,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,187.985079488,69.8327570514,69.8327570514,500.0,2,59.8501,1.0,0.005
1.0,70.8794744232,100,0.3,11.2289,69.9506,95.5707328712,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,95.5707328712,70.8794744232,70.8794744232,500.0,2,62.0828,1.0,0.00333333
1.0,81.4695007416,100,0.3,12.2581,72.8303,124.511218353,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,124.511218353,81.4695007416,81.4695007416,500.0,2,65.5675,1.0,0.0025
429.962,72.3100360029,100,0.3,6.7249,90.0041,98.8313621188,0.000138018,0.002,219.304164961,500,0.0768325,14.1101526297,4322.21,11.1922,0.0542227,98.8313621188,72.3100360029,72.3100360029,500.0,1,80.1954,2.27994,9.68938e-06
1.0,73.6691857586,100,0.3,14.5498,73.6692,213.835972952,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,213.835972952,73.6691857586,73.6691857586,500.0,2,59.9641,1.0,0.01
1.0,75.5765861522,100,0.3,13.192,74.6229,135.900357587,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,135.900357587,75.5765861522,75.5765861522,500.0,2,64.9319,1.0,0.005
1.0,79.1963415253,100,0.3,12.896,76.1474,138.303607497,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,138.303607497,79.1963415253,79.1963415253,500.0,2,67.6456,1.0,0.00333333
1.0,74.0295620132,100,0.3,12.0595,75.6179,80.2450439068,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,80.2450439068,74.0295620132,74.0295620132,500.0,2,68.2551,1.0,0.0025
210.401,77.492222341,100,0.3,13.1786,91.5704,86.7878631426,0.000136437,0.002,216.768769037,500,0.0836439,14.2689688898,863.299,5.03088,0.0628614,86.7878631426,77.492222341,77.492222341,500.0,1,81.5688,2.30661,2.49902e-05
1.0,79.3687141235,100,0.3,7.79265,79.3687,61.3388591826,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,61.3388591826,79.3687141235,79.3687141235,500.0,2,65.6385,1.0,0.01
1.0,77.0889700005,100,0.3,8.52577,78.2288,82.8821309481,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,82.8821309481,77.0889700005,77.0889700005,500.0,2,68.5201,1.0,0.005
1.0,76.6342310959,100,0.3,8.80839,77.6973,86.5561698563,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,86.5561698563,76.6342310959,76.6342310959,500.0,2,69.6649,1.0,0.00333333
1.0,80.0330259344,100,0.3,9.10229,78.2812,95.5068731897,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,95.5068731897,80.0330259344,80.0330259344,500.0,2,71.2025,1.0,0.0025
303.437,78.9389296468,100,0.3,7.26043,91.4525,47.2169186792,0.000130731,0.002,241.602891928,500,0.0748332,14.8731893141,2149.45,8.10969,0.100816,47.2169186792,78.9389296468,78.9389296468,500.0,1,82.3442,2.06951,2.48631e-05
1.0,77.0449393891,100,0.3,11.561,77.0449,135.00650662,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,135.00650662,77.0449393891,77.0449393891,500.0,2,63.0783,1.0,0.01
1.0,74.7315370995,100,0.3,12.8646,75.8882,196.629313133,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,196.629313133,74.7315370995,74.7315370995,500.0,2,65.5689,1.0,0.005
1.0,78.9093147846,100,0.3,12.5301,76.8953,135.280935353,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,135.280935353,78.9093147846,78.9093147846,500.0,2,68.4695,1.0,0.00333333
1.0,76.5615506527,100,0.3,11.7364,76.8118,80.6907308294,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,80.6907308294,76.5615506527,76.5615506527,500.0,2,69.5149,1.0,0.0025
103.605,79.8903492974,100,0.3,15.5921,90.6105,45.7826130765,9.23916e-05,0.002,229.809665201,500,0.0684089,20.7885577862,211.918,3.02899,0.105123,45.7826130765,79.8903492974,79.8903492974,500.0,1,80.9837,2.17571,6.94116e-05
1.0,81.2147093805,100,0.3,8.51858,81.2147,73.2991208021,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,73.2991208021,81.2147093805,81.2147093805,500.0,2,67.287,1.0,0.01
1.0,77.4630610277,100,0.3,7.75728,79.3389,41.158848446,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,41.158848446,77.4630610277,77.4630610277,500.0,2,69.4905,1.0,0.005
1.0,79.3061408318,100,0.3,8.66446,79.328,105.926570969,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,105.926570969,79.3061408318,79.3061408318,500.0,2,71.2868,1.0,0.00333333
1.0,87.3118093936,100,0.3,8.81336,81.3239,38.0568210273,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,38.0568210273,87.3118093936,87.3118093936,500.0,2,73.9828,1.0,0.0025
