J,MinVanillaIw,MaxVanillaIw,MinNormIw,ESSRenyi,AvgRet,ESSClassic,EpsThisIter,VarNormIw,AvgEpLen,BatchSize,IterType,VarJ,AvgNormIw,MaxNormIw,AvgDiscRet,AvgVanillaIw,Delta,eRenyi2,VarDiscRet,Bound,VarRet,VarVanillaIw,VanillaAvgRet
1407.08,1.0,1.0,0.005,500.0,1412.00812607,200.000000102,100,2.1793e-19,153.44,500,2,275.711,0.005,0.005,1412.00812607,1.0,0.7,1.0,86878.203031,1265.4,86878.203031,,1412.00812607
1393.11,1.0,1.0,0.00333333,500.0,1365.1834698,299.999969474,100,5.43914e-20,148.61,500,2,265.913,0.00333333,0.00333333,1365.1834698,1.0,0.7,1.0,59521.4013754,1277.43,59521.4013754,,1365.1834698
1383.02,1.0,1.0,0.0025,500.0,1352.72693157,400.0,100,5.4346e-20,147.31,500,2,259.839,0.0025,0.0025,1352.72693157,1.0,0.7,1.0,57284.8454939,1282.84,57284.8454939,,1352.72693157
1395.14,1.0,1.0,0.002,500.0,1443.63728807,500.000006643,100,5.43187e-20,156.63,500,1,277.417,0.002,0.002,1443.63728807,1.0,0.7,1.0,112924.640495,1305.54,112924.640495,,1443.63728807
1416.26,1.0,1.0,0.01,500.0,1416.26240211,100.0,100,3.50449e-18,154.18,500,2,346.833,0.01,0.01,1416.26240211,1.0,0.7,1.0,121508.137249,1234.18,121508.137249,,1416.26240211
1392.36,1.0,1.0,0.005,500.0,1368.44820986,200.000000102,100,2.1793e-19,148.79,500,2,310.198,0.005,0.005,1368.44820986,1.0,0.7,1.0,71726.3805293,1263.61,71726.3805293,,1368.44820986
1387.68,1.0,1.0,0.00333333,500.0,1378.31556618,299.999969474,100,5.43914e-20,149.69,500,2,304.669,0.00333333,0.00333333,1378.31556618,1.0,0.7,1.0,86760.216411,1279.72,86760.216411,,1378.31556618
1397.46,1.0,1.0,0.0025,500.0,1426.824324,400.0,100,5.4346e-20,155.16,500,2,322.558,0.0025,0.0025,1426.824324,1.0,0.7,1.0,137934.921757,1284.62,137934.921757,,1426.824324
1390.6,1.0,1.0,0.002,500.0,1363.12822183,500.000006643,100,5.43187e-20,148.54,500,1,313.077,0.002,0.002,1363.12822183,1.0,0.7,1.0,73706.118786,1289.66,73706.118786,,1363.12822183
1371.06,1.0,1.0,0.01,500.0,1371.06169241,100.0,100,3.50449e-18,149.01,500,2,271.894,0.01,0.01,1371.06169241,1.0,0.7,1.0,74673.220158,1192.67,74673.220158,,1371.06169241
1362.74,1.0,1.0,0.005,500.0,1354.41684062,200.000000102,100,2.1793e-19,147.63,500,2,252.628,0.005,0.005,1354.41684062,1.0,0.7,1.0,54117.4643534,1236.6,54117.4643534,,1354.41684062
1365.05,1.0,1.0,0.00333333,500.0,1369.67929297,299.999969474,100,5.43914e-20,149.02,500,2,278.043,0.00333333,0.00333333,1369.67929297,1.0,0.7,1.0,105303.663505,1262.04,105303.663505,,1369.67929297
1370.23,1.0,1.0,0.0025,500.0,1385.76087615,400.0,100,5.4346e-20,150.52,500,2,276.644,0.0025,0.0025,1385.76087615,1.0,0.7,1.0,74628.0068416,1281.02,74628.0068416,,1385.76087615
1357.95,1.0,1.0,0.002,500.0,1308.85064257,500.000006643,100,5.43187e-20,142.73,500,1,266.793,0.002,0.002,1308.85064257,1.0,0.7,1.0,47224.2661415,1278.16,47224.2661415,,1308.85064257
1342.66,1.0,1.0,0.01,500.0,1342.66494796,100.0,100,3.50449e-18,146.12,500,2,202.327,0.01,0.01,1342.66494796,1.0,0.7,1.0,41349.8728218,1205.85,41349.8728218,,1342.66494796
1348.54,1.0,1.0,0.005,500.0,1354.41290534,200.000000102,100,2.1793e-19,147.48,500,2,219.422,0.005,0.005,1354.41290534,1.0,0.7,1.0,55845.2882658,1238.94,55845.2882658,,1354.41290534
1363.76,1.0,1.0,0.00333333,500.0,1394.20669177,299.999969474,100,5.43914e-20,151.77,500,2,257.021,0.00333333,0.00333333,1394.20669177,1.0,0.7,1.0,101511.27661,1262.37,101511.27661,,1394.20669177
1376.9,1.0,1.0,0.0025,500.0,1416.30787207,400.0,100,5.4346e-20,153.96,500,2,284.529,0.0025,0.0025,1416.30787207,1.0,0.7,1.0,124826.807109,1288.23,124826.807109,,1416.30787207
1381.97,1.0,1.0,0.002,500.0,1402.26494262,500.000006643,100,5.43187e-20,152.56,500,1,291.11,0.002,0.002,1402.26494262,1.0,0.7,1.0,100385.182172,1300.61,100385.182172,,1402.26494262
1353.86,1.0,1.0,0.01,500.0,1353.86373181,100.0,100,3.50449e-18,147.6,500,2,279.297,0.01,0.01,1353.86373181,1.0,0.7,1.0,78794.986329,1183.77,78794.986329,,1353.86373181
1371.31,1.0,1.0,0.005,500.0,1388.76066034,200.000000102,100,2.1793e-19,150.93,500,2,277.094,0.005,0.005,1388.76066034,1.0,0.7,1.0,75702.8036363,1244.68,75702.8036363,,1388.76066034
1369.89,1.0,1.0,0.00333333,500.0,1367.03382102,299.999969474,100,5.43914e-20,148.85,500,2,276.601,0.00333333,0.00333333,1367.03382102,1.0,0.7,1.0,76717.1880015,1266.49,76717.1880015,,1367.03382102
1366.91,1.0,1.0,0.0025,500.0,1357.96344547,400.0,100,5.4346e-20,147.91,500,2,273.673,0.0025,0.0025,1357.96344547,1.0,0.7,1.0,70664.676757,1277.36,70664.676757,,1357.96344547
1371.93,1.0,1.0,0.002,500.0,1392.00481084,500.000006643,100,5.43187e-20,151.46,500,1,279.837,0.002,0.002,1392.00481084,1.0,0.7,1.0,92375.7587649,1286.68,92375.7587649,,1392.00481084
1374.39,1.0,1.0,0.01,500.0,1374.39160423,100.0,100,3.50449e-18,149.53,500,2,259.004,0.01,0.01,1374.39160423,1.0,0.7,1.0,67760.8943131,1183.68,67760.8943131,,1374.39160423
1402.76,1.0,1.0,0.005,500.0,1431.12828331,200.000000102,100,2.1793e-19,155.34,500,2,300.514,0.005,0.005,1431.12828331,1.0,0.7,1.0,113055.078975,1263.31,113055.078975,,1431.12828331
1390.02,1.0,1.0,0.00333333,500.0,1364.55164576,299.999969474,100,5.43914e-20,148.44,500,2,288.012,0.00333333,0.00333333,1364.55164576,1.0,0.7,1.0,67942.3129593,1276.17,67942.3129593,,1364.55164576
1401.47,1.0,1.0,0.0025,500.0,1435.80972695,400.0,100,5.4346e-20,155.92,500,2,304.077,0.0025,0.0025,1435.80972695,1.0,0.7,1.0,120633.039162,1302.87,120633.039162,,1435.80972695
1400.01,1.0,1.0,0.002,500.0,1394.14830535,500.000006643,100,5.43187e-20,151.7,500,1,305.183,0.002,0.002,1394.14830535,1.0,0.7,1.0,96754.1792814,1306.88,96754.1792814,,1394.14830535
1390.72,1.0,1.0,0.01,500.0,1390.71792441,100.0,100,3.50449e-18,151.29,500,2,319.799,0.01,0.01,1390.71792441,1.0,0.7,1.0,103304.149265,1177.25,103304.149265,,1390.71792441
1369.72,1.0,1.0,0.005,500.0,1348.71455456,200.000000102,100,2.1793e-19,146.99,500,2,292.254,0.005,0.005,1348.71455456,1.0,0.7,1.0,68355.0551989,1218.77,68355.0551989,,1348.71455456
1347.6,1.0,1.0,0.00333333,500.0,1303.35842699,299.999969474,100,5.43914e-20,142.33,500,2,270.894,0.00333333,0.00333333,1303.35842699,1.0,0.7,1.0,46859.7334867,1224.35,46859.7334867,,1303.35842699
1352.61,1.0,1.0,0.0025,500.0,1367.65366451,400.0,100,5.4346e-20,149.01,500,2,270.59,0.0025,0.0025,1367.65366451,1.0,0.7,1.0,73153.2718659,1245.88,73153.2718659,,1367.65366451
1368.17,1.0,1.0,0.002,500.0,1430.41663684,500.000006643,100,5.43187e-20,155.34,500,1,289.815,0.002,0.002,1430.41663684,1.0,0.7,1.0,123479.84379,1272.71,123479.84379,,1430.41663684
1407.64,1.0,1.0,0.01,500.0,1407.64252652,100.0,100,3.50449e-18,153.07,500,2,370.425,0.01,0.01,1407.64252652,1.0,0.7,1.0,138600.419939,1231.3,138600.419939,,1407.64252652
1405.59,1.0,1.0,0.005,500.0,1403.54527171,200.000000102,100,2.1793e-19,152.66,500,2,343.337,0.005,0.005,1403.54527171,1.0,0.7,1.0,99532.8646707,1273.04,99532.8646707,,1403.54527171
1412.49,1.0,1.0,0.00333333,500.0,1426.29074894,299.999969474,100,5.43914e-20,154.93,500,2,346.093,0.00333333,0.00333333,1426.29074894,1.0,0.7,1.0,124540.183762,1304.27,124540.183762,,1426.29074894
1400.04,1.0,1.0,0.0025,500.0,1362.69370945,400.0,100,5.4346e-20,148.11,500,2,319.878,0.0025,0.0025,1362.69370945,1.0,0.7,1.0,48573.1665061,1306.32,48573.1665061,,1362.69370945
1400.73,1.0,1.0,0.002,500.0,1403.48336217,500.000006643,100,5.43187e-20,152.53,500,1,326.808,0.002,0.002,1403.48336217,1.0,0.7,1.0,125978.243684,1305.57,125978.243684,,1403.48336217
1403.59,1.0,1.0,0.01,500.0,1403.59441595,100.0,100,3.50449e-18,152.72,500,2,336.343,0.01,0.01,1403.59441595,1.0,0.7,1.0,114269.558057,1198.39,114269.558057,,1403.59441595
1366.58,1.0,1.0,0.005,500.0,1329.57390924,200.000000102,100,2.1793e-19,145.18,500,2,292.416,0.005,0.005,1329.57390924,1.0,0.7,1.0,55705.3659161,1221.49,55705.3659161,,1329.57390924
1377.43,1.0,1.0,0.00333333,500.0,1399.12991625,299.999969474,100,5.43914e-20,152.34,500,2,315.161,0.00333333,0.00333333,1399.12991625,1.0,0.7,1.0,127534.684121,1258.52,127534.684121,,1399.12991625
1395.44,1.0,1.0,0.0025,500.0,1449.45306232,400.0,100,5.4346e-20,157.19,500,2,329.904,0.0025,0.0025,1449.45306232,1.0,0.7,1.0,134823.192542,1289.35,134823.192542,,1449.45306232
1393.96,1.0,1.0,0.002,500.0,1388.06401464,500.000006643,100,5.43187e-20,150.95,500,1,320.206,0.002,0.002,1388.06401464,1.0,0.7,1.0,78050.521665,1299.08,78050.521665,,1388.06401464
1386.38,1.0,1.0,0.01,500.0,1386.38246524,100.0,100,3.50449e-18,150.81,500,2,339.484,0.01,0.01,1386.38246524,1.0,0.7,1.0,116413.555729,1184.73,116413.555729,,1386.38246524
1383.37,1.0,1.0,0.005,500.0,1380.34769518,200.000000102,100,2.1793e-19,150.37,500,2,321.64,0.005,0.005,1380.34769518,1.0,0.7,1.0,92563.0013194,1240.77,92563.0013194,,1380.34769518
1369.86,1.0,1.0,0.00333333,500.0,1342.85770466,299.999969474,100,5.43914e-20,146.3,500,2,290.706,0.00333333,0.00333333,1342.85770466,1.0,0.7,1.0,45991.7324628,1253.44,45991.7324628,,1342.85770466
1367.24,1.0,1.0,0.0025,500.0,1359.36158679,400.0,100,5.4346e-20,148.05,500,2,281.13,0.0025,0.0025,1359.36158679,1.0,0.7,1.0,63154.9205258,1266.41,63154.9205258,,1359.36158679
1371.4,1.0,1.0,0.002,500.0,1388.07258794,500.000006643,100,5.43187e-20,150.76,500,1,275.648,0.002,0.002,1388.07258794,1.0,0.7,1.0,64065.9085937,1281.22,64065.9085937,,1388.07258794
1400.08,1.0,1.0,0.01,500.0,1400.07781153,100.0,100,3.50449e-18,152.19,500,2,280.433,0.01,0.01,1400.07781153,1.0,0.7,1.0,79437.2049868,1224.33,79437.2049868,,1400.07781153
1386.29,1.0,1.0,0.005,500.0,1372.50263652,200.000000102,100,2.1793e-19,149.64,500,2,299.001,0.005,0.005,1372.50263652,1.0,0.7,1.0,100787.488263,1259.76,100787.488263,,1372.50263652
1364.17,1.0,1.0,0.00333333,500.0,1319.92618564,299.999969474,100,5.43914e-20,143.79,500,2,276.862,0.00333333,0.00333333,1319.92618564,1.0,0.7,1.0,48705.6541498,1260.85,48705.6541498,,1319.92618564
1361.27,1.0,1.0,0.0025,500.0,1352.56235362,400.0,100,5.4346e-20,147.02,500,2,283.279,0.0025,0.0025,1352.56235362,1.0,0.7,1.0,91847.3017375,1271.79,91847.3017375,,1352.56235362
1377.55,1.0,1.0,0.002,500.0,1442.68784598,500.000006643,100,5.43187e-20,156.66,500,1,301.427,0.002,0.002,1442.68784598,1.0,0.7,1.0,129294.916034,1297.52,129294.916034,,1442.68784598
1391.21,1.0,1.0,0.01,500.0,1391.21489404,100.0,100,3.50449e-18,151.27,500,2,306.162,0.01,0.01,1391.21489404,1.0,0.7,1.0,94681.8991673,1183.9,94681.8991673,,1391.21489404
1382.55,1.0,1.0,0.005,500.0,1373.8918308,200.000000102,100,2.1793e-19,149.33,500,2,268.343,0.005,0.005,1373.8918308,1.0,0.7,1.0,50637.3609517,1235.96,50637.3609517,,1373.8918308
1384.67,1.0,1.0,0.00333333,500.0,1388.89657535,299.999969474,100,5.43914e-20,151.06,500,2,286.669,0.00333333,0.00333333,1388.89657535,1.0,0.7,1.0,103529.42131,1264.98,103529.42131,,1388.89657535
1383.49,1.0,1.0,0.0025,500.0,1379.94597702,400.0,100,5.4346e-20,150.1,500,2,286.812,0.0025,0.0025,1379.94597702,1.0,0.7,1.0,83323.7698193,1279.83,83323.7698193,,1379.94597702
1388.74,1.0,1.0,0.002,500.0,1409.76310948,500.000006643,100,5.43187e-20,153.37,500,1,303.098,0.002,0.002,1409.76310948,1.0,0.7,1.0,131057.306943,1296.03,131057.306943,,1409.76310948
1392.45,1.0,1.0,0.01,500.0,1392.4468516,100.0,100,3.50449e-18,151.42,500,2,303.807,0.01,0.01,1392.4468516,1.0,0.7,1.0,93231.0672834,1224.1,93231.0672834,,1392.4468516
1383.24,1.0,1.0,0.005,500.0,1374.03811528,200.000000102,100,2.1793e-19,149.43,500,2,273.977,0.005,0.005,1374.03811528,1.0,0.7,1.0,58241.232048,1264.2,58241.232048,,1374.03811528
1369.68,1.0,1.0,0.00333333,500.0,1342.55596633,299.999969474,100,5.43914e-20,146.23,500,2,264.128,0.00333333,0.00333333,1342.55596633,1.0,0.7,1.0,58647.3027643,1268.89,58647.3027643,,1342.55596633
1366.88,1.0,1.0,0.0025,500.0,1358.49100314,400.0,100,5.4346e-20,148.04,500,2,270.695,0.0025,0.0025,1358.49100314,1.0,0.7,1.0,84563.486275,1279.6,84563.486275,,1358.49100314
1376.99,1.0,1.0,0.002,500.0,1417.43945803,500.000006643,100,5.43187e-20,154.16,500,1,300.739,0.002,0.002,1417.43945803,1.0,0.7,1.0,158659.485506,1286.5,158659.485506,,1417.43945803
1335.48,1.0,1.0,0.01,500.0,1335.47647148,100.0,100,3.50449e-18,145.56,500,2,243.58,0.01,0.01,1335.47647148,1.0,0.7,1.0,59930.7537202,1182.73,59930.7537202,,1335.47647148
1338.27,1.0,1.0,0.005,500.0,1341.05457606,200.000000102,100,2.1793e-19,146.22,500,2,240.433,0.005,0.005,1341.05457606,1.0,0.7,1.0,56837.7166002,1230.26,56837.7166002,,1341.05457606
1353.57,1.0,1.0,0.00333333,500.0,1384.17474421,299.999969474,100,5.43914e-20,150.59,500,2,262.8,0.00333333,0.00333333,1384.17474421,1.0,0.7,1.0,91080.5949145,1256.06,91080.5949145,,1384.17474421
1362.35,1.0,1.0,0.0025,500.0,1388.685492,400.0,100,5.4346e-20,151.1,500,2,266.354,0.0025,0.0025,1388.685492,1.0,0.7,1.0,76426.6181145,1277.9,76426.6181145,,1388.685492
1360.26,1.0,1.0,0.002,500.0,1351.93125068,500.000006643,100,5.43187e-20,147.34,500,1,277.263,0.002,0.002,1351.93125068,1.0,0.7,1.0,101524.705018,1272.24,101524.705018,,1351.93125068
1370.68,1.0,1.0,0.01,500.0,1370.68405176,100.0,100,3.50449e-18,149.09,500,2,228.79,0.01,0.01,1370.68405176,1.0,0.7,1.0,52873.5538504,1231.12,52873.5538504,,1370.68405176
1395.5,1.0,1.0,0.005,500.0,1420.31691228,200.000000102,100,2.1793e-19,154.21,500,2,317.825,0.005,0.005,1420.31691228,1.0,0.7,1.0,149948.010453,1239.88,149948.010453,,1420.31691228
1383.05,1.0,1.0,0.00333333,500.0,1358.15048173,299.999969474,100,5.43914e-20,147.61,500,2,289.307,0.00333333,0.00333333,1358.15048173,1.0,0.7,1.0,48627.2462351,1255.99,48627.2462351,,1358.15048173
1383.25,1.0,1.0,0.0025,500.0,1383.85117913,400.0,100,5.4346e-20,150.51,500,2,287.88,0.0025,0.0025,1383.85117913,1.0,0.7,1.0,81214.2614767,1273.21,81214.2614767,,1383.85117913
1383.65,1.0,1.0,0.002,500.0,1385.26732417,500.000006643,100,5.43187e-20,150.72,500,1,297.255,0.002,0.002,1385.26732417,1.0,0.7,1.0,111414.006329,1285.23,111414.006329,,1385.26732417
1448.2,1.0,1.0,0.01,500.0,1448.19998925,100.0,100,3.50449e-18,157.44,500,2,417.003,0.01,0.01,1448.19998925,1.0,0.7,1.0,175647.995664,1235.34,175647.995664,,1448.19998925
1402.44,1.0,1.0,0.005,500.0,1356.6710769,200.000000102,100,2.1793e-19,147.8,500,2,351.106,0.005,0.005,1356.6710769,1.0,0.7,1.0,69162.0596637,1251.92,69162.0596637,,1356.6710769
1396.88,1.0,1.0,0.00333333,500.0,1385.76496262,299.999969474,100,5.43914e-20,150.67,500,2,330.434,0.00333333,0.00333333,1385.76496262,1.0,0.7,1.0,81639.4197829,1273.98,81639.4197829,,1385.76496262
1387.54,1.0,1.0,0.0025,500.0,1359.51792254,400.0,100,5.4346e-20,147.86,500,2,323.332,0.0025,0.0025,1359.51792254,1.0,0.7,1.0,90473.1269822,1281.11,90473.1269822,,1359.51792254
1379.55,1.0,1.0,0.002,500.0,1347.57309052,500.000006643,100,5.43187e-20,146.87,500,1,323.36,0.002,0.002,1347.57309052,1.0,0.7,1.0,104399.451227,1262.77,104399.451227,,1347.57309052
1417.05,1.0,1.0,0.01,500.0,1417.04846121,100.0,100,3.50449e-18,154.04,500,2,398.477,0.01,0.01,1417.04846121,1.0,0.7,1.0,160387.439865,1212.11,160387.439865,,1417.04846121
1395.75,1.0,1.0,0.005,500.0,1374.4483127,200.000000102,100,2.1793e-19,149.6,500,2,346.866,0.005,0.005,1374.4483127,1.0,0.7,1.0,81758.3540258,1250.83,81758.3540258,,1374.4483127
1389.52,1.0,1.0,0.00333333,500.0,1377.0761105,299.999969474,100,5.43914e-20,149.86,500,2,324.342,0.00333333,0.00333333,1377.0761105,1.0,0.7,1.0,75483.0902648,1271.2,75483.0902648,,1377.0761105
1397.18,1.0,1.0,0.0025,500.0,1420.13786587,400.0,100,5.4346e-20,154.28,500,2,319.234,0.0025,0.0025,1420.13786587,1.0,0.7,1.0,92267.9838151,1294.71,92267.9838151,,1420.13786587
1390.57,1.0,1.0,0.002,500.0,1364.11494468,500.000006643,100,5.43187e-20,148.3,500,1,309.216,0.002,0.002,1364.11494468,1.0,0.7,1.0,70260.4122306,1298.91,70260.4122306,,1364.11494468
1454.79,1.0,1.0,0.01,500.0,1454.78795163,100.0,100,3.50449e-18,157.95,500,2,368.752,0.01,0.01,1454.78795163,1.0,0.7,1.0,137351.866965,1251.9,137351.866965,,1454.78795163
1400.58,1.0,1.0,0.005,500.0,1346.38045779,200.000000102,100,2.1793e-19,146.62,500,2,307.99,0.005,0.005,1346.38045779,1.0,0.7,1.0,48344.8620184,1257.12,48344.8620184,,1346.38045779
1394.45,1.0,1.0,0.00333333,500.0,1382.18748189,299.999969474,100,5.43914e-20,150.52,500,2,318.981,0.00333333,0.00333333,1382.18748189,1.0,0.7,1.0,116470.348173,1277.31,116470.348173,,1382.18748189
1390.02,1.0,1.0,0.0025,500.0,1376.71422242,400.0,100,5.4346e-20,149.74,500,2,307.904,0.0025,0.0025,1376.71422242,1.0,0.7,1.0,74480.8390575,1288.57,74480.8390575,,1376.71422242
1385.25,1.0,1.0,0.002,500.0,1366.183791,500.000006643,100,5.43187e-20,148.53,500,1,296.044,0.002,0.002,1366.183791,1.0,0.7,1.0,59127.291888,1294.52,59127.291888,,1366.183791
1407.57,1.0,1.0,0.01,500.0,1407.57241511,100.0,100,3.50449e-18,153.07,500,2,308.765,0.01,0.01,1407.57241511,1.0,0.7,1.0,96298.5158742,1231.66,96298.5158742,,1407.57241511
1378.69,1.0,1.0,0.005,500.0,1349.80418899,200.000000102,100,2.1793e-19,146.74,500,2,268.554,0.005,0.005,1349.80418899,1.0,0.7,1.0,47715.4494033,1254.3,47715.4494033,,1349.80418899
1373.3,1.0,1.0,0.00333333,500.0,1362.51398733,299.999969474,100,5.43914e-20,148.25,500,2,273.972,0.00333333,0.00333333,1362.51398733,1.0,0.7,1.0,81581.2738807,1268.88,81581.2738807,,1362.51398733
1379.35,1.0,1.0,0.0025,500.0,1397.49488944,400.0,100,5.4346e-20,151.88,500,2,271.24,0.0025,0.0025,1397.49488944,1.0,0.7,1.0,69357.6823699,1288.92,69357.6823699,,1397.49488944
1386.76,1.0,1.0,0.002,500.0,1416.39973959,500.000006643,100,5.43187e-20,154.03,500,1,287.424,0.002,0.002,1416.39973959,1.0,0.7,1.0,118866.154394,1291.97,118866.154394,,1416.39973959
1350.44,1.0,1.0,0.01,500.0,1350.44475149,100.0,100,3.50449e-18,147.07,500,2,227.241,0.01,0.01,1350.44475149,1.0,0.7,1.0,52160.2525447,1195.55,52160.2525447,,1350.44475149
1363.05,1.0,1.0,0.005,500.0,1375.65301511,200.000000102,100,2.1793e-19,149.81,500,2,251.792,0.005,0.005,1375.65301511,1.0,0.7,1.0,75597.7895129,1236.75,75597.7895129,,1375.65301511
1346.29,1.0,1.0,0.00333333,500.0,1312.76574592,299.999969474,100,5.43914e-20,143.31,500,2,242.23,0.00333333,0.00333333,1312.76574592,1.0,0.7,1.0,48022.0370781,1243.17,48022.0370781,,1312.76574592
1352.93,1.0,1.0,0.0025,500.0,1372.84708249,400.0,100,5.4346e-20,149.49,500,2,277.046,0.0025,0.0025,1372.84708249,1.0,0.7,1.0,131780.703581,1259.17,131780.703581,,1372.84708249
1350.15,1.0,1.0,0.002,500.0,1339.05673447,500.000006643,100,5.43187e-20,145.56,500,1,269.764,0.002,0.002,1339.05673447,1.0,0.7,1.0,57264.4683378,1266.29,57264.4683378,,1339.05673447
1351.13,1.0,1.0,0.01,500.0,1351.13224198,100.0,100,3.50449e-18,146.9,500,2,279.678,0.01,0.01,1351.13224198,1.0,0.7,1.0,79010.0840454,1182.5,79010.0840454,,1351.13224198
1347.71,1.0,1.0,0.005,500.0,1344.29187471,200.000000102,100,2.1793e-19,146.26,500,2,254.521,0.005,0.005,1344.29187471,1.0,0.7,1.0,51837.359732,1228.47,51837.359732,,1344.29187471
1341.0,1.0,1.0,0.00333333,500.0,1327.5862313,299.999969474,100,5.43914e-20,144.66,500,2,259.847,0.00333333,0.00333333,1327.5862313,1.0,0.7,1.0,73464.1946771,1239.68,73464.1946771,,1327.5862313
1365.48,1.0,1.0,0.0025,500.0,1438.91182034,400.0,100,5.4346e-20,156.06,500,2,280.238,0.0025,0.0025,1438.91182034,1.0,0.7,1.0,105436.597266,1275.09,105436.597266,,1438.91182034
1366.16,1.0,1.0,0.002,500.0,1368.88570212,500.000006643,100,5.43187e-20,148.81,500,1,267.901,0.002,0.002,1368.88570212,1.0,0.7,1.0,45163.4534436,1285.31,45163.4534436,,1368.88570212
1366.33,1.0,1.0,0.01,500.0,1366.33050665,100.0,100,3.50449e-18,148.87,500,2,226.672,0.01,0.01,1366.33050665,1.0,0.7,1.0,51899.3809187,1220.54,51899.3809187,,1366.33050665
1365.83,1.0,1.0,0.005,500.0,1365.32149345,200.000000102,100,2.1793e-19,148.73,500,2,266.511,0.005,0.005,1365.32149345,1.0,0.7,1.0,91590.8481607,1220.01,91590.8481607,,1365.32149345
1363.56,1.0,1.0,0.00333333,500.0,1359.02303307,299.999969474,100,5.43914e-20,147.92,500,2,267.008,0.00333333,0.00333333,1359.02303307,1.0,0.7,1.0,72518.3876666,1244.5,72518.3876666,,1359.02303307
1364.6,1.0,1.0,0.0025,500.0,1367.71946689,400.0,100,5.4346e-20,148.71,500,2,268.162,0.0025,0.0025,1367.71946689,1.0,0.7,1.0,74495.556302,1261.49,74495.556302,,1367.71946689
1367.78,1.0,1.0,0.002,500.0,1380.48219011,500.000006643,100,5.43187e-20,150.06,500,1,262.801,0.002,0.002,1380.48219011,1.0,0.7,1.0,58056.0201977,1275.55,58056.0201977,,1380.48219011
1371.05,1.0,1.0,0.01,500.0,1371.04864881,100.0,100,3.50449e-18,149.2,500,2,302.867,0.01,0.01,1371.04864881,1.0,0.7,1.0,92655.0481038,1185.39,92655.0481038,,1371.04864881
1381.05,1.0,1.0,0.005,500.0,1391.05410302,200.000000102,100,2.1793e-19,151.32,500,2,348.286,0.005,0.005,1391.05410302,1.0,0.7,1.0,152199.181669,1194.38,152199.181669,,1391.05410302
1372.36,1.0,1.0,0.00333333,500.0,1354.97001257,299.999969474,100,5.43914e-20,147.52,500,2,318.142,0.00333333,0.00333333,1354.97001257,1.0,0.7,1.0,61195.9647716,1219.94,61195.9647716,,1354.97001257
1371.65,1.0,1.0,0.0025,500.0,1369.5358532,400.0,100,5.4346e-20,149.06,500,2,310.616,0.0025,0.0025,1369.5358532,1.0,0.7,1.0,83110.7035714,1239.66,83110.7035714,,1369.5358532
1382.46,1.0,1.0,0.002,500.0,1425.68887421,500.000006643,100,5.43187e-20,154.98,500,1,333.069,0.002,0.002,1425.68887421,1.0,0.7,1.0,168090.554374,1264.4,168090.554374,,1425.68887421
1333.79,1.0,1.0,0.01,500.0,1333.78720969,100.0,100,3.50449e-18,145.45,500,2,288.086,0.01,0.01,1333.78720969,1.0,0.7,1.0,83831.9123747,1163.36,83831.9123747,,1333.78720969
1359.62,1.0,1.0,0.005,500.0,1385.4624341,200.000000102,100,2.1793e-19,150.77,500,2,313.033,0.005,0.005,1385.4624341,1.0,0.7,1.0,112778.862689,1239.11,112778.862689,,1385.4624341
1367.22,1.0,1.0,0.00333333,500.0,1382.4100997,299.999969474,100,5.43914e-20,150.38,500,2,309.285,0.00333333,0.00333333,1382.4100997,1.0,0.7,1.0,91561.2492279,1258.97,91561.2492279,,1382.4100997
1381.56,1.0,1.0,0.0025,500.0,1424.57866711,400.0,100,5.4346e-20,154.69,500,2,310.76,0.0025,0.0025,1424.57866711,1.0,0.7,1.0,97825.7138195,1279.82,97825.7138195,,1424.57866711
1381.85,1.0,1.0,0.002,500.0,1383.00796339,500.000006643,100,5.43187e-20,150.51,500,1,309.78,0.002,0.002,1383.00796339,1.0,0.7,1.0,94476.2086092,1290.85,94476.2086092,,1383.00796339
1332.13,1.0,1.0,0.01,500.0,1332.12530703,100.0,100,3.50449e-18,144.91,500,2,188.026,0.01,0.01,1332.12530703,1.0,0.7,1.0,35710.7612908,1209.45,35710.7612908,,1332.12530703
1366.09,1.0,1.0,0.005,500.0,1400.06486469,200.000000102,100,2.1793e-19,152.17,500,2,249.208,0.005,0.005,1400.06486469,1.0,0.7,1.0,87422.2243022,1242.48,87422.2243022,,1400.06486469
1377.64,1.0,1.0,0.00333333,500.0,1400.72698126,299.999969474,100,5.43914e-20,152.4,500,2,292.839,0.00333333,0.00333333,1400.72698126,1.0,0.7,1.0,133590.826803,1235.67,133590.826803,,1400.72698126
1363.43,1.0,1.0,0.0025,500.0,1320.81898278,400.0,100,5.4346e-20,143.83,500,2,274.674,0.0025,0.0025,1320.81898278,1.0,0.7,1.0,42524.1339681,1240.49,42524.1339681,,1320.81898278
1367.17,1.0,1.0,0.002,500.0,1382.08852987,500.000006643,100,5.43187e-20,150.37,500,1,280.801,0.002,0.002,1382.08852987,1.0,0.7,1.0,93114.8892121,1257.2,93114.8892121,,1382.08852987
1387.96,1.0,1.0,0.01,500.0,1387.95740053,100.0,100,3.50449e-18,150.93,500,2,276.724,0.01,0.01,1387.95740053,1.0,0.7,1.0,77349.6129008,1198.02,77349.6129008,,1387.95740053
