EmpiricalD2,ReturnMeanIW,MaxIW,StdIW,Iteration,MeanEntropy,TimestepsSoFar,J_sample_variance,EpThisIter,MaxIWNorm,Weights,MinIWNorm,InitialReturnMean,ESSRenyi,MeanIWNorm,MeanIW,InitialBound,MinIW,ReturnStepMax,InitialReturnMax,ESSClassic,EpLenMean,EpRewMean,EntropyCoefficient,EpisodesSoFar,Bound,TimeElapsed,StdIWNorm,InitialReturnMin,InitialReturnStd,ReturnStepMaxmin
1.2882413,0.6623096,4.2245226,0.5691977,14,1.6242241,91540,49.0101,100,0.042245224,[ 0.555 -1.258  0.199 -0.159  0.182],0.0028560103,-4.7302246e-06,77.62521,0.009889323,0.9889324,-0.8271677,0.28560105,100.0,24.814888,75.11577,69.57,-158.16137928087912,,1400,-0.27652627,421.38975381851196,0.0056919768,-6.8250656,5.75145,95.45317
6.2606897,4.695461,28.854366,2.8756356,15,1.6511629,98618,2077.6165,100,0.28854367,[ 0.555 -1.254  0.196 -0.184  0.205],0.00048669407,5.8746336e-06,15.972681,0.010698204,1.0698205,-0.59475714,0.04866941,100.0,17.842888,12.157855,70.78,-159.8020680055242,,1500,3.2072825,450.19542241096497,0.02875636,-6.416687,4.743247,95.48454
13471.23,53352.586,221443.4,22033.283,16,1.5135025,106409,284660300000.0,100,2214.434,[ 0.626 -1.274  0.153 -0.229  0.232],1.7813421e-07,5.569458e-06,0.0074232267,22.150188,2215.0188,-0.8031126,1.7813421e-05,100.0,24.093544,1.0005281,77.91,-160.25053504161167,,1600,53259.37,482.8366074562073,220.3328,-9.963997,7.1428366,95.72788
1.905202,1.3291116,8.25982,1.0466655,17,1.4991869,114668,184.48099,100,0.082598194,[ 0.376 -0.82   0.095 -0.141  0.094],0.0009188554,-6.027222e-06,52.487873,0.009727785,0.9727786,-0.7112228,0.091885544,100.0,21.336502,46.346115,82.59,-163.63409050945478,,1700,0.34742582,517.302143573761,0.010466656,-10.119759,7.291606,95.77507
3.1883008,3.7165961,12.747896,1.574185,18,1.4972353,124193,275.58942,100,0.12747896,[ 0.371 -0.783  0.065 -0.14   0.08 ],0.00069421995,5.0354006e-06,31.364668,0.0104635665,1.0463568,-0.7470226,0.069422,100.0,22.410828,30.643347,95.25,-172.3556855248296,,1800,2.3827176,557.6647863388062,0.01574185,-11.478233,8.218901,96.18605
1.6246479,1.237194,2.956401,0.60118186,19,1.502642,134175,95.15899,100,0.02956401,[ 0.324 -0.771  0.046 -0.163  0.078],0.0016648956,-2.4414062e-06,61.5518,0.009477837,0.9477838,-0.8425895,0.16648956,100.0,25.27761,71.30939,99.82,-169.59300227002586,,1900,0.16321838,596.9336724281311,0.0060118185,-15.80117,9.075287,96.18899
9.266282,6.860974,20.642849,2.2252927,20,1.50777,146605,3295.665,100,0.20642848,[ 0.314 -0.768  0.03  -0.178  0.084],0.00010253278,7.5531007e-06,10.791815,0.010908828,1.0908828,-0.9080886,0.010253279,100.0,27.242882,19.375353,124.3,-182.1937624679623,,2000,4.096678,638.3757219314575,0.022252927,-19.014023,10.068113,96.36291
4.892544,5.5677547,17.39943,2.4146202,21,1.4431407,157757,1322.3073,100,0.17399429,[ 0.303 -0.77   0.021 -0.216  0.089],5.7974605e-05,-3.2806397e-06,20.439264,0.011989988,1.1989987,-0.9172667,0.0057974607,100.0,27.517902,19.779854,111.52,-168.36717512260947,,2100,3.538851,679.5716800689697,0.024146205,-21.029396,11.862352,96.359695
10.309519,9.408974,27.793386,2.986301,22,1.4374895,168663,3379.5613,100,0.27793387,[ 0.327 -0.752  0.031 -0.233  0.024],0.00020273293,6.752014e-06,9.699774,0.011050464,1.1050465,-1.0029078,0.020273294,100.0,30.087433,12.043724,109.06,-160.48944846628376,,2200,6.188772,720.1371412277222,0.029863015,-22.624619,12.072481,96.26091
1.5592984,2.191163,3.0968945,0.58850443,23,1.439453,182585,186.64372,100,0.030968944,[ 0.271 -0.787  0.015 -0.261  0.018],0.0018432313,-9.155273e-07,64.13141,0.0088072345,0.8807234,-0.9625938,0.18432313,100.0,26.235893,69.13243,139.22,-169.42174794508722,,2300,0.9891554,774.4133429527283,0.005885044,-28.877785,12.529918,96.90065
10.391204,16.66816,47.122227,4.9016323,24,1.4364378,197455,11928.038,100,0.47122225,[ 0.23  -0.763  0.023 -0.258  0.021],0.00013166267,4.8065185e-06,9.623524,0.013696086,1.3696086,-0.9753914,0.013166267,100.0,29.261887,7.2420683,148.7,-176.69685653174798,,2400,13.5239315,830.5556392669678,0.04901632,-29.250008,14.187789,96.92565
2.0140548,2.4138966,7.6825233,1.0657806,25,1.4387852,215066,247.41422,100,0.07682523,[ 0.193 -0.776  0.018 -0.288  0.018],0.00094718643,-3.890991e-06,49.65108,0.010088064,1.0088065,-0.96118903,0.09471864,100.0,28.671078,47.255775,176.11,-178.40676513167355,,2500,1.0498074,892.6713960170746,0.010657806,-28.835556,13.196623,97.18213
175.51764,56.415237,312.5941,31.051134,26,1.435544,234709,315866.72,100,3.1259408,[ 0.166 -0.777  0.008 -0.297  0.02 ],2.1676793e-05,-3.0517579e-06,0.56974334,0.038600158,3.8600166,-1.2314434,0.0021676794,100.0,28.104332,1.5218203,196.43,-183.0857829934846,,2600,40.10074,963.2797744274139,0.31051138,-36.943203,13.010314,97.29932
2.5827186,6.07793,12.410072,1.680911,27,1.4529047,261449,2068.2341,100,0.12410072,[ 0.109 -0.794 -0.019 -0.297  0.017],0.0015384038,2.3269654e-06,38.71889,0.010778985,1.0778985,-1.1337872,0.15384038,100.0,28.843422,29.138954,267.4,-199.93102854088684,,2700,4.255835,1060.4931218624115,0.016809108,-34.013683,12.481729,97.505035
16.949455,14.001917,27.200699,3.5839877,28,1.4724499,291448,3606.6797,100,0.272007,[ 0.07  -0.74  -0.019 -0.282  0.034],0.0003995458,1.6784668e-06,5.8998947,0.014325632,1.4325632,-0.9183413,0.03995458,100.0,21.262568,13.775987,299.99,-194.45885081482606,,2800,10.221125,1160.9634926319122,0.035839878,-27.55029,11.60606,97.80878
58.392235,10.644673,250.02899,24.838003,29,1.4910793,329741,10009.492,100,2.50029,[ 0.035 -0.719 -0.008 -0.291  0.053],3.7084625e-05,-6.4849854e-07,1.7125565,0.030876307,3.087631,-0.9207632,0.0037084625,100.0,17.931896,1.5218002,382.93,-195.02236516944674,,2900,3.608684,1287.96364235878,0.24838,-27.622875,10.41501,97.981415
8.503256,5.6803737,20.982635,2.2590325,30,1.4900196,371578,2001.4691,100,0.20982635,[ 0.004 -0.7    0.005 -0.304  0.072],1.9995172e-05,3.5476685e-06,11.760201,0.009441389,0.94413894,-1.0511796,0.0019995172,100.0,20.767275,14.869956,418.37,-174.13596130315378,,3000,2.6150877,1423.3837904930115,0.022590326,-31.535492,11.511034,98.16756
117.96928,22.647251,176.62265,17.61929,31,1.4813192,416228,43424.152,100,1.7662264,[-0.022 -0.701  0.012 -0.321  0.071],2.0062932e-06,9.727478e-07,0.84767836,0.024533961,2.4533968,-0.9349451,0.00020062934,100.0,25.48171,1.902036,446.5,-161.9729911319196,,3100,12.492459,1573.6961750984192,0.17619288,-28.048382,10.30391,98.27461
22.16537,16.141708,61.259735,7.9730334,32,1.4861134,457508,8813.699,100,0.61259735,[-0.025 -0.689 -0.018 -0.324  0.062],2.1423548e-05,1.6021728e-06,4.511542,0.018687382,1.8687383,-1.8327041,0.0021423548,100.0,26.70015,5.2074375,412.8,-147.0963413407145,,3200,7.5133095,1711.8533856868744,0.07973033,-54.98117,11.578409,98.28732
20.661785,12.60266,35.686047,4.259668,33,1.4314197,496969,7553.8965,100,0.35686046,[-0.033 -0.675 -0.022 -0.343  0.067],3.580012e-05,-1.1825562e-06,4.839853,0.011292901,1.1292901,-1.1136253,0.0035800121,100.0,21.558765,6.566898,394.61,-141.18823466896717,,3300,7.540655,1834.3319554328918,0.042596683,-33.408722,12.214522,98.28441
1.4862252,0.906663,3.6125135,0.71113837,34,1.4325339,540985,182.75209,100,0.036125135,[-0.049 -0.646 -0.014 -0.329  0.012],0.00152536,3.1089783e-06,67.28455,0.010335743,1.0335743,-0.973035,0.152536,100.0,26.15093,67.87041,440.16,-123.52886732266103,,3400,-0.279576,1971.7595281600952,0.0071113836,-29.191147,9.790839,98.438705
3.1729548,3.7798991,6.8459444,1.0577666,35,1.428619,582785,350.95004,100,0.068459444,[-0.057 -0.636 -0.015 -0.333  0.014],0.00030409917,7.6293944e-08,31.516365,0.009096276,0.9096274,-1.2343848,0.03040992,100.0,27.395033,42.512726,418.0,-116.31763085889645,,3500,1.5811155,2107.744170188904,0.010577666,-37.031544,11.702083,98.44345
1736.8363,664.4945,11614.174,1155.5304,36,1.4464228,626803,43703584.0,100,116.14174,[-0.072 -0.629 -0.009 -0.342  0.01 ],4.1737988e-07,7.6293944e-08,0.05757595,1.1681296,116.81295,-1.1079425,4.173799e-05,100.0,21.832214,1.011588,440.18,-110.23644573350266,,3600,618.3206,2242.9493288993835,11.555303,-33.238274,10.173503,98.49913
22.204788,13.185935,64.47948,8.197819,37,1.3908434,665646,10428.677,100,0.64479476,[-0.112 -0.536 -0.015 -0.323  0.027],9.761476e-07,3.7765503e-06,4.5035334,0.019829089,1.9829087,-1.4126068,9.7614764e-05,100.0,22.75099,5.527326,388.43,-95.72418832854294,,3700,6.5294356,2367.3327929973602,0.08197819,-42.378326,13.230429,98.507126
2.2803822,1.9855464,6.6403155,1.2278273,38,1.3828588,704943,271.74472,100,0.06640315,[-0.121 -0.545 -0.011 -0.335 -0.028],0.00031408548,-2.2888185e-06,43.8523,0.0106102945,1.0610293,-1.2293725,0.03140855,100.0,27.684256,42.751106,392.97,-87.9425796922547,,3800,0.12908256,2492.787763595581,0.012278272,-36.881104,12.269519,98.552414
7.719537,6.748486,20.9615,2.59801,39,1.3741261,745440,2843.4443,100,0.20961499,[-0.137 -0.549 -0.003 -0.339 -0.036],5.8607664e-05,5.340576e-07,12.954145,0.011532392,1.153239,-1.2426739,0.0058607664,100.0,23.559292,16.460686,404.97,-86.20867709533435,,3900,3.2958326,2621.170093536377,0.0259801,-37.280235,11.565898,98.57425
49.439507,17.110142,81.01654,8.204706,40,1.3389018,779823,23302.885,100,0.8101654,[-0.114 -0.519  0.006 -0.342 -0.045],1.2023046e-06,2.3651123e-06,2.0226738,0.0150243305,1.5024332,-1.1585907,0.00012023046,100.0,27.378376,3.244443,343.83,-90.51607008381778,,4000,8.9637,2729.9210348129272,0.08204707,-34.75779,13.685918,98.47348
27.406765,10.4972725,107.22502,10.863004,41,1.3164061,813072,14517.577,100,1.0722502,[-0.122 -0.521 -0.017 -0.339 -0.08 ],4.8109665e-05,1.3732911e-06,3.648734,0.020696796,2.0696795,-1.4085197,0.0048109666,100.0,26.34563,3.5028434,332.49,-89.34934490158015,,4100,3.123457,2833.205242872238,0.10863007,-42.255634,13.186053,98.46254
213.24664,43.806557,284.2984,28.282742,42,1.247055,848132,176662.67,100,2.842984,[-0.111 -0.522 -0.035 -0.329 -0.103],2.1679182e-06,-1.7547608e-06,0.46894056,0.033893548,3.3893557,-1.2273717,0.00021679181,100.0,26.039555,1.4157898,350.6,-91.70467426009687,,4200,25.883318,2942.5202984809875,0.28282738,-36.82109,13.940822,98.47687
23.407663,8.285645,80.40282,8.367966,43,1.2507207,888592,6105.63,100,0.80402815,[-0.136 -0.505 -0.027 -0.311 -0.172],4.862802e-05,3.30925e-06,4.272105,0.018109486,1.8109485,-1.1141564,0.004862802,100.0,25.202364,4.473982,404.6,-86.46545318835874,,4300,2.8951778,3069.1580064296722,0.08367965,-33.42478,10.291083,98.572586
3.3398223,3.383873,10.439533,1.9282575,44,1.2394553,925388,439.32492,100,0.10439533,[-0.134 -0.498 -0.041 -0.321 -0.168],0.00033387655,5.722046e-07,29.941713,0.013003562,1.3003561,-1.1141603,0.033387657,100.0,25.185688,31.260748,367.96,-86.45073537696722,,4400,1.347724,3183.831883907318,0.019282574,-33.424824,11.502587,98.530106
5.911793,6.0892906,24.163593,3.0677814,45,1.2136035,959840,1016.7193,100,0.24163593,[-0.142 -0.476 -0.046 -0.303 -0.179],0.00012852112,-1.2207031e-06,16.91534,0.011789862,1.1789862,-1.104966,0.012852112,100.0,26.124538,12.86891,344.52,-89.45792376584632,,4500,3.4026597,3296.0882585048676,0.030677814,-33.14894,11.950614,98.48068
781.5661,183.4306,794.38293,80.26984,46,1.2019321,998196,2800992.0,100,7.943829,[-0.127 -0.48  -0.031 -0.3   -0.206],5.6800644e-07,5.7220458e-08,0.12794822,0.10004774,10.004774,-1.209363,5.6800647e-05,100.0,27.033932,1.5297307,383.56,-88.58560814074633,,4600,149.62103,3420.0941486358643,0.8026983,-36.28089,12.13504,98.538086
1.811052,2.124899,5.3957505,0.9154266,47,1.2126306,1032988,242.81729,100,0.053957503,[-0.119 -0.434 -0.043 -0.272 -0.217],0.0020683464,6.8664554e-07,55.216526,0.011116438,1.1116439,-1.0956173,0.20683464,100.0,25.192547,59.589985,347.92,-99.54578663794732,,4700,0.65046775,3529.0204005241394,0.009154267,-32.86853,12.500799,98.427765
1.7425581,2.4781237,7.7210274,1.2956996,48,1.1884638,1070193,366.1482,100,0.07721027,[-0.141 -0.435 -0.043 -0.269 -0.206],0.0016350182,2.5939942e-06,57.386894,0.012452817,1.2452819,-1.4133784,0.16350181,100.0,32.57733,48.016605,372.05,-88.7233248498666,,4800,0.6123762,3644.5215215682983,0.012956994,-42.40143,15.284392,98.523056
1.5006669,0.8664577,3.7253213,0.59730476,49,1.1809188,1109311,170.19308,100,0.037253212,[-0.151 -0.428 -0.041 -0.264 -0.231],0.001519131,1.5640259e-06,66.63704,0.009592891,0.959289,-1.1539342,0.1519131,100.0,20.95546,72.0618,391.18,-78.67379044985537,,4900,-0.5471337,3763.54815530777,0.005973047,-34.61808,11.150047,98.59776
1.367333,0.9693726,4.21892,0.6014563,50,1.1764891,1148051,260.68866,100,0.042189203,[-0.155 -0.426 -0.039 -0.27  -0.238],0.001235211,1.2588501e-06,73.13507,0.010123315,1.0123314,-1.63856,0.12352111,100.0,34.916496,73.91036,387.4,-81.20322672507709,,5000,-0.94664675,3881.2663736343384,0.006014563,-49.156845,14.047279,98.58078
12.9459305,4.7721996,40.957596,4.253696,51,1.1554976,1184643,3614.3838,100,0.40957594,[-0.162 -0.437 -0.043 -0.277 -0.243],2.6507128e-05,2.1934509e-06,7.7244353,0.013230369,1.3230368,-1.0999204,0.0026507128,100.0,30.819012,8.820777,365.92,-87.5330474401678,,5100,0.8146286,3994.955486059189,0.042536963,-32.997673,12.624484,98.521576
14.326202,14.707722,23.13402,2.9781246,52,1.1357456,1213832,6531.6104,100,0.2313402,[-0.17  -0.442 -0.056 -0.291 -0.263],5.3370826e-05,,6.980217,0.013610387,1.3610388,-1.4710133,0.005337083,100.0,36.71553,17.277437,291.89,-95.70602579411553,,5200,9.13994,4074.820156812668,0.029781247,-44.1304,16.673288,98.34424
1.3235627,1.0346565,4.498516,0.6743258,53,1.1347522,1243132,263.4111,100,0.04498516,[-0.174 -0.434 -0.047 -0.303 -0.283],0.0022709933,1.2207031e-06,75.55365,0.010351561,1.0351561,-1.1697252,0.22709933,100.0,31.740614,70.2073,293.0,-83.9586347833193,,5300,-0.31106913,4148.3218286037445,0.0067432583,-35.09179,15.29659,98.42691
5.296861,6.855546,20.824043,2.4711955,54,1.1262437,1276581,1539.662,100,0.20824043,[-0.183 -0.445 -0.047 -0.305 -0.284],6.862901e-05,-1.9454956e-06,18.879105,0.012761398,1.2761399,-1.1498475,0.0068629007,100.0,23.024038,21.053156,334.49,-83.01661535638155,,5400,4.2091866,4234.609312772751,0.024711953,-34.49537,13.354306,98.50362
14283.777,569.67267,3600.433,358.19073,55,1.1296164,1306505,32661820.0,100,36.00433,[-0.19  -0.426 -0.058 -0.289 -0.293],5.8870444e-07,-1.3923645e-06,0.0070009492,0.36545905,36.54591,-1.1482421,5.8870442e-05,100.0,30.384764,1.0302703,299.24,-94.19186725067495,,5500,432.44098,4311.905822753906,3.5819073,-34.44722,13.563709,98.37045
1836.7173,146.4539,1412.9933,140.54997,56,1.1408494,1344678,2290163.5,100,14.129932,[-0.211 -0.375 -0.056 -0.24  -0.289],8.625505e-07,7.6293946e-07,0.05444496,0.14645696,14.645699,-1.654164,8.625505e-05,100.0,25.313364,1.0741583,381.73,-74.18010653338202,,5600,75.56146,4412.920094490051,1.4054999,-49.624943,14.684458,98.61134
3.6869128,2.6915295,9.80424,1.381376,57,1.1552693,1379475,658.35004,100,0.0980424,[-0.222 -0.365 -0.034 -0.25  -0.278],0.0002514419,-1.6784668e-06,27.122963,0.012254191,1.225419,-0.91316473,0.025144191,100.0,26.505024,44.03863,347.97,-79.18040699786604,,5700,0.9381347,4504.620442390442,0.01381376,-27.39489,13.198795,98.54491
6.797861,4.010988,16.462095,2.308239,58,1.1259722,1414302,1118.2296,100,0.16462095,[-0.231 -0.376 -0.048 -0.254 -0.264],2.75658e-05,-9.918213e-07,14.710509,0.010742124,1.0742126,-1.2630583,0.00275658,100.0,25.047287,17.802383,348.27,-81.73301903715382,,5800,0.7178564,4593.245856761932,0.023082389,-37.891712,12.39174,98.53064
127.736534,24.520666,140.9338,13.993173,59,1.1135111,1451217,73705.9,100,1.409338,[-0.221 -0.392 -0.044 -0.251 -0.293],1.6976408e-06,-2.2888183e-07,0.7828614,0.02238752,2.2387521,-1.0740736,0.00016976408,100.0,26.941008,2.4957616,369.15,-78.4302669091639,,5900,12.38143,4686.617246866226,0.13993171,-32.22219,13.334538,98.57507
15.911996,7.7154536,24.154217,3.3461385,60,1.1178923,1487564,3684.073,100,0.24154216,[-0.231 -0.401 -0.069 -0.256 -0.305],1.0480353e-05,5.722046e-07,6.284567,0.012984712,1.2984711,-0.98788,0.0010480353,100.0,20.978413,13.087559,363.47,-73.97508907091877,,6000,3.7748137,4769.460481882095,0.03346139,-29.636415,12.430734,98.59296
1.7011875,2.3802514,6.8374367,0.9550867,61,1.1159949,1519008,296.77936,100,0.068374366,[-0.231 -0.384 -0.082 -0.252 -0.301],0.0011696202,3.0517577e-07,58.782467,0.0102157025,1.0215703,-1.5384711,0.11696202,100.0,30.880138,53.35964,314.44,-83.33551745070416,,6100,0.3736303,4840.223247289658,0.009550867,-46.15413,18.115341,98.46994
6.8884974,7.5037975,33.70568,3.4141998,62,1.1272359,1553899,4712.647,100,0.33705682,[-0.233 -0.39  -0.08  -0.247 -0.303],0.00012004635,7.6293944e-08,14.516954,0.011635968,1.1635969,-1.1918943,0.012004635,100.0,30.17414,10.406477,348.91,-85.58395733749354,,6200,4.375558,4917.209887266159,0.034142002,-35.75683,14.240442,98.509415
29.906553,13.241263,63.943844,6.4524846,63,1.1135515,1588664,12892.994,100,0.63943845,[-0.258 -0.388 -0.076 -0.25  -0.292],1.0834356e-06,-3.0326844e-06,3.3437488,0.013569535,1.3569534,-1.1839656,0.00010834356,100.0,22.279716,4.2352743,347.65,-72.71723656408702,,6300,6.766542,4994.704089641571,0.064524844,-35.51887,14.197024,98.581665
1.6301303,0.9656489,4.0691795,0.75637406,64,1.1054007,1630867,154.90741,100,0.040691793,[-0.26  -0.394 -0.086 -0.235 -0.305],0.0017229407,8.010864e-07,61.34479,0.010510176,1.0510176,-1.0799619,0.17229408,100.0,22.595161,65.88011,422.03,-76.32853714671515,,6400,-0.41321015,5088.723128795624,0.007563741,-32.398876,11.31414,98.638275
10.627544,7.5156384,22.256023,2.8205683,65,1.101548,1672620,3449.5076,100,0.22256023,[-0.266 -0.393 -0.087 -0.227 -0.314],7.126688e-05,3.2043456e-06,9.409512,0.010413113,1.0413113,-1.4215013,0.007126688,100.0,28.038015,11.994878,417.53,-78.27270897886895,,6500,2.881546,5179.165181159973,0.028205685,-42.645134,12.014005,98.62506
4.225904,3.84804,16.96318,1.8727257,66,1.0791721,1708899,759.7282,100,0.16963181,[-0.268 -0.392 -0.091 -0.241 -0.317],0.00025155421,,23.663576,0.0098076435,0.98076415,-1.4421009,0.025155421,100.0,25.823788,21.523796,362.79,-76.526950589902,,6600,0.8835132,5258.35809135437,0.018727256,-43.26302,15.836189,98.578125
1.7924333,0.95879847,5.922649,0.9097882,67,1.0817399,1749017,233.6338,100,0.059226487,[-0.267 -0.391 -0.096 -0.231 -0.34 ],0.0005576846,-2.2125244e-06,55.79008,0.010060742,1.0060742,-1.4935317,0.055768456,100.0,26.27004,55.013077,401.18,-72.36671877496252,,6700,-1.0407655,5346.505620479584,0.009097881,-44.805885,12.9757395,98.63924
16.206465,7.72496,31.105602,3.6078222,68,1.0566261,1784998,5215.0674,100,0.31105602,[-0.267 -0.399 -0.09  -0.236 -0.337],1.09488155e-05,-3.0517577e-07,6.1703773,0.012122004,1.2122005,-1.216469,0.0010948816,100.0,30.918377,10.143929,359.81,-81.7939171134214,,6800,2.8277903,5415.9052884578705,0.03607822,-36.49407,12.74248,98.54535
22.259039,9.456648,97.15752,9.953088,69,1.0780543,1820518,5146.7607,100,0.97157514,[-0.275 -0.404 -0.087 -0.251 -0.362],5.7773814e-05,1.6784668e-06,4.492557,0.020204224,2.0204225,-1.1147125,0.0057773814,100.0,31.896534,3.9575973,355.2,-74.38097336065779,,6900,4.197484,5483.033265113831,0.09953088,-33.44142,13.269463,98.58119
4.758861,3.4649858,20.726421,2.9441516,70,1.0821016,1861559,727.7594,100,0.20726421,[-0.281 -0.415 -0.094 -0.239 -0.341],0.00031245514,-4.196167e-07,21.013432,0.012832608,1.2832608,-1.2307329,0.031245515,100.0,23.14656,15.965025,410.41,-78.72425476911444,,7000,0.7801652,5552.237206935883,0.029441515,-36.92198,11.048908,98.61636
2.1224961,2.120166,8.966334,1.1676314,71,1.0820171,1906306,437.14807,100,0.08966334,[-0.279 -0.415 -0.085 -0.232 -0.337],0.00070231326,-3.8146973e-07,47.114338,0.010288089,1.0288087,-1.4920064,0.070231326,100.0,36.339745,43.704792,447.47,-74.5636295972107,,7100,-0.053506136,5627.405109643936,0.011676313,-44.76018,12.912687,98.66673
12.10583,5.881633,36.774002,4.55844,72,1.0770779,1948115,2233.7131,100,0.36774,[-0.285 -0.423 -0.091 -0.241 -0.337],2.7997386e-05,-1.0681152e-06,8.260483,0.013045421,1.3045422,-1.3088577,0.0027997387,100.0,24.2778,7.570013,418.09,-74.27965208763453,,7200,1.3276706,5696.8239941596985,0.0455844,-39.2657,11.778225,98.64467
