InitialReturnMin,StdIWNorm,ReturnStepMaxmin,ESSClassic,InitialReturnStd,ReturnStepMax,ESSRenyi,TimeElapsed,InitialReturnMax,MinIWNorm,StdIW,Bound,EpLenMean,MeanIW,TimestepsSoFar,EpRewMean,MeanIWNorm,J_sample_variance,EpisodesSoFar,InitialBound,Iteration,MeanEntropy,InitialReturnMean,MaxIWNorm,EmpiricalD2,ReturnMeanIW,Weights,EpThisIter,MinIW,MaxIW
-3.850319,0.0033762106,88.01042,88.55285,2.9882977,100.0,83.86932,197.08795714378357,8.5995865,0.0033136723,0.33762106,-0.20629966,18.91,0.9390357,27068,-110.8909019401814,0.009390357,10.324688,1300,1.4098945,13,1.7010279,-1.7547608e-06,0.019988399,1.1923311,0.10670783,[ 0.884 -0.575 -0.972  0.395  0.278],100,0.33136722,1.99884
-4.305725,0.01621792,88.22815,27.008629,3.281263,100.0,31.174322,210.89876461029053,10.150681,0.00013532862,1.6217922,0.6895577,19.73,0.9865309,29041,-111.14621113584491,0.009865308,170.07103,1400,1.3626704,14,1.5702639,-1.3732911e-06,0.14241314,3.2077682,1.2955616,[ 0.885 -0.567 -0.989  0.369  0.282],100,0.013532863,14.241315
-3.7292938,0.05548302,87.8309,7.1301126,2.8614216,100.0,4.9510365,228.2619345188141,7.8188934,0.00013201643,5.5483017,1.7777777,18.69,1.5373431,30910,-110.61726955110822,0.015373433,498.90137,1500,1.3096287,15,1.5787456,-5.340576e-06,0.5005704,20.19779,2.9490988,[ 0.869 -0.592 -0.968  0.286  0.151],100,0.013201643,50.05704
-3.9554062,0.32895875,87.53641,1.5592228,2.6649156,100.0,0.45702988,244.55818128585815,7.691017,2.6969888e-06,32.895874,5.9982166,18.29,4.1400733,32739,-110.36470200829581,0.041400734,10416.169,1600,1.3223841,16,1.4980465,5.722046e-06,3.3084373,218.80408,9.790408,[ 0.724 -0.783 -1.12   0.294  0.16 ],100,0.00026969888,330.84375
-4.158821,0.0044578854,86.93776,83.628334,2.9170687,100.0,81.6062,260.6397154331207,10.158951,0.0031660234,0.44578853,-0.1446937,17.37,1.0075328,34476,-109.23111739679695,0.010075328,13.26253,1700,1.1594094,17,1.5275017,-5.41687e-06,0.027157525,1.2253971,0.23016366,[ 0.689 -0.689 -1.009  0.059  0.079],100,0.31660235,2.7157526
-4.3509827,0.008809627,86.830635,60.489765,3.2856376,100.0,53.530663,272.8799331188202,10.761353,0.0022152246,0.88096267,0.1641525,17.33,1.0900434,36209,-108.91783132370607,0.010900434,35.79018,1800,1.1687891,18,1.6164352,-8.392334e-07,0.04570367,1.8680882,0.65443265,[ 0.673 -0.71  -1.006  0.032  0.109],100,0.22152245,4.570367
-5.2166595,0.023818929,86.974365,15.759762,3.0894966,100.0,10.777297,288.29805755615234,9.191879,0.00035793788,2.3818927,0.6391525,17.39,1.0302372,37948,-108.85963071625729,0.010302372,254.99905,1900,1.3100425,19,1.6464845,3.2806397e-06,0.20922653,9.278765,1.5724673,[ 0.674 -0.724 -0.989 -0.02   0.197],100,0.03579379,20.922653
-3.9485168,0.012310474,86.76434,41.244125,3.1294634,100.0,32.179855,304.2219076156616,11.676071,0.00018261648,1.2310474,0.943145,17.21,1.0314071,39669,-108.97083168676313,0.01031407,103.937164,2000,1.2572771,20,1.5963427,-4.9591063e-06,0.07110631,3.1075342,1.6292387,[ 0.731 -0.63  -0.993 -0.02   0.228],100,0.018261649,7.110631
-4.5766144,1.0173566e-06,87.37122,99.99999,3.5393043,100.0,100.0,319.72343850135803,9.403938,0.009997585,0.000101735764,-0.3134374,18.21,0.99999785,41490,-109.65241160053098,0.009999978,12.653321,2100,1.2828801,21,1.5963427,2.0599366e-06,0.010002881,1.0,2.7224422e-05,[ 0.774 -0.56  -0.856 -0.014  0.177],100,0.9997585,1.0002881
-4.0625076,1.8626451e-09,87.1076,100.0,2.9233582,100.0,100.0,331.9549038410187,8.207787,0.01,,-0.2735933,17.78,1.0,43268,-109.6359003271997,0.010000002,8.632347,2200,1.3227494,22,1.5963427,-4.5776366e-07,0.01,1.0,-4.3213367e-07,[ 0.774 -0.56  -0.856 -0.014  0.177],100,1.0,1.0
-4.316246,0.08564807,87.02943,3.3530576,3.3277307,100.0,1.3415658,344.3151321411133,9.692047,6.044267e-08,8.564807,7.1719713,17.6,1.595306,45028,-109.3332540850793,0.015953062,6626.888,2300,1.2732861,23,1.4630553,1.1825561e-05,0.8267052,74.539764,9.961226,[ 0.774 -0.56  -0.856 -0.014  0.177],100,6.044267e-06,82.670525
-4.5065994,1.8626451e-09,86.56458,100.0,2.5527182,100.0,100.0,360.4589171409607,9.299896,0.01,,-0.3099976,16.81,1.0,46709,-108.42150631149433,0.010000002,6.5821915,2400,1.1530577,24,1.4630553,-1.0681152e-06,0.01,1.0,-1.0430813e-06,[ 0.86  -0.468 -0.915  0.039  0.044],100,1.0,1.0
-4.205612,0.0019914794,86.84629,96.212135,3.3231843,100.0,96.37829,371.75098061561584,8.717438,0.0053063994,0.19914794,-0.19483726,17.32,1.0036777,48441,-108.52851496147917,0.010036778,12.735187,2500,1.1724699,25,1.4420857,-4.119873e-06,0.01596145,1.0375781,0.10115342,[ 0.86  -0.468 -0.915  0.039  0.044],100,0.53063995,1.5961449
-4.5488663,0.004260272,86.83414,82.219215,2.8752337,100.0,77.7198,384.21452951431274,8.925011,0.0024897926,0.42602715,-0.17584977,17.17,0.9161121,50158,-108.60408337056742,0.009161122,11.260623,2600,1.1445818,26,1.4424827,-3.5858154e-06,0.023221672,1.2866733,0.16160971,[ 0.849 -0.472 -0.911  0.031  0.023],100,0.24897927,2.3221672
-4.3530807,0.005987348,86.39183,75.75352,2.7846959,100.0,73.91982,395.61011695861816,10.230804,0.0016053256,0.5987348,-0.07913846,16.59,1.0583066,51817,-108.07502725605194,0.0105830645,16.099964,2700,1.1014588,27,1.4374974,2.8991699e-06,0.033396557,1.352817,0.3175121,[ 0.85  -0.459 -0.925  0.017  0.024],100,0.16053256,3.3396559
-4.472275,0.009608342,86.7531,57.630814,3.333014,100.0,59.44415,407.9757254123688,9.300056,0.003149328,0.96083426,0.23168948,17.09,1.1206003,53526,-108.31852481666552,0.011206004,33.259895,2800,1.1275032,28,1.505169,7.705688e-06,0.07029176,1.6822513,0.633767,[ 0.85  -0.471 -0.911  0.038  0.019],100,0.31493282,7.0291758
-4.170166,0.003969333,86.79075,86.13644,3.0974653,100.0,82.63393,422.9857304096222,8.250626,0.0028681462,0.39693332,-0.12054703,17.08,0.9894045,55234,-108.35110867341183,0.009894046,11.57068,2900,1.2301483,29,1.5025953,1.5258789e-07,0.022292096,1.2101567,0.18199551,[ 0.846 -0.501 -0.929  0.078  0.086],100,0.28681463,2.2292097
-4.2338715,1.8626451e-09,86.712845,100.0,2.594801,100.0,100.0,434.9146738052368,8.929016,0.01,,-0.29763263,17.12,1.0,56946,-108.76394746370889,0.010000002,6.801002,3000,1.2049627,30,1.5025953,1.2969971e-06,0.01,1.0,1.244247e-06,[ 0.849 -0.489 -0.952  0.101  0.084],100,1.0,1.0
-3.8359451,0.019469798,86.346985,26.510317,2.4961746,100.0,18.2187,445.9416882991791,8.252304,0.00052977086,1.9469798,0.549808,16.67,1.1693801,58613,-108.7124386886778,0.011693801,55.724857,3100,1.2275207,31,1.4949541,2.1362305e-06,0.12525234,5.488866,1.194267,[ 0.849 -0.489 -0.952  0.101  0.084],100,0.052977085,12.525233
-4.409645,0.02594234,86.48801,15.741179,2.8290658,100.0,13.3884535,459.56397557258606,8.791916,6.004427e-05,2.594234,0.9850473,16.57,1.1212956,60270,-108.17233693097383,0.011212952,264.4257,3200,1.2018828,32,1.4425144,-7.400513e-06,0.1787921,7.4691224,1.7859819,[ 0.914 -0.423 -0.964  0.187  0.076],100,0.006004427,17.879211
-4.604042,0.010345763,87.01606,49.58723,3.373206,100.0,50.36447,477.0580151081085,10.909309,0.00017007254,1.0345763,0.58423376,17.45,1.0260704,62015,-109.01917092584726,0.010260704,53.295578,3300,1.0788689,33,1.3017567,-1.8310546e-06,0.052102946,1.9855267,1.0966394,[ 1.    -0.493 -0.892  0.101  0.024],100,0.017007254,5.2102947
-3.8997116,0.0327862,86.68605,16.454277,2.7044501,100.0,6.0633397,489.7980968952179,8.280487,0.00057049317,3.27862,1.2714554,17.02,1.455018,63717,-109.0494757918712,0.014550179,517.527,3400,1.0257522,34,1.4543742,1.1672973e-05,0.26301354,16.492561,2.392386,[ 1.003 -0.502 -0.892  0.133 -0.117],100,0.05704932,26.301353
-3.9958267,0.0039454196,87.0565,87.126015,2.9288082,100.0,88.22275,506.54210901260376,10.703407,0.0041919923,0.39454198,-0.18631618,17.5,1.0263855,65467,-109.14301974858331,0.010263855,15.290961,3500,1.0975932,35,1.4353241,-7.6293946e-07,0.022367332,1.1334945,0.19353242,[ 1.047 -0.457 -0.896  0.142  0.035],100,0.41919926,2.2367332
-4.65287,0.004606752,87.485344,81.63093,3.564573,100.0,77.810425,519.2985334396362,10.223091,0.0021252434,0.4606752,-0.03135872,18.21,0.971133,67288,-109.15150164216304,0.00971133,19.67574,3600,1.0945594,36,1.4257821,5.0354006e-06,0.025082659,1.2851748,0.35495675,[ 1.043 -0.449 -0.915  0.151  0.016],100,0.21252435,2.508266
-4.468918,0.009490786,86.906395,57.544334,3.1239326,100.0,53.699387,534.6944012641907,9.3038025,0.00087847054,0.94907874,0.05165732,17.36,1.1049324,69024,-108.57347497553468,0.011049323,15.937534,3700,1.1156477,37,1.4268478,-7.6293945e-06,0.065102585,1.8622186,0.474866,[ 1.082 -0.405 -0.883  0.134  0.007],100,0.087847054,6.5102587
-5.0112076,0.030318718,86.95606,21.153488,3.6764767,100.0,18.910543,548.6875367164612,11.583435,0.00077050796,3.0318716,1.7964149,17.38,1.5704012,70762,-108.01014553695491,0.015704012,462.9154,3800,1.0407337,38,1.5017508,4.5776366e-07,0.18805833,5.2880554,2.684315,[ 1.051 -0.427 -0.872  0.072  0.008],100,0.0770508,18.805834
-4.5769653,6.645553e-08,86.788536,100.00001,3.0635288,100.0,100.000015,563.5076017379761,7.660713,0.00999984,6.647166e-06,-0.25535423,17.19,0.9999998,72481,-108.69389953052426,0.009999998,9.480016,3900,1.2463951,39,1.5017508,1.3732911e-06,0.010000222,0.9999998,2.861023e-06,[ 1.072 -0.469 -0.88  -0.021  0.083],100,0.999984,1.0000223
-4.586685,0.010285591,87.09705,46.108753,3.4136891,100.0,44.00222,574.9152853488922,10.476479,0.0018492003,1.0285591,0.1632073,17.66,0.95139694,74247,-108.63573805706868,0.009513969,101.19589,4000,1.1525357,40,1.5721033,8.392334e-07,0.09114344,2.2726126,0.68965685,[ 1.072 -0.469 -0.88  -0.021  0.083],100,0.18492004,9.114344
-4.30072,0.052353937,86.98363,8.97636,3.1714694,100.0,7.495085,589.5121529102325,9.590469,8.210268e-08,5.2353945,1.3503569,17.49,1.6440779,75996,-108.88184678507942,0.016440777,198.53807,4100,1.2524191,41,1.3484129,-1.8310546e-06,0.3566962,13.342077,2.5180545,[ 1.105 -0.387 -0.796  0.003  0.153],100,8.210268e-06,35.66962
-4.434181,0.0052184304,86.82407,78.31619,3.1189673,100.0,73.66286,604.039785861969,11.918129,0.0016239629,0.5218431,-0.20442545,17.16,0.9917404,77712,-108.52501855676493,0.0099174045,13.438518,4200,0.9511456,42,1.3464717,3.6621093e-06,0.033095058,1.3575363,0.2584483,[ 1.036 -0.446 -0.773  0.003 -0.071],100,0.1623963,3.309506
-4.1831207,0.010288443,86.66403,52.2821,3.1736028,100.0,44.801125,615.9708800315857,10.273384,0.000793814,1.0288442,0.37272984,16.98,1.0769252,79410,-108.66755852404802,0.010769252,50.0004,4300,1.0040238,43,1.3691956,-1.8310546e-06,0.08388635,2.232087,0.8843502,[ 1.012 -0.456 -0.764 -0.045 -0.073],100,0.07938141,8.388635
-3.8895416,0.15054107,86.681625,3.0878613,2.8959084,100.0,1.2408761,628.7942624092102,9.439377,0.00012531558,15.054109,3.0437725,17.03,2.687168,81113,-109.08875381866348,0.026871681,2372.9763,4400,1.0545591,44,1.4772258,9.460449e-06,1.3881401,80.58823,5.8683786,[ 1.03  -0.443 -0.787  0.025 -0.05 ],100,0.012531558,138.81401
-3.5136719,0.0062063104,86.655945,77.0709,2.3034487,100.0,70.100136,640.7028112411499,8.061859,0.0015823814,0.6206311,-0.12068936,16.94,1.1378512,82807,-109.53051086659738,0.011378511,14.269931,4500,1.2085047,45,1.5143164,7.476807e-06,0.036070216,1.4265307,0.2002733,[ 0.976 -0.536 -0.785  0.018  0.058],100,0.15823814,3.6070218
-3.7250519,0.005319753,87.39271,79.88899,3.1026447,100.0,80.26319,654.0000050067902,9.084831,0.0035530804,0.5319753,-0.19580798,18.04,1.060274,84611,-109.66175963691228,0.01060274,11.94312,4600,1.2114806,46,1.5123937,-8.010864e-06,0.032780316,1.2459011,0.14220811,[ 0.991 -0.534 -0.77   0.063  0.095],100,0.35530806,3.2780318
-4.839157,0.06764007,87.28172,5.733022,2.9998045,100.0,3.3416493,666.558605670929,7.687706,4.1018786e-05,6.7640076,1.4665592,17.71,1.6680771,86382,-108.78500432694754,0.01668077,571.7514,4700,1.2561444,47,1.5578209,7.5531007e-06,0.65337604,29.925343,2.8683884,[ 0.993 -0.524 -0.786  0.049  0.093],100,0.0041018785,65.33761
-4.4373627,0.0036617457,87.63534,87.11492,3.3494976,100.0,85.21649,684.5635862350464,12.312088,0.0034925013,0.36617455,-0.35203612,18.5,0.9521177,88232,-110.07841209306952,0.009521177,11.4734335,4800,1.1474162,48,1.5662048,-1.7547608e-06,0.018759688,1.1734818,0.092542574,[ 0.943 -0.698 -0.885  0.113  0.139],100,0.34925014,1.8759688
-4.7886734,0.0048005003,87.94131,82.588005,3.4767172,100.0,79.91495,698.2560739517212,9.238663,0.0022111086,0.48005006,-0.1029706,18.96,1.0454923,90128,-110.40061810150058,0.010454924,23.461658,4900,1.2582606,49,1.587878,1.121521e-05,0.03383024,1.2513304,0.24151722,[ 0.938 -0.711 -0.872  0.119  0.147],100,0.22111085,3.3830242
-4.0638275,1.8626451e-09,87.63372,100.0,3.1643152,100.0,100.0,711.647575378418,10.706955,0.01,,-0.3569009,18.6,1.0,91988,-110.46162706263253,0.010000002,10.114032,5000,1.230977,50,1.587878,-2.3651123e-06,0.01,1.0,-2.3841858e-06,[ 0.927 -0.721 -0.896  0.088  0.169],100,1.0,1.0
-4.5197906,0.0016724466,87.34628,97.19357,3.6155639,100.0,96.22041,723.6838598251343,10.228127,0.0053637507,0.16724464,-0.30257252,18.07,0.98422927,93795,-109.7827144128747,0.009842293,13.414045,5100,1.2469385,51,1.5975035,-1.9836425e-06,0.014521792,1.0392805,0.044996638,[ 0.927 -0.721 -0.896  0.088  0.169],100,0.5363751,1.4521792
-4.315323,1.8626451e-09,87.60096,100.0,3.4045792,100.0,100.0,737.4243152141571,13.299034,0.01,,-0.44329876,18.57,1.0,95652,-110.59520079192556,0.010000002,11.708242,5200,1.1542048,52,1.5975035,2.4414062e-06,0.01,1.0,2.4288893e-06,[ 0.92  -0.728 -0.905  0.071  0.178],100,1.0,1.0
-4.9966354,1.5598208e-07,87.99929,100.000015,3.5922391,100.0,100.000046,750.1423141956329,12.746002,0.009999679,1.5599058e-05,-0.42486256,19.31,1.0000055,97583,-110.49994025641014,0.010000055,13.034773,5300,1.1726345,53,1.5975035,-2.2125244e-06,0.010000626,0.9999995,4.10527e-06,[ 0.92  -0.728 -0.905  0.071  0.178],100,0.99996793,1.0000626
-4.37854,0.074491136,87.4114,5.744861,3.01974,100.0,4.719092,761.5514607429504,10.210205,6.128494e-05,7.449113,1.8149236,18.05,1.8390425,99388,-109.89337101534613,0.018390426,834.66766,5400,1.2571568,54,1.5750192,-6.5612794e-06,0.7324066,21.190517,3.381617,[ 0.92  -0.728 -0.905  0.071  0.178],100,0.006128494,73.24066
-5.075897,0.0058569117,88.01434,73.93483,3.2779024,100.0,67.24644,777.2870361804962,9.898941,0.00206099,0.5856912,-0.07826835,19.08,0.98642266,101296,-110.89166561667739,0.009864227,14.523666,5500,1.2450513,55,1.5475073,-3.2806397e-06,0.03636782,1.4870676,0.32410836,[ 0.86  -0.763 -0.839  0.111  0.156],100,0.206099,3.636782
-4.6045303,0.00460723,88.36244,79.68006,3.3538635,100.0,78.35543,790.7756264209747,9.306427,0.00064446643,0.460723,0.002197057,19.76,0.9123333,103272,-111.02403429845064,0.009123333,15.60487,5600,1.2372851,56,1.5182128,-7.858276e-06,0.02020265,1.2762357,0.35264796,[ 0.87  -0.75  -0.87   0.125  0.129],100,0.06444664,2.020265
-4.653183,1.8626451e-09,87.68656,100.0,3.1404517,100.0,100.0,807.6591186523438,9.623131,0.01,,-0.32077387,18.54,1.0,105126,-110.15501256628315,0.010000002,9.962057,5700,1.197439,57,1.5182128,-2.822876e-06,0.01,1.0,-2.8386712e-06,[ 0.841 -0.801 -0.916  0.111  0.099],100,1.0,1.0
-4.6985016,0.2037737,88.05726,1.9140751,3.2929957,100.0,0.653434,820.6743271350861,9.3763275,4.2470314e-05,20.377367,9.683136,19.11,2.8465853,107037,-110.49646215814776,0.028465858,18219.271,5800,1.2056648,58,1.6315976,-3.7384034e-06,2.0502892,153.03764,13.54957,[ 0.841 -0.801 -0.916  0.111  0.099],100,0.0042470316,205.02893
-4.933281,0.051128328,87.51973,6.7621555,3.5020466,100.0,30.13574,836.9640338420868,8.91555,0.000746271,5.112832,0.1359812,18.43,1.3769178,108880,-109.53469108227794,0.01376918,19.839617,5900,1.3344101,59,1.6697308,-2.5177003e-06,0.5155796,3.318319,0.677341,[ 0.801 -0.799 -0.954  0.005  0.213],100,0.0746271,51.55796
-4.664116,0.0074438774,87.664665,65.49128,3.4772115,100.0,63.146446,850.6400725841522,11.649193,0.0013823021,0.74438775,-0.07158938,18.83,1.0254782,110763,-110.72308813867097,0.010254782,29.057955,6000,1.2814175,60,1.6619642,-6.866455e-06,0.046291333,1.5836204,0.41706312,[ 0.749 -0.864 -0.953 -0.054  0.251],100,0.13823022,4.629133
-4.6873245,0.012707131,87.05984,45.047375,3.0627408,100.0,53.994236,863.5559365749359,9.802681,0.00069025566,1.2707131,0.25885752,17.71,1.1505038,112534,-109.27627563857551,0.011505037,19.05364,6100,1.3352294,61,1.5720645,2.128601e-05,0.109588504,1.8520496,0.7035399,[ 0.737 -0.857 -0.983 -0.1    0.243],100,0.06902557,10.958851
-4.449974,0.8238167,87.34899,1.2087319,3.4034915,100.0,0.028506018,879.7508673667908,8.692162,6.4763356e-07,82.381676,51.23871,18.06,9.112474,114340,-109.59332944850776,0.09112475,425241.34,6200,1.2823246,62,1.587084,-1.2969971e-06,8.2789345,3508.0312,68.399536,[ 0.714 -0.903 -1.079 -0.068  0.153],100,6.476336e-05,827.89343
-4.735794,2.586314e-07,87.81006,100.000015,3.088931,100.0,100.0,896.6514806747437,8.46212,0.009999339,2.5865213e-05,-0.2820599,18.94,1.0000005,116234,-110.86549101846884,0.010000004,9.6378975,6300,1.3050165,63,1.587084,3.1280517e-06,0.010000966,1.0,1.0788441e-05,[ 0.681 -0.992 -1.03   0.025  0.168],100,0.99993384,1.0000966
-4.537895,0.0050939443,87.5602,78.43763,3.0446987,100.0,74.71014,909.2865915298462,10.032997,0.002407653,0.5093944,-0.23426762,18.41,0.97155684,118075,-110.41303622128383,0.009715569,15.635129,6400,1.2526541,64,1.6023611,3.3569336e-06,0.027709762,1.3385065,0.15265104,[ 0.681 -0.992 -1.03   0.025  0.168],100,0.2407653,2.7709763
-5.0341263,0.026105572,88.26964,21.55883,3.6176953,100.0,18.6297,922.3039908409119,13.494194,2.3920456e-05,2.610557,0.8078271,20.01,1.3685913,120076,-111.76162076508791,0.013685913,294.73322,6500,1.1525645,65,1.5293394,9.994506e-06,0.14322023,5.367773,1.8499593,[ 0.678 -1.002 -1.008  0.042  0.184],100,0.0023920457,14.322023
-5.6504745,0.0036464862,88.61532,87.90234,3.5256789,100.0,91.05582,937.8078966140747,9.921066,0.0024023089,0.3646486,-0.19865236,20.58,0.9829341,122134,-112.40264153257365,0.009829341,11.6043415,6600,1.1986386,66,1.5008502,1.3732911e-06,0.020480286,1.0982275,0.14791149,[ 0.674 -1.039 -0.946  0.025  0.111],100,0.2402309,2.0480287
-4.257942,0.0035171264,88.36686,87.53805,3.351727,100.0,88.29289,952.2778415679932,9.579445,0.004107733,0.3517126,-0.20526499,19.87,0.93216574,124121,-112.21134504509477,0.009321658,11.234055,6700,1.1815356,67,1.5056573,2.2888183e-07,0.02454803,1.132594,0.13456073,[ 0.686 -1.033 -0.953  0.032  0.082],100,0.4107733,2.454803
-5.278961,0.12161236,88.37358,1.9507401,3.5975437,100.0,1.7513045,966.0461020469666,11.065247,2.6036076e-05,12.161237,2.6866782,20.07,1.7153602,126128,-111.55792777549799,0.017153602,3128.6133,6800,1.1368136,68,1.5162681,-2.1362305e-06,1.2243251,57.100292,5.4738197,[ 0.661 -1.06  -0.977  0.014  0.087],100,0.0026036077,122.43251
-4.6111145,0.01515695,87.33774,34.020912,3.0580955,100.0,31.61613,981.4437634944916,9.2911,0.00024848912,1.5156951,0.5395048,18.0,1.0883827,127928,-109.92178657832198,0.010883827,41.710804,6900,1.2065651,69,1.5080122,3.8146973e-07,0.0949874,3.1629424,1.0903018,[ 0.668 -1.004 -1.047 -0.005  0.097],100,0.024848912,9.49874
-4.700409,0.0060453396,87.46626,70.36188,3.5006344,100.0,70.06192,999.2473182678223,12.206276,0.0017500197,0.60453403,-0.21829015,18.51,0.9314595,129779,-110.3973394159306,0.009314596,18.20016,7000,1.1011314,70,1.5078256,-4.8828124e-06,0.03725408,1.4273089,0.2678046,[ 0.626 -1.085 -1.082 -0.07   0.089],100,0.17500198,3.725408
-4.8109894,0.066973194,87.79266,5.3102255,3.2291913,100.0,2.5762196,1012.4972193241119,8.848656,6.171879e-08,6.6973195,3.8402627,18.94,1.5860101,131673,-110.4366458873656,0.0158601,2970.087,7100,1.2128829,71,1.2927799,1.2435913e-05,0.6123494,38.816566,5.6779203,[ 0.629 -1.068 -1.099 -0.091  0.089],100,6.171879e-06,61.23494
-4.510811,0.012942746,87.45545,35.588432,3.4021995,100.0,24.898024,1027.78649020195,10.573959,0.00032220912,1.2942747,0.36248982,18.26,0.96205294,133499,-109.76088124403122,0.009620529,50.145596,7200,0.94030195,72,1.302979,-1.2664795e-05,0.06799373,4.016383,1.0688626,[ 0.638 -1.078 -0.988 -0.148 -0.126],100,0.03222091,6.799373
-5.01886,7.494711e-08,87.72454,100.0,3.3287268,100.0,100.0,1040.958662033081,8.98101,0.009999865,7.49154e-06,-0.29936796,18.76,1.0,135375,-110.03193985560239,0.01,11.192333,7300,1.0036091,73,1.302979,-2.8991699e-06,0.010000205,1.0,-9.3877316e-07,[ 0.61  -1.103 -0.965 -0.192 -0.116],100,0.99998647,1.0000205
