Weights,InitialReturnMean,InitialReturnMin,MeanEntropy,MeanIWNorm,InitialReturnStd,TimeElapsed,MeanIW,ESSRenyi,ReturnStepMax,InitialBound,Bound,StdIWNorm,MinIWNorm,J_sample_variance,StdIW,MaxIWNorm,EpisodesSoFar,EmpiricalD2,ESSClassic,EpLenMean,EpRewMean,MaxIW,MinIW,Iteration,TimestepsSoFar,InitialReturnMax,EpThisIter,ReturnMeanIW,ReturnStepMaxmin
[-5.954 -5.914  0.082 -4.919  5.016],7.6675415e-06,-13.584564,6.520925,0.0080102505,9.732646,8708.901705503464,0.8010251,16.777794,100.0,642.5454,-3.0576935,0.0068918476,0.0002136273,80.55483,0.6891848,0.038216982,14800,5.960259,57.46297,72.93,-147.63598228259426,3.8216982,0.02136273,148,3302548,28.863625,100,-0.7088061,94.980865
[-5.954 -5.914  0.082 -4.919  5.102],-2.5177003e-06,-15.546852,6.578135,0.010459471,13.064356,8720.893052577972,1.0459472,38.83171,100.0,650.62866,-3.6643875,0.008213515,0.00026397154,205.46988,0.8213515,0.050519522,14900,2.5752149,61.856327,91.01,-156.4708765701829,5.0519524,0.026397154,149,3311649,43.915306,100,-1.3152881,95.6051
[-5.955 -5.914  0.082 -4.92   5.159],2.3269654e-06,-14.349823,6.6431274,0.009589685,13.6914015,8730.734817743301,0.9589685,36.88719,100.0,655.86914,-5.9988737,0.0075802985,0.0003270861,156.351,0.7580299,0.044118766,15000,2.710968,61.54478,77.55,-147.4062584870948,4.4118767,0.03270861,150,3319404,58.330013,100,-2.797525,95.19889
[-5.955 -5.915  0.082 -4.922  5.225],-1.5258789e-07,-13.456451,6.725804,0.00927214,11.070954,8740.299776792526,0.927214,21.006096,100.0,663.08264,-4.349916,0.0068777576,0.00064634805,124.04936,0.6877758,0.028982384,15100,4.760523,64.5071,70.81,-146.87695070102666,2.8982384,0.06463481,151,3326485,36.902203,100,-1.6660651,94.986305
[-5.955 -5.915  0.082 -4.922  5.306],3.2043456e-06,-11.708931,6.7968388,0.008757944,9.163249,8749.759477615356,0.8757945,25.112623,100.0,671.5487,-3.6301079,0.005910639,0.00040105858,67.306915,0.5910639,0.02853938,15200,3.9820611,68.70611,74.06,-151.0105896864242,2.853938,0.04010586,152,3333891,30.950596,100,-1.5713667,95.26894
[-5.956 -5.915  0.081 -4.922  5.378],1.5258789e-06,-14.294174,6.8664417,0.011308334,11.468131,8760.219980955124,1.1308335,35.8826,100.0,678.61755,-3.5405014,0.016875243,0.0001710879,496.80334,1.6875247,0.15607196,15300,2.7868662,30.989384,73.98,-145.88628833544598,15.607197,0.01710879,153,3341289,31.989979,100,-1.7603753,95.20519
[-5.956 -5.916  0.082 -4.923  5.446],1.197815e-05,-14.724373,6.944576,0.007954502,12.763749,8769.970273256302,0.79545015,22.623829,100.0,685.2793,-4.2339096,0.0067541734,0.00042757927,118.62669,0.67541736,0.03516849,15400,4.4201183,58.106678,71.49,-143.01441003454332,3.5168493,0.04275793,154,3348438,40.946617,100,-1.3643603,94.99909
[-5.957 -5.916  0.082 -4.924  5.524],3.5858154e-06,-11.139122,7.036188,0.009107631,8.860444,8778.38225722313,0.910763,14.220154,100.0,693.53235,-3.3299513,0.014978957,0.00011317326,81.47386,1.4978957,0.12609987,15500,7.032273,26.99122,65.41,-146.2770031971212,12.609987,0.011317326,155,3354979,27.757133,100,-0.8763653,94.90224
[-5.957 -5.916  0.081 -4.924  5.617],2.670288e-06,-10.457626,7.1248536,0.010751977,9.532677,8787.301262140274,1.0751977,12.946413,100.0,702.4619,-0.5098996,0.014245539,0.00019571591,1085.9657,1.4245539,0.07385343,15600,7.7241473,36.2921,63.32,-143.78316031387357,7.3853436,0.019571591,156,3361311,34.707108,100,2.7054074,94.458984
[-5.957 -5.916  0.082 -4.925  5.705],-2.670288e-06,-13.398872,7.202956,0.008963887,10.825435,8797.250808238983,0.8963887,20.991282,100.0,711.3513,-3.875738,0.009126341,0.00029317656,157.20366,0.91263413,0.06833942,15700,4.7638826,49.102055,77.09,-151.90847907758234,6.8339424,0.029317657,157,3369020,34.020065,100,-1.4006283,95.16996
[-5.957 -5.916  0.081 -4.926  5.783],7.209778e-06,-10.090286,7.3098383,0.01162642,8.595354,8805.02531838417,1.1626422,7.2754765,100.0,719.4189,-2.2831268,0.023770316,0.00026405827,444.55075,2.3770316,0.20685822,15800,13.744804,19.304972,56.41,-139.35057914786407,20.685822,0.026405828,158,3374661,26.30109,100,0.9671606,94.397385
[-5.957 -5.916  0.082 -4.926  5.89 ],-6.1416627e-06,-9.153671,7.416135,0.012254573,7.553205,8813.28464603424,1.2254573,6.795235,100.0,730.02,-3.0498657,0.024739077,0.000162944,245.1004,2.4739077,0.17308688,15900,14.716194,19.70287,59.57,-143.68783947000315,17.30869,0.0162944,159,3380618,28.914219,100,0.647462,94.65348
[-5.957 -5.916  0.082 -4.926  5.997],3.5858154e-06,-9.822418,7.507644,0.00871807,7.9735265,8822.206480503082,0.8718071,18.37301,100.0,740.5773,-3.0996215,0.008505075,0.0003355503,62.404716,0.8505075,0.06281332,16000,5.442766,51.23651,62.3,-144.90804734753132,6.281332,0.03355503,160,3386848,31.085361,100,-0.6822439,94.58123
[-5.957 -5.916  0.082 -4.926  6.088],-6.752014e-06,-10.392578,7.587961,0.010929581,9.550579,8831.472346782684,1.0929581,28.044107,100.0,749.5011,-3.6237435,0.011114371,0.00055141904,90.81315,1.1114371,0.0782711,16100,3.5658114,49.161774,61.94,-143.27676425210777,7.82711,0.055141907,161,3393042,37.899376,100,-1.2381854,94.566696
[-5.957 -5.916  0.082 -4.926  6.169],6.027222e-06,-8.687157,7.687333,0.014041531,6.9098105,8839.00987124443,1.4041533,12.553785,100.0,758.06146,-1.7015073,0.018412514,0.0012626557,198.56937,1.8412513,0.11539385,16200,7.965725,36.77174,57.1,-142.53318553234902,11.539385,0.12626557,162,3398752,22.04145,100,0.3721242,94.38038
[-5.957 -5.916  0.082 -4.926  6.268],2.0599366e-06,-10.353638,7.780623,0.008243997,8.607221,8846.804411888123,0.82439977,19.687412,100.0,767.585,-4.092335,0.0077492297,0.0005415433,59.51892,0.77492297,0.043275356,16300,5.0793877,53.090664,57.49,-140.1389013738818,4.3275356,0.05415433,163,3404501,34.44937,100,-1.5043262,94.4997
[-5.958 -5.917  0.082 -4.927  6.361],1.0032654e-05,-10.637596,7.8514304,0.013525717,9.290378,8854.158565282822,1.3525717,43.553574,100.0,776.4568,-3.9342844,0.024927178,0.001042857,253.28859,2.4927177,0.24880518,16400,2.296023,22.745611,57.8,-139.231350880457,24.880518,0.104285695,164,3410281,48.166668,100,-1.5014448,94.20572
[-5.958 -5.917  0.082 -4.927  6.432],-5.1116945e-06,-8.756989,7.952602,0.008604429,6.3673553,8862.406975984573,0.8604428,12.870407,100.0,784.44366,-1.8322356,0.0075922236,0.00028747352,79.60322,0.7592223,0.042830694,16500,7.769762,56.225155,55.97,-141.73432357960894,4.2830696,0.028747354,165,3415878,20.981445,100,0.117240846,94.6106
[-5.958 -5.917  0.081 -4.927  6.533],8.850097e-06,-9.542999,8.054726,0.00941338,7.5229273,8869.231723546982,0.94133806,8.800096,100.0,794.50385,-1.7579677,0.021059243,5.4200384e-05,230.84935,2.1059244,0.20919472,16600,11.363513,16.653105,52.83,-137.26760786357522,20.919472,0.0054200385,166,3421161,22.69014,100,0.79163337,94.154236
[-5.958 -5.917  0.081 -4.927  6.636],2.670288e-06,-9.048332,8.14829,0.008930825,7.8887286,8878.556653738022,0.89308244,14.215083,100.0,804.6184,-1.9983513,0.009360901,0.00028315245,103.4895,0.9360902,0.060207207,16700,7.0347815,47.650085,61.39,-144.39169206896622,6.020721,0.028315246,167,3427300,25.623367,100,0.26702452,94.686134
[-5.958 -5.917  0.081 -4.927  6.729],-1.6021728e-06,-8.331383,8.257193,0.011516715,7.493324,8885.402976751328,1.1516715,11.198347,100.0,813.7691,-2.0269642,0.016810272,0.00043712163,347.78192,1.6810273,0.12675619,16800,8.92989,31.943237,50.71,-136.69006913125347,12.67562,0.043712165,168,3432371,31.796577,100,1.1402843,93.85632
[-5.958 -5.917  0.081 -4.927  6.837],-5.9509275e-06,-7.398323,8.343628,0.008028753,6.5627713,8893.31909942627,0.8028753,17.093536,100.0,824.8321,-2.7768877,0.0055698007,0.00016626382,25.753365,0.5569801,0.02897962,16900,5.8501644,67.50992,60.2,-146.10622446469978,2.897962,0.016626382,169,3438391,26.615036,100,-0.6310844,94.29682
[-5.958 -5.917  0.081 -4.927  6.924],4.5776366e-07,-9.533455,8.43932,0.007686272,7.788819,8900.547054767609,0.76862735,11.4660635,100.0,833.5634,-3.7078915,0.007455667,0.0006797474,28.27806,0.7455668,0.050921023,17000,8.721389,51.52261,54.49,-138.3225418248295,5.0921025,0.06797474,170,3443840,23.981667,100,-1.3471363,94.3272
[-5.958 -5.917  0.081 -4.927  7.021],-5.569458e-06,-9.094627,8.531278,0.008587529,7.473927,8908.864377498627,0.8587529,19.546202,100.0,842.77155,-2.495673,0.007935101,0.0003076415,74.10823,0.7935101,0.05885184,17100,5.1160836,53.942543,56.64,-141.02874643191043,5.8851843,0.03076415,171,3449504,34.81214,100,0.12901853,94.19517
[-5.958 -5.917  0.081 -4.927  7.113],7.6293946e-07,-9.999664,8.638846,0.010054417,8.205542,8916.647603273392,1.0054418,10.806078,100.0,852.2082,-1.5357366,0.011980358,0.000506405,362.89886,1.1980357,0.0702693,17200,9.254051,41.325813,55.2,-138.58258515698793,7.0269303,0.0506405,172,3455024,27.586906,100,1.2616191,94.41614
[-5.958 -5.917  0.081 -4.927  7.22 ],4.8828124e-06,-9.346397,8.726113,0.007946638,8.097752,8924.854873418808,0.79466385,24.709522,100.0,862.59595,-3.7523475,0.0070795976,0.00049708877,56.632084,0.7079597,0.043330815,17300,4.047023,55.75103,60.08,-144.04634783410287,4.3330817,0.04970888,173,3461032,38.6606,100,-1.159869,94.485596
[-5.958 -5.917  0.081 -4.927  7.306],-7.476807e-06,-8.211082,8.82624,0.009695554,7.422466,8932.502984046936,0.9695554,16.368967,100.0,871.5175,-3.3109334,0.010147143,0.000939926,72.511475,1.0147144,0.072870605,17400,6.1091213,47.725327,53.55,-139.13027186713265,7.2870603,0.093992606,174,3466387,32.814453,100,-0.6073904,93.80373
[-5.958 -5.917  0.081 -4.927  7.406],1.8692017e-06,-9.118507,8.92174,0.009222208,7.709192,8940.111886262894,0.92222077,17.49852,100.0,881.59314,-2.6751409,0.009175452,0.00017870314,45.80965,0.91754526,0.06979038,17500,5.7147694,50.254128,57.63,-142.25007840052575,6.9790382,0.017870314,175,3472150,30.925129,100,-0.21086323,94.24018
[-5.958 -5.917  0.081 -4.927  7.502],-4.043579e-06,-8.601967,9.02287,0.008798607,7.4053473,8947.544482946396,0.87986076,11.589451,100.0,891.2267,-1.7843325,0.007909196,0.00017603263,86.38093,0.7909197,0.04012524,17600,8.628536,55.308292,54.51,-139.24484684428742,4.012524,0.017603263,176,3477601,28.417358,100,0.9981408,94.28506
[-5.958 -5.917  0.081 -4.927  7.603],4.8065185e-06,-8.988449,9.122757,0.008775938,8.385447,8955.180659532547,0.8775938,16.085577,100.0,900.89325,-2.3936124,0.009459656,0.0004207476,267.91113,0.9459656,0.043463092,17700,6.2167497,46.2559,53.07,-137.82082427811065,4.346309,0.04207476,177,3482908,41.81156,100,1.0814037,93.80626
[-5.958 -5.917  0.081 -4.927  7.702],-5.9509275e-06,-8.648277,9.224368,0.0073291897,7.993327,8964.050117969513,0.732919,10.854041,100.0,911.4059,-3.3306088,0.0061151306,0.00047113493,47.53024,0.6115131,0.032583687,17800,9.213159,58.95723,57.72,-142.36521675555488,3.258369,0.047113493,178,3488680,26.094994,100,-0.6903882,94.51844
[-5.958 -5.917  0.081 -4.927  7.804],5.9509275e-06,-8.760689,9.31043,0.009827867,6.820543,8971.71566772461,0.9827867,19.09002,100.0,921.66345,-1.998869,0.00926274,0.0007102137,54.74925,0.926274,0.061979745,17900,5.2383394,52.95764,52.83,-138.24821328778137,6.1979747,0.07102137,179,3493963,23.20169,100,-0.22877952,94.11025
[-5.958 -5.917  0.081 -4.928  7.89 ],-7.3242186e-06,-9.56295,9.404074,0.010085306,8.967592,8979.402594089508,1.0085307,14.580153,100.0,929.7659,-4.2638526,0.015577893,0.00040337796,206.94519,1.5577893,0.13860348,18000,6.8586383,29.534874,56.33,-139.71441267645764,13.860349,0.040337797,180,3499596,38.31043,100,-0.91947967,94.26224
[-5.958 -5.917  0.081 -4.928  7.984],-5.340576e-07,-9.207214,9.491648,0.010005252,7.68041,8987.69404387474,1.0005252,13.07556,100.0,939.6872,-3.0425496,0.02240264,0.00014889913,70.62583,2.2402642,0.21970375,18100,7.647856,16.629204,60.94,-143.61985026897315,21.970375,0.014889913,181,3505690,21.605103,100,-1.0509368,94.606674
[-5.958 -5.917  0.081 -4.928  8.071],-3.7384034e-06,-7.97126,9.584334,0.009089232,6.5778427,8995.244106292725,0.9089233,13.596418,100.0,948.38745,-2.267006,0.008504831,0.00017918677,94.01926,0.8504832,0.055299796,18200,7.354878,53.317924,54.97,-141.51695125834405,5.5299797,0.017918678,182,3511187,23.319283,100,-0.15895206,94.2105
[-5.958 -5.917  0.081 -4.928  8.165],-2.4795531e-06,-9.208,9.677571,0.008893657,8.927331,9004.226037740707,0.8893657,17.975027,100.0,957.2314,-3.3865454,0.009039162,5.8812926e-05,116.30378,0.9039161,0.05730074,18300,5.563274,49.188663,56.62,-140.11274152345118,5.730074,0.0058812927,183,3516849,36.060436,100,-0.5514025,94.14687
[-5.958 -5.917  0.081 -4.928  8.257],-2.670288e-07,-8.014542,9.744264,0.011643653,6.98232,9012.623364448547,1.1643653,29.273228,100.0,966.5722,-2.8528655,0.012968084,0.00022177886,86.14025,1.2968084,0.08848181,18400,3.4160907,44.63424,61.74,-147.21913562477934,8.848182,0.022177886,184,3523023,35.54832,100,-0.66277266,94.733734
[-5.958 -5.917  0.081 -4.928  8.327],-1.3504028e-05,-9.253685,9.84573,0.008264496,7.4967923,9019.779193162918,0.8264496,12.477989,100.0,973.5549,-1.971292,0.01210705,7.328187e-05,137.06277,1.2107049,0.109315395,18500,8.0141115,31.785685,54.69,-138.7468297420048,10.93154,0.0073281876,185,3528492,26.146103,100,0.4959595,94.198715
[-5.958 -5.917  0.081 -4.928  8.428],2.1362305e-06,-7.5254593,9.951075,0.008138964,6.38823,9027.420656204224,0.8138965,7.8425236,100.0,983.91187,-1.2903802,0.008793844,0.0001559948,111.95283,0.87938434,0.063690655,18600,12.750998,46.138264,56.16,-143.25682542497762,6.3690658,0.01559948,186,3534108,19.833908,100,1.0704195,94.27128
[-5.958 -5.917  0.081 -4.928  8.53 ],-1.5640259e-06,-9.710999,10.037028,0.010373834,8.647793,9035.662041187286,1.0373833,17.85935,100.0,993.791,-0.7655003,0.01320086,0.00033588102,1618.8394,1.320086,0.10372955,18700,5.599308,38.17822,57.53,-141.42991267958018,10.372955,0.033588104,187,3539861,39.493073,100,2.349563,94.17709
[-5.958 -5.917  0.081 -4.928  8.616],-1.2207031e-05,-7.3257294,10.138612,0.0093701705,6.0887723,9042.704976797104,0.9370171,10.277378,100.0,1002.88696,-0.10596347,0.016269395,0.00017991451,559.51184,1.6269395,0.1539113,18800,9.730108,24.908297,51.31,-138.43821543311148,15.3911295,0.017991452,188,3544992,24.475655,100,2.4389434,93.880104
[-5.958 -5.917  0.081 -4.928  8.718],-5.1498414e-06,-8.647156,10.248002,0.009547272,7.563202,9050.6518740654,0.9547272,9.878399,100.0,1012.7391,-4.364101,0.010089071,0.00030896487,68.46182,1.0089071,0.056127746,18900,10.123098,47.242928,52.54,-137.79411031944244,5.612775,0.030896489,189,3550246,33.66354,100,-0.7938787,94.008575
[-5.958 -5.917  0.081 -4.928  8.827],7.6293946e-07,-6.8298035,10.367187,0.008806857,5.744499,9057.055096626282,0.88068575,7.770354,100.0,1024.1405,-2.228938,0.009332798,0.0002846828,93.02502,0.93327993,0.04336761,19000,12.869427,47.103035,46.55,-135.21003843941614,4.336761,0.028468281,190,3554901,19.79152,100,0.13773088,93.611336
[-5.958 -5.917  0.081 -4.928  8.948],-2.5939942e-06,-8.29715,10.467168,0.009649416,7.3733964,9064.041491746902,0.96494174,21.426367,100.0,1035.3992,-5.20368,0.015757987,0.0002983763,153.57726,1.5757989,0.14950779,19100,4.6671467,27.271328,51.32,-136.9326856629843,14.950779,0.029837633,191,3560033,39.582474,100,-2.3532696,93.72066
[-5.958 -5.917  0.081 -4.928  9.047],-1.1444092e-06,-8.012817,10.579964,0.012093585,6.809456,9071.063960075378,1.2093586,7.214354,100.0,1045.9357,-0.98873246,0.023921419,0.00019975894,283.36673,2.3921418,0.20648766,19200,13.861255,20.355883,51.57,-137.42909911919406,20.648766,0.019975895,192,3565190,23.43209,100,1.9192451,94.12124
[-5.958 -5.917  0.081 -4.928  9.162],4.272461e-06,-7.7993164,10.679431,0.008820206,6.6130786,9078.088349103928,0.88202065,17.615995,100.0,1056.9385,-3.4355538,0.008470747,0.00024127628,46.150425,0.8470746,0.05955857,19300,5.676659,52.02023,52.27,-139.50004702742763,5.9558573,0.024127629,193,3570417,31.734581,100,-0.9152207,94.1246
[-5.958 -5.917  0.081 -4.928  9.26 ],-9.9182125e-06,-9.637924,10.786953,0.010047862,7.722601,9086.318348646164,1.0047863,7.4859095,100.0,1067.2006,-1.426389,0.013555498,0.00057497475,525.8382,1.3555497,0.095463954,19400,13.35843,35.460358,57.22,-140.57795087021555,9.546395,0.057497475,194,3576139,22.277542,100,1.2876978,94.49495
[-5.958 -5.917  0.081 -4.928  9.366],-8.163453e-06,-7.1675644,10.890979,0.013947071,5.7466645,9093.640185117722,1.3947071,7.512547,100.0,1077.8585,-0.16299129,0.03421533,0.00022999286,685.3706,3.4215329,0.3255159,19500,13.311065,14.248415,50.45,-137.54159658833458,32.55159,0.022999287,195,3581184,25.105286,100,2.890174,93.87689
[-5.958 -5.917  0.081 -4.928  9.473],-7.6293944e-08,-7.8795547,10.984487,0.010239189,6.5275545,9101.918858766556,1.0239189,15.553429,100.0,1088.3284,-2.0906744,0.008873639,0.00013464017,107.058975,0.8873638,0.041580684,19600,6.4294505,57.1084,56.28,-141.56015250289695,4.1580687,0.013464018,196,3586812,23.08506,100,-0.13949704,94.300606
[-5.958 -5.917  0.081 -4.928  9.566],1.1901855e-05,-7.8735123,11.093294,0.009765539,7.5515814,9108.519502878189,0.976554,12.525772,100.0,1097.5477,-2.8411334,0.012109635,0.00034334455,103.37551,1.2109636,0.0841072,19700,7.98354,39.405865,48.32,-135.3053726465056,8.41072,0.034334455,197,3591644,27.027725,100,-0.2955576,93.92663
[-5.958 -5.917  0.081 -4.928  9.673],-2.0599366e-06,-7.6210327,11.203122,0.010980469,5.8000507,9115.412447690964,1.0980469,8.304264,100.0,1108.6907,-2.3308332,0.024785763,0.0006001087,59.748955,2.4785764,0.24183898,19800,12.0420065,16.406303,49.89,-137.3101068050693,24.183899,0.06001087,198,3596633,19.163239,100,-0.114183515,93.998856
[-5.958 -5.917  0.081 -4.928  9.784],-5.1116945e-06,-8.274582,11.302339,0.008897659,7.132014,9122.58955168724,0.8897661,14.767928,100.0,1119.3651,-3.5069878,0.007525126,0.000664562,47.86249,0.75251263,0.039549105,19900,6.7714305,58.29953,52.05,-137.83191985790438,3.9549108,0.0664562,199,3601838,28.412739,100,-1.0424693,94.029884
[-5.958 -5.917  0.081 -4.928  9.882],6.408691e-06,-9.054337,11.396358,0.01183762,7.966691,9129.145656824112,1.1837621,19.46108,100.0,1129.1993,-3.282509,0.027612472,0.0002730243,56.411484,2.7612476,0.2662023,20000,5.1384606,15.525446,48.96,-134.46287782532488,26.620232,0.027302431,200,3606734,31.035736,100,-0.9374309,93.71724
[-5.958 -5.917  0.081 -4.928  9.977],1.2207031e-06,-9.0948715,11.499561,0.009022799,7.328245,9137.603246688843,0.9022801,10.762153,100.0,1138.8271,-3.451975,0.011574602,0.00014190923,101.61154,1.1574603,0.09890299,20100,9.2918215,37.798336,59.36,-143.6957131813891,9.8903,0.014190923,201,3612670,24.258385,100,-0.9871219,94.35497
[-5.958 -5.917  0.081 -4.928 10.079],-3.5858154e-06,-8.613808,11.599072,0.012219399,6.8767447,9145.128181695938,1.2219398,13.124349,100.0,1149.1201,1.5244474,0.020721285,0.0011332516,2171.8032,2.0721285,0.18016067,20200,7.619426,25.802225,51.03,-136.3364920808721,18.016068,0.11332516,202,3617773,25.081299,100,3.8322034,94.16676
[-5.958 -5.917  0.081 -4.928 10.179],6.1035155e-07,-8.454384,11.708372,0.009526745,6.3319,9152.054471492767,0.9526745,8.902697,100.0,1159.1542,-2.5116913,0.011232266,0.0006118024,60.152424,1.1232266,0.09205498,20300,11.232552,41.839264,50.17,-136.08682059337755,9.205498,0.06118024,203,3622790,22.591179,100,0.012119681,93.705956
[-5.958 -5.917  0.081 -4.928 10.288],-5.4931643e-06,-10.070908,11.821195,0.008899032,6.9534225,9159.94209933281,0.88990325,5.7058387,100.0,1170.1703,-2.1654093,0.010490294,0.00057406246,143.04756,1.0490294,0.058758467,20400,17.525908,41.848007,57.01,-140.9808550212635,5.875847,0.057406247,204,3628491,20.005402,100,0.6262749,94.55905
[-5.958 -5.917  0.081 -4.928 10.401],1.0681152e-05,-7.941475,11.9270315,0.012754497,6.6238823,9167.17931175232,1.2754499,8.778878,100.0,1181.3385,-4.0280128,0.02285559,5.717505e-05,176.98492,2.2855592,0.1733193,20500,11.390977,23.74659,52.89,-139.24132506277147,17.33193,0.0057175052,205,3633780,23.429329,100,-1.3921725,94.1729
[-5.958 -5.917  0.081 -4.928 10.507],-6.1798096e-06,-9.6581955,12.000083,0.008449457,7.877538,9176.283402204514,0.84494567,21.798197,100.0,1191.9802,-2.8025198,0.01039355,0.00015366613,39.33134,1.0393549,0.081600465,20600,4.5875354,39.79135,69.48,-150.78938205212,8.160047,0.015366613,206,3640728,21.686165,100,-1.2542337,94.99046
[-5.958 -5.917  0.081 -4.928 10.582],-4.6920777e-06,-8.266998,12.1039,0.009517634,7.4281144,9183.543574094772,0.95176345,13.37356,100.0,1198.7546,-2.587173,0.012196182,0.00028415362,216.90353,1.2196182,0.061777454,20700,7.4774404,37.849213,53.65,-139.74968931845177,6.1777453,0.028415363,207,3646093,37.60909,100,0.84088415,93.837
[-5.958 -5.917  0.081 -4.928 10.685],5.8746336e-06,-8.5518265,12.201761,0.008472721,6.9059496,9191.709095478058,0.8472721,12.563005,100.0,1209.5719,-2.7468386,0.011605832,0.00026690884,105.85069,1.1605833,0.08337049,20800,7.959879,34.766655,53.8,-139.51067971090916,8.3370495,0.026690885,208,3651473,24.542,100,-0.43880612,94.24451
[-5.958 -5.917  0.081 -4.928 10.781],-6.67572e-06,-8.960327,12.291559,0.010887852,8.030434,9199.550169229507,1.088785,14.804159,100.0,1219.2101,-3.0404034,0.009699467,0.00021481303,94.087814,0.9699466,0.05539697,20900,6.7548585,55.75323,56.87,-141.49999924518252,5.539697,0.021481303,209,3657160,28.980137,100,-0.5297468,94.287865
[-5.958 -5.917  0.081 -4.928 10.873],-5.1879883e-06,-7.8401413,12.39974,0.010991624,6.5742893,9206.447139978409,1.0991625,10.047468,100.0,1228.4414,-1.6493596,0.01877013,0.0003241607,113.56562,1.877013,0.17811659,21000,9.952756,25.535242,50.95,-137.88561190290437,17.811659,0.03241607,210,3662255,21.435402,100,0.6047865,93.953545
[-5.958 -5.917  0.081 -4.928 10.98 ],5.264282e-06,-8.839378,12.4737,0.008320552,9.172803,9213.843163967133,0.83205533,34.642403,100.0,1238.045,-3.409404,0.006346957,0.00063757744,68.24226,0.6346957,0.03811974,21100,2.8866358,63.21628,55.66,-140.4091039369335,3.811974,0.06375775,211,3667821,57.86994,100,-0.13201636,93.95478
[-5.958 -5.917  0.081 -4.928 11.054],2.3269654e-06,-7.6260605,12.568628,0.009847602,6.6830053,9220.89273929596,0.9847603,17.332893,100.0,1246.341,-3.8260152,0.008910732,0.00019206233,30.87528,0.8910733,0.05174731,21200,5.769377,54.981995,54.47,-140.79993819130456,5.1747313,0.019206233,212,3673268,30.873348,100,-1.3541377,94.19023
[-5.958 -5.917  0.081 -4.928 11.15 ],1.6784668e-06,-9.3632965,12.67026,0.009683266,7.7539268,9228.357145309448,0.9683266,13.943955,100.0,1255.8362,-2.9172194,0.011723585,0.00057772134,197.47762,1.1723585,0.060366698,21300,7.171566,40.55465,57.23,-140.93568506597512,6.0366697,0.057772133,213,3678991,30.799019,100,-0.16791627,94.39924
[-5.958 -5.917  0.081 -4.928 11.249],-6.5612794e-06,-6.40049,12.76402,0.010761197,5.661473,9236.610826969147,1.0761197,20.001064,100.0,1266.2004,-3.4137132,0.016530007,3.359036e-05,96.46993,1.6530007,0.1451072,21400,4.999734,29.766096,51.08,-139.76936713959267,14.510719,0.0033590363,214,3684099,24.767448,100,-1.5677056,94.220566
[-5.958 -5.917  0.081 -4.928 11.343],6.1035157e-06,-9.114189,12.859,0.010631697,7.749504,9244.77410531044,1.0631698,15.829067,100.0,1275.4128,-3.3499713,0.011941214,0.00035450573,142.75317,1.1941214,0.05975759,21500,6.3174915,44.218197,57.76,-141.98962923437963,5.975759,0.035450574,215,3689875,29.675838,100,-0.8636682,94.36007
[-5.958 -5.917  0.081 -4.928 11.439],-1.5258789e-07,-6.975708,12.959056,0.010300824,5.7952576,9251.962265253067,1.0300826,13.496323,100.0,1285.1578,-1.8761579,0.015116106,0.000575362,115.44047,1.5116105,0.121617496,21600,7.4094257,31.711254,51.52,-139.35687749237138,12.16175,0.0575362,216,3695027,22.264832,100,0.14402373,94.209625
[-5.958 -5.917  0.081 -4.928 11.54 ],-5.340576e-07,-8.475395,13.046488,0.009370183,7.5092545,9259.74864578247,0.9370183,26.930317,100.0,1294.814,-2.7820725,0.007899905,0.0009218843,57.887123,0.7899905,0.044741344,21700,3.713287,58.452175,52.42,-137.67223532484383,4.4741344,0.09218843,217,3700269,32.74936,100,-0.67848384,93.97197
[-5.958 -5.917  0.081 -4.928 11.626],7.171631e-06,-8.504509,13.134461,0.008536734,8.085236,9267.145114421844,0.85367334,26.27101,100.0,1303.1687,-1.7403394,0.007526635,0.00027426836,372.56287,0.75266343,0.040585876,21800,3.8064773,56.26344,52.77,-137.65237883784465,4.0585876,0.027426835,218,3705546,44.40406,100,1.1474336,93.783104
[-5.958 -5.917  0.081 -4.928 11.714],-3.2806397e-06,-8.563026,13.22849,0.010664119,6.6421294,9274.73158288002,1.0664119,15.308115,100.0,1312.6636,-2.425714,0.014864066,0.00067547685,52.177307,1.4864067,0.08879806,21900,6.532483,33.98138,57.09,-142.31888765919481,8.8798065,0.06754769,219,3711255,23.47808,100,-0.4254815,94.40715
[-5.958 -5.917  0.081 -4.928 11.809],-4.196167e-06,-9.729179,13.329277,0.009394025,7.2730985,9283.249447107315,0.93940264,14.870892,100.0,1321.8958,-3.0089605,0.011504633,0.0005415531,101.57062,1.1504635,0.071060464,22000,6.7245464,40.002712,54.39,-138.51499068084144,7.1060467,0.05415531,220,3716694,28.59806,100,-0.53696984,93.94904
[-5.958 -5.917  0.081 -4.928 11.911],4.8065185e-06,-7.715767,13.436278,0.009172008,6.466825,9290.492688894272,0.91720086,12.057716,100.0,1332.1315,-2.9782667,0.012078439,0.00035040168,212.51369,1.2078439,0.09016409,22100,8.293445,36.574116,52.62,-139.82989075197042,9.016409,0.03504017,221,3721956,23.887901,100,-0.68516004,94.04126
