Bound,MaxIWNorm,MaxIW,InitialReturnMin,EpisodesSoFar,InitialReturnStd,ESSRenyi,ReturnStepMaxmin,EmpiricalD2,ESSClassic,InitialReturnMean,EntropyCoefficient,Iteration,TimestepsSoFar,MeanEntropy,ReturnStepMax,EpThisIter,MeanIWNorm,EpLenMean,TimeElapsed,InitialBound,StdIWNorm,MeanIW,MinIWNorm,InitialReturnMax,Weights,ReturnMeanIW,J_sample_variance,StdIW,MinIW,EpRewMean
1.966052,0.21534453,21.534454,-5.670601,1100,4.225914,11.693056,95.60556,8.552084,14.679692,3.5095215e-06,8.899998,11,82902,1.7922629,100.0,100,0.009731982,75.72,362.2605230808258,15.212844,0.02346222,0.97319824,0.00030579924,14.139221,[ 0.606 -1.189  0.131 -0.002  0.343],3.3443408,576.5691,2.3462217,0.030579926,-166.27655321931158
5.8452,0.31416368,31.416368,-6.4429245,1200,5.1978607,11.077021,96.15201,9.0276985,12.089755,-8.010864e-06,8.799999,12,92362,1.818192,100.0,100,0.01432341,94.6,403.71579098701477,15.161698,0.038624015,1.432341,0.00025243868,18.306198,[ 0.513 -1.241  0.12  -0.055  0.373],7.6786346,3361.8396,3.8624012,0.025243867,-181.61084635968365
-0.2379244,0.038396638,3.839664,-7.1947403,1300,5.65567,69.20978,95.90245,1.4448825,74.29021,-6.942749e-06,8.699997,13,101617,1.8411015,100.0,100,0.009311993,92.55,440.260773897171,15.143715,0.005478051,0.9311993,0.0022417037,20.236305,[ 0.476 -1.22   0.141 -0.121  0.399],0.572899,46.246418,0.54780513,0.22417037,-179.40827847880325
15.475636,1.344326,134.4326,-8.806908,1400,6.282997,0.50281763,96.06297,198.87927,1.8473974,-7.93457e-06,8.599998,14,110481,1.7688081,100.0,100,0.018338248,88.64,475.6129171848297,15.301352,0.13366833,1.8338248,7.3124515e-06,15.963333,[ 0.473 -1.219  0.142 -0.156  0.422],22.97971,46063.55,13.366832,0.00073124515,-172.1371542716687
1.6914703,0.13359502,13.359503,-12.161247,1500,7.038709,16.468092,96.711975,6.072349,27.250042,-7.5531007e-06,8.5,15,123074,1.7402431,100.0,100,0.009931156,125.93,524.1776638031006,14.402498,0.016226789,0.99311566,0.00020364087,18.970886,[ 0.455 -1.244  0.07  -0.204  0.35 ],3.2497475,627.2444,1.622679,0.020364087,-196.7332196782926
38.056015,6.2420664,624.20667,-16.267883,1600,9.6585455,0.18664292,96.88181,535.7825,1.224756,-5.340576e-06,8.400002,16,137256,1.7116385,100.0,100,0.06912208,141.82,577.3675663471222,13.910458,0.6207488,6.9122066,2.454639e-06,21.227448,[ 0.443 -1.275  0.047 -0.248  0.321],54.43439,257584.64,62.07489,0.0002454639,-202.3127178956538
3.5104089,0.14040035,14.040035,-19.29631,1700,9.935624,21.719498,97.30543,4.604158,27.489004,3.0517577e-07,8.299999,17,156852,1.72638,100.0,100,0.012011176,195.96,646.1330115795135,13.4396925,0.019507786,1.2011178,0.00029330366,23.007183,[ 0.318 -1.334  0.015 -0.284  0.293],5.1559825,747.9183,1.9507787,0.029330367,-230.839082821251
21.897684,1.4645904,146.45905,-23.58268,1800,10.969844,0.61764306,97.27798,161.9058,2.0651023,4.3869018e-06,8.200001,18,178586,1.7317288,100.0,100,0.021176213,217.34,719.8362281322479,13.267736,0.14582978,2.1176214,7.5984944e-06,26.657547,[ 0.272 -1.304  0.019 -0.308  0.307],33.204235,114086.62,14.58298,0.00075984944,-233.9953040441353
6.643549,0.4015487,40.154873,-26.40239,1900,10.690161,4.1273737,97.283676,24.228481,7.6306696,1.2207031e-06,8.100002,19,199658,1.7708045,100.0,100,0.011749629,210.72,798.7370045185089,13.146929,0.040879607,1.1749629,9.32531e-05,25.12843,[ 0.232 -1.255 -0.029 -0.309  0.313],10.975515,7453.709,4.0879607,0.00932531,-224.44202288464007
192.43724,18.664991,1866.4991,-29.470627,2000,11.368374,0.028359251,97.28031,3526.1863,1.0387983,5.340576e-07,8.0,20,222023,1.6980193,100.0,100,0.19023976,223.65,876.6285779476166,13.12902,1.8568131,19.023975,1.5756463e-07,31.122513,[ 0.214 -1.247 -0.037 -0.341  0.352],254.04083,6449873.5,185.68129,1.5756463e-05,-217.7095867865241
24.768085,2.6687887,266.87888,-28.328766,2100,11.36318,0.7230575,97.264694,138.30159,1.6543437,5.378723e-06,7.9000015,21,244888,1.6992186,100.0,100,0.034483727,228.65,957.7823345661163,12.470068,0.26587585,3.4483721,4.4698118e-06,21.860863,[ 0.173 -1.177 -0.042 -0.37   0.279],35.873123,104505.92,26.587587,0.00044698117,-208.95884158096544
4.7226543,0.13981405,13.981405,-28.76405,2200,12.475646,18.032663,97.6697,5.5454926,27.309902,3.1280517e-06,7.799999,22,271962,1.6994042,100.0,100,0.01096415,270.74,1054.504277229309,12.295106,0.017887618,1.0964149,0.00014658409,21.910625,[ 0.15  -1.162 -0.037 -0.411  0.28 ],6.980524,753.9275,1.7887617,0.014658409,-205.444035839318
3.0962834,0.19376293,19.376293,-32.162613,2300,11.464381,28.735859,97.49688,3.4799726,13.894227,-2.8991699e-06,7.700001,23,298765,1.6861523,100.0,100,0.009844853,268.03,1141.1813988685608,12.013324,0.02450801,0.9844851,0.00092356437,23.410927,[ 0.148 -1.152 -0.023 -0.433  0.281],5.096228,835.8884,2.4508011,0.092356436,-201.45276459646996
43.245544,3.2087905,320.87906,-38.935364,2400,11.605788,0.2850223,97.8063,350.84976,1.2213278,2.5177003e-06,7.6000023,24,333955,1.7207495,100.0,100,0.03547295,351.9,1256.3804655075073,11.516918,0.31901628,3.5472953,1.7129474e-05,21.096058,[ 0.085 -1.125 -0.021 -0.433  0.267],67.555466,448566.88,31.901625,0.0017129475,-210.04351659637112
0.6636299,0.022816142,2.2816143,-33.1149,2500,11.009305,60.474354,98.06858,1.6535935,74.34657,6.8664554e-07,7.5,25,374243,1.7160532,100.0,100,0.008921312,402.88,1386.3374381065369,11.801792,0.0052404795,0.89213127,0.0012029819,18.755474,[ 0.043 -1.095 -0.008 -0.454  0.302],2.0830684,96.3358,0.524048,0.1202982,-187.62571804096876
0.41401637,0.059617918,5.961792,-24.241447,2600,8.725281,43.787548,98.16807,2.2837543,51.781364,-4.959106e-07,7.4000015,26,418460,1.7037346,100.0,100,0.010961656,442.17,1526.4508230686188,11.890747,0.010577836,1.0961657,0.00040327286,21.04112,[ 0.006 -1.099 -0.009 -0.455  0.297],1.6351466,168.79025,1.0577836,0.04032729,-183.92815119388806
-0.0038363934,0.02875959,2.875959,-19.953678,2700,8.402996,73.68696,98.25734,1.3570923,78.31999,-3.0517577e-07,7.299999,27,466759,1.7121867,100.0,100,0.010455187,482.99,1683.7809252738953,11.772139,0.005500792,1.0455188,0.0016272925,17.41389,[-0.033 -1.113 -0.009 -0.464  0.285],0.7709936,71.49568,0.55007917,0.16272925,-179.40071885466793
3.261355,0.11585711,11.5857115,-30.573399,2800,9.855821,12.3349695,98.27641,8.107033,25.37222,-1.2969971e-06,7.200001,28,515048,1.7447337,100.0,100,0.010065274,482.89,1831.7294874191284,11.203808,0.017262217,1.0065273,0.00018751774,33.71808,[-0.057 -1.093 -0.015 -0.458  0.293],6.461521,1934.7115,1.7262217,0.018751774,-175.04188321031415
10.5323105,1.9172033,191.72034,-25.816906,2900,9.089899,1.4871463,98.267624,67.24288,1.5336648,1.335144e-07,7.1000023,29,560756,1.7459191,100.0,100,0.02376679,457.08,1973.464384317398,11.52705,0.1904361,2.3766794,1.8980727e-05,18.153603,[-0.051 -1.087 -0.022 -0.47   0.326],17.589083,27215.594,19.04361,0.0018980727,-167.37966502685467
1.142923,0.123365104,12.336511,-26.51772,3000,9.946046,27.51723,98.35571,3.6340868,27.81459,-1.6975403e-06,7.0,30,608117,1.712879,100.0,100,0.01120769,473.61,2123.429109096527,11.337508,0.01805529,1.120769,0.00020039189,21.947285,[-0.028 -1.073  0.004 -0.496  0.327],2.8279722,241.92456,1.805529,0.02003919,-152.5709214032876
3.558656,0.67682236,67.682236,-21.859055,3100,7.9012117,3.4819336,98.3475,28.719675,4.842126,-3.8719177e-06,6.9000015,31,654215,1.6945955,100.0,100,0.0155748585,460.98,2262.578735589981,11.090229,0.0690444,1.5574858,6.9545404e-06,20.196268,[-0.036 -1.073 -0.005 -0.502  0.294],7.4634657,2932.7573,6.90444,0.0006954541,-150.39561335533287
2.7096019,0.47060844,47.060844,-28.341206,3200,8.827352,4.7376194,98.364,21.107647,8.057243,2.0980835e-07,6.799999,32,698473,1.637305,100.0,100,0.0168267,442.58,2399.081975221634,10.205275,0.05684136,1.6826701,2.6425629e-05,39.539196,[-2.921e-02 -1.068e+00 -6.213e-04 -5.308e-01  2.756e-01],8.764774,5982.6616,5.684136,0.0026425628,-140.7415317924064
1.0570663,0.10926922,10.926922,-26.746265,3300,8.873161,37.464832,98.44083,2.66917,38.267292,2.2506713e-06,6.700001,33,745893,1.626212,100.0,100,0.010183329,474.2,2547.831372976303,10.078404,0.012934021,1.018333,0.00029402558,16.754313,[-0.059 -1.061  0.003 -0.529  0.218],2.5136318,102.18345,1.2934022,0.02940256,-132.5794944973554
3.5247848,0.28257275,28.257277,-18.97696,3400,8.939216,5.9088697,98.417175,16.92371,10.205854,2.2506713e-06,6.5999985,34,790780,1.6138861,100.0,100,0.011359513,448.87,2690.1576783657074,10.027924,0.03369451,1.1359515,9.851975e-06,21.152262,[-0.062 -1.038 -0.009 -0.523  0.207],6.425355,3653.726,3.3694508,0.0009851975,-130.80632811391155
14.211988,2.8253856,282.53857,-31.50486,3500,8.654364,0.43438157,98.402725,230.21234,2.3898203,3.2615662e-06,6.5,35,837531,1.654334,100.0,100,0.045846086,467.51,2832.0051555633545,9.440102,0.29299974,4.5846095,1.5854023e-06,21.248161,[-0.065 -1.071  0.013 -0.541  0.195],30.145834,104044.63,29.299978,0.00015854024,-139.6157789054549
15.83189,1.2623343,126.23344,-22.451996,3600,8.838099,0.437781,98.39749,228.42471,2.120964,-1.5640259e-06,6.3999977,36,880542,1.688875,100.0,100,0.018480556,430.11,2962.5050497055054,9.829927,0.1255432,1.8480556,1.8266533e-06,22.73413,[-0.06  -1.058 -0.012 -0.548  0.236],27.285137,78588.1,12.55432,0.00018266533,-129.5714308994426
13.991711,0.9976853,99.76853,-19.228958,3700,8.984303,1.3177838,98.345505,75.88498,3.1920154,3.2806397e-06,6.299999,37,920923,1.6659704,100.0,100,0.018110668,403.81,3086.184374332428,9.977206,0.0997373,1.8110669,1.4897197e-06,19.881226,[-0.069 -1.073 -0.039 -0.573  0.27 ],19.764687,31457.402,9.97373,0.00014897197,-132.1449987354436
2.4139621,0.09923653,9.923654,-29.430046,3800,12.797313,25.379507,98.22742,3.9401867,33.282993,3.4332277e-07,6.200001,38,954045,1.6783427,100.0,100,0.011226751,331.22,3189.065022468567,9.250214,0.015895022,1.1226752,0.00062107074,32.364143,[-0.068 -1.043 -0.046 -0.593  0.247],4.5553794,685.423,1.5895025,0.062107075,-127.94657772469768
1.1724857,0.06456749,6.4567494,-25.600353,3900,11.317844,34.05304,98.35669,2.9365954,50.538982,-4.959106e-07,6.0999985,39,989667,1.6835912,100.0,100,0.010180038,356.22,3298.564356803894,9.191789,0.010070886,1.0180038,0.00035759754,31.382982,[-0.053 -1.046 -0.025 -0.608  0.259],2.9651337,254.9556,1.0070887,0.035759754,-114.57940080814816
3.2204175,0.55254513,55.254513,-35.55915,4000,11.977189,5.8200555,98.47829,17.181967,5.909972,-3.7384034e-06,6.0,40,1029041,1.7201334,100.0,100,0.01394736,393.74,3425.017724752426,8.916239,0.05565076,1.394736,7.45827e-05,23.87354,[-0.079 -1.038 -0.011 -0.607  0.265],8.133641,5578.247,5.5650754,0.00745827,-102.70895309677118
0.8978026,0.2660593,26.60593,-41.14426,4100,12.163211,14.453274,98.5475,6.9188476,13.355517,-1.9073486e-06,5.8999977,41,1071033,1.7031244,100.0,100,0.013258181,419.92,3551.1498827934265,8.777307,0.033769455,1.3258182,0.00010202212,20.306519,[-0.112 -1.026  0.004 -0.604  0.301],4.5052905,2661.2566,3.3769455,0.010202212,-95.00694786818667
8.6781,1.1875595,118.75595,-37.003166,4200,12.387875,0.95769095,98.47684,104.417816,2.0385969,-2.3651123e-06,5.799999,42,1108491,1.7227,100.0,100,0.017009344,374.58,3664.095636367798,8.644679,0.11790966,1.7009344,2.0768968e-05,23.16389,[-0.093 -1.002 -0.012 -0.603  0.284],21.282,60866.34,11.790967,0.0020768968,-97.98303426384464
39.998863,3.9205801,392.058,-40.70839,4300,14.896218,0.24284697,98.35541,411.78195,1.4145676,-2.8991699e-06,5.699997,43,1139478,1.7539405,100.0,100,0.046725467,309.87,3755.657605409622,8.462436,0.39007506,4.6725464,4.903237e-06,26.944098,[-0.119 -0.988 -0.036 -0.622  0.304],67.53458,457695.12,39.007504,0.0004903237,-99.87053228038532
1.3748713,0.21920031,21.920033,-51.594162,4400,15.979652,18.097649,98.32103,5.52558,18.35831,3.2424927e-07,5.5999985,44,1171738,1.7292101,100.0,100,0.01156609,322.6,3852.0750403404236,8.102259,0.02439081,1.1566092,8.718753e-05,24.798832,[-0.147 -1.048 -0.015 -0.658  0.335],5.4175406,1701.4352,2.4390812,0.008718753,-109.51670710528573
0.64703727,0.33021992,33.02199,-37.84354,4500,14.702344,19.764662,98.39189,5.059535,12.553022,-1.2969971e-06,5.5,45,1203666,1.7052565,100.0,100,0.013848646,319.28,3954.0537672042847,8.249203,0.03655153,1.3848644,0.000107307766,29.917137,[-0.168 -1.084 -0.029 -0.691  0.31 ],3.4844718,660.1056,3.6551526,0.010730777,-97.07853464746478
5.0819674,1.1818155,118.18156,-32.595932,4600,11.450202,2.1974442,98.39751,45.507412,1.9840695,-1.3160706e-06,5.4000015,46,1239537,1.6386236,100.0,100,0.016791023,358.71,4050.2298154830933,8.121855,0.11801769,1.6791023,1.783444e-06,23.816174,[-0.153 -1.09  -0.03  -0.672  0.287],12.411617,20220.77,11.801769,0.0001783444,-108.05929739798135
2.7906792,0.18546584,18.546585,-31.78002,4700,12.255335,29.613762,98.42807,3.3768084,25.409378,-7.6293946e-07,5.299999,47,1275323,1.6328101,100.0,100,0.011973985,357.86,4141.059340238571,7.625369,0.020515578,1.1973984,0.00017069114,27.046503,[-0.128 -1.073 -0.013 -0.666  0.22 ],4.7373214,1923.7858,2.051558,0.017069114,-102.33478620792025
12.239239,0.6570255,65.70255,-41.02639,4800,13.453744,2.2285292,98.456665,44.872646,5.3641133,2.670288e-06,5.200001,48,1310242,1.6211315,100.0,100,0.024570655,349.19,4227.616459846497,7.1230702,0.10320381,2.4570656,3.6309935e-05,21.98428,[-0.167 -1.047 -0.01  -0.667  0.214],21.400028,20377.396,10.320381,0.0036309937,-94.86286699105703
2.491857,0.33427787,33.427788,-38.60067,4900,12.255503,9.341442,98.47522,10.704986,8.673718,-3.376007e-06,5.1000023,49,1347539,1.6387182,100.0,100,0.013960718,372.97,4323.291386842728,6.981082,0.045300506,1.396072,5.3018553e-05,22.043835,[-2.128e-01 -1.108e+00  1.453e-04 -6.964e-01  2.023e-01],6.701707,2388.9646,4.53005,0.0053018555,-97.86436531384938
25.843761,1.4539934,145.39935,-39.023483,5000,12.131451,2.0506458,98.44615,48.765125,2.1248407,-2.2506713e-06,5.0,50,1383845,1.6875008,100.0,100,0.021269852,363.06,4416.291649341583,6.892806,0.1443569,2.1269855,4.5358993e-06,25.580547,[-0.191 -1.096  0.025 -0.697  0.22 ],34.92739,138738.83,14.435691,0.00045358992,-100.5385805383094
114.59755,13.066943,1306.6943,-40.86908,5100,12.553555,0.07244073,98.36609,1380.439,1.2970302,-3.1089783e-06,4.9000015,51,1418611,1.5995716,100.0,100,0.14971836,347.66,4508.436342954636,6.906451,1.3060662,14.971837,4.202362e-08,28.901152,[-0.225 -1.108  0.037 -0.692  0.269],165.21289,2677830.8,130.6066,4.202362e-06,-110.19203555893571
1.8114812,0.23047136,23.047136,-30.665203,5200,10.023614,14.628428,98.50302,6.8360043,19.770638,1.5258789e-07,4.800003,52,1461079,1.6002092,100.0,100,0.013771194,424.68,4615.253034830093,6.655775,0.027741369,1.3771194,0.00011802735,24.902672,[-0.238 -1.155  0.024 -0.704  0.181],4.4840307,1686.7716,2.7741373,0.011802735,-105.52920882564116
381.34613,51.603096,5160.3096,-40.729942,5300,11.967437,0.0141828265,98.41261,7050.781,1.0204535,4.5776366e-07,4.700001,53,1498594,1.6457068,100.0,100,0.5212829,375.15,4703.505673646927,6.16332,5.1339264,52.128284,6.1477413e-06,20.317108,[-0.233 -1.145  0.005 -0.706  0.181],495.34778,24476820.0,513.3926,0.0006147741,-110.18036662386939
1.4758878,0.13864136,13.864136,-28.57883,5400,10.203559,19.850965,98.44954,5.0375385,22.804007,-3.0517577e-07,4.6000023,54,1536198,1.6814504,100.0,100,0.0124512175,376.04,4785.149085521698,6.6176267,0.022908872,1.245122,0.0005388141,20.185211,[-0.142 -1.105  0.03  -0.695  0.227],3.6140094,419.98615,2.290887,0.05388141,-103.49622559989035
11.607074,2.4837372,248.37372,-31.651768,5500,12.159427,1.0179054,98.43207,98.24096,1.7985926,3.0517577e-07,4.5,55,1572461,1.6384767,100.0,100,0.033473067,362.63,4865.218656301498,6.511468,0.2473364,3.3473072,4.490356e-06,22.083935,[-0.151 -1.135  0.025 -0.704  0.262],22.064457,40584.25,24.733639,0.0004490356,-102.97608140881987
2.0858264,0.21520737,21.520737,-39.486862,5600,11.646184,12.544507,98.41174,7.9716163,18.165684,1.9073486e-08,4.4000015,56,1611603,1.6140642,100.0,100,0.0114634,391.42,4951.336268424988,5.893071,0.024330745,1.1463401,0.0001336519,23.967688,[-0.129 -1.129  0.048 -0.682  0.219],5.8020735,2900.196,2.4330745,0.013365191,-115.12877131940311
649.2729,189.2969,18929.691,-30.510742,5700,10.000413,0.0010518932,98.481705,95066.69,1.0071394,-1.1634827e-06,4.299999,57,1653950,1.7052219,100.0,100,1.8997158,423.47,5044.69372177124,5.8378434,18.834139,189.97159,2.1078706e-07,33.07891,[-0.14  -1.135  0.027 -0.685  0.195],989.24567,98353704.0,1883.4141,2.1078708e-05,-109.74305569387757
50.17037,4.1553116,415.5312,-20.518034,5800,9.074091,0.18375152,98.50853,544.2132,1.3317623,5.722046e-07,4.200001,58,1697171,1.6581937,100.0,100,0.048027482,432.21,5139.648882389069,6.4779997,0.413395,4.8027496,2.636115e-07,18.136395,[-0.148 -1.159  0.022 -0.68   0.286],66.12545,440791.12,41.33951,2.6361151e-05,-106.20936253620313
2.0857365,0.3226703,32.267033,-38.185688,5900,9.898202,12.900963,98.400925,7.7513595,13.890401,7.6293944e-08,4.0999985,59,1739187,1.676363,100.0,100,0.014956816,420.16,5227.841353654861,5.5257354,0.037239827,1.4956818,6.56518e-05,15.100021,[-0.094 -1.137  0.038 -0.646  0.239],5.629529,2440.8066,3.7239826,0.0065651806,-125.8535089620557
253.81677,27.347528,2734.753,-34.471626,6000,10.678999,0.0045992113,98.357925,21742.86,1.0318352,1.2207031e-06,4.0,60,1778305,1.7011364,100.0,100,0.27779686,391.18,5311.756891012192,5.5563993,2.7206328,27.779688,1.3259783e-07,21.247696,[-0.112 -1.107  0.057 -0.644  0.257],423.2501,18067792.0,272.0633,1.3259783e-05,-125.58228002335773
-0.29598272,0.078257136,7.825714,-33.578423,6100,12.243751,40.338707,98.37352,2.4790087,48.65803,-5.340576e-07,3.9000015,61,1813264,1.7130773,100.0,100,0.010043961,349.59,5383.632193565369,5.515153,0.01031725,1.0043961,0.00033609636,25.681084,[-0.112 -1.088  0.037 -0.68   0.282],1.46631,387.53156,1.0317252,0.033609636,-109.50505894882575
1.3937225,0.41136205,41.136208,-36.852962,6200,12.743204,13.154708,98.34421,7.601841,10.428181,-1.5258789e-06,3.7999992,62,1845381,1.7290732,100.0,100,0.016219176,321.17,5446.572250843048,5.2812595,0.04753465,1.6219178,6.445817e-05,27.94348,[-0.121 -1.074  0.025 -0.682  0.294],4.7806864,1808.1531,4.753465,0.0064458167,-105.31095879609816
18.806868,0.88205516,88.20552,-33.889366,6300,13.077096,1.5005823,98.39644,66.64079,4.881629,1.2969971e-06,3.7000008,63,1877536,1.7493025,100.0,100,0.021223381,321.55,5502.178723335266,5.267927,0.09368378,2.1223383,3.0932337e-05,27.826721,[-0.124 -1.104  0.003 -0.711  0.31 ],28.028595,59980.38,9.368379,0.0030932338,-97.03725806486443
6.8906026,0.9940108,99.401085,-37.08976,6400,16.996254,2.9225178,98.21359,34.21707,4.0930176,-8.5830686e-07,3.5999985,64,1902921,1.7461369,100.0,100,0.020480566,253.85,5544.336931228638,4.9947863,0.09913918,2.0480568,2.7000717e-06,39.08097,[-0.066 -1.061 -0.005 -0.711  0.33 ],14.510787,32409.635,9.913919,0.00027000718,-99.81547580427414
35.251633,2.9659357,296.59357,-38.542152,6500,16.294321,0.91119444,98.09593,109.74606,1.9047885,3.0899048e-06,3.5,65,1924958,1.7071806,100.0,100,0.041125707,220.37,5583.681285619736,4.826744,0.29513037,4.1125703,1.9513069e-05,29.281738,[-0.095 -1.055 -0.025 -0.739  0.327],48.71052,275424.25,29.513033,0.001951307,-99.61409899536842
3.787288,0.14203382,14.203382,-30.23724,6600,17.115366,25.625162,97.99162,3.9024143,30.913095,1.8310546e-06,3.4000015,66,1945193,1.6817834,100.0,100,0.0128061725,202.35,5617.40589427948,4.665285,0.019144583,1.2806172,0.00045371085,34.17399,[-0.062 -1.029  0.021 -0.73   0.288],6.0375915,1251.2554,1.9144585,0.045371085,-102.02260675518171
0.16292882,0.14180514,14.180514,-50.574757,6700,15.61314,45.986687,98.08981,2.1745424,33.200123,1.3732911e-06,3.2999992,67,1968666,1.705826,100.0,100,0.011504557,234.73,5656.584928274155,3.8640604,0.016318787,1.1504557,0.0005487033,27.298212,[-0.06  -1.045  0.033 -0.719  0.263],2.6489024,580.13324,1.6318787,0.054870334,-106.82449897040266
8.625026,2.025063,202.5063,-34.020966,6800,13.58321,1.824881,98.32741,54.798096,1.9062879,-3.8146972e-08,3.199997,68,1997605,1.6797233,100.0,100,0.028043414,289.39,5703.902819395065,4.324606,0.20116724,2.8043413,9.941159e-06,23.372007,[-0.096 -1.019  0.025 -0.701  0.287],17.019783,22146.896,20.116724,0.000994116,-97.3208191644329
3.4554121,0.29184267,29.184269,-36.912735,6900,15.305809,11.680073,98.3215,8.56159,12.766084,-1.9073487e-07,3.0999985,69,2026264,1.6717217,100.0,100,0.011643626,286.59,5751.93905377388,3.9767146,0.03043701,1.1643624,2.9799126e-06,29.93762,[-0.1   -1.032  0.001 -0.677  0.261],7.0556583,5397.606,3.0437014,0.00029799127,-97.22629202816559
1.4152799,0.19100176,19.100176,-32.89967,7000,14.999215,18.014666,98.25128,5.5510325,17.620382,-2.2888183e-07,3.0,70,2052653,1.6837832,100.0,100,0.010695331,263.89,5797.676981687546,3.8425083,0.023125788,1.0695333,0.00011750903,35.1797,[-0.098 -1.032  0.02  -0.7    0.253],4.178133,1157.7363,2.312579,0.011750903,-98.79037513770821
2.4793587,0.108150296,10.81503,-37.52118,7100,14.210118,25.886309,98.350876,3.863046,28.889952,-5.1498415e-07,2.8999977,71,2083688,1.654287,100.0,100,0.011236075,310.35,5850.50456905365,3.6322613,0.017628154,1.1236078,0.00014170894,29.993046,[-0.13  -1.031  0.022 -0.675  0.265],4.9375753,1205.8535,1.7628155,0.014170894,-100.72811177244361
