EmpiricalD2,EpRewMean,ReturnStepMax,InitialReturnMin,EpLenMean,ReturnMeanIW,Bound,MeanIWNorm,EpisodesSoFar,MinIWNorm,ESSRenyi,ESSClassic,EpThisIter,MinIW,MaxIW,Weights,TimeElapsed,StdIWNorm,MeanEntropy,InitialBound,ReturnStepMaxmin,InitialReturnMean,MaxIWNorm,EntropyCoefficient,MeanIW,InitialReturnMax,TimestepsSoFar,J_sample_variance,Iteration,InitialReturnStd,StdIW
9.2502165,-107.39708684238786,100.0,-7.22744,21.47,51.082317,43.94703,0.01581319,1100,4.2328084e-06,10.810557,4.504373,100,0.00042328084,73.5914,[ 0.885 -0.285 -0.529 -1.149 -0.288],142.03309273719788,0.07281051,1.088574,-2.3460445,88.99563,-4.043579e-06,0.735914,,1.581319,70.38121,23031,268422.5,11,11.140568,7.2810497
2.6084802,-107.51595318864346,100.0,-6.564537,19.82,3.2346063,1.4446418,0.012241521,1200,0.00041525243,38.3365,47.95954,100,0.041525245,7.27347,[ 0.894 -0.35  -0.559 -1.133 -0.331],156.04542756080627,0.012751709,1.0751989,-1.1082768,88.15077,5.989075e-06,0.0727347,,1.2241521,33.248486,25013,396.51904,12,7.0051947,1.275171
7.9386406,-106.81635677296246,100.0,-9.114365,22.01,8.615878,4.2336464,0.011655033,1300,0.00025255437,12.596615,14.247344,100,0.025255438,28.099794,[ 0.872 -0.378 -0.582 -1.101 -0.344],171.28726744651794,0.0285937,1.0324748,-1.5553235,89.29435,5.378723e-06,0.28099793,,1.1655034,46.659866,27214,8732.783,13,10.7141695,2.8593702
2.0016215,-106.86423516822582,100.0,-8.876472,20.89,4.444001,2.0266004,0.011419182,1400,0.0025358044,49.959496,40.743687,100,0.25358045,10.294406,[ 0.899 -0.417 -0.576 -1.081 -0.386],184.6401026248932,0.013771212,1.0770785,-1.7086718,88.76887,-3.5858154e-06,0.10294405,,1.1419183,51.26004,29303,2879.806,14,9.531669,1.3771212
1.3878001,-106.4591383913603,100.0,-10.406601,23.93,5.0508013,2.9059265,0.011266333,1500,0.00045944884,72.05649,47.276978,100,0.045944884,12.292872,[ 0.858 -0.377 -0.566 -1.038 -0.342],196.6188530921936,0.01189756,1.0603054,-1.8207023,90.10246,-1.4495849e-06,0.12292872,,1.1266333,54.621017,31696,3608.7617,15,13.7364,1.189756
2.0383043,-107.46566373426658,100.0,-8.218506,21.15,1.3925217,-0.82409775,0.010348282,1600,0.0015109308,49.060387,51.28622,100,0.15109308,9.176625,[ 0.803 -0.366 -0.575 -1.038 -0.359],207.74117040634155,0.010085413,1.0430264,-1.5525866,88.83827,2.9373168e-06,0.09176625,,1.0348282,46.577682,33811,523.9062,16,10.009405,1.0085413
2.1830018,-107.04097582356171,100.0,-8.737114,21.92,2.6344237,-0.24859715,0.011112566,1700,0.0009896625,45.808483,46.86525,100,0.098966256,11.997591,[ 0.785 -0.407 -0.601 -1.026 -0.376],221.55760955810547,0.011832549,1.0253909,-1.9512894,89.23349,-4.272461e-06,0.11997591,,1.1112567,58.53855,36003,1417.616,17,11.27872,1.1832548
49.916702,-105.73188050953732,100.0,-10.149513,23.56,68.869576,54.295464,0.021751232,1800,0.00035253432,2.0033374,3.4673843,100,0.03525343,115.99507,[ 0.805 -0.445 -0.625 -1.012 -0.394],236.04082870483398,0.11476776,1.0477799,-2.0628195,90.02447,-9.994506e-06,1.1599507,,2.1751235,61.884277,38359,476216.84,18,14.463692,11.476779
11.014609,-107.43121089526754,100.0,-7.2586136,20.4,7.7206073,4.7571406,0.016093448,1900,5.2904834e-05,9.078852,9.471715,100,0.0052904836,46.92286,[ 0.762 -0.452 -0.607 -1.04  -0.371],250.13774347305298,0.049753875,1.0166062,-0.89292526,88.660614,7.6293946e-07,0.4692286,,1.6093448,26.78778,40399,5497.849,19,7.1450486,4.975388
825.2084,-107.23928178427823,100.0,-9.283218,21.94,256.89584,218.99823,0.09526979,2000,6.9711246e-09,0.12118151,1.1406678,100,6.9711245e-07,891.7699,[ 0.758 -0.405 -0.542 -0.994 -0.402],264.29984426498413,0.88691986,0.87012154,-1.3192652,89.23487,-6.1416627e-06,8.917699,,9.5269785,39.57777,42593,6720728.0,20,9.958926,88.69199
3.3167942,-106.9826423094442,100.0,-9.177536,22.4,21.33507,18.923134,0.01474592,2100,8.384075e-05,30.149595,6.6488724,100,0.008384075,54.993973,[ 0.71  -0.488 -0.547 -1.011 -0.549],280.83747601509094,0.055253226,0.74379146,-1.3243587,89.558784,3.2043456e-06,0.5499397,,1.474592,39.73085,44833,47944.375,21,10.1189575,5.525323
1.3331826,-106.73228962443962,100.0,-8.517609,21.96,2.7017953,0.57982016,0.010603073,2200,0.0031669887,75.008484,73.31168,100,0.31669888,6.2826605,[ 0.704 -0.509 -0.571 -1.032 -0.675],294.19223260879517,0.006397432,0.7533528,-1.8377925,89.33714,-4.0817263e-06,0.0628266,,1.0603073,55.13365,47029,1264.4746,22,9.809793,0.6397432
13.979148,-107.036007797119,100.0,-9.059479,22.19,39.8332,33.899193,0.0175322,2300,0.0002147588,7.153512,4.3301396,100,0.02147588,83.39877,[ 0.747 -0.515 -0.561 -1.03  -0.666],307.5050780773163,0.08240868,0.81161594,-1.5871153,89.352776,-2.8991699e-06,0.8339877,,1.75322,47.613373,49248,157875.95,23,11.168203,8.2408695
4550.9033,-106.85870244624839,100.0,-9.321548,23.37,1618.1627,1476.3232,0.26368254,2400,5.466123e-07,0.02197366,1.0526197,100,5.4661232e-05,2570.0393,[ 0.705 -0.479 -0.553 -1.033 -0.607],321.43154072761536,2.5565119,0.74805206,-2.1025631,89.85511,-3.4713746e-06,25.700392,,26.368263,63.076782,51585,262805700.0,24,13.414438,255.65125
2.193224,-107.02500515222262,100.0,-9.731407,24.14,5.8687644,3.1230538,0.011719462,2500,0.0002749318,45.59498,43.726,100,0.027493183,12.200174,[ 0.762 -0.455 -0.498 -1.014 -0.671],338.5674753189087,0.013295102,0.7558329,-1.8540206,90.132996,-5.1879883e-06,0.12200174,,1.1719463,55.620453,53999,3874.126,25,12.461606,1.3295102
47.128517,-106.02682912993478,100.0,-10.529045,22.49,21.942265,11.14571,0.017717522,2600,3.260218e-06,2.1218576,4.565383,100,0.0003260218,80.64218,[ 0.765 -0.426 -0.466 -1.001 -0.663],351.0456852912903,0.08100604,0.74520284,-1.5726871,89.571205,3.3950805e-06,0.8064218,,1.7717525,47.180717,56248,39343.316,26,11.750455,8.100604
41.255203,-105.83111427843643,100.0,-9.895676,23.49,52.98335,39.422363,0.015762994,2700,6.734911e-06,2.4239366,2.2178597,100,0.0006734911,105.487526,[ 0.782 -0.361 -0.449 -0.989 -0.674],364.6534101963043,0.104664974,0.7544602,-2.1113153,89.98926,-5.9509275e-06,1.0548753,,1.5762994,63.33928,58597,282556.38,27,14.395528,10.466497
3.4977763,-107.99294689499143,100.0,-9.291183,22.38,18.974585,16.293745,0.015140874,2800,0.0005579861,28.589594,7.8162065,100,0.05579861,48.926647,[ 0.757 -0.403 -0.449 -0.997 -0.665],378.44547510147095,0.051997233,0.7699209,-1.4334196,89.534386,5.1498414e-06,0.48926646,,1.5140873,43.00274,60835,44403.344,28,9.645227,5.199723
2.0469697,-106.5086008919081,100.0,-9.245079,21.4,8.711929,6.5141077,0.011485322,2900,0.00021073077,48.852703,30.348793,100,0.021073077,16.70979,[ 0.705 -0.363 -0.431 -0.999 -0.649],392.0974485874176,0.017399501,0.7154006,-1.536157,89.04593,4.196167e-06,0.1670979,,1.1485323,46.08483,62975,6390.6147,29,9.591265,1.7399498
6.1592298,-105.92192831191791,100.0,-12.797485,26.8,8.345911,3.7113352,0.010423966,3000,0.00023050174,16.235796,16.359507,100,0.023050174,20.26221,[ 0.785 -0.408 -0.431 -1.029 -0.703],407.13309144973755,0.023569811,0.7168179,-1.8674443,91.095406,-3.6621093e-06,0.2026221,,1.0423965,56.023216,65655,7304.8643,30,15.490169,2.3569813
70.15296,-106.98610934569199,100.0,-9.011963,22.62,95.18118,77.218864,0.04207262,3100,3.1085729e-06,1.4254565,1.5325477,100,0.0003108573,339.54327,[ 0.783 -0.438 -0.426 -1.049 -0.702],418.55775809288025,0.33723986,0.645018,-2.1445758,89.54079,-9.613037e-06,3.3954327,,4.207262,64.336975,67917,905352.5,31,11.429624,33.723988
3.0181646,-106.14353675729033,100.0,-10.351189,24.97,8.41999,3.724915,0.012344973,3200,0.0006146827,33.132717,41.27026,100,0.06146827,12.486347,[ 0.775 -0.431 -0.434 -1.091 -0.774],433.0284032821655,0.0147265345,0.6411069,-2.7025247,90.49832,8.468628e-06,0.12486347,,1.2344972,81.07599,70414,10439.322,32,15.239984,1.4726536
1.0757638,-106.20643664624146,100.0,-9.834,23.93,0.4642471,-1.8401326,0.009923668,3300,0.004052706,92.95721,95.198685,100,0.4052706,1.7387475,[ 0.772 -0.422 -0.444 -1.104 -0.778],445.35472345352173,0.0022286223,0.642942,-2.2217567,90.12364,-4.7302246e-06,0.017387474,,0.99236685,66.65256,72807,200.64642,33,13.122789,0.22286224
12.493108,-106.64766537312818,100.0,-8.098686,21.65,24.91678,18.22958,0.01568433,3400,0.00016716911,8.004414,9.693748,100,0.016716912,46.46325,[ 0.777 -0.419 -0.448 -1.098 -0.776],456.42144536972046,0.04787172,0.6507622,-1.891958,89.148026,-1.04522705e-05,0.46463248,,1.568433,56.75842,74972,61720.258,34,11.944518,4.7871723
1.5201803,-105.28170798249917,100.0,-12.645714,26.49,2.6627982,0.33884263,0.010433666,3500,0.0019483402,65.78167,68.55216,100,0.19483402,5.0342607,[ 0.79  -0.442 -0.424 -1.112 -0.768],471.6240339279175,0.0070667844,0.68065804,-1.8848621,91.051216,3.2424928e-06,0.050342605,,1.0433667,56.54595,77621,977.2711,35,15.607819,0.70667845
7.9852514,-106.19962695139185,100.0,-11.854179,26.89,23.242636,17.693459,0.012326445,3600,5.290284e-05,12.5230875,8.090044,100,0.0052902843,41.1274,[ 0.828 -0.448 -0.416 -1.127 -0.738],486.39636063575745,0.04154738,0.6777639,-1.9637294,91.10119,1.1672973e-05,0.411274,,1.2326443,58.912235,80310,59171.727,36,14.826805,4.154738
5.5916123,-106.39349713827708,100.0,-9.532387,23.39,28.101934,24.279533,0.015710507,3700,0.00012865123,17.88393,7.151282,100,0.012865123,56.707565,[ 0.852 -0.455 -0.447 -1.119 -0.741],499.0544445514679,0.05660909,0.74411404,-1.6164733,89.90294,-2.4032593e-06,0.56707567,,1.5710508,48.49412,82649,76282.4,37,12.370183,5.660909
4.9537225,-106.16700997139253,100.0,-11.1872635,25.7,5.243996,1.3434577,0.012018609,3800,0.00056273525,20.18684,20.94335,100,0.056273527,22.812614,[ 0.92  -0.473 -0.458 -1.121 -0.675],512.0774900913239,0.023350727,0.7714014,-1.7525077,90.73799,-4.7683716e-06,0.22812614,,1.2018611,52.575085,85219,5345.9336,38,13.135143,2.3350728
40.508564,-106.50396477724541,100.0,-10.031425,23.88,37.388943,28.418402,0.016945114,3900,0.00019761977,2.4686139,3.4055138,100,0.019761978,90.90381,[ 0.89  -0.469 -0.439 -1.138 -0.648],527.0885541439056,0.09024629,0.82722664,-1.4094435,90.08008,-7.93457e-06,0.90903807,,1.6945114,42.283066,87607,147985.02,39,11.823023,9.024629
101.43378,-107.21497855846525,100.0,-8.688019,21.86,44.078175,30.663565,0.02413145,4000,7.645138e-05,0.9858649,3.0573053,100,0.007645138,137.4135,[ 0.912 -0.459 -0.473 -1.142 -0.592],538.7877349853516,0.135885,0.812892,-1.3319578,89.19125,-1.1291504e-05,1.3741349,,2.413145,39.958393,89793,202453.6,40,9.320973,13.588502
19.611921,-107.18617500534096,100.0,-8.271942,22.7,38.366055,30.559584,0.021753917,4100,0.00058702927,5.0989394,3.5900168,100,0.05870293,114.00761,[ 0.788 -0.407 -0.467 -1.125 -0.606],551.904497385025,0.11273279,0.8225585,-1.7627692,89.55649,-3.2043456e-06,1.140076,,2.175392,52.88298,92063,145560.94,41,10.529811,11.273281
15.401725,-106.47894756027914,100.0,-9.713387,23.33,28.457823,22.937775,0.019259471,4200,0.00026695887,6.4927793,4.7029195,100,0.026695888,87.21777,[ 0.748 -0.429 -0.497 -1.131 -0.596],566.1617977619171,0.086696275,0.8502981,-1.4065634,89.87204,-3.5476685e-06,0.8721777,,1.9259473,42.196793,94396,69118.44,42,11.584489,8.669627
6.6990285,-105.94490095402509,100.0,-9.821251,23.72,26.384626,20.381584,0.015015117,4300,3.0272595e-05,14.927538,9.205372,100,0.0030272596,47.72335,[ 0.819 -0.48  -0.51  -1.127 -0.569],577.2011301517487,0.047156136,0.80536103,-2.3193486,90.06704,-2.861023e-06,0.4772335,,1.5015117,69.580376,96768,71790.01,43,15.145769,4.7156143
2.1496418,-105.38731261607681,100.0,-11.762703,24.97,4.7155414,1.0648868,0.011152008,4400,0.0010079806,46.51938,40.544384,100,0.100798056,13.064213,[ 0.86  -0.476 -0.487 -1.116 -0.614],592.2483558654785,0.013504673,0.8446496,-2.4899316,90.55888,2.0217894e-06,0.13064213,,1.1152006,74.69799,99265,5145.668,44,16.833204,1.3504672
5.0130024,-106.95313948342724,100.0,-11.025238,25.38,9.953135,5.873639,0.011009362,4500,9.1353235e-05,19.948126,17.321785,100,0.009135324,23.245874,[ 0.889 -0.461 -0.469 -1.11  -0.574],604.8810057640076,0.024052562,0.8164004,-1.8220375,90.57186,8.010864e-07,0.23245874,,1.1009362,54.661148,101803,11481.284,45,13.575458,2.4052563
5.095346,-106.06628587639679,100.0,-9.214172,22.94,14.502165,9.457563,0.012390976,4600,3.7511422e-06,19.625753,10.611689,100,0.00037511424,25.505186,[ 0.894 -0.488 -0.507 -1.131 -0.603],616.2498383522034,0.035962816,0.78612757,-2.234811,89.75275,-3.5476685e-06,0.25505185,,1.2390977,67.04422,104097,28645.48,46,11.862664,3.5962818
22.686289,-105.84403727648949,100.0,-12.565109,26.37,49.65592,40.34188,0.017213603,4700,1.0673015e-05,4.407949,3.69332,100,0.0010673015,88.98087,[ 0.957 -0.502 -0.528 -1.16  -0.633],628.9165744781494,0.08790054,0.7991343,-1.9554954,90.97241,-2.5939942e-06,0.8898087,,1.7213604,58.66478,106734,272857.53,47,15.778133,8.790054
3.1272395,-104.1640126992616,100.0,-12.163345,25.38,11.115109,6.9558215,0.011145336,4800,0.00034045812,31.977085,34.086395,100,0.03404581,13.268179,[ 0.881 -0.505 -0.536 -1.16  -0.62 ],641.0762934684753,0.015498518,0.80117595,-2.3520062,90.79164,,0.13268179,,1.1145337,70.56017,109272,7578.2246,48,17.089117,1.5498519
1.1794401,-106.26017691326531,100.0,-11.725586,25.13,0.46993187,-1.5596371,0.010083722,4900,0.002062648,84.78599,86.7919,100,0.20626481,2.395506,[ 0.896 -0.517 -0.513 -1.181 -0.618],652.6332983970642,0.0039336993,0.79980946,-1.8688142,90.54321,-1.2969971e-06,0.023955058,,1.0083722,56.064384,111785,335.73294,49,13.342396,0.39336994
3.9325495,-106.03962660221086,100.0,-10.635582,23.31,4.202516,1.2484837,0.010157101,5000,0.00048226884,25.428797,32.177822,100,0.048226885,14.319371,[ 0.893 -0.524 -0.522 -1.171 -0.619],663.6248881816864,0.014746106,0.8057447,-1.489629,89.90196,1.14440915e-07,0.1431937,,1.0157101,44.688873,114116,2531.8628,50,12.703399,1.4746108
3.51721,-106.73732657692587,100.0,-9.922516,22.78,4.844939,1.4787588,0.012336131,5100,0.0003240529,28.431625,28.04665,100,0.03240529,16.879581,[ 0.853 -0.55  -0.537 -1.173 -0.613],676.3897743225098,0.019758957,0.8310543,-1.7948964,89.62886,-4.8065185e-06,0.16879581,,1.2336131,53.84675,116394,1707.4204,51,10.227216,1.9758958
2.5928254,-105.91329002880035,100.0,-12.153229,25.88,8.084807,5.424821,0.011107861,5200,0.0002485809,38.567966,29.113897,100,0.024858091,16.358202,[ 0.843 -0.538 -0.503 -1.185 -0.588],688.1175289154053,0.017332489,0.7987295,-1.6519375,90.815094,-2.708435e-06,0.16358201,,1.1107863,49.558037,118982,6879.5522,52,13.828173,1.7332491
266.9422,-106.38131443055687,100.0,-10.076653,23.73,103.908676,76.95004,0.03078341,5300,3.1650583e-05,0.37461293,1.9976788,100,0.0031650583,216.6573,[ 0.807 -0.508 -0.479 -1.191 -0.62 ],701.2998549938202,0.21561162,0.8818576,-1.6500195,90.034096,1.1062622e-06,2.166573,,3.0783417,49.50061,121355,1151101.4,53,11.023837,21.561161
29.986448,-106.59259468738668,100.0,-10.530769,24.4,22.328587,13.902906,0.019188477,5400,0.00013249741,3.3348398,4.613748,100,0.013249742,84.9255,[ 0.856 -0.515 -0.5   -1.238 -0.537],713.6255648136139,0.087248206,0.9289905,-1.5386639,90.26319,-4.653931e-06,0.84925497,,1.9188478,46.15978,123795,31467.17,54,12.288782,8.724821
24.471224,-106.56435507713385,100.0,-9.821671,23.28,42.900475,32.412666,0.017791413,5500,0.00030545983,4.0864325,6.935129,100,0.030545983,65.02763,[ 0.939 -0.53  -0.537 -1.249 -0.49 ],728.8327252864838,0.06517424,0.96808815,-2.1200998,89.84499,2.4795531e-06,0.6502763,,1.7791412,63.60307,126123,173110.16,55,13.130597,6.5174246
2090.4912,-107.02801147049153,100.0,-9.114151,23.74,473.9036,383.83154,0.16406164,5600,4.5261677e-06,0.047835648,1.0471265,100,0.00045261678,1603.2397,[ 0.975 -0.558 -0.536 -1.228 -0.451],743.4011409282684,1.5948565,0.98795825,-1.9700094,89.98508,-1.0681152e-05,16.032396,,16.406164,59.09996,128497,22503780.0,56,12.242218,159.48567
21.857908,-106.64252084160303,100.0,-9.323509,22.28,29.306755,21.98702,0.023048725,5700,5.552491e-06,4.575003,7.5826073,100,0.0005552491,58.64097,[ 1.093 -0.563 -0.59  -1.251 -0.431],756.7646584510803,0.080466375,0.96224165,-1.5656397,89.42706,-2.9754638e-06,0.5864097,,2.3048723,46.9691,130725,66650.52,57,11.172156,8.046638
1.7986217,-106.24047067157382,100.0,-8.701431,20.55,2.4150684,0.18578005,0.008615088,5800,0.0008073102,55.59813,60.134274,100,0.08073103,4.5213485,[ 1.143 -0.542 -0.573 -1.302 -0.457],767.2454097270966,0.007014529,0.94894576,-1.6622539,88.66029,-3.6621093e-06,0.045213483,,0.8615088,49.8675,132780,636.7573,58,10.936163,0.7014529
1.9533685,-106.7781742971056,100.0,-10.130096,23.2,4.875581,2.1807482,0.0107469885,5900,0.00039303294,51.193615,35.550495,100,0.039303295,14.303815,[ 1.165 -0.52  -0.576 -1.299 -0.47 ],778.8361122608185,0.014470175,0.924153,-1.9281455,89.79505,-3.0517577e-07,0.14303814,,1.0746989,57.84435,135100,3649.65,59,11.321425,1.4470176
1.3743817,-106.77162962946419,100.0,-10.92543,24.04,3.726709,1.4513993,0.010834778,6000,0.0013536131,72.759995,52.727455,100,0.13536131,10.589407,[ 1.183 -0.555 -0.575 -1.323 -0.495],791.5432393550873,0.010259026,0.89384425,-1.9408258,90.11717,1.2588501e-06,0.10589407,,1.0834777,58.224808,137504,2233.9436,60,13.611491,1.0259025
23.02857,-105.86580694629332,100.0,-11.068672,25.02,56.81507,47.01234,0.02092879,6100,8.7816974e-05,4.342432,3.6748264,100,0.008781698,107.603424,[ 1.21  -0.574 -0.577 -1.317 -0.525],804.164000749588,0.10715086,0.8782925,-2.042747,90.537506,-4.119873e-06,1.0760342,,2.0928793,61.28228,140006,301747.2,61,15.761079,10.715085
1.0621274,-106.43838639494193,100.0,-8.479645,21.87,0.27706292,-1.5226662,0.010191678,6200,0.0057288306,94.150665,93.718895,100,0.57288307,1.7742379,[ 1.222 -0.56  -0.563 -1.358 -0.541],816.6812980175018,0.002638459,0.87827575,-1.7462931,89.266716,6.828308e-06,0.017742379,,1.0191679,52.388996,142193,155.42432,62,11.213236,0.26384586
5.879209,-106.74009898555133,100.0,-7.213028,19.76,11.53925,6.428558,0.016809333,6300,0.00013600114,17.00909,6.7779098,100,0.013600115,60.891273,[ 1.226 -0.561 -0.571 -1.356 -0.541],826.7715749740601,0.06233931,0.8752788,-2.1077619,88.19646,-5.9509275e-06,0.6089127,,1.6809332,63.232674,144169,8739.11,63,9.017191,6.233931
17.381546,-105.98929185086892,100.0,-10.7955475,24.22,24.884949,16.43359,0.015787087,6400,5.9580612e-05,5.753228,6.823127,100,0.005958061,58.034824,[ 1.19  -0.544 -0.532 -1.37  -0.544],837.4195504188538,0.058339715,0.852826,-2.0271215,90.247795,1.1825561e-05,0.58034825,,1.5787085,60.814,146591,63914.332,64,14.675276,5.8339715
53.136738,-105.86952659535928,100.0,-9.895866,22.89,63.001934,48.455917,0.021865264,6500,0.000116983,1.8819371,3.6029143,100,0.0116983,112.81895,[ 1.206 -0.575 -0.542 -1.343 -0.566],849.4557974338531,0.11309923,0.89844203,-1.9954828,89.74971,-6.4468386e-06,1.1281894,,2.1865263,59.86429,148880,319679.34,65,12.825641,11.309924
10.522156,-106.6533190354188,100.0,-9.873573,22.39,27.16425,21.505394,0.017897677,6600,8.3675084e-05,9.503756,7.5098095,100,0.008367509,61.038193,[ 1.242 -0.63  -0.545 -1.352 -0.52 ],862.0416948795319,0.06281017,0.84382594,-1.7445164,89.473145,4.53949e-06,0.6103819,,1.7897677,52.335625,151119,61975.55,66,10.774593,6.281018
1.4690872,-105.93444359203535,100.0,-9.522797,22.91,1.6295791,-0.66117024,0.010613267,6700,0.0015479481,68.06947,73.7182,100,0.15479481,3.0442958,[ 1.227 -0.588 -0.567 -1.346 -0.575],875.4923980236053,0.0063370806,0.82948273,-1.8899624,89.75212,2.7465821e-06,0.030442957,,1.0613266,56.698948,153410,448.99896,67,12.666062,0.6337081
3.0324676,-106.55213033983242,100.0,-11.603172,25.48,8.288719,5.1250787,0.012468433,6800,0.00025350341,32.976444,31.687653,100,0.025350343,16.26375,[ 1.241 -0.59  -0.586 -1.341 -0.589],889.1873545646667,0.01830697,0.8112032,-1.8167259,90.63662,-1.335144e-06,0.1626375,,1.2468435,54.501728,155958,6734.3706,68,13.054325,1.8306971
101.622246,-106.35396182048396,100.0,-12.271294,24.81,60.118286,41.29554,0.03503137,6900,1.0672109e-05,0.9840365,2.9368026,100,0.0010672109,192.95056,[ 1.235 -0.608 -0.596 -1.372 -0.608],900.8643045425415,0.20139423,0.7763667,-1.867188,90.42665,2.3269654e-06,1.9295056,,3.5031366,56.015713,158439,468004.1,69,12.95696,20.139423
1.8833143,-107.11245440308181,100.0,-7.016762,18.93,2.1488948,0.842991,0.013310309,7000,0.00022968794,53.09788,42.291565,100,0.022968795,9.415675,[ 1.253 -0.545 -0.589 -1.349 -0.643],912.1684639453888,0.015548227,0.8144285,-0.9515861,87.92038,3.7384034e-06,0.09415675,,1.3310308,28.547695,160332,325.99915,70,7.2175913,1.5548229
4.1016135,-106.79173226636196,100.0,-9.400482,24.27,6.5373883,2.7243924,0.012777533,7100,0.0007380574,24.38065,22.49211,100,0.07380574,23.666935,[ 1.262 -0.586 -0.611 -1.364 -0.605],924.6319062709808,0.023719465,0.80558914,-1.8827311,90.1997,3.1280517e-06,0.23666935,,1.2777534,56.482018,162759,8230.517,71,13.812292,2.3719466
6.4406505,-106.18422801155856,100.0,-10.688614,24.34,33.888916,29.150375,0.018494157,7200,3.0870156e-05,15.526382,4.7399945,100,0.0030870156,82.109276,[ 1.236 -0.599 -0.629 -1.386 -0.613],937.3320002555847,0.08290886,0.756755,-1.8671472,90.27494,5.4931643e-06,0.8210927,,1.8494159,56.014576,165193,128009.695,72,13.248049,8.290885
