EntropyCoefficient,EmpiricalD2,EpLenMean,MaxIW,MinIW,MeanIWNorm,EpRewMean,EpThisIter,Weights,ReturnStepMaxmin,ESSClassic,InitialReturnMin,InitialReturnMax,ReturnStepMax,TimestepsSoFar,InitialReturnMean,MaxIWNorm,StdIWNorm,StdIW,EpisodesSoFar,Iteration,MinIWNorm,MeanEntropy,J_sample_variance,InitialReturnStd,Bound,MeanIW,TimeElapsed,ESSRenyi,InitialBound,ReturnMeanIW
8.100002,4.0608525,35.07,9.79898,0.062025614,0.010948788,-116.854149680725,100,[ 0.51  -0.523 -0.584 -0.789  1.467],92.36159,36.7058,-11.746223,36.85588,100.0,44935,-9.498596e-06,0.0979898,0.014377409,1.4377409,1900,19,0.0006202561,2.8842273,1674.4186,10.071985,4.4044957,1.0948788,231.3568172454834,24.625372,22.151028,6.8801737
8.0,8.520457,44.85,25.85602,0.011639608,0.009374195,-119.26232930012863,100,[ 0.483 -0.626 -0.411 -0.818  1.465],93.681725,11.208953,-15.444405,51.148754,100.0,49420,4.4250487e-06,0.25856018,0.026383722,2.6383722,2000,20,0.00011639608,2.9448981,17613.463,13.793205,8.956406,0.9374196,254.92713403701782,11.73646,21.368864,13.933149
7.9000015,36.60255,59.2,304.70703,0.0035596164,0.043428477,-119.53417140213828,100,[ 0.354 -0.812 -0.357 -0.879  1.526],94.9617,2.0057971,-23.453323,46.99127,100.0,55340,3.8146973e-06,3.0470703,0.3035508,30.35508,2100,21,3.5596164e-05,2.8985207,57596.848,15.973258,23.024939,4.3428483,284.8519504070282,2.73205,21.698328,32.50152
7.799999,17.096523,88.35,58.614773,0.012201684,0.014063568,-126.06682254680312,100,[ 0.028 -0.972 -0.261 -0.774  1.48 ],96.14621,5.424524,-30.65403,53.88677,100.0,64175,9.155273e-07,0.5861477,0.05872243,5.872244,2200,22,0.000122016834,2.9565985,100579.06,17.803764,29.168268,1.4063569,324.5763008594513,5.8491426,20.812235,36.59529
7.700001,3.2164023,118.19,6.3618326,0.052932695,0.00865592,-127.184509867714,100,[-0.215 -1.044 -0.227 -0.804  1.537],96.84779,41.509148,-37.71446,46.379734,100.0,75994,2.4795531e-06,0.063618325,0.010275082,1.0275083,2300,23,0.0005293269,2.9530165,1324.8239,20.972538,4.2624373,0.86559194,373.6600751876831,31.09064,21.219822,7.035069
7.6000023,34.21369,191.75,79.550865,0.030309048,0.015041633,-130.0211866128935,100,[-0.276 -1.1   -0.14  -0.771  1.534],97.643845,3.5216599,-41.414375,42.906475,100.0,95169,2.2888185e-06,0.7955086,0.07872926,7.872926,2400,24,0.00030309046,3.0004,116748.48,19.913914,26.866623,1.5041633,444.2828793525696,2.9228065,21.012718,35.232307
7.5,5.8554835,205.05,12.4054365,0.0008292544,0.011678655,-133.67586856040654,100,[-0.343 -1.075 -0.056 -0.793  1.582],97.69617,26.667774,-46.219257,44.564053,100.0,115674,9.155273e-07,0.124054365,0.01936631,1.9366311,2500,25,8.2925435e-06,2.9415138,3227.8914,20.520317,6.3811197,1.1678656,521.6943264007568,17.078009,20.962358,10.109181
7.4000015,17575.73,253.08,2480.8113,5.2285977e-06,0.2537401,-125.39550679319049,100,[-0.425 -1.041 -0.054 -0.782  1.523],98.00905,1.0461075,-49.649086,39.796204,100.0,140982,-3.0899048e-06,24.808113,2.4678416,246.78421,2600,26,5.2285976e-08,2.8948631,38015748.0,19.25703,396.3991,25.374006,612.515321969986,0.005689664,20.112234,615.8042
7.299999,5.1379943,244.64,18.546263,0.006015139,0.011906242,-114.46215196131872,100,[-0.61  -1.145  0.042 -0.891  1.476],98.06424,24.38651,-51.124107,36.916824,100.0,165446,-1.2207031e-06,0.18546262,0.020965224,2.0965226,2700,27,6.015139e-05,2.898001,5182.7974,17.503643,3.0108683,1.1906241,694.7880821228027,19.462847,19.42836,6.87366
7.200001,26.38126,237.38,55.244793,0.0045210905,0.0203647,-112.84448108061184,100,[-0.718 -1.16   0.106 -0.921  1.479],98.049255,9.63964,-46.9896,32.96764,100.0,189184,4.959106e-07,0.5524479,0.062350016,6.2350016,2800,28,4.5210905e-05,2.9205377,39097.184,17.712265,13.883589,2.0364697,781.2366948127747,3.7905695,19.29929,21.92863
7.1000023,147.2338,178.8,243.65872,0.00062136276,0.0322345,-113.77679865970411,100,[-0.801 -1.223  0.092 -1.032  1.502],97.727325,1.7418635,-42.649593,50.3453,100.0,207064,-4.234314e-06,2.436587,0.24210186,24.210186,2900,29,6.2136273e-06,2.8597372,250574.39,16.537813,28.974548,3.2234504,843.9663143157959,0.6791919,19.057644,49.337532
7.0,10.7703285,242.44,35.668793,0.011035878,0.010257724,-93.78764625111553,100,[-1.112 -1.275  0.109 -1.057  1.441],98.2263,7.395143,-46.53188,39.070877,100.0,231308,1.1444092e-06,0.35668793,0.036298994,3.6298993,3000,30,0.00011035878,2.8871357,12917.367,17.344654,8.449896,1.0257725,927.5734405517578,9.284768,18.467098,13.540201
6.9000015,7.7794824,302.8,22.696766,0.018715583,0.011459903,-94.18538446560233,100,[-1.326 -1.234  0.118 -0.989  1.469],98.3779,17.153717,-35.69288,33.72053,100.0,261588,9.536743e-07,0.22696765,0.025184792,2.518479,3100,31,0.00018715582,2.8919528,3959.5498,15.378138,5.2323813,1.1459904,1030.4317336082458,12.854325,18.73148,8.550835
6.799999,101.66019,347.54,248.13602,6.301377e-05,0.06396051,-88.59432985086026,100,[-1.337 -1.255  0.049 -0.945  1.473],98.49016,3.52384,-52.965534,27.304699,100.0,296342,-7.6293944e-08,2.4813602,0.33466765,33.466763,3200,32,6.301377e-07,2.853271,324732.78,14.813369,50.868065,6.396049,1147.1647837162018,0.9836693,17.899757,68.6692
6.700001,1.3724415,277.8,3.6119952,0.39206797,0.010670739,-95.84677294116047,100,[-1.269 -1.08  -0.012 -0.893  1.434],98.30995,77.429344,-49.797554,34.51782,100.0,324122,-1.2207031e-06,0.036119953,0.0057612113,0.57612115,3300,33,0.0039206794,2.8515697,335.41043,16.180223,0.9297614,1.067074,1234.7981696128845,72.86285,17.456999,2.8743768
6.5999985,121.1016,332.25,158.819,0.001681317,0.023844806,-82.04623864813436,100,[-1.368 -1.091 -0.012 -0.875  1.433],98.50612,2.21193,-41.281345,25.911005,100.0,357347,-1.7166137e-06,1.58819,0.1585445,15.854449,3400,34,1.681317e-05,2.866741,92335.09,15.395474,14.482273,2.3844812,1343.046672821045,0.8257529,17.444307,29.62512
6.5,2.1626804,378.48,5.608141,0.063974015,0.009953018,-79.11369972850326,100,[-1.54  -1.219 -0.097 -0.898  1.447],98.58194,50.723473,-44.50374,24.798817,100.0,395195,1.2588501e-06,0.056081407,0.00981003,0.98100305,3500,35,0.00063974014,2.8568354,362.92816,13.115768,-0.55014956,0.9953019,1462.8880088329315,46.23892,17.150358,1.6314317
6.3999977,11.5360155,414.93,31.41708,0.008779496,0.015047271,-71.20116998583988,100,[-1.554 -1.201 -0.077 -0.85   1.438],98.6568,12.127323,-45.1105,30.343498,100.0,436688,7.6293946e-07,0.31417078,0.040504396,4.05044,3600,36,8.779496e-05,2.8243256,3634.0828,13.411432,6.417284,1.504727,1595.6357333660126,8.668505,16.780056,11.524501
6.299999,53.624767,358.77,66.68206,0.00021136166,0.018302668,-71.64846163238565,100,[-1.563 -1.081 -0.071 -0.86   1.406],98.600586,5.509061,-40.42299,28.570387,100.0,472565,1.2207031e-06,0.6668206,0.07580024,7.580025,3700,37,2.1136166e-06,2.7553284,38286.066,15.819192,11.506281,1.8302666,1713.024466753006,1.86481,16.445818,21.373388
6.200001,242.04675,349.52,351.43887,0.0002536928,0.04154806,-76.30172956611528,100,[-1.543 -1.063 -0.05  -0.879  1.336],98.563385,1.394654,-49.960835,32.87896,100.0,507517,-1.335144e-07,3.5143886,0.34935555,34.93556,3800,38,2.536928e-06,2.777351,488356.97,16.292696,44.136505,4.154805,1815.6682353019714,0.41314334,15.417677,70.045944
6.0999985,6.6761036,376.04,25.923233,0.043649543,0.014515102,-64.943804490435,100,[-1.578 -1.215 -0.122 -0.895  1.359],98.65459,11.989075,-44.132618,26.0489,100.0,545121,-1.3732911e-06,0.2592323,0.039327428,3.9327428,3900,39,0.0004364954,2.8120503,1361.7283,15.057693,1.4479201,1.4515103,1932.2952468395233,14.978797,15.470747,5.2489386
6.0,8747.222,377.3,2730.0,2.570264e-06,0.27753314,-71.65465711398662,100,[-1.55  -1.174 -0.078 -0.871  1.393],98.62018,1.0334601,-37.515076,33.270355,100.0,582851,9.918213e-07,27.3,2.715891,271.58902,4000,40,2.570264e-08,2.7807913,12801308.0,15.717084,238.27536,27.753323,2050.5199472904205,0.011432202,15.621801,355.2306
5.8999977,58.64878,296.31,134.65227,0.00035674326,0.017953165,-83.61123592747609,100,[-1.636 -1.103  0.011 -0.94   1.361],98.43565,1.7706802,-39.96543,39.06857,100.0,612482,1.9073486e-06,1.3465227,0.13371854,13.371855,4100,41,3.5674325e-06,2.7816873,46636.332,19.300909,12.1847515,1.7953169,2144.603636741638,1.7050653,15.074483,22.386927
5.799999,4.338058,431.96,26.014854,0.054624822,0.013181848,-53.30838478320828,100,[-1.656e+00 -1.100e+00  4.433e-05 -8.274e-01  1.363e+00],98.753174,15.1358795,-45.95406,30.762497,100.0,655678,2.2888183e-07,0.26014853,0.031212928,3.121293,4200,42,0.0005462482,2.796898,1072.7223,13.059705,1.4705956,1.3181849,2276.5511684417725,23.05179,14.601982,4.6610336
5.699997,7.640009,416.02,31.129574,0.006335335,0.011639417,-58.242024240436876,100,[-1.743 -1.139  0.004 -0.883  1.378],98.72,10.391493,-53.7017,29.981289,100.0,697280,-7.6293946e-07,0.31129572,0.034179598,3.4179597,4300,43,6.335335e-05,2.7560434,3151.763,14.399581,0.20552969,1.1639419,2402.312582731247,13.08899,14.152252,5.1533475
5.5999985,3.5335493,407.78,14.18469,0.05070974,0.01089251,-55.134917123073535,100,[-1.713 -1.1    0.026 -0.903  1.337],98.72958,27.393503,-41.22872,33.860554,100.0,738058,5.722046e-07,0.1418469,0.017733395,1.7733395,4400,44,0.0005070974,2.753899,888.2708,12.935752,0.5251813,1.0892509,2528.863475084305,28.300158,14.059548,3.1085367
5.5,10.059619,439.76,16.308945,0.0067060287,0.011844517,-51.25127113501795,100,[-1.814 -1.126  0.047 -0.886  1.335],98.76691,17.519306,-40.40085,28.940413,100.0,782034,,0.16308944,0.025700118,2.5700114,4500,45,6.706028e-05,2.745715,3250.1123,13.1363735,4.5792713,1.1844517,2661.780153274536,9.940734,13.79975,8.850571
5.4000015,1.3059269,371.97,3.369781,0.2913574,0.009904381,-62.65555275332517,100,[-1.837 -1.123  0.094 -0.938  1.326],98.66312,80.4443,-47.960175,27.766006,100.0,819231,2.4414062e-06,0.03369781,0.004883335,0.4883335,4600,46,0.002913574,2.7631137,375.15167,17.795763,-1.1656123,0.99043816,2775.141456604004,76.57397,13.228194,0.6613053
5.299999,75.557816,393.75,94.14786,0.00013407075,0.028527815,-57.7645603972216,100,[-1.835 -1.126  0.086 -0.94   1.344],98.70659,4.1540723,-62.20687,23.44408,100.0,858606,1.6403199e-06,0.94147855,0.13703085,13.703086,4700,47,1.3407075e-06,2.6909308,51103.223,14.46132,15.537182,2.8527818,2894.7803568840027,1.3234898,12.57094,33.561417
5.200001,1526.7878,391.04,629.6215,0.0004870813,0.07593412,-64.71150842059613,100,[-1.858 -1.08   0.084 -0.918  1.272],98.66902,1.4428045,-37.62223,24.730965,100.0,897710,6.8664554e-07,6.296215,0.627592,62.759205,4800,48,4.870813e-06,2.7265391,1353612.2,12.204052,70.37107,7.593412,3015.444116830826,0.06549698,12.73877,119.37294
5.1000023,8.945898,348.27,39.286034,0.0066483933,0.014766488,-70.12024247278204,100,[-1.809 -1.082  0.011 -0.97   1.307],98.59732,11.197952,-34.199276,31.730732,100.0,932537,-6.1035155e-07,0.39286032,0.041583337,4.158334,4900,49,6.648393e-05,2.7581677,4610.7544,14.307508,3.6791794,1.4766487,3120.9006054401398,11.178308,12.765379,7.0888124
5.0,27.55793,375.0,125.00919,0.0054403935,0.01962581,-59.47844425131678,100,[-1.889 -1.165  0.023 -0.993  1.339],98.682785,2.4335434,-43.48872,34.802143,100.0,970037,-2.4414062e-06,1.2500919,0.12426771,12.426771,5000,50,5.4403932e-05,2.7808828,16701.549,17.056265,5.3457704,1.962581,3239.639318704605,3.6287196,12.341211,12.955666
4.9000015,35.956142,349.99,135.2546,0.00036803784,0.024032058,-73.27578037354304,100,[-1.892 -1.147  0.092 -1.003  1.362],98.58127,3.0433486,-52.19514,30.78308,100.0,1005036,-3.4332277e-07,1.3525459,0.13564503,13.564506,5100,51,3.6803783e-06,2.7202778,29557.7,16.471014,9.237632,2.403206,3350.596738576889,2.781166,11.886492,19.6703
4.800003,22.14933,340.72,128.84378,0.0029279878,0.0223907,-71.9123818242902,100,[-1.981 -1.138  0.118 -1.022  1.301],98.57788,2.9362168,-44.857582,34.342873,100.0,1039108,-2.5939942e-06,1.2884377,0.12873664,12.873667,5200,52,2.9279878e-05,2.677333,16590.826,14.905952,6.5431476,2.2390702,3457.054253578186,4.514809,11.562086,13.580267
4.700001,122.12514,364.92,204.38226,0.00032524046,0.030196486,-69.12352067188654,100,[-1.931 -1.172  0.172 -1.02   1.258],98.621155,2.1302269,-46.059803,28.112812,100.0,1075600,-1.3732911e-06,2.0438225,0.20467636,20.467636,5300,53,3.2524044e-06,2.685594,118216.32,14.179033,20.179482,3.0196486,3569.840049982071,0.8188322,11.04814,37.146416
4.6000023,109.187225,415.39,166.90025,1.15109215e-05,0.02168469,-48.275700367856295,100,[-1.986 -1.117  0.092 -0.963  1.267],98.76756,1.6803782,-48.442047,28.093397,100.0,1117139,-7.6293946e-07,1.6690025,0.16587073,16.587072,5400,54,1.1510921e-07,2.6351476,85924.82,14.376774,10.764093,2.168469,3697.331551551819,0.91585803,10.739002,27.636894
4.5,47.30708,400.38,354.5866,0.001965506,0.04683696,-58.77559213830493,100,[-1.972 -1.064  0.145 -0.918  1.216],98.706406,1.7309453,-33.520805,25.774448,100.0,1157177,-9.536743e-07,3.545866,0.3529031,35.29031,5500,55,1.9655059e-05,2.6625245,113279.76,14.487854,23.094385,4.6836963,3813.3596165180206,2.1138484,10.740803,30.779604
4.4000015,33788.0,420.53,8861.555,3.3388624e-06,0.91038275,-51.43576897481548,100,[-1.816 -1.111  0.111 -0.934  1.244],98.75537,1.054956,-43.34413,18.603582,100.0,1199230,-4.5776366e-07,88.61555,8.816656,881.6658,5600,56,3.3388623e-08,2.6234431,20700648.0,12.263165,221.6641,91.03829,3942.120131969452,0.0029596307,10.270307,487.241
4.299999,28.130577,313.5,77.31161,0.004312734,0.015784403,-75.53163971842262,100,[-1.891 -1.144  0.036 -1.032  1.205],98.51814,3.8817213,-47.07475,29.618975,100.0,1230580,-8.392334e-07,0.77311605,0.078545086,7.854509,5700,57,4.312734e-05,2.656273,28126.94,17.690506,12.18071,1.5784402,4029.034702539444,3.5548506,9.711644,20.503254
4.200001,11.763772,412.89,44.153156,0.005686949,0.013262608,-46.42211374928605,100,[-1.832 -1.226  0.038 -1.015  1.237],98.77513,7.963545,-52.35687,26.752762,100.0,1271869,-9.918213e-07,0.44153154,0.045087446,4.508745,5800,58,5.686949e-05,2.6152406,6246.544,15.214314,0.28515434,1.3262608,4131.680307626724,8.500675,9.4111185,6.2710023
4.0999985,93.89602,418.02,282.43283,0.001474005,0.04569967,-41.66900066531705,100,[-1.831 -1.221 -0.003 -1.002  1.196],98.800644,2.4890227,-49.0274,21.59541,100.0,1313671,-3.6239624e-07,2.8243282,0.2860391,28.603912,5900,59,1.4740051e-05,2.6597657,64748.05,13.052609,15.878578,4.5699677,4236.743901252747,1.0650079,9.088236,31.714422
4.0,4.2842946,375.73,10.112056,0.042287245,0.011092655,-62.807094802269695,100,[-1.749 -1.248  0.051 -1.019  1.241],98.66568,34.622417,-40.844086,34.46041,100.0,1351244,9.155273e-07,0.101120554,0.01524303,1.524303,6000,60,0.00042287246,2.649892,1111.2026,16.405687,3.2994528,1.1092657,4331.962777853012,23.341064,9.277594,6.1174955
3.9000015,499.8792,414.59,539.13275,0.00013692278,0.06252729,-49.71423098641356,100,[-1.855 -1.223  0.069 -0.987  1.231],98.76018,1.342062,-46.262016,32.39756,100.0,1392703,-6.8664554e-07,5.3913274,0.5361043,53.61042,6100,61,1.3692278e-06,2.6264634,513715.2,14.786466,41.7748,6.2527275,4436.326643943787,0.20004833,8.792516,76.252304
3.7999992,2.7154827,441.97,12.022386,0.05162045,0.010811413,-41.17738657631575,100,[-1.906 -1.116  0.127 -0.898  1.207],98.81366,35.83624,-43.59764,27.748514,100.0,1436900,1.4495849e-06,0.12022385,0.014466589,1.446659,6200,62,0.0005162045,2.6034234,314.9137,11.475451,1.0044801,1.0811414,4547.182572603226,36.825867,8.527306,3.399258
3.7000008,5.35251,448.76,24.073303,0.008479438,0.011593056,-47.44408823333949,100,[-1.963 -1.061  0.116 -0.863  1.184],98.78856,13.604568,-27.42146,28.72157,100.0,1481776,1.4877319e-06,0.24073303,0.029214667,2.9214666,6300,63,8.4794374e-05,2.5859382,770.7643,10.294939,2.5076525,1.1593055,4659.190449953079,18.682823,8.675284,4.7226114
3.5999985,5167.055,462.44,1180.5061,4.4903194e-05,0.12252038,-46.12250105483902,100,[-1.971 -1.152  0.096 -0.911  1.167],98.80052,1.0769075,-25.382492,30.635468,100.0,1528020,-7.6293946e-07,11.80506,1.1742697,117.42697,6400,64,4.4903194e-07,2.6109316,5845368.0,10.935932,166.2638,12.252035,4763.191890239716,0.019353384,8.288191,239.66866
3.5,27.579468,385.88,89.75961,0.0019505385,0.019172458,-54.55447263186603,100,[-1.948 -1.069  0.051 -0.958  1.192],98.71724,4.2599125,-46.434387,35.20172,100.0,1566608,1.0681152e-06,0.8975961,0.09089172,9.089171,6500,65,1.9505384e-05,2.6092584,11589.4795,14.350339,6.7570877,1.9172455,4848.888443946838,3.6258857,7.590449,14.885607
3.4000015,1.4269942,412.95,3.8625612,0.2013265,0.0103876265,-44.71753001571769,100,[-1.958 -1.129 -0.003 -0.949  1.19 ],98.78342,74.833755,-40.67153,29.3195,100.0,1607903,1.9073487e-07,0.038625613,0.0060238857,0.6023886,6600,66,0.002013265,2.6113575,150.97232,12.917493,-0.07900548,1.0387627,4939.424046039581,70.07737,7.515765,1.5404924
3.2999992,53.207264,450.94,58.663704,0.0011289911,0.020354748,-32.0312642021573,100,[-2.018 -1.147 -0.015 -0.946  1.193],98.85794,5.434493,-34.80517,30.978886,100.0,1652997,4.196167e-07,0.586637,0.08490878,8.490877,6700,67,1.12899115e-05,2.6011689,18739.14,11.941697,11.551556,2.0354748,5038.199811697006,1.8794426,7.4573054,20.014236
3.199997,3.1847367,404.29,23.05672,0.019916764,0.012193285,-43.99859409829304,100,[-2.033 -1.214 -0.008 -1.056  1.182],98.78235,17.36435,-50.0552,24.321995,100.0,1693426,1.5258789e-07,0.2305672,0.026599608,2.6599607,6800,68,0.00019916763,2.5855598,925.02124,12.933625,-0.34455514,1.2193286,5127.524054288864,31.399769,6.6552258,2.6330338
3.0999985,7.2032375,379.03,41.830227,0.013287514,0.016966349,-52.87559118975469,100,[-2.09  -1.22  -0.02  -1.097  1.166],98.72099,11.904057,-49.8659,23.298136,100.0,1731329,-9.155273e-07,0.41830227,0.04615501,4.615501,6900,69,0.00013287514,2.5801034,4032.851,17.24986,8.128914,1.6966348,5208.26992225647,13.882647,6.3530335,12.590057
3.0,2.3318393,455.19,9.644075,0.032706738,0.01105016,-33.112969708648144,100,[-2.204 -1.249 -0.015 -1.079  1.161],98.85451,36.941113,-42.003414,33.56558,100.0,1776848,-2.2888183e-07,0.096440755,0.014437328,1.4437327,7000,70,0.00032706736,2.5640547,277.63138,11.013998,0.711468,1.1050161,5305.74782037735,42.8846,6.3401957,2.8494923
2.8999977,10.296957,423.31,29.61321,0.013344144,0.010393922,-52.33760156303781,100,[-2.282 -1.268 -0.022 -1.105  1.145],98.752716,9.668681,-43.377094,28.050858,100.0,1819179,-3.8146973e-07,0.2961321,0.03176985,3.1769853,7100,71,0.00013344144,2.603118,7106.1646,12.519502,2.490643,1.0393926,5393.3252103328705,9.711607,5.989849,7.1303835
