InitialReturnMin,StdIW,ReturnStepMax,InitialReturnStd,InitialReturnMean,StdIWNorm,J_sample_variance,ReturnMeanIW,EpThisIter,EpLenMean,EpRewMean,ESSRenyi,EmpiricalD2,Iteration,Bound,MeanIW,ESSClassic,InitialReturnMax,Weights,InitialBound,EpisodesSoFar,TimeElapsed,MaxIWNorm,MeanIWNorm,MinIW,ReturnStepMaxmin,MinIWNorm,MeanEntropy,MaxIW,TimestepsSoFar
-4.257744,,100.0,2.552532,6.3323973e-06,1.8626451e-09,6.581232,6.3180923e-06,100,16.27,-108.08413220620574,100.0,1.0,11,-0.22271962,1.0,100.0,6.681778,[ 0.755  0.479  0.681  0.266 -0.422],0.7742705,1100,151.75573658943176,0.01,0.010000002,1.0,86.07567,0.01,0.9969901,1.0,19647
-4.407013,0.9479215,100.0,2.6578841,5.1879883e-06,0.009479214,18.823555,0.42361754,100,16.8,-108.30243340613296,39.814777,2.5116303,12,0.0027440488,1.021579,53.734688,7.967003,[ 0.755  0.479  0.681  0.266 -0.422],0.73142844,1200,163.37263369560242,0.05504958,0.010215789,0.06963627,86.46281,0.0006963627,0.97371495,5.504958,21327
-3.847618,62.322582,100.0,2.5716136,-6.1035155e-07,0.6232258,200396.3,44.845486,100,16.43,-108.69259960481945,0.17264833,579.2121,13,37.148228,7.0368404,1.2588176,9.594856,[ 0.721  0.454  0.656  0.246 -0.445],0.6538858,1300,175.7550027370453,6.258452,0.0703684,2.1693566e-05,86.122284,2.1693566e-07,0.8329357,625.8452,22970
-3.9096146,,100.0,2.572478,-1.9073486e-06,1.8626451e-09,6.684488,-1.9073486e-06,100,16.41,-108.60426344589371,100.0,1.0,14,-0.34149566,1.0,100.0,10.244812,[ 0.73   0.413  0.788  0.365 -0.586],0.49144003,1400,192.38751673698425,0.01,0.010000002,1.0,86.17513,0.01,0.8329357,1.0,24611
-3.4237137,1.2038264,100.0,2.5167139,-1.6784668e-06,0.012038264,91.4083,1.1884105,100,16.42,-109.16601938991222,44.737415,2.2352655,15,0.73400325,1.1887617,49.37038,9.11805,[ 0.73   0.413  0.788  0.365 -0.586],0.52899903,1500,204.0405251979828,0.09139509,0.011887617,0.026065016,86.05437,0.00026065015,0.78963506,9.139509,26253
-4.4388657,0.00014708146,100.0,2.6585348,-7.6293945e-06,1.4707998e-06,7.139612,3.5330653e-05,100,16.67,-108.33754072009677,100.0,1.0,16,-0.26083583,1.0000156,99.999985,7.8261337,[ 0.76   0.433  0.743  0.39  -0.629],0.52875626,1600,219.52853083610535,0.010004241,0.010000155,0.99969333,86.35869,0.009996933,0.7896353,1.0004241,27920
-4.3582993,0.500708,100.0,2.7412646,-5.1879883e-06,0.0050070793,10.988417,0.19576234,100,16.7,-108.11556687203442,79.88776,1.2517563,17,-0.079966456,1.0301543,80.890045,7.393387,[ 0.76   0.433  0.743  0.39  -0.629],0.5431838,1700,231.59155535697937,0.028281655,0.010301544,0.22378488,86.45413,0.0022378487,0.75878775,2.8281655,29590
-3.961235,0.82186323,100.0,2.52238,-5.264282e-06,0.008218631,13.050709,0.3897944,100,16.56,-108.45012045069215,54.65415,1.8296872,18,0.14011094,0.98357546,58.885666,5.537613,[ 0.778  0.442  0.749  0.406 -0.66 ],0.5741954,1800,243.92737102508545,0.054031514,0.009835754,0.047606952,86.275536,0.00047606952,0.7597606,5.4031515,31246
-4.032112,0.6114747,100.0,2.523564,-4.577637e-06,0.006114747,8.890292,0.33098865,100,16.67,-108.41419803210972,63.067993,1.5855904,19,0.022673726,0.94332004,70.41345,7.345482,[ 0.784  0.457  0.759  0.398 -0.659],0.5149066,1900,255.88846135139465,0.037657082,0.009433199,0.12912829,86.36406,0.0012912829,0.76921767,3.7657082,32913
-3.7839203,0.700062,100.0,2.4157717,1.1444092e-06,0.0070006195,15.586718,0.48376727,100,16.27,-108.54085814383005,52.051315,1.9211811,20,0.1865449,0.9025016,62.43383,6.433075,[ 0.768  0.433  0.771  0.379 -0.65 ],0.554783,2000,267.65227603912354,0.036520366,0.009025015,0.058202624,86.0574,0.0005820262,0.74666345,3.6520367,34540
-4.4148254,3.5243396e-05,100.0,2.8629534,-4.119873e-06,3.5242962e-07,8.279464,3.5762787e-06,100,17.29,-109.06748413062161,100.0,1.0,21,-0.29844183,1.0000026,100.0,8.9533615,[ 0.764  0.415  0.751  0.376 -0.672],0.44821388,2100,282.2403681278229,0.01000087,0.010000026,0.99992836,86.772255,0.009999284,0.74666345,1.000087,36269
-4.011589,,100.0,2.4783378,-4.043579e-06,1.8626451e-09,6.2042003,-4.0382147e-06,100,15.74,-107.58037940028987,100.0,1.0,22,-0.22290672,1.0,100.0,6.6870804,[ 0.764  0.415  0.751  0.376 -0.672],0.52375674,2200,293.63302087783813,0.01,0.010000002,1.0,85.71902,0.01,0.74666345,1.0,37843
-3.971016,,100.0,2.6226947,-3.890991e-06,1.8626451e-09,6.948008,-3.9190054e-06,100,16.22,-107.88188753807573,100.0,1.0,23,-0.29451787,1.0,100.0,8.835419,[ 0.764  0.415  0.751  0.376 -0.672],0.45214558,2300,304.97194051742554,0.01,0.010000002,1.0,86.06876,0.01,0.74666345,1.0,39465
-4.5081863,0.5055726,100.0,2.8438952,3.0517579e-06,0.005055726,13.851989,0.286375,100,16.66,-108.06752333850689,76.14021,1.3133664,24,-0.00880608,0.95312715,78.04197,7.727104,[ 0.764  0.415  0.751  0.376 -0.672],0.4890964,2400,316.77904176712036,0.03621744,0.009531271,0.20657934,86.37542,0.0020657934,0.76668143,3.6217442,41131
-3.63826,0.8228189,100.0,2.1137457,-5.1116945e-06,0.008228188,8.514726,0.3177685,100,16.07,-108.40733041899308,45.832275,2.1818686,25,0.041826338,1.000571,59.65668,5.604347,[ 0.772  0.421  0.756  0.403 -0.652],0.57986474,2500,329.9419918060303,0.044167705,0.010005708,0.11362154,85.91665,0.0011362154,0.77385056,4.4167705,42738
-4.7085724,0.6518687,100.0,2.6880174,-6.790161e-06,0.0065186867,7.476074,0.32626486,100,16.8,-108.06254384720152,68.06026,1.4692862,26,0.059951752,0.92897964,67.00668,6.5911407,[ 0.798  0.455  0.723  0.414 -0.645],0.554139,2600,342.97562980651855,0.055151965,0.009289796,0.091196485,86.53489,0.0009119648,0.7854681,5.515197,44418
-3.495285,,100.0,2.2751598,3.6621093e-06,1.8626451e-09,5.228638,3.6656857e-06,100,15.97,-107.83505169056272,100.0,1.0,27,-0.28283504,1.0,100.0,8.485161,[ 0.789  0.439  0.713  0.391 -0.633],0.5026331,2700,356.0163562297821,0.01,0.010000002,1.0,85.90067,0.01,0.7854681,1.0,46015
-4.179512,4.3766494,100.0,2.742557,-5.569458e-06,0.043766487,163.96153,2.3022757,100,16.51,-108.27243827510777,9.36495,10.678113,28,1.5154884,1.4640847,10.06425,7.2232285,[ 0.789  0.439  0.713  0.391 -0.633],0.5446882,2800,368.36440205574036,0.399393,0.014640846,0.015533656,86.26899,0.00015533656,0.8192612,39.9393,47666
-4.3472595,1.3937374,100.0,2.9037824,-1.6021728e-06,0.013937374,101.3118,0.9083831,100,16.29,-107.83324628840766,30.570911,3.2710834,29,0.40441442,1.0860486,37.78026,8.359474,[ 0.795  0.451  0.769  0.388 -0.6  ],0.54061043,2900,384.25503969192505,0.12122564,0.010860487,0.008205537,86.12279,8.205537e-05,0.8158207,12.122564,49295
-3.9561234,2.721101,100.0,2.2239716,-2.1362305e-06,0.027211012,63.33553,0.85764384,100,15.88,-108.00478762184535,21.795744,4.588052,30,0.41197997,1.2212591,16.765923,6.241867,[ 0.783  0.44   0.822  0.372 -0.603],0.6077564,3000,396.4606251716614,0.2509902,0.012212592,0.014985558,85.80383,0.00014985558,0.8062449,25.099022,50883
-4.377884,1.0125538,100.0,2.7726657,7.095337e-06,0.010125537,19.916971,0.8086794,100,16.47,-107.90953146077594,28.263636,3.5381153,31,0.37043807,0.98187387,48.462082,6.98954,[ 0.781  0.435  0.857  0.438 -0.613],0.5732673,3100,410.1730155944824,0.0580723,0.009818737,0.01365899,86.277504,0.0001365899,0.8222427,5.80723,52530
-4.231514,1.3877627,100.0,2.7737215,2.8991699e-06,0.0138776265,75.77595,1.075211,100,16.2,-108.07096504944013,28.446026,3.5154295,32,0.6295171,1.1346422,40.065163,7.131302,[ 0.756  0.409  0.861  0.391 -0.597],0.58453554,3200,422.220472574234,0.09055989,0.011346421,0.01647404,86.01106,0.0001647404,0.8431295,9.055989,54150
-4.278122,9.254738,100.0,2.3536506,1.9073486e-06,0.09254737,3470.337,6.3506036,100,16.4,-107.87704268876513,4.1038637,24.367281,33,5.064203,2.0155172,4.528144,7.8179703,[ 0.727  0.387  0.932  0.4   -0.576],0.5825324,3300,435.92894744873047,0.73425186,0.020155167,0.00015014267,86.21954,1.5014267e-06,0.75153226,73.425186,55790
-3.6990204,,100.0,2.6615982,9.231568e-06,1.8626451e-09,7.155662,9.268522e-06,100,16.15,-108.33050245352497,100.0,1.0,34,-0.35402924,1.0,100.0,10.621155,[ 0.765  0.467  0.88   0.429 -0.667],0.39750302,3400,450.91595816612244,0.01,0.010000002,1.0,85.96143,0.01,0.75153226,1.0,57405
-3.964714,12.166404,100.0,2.6853194,1.0681152e-06,0.12166402,8168.418,9.2130785,100,16.45,-108.20106208992584,1.9168814,52.168068,35,7.164655,2.148151,3.0232418,8.508217,[ 0.765  0.467  0.88   0.429 -0.667],0.46792608,3500,462.424950838089,1.2160103,0.021481508,0.0021796073,86.217445,2.1796071e-05,0.7798683,121.601036,59050
-4.2170486,1.2632772,100.0,2.6727111,3.0517579e-06,0.012632772,30.577948,0.69774234,100,16.09,-107.67791182749208,32.10407,3.11487,36,0.17689872,0.9463974,35.94841,8.853371,[ 0.723  0.419  0.966  0.422 -0.639],0.484759,3600,478.03322100639343,0.105885185,0.009463973,0.06163267,85.97039,0.0006163267,0.78721064,10.588519,60659
-3.5774612,,100.0,2.5364585,-3.890991e-06,1.8626451e-09,6.498608,-3.911555e-06,100,16.06,-108.12279089718182,100.0,1.0,37,-0.25914827,1.0,100.0,7.77433,[ 0.713  0.385  0.973  0.428 -0.632],0.52806234,3700,488.80667328834534,0.01,0.010000002,1.0,85.9091,0.01,0.78721064,1.0,62265
-4.3152313,3.6884325,100.0,2.7084088,-2.1362305e-06,0.03688432,531.33105,2.4381084,100,16.28,-107.64131733196751,10.463008,9.557481,38,1.5454321,1.5991615,15.823172,8.662506,[ 0.713  0.385  0.973  0.428 -0.632],0.49845827,3800,498.8554549217224,0.30193144,0.015991613,0.0102294665,86.131874,0.00010229466,0.7865333,30.193146,63893
-4.238182,1.1240047,100.0,2.5555212,-1.5258789e-07,0.0112400465,27.56472,0.6942012,100,16.4,-108.10940930876603,35.537632,2.8139184,39,0.2334159,1.067734,47.43428,8.2407,[ 0.702  0.392  0.924  0.355 -0.632],0.5118432,3900,514.0705840587616,0.069234654,0.010677339,0.03969326,86.21535,0.0003969326,0.8003818,6.9234657,65533
-4.6103134,5.2873926,100.0,2.8339212,6.790161e-06,0.05287393,542.2567,2.3661,100,16.39,-107.90683185196471,7.729362,12.937678,40,1.3461757,1.4223111,6.7478433,8.506699,[ 0.695  0.389  0.88   0.308 -0.619],0.5168319,4000,529.4244866371155,0.5083742,0.014223112,0.018302143,86.20972,0.00018302142,0.76797485,50.83742,67172
-3.434822,5.1285257,100.0,2.4067578,-4.9591063e-06,0.051285252,659.2721,3.4837193,100,15.9,-108.13712953315904,13.554565,7.3775883,41,2.8696,1.437887,7.2878757,6.782921,[ 0.667  0.335  0.957  0.328 -0.651],0.5418725,4100,544.8274719715118,0.34700972,0.01437887,0.0009080419,85.779015,9.080419e-06,0.5961846,34.700974,68762
-4.3240128,,100.0,2.420796,1.3732911e-06,1.8626451e-09,5.919448,1.3709068e-06,100,15.98,-107.86948622908291,100.0,1.0,42,-0.19340862,1.0,100.0,5.8022995,[ 0.7    0.383  0.935  0.349 -0.823],0.402776,4200,559.3359293937683,0.01,0.010000002,1.0,85.88965,0.01,0.5961846,1.0,70360
-3.7875214,,100.0,2.6234689,9.07898e-06,1.8626451e-09,6.9521103,9.097159e-06,100,16.19,-108.1880187950966,100.0,1.0,43,-0.23526925,1.0,100.0,7.0583496,[ 0.7    0.383  0.935  0.349 -0.823],0.36091536,4300,570.7287564277649,0.01,0.010000002,1.0,85.99557,0.01,0.5961846,1.0,71979
-4.0334625,21.64724,100.0,2.6227,-1.1444092e-06,0.2164724,27870.896,16.910564,100,16.07,-107.95670927897035,0.3387743,295.1818,44,12.517679,2.3856869,1.1999936,7.6705475,[ 0.7    0.383  0.935  0.349 -0.823],0.3404985,4400,580.7569887638092,2.1766279,0.02385687,2.5200686e-07,85.91932,2.5200686e-09,0.47411054,217.66278,73586
-4.075676,2.6099398,100.0,2.7329607,-3.890991e-06,0.026099399,204.05025,1.2105718,100,16.4,-107.92897752538684,13.18241,7.585866,45,0.57266355,1.0968289,15.010119,6.9482727,[ 0.727  0.446  0.949  0.36  -0.945],0.24249753,4500,596.6076672077179,0.2482353,0.010968289,0.03446795,86.21163,0.0003446795,0.4794589,24.82353,75226
-4.3511124,,100.0,2.7173464,-2.2888185e-06,1.8626451e-09,7.4585567,-2.3245811e-06,100,16.0,-107.6478507301422,100.0,1.0,46,-0.3078311,1.0,100.0,9.234863,[ 0.73   0.431  0.992  0.404 -0.94 ],0.17162779,4600,614.2235224246979,0.01,0.010000002,1.0,85.894356,0.01,0.4794589,1.0,76826
-4.1706696,1.1386057e-05,100.0,2.94335,-8.087158e-06,1.1389995e-07,8.750811,-4.827976e-06,100,16.21,-107.80820650208634,100.0,1.0,47,-0.29903236,0.99999994,99.99999,8.970825,[ 0.73   0.431  0.992  0.404 -0.94 ],0.18042326,4700,625.6488676071167,0.010000378,0.01,0.99997294,86.05539,0.009999729,0.4794589,1.0000378,78447
-3.8482895,3.2864912,100.0,2.6782527,-5.1879883e-06,0.03286491,510.8215,2.3407152,100,16.55,-108.35284194805168,15.385491,6.49963,48,1.5180695,1.3309883,14.090452,9.680321,[ 0.73   0.431  0.992  0.404 -0.94 ],0.15677634,4800,635.9308879375458,0.3063967,0.013309884,0.0037508975,86.26305,3.7508973e-05,0.46565917,30.63967,80102
-4.3520966,,100.0,2.858777,-1.6021728e-06,1.8626451e-09,8.255158,-1.616776e-06,100,16.16,-107.76053112932351,100.0,1.0,49,-0.2616245,1.0,100.0,7.848686,[ 0.706  0.406  1.046  0.427 -0.953],0.20403469,4900,650.7273344993591,0.01,0.010000002,1.0,86.02529,0.01,0.46565917,1.0,81718
-4.5060196,61.847305,100.0,2.8653839,-1.4495849e-06,0.6184731,120495.695,34.406246,100,16.19,-107.42853550728192,0.14921208,670.187,50,27.208807,7.089834,1.2970614,8.340675,[ 0.706  0.406  1.046  0.427 -0.953],0.18763518,5000,662.1600675582886,6.2216816,0.07089833,3.5438858e-05,86.09507,3.5438856e-07,0.409327,622.16815,83337
-3.8737183,73.87239,100.0,2.6212265,-3.8146973e-06,0.7387239,204841.67,45.02312,100,16.07,-108.22471810071393,0.03939004,2538.713,51,31.779667,7.6738133,1.0675709,7.885254,[ 0.753  0.396  1.029  0.48  -1.01 ],0.14648136,5100,677.9553925991058,7.4266367,0.076738134,6.0798477e-05,85.89532,6.0798476e-07,0.40899554,742.6637,84944
-3.9666214,7.80636,100.0,2.5247018,-3.6621093e-06,0.0780636,3284.8657,5.275348,100,16.23,-107.74839091875559,2.903776,34.43792,52,3.6712284,1.5659933,3.8685505,8.200485,[ 0.734  0.331  1.038  0.481 -1.01 ],0.13564235,5200,693.443302154541,0.78504115,0.015659934,0.0023552165,86.08692,2.3552166e-05,0.41518602,78.50412,86567
-4.3358307,9.387252,100.0,3.0192018,-4.348755e-06,0.09387251,1257.6882,3.7958322,100,17.21,-108.49503464983519,3.7802284,26.453428,53,2.4572277,1.5754504,2.7394862,7.807869,[ 0.733  0.292  1.073  0.508 -1.004],0.15491936,5300,708.2557787895203,0.9461131,0.015754502,0.007038093,86.751274,7.038093e-05,0.44597802,94.61131,88288
-4.9703064,,100.0,3.0625577,3.967285e-06,1.8626451e-09,9.473999,3.9488077e-06,100,16.53,-107.5823359946128,100.0,1.0,54,-0.31322926,1.0,100.0,9.396996,[ 0.738  0.306  1.003  0.487 -0.973],0.13274875,5400,723.4241216182709,0.01,0.010000002,1.0,86.36569,0.01,0.44597802,1.0,89941
-4.259613,6.75667,100.0,2.760217,-9.155273e-07,0.06756669,1205.0748,5.0401254,100,16.32,-107.86511772492969,1.5154753,65.9859,55,2.9818053,1.3429936,3.800623,7.6016617,[ 0.738  0.306  1.003  0.487 -0.973],0.19258833,5500,735.3650031089783,0.6232147,0.013429935,0.000108808694,86.15159,1.088087e-06,0.40494558,62.321476,91573
-3.9092102,13.279819,100.0,2.4861398,3.6621093e-06,0.13279818,13886.606,11.157992,100,16.39,-108.25759577157149,0.7140296,140.05022,56,7.668102,2.4852314,3.38376,8.846901,[ 0.707  0.27   0.987  0.487 -1.014],0.110052526,5600,750.4241964817047,1.3299255,0.024852313,0.00036303233,86.12474,3.6303234e-06,0.41842097,132.99255,93212
-4.292122,11.240569,100.0,2.9555166,-4.196167e-06,0.11240569,13268.07,10.857389,100,16.73,-108.25176622527823,1.7240416,58.003242,57,8.266082,1.6834769,2.1938348,10.207375,[ 0.69   0.23   0.985  0.437 -1.001],0.078170955,5700,766.7837829589844,1.1273581,0.016834768,3.9555194e-05,86.42753,3.9555192e-07,0.38211814,112.73581,94885
-4.3167496,,100.0,2.7281775,-4.7302246e-06,1.8626451e-09,7.518134,-4.7385693e-06,100,16.32,-108.0890838971892,100.0,1.0,58,-0.25409284,1.0,100.0,7.6226425,[ 0.697  0.215  0.949  0.456 -1.037],0.1280253,5800,782.2845904827118,0.01,0.010000002,1.0,86.10647,0.01,0.38211814,1.0,96517
-4.2240524,50.350647,100.0,2.7852006,2.670288e-06,0.5035065,169262.53,41.31833,100,15.99,-107.69225780570295,0.052985843,1887.2965,59,29.265224,5.495554,1.1772531,8.323387,[ 0.697  0.215  0.949  0.456 -1.037],0.10467458,5900,792.8209166526794,5.0623703,0.054955527,1.6252503e-05,85.910614,1.6252503e-07,0.37238738,506.23703,98116
-4.1160965,9.744169,100.0,2.4265366,3.3569336e-06,0.09744169,628.0535,3.2269895,100,16.53,-108.40885568313504,2.9067287,34.402935,60,1.7788118,2.0193162,4.1177254,7.407051,[ 0.67   0.157  0.944  0.44  -1.047],0.12548903,6000,809.2797617912292,0.7350895,0.02019316,0.00044471447,86.32342,4.447145e-06,0.3629609,73.50895,99769
-4.0992813,0.61915475,100.0,2.6614635,2.5939942e-06,0.0061915475,14.946363,0.26834962,100,16.38,-108.4395826819841,69.541916,1.4379816,61,-0.05966583,1.0022525,72.3782,8.206139,[ 0.684  0.181  0.973  0.44  -1.056],0.089425564,6100,824.4512331485748,0.04247342,0.010022526,0.15062119,86.14541,0.0015062118,0.37305695,4.247342,101407
-4.3539352,0.8659779,100.0,2.404257,-6.3323973e-06,0.008659779,15.994056,0.5592736,100,16.34,-107.67649984318781,36.769993,2.7196088,62,0.19641781,1.0110185,57.681416,6.6008835,[ 0.678  0.17   0.978  0.448 -1.046],0.15302117,6200,836.7518110275269,0.05083335,0.0101101855,0.05093701,86.1946,0.0005093701,0.3584534,5.083335,103041
-4.2675705,2.0246556,100.0,2.9614894,-2.5177003e-06,0.020246554,105.154564,1.448507,100,16.84,-108.1243327534074,18.077534,5.531728,63,0.8541156,0.98564017,19.158766,7.581642,[ 0.679  0.17   1.016  0.474 -1.06 ],0.10572946,6300,853.4786794185638,0.17383727,0.009856401,0.017677378,86.516014,0.00017677377,0.3305702,17.383728,104725
-4.056694,9.259684,100.0,2.5183492,-8.239746e-06,0.09259682,1791.3474,4.561561,100,16.52,-108.55579174601372,1.4133773,70.75252,64,2.5213645,2.0357528,4.6106067,7.276497,[ 0.683  0.204  0.985  0.463 -1.088],0.08801207,6400,869.4280595779419,0.9046525,0.02035753,0.0032742363,86.2319,3.2742362e-05,0.3375941,90.46525,106377
-4.159775,2.9917517,100.0,2.6947472,-3.0517579e-06,0.02991752,355.44168,2.1769032,100,16.07,-107.76805414912386,8.075227,12.3835535,65,1.2804997,1.2067932,13.994041,7.6419144,[ 0.683  0.23   0.993  0.443 -1.081],0.08286053,6500,883.4328835010529,0.22145763,0.012067932,0.016382856,85.945946,0.00016382856,0.34330547,22.145763,107984
-3.5270233,,100.0,2.1236598,8.392334e-06,1.8626451e-09,4.5554867,8.434057e-06,100,15.98,-107.90283869850644,100.0,1.0,66,-0.20057625,1.0,100.0,6.01754,[ 0.671  0.225  1.005  0.405 -1.076],0.14272922,6600,898.743682384491,0.01,0.010000002,1.0,85.91251,0.01,0.34330547,1.0,109582
-4.2503586,2.1118815,100.0,2.6397364,-2.7465821e-06,0.021118812,111.55479,1.2961053,100,16.49,-108.25046455303465,23.654797,4.2274723,67,0.694857,1.2390628,25.607925,8.772728,[ 0.671  0.225  1.005  0.405 -1.076],0.050878406,6700,910.2876539230347,0.15429097,0.0123906275,0.026778951,86.22902,0.0002677895,0.34157386,15.429097,111231
-4.4496307,8.638491,100.0,2.7240129,3.2043456e-06,0.08638491,1702.7631,4.779605,100,16.23,-107.86480012522165,1.1878734,84.18406,68,2.7348158,1.8933884,4.5838017,6.6858215,[ 0.696  0.236  1.     0.439 -1.077],0.118716404,6800,926.3688802719116,0.85261625,0.018933883,0.000647448,86.082596,6.47448e-06,0.3542664,85.26163,112854
-4.086487,1.0433272,100.0,2.7646077,3.6621093e-06,0.010433272,20.18344,0.37649047,100,16.04,-107.74654036075385,57.357468,1.7434522,69,0.009922534,1.0224338,48.98869,8.328575,[ 0.729  0.253  1.011  0.49  -1.065],0.07665092,6900,939.9890694618225,0.06300969,0.010224337,0.19978301,85.9498,0.00199783,0.35443926,6.3009686,114458
-4.396553,,100.0,2.8735502,1.2969971e-06,1.8626451e-09,8.340698,1.2740493e-06,100,16.57,-107.89859274961806,100.0,1.0,70,-0.31882402,1.0,100.0,9.564758,[ 0.737  0.269  1.001  0.485 -1.065],0.035615236,7000,952.9825549125671,0.01,0.010000002,1.0,86.39849,0.01,0.35443926,1.0,116115
-3.8305511,,100.0,2.32664,-4.5013426e-06,1.8626451e-09,5.4679327,-4.5374036e-06,100,16.08,-108.2987714983165,100.0,1.0,71,-0.25437135,1.0,100.0,7.6310043,[ 0.737  0.269  1.001  0.485 -1.065],0.10006791,7100,963.9515914916992,0.01,0.010000002,1.0,85.888985,0.01,0.35443926,1.0,117723
-4.1942215,0.00062908675,100.0,3.1994774,8.621216e-06,6.290909e-06,10.341244,0.00020092726,100,16.65,-108.36057892063366,99.999985,1.0000001,72,-0.33347908,1.0000235,99.99997,10.010399,[ 0.737  0.269  1.001  0.485 -1.065],0.020767868,7200,975.5057973861694,0.010018656,0.0100002345,0.9982743,86.37448,0.009982743,0.35444638,1.0018656,119388
-4.6754837,0.78014,100.0,2.8077044,-8.163453e-06,0.0078013996,35.673965,0.5326826,100,16.7,-108.19444974468564,64.05916,1.5610571,73,0.15402982,1.1189713,67.29115,9.091866,[ 0.737  0.269  1.001  0.485 -1.065],0.051376075,7300,987.4808206558228,0.044189148,0.011189713,0.09290746,86.42284,0.00092907454,0.34344825,4.418915,121058
-4.1191864,3.6452043,100.0,2.6904666,8.850097e-06,0.036452044,106.19979,1.5174375,100,16.07,-108.20910725211967,12.565811,7.9581017,74,0.7370645,1.4642551,13.893887,8.298866,[ 0.752  0.263  0.985  0.487 -1.076],0.06682825,7400,1000.0089564323425,0.3477362,0.014642551,0.014056976,85.91478,0.00014056975,0.35271996,34.77362,122665
