InitialReturnMax,ReturnStepMax,ESSClassic,Iteration,EmpiricalD2,ReturnMeanIW,TimeElapsed,EpLenMean,EpRewMean,TimestepsSoFar,EpisodesSoFar,EpThisIter,MinIWNorm,InitialBound,MeanEntropy,InitialReturnMin,MaxIWNorm,Weights,StdIW,Bound,J_sample_variance,InitialReturnMean,ReturnStepMaxmin,MeanIWNorm,InitialReturnStd,StdIWNorm,MinIW,MaxIW,ESSRenyi,MeanIW
9.383499,100.0,1.1650853,11,987.212,32.390648,363.83405089378357,54.22,-149.26551296377747,63740,1100,100,2.2624e-06,1.1084132,1.4196965,-3.0685043,6.55081,[ 0.554 -1.085  0.265  0.195  0.002],65.15132,22.563019,106484.625,-2.7465821e-06,94.49408,0.070737034,2.7288208,0.65151316,0.00022624,655.081,0.10129537,7.0737042
12.532135,100.0,100.0,12,1.0,2.30968e-06,394.6299386024475,48.18,-142.83378177086445,68558,1200,100,0.01,1.001961,1.4196965,-3.1470413,0.01,[ 6.491e-01 -9.687e-01  2.743e-01  1.013e-01  4.994e-04],,-0.41773552,6.948009,2.2888185e-06,94.07083,0.010000002,2.622695,1.8626451e-09,1.0,1.0,100.0,1.0
10.649696,100.0,34.98767,13,3.3731415,1.6470892,420.34775948524475,45.5,-140.77193871973924,73108,1300,100,0.00025177244,1.0647042,1.3405627,-2.8389206,0.11926117,[ 6.491e-01 -9.687e-01  2.743e-01  1.013e-01  4.994e-04],1.7610742,0.99511075,158.07655,-2.3651123e-06,93.812225,0.012919248,2.5926373,0.01761074,0.025177244,11.926117,29.645954,1.2919251
10.0063095,100.0,65.04354,14,1.7868708,0.7340813,450.4512343406677,46.39,-141.654570983634,77747,1400,100,0.00050652993,1.0070258,1.3308033,-2.897194,0.05037554,[ 0.632 -1.01   0.303  0.04  -0.079],0.7795523,0.28822052,45.49183,6.866455e-06,93.89288,0.010633681,2.8167992,0.007795522,0.050652996,5.0375543,55.963753,1.0633681
9.548447,100.0,42.951393,15,2.6797183,1.0506985,479.9509472846985,47.36,-142.3914386065889,82483,1500,100,0.0010942323,1.0125201,1.3454772,-3.1037292,0.08254352,[ 0.682 -0.963  0.26   0.063 -0.088],1.4777335,0.5296765,86.70639,-1.6021728e-06,93.98685,0.01282219,2.7668564,0.014777334,0.109423235,8.254353,37.317356,1.282219
9.258598,100.0,88.45457,16,1.1790795,0.15381536,503.7712001800537,45.35,-140.6934522972644,87018,1600,100,0.0024218967,1.0368586,1.3400342,-2.7843246,0.031476855,[ 0.675 -0.954  0.289  0.108 -0.074],0.3531956,-0.18130094,10.362468,1.2207031e-06,93.79521,0.009776204,2.4850562,0.0035319559,0.24218968,3.1476855,84.81192,0.97762036
6.335388,100.0,64.37705,17,1.5602188,0.21117234,528.1182396411896,40.17,-135.39776458524926,91035,1700,100,0.0014357952,1.1288453,1.3319861,-2.888443,0.045513112,[ 0.664 -0.963  0.304  0.081 -0.079],0.6745301,-0.052609384,4.7719855,-9.307862e-06,93.25876,0.0090678,2.1315076,0.0067453007,0.14357953,4.5513115,64.093575,0.90678
13.217514,100.0,91.744995,18,1.1402788,0.13862775,551.2416059970856,41.32,-135.80100905052643,95167,1800,100,0.004027993,0.89140886,1.3341652,-3.5160217,0.020166239,[ 0.665 -0.957  0.328  0.051 -0.087],0.30654204,-0.3318445,13.00003,6.6375733e-06,93.426865,0.010219336,2.859924,0.0030654205,0.4027993,2.016624,87.69785,1.0219336
8.63726,100.0,2.4584532,19,93.52023,6.7632017,574.0636513233185,40.38,-134.7017038091075,99205,1900,100,5.5725106e-08,1.0462496,1.2509888,-3.563942,1.7438521,[ 0.663 -0.954  0.342  0.04  -0.085],17.588572,3.978956,2198.7917,-6.866455e-06,93.32829,0.027923297,3.0973434,0.17588568,5.572511e-06,174.38522,1.0692873,2.7923298
10.69912,100.0,10.505614,20,16.772842,4.5359945,597.2969150543213,34.45,-129.25973847136981,102650,2000,100,3.032011e-06,0.8943542,1.1210234,-3.1237411,0.30442244,[ 0.729 -0.848  0.359  0.062 -0.168],4.457682,3.0753984,1178.3987,2.7465821e-06,92.495804,0.015272913,2.8964667,0.044576816,0.0003032011,30.442245,5.9620185,1.5272914
7.2431564,100.0,61.925934,21,1.7403127,0.51277107,622.296058177948,35.73,-131.11575271611727,106223,2100,100,0.0011525406,0.87957513,1.1256958,-2.6306,0.05275163,[ 0.677 -0.926  0.374  0.011 -0.298],0.77749646,0.19426313,16.380573,-9.689331e-06,92.66075,0.009915626,2.277479,0.007774965,0.11525406,5.275163,57.460938,0.9915625
7.94191,100.0,68.05702,22,1.6696794,0.2729849,641.8399031162262,33.0,-128.20962385559014,109523,2200,100,0.002424298,0.86096,1.1884133,-2.9193497,0.04346358,[ 0.673 -0.924  0.375 -0.036 -0.293],0.66513157,-0.06908926,12.354092,-5.4931643e-06,92.22972,0.0097085945,2.6257057,0.006651316,0.24242982,4.3463583,59.89174,0.97085935
11.46595,100.0,9.527902,23,7.0369444,2.9936185,662.9089450836182,34.55,-129.60674284956144,112978,2300,100,4.5866145e-05,0.8062133,1.1018486,-2.967186,0.28649423,[ 0.682 -0.928  0.386 -0.016 -0.231],3.2621303,1.9797518,735.8453,-1.6021728e-06,92.49744,0.010586261,2.7322447,0.0326213,0.0045866147,28.649422,14.210713,1.0586262
9.805794,100.0,2.7940226,24,102.46133,9.967264,689.2437431812286,37.16,-131.53681607981184,116694,2400,100,8.9896923e-07,0.7749912,1.0495616,-3.5043793,1.905492,[ 0.643 -0.903  0.361 -0.085 -0.317],19.217266,6.6586857,12433.411,2.4414062e-06,92.92052,0.03258068,3.0725412,0.19217268,8.989692e-05,190.5492,0.975978,3.2580678
13.50193,100.0,74.4084,25,1.3197052,0.23659843,716.408007144928,39.55,-133.12502911623267,120649,2500,100,0.0025943103,0.59949994,1.0507966,-4.1280975,0.041293096,[ 0.778 -0.814  0.27  -0.094 -0.369],0.57192105,-0.2804284,14.489953,2.670288e-06,93.26802,0.009752109,3.5131836,0.005719211,0.25943103,4.1293097,75.7745,0.9752109
15.168922,100.0,2.0802112,26,130.60815,11.470032,740.3636565208435,41.35,-134.36356889188156,124784,2600,100,4.8421324e-08,0.54517287,0.9841117,-4.129936,2.2088835,[ 0.774 -0.821  0.256 -0.103 -0.368],22.744797,5.691485,13207.899,7.019043e-06,93.50116,0.0331513,4.041535,0.22744796,4.8421325e-06,220.88835,0.76564896,3.3151298
13.036789,100.0,38.80367,27,2.91914,1.0461973,767.5127506256104,43.26,-135.81358642220633,129110,2700,100,0.00062632613,0.54954886,1.011778,-4.669487,0.07764479,[ 0.732 -0.887  0.25  -0.164 -0.435],1.4325477,0.3037308,80.96286,-3.2806397e-06,93.721054,0.011407298,3.8288412,0.014325476,0.06263261,7.764479,34.256664,1.1407298
14.777954,100.0,8.043522,28,20.03296,6.14435,798.0832674503326,42.35,-133.48051740684352,133345,2800,100,5.350095e-05,0.51918375,0.9953583,-5.7258606,0.3913073,[ 0.765 -0.892  0.27  -0.174 -0.407],4.0184784,3.939568,3373.6184,4.272461e-06,93.49522,0.0118848495,4.7429214,0.040184785,0.005350095,39.13073,4.991773,1.1884848
16.78009,100.0,28.884775,29,4.026799,3.033235,828.2397062778473,46.32,-136.63343896265897,137977,2900,100,7.344555e-05,0.43602365,0.94597054,-6.0908737,0.15985008,[ 0.767 -0.868  0.218 -0.207 -0.424],2.0772393,1.9108212,220.5843,1.6784668e-06,94.10045,0.013238527,4.996,0.020772392,0.0073445556,15.985007,24.83362,1.3238529
14.757919,100.0,69.17279,30,1.5913806,0.50228167,857.9045963287354,47.02,-135.86770366557755,142679,3000,100,0.0020959114,0.4540391,0.9406901,-7.2419815,0.044444446,[ 0.717 -0.863  0.208 -0.233 -0.473],0.622443,-0.11828852,35.041145,-7.6293946e-07,94.181335,0.009323954,5.0000114,0.00622443,0.20959115,4.4444447,62.83852,0.9323954
18.038582,100.0,24.86301,31,4.2106915,2.6472366,886.8106119632721,48.52,-135.4477578001722,147531,3100,100,2.173343e-05,0.33941203,0.94140196,-8.749397,0.15793023,[ 0.71  -0.872  0.194 -0.241 -0.478],1.8869607,1.4133995,549.1636,8.087158e-06,94.232185,0.010854576,5.7946076,0.018869607,0.002173343,15.793022,23.74907,1.0854576
16.56646,100.0,1.4447272,32,207.88316,45.948826,917.4961783885956,50.06,-137.93265561249117,152537,3200,100,1.3714561e-05,0.3891799,0.9218709,-7.7409515,3.5544755,[ 0.724 -0.87   0.162 -0.244 -0.478],35.31683,37.9869,205290.88,-6.790161e-06,94.27449,0.0427597,5.7952185,0.35316828,0.0013714561,355.44757,0.48103943,4.27597
22.50151,100.0,12.2572,33,6.5187697,9.43914,951.4205236434937,52.06,-135.8780452667461,157743,3300,100,0.00013215454,0.17181832,0.88377064,-9.976166,0.3901148,[ 0.705 -0.929  0.197 -0.3   -0.497],4.081533,7.5241203,8021.3486,-2.2125244e-06,94.54605,0.015255037,7.4954605,0.04081533,0.013215454,39.011482,15.340318,1.5255036
17.506706,100.0,8.855116,34,27.50415,6.5172825,983.0049049854279,49.54,-134.39384001277745,162697,3400,100,3.2472257e-05,0.3002119,0.8896709,-9.4268875,0.35922855,[ 0.709 -0.938  0.195 -0.332 -0.535],3.921707,3.4568534,4211.8467,-1.9073486e-06,94.335205,0.012223797,6.5554566,0.03921707,0.003247226,35.922855,3.635815,1.2223797
26.969505,100.0,2.5917277,35,26.525808,16.262548,1015.4631836414337,48.67,-131.54442704828352,167564,3500,100,3.0041037e-05,-0.009313166,0.80243367,-10.291756,1.2481145,[ 0.755 -0.902  0.197 -0.351 -0.529],12.408562,11.632494,26454.64,-4.5776366e-07,94.2141,0.020240355,6.8739047,0.12408561,0.003004104,124.81145,3.7699134,2.0240357
20.509819,100.0,4.304604,36,22.401405,9.705185,1046.880858182907,48.87,-129.7124521842244,172451,3600,100,1.2286087e-05,0.11878246,0.77500194,-12.011223,1.0604293,[ 0.736 -0.896  0.178 -0.375 -0.616],10.921606,6.4694104,2602.6028,9.536743e-06,94.21286,0.023163676,7.3149714,0.10921606,0.0012286088,106.04294,4.4640055,2.3163679
22.075848,100.0,42.682026,37,2.947903,2.061651,1080.239695072174,54.66,-132.88172942486278,177917,3700,100,0.00017781701,0.03914386,0.72132087,-13.354355,0.063258864,[ 0.731 -0.918  0.156 -0.407 -0.644],1.091105,0.7982166,199.8499,3.5858154e-06,94.74151,0.0094155045,8.047733,0.010911049,0.017781701,6.3258867,33.92242,0.9415506
30.595566,100.0,44.638767,38,1.9026622,2.849628,1112.5562250614166,46.32,-127.691720073074,182549,3800,100,0.0009123626,-0.2985388,0.7240734,-10.5883255,0.10709995,[ 0.745 -0.898  0.163 -0.407 -0.698],1.137156,1.4428742,1131.352,-7.3623655e-06,94.11895,0.010211115,7.704055,0.011371559,0.09123626,10.709995,52.557938,1.0211116
23.393929,100.0,3.0377724,39,39.609283,16.47203,1143.9724297523499,51.0,-130.8584105888713,187649,3900,100,1.5868825e-05,-0.055710673,0.6949437,-13.054131,1.2214655,[ 0.735 -0.9    0.174 -0.42  -0.695],12.139032,11.564303,30086.092,1.3580322e-05,94.48432,0.021486234,7.5725794,0.121390305,0.0015868825,122.14655,2.5246606,2.1486237
17.3209,100.0,91.66961,40,1.0968173,0.1336644,1175.0882861614227,48.25,-130.18117412849995,192474,4000,100,0.0046698907,0.11757374,0.6967264,-11.682991,0.022029316,[ 0.73  -0.908  0.179 -0.39  -0.724],0.29499722,-0.47100273,52.075275,-6.5612794e-06,94.20922,0.009785843,6.905642,0.0029499722,0.4669891,2.2029316,91.17289,0.9785843
22.996471,100.0,1.4205065,41,172.464,71.59205,1195.3277220726013,51.28,-130.85744825253317,197602,4100,100,3.882588e-05,-0.06982571,0.74717736,-12.567535,3.245174,[ 0.73  -0.908  0.173 -0.391 -0.722],32.241257,61.5253,514555.56,-2.9373168e-06,94.464226,0.03870262,8.305445,0.32241255,0.0038825881,324.5174,0.5798311,3.8702612
20.902065,100.0,15.665272,42,8.208511,3.6816509,1223.3170454502106,52.69,-129.33672196184415,202871,4200,100,6.872138e-05,0.050432026,0.75032026,-13.938881,0.22098711,[ 0.683 -0.903  0.166 -0.413 -0.672],2.8570879,1.6854688,553.33575,-9.765625e-06,94.678116,0.012313721,7.4908094,0.02857088,0.0068721385,22.098711,12.182477,1.2313721
27.249916,100.0,15.315659,43,6.572052,7.8847446,1254.2623608112335,55.37,-130.68574594364105,208408,4300,100,0.000118275006,-0.1580075,0.72081375,-14.787277,0.27824277,[ 0.667 -0.918  0.146 -0.427 -0.669],3.4839287,5.5561476,2381.3347,2.784729e-06,94.85559,0.014816157,8.962833,0.034839287,0.011827501,27.824276,15.215948,1.4816155
22.080261,100.0,43.596664,44,2.7759259,2.589388,1290.3002660274506,60.01,-131.6438379155921,214409,4400,100,0.00073165394,-0.015194654,0.7535827,-17.094322,0.06468389,[ 0.658 -0.934  0.131 -0.447 -0.698],1.056552,1.3631157,312.01007,3.8146973e-07,95.11486,0.009288918,8.83983,0.010565518,0.073165394,6.4683895,36.024017,0.92889184
37.27492,100.0,26.260288,45,5.7391186,8.723909,1324.2939095497131,62.0,-132.54592089515998,220609,4500,100,0.0002013261,-0.48891294,0.7571545,-16.085892,0.16426535,[ 0.656 -0.944  0.119 -0.442 -0.665],2.2394733,5.747326,4112.162,1.8310546e-06,95.20896,0.013364261,10.094071,0.022394734,0.02013261,16.426535,17.424278,1.3364261
23.13023,100.0,42.215935,46,2.3679132,1.8107184,1363.2490792274475,63.11,-132.6473636150636,226920,4600,100,0.0007827399,-0.013846695,0.7606633,-14.810829,0.067734115,[ 0.639 -0.943  0.108 -0.459 -0.662],1.2323335,0.62428975,284.02258,6.5994263e-06,95.35782,0.010533248,9.4947815,0.012323335,0.07827399,6.7734118,42.231277,1.0533249
35.973167,100.0,13.342677,47,5.19167,3.2953844,1404.4433252811432,71.16,-136.05778216948156,234036,4700,100,0.00012601758,-0.4384446,0.75918555,-17.437828,0.24412261,[ 0.614 -0.961  0.107 -0.459 -0.658],2.529861,0.56319404,916.74896,-2.2506713e-06,95.69622,0.009926944,10.202982,0.025298607,0.012601757,24.412262,19.261625,0.9926943
26.035675,100.0,4.186767,48,171.06175,32.754726,1452.588235616684,77.26,-136.2126102580891,241762,4800,100,4.3611042e-05,-0.108676255,0.7901344,-20.60611,1.0007331,[ 0.594 -0.96   0.095 -0.472 -0.66 ],10.981588,21.40399,65776.164,-6.027222e-06,95.83414,0.022955768,10.585769,0.10981588,0.004361104,100.07332,0.58458424,2.2955768
25.718636,100.0,17.464115,49,8.198381,3.4505508,1497.9729852676392,77.43,-134.56541601727113,249505,4900,100,0.00025769352,-0.06714302,0.7978754,-22.696358,0.20405886,[ 0.603 -0.937  0.071 -0.466 -0.629],2.7771924,0.9958942,733.193,1.04904175e-05,95.91148,0.012774911,10.513821,0.027771922,0.025769353,20.405886,12.19753,1.2774911
22.773811,100.0,54.026737,50,1.5983734,0.67570806,1547.0750913619995,82.29,-136.40418580891065,257734,5000,100,0.0015354581,-0.051496625,0.79619986,-25.480995,0.08823437,[ 0.602 -0.942  0.049 -0.457 -0.621],1.0447884,-0.39811873,224.46788,-5.4931643e-06,96.13915,0.011326091,11.283752,0.010447883,0.15354581,8.823438,62.563602,1.132609
30.707024,100.0,26.528845,51,2.8715348,2.0331779,1594.3995299339294,81.96,-136.69434888483346,265930,5100,100,0.00035380508,-0.22736615,0.78970975,-24.345871,0.18676943,[ 0.598 -0.944  0.043 -0.448 -0.623],1.9381131,0.2986809,606.7034,1.4877319e-06,96.12308,0.011646081,12.437936,0.01938113,0.03538051,18.676943,34.82458,1.1646081
24.886929,100.0,8.533047,52,12.628977,9.276094,1641.0477430820465,79.71,-136.324580483326,273901,5200,100,1.7805058e-05,-0.039858818,0.752378,-23.706604,0.36272094,[ 0.618 -0.946  0.029 -0.449 -0.629],3.7909243,6.328049,4212.563,-4.272461e-06,96.025345,0.01157884,11.66232,0.037909247,0.0017805059,36.272095,7.918298,1.157884
28.899185,100.0,12.185627,53,5.007035,6.699715,1693.6794204711914,87.57,-139.44936180228697,282658,5300,100,5.3039945e-05,-0.21092838,0.7169067,-24.39991,0.29319322,[ 0.576 -0.965  0.019 -0.454 -0.667],3.118972,4.5441823,3150.074,-2.2888183e-07,96.22908,0.011618569,11.590633,0.031189723,0.0053039948,29.319323,19.9719,1.161857
36.148094,100.0,6.2368355,54,31.192822,12.120821,1747.7007911205292,95.67,-140.57088644603715,292225,5400,100,4.4352622e-05,-0.48803073,0.72361034,-29.101273,0.69993114,[ 0.546 -0.934  0.005 -0.45  -0.702],7.1454854,5.391186,11282.418,-8.773804e-07,96.488815,0.018428829,13.603125,0.07145485,0.004435262,69.99312,3.2058659,1.842883
23.862827,100.0,5.4778185,55,28.44807,12.702999,1800.0851647853851,92.67,-137.5418082501143,301492,5500,100,4.1356492e-05,-0.25728405,0.72592306,-29.426773,0.6213205,[ 0.534 -0.944 -0.007 -0.47  -0.695],7.358263,7.4712396,8473.41,-2.1362305e-06,96.46882,0.01771382,11.715966,0.07358262,0.004135649,62.13205,3.5151768,1.771382
31.400536,100.0,43.688606,56,2.6414425,3.1555676,1855.618304014206,98.95,-142.51801376847362,311387,5600,100,0.00042309976,-0.3207605,0.7333986,-27.141747,0.06648385,[ 0.517 -0.948 -0.017 -0.45  -0.693],1.2495893,1.454442,552.954,1.0681152e-06,96.58912,0.011006599,12.891792,0.012495892,0.042309977,6.648385,37.8581,1.10066
25.901566,100.0,2.637607,57,68.278366,15.410421,1913.628868818283,99.09,-141.35384343776767,321296,5700,100,1.4446401e-05,-0.12998724,0.72461635,-25.734406,1.0615951,[ 0.493 -0.952 -0.02  -0.46  -0.686],10.576958,8.276203,21645.791,7.6293944e-08,96.56027,0.017408853,12.329356,0.105769575,0.0014446401,106.15951,1.4645927,1.7408853
26.74759,100.0,66.01345,58,1.588006,0.7504556,1969.1868574619293,97.56,-137.9626322015356,331052,5800,100,0.0011701719,-0.16696739,0.7168025,-26.638885,0.032306753,[ 0.503 -0.945 -0.043 -0.456 -0.694],0.6437733,-0.3730868,176.6256,2.5939942e-06,96.57744,0.008972137,12.533477,0.006437734,0.117017195,3.2306755,62.972054,0.8972136
29.384415,100.0,56.194473,59,1.7019516,2.0792286,2023.8467862606049,97.14,-141.22278971053476,340766,5900,100,0.0014986903,-0.2626763,0.7205925,-28.231384,0.06190341,[ 0.501 -0.955 -0.044 -0.451 -0.702],0.9999944,0.8014095,446.9595,1.8310546e-06,96.49983,0.011326087,12.834281,0.009999944,0.14986904,6.190341,58.756077,1.1326087
29.69048,100.0,4.1452355,60,31.022661,14.573684,2077.6451580524445,92.93,-138.0101339182039,350059,6000,100,0.00012076528,-0.26909292,0.71885604,-26.5466,0.7963706,[ 0.484 -0.972 -0.048 -0.459 -0.698],8.733521,9.06135,36704.824,-2.670288e-06,96.34723,0.018161729,11.95244,0.08733522,0.012076529,79.63706,3.2234502,1.8161728
29.156338,100.0,1.3092763,61,904.7658,90.5083,2133.3366334438324,106.43,-141.47296857147208,360702,6100,100,2.8030902e-06,-0.36547762,0.7059629,-32.530006,3.1396723,[ 0.485 -0.965 -0.026 -0.468 -0.7  ],31.20841,57.89228,838367.4,-2.670288e-07,96.63751,0.03594588,13.382115,0.3120841,0.00028030903,313.96722,0.11052584,3.594588
29.263706,100.0,3.62907,62,128.34969,24.172691,2199.685173511505,119.05,-149.42564220532267,372607,6200,100,2.4854973e-05,-0.26949775,0.7017836,-23.832947,1.0075178,[ 0.45  -0.972 -0.002 -0.472 -0.713],11.623688,13.1215925,48297.055,-3.6239624e-06,96.8982,0.022556333,11.873529,0.116236866,0.0024854974,100.751785,0.7791215,2.2556336
25.291069,100.0,28.110102,63,4.459251,3.849946,2266.8606853485107,122.95,-152.70116230987915,384902,6300,100,0.00025796617,-0.2080015,0.69965297,-27.29348,0.12999843,[ 0.417 -0.999 -0.013 -0.467 -0.717],1.9187943,1.9287636,419.96924,-2.3651123e-06,97.050934,0.011998465,12.675314,0.01918794,0.025796616,12.999844,22.425291,1.1998465
23.816452,100.0,5.4377284,64,20.891651,7.963813,2340.465089082718,138.78,-158.07329706687972,398780,6400,100,2.4580682e-05,-0.480228,0.6967268,-35.396652,0.5701272,[ 0.391 -1.016 -0.018 -0.468 -0.719],5.827791,2.5708513,9594.695,7.781982e-06,97.16471,0.013975062,11.682455,0.058277912,0.0024580683,57.01272,4.786601,1.3975062
24.361015,100.0,6.264657,65,22.206787,17.665943,2409.803300142288,120.89,-150.6391184615482,410869,6500,100,2.4464323e-05,-0.21209908,0.7309052,-27.264748,0.6728871,[ 0.397 -1.023 -0.034 -0.478 -0.722],6.9115167,13.383189,17767.467,-7.6293946e-07,96.8955,0.017867766,12.644072,0.06911516,0.0024464324,67.28871,4.5031276,1.7867768
21.270588,100.0,3.9062312,66,37.044743,13.693139,2481.6828789711,130.95,-153.04795644220513,423964,6600,100,6.1458154e-06,-0.24720597,0.7372166,-29.343311,0.87120044,[ 0.377 -1.043 -0.033 -0.499 -0.688],8.720447,7.739929,17910.744,-8.010864e-07,97.110016,0.017582074,11.091815,0.08720446,0.0006145816,87.12005,2.6994383,1.7582074
21.844341,100.0,8.333176,67,12.612141,4.704499,2563.685033559799,144.66,-158.40101450433994,438430,6700,100,9.279263e-05,-0.02606523,0.717688,-22.898563,0.4134271,[ 0.347 -1.037 -0.018 -0.49  -0.682],4.3169246,1.9937992,2573.1682,3.7002565e-06,97.204666,0.013015883,10.753435,0.04316925,0.009279263,41.342712,7.9288683,1.3015884
24.225784,100.0,45.88956,68,2.0531623,3.5691056,2647.120977640152,150.06,-159.42225469375362,453436,6800,100,0.001152127,-0.13862759,0.7167078,-25.689686,0.09197859,[ 0.343 -1.037 -0.015 -0.505 -0.701],1.2749207,2.3420925,790.76447,7.2860717e-06,97.31515,0.011740851,10.709241,0.012749207,0.11521271,9.197859,48.705357,1.1740853
22.294144,100.0,16.997988,69,7.2861757,5.9383416,2725.2245621681213,149.2,-161.50384172435434,468356,6900,100,3.1597563e-05,-0.10661936,0.71032023,-24.699814,0.23989661,[ 0.316 -1.014 -0.012 -0.49  -0.702],2.7558086,3.7159414,957.3406,7.6293944e-08,97.325294,0.012471063,11.029005,0.027558085,0.0031597565,23.989662,13.724621,1.2471064
24.702148,100.0,5.188428,70,14.25252,7.882248,2815.6649403572083,174.19,-170.18117648618392,485775,7000,100,0.00015458677,-0.49759138,0.72329414,-36.23732,0.51974905,[ 0.279 -1.019 -0.009 -0.488 -0.709],5.160898,3.3220816,5776.7407,-8.010864e-07,97.44545,0.012072925,12.558048,0.051608987,0.015458678,51.974907,7.016303,1.2072927
21.477516,100.0,1.3639693,71,594.3377,42.444187,2920.446688890457,199.24,-177.25641050538113,505699,7100,100,8.1240734e-07,-0.21484351,0.7247193,-28.14412,5.4674463,[ 0.248 -1.012 -0.013 -0.494 -0.696],54.391598,19.573298,178045.95,-1.9073487e-07,97.63986,0.06396118,9.963551,0.54391605,8.124074e-05,546.7446,0.16825451,6.3961163
19.390842,100.0,3.0609474,72,45.211937,12.873178,3021.0951840877533,209.95,-184.377055058838,526694,7200,100,2.6871903e-05,-0.05250454,0.73472244,-23.316708,1.0762287,[ 0.218 -1.026 -0.019 -0.481 -0.694],10.838599,7.64714,14161.604,-3.4332277e-07,97.713326,0.019259797,8.53828,0.10838598,0.0026871904,107.62288,2.2118053,1.9259797
