TimestepsSoFar,MeanIWNorm,EpThisIter,EpisodesSoFar,InitialReturnMax,InitialReturnStd,ESSRenyi,MaxIWNorm,ESSClassic,MeanEntropy,EntropyCoefficient,MaxIW,MeanIW,ReturnMeanIW,ReturnStepMaxmin,EmpiricalD2,MinIWNorm,Iteration,Bound,MinIW,StdIW,InitialReturnMean,TimeElapsed,StdIWNorm,EpRewMean,EpLenMean,ReturnStepMax,InitialBound,Weights,InitialReturnMin,J_sample_variance
25563,0.013656292,100,1400,9.02417,3.107366,3.8879223,0.41753623,8.4276085,1.9392979,4.299999,41.753624,1.3656293,3.2160144,86.44535,25.720678,0.00064139947,14,1.6904616,0.06413995,4.501559,-4.577637e-06,145.2697310447693,0.04501559,-108.18810434384412,16.72,100.0,7.288257,[ 0.741  0.576  0.133 -0.383  0.346],-4.5802383,856.2969
27247,0.012220647,100,1500,10.040222,2.8610835,12.36705,0.24792507,15.169354,1.9791546,4.25,24.792507,1.2220649,3.0342188,86.54768,8.086002,0.00014944663,15,2.082543,0.014944662,2.8899283,-7.400513e-06,156.8452479839325,0.028899284,-108.04578011081716,16.84,100.0,7.9073343,[ 0.996  0.558  0.115 -0.393  0.52 ],-4.9562683,477.1431
29021,0.010332767,100,1600,16.98867,3.7475882,68.01831,0.050616626,74.56143,2.012233,4.200001,5.0616627,1.0332768,0.42254964,87.1739,1.4701923,0.0023393068,16,-0.26408425,0.23393069,0.6035398,1.4343262e-05,170.18184089660645,0.0060353978,-108.15494343970741,17.74,100.0,7.746176,[ 1.093  0.495  0.206 -0.539  0.56 ],-5.8265076,36.825264
30848,0.012902186,100,1700,24.516998,3.9094837,37.445652,0.29344708,16.463343,1.9921951,4.1499996,29.344707,1.2902185,7.3876915,87.45935,2.670537,0.0008859462,17,6.052187,0.08859462,2.9063156,-3.4332274e-06,180.77160215377808,0.029063154,-108.56302555944096,18.27,100.0,7.5335293,[ 1.076  0.46   0.241 -0.602  0.593],-5.069092,5188.3564
32572,0.009918472,100,1800,8.30825,3.1287925,26.591236,0.10924283,31.440577,2.1443896,4.1000004,10.924283,0.9918471,0.62153983,86.87704,3.7606375,0.0010608577,18,0.08448446,0.10608577,1.4646474,4.4250487e-06,189.65475726127625,0.014646473,-107.65741528011941,17.24,100.0,7.8910637,[ 0.792  0.577  0.283 -0.623  0.573],-5.408348,19.566158
34318,0.010000062,100,1900,15.352768,3.677986,100.0,0.0100124525,99.999985,2.14441,4.050001,1.0012453,1.0000063,-5.453825e-06,86.93292,1.0,0.009993735,19,-0.5117644,0.9993735,0.0003270093,4.653931e-06,199.14875674247742,3.2701491e-06,-108.51290253251034,17.46,100.0,8.173026,[ 0.801  0.595  0.262 -0.63   0.725],-4.475235,13.66575
36306,0.11758715,100,2000,35.289574,6.372873,0.29499987,10.773703,1.1909727,2.0377297,4.0,1077.3702,11.758714,198.80461,88.09692,338.98322,6.8499926e-06,20,177.14682,0.0006849993,107.104385,-1.6021728e-06,207.70725536346436,1.0710437,-108.69407678547412,19.88,100.0,7.4013186,[ 0.801  0.595  0.262 -0.63   0.725],-7.2922287,3979766.2
38215,0.009541014,100,2100,24.386658,5.5936737,78.125496,0.027865054,84.62339,2.0935996,3.9500008,2.7865055,0.9541014,0.3461032,88.0373,1.2799919,0.00420514,21,-0.57357234,0.420514,0.40670484,-3.8146973e-07,220.54739022254944,0.0040670484,-107.7706349882589,19.09,100.0,7.236145,[ 0.222  0.709  0.233 -0.656  0.619],-7.4198303,36.42804
40084,0.03049607,100,2200,21.7463,4.844434,0.6821993,2.7284994,1.2475213,1.8073382,3.8999996,272.84995,3.049607,60.52441,87.71199,146.58473,4.7503677e-09,22,51.74817,4.7503679e-07,27.132748,-1.1291504e-05,229.77466011047363,0.27132753,-108.09326856626448,18.69,100.0,7.4401493,[ 0.187  0.682  0.24  -0.664  0.674],-6.3440704,351991.34
42023,0.010065505,100,2300,25.653366,5.4181566,63.61918,0.032993197,73.97612,1.8860798,3.8500004,3.2993197,1.0065506,0.67799395,88.15407,1.571853,0.0022244265,23,-0.3940907,0.22244264,0.59700215,4.196167e-06,243.1666316986084,0.005970021,-107.83707151340843,19.39,100.0,6.1031446,[ 0.175  0.454  0.227 -0.688  0.389],-6.2508774,74.164406
43974,0.009895272,100,2400,38.471207,5.7991033,83.94931,0.023629848,86.57284,1.9173323,3.8000011,2.362985,0.9895273,0.49826014,88.19106,1.191195,0.00413181,24,-0.90134656,0.413181,0.389699,-9.384155e-06,254.5280201435089,0.0038969899,-108.0866240913051,19.51,100.0,5.884722,[ 0.172  0.448  0.254 -0.664  0.467],-6.586174,56.60932
46025,0.056522254,100,2500,44.527256,7.5469303,0.15659498,4.7966757,1.386602,2.038582,3.75,479.66757,5.652226,213.44263,88.527275,638.5901,0.00020890463,25,175.93533,0.020890463,47.666317,-3.7384034e-06,267.08221197128296,0.47666314,-107.87808173315307,20.51,100.0,5.7057505,[ 0.161  0.417  0.27  -0.672  0.498],-7.5268326,4561950.5
48354,0.059528373,100,2600,42.5847,8.84559,0.41262823,4.9299574,1.4533805,1.9565078,3.7000008,492.99573,5.952838,210.83311,89.85559,242.3489,2.1523225e-07,26,188.73512,2.1523225e-05,49.017963,-2.5939942e-06,282.8310024738312,0.4901797,-108.92243833291987,23.29,100.0,6.1232624,[ 0.087  0.314  0.207 -0.685  0.62 ],-9.880157,4407646.5
51362,0.010182997,100,2700,49.37636,12.579294,21.70957,0.15717655,26.874758,2.024062,3.6499996,15.717655,1.0182998,8.286798,91.76542,4.6062636,0.0007527512,27,4.7543783,0.07527512,1.6797205,-1.7166137e-06,299.5183529853821,0.016797205,-108.81449201190688,30.08,100.0,5.495372,[ 0.021  0.12   0.214 -0.63   0.537],-13.621849,6434.0337
54581,0.07515563,100,2800,35.85467,12.403762,0.13630448,6.930575,1.1750629,1.8970245,3.6000004,693.0575,7.515564,100.270256,92.12829,733.65155,9.0186774e-08,28,67.89827,9.018678e-06,68.92302,-5.4931643e-06,318.16808581352234,0.68923014,-110.72125619303252,32.19,100.0,6.091462,[ 0.098  0.063  0.179 -0.599  0.605],-14.594101,932505.0
59439,0.012292904,100,2900,44.355972,17.767494,7.567628,0.40047064,8.538561,1.9490643,3.5500011,40.047066,1.2292904,11.06447,94.45995,13.21418,0.000115781855,29,5.6898108,0.0115781855,4.023288,7.171631e-06,342.5968871116638,0.040232886,-110.28230658901813,48.58,100.0,5.2559137,[ 0.064 -0.133  0.102 -0.565  0.478],-24.218018,13699.8955
65318,0.035702802,100,3000,67.012115,21.25108,0.6225164,2.644995,1.8146747,1.8873967,3.5,264.4995,3.5702808,114.95074,95.29464,160.63834,7.108577e-05,30,86.63964,0.0071085775,26.26191,6.1035155e-07,368.46546816825867,0.26261908,-108.92159702987362,58.79,100.0,4.5879884,[-0.071 -0.133  0.079 -0.579  0.53 ],-29.084389,1391261.9
70752,0.16099213,100,3100,46.63324,19.604477,0.014553053,15.549021,1.0718261,1.7936399,3.4500008,1554.9021,16.099213,576.4831,95.096924,6871.41,6.4705876e-09,31,447.62927,6.4705876e-07,154.66869,9.918213e-07,396.8762743473053,1.546687,-106.04679761665149,54.34,100.0,4.9570794,[-0.241 -0.153  0.099 -0.592  0.469],-24.688927,33247640.0
78588,0.036769673,100,3200,54.900925,23.094215,0.6437564,2.726408,1.8078094,1.8263465,3.3999996,272.6408,3.676968,146.16196,96.42447,155.33826,0.0001797311,32,123.35341,0.01797311,27.098923,-2.4795531e-06,428.84972977638245,0.27098924,-100.90903892842204,78.36,100.0,4.268341,[-0.209 -0.197  0.024 -0.502  0.375],-35.4895,2242894.0
86989,0.014385274,100,3300,55.20874,23.362457,15.475517,0.18301715,22.42669,1.7924246,3.3500004,18.301716,1.4385272,21.855652,96.489624,6.4618196,0.00010914335,33,17.17761,0.010914335,2.6754181,-2.822876e-06,463.52338314056396,0.02675418,-105.44878389500187,84.01,100.0,4.2779675,[-0.279 -0.102  0.05  -0.454  0.408],-32.737217,13277.769
96329,0.04958303,100,3400,40.849167,23.744938,0.2373261,4.0723343,1.4786068,1.8516037,3.2999992,407.23343,4.958304,118.337746,96.83081,421.36115,1.0487892e-05,34,90.38727,0.0010487892,40.473618,3.0517579e-06,502.0148079395294,0.40473622,-101.30125371277745,93.4,100.0,4.5533633,[-0.348 -0.135  0.011 -0.434  0.373],-37.48495,1502181.5
105931,0.031021971,100,3500,58.17962,23.68334,0.6852915,2.340092,1.7529886,1.9021775,3.25,234.0092,3.102197,133.86076,96.78245,145.9233,0.00013175173,35,110.43402,0.013175173,23.224133,3.5858154e-06,541.7119255065918,0.23224132,-106.46481138919768,96.02,100.0,4.078395,[-0.328 -0.121  0.073 -0.414  0.433],-39.57534,1721929.8
117203,0.025961323,100,3600,43.25501,20.311275,3.3806794,1.6408792,2.4868054,1.90039,3.1999989,164.08792,2.5961323,49.74254,97.134796,29.579853,0.000104418454,36,41.86114,0.010441845,16.256893,2.2888185e-06,586.6832926273346,0.16256894,-105.1232232108013,112.72,100.0,4.637845,[-0.362 -0.188  0.064 -0.407  0.483],-43.473682,268480.34
128043,0.009923052,100,3700,44.14191,23.406008,27.909403,0.08429702,34.292656,1.865783,3.1499996,8.429703,0.99230516,8.476393,97.014465,3.5830219,0.00027574738,37,5.691204,0.02757474,1.3735726,6.8664554e-07,627.2394866943359,0.013735726,-107.61595785216272,108.4,100.0,4.5148315,[-0.362 -0.124  0.049 -0.372  0.481],-41.506653,1223.5575
141301,0.013822053,100,3800,35.777325,20.17069,6.266457,0.41638526,8.045044,1.8691432,3.1000004,41.638527,1.3822052,14.917243,97.42987,15.95798,0.00011051923,38,8.344793,0.011051923,4.6730013,-3.6239624e-06,673.7389726638794,0.04673001,-104.08377435745132,132.58,100.0,4.13865,[-0.427 -0.158  0.044 -0.353  0.447],-49.358227,10990.471
157961,0.017349366,100,3900,34.84049,18.995226,4.9602046,0.62556535,6.7658396,1.8984792,3.0499992,62.556538,1.7349365,27.746174,97.744965,20.16046,0.00040979715,39,20.553776,0.040979717,6.440362,-4.5776366e-07,735.561934709549,0.064403616,-104.5448051276964,166.6,100.0,4.0990286,[-0.441 -0.227  0.048 -0.347  0.45 ],-48.055687,45059.363
178694,0.022112964,100,4000,49.281494,23.591925,2.6262567,1.3122157,2.7895873,1.8860798,3.0,131.22157,2.2112968,37.69681,98.07318,38.077007,9.642353e-05,40,26.683205,0.009642353,13.053695,3.6621093e-06,813.0002732276917,0.13053694,-96.07841505251281,207.33,100.0,3.910606,[-0.497 -0.271  0.02  -0.36   0.48 ],-53.545055,105518.41
203968,0.022621555,100,4100,37.04652,16.85389,2.7578979,0.679151,6.028867,1.8958195,2.9499989,67.9151,2.2621555,27.31869,98.254166,36.259502,0.00013908804,41,18.180885,0.013908803,8.931037,-2.5939942e-06,903.0822234153748,0.08931036,-94.25167891040942,252.74,100.0,4.046422,[-0.504 -0.245  0.005 -0.309  0.467],-45.525238,37429.6
233737,0.011048155,100,4200,36.388012,16.90913,42.21143,0.07423584,39.91612,1.8904556,2.8999996,7.4235845,1.1048155,4.334708,98.41762,2.3690267,7.320099e-05,42,1.3929076,0.007320099,1.3554846,1.1253356e-06,1008.5708394050598,0.013554846,-86.68565584235142,297.69,100.0,3.5865798,[-0.51  -0.278 -0.029 -0.299  0.477],-57.33892,733.46356
266546,0.016026821,100,4300,29.946087,15.983947,3.0614228,0.79730374,3.8217738,1.9140604,2.8499985,79.73038,1.6026824,26.76774,98.51752,32.66455,0.00012096088,43,15.594491,0.012096088,8.039949,6.4849854e-07,1123.907161474228,0.0803995,-79.15005257674304,328.09,100.0,3.4328213,[-0.552 -0.247 -0.024 -0.275  0.471],-58.64924,57383.793
303696,0.010694939,100,4400,36.098923,15.287845,19.428352,0.2374239,15.059359,1.877091,2.7999992,23.74239,1.0694939,5.9838734,98.58757,5.1471167,7.731197e-05,44,1.3495793,0.007731197,2.539995,-9.155273e-07,1246.8062417507172,0.02539995,-76.60895508453198,371.5,100.0,3.3166802,[-0.623 -0.24  -0.05  -0.246  0.495],-61.28058,1606.2781
345881,0.011189804,100,4500,31.58641,15.254984,38.77001,0.069832854,52.539425,1.8631496,2.75,6.983286,1.1189803,2.8214445,98.73923,2.579313,0.0002937346,45,0.5551145,0.029373461,1.0635213,4.959106e-07,1387.313836812973,0.010635214,-55.00439714403374,421.85,100.0,3.7508576,[-0.656 -0.266 -0.062 -0.246  0.458],-42.334297,891.5985
383020,0.047394767,100,4600,27.730545,15.927877,0.36089104,4.2025657,1.2707063,1.8164152,2.7000008,420.2566,4.739477,80.76703,98.64026,277.09195,1.4839465e-07,46,53.895504,1.4839466e-05,41.776382,1.1444092e-06,1510.1237502098083,0.41776383,-66.80110617682227,371.39,100.0,3.4162211,[-0.658 -0.268 -0.06  -0.265  0.444],-48.428566,703073.0
426682,0.009608277,100,4700,28.621838,14.932784,54.103764,0.06148432,52.01504,1.8045106,2.6499996,6.148432,0.96082765,2.4564738,98.70514,1.8483002,0.00087329163,47,-0.55334663,0.087329164,0.922855,9.155273e-07,1653.0695056915283,0.00922855,-64.37256867299034,436.62,100.0,2.5996192,[-0.661 -0.243 -0.044 -0.223  0.398],-66.416435,315.09808
468651,0.011016965,100,4800,24.289253,12.915154,32.711433,0.082611606,44.463993,1.7819597,2.6000004,8.261161,1.1016965,3.2467165,98.727066,3.057035,0.00019417357,48,0.8809197,0.019417357,1.2312467,-1.3732911e-06,1789.1515035629272,0.012312466,-57.27267862150805,419.69,100.0,3.338635,[-0.644 -0.243 -0.031 -0.232  0.385],-40.59275,373.33948
509094,0.04020452,100,4900,43.390488,13.960276,1.0082667,3.5025659,1.3162751,1.7539034,2.5500011,350.2566,4.0204525,26.869213,98.710754,99.180115,1.7155386e-06,49,12.465131,0.00017155387,34.81163,1.2207031e-06,1915.9921011924744,0.34811625,-58.4897374687137,404.43,100.0,3.0976508,[-0.649 -0.247 -0.038 -0.248  0.363],-29.117386,76810.234
551492,0.013273534,100,5000,41.27447,15.581698,15.392264,0.17056106,18.666798,1.7345134,2.5,17.056107,1.3273535,6.357408,98.73857,6.49677,3.4392902e-05,50,2.4688616,0.0034392904,2.7706752,5.340576e-07,2052.9708886146545,0.027706752,-55.419083913124304,423.98,100.0,2.8591664,[-0.651 -0.287 -0.066 -0.245  0.335],-45.767776,1158.611
592860,0.011489324,100,5100,28.349083,14.725957,36.542034,0.117214665,32.368176,1.7507282,2.4500008,11.721467,1.1489326,3.6919317,98.77425,2.7365746,0.000963189,51,1.0262399,0.0963189,1.6607758,2.6130676e-06,2184.0826711654663,0.016607758,-46.69438592419022,413.68,100.0,2.6381507,[-0.682 -0.308 -0.072 -0.267  0.316],-48.342327,701.9929
632249,0.01255749,100,5200,36.710487,16.15605,9.749637,0.21234502,17.758455,1.732274,2.4000015,21.234503,1.255749,9.895158,98.75247,10.256792,6.302327e-05,52,4.345989,0.006302327,2.7023761,-1.2207031e-06,2306.8545100688934,0.027023762,-48.74926806320018,393.89,100.0,2.469054,[-0.727 -0.303 -0.088 -0.261  0.332],-51.98085,7199.485
678058,0.034415256,100,5300,30.38256,12.086914,0.30535936,1.9412231,2.73205,1.6790705,2.3500004,194.12231,3.441526,45.701344,98.82582,327.483,2.1443107e-08,53,25.325947,2.1443107e-06,20.534853,-3.4332277e-07,2453.4834158420563,0.20534855,-39.89336187015899,458.09,100.0,2.9449136,[-0.734 -0.298 -0.07  -0.245  0.313],-33.777924,181522.77
725786,0.009341707,100,5400,23.09111,11.371351,28.891247,0.076092936,33.83513,1.6933126,2.3000011,7.6092935,0.93417066,2.56328,98.85269,3.461256,0.0006425869,54,0.6915878,0.064258695,1.3063395,8.201599e-07,2603.9842422008514,0.013063395,-35.1519654943394,477.28,100.0,2.8558197,[-0.747 -0.364 -0.073 -0.269  0.26 ],-30.18136,349.91327
772213,0.010147626,100,5500,24.007751,11.255791,25.22895,0.10767148,32.28871,1.6940794,2.25,10.767148,1.0147625,3.0007722,98.859955,3.9637003,0.00036228064,55,0.7813575,0.036228064,1.4695001,2.2888183e-07,2751.2613682746887,0.014695001,-32.50810712131461,464.27,100.0,2.6951766,[-0.75  -0.37  -0.067 -0.286  0.274],-33.443314,370.39252
816958,0.02274673,100,5600,26.896175,13.849178,2.2923837,0.8339781,4.340359,1.7193171,2.2000008,83.39781,2.2746732,21.947693,98.86748,43.622715,2.4254192e-05,56,9.967515,0.0024254192,10.678753,3.4332277e-07,2889.3177587985992,0.10678753,-29.647643866585057,447.45,100.0,1.913103,[-0.755 -0.369 -0.055 -0.301  0.275],-54.416195,51447.95
857900,0.042328063,100,5700,27.886095,14.81308,0.31075984,3.0114691,1.9318565,1.7526485,2.1499996,301.1469,4.2328057,82.562675,98.76694,321.7919,1.6237544e-06,57,58.63481,0.00016237545,30.158163,1.1444092e-06,3020.597276210785,0.3015817,-47.71077072327498,409.42,100.0,2.3626533,[-0.767 -0.334 -0.077 -0.288  0.3  ],-40.01637,640491.75
902202,0.009992705,100,5800,23.686317,13.59314,35.576004,0.051954374,50.68617,1.7208885,2.1000004,5.1954374,0.9992705,2.5174978,98.801956,2.8108835,0.000462049,58,0.072746515,0.046204902,0.98564994,-9.155273e-07,3156.259818315506,0.009856499,-43.867223035433774,443.02,100.0,2.2223744,[-0.717 -0.395 -0.076 -0.297  0.334],-43.745613,393.79355
947605,0.01540705,100,5900,26.601097,12.985791,7.8433886,0.48963195,8.105465,1.7324243,2.0499992,48.963196,1.540705,7.5679193,98.81581,12.749592,0.00014595469,59,1.4332585,0.014595469,5.1877065,-4.959106e-07,3302.8515589237213,0.051877063,-41.81246179390016,454.03,100.0,1.8097436,[-0.723 -0.388 -0.073 -0.288  0.302],-51.542282,4313.9146
994464,0.020889334,100,6000,24.329332,11.766145,1.6440915,1.4474735,2.0096495,1.7271271,2.0,144.74736,2.088933,24.267456,98.809235,60.823868,1.5485643e-05,60,12.654915,0.0015485643,14.586667,-6.67572e-07,3451.631987810135,0.14586666,-44.695178314488075,468.59,100.0,1.9758632,[-0.748 -0.368 -0.096 -0.267  0.314],-44.66954,54229.344
1037822,0.023887923,100,6100,20.789608,12.722233,1.0249801,0.96283084,4.7220864,1.7498605,1.9500008,96.28309,2.3887918,24.995445,98.77695,97.562874,5.3432573e-06,61,12.584505,0.0005343257,10.730191,7.6293946e-07,3589.2475719451904,0.1073019,-48.35674204509275,433.58,100.0,2.1114001,[-0.757 -0.349 -0.127 -0.257  0.308],-37.694992,41387.52
1076174,0.016190164,100,6200,23.270739,15.028666,7.0233994,0.29117256,14.906413,1.7505491,1.8999996,29.117256,1.6190168,13.842472,98.66547,14.23812,6.529256e-06,62,7.4799366,0.00065292564,3.868238,-3.3569336e-06,3705.525012254715,0.03868238,-64.15097185214714,383.52,100.0,1.6385508,[-0.806 -0.343 -0.157 -0.272  0.331],-50.585396,4300.18
1114949,0.06249804,100,6300,31.928146,14.486836,0.111584894,5.7281866,1.1899012,1.7466865,1.8500004,572.81866,6.249804,135.169,98.67609,896.17865,1.1691205e-06,63,94.16434,0.00011691205,56.95235,2.0980835e-06,3821.527047395706,0.5695235,-62.79932469350402,387.75,100.0,1.8687849,[-0.835 -0.379 -0.149 -0.297  0.332],-41.092003,1846561.2
1154237,0.028541317,100,6400,25.915613,15.703115,0.82490796,1.1083938,4.3144727,1.7455349,1.7999992,110.839386,2.8541317,35.11937,98.74667,121.22565,1.0957867e-05,64,17.421736,0.0010957867,13.441052,-1.1825562e-06,3949.277286052704,0.13441052,-49.76269933039969,392.88,100.0,1.5366558,[-0.818 -0.341 -0.109 -0.289  0.328],-48.22133,51279.297
1193208,0.012692528,100,6500,29.68672,15.066473,14.561753,0.46689638,6.5669646,1.7095547,1.75,46.68964,1.2692528,8.693798,98.732254,6.867305,4.519349e-05,65,4.036872,0.004519349,4.7875795,6.8664554e-07,4057.0750942230225,0.04787579,-52.172434225392735,389.71,100.0,1.2776098,[-0.861 -0.363 -0.096 -0.323  0.327],-53.3123,3385.498
1237402,0.014025103,100,6600,23.842033,11.920306,13.530602,0.26688546,17.211567,1.7329845,1.7000008,26.688547,1.4025102,8.383056,98.803604,7.390654,0.00022460888,66,4.171939,0.02246089,3.0759602,9.536743e-08,4169.970231294632,0.030759599,-43.3982860484969,441.94,100.0,1.3572285,[-0.879 -0.373 -0.098 -0.31   0.291],-46.470474,1719.6547
1280055,0.012569435,100,6700,30.110418,13.581339,13.399966,0.40841362,8.112672,1.7127045,1.6499996,40.841362,1.2569433,5.582636,98.832245,7.462705,7.8807265e-05,67,1.7347403,0.007880727,4.2302065,-2.2888183e-07,4281.113108158112,0.04230207,-35.777342413469476,426.53,100.0,1.4508644,[-0.852 -0.392 -0.091 -0.335  0.314],-42.256775,2872.9517
1316999,0.66478324,100,6800,33.708855,15.729612,0.0044430955,66.04077,1.0132917,1.724786,1.5999985,6604.0776,66.47833,2054.8545,98.690445,22506.83,2.9860217e-07,68,1855.9575,2.9860219e-05,657.05444,-1.2969971e-06,4376.67490530014,6.5705442,-57.181308559781584,369.44,100.0,1.4145449,[-0.883 -0.363 -0.099 -0.339  0.293],-39.773354,423837500.0
1358423,0.16741748,100,6900,32.95131,13.490039,0.037799884,14.717769,1.2858546,1.6407714,1.5499992,1471.7769,16.741747,228.173,98.79129,2645.5107,8.853767e-10,69,153.02316,8.8537675e-08,146.68799,-1.9073487e-07,4484.877578020096,1.4668798,-43.229111864587765,414.24,100.0,1.2123393,[-0.873 -0.301 -0.067 -0.3    0.306],-43.83233,4269463.0
1403455,0.011596791,100,7000,21.460838,12.157989,39.35099,0.071157135,45.45505,1.6216857,1.5,7.1157136,1.1596793,2.167259,98.87015,2.541232,0.00025427702,70,-0.5385382,0.025427703,1.2703522,6.1035155e-07,4602.515406131744,0.012703523,-29.237717444116573,450.32,100.0,0.7638011,[-0.895 -0.299 -0.048 -0.297  0.222],-50.920692,253.8438
1451756,0.44700822,100,7100,20.316326,10.288147,0.016785288,44.07457,1.0285287,1.5339885,1.4499989,4407.457,44.700825,898.84717,98.91812,5957.598,2.852226e-09,71,806.3887,2.852226e-07,438.4927,-5.531311e-07,4719.023520708084,4.384927,-19.77443502780434,483.01,100.0,1.1535678,[-0.901 -0.303 -0.039 -0.293  0.203],-35.936226,80175784.0
