InitialReturnMax,EmpiricalD2,MaxIW,ReturnStepMax,MeanIWNorm,StdIWNorm,MaxIWNorm,InitialReturnMean,InitialBound,MeanIW,MeanEntropy,ReturnMeanIW,ESSRenyi,ESSClassic,TimeElapsed,Bound,InitialReturnStd,TimestepsSoFar,EpRewMean,EpThisIter,Iteration,InitialReturnMin,StdIW,J_sample_variance,MinIW,EpLenMean,EpisodesSoFar,ReturnStepMaxmin,MinIWNorm,Weights
12.471664,22.315632,8.994057,100.0,0.009092837,0.012451127,0.08994056,1.1444092e-06,257.1524,0.90928376,2.6772394,-0.06625365,4.4811635,34.781715,394.91335010528564,-2.0301013,3.7024133,68849,-162.6461116035058,100,11,-4.8662567,1.2451127,21.373234,0.0030615567,71.06,1100,95.42229,3.0615567e-05,[ 0.697 -1.079  0.19   0.258  1.156]
10.720184,34.328243,6.7709312,100.0,0.0072641727,0.010545866,0.06770931,5.340576e-07,267.3666,0.72641724,2.7946866,0.38240463,2.9130533,32.17897,431.05298137664795,-1.7112584,3.3469057,75590,-159.65287758668015,100,12,-4.179886,1.0545865,12.931013,0.008374235,67.41,1200,95.26323,8.374234e-05,[ 0.694 -1.08   0.188  0.25   1.258]
13.358719,17.136145,37.149612,100.0,0.014374974,0.038265634,0.3714961,1.5258789e-06,279.02338,1.4374974,2.894094,-0.15119028,5.8356185,12.36699,471.4815490245819,-1.9945076,4.3976398,82756,-161.79810036206007,100,13,-5.697998,3.8265638,45.874153,0.031894702,71.66,1300,95.454346,0.00031894702,[ 0.692 -1.081  0.182  0.242  1.376]
13.446289,37.29096,51.898396,100.0,0.013518522,0.052489474,0.51898396,1.2512207e-05,288.96118,1.3518523,2.9960682,5.7638135,2.681615,6.2204537,505.2976667881012,3.026762,4.147368,89327,-156.74828913315577,100,14,-4.581276,5.2489476,3569.0698,0.02167079,65.71,1400,95.229095,0.0002167079,[ 0.688 -1.085  0.172  0.232  1.475]
16.893822,11.615547,11.093369,100.0,0.010371173,0.015605302,0.110933684,6.5612794e-06,299.0437,1.0371174,3.0949907,-0.83817965,8.609151,30.636656,547.7877421379089,-2.7574072,4.973009,96688,-160.55033288449937,100,15,-7.31736,1.5605303,92.982086,0.02970861,73.61,1500,95.41115,0.0002970861,[ 0.669 -1.105  0.112  0.182  1.577]
32.138687,132.73853,328.39655,100.0,0.04146377,0.32683897,3.2839653,4.5013426e-06,308.4278,4.1463766,3.1028,42.914745,0.7533608,1.5839294,586.7256460189819,30.572182,7.0123553,103509,-154.15222341360288,100,16,-8.39547,32.683903,126422.32,0.004280462,68.21,1600,95.15374,4.280462e-05,[ 0.666 -1.098  0.123  0.132  1.676]
28.262074,50.093163,218.22833,100.0,0.03202841,0.21682584,2.1822832,5.4931643e-06,309.33792,3.2028415,3.1769903,29.242043,1.9962804,2.1353762,647.2407343387604,22.574406,9.3517885,114949,-182.44676006509303,100,17,-14.509804,21.682589,74930.17,0.013604993,114.4,1700,96.21481,0.00013604993,[ 0.359 -1.261  0.031 -0.136  1.684]
40.181267,4.5201354,7.961494,100.0,0.010204512,0.013130067,0.07961494,-3.4713746e-06,316.35965,1.0204513,3.2164156,6.6869526,22.123232,37.656612,715.1512603759766,3.8393583,13.4015,126782,-176.4162654630145,100,18,-18.40335,1.3130066,1155.4429,0.052719794,118.33,1800,96.0196,0.0005271979,[ 0.317 -1.305  0.064 -0.287  1.758]
34.68466,13.8928175,16.44923,100.0,0.013284618,0.026454512,0.1644923,-4.959106e-07,320.4854,1.3284619,3.2004948,16.295938,7.197964,20.138832,807.8864560127258,11.986592,13.387418,143826,-194.3205030601114,100,19,-23.65509,2.6454515,4024.3682,0.0023737294,170.44,1900,96.71985,2.3737293e-05,[ 0.186 -1.391  0.055 -0.413  1.798]
46.100292,2.8666353,5.9147224,100.0,0.009909822,0.009283458,0.059147224,-1.6784668e-06,318.5128,0.9909823,3.2420938,0.81200194,34.8841,53.259995,892.6808710098267,-1.7897666,16.679905,159218,-168.48226866609969,100,20,-30.07547,0.9283458,305.60593,0.06554904,153.92,2000,96.810776,0.0006554904,[ 0.081 -1.442  0.078 -0.601  1.782]
73.77149,1.9834708,8.196646,100.0,0.009521593,0.009189219,0.08196645,1.335144e-06,321.75034,0.9521593,3.2589905,4.086014,50.416676,51.77581,971.9523570537567,0.6227927,17.752295,174266,-165.72437277511753,100,21,-26.632011,0.918922,789.9781,0.12856627,150.48,2100,96.79739,0.0012856626,[ 0.034 -1.437  0.078 -0.669  1.823]
39.549713,3257.01,877.2722,100.0,0.09338921,0.8723245,8.772722,-2.3269654e-06,324.58072,9.3389225,3.3245134,343.76782,0.030703006,1.1331518,1072.5857014656067,268.5308,17.959211,193201,-159.55553453080591,100,22,-35.059505,87.23245,12040487.0,0.0008756404,189.35,2200,97.3147,8.756404e-06,[-0.07  -1.478  0.025 -0.735  1.84 ]
40.734608,17.875782,66.6103,100.0,0.013830316,0.06607273,0.66610295,1.8310546e-06,331.09354,1.3830316,3.3804162,14.766079,5.594161,4.197554,1182.8056919574738,9.025248,20.142899,214223,-154.28427029460548,100,23,-40.41484,6.607273,31879.904,0.0030255136,210.22,2300,97.532196,3.0255136e-05,[-0.318 -1.327 -0.037 -0.818  1.906]
38.00815,3.4234345,14.733145,100.0,0.010417964,0.0189575,0.14733145,6.8664554e-07,336.65396,1.0417963,3.4086545,3.7790623,29.210432,23.19495,1281.5047698020935,1.2115548,19.844929,236209,-162.12136819128614,100,24,-41.629574,1.8957497,1281.7773,0.06329536,219.86,2400,97.52524,0.00063295354,[-0.522 -1.223 -0.05  -0.812  1.962]
28.98134,2.9356833,6.862523,100.0,0.010981114,0.011145855,0.06862523,3.0517577e-07,339.53244,1.0981113,3.4217858,3.8166893,34.06362,49.2555,1428.8998136520386,1.5327485,15.3073635,264628,-162.1752833635573,100,25,-39.99001,1.1145855,521.51373,0.058120668,284.19,2500,97.85869,0.00058120664,[-0.579 -1.341  0.03  -0.838  1.989]
48.407856,41.109745,121.86369,100.0,0.023990626,0.123771496,1.2186369,1.5640259e-06,340.565,2.3990624,3.4480126,27.093576,2.4325132,3.6209657,1578.7451839447021,16.747707,17.463053,293295,-146.87805011462464,100,26,-39.9003,12.37715,111668.9,0.0054791137,286.67,2600,97.97529,5.4791137e-05,[-0.655 -1.375 -0.031 -0.926  2.003]
39.687363,14.132739,54.915176,100.0,0.01572431,0.0578764,0.5491518,9.307862e-06,343.30844,1.5724312,3.4947188,10.50674,7.0757694,6.874025,1767.9857726097107,4.8946023,17.544476,329063,-182.61951028115752,100,27,-44.785393,5.7876396,10031.1875,0.019324712,357.68,2700,97.97887,0.00019324712,[-0.817 -1.503 -0.018 -0.772  2.029]
34.441612,2.720038,6.5440187,100.0,0.009717055,0.01115022,0.065440185,4.5776366e-07,348.0566,0.9717054,3.5155554,2.9965017,36.764194,43.16423,1959.630940437317,0.6623254,18.156677,365904,-183.00183575961802,100,28,-42.45877,1.1150221,433.20786,0.06943276,368.41,2800,98.00653,0.0006943276,[-0.889 -1.684 -0.053 -0.815  2.076]
49.850586,55.314266,73.67479,100.0,0.013937745,0.074494116,0.73674786,-2.2888185e-06,349.89386,1.3937745,3.5376196,32.319572,1.8078519,3.382192,2141.662509202957,19.961021,18.800282,402650,-167.08079449634792,100,29,-45.44958,7.449412,80704.36,0.0008908521,367.46,2900,98.09062,8.9085215e-06,[-0.967 -1.691 -0.047 -0.897  2.096]
30.501984,78.54384,134.31688,100.0,0.022578519,0.13356395,1.3431687,-2.2125244e-06,352.08203,2.257852,3.5845268,35.968395,1.2731743,2.778279,2311.203068256378,21.079899,16.508728,435795,-143.7517008041956,100,30,-50.39831,13.356395,147521.92,0.0004972953,331.45,3000,98.13258,4.972953e-06,[-1.033 -1.644  0.076 -1.054  2.118]
45.223087,6.995771,263.99335,100.0,0.03690208,0.2622459,2.6399333,1.14440915e-07,356.94522,3.6902084,3.5963037,66.73927,14.294351,1.9416413,2444.6720945835114,62.75218,19.467966,460387,-137.375397164076,100,31,-45.200108,26.224594,415451.28,0.015764814,245.92,3100,97.88277,0.00015764813,[-0.963 -1.525  0.133 -1.187  2.165]
35.733994,8.650185,63.47434,100.0,0.019595128,0.07385993,0.6347434,1.0681152e-06,357.9738,1.9595126,3.5860057,26.711575,11.560447,6.5756454,2597.857159137726,21.839365,19.97523,489751,-150.0115010594215,100,32,-49.6975,7.3859935,33363.496,0.006545657,293.64,3200,97.978264,6.545657e-05,[-1.098 -1.575  0.118 -1.01   2.177]
31.568825,13.261567,40.764084,100.0,0.014259703,0.04193123,0.4076408,3.2043456e-06,357.24652,1.4259702,3.637796,7.816188,7.540587,10.366154,2755.768704891205,2.8852177,16.565716,520172,-137.5279744023903,100,33,-40.621525,4.193123,7758.194,0.026750598,304.21,3300,98.09584,0.00026750597,[-1.153 -1.628 -0.02  -1.135  2.167]
36.25605,59.8784,88.639465,100.0,0.016012998,0.089285,0.8863946,-1.4495849e-06,362.22668,1.6012998,3.5976744,29.050346,1.6700513,3.1162972,2933.029015302658,17.0336,17.159071,555491,-151.2846098410921,100,34,-46.587894,8.928501,79136.65,0.00026192763,353.19,3400,98.143326,2.6192763e-06,[-1.217 -1.669  0.023 -1.106  2.219]
35.218895,3.9207728,15.247856,100.0,0.010815735,0.016895847,0.15247856,-5.340576e-07,357.79114,1.0815735,3.6405368,1.4254415,25.505177,29.06702,3075.2215118408203,-2.4878173,17.61931,583963,-115.77276568060384,100,35,-59.288982,1.6895846,1433.662,0.020182636,284.72,3500,98.18677,0.00020182635,[-1.261 -1.613 -0.057 -1.292  2.179]
31.706076,2.0016556,4.3429527,100.0,0.009525606,0.0067865904,0.043429527,-9.155273e-07,362.3129,0.95256066,3.675503,0.07483995,49.958645,66.33077,3193.8954916000366,-2.387999,19.25445,607329,-129.9167635658875,100,36,-52.223095,0.67865914,544.34937,0.100289285,233.66,3600,97.887985,0.0010028929,[-1.268 -1.61  -0.05  -1.318  2.221]
39.17831,5.0809164,19.026627,100.0,0.014687481,0.026781486,0.19026627,-1.2207031e-06,365.9148,1.4687482,3.7197862,4.592865,19.681488,23.122082,3308.531265735626,0.90633345,20.982481,630107,-138.01138126892684,100,37,-49.06459,2.6781485,3394.6604,0.018293627,227.78,3700,97.78821,0.00018293626,[-1.278 -1.614 -0.059 -1.318  2.256]
44.907196,5.8079076,25.46132,100.0,0.01555098,0.036602985,0.2546132,5.7220458e-08,370.18024,1.555098,3.6861272,10.632631,17.217905,15.29029,3450.189271211624,6.298631,20.037712,658774,-134.81825854689362,100,38,-53.951103,3.6602988,2712.67,0.023282437,286.67,3800,98.05942,0.00023282436,[-1.333 -1.705 -0.026 -1.391  2.301]
32.000793,12.447227,59.91729,100.0,0.014877585,0.061514515,0.5991729,-2.1362305e-06,366.8291,1.4877588,3.7381957,6.2087436,8.033918,5.5261364,3616.532205104828,-0.08396196,15.728811,693683,-122.03447152832697,100,39,-53.50845,6.1514516,6259.808,0.00855761,349.09,3900,98.30084,8.55761e-05,[-1.544 -1.942  0.003 -1.368  2.267]
28.177122,2.2168128,2.9554462,100.0,0.009053413,0.006187747,0.029554462,1.6021728e-06,372.5556,0.9053413,3.7694466,-1.1020272,45.109806,68.16016,3784.870732307434,-2.9839725,13.97944,729221,-118.67062435624783,100,40,-37.919598,0.6187747,198.23074,0.0872937,355.38,4000,98.33215,0.000872937,[-1.569 -1.945  0.023 -1.38   2.319]
45.36453,1.5295928,3.0148547,100.0,0.00958233,0.0051062754,0.030148545,1.2207031e-06,375.329,0.9582329,3.7926311,-0.63882804,65.37688,77.883675,3935.291793346405,-2.6370354,19.752907,760582,-124.93694222923726,100,41,-48.470093,0.51062757,470.35773,0.16306973,313.61,4100,98.20323,0.0016306972,[-1.572 -1.942  0.022 -1.38   2.35 ]
38.0873,2.7184603,26.764624,100.0,0.014941306,0.03315838,0.26764622,-2.1362305e-06,377.63333,1.4941307,3.777276,14.785279,36.78553,16.877535,4051.330802679062,12.098115,17.83604,789863,-138.14734759727048,100,42,-48.893818,3.3158379,4979.4556,0.04494975,292.81,4200,98.056404,0.00044949751,[-1.607e+00 -1.974e+00  2.299e-03 -1.411e+00  2.373e+00]
40.79663,12.86489,40.65335,100.0,0.019206712,0.06040838,0.4065335,7.6293946e-07,375.823,1.9206711,3.8280609,8.326963,7.773094,9.180969,4197.022454023361,1.4956183,16.793884,827889,-129.6079754574834,100,43,-57.137924,6.040838,6888.5386,0.007987961,380.26,4300,98.31831,7.987961e-05,[-1.813 -2.283 -0.045 -1.455  2.358]
39.830883,2.669332,6.183184,100.0,0.010631626,0.011237254,0.06183184,9.918213e-07,381.14392,1.0631626,3.8437657,3.840056,37.462555,47.23276,4336.269800186157,1.1244094,16.218962,864039,-130.93558341286106,100,44,-49.864697,1.1237255,559.2773,0.06880551,361.5,4400,98.275604,0.00068805506,[-1.82  -2.276 -0.075 -1.473  2.409]
31.680367,3.5328414,8.127491,100.0,0.009497478,0.013099066,0.08127491,-2.9563903e-06,382.68546,0.94974786,3.8824866,1.4875047,28.305828,34.456207,4468.764276981354,-1.6911032,16.551226,899066,-132.09282393504745,100,45,-50.733654,1.3099066,1290.1562,0.043403536,350.27,4500,98.24576,0.00043403535,[-1.994 -2.161 -0.105 -1.555  2.425]
40.671772,26.920097,81.94231,100.0,0.020065412,0.08460523,0.819423,3.5095215e-06,386.64758,2.0065413,3.9410865,9.125469,3.714697,5.3252025,4580.257544994354,0.81835365,17.127039,933382,-126.96234004125125,100,46,-48.03228,8.460524,15276.902,0.0021363269,343.16,4600,98.26004,2.1363268e-05,[-2.01  -2.199 -0.077 -1.578  2.463]
33.747616,1.9934137,5.9233394,100.0,0.010489456,0.00971952,0.059233394,-2.1362305e-06,392.42282,1.0489457,3.9557369,1.8154547,50.165203,53.804348,4695.756604194641,-0.56474423,15.470554,970812,-136.5149310102641,100,47,-50.57499,0.9719519,357.3654,0.100280076,374.3,4700,98.27055,0.0010028008,[-2.031 -2.22  -0.077 -1.587  2.522]
39.552776,3.9867895,13.711483,100.0,0.011424896,0.0160942,0.13711482,3.967285e-06,393.77496,1.1424897,3.9804072,2.2676778,25.08284,33.507313,4786.7406940460205,-1.32387,18.740088,1001529,-129.98990606574182,100,48,-53.962395,1.6094201,1922.4912,0.033703282,307.17,4800,98.153625,0.0003370328,[-2.09  -2.215 -0.102 -1.703  2.536]
39.696426,4.923271,14.874497,100.0,0.011263677,0.017951474,0.14874497,-9.918213e-07,396.581,1.1263678,4.0233626,1.4705514,20.311699,28.2483,4884.961744070053,-1.7683197,14.56322,1036209,-133.3669573031938,100,49,-43.791317,1.7951477,774.86334,0.03180643,346.8,4900,98.23087,0.0003180643,[-2.143 -2.297  0.006 -1.6    2.561]
36.694187,2.5931022,5.0205665,100.0,0.008744541,0.008461296,0.050205663,1.5258789e-07,400.68048,0.874454,4.0574055,-0.7191981,38.563847,51.645756,4977.730438709259,-3.385531,16.07733,1071298,-136.29709298234152,100,50,-49.67362,0.84612966,222.36525,0.025688492,350.89,5000,98.22313,0.0002568849,[-2.143e+00 -2.296e+00  1.288e-03 -1.603e+00  2.604e+00]
33.812805,4.998578,13.67249,100.0,0.010743236,0.015747767,0.1367249,-2.670288e-07,404.23877,1.0743238,4.0660963,6.5354652,20.00569,31.759546,5065.231600522995,3.1778736,17.865599,1104519,-151.29212355365854,100,51,-45.053223,1.5747766,2412.5703,0.011393542,332.21,5100,98.08917,0.00011393542,[-2.173 -2.298 -0.013 -1.616  2.638]
39.55054,8.222066,28.98531,100.0,0.01031323,0.029219575,0.2898531,-3.0517577e-07,405.0918,1.031323,4.1132073,2.8342276,12.162394,11.07776,5141.189038038254,-1.517962,17.496336,1134419,-130.24767352154032,100,52,-45.53429,2.9219575,3755.2168,0.0055941055,299.0,5200,98.128784,5.5941055e-05,[-2.29  -2.309 -0.029 -1.856  2.647]
31.299286,1.0777524,2.3694623,100.0,0.010080622,0.0034082332,0.023694621,4.119873e-06,409.45294,1.008062,4.1238174,-0.74811196,92.78569,89.741615,5221.04448223114,-2.687171,18.661621,1167425,-131.84835292724378,100,53,-56.034153,0.34082335,381.08704,0.34557635,330.06,5300,98.201065,0.0034557634,[-2.306 -2.357  0.068 -1.878  2.694]
32.047005,1.0496943,2.232812,100.0,0.010322053,0.0026095235,0.022328118,1.6212464e-06,410.54446,1.0322053,4.124693,0.8030069,95.26583,93.99264,5296.6649124622345,-1.0793803,16.780388,1197470,-137.50797759546745,100,54,-55.118675,0.26095235,307.56195,0.57318217,300.45,5400,98.084656,0.0057318215,[-2.308 -2.361  0.065 -1.877  2.704]
40.823406,1.7770526,4.105545,100.0,0.010288013,0.006658108,0.04105545,5.722046e-07,410.75565,1.0288013,4.1521087,-0.3012849,56.272953,70.480576,5372.508036375046,-2.5857048,18.521769,1228773,-125.34086240090774,100,55,-51.40993,0.6658108,524.53735,0.07548772,313.03,5500,98.19917,0.00075487717,[-2.345 -2.406  0.083 -1.924  2.705]
46.44816,64.15933,98.3197,100.0,0.02175924,0.107215926,0.983197,3.0517577e-07,413.58658,2.175924,4.215829,14.986792,1.5586197,3.9558496,5443.813808917999,1.9762878,17.274504,1260702,-138.39477116559547,100,56,-48.728767,10.721593,15930.5,0.0057499805,319.29,5600,98.1331,5.7499805e-05,[-2.361 -2.415  0.046 -1.927  2.733]
35.78227,1.4323555,3.544581,100.0,0.00993295,0.006401002,0.03544581,2.9754638e-06,419.99075,0.9932951,4.240985,-1.1465433,69.81507,70.657486,5504.796972751617,-3.0520115,18.656727,1288122,-136.04082498265697,100,57,-47.763653,0.6401002,431.5139,0.118331455,274.2,5700,98.00772,0.0011833145,[-2.37  -2.415  0.012 -2.008  2.797]
34.150124,2.8702896,14.162344,100.0,0.01044092,0.015230202,0.14162344,4.196167e-07,422.52478,1.0440919,4.276203,3.1026874,34.83969,31.971203,5565.177294969559,0.43654847,20.17704,1315127,-141.98127963541396,100,58,-47.210777,1.5230203,1487.006,0.03839706,270.05,5800,97.94849,0.0003839706,[-2.382 -2.431  0.016 -2.027  2.821]
45.164715,1.7729766,5.346541,100.0,0.010071286,0.009912743,0.053465407,-1.2207031e-06,426.05237,1.0071286,4.253623,5.7142487,56.40232,50.793297,5617.992201089859,3.6265032,22.84903,1339396,-137.41591695541587,100,59,-47.03783,0.99127424,1010.2319,0.09156704,242.69,5900,97.86755,0.00091567036,[-2.423 -2.445 -0.021 -2.132  2.857]
49.08855,3.942279,11.69419,100.0,0.0127311135,0.018609732,0.1169419,2.1362305e-06,423.726,1.2731113,4.244889,9.216058,25.366037,31.88045,5684.269077062607,5.967185,19.68393,1369432,-146.07828066661426,100,60,-42.733257,1.8609731,3995.5583,0.011490725,300.36,6000,98.02731,0.00011490725,[-2.664 -2.523  0.075 -2.057  2.834]
41.6289,1.7757508,5.375627,100.0,0.010591686,0.008762139,0.05375627,4.7302246e-06,422.82407,1.0591687,4.2733626,-1.0711278,56.31421,59.369442,5748.802341222763,-3.2896533,18.23364,1399563,-143.37445886241497,100,61,-49.945312,0.8762139,481.18265,0.09234409,301.31,6100,98.048325,0.0009234409,[-2.812 -2.779  0.302 -2.022  2.825]
32.63203,3.2902591,7.6940365,100.0,0.01056118,0.012727563,0.076940365,-1.14440915e-07,425.6298,1.0561181,4.288834,7.266077,30.392742,40.777534,5813.341327667236,4.1706944,18.547995,1432858,-145.14970606309984,100,62,-51.194176,1.2727565,1005.58026,0.045583382,332.95,6200,98.1281,0.00045583383,[-2.816 -2.782  0.296 -2.027  2.854]
33.840164,1.9451723,3.6398287,100.0,0.008241075,0.0063843415,0.036398288,2.002716e-06,427.12805,0.82410765,4.3191977,-0.8980814,51.40933,62.49391,5874.549567699432,-3.3462954,16.780811,1464747,-142.48268167066982,100,63,-52.661304,0.6384342,342.6672,0.14910816,318.89,6300,98.106384,0.0014910816,[-2.859 -2.864  0.103 -2.179  2.87 ]
36.49588,2.4273708,11.394315,100.0,0.009900314,0.012240851,0.113943145,-6.8664554e-07,430.50824,0.9900314,4.342644,1.6513169,41.19684,39.545845,5931.5517773628235,-0.5478704,17.967173,1495650,-148.09867013306095,100,64,-42.34629,1.2240852,799.5886,0.10063892,309.03,6400,98.04152,0.0010063892,[-2.862 -2.866  0.101 -2.182  2.9  ]
37.934628,1.1716655,3.0622098,100.0,0.0103959115,0.004309381,0.030622099,3.5858154e-06,432.6385,1.0395913,4.354348,0.4283873,85.34859,85.33644,5998.085643053055,-1.3315933,18.3946,1529299,-130.90086218012456,100,65,-48.77837,0.4309381,482.03552,0.34032917,336.49,6500,98.22197,0.0034032916,[-2.981 -2.968  0.084 -2.367  2.923]
43.015587,59.58053,866.7524,100.0,0.0951799,0.86174953,8.667523,-2.784729e-06,433.59668,9.517991,4.4142976,42.55062,1.6784006,1.2052095,6057.685189962387,28.362299,16.646059,1560406,-135.82581597833428,100,66,-55.144238,86.17495,188978.5,0.0063286955,311.07,6600,98.126724,6.3286956e-05,[-3.049 -3.026  0.134 -2.396  2.935]
43.228767,3.166993,16.585743,100.0,0.010870917,0.0188674,0.16585742,-4.234314e-06,439.90372,1.0870919,4.3749413,8.336681,31.575695,24.923641,6110.721250295639,5.6209826,19.613836,1588261,-137.85683698749585,100,67,-45.780373,1.8867403,1607.399,0.012384416,278.55,6700,98.010185,0.00012384415,[-3.311 -3.053  0.208 -2.539  2.996]
30.357033,24.81318,90.086006,100.0,0.018176306,0.090471216,0.9008601,1.5640259e-06,435.82288,1.8176308,4.4326553,12.429416,4.030116,3.8797646,6171.232356309891,4.104395,17.152224,1619142,-127.65225752159104,100,68,-50.137806,9.04712,15206.897,0.007306429,308.81,6800,98.17326,7.3064286e-05,[-3.364 -3.037  0.098 -2.447  2.956]
41.322433,43430.684,5415.0127,100.0,0.552811,5.386839,54.150127,1.5258789e-06,441.7406,55.281105,4.5282483,1304.0966,0.0023025195,1.0421629,6233.212059736252,986.2986,18.977833,1650004,-136.33500874401062,100,69,-45.7482,538.68396,172179790.0,0.0002836925,308.62,6900,98.116486,2.836925e-06,[-3.38  -3.042 -0.023 -2.463  3.013]
45.136482,1.1000618,2.2086916,100.0,0.009747837,0.0032169218,0.022086915,-7.6293946e-07,451.18848,0.9747837,4.5418415,-0.81802547,90.903984,90.17873,6288.862743377686,-2.5342844,19.222002,1679048,-154.62261223517234,100,70,-49.090282,0.32169217,402.9999,0.43990308,290.44,7000,97.93527,0.004399031,[-3.363 -3.051 -0.03  -2.385  3.11 ]
34.53386,2.2690477,6.544097,100.0,0.010265495,0.009151958,0.06544097,-7.6293946e-07,452.46967,1.0265495,4.5739923,0.48464462,44.07135,55.71593,6351.967073440552,-2.0979323,16.682018,1712408,-159.62737753431915,100,71,-51.434288,0.91519576,526.33844,0.11080518,333.6,7100,98.043,0.0011080519,[-3.381 -3.069 -0.028 -2.401  3.122]
47.4755,1.8232068,4.3090367,100.0,0.010065137,0.0064040003,0.043090366,1.8310546e-06,455.8167,1.0065137,4.605469,-0.22441405,54.848415,71.18343,6399.968402862549,-2.3612258,21.995003,1736319,-149.2504776257773,100,72,-42.018044,0.64040005,816.6514,0.16573547,239.11,7200,97.751625,0.0016573546,[-3.389 -3.067 -0.035 -2.425  3.155]
33.31431,1.4468666,3.4254851,100.0,0.010539624,0.0056104823,0.03425485,6.1035155e-07,459.1312,1.0539623,4.6278524,0.23433495,69.11487,77.920006,6451.9758179187775,-1.4686155,19.839142,1762779,-156.78074584111047,100,73,-42.472614,0.5610482,551.89,0.14004952,264.6,7300,97.81496,0.0014004952,[-3.415 -3.065 -0.029 -2.453  3.187]
