AvgDiscRet,VarJ,J,MinNormIw,ESSRenyi,MinVanillaIw,MaxNormIw,VarRet,AvgRet,AvgEpLen,VanillaAvgRet,Bound,eRenyi2,Delta,VarDiscRet,MaxVanillaIw,ESSClassic,IterType,EpsThisIter,VarVanillaIw,VarNormIw,AvgNormIw,BatchSize,AvgVanillaIw
435.416449874,530.743,525.413,0.00150858,74.4370220854,0.162851,0.053551,37572.952081,435.416449874,47.0,435.416449874,54.3695,1.34342,0.1,37572.952081,5.78083,58.3523708575,1,100,0.840123,7.20936e-05,0.01,100,1.0795
449.907839138,287.444,526.552,0.00106031,75.6296446359,0.118365,0.0433742,30372.3431508,449.907839138,48.58,449.907839138,184.53,1.32223,0.1,30372.3431508,4.84198,67.6279947173,1,100,0.602545,4.83513e-05,0.01,100,1.11633
460.653500642,302.729,498.983,0.00297424,92.6868748744,0.292492,0.0173087,52444.6421965,460.653500642,49.73,460.653500642,-44.457,1.0789,0.1,52444.6421965,1.70217,89.743322566,1,100,0.111647,1.15443e-05,0.01,100,0.983418
478.978573137,873.023,736.235,0.000549059,51.0285137958,0.148039,0.609094,45772.6202627,478.978573137,51.73,478.978573137,296.264,1.95969,0.1,45772.6202627,164.226,2.6736954304,1,100,267.3,0.00367691,0.01,100,2.69624
551.649354551,1146.72,726.809,0.000310003,57.4974361758,0.0370456,0.1983,59351.1329021,551.649354551,59.51,551.649354551,199.17,1.73921,0.1,59351.1329021,23.697,19.6368303168,1,100,5.90327,0.000413381,0.01,100,1.19501
494.537833559,441.667,622.806,0.000143156,65.2970535945,0.0125737,0.081153,46326.0988157,494.537833559,53.44,494.537833559,188.652,1.53146,0.1,46326.0988157,7.12783,50.6766091146,1,100,0.758431,9.83129e-05,0.01,100,0.87832
515.216126177,395.655,586.837,0.00156053,84.1261086131,0.147996,0.0316704,51288.0762657,515.216126177,55.62,515.216126177,67.3389,1.18869,0.1,51288.0762657,3.00351,79.2578342342,1,100,0.237755,2.64349e-05,0.01,100,0.948366
563.58177154,289.707,624.61,0.00171329,86.1790635805,0.179525,0.0197961,54049.6088096,563.58177154,60.9,563.58177154,184.262,1.16037,0.1,54049.6088096,2.07431,84.2309747784,1,100,0.207628,1.89103e-05,0.01,100,1.04784
671.211686756,392.094,790.177,0.000386606,78.1731035986,0.0388797,0.032012,78440.9117063,671.211686756,72.46,671.211686756,244.287,1.27921,0.1,78440.9117063,3.21934,69.3662415342,1,100,0.451154,4.46084e-05,0.01,100,1.00567
640.166003034,285.559,680.758,0.00210402,91.6944792622,0.211616,0.0182724,61651.7832907,640.166003034,69.16,640.166003034,209.146,1.09058,0.1,61651.7832907,1.83778,88.8459532272,1,100,0.128279,1.26812e-05,0.01,100,1.00577
652.939592127,265.551,690.375,0.00408611,92.3200115865,0.40816,0.017694,63448.8175424,652.939592127,70.52,652.939592127,188.829,1.08319,0.1,63448.8175424,1.76744,92.4609154217,1,100,0.08218,8.23618e-06,0.01,100,0.998896
686.587282163,322.233,745.333,0.00424677,86.9133682198,0.449609,0.0302849,71540.307557,686.587282163,74.18,686.587282163,269.28,1.15057,0.1,71540.307557,3.2063,85.5859456561,1,100,0.190679,1.70117e-05,0.01,100,1.05871
679.942784171,317.826,738.895,0.00154594,86.2018407301,0.152493,0.0258165,76201.2947746,679.942784171,73.52,679.942784171,288.346,1.16007,0.1,76201.2947746,2.54658,83.5732952595,1,100,0.193182,1.9854e-05,0.01,100,0.986415
727.241090524,276.095,775.217,0.00317671,89.5287264672,0.332389,0.0200396,64173.6085074,727.241090524,78.54,727.241090524,291.477,1.11696,0.1,64173.6085074,2.0968,89.6632348121,1,100,0.127489,1.16449e-05,0.01,100,1.04633
758.510092727,386.94,866.625,0.000649995,77.6195653009,0.0674332,0.037334,78978.19826,758.510092727,81.94,758.510092727,375.95,1.28833,0.1,78978.19826,3.87319,68.6604983197,1,100,0.496223,4.61052e-05,0.01,100,1.03744
731.895480713,338.736,784.402,0.00235649,88.4947073704,0.229671,0.0249289,64301.350138,731.895480713,79.05,731.895480713,248.665,1.13001,0.1,64301.350138,2.42965,85.6489797939,1,100,0.160771,1.69249e-05,0.01,100,0.974632
808.905984548,322.92,859.753,0.00374467,87.4302396236,0.385906,0.0513366,66188.1968821,808.905984548,87.54,808.905984548,358.841,1.14377,0.1,66188.1968821,5.29048,78.2339634471,1,100,0.298459,2.81028e-05,0.01,100,1.03055
768.748703109,290.678,826.77,0.00219597,88.350845818,0.218431,0.0211055,78809.9355427,768.748703109,83.15,768.748703109,307.413,1.13185,0.1,78809.9355427,2.09934,86.0112392867,1,100,0.162542,1.64282e-05,0.01,100,0.994691
791.185842766,313.426,874.626,0.00125544,80.3966252733,0.127145,0.042854,60704.5064953,791.185842766,85.63,791.185842766,429.975,1.24383,0.1,60704.5064953,4.34006,71.9321657682,1,100,0.404258,3.9414e-05,0.01,100,1.01275
821.165861608,711.339,985.644,0.000351152,61.919545413,0.0434957,0.306961,55041.9359054,821.165861608,88.88,821.165861608,474.271,1.615,0.1,55041.9359054,38.0219,9.83891116824,1,100,14.2017,0.000925629,0.01,100,1.23866
917.032571714,291.391,979.285,0.0017998,87.7940200991,0.181108,0.0198996,62363.1284971,917.032571714,99.1,917.032571714,458.121,1.13903,0.1,62363.1284971,2.00244,85.231665964,1,100,0.177224,1.75023e-05,0.01,100,1.00627
911.332337328,299.36,954.3,0.00300228,90.2282411135,0.290583,0.019377,67402.0948669,911.332337328,98.66,911.332337328,472.232,1.1083,0.1,67402.0948669,1.87545,87.1495999803,1,100,0.139525,1.48942e-05,0.01,100,0.967874
923.471287758,234.509,943.799,0.00473229,96.0468062572,0.479796,0.0150792,52717.6484536,923.471287758,99.94,923.471287758,412.258,1.04116,0.1,52717.6484536,1.52885,96.4800549718,1,100,0.0378823,3.68523e-06,0.01,100,1.01388
883.976635751,433.821,972.01,0.00164078,80.0400591116,0.162041,0.04966,57884.3307812,883.976635751,95.61,883.976635751,423.472,1.24937,0.1,57884.3307812,4.90434,69.0134357673,1,100,0.442337,4.53528e-05,0.01,100,0.987585
950.274037848,282.299,1011.18,0.0024249,89.316848038,0.240103,0.0212426,82145.7719518,950.274037848,102.83,950.274037848,456.665,1.11961,0.1,82145.7719518,2.10335,87.2211147898,1,100,0.145093,1.47992e-05,0.01,100,0.990158
931.673009771,313.483,1003.41,0.00161605,84.1676122462,0.162224,0.0285149,67212.169457,931.673009771,100.86,931.673009771,481.102,1.18811,0.1,67212.169457,2.86241,78.5103966648,1,100,0.278604,2.76481e-05,0.01,100,1.00383
976.120683861,290.087,1021.73,0.00181537,91.2483629133,0.185995,0.0251295,69155.47474,976.120683861,105.59,976.120683861,482.574,1.09591,0.1,69155.47474,2.57466,87.8195785727,1,100,0.147065,1.40099e-05,0.01,100,1.02456
964.755063606,230.377,988.164,0.00504879,95.1376696998,0.490051,0.0158735,47720.2367932,964.755063606,104.27,964.755063606,488.829,1.05111,0.1,47720.2367932,1.54073,94.3819876275,1,100,0.0566453,6.01252e-06,0.01,100,0.97063
956.240467096,232.614,985.911,0.00384082,93.5134484955,0.378065,0.0158783,54193.5573455,956.240467096,103.28,956.240467096,546.16,1.06936,0.1,54193.5573455,1.56295,92.7867738855,1,100,0.076084,7.85252e-06,0.01,100,0.984333
996.364178539,1499.13,1367.56,0.00078941,48.7533518406,0.170877,0.602305,68518.9328611,996.364178539,107.85,996.364178539,642.157,2.05114,0.1,68518.9328611,130.376,2.73696990821,1,100,168.192,0.00358957,0.01,100,2.16462
964.351746605,259.543,1006.51,0.00332145,92.5743186685,0.339603,0.0166368,65183.7946093,964.351746605,104.38,964.351746605,462.823,1.08021,0.1,65183.7946093,1.70104,92.6406098785,1,100,0.0838863,8.02424e-06,0.01,100,1.02245
996.676947255,997.269,1231.34,0.00102368,60.651340082,0.223691,0.55172,76387.1891433,996.676947255,107.69,996.676947255,551.848,1.64877,0.1,76387.1891433,120.56,3.24893934555,1,100,143.63,0.00300801,0.01,100,2.18516
1007.87482397,283.001,1040.81,0.00343305,95.2316881023,0.342618,0.0166484,56427.7177581,1007.87482397,109.16,1007.87482397,387.256,1.05007,0.1,56427.7177581,1.66151,93.0008070339,1,100,0.0757158,7.60199e-06,0.01,100,0.997998
1002.34260797,282.833,1019.33,0.00501581,97.1001140971,0.500614,0.0161703,61892.3423617,1002.34260797,108.55,1002.34260797,408.444,1.02986,0.1,61892.3423617,1.61391,96.4159367493,1,100,0.0374041,3.75487e-06,0.01,100,0.998072
947.817211395,221.132,971.297,0.00327586,95.0179884514,0.321114,0.0146275,49226.3279808,947.817211395,102.5,947.817211395,508.833,1.05243,0.1,49226.3279808,1.43385,94.9736695275,1,100,0.0513666,5.3458e-06,0.01,100,0.980244
988.946535927,242.734,1007.1,0.00594393,96.2543390487,0.599504,0.0199109,55503.8129054,988.946535927,107.03,988.946535927,484.089,1.03891,0.1,55503.8129054,2.00821,95.8380101809,1,100,0.0446236,4.38659e-06,0.01,100,1.0086
1033.81334524,426.056,1104.83,0.00331975,86.7302780461,0.318677,0.0405772,76249.453947,1033.81334524,111.95,1033.81334524,486.003,1.153,0.1,76249.453947,3.89517,80.243365813,1,100,0.22917,2.48696e-05,0.01,100,0.959942
1058.36942755,256.822,1089.7,0.00434193,94.3280328824,0.433286,0.017008,59540.0430203,1058.36942755,114.62,1058.36942755,511.52,1.06013,0.1,59540.0430203,1.69725,93.1463228491,1,100,0.0740128,7.43229e-06,0.01,100,0.997912
1097.35823794,341.19,1134.61,0.00319779,93.3101535735,0.319624,0.0198369,69145.2304934,1097.35823794,118.85,1097.35823794,501.225,1.07169,0.1,69145.2304934,1.98273,91.2657180289,1,100,0.0965745,9.66685e-06,0.01,100,0.999513
1071.44605156,289.724,1096.42,0.00489198,95.9666387947,0.498266,0.0190504,61499.8700171,1071.44605156,116.26,1071.44605156,465.03,1.04203,0.1,61499.8700171,1.94035,95.2622073023,1,100,0.0521161,5.02365e-06,0.01,100,1.01854
1073.86579513,371.224,1105.88,0.00511539,95.1132154134,0.4879,0.0170689,89428.7717969,1073.86579513,116.27,1073.86579513,383.191,1.05138,0.1,89428.7717969,1.62802,94.7793293344,1,100,0.0506154,5.56388e-06,0.01,100,0.953789
1099.82406106,358.134,1161.6,0.00322111,89.0730816723,0.31454,0.0219407,75519.1688502,1099.82406106,118.92,1099.82406106,509.803,1.12267,0.1,75519.1688502,2.1425,87.9104722596,1,100,0.132457,1.3891e-05,0.01,100,0.976496
1143.13539927,334.958,1182.35,0.00525469,93.8084848702,0.541788,0.0203128,82083.7533459,1143.13539927,123.78,1143.13539927,515.067,1.066,0.1,82083.7533459,2.09437,92.4872648124,1,100,0.0872257,8.20502e-06,0.01,100,1.03106
1108.64370136,310.592,1140.51,0.0025438,94.548461253,0.249954,0.0165522,81003.4641382,1108.64370136,120.09,1108.64370136,542.164,1.05766,0.1,81003.4641382,1.62642,92.8480739507,1,100,0.0751223,7.78063e-06,0.01,100,0.982601
1070.7307907,302.892,1090.92,0.00468984,96.2932760299,0.466151,0.0170365,85718.0157694,1070.7307907,116.25,1070.7307907,544.063,1.03849,0.1,85718.0157694,1.69336,96.1517776292,1,100,0.0399397,4.04265e-06,0.01,100,0.99396
1129.23765177,313.586,1165.89,0.00282533,94.0080382926,0.28043,0.0171079,77089.1197451,1129.23765177,122.29,1129.23765177,546.312,1.06374,0.1,77089.1197451,1.69806,91.6938388474,1,100,0.0901435,9.15009e-06,0.01,100,0.992555
1098.51898546,320.093,1152.19,0.00262417,90.5946696439,0.263757,0.021187,103220.5151,1098.51898546,118.99,1098.51898546,594.635,1.10382,0.1,103220.5151,2.12952,88.682042839,1,100,0.130234,1.28913e-05,0.01,100,1.00511
1094.02386032,1537.26,1378.61,0.000652293,55.531901851,0.110925,0.467165,63430.2328578,1094.02386032,118.65,1094.02386032,680.412,1.80077,0.1,63430.2328578,79.443,4.50135812513,1,100,61.9711,0.00214298,0.01,100,1.70053
1095.52798303,376.673,1144.85,0.00442355,91.5558709549,0.415697,0.023764,95344.2480695,1095.52798303,118.98,1095.52798303,462.349,1.09223,0.1,95344.2480695,2.23318,91.9095837204,1,100,0.078521,8.89149e-06,0.01,100,0.939735
1119.51210047,305.678,1154.46,0.00410404,93.9910060667,0.424377,0.0301459,84638.3085886,1119.51210047,121.38,1119.51210047,573.005,1.06393,0.1,84638.3085886,3.11723,89.9271573618,1,100,0.120978,1.13142e-05,0.01,100,1.03405
1097.57561272,370.929,1140.24,0.00393964,92.6614839057,0.385619,0.0194384,114152.357984,1097.57561272,119.29,1097.57561272,507.279,1.0792,0.1,114152.357984,1.90267,91.8784313554,1,100,0.0855455,8.92877e-06,0.01,100,0.97882
1097.07715841,277.627,1118.16,0.00569459,96.1069977848,0.576354,0.0200148,77504.7767456,1097.07715841,119.21,1097.07715841,553.644,1.04051,0.1,77504.7767456,2.02571,94.5959775823,1,100,0.0591107,5.77048e-06,0.01,100,1.01211
1079.61492328,883.059,1248.17,0.000790911,69.5362233592,0.106155,0.329402,88523.7523117,1079.61492328,116.91,1079.61492328,492.864,1.4381,0.1,88523.7523117,44.2121,8.74857161353,1,100,18.9801,0.00105358,0.01,100,1.34219
1094.98738676,369.822,1107.36,0.00698417,98.6217933193,0.704336,0.0132784,130000.036936,1094.98738676,118.89,1094.98738676,223.914,1.01397,0.1,130000.036936,1.33909,98.5192196066,1,100,0.0154409,1.51825e-06,0.01,100,1.00847
1147.32668219,475.834,1248.94,0.00133446,84.9583478035,0.138881,0.0440539,135816.970319,1147.32668219,124.42,1147.32668219,534.822,1.17705,0.1,135816.970319,4.58482,68.6230383763,1,100,0.500243,4.61855e-05,0.01,100,1.04073
1095.97861303,310.148,1142.46,0.00256701,91.682112584,0.25529,0.0328804,81526.3576014,1095.97861303,118.97,1095.97861303,576.75,1.09073,0.1,81526.3576014,3.26997,83.1330214103,1,100,0.202695,2.04941e-05,0.01,100,0.994506
1069.36414014,241.837,1097.63,0.00468363,94.3832108173,0.471727,0.0147016,73082.9587542,1069.36414014,116.19,1069.36414014,604.645,1.05951,0.1,73082.9587542,1.48072,94.3093436508,1,100,0.0618283,6.09497e-06,0.01,100,1.00718
1177.51736251,329.395,1221.94,0.00393276,93.4693316792,0.388867,0.0185591,98702.7920257,1177.51736251,127.74,1177.51736251,552.775,1.06987,0.1,98702.7920257,1.8351,92.2543155693,1,100,0.0829168,8.4808e-06,0.01,100,0.988788
1171.18866631,406.095,1219.73,0.00282209,93.5705578846,0.2801,0.0172092,120323.55047,1171.18866631,127.13,1171.18866631,460.886,1.06871,0.1,120323.55047,1.70806,93.0220230355,1,100,0.074644,7.57722e-06,0.01,100,0.992527
1187.60834522,313.716,1229.72,0.00427525,93.2008528349,0.417908,0.0183961,74939.2163128,1187.60834522,128.79,1187.60834522,553.573,1.07295,0.1,74939.2163128,1.79823,91.0914353073,1,100,0.0943915,9.87857e-06,0.01,100,0.977506
1180.04001269,518.275,1282.42,0.00176806,78.6478942962,0.203763,0.110745,70076.583444,1180.04001269,128.14,1180.04001269,671.735,1.27149,0.1,70076.583444,12.763,36.1297806925,1,100,2.37165,0.000178566,0.01,100,1.15246
1147.03515237,330.522,1176.9,0.00460684,96.0860047155,0.471069,0.018659,95300.0397931,1147.03515237,124.52,1147.03515237,431.561,1.04073,0.1,95300.0397931,1.90796,95.2514424874,1,100,0.0526525,5.03565e-06,0.01,100,1.02254
1212.33061765,1891.3,1551.16,0.000429773,57.6071736472,0.0617221,0.31595,123843.477622,1212.33061765,131.45,1212.33061765,629.338,1.73589,0.1,123843.477622,45.3754,9.0132909387,1,100,21.0312,0.00101967,0.01,100,1.43616
1178.57838124,286.795,1221.84,0.00454584,92.6500727407,0.463867,0.0222075,63737.7432903,1178.57838124,128.31,1178.57838124,600.112,1.07933,0.1,63737.7432903,2.2661,89.8561743409,1,100,0.118735,1.1403e-05,0.01,100,1.02042
1183.60696109,400.104,1217.58,0.00436222,96.0221791952,0.422867,0.0225656,127730.356113,1183.60696109,128.82,1183.60696109,305.127,1.04143,0.1,127730.356113,2.18747,94.8488103168,1,100,0.0515509,5.48583e-06,0.01,100,0.969386
1184.63376367,419.337,1237.19,0.00204777,93.8367861642,0.204023,0.0170842,145211.164179,1184.63376367,128.67,1184.63376367,382.594,1.06568,0.1,145211.164179,1.70213,92.3416792564,1,100,0.0831557,8.3772e-06,0.01,100,0.996315
1062.86498606,277.539,1099.96,0.00341777,94.5013505571,0.338883,0.0193195,90775.9484796,1062.86498606,115.77,1062.86498606,488.267,1.05819,0.1,90775.9484796,1.91559,92.8398458152,1,100,0.0765889,7.79028e-06,0.01,100,0.991532
1185.11764199,324.839,1202.32,0.00528512,97.7708509667,0.515605,0.0160009,102203.702647,1185.11764199,128.9,1185.11764199,409.4,1.0228,0.1,102203.702647,1.56101,96.8556277241,1,100,0.0312101,3.27922e-06,0.01,100,0.975579
1219.91937865,322.062,1252.08,0.00452525,95.5014647506,0.448158,0.0159562,90901.3389951,1219.91937865,132.51,1219.91937865,496.951,1.0471,0.1,90901.3389951,1.58022,95.7410556927,1,100,0.0440703,4.49334e-06,0.01,100,0.990349
1262.27919987,432.794,1317.1,0.00489045,90.9758655963,0.520544,0.0430048,119693.867929,1262.27919987,137.21,1262.27919987,569.713,1.09919,0.1,119693.867929,4.57747,77.2501078335,1,100,0.337025,2.97471e-05,0.01,100,1.06441
1175.96793839,300.792,1758.69,8.70181e-38,30.0762917258,1.48061e-35,0.95464,80758.2434038,1175.96793839,127.9,1175.96793839,738.316,3.32488,0.1,80758.2434038,162.432,1.09657722525,1,100,263.756,0.00911039,0.01,100,1.7015
874.954573944,3302.17,1797.73,2.11241e-06,33.2089000369,0.000410213,0.586806,172027.314291,874.954573944,94.67,874.954573944,573.298,3.01124,0.1,172027.314291,113.953,2.87167145593,1,100,128.836,0.00341646,0.01,100,1.94192
869.947796753,715.652,1002.13,0.000348255,78.2199299596,0.0357425,0.0830187,118252.051008,869.947796753,94.09,869.947796753,272.094,1.27845,0.1,118252.051008,8.52047,58.3358068427,1,100,0.75992,7.21427e-05,0.01,100,1.02633
980.34708621,477.798,1055.27,0.00206496,88.4337409094,0.211248,0.028606,122551.430506,980.34708621,106.02,980.34708621,316.367,1.13079,0.1,122551.430506,2.92644,84.710576451,1,100,0.190802,1.82313e-05,0.01,100,1.02302
1012.8164595,831.69,1188.25,0.000174114,74.8514901666,0.0171282,0.0520851,179749.266475,1012.8164595,109.56,1012.8164595,339.024,1.33598,0.1,179749.266475,5.12379,64.7109609883,1,100,0.533068,5.50842e-05,0.01,100,0.983734
1021.91280178,429.217,1086.19,0.00257925,90.7762418525,0.259559,0.0213882,123632.398143,1021.91280178,110.87,1021.91280178,311.414,1.10161,0.1,123632.398143,2.15237,90.6677601023,1,100,0.105289,1.03967e-05,0.01,100,1.00633
1100.89769274,442.806,1162.07,0.00398886,92.2066920191,0.413981,0.0250779,159663.86568,1100.89769274,119.21,1100.89769274,412.877,1.08452,0.1,159663.86568,2.60269,89.3171887026,1,100,0.13013,1.20813e-05,0.01,100,1.03784
1094.58118959,381.703,1139.59,0.00403959,92.5693844869,0.41921,0.0206811,123178.003285,1094.58118959,118.5,1094.58118959,492.607,1.08027,0.1,123178.003285,2.14619,92.1337548062,1,100,0.0928758,8.6241e-06,0.01,100,1.03775
1105.37956333,377.782,1148.65,0.00415487,94.0976723171,0.418438,0.0210134,116338.969586,1105.37956333,119.83,1105.37956333,347.836,1.06273,0.1,116338.969586,2.11627,93.0517154922,1,100,0.0765007,7.54253e-06,0.01,100,1.0071
1112.76289968,476.485,1171.83,0.00488164,91.4380789541,0.479845,0.0212043,140449.702287,1112.76289968,120.5,1112.76289968,399.775,1.09364,0.1,140449.702287,2.08429,90.5728441292,1,100,0.101582,1.05135e-05,0.01,100,0.982958
1187.63793849,393.652,1223.8,0.00465894,94.6705088882,0.462395,0.0230835,134107.876072,1187.63793849,128.88,1187.63793849,492.111,1.0563,0.1,134107.876072,2.29101,92.7520706091,1,100,0.0777515,7.89324e-06,0.01,100,0.992491
1049.95386609,794.08,1185.52,0.00178173,76.3719089736,0.219111,0.234745,132206.395309,1049.95386609,113.84,1049.95386609,446.083,1.30938,0.1,132206.395309,28.8681,15.9524934548,1,100,8.04831,0.000532183,0.01,100,1.22976
1095.67433254,1649.55,1326.32,3.4111e-12,100.0,2.50859e-10,0.198957,157267.499579,1095.67433254,118.77,1095.67433254,596.169,1.0,0.1,157267.499579,14.6317,11.3566455453,1,100,4.26415,0.000788426,0.01,100,0.73542
1101.9464189,449.684,1164.53,0.00276477,92.0036544344,0.274609,0.021576,187581.113329,1101.9464189,119.51,1101.9464189,344.424,1.08691,0.1,187581.113329,2.14302,89.5404549468,1,100,0.116404,1.17993e-05,0.01,100,0.993242
1102.52848528,3317.49,1890.47,0.000104134,34.5951823968,0.0173012,0.563961,180514.149036,1102.52848528,119.68,1102.52848528,590.295,2.89058,0.1,180514.149036,93.698,3.10564507842,1,100,86.9909,0.00315146,0.01,100,1.66143
1073.74212539,464.211,1155.89,0.00239013,87.5382547736,0.241085,0.0334202,143082.42803,1073.74212539,116.58,1073.74212539,474.292,1.14236,0.1,143082.42803,3.37098,82.3077749732,1,100,0.220903,2.17123e-05,0.01,100,1.00867
1060.82742343,2381.63,1601.66,0.000200262,42.0139132703,0.0286677,0.32079,170213.877534,1060.82742343,115.02,1060.82742343,521.242,2.38016,0.1,170213.877534,45.9212,8.82985259297,1,100,21.3722,0.00104295,0.01,100,1.4315
1154.81830291,600.894,1244.1,0.00272112,87.3005621257,0.283385,0.0316099,191688.826586,1154.81830291,125.24,1154.81830291,431.773,1.14547,0.1,191688.826586,3.29194,83.5676859704,1,100,0.215419,1.98621e-05,0.01,100,1.04143
1192.73662101,1914.93,1446.78,0.000462091,73.5074267527,0.0445396,0.0787749,199337.112155,1192.73662101,129.36,1192.73662101,110.93,1.36041,0.1,199337.112155,7.59288,52.8382368942,1,100,0.837614,9.01585e-05,0.01,100,0.963871
1150.26567215,415.413,1208.7,0.00188193,92.4319804254,0.179543,0.0189525,161618.805748,1150.26567215,124.77,1150.26567215,461.979,1.08188,0.1,161618.805748,1.80813,88.6159023474,1,100,0.118108,1.29763e-05,0.01,100,0.954037
1191.47791685,57.1557,2812.84,2.15375e-07,99.9995589276,0.00366725,0.996309,185484.55753,1191.47791685,129.17,1191.47791685,1967.3,1.0,0.1,185484.55753,16964.4,1.00742331014,1,100,2.8777e+06,0.00992557,0.01,100,170.273
1125.47212253,1960.3,1059.3,6.05655e-08,13.8891606104,5.8947e-05,0.280171,185484.55753,1191.47791685,129.17,1191.47791685,-1754.38,14.3997,0.1,136002.869451,272.684,9.94003450275,,100,866.925,0.000915185,0.01,200,9.73277
1109.3266349,3951.95,2462.31,4.26507e-05,77.2386726666,0.0359253,0.780763,130235.35746,1109.3266349,120.54,1109.3266349,1500.22,2.58938,0.1,130235.35746,657.648,1.63930502491,1,100,2157.06,0.00304028,0.005,200,4.21157
1160.98525592,364.302,1160.99,0.01,200.0,1.0,0.01,134056.730878,1160.98525592,126.35,1160.98525592,444.492,1.0,0.1,134056.730878,1.0,100.0,2,100,,3.50449e-18,0.01,200,1.0
1172.85700938,652.209,1202.87,2.92253e-06,61.3408841534,0.00152057,0.0534998,130235.35746,1109.3266349,120.54,1109.3266349,-371.614,4.8907,0.1,158289.288104,27.8356,65.2803394818,,100,14.0366,5.1852e-05,0.005,300,2.60146
1146.76831236,4622.1,2485.78,3.85588e-06,85.0448443526,0.00548798,0.7992,138744.53892,1146.76831236,124.71,1146.76831236,1568.9,3.52755,0.1,138744.53892,1137.48,1.56500332077,1,100,4306.45,0.0021259,0.00333333,300,4.74425
1228.54179077,366.915,1228.54,0.01,300.0,1.0,0.01,135986.183455,1228.54179077,133.21,1228.54179077,440.222,1.0,0.1,135986.183455,1.0,100.0,2,100,,3.50449e-18,0.01,300,1.0
1175.09861197,370.482,1201.82,0.005,300.0,1.0,0.005,139857.859052,1175.09861197,127.61,1175.09861197,644.394,1.0,0.1,139857.859052,1.0,200.000000102,2,100,,2.1793e-19,0.005,300,1.0
1224.76235188,438.29,1207.5,8.04496e-07,77.0649177101,0.000879136,0.166746,138744.53892,1146.76831236,124.71,1146.76831236,170.58,5.19043,0.1,97939.8324747,182.216,25.3248441395,,100,144.392,0.000120915,0.00333333,400,3.64259
1135.53279847,6145.67,2415.13,4.02958e-05,126.066594796,0.0651644,0.759912,181854.249952,1135.53279847,123.26,1135.53279847,1662.06,3.17293,0.1,181854.249952,1228.89,1.73089469441,1,100,3770.29,0.00144169,0.0025,400,4.04288
1169.90436474,430.966,1169.9,0.01,400.0,1.0,0.01,187608.191933,1169.90436474,127.06,1169.90436474,330.087,1.0,0.1,187608.191933,1.0,100.0,2,100,,3.50449e-18,0.01,400,1.0
