EpisodesSoFar,entloss,surrgain,ev_tdlam_before,Step_size,TimeElapsed,optimgain,EpThisIter,EpRewMean,EpLenMean,entropy,TimestepsSoFar,meankl,DiscEpRewMean
4500,,0.014384714,,1.0,274.29510521888733,0.014384714,100,623.677739108681,63.39,0.4189424,140009,0.009902474,74.0742398071289
4600,,0.012237566,,1.0,282.13497734069824,0.012237566,100,613.9796783166344,62.42,0.4189424,146251,0.009739957,86.76927503585816
4700,,0.013520791,,1.0,291.4040687084198,0.013520791,100,632.1929040499775,64.24,0.4189424,152675,0.010021352,86.47453698158265
4800,,0.01937519,,1.0,300.12944746017456,0.01937519,100,705.5478527983219,71.58,0.4189424,159833,0.009702032,119.55542725563049
4900,,0.011712795,,1.0,308.9845371246338,0.011712795,100,613.5815760468344,62.38,0.4189424,166071,0.009797764,77.57103085517883
5000,,0.014076497,,1.0,316.7958104610443,0.014076497,100,683.2610167377883,69.35,0.4189424,173006,0.010016786,92.36642551422119
5100,,0.016168222,,1.0,324.25235748291016,0.016168222,100,730.3565610576605,74.06,0.4189424,180412,0.009894803,118.5668409729004
5200,,0.013526772,,1.0,331.3307218551636,0.013526772,100,757.8502071815325,76.81,0.4189424,188093,0.010002766,127.75906677246094
5300,,0.025610147,,1.0,338.386438369751,0.025610147,100,799.0647612252208,80.93,0.4189424,196186,0.010028695,137.26081910133362
5400,,0.023833953,,1.0,345.5089228153229,0.023833953,100,761.6369757370725,77.19,0.4189424,203905,0.010020191,110.06271850585938
5500,,0.016161587,,1.0,355.51773262023926,0.016161587,100,702.7514843740362,71.3,0.4189424,211035,0.009843699,90.4619992351532
5600,,0.02263565,,1.0,364.4030990600586,0.02263565,100,705.663659240533,71.59,0.4189424,218194,0.009732401,108.261729221344
5700,,0.02155961,,1.0,373.26979875564575,0.02155961,100,744.3555094090739,75.46,0.4189424,225740,0.009928448,117.76291481018066
5800,,0.019349588,,1.0,383.00328540802,0.019349588,100,833.2178069378693,84.35,0.4189424,234175,0.009604797,131.4429419231415
5900,,0.03046235,,1.0,391.5596969127655,0.03046235,100,840.8254898373615,85.11,0.4189424,242686,0.01002026,139.1530480003357
6000,,0.018153628,,1.0,401.01809668540955,0.018153628,100,805.2685936652038,81.55,0.4189424,250841,0.009846717,145.66148221969604
6100,,0.029388655,,1.0,410.5466959476471,0.029388655,100,905.827716806674,91.61,0.4189424,260002,0.009956179,195.44237238883971
6200,,0.026822569,,1.0,419.65218901634216,0.026822569,100,888.9300858035176,89.92,0.4189424,268994,0.009795808,158.04752282142638
6300,,0.035015404,,1.0,428.987496137619,0.035015404,100,918.8217546505928,92.91,0.4189424,278285,0.0099571105,179.74335268974303
6400,,0.025861084,,1.0,439.4231560230255,0.025861084,100,880.7373048002526,89.1,0.4189424,287195,0.009834375,148.3523277282715
6500,,0.020600433,,1.0,448.65201926231384,0.020600433,100,930.1150091291893,94.04,0.4189424,296599,0.009779507,180.14384256362916
6600,,0.022734348,,1.0,458.7273609638214,0.022734348,100,941.3082855485371,95.16,0.4189424,306115,0.010032048,180.93930736541748
6700,,0.013302945,,1.0,469.22499895095825,0.013302945,100,890.4166215900981,90.07,0.4189424,315122,0.009776266,170.35362971305847
6800,,0.016244609,,1.0,479.6888041496277,0.016244609,100,838.4303355387424,84.87,0.4189424,323609,0.010041172,122.8553715801239
6900,,0.014953891,,1.0,489.88432812690735,0.014953891,100,751.2502462478207,76.15,0.4189424,331224,0.009957176,112.259599943161
7000,,0.016708003,,1.0,499.78720021247864,0.016708003,100,839.2519763282414,84.95,0.4189424,339719,0.010024072,150.65315838813783
7100,,0.016211592,,1.0,508.825670003891,0.016211592,100,736.1442663286575,74.64,0.4189424,347183,0.0098915985,120.76093150138855
7200,,0.02506167,,1.0,518.4175584316254,0.02506167,100,928.1078335353748,93.84,0.4189424,356567,0.009894068,174.04723426818848
7300,,0.017946169,,1.0,528.4978580474854,0.017946169,100,871.0314938066288,88.13,0.4189424,365380,0.009872705,144.94688015937805
7400,,0.013680396,,1.0,536.8589863777161,0.013680396,100,915.7207722393525,92.6,0.4189424,374640,0.009327975,185.44285038948058
7500,,0.007945617,,1.0,545.8222177028656,0.007945617,100,834.8460149861052,84.51,0.4189424,383091,0.008902544,121.2672231388092
7600,,0.017080147,,1.0,554.7934441566467,0.017080147,100,914.1111612515806,92.44,0.4189424,392335,0.009933243,172.84477188110353
7700,,0.018675668,,1.0,563.2213087081909,0.018675668,100,1012.4044585205428,102.27,0.4189424,402562,0.009642067,219.53538590431214
7800,,0.0092585655,,1.0,570.7741794586182,0.0092585655,100,959.5126622342843,96.98,0.4189424,412260,0.0073896376,213.63699619293212
7900,,0.022788946,,1.0,580.0798752307892,0.022788946,100,1091.6032217051456,110.19,0.4189424,423279,0.009125704,259.0300656986237
8000,,0.023017317,,1.0,589.4274513721466,0.023017317,100,1078.2117450696871,108.85,0.4189424,434164,0.009259309,236.7389943599701
8100,,0.013146581,,1.0,598.1630630493164,0.013146581,100,1106.995670669043,111.73,0.4189424,445337,0.009737275,263.62615834236146
8200,,0.016347766,,1.0,607.1529655456543,0.016347766,100,1227.2073283274563,123.75,0.4189424,457712,0.009962368,321.3213323497772
8300,,0.023289632,,1.0,615.9619867801666,0.023289632,100,1265.5010242366607,127.58,0.4189424,470470,0.0096449815,329.8201243305206
8400,,0.011587495,,1.0,626.5633006095886,0.011587495,100,1245.0115769447082,125.53,0.4189424,483023,0.008977888,312.1321056461334
8500,,0.013365449,,1.0,636.7275705337524,0.013365449,100,1196.638422676453,120.69,0.4189424,495092,0.008991767,284.03487874031066
8600,,0.02134758,,1.0,647.4800057411194,0.02134758,100,1189.2510055647194,119.95,0.4189424,507087,0.00956868,270.94281191825866
8700,,0.009978682,,1.0,659.1532278060913,0.009978682,100,1190.9544503246962,120.12,0.4189424,519099,0.006804432,279.6410548877716
8800,,0.009615433,,1.0,670.3185975551605,0.009615433,100,1193.5554716629404,120.38,0.4189424,531137,0.008180039,305.84035572052
8900,,0.008403351,,1.0,682.0264201164246,0.008403351,100,1182.8556896562063,119.31,0.4189424,543068,0.0072078737,280.2410469532013
9000,,0.0048191636,,1.0,694.3632500171661,0.0048191636,100,1186.8618863992017,119.71,0.4189424,555039,0.0044346442,284.8440332698822
9100,,0.004324215,,1.0,705.6008846759796,0.004324215,100,1215.159541388671,122.54,0.4189424,567293,0.005095454,306.6378944778442
9200,,0.001905517,,1.0,716.1093978881836,0.001905517,100,1206.2625674695546,121.65,0.4189424,579458,0.003208602,305.73942737579347
9300,,0.014842563,,1.0,727.9150483608246,0.014842563,100,1267.4553346599805,127.77,0.4189424,592235,0.010000933,304.7384226989746
9400,,0.002248169,,1.0,738.7457571029663,0.002248169,100,1302.6576842205332,131.29,0.4189424,605364,0.0023897775,355.73519028663634
9500,,0.0154515235,,1.0,749.1639547348022,0.0154515235,100,1270.9640236987952,128.12,0.4189424,618176,0.00944475,319.2397529697418
9600,,0.008441087,,1.0,759.778769493103,0.008441087,100,1310.7642411797704,132.1,0.4189424,631386,0.003735789,386.8355045890808
9700,,0.0060997205,,1.0,771.3829429149628,0.0060997205,100,1237.8660873550166,124.81,0.4189424,643867,0.007629517,313.44034322738645
9800,,0.004614055,,1.0,780.9313249588013,0.004614055,100,1162.1698389371725,117.24,0.4189424,655591,0.0066444743,278.1468132209778
9900,,0.006919121,,1.0,791.2371101379395,0.006919121,100,1126.8704557434287,113.71,0.4189424,666962,0.008962395,289.24413014411925
10000,,0.0039646006,,1.0,802.2153658866882,0.0039646006,100,1136.9666973228982,114.72,0.4189424,678434,0.005116665,249.9468909549713
10100,,0.013335275,,1.0,813.1812608242035,0.013335275,100,1193.8644713230535,120.41,0.4189424,690475,0.009935488,307.5429123020172
10200,,0.005397759,,1.0,823.2524869441986,0.005397759,100,1211.2637039068659,122.15,0.4189424,702690,0.010093969,303.3421356201172
10300,,0.011133213,,1.0,833.5644998550415,0.011133213,100,1077.2688435683508,108.75,0.4189424,713565,0.009377657,243.84793650627137
10400,,0.0060582813,,1.0,844.0025618076324,0.0060582813,100,1118.564684267429,112.88,0.4189424,724853,0.009959401,243.84594215393065
10500,,0.002448025,,1.0,854.1598489284515,0.002448025,100,1143.3666384997573,115.36,0.4189424,736389,0.00813991,270.04597517967227
10600,,0.014510493,,1.0,865.0296022891998,0.014510493,100,1157.364063881464,116.76,0.4189424,748065,0.010029983,281.94286988258364
10700,,0.0053115576,,1.0,874.8427731990814,0.0053115576,100,1059.4658939511526,106.97,0.4189424,758762,0.0027758612,233.14748589515685
10800,,0.0029741675,,1.0,884.914112329483,0.0029741675,100,1133.1566492964264,114.34,0.4189424,770196,0.0072819167,249.6446985912323
10900,,0.0039091683,,1.0,894.4980499744415,0.0039091683,100,1177.660657492168,118.79,0.4189424,782075,0.01000154,294.0415321731567
11000,,0.0039291224,,1.0,904.4136891365051,0.0039291224,100,1202.7611201869104,121.3,0.4189424,794205,0.0077056456,325.2400275993347
11100,,0.007989933,,1.0,915.5107383728027,0.007989933,100,1196.7600167790226,120.7,0.4189424,806275,0.00734199,290.84126373291014
11200,,0.019926231,,1.0,925.3615691661835,0.019926231,100,1167.5624456448522,117.78,0.4189424,818053,0.010053554,278.6432539844513
11300,,0.0032394836,,1.0,935.3658847808838,0.0032394836,100,1145.2621485658065,115.55,0.4189424,829608,0.0073887836,247.54527777671814
11400,,0.0041862098,,1.0,945.0735733509064,0.0041862098,100,1174.0637614649938,118.43,0.4189424,841451,0.0070141624,293.54134642601014
11500,,0.0043130363,,1.0,955.7794210910797,0.0043130363,100,1150.0561124646736,116.03,0.4189424,853054,0.007297716,276.64304661750793
11600,,0.008564018,,1.0,966.3567941188812,0.008564018,100,1134.857524231261,114.51,0.4189424,864505,0.009061394,268.04340132713315
11700,,0.005460283,,1.0,977.2667860984802,0.005460283,100,1092.5554115425264,110.28,0.4189424,875533,0.008970869,236.74845266342163
11800,,0.0044406126,,1.0,989.1496148109436,0.0044406126,100,1113.0549248405773,112.33,0.4189424,886766,0.005978986,222.04537867546082
11900,,0.010172938,,1.0,1000.0064377784729,0.010172938,100,1149.8534817666196,116.01,0.4189424,898367,0.009791055,276.8396668720245
12000,,0.005759228,,1.0,1011.1258883476257,0.005759228,100,1146.84854100535,115.71,0.4189424,909938,0.009711803,281.54101311683655
12100,,0.010641753,,1.0,1022.1724135875702,0.010641753,100,1111.3501058123866,112.16,0.4189424,921154,0.009667503,234.84198868751525
12200,,0.007035094,,1.0,1033.6147632598877,0.007035094,100,1066.7508046426249,107.7,0.4189424,931924,0.008914396,246.845109872818
12300,,0.0019417218,,1.0,1044.6537563800812,0.0019417218,100,1107.3517082810754,111.76,0.4189424,943100,0.007810763,255.1421393966675
12400,,0.008776703,,1.0,1054.5611543655396,0.008776703,100,1070.7520925037516,108.1,0.4189424,953910,0.009846819,244.44452409744264
12500,,0.0030286151,,1.0,1065.9536192417145,0.0030286151,100,1086.7478212076692,109.7,0.4189424,964880,0.009185185,243.14472811698914
12600,,0.009682464,,1.0,1077.3925557136536,0.009682464,100,1135.8434302972037,114.61,0.4189424,976341,0.010041555,266.9407396221161
12700,,0.0039747204,,1.0,1088.6282789707184,0.0039747204,100,1090.3522493119704,110.06,0.4189424,987347,0.00988784,234.14662079811097
12800,,0.0051229284,,1.0,1099.649775505066,0.0051229284,100,1126.0410124757652,113.63,0.4189424,998710,0.009949523,238.14135968208313
12900,,0.008386252,,1.0,1110.507001399994,0.008386252,100,1096.7452796893497,110.7,0.4189424,1009780,0.00759162,266.9417580795288
13000,,0.0046118493,,1.0,1121.4294984340668,0.0046118493,100,1080.3473289375977,109.06,0.4189424,1020686,0.0042903232,251.8427296924591
13100,,0.011710767,,1.0,1132.831333398819,0.011710767,100,1093.4434901573907,110.37,0.4189424,1031723,0.009561777,256.2423022556305
13200,,0.007162251,,1.0,1144.8968667984009,0.007162251,100,1101.7494829237357,111.2,0.4189424,1042843,0.009692121,268.7443362426758
13300,,0.0036593531,,1.0,1156.4896218776703,0.0036593531,100,1124.4481313711046,113.47,0.4189424,1054190,0.006349957,247.04162252426147
13400,,0.0057078935,,1.0,1167.4710161685944,0.0057078935,100,1063.5490950610904,107.38,0.4189424,1064928,0.008917929,245.54427021026612
13500,,0.0018619129,,1.0,1178.8896589279175,0.0018619129,100,1025.5464540945547,103.58,0.4189424,1075286,0.0030100155,250.14577931404114
13600,,0.009810226,,1.0,1189.9963293075562,0.009810226,100,1058.4434115992092,106.87,0.4189424,1085973,0.009846085,246.24411960601807
13700,,0.0029196534,,1.0,1202.0667991638184,0.0029196534,100,1098.5465375487224,110.88,0.4189424,1097061,0.005223037,230.54364398002625
13800,,0.010454341,,1.0,1213.5742831230164,0.010454341,100,1081.752642276117,109.2,0.4189424,1107981,0.008099737,235.24736026763915
13900,,0.009666888,,1.0,1225.4080011844635,0.009666888,100,1052.3501186562457,106.26,0.4189424,1118607,0.009676079,219.4444571018219
14000,,0.00688773,,1.0,1237.6666781902313,0.00688773,100,1112.140475324012,112.24,0.4189424,1129831,0.009318527,264.9398102378845
14100,,0.0075324876,,1.0,1248.6350979804993,0.0075324876,100,1097.543531339397,110.78,0.4189424,1140909,0.008025746,250.84276973724366
14200,,0.011404593,,1.0,1261.0154128074646,0.011404593,100,1104.1430207215913,111.44,0.4189424,1152053,0.008789485,257.44203954696656
14300,,0.009557479,,1.0,1272.9014902114868,0.009557479,100,1156.8439347690132,116.71,0.4189424,1163724,0.009654148,279.8385441303253
14400,,0.010649613,,1.0,1283.4433281421661,0.010649613,100,1091.0480622833102,110.13,0.4189424,1174737,0.009426879,233.14308000564574
14500,,0.0030825115,,1.0,1294.3675737380981,0.0030825115,100,1088.742342397429,109.9,0.4189424,1185727,0.009449418,232.2434326839447
14600,,0.014122319,,1.0,1305.573874950409,0.014122319,100,1124.2425949359308,113.45,0.4189424,1197072,0.01002918,263.14067907333373
14700,,0.0058082296,,1.0,1317.6994087696075,0.0058082296,100,1076.1382431087027,108.64,0.4189424,1207936,0.009143258,247.6413208770752
14800,,0.004757271,,1.0,1328.3351202011108,0.004757271,100,1059.338564354316,106.96,0.4189424,1218632,0.009494154,240.14300548553467
14900,,0.010128104,,1.0,1339.3527841567993,0.010128104,100,1113.83771611763,112.41,0.4189424,1229873,0.010012497,257.44029433250427
15000,,0.007649751,,1.0,1349.411559343338,0.007649751,100,1118.6430901047843,112.89,0.4189424,1241162,0.008586011,255.13988355636596
15100,,0.0085596815,,1.0,1359.3036262989044,0.0085596815,100,1110.0449598141126,112.03,0.4189424,1252365,0.0088803405,236.44377585411073
15200,,0.007254166,,1.0,1370.3662478923798,0.007254166,100,1126.7397221159945,113.7,0.4189424,1263735,0.010051904,262.3397518348694
15300,,0.014572262,,1.0,1381.1001753807068,0.014572262,100,1127.3425574274643,113.76,0.4189424,1275111,0.009808052,260.8421111297607
15400,,0.0050670668,,1.0,1392.1981139183044,0.0050670668,100,1099.8451764090682,111.01,0.4189424,1286212,0.0030815778,267.6402072811127
15500,,0.0011427868,,1.0,1402.7083551883698,0.0011427868,100,1074.345587407921,108.46,0.4189424,1297058,0.007023396,244.34381371498108
15600,,0.00018722961,,0.5,1414.3749623298645,0.00018722961,100,1108.345089475034,111.86,0.4189424,1308244,0.0019432231,255.94134261131288
15700,,0.006947976,,1.0,1425.7526562213898,0.006947976,100,1102.0428728086683,111.23,0.4189424,1319367,0.00954545,267.4393327140808
15800,,0.007877701,,1.0,1438.363804101944,0.007877701,100,1103.0471220547076,111.33,0.4189424,1330500,0.007941871,238.7410380077362
15900,,0.015321694,,1.0,1448.7287311553955,0.015321694,100,1089.8459628822673,110.01,0.4189424,1341501,0.009929372,243.34299695014954
16000,,0.0076190624,,1.0,1460.679387331009,0.0076190624,100,1115.0465536261975,112.53,0.4189424,1352754,0.0054036123,241.14326774597168
16100,,0.0051160133,,1.0,1472.2653040885925,0.0051160133,100,1122.8432561247841,113.31,0.4189424,1364085,0.00970838,252.84246579170227
16200,,0.004953272,,1.0,1483.5353465080261,0.004953272,100,1160.649433904424,117.09,0.4189424,1375794,0.009167353,252.34209608078004
16300,,0.006660128,,1.0,1494.4635767936707,0.006660128,100,1076.9504161542995,108.72,0.4189424,1386666,0.007580786,227.54580661773682
16400,,0.002594203,,1.0,1504.1458978652954,0.002594203,100,1079.9458852845057,109.02,0.4189424,1397568,0.009720872,233.94367398262023
16500,,0.0034685382,,1.0,1514.6967959403992,0.0034685382,100,1111.3508189369538,112.16,0.4189424,1408784,0.008569039,258.24245980262754
16600,,0.0026774025,,1.0,1526.2904169559479,0.0026774025,100,1151.6414264854864,116.19,0.4189424,1420403,0.007302957,268.73920495033263
16700,,0.0025055024,,1.0,1538.0705313682556,0.0025055024,100,1103.4420253011085,111.37,0.4189424,1431540,0.008666844,260.74057584762573
16800,,0.0051600756,,1.0,1549.3410212993622,0.0051600756,100,1063.544122289927,107.38,0.4189424,1442278,0.0097847115,227.7448569869995
16900,,0.004875636,,1.0,1560.7691204547882,0.004875636,100,1113.246363946747,112.35,0.4189424,1453513,0.009432357,244.54132630348207
17000,,0.005198555,,1.0,1572.7982168197632,0.005198555,100,1076.7466586950272,108.7,0.4189424,1464383,0.0049559255,242.24383278846742
17100,,0.0051660254,,1.0,1584.212492465973,0.0051660254,100,1089.0432461857872,109.93,0.4189424,1475376,0.010017859,243.24262920379638
17200,,0.009403585,,1.0,1595.5334122180939,0.009403585,100,1075.4412750319475,108.57,0.4189424,1486233,0.009870514,226.04404097557068
17300,,0.005760753,,1.0,1606.4392478466034,0.005760753,100,1084.4443008465587,109.47,0.4189424,1497180,0.008448416,227.9460600566864
17400,,0.0025579503,,1.0,1617.8286945819855,0.0025579503,100,1076.2439790936808,108.65,0.4189424,1508045,0.0070018987,224.34482135772706
17500,,0.002060631,,1.0,1628.6737911701202,0.002060631,100,1093.444851764231,110.37,0.4189424,1519082,0.00690184,236.34196513175965
17600,,0.0028961585,,1.0,1639.2464303970337,0.0028961585,100,1104.1438797407238,111.44,0.4189424,1530226,0.008606755,242.94139444351197
17700,,0.0030134742,,1.0,1650.6820209026337,0.0030134742,100,1160.4421786991506,117.07,0.4189424,1541933,0.0018981025,286.23837195396425
17800,,0.013842372,,1.0,1660.4237236976624,0.013842372,100,1143.146386046852,115.34,0.4189424,1553467,0.009983543,259.8413198280334
17900,,0.010968312,,1.0,1672.2150406837463,0.010968312,100,1172.4426495592304,118.27,0.4189424,1565294,0.008326332,282.4378312110901
18000,,0.00148911,,1.0,1682.7197532653809,0.00148911,100,1135.0437028893593,114.53,0.4189424,1576747,0.008441218,255.34198843955994
18100,,0.0024749527,,1.0,1694.1929249763489,0.0024749527,100,1149.9385783021526,116.02,0.4189424,1588349,0.008200727,248.83757938385008
18200,,0.009827892,,1.0,1703.2072863578796,0.009827892,100,1153.5386612381499,116.38,0.4189424,1599987,0.009859226,278.63754605293275
18300,,0.016465798,,1.0,1713.7818591594696,0.016465798,100,1192.0407301252108,120.23,0.4189424,1612010,0.010023191,279.2364820384979
18400,,0.009271078,,1.0,1723.7306051254272,0.009271078,100,1145.544972386161,115.58,0.4189424,1623568,0.006442151,280.24053691864015
18500,,0.0027546266,,1.0,1734.0414671897888,0.0027546266,100,1133.3437753503097,114.36,0.4189424,1635004,0.008017902,276.7429946422577
18600,,0.004370084,,1.0,1746.5070278644562,0.004370084,100,1144.9462214452974,115.52,0.4189424,1646556,0.009335962,273.64072041511537
18700,,0.010958318,,1.0,1756.3437328338623,0.010958318,100,1162.7424329708242,117.3,0.4189424,1658286,0.01005083,283.2375919723511
18800,,0.01133405,,1.0,1767.4175934791565,0.01133405,100,1189.2461451611123,119.95,0.4189424,1670281,0.008658989,290.73734346389773
18900,,0.0027073165,,1.0,1776.8340351581573,0.0027073165,100,1167.8443613075835,117.81,0.4189424,1682062,0.009244757,280.1388504981995
19000,,0.0029540015,,1.0,1787.417049407959,0.0029540015,100,1108.9430842794097,111.92,0.4189424,1693254,0.004447598,248.14025235176086
19100,,0.0044732634,,1.0,1797.779597043991,0.0044732634,100,1156.6431452366357,116.69,0.4189424,1704923,0.008522875,287.93833594322206
19200,,0.009289805,,1.0,1809.5705163478851,0.009289805,100,1168.3396856764934,117.86,0.4189424,1716709,0.010040066,269.33766092300414
19300,,0.006443723,,1.0,1820.0789561271667,0.006443723,100,1155.4458810092358,116.57,0.4189424,1728366,0.009709845,270.1430160999298
19400,,0.0025390987,,1.0,1830.902606010437,0.0025390987,100,1198.9445619281987,120.92,0.4189424,1740458,0.004767957,285.9408535194397
19500,,0.004952161,,1.0,1840.7589073181152,0.004952161,100,1209.141835858569,121.94,0.4189424,1752652,0.0086030895,306.63433588027954
19600,,0.006303494,,1.0,1850.3899371623993,0.006303494,100,1190.1502523029403,120.04,0.4189424,1764656,0.008009907,300.93766439437866
19700,,0.007491191,,1.0,1859.8208951950073,0.007491191,100,1168.7466382876057,117.9,0.4189424,1776446,0.0095579075,260.4413276863098
19800,,0.0045227753,,1.0,1870.7365798950195,0.0045227753,100,1222.8433758274596,123.31,0.4189424,1788777,0.009504152,312.33504343032837
19900,,0.005125189,,1.0,1881.9239256381989,0.005125189,100,1234.8415586250328,124.51,0.4189424,1801228,0.007992449,305.5361300754547
20000,,0.008076382,,1.0,1892.9272303581238,0.008076382,100,1242.2496963447973,125.25,0.4189424,1813753,0.009283919,339.1357168102264
20100,,0.012979753,,1.0,1905.2472863197327,0.012979753,100,1270.6421854041807,128.09,0.4189424,1826562,0.009947929,315.2316846847534
20200,,0.00892745,,1.0,1915.6580736637115,0.00892745,100,1209.4474450683322,121.97,0.4189424,1838759,0.009305216,289.43903601646423
20300,,0.004880892,,1.0,1927.0192482471466,0.004880892,100,1210.4477413025907,122.07,0.4189424,1850966,0.0044741845,319.03635117530825
