EpisodesSoFar,entloss,surrgain,ev_tdlam_before,Step_size,TimeElapsed,optimgain,EpThisIter,EpRewMean,EpLenMean,entropy,TimestepsSoFar,meankl,DiscEpRewMean
40400,,0.007444154,,1.0,4176.535723209381,0.007444154,100,1058.4393520223139,106.87,0.4189424,4185580,0.008016529,236.44249835968017
40500,,0.0064659654,,1.0,4187.6685955524445,0.0064659654,100,1086.435532259674,109.67,0.4189424,4196547,0.010105818,249.0418751716614
40600,,0.005183403,,1.0,4197.771507024765,0.005183403,100,1132.8348292267628,114.31,0.4189424,4207978,0.00901317,260.93948442459106
40700,,0.008809456,,1.0,4208.773307800293,0.008809456,100,1076.9378841627579,108.72,0.4189424,4218850,0.009754834,237.34219489097595
40800,,0.0056022564,,1.0,4219.619502782822,0.0056022564,100,1071.9312224932137,108.22,0.4189424,4229672,0.009861058,237.24077361106873
40900,,0.012823669,,1.0,4231.21365237236,0.012823669,100,1080.5338194810483,109.08,0.4189424,4240580,0.010033394,221.9416801261902
41000,,0.006009619,,1.0,4241.850073814392,0.006009619,100,1045.9357468246458,105.62,0.4189424,4251142,0.009530366,234.34289695739747
41100,,0.005285614,,1.0,4253.862654685974,0.005285614,100,1093.1330966768548,110.34,0.4189424,4262176,0.0066361353,255.441506729126
41200,,0.004667755,,1.0,4265.002940654755,0.004667755,100,1121.1331860877567,113.14,0.4189424,4273490,0.009795404,261.03983753204346
41300,,0.009413155,,1.0,4275.2392773628235,0.009413155,100,1115.3314550741545,112.56,0.4189424,4284746,0.009696477,280.03477531433106
41400,,0.01179094,,1.0,4285.657103061676,0.01179094,100,1063.6350319711485,107.39,0.4189424,4295485,0.009496654,226.74197783470154
41500,,0.009104976,,1.0,4296.042895555496,0.009104976,100,1081.3369055438598,109.16,0.4189424,4306401,0.008388684,237.64234754562378
41600,,0.007939323,,1.0,4307.140914440155,0.007939323,100,1100.3379388507146,111.06,0.4189424,4317507,0.009263935,244.34136305809022
41700,,0.007043213,,1.0,4318.365826129913,0.007043213,100,1157.2374505654552,116.75,0.4189424,4329182,0.0099639185,258.23720952033995
41800,,0.005230364,,1.0,4327.74715590477,0.005230364,100,1115.2370396662304,112.55,0.4189424,4340437,0.00970622,275.53842425346375
41900,,0.005487336,,1.0,4337.246548175812,0.005487336,100,1164.2364764128142,117.45,0.4189424,4352182,0.010119501,285.1367450428009
42000,,0.0018360872,,1.0,4346.757225751877,0.0018360872,100,1080.9398991226753,109.12,0.4189424,4363094,0.007672054,243.84298570632936
42100,,0.011695672,,1.0,4356.800609588623,0.011695672,100,1105.63800381227,111.59,0.4189424,4374253,0.010055381,248.54095277786254
42200,,0.008543273,,1.0,4367.009316921234,0.008543273,100,1151.8385682667708,116.21,0.4189424,4385874,0.00942541,274.73646330833435
42300,,0.011322399,,1.0,4377.780930280685,0.011322399,100,1121.2446645654202,113.15,0.4189424,4397189,0.009906478,255.94092267990112
42400,,0.007851879,,1.0,4387.019294261932,0.007851879,100,1107.945111216187,111.82,0.4189424,4408371,0.0054258117,272.2400044441223
42500,,0.0017837579,,1.0,4397.809054374695,0.0017837579,100,1161.53743640853,117.18,0.4189424,4420089,0.0048369765,269.43738328933716
42600,,0.00584031,,1.0,4406.97753572464,0.00584031,100,1161.639834727407,117.19,0.4189424,4431808,0.009988136,270.13760962486265
42700,,0.004311467,,1.0,4417.761515617371,0.004311467,100,1106.5376388403633,111.68,0.4189424,4442976,0.007303918,265.93908957481386
42800,,0.0051278,,1.0,4427.820783376694,0.0051278,100,1119.540979263729,112.98,0.4189424,4454274,0.008483268,266.8403600215912
42900,,0.0055608996,,1.0,4438.995053768158,0.0055608996,100,1119.3420779875044,112.96,0.4189424,4465570,0.008026992,260.8408222866058
43000,,0.008924834,,1.0,4449.907917022705,0.008924834,100,1128.7453156681847,113.9,0.4189424,4476960,0.010040785,241.2409488391876
43100,,0.0027330492,,1.0,4460.57252240181,0.0027330492,100,1083.046922886313,109.33,0.4189424,4487893,0.0073159807,245.1449147605896
43200,,0.0063689025,,1.0,4471.293594360352,0.0063689025,100,1140.1429196634738,115.04,0.4189424,4499397,0.009050517,253.3420939922333
43300,,0.014118936,,1.0,4482.017966270447,0.014118936,100,1130.2422377742225,114.05,0.4189424,4510802,0.009831077,262.04061979293823
43400,,0.003296975,,1.0,4493.716675519943,0.003296975,100,1073.1447677720678,108.34,0.4189424,4521636,0.0057699424,231.24425411224365
43500,,0.007799979,,1.0,4504.766130924225,0.007799979,100,1166.0383183177112,117.63,0.4189424,4533399,0.010188021,289.3370935726166
43600,,0.006083457,,1.0,4515.9300417900085,0.006083457,100,1126.638320055528,113.69,0.4189424,4544768,0.010067372,248.44036781311036
43700,,0.003238224,,1.0,4526.499401807785,0.003238224,100,1089.838258958187,110.01,0.4189424,4555769,0.0051274598,239.54327639579773
43800,,0.00490356,,1.0,4537.420937538147,0.00490356,100,1097.938488462269,110.82,0.4189424,4566851,0.009471795,243.24012993812562
43900,,0.011095237,,1.0,4548.0208921432495,0.011095237,100,1096.238031805221,110.65,0.4189424,4577916,0.009441823,249.44162435531615
44000,,0.0033611774,,1.0,4558.9319677352905,0.0033611774,100,1045.735879307548,105.6,0.4189424,4588476,0.0068834485,236.04440529823304
44100,,0.01030638,,1.0,4569.323792934418,0.01030638,100,1090.429874384488,110.07,0.4189424,4599483,0.009443432,256.6400049495697
44200,,0.002031999,,1.0,4580.129097223282,0.002031999,100,1097.3313282702663,110.76,0.4189424,4610559,0.0045151045,231.23868244171143
44300,,0.005719274,,1.0,4590.781270027161,0.005719274,100,1053.1337618220286,106.34,0.4189424,4621193,0.009858636,238.7409964466095
44400,,0.004576323,,1.0,4601.059113502502,0.004576323,100,1030.1322782869963,104.04,0.4189424,4631597,0.0071779015,210.544449672699
44500,,0.013317627,,1.0,4611.383754014969,0.013317627,100,1019.1307060449525,102.94,0.4189424,4641891,0.009938133,184.14379746437072
44600,,0.010465584,,1.0,4622.376053571701,0.010465584,100,990.336637741424,100.06,0.4189424,4651897,0.0099746,200.94747991561889
44700,,0.009437133,,1.0,4633.51978969574,0.009437133,100,1047.2338038328642,105.75,0.4189424,4662472,0.009558574,213.64395713806152
44800,,0.006024099,,1.0,4644.630148649216,0.006024099,100,1036.5346675679464,104.68,0.4189424,4672940,0.009699804,199.14568014144896
44900,,0.009181791,,1.0,4655.743087053299,0.009181791,100,1045.634386022884,105.59,0.4189424,4683499,0.009944117,222.94365315437318
45000,,0.0092033055,,1.0,4666.528138399124,0.0092033055,100,1005.7399243701573,101.6,0.4189424,4693659,0.00943042,219.64435853004454
45100,,0.013165078,,1.0,4677.633574008942,0.013165078,100,1017.733181820685,102.8,0.4189424,4703939,0.009660587,206.24430473327638
45200,,0.009350113,,1.0,4688.957139492035,0.009350113,100,1118.1309307962772,112.84,0.4189424,4715223,0.008874655,268.43824981689454
45300,,0.0071207336,,1.0,4700.295773267746,0.0071207336,100,1042.9329512933866,105.32,0.4189424,4725755,0.009731611,232.7436874294281
45400,,0.0034471618,,1.0,4711.384474039078,0.0034471618,100,1014.7373695813294,102.5,0.4189424,4736005,0.009844789,205.84468825340272
45500,,0.006310321,,1.0,4721.919798612595,0.006310321,100,1002.8376088416251,101.31,0.4189424,4746136,0.01010058,222.74493538856507
45600,,0.009569546,,1.0,4732.656866550446,0.009569546,100,991.8360748377787,100.21,0.4189424,4756157,0.010146553,197.14710783004762
45700,,0.005533103,,1.0,4745.696463346481,0.005533103,100,1036.1340012044604,104.64,0.4189424,4766621,0.007869061,201.2455468940735
45800,,0.0057033473,,1.0,4771.365101099014,0.0057033473,100,1066.929758309192,107.72,0.4189424,4777393,0.0097454,242.6410760974884
45900,,0.0052153706,,1.0,4792.799005270004,0.0052153706,100,1023.33403288323,103.36,0.4189424,4787729,0.009683768,219.44450492858886
46000,,0.0014887106,,1.0,4809.224446773529,0.0014887106,100,1021.3351107631815,103.16,0.4189424,4798045,0.0020203893,225.94422499656676
46100,,0.004098894,,1.0,4820.726029634476,0.004098894,100,1071.9338907934327,108.22,0.4189424,4808867,0.0075740954,230.04132430076598
46200,,0.0067165806,,1.0,4833.731342554092,0.0067165806,100,1033.6392774281237,104.39,0.4189424,4819306,0.008414699,209.54652801513672
46300,,0.004175557,,1.0,4851.991072177887,0.004175557,100,1120.2345039358195,113.05,0.4189424,4830611,0.008576696,257.13922800064086
46400,,0.007450121,,1.0,4869.677255868912,0.007450121,100,1096.7330507158808,110.7,0.4189424,4841681,0.010215864,245.74142457962037
46500,,0.005142607,,1.0,4886.792713880539,0.005142607,100,1131.0360699410674,114.13,0.4189424,4853094,0.007255259,249.0393432235718
46600,,0.0011457062,,1.0,4905.304615020752,0.0011457062,100,1102.7360170199581,111.3,0.4189424,4864224,0.009434018,270.5382242202759
46700,,0.004117218,,1.0,4923.24658203125,0.004117218,100,1095.8365779515675,110.61,0.4189424,4875285,0.008386743,254.7416274738312
46800,,0.006728696,,1.0,4940.077697992325,0.006728696,100,1087.8395937976193,109.81,0.4189424,4886266,0.008766935,241.6422405052185
46900,,0.0055299196,,1.0,4958.06919336319,0.0055299196,100,1097.7405268715017,110.8,0.4189424,4897346,0.007447034,258.5418546009064
47000,,0.0030699226,,1.0,4975.668841123581,0.0030699226,100,1102.9411661843612,111.32,0.4189424,4908478,0.009777271,239.34035899162294
47100,,0.0038449622,,1.0,4993.670803785324,0.0038449622,100,1099.8377078734093,111.01,0.4189424,4919579,0.005510754,248.63984333038331
47200,,0.0075153,,1.0,5012.151443719864,0.0075153,100,1109.3360530883754,111.96,0.4189424,4930775,0.009831335,250.04040760040283
47300,,0.010374006,,1.0,5029.787303924561,0.010374006,100,1126.332414957817,113.66,0.4189424,4942141,0.010170868,258.0394681739807
47400,,0.0060310476,,1.0,5047.6389446258545,0.0060310476,100,1085.7332763029365,109.6,0.4189424,4953101,0.008436589,242.34146220207214
47500,,0.012225488,,1.0,5064.743295907974,0.012225488,100,1053.8312720676747,106.41,0.4189424,4963742,0.010040577,222.54046751976014
47600,,0.009010139,,1.0,5082.58370757103,0.009010139,100,1068.5343794172281,107.88,0.4189424,4974530,0.008135802,235.74174785614014
47700,,0.0075148023,,1.0,5100.353959560394,0.0075148023,100,1076.3358866680444,108.66,0.4189424,4985396,0.009383599,239.94208027839662
47800,,0.0029096007,,1.0,5118.638562917709,0.0029096007,100,1112.633214490222,112.29,0.4189424,4996625,0.010060217,255.23922877311708
47900,,0.012036675,,1.0,5135.994148492813,0.012036675,100,1110.3391093586756,112.06,0.4189424,5007831,0.009325953,252.53919317245484
48000,,0.0074504674,,1.0,5153.182567358017,0.0074504674,100,1073.1403078274227,108.34,0.4189424,5018665,0.010213387,237.94186540603638
48100,,0.010513592,,1.0,5171.302264928818,0.010513592,100,1079.1373093098168,108.94,0.4189424,5029559,0.009716575,223.243045463562
48200,,0.002006582,,1.0,5190.040611982346,0.002006582,100,1036.8397727686688,104.71,0.4189424,5040030,0.005676477,206.94548614501954
48300,,0.007459105,,1.0,5207.977313756943,0.007459105,100,1095.1391706579698,110.54,0.4189424,5051084,0.009075911,244.54158796310423
48400,,0.0060665333,,1.0,5226.517027139664,0.0060665333,100,1154.540723403123,116.48,0.4189424,5062732,0.008529794,279.13812536239624
48500,,0.0033812646,,1.0,5243.498673439026,0.0033812646,100,1121.6358038723747,113.19,0.4189424,5074051,0.008893688,248.63965165138245
48600,,0.008910776,,1.0,5262.32128071785,0.008910776,100,1111.5386879272994,112.18,0.4189424,5085269,0.010011443,242.54092906951905
48700,,0.005280902,,1.0,5280.219423055649,0.005280902,100,1122.3382977682227,113.26,0.4189424,5096595,0.009997727,254.6393225479126
48800,,0.004904781,,1.0,5297.270450115204,0.004904781,100,1053.9401002996738,106.42,0.4189424,5107237,0.008686944,228.3427233505249
48900,,0.0057099266,,1.0,5315.35989356041,0.0057099266,100,1054.4436773407012,106.47,0.4189424,5117884,0.010060517,227.34259449005128
49000,,0.0046002725,,1.0,5332.406048774719,0.0046002725,100,1126.5431593073758,113.68,0.4189424,5129252,0.007239585,263.34240183830264
49100,,0.0024575233,,1.0,5350.396148443222,0.0024575233,100,1096.0401309883587,110.63,0.4189424,5140315,0.0020919822,245.7422430038452
49200,,0.004238655,,1.0,5367.975678682327,0.004238655,100,1117.0381821936046,112.73,0.4189424,5151588,0.009195525,262.5396321296692
49300,,0.011057002,,1.0,5385.694865465164,0.011057002,100,1155.639292797119,116.59,0.4189424,5163247,0.009747138,288.5368700027466
49400,,0.009412306,,1.0,5405.453027009964,0.009412306,100,1113.736221053289,112.4,0.4189424,5174487,0.009792255,266.33805283546445
49500,,0.009048555,,1.0,5422.47869515419,0.009048555,100,1071.4413808078282,108.17,0.4189424,5185304,0.00997884,236.74325740814209
49600,,0.011810027,,1.0,5441.325862407684,0.011810027,100,1151.137101191114,116.14,0.4189424,5196918,0.009835495,261.63765506744386
49700,,0.012844294,,1.0,5458.833287715912,0.012844294,100,1119.8335058672994,113.01,0.4189424,5208219,0.0097525995,262.2396283817291
49800,,0.00407372,,1.0,5477.193794727325,0.00407372,100,1162.734254019512,117.3,0.4189424,5219949,0.009508538,271.63841141700743
49900,,0.0060745897,,1.0,5494.926659822464,0.0060745897,100,1180.932356322053,119.12,0.4189424,5231861,0.008571684,267.53583691596987
50000,,0.00742865,,1.0,5512.679651021957,0.00742865,100,1158.4345109434232,116.87,0.4189424,5243548,0.008678204,275.8362121582031
