TimestepsSoFar,ev_tdlam_before,EpisodesSoFar,Step_size,EpLenMean,DiscEpRewMean,meankl,optimgain,entloss,TimeElapsed,EpRewMean,EpThisIter,entropy,surrgain
1430002,,14200,1.0,113.47,268.7451251602173,0.008359985,0.0028922607,,6378.679604053497,1124.464158018697,100,0.4189424,0.0028922607
1441493,,14300,1.0,114.91,268.2450523376465,0.008546944,0.00470953,,6390.11158323288,1138.8614136662231,100,0.4189424,0.00470953
1453238,,14400,1.0,117.45,282.64196462631224,0.009719236,0.0070722676,,6404.3245577812195,1164.2597518476152,100,0.4189424,0.0070722676
1465280,,14500,1.0,120.42,284.24200417518614,0.009345802,0.0046922225,,6418.311733722687,1193.9556683907474,100,0.4189424,0.0046922225
1476932,,14600,1.0,116.52,291.23883644104006,0.010116985,0.005088611,,6430.662032842636,1154.9545596633634,100,0.4189424,0.005088611
1488610,,14700,1.0,116.78,278.14215006828306,0.009620565,0.004702076,,6446.313623666763,1157.557618754579,100,0.4189424,0.004702076
1499804,,14800,1.0,111.94,250.94306550979616,0.0098828245,0.009851594,,6461.847931861877,1109.1569727767728,100,0.4189424,0.009851594
1511278,,14900,1.0,114.74,253.2427902507782,0.0060125794,0.0024496643,,6476.923308134079,1137.1536841868706,100,0.4189424,0.0024496643
1522493,,15000,1.0,112.15,258.0446219730377,0.007946949,0.0059109484,,6493.304126501083,1111.2598103740397,100,0.4189424,0.0059109484
1533425,,15100,1.0,109.32,248.5450539493561,0.008360016,0.0027052735,,6509.879646778107,1082.9520522211437,100,0.4189424,0.0027052735
1544282,,15200,1.0,108.57,230.24402850151063,0.009667217,0.006444412,,6527.296574354172,1075.4486165762587,100,0.4189424,0.006444412
1554841,,15300,1.0,105.59,221.4488363170624,0.008479148,0.010518406,,6543.124013185501,1045.6564122939476,100,0.4189424,0.010518406
1565334,,15400,1.0,104.93,197.74870267868042,0.009920955,0.011084763,,6558.6642537117,1039.0506048309894,100,0.4189424,0.011084763
1575867,,15500,1.0,105.33,206.44728386878967,0.009793637,0.006705128,,6576.476586341858,1043.049762632604,100,0.4189424,0.006705128
1586147,,15600,1.0,102.8,237.34464438438417,0.008683178,0.005673466,,6588.983200311661,1017.743376308672,100,0.4189424,0.005673466
1596485,,15700,1.0,103.38,191.84999751091004,0.008853764,0.005639563,,6604.161528587341,1023.5498220425804,100,0.4189424,0.005639563
1606729,,15800,1.0,102.44,227.24472438812256,0.010015211,0.003229475,,6621.727605104446,1014.140932778939,100,0.4189424,0.003229475
1617388,,15900,1.0,106.59,213.64406536102294,0.009002981,0.012198542,,6636.513759851456,1055.6434362418188,100,0.4189424,0.012198542
1627907,,16000,1.0,105.19,224.34491127967834,0.009097547,0.0027947596,,6650.401129245758,1041.6382151268624,100,0.4189424,0.0027947596
1638602,,16100,1.0,106.95,223.3453369998932,0.008131816,0.009059647,,6665.7003927230835,1059.2446239076467,100,0.4189424,0.009059647
1649138,,16200,1.0,105.36,224.8463450050354,0.009000999,0.003973921,,6681.472681522369,1043.3442534631872,100,0.4189424,0.003973921
1659923,,16300,1.0,107.85,241.8435952091217,0.0066415123,0.005044745,,6696.442697286606,1068.2472991093198,100,0.4189424,0.005044745
1670532,,16400,1.0,106.09,222.64437856674195,0.010123013,0.0030786511,,6712.798813819885,1050.6467169766274,100,0.4189424,0.0030786511
1681567,,16500,1.0,110.35,258.34374784469605,0.010033134,0.01217315,,6727.854982852936,1093.2471614690498,100,0.4189424,0.01217315
1692333,,16600,1.0,107.66,225.44573842048646,0.009275012,0.0057867896,,6741.447486639023,1066.3518146501542,100,0.4189424,0.0057867896
1702883,,16700,1.0,105.5,212.64660536766053,0.009926284,0.0070232213,,6755.566004514694,1044.7494152756358,100,0.4189424,0.0070232213
1713856,,16800,1.0,109.73,244.04330723762513,0.010035184,0.012363725,,6771.487239122391,1087.048298429274,100,0.4189424,0.012363725
1724800,,16900,1.0,109.44,240.9447492313385,0.01016203,0.010531528,,6783.700291156769,1084.144217334903,100,0.4189424,0.010531528
1735992,,17000,1.0,111.92,284.7404454040527,0.009900969,0.0063463734,,6800.105976104736,1108.945787130791,100,0.4189424,0.0063463734
1746752,,17100,1.0,107.6,254.643120803833,0.009384896,0.0055503044,,6813.195909023285,1065.7451901129286,100,0.4189424,0.0055503044
1758221,,17200,1.0,114.69,249.14249932289124,0.008323723,0.007775351,,6829.839204788208,1136.6449266808056,100,0.4189424,0.007775351
1769408,,17300,1.0,111.87,254.34031237602233,0.010022822,0.00663072,,6844.181168079376,1108.442124967572,100,0.4189424,0.00663072
1780610,,17400,1.0,112.02,249.64041924476624,0.009132096,0.0040616137,,6859.365986585617,1109.942043780725,100,0.4189424,0.0040616137
1791812,,17500,1.0,112.02,268.7399899196625,0.008457992,0.009793769,,6874.677587270737,1109.9401891318075,100,0.4189424,0.009793769
1802286,,17600,1.0,104.74,220.9449809074402,0.009949714,0.007883907,,6888.981429576874,1037.1396751703305,100,0.4189424,0.007883907
1812857,,17700,1.0,105.71,218.1426824760437,0.01008014,0.01267158,,6903.153038263321,1046.836635832562,100,0.4189424,0.01267158
1823617,,17800,1.0,107.6,218.64171856880188,0.009748788,0.0050678197,,6912.978313446045,1065.7396355552971,100,0.4189424,0.0050678197
1834393,,17900,1.0,107.76,244.14138790130616,0.0016885672,0.001470581,,6927.8071937561035,1067.3396220637462,100,0.4189424,0.001470581
1844463,,18000,1.0,100.7,198.14851454734801,0.009340384,0.0087101115,,6941.30459022522,996.7423652678968,100,0.4189424,0.0087101115
1855111,,18100,1.0,106.48,220.74304707527162,0.008921889,0.0052501843,,6954.570378065109,1054.5398616044506,100,0.4189424,0.0052501843
1865457,,18200,1.0,103.46,204.44503414154053,0.0020774845,0.0041709356,,6970.145457267761,1024.3424075074672,100,0.4189424,0.0041709356
1876419,,18300,1.0,109.62,251.9426922225952,0.0085348105,0.0060730763,,6984.542398691177,1085.937955022147,100,0.4189424,0.0060730763
1887302,,18400,1.0,108.83,225.9440882873535,0.006562769,0.0058239964,,6999.484869003296,1078.038521445787,100,0.4189424,0.0058239964
1898561,,18500,1.0,112.59,268.94000207901,0.0038362013,0.0045981007,,7014.054869890213,1115.6367648243838,100,0.4189424,0.0045981007
1909967,,18600,1.0,114.06,257.3401656246185,0.004914672,0.0038980988,,7029.662620544434,1130.3393009306283,100,0.4189424,0.0038980988
1921094,,18700,1.0,111.27,253.63937971115112,0.009901976,0.008270577,,7045.572905063629,1102.4394088432755,100,0.4189424,0.008270577
1932418,,18800,1.0,113.24,256.1402637767792,0.009834113,0.009234996,,7058.772588014603,1122.1412964316992,100,0.4189424,0.009234996
1944112,,18900,1.0,116.94,256.1389332962036,0.009655639,0.010687166,,7073.030158519745,1159.1393807953839,100,0.4189424,0.010687166
1955125,,19000,1.0,110.13,252.14259928703308,0.007282713,0.0071125343,,7086.733674526215,1091.0405070745112,100,0.4189424,0.0071125343
1966331,,19100,1.0,112.06,248.54141496658326,0.004445242,0.0031106952,,7102.3077137470245,1110.3447086230763,100,0.4189424,0.0031106952
1977769,,19200,1.0,114.38,277.9389732646942,0.0078425,0.0073059974,,7117.279344320297,1133.5420924663601,100,0.4189424,0.0073059974
1989778,,19300,1.0,120.09,278.637330789566,0.009727358,0.009137124,,7130.106493473053,1190.639370967644,100,0.4189424,0.009137124
2001239,,19400,1.0,114.61,247.1412957572937,0.008369034,0.007772868,,7145.1488444805145,1135.8438533298101,100,0.4189424,0.007772868
2012838,,19500,1.0,115.99,268.43956186294554,0.0091499565,0.005753618,,7159.586387395859,1149.641973676393,100,0.4189424,0.005753618
2024308,,19600,1.0,114.7,262.94081828117373,0.0098639885,0.004446315,,7174.811664819717,1136.7418176493502,100,0.4189424,0.004446315
2035370,,19700,1.0,110.62,255.24279191017152,0.009273571,0.008832419,,7188.587508916855,1095.9421428073724,100,0.4189424,0.008832419
2046677,,19800,1.0,113.07,256.03983304023745,0.008586624,0.0067924415,,7200.47754073143,1120.437931781925,100,0.4189424,0.0067924415
2057544,,19900,1.0,108.67,227.54301528930665,0.0100745885,0.010440186,,7213.243521690369,1076.4416628827157,100,0.4189424,0.010440186
2068018,,20000,1.0,104.74,219.7450963497162,0.009738645,0.0050462475,,7228.633477449417,1037.1403752018136,100,0.4189424,0.0050462475
2079196,,20100,1.0,111.78,262.53973784446714,0.0062158,0.0040225773,,7243.2156047821045,1107.538264265804,100,0.4189424,0.0040225773
2090640,,20200,1.0,114.44,260.3387102127075,0.0099458415,0.013581391,,7258.121518373489,1134.1337977183857,100,0.4189424,0.013581391
