TimestepsSoFar,EpLenMean,optimgain,entropy,surrgain,TimeElapsed,EpRewMean,Step_size,ev_tdlam_before,EpThisIter,entloss,EpisodesSoFar,DiscEpRewMean,meankl
185619,81.06,0.02022479,0.4189424,0.02022479,284.6422030925751,800.3451248572129,1.0,,100,,4500,125.46132576942443,0.010034156
193919,83.0,0.022401126,0.4189424,0.022401126,293.8510785102844,819.7246762751463,1.0,,100,,4600,146.54938859939574,0.009568215
202402,84.83,0.0133317495,0.4189424,0.0133317495,302.93815183639526,838.0217162572039,1.0,,100,,4700,133.1573051738739,0.00977865
210973,85.71,0.02696752,0.4189424,0.02696752,312.1616585254669,846.8238712891189,1.0,,100,,4800,166.84471955299378,0.009840323
220246,92.73,0.023010252,0.4189424,0.023010252,319.02881383895874,917.0213009934938,1.0,,100,,4900,144.15361938476562,0.0100411745
229140,88.94,0.027330361,0.4189424,0.027330361,326.927836894989,879.129335936937,1.0,,100,,5000,161.74638635635375,0.009887275
238022,88.82,0.015626555,0.4189424,0.015626555,334.9466676712036,877.9246394694911,1.0,,100,,5100,169.4492003250122,0.009936201
247095,90.73,0.016784305,0.4189424,0.016784305,344.56861209869385,897.0134678178199,1.0,,100,,5200,170.2450182533264,0.009431135
255467,83.72,0.019911652,0.4189424,0.019911652,353.5842821598053,826.9218731678408,1.0,,100,,5300,132.54638786315917,0.009871652
263733,82.66,0.015156633,0.4189424,0.015156633,363.12523913383484,816.328719456484,1.0,,100,,5400,110.76379822731018,0.008883479
273088,93.55,0.022326788,0.4189424,0.022326788,373.36521220207214,925.2007954131564,1.0,,100,,5500,177.64467838287354,0.009944581
282420,93.32,0.017925175,0.4189424,0.017925175,383.51202416419983,922.8898795565692,1.0,,100,,5600,163.14411692619325,0.009843556
292444,100.24,0.023907453,0.4189424,0.023907453,393.5178244113922,992.1056417187269,1.0,,100,,5700,204.83816301345826,0.009886662
301936,94.92,0.015755178,0.4189424,0.015755178,403.20115661621094,938.8942601479158,1.0,,100,,5800,180.04379326820373,0.0098025
312905,109.69,0.023991955,0.4189424,0.023991955,412.8084092140198,1086.5756295098947,1.0,,100,,5900,247.62663457870482,0.009630048
323528,106.23,0.011254352,0.4189424,0.011254352,422.7510676383972,1051.99156119094,1.0,,100,,6000,241.12748085975647,0.009392664
334478,109.5,0.019484626,0.4189424,0.019484626,432.15484833717346,1084.7099583074298,1.0,,100,,6100,228.13635538101195,0.009732054
345585,111.07,0.023479473,0.4189424,0.023479473,441.44997000694275,1100.409883581716,1.0,,100,,6200,236.136638879776,0.009559082
356917,113.32,0.023344886,0.4189424,0.023344886,450.91112899780273,1122.9209458231892,1.0,,100,,6300,259.336024017334,0.009227363
368834,119.17,0.020962378,0.4189424,0.020962378,460.9411470890045,1181.4063492211394,1.0,,100,,6400,290.62325883865356,0.0095868865
380448,116.14,0.017014608,0.4189424,0.017014608,471.1661071777344,1151.130082799601,1.0,,100,,6500,288.23616267204284,0.007355954
392578,121.3,0.017634533,0.4189424,0.017634533,482.0849528312683,1202.728836729037,1.0,,100,,6600,312.6340692615509,0.009970348
404922,123.44,0.0139670195,0.4189424,0.0139670195,493.0491979122162,1224.1364104152672,1.0,,100,,6700,299.0323016929626,0.00710365
417480,125.58,0.0193106,0.4189424,0.0193106,503.54863810539246,1245.5381264756395,1.0,,100,,6800,342.83373186111453,0.009291412
429800,123.2,0.011231548,0.4189424,0.011231548,514.6272211074829,1221.7497984417917,1.0,,100,,6900,304.13590998649596,0.004761779
441868,120.68,0.005612606,0.4189424,0.005612606,525.0815978050232,1196.555489795726,1.0,,100,,7000,284.541052570343,0.005032494
454318,124.5,0.012545958,0.4189424,0.012545958,536.2201955318451,1234.748326291229,1.0,,100,,7100,333.2370337581635,0.009431341
466184,118.66,0.01149657,0.4189424,0.01149657,547.2141053676605,1176.3600026679542,1.0,,100,,7200,274.1429385089874,0.009825524
478319,121.35,0.0036652563,0.4189424,0.0036652563,558.4197189807892,1203.261930228275,1.0,,100,,7300,282.141022310257,0.0055931457
490736,124.17,0.01249252,0.4189424,0.01249252,569.424357175827,1231.466479151959,1.0,,100,,7400,300.3446109867096,0.009855227
502398,116.62,0.0047112666,0.4189424,0.0047112666,580.2397699356079,1155.9702702804511,1.0,,100,,7500,279.74416518211365,0.0042862603
514739,123.41,0.0048273327,0.4189424,0.0048273327,591.2603917121887,1223.8707562000666,1.0,,100,,7600,309.041602563858,0.0043989397
526933,121.94,0.0090413615,0.4189424,0.0090413615,602.2714540958405,1209.1711748028818,1.0,,100,,7700,294.7425892734528,0.008722485
539325,123.92,0.0034585132,0.4189424,0.0034585132,613.3867981433868,1228.9684110854398,1.0,,100,,7800,307.4451111125946,0.0031171252
551659,123.34,0.004623381,0.4189424,0.004623381,623.3830044269562,1223.1663162349023,1.0,,100,,7900,318.2406654548645,0.009199531
564041,123.82,0.0062402836,0.4189424,0.0062402836,633.6295773983002,1227.9658139844253,1.0,,100,,8000,299.340873670578,0.009067026
575939,118.98,0.0062907976,0.4189424,0.0062907976,642.7828741073608,1179.5673436634936,1.0,,100,,8100,286.84587558746335,0.009586861
588483,125.44,0.013679048,0.4189424,0.013679048,652.3945913314819,1244.1629492036773,1.0,,100,,8200,328.3395245361328,0.009528079
600869,123.86,0.0060624005,0.4189424,0.0060624005,662.8128838539124,1228.3676569278252,1.0,,100,,8300,317.34206434249876,0.009829509
613097,122.28,0.009609997,0.4189424,0.009609997,673.0924475193024,1212.5735549674,1.0,,100,,8400,306.0433029651642,0.0098873135
625212,121.15,0.00800387,0.4189424,0.00800387,683.2265048027039,1201.2698973231809,1.0,,100,,8500,299.1438761425018,0.009275879
636817,116.05,0.004788904,0.4189424,0.004788904,693.3811240196228,1150.272173301047,1.0,,100,,8600,290.44549023628235,0.0075866235
648119,113.02,0.007746584,0.4189424,0.007746584,702.838497877121,1119.9769630996561,1.0,,100,,8700,254.84769106864928,0.003961323
659365,112.46,0.0067257225,0.4189424,0.0067257225,712.2793867588043,1114.3758300266295,1.0,,100,,8800,246.55025022506715,0.009230923
670190,108.25,0.0032231994,0.4189424,0.0032231994,721.1478841304779,1072.2760176460524,1.0,,100,,8900,252.84908924102783,0.008887863
681545,113.55,0.005146614,0.4189424,0.005146614,729.7711527347565,1125.271978668784,1.0,,100,,9000,268.1475108623505,0.004741461
692647,111.02,0.009381346,0.4189424,0.009381346,739.4901416301727,1099.9693827764213,1.0,,100,,9100,251.04924394607545,0.009877977
704103,114.56,0.009550432,0.4189424,0.009550432,750.1534855365753,1135.3656033377877,1.0,,100,,9200,273.24581596374514,0.00848143
715572,114.69,0.005800691,0.4189424,0.005800691,760.8516902923584,1136.663354071835,1.0,,100,,9300,267.1457868480682,0.0069324602
727148,115.76,0.006545028,0.4189424,0.006545028,772.1582944393158,1147.361558312423,1.0,,100,,9400,245.74476439476013,0.0082879625
738665,115.17,0.00975596,0.4189424,0.00975596,783.0193572044373,1141.460848678139,1.0,,100,,9500,263.3448016834259,0.007458981
750049,113.84,0.009646148,0.4189424,0.009646148,793.9482986927032,1128.158243393132,1.0,,100,,9600,251.6450032901764,0.008018556
760344,102.95,0.015159176,0.4189424,0.015159176,804.2872421741486,1019.25770566307,1.0,,100,,9700,213.54968586921692,0.009944295
770772,104.28,0.00793501,0.4189424,0.00793501,815.1500375270844,1032.5562295221148,1.0,,100,,9800,221.44931071281434,0.009431308
781746,109.74,0.00972718,0.4189424,0.00972718,825.9361410140991,1087.1576721655974,1.0,,100,,9900,268.2459454059601,0.009931782
791979,102.33,0.009052085,0.4189424,0.009052085,836.5846853256226,1013.0574680379749,1.0,,100,,10000,238.24817220687865,0.0099935485
802501,105.22,0.0029188648,0.4189424,0.0029188648,847.3695595264435,1041.9596887299151,1.0,,100,,10100,227.54846186637877,0.008076049
813302,108.01,0.005786489,0.4189424,0.005786489,858.0762710571289,1069.85493158967,1.0,,100,,10200,230.34615122795105,0.0053626513
824642,113.4,0.006235454,0.4189424,0.006235454,869.6302251815796,1123.7539207040363,1.0,,100,,10300,273.5442183303833,0.0069086486
835304,106.62,0.002951079,0.4189424,0.002951079,879.6494257450104,1055.9537752720532,1.0,,100,,10400,233.64512722969056,0.008319258
846721,114.17,0.00435251,0.4189424,0.00435251,890.1301500797272,1131.4470141587863,1.0,,100,,10500,240.34249362945556,0.0061153737
857827,111.06,0.008932297,0.4189424,0.008932297,900.8422350883484,1100.3495912699734,1.0,,100,,10600,238.94326669692992,0.009518804
868764,109.37,0.0044021187,0.4189424,0.0044021187,911.6839916706085,1083.453529080215,1.0,,100,,10700,236.2455370426178,0.009222855
879776,110.12,0.005194901,0.4189424,0.005194901,922.2179341316223,1090.9492308977372,1.0,,100,,10800,238.84441318511963,0.009579209
890400,106.24,0.003987032,0.4189424,0.003987032,932.3918077945709,1052.1514505135078,1.0,,100,,10900,243.3452115249634,0.0058724256
901263,108.63,0.0059398133,0.4189424,0.0059398133,942.8544585704803,1076.05769333849,1.0,,100,,11000,230.24578203201293,0.005436056
912009,107.46,0.004346583,0.4189424,0.004346583,953.5269083976746,1064.353688999433,1.0,,100,,11100,253.9452662086487,0.009482549
923191,111.82,0.0031259558,0.4189424,0.0031259558,964.5576822757721,1107.9568764521766,1.0,,100,,11200,257.14304051399233,0.0076005952
933737,105.46,0.004307711,0.4189424,0.004307711,975.0202205181122,1044.36198468601,1.0,,100,,11300,211.64951197624205,0.008472292
944245,105.08,0.007310166,0.4189424,0.007310166,985.5870821475983,1040.5576666493614,1.0,,100,,11400,238.5482717704773,0.009977163
954952,107.07,0.0043731346,0.4189424,0.0043731346,996.0980291366577,1060.4577552671574,1.0,,100,,11500,223.64707775115966,0.00925279
965133,101.81,0.006721173,0.4189424,0.006721173,1006.5031974315643,1007.8516001185709,1.0,,100,,11600,215.7476057243347,0.00879715
975926,107.93,0.010430175,0.4189424,0.010430175,1017.2212719917297,1069.0536737315792,1.0,,100,,11700,231.1458816432953,0.010001468
986741,108.15,0.0067128553,0.4189424,0.0067128553,1027.4131755828857,1071.2601033982032,1.0,,100,,11800,235.24960062026977,0.007512463
997824,110.83,0.012551843,0.4189424,0.012551843,1038.1178216934204,1098.05869768561,1.0,,100,,11900,254.64502914428712,0.0065743956
1008685,108.61,0.004452056,0.4189424,0.004452056,1048.463875055313,1075.8620330453004,1.0,,100,,12000,234.64653065681458,0.01003961
1019970,112.85,0.0034248547,0.4189424,0.0034248547,1059.0546584129333,1118.2517732155416,1.0,,100,,12100,284.04126224517825,0.008301185
1030982,110.12,0.0034955337,0.4189424,0.0034955337,1069.186250448227,1090.9561404632284,1.0,,100,,12200,254.34610012054443,0.01003068
1042459,114.77,0.001991676,0.4189424,0.001991676,1079.9442677497864,1137.4563394174384,1.0,,100,,12300,266.7441217422485,0.0064814794
1053919,114.6,0.0049918727,0.4189424,0.0049918727,1090.4363944530487,1135.7555440935266,1.0,,100,,12400,239.04469369888307,0.003603728
1065920,120.01,0.0076559093,0.4189424,0.0076559093,1100.9472091197968,1189.8528827651303,1.0,,100,,12500,294.54054242134094,0.010042934
1077371,114.51,0.010709497,0.4189424,0.010709497,1111.6516332626343,1134.8565397048358,1.0,,100,,12600,262.242834815979,0.010115948
1088432,110.61,0.011666811,0.4189424,0.011666811,1122.4730010032654,1095.8587170574813,1.0,,100,,12700,240.94706014633178,0.009008635
1099879,114.47,0.0069094207,0.4189424,0.0069094207,1132.8555388450623,1134.4514625274044,1.0,,100,,12800,259.54327396392824,0.0068071405
1111999,121.2,0.0036697523,0.4189424,0.0036697523,1143.758961200714,1201.7456090774474,1.0,,100,,12900,298.6360852909088,0.009544369
1123099,111.0,0.011343696,0.4189424,0.011343696,1153.5211720466614,1099.7542808941864,1.0,,100,,13000,253.54415160179138,0.009634318
1134405,113.06,0.01015331,0.4189424,0.01015331,1164.3173966407776,1120.3462088009235,1.0,,100,,13100,267.3419361877441,0.007653226
1145478,110.73,0.006818341,0.4189424,0.006818341,1174.604522228241,1097.0423417972142,1.0,,100,,13200,250.34253536224367,0.00915792
1156266,107.88,0.0056139263,0.4189424,0.0056139263,1184.7360236644745,1068.550067136855,1.0,,100,,13300,250.54431774139405,0.00858604
1167589,113.23,0.007763678,0.4189424,0.007763678,1195.3782303333282,1122.0465985110702,1.0,,100,,13400,250.64200449943542,0.009416459
1178201,106.12,0.0046467944,0.4189424,0.0046467944,1205.4964411258698,1050.9441637871264,1.0,,100,,13500,233.5440450000763,0.009460179
1188732,105.31,0.0044705677,0.4189424,0.0044705677,1216.1325738430023,1042.844131693519,1.0,,100,,13600,214.04462403297424,0.0060928273
1199517,107.85,0.01567129,0.4189424,0.01567129,1227.1202902793884,1068.2439670803956,1.0,,100,,13700,231.04397936820985,0.009939668
1210295,107.78,0.0056394385,0.4189424,0.0056394385,1237.7522830963135,1067.543234836341,1.0,,100,,13800,236.24381831169129,0.0031075864
1220982,106.87,0.0067924084,0.4189424,0.0067924084,1248.5378139019012,1058.4441407453185,1.0,,100,,13900,231.94298957824708,0.0092131505
1232275,112.93,0.0071200575,0.4189424,0.0071200575,1259.2233538627625,1119.0464931508777,1.0,,100,,14000,263.4406954097748,0.008008811
1242592,103.17,0.0056032073,0.4189424,0.0056032073,1269.547058582306,1021.4489650057454,1.0,,100,,14100,226.8456711101532,0.0070051197
1253371,107.79,0.009104128,0.4189424,0.009104128,1280.776032447815,1067.6488126215434,1.0,,100,,14200,236.44485567092894,0.009141675
1263963,105.92,0.004925631,0.4189424,0.004925631,1291.0036005973816,1048.9477642724216,1.0,,100,,14300,225.54617117881776,0.008539546
1275181,112.18,0.0059893164,0.4189424,0.0059893164,1300.9732747077942,1111.541159031505,1.0,,100,,14400,232.73978865623474,0.009944469
1285720,105.39,0.009713302,0.4189424,0.009713302,1311.0844888687134,1043.6441430732018,1.0,,100,,14500,223.64598764419554,0.009112915
1296181,104.61,0.008045675,0.4189424,0.008045675,1320.9793996810913,1035.8469700459473,1.0,,100,,14600,240.94738824844362,0.009723712
1306425,102.44,0.0049256287,0.4189424,0.0049256287,1330.2366738319397,1014.1414372162177,1.0,,100,,14700,192.34578219413757,0.006026419
1317542,111.17,0.0050370996,0.4189424,0.0050370996,1340.181429862976,1101.440419708372,1.0,,100,,14800,254.93889962196351,0.0019202492
1328885,113.43,0.0041818838,0.4189424,0.0041818838,1349.7052075862885,1124.0360562955125,1.0,,100,,14900,277.93904733657837,0.0068279896
1339993,111.08,0.0101128025,0.4189424,0.0101128025,1358.998346567154,1100.536723789897,1.0,,100,,15000,253.43949707984925,0.007828396
1351004,110.11,0.010404129,0.4189424,0.010404129,1369.297623872757,1090.836772747305,1.0,,100,,15100,239.84174263954162,0.010034693
1362087,110.83,0.009610675,0.4189424,0.009610675,1379.5540843009949,1098.03654400179,1.0,,100,,15200,251.3407599067688,0.00983912
1373135,110.48,0.014447122,0.4189424,0.014447122,1389.871256828308,1094.5384851851416,1.0,,100,,15300,233.24265670776367,0.009940321
1383848,107.13,0.0037925341,0.4189424,0.0037925341,1400.3825759887695,1061.0375273783457,1.0,,100,,15400,234.04249324798585,0.005872341
1394824,109.76,0.012583948,0.4189424,0.012583948,1410.4290635585785,1087.337019360177,1.0,,100,,15500,221.44338941574097,0.009911983
1405834,110.1,0.0074219927,0.4189424,0.0074219927,1421.0677630901337,1090.7400442757437,1.0,,100,,15600,238.64362053871156,0.009729716
1416418,105.84,0.0039659967,0.4189424,0.0039659967,1431.4989602565765,1048.1339122800478,1.0,,100,,15700,226.6438095188141,0.008380404
1427487,110.69,0.0114387525,0.4189424,0.0114387525,1442.293053150177,1096.6318749014556,1.0,,100,,15800,249.04014723777772,0.009901904
1438701,112.14,0.006573652,0.4189424,0.006573652,1453.3460900783539,1111.1307003845195,1.0,,100,,15900,270.63833837509156,0.0098826885
1448885,101.84,0.009907327,0.4189424,0.009907327,1464.1090624332428,1008.1381073831031,1.0,,100,,16000,198.74479040145874,0.009548987
1459531,106.46,0.006974966,0.4189424,0.006974966,1474.9269726276398,1054.3330163238118,1.0,,100,,16100,250.2397483730316,0.0075701624
1469957,104.26,0.0039057867,0.4189424,0.0039057867,1485.2297558784485,1032.3362329747706,1.0,,100,,16200,220.74426433563232,0.0036326358
1480978,110.21,0.0051321266,0.4189424,0.0051321266,1495.768394947052,1091.834966584822,1.0,,100,,16300,262.7405495262146,0.006434455
1492446,114.68,0.009890433,0.4189424,0.009890433,1506.6401951313019,1136.5305118296308,1.0,,100,,16400,263.63998310089113,0.009879988
1503456,110.1,0.0031298127,0.4189424,0.0031298127,1517.8473920822144,1090.7369967651355,1.0,,100,,16500,244.94177033424378,0.0041256743
1513959,105.03,0.0070294165,0.4189424,0.0070294165,1528.4603009223938,1040.0399354099663,1.0,,100,,16600,216.64546635627747,0.009674642
1525339,113.8,0.0017063684,0.4189424,0.0017063684,1539.534074306488,1127.735294661162,1.0,,100,,16700,258.2390886211395,0.0064424556
1536282,109.43,0.0062420117,0.4189424,0.0062420117,1550.0915412902832,1084.0412457731811,1.0,,100,,16800,233.34189623832702,0.009332363
1547814,115.32,0.01016807,0.4189424,0.01016807,1560.864361524582,1142.9340431561518,1.0,,100,,16900,275.53820607185366,0.009242788
1558857,110.43,0.003503197,0.4189424,0.003503197,1570.8650181293488,1094.0360187841516,1.0,,100,,17000,244.14155851364137,0.009406473
1569763,109.06,0.008332988,0.4189424,0.008332988,1581.262949705124,1080.3350136272313,1.0,,100,,17100,245.43960763931275,0.009538701
1580549,107.86,0.012164199,0.4189424,0.012164199,1591.8743748664856,1068.3383773060293,1.0,,100,,17200,249.1412137889862,0.009908341
1591588,110.39,0.007144824,0.4189424,0.007144824,1602.771496295929,1093.6383151678112,1.0,,100,,17300,243.8437956237793,0.010143075
1602239,106.51,0.0035092884,0.4189424,0.0035092884,1613.2585270404816,1054.8345388707855,1.0,,100,,17400,242.34091256141662,0.0055187624
1613298,110.59,0.0084300805,0.4189424,0.0084300805,1623.985890865326,1095.63140550564,1.0,,100,,17500,240.3412996006012,0.010002854
1624160,108.62,0.0046740505,0.4189424,0.0046740505,1634.6034224033356,1075.9326952747479,1.0,,100,,17600,235.8416044139862,0.0061579254
1635204,110.44,0.0066998093,0.4189424,0.0066998093,1645.6333994865417,1094.135503784947,1.0,,100,,17700,245.54089074134828,0.008050656
1647029,118.25,0.005522252,0.4189424,0.005522252,1657.1281237602234,1172.230388420477,1.0,,100,,17800,277.0354834842682,0.008927466
1658144,111.15,0.007697733,0.4189424,0.007697733,1667.6800870895386,1101.2347405489493,1.0,,100,,17900,242.33892946243287,0.008136387
1669619,114.75,0.0053107147,0.4189424,0.0053107147,1678.2463681697845,1137.2323556842296,1.0,,100,,18000,262.6375890064239,0.008307772
1681061,114.42,0.010183167,0.4189424,0.010183167,1688.8054695129395,1133.928004744098,1.0,,100,,18100,236.8388737678528,0.0099272
1691941,108.8,0.0071430174,0.4189424,0.0071430174,1699.4292607307434,1077.7279644527778,1.0,,100,,18200,237.63965485572814,0.009748393
1703246,113.05,0.0058746547,0.4189424,0.0058746547,1710.3571817874908,1120.2263681145453,1.0,,100,,18300,251.73901297569276,0.009636682
1713830,105.84,0.0051184595,0.4189424,0.0051184595,1720.7153599262238,1048.1303564414202,1.0,,100,,18400,192.35022201538087,0.0076549156
1724950,111.2,0.011165076,0.4189424,0.011165076,1731.8515810966492,1101.7236431782478,1.0,,100,,18500,277.7349576187134,0.009373198
1736279,113.29,0.0071305614,0.4189424,0.0071305614,1742.8426887989044,1122.6261845626718,1.0,,100,,18600,261.43707078933716,0.010149691
1747230,109.51,0.0019053925,0.4189424,0.0019053925,1753.5903890132904,1084.8251096926099,1.0,,100,,18700,248.33907997131348,0.0031044555
1757897,106.67,0.0117887845,0.4189424,0.0117887845,1764.4131541252136,1056.4305894533175,1.0,,100,,18800,234.7395180130005,0.008815399
1768833,109.36,0.0107906405,0.4189424,0.0107906405,1775.3569271564484,1083.3296708133637,1.0,,100,,18900,221.44146103858947,0.009925419
1779883,110.5,0.004978487,0.4189424,0.004978487,1785.9713299274445,1094.7218778540723,1.0,,100,,19000,248.1389085006714,0.00938003
1790868,109.85,0.0047977758,0.4189424,0.0047977758,1796.6036529541016,1088.2258697801835,1.0,,100,,19100,271.8385881519318,0.008251484
1802116,112.48,0.0031813732,0.4189424,0.0031813732,1807.4400944709778,1114.5279915256133,1.0,,100,,19200,257.4376845932007,0.009588377
1812836,107.2,0.0036742517,0.4189424,0.0036742517,1818.4007773399353,1061.7287156709654,1.0,,100,,19300,220.94130021095276,0.009780813
1823141,103.05,0.004840796,0.4189424,0.004840796,1829.0223746299744,1020.2260262357465,1.0,,100,,19400,211.0422492313385,0.008830627
1833671,105.3,0.009652381,0.4189424,0.009652381,1839.9910407066345,1042.7218649934166,1.0,,100,,19500,216.94310874938964,0.00963198
1844202,105.31,0.00262088,0.4189424,0.00262088,1850.6845264434814,1042.8304604395469,1.0,,100,,19600,214.14324934005737,0.008678542
1855186,109.84,0.0019857178,0.4189424,0.0019857178,1861.6610653400421,1088.1192119515838,1.0,,100,,19700,234.93778909683226,0.0050917696
1865385,101.99,0.0025404554,0.4189424,0.0025404554,1872.5497000217438,1009.6289602748693,1.0,,100,,19800,215.24263127326967,0.00460126
1875365,99.8,0.004498396,0.4189424,0.004498396,1883.3694121837616,987.7343818409577,1.0,,100,,19900,185.54712631225587,0.009598355
1885936,105.71,0.009549121,0.4189424,0.009549121,1894.2525918483734,1046.8270342356843,1.0,,100,,20000,208.643315076828,0.009928954
1895968,100.32,0.005142627,0.4189424,0.005142627,1904.8946554660797,992.9299977786578,1.0,,100,,20100,192.34639491081236,0.0090934215
1906198,102.3,0.008267121,0.4189424,0.008267121,1915.961418390274,1012.7328470492783,1.0,,100,,20200,204.3443749332428,0.009587866
