LearnableVariance,MinIWNorm,OptimizationReturnMin,EpThisIter,EpLenMean,MaxIW,InitialReturnMin,EmpiricalD2,MeanIWNorm,StdIW,InitialReturnMean,J_sample_variance,MinIW,ESSRenyi,MeanIW,MeanEntropy,TimestepsSoFar,InitialReturnStd,Weights,InitialReturnMax,Iteration,OptimizationReturnMean,ReturnMeanIW,ReturnStepMax,VarianceInit,EpRewMean,InitialBound,MaxIWNorm,StdIWNorm,ReturnStepMaxmin,TimeElapsed,EpisodesSoFar,OptimizationReturnMax,ESSClassic,Bound
,0.0008397108,,100,477.5,8.890349,9.979707,2.5295548,0.012230293,1.316736,4773.2617,44402656.0,0.08397108,39.532646,1.2230294,0.4189424,8796732,777.94086,[ 2.562e-03  3.004e-01 -2.600e+00 -1.626e+00],4999.6855,212,4763.2827,6018.879,10.0,-1.0,4773.261977141709,4160.9277,0.088903494,0.013167359,10.0,3447.10031747818,21200,4989.706,46.315434,5044.988
,0.00058397424,,100,479.17,16.104897,,2.2262266,0.011690937,1.8130292,4790.3423,74061870.0,0.058397427,44.91906,1.1690937,0.4189424,8844649,930.7731,[ 0.015  0.281 -2.601 -1.65 ],4999.6494,213,4790.3423,5428.388,10.0,-1.0,4790.341999358468,4178.012,0.16104896,0.018130293,10.0,3466.9504203796387,21300,4999.6494,29.36877,4514.7593
,7.5081574e-05,,100,475.96,58.46677,439.71857,19.7753,0.017957604,6.039055,4757.567,762933760.0,0.0075081578,5.0568137,1.7957604,0.4189424,8892245,739.92456,[ 0.005  0.283 -2.601 -1.701],4999.6274,214,4317.848,8812.649,10.0,-1.0,4757.566866800315,4145.2397,0.5846677,0.06039054,10.0,3485.781467437744,21400,4559.9087,8.123844,6089.667
,9.6938384e-05,,100,479.67,69.989044,,9.449998,0.018714555,7.0189652,4795.0684,1245866100.0,0.009693839,10.582013,1.8714557,0.4189424,8940212,797.9865,[-0.003  0.363 -2.618 -1.753],4999.608,215,4795.0684,9189.535,10.0,-1.0,4795.068252637563,4182.744,0.69989043,0.070189655,10.0,3506.2834470272064,21500,4999.608,6.6372266,7307.1978
,8.838006e-05,,100,489.12,72.0453,19.965475,29.154575,0.025642982,8.8671,4889.9863,1970557600.0,0.008838006,3.4299934,2.5642982,0.4189424,8989124,601.4398,[ 5.298e-04  3.906e-01 -2.622e+00 -1.868e+00],4999.6143,216,4870.0215,12746.921,10.0,-1.0,4889.986631458975,4277.661,0.720453,0.088671,10.0,3524.9918019771576,21600,4979.649,7.7177715,9440.672
,4.6433852e-05,,100,484.79,50.564075,,10.84365,0.01750109,5.305876,4846.769,712245000.0,0.0046433853,9.221987,1.7501088,0.4189424,9037603,783.6583,[ 0.012  0.33  -2.627 -1.898],4999.6675,217,4846.769,8628.096,10.0,-1.0,4846.76876749654,4234.4365,0.50564075,0.05305876,10.0,3540.0427145957947,21700,4999.6675,9.812146,6611.706
,0.0017084399,,100,497.55,3.0551744,3489.4543,1.2772319,0.010753946,0.5521286,4974.536,14876782.0,0.17084399,78.29432,1.0753946,0.4189424,9087358,176.65726,[ 0.024  0.29  -2.623 -1.936],4999.579,218,1485.0819,5322.4834,10.0,-1.0,4974.536010321244,4362.2153,0.030551743,0.005521286,10.0,3560.632658481598,21800,1510.1248,79.13901,4630.4707
,0.0018971113,,100,484.87,5.507314,1309.6912,1.599194,0.011973374,0.9886307,4847.368,8344231.5,0.18971114,62.531498,1.1973374,0.4189424,9135845,586.84625,[ 0.016  0.293 -2.632 -1.959],4999.6494,219,3537.6768,5431.07,10.0,-1.0,4847.367984251645,4235.038,0.055073142,0.009886307,10.0,3577.3490829467773,21900,3689.9583,59.461323,4656.7227
,0.0058304034,,100,466.56,1.3065953,9.985695,1.036591,0.009976369,0.17155232,4663.4146,1852379.6,0.58304036,96.47006,0.997637,0.4189424,9182501,933.47107,[ 0.004  0.307 -2.632 -1.968],4999.681,220,4653.428,4717.3774,10.0,-1.0,4663.414331401201,4051.081,0.013065953,0.0017155232,10.0,3595.3566505908966,22000,4989.6953,97.12794,4093.9417
,4.6370747e-07,,100,468.89,563.563,419.62814,461.1597,0.062462002,56.036743,4686.918,66529980000.0,4.6370747e-05,0.21684462,6.2462,0.4189424,9229390,913.2422,[ 0.008  0.303 -2.639 -1.966],4999.6562,221,4267.2896,31105.867,10.0,-1.0,4686.917736816709,4074.5872,5.6356297,0.5603674,10.0,3615.4386637210846,22100,4580.0283,1.2272226,17956.3
,0.0028307107,,100,491.04,2.1234298,509.6125,1.1620494,0.010409585,0.3468828,4909.541,3131499.2,0.28307107,86.05486,1.0409584,0.4189424,9278494,628.5563,[ 0.022  0.323 -2.643 -2.129],4999.669,222,4399.928,5138.6475,10.0,-1.0,4909.540830900728,4297.2085,0.021234298,0.0034688278,10.0,3636.814064502716,22200,4490.0566,90.005356,4478.5635
,1.378284e-05,,100,489.3,81.92273,19.962719,17.868134,0.01697076,8.14062,4891.969,1659989500.0,0.0013782841,5.596555,1.6970763,0.4189424,9327424,630.9694,[ 0.017  0.338 -2.644 -2.137],4999.6367,223,4872.0063,8434.522,10.0,-1.0,4891.9693692939345,4279.641,0.8192273,0.081406206,10.0,3656.7859451770782,22300,4979.674,4.164971,5846.1685
,0.0016355979,,100,500.0,2.765153,4998.64,1.2540637,0.010484176,0.5084754,4999.311,27741962.0,0.1635598,79.74076,1.0484176,0.4189424,9377424,0.199262,[ 0.037  0.395 -2.649 -2.158],4999.6274,224,0.67105466,5241.377,10.0,-1.0,4999.311165519967,4386.984,0.027651528,0.0050847544,10.0,3678.293482542038,22400,0.9873047,80.95734,4555.663
,0.0009395398,,100,495.29,4.483632,279.78943,1.5140818,0.010741758,0.7604414,4952.1035,13326114.0,0.09395398,66.04663,1.0741757,0.4189424,9426953,469.58524,[ 0.039  0.398 -2.664 -2.131],4999.6323,225,4672.314,5337.677,10.0,-1.0,4952.103082233964,4339.776,0.04483632,0.007604413,10.0,3698.0488924980164,22500,4719.843,66.61493,4584.2197
,0.0016649866,,100,500.0,2.3909774,4998.7188,1.2836119,0.010510639,0.45115882,4999.243,27883058.0,0.16649866,77.90517,1.0510639,0.4189424,9476953,0.21254165,[ 0.052  0.371 -2.68  -2.099],4999.6367,226,0.52419436,5254.4746,10.0,-1.0,4999.242901891383,4386.9146,0.023909774,0.0045115883,10.0,3719.9112417697906,22600,0.91796875,84.44185,4560.728
,0.0010734807,,100,490.4,3.7715814,9.9799185,1.505231,0.010716639,0.70759416,4903.053,13106339.0,0.10734807,66.43498,1.0716639,0.4189424,9525993,673.79913,[ 0.068  0.365 -2.681 -2.095],4999.678,227,4893.0737,5272.0166,10.0,-1.0,4903.05372339767,4290.721,0.037715815,0.0070759417,10.0,3738.1668009757996,22700,4989.698,69.639595,4520.7583
,0.00048492866,,100,482.86,26.527287,,8.314522,0.017299943,4.1502748,4827.5244,436426980.0,0.048492867,12.02715,1.7299942,0.4189424,9574279,857.54956,[ 0.054  0.382 -2.673 -2.089],4999.65,228,4827.5244,8527.469,10.0,-1.0,4827.524502185436,4215.195,0.26527286,0.041502744,10.0,3754.3596353530884,22800,4999.65,14.803296,6761.822
,5.120726e-06,,100,500.0,172.55759,4998.6274,141.30746,0.0390439,22.233065,4999.296,384744900.0,0.00051207264,0.7076767,3.9043903,0.4189424,9624279,0.17379628,[ 0.033  0.324 -2.68  -1.994],4999.6396,229,0.6683496,19519.201,10.0,-1.0,4999.295841681827,4386.9673,1.7255758,0.22233064,10.0,3774.3305978775024,22900,1.012207,2.9916906,12240.282
,0.00029364022,,100,485.52,58.53637,,5.981867,0.014801537,5.8587527,4854.228,867627650.0,0.029364021,16.71719,1.4801537,0.4189424,9672831,825.8827,[ 0.046  0.263 -2.663 -1.825],4999.6426,230,4854.228,7296.3086,10.0,-1.0,4854.2278571657835,4241.899,0.5853637,0.058587525,10.0,3793.8658866882324,23000,4999.6426,5.999739,5798.684
,0.0017325897,,100,479.04,12.718668,,2.0673187,0.01200705,1.6205144,4789.276,36510036.0,0.17325898,48.371838,1.200705,0.4189424,9720735,932.6344,[ 0.018  0.279 -2.683 -1.865],4999.631,231,4789.276,5448.3643,10.0,-1.0,4789.276025326944,4176.9487,0.12718667,0.016205143,10.0,3813.800540447235,23100,4999.631,35.441936,4567.9497
,0.00035242637,,100,483.62,10.960081,9.981595,2.7316034,0.012555794,1.6242847,4834.9487,60399936.0,0.03524264,36.608536,1.2555794,0.4189424,9769097,781.2484,[ 0.023  0.303 -2.486 -1.876],4999.6426,232,4824.9673,5982.6963,10.0,-1.0,4834.948776729624,4222.6196,0.10960081,0.016242847,10.0,3834.343371629715,23200,4989.661,37.403603,4970.666
,0.005094703,,100,494.92,2.183337,1089.6549,1.1230732,0.01033234,0.3499815,4948.209,3229294.2,0.5094703,89.04139,1.0332341,0.4189424,9818589,405.47134,[ 0.04   0.29  -2.457 -1.828],4999.5825,233,3858.5537,5090.8677,10.0,-1.0,4948.208572214593,4335.887,0.02183337,0.0034998148,10.0,3853.405739068985,23300,3909.9277,89.70749,4441.959
,0.00545513,,100,481.94,1.33283,29.952343,1.0285493,0.010174842,0.1587824,4818.2207,1462849.0,0.545513,97.22431,1.0174842,0.4189424,9866783,889.0154,[ 0.035  0.278 -2.459 -1.814],4999.6055,234,4788.2686,4911.468,10.0,-1.0,4818.220974657752,4205.8965,0.013328299,0.0015878238,10.0,3872.9769043922424,23400,4969.6533,97.62262,4290.4644
,0.0024364435,,100,497.24,2.6271365,2229.4023,1.2405201,0.010739628,0.49653044,4971.533,7733433.5,0.24364434,80.61135,1.0739628,0.4189424,9916507,275.59454,[ 0.04   0.279 -2.488 -1.815],4999.575,235,2742.1306,5316.064,10.0,-1.0,4971.532702438419,4359.212,0.026271364,0.0049653035,10.0,3892.709803581238,23500,2770.1729,82.38906,4634.07
,0.0015550168,,100,491.6,7.5596347,9.980787,1.9336056,0.011720213,1.0678544,4915.0605,28200000.0,0.1555017,51.716858,1.1720212,0.4189424,9965667,599.5502,[ 0.037  0.279 -2.514 -1.841],4999.646,236,4905.0796,5705.7915,10.0,-1.0,4915.060566797459,4302.7314,0.07559635,0.010678543,10.0,3913.079062461853,23600,4989.665,54.64053,4854.3228
,0.001234345,,100,476.15,4.506888,9.979803,1.5373349,0.010481329,0.78116834,4759.8833,15639384.0,0.12343451,65.04764,1.0481329,0.4189424,10013282,859.7583,[ 0.021  0.295 -2.52  -1.836],4999.6245,237,4749.904,5074.0083,10.0,-1.0,4759.883451066167,4147.5566,0.04506888,0.0078116837,10.0,3931.8134541511536,23700,4989.6445,64.28945,4314.789
,0.0005651991,,100,493.8,67.790436,,6.7384005,0.016833238,6.9258523,4937.0503,727759200.0,0.05651991,14.840317,1.6833239,0.4189424,10062662,510.8165,[ 0.029  0.31  -2.497 -1.825],4999.605,238,4937.0503,7541.3047,10.0,-1.0,4937.050255907776,4324.726,0.67790437,0.069258526,10.0,3951.2357754707336,23800,4999.605,5.577801,5951.8076
,5.4430322e-05,,100,451.78,15.029319,,4.8881383,0.014044868,2.2823565,4515.1045,133453130.0,0.0054430324,20.457685,1.4044869,0.4189424,10107840,1111.5441,[ 0.004  0.278 -2.502 -1.778],4999.6616,239,4515.1045,6705.886,10.0,-1.0,4515.104650356632,3902.774,0.15029319,0.022823563,10.0,3968.122703075409,23900,4999.6616,27.466673,5352.075
,0.0009467735,,100,474.42,17.075861,539.8679,3.3582206,0.013751357,2.738333,4742.527,120734580.0,0.09467735,29.777676,1.3751358,0.4189424,10155282,845.6866,[ 0.02   0.247 -2.512 -1.8  ],4999.6084,240,4202.659,6215.4556,10.0,-1.0,4742.526776759797,4130.202,0.1707586,0.027383326,10.0,3985.896853685379,24000,4459.74,20.139576,5093.3438
,0.00015554187,,100,474.2,32.345726,769.8569,8.388351,0.014494683,3.8308082,4740.194,266708300.0,0.015554187,11.921293,1.4494683,0.4189424,10202702,858.90955,[ 0.029  0.202 -2.514 -1.752],4999.606,241,3970.3374,7219.5425,10.0,-1.0,4740.194184200696,4127.8696,0.32345724,0.03830808,10.0,4004.1179642677307,24100,4229.749,12.523558,5446.0894
,0.00074102666,,100,479.52,7.7187896,9.9798765,2.2260249,0.011506269,1.3301984,4793.7466,42387868.0,0.07410267,44.923126,1.150627,0.4189424,10250654,844.1175,[ 0.039  0.229 -2.53  -1.705],4999.5835,242,4783.767,5498.5923,10.0,-1.0,4793.746403345067,4181.4253,0.077187896,0.0133019835,10.0,4023.055964946747,24200,4989.6035,42.799362,4585.0166
,0.00028196195,,100,480.56,5.8095074,,1.931271,0.01097146,0.82480663,4804.096,17745062.0,0.028196195,51.779373,1.097146,0.4189424,10298710,801.33594,[ 0.021  0.241 -2.537 -1.727],4999.6045,243,4804.096,5403.1465,10.0,-1.0,4804.09649823344,4191.772,0.05809507,0.008248066,10.0,4041.9530172348022,24300,4999.6045,63.89102,4552.1987
,0.00016088122,,100,479.47,9.212825,479.7531,4.251097,0.012943319,1.6747183,4793.254,58790012.0,0.016088123,23.523338,1.294332,0.4189424,10346657,829.82184,[ 0.036  0.238 -2.531 -1.737],4999.5405,244,4313.5005,6413.975,10.0,-1.0,4793.253647908829,4180.9375,0.09212825,0.016747182,10.0,4060.1207752227783,24400,4519.7876,37.395184,5151.49
,3.8749495e-05,,100,481.44,41.755363,9.980845,9.548384,0.017458387,4.861737,4813.127,584953860.0,0.0038749494,10.472977,1.7458388,0.4189424,10394801,850.8125,[ 0.037  0.287 -2.539 -1.792],4999.5977,245,4803.1465,8189.9907,10.0,-1.0,4813.127170904008,4200.8037,0.41755363,0.048617367,10.0,4080.1005640029907,24500,4989.6167,11.4222145,6297.884
,2.1549618e-05,,100,494.49,66.380356,2389.482,42.76183,0.024024952,8.767956,4943.7764,561882700.0,0.002154962,2.338534,2.402495,0.4189424,10444250,356.8567,[ 0.048  0.226 -2.559 -1.706],4999.6216,246,2554.2947,11978.948,10.0,-1.0,4943.776618631525,4331.4507,0.6638035,0.08767956,10.0,4101.020142793655,24600,2610.1396,6.983726,7974.793
,6.3293926e-05,,100,465.21,94.166534,,18.115015,0.019630946,9.520457,4650.253,2289217800.0,0.0063293925,5.5202823,1.9630946,0.4189424,10490771,1086.228,[ 0.023  0.257 -2.552 -1.825],4999.643,247,4650.253,9255.0,10.0,-1.0,4650.252718453629,4037.9243,0.94166535,0.09520458,10.0,4118.072758436203,24700,4999.643,4.07834,6648.8223
,0.00036171835,,100,453.08,3.8083427,429.80273,1.6523961,0.0112423,0.70256025,4528.673,12144262.0,0.036171835,60.518177,1.1242301,0.4189424,10536079,1339.0468,[ 0.033  0.204 -2.55  -1.838],4999.618,248,4098.87,5187.477,10.0,-1.0,4528.672800761915,3916.3467,0.038083427,0.007025602,10.0,4136.521198749542,24800,4569.8154,71.91492,4400.3594
,6.552358e-05,,100,483.09,55.800873,549.81433,22.985989,0.02641156,8.60372,4829.334,1483613400.0,0.006552358,4.3504763,2.641156,0.4189424,10584388,695.6878,[ 0.047  0.204 -2.551 -1.849],4999.5864,249,4279.519,12917.619,10.0,-1.0,4829.333441506115,4217.012,0.55800873,0.086037196,10.0,4156.346919536591,24900,4449.772,8.612013,9981.922
,0.0056233737,,100,474.14,1.8682803,439.77646,1.0742618,0.010184257,0.2694115,4739.4946,2590952.5,0.5623374,93.08718,1.0184257,0.4189424,10631802,927.4161,[ 0.052  0.176 -2.567 -1.917],4999.5347,250,4299.7183,4802.459,10.0,-1.0,4739.4946233891105,4127.1787,0.018682802,0.0026941148,10.0,4173.6494245529175,25000,4559.7583,93.459694,4167.815
,0.0027740668,,100,423.56,2.226493,,1.1519656,0.010026373,0.36611828,4232.3594,5545853.5,0.2774067,86.80814,1.0026373,0.4189424,10674158,1547.9415,[ 0.053  0.171 -2.57  -1.925],4999.5312,251,4232.3594,4374.2046,10.0,-1.0,4232.359427225301,3620.044,0.022264928,0.003661183,10.0,4191.001549243927,25100,4999.5312,88.23489,3717.0088
,0.0019886089,,100,470.64,5.080737,459.80994,1.603076,0.01131527,0.918975,4704.261,14110979.0,0.19886088,62.380074,1.1315271,0.4189424,10721222,943.47766,[ 0.058  0.177 -2.571 -1.922],4999.518,252,4244.4517,5133.8716,10.0,-1.0,4704.261449172536,4091.9478,0.05080737,0.009189749,10.0,4212.172937870026,25200,4539.708,60.25567,4358.6055
,0.000746831,,100,445.75,6.139346,,1.9696248,0.011477497,0.9675933,4454.6475,26106018.0,0.0746831,50.77109,1.1477499,0.4189424,10765797,1318.3966,[ 0.066  0.165 -2.573 -1.933],4999.545,253,4454.6475,5353.0537,10.0,-1.0,4454.64752954042,3842.3308,0.06139346,0.009675933,10.0,4229.327262639999,25300,4999.545,58.455334,4493.708
,0.0025047557,,100,457.55,2.5345993,,1.2320621,0.010398791,0.42324367,4573.4595,6336191.5,0.2504756,81.16474,1.0398791,0.4189424,10811552,1277.8788,[ 0.061  0.179 -2.577 -1.91 ],4999.5605,254,4573.4595,4833.0547,10.0,-1.0,4573.459560695891,3961.1409,0.025345992,0.004232437,10.0,4246.859797716141,25400,4999.5605,85.78838,4153.3916
,0.0027626709,,100,447.74,3.6455026,,1.3491286,0.010809282,0.5749871,4475.144,8756123.0,0.27626708,74.12192,1.0809282,0.4189424,10856326,1363.4282,[ 0.053  0.186 -2.581 -1.91 ],4999.599,255,4475.144,4906.919,10.0,-1.0,4475.143916208622,3862.8208,0.036455024,0.0057498706,10.0,4264.462709903717,25500,4999.599,77.94486,4195.6934
,1.8225033e-05,,100,473.01,664.09045,449.74512,525.08575,0.08282211,66.230934,4728.253,75833130000.0,0.0018225034,0.19044508,8.282208,0.4189424,10903627,933.4789,[ 0.062  0.196 -2.587 -1.918],4999.6035,256,4278.5073,35039.168,10.0,-1.0,4728.252853774958,4115.929,6.6409044,0.66230935,10.0,4281.342929363251,25600,4549.8584,1.5396845,21007.92
,0.00097194506,,100,377.61,10.556793,,2.4919186,0.010721493,1.450717,3770.808,56296304.0,0.09719451,40.129723,1.0721494,0.4189424,10941388,1644.1605,[ 0.081  0.15  -2.597 -1.952],4999.5015,257,3770.808,4506.438,10.0,-1.0,3770.807796224652,3158.4966,0.10556793,0.014507171,10.0,4296.7806215286255,25700,4999.5015,35.324978,3539.8547
,0.0013085362,,100,394.48,9.675118,,2.0263658,0.010677542,1.2507703,3939.9912,42890804.0,0.13085362,49.349434,1.0677543,0.4189424,10980836,1567.8127,[ 0.063  0.151 -2.597 -1.949],4999.529,258,3939.9912,4683.2837,10.0,-1.0,3939.991258300439,3327.6768,0.09675118,0.012507702,10.0,4313.710285425186,25800,4999.529,42.155228,3811.651
,8.90379e-05,,100,440.66,82.00907,19.966116,9.138378,0.018683197,8.2339735,4404.168,1692564200.0,0.00890379,10.942861,1.8683199,0.4189424,11024902,1431.9446,[ 0.062  0.163 -2.616 -1.913],4999.613,259,4384.201,8494.275,10.0,-1.0,4404.167514437298,3791.842,0.8200907,0.082339734,10.0,4330.315823554993,25900,4979.6465,4.8964386,6643.2324
,0.0027748414,,100,417.68,2.9267173,,1.274067,0.010381047,0.45471266,4173.3857,8044707.5,0.27748415,78.48881,1.0381047,0.4189424,11066670,1602.5729,[ 0.041  0.168 -2.629 -1.981],4999.619,260,4173.3857,4525.6704,10.0,-1.0,4173.38579673393,3561.06,0.029267171,0.0045471266,10.0,4344.069612979889,26000,4999.619,83.90226,3834.5103
,0.0017612558,,100,456.83,3.7974257,,1.4108082,0.010155927,0.6544222,4565.813,12242585.0,0.17612559,70.881355,1.0155928,0.4189424,11112353,1164.9418,[ 0.049  0.171 -2.633 -1.967],4999.6274,261,4565.813,4777.3438,10.0,-1.0,4565.812836824357,3953.486,0.037974257,0.0065442217,10.0,4361.414337873459,26100,4999.6274,70.66046,4050.0376
,0.0008421482,,100,471.08,9.976634,479.84064,2.4096508,0.0120788505,1.3662187,4709.192,40225332.0,0.08421482,41.49979,1.207885,0.4189424,11159461,1061.7102,[ 0.054  0.183 -2.634 -1.958],4999.61,262,4229.351,5704.345,10.0,-1.0,4709.191867063031,4096.867,0.09976634,0.013662185,10.0,4381.1570773124695,26200,4519.769,43.872166,4753.8306
,0.0008764818,,100,446.44,3.6884096,9.9791975,1.6429129,0.011641203,0.6671322,4461.9395,13536273.0,0.08764818,60.8675,1.1641204,0.4189424,11204105,1323.6757,[ 0.053  0.171 -2.643 -2.   ],4999.5923,263,4451.96,5413.0366,10.0,-1.0,4461.939309567566,3849.617,0.036884096,0.0066713216,10.0,4399.304947376251,26300,4989.6133,75.27747,4628.185
,0.0014481007,,100,409.65,5.425865,419.73804,1.63817,0.012040056,0.9018863,4093.4338,17782762.0,0.14481007,61.043724,1.2040055,0.4189424,11245070,1712.5072,[ 0.044  0.19  -2.646 -2.019],4999.6104,264,3673.6963,4557.021,10.0,-1.0,4093.433937411886,3481.1094,0.054258652,0.009018862,10.0,4415.458738565445,26400,4579.872,64.05706,3773.3003
,0.0010399331,,100,416.67,3.5228739,,1.5497981,0.010379913,0.6768472,4163.791,14363635.0,0.10399331,64.524536,1.0379913,0.4189424,11286737,1631.6516,[ 0.031  0.18  -2.649 -2.015],4999.6445,265,4163.791,4706.9697,10.0,-1.0,4163.791417827149,3551.4622,0.035228737,0.0067684716,10.0,4433.789113283157,26500,4999.6445,70.165565,3944.676
,7.361722e-05,,100,454.68,25.092907,9.97944,9.33816,0.015699152,3.558378,4544.9023,317700700.0,0.007361722,10.708748,1.5699152,0.4189424,11332205,1318.4501,[ 0.04   0.196 -2.651 -2.017],4999.6436,266,4534.9233,7258.741,10.0,-1.0,4544.902395770254,3932.5735,0.25092906,0.03558378,10.0,4452.948258638382,26600,4989.664,16.29328,5387.5625
,1.97626e-05,,100,465.04,31.109133,9.979892,8.313488,0.016192812,4.1978803,4648.5283,446266370.0,0.00197626,12.0286455,1.6192813,0.4189424,11378709,1182.0348,[ 0.067  0.196 -2.656 -2.049],4999.566,267,4638.549,7714.6826,10.0,-1.0,4648.528760853837,4036.21,0.31109133,0.041978806,10.0,4475.097951412201,26700,4989.586,12.952166,5949.1753
,0.00066108344,,100,454.68,16.069782,79.87665,3.8560097,0.012325305,2.0679827,4544.891,103884470.0,0.066108346,25.933544,1.2325306,0.4189424,11424177,1304.9231,[ 0.04   0.193 -2.658 -2.082],4999.646,268,4465.015,5777.303,10.0,-1.0,4544.891429568723,3932.562,0.16069782,0.020679826,10.0,4494.071191549301,26800,4919.7695,26.211432,4574.8896
,0.0029569706,,100,475.52,1.5629619,,1.0731851,0.010093042,0.23051943,4753.853,2414615.5,0.29569706,93.18057,1.0093042,0.4189424,11471729,1009.3576,[ 0.049  0.221 -2.654 -2.069],4999.531,269,4753.853,4845.0317,10.0,-1.0,4753.853344872894,4141.5386,0.01562962,0.0023051943,10.0,4515.0612897872925,26900,4999.531,95.04221,4210.706
,3.0760607e-09,,100,484.02,2356.6582,469.7037,3452.5525,0.25372618,234.62689,4838.8257,1139428800000.0,3.076061e-07,0.028964078,25.372618,0.4189424,11520131,779.92896,[ 0.047  0.231 -2.66  -2.077],4999.5693,270,4369.1216,125145.44,10.0,-1.0,4838.8256128960875,4226.506,23.566582,2.346269,10.0,4535.569862127304,27000,4529.8657,1.1559142,89166.5
,2.322698e-05,,100,439.38,66.24919,,22.387693,0.019790167,7.1304793,4390.609,1287924400.0,0.002322698,4.4667397,1.9790165,0.4189424,11564069,1379.9553,[ 0.093  0.194 -2.659 -2.047],4999.565,271,4390.609,9550.598,10.0,-1.0,4390.609015166467,3778.2893,0.6624919,0.0713048,10.0,4555.095809459686,27100,4999.565,7.1520977,6653.3706
,1.1453738e-07,,100,482.7,1661.6311,499.62976,2706.9863,0.17742199,165.26007,4825.465,558688900000.0,1.1453738e-05,0.03694145,17.742197,0.4189424,11612339,786.4429,[ 0.082  0.228 -2.646 -2.029],4999.6323,272,4325.8354,88669.336,10.0,-1.0,4825.46514315948,4213.1377,16.61631,1.6526005,10.0,4574.796199321747,27200,4500.0024,1.1394674,56810.73
,0.0013833886,,100,495.5,6.324283,489.71075,1.9261963,0.011167938,1.0727732,4954.219,24148596.0,0.13833886,51.915787,1.1167939,0.4189424,11661889,448.70004,[ 0.033  0.257 -2.646 -2.013],4999.655,273,4464.5083,5511.8965,10.0,-1.0,4954.219506289967,4341.889,0.06324283,0.0107277315,10.0,4595.008363485336,27300,4509.944,52.00966,4662.059
,0.0013277368,,100,480.52,4.4930778,,1.7477729,0.010877106,0.81172395,4804.1035,17731674.0,0.13277368,57.21567,1.0877106,0.4189424,11709941,956.9193,[ 0.041  0.237 -2.651 -2.03 ],4999.621,274,4804.1035,5244.7915,10.0,-1.0,4804.103827012709,4191.7773,0.044930775,0.008117239,10.0,4614.603707790375,27400,4999.621,64.22952,4435.276
,0.0010908985,,100,490.02,7.5599103,,1.8740077,0.010972256,1.047155,4899.2715,28270318.0,0.10908986,53.361572,1.0972255,0.4189424,11758943,699.896,[ 0.045  0.264 -2.663 -2.039],4999.619,275,4899.2715,5383.419,10.0,-1.0,4899.271188661244,4286.9453,0.075599104,0.010471551,10.0,4633.374222040176,27500,4999.619,52.33369,4545.179
,0.00042889878,,100,491.66,7.0786324,499.66293,2.8452096,0.012940519,1.3882673,4915.592,35013572.0,0.04288988,35.146797,1.2940518,0.4189424,11808109,586.8854,[ 0.057  0.271 -2.647 -2.082],4999.624,276,4415.928,6200.044,10.0,-1.0,4915.59104767969,4303.2646,0.07078632,0.0138826715,10.0,4654.84462428093,27600,4499.961,46.49187,5167.187
,0.0007453474,,100,493.33,15.696638,499.7949,2.2993863,0.0118520735,1.6890236,4932.32,57050660.0,0.074534744,43.489864,1.1852075,0.4189424,11857442,495.91263,[ 0.05   0.26  -2.663 -2.127],4999.589,277,4432.525,5694.3125,10.0,-1.0,4932.319721245227,4319.9976,0.15696637,0.016890235,10.0,4674.902538299561,27700,4499.794,32.993797,4765.804
,0.00015231261,,100,467.0,16.119486,,3.4652941,0.0137860635,2.4627612,4668.341,155520980.0,0.015231261,28.85758,1.3786064,0.4189424,11904142,1147.235,[ 0.036  0.24  -2.659 -2.13 ],4999.633,278,4668.341,6572.9375,10.0,-1.0,4668.3410806719385,4056.0132,0.16119486,0.024627611,10.0,4693.376200437546,27800,4999.633,23.859098,5433.0713
,0.002378567,,100,461.8,5.8065863,9.979944,1.2903869,0.010957633,0.7316663,4616.4727,8770159.0,0.2378567,77.49614,1.0957634,0.4189424,11950322,1237.9337,[ 0.033  0.249 -2.67  -2.207],4999.625,279,4606.4927,4891.6343,10.0,-1.0,4616.4728375923105,4004.1455,0.05806586,0.0073166634,10.0,4712.579282999039,27900,4989.645,69.163284,4196.0605
,0.001365731,,100,464.3,7.9051685,449.7753,2.204509,0.0134954015,1.5907068,4640.9917,32225336.0,0.1365731,45.361576,1.3495401,0.4189424,11996752,1051.6212,[ 0.023  0.249 -2.682 -2.192],4999.682,280,4191.217,5595.3325,10.0,-1.0,4640.991705662926,4028.6582,0.07905168,0.01590707,10.0,4731.595748901367,28000,4549.9067,41.852547,4686.165
,0.0028712647,,100,437.15,2.4076843,,1.3409071,0.010334752,0.53074074,4368.6523,9131773.0,0.28712648,74.576385,1.0334752,0.4189424,12040467,1352.5701,[ 0.01   0.248 -2.688 -2.221],4999.7017,281,4368.6523,4739.2817,10.0,-1.0,4368.652883450194,3756.3164,0.024076844,0.0053074076,10.0,4751.72566652298,28100,4999.7017,79.13063,4030.212
,5.2601117e-05,,100,464.04,9.574833,429.77267,3.6678855,0.012132402,1.7736384,4638.3984,67591130.0,0.0052601118,27.263664,1.2132401,0.4189424,12086871,1032.6682,[ 0.014  0.269 -2.695 -2.232],4999.6963,282,4208.6255,5849.3906,10.0,-1.0,4638.398180838725,4026.0627,0.09574833,0.017736383,10.0,4772.148235321045,28200,4569.924,31.875986,4676.663
