EpisodesSoFar,Inner Iteration,ReturnStepMaxmin,Penalization,MeanD2-0,LearnableVariance,ESSRenyiHarmonic,StdIW,ReturnStepMax,MinBehavPdf,MeanIW,InitialReturnMax,MaxIW,TimestepsSoFar,MinTargetPdf,InitialBound,EpThisIter,MeanEntropy,StdWReturnMean,EmpiricalD2Harmonic,WReturnMean,Bound,EpLenMean,EmpiricalD2Arithmetic,InitialReturnStd,MinIW,Iteration,TimeElapsed,InitialReturnMean,DivergenceHarmonic,Weights,ESSRenyiArithmetic,EpRewMean,ReturnMeanIW,InitialReturnMin,VarianceInitializer
29200,1,10.0,True,1.0,,100.0,8353.625,10.0,-239.97726,1584.1985,4999.548,64057.434,10892434,-239.97726,-25685138.0,100,0.4189424,,1.0,24241998.0,-1593037700000.0,485.34,1.0,835.51587,0.03148091,292,5693.930639505386,4852.207,1158762900000.0,[ 0.063  0.989 -2.943 -3.302],100.0,4852.206764793199,39584813000.0,,-1
29300,1,10.0,True,1.0,,100.0,23.808002,10.0,-250.3426,9.908123,4999.54,204.59131,10940573,-250.3426,-25445872.0,100,0.4189424,,1.0,24002738.0,-3377023200000.0,481.39,1.0,917.0767,0.08354831,293,5724.329408407211,4812.661,5475275000000.0,[ 0.008  0.961 -2.96  -3.409],100.0,4812.661217493817,245997420.0,,-1
29400,1,10.0,True,1.0,,100.0,1091597.4,10.0,-246.29887,155154.64,4999.5723,10432442.0,10987970,-246.29887,-24651404.0,100,0.4189424,,1.0,23208252.0,-1.779953e+18,473.97,1.0,875.6067,0.31820798,294,5752.996492862701,4737.253,1.521268e+24,[-0.053  0.97  -2.967 -3.415],100.0,4737.252949944407,2617461400000.0,,-1
29500,1,10.0,True,1.0,,100.0,3416.128,10.0,-247.5296,468.58514,4999.533,33000.117,11036972,-247.5296,-25933910.0,100,0.4189424,,1.0,24490782.0,-1.9328254e+18,490.02,1.0,699.86835,0.009914072,295,5781.800767421722,4899.078,1.793861e+24,[-0.009  0.907 -2.972 -3.514],100.0,4899.078156738046,11708738000.0,,-1
29600,1,10.0,True,1.0,,100.0,1019893.2,10.0,-252.13004,205934.34,4999.5312,9621674.0,11079949,-252.13004,-20595602.0,100,0.4189424,,1.0,19152476.0,-7.93047e+22,429.77,1.0,855.8924,0.08427814,296,5807.68347454071,4291.844,3.019965e+33,[-0.068  0.888 -2.975 -3.508],100.0,4291.844078149731,2683238600000.0,1859.3899,-1
29700,1,10.0,True,1.0,,100.0,823.81476,10.0,-257.51328,178.53194,4999.5557,6778.4434,11128592,-257.51328,-25703432.0,100,0.4189424,,1.0,24260292.0,-1.2526616e+21,486.43,1.0,781.6139,0.19021372,297,5837.544516086578,4863.062,7.534652e+29,[-0.007  0.901 -2.973 -3.51 ],100.0,4863.062131509446,4446616600.0,,-1
29800,1,10.0,True,1.0,,100.0,9998511.0,10.0,-265.07312,1176562.6,4999.579,100296860.0,11175173,-265.07312,-23997582.0,100,0.4189424,,1.0,22554430.0,-5.5665378e+23,465.81,1.0,941.7796,0.06387716,298,5863.2445204257965,4654.8345,1.4878452e+35,[-0.061  0.928 -2.986 -3.498],100.0,4654.834121807961,19151510000000.0,,-1
29900,1,10.0,True,1.0,,100.0,64.072815,10.0,-241.52907,18.831415,4999.5093,618.2042,11223743,-241.52907,-25688622.0,100,0.4189424,,1.0,24245508.0,-1906747900000.0,485.7,1.0,816.38824,0.0886035,299,5888.365894317627,4855.823,1744957500000.0,[-6.610e-04  9.355e-01 -2.986e+00 -3.511e+00],100.0,4855.823071889145,468583900.0,,-1
30000,1,10.0,True,1.0,,100.0,165951500.0,10.0,-244.33905,18705762.0,4999.5,1667953500.0,11271303,-244.33905,-24478950.0,100,0.4189424,,1.0,23035844.0,-5.5007186e+23,475.6,1.0,668.55914,0.037800945,300,5913.284356594086,4752.775,1.4529605e+35,[-0.047  0.905 -2.994 -3.538],100.0,4752.77526029993,448879380000000.0,,-1
30100,1,10.0,True,1.0,,100.0,74.81038,10.0,-253.59943,18.955399,4999.547,712.7658,11318976,-253.59943,-25196442.0,100,0.4189424,,1.0,23753306.0,-1.6239019e+16,476.73,1.0,1019.8416,0.024334727,301,5944.720798492432,4765.84,1.2662465e+20,[ 0.015  0.909 -2.996 -3.531],100.0,4765.839703772226,471099100.0,,-1
30200,1,10.0,True,1.0,,100.0,411.22067,10.0,-256.8331,83.400505,4999.5083,2908.0854,11367634,-256.8331,-25460588.0,100,0.4189424,,1.0,24017476.0,-77345380000.0,486.58,1.0,597.99347,0.060229033,302,5978.231250762939,4864.142,2784233000.0,[-0.039  0.94  -2.998 -3.533],100.0,4864.142343413399,1199449700.0,,-1
30300,1,10.0,True,1.0,,100.0,41.822094,10.0,-245.39299,17.519302,4999.5527,235.21025,11417634,-245.39299,-26433144.0,100,0.4189424,,1.0,24990002.0,-30552873000.0,500.0,1.0,0.32078567,0.0062680114,303,6010.490010499954,4999.0,435476350.0,[-0.009  0.946 -2.998 -3.531],100.0,4999.000103659526,437794140.0,4997.86,-1
30400,1,10.0,True,1.0,,100.0,187.91394,10.0,-239.0866,33.655838,4999.5166,1477.1681,11465639,-239.0866,-25433220.0,100,0.4189424,,1.0,23990102.0,-20338762000.0,480.05,1.0,979.10535,0.13654667,304,6042.51554775238,4799.11,182565540.0,[ 0.024  0.909 -2.996 -3.569],100.0,4799.109800915339,840099400.0,,-1
30500,1,10.0,True,1.0,,100.0,1328468.6,10.0,-255.49564,182276.81,4999.4917,12425180.0,11511541,-255.49564,-24068672.0,100,0.4189424,,1.0,22625572.0,-3.0883443e+19,459.02,1.0,1255.6587,0.60234344,305,6072.493499994278,4587.9077,4.580039e+26,[ 0.072  0.921 -3.004 -3.606],100.0,4587.907323965768,4532148000000.0,329.67297,-1
30600,1,10.0,True,1.0,,100.0,149759.31,10.0,-250.71269,24796.455,4999.5605,1317662.1,11560668,-250.71269,-25798366.0,100,0.4189424,,1.0,24355224.0,-1.2392528e+22,491.27,1.0,487.1289,0.018849809,306,6099.239075660706,4911.0005,7.374181e+31,[-0.025  0.848 -3.035 -3.618],100.0,4911.000880069605,619561800000.0,719.53015,-1
30700,1,10.0,True,1.0,,100.0,240056.45,10.0,-247.52156,52597.48,4999.5874,2164021.0,11602272,-247.52156,-19513192.0,100,0.4189424,,1.0,18070036.0,-3.879055e+20,416.04,1.0,904.1304,0.035817623,307,6124.06759595871,4153.6235,7.224977e+28,[-0.082  0.869 -3.049 -3.615],100.0,4153.623392692336,505226600000.0,1899.535,-1
30800,1,10.0,True,1.0,,100.0,64394.973,10.0,-244.80624,8623.9,4999.5713,609915.4,11651888,-244.80624,-26106582.0,100,0.4189424,,1.0,24663434.0,-4.915382e+18,496.16,1.0,245.55861,0.05235664,308,6151.236210107803,4960.155,1.1601248e+25,[-0.021  0.861 -3.051 -3.605],100.0,4960.154500565465,215321120000.0,2749.6672,-1
30900,1,10.0,True,1.0,,100.0,1082582.1,10.0,-244.68176,181059.86,4999.5513,10504002.0,11695257,-244.68176,-21180468.0,100,0.4189424,,1.0,19737336.0,-5.4820884e+23,433.69,1.0,988.4431,0.009374718,309,6174.299926519394,4331.3184,1.4430762e+35,[-0.07   0.877 -3.057 -3.639],100.0,4331.31828903606,2833363800000.0,,-1
31000,1,10.0,True,1.0,,100.0,16406.018,10.0,-250.83328,2685.4773,4999.403,143670.05,11744248,-250.83328,-25918834.0,100,0.4189424,,1.0,24475784.0,-5901648500000000.0,489.91,1.0,698.3937,0.118796825,310,6201.660137891769,4897.7583,1.6725757e+19,[-0.008  0.884 -3.057 -3.641],100.0,4897.757886815777,66036550000.0,9.980018,-1
31100,1,10.0,True,1.0,,100.0,26.166695,10.0,-255.1474,12.463474,4999.455,154.45718,11793434,-255.1474,-25965250.0,100,0.4189424,,1.0,24522170.0,-24183384000.0,491.86,1.0,585.73285,0.017843373,311,6228.953913450241,4917.224,273691070.0,[ 0.047  0.911 -3.057 -3.632],100.0,4917.223735657647,309942750.0,,-1
31200,1,10.0,True,1.0,,100.0,124421.75,10.0,-254.85144,18193.63,4999.4897,1220871.8,11843073,-254.85144,-26201414.0,100,0.4189424,,1.0,24758312.0,-1.0721355e+21,496.39,1.0,360.1488,0.092138685,312,6256.665107488632,4962.7217,5.5197305e+29,[-0.006  0.88  -3.059 -3.642],100.0,4962.721585580569,454627000000.0,1379.2878,-1
31300,1,10.0,True,1.0,,100.0,45022530.0,10.0,-242.27293,4902918.5,4999.4717,452472200.0,11892214,-242.27293,-25835708.0,100,0.4189424,,1.0,24392620.0,-1.6047156e+22,491.41,1.0,509.56235,0.005733274,313,6288.357493400574,4912.5317,1.2365765e+32,[ 0.054  0.865 -3.06  -3.638],100.0,4912.5317936178835,122488785000000.0,1119.1744,-1
31400,1,10.0,True,1.0,,100.0,26.89134,10.0,-251.27904,14.032633,4999.372,146.69753,11937289,-251.27904,-23348620.0,100,0.4189424,,1.0,21905596.0,-313073140000.0,450.75,1.0,1271.1952,0.14275944,314,6317.59287238121,4504.4043,46979470000.0,[ 0.071  0.786 -3.061 -3.733],100.0,4504.4044187971485,303651460.0,,-1
31500,1,10.0,True,1.0,,100.0,323.37384,10.0,-247.51358,93.0887,4999.4946,2493.5735,11985795,-247.51358,-25531564.0,100,0.4189424,,1.0,24088464.0,-3404090800000.0,485.06,1.0,759.7759,0.049249098,315,6349.78381228447,4848.8354,5556859000000.0,[ 0.01   0.791 -3.073 -3.729],100.0,4848.835391995542,2310240800.0,,-1
31600,1,10.0,True,1.0,,100.0,363.5102,10.0,-234.92133,86.75886,4999.4355,2903.1199,12034676,-234.92133,-25795876.0,100,0.4189424,,1.0,24352808.0,-3.4520468e+18,488.81,1.0,688.4039,0.10492745,316,6376.769629478455,4886.6055,5.722565e+24,[ 0.012  0.845 -3.066 -3.699],100.0,4886.604967205687,1768702700.0,,-1
31700,1,10.0,True,1.0,,100.0,414762.66,10.0,-240.46649,119829.48,4999.4595,2516790.0,12079576,-240.46649,-22492284.0,100,0.4189424,,1.0,21049204.0,-1.4264465e+21,449.0,1.0,965.9633,0.018324586,317,6402.789781093597,4485.0996,9.771022e+29,[-0.049  0.835 -3.066 -3.711],100.0,4485.099536396117,2442045700000.0,,-1
31800,1,10.0,True,1.0,,100.0,24308.139,10.0,-240.14041,2765.4468,4999.5073,243757.86,12127828,-240.14041,-25477534.0,100,0.4189424,,1.0,24034428.0,-5.2561942e+19,482.52,1.0,876.05225,0.09337569,318,6432.552435398102,4823.584,1.3266464e+27,[ 0.008  0.812 -3.075 -3.709],100.0,4823.583918600787,69074890000.0,,-1
31900,1,10.0,True,1.0,,100.0,94.938156,10.0,-243.7394,33.845695,4999.499,821.7916,12172160,-243.7394,-21887210.0,100,0.4189424,,1.0,20444110.0,-132472460000.0,443.32,1.0,914.0204,0.057824552,319,6461.6292424201965,4428.169,8372397000.0,[-0.041  0.776 -3.072 -3.724],100.0,4428.16846316381,428898780.0,369.76263,-1
32000,1,10.0,True,1.0,,100.0,1547.5513,10.0,-246.52979,420.13028,4999.4326,12225.948,12220381,-246.52979,-25341708.0,100,0.4189424,,1.0,23898646.0,-129168625000000.0,482.21,1.0,814.86884,0.029005112,320,6493.562103033066,4820.232,8010966000000000.0,[-0.01   0.774 -3.072 -3.728],100.0,4820.2318853330235,10057361000.0,,-1
32100,1,10.0,True,1.0,,100.0,222.63089,10.0,-248.66179,61.531147,4999.368,1756.3767,12268347,-248.66179,-25276986.0,100,0.4189424,,1.0,23833962.0,-303220500000000.0,479.66,1.0,919.52924,0.05308547,321,6520.673382282257,4794.6245,4.415435e+16,[ 0.031  0.73  -3.056 -3.727],100.0,4794.624866089234,1529080200.0,,-1
32200,1,10.0,True,1.0,,100.0,122.04659,10.0,-250.08,41.150936,4999.4937,722.6658,12313174,-250.08,-22770538.0,100,0.4189424,,1.0,21327440.0,-54603450000.0,448.27,1.0,1125.9025,0.056373116,322,6547.720618724823,4478.8154,1389603200.0,[-0.026  0.707 -3.069 -3.721],100.0,4478.815179699679,809079800.0,9.98086,-1
32300,1,10.0,True,1.0,,100.0,7974625.0,10.0,-245.6686,802833.1,4999.5034,80149310.0,12361707,-245.6686,-25610592.0,100,0.4189424,,1.0,24167490.0,-1.2738497e+24,485.33,1.0,793.46674,0.02528713,323,6578.931973934174,4851.5874,7.792022e+35,[ 0.005  0.712 -3.069 -3.721],100.0,4851.587531332138,20059087000000.0,,-1
32400,1,10.0,True,1.0,,100.0,57.055016,10.0,-250.3859,21.2826,4999.462,473.7767,12405639,-250.3859,-21826092.0,100,0.4189424,,1.0,20383014.0,-13743040000.0,439.32,1.0,1060.9083,0.052407794,324,6605.906844854355,4388.335,86816510.0,[-0.05   0.735 -3.07  -3.701],100.0,4388.335466555907,297227200.0,,-1
32500,1,10.0,True,1.0,,100.0,102564.12,10.0,-246.07573,11293.937,4999.4795,1031124.9,12453501,-246.07573,-24883644.0,100,0.4189424,,1.0,23440554.0,-1.3414625e+16,478.62,1.0,745.9907,0.020748638,325,6632.850490570068,4783.728,8.641014e+19,[-0.019  0.738 -3.069 -3.695],100.0,4783.72796917543,222021760000.0,,-1
32600,1,10.0,True,1.0,,100.0,1825.0648,10.0,-239.67894,394.76785,4999.38,13918.652,12502173,-239.67894,-25547448.0,100,0.4189424,,1.0,24104414.0,-333930270000.0,486.72,1.0,658.10266,0.02666781,326,6658.237569570541,4865.318,50545545000.0,[ 0.024  0.694 -3.067 -3.702],100.0,4865.317459755616,9506154000.0,349.69644,-1
32700,1,10.0,True,1.0,,100.0,760.8959,10.0,-245.2311,188.5933,4999.4365,5640.6597,12550950,-245.2311,-25720560.0,100,0.4189424,,1.0,24277494.0,-173015090000.0,487.77,1.0,708.8678,0.015212027,327,6684.587112426758,4875.962,13604105000.0,[ 0.038  0.749 -3.067 -3.677],100.0,4875.961539354266,4702540300.0,369.70612,-1
32800,1,10.0,True,1.0,,100.0,329.72836,10.0,-236.42923,78.09599,4999.43,2861.8645,12598705,-236.42923,-25104452.0,100,0.4189424,,1.0,23661392.0,-732742350000.0,477.55,1.0,934.8135,0.06306076,328,6713.101562976837,4773.6274,256473530000.0,[ 0.01   0.702 -3.074 -3.706],100.0,4773.627497389993,1937088800.0,,-1
32900,1,10.0,True,1.0,,100.0,23069.129,10.0,-248.3723,2532.964,4999.3867,231978.64,12647608,-248.3723,-25719878.0,100,0.4189424,,1.0,24276844.0,-3.188609e+20,489.03,1.0,616.0432,0.09143281,329,6747.343738794327,4888.49,4.882664e+28,[ 0.017  0.644 -3.076 -3.731],100.0,4888.490158234397,63050120000.0,389.66885,-1
33000,1,10.0,True,1.0,,100.0,82.51691,10.0,-240.15968,28.076326,4999.429,600.72205,12687549,-240.15968,-19037758.0,100,0.4189424,,1.0,17594698.0,-18354182000.0,399.41,1.0,1300.5139,0.12725995,330,6770.854001522064,3987.9026,154742000.0,[-0.045  0.656 -3.078 -3.726],100.0,3987.902133105137,403360220.0,9.980105,-1
33100,1,10.0,True,1.0,,100.0,420.0948,10.0,-238.93196,54.841053,4999.4404,4217.317,12732393,-238.93196,-22904484.0,100,0.4189424,,1.0,21461420.0,-39438262000.0,448.44,1.0,1175.0566,0.13517843,331,6798.8987464904785,4481.1455,717085600.0,[-0.013  0.654 -3.078 -3.726],100.0,4481.145244971957,795547600.0,,-1
33200,1,10.0,True,1.0,,100.0,3162.3801,10.0,-249.30405,501.16632,4999.341,30824.33,12779786,-249.30405,-24832268.0,100,0.4189424,,1.0,23389260.0,-732398750000.0,473.93,1.0,974.2068,0.19162954,332,6825.873038291931,4737.107,248898540000.0,[ 0.017  0.66  -3.077 -3.72 ],100.0,4737.106745417681,12492354000.0,,-1
33300,1,10.0,True,1.0,,100.0,20088.396,10.0,-243.42273,5714.9355,4999.34,134402.42,12825705,-243.42273,-23439142.0,100,0.4189424,,1.0,21996136.0,-2.1320116e+17,459.19,1.0,969.81415,0.044318035,333,6853.017027854919,4588.6377,2.1829776e+22,[ 1.853e-03  6.063e-01 -3.079e+00 -3.747e+00],100.0,4588.637901032637,118357550000.0,1329.1014,-1
33400,1,10.0,True,1.0,,100.0,2329.6763,10.0,-243.54114,626.8216,4999.3228,19829.54,12868570,-243.54114,-21935600.0,100,0.4189424,,1.0,20492600.0,-4.5516763e+18,428.65,1.0,1467.6858,0.1609846,334,6879.957384347916,4282.3477,9.949913e+24,[ 0.048  0.567 -3.085 -3.761],100.0,4282.347110475971,14781396000.0,,-1
33500,1,10.0,True,1.0,,100.0,33717590.0,10.0,-256.0663,3740689.0,4999.347,338803300.0,12911122,-256.0663,-21299390.0,100,0.4189424,,1.0,19856382.0,-1.08373425e+24,425.52,1.0,1337.2622,0.09582076,335,6908.412065505981,4250.6606,5.640449e+35,[-0.01   0.547 -3.089 -3.753],100.0,4250.660390003474,29638758000000.0,49.912407,-1
33600,1,10.0,True,1.0,,100.0,418421.28,10.0,-242.69553,69462.45,4999.4224,3819769.8,12954836,-242.69553,-22034930.0,100,0.4189424,,1.0,20591876.0,-2.4766961e+19,437.14,1.0,1233.9613,0.32787848,336,6931.513913154602,4366.831,2.945692e+26,[ 0.051  0.558 -3.087 -3.745],100.0,4366.831430995106,1551698600000.0,,-1
33700,1,10.0,True,1.0,,100.0,1297.5549,10.0,-251.75952,147.06354,4999.431,13049.054,13000868,-251.75952,-23682068.0,100,0.4189424,,1.0,22239008.0,-115108710000.0,460.32,1.0,1038.4819,0.0643919,337,6957.8943083286285,4600.061,5975395000.0,[-0.011  0.563 -3.098 -3.637],100.0,4600.061328072438,3560175400.0,9.980465,-1
33800,1,10.0,True,1.0,,100.0,2173.4739,10.0,-250.61507,319.54938,4999.5005,21612.305,13048800,-250.61507,-25181562.0,100,0.4189424,,1.0,23738460.0,-4583543300000.0,479.32,1.0,884.0923,0.020093706,338,6987.394516944885,4791.33,10055073000000.0,[ 0.019  0.566 -3.097 -3.629],100.0,4791.329801557578,7551505400.0,,-1
33900,1,10.0,True,1.0,,100.0,594.8658,10.0,-243.9383,101.969505,4999.3984,5553.5483,13096954,-243.9383,-25346082.0,100,0.4189424,,1.0,23903036.0,-1362571300000000.0,481.54,1.0,855.55176,0.033110727,339,7014.638775587082,4813.634,8.915939e+17,[ 0.045  0.601 -3.098 -3.584],100.0,4813.633495421067,2513047000.0,,-1
34000,1,10.0,True,1.0,,100.0,1228.5504,10.0,-246.38179,201.75612,4999.415,11607.84,13143594,-246.38179,-24063284.0,100,0.4189424,,1.0,22620232.0,-132021290000.0,466.4,1.0,943.9007,0.039215703,340,7043.805158615112,4661.468,7745304000.0,[ 2.644e-03  5.556e-01 -3.105e+00 -3.588e+00],100.0,4661.46794189781,5023252500.0,529.55975,-1
34100,1,10.0,True,1.0,,100.0,10676891.0,10.0,-250.88936,1073980.6,4999.463,107307700.0,13190992,-250.88936,-24709446.0,100,0.4189424,,1.0,23266364.0,-9.4637536e+17,473.98,1.0,906.69855,0.01590368,341,7073.292072534561,4737.5376,4.30061e+23,[ 0.013  0.494 -3.107 -3.589],100.0,4737.537578358391,26830562000000.0,459.6529,-1
34200,1,10.0,True,1.0,,100.0,26474772.0,10.0,-237.56908,2663372.5,4999.481,266083980.0,13235341,-237.56908,-22628398.0,100,0.4189424,,1.0,21185310.0,-7201862000000000.0,443.49,1.0,1245.6322,0.096932516,342,7100.493685007095,4430.994,2.4516983e+19,[ 0.061  0.48  -3.11  -3.627],100.0,4430.99437926403,56524215000000.0,,-1
34300,1,10.0,True,1.0,,100.0,872.0286,10.0,-246.38196,381.90375,4999.426,4685.128,13278928,-246.38196,-22105232.0,100,0.4189424,,1.0,20662176.0,-249893580000000.0,435.87,1.0,1303.2955,0.03596659,343,7126.790342092514,4354.721,2.9986025e+16,[ 0.007  0.451 -3.123 -3.621],100.0,4354.721178858014,9217830000.0,,-1
34400,1,10.0,True,1.0,,100.0,43.177353,10.0,-234.96873,13.675321,4999.322,402.32837,13305997,-234.96873,-11541184.0,100,0.4189424,,1.0,10098195.0,-19694907000.0,270.69,1.0,1678.8813,0.04368824,344,7142.779123067856,2698.0647,184062830.0,[-0.03   0.404 -3.131 -3.637],100.0,2698.064604925,117977090.0,,-1
34500,1,10.0,True,1.0,,100.0,76.15634,10.0,-235.71529,21.423635,4999.2905,562.6924,13341122,-235.71529,-17108620.0,100,0.4189424,,1.0,15665646.0,-21460300000.0,351.25,1.0,1835.6193,0.029488862,345,7162.59109044075,3506.5867,214109090.0,[-1.019e-03  4.146e-01 -3.132e+00 -3.636e+00],100.0,3506.586538332643,346146720.0,9.9792595,-1
34600,1,10.0,True,1.0,,100.0,16614241000.0,10.0,-251.7193,1673465900.0,4999.2363,166982700000.0,13383277,-251.7193,-21439482.0,100,0.4189424,,1.0,19996536.0,-2.5469625e+23,421.55,1.0,1503.9362,0.0040024705,346,7189.278004169464,4211.2603,3.1156705e+34,[ 0.03   0.42  -3.132 -3.638],100.0,4211.260128338305,2.8282411e+16,399.76303,-1
34700,1,10.0,True,1.0,,100.0,11301.836,10.0,-238.35526,1872.6714,4999.0693,98411.97,13417599,-238.35526,-16103016.0,100,0.4189424,,1.0,14660169.0,-831780400000000.0,343.22,1.0,1712.652,0.02019206,347,7207.080248594284,3424.4697,3.3230385e+17,[ 0.09   0.425 -3.129 -3.621],100.0,3424.469672469139,44621873000.0,379.71436,-1
34800,1,10.0,True,1.0,,100.0,2948412.5,10.0,-255.56125,583488.5,4999.348,18571748.0,13465548,-255.56125,-25025598.0,100,0.4189424,,1.0,23582584.0,-4.469482e+17,479.49,1.0,783.94037,0.009763646,348,7234.78497505188,4792.4966,9.592985e+22,[ 0.038  0.455 -3.134 -3.605],100.0,4792.496528710538,14580148000000.0,499.7905,-1
34900,1,10.0,True,1.0,,100.0,5259.3267,10.0,-244.93996,969.25354,4999.1255,51429.203,13503050,-244.93996,-18026926.0,100,0.4189424,,1.0,16584049.0,-1768773800000000.0,375.02,1.0,1602.0702,0.0837602,349,7254.880309104919,3743.9846,1.5027251e+18,[ 0.065  0.493 -3.234 -3.829],100.0,3743.984663744422,20709034000.0,9.981673,-1
35000,1,9.999999,True,1.0,,100.0,56.07682,9.999999,-258.51074,14.326904,4999.4106,521.37506,13543164,-258.51074,-20038176.0,100,0.4189424,,1.0,18595136.0,-18107294000.0,401.14,1.0,1595.0302,0.10745508,350,7279.271939277649,4006.3718,151625940.0,[ 3.451e-03  4.944e-01 -3.244e+00 -3.824e+00],100.0,4006.3718197113108,338263740.0,,-1
35100,1,10.0,True,1.0,,100.0,11219103.0,10.0,-253.59552,1710916.6,4999.3057,91569704.0,13577345,-253.59552,-15562519.0,100,0.4189424,,1.0,14119536.0,-2.2989158e+23,341.81,1.0,1576.0436,0.14802563,351,7298.877436876297,3411.103,2.5382158e+34,[-0.027  0.498 -3.248 -3.83 ],100.0,3411.1028592925272,20085492000000.0,,-1
35200,1,10.0,True,1.0,,100.0,12464.836,10.0,-251.16232,3490.8696,4999.2734,80815.72,13617683,-251.16232,-20098994.0,100,0.4189424,,1.0,18656026.0,-7.126617e+17,403.38,1.0,1557.415,0.1562556,352,7323.6042013168335,4028.7078,2.4392739e+23,[ 0.035  0.503 -3.249 -3.824],100.0,4028.7078405792126,84225810000.0,9.980484,-1
35300,1,10.0,True,1.0,,100.0,14995.477,10.0,-241.30666,2899.4429,4999.426,123300.72,13658227,-241.30666,-19704926.0,100,0.4189424,,1.0,18261874.0,-13636502000000.0,405.44,1.0,1366.6106,0.026380457,353,7348.06455206871,4048.9812,88907430000000.0,[-0.017  0.536 -3.257 -3.825],100.0,4048.981673035571,29932923000.0,,-1
35400,1,10.0,True,1.0,,100.0,4464.1157,10.0,-266.91275,1730.9508,4999.4834,25419.707,13704685,-266.91275,-24126230.0,100,0.4189424,,1.0,22683142.0,-96329760000000.0,464.58,1.0,1060.5123,0.15584603,354,7376.706617832184,4643.108,4451988300000000.0,[ 0.014  0.59  -3.262 -3.824],100.0,4643.108370813705,42982700000.0,,-1
35500,1,10.0,True,1.0,,100.0,510.69226,10.0,-252.28844,168.83484,4999.4604,3592.9795,13753192,-252.28844,-25531828.0,100,0.4189424,,1.0,24088748.0,-48541435000000.0,485.07,1.0,759.5029,0.005435117,355,7408.018759012222,4848.9077,1131302600000000.0,[ 0.036  0.617 -3.289 -3.707],100.0,4848.907467554643,4203565600.0,9.981685,-1
35600,1,10.0,True,1.0,,100.0,442204.12,10.0,-243.88814,66845.74,4999.4688,4119456.0,13801089,-243.88814,-24871108.0,100,0.4189424,,1.0,23428024.0,-6.5315224e+18,478.97,1.0,712.565,0.02938286,356,7433.989997386932,4787.5127,2.048587e+25,[-0.01   0.645 -3.29  -3.675],100.0,4787.512616396345,1519878100000.0,9.979363,-1
35700,1,10.0,True,1.0,,100.0,1189.7378,10.0,-259.20013,162.80693,4999.4893,11956.958,13850590,-259.20013,-26180202.0,100,0.4189424,,1.0,24737102.0,-9552411000000.0,495.01,1.0,497.36514,0.03920972,357,7456.932770252228,4948.7095,43779898000000.0,[ 0.036  0.686 -3.289 -3.664],100.0,4948.7099102636785,4067154200.0,,-1
35800,1,10.0,True,1.0,,100.0,909.1613,10.0,-254.15984,127.26392,4999.4453,9083.336,13898684,-254.15984,-25087944.0,100,0.4189424,,1.0,23644874.0,-37442445000.0,480.94,1.0,730.8405,0.06088137,358,7474.854221820831,4807.364,566667800.0,[-0.013  0.65  -3.294 -3.678],100.0,4807.363826372944,3090820600.0,1219.5056,-1
35900,1,10.0,True,1.0,,100.0,159.36682,10.0,-249.92274,48.494526,4999.4683,1504.511,13946829,-249.92274,-25335552.0,100,0.4189424,,1.0,23892470.0,-26430409000.0,481.45,1.0,853.6686,0.027409578,359,7485.673135280609,4812.87,305681020.0,[ 0.016  0.64  -3.295 -3.676],100.0,4812.870355780036,1200176500.0,,-1
36000,1,10.0,True,1.0,,100.0,148.76393,10.0,-244.325,68.11134,4999.3506,937.3419,13994762,-244.325,-25154692.0,100,0.4189424,,1.0,23711678.0,-13214761000000.0,479.33,1.0,869.14026,0.036457248,360,7498.689657926559,4791.271,83844570000000.0,[ 0.018  0.585 -3.305 -3.704],100.0,4791.270615387452,1681510800.0,9.979674,-1
36100,1,10.0,True,1.0,,100.0,130.11311,10.0,-245.56436,26.954971,4999.308,1276.0049,14037936,-245.56436,-21588656.0,100,0.4189424,,1.0,20145666.0,-69250376000.0,431.74,1.0,1242.9388,0.046525765,361,7514.242234706879,4312.8613,2272954400.0,[-0.007  0.535 -3.308 -3.73 ],100.0,4312.861051846161,455748160.0,469.6612,-1
36200,1,10.0,True,1.0,,100.0,18571.902,10.0,-251.34877,3974.041,4999.397,148651.92,14086228,-251.34877,-25185070.0,100,0.4189424,,1.0,23742028.0,-1.5383608e+23,482.92,1.0,665.30225,0.010477422,362,7528.508770704269,4826.9453,1.136494e+34,[ 0.024  0.537 -3.306 -3.731],100.0,4826.945194653414,99177775000.0,1239.5347,-1
36300,1,10.0,True,1.0,,100.0,91.125786,10.0,-239.95953,30.827883,4999.4663,688.77325,14121809,-239.95953,-15989730.0,100,0.4189424,,1.0,14546654.0,-37516046000.0,355.81,1.0,1392.5432,0.13737005,363,7536.235077857971,3550.7012,665756600.0,[-0.034  0.546 -3.319 -3.713],100.0,3550.701021816397,281639580.0,,-1
36400,1,10.0,True,1.0,,100.0,1631341.9,10.0,-250.59183,172367.64,4999.4824,16399016.0,14167613,-250.59183,-23349156.0,100,0.4189424,,1.0,21906066.0,-1.4497411e+18,458.04,1.0,977.5495,0.0056407717,364,7550.338355779648,4577.1675,1.0092516e+24,[-2.772e-03  5.439e-01 -3.321e+00 -3.712e+00],100.0,4577.167568552427,4258924900000.0,489.69647,-1
