OptimizationReturnMean,EmpiricalD2,VarianceInit,J_sample_variance,StdIWNorm,ESSClassic,MeanEntropy,Iteration,TimeElapsed,OptimizationReturnMax,Weights,InitialReturnMean,InitialReturnMin,ReturnStepMax,ReturnStepMaxmin,EpRewMean,MaxIWNorm,EpThisIter,InitialReturnStd,MeanIW,OptimizationReturnMin,InitialBound,InitialReturnMax,EpLenMean,EpisodesSoFar,MaxIW,StdIW,MinIWNorm,MinIW,LearnableVariance,TimestepsSoFar,ESSRenyi,MeanIWNorm,Bound,ReturnMeanIW
3015.775,1530.4712,-1.0,2009104800000.0,3.1629696,1.087126,0.4189424,143,924.3112072944641,4999.294,[-0.312  1.327 -2.595 -1.934],3015.775,,10.0,10.0,3015.775099764934,31.795261,100,1115.0751,33.159546,,2403.4893,4999.294,302.55,14300,3179.5261,316.297,1.9781785e-06,0.00019781785,,1999968,0.06533936,0.33159545,122315.02,146268.4
3183.1582,1.0391146,-1.0,2163542.5,0.0017421434,97.10451,0.4189424,144,938.2512407302856,4999.2095,[-0.249  1.256 -2.59  -1.772],3183.1582,,10.0,10.0,3183.15809453707,0.014751614,100,1135.1373,1.0088862,,2570.8823,4999.2095,319.35,14400,1.4751614,0.17421432,0.005708965,0.5708965,,2031903,96.23578,0.010088861,2661.7666,3285.9019
3049.9297,16.247839,-1.0,1014078340.0,0.06679268,8.502982,0.4189424,145,951.3732821941376,4989.128,[-0.249  1.253 -2.623 -1.777],3059.9094,9.979713,10.0,10.0,3059.909474517766,0.47738555,100,1202.1682,2.0361562,,2447.6462,4999.1074,306.99,14500,47.738556,6.6792684,7.6696786e-05,0.007669679,,2062602,6.1546645,0.020361561,5709.839,8177.786
3207.027,1.6506654,-1.0,13599170.0,0.0093181655,60.049286,0.4189424,146,965.3119351863861,4999.275,[-0.213  1.257 -2.641 -1.767],3207.027,,10.0,10.0,3207.027146305519,0.06606395,100,1285.1942,1.1424105,,2594.7434,4999.275,321.68,14600,6.6063952,0.9318166,0.001057354,0.10573541,,2094770,60.58163,0.011424106,2911.4849,3698.136
2932.423,1.535461,-1.0,11161100.0,0.006649908,71.54095,0.4189424,147,977.6640362739563,4869.21,[-0.23   1.284 -2.678 -1.771],3062.3337,129.91113,10.0,10.0,3062.3341757245253,0.032374416,100,1362.7384,1.0543454,,2450.0693,4999.121,307.21,14700,3.2374418,0.6649909,0.002684405,0.2684405,,2125491,65.12702,0.010543453,2768.9756,3527.6558
2959.3713,2.2171094,-1.0,24843466.0,0.010759102,53.30721,0.4189424,148,990.9451146125793,4859.4307,[-0.216  1.275 -2.679 -1.786],3099.2334,139.86214,10.0,10.0,3099.233650618401,0.05462073,100,1433.6415,1.149593,,2486.9475,4999.293,310.91,14800,5.4620733,1.0759102,0.00057484565,0.057484563,,2156582,45.10377,0.01149593,2980.7239,3892.415
3161.3262,37.297604,-1.0,3103052500.0,0.14241873,2.3094294,0.4189424,149,1005.6448864936829,4859.356,[-0.196  1.28  -2.678 -1.793],3301.191,139.86432,10.0,10.0,3301.1908637031925,1.4308344,100,1559.9548,2.1897428,,2688.9136,4999.22,331.05,14900,143.08345,14.241874,4.0548052e-06,0.00040548053,,2189687,2.6811373,0.02189743,4961.29,8700.573
3744.6826,1.804906,-1.0,16996644.0,0.010115729,56.69774,0.4189424,150,1021.6621692180634,4999.368,[-0.19   1.252 -2.685 -1.859],3744.6826,,10.0,10.0,3744.682552204455,0.05407028,100,1276.0781,1.1575103,,3132.3872,4999.368,375.31,15000,5.407028,1.011573,0.0011083238,0.11083238,,2227218,55.40455,0.011575103,3398.81,4221.4087
3532.8367,20.287617,-1.0,1832401800.0,0.10492777,3.1543455,0.4189424,151,1036.2996978759766,4999.34,[-0.198  1.257 -2.683 -1.826],3532.8367,,10.0,10.0,3532.8366289775504,1.054223,100,1412.301,1.8936734,,2920.545,4999.34,354.13,15100,105.4223,10.492778,8.637861e-05,0.008637861,,2262631,4.9291153,0.018936733,4320.5596,7078.4297
3337.6108,5.193039,-1.0,154607870.0,0.02769564,19.669294,0.4189424,152,1049.5449826717377,4989.4,[-0.184  1.296 -2.694 -1.789],3347.5916,9.980965,10.0,10.0,3347.5915359676505,0.2263358,100,1603.0024,1.3704557,,2735.295,4999.381,335.65,15200,22.63358,2.7695642,2.1923532e-05,0.0021923531,,2296196,19.256548,0.013704557,3644.5586,5039.875
3229.2231,2.4993231,-1.0,29625982.0,0.014116919,38.882156,0.4189424,153,1065.5211522579193,4989.468,[-0.209  1.287 -2.705 -1.796],3239.2021,9.979263,10.0,10.0,3239.2022520065498,0.08740387,100,1434.8353,1.125981,,2626.8975,4999.4473,324.87,15300,8.740387,1.4116919,0.0008073953,0.080739535,,2328683,40.010834,0.01125981,2920.058,3888.0657
3544.8032,7.819841,-1.0,308864480.0,0.0444543,10.470171,0.4189424,154,1080.4787983894348,4999.383,[-0.215  1.27  -2.711 -1.826],3544.8032,,10.0,10.0,3544.80308056613,0.41999602,100,1295.8545,1.5202211,,2932.506,4999.383,355.38,15400,41.999603,4.44543,1.5597798e-05,0.0015597799,,2364221,12.787984,0.015202211,4116.837,5829.0625
3753.9424,1.1585664,-1.0,4046183.0,0.003694366,88.45011,0.4189424,155,1096.5249683856964,4839.3813,[-0.19   1.248 -2.701 -1.857],3913.8093,159.86687,10.0,10.0,3913.809422565416,0.021240909,100,1140.1252,1.0223516,,3301.5293,4999.248,392.22,15500,2.124091,0.36943662,0.003527874,0.3527874,,2403443,86.31357,0.010223516,3419.3042,4078.3428
3873.8347,153.18735,-1.0,16113788000.0,0.28924796,1.8334892,0.4189424,156,1111.4130663871765,4999.424,[-0.185  1.248 -2.717 -1.874],3873.8347,,10.0,10.0,3873.83464983589,2.898323,100,1127.0273,3.9530091,,3261.5332,4999.424,388.18,15600,289.8323,28.924797,4.0488774e-07,4.0488776e-05,,2442261,0.65279543,0.039530084,9017.372,16595.764
3503.297,4.2079325,-1.0,79067010.0,0.019739771,31.984703,0.4189424,157,1127.0184621810913,4839.5693,[-0.207  1.198 -2.724 -1.916],3663.1807,159.88379,10.0,10.0,3663.1807342646325,0.13132185,100,1075.4125,1.3536613,,3050.8752,4999.453,367.19,15700,13.132185,1.9739772,0.00022177103,0.022177104,,2478980,23.76464,0.013536613,3973.274,5229.311
3542.1418,7.6059246,-1.0,200308830.0,0.03134461,20.536701,0.4189424,158,1140.719889640808,4989.4824,[-0.211  1.182 -2.732 -1.968],3552.1226,9.980601,10.0,10.0,3552.1225212703075,0.22387508,100,905.6423,1.5934738,,2939.816,4999.463,356.13,15800,22.387508,3.134461,0.00030004804,0.030004805,,2514593,13.147645,0.015934737,4722.301,6410.9717
3857.2544,1.1615758,-1.0,4435901.0,0.004176624,85.68101,0.4189424,159,1157.7776470184326,4999.513,[-0.188  1.212 -2.728 -1.968],3857.2544,,10.0,10.0,3857.254381520285,0.023568762,100,1048.0388,1.021672,,3244.9417,4999.513,386.58,15900,2.3568764,0.4176624,0.0040483344,0.40483344,,2553251,86.08995,0.010216721,3317.5583,3977.4873
4104.895,24.360899,-1.0,1486100500.0,0.082165174,5.4423165,0.4189424,160,1175.6363241672516,4999.56,[-0.19   1.224 -2.72  -1.958],4104.895,,10.0,10.0,4104.89496900748,0.6429247,100,958.64355,1.9712024,,3492.5764,4999.56,411.22,16000,64.29247,8.2165165,1.891763e-06,0.0001891763,,2594373,4.104939,0.019712025,5628.2754,8650.481
4131.367,3.1706262,-1.0,78016260.0,0.018762534,28.658365,0.4189424,161,1193.933295249939,4799.6577,[-0.177  1.213 -2.769 -2.039],4331.233,199.8655,10.0,10.0,4331.233100980099,0.16864423,100,924.5969,1.1891748,,3718.919,4999.5234,433.75,16100,16.864424,1.8762536,0.00094043824,0.09404383,,2637748,31.53951,0.011891747,4389.8555,5480.157
4289.71,1.1138597,-1.0,3753994.8,0.0035263668,89.42937,0.4189424,162,1212.3444504737854,4839.6875,[-0.155  1.206 -2.778 -2.058],4449.596,159.88626,10.0,10.0,4449.596597134692,0.020806793,100,854.3482,1.0256921,,3837.276,4999.5737,445.6,16200,2.0806794,0.3526367,0.0034799345,0.34799346,,2682308,89.777916,0.010256921,3957.6653,4603.9053
4490.0156,1.7966614,-1.0,20878146.0,0.009209466,60.194202,0.4189424,163,1231.9618215560913,4999.5522,[-0.153  1.216 -2.753 -2.053],4490.0156,,10.0,10.0,4490.01558830778,0.054404225,100,748.76196,1.1325012,,3877.6975,4999.5522,449.58,16300,5.4404225,0.9209466,0.0013029911,0.1302991,,2727266,55.65879,0.011325013,4393.2637,5214.0117
4608.775,1.0349176,-1.0,1531860.6,0.0017019272,97.2264,0.4189424,164,1251.7682406902313,4989.6265,[-0.146  1.231 -2.771 -2.032],4618.757,9.982016,10.0,10.0,4618.756616963096,0.014177651,100,743.33734,1.0076549,,4006.4324,4999.6084,462.32,16400,1.4177651,0.17019273,0.004752924,0.47529244,,2773498,96.62605,0.010076549,4079.3413,4702.2646
4551.334,46.45252,-1.0,5058409000.0,0.1539543,2.2603724,0.4189424,165,1271.5133352279663,4989.6177,[-0.144  1.246 -2.778 -2.048],4561.314,9.979881,10.0,10.0,4561.314055095104,1.5391775,100,761.45184,2.341243,,3948.9907,4999.5977,456.67,16500,153.91776,15.39543,1.7949566e-05,0.0017949566,,2819165,2.1527357,0.023412433,6761.4907,10934.846
4695.8857,7.601819,-1.0,423905660.0,0.042591162,10.261097,0.4189424,166,1290.10387301445,4999.5054,[-0.125  1.322 -2.717 -2.068],4695.8857,,10.0,10.0,4695.885611797669,0.3770923,100,1012.0201,1.4402107,,4083.5732,4999.5054,469.91,16600,37.709232,4.259116,0.00016705788,0.016705789,,2866156,13.154746,0.014402105,5018.4023,6706.632
4418.7974,25.817427,-1.0,2768827000.0,0.11135923,2.8997376,0.4189424,167,1309.9656314849854,4999.444,[-0.152  1.312 -2.717 -2.07 ],4418.7974,,10.0,10.0,4418.797632610591,1.1177831,100,1094.5299,1.9244,,3806.4937,4999.444,442.45,16700,111.778305,11.135922,8.5268686e-05,0.008526869,,2910401,3.8733528,0.019244004,5609.8813,8721.052
4119.139,1.6352237,-1.0,18106144.0,0.008133977,65.85347,0.4189424,168,1327.8873426914215,4989.4395,[-0.177  1.363 -2.737 -2.042],4129.121,9.98166,10.0,10.0,4129.120949206967,0.03856652,100,1244.4113,1.1295853,,3516.8196,4999.421,413.59,16800,3.8566518,0.8133977,0.0016161574,0.16161574,,2951760,61.15371,0.011295852,4148.61,4931.5957
4423.701,2.2862377,-1.0,30032796.0,0.01083975,51.09932,0.4189424,169,1345.7351672649384,4989.45,[-0.158  1.306 -2.778 -1.997],4433.6836,9.98255,10.0,10.0,4433.6840681750145,0.051558595,100,934.59357,1.1080756,,3821.381,4999.4326,444.0,16900,5.1558595,1.0839751,0.00068986963,0.06898697,,2996160,43.739983,0.011080758,4211.4355,5137.257
4516.806,7.805943,-1.0,216789620.0,0.031997062,16.85798,0.4189424,170,1366.347469329834,4829.7305,[-0.137  1.269 -2.79  -1.974],4686.648,169.8422,10.0,10.0,4686.648103496342,0.249451,100,791.1855,1.4407964,,4074.328,4999.5728,469.03,17000,24.9451,3.1997066,0.0001645043,0.01645043,,3043063,12.810752,0.0144079635,4892.453,6603.2217
4341.1904,5.897564,-1.0,187888830.0,0.02743932,22.38974,0.4189424,171,1383.1668388843536,4989.6416,[-0.142  1.23  -2.814 -2.004],4351.172,9.980975,10.0,10.0,4351.171965299023,0.23461345,100,1040.1821,1.4737992,,3738.8457,4999.6226,435.68,17100,23.461346,2.743932,0.00016163973,0.016163973,,3086631,16.956154,0.014737991,5476.17,6963.198
4668.8174,2.873144,-1.0,44004280.0,0.014350589,41.818787,0.4189424,172,1400.6163301467896,4999.508,[-0.112  1.191 -2.84  -1.965],4668.8174,,10.0,10.0,4668.817382233385,0.06933556,100,826.8999,1.2166455,,4056.5051,4999.508,467.25,17200,6.9335556,1.4350591,0.00026410076,0.026410077,,3133356,34.80508,0.012166454,4500.9194,5538.81
4541.7393,1.9460841,-1.0,19599954.0,0.008375751,64.41146,0.4189424,173,1415.7240056991577,4999.546,[-0.131  1.225 -2.846 -1.96 ],4541.7393,,10.0,10.0,4541.739374834324,0.04674387,100,1132.3585,1.1268089,,3929.4224,4999.546,454.56,17300,4.674387,0.8375751,0.00070093555,0.07009356,,3178812,51.38524,0.011268088,4388.7173,5242.912
4586.544,53.875195,-1.0,5468811300.0,0.1519992,3.2427034,0.4189424,174,1433.440250635147,4839.675,[-0.114  1.23  -2.854 -1.97 ],4746.3975,159.85353,10.0,10.0,4746.397270044222,1.5054144,100,751.5664,2.7826145,,4134.082,4999.5283,474.96,17400,150.54144,15.199921,1.9356592e-05,0.0019356593,,3226308,1.8561418,0.027826147,8999.221,13493.594
4691.168,1.1915593,-1.0,4282426.0,0.0035242354,90.222,0.4189424,175,1451.823590517044,4989.4785,[-0.116  1.277 -2.918 -1.913],4701.1484,9.980689,10.0,10.0,4701.148394778992,0.023982815,100,986.6179,1.0705222,,4088.8418,4999.459,470.36,17500,2.3982816,0.35242355,0.0023159517,0.23159517,,3273344,83.923645,0.010705221,4389.102,5057.487
4636.621,1.3785758,-1.0,10975235.0,0.006599672,70.999084,0.4189424,176,1470.2070853710175,4859.589,[-0.106  1.288 -2.928 -1.929],4776.5063,139.88515,10.0,10.0,4776.506278774296,0.040434174,100,839.59155,1.0326257,,4164.198,4999.474,477.89,17600,4.0434175,0.65996724,0.0013086594,0.13086595,,3321133,72.53863,0.010326257,4281.6377,5000.5654
4745.4385,2.0136807,-1.0,32039386.0,0.011100391,51.46898,0.4189424,177,1490.7921843528748,4999.4795,[-0.101  1.266 -2.952 -1.934],4745.4385,,10.0,10.0,4745.43840021615,0.0719611,100,870.0612,1.1431451,,4133.13,4999.4795,474.78,17700,7.1961102,1.1100391,0.00062607345,0.06260735,,3368611,49.660305,0.011431451,4590.1274,5459.0195
4734.3184,2.301933,-1.0,37751140.0,0.012038434,50.714108,0.4189424,178,1510.1780366897583,4999.513,[-0.081  1.204 -2.936 -1.883],4734.3184,,10.0,10.0,4734.31812569117,0.102882475,100,973.498,1.2211615,,4122.0054,4999.513,473.62,17800,10.288248,1.2038435,3.9518e-05,0.0039518,,3415973,43.44175,0.012211613,4899.649,5828.657
4561.4604,10.440622,-1.0,502781760.0,0.046235517,9.053147,0.4189424,179,1528.89799284935,4819.7476,[-0.063  1.257 -2.913 -1.934],4741.3247,179.86404,10.0,10.0,4741.324769381009,0.3995528,100,885.42633,1.4587528,,4129.0005,4999.612,474.33,17900,39.95528,4.623552,8.937633e-05,0.008937633,,3463406,9.577973,0.014587529,5123.2817,7101.823
4605.719,1.4358302,-1.0,7383197.5,0.0046902047,84.58489,0.4189424,180,1548.0653848648071,4999.4785,[-0.087  1.319 -2.952 -1.929],4605.719,,10.0,10.0,4605.719058783369,0.025789468,100,1188.9946,1.0986632,,3993.4106,4999.4785,460.78,18000,2.5789468,0.46902046,0.00038585791,0.038585793,,3509484,69.64612,0.010986631,4371.039,5104.7446
4542.506,1.1480442,-1.0,5352902.0,0.0037169096,88.68677,0.4189424,181,1566.1725625991821,4989.456,[-0.07   1.326 -2.95  -1.95 ],4552.4863,9.979972,10.0,10.0,4552.486040936216,0.02254539,100,1330.8208,1.0406826,,3940.1829,4999.436,455.47,18100,2.254539,0.371691,0.0023639027,0.23639028,,3555031,87.10466,0.010406826,4052.2676,4708.331
4341.827,6.048569,-1.0,178197920.0,0.027132042,19.351112,0.4189424,182,1585.9529082775116,4859.64,[-0.062  1.356 -2.912 -1.986],4481.694,139.86653,10.0,10.0,4481.693538875152,0.23084998,100,1259.8138,1.3290346,,3869.3813,4999.507,448.42,18200,23.085,2.7132044,5.706751e-07,5.7067515e-05,,3599873,16.532835,0.013290348,4794.215,6300.1255
4531.706,6.6973968,-1.0,154586940.0,0.02598788,23.335371,0.4189424,183,1606.5577001571655,4859.63,[-0.034  1.32  -2.923 -2.009],4671.5674,139.8615,10.0,10.0,4671.567627220602,0.20672597,100,1075.8201,1.433774,,4059.2578,4999.491,467.35,18300,20.672598,2.598788,0.00010470019,0.01047002,,3646608,14.931174,0.01433774,5327.4595,6912.077
4650.819,1.4070549,-1.0,9669708.0,0.0062777763,75.70186,0.4189424,184,1626.9681916236877,4989.5454,[-1.234e-03  1.313e+00 -2.897e+00 -2.064e+00],4660.8013,9.982196,10.0,10.0,4660.800978036632,0.033192843,100,1061.0355,1.1080837,,4048.486,4999.528,466.3,18400,3.3192844,0.6277776,0.0006807613,0.068076134,,3693238,71.070435,0.011080837,4311.656,5037.9795
3851.557,1.2152153,-1.0,4399651.0,0.004161562,86.8944,0.4189424,185,1645.1433236598969,4089.9229,[ 0.027  1.292 -2.841 -2.034],4761.1216,909.56445,10.0,10.0,4761.121304285998,0.027602717,100,758.04694,1.071578,,4148.812,4999.4873,476.33,18500,2.7602718,0.41615623,0.0029446082,0.29446083,,3740871,82.28994,0.01071578,4420.6143,5095.605
4455.3853,6.771283,-1.0,2634192600.0,0.102039225,3.8591402,0.4189424,186,1663.2634539604187,4999.4517,[ 0.05   1.33  -2.881 -2.066],4455.3853,,10.0,10.0,4455.3854287543,1.0107847,100,1365.8031,2.0443652,,3843.08,4999.4517,445.79,18600,101.078476,10.203923,0.000813587,0.0813587,,3785450,14.7682495,0.02044365,8149.229,9742.551
4500.306,1.3845892,-1.0,12022662.0,0.007067011,70.040054,0.4189424,187,1683.956123828888,4699.709,[-0.027  1.314 -2.859 -2.031],4800.0947,299.7885,10.0,10.0,4800.095002704705,0.042490486,100,835.2797,1.0805341,,4187.7837,4999.4976,480.18,18700,4.2490487,0.7067011,0.0015433438,0.15433438,,3833468,72.22359,0.01080534,4562.929,5283.427
4605.1416,8.307756,-1.0,293546200.0,0.033980895,18.069706,0.4189424,188,1702.5792906284332,4989.5654,[-0.025  1.263 -2.88  -2.   ],4615.1226,9.9808855,10.0,10.0,4615.122547516784,0.18349716,100,1224.8943,1.5958354,,4002.8062,4999.5464,461.7,18800,18.349716,3.3980892,9.384119e-05,0.009384119,,3879638,12.036944,0.015958354,5823.6284,7588.5205
4410.83,1.2446879,-1.0,7921970.0,0.0048633646,83.17252,0.4189424,189,1719.825436592102,4989.4775,[-0.035  1.299 -2.887 -1.963],4420.8105,9.980446,10.0,10.0,4420.810472095438,0.026327107,100,1369.611,1.0812286,,3808.5044,4999.458,442.36,18900,2.6327107,0.48633647,0.0023794998,0.23795,,3923874,80.34142,0.010812287,4119.427,4802.55
4312.5957,1.1400654,-1.0,5771087.5,0.004199478,85.94832,0.4189424,190,1738.1148591041565,4999.408,[-0.023  1.28  -2.916 -1.924],4312.5957,,10.0,10.0,4312.595476451107,0.031817976,100,1495.3138,1.0386037,,3700.2952,4999.408,431.57,19000,3.1817977,0.41994777,0.0044569476,0.44569474,,3967031,87.714264,0.010386037,3760.3164,4414.093
4279.418,1.0072404,-1.0,2500562.5,0.0007859328,99.38598,0.4189424,191,1756.3202621936798,4999.462,[-0.035  1.279 -2.896 -1.908],4279.418,,10.0,10.0,4279.417957574793,0.011967383,100,1502.3099,0.99988586,,3667.1113,4999.462,428.27,19100,1.1967384,0.078593284,0.008717323,0.8717323,,4009858,99.281166,0.009998858,3679.2473,4293.7666
4527.6826,2.5628324,-1.0,69313430.0,0.016352115,34.646812,0.4189424,192,1775.8205316066742,4989.458,[-0.038  1.287 -2.896 -1.914],4537.6636,9.981477,10.0,10.0,4537.664055991465,0.1438146,100,1236.473,1.1906172,,3925.3604,4999.4395,454.03,19200,14.381459,1.6352112,0.00059090246,0.05909025,,4055261,39.01933,0.011906172,4652.4224,5632.6504
4681.9863,1.8695183,-1.0,25589752.0,0.009872405,58.113583,0.4189424,193,1794.1724042892456,4999.519,[-0.06   1.265 -2.883 -1.932],4681.9863,,10.0,10.0,4681.986717039705,0.060387757,100,1032.4052,1.1628538,,4069.6733,4999.519,468.42,19300,6.038776,0.9872405,0.00067164266,0.067164265,,4102103,53.489716,0.011628538,4602.596,5439.8145
4284.8887,1.9015548,-1.0,25379470.0,0.009489679,58.378025,0.4189424,194,1811.3535227775574,4989.5615,[-0.062  1.355 -2.855 -2.007],4294.8677,9.97911,10.0,10.0,4294.867279401098,0.05007135,100,1526.8113,1.1238667,,3682.551,4999.5405,429.78,19400,5.0071354,0.9489679,0.0014298204,0.14298205,,4145081,52.588543,0.011238668,4316.9414,5161.306
4812.516,6.643478,-1.0,585188700.0,0.048080012,10.561565,0.4189424,195,1829.9084453582764,4999.482,[-0.079  1.351 -2.88  -2.035],4812.516,,10.0,10.0,4812.515664124722,0.44384024,100,844.4632,1.6522152,,4200.206,4999.482,481.39,19500,44.384026,4.8080015,0.00051876676,0.05187668,,4193220,15.052357,0.01652215,6550.482,8128.705
4590.699,1.6467813,-1.0,19598260.0,0.008579952,62.939766,0.4189424,196,1850.5332069396973,4979.486,[-0.111  1.378 -2.927 -2.062],4610.6655,19.966965,10.0,10.0,4610.665691553978,0.051211618,100,1182.6033,1.1181328,,3998.3606,4999.4526,461.31,19600,5.121162,0.85799515,0.0012513008,0.12513009,,4239351,60.724518,0.011181328,4330.391,5116.144
4758.1113,5.21327,-1.0,187577360.0,0.027414273,20.827452,0.4189424,197,1870.087941646576,4999.502,[-0.1    1.341 -2.892 -2.057],4758.1113,,10.0,10.0,4758.110710199698,0.17334777,100,923.6649,1.4060718,,4145.7993,4999.502,476.02,19700,17.334778,2.7414274,0.0006307516,0.06307516,,4286953,19.181818,0.014060718,5281.42,6679.4854
4606.2656,2.022815,-1.0,40412692.0,0.012551514,43.25755,0.4189424,198,1888.7533407211304,4989.599,[-0.12   1.365 -2.883 -2.028],4616.246,9.9811125,10.0,10.0,4616.246498794039,0.09020057,100,1012.47784,1.0959052,,4003.925,4999.58,461.92,19800,9.020058,1.2551515,0.0013545309,0.13545309,,4333145,49.436058,0.010959053,4266.947,5137.8247
4636.1123,4.8500776,-1.0,167732690.0,0.02567729,20.33288,0.4189424,199,1907.2037200927734,4989.491,[-0.121  1.39  -2.926 -2.011],4646.0923,9.980264,10.0,10.0,4646.09259483336,0.19636162,100,1120.7996,1.2972064,,4033.7852,4999.4717,464.85,19900,19.636162,2.567729,0.00010933868,0.010933869,,4379630,20.618227,0.012972062,4838.503,6186.982
4844.322,3.2441454,-1.0,174000110.0,0.028901134,18.168827,0.4189424,200,1928.5267102718353,4999.55,[-0.099  1.35  -2.916 -2.02 ],4844.322,,10.0,10.0,4844.321692248018,0.22461677,100,674.0324,1.3618176,,4232.0044,4999.55,484.62,20000,22.461678,2.8901134,0.00090758986,0.09075899,,4428092,30.824759,0.013618176,5342.206,6445.082
4713.4863,2.2738957,-1.0,64524736.0,0.017005457,30.171274,0.4189424,201,1946.6644716262817,4849.663,[-0.121  1.33  -2.92  -2.022],4863.3633,149.87706,10.0,10.0,4863.36305897017,0.1444155,100,520.88605,1.1178105,,4251.0474,4999.54,486.62,20100,14.44155,1.7005459,0.0010904461,0.10904461,,4476754,43.97739,0.011178105,4505.758,5429.096
4527.9326,2.8759806,-1.0,76944170.0,0.020819226,27.096277,0.4189424,202,1966.081216096878,4819.5796,[-0.131  1.33  -2.937 -1.98 ],4707.829,179.89668,10.0,10.0,4707.829092175886,0.18174073,100,788.9892,1.2692424,,4095.5208,4999.476,471.12,20200,18.174074,2.0819225,0.00066741835,0.06674184,,4523866,34.77075,0.0126924245,4670.4346,5708.831
4448.661,2.1898115,-1.0,44799996.0,0.013941851,39.816807,0.4189424,203,1984.267242193222,4999.4136,[-0.149  1.302 -2.837 -1.952],4448.661,,10.0,10.0,4448.66113797123,0.115134865,100,894.3192,1.1340079,,3836.3604,4999.4136,445.44,20300,11.513487,1.3941852,0.0013471461,0.13471462,,4568410,45.66603,0.011340078,4141.8013,5047.8843
4351.3286,9466.392,-1.0,1098088640000.0,3.608401,1.0701699,0.4189424,204,2002.8255734443665,4989.544,[-0.158  1.283 -2.837 -1.968],4361.311,9.982139,10.0,10.0,4361.310774341292,36.274708,100,1073.0778,37.529907,,3748.9966,4999.526,436.71,20400,3627.471,360.84,2.9065973e-08,2.9065973e-06,,4612081,0.010563687,0.37529907,50473.89,110049.25
3771.1306,3.131135,-1.0,74766824.0,0.018522322,25.841719,0.4189424,205,2019.1689128875732,4829.6523,[-0.198  1.235 -2.851 -2.007],3940.9846,169.85422,10.0,10.0,3940.9847469503,0.13605879,100,813.30426,1.0933932,,3328.6726,4999.5063,394.98,20500,13.60588,1.8522323,0.0005679598,0.05679598,,4651579,31.937302,0.010933932,3640.2373,4723.724
3768.8054,33.322067,-1.0,2353448700.0,0.10551502,3.3843844,0.4189424,206,2035.4117093086243,4599.5654,[-0.188  1.26  -2.849 -1.982],4168.7188,399.91333,10.0,10.0,4168.718607819855,1.0411359,100,844.2623,1.9748335,,3556.4102,4999.4785,417.6,20600,104.113594,10.551502,4.275815e-05,0.004275815,,4693339,3.0010142,0.019748332,5872.3037,9406.871
2557.5757,3.126151,-1.0,15896113.0,0.017291555,35.78974,0.4189424,207,2052.373554468155,3099.8655,[-0.152  1.226 -2.832 -2.004],4457.1914,1899.6155,10.0,10.0,4457.191206814604,0.1045469,100,662.3955,1.2909551,,3844.882,4999.481,446.36,20700,10.45469,1.7291555,0.00035172547,0.03517255,,4737975,31.988216,0.012909549,4218.572,5301.1904
2943.9094,3.308695,-1.0,35009544.0,0.016071875,33.416782,0.4189424,208,2068.4838151931763,3799.7905,[-0.17   1.21  -2.828 -1.995],4143.647,1199.7373,10.0,10.0,4143.646745229024,0.08947822,100,854.5174,1.1385878,,3531.3318,4999.528,415.11,20800,8.947822,1.6071874,0.0004791851,0.047918513,,4779486,30.223396,0.011385877,3999.0347,5112.8237
2070.6208,1.391581,-1.0,9750686.0,0.006808325,70.28577,0.4189424,209,2086.198426246643,2509.96,[-0.148  1.205 -2.84  -1.998],4560.275,2489.6538,10.0,10.0,4560.274599096118,0.04701372,100,551.50684,1.0471088,,3947.9492,4999.614,456.6,20900,4.701372,0.68083256,0.002064003,0.20640029,,4825146,71.86071,0.010471088,4147.523,4869.854
1924.6178,1.0114243,-1.0,8226882.0,0.00094471005,99.13712,0.4189424,210,2103.02489900589,2240.0933,[-0.136  1.194 -2.839 -1.991],4684.077,2759.459,10.0,10.0,4684.076887337603,0.012248101,100,507.0896,1.01261,,4071.759,4999.5522,468.85,21000,1.2248101,0.09447101,0.007916129,0.791613,,4872031,98.870476,0.0101261,4144.4956,4760.301
4339.055,1.7430638,-1.0,16806760.0,0.008767722,61.044445,0.4189424,211,2120.1148092746735,4829.6963,[-0.134  1.188 -2.866 -1.986],4508.9136,169.85802,10.0,10.0,4508.913210297399,0.05278488,100,811.781,1.0975521,,3896.5947,4999.554,451.41,21100,5.278488,0.8767723,0.0015194359,0.1519436,,4917172,57.370247,0.010975521,4171.2925,4979.706
4430.3574,13.103681,-1.0,773481100.0,0.05597163,8.310025,0.4189424,212,2137.2281036376953,4989.5693,[-0.142  1.168 -2.865 -1.997],4440.3374,9.979638,10.0,10.0,4440.337310035513,0.5112115,100,941.67267,1.6850322,,3828.0203,4999.549,444.59,21200,51.121155,5.5971637,5.6001398e-05,0.00560014,,4961631,7.6314435,0.01685032,5835.0776,8051.605
4594.7383,1.6355716,-1.0,16082475.0,0.008050492,63.455204,0.4189424,213,2153.6780273914337,4859.743,[-0.113  1.179 -2.858 -1.999],4734.656,139.91745,10.0,10.0,4734.656125802016,0.048151854,100,791.6445,1.0608236,,4122.3247,4999.6606,473.81,21300,4.8151855,0.80504924,0.00056575256,0.056575257,,5009012,61.140705,0.010608235,4313.9185,5097.0254
