InitialReturnMin,Penalization,InitialReturnStd,InitialReturnMax,InitialBound,DivergenceHarmonic,MeanIW,MeanD2-0,Weights,MinTargetPdf,MaxIW,MeanEntropy,MinIW,ESSRenyiArithmetic,StdIW,VarianceInitializer,EpThisIter,EmpiricalD2Harmonic,ReturnStepMaxmin,MinBehavPdf,EpisodesSoFar,StdWReturnMean,ESSRenyiHarmonic,Iteration,Bound,ReturnStepMax,TimeElapsed,EpLenMean,EmpiricalD2Arithmetic,EpRewMean,LearnableVariance,ReturnMeanIW,TimestepsSoFar,InitialReturnMean,Inner Iteration,WReturnMean
519.6999,True,576.4732,4999.6104,-25681980.0,1.0162789e+36,42329892.0,1.0,[ 0.022  0.342 -2.616 -2.51 ],-241.08362,3029782500.0,0.4189424,0.03986488,100.0,323068350.0,-1,100,1.0,10.0,-241.08362,21900,,100.0,219,-1.4548497e+24,10.0,4557.64505648613,489.07,1.0,4889.425171808716,,860236800000000.0,7873206,4889.425,1,24238800.0
,True,828.44293,4999.6143,-25685244.0,205197630.0,44.236435,1.0,[ 0.074  0.368 -2.615 -2.487],-244.83083,1799.1257,0.4189424,0.019854154,100.0,190.70285,-1,100,1.0,10.0,-244.83083,22000,,100.0,220,-21772657000.0,10.0,4586.904847383499,485.47,1.0,4853.426300146968,,1099892900.0,7921753,4853.4263,1,24242062.0
419.6046,True,577.3485,4999.6533,-25957082.0,160555000000000.0,5141.9595,1.0,[ 0.023  0.355 -2.623 -2.52 ],-244.34787,411143.16,0.4189424,0.016611563,100.0,41175.375,-1,100,1.0,10.0,-244.34787,22100,,100.0,221,-18415035000000.0,10.0,4613.317253828049,491.83,1.0,4917.372154418419,,128514440000.0,7970936,4917.372,1,24513878.0
,True,851.0939,4999.586,-25685176.0,51202322000.0,63.594707,1.0,[ 0.061  0.405 -2.624 -2.524],-256.42725,4031.321,0.4189424,0.029796429,100.0,406.83566,-1,100,1.0,10.0,-256.42725,22200,,100.0,222,-328139960000.0,10.0,4639.303875923157,485.06,1.0,4849.500060096373,,1587988600.0,8019442,4849.5005,1,24242010.0
9.980746,True,759.0843,4999.6084,-24917172.0,433857900.0,54.84625,1.0,[ 6.123e-04  3.886e-01 -2.631e+00 -2.522e+00],-242.0594,1286.2482,0.4189424,0.056554046,100.0,184.37769,-1,100,1.0,10.0,-242.0594,22300,,100.0,223,-31130600000.0,10.0,4668.550486326218,478.71,1.0,4785.162992072871,,1070867500.0,8067313,4785.163,1,23473992.0
439.67017,True,453.67175,4999.6484,-26187634.0,103433390.0,66.191956,1.0,[ 0.028  0.404 -2.633 -2.521],-257.1055,1354.2853,0.4189424,0.02151862,100.0,207.23222,-1,100,1.0,10.0,-257.1055,22400,,100.0,224,-16331301000.0,10.0,4699.1056497097015,495.45,1.0,4953.646131453079,,1653915600.0,8116858,4953.646,1,24744430.0
19.962248,True,876.98676,4999.674,-25451130.0,3.435356e+35,1427957.0,1.0,[ 0.054  0.46  -2.638 -2.511],-291.12503,90075800.0,0.4189424,0.038260248,100.0,9537730.0,-1,100,1.0,10.0,-291.12503,22500,,100.0,225,-8.458797e+23,10.0,4724.796225309372,482.19,1.0,4820.664452388458,,35686325000000.0,8165077,4820.6646,1,24007912.0
349.70145,True,1599.0688,4999.4355,-17989280.0,180830770000.0,30.845453,1.0,[ 0.149  0.384 -2.634 -2.54 ],-250.24268,816.74115,0.4189424,0.12927583,100.0,88.22224,-1,100,1.0,10.0,-250.24268,22600,,100.0,226,-614085300000.0,10.0,4746.451720714569,374.67,1.0,3740.212073483826,,439890240.0,8202544,3740.2122,1,16546207.0
,True,803.7582,4999.6064,-25444292.0,345565020.0,45.92681,1.0,[ 0.088  0.375 -2.642 -2.531],-242.65303,1266.5,0.4189424,0.10049287,100.0,156.84177,-1,100,1.0,10.0,-242.65303,22700,,100.0,227,-27767544000.0,10.0,4774.191796541214,483.42,1.0,4832.710241043836,,940310300.0,8250886,4832.71,1,24001114.0
379.70197,True,459.6304,4999.5713,-26186290.0,815453600000.0,46.76708,1.0,[ 0.057  0.427 -2.655 -2.54 ],-257.39423,1945.5563,0.4189424,0.06139071,100.0,227.61604,-1,100,1.0,10.0,-257.39423,22800,,100.0,228,-1304337600000.0,10.0,4801.080042600632,495.39,1.0,4952.966061577978,,1157208400.0,8300425,4952.966,1,24743132.0
,True,670.3541,4999.598,-25410368.0,142127300.0,216.24715,1.0,[ 0.006  0.392 -2.659 -2.535],-239.1106,14754.961,0.4189424,0.09188877,100.0,1486.9147,-1,100,1.0,10.0,-239.1106,22900,,100.0,229,-21685066000.0,10.0,4825.50451374054,485.12,1.0,4849.517615014222,,4480316000.0,8348937,4849.5176,1,23967194.0
9.979871,True,639.3241,4999.592,-25943626.0,119113390000.0,37.45051,1.0,[ 0.037  0.395 -2.658 -2.541],-263.15265,775.1652,0.4189424,0.09526677,100.0,96.27105,-1,100,1.0,10.0,-263.15265,23000,,100.0,230,-498996150000.0,10.0,4852.336503267288,490.93,1.0,4908.331594824106,,928007550.0,8398030,4908.3315,1,24500454.0
459.69434,True,1276.5697,4999.6416,-21084588.0,50702864000.0,32.153652,1.0,[-0.008  0.363 -2.673 -2.567],-247.1377,885.4285,0.4189424,0.09397316,100.0,96.19795,-1,100,1.0,10.0,-247.1377,23100,,100.0,231,-325362350000.0,10.0,4873.600368022919,424.8,1.0,4244.026620041186,,399782340.0,8440510,4244.0264,1,19641392.0
2809.711,True,294.93115,4999.6396,-26103332.0,1.747041e+23,689979.06,1.0,[ 0.023  0.365 -2.674 -2.569],-249.89627,56952436.0,0.4189424,0.14327009,100.0,5704817.0,-1,100,1.0,10.0,-249.89627,23200,,100.0,232,-6.032257e+17,10.0,4904.7135944366455,495.81,1.0,4957.130979313391,,16019384000000.0,8490091,4957.131,1,24660132.0
9.979881,True,1013.62115,4999.5957,-24624718.0,123857460000.0,457.2905,1.0,[ 0.08   0.355 -2.67  -2.594],-247.5385,24969.158,0.4189424,0.023200173,100.0,2537.4202,-1,100,1.0,10.0,-247.5385,23300,,100.0,233,-519305270000.0,10.0,4929.366442680359,470.87,1.0,4706.816285416831,,11414609000.0,8537178,4706.816,1,23181548.0
,True,1016.7175,4999.5273,-24525862.0,8955785300000000.0,2720.2847,1.0,[ 0.073  0.331 -2.677 -2.716],-248.20097,218556.5,0.4189424,0.06041311,100.0,21832.309,-1,100,1.0,10.0,-248.20097,23400,,100.0,234,-136635895000000.0,10.0,4955.198325395584,469.78,1.0,4695.63790767514,,67837563000.0,8584156,4695.6377,1,23082732.0
,True,1040.61,4999.588,-24979134.0,286774620000.0,2073.9846,1.0,[ 0.083  0.388 -2.678 -2.693],-248.05237,192234.92,0.4189424,0.2324155,100.0,19143.627,-1,100,1.0,10.0,-248.05237,23500,,100.0,235,-824507000000.0,10.0,4983.318867444992,474.01,1.0,4738.469987387708,,51687264000.0,8631557,4738.47,1,23535968.0
,True,850.47516,4999.5225,-25471386.0,6885060000000.0,43.375214,1.0,[ 0.057  0.437 -2.68  -2.665],-252.0373,1138.1973,0.4189424,0.23809414,100.0,157.85777,-1,100,1.0,10.0,-252.0373,23600,,100.0,236,-3787687700000.0,10.0,5013.380369186401,482.89,1.0,4827.520117240954,,1080198500.0,8679846,4827.52,1,24028258.0
,True,664.0781,4999.5957,-25352712.0,2.371334e+19,344026.2,1.0,[ 9.653e-04  4.647e-01 -2.684e+00 -2.663e+00],-252.27782,32617320.0,0.4189424,0.06915415,100.0,3246038.8,-1,100,1.0,10.0,-252.27782,23700,,100.0,237,-7036172700000000.0,10.0,5040.266852140427,484.58,1.0,4844.433885350763,,8596800000000.0,8728304,4844.434,1,23909540.0
,True,1096.1423,4999.629,-24849034.0,4.519602e+30,628678.06,1.0,[ 0.017  0.39  -2.69  -2.762],-248.23067,25102618.0,0.4189424,0.093515426,100.0,3613519.0,-1,100,1.0,10.0,-248.23067,23800,,100.0,238,-3.0680682e+21,10.0,5064.767554759979,471.36,1.0,4712.145757965744,,7653138000000.0,8775440,4712.1455,1,23405846.0
,True,827.8528,4999.5205,-25314602.0,1.069106e+22,178.84131,1.0,[ 0.076  0.411 -2.688 -2.768],-235.97807,5280.99,0.4189424,0.118037924,100.0,629.55023,-1,100,1.0,10.0,-235.97807,23900,,100.0,239,-1.4921294e+17,10.0,5089.991159200668,481.68,1.0,4815.198556041737,,4465570300.0,8823608,4815.198,1,23871476.0
,True,1594.2302,4999.4736,-18711132.0,4.9273294e+18,253.25453,1.0,[ 0.128  0.346 -2.675 -2.675],-255.16016,12689.525,0.4189424,0.06040943,100.0,1313.0093,-1,100,1.0,10.0,-255.16016,24000,,100.0,240,-3203274700000000.0,10.0,5111.876801252365,384.33,1.0,3837.508039240229,,3205473300.0,8862041,3837.5078,1,17268038.0
379.698,True,1011.6137,4999.562,-24416364.0,372583300.0,112.006,1.0,[ 0.099  0.401 -2.681 -2.669],-247.64397,3156.7935,0.4189424,0.04486645,100.0,444.78516,-1,100,1.0,10.0,-247.64397,24100,,100.0,241,-30124573000.0,10.0,5137.551272153854,468.73,1.0,4685.067094914574,,2268815600.0,8908914,4685.0674,1,22973214.0
4998.188,True,0.347291,4999.59,-26434098.0,3.1777817e+34,75256.55,1.0,[ 0.052  0.442 -2.687 -2.67 ],-259.7371,2257551.2,0.4189424,0.08366312,100.0,288352.56,-1,100,1.0,10.0,-259.7371,24200,,100.0,242,-2.5725874e+23,10.0,5162.32611989975,500.0,1.0,4999.092674466593,,1880584100000.0,8958914,4999.093,1,24990928.0
9.979806,True,914.645,4999.596,-25341138.0,7670715600000.0,461.08243,1.0,[ 0.043  0.336 -2.681 -2.736],-238.70201,37558.723,0.4189424,0.21341969,100.0,3736.5278,-1,100,1.0,10.0,-238.70201,24300,,100.0,243,-4008442600000.0,10.0,5186.626431941986,480.36,1.0,4802.227927969031,,11507058000.0,9006950,4802.228,1,23897966.0
389.71838,True,1620.1062,4999.5815,-18852048.0,5190909400.0,42.307117,1.0,[ 1.258e-03  2.958e-01 -2.690e+00 -2.757e+00],-251.31093,751.17834,0.4189424,0.15322399,100.0,127.30344,-1,100,1.0,10.0,-251.31093,24400,,100.0,244,-104604560000.0,10.0,5207.093141078949,384.98,1.0,3845.015979641075,,629682400.0,9045448,3845.0156,1,17408892.0
,True,1295.6814,4999.584,-23706106.0,1.0626474e+21,3788851.5,1.0,[ 0.032  0.297 -2.691 -2.76 ],-249.03096,371478560.0,0.4189424,0.024830597,100.0,36956532.0,-1,100,1.0,10.0,-249.03096,24500,,100.0,245,-4.713743e+16,10.0,5231.242614030838,453.9,1.0,4536.976484559765,,93702130000000.0,9090838,4536.9766,1,22262946.0
,True,1638.9961,4999.5654,-19677542.0,5.0024194e+23,3478.4177,1.0,[ 0.092  0.281 -2.693 -2.75 ],-247.21918,189410.6,0.4189424,0.09168708,100.0,19261.01,-1,100,1.0,10.0,-247.21918,24600,,100.0,246,-1.0206902e+18,10.0,5249.999839067459,394.85,1.0,3943.1060074835013,,58994442000.0,9130323,3943.106,1,18234394.0
29.943466,True,1710.7012,4999.547,-20921110.0,1121525600000.0,1398.1835,1.0,[ 0.034  0.257 -2.698 -2.75 ],-253.53458,115220.4,0.4189424,0.061446935,100.0,11497.113,-1,100,1.0,10.0,-253.53458,24700,,100.0,247,-1562980100000.0,10.0,5273.95386838913,407.16,1.0,4068.3508162332478,,34691940000.0,9171039,4068.3506,1,19477976.0
409.75943,True,1418.5007,4999.5854,-22058560.0,395651680.0,51.97725,1.0,[ 0.009  0.311 -2.702 -2.733],-251.53589,2355.6145,0.4189424,0.078959644,100.0,243.99945,-1,100,1.0,10.0,-251.53589,24800,,100.0,248,-29704133000.0,10.0,5298.525441408157,431.63,1.0,4313.148577486636,,998715500.0,9214202,4313.149,1,20615398.0
,True,834.1684,4999.4907,-25500008.0,2.0123326e+26,523855.03,1.0,[ 0.038  0.322 -2.702 -2.731],-256.22623,52162110.0,0.4189424,0.10344267,100.0,5189860.5,-1,100,1.0,10.0,-256.22623,24900,,100.0,249,-2.0471097e+19,10.0,5322.280326604843,483.46,1.0,4833.3282674281245,,13083944000000.0,9262548,4833.3286,1,24056900.0
489.81122,True,1486.1492,4999.618,-16123516.0,32085307000.0,14.400051,1.0,[-0.023  0.318 -2.71  -2.721],-229.62521,136.9522,0.4189424,0.052643426,100.0,24.371084,-1,100,1.0,10.0,-229.62521,25000,,100.0,250,-258634940000.0,10.0,5343.09813284874,353.83,1.0,3531.5293891851134,,131593020.0,9297931,3531.5293,1,14680340.0
9.982085,True,1211.8064,4999.6226,-23123510.0,256365020.0,55.873695,1.0,[ 0.007  0.326 -2.71  -2.721],-235.8437,3338.0054,0.4189424,0.12922455,100.0,336.75446,-1,100,1.0,10.0,-235.8437,25100,,100.0,251,-23920701000.0,10.0,5368.958732128143,449.82,1.0,4495.759236014017,,813719300.0,9342913,4495.7593,1,21680326.0
9.979817,True,1115.7311,4999.625,-24637942.0,136501590000.0,62.546387,1.0,[ 0.038  0.321 -2.712 -2.723],-240.96645,3531.02,0.4189424,0.010722941,100.0,356.53876,-1,100,1.0,10.0,-240.96645,25200,,100.0,252,-534748900000.0,10.0,5395.912351369858,468.67,1.0,4685.072211979162,,1557543400.0,9389780,4685.0723,1,23194756.0
389.71667,True,1456.3096,4999.551,-22849608.0,2.0219886e+22,15379.554,1.0,[ 0.032  0.267 -2.712 -2.754],-244.0896,631430.7,0.4189424,0.013770208,100.0,81446.34,-1,100,1.0,10.0,-244.0896,25300,,100.0,253,-2.0520663e+17,10.0,5423.102229356766,439.41,1.0,4391.5408360982765,,321343260000.0,9433721,4391.541,1,21406468.0
,True,1396.2935,4999.5186,-23145836.0,1.1243071e+29,1336316.5,1.0,[ 0.079  0.294 -2.717 -2.723],-250.63522,124806240.0,0.4189424,0.26374733,100.0,12414863.0,-1,100,1.0,10.0,-250.63522,25400,,100.0,254,-4.8388064e+20,10.0,5448.560615777969,444.72,1.0,4444.443780142316,,33365320000000.0,9478193,4444.444,1,21702714.0
539.60754,True,784.647,4999.607,-24944406.0,48428614000.0,200.45946,1.0,[ 0.088  0.353 -2.733 -2.614],-243.99518,7648.7026,0.4189424,0.060712527,100.0,826.5925,-1,100,1.0,10.0,-243.99518,25500,,100.0,255,-322132440000.0,10.0,5478.596035718918,478.57,1.0,4783.885472083561,,4545880600.0,9526050,4783.8853,1,23501228.0
499.62228,True,529.6245,4999.5537,-25982042.0,2.0524712e+21,19358.55,1.0,[ 0.046  0.396 -2.744 -2.604],-250.93463,1931162.8,0.4189424,0.05288577,100.0,192143.66,-1,100,1.0,10.0,-250.93463,25600,,100.0,256,-6.5379805e+16,10.0,5506.9158091545105,492.63,1.0,4925.280969099052,,483530300000.0,9575313,4925.2812,1,24538894.0
9.980942,True,1051.9448,4999.663,-22683412.0,1018894340.0,63.046066,1.0,[-0.01   0.422 -2.744 -2.596],-249.79991,1078.3801,0.4189424,0.1341101,100.0,180.92764,-1,100,1.0,10.0,-249.79991,25700,,100.0,257,-46896583000.0,10.0,5534.116401910782,449.05,1.0,4487.049560348212,,830060740.0,9620218,4487.05,1,21240202.0
4998.546,True,0.21458456,4999.6523,-26436304.0,8.846136e+29,174.37238,1.0,[ 0.02   0.424 -2.746 -2.588],-243.53572,4297.872,0.4189424,0.19512904,100.0,626.56647,-1,100,1.0,10.0,-243.53572,25800,,100.0,258,-1.3573624e+21,10.0,5560.60564994812,500.0,1.0,4999.309883935696,,4357440000.0,9670218,4999.3096,1,24993098.0
1149.8503,True,1236.7651,4999.628,-15895972.0,86250980.0,11.308703,1.0,[-0.036  0.397 -2.749 -2.595],-251.56773,114.438324,0.4189424,0.19700783,100.0,18.278502,-1,100,1.0,10.0,-251.56773,25900,,100.0,259,-13504676000.0,10.0,5581.919317722321,360.22,1.0,3594.8854610804037,,101838000.0,9706240,3594.8853,1,14452790.0
1499.6865,True,839.1944,4999.6523,-23827776.0,107113350.0,43.52104,1.0,[-0.005  0.397 -2.75  -2.6  ],-244.52937,1195.5537,0.4189424,0.13596451,100.0,149.65935,-1,100,1.0,10.0,-244.52937,26000,,100.0,260,-15694454000.0,10.0,5609.873268842697,465.88,1.0,4656.2136132026,,758230460.0,9752828,4656.214,1,22384572.0
4998.5825,True,0.20662197,4999.6646,-26436196.0,1658783600.0,79.42722,1.0,[ 0.021  0.414 -2.75  -2.597],-251.02173,5306.8394,0.4189424,0.015816556,100.0,530.4787,-1,100,1.0,10.0,-251.02173,26100,,100.0,261,-60763144000.0,10.0,5638.14404630661,500.0,1.0,4999.298237656362,,1984981200.0,9802828,4999.2983,1,24992982.0
469.61365,True,631.3419,4999.6733,-25939902.0,221492000.0,15.103153,1.0,[ 0.047  0.367 -2.75  -2.628],-239.52765,336.53262,0.4189424,0.049857005,100.0,42.746086,-1,100,1.0,10.0,-239.52765,26200,,100.0,262,-21855613000.0,10.0,5663.139952659607,491.0,1.0,4908.9810042202225,,377224800.0,9851928,4908.981,1,24496686.0
1199.383,True,524.96356,4999.58,-25647866.0,42387970000.0,80.73006,1.0,[ 0.068  0.318 -2.752 -2.661],-247.97836,2841.587,0.4189424,0.028264983,100.0,295.2467,-1,100,1.0,10.0,-247.97836,26300,,100.0,263,-299080680000.0,10.0,5685.959441423416,489.33,1.0,4891.739750413304,,1963522000.0,9900861,4891.74,1,24204704.0
,True,1521.0564,4999.647,-22902156.0,9.816516e+23,5053.5474,1.0,[ 0.041  0.278 -2.75  -2.701],-248.43057,292989.1,0.4189424,0.07634312,100.0,30629.473,-1,100,1.0,10.0,-248.43057,26400,,100.0,264,-1.4298709e+18,10.0,5708.274831056595,437.78,1.0,4375.539880131042,,126225465000.0,9944639,4375.54,1,21458960.0
449.72162,True,1645.1351,4999.594,-13970991.0,1.1812464e+32,26539.242,1.0,[-0.019  0.267 -2.757 -2.711],-241.42685,1188629.9,0.4189424,0.06921749,100.0,129441.055,-1,100,1.0,10.0,-241.42685,26500,,100.0,265,-1.5684805e+22,10.0,5723.657909154892,314.15,1.0,3133.9052491466964,,476127630000.0,9976054,3133.9053,1,12527831.0
,True,1297.2274,4999.5713,-23911530.0,8820474000.0,488.06448,1.0,[ 0.041  0.285 -2.758 -2.706],-249.74521,31928.246,0.4189424,0.1273804,100.0,3422.0327,-1,100,1.0,10.0,-249.74521,26600,,100.0,266,-146756940000.0,10.0,5747.4218327999115,456.12,1.0,4559.120080713491,,11222136000.0,10021666,4559.12,1,22468376.0
409.7119,True,1256.0692,4999.631,-24029434.0,3.386182e+18,616.56366,1.0,[ 0.021  0.341 -2.771 -2.696],-248.92758,45654.223,0.4189424,0.086744025,100.0,4566.1934,-1,100,1.0,10.0,-248.92758,26700,,100.0,267,-2655662600000000.0,10.0,5776.179030179977,458.53,1.0,4583.5068115203285,,15403180000.0,10067519,4583.507,1,22586244.0
,True,1457.0743,4999.6514,-17457752.0,287507740.0,25.553814,1.0,[-0.022  0.383 -2.773 -2.676],-237.83145,275.88803,0.4189424,0.118268706,100.0,45.561203,-1,100,1.0,10.0,-237.83145,26800,,100.0,268,-24742490000.0,10.0,5800.362322330475,373.32,1.0,3727.1290411117952,,271946940.0,10104851,3727.1292,1,16014556.0
1429.5645,True,394.07407,4999.6025,-25901328.0,8.7137396e+30,1491356.6,1.0,[ 0.009  0.383 -2.773 -2.676],-251.98605,80561290.0,0.4189424,0.02461707,100.0,9249412.0,-1,100,1.0,10.0,-251.98605,26900,,100.0,269,-4.2600298e+21,10.0,5828.204005718231,493.1,1.0,4929.79292388489,,26192674000000.0,10154161,4929.7925,1,24458152.0
4997.9487,True,0.35158673,4999.5806,-26433884.0,4.0815047e+34,162907150.0,1.0,[ 0.064  0.352 -2.772 -2.676],-264.61557,15575953000.0,0.4189424,0.08958502,100.0,1549898500.0,-1,100,1.0,10.0,-264.61557,27000,,100.0,270,-2.9155243e+23,10.0,5855.734937429428,500.0,1.0,4999.072247234224,,4070209000000000.0,10204161,4999.0723,1,24990722.0
9.980974,True,1257.8157,4999.627,-21732948.0,89443670000.0,53.582397,1.0,[-0.015  0.427 -2.787 -2.735],-253.6043,1786.4329,0.4189424,0.122792475,100.0,191.59209,-1,100,1.0,10.0,-253.6043,27100,,100.0,271,-432560080000.0,10.0,5876.823179960251,432.93,1.0,4325.235075426275,,952184900.0,10247454,4325.235,1,20289760.0
,True,967.1023,4999.624,-25216420.0,2.389609e+16,219.1077,1.0,[ 0.016  0.431 -2.787 -2.734],-257.6483,7997.446,0.4189424,0.07662145,100.0,952.298,-1,100,1.0,10.0,-257.6483,27200,,100.0,272,-223094020000000.0,10.0,5907.816999435425,478.01,1.0,4778.906243008164,,5387001300.0,10295255,4778.906,1,23773232.0
2428.9194,True,255.73213,4999.634,-26243504.0,2902954200.0,74.768234,1.0,[ 0.056  0.389 -2.788 -2.755],-248.77185,2730.6433,0.4189424,0.16490287,100.0,337.4546,-1,100,1.0,10.0,-248.77185,27300,,100.0,273,-79624830000.0,10.0,5935.750431537628,497.44,1.0,4973.420536564181,,1868487800.0,10344999,4973.4204,1,24800310.0
459.65936,True,853.6409,4999.5254,-24700908.0,1763580900.0,40.316658,1.0,[ 0.108  0.394 -2.785 -2.79 ],-250.57442,1001.73114,0.4189424,0.028888505,100.0,120.87195,-1,100,1.0,10.0,-250.57442,27400,,100.0,274,-61437235000.0,10.0,5964.945844173431,474.87,1.0,4746.48055251253,,834168640.0,10392486,4746.4805,1,23257780.0
399.71286,True,696.04297,4999.5996,-25716812.0,1516953900000.0,273.48135,1.0,[ 0.051  0.414 -2.792 -2.804],-253.93571,23214.94,0.4189424,0.068488374,100.0,2309.6694,-1,100,1.0,10.0,-253.93571,27500,,100.0,275,-1784273600000.0,10.0,5992.664300918579,487.86,1.0,4877.413317327561,,6829204500.0,10441272,4877.413,1,24273638.0
,True,969.15454,4999.6016,-24641284.0,246054670000.0,23.663609,1.0,[ 0.007  0.45  -2.792 -2.778],-249.79337,914.95807,0.4189424,0.018203635,100.0,95.25994,-1,100,1.0,10.0,-249.79337,27600,,100.0,276,-716446700000.0,10.0,6021.957113742828,471.97,1.0,4717.928888232947,,590198400.0,10488469,4717.929,1,23198112.0
9.979906,True,1342.5061,4999.629,-20021308.0,1699993900.0,37.80292,1.0,[-0.016  0.398 -2.797 -2.803],-245.3763,1287.112,0.4189424,0.08734437,100.0,136.59576,-1,100,1.0,10.0,-245.3763,27700,,100.0,277,-59995218000.0,10.0,6046.393981695175,410.03,1.0,4095.8272257734457,,492251460.0,10529472,4095.8274,1,18578124.0
,True,943.5129,4999.5996,-25018228.0,94310120.0,48.524654,1.0,[ 0.015  0.396 -2.796 -2.805],-243.96205,3402.2837,0.4189424,0.06269138,100.0,339.69098,-1,100,1.0,10.0,-243.96205,27800,,100.0,278,-14912714000.0,10.0,6075.030882358551,476.43,1.0,4762.860277663786,,897846340.0,10577115,4762.8604,1,23575056.0
409.7218,True,639.73395,4999.5996,-25938578.0,147905170000000.0,362.7095,1.0,[ 0.046  0.392 -2.797 -2.805],-257.01288,12070.612,0.4189424,0.15020534,100.0,1785.7522,-1,100,1.0,10.0,-257.01288,27900,,100.0,279,-17559897000000.0,10.0,6102.8079426288605,490.88,1.0,4907.76404903409,,8913028000.0,10626203,4907.764,1,24495406.0
,True,1026.4058,4999.542,-24651014.0,66786255000.0,297.63342,1.0,[ 0.102  0.419 -2.798 -2.795],-253.47028,25017.21,0.4189424,0.07405811,100.0,2491.548,-1,100,1.0,10.0,-253.47028,28000,,100.0,280,-380300950000.0,10.0,6128.2484295368195,470.89,1.0,4706.842606041334,,7357169700.0,10673292,4706.8423,1,23207876.0
389.723,True,642.69324,4999.57,-25886514.0,1.9071948e+16,45.413177,1.0,[ 0.043  0.409 -2.802 -2.816],-249.68741,1232.6016,0.4189424,0.042719204,100.0,162.17143,-1,100,1.0,10.0,-249.68741,28100,,100.0,281,-199298780000000.0,10.0,6153.432465791702,490.32,1.0,4902.071904872848,,1132363500.0,10722324,4902.072,1,24443360.0
1399.6018,True,1106.8711,4999.599,-20881536.0,55869972000.0,49.593597,1.0,[-0.013  0.413 -2.806 -2.843],-259.57346,490.95383,0.4189424,0.06111032,100.0,93.65359,-1,100,1.0,10.0,-259.57346,28200,,100.0,282,-341798160000.0,10.0,6177.410367965698,427.23,1.0,4267.693091970207,,684597900.0,10765047,4267.6934,1,19438368.0
1419.7784,True,500.12167,4999.592,-25726124.0,2.4622483e+33,1812710.1,1.0,[ 0.018  0.417 -2.805 -2.842],-247.7641,166089860.0,0.4189424,0.13701,100.0,16568040.0,-1,100,1.0,10.0,-247.7641,28300,,100.0,283,-7.161012e+22,10.0,6206.162310600281,490.36,1.0,4902.329681416881,,23820686000000.0,10814083,4902.3296,1,24282956.0
369.77338,True,772.3832,4999.6445,-25535864.0,2.215194e+35,83379410.0,1.0,[ 0.078  0.435 -2.804 -2.837],-255.05063,5873302000.0,0.4189424,0.07269748,100.0,606668860.0,-1,100,1.0,10.0,-255.05063,28400,,100.0,284,-6.7924046e+23,10.0,6236.14808678627,484.88,1.0,4847.276580316915,,2083708000000000.0,10862571,4847.2764,1,24092666.0
,True,1655.0696,4999.5566,-13548443.0,751403260.0,13.460414,1.0,[ 0.197  0.453 -2.823 -2.809],-238.23279,206.05441,0.4189424,0.031209243,100.0,25.185724,-1,100,1.0,10.0,-238.23279,28500,,100.0,285,-39684837000.0,10.0,6254.723562955856,306.88,1.0,3060.400482032014,,126424120.0,10893259,3060.4004,1,12105306.0
9.979945,True,1260.7499,4999.4907,-23303488.0,1136043000.0,114.15057,1.0,[ 0.136  0.44  -2.832 -2.811],-244.54155,4900.84,0.4189424,0.0924739,100.0,523.354,-1,100,1.0,10.0,-244.54155,28600,,100.0,286,-51367395000.0,10.0,6283.096231222153,450.54,1.0,4502.320761637619,,2727986000.0,10938313,4502.321,1,21860382.0
,True,849.9442,4999.533,-25684234.0,5.2041306e+29,1543260.8,1.0,[ 0.09   0.471 -2.84  -2.782],-259.21982,153009150.0,0.4189424,0.05180039,100.0,15223019.0,-1,100,1.0,10.0,-259.21982,28700,,100.0,287,-1.041052e+21,10.0,6312.145268201828,485.08,1.0,4849.607479770249,,38547690000000.0,10986821,4849.6074,1,24241098.0
1299.5511,True,973.8128,4999.6284,-22304060.0,7868584400.0,37.045467,1.0,[-0.023  0.475 -2.849 -2.73 ],-251.66309,475.34805,0.4189424,0.14142388,100.0,83.07841,-1,100,1.0,10.0,-251.66309,28800,,100.0,288,-128490930000.0,10.0,6337.570681333542,446.62,1.0,4462.3492198750555,,475266370.0,11031483,4462.3496,1,20860872.0
,True,510.58936,4999.6333,-26026702.0,1.771325e+21,46975.36,1.0,[ 0.007  0.482 -2.849 -2.733],-260.14392,2414766.2,0.4189424,0.049213037,100.0,271668.66,-1,100,1.0,10.0,-260.14392,28900,,100.0,289,-6.0739647e+16,10.0,6367.7155776023865,493.28,1.0,4931.815848404208,,1040316400000.0,11080811,4931.816,1,24583508.0
399.71426,True,488.3483,4999.608,-26042166.0,1110813700.0,42.033134,1.0,[ 0.053  0.521 -2.844 -2.717],-250.65703,3135.0002,0.4189424,0.0044824174,100.0,311.36795,-1,100,1.0,10.0,-250.65703,29000,,100.0,290,-49131327000.0,10.0,6396.726485490799,493.66,1.0,4935.63572276412,,1032790140.0,11130177,4935.6357,1,24598986.0
9.979671,True,512.69885,4999.6426,-26006570.0,1.956408e+19,66.35195,1.0,[ 9.496e-04  4.860e-01 -2.846e+00 -2.720e+00],-236.7918,3229.7812,0.4189424,0.14907739,100.0,325.139,-1,100,1.0,10.0,-236.7918,29100,,100.0,291,-6383327500000000.0,10.0,6426.3958377838135,493.06,1.0,4929.555177524767,,1657608000.0,11179483,4929.555,1,24563372.0
