Iteration,EmpiricalD2,MeanIWNorm,EpLenMean,EpRewMean,VarianceInit,MaxIWNorm,InitialReturnStd,MinIW,ReturnStepMaxmin,InitialReturnMin,LearnableVariance,Bound,J_sample_variance,OptimizationReturnMean,InitialBound,OptimizationReturnMin,ESSClassic,TimeElapsed,StdIWNorm,EpisodesSoFar,MeanIW,ReturnStepMax,MaxIW,EpThisIter,TimestepsSoFar,OptimizationReturnMax,ReturnMeanIW,Weights,MeanEntropy,InitialReturnMean,ESSRenyi,MinIWNorm,StdIW,InitialReturnMax
129,1.9166149,0.010895644,396.65,3958.9308860131073,-1,0.08029707,1223.2257,0.033495437,10.0,9.980443,True,3719.8013,18781236.0,3948.9502,3346.5845,,53.870193,2011.868109703064,0.010082527,12900,1.0895643,10.0,8.029707,100,2962410,4989.806,4567.545,[-0.202  1.294 -1.886 -1.901 -1.706],-0.27439788,3958.9307,52.175323,0.00033495435,1.0082527,4999.7866
130,6.248008,0.014434718,424.9,4241.975008572635,-1,0.23711337,976.21967,0.028329244,10.0,,True,4239.5015,172455800.0,4241.975,3629.6338,,14.870948,2040.938802242279,0.03453646,13000,1.4434717,10.0,23.711338,100,3004900,4999.746,5770.111,[-0.203  1.295 -1.98  -1.891 -1.693],-0.2695204,4241.975,16.005102,0.00028329244,3.453646,4999.746
131,417.92548,0.06859363,415.38,4145.671783171982,-1,6.220566,846.4293,1.183822e-05,10.0,,True,21220.412,96570930000.0,4145.672,3533.3257,,1.2150826,2072.11123251915,0.6184807,13100,6.859362,10.0,622.0566,100,3046438,4999.785,33738.742,[-0.216  1.292 -1.992 -1.901 -1.688],-0.23429844,4145.672,0.23927711,1.18382204e-07,61.84807,4999.785
132,3.5285459,0.01207249,427.6,4268.627323479166,-1,0.2827999,797.56116,0.055056505,10.0,179.82782,True,3950.9434,105759300.0,4088.7998,3656.2854,,14.970837,2106.6353199481964,0.028771179,13200,1.2072489,10.0,28.279991,100,3089198,4819.924,5101.1924,[-0.202  1.24  -1.98  -1.902 -1.653],-0.22802597,4268.627,28.340286,0.000550565,2.8771183,4999.7515
133,153.56154,0.043259878,447.24,4465.812998631143,-1,3.4081664,594.65405,0.00020470642,10.0,2949.6929,True,10518.572,1541815700.0,1516.12,3853.4731,,1.6062721,2143.8192036151886,0.33857855,13300,4.3259883,10.0,340.81665,100,3133922,2050.0415,18106.686,[-0.193  1.25  -1.988 -1.892 -1.647],-0.1919452,4465.813,0.6512047,2.047064e-06,33.85786,4999.7344
134,57.89348,0.027255831,436.14,4354.190231060034,-1,1.73376,883.6793,0.00047571756,10.0,,True,6728.2544,5471592000.0,4354.19,3741.8564,,2.417569,2176.079681634903,0.17316328,13400,2.725583,10.0,173.376,100,3177536,4999.681,11387.362,[-0.174  1.256 -2.003 -1.902 -1.611],-0.22495031,4354.19,1.7273103,4.7571757e-06,17.316328,4999.681
135,1.2103109,0.010410772,418.53,4177.564768207753,-1,0.03711303,990.3328,0.4061683,10.0,169.83879,True,3717.3938,5950210.0,4007.7263,3565.226,,82.511375,2210.197686433792,0.0047929585,13500,1.0410771,10.0,3.711303,100,3219389,4829.887,4391.053,[-0.192  1.254 -1.997 -1.878 -1.644],-0.21118051,4177.5645,82.6234,0.004061683,0.47929582,4999.726
136,911.8691,0.119366474,432.6,4318.776953893723,-1,9.71067,852.6519,2.428628e-05,10.0,,True,37570.137,211879670000.0,4318.777,3706.437,,1.488772,2242.6808049678802,0.97098184,13600,11.936646,10.0,971.0671,100,3262649,4999.7344,56061.07,[-0.191  1.255 -2.004 -1.881 -1.63 ],-0.26676935,4318.777,0.109664865,2.428628e-07,97.0982,4999.7344
137,4.5769186,0.014905943,456.45,4558.9038661229615,-1,0.2756828,832.683,0.024469523,10.0,139.88287,True,5473.4478,237919000.0,4419.021,3946.5593,,16.894411,2277.4624819755554,0.033060018,13700,1.4905944,10.0,27.568281,100,3308294,4859.893,6783.4824,[-0.177  1.281 -2.001 -1.864 -1.686],-0.3039359,4558.904,21.84876,0.00024469523,3.306002,4999.776
138,16.21411,0.0183523,453.84,4533.15503431807,-1,0.7307252,934.64166,0.00096581224,10.0,,True,6235.4463,1382016000.0,4533.155,3920.8103,,5.761307,2312.635536670685,0.07422403,13800,1.83523,10.0,73.072525,100,3353678,4999.7754,8701.16,[-0.183  1.284 -2.005 -1.858 -1.723],-0.32574174,4533.155,6.167468,9.6581225e-06,7.422405,4999.7754
139,1.2400643,0.0107814,468.23,4677.736803445375,-1,0.02875708,778.3897,0.2724689,10.0,9.980907,True,4336.9053,5150483.5,4667.756,4065.395,,83.2892,2345.2187089920044,0.004829247,13900,1.0781399,10.0,2.875708,100,3400501,4989.7676,5018.798,[-0.168  1.288 -2.015 -1.86  -1.745],-0.33424765,4677.737,80.64098,0.002724689,0.48292467,4999.7485
140,1.6589746,0.011266661,474.82,4744.181031728541,-1,0.042457946,628.41345,0.18101117,10.0,319.7652,True,4591.7783,11750338.0,4424.416,4131.8384,,68.73726,2381.7958495616913,0.0075982343,14000,1.1266662,10.0,4.245795,100,3447983,4679.9897,5380.4824,[-0.172  1.288 -2.021 -1.86  -1.753],-0.32667634,4744.181,60.2782,0.0018101117,0.7598234,4999.755
141,1.0371896,0.010180345,481.95,4814.594260117537,-1,0.014998957,341.05505,0.63306534,10.0,3539.417,True,4291.998,13307109.0,1275.1774,4202.249,,96.60075,2416.813184261322,0.0019096935,14100,1.0180345,10.0,1.4998957,100,3496178,1460.3604,4915.6255,[-0.167  1.281 -2.024 -1.87  -1.746],-0.32820103,4814.594,96.41439,0.006330653,0.19096935,4999.7773
142,1.1869501,0.010434501,443.55,4430.063051310283,-1,0.029710958,1147.8344,0.47098592,10.0,,True,3965.2478,5650822.0,4430.063,3817.7246,,84.40402,2448.5032856464386,0.0044853482,14200,1.04345,10.0,2.9710958,100,3540533,4999.721,4632.3735,[-0.166  1.284 -2.013 -1.873 -1.747],-0.32617193,4430.063,84.24954,0.004709859,0.44853485,4999.721
143,2.5950754,0.011712042,465.71,4651.978197936474,-1,0.09977177,864.82336,0.0147879515,10.0,,True,4501.764,41305828.0,4651.978,4039.6418,,44.753994,2487.4135138988495,0.013012694,14300,1.1712043,10.0,9.977177,100,3587104,4999.704,5488.191,[-0.168  1.285 -2.025 -1.862 -1.745],-0.3300507,4651.978,38.534527,0.00014787952,1.3012694,4999.704
144,43.82629,0.03378092,455.61,4550.140160757031,-1,1.2931044,849.1046,0.0109780235,10.0,159.86545,True,12334.756,5847437000.0,4390.275,3937.7983,,4.3223352,2520.8333718776703,0.15893424,14400,3.3780918,10.0,129.31044,100,3632665,4839.8833,16388.545,[-0.169  1.271 -2.025 -1.876 -1.749],-0.3082883,4550.14,2.2817354,0.00010978023,15.893424,4999.7485
145,11.061446,0.015107462,479.39,4789.91925841667,-1,0.5495211,521.5161,0.008048912,10.0,579.70416,True,5287.6543,597248640.0,4210.2153,4177.5747,,7.0091205,2556.0930943489075,0.055027526,14500,1.5107465,10.0,54.95211,100,3680604,4420.0703,7324.237,[-0.155  1.251 -2.024 -1.893 -1.727],-0.29255256,4789.919,9.040409,8.048912e-05,5.502753,4999.7744
146,48.73927,0.028260855,479.49,4791.7598392594255,-1,2.0166054,700.77716,0.00073549955,10.0,9.979671,True,9170.419,9046031000.0,4781.78,4179.4106,,1.9483825,2594.607298851013,0.20048212,14600,2.8260856,10.0,201.66054,100,3728553,4989.829,13445.442,[-0.143  1.231 -2.025 -1.908 -1.711],-0.32172018,4791.76,2.0517337,7.3549954e-06,20.04821,4999.8086
147,9.031591,0.017003104,458.09,4575.551808607258,-1,0.20873547,895.4551,0.004889432,10.0,,True,6227.6855,250016740.0,4575.5522,3963.2056,,22.306433,2630.7694873809814,0.031732604,14700,1.7003105,10.0,20.873547,100,3774362,4999.785,8067.9453,[-0.158  1.217 -2.02  -1.907 -1.741],-0.3551054,4575.5522,11.072246,4.889432e-05,3.1732602,4999.785
148,42.098213,0.026295414,479.67,4792.690618755,-1,1.7499155,341.92722,0.0032911808,10.0,3739.6467,True,7489.1787,142333300.0,1053.044,4180.3364,,2.2438304,2668.0976452827454,0.17356299,14800,2.6295416,10.0,174.99155,100,3822329,1260.2083,11462.328,[-0.149  1.215 -2.019 -1.931 -1.774],-0.34646335,4792.6904,2.3753977,3.291181e-05,17.356298,4999.855
149,2.1799114,0.012174972,467.79,4673.026734356012,-1,0.061948337,472.34058,0.034629494,10.0,3229.255,True,4736.9536,18708804.0,1443.7719,4060.6777,,52.794075,2703.2415132522583,0.0115126055,14900,1.2174973,10.0,6.1948338,100,3869108,1770.5552,5641.058,[-0.165  1.208 -2.036 -1.913 -1.765],-0.3736259,4673.0264,45.873425,0.00034629492,1.1512605,4999.81
150,1.7948724,0.011036991,462.35,4617.7355669659555,-1,0.051356018,481.71515,0.124636255,10.0,3099.6125,True,4358.7896,14531399.0,1518.1232,4005.3853,,59.30325,2735.502506017685,0.009143053,15000,1.1036991,10.0,5.135602,100,3915343,1900.2087,5179.173,[-0.168  1.204 -2.035 -1.908 -1.793],-0.3791207,4617.736,55.714268,0.0012463626,0.91430527,4999.8213
151,1.2845256,0.010447733,470.01,4694.743356131258,-1,0.033985298,439.4968,0.17305082,10.0,3189.6335,True,4205.6006,11857188.0,1505.11,4082.3936,,79.84753,2769.6436824798584,0.005248745,15100,1.0447733,10.0,3.3985298,100,3962344,1810.177,4899.618,[-0.16   1.203 -2.02  -1.903 -1.798],-0.3802919,4694.743,77.84975,0.0017305082,0.5248745,4999.8105
152,26.797382,0.026418211,466.2,4656.224363746481,-1,1.1615486,438.57217,0.007351118,10.0,3449.3984,True,8731.457,215684340.0,1206.8259,4043.8694,,4.5226655,2806.576276063919,0.12138257,15200,2.6418214,10.0,116.15486,100,4008964,1550.457,11901.385,[-0.156  1.203 -2.024 -1.898 -1.799],-0.35219985,4656.2246,3.7317078,7.351118e-05,12.138257,4999.8555
153,581.92944,0.073471054,454.9,4542.725233216071,-1,6.9155636,542.4507,5.7858553e-05,10.0,3189.3235,True,21503.324,15360685000.0,1353.4017,3930.3713,,1.1282437,2845.428183555603,0.68778235,15300,7.347107,10.0,691.5564,100,4054454,1810.5242,36275.266,[-0.164  1.186 -2.028 -1.916 -1.771],-0.42358458,4542.725,0.17184214,5.785855e-07,68.77824,4999.8477
154,68.76968,0.025308514,466.86,4663.821055265683,-1,1.7800223,618.2522,0.00039623212,10.0,179.84738,True,7283.7266,7346427400.0,4483.9736,4051.4639,,2.0048966,2881.7767946720123,0.17693867,15400,2.530851,10.0,178.00223,100,4101140,4820.031,12361.854,[-0.159  1.19  -1.988 -1.979 -1.843],-0.4567039,4663.821,1.4541293,3.962321e-06,17.693867,4999.878
155,1.908269,0.011732816,440.25,4395.633636514027,-1,0.065841675,596.6819,0.16067068,10.0,2958.9211,True,4278.7637,16404988.0,1436.7125,3783.2705,,49.850582,2915.8197655677795,0.011767929,15500,1.1732814,10.0,6.5841675,100,4145165,2040.9988,5124.682,[-0.172  1.177 -1.991 -1.995 -1.876],-0.48293048,4395.6333,52.40351,0.0016067068,1.176793,4999.92
156,3.56791,0.012372501,427.9,4271.370967658711,-1,0.11956488,603.4895,0.031329628,10.0,2819.5566,True,4423.396,25171048.0,1451.8143,3659.0176,,31.82772,2951.5089461803436,0.018107507,15600,1.2372502,10.0,11.956489,100,4187955,2180.2852,5580.0645,[-0.173  1.172 -1.984 -1.99  -1.902],-0.48869875,4271.3706,28.027613,0.00031329627,1.8107506,4999.842
157,1.6470559,0.011839561,454.28,4537.063860324327,-1,0.055198755,582.1779,0.16788903,10.0,3159.4688,True,4579.262,16232822.0,1377.5952,3924.707,,62.08855,2987.60964179039,0.009251562,15700,1.1839561,10.0,5.5198755,100,4233383,1840.4077,5365.1475,[-0.168  1.186 -1.986 -1.976 -1.908],-0.5085051,4537.064,60.714394,0.0016788902,0.9251562,4999.8765
158,3.0376828,0.012007386,452.42,4518.051561959516,-1,0.093261555,531.7929,0.06475178,10.0,3149.4026,True,4528.557,20351252.0,1368.6489,3905.6943,,40.870102,3026.1004729270935,0.014442728,15800,1.2007388,10.0,9.326156,100,4278625,1850.4739,5595.8315,[-0.167  1.175 -1.985 -1.98  -1.927],-0.5031968,4518.052,32.91983,0.0006475178,1.4442728,4999.8765
159,2.072575,0.011167449,466.09,4655.943007978454,-1,0.08612781,487.6679,0.058044326,10.0,3299.152,True,4464.4175,17003478.0,1356.7909,4043.579,,50.27843,3062.455602645874,0.011105431,15900,1.1167449,10.0,8.612782,100,4325234,1700.7781,5346.0034,[-0.16   1.184 -1.986 -1.98  -1.922],-0.49539423,4655.9434,48.249157,0.00058044324,1.1105431,4999.93
160,2.684284,0.011751985,470.43,4699.609837249537,-1,0.08667626,426.79782,0.047428995,10.0,3489.397,True,4412.4844,19676046.0,1210.213,4087.2517,,38.65568,3099.0809586048126,0.014804429,16000,1.1751986,10.0,8.667626,100,4372277,1510.4829,5415.758,[-0.154  1.19  -1.981 -1.977 -1.914],-0.50138134,4699.61,37.253883,0.00047428993,1.4804431,4999.88
161,3.9971359,0.0127583435,460.08,4595.4083632233815,-1,0.11227921,628.8357,0.013385441,10.0,389.64807,True,4841.267,71580984.0,4205.7607,3983.0532,,32.09631,3132.5789489746094,0.018557245,16100,1.2758344,10.0,11.227921,100,4418285,4610.2124,6065.539,[-0.163  1.197 -1.972 -1.977 -1.92 ],-0.49950933,4595.408,25.017914,0.00013385441,1.8557245,4999.8604
162,30.92289,0.02399559,475.74,4752.822337311747,-1,0.58837056,384.13846,0.0011425472,10.0,3529.5547,True,8431.607,235178180.0,1223.2677,4140.463,,6.972767,3164.6521365642548,0.087646365,16200,2.399559,10.0,58.83706,100,4465859,1470.3379,11836.836,[-0.153  1.195 -1.972 -1.979 -1.918],-0.5193788,4752.8223,3.2338505,1.1425472e-05,8.764637,4999.8926
163,93.85335,0.029021272,489.21,4889.344008962304,-1,2.1604183,276.67645,0.00082204386,10.0,3549.0527,True,8534.412,1086792700.0,1340.2914,4276.9883,,1.7940246,3198.3571960926056,0.21471936,16300,2.9021273,10.0,216.04184,100,4514780,1450.8071,14466.783,[-0.143  1.216 -1.904 -2.021 -1.938],-0.5052179,4889.3438,1.065492,8.220439e-06,21.471937,4999.86
164,950.5104,0.18750252,490.23,4899.947726975843,-1,18.13796,233.76085,9.459054e-05,10.0,4008.8804,True,74857.72,37965636000.0,891.06744,4287.586,,1.0684654,3234.2689447402954,1.8042399,16400,18.750252,10.0,1813.796,100,4563803,991.03174,93737.04,[-0.132  1.182 -1.901 -2.037 -1.924],-0.5668096,4899.9478,0.10520664,9.459054e-07,180.42398,4999.912
165,7.823075,0.01409147,491.6,4914.228411238108,-1,0.34770763,505.92572,0.004962807,10.0,,True,5181.655,387039260.0,4914.2285,4301.8765,,10.829256,3276.0692858695984,0.040436,16500,1.409147,10.0,34.770763,100,4612963,4999.833,6894.3887,[-0.126  1.221 -1.896 -2.041 -1.986],-0.5600964,4914.2285,12.782698,4.962807e-05,4.0436,4999.833
166,2.664587,0.011947223,492.89,4926.806871426012,-1,0.12886252,208.02214,0.033062372,10.0,3679.2192,True,4853.4434,23567712.0,1247.5875,4314.4487,,36.565937,3313.53741645813,0.01573584,16600,1.1947224,10.0,12.886251,100,4662252,1320.6606,5853.0293,[-0.133  1.203 -1.899 -2.044 -1.979],-0.54635406,4926.807,37.529266,0.0003306237,1.5735841,4999.88
167,512.57446,0.0786295,488.61,4883.257563102598,-1,6.8235226,251.49043,6.447796e-05,10.0,3989.692,True,24762.46,4940714500.0,893.5656,4270.901,,1.3222432,3351.527857065201,0.6792653,16700,7.8629503,10.0,682.3523,100,4711113,1010.17773,38626.277,[-0.141  1.203 -1.914 -2.045 -1.965],-0.5612165,4883.2573,0.1950936,6.4477956e-07,67.92654,4999.8696
168,273.84708,0.05932866,473.21,4727.476013763018,-1,4.591412,404.43692,8.8542205e-05,10.0,3559.2095,True,15169.147,1172999400.0,1168.2666,4115.116,,1.6498778,3384.85715341568,0.45806402,16800,5.932867,10.0,459.1412,100,4758434,1440.6831,25302.668,[-0.157  1.227 -1.913 -2.024 -1.98 ],-0.55319905,4727.476,0.36516732,8.85422e-07,45.8064,4999.8926
169,1.8407795,0.010948543,458.18,4576.194489725961,-1,0.10017032,508.92136,0.08946374,10.0,3279.3208,True,4267.8467,14966156.0,1296.8738,3963.8354,,48.76735,3422.082617998123,0.011221868,16900,1.0948544,10.0,10.017033,100,4804252,1720.5723,5098.667,[-0.166  1.2   -1.916 -2.038 -1.972],-0.5517957,4576.195,54.32481,0.0008946374,1.1221869,4999.893
170,21.802454,0.025475953,466.39,4659.611535650146,-1,1.5999124,646.1341,0.010617301,10.0,,True,8546.529,4770008000.0,4659.6113,4047.2515,,2.5112844,3455.3746016025543,0.15873024,17000,2.5475955,10.0,159.99124,100,4850891,4999.898,11405.827,[-0.161  1.206 -1.914 -2.031 -1.971],-0.534537,4659.6113,4.58664,0.00010617301,15.873024,4999.898
171,1.092294,0.01026403,474.12,4737.202642376679,-1,0.020395644,577.9374,0.48615766,10.0,189.8356,True,4232.5522,2064339.8,4547.367,4124.8438,,93.35154,3489.7687559127808,0.0027391575,17100,1.0264028,10.0,2.0395644,100,4898303,4810.0522,4872.546,[-0.15   1.213 -1.94  -2.033 -1.953],-0.52719116,4737.2026,91.550446,0.0048615765,0.27391577,4999.8877
172,1.874904,0.011342725,482.27,4819.016725043265,-1,0.04897499,345.52805,0.061461147,10.0,3609.0762,True,4654.4575,18125972.0,1209.9407,4206.6587,,63.490303,3525.88276219368,0.008601375,17200,1.1342726,10.0,4.897499,100,4946530,1390.8042,5492.9414,[-0.148  1.211 -1.941 -2.035 -1.946],-0.525339,4819.017,53.336063,0.00061461143,0.8601375,4999.8804
173,1.2443175,0.010605919,487.33,4869.660256293134,-1,0.0482127,228.45682,0.28070837,10.0,4099.3584,True,4477.1016,19307770.0,770.30194,4257.3022,,76.5515,3559.15220451355,0.0058698766,17300,1.0605919,10.0,4.82127,100,4995263,900.5283,5160.181,[-0.142  1.214 -1.944 -2.038 -1.944],-0.5159021,4869.66,80.36534,0.0028070838,0.5869877,4999.8867
174,802.39905,0.10073332,490.06,4897.694676974219,-1,8.028264,248.30505,0.00016990612,10.0,3699.3354,True,32512.674,12339724000.0,1198.3593,4285.3354,,1.5511787,3591.2998988628387,0.8025046,17400,10.073333,10.0,802.8264,100,5044269,1300.5586,49858.766,[-0.144  1.222 -1.944 -2.035 -1.935],-0.527579,4897.695,0.12462627,1.6990612e-06,80.25047,4999.894
175,4.774397,0.014065044,494.35,4940.975440736202,-1,0.17939018,161.24924,0.0033287776,10.0,4109.6123,True,5595.8623,38327576.0,831.3633,4328.617,,23.50016,3631.5133271217346,0.02537675,17500,1.4065045,10.0,17.939018,100,5093704,890.272,6933.889,[-0.126  1.193 -1.95  -2.053 -1.947],-0.55700904,4940.975,20.945053,3.3287775e-05,2.5376747,4999.8843
176,1.2642792,0.010421831,477.59,4773.150931202041,-1,0.027468974,738.22864,0.2800601,10.0,,True,4316.3193,6587268.5,4773.151,4160.788,,81.66777,3672.3774375915527,0.0049377177,17600,1.042183,10.0,2.7468975,100,5141463,4999.9194,5004.861,[-0.133  1.191 -1.95  -2.044 -1.976],-0.5609132,4773.151,79.09645,0.002800601,0.4937718,4999.9194
177,5.4188075,0.013858062,491.12,4909.330741493678,-1,0.15861435,510.10806,0.007369312,10.0,,True,5441.9126,155723410.0,4909.33,4296.97,,23.80521,3710.8220961093903,0.024793003,17700,1.3858063,10.0,15.861436,100,5190575,4999.9023,6867.3857,[-0.13   1.194 -1.952 -2.035 -1.98 ],-0.581704,4909.33,18.454245,7.369312e-05,2.4793003,4999.9023
178,3.4776716,0.013008369,494.5,4943.232183710055,-1,0.100498624,163.36292,0.029069155,10.0,4079.3157,True,5345.9424,30943816.0,863.91656,4330.875,,36.883774,3747.210547208786,0.017016714,17800,1.3008369,10.0,10.049863,100,5240025,920.56714,6487.8994,[-0.126  1.213 -1.952 -2.025 -2.001],-0.5895611,4943.2324,28.754871,0.00029069156,1.7016716,4999.883
179,1.5096669,0.01104217,499.15,4990.699277934967,-1,0.029858703,51.295753,0.20621839,10.0,4619.259,True,4761.0483,26340774.0,371.44055,4378.344,,75.07958,3785.160858631134,0.0063616703,17900,1.104217,10.0,2.9858704,100,5289940,380.5996,5513.44,[-0.122  1.226 -1.924 -2.015 -2.008],-0.60120267,4990.699,66.23978,0.0020621838,0.63616705,4999.8584
180,67510.99,0.59656,488.75,4886.632636305749,-1,58.905273,703.9493,1.7070748e-06,10.0,,True,104292.61,6744912700000.0,4886.633,4274.2754,,1.0256445,3828.905033826828,5.8602605,18000,59.65599,10.0,5890.5273,100,5338815,4999.8794,263400.75,[-0.117  1.223 -1.923 -2.02  -2.02 ],-0.5799016,4886.633,0.0014812403,1.7070748e-08,586.02606,4999.8794
181,10.025239,0.015784986,488.68,4884.718450674564,-1,0.27098233,527.39355,0.011117942,10.0,,True,5891.928,357444670.0,4884.7183,4272.3594,,14.987624,3869.7746114730835,0.037594024,18100,1.5784985,10.0,27.098232,100,5387683,4999.8896,7830.8193,[-0.138  1.239 -1.926 -2.011 -1.999],-0.61267096,4884.7183,9.974825,0.00011117941,3.7594023,4999.8896
182,4.6798024,0.013645548,496.36,4961.929381706784,-1,0.33392504,127.76877,0.057977702,10.0,4339.164,True,5161.8965,35698190.0,622.76544,4349.571,,13.050133,3907.723877429962,0.035222314,18200,1.3645548,10.0,33.392506,100,5437319,660.7261,6486.6035,[-0.133  1.257 -1.931 -2.005 -2.032],-0.6043096,4961.929,21.368423,0.000579777,3.5222316,4999.89
183,1.4835324,0.011174458,482.99,4827.250851267988,-1,0.046784885,698.9376,0.17437449,10.0,9.980156,True,4671.671,11448624.0,4817.271,4214.8916,,72.23035,3944.4084367752075,0.006928701,18300,1.117446,10.0,4.6784887,100,5485618,4989.914,5417.527,[-0.142  1.252 -1.914 -1.986 -2.023],-0.61447805,4827.251,67.406685,0.0017437448,0.69287014,4999.894
184,128.83092,0.043102577,488.12,4879.04444780854,-1,3.1256576,476.64197,0.0034136535,10.0,559.595,True,12689.758,14727485000.0,4319.449,4266.6865,,1.8842007,3983.594488143921,0.31103495,18400,4.3102584,10.0,312.56577,100,5534430,4440.282,19640.24,[-0.142  1.244 -1.917 -1.995 -2.033],-0.6041548,4879.045,0.7762112,3.4136534e-05,31.10349,4999.877
185,1.5410357,0.0107334,491.36,4911.225247054019,-1,0.043979526,232.94804,0.07931171,10.0,3859.2307,True,4533.0317,18021810.0,1051.9945,4298.8667,,66.876854,4024.5514523983,0.0075537954,18500,1.0733399,10.0,4.3979526,100,5583566,1140.6594,5293.2046,[-0.154  1.266 -1.918 -1.977 -2.023],-0.6090389,4911.225,64.891426,0.0007931171,0.7553796,4999.89
186,5.741484,0.01422201,482.87,4826.430046975751,-1,0.39992604,706.91864,0.014266343,10.0,,True,5059.4062,274903000.0,4826.43,4214.071,,10.790658,4063.9664504528046,0.040892363,18600,1.422201,10.0,39.992603,100,5631853,4999.89,6526.7036,[-0.148  1.256 -1.919 -1.976 -2.028],-0.6168822,4826.43,17.417099,0.00014266343,4.0892367,4999.89
187,1.3196133,0.010547288,481.93,4815.918456360831,-1,0.0548211,556.9172,0.18972433,10.0,9.980404,True,4423.7266,10492365.0,4805.938,4203.559,,73.30369,4104.7281794548035,0.0063650743,18700,1.0547287,10.0,5.48211,100,5680046,4989.913,5127.171,[-0.158  1.253 -1.921 -1.974 -2.036],-0.62444913,4815.9185,75.77977,0.0018972432,0.63650745,4999.8936
188,32.55948,0.023085441,487.41,4870.479104345896,-1,1.3751051,243.68362,0.00095278665,10.0,3979.0222,True,6391.155,86436320.0,891.45685,4258.115,,2.73282,4143.046112537384,0.13772596,18800,2.308544,10.0,137.51051,100,5728787,1020.9055,9885.357,[-0.154  1.251 -1.92  -1.974 -2.043],-0.61913294,4870.479,3.0713022,9.5278665e-06,13.772596,4999.9277
189,1.049151,0.010283049,473.01,4725.134163771286,-1,0.01721693,392.03674,0.61260426,10.0,3439.0625,True,4239.8076,12883384.0,1286.0718,4112.7812,,96.31353,4182.540940761566,0.002011794,18900,1.0283048,10.0,1.721693,100,5776088,1560.7744,4867.0283,[-0.167  1.253 -1.913 -1.971 -2.038],-0.6175309,4725.1343,95.31517,0.0061260425,0.2011794,4999.837
190,1.1269817,0.010315732,461.86,4612.855594311827,-1,0.026384983,622.4889,0.38498223,10.0,,True,4109.661,3550916.2,4612.8555,4000.4932,,88.1758,4218.581974029541,0.0037775564,19000,1.031573,10.0,2.6384983,100,5822274,4999.9214,4759.7417,[-0.167  1.254 -1.909 -1.98  -2.036],-0.60822314,4612.8555,88.73258,0.003849822,0.37775564,4999.9214
191,2.5371482,0.011742127,472.03,4715.216607462404,-1,0.09208082,396.8429,0.022233933,10.0,3559.7153,True,4426.3228,20192656.0,1155.5013,4102.8574,,36.50807,4256.309648513794,0.015485013,19100,1.1742127,10.0,9.208082,100,5869477,1440.1748,5401.7144,[-0.167  1.254 -1.913 -1.986 -2.027],-0.6180648,4715.217,39.41433,0.00022233932,1.5485013,4999.89
192,4.6070323,0.015590024,466.91,4663.511523960015,-1,0.14218459,445.17374,0.022111205,10.0,3459.1707,True,5927.306,41619484.0,1204.341,4051.1528,,24.727684,4294.794936418533,0.027200244,19200,1.5590026,10.0,14.218458,100,5916168,1540.7175,7241.673,[-0.174  1.261 -1.903 -1.981 -2.037],-0.5974798,4663.511,21.705948,0.00022111204,2.7200246,4999.888
193,142.33154,0.042644724,468.02,4674.759348029826,-1,2.9252853,600.73157,0.00019857769,10.0,169.83286,True,11131.832,14046517000.0,4504.927,4062.4055,,2.0685494,4330.980766057968,0.29342255,19300,4.2644725,10.0,292.52853,100,5962970,4830.0146,18437.383,[-0.171  1.262 -1.9   -1.951 -2.016],-0.6296696,4674.7593,0.7025849,1.9857769e-06,29.342255,4999.8477
194,3.8670433,0.014439946,434.67,4339.557387077095,-1,0.1496042,905.6001,0.01866683,10.0,,True,4759.6743,74050670.0,4339.557,3727.1943,,28.802225,4364.3981757164,0.022703128,19400,1.4439946,10.0,14.960421,100,6006437,4999.921,5963.8735,[-0.186  1.265 -1.898 -1.942 -2.049],-0.6336286,4339.557,25.85955,0.0001866683,2.2703128,4999.921
195,27.402613,0.024309088,455.29,4547.279511017342,-1,0.6169661,674.14935,0.00080986053,10.0,9.980598,True,8416.625,1306878600.0,4537.299,3934.9172,,10.123686,4395.810515403748,0.07243057,19500,2.4309087,10.0,61.696617,100,6051966,4989.935,11622.188,[-0.189  1.251 -1.898 -1.954 -2.053],-0.6472454,4547.28,3.649287,8.098606e-06,7.2430573,4999.9155
196,1.2189277,0.010687031,462.29,4617.106775985705,-1,0.03054956,467.91864,0.30099356,10.0,3539.5908,True,4291.435,15064105.0,1077.516,4004.751,,83.212814,4436.26689863205,0.0048001064,19600,1.068703,10.0,3.054956,100,6098195,1460.2744,4967.507,[-0.185  1.279 -1.906 -1.948 -2.066],-0.65661436,4617.1064,82.039314,0.0030099356,0.4800107,4999.865
197,189.32033,0.038560163,457.8,4572.211211289351,-1,3.160334,676.38495,0.00074886245,10.0,,True,10626.177,24880316000.0,4572.2114,3959.8542,,1.485993,4468.1595277786255,0.31396368,19700,3.856016,10.0,316.03342,100,6143975,4999.875,19051.826,[-0.183  1.275 -1.902 -1.951 -2.076],-0.6592786,4572.2114,0.5282053,7.4886243e-06,31.396366,4999.875
