Weights,ReturnMeanIW,InitialReturnMean,Iteration,EmpiricalD2Harmonic,MinTargetPdf,Bound,MinIW,MeanEntropy,MinBehavPdf,MaxIW,EpRewMean,EpLenMean,ReturnStepMaxmin,InitialReturnStd,EpThisIter,InitialReturnMin,LearnableVariance,VarianceInitializer,InitialBound,DivergenceHarmonic,ESSRenyiHarmonic,Penalization,StdWReturnMean,StdIW,MeanIW,EpisodesSoFar,Inner Iteration,EmpiricalD2Arithmetic,ESSRenyiArithmetic,TimeElapsed,InitialReturnMax,ReturnStepMax,MeanD2-0,TimestepsSoFar,WReturnMean
[-0.009  0.676 -3.593 -1.539],4438445000000.0,4999.4546,364,1.0,-241.35193,-3.2697544e+20,0.22888905,0.4189424,-241.35193,13202742.0,4999.454412682757,500.0,10.0,0.09225177,100,4999.137,,-1,-26437760.0,5.133227e+28,100.0,True,,1383860.8,177572.42,36400,1,1.0,100.0,16980.74710202217,4999.6577,10.0,1.0,15517806,24994544.0
[ 0.05   0.695 -3.591 -1.542],12751921000.0,4999.4067,365,1.0,-247.67572,-548490170000000.0,0.06821303,0.4189424,-247.67572,8378.182,4999.406984514045,500.0,10.0,0.10740027,100,4999.047,,-1,-26437252.0,1.4444332e+17,100.0,True,,1431.0498,510.22702,36500,1,1.0,100.0,17005.14974451065,4999.6006,10.0,1.0,15567806,24994070.0
[-0.017  0.651 -3.581 -1.637],5842635000.0,4949.59,366,1.0,-254.72913,-15449351000000.0,0.041234642,0.4189424,-254.72913,12866.365,4949.590328168115,495.02,10.0,496.4494,100,9.980991,,-1,-26188130.0,114510510000000.0,100.0,True,,1357.1398,233.76498,36600,1,1.0,100.0,17027.775393009186,4999.677,10.0,1.0,15617308,24744904.0
[ 0.019  0.689 -3.577 -1.603],5028057600.0,4999.4536,367,1.0,-249.58907,-2.9869346e+19,0.29347813,0.4189424,-249.58907,2966.5283,4999.453630156852,500.0,10.0,0.08742307,100,4999.2134,,-1,-26437764.0,4.283554e+26,100.0,True,,410.87753,201.17018,36700,1,1.0,100.0,17052.76276254654,4999.6787,10.0,1.0,15667308,24994536.0
[-0.067  0.669 -3.576 -1.692],219389890000.0,4375.574,368,1.0,-254.9039,-4.3152483e+18,0.027296886,0.4189424,-254.9039,471334.84,4375.574290363816,438.1,10.0,882.3953,100,,,-1,-21367486.0,8.940666e+24,100.0,True,,51660.555,11485.626,36800,1,1.0,100.0,17075.22659420967,4999.663,10.0,1.0,15711118,19924272.0
[-0.01   0.694 -3.579 -1.688],253134060.0,4999.4893,369,1.0,-240.152,-6219265700000000.0,0.018454783,0.4189424,-240.152,131.71568,4999.489366009933,500.0,10.0,0.09593668,100,4999.075,,-1,-26438116.0,1.8570866e+19,100.0,True,,18.60725,10.127606,36900,1,1.0,100.0,17102.84538459778,4999.676,10.0,1.0,15761118,24994892.0
[-0.058  0.662 -3.578 -1.712],520612680000.0,4655.3564,370,1.0,-239.85593,-3.3125207e+20,0.121269345,0.4189424,-239.85593,706974.56,4655.356594664598,465.95,10.0,557.0453,100,2969.7432,,-1,-23425886.0,5.2681724e+28,100.0,True,,104893.72,33396.45,37000,1,1.0,100.0,17124.700922250748,4999.7075,10.0,1.0,15807713,21982644.0
[ 3.493e-03  6.730e-01 -3.578e+00 -1.713e+00],146113700000.0,4949.486,371,1.0,-247.73245,-1927838600000.0,0.12574278,0.4189424,-247.73245,328653.34,4949.485822629195,495.01,10.0,497.44205,100,,,-1,-26188086.0,1524169200000.0,100.0,True,,38538.6,5846.152,37100,1,1.0,100.0,17147.89600300789,4999.6816,10.0,1.0,15857214,24744858.0
[ 0.022  0.586 -3.574 -1.801],4783636000.0,4999.511,372,1.0,-255.15477,-5193188500000.0,0.10832761,0.4189424,-255.15477,16255.677,4999.51166627861,500.0,10.0,0.08074926,100,4999.2515,,-1,-26438358.0,12924434000000.0,100.0,True,,1619.5366,191.38129,37200,1,1.0,100.0,17172.551807641983,4999.7046,10.0,1.0,15907214,24995116.0
[ 0.071  0.625 -3.571 -1.8  ],13446818000.0,4899.5933,373,1.0,-240.64679,-46903614000000.0,0.008404469,0.4189424,-240.64679,38150.188,4899.593386357657,490.03,10.0,699.2294,100,,,-1,-25938154.0,1055653700000000.0,100.0,True,,3824.072,538.0545,37300,1,1.0,100.0,17194.411291360855,4999.664,10.0,1.0,15956217,24494936.0
[-0.008  0.688 -3.57  -1.726],1453641600000.0,4999.496,374,1.0,-244.98979,-1.2813148e+19,0.10545392,0.4189424,-244.98979,3659562.0,4999.496255628829,500.0,10.0,0.10218584,100,4999.096,,-1,-26438194.0,7.882442e+25,100.0,True,,383476.9,58156.34,37400,1,1.0,100.0,17222.433116436005,4999.6895,10.0,1.0,16006217,24994960.0
[ 0.05   0.609 -3.568 -1.804],122489760000.0,4999.48,375,1.0,-245.4851,-1981293500000000.0,0.0376306,0.4189424,-245.4851,327062.47,4999.480127932884,500.0,10.0,0.09983573,100,4999.1616,,-1,-26438016.0,1.8845286e+18,100.0,True,,33199.94,4900.5806,37500,1,1.0,100.0,17248.095525979996,4999.6616,10.0,1.0,16056217,24994800.0
[ 0.121  0.538 -3.56  -1.879],29550922000.0,4949.4624,376,1.0,-262.3477,-117755890000000.0,0.08726178,0.4189424,-262.3477,39697.77,4949.4622104269065,495.01,10.0,497.43967,100,,,-1,-26187856.0,6654198000000000.0,100.0,True,,4664.53,1182.3666,37600,1,1.0,100.0,17272.775445461273,4999.6914,10.0,1.0,16105718,24744622.0
[ 0.099  0.451 -3.563 -1.966],9033790000.0,4899.5874,377,1.0,-247.3196,-169486760000000.0,0.117893934,0.4189424,-247.3196,6054.5005,4899.587452680281,490.03,10.0,699.22864,100,,,-1,-25938110.0,1.3790312e+16,100.0,True,,980.4845,361.4689,37700,1,1.0,100.0,17297.438592910767,4999.6904,10.0,1.0,16154721,24494878.0
[ 0.007  0.395 -3.563 -2.028],10788227000000.0,4933.253,378,1.0,-254.0927,-9.024698e+22,0.119586155,0.4189424,-254.0927,36173564.0,4933.2532606778395,493.4,10.0,377.76428,100,2679.6697,,-1,-25922934.0,3.9102725e+33,100.0,True,,4130675.2,708803.44,37800,1,1.0,100.0,17322.718462467194,4999.711,10.0,1.0,16204061,24479692.0
[ 0.065  0.419 -3.562 -2.023],3765427800000.0,4949.613,379,1.0,-251.19115,-2.7793965e+19,0.0602934,0.4189424,-251.19115,12797318.0,4949.612904883707,495.02,10.0,496.45184,100,9.979603,,-1,-26188374.0,3.70889e+26,100.0,True,,1286697.9,150648.2,37900,1,1.0,100.0,17349.9031355381,4999.707,10.0,1.0,16253563,24745132.0
[ 0.173  0.406 -3.566 -1.963],4426519500000.0,4999.392,380,1.0,-245.4777,-3133565000000000.0,0.024365194,0.4189424,-245.4777,17492926.0,4999.391746437798,500.0,10.0,0.13762216,100,4998.8457,,-1,-26437132.0,4.7012094e+18,100.0,True,,1740330.8,177117.42,38000,1,1.0,100.0,17373.65411067009,4999.658,10.0,1.0,16303563,24993918.0
[ 0.211  0.509 -3.578 -1.903],14073602000.0,4949.576,381,1.0,-238.23541,-154403730000.0,0.010961159,0.4189424,-238.23541,18048.39,4949.576360477098,495.03,10.0,495.44504,100,19.960663,,-1,-26186982.0,9455046000.0,100.0,True,,2040.6967,563.08624,38100,1,1.0,100.0,17394.901844263077,4999.653,10.0,1.0,16353066,24743772.0
[ 0.254  0.462 -3.579 -2.011],262066130000.0,4899.514,382,1.0,-249.75304,-2.3202588e+16,0.09661062,0.4189424,-249.75304,484238.1,4899.514241491872,490.04,10.0,698.5049,100,9.980652,,-1,-25936318.0,2.5849302e+20,100.0,True,,53274.785,10486.456,38200,1,1.0,100.0,17419.25907588005,4999.584,10.0,1.0,16402070,24493150.0
[ 0.241  0.575 -3.581 -1.959],323803120000.0,4949.389,383,1.0,-251.56596,-5.713029e+17,0.34031594,0.4189424,-251.56596,303611.62,4949.389654014086,495.01,10.0,497.4324,100,,,-1,-26187120.0,1.5670648e+23,100.0,True,,50402.117,12956.519,38300,1,1.0,100.0,17441.876185655594,4999.674,10.0,1.0,16451571,24743896.0
[ 0.009  0.59  -3.665 -1.924],60367757000.0,4999.541,384,1.0,-243.98946,-13585558000000.0,0.04685777,0.4189424,-243.98946,125544.734,4999.541291359988,500.0,10.0,0.083571345,100,4999.2686,,-1,-26438658.0,87827220000000.0,100.0,True,,13242.348,2415.1318,38400,1,1.0,100.0,17464.91157913208,4999.709,10.0,1.0,16501571,24995414.0
[ 0.031  0.656 -3.666 -1.821],23248028000.0,4949.5186,385,1.0,-250.78502,-793404300000.0,0.01409633,0.4189424,-250.78502,49251.125,4949.518722317725,495.01,10.0,497.44534,100,,,-1,-26188432.0,284773500000.0,100.0,True,,5048.2183,930.1075,38500,1,1.0,100.0,17491.155927419662,4999.7104,10.0,1.0,16551072,24745188.0
[ 0.01   0.77  -3.667 -1.774],7361048600.0,4899.6177,386,1.0,-248.64563,-85423505000.0,0.22317103,0.4189424,-248.64563,25089.078,4899.617593509608,490.03,10.0,699.2327,100,,,-1,-25938408.0,2925742000.0,100.0,True,,2507.6396,294.5172,38600,1,1.0,100.0,17516.47312784195,4999.6826,10.0,1.0,16600075,24495178.0
[ 0.068  0.787 -3.685 -1.774],9085036000.0,4999.471,387,1.0,-254.05327,-998449200000.0,0.0065370225,0.4189424,-254.05327,7887.6455,4999.471040999533,500.0,10.0,0.091098644,100,4999.22,,-1,-26437918.0,469976060000.0,100.0,True,,1051.428,363.48062,38700,1,1.0,100.0,17541.077212810516,4999.6484,10.0,1.0,16650075,24994708.0
[ 0.022  0.882 -3.686 -1.707],1143801600.0,4899.463,388,1.0,-252.8821,-1.12983296e+21,0.061734512,0.4189424,-252.8821,1261.0236,4899.46302773709,490.02,10.0,699.9233,100,,,-1,-25937838.0,6.129042e+29,100.0,True,,134.06566,45.78387,38800,1,1.0,100.0,17563.879251241684,4999.6465,10.0,1.0,16699077,24494630.0
[-0.079  0.952 -3.707 -1.696],1016977800000.0,4858.676,389,1.0,-246.7232,-16462644000000.0,0.011282216,0.4189424,-246.7232,3958500.0,4858.675426830166,486.06,10.0,570.4088,100,,,-1,-25375300.0,114545360000000.0,100.0,True,,393764.6,40731.53,38900,1,1.0,100.0,17587.553346395493,4999.646,10.0,1.0,16747683,23932092.0
[-0.055  0.863 -3.716 -1.78 ],5464475000000.0,4970.796,390,1.0,-247.15154,-1.2842212e+23,0.02669468,0.4189424,-247.15154,14774642.0,4970.795866836346,497.2,10.0,133.35504,100,4189.638,,-1,-26169814.0,7.9184135e+33,100.0,True,,1526660.1,233709.94,39000,1,1.0,100.0,17610.03199338913,4999.662,10.0,1.0,16797403,24726596.0
[ 0.007  0.854 -3.711 -1.786],109446860.0,4899.6016,391,1.0,-250.55687,-256138870000.0,0.07257916,0.4189424,-250.55687,50.9859,4899.601613190781,490.03,10.0,699.2306,100,,,-1,-25938278.0,31471124000.0,100.0,True,,6.1241574,4.3991137,39100,1,1.0,100.0,17631.866020679474,4999.7373,10.0,1.0,16846406,24495018.0
[-0.037  0.816 -3.712 -1.809],183614360000000.0,4935.234,392,1.0,-241.99306,-1.4720104e+20,0.12396722,0.4189424,-241.99306,784502460.0,4935.234131338225,493.6,10.0,507.18335,100,9.979962,,-1,-26057004.0,1.0403265e+28,100.0,True,,78264504.0,8574106.0,39200,1,1.0,100.0,17655.59982252121,4999.69,10.0,1.0,16895766,24613770.0
[ 0.024  0.824 -3.715 -1.814],71070650000000.0,4999.497,393,1.0,-263.28143,-1.096704e+18,0.060087662,0.4189424,-263.28143,283279500.0,4999.49725310347,500.0,10.0,0.09165612,100,4999.2705,,-1,-26438200.0,5.773996e+23,100.0,True,,28185000.0,2843571.0,39300,1,1.0,100.0,17681.813764572144,4999.676,10.0,1.0,16945766,24994974.0
[ 0.127  0.848 -3.718 -1.747],6311692000.0,4949.4243,394,1.0,-241.68149,-96837845000.0,0.054934632,0.4189424,-241.68149,3994.2158,4949.424401224149,495.01,10.0,497.43588,100,,,-1,-26187468.0,3934625800.0,100.0,True,,676.63715,252.53804,39400,1,1.0,100.0,17705.579918146133,4999.672,10.0,1.0,16995267,24744244.0
[ 0.079  0.96  -3.717 -1.718],3496683000.0,4851.5864,395,1.0,-246.24574,-134123010000.0,0.03661558,0.4189424,-246.24574,8953.161,4851.5863237924195,485.25,10.0,840.49457,100,,,-1,-25687502.0,8192968700.0,100.0,True,,895.3539,139.9252,39500,1,1.0,100.0,17728.844122886658,4999.601,10.0,1.0,17043792,24244320.0
[ 0.178  1.026 -3.706 -1.681],3206140400000.0,4949.3877,396,1.0,-247.16544,-58125076000000.0,0.23936911,0.4189424,-247.16544,10513623.0,4949.387365605908,495.02,10.0,496.42905,100,9.981138,,-1,-26186012.0,1448276300000000.0,100.0,True,,1057711.8,128283.27,39600,1,1.0,100.0,17751.393366336823,4999.5225,10.0,1.0,17093294,24742876.0
[ 0.214  0.95  -3.719 -1.772],526939030000.0,4901.3755,397,1.0,-247.8915,-2.3961956e+20,0.027851414,0.4189424,-247.8915,434983.22,4901.375333835205,490.22,10.0,686.03906,100,9.9833555,,-1,-25937330.0,2.7568524e+28,100.0,True,,73289.164,21084.588,39700,1,1.0,100.0,17776.150656223297,4999.6323,10.0,1.0,17142316,24494130.0
[ 1.440e-03  1.044e+00 -3.766e+00 -1.694e+00],33531748000.0,4999.371,398,1.0,-262.59882,-7059089000000.0,0.08517015,0.4189424,-262.59882,64161.125,4999.370817498974,500.0,10.0,0.10829011,100,4999.0977,,-1,-26436896.0,23699426000000.0,100.0,True,,6602.7847,1341.5903,39800,1,1.0,100.0,17799.97696328163,4999.6113,10.0,1.0,17192316,24993708.0
[-0.016  1.095 -3.76  -1.581],307959920000.0,4899.459,399,1.0,-257.80344,-1.14612584e+18,0.010900448,0.4189424,-257.80344,258317.47,4899.458825569742,490.04,10.0,698.49695,100,9.980124,,-1,-25935744.0,6.307575e+23,100.0,True,,41657.312,12322.335,39900,1,1.0,100.0,17824.743488311768,4999.549,10.0,1.0,17241320,24492592.0
[ 0.055  1.01  -3.765 -1.638],258808710000.0,4949.47,400,1.0,-247.83875,-12361760000000.0,0.04990572,0.4189424,-247.83875,483249.03,4949.470035343193,495.02,10.0,496.4373,100,9.981521,,-1,-26186912.0,70331167000000.0,100.0,True,,54495.723,10355.652,40000,1,1.0,100.0,17847.07380962372,4999.643,10.0,1.0,17290822,24743704.0
[ 1.618e-03  9.329e-01 -3.780e+00 -1.720e+00],11565029000000.0,4999.4463,401,1.0,-248.01132,-5.374042e+17,0.038003366,0.4189424,-248.01132,45014604.0,4999.446261756279,500.0,10.0,0.098808296,100,4999.173,,-1,-26437656.0,1.3866207e+23,100.0,True,,4478316.0,462690.47,40100,1,1.0,100.0,17870.182725191116,4999.617,10.0,1.0,17340822,24994464.0
[ 0.084  0.995 -3.781 -1.649],189286150000.0,4950.8584,402,1.0,-258.99063,-71468170000000.0,0.07462528,0.4189424,-258.99063,356586.56,4950.85828773517,495.16,10.0,482.5165,100,149.88011,,-1,-26187000.0,2439517000000000.0,100.0,True,,38958.168,7573.7964,40200,1,1.0,100.0,17894.477439403534,4999.5947,10.0,1.0,17390338,24743820.0
[ 0.116  0.916 -3.784 -1.741],52256660000.0,4999.4077,403,1.0,-251.30865,-49827850000000.0,0.11227567,0.4189424,-251.30865,57580.4,4999.407710166761,500.0,10.0,0.12009202,100,4998.9736,,-1,-26437266.0,1189621100000000.0,100.0,True,,7441.2065,2090.8218,40300,1,1.0,100.0,17921.05525135994,4999.613,10.0,1.0,17440338,24994076.0
[ 0.107  1.006 -3.782 -1.655],1527307700000.0,4925.5386,404,1.0,-239.77385,-67853915000000.0,0.028266707,0.4189424,-239.77385,5517679.5,4925.53861170742,492.64,10.0,521.93976,100,779.90436,,-1,-25976504.0,2112384500000000.0,100.0,True,,549046.7,61119.254,40400,1,1.0,100.0,17943.416960716248,4999.5503,10.0,1.0,17489602,24533350.0
[ 0.055  0.927 -3.775 -1.737],89689300000.0,4949.4194,405,1.0,-244.47261,-7182599300000.0,0.040177546,0.4189424,-244.47261,250668.05,4949.4194269068175,495.01,10.0,497.4354,100,,,-1,-26187366.0,24156542000000.0,100.0,True,,25041.332,3588.3772,40500,1,1.0,100.0,17967.992311239243,4999.5835,10.0,1.0,17539103,24744194.0
[ 0.077  1.02  -3.747 -1.661],32359033000.0,4954.034,406,1.0,-256.26703,-58295134000000.0,0.0208038,0.4189424,-256.26703,71894.34,4954.034148197028,495.48,10.0,450.684,100,469.78583,,-1,-26188744.0,1629929600000000.0,100.0,True,,7369.0864,1295.5942,40600,1,1.0,100.0,17991.853726148605,4999.582,10.0,1.0,17588651,24745572.0
[-5.462e-04  9.507e-01 -3.751e+00 -1.730e+00],4821239000000.0,4949.556,407,1.0,-253.69257,-9.40658e+16,0.045120474,0.4189424,-253.69257,18450294.0,4949.55613044892,495.02,10.0,496.446,100,9.980905,,-1,-26187780.0,4.2479384e+21,100.0,True,,1836212.0,192890.4,40700,1,1.0,100.0,18016.976737737656,4999.66,10.0,1.0,17638153,24744564.0
[ 0.1    1.021 -3.763 -1.71 ],10060188000.0,4999.3364,408,1.0,-236.79495,-1522119600000.0,0.080391765,0.4189424,-236.79495,10154.243,4999.336447932436,500.0,10.0,0.124195434,100,4998.8555,,-1,-26436542.0,1097792800000.0,100.0,True,,1457.5255,402.51804,40800,1,1.0,100.0,18040.623201608658,4999.5933,10.0,1.0,17688153,24993364.0
[ 0.08   1.134 -3.727 -1.679],233422320000.0,4820.1924,409,1.0,-254.36316,-6.1669984e+16,0.49094373,0.4189424,-254.36316,239612.86,4820.192419415643,482.14,10.0,855.0464,100,,,-1,-25408490.0,1.8262237e+21,100.0,True,,33638.84,9344.024,40900,1,1.0,100.0,18061.7214114666,4999.5156,10.0,1.0,17736367,23965358.0
[ 0.058  1.036 -3.749 -1.75 ],516224750000.0,4949.5034,410,1.0,-244.09544,-3090549300000.0,0.1326043,0.4189424,-244.09544,1811448.6,4949.503123682863,495.02,10.0,496.44073,100,9.980504,,-1,-26187212.0,3182058300000.0,100.0,True,,180375.05,20655.79,41000,1,1.0,100.0,18082.84947156906,4999.596,10.0,1.0,17785869,24744032.0
[ 0.014  0.984 -3.765 -1.853],23718190000.0,4899.48,411,1.0,-247.42825,-74537450000000.0,0.043836486,0.4189424,-247.42825,38975.117,4899.480271200476,490.02,10.0,699.9258,100,,,-1,-25938020.0,2665826600000000.0,100.0,True,,4466.9287,948.9883,41100,1,1.0,100.0,18109.78833079338,4999.66,10.0,1.0,17834871,24494804.0
[-0.046  0.901 -3.761 -1.925],387453650000.0,4931.247,412,1.0,-242.8584,-1.906808e+18,0.024826804,0.4189424,-242.8584,944568.94,4931.247017089872,493.2,10.0,511.91663,100,,,-1,-26022474.0,1.7457024e+24,100.0,True,,106264.016,18536.805,41200,1,1.0,100.0,18135.42794728279,4999.6685,10.0,1.0,17884191,24579254.0
[ 7.048e-04  8.126e-01 -3.793e+00 -1.993e+00],11133666000.0,4999.5483,413,1.0,-253.97377,-891074500000.0,0.056120783,0.4189424,-253.97377,10219.216,4999.548305960253,500.0,10.0,0.076351486,100,4999.2305,,-1,-26438728.0,371748180000.0,100.0,True,,1334.3868,445.42868,41300,1,1.0,100.0,18160.821316719055,4999.7104,10.0,1.0,17934191,24995484.0
[-0.023  0.905 -3.796 -1.913],79490320000.0,4949.525,414,1.0,-256.7739,-491061130000000.0,0.14778641,0.4189424,-256.7739,139309.3,4949.524972857031,495.01,10.0,497.44592,100,,,-1,-26188482.0,1.1573923e+17,100.0,True,,18495.822,3180.3247,41400,1,1.0,100.0,18185.176126003265,4999.6865,10.0,1.0,17983692,24745250.0
[ 0.036  0.924 -3.795 -1.921],16417767000.0,4949.6113,415,1.0,-253.83675,-543713070000.0,0.00684134,0.4189424,-253.83675,34166.31,4949.611568069517,495.02,10.0,496.4516,100,9.980811,,-1,-26188336.0,133494860000.0,100.0,True,,3497.3433,656.85913,41500,1,1.0,100.0,18210.993325710297,4999.6675,10.0,1.0,18033194,24745116.0
[ 0.01   1.033 -3.803 -1.865],44857360000.0,4949.552,416,1.0,-261.65408,-60668350000000.0,0.19648547,0.4189424,-261.65408,90167.45,4949.551536644533,495.02,10.0,496.44565,100,9.9799,,-1,-26187710.0,1764638000000000.0,100.0,True,,9574.044,1794.7245,41600,1,1.0,100.0,18235.103908777237,4999.6187,10.0,1.0,18082696,24744518.0
[-0.046  1.11  -3.8   -1.784],235403250.0,4899.528,417,1.0,-268.41327,-12533450000000.0,0.05475387,0.4189424,-268.41327,160.61987,4899.52778167065,490.03,10.0,699.22,100,,,-1,-25937476.0,75421820000000.0,100.0,True,,19.671404,9.439245,41700,1,1.0,100.0,18259.449726819992,4999.6235,10.0,1.0,18131699,24494280.0
[-0.089  1.079 -3.803 -1.817],33304496000.0,4847.381,418,1.0,-261.81342,-1.130787e+17,0.019407257,0.4189424,-261.81342,70194.63,4847.380806796471,484.96,10.0,562.459,100,9.98224,,-1,-25256658.0,6.139484e+21,100.0,True,,8173.4805,1455.4222,41800,1,1.0,100.0,18285.186182260513,4999.628,10.0,1.0,18180195,23813460.0
[-0.148  1.097 -3.809 -1.824],104827430000.0,4348.1514,419,1.0,-244.36841,-1.2094052e+16,0.068096556,0.4189424,-244.36841,199143.77,4348.151680472029,435.41,10.0,836.77747,100,,,-1,-21049836.0,7.0225324e+19,100.0,True,,27030.607,7424.564,41900,1,1.0,100.0,18306.59414768219,4999.665,10.0,1.0,18223736,19606620.0
[-0.086  1.103 -3.81  -1.831],19680467000000.0,4935.064,420,1.0,-257.9105,-1.7979824e+17,0.00057998137,0.4189424,-257.9105,85964050.0,4935.063850925112,493.65,10.0,260.25748,100,3159.6816,,-1,-25865806.0,1.5517982e+22,100.0,True,,8560094.0,909957.6,42000,1,1.0,100.0,18330.743021011353,4999.6597,10.0,1.0,18273101,24422590.0
[-0.137  1.185 -3.847 -1.761],86563240000.0,4687.235,421,1.0,-249.48988,-82014220000000.0,0.017595174,0.4189424,-249.48988,244249.34,4687.234922935422,469.17,10.0,492.81894,100,3079.606,,-1,-23656192.0,3222985000000000.0,100.0,True,,25962.748,3925.3103,42100,1,1.0,100.0,18353.85575723648,4999.5513,10.0,1.0,18320018,22213040.0
[-0.192  1.198 -3.841 -1.734],495482100000000.0,4108.909,422,1.0,-250.87837,-2.7953509e+19,0.014327931,0.4189424,-250.87837,2349752000.0,4108.909317519932,411.64,10.0,883.8678,100,9.98145,,-1,-19107526.0,3.751817e+26,100.0,True,,233785180.0,24346460.0,42200,1,1.0,100.0,18372.736440896988,4999.588,10.0,1.0,18361182,17664356.0
[-0.243  1.121 -3.845 -1.817],5326445600.0,3205.271,423,1.0,-237.18286,-1288470100000.0,0.015872646,0.4189424,-237.18286,20455.562,3205.270956781545,321.53,10.0,752.7678,100,1879.7476,,-1,-12283579.0,790564500000.0,100.0,True,,2170.4756,517.2729,42300,1,1.0,100.0,18390.53189611435,4999.581,10.0,1.0,18393335,10840421.0
[-0.197  1.058 -3.852 -1.915],6996051000.0,3466.6663,424,1.0,-228.46811,-1284562500000.0,0.09240055,0.4189424,-228.46811,27068.635,3466.666280092938,347.59,10.0,917.37714,100,9.98062,,-1,-14302535.0,783686300000.0,100.0,True,,3079.2593,887.49713,42400,1,1.0,100.0,18407.045103788376,4999.6143,10.0,1.0,18428094,12859356.0
[-0.143  1.083 -3.85  -1.896],116491035000.0,4327.268,425,1.0,-241.79158,-5403301300000000.0,0.14394061,0.4189424,-241.79158,225669.77,4327.268013626357,433.37,10.0,819.13446,100,,,-1,-20839426.0,1.4017435e+19,100.0,True,,31687.32,8913.525,42500,1,1.0,100.0,18428.580010414124,4999.633,10.0,1.0,18471431,19396230.0
[-0.081  1.081 -3.848 -1.906],4106904000000000.0,4904.605,426,1.0,-253.7178,-8.863625e+22,0.022727499,0.4189424,-253.7178,16830832000.0,4904.604633192781,490.63,10.0,520.8114,100,,,-1,-25769608.0,3.7720844e+33,100.0,True,,1674643500.0,168340130.0,42600,1,1.0,100.0,18454.162999629974,4999.662,10.0,1.0,18520494,24326392.0
[-0.141  1.066 -3.852 -1.9  ],120894640000.0,4381.575,427,1.0,-242.48776,-870102660000000.0,0.107510835,0.4189424,-242.48776,261801.48,4381.575176537405,438.75,10.0,793.5118,100,,,-1,-21271070.0,3.6339753e+17,100.0,True,,28786.084,6185.1577,42700,1,1.0,100.0,18476.126477956772,4999.6533,10.0,1.0,18564369,19827862.0
[-0.082  1.072 -3.854 -1.917],15900785000000.0,4958.5024,428,1.0,-258.1959,-1.8539193e+19,0.10173332,0.4189424,-258.1959,76322790.0,4958.502522813853,495.95,10.0,194.77452,100,3619.6616,,-1,-26067894.0,1.650228e+26,100.0,True,,7618137.0,858889.44,42800,1,1.0,100.0,18499.70428800583,4999.6494,10.0,1.0,18613964,24624684.0
[-0.021  1.088 -3.852 -1.916],32977885000.0,4899.594,429,1.0,-244.82838,-2221717000000.0,0.14495006,0.4189424,-244.82838,31463.957,4899.594415415913,490.03,10.0,699.2295,100,,,-1,-25938152.0,2300136000000.0,100.0,True,,4642.9253,1319.4058,42900,1,1.0,100.0,18522.35013270378,4999.642,10.0,1.0,18662967,24494946.0
[-0.023  1.159 -3.855 -1.813],81118580.0,4949.411,430,1.0,-250.0924,-20469584000.0,0.19273216,0.4189424,-250.0924,41.42089,4949.411050396048,495.01,10.0,497.43454,100,,,-1,-26187314.0,199589220.0,100.0,True,,4.6775684,3.255832,43000,1,1.0,100.0,18546.235290527344,4999.6353,10.0,1.0,18712468,24744112.0
[-0.082  1.158 -3.847 -1.829],3447972700000.0,4876.5586,431,1.0,-255.69814,-9.156118e+20,0.21212754,0.4189424,-255.69814,9868199.0,4876.558915565448,487.78,10.0,715.4328,100,,,-1,-25735872.0,4.0252303e+29,100.0,True,,1101714.0,192775.27,43100,1,1.0,100.0,18569.747567653656,4999.6353,10.0,1.0,18761246,24292670.0
[-0.021  1.06  -3.858 -1.877],4970019000000.0,4949.4893,432,1.0,-245.53409,-6.1660255e+17,0.016975421,0.4189424,-245.53409,18033346.0,4949.489072743636,495.01,10.0,497.44238,100,,,-1,-26188102.0,1.8254332e+23,100.0,True,,1797966.2,198847.23,43200,1,1.0,100.0,18593.93291401863,4999.6514,10.0,1.0,18810747,24744890.0
[ 0.071  0.977 -3.846 -1.871],21318564000.0,4949.572,433,1.0,-255.4733,-46317593000.0,0.04319112,0.4189424,-255.4733,71885.57,4949.572079504416,495.02,10.0,496.44763,100,9.980286,,-1,-26187924.0,300065700.0,100.0,True,,7176.3735,852.92596,43300,1,1.0,100.0,18616.70737361908,4999.629,10.0,1.0,18860249,24744724.0
[ 0.157  0.927 -3.845 -1.947],10198439000.0,4999.484,434,1.0,-252.41681,-52450406000.0,0.007706022,0.4189424,-252.41681,28318.814,4999.4834520052755,500.0,10.0,0.0983439,100,4999.1724,,-1,-26438048.0,857147460.0,100.0,True,,2819.1343,408.02695,43400,1,1.0,100.0,18640.991229057312,4999.6533,10.0,1.0,18910249,24994836.0
[ 0.104  1.022 -3.882 -1.898],8870326000.0,4899.4707,435,1.0,-256.3705,-634157700000.0,0.1501366,0.4189424,-256.3705,9594.793,4899.470350231291,490.02,10.0,699.9244,100,,,-1,-25937934.0,187719830000.0,100.0,True,,1251.1761,354.9076,43500,1,1.0,100.0,18666.1474711895,4999.6846,10.0,1.0,18959251,24494704.0
[ 0.172  1.088 -3.876 -1.817],28153427000000.0,4900.866,436,1.0,-241.49443,-5.88357e+22,0.017644292,0.4189424,-241.49443,42050520.0,4900.8661836734855,490.17,10.0,689.4797,100,9.980168,,-1,-25937060.0,1.6621058e+33,100.0,True,,4611904.0,1126415.5,43600,1,1.0,100.0,18690.539924621582,4999.61,10.0,1.0,19008268,24493872.0
