TimestepsSoFar,MaxIW,ESSClassic,Bound,OptimizationReturnMean,MeanIWNorm,MinIWNorm,InitialBound,InitialReturnMean,EpLenMean,EpisodesSoFar,ReturnStepMax,MeanIW,InitialReturnMax,ESSRenyi,TimeElapsed,EpThisIter,MaxIWNorm,InitialReturnStd,MinIW,ReturnStepMaxmin,Iteration,StdIW,VarianceInit,J_sample_variance,Weights,ReturnMeanIW,MeanEntropy,LearnableVariance,EpRewMean,StdIWNorm,OptimizationReturnMin,OptimizationReturnMax,InitialReturnMin,EmpiricalD2
11612178,19.052706,23.740917,5302.3677,4859.7246,0.013415253,0.0004714943,4247.395,4859.7246,486.23,27900,10.0,1.3415253,4999.65,22.40001,7642.164994239807,100,0.19052705,537.6817,0.04714943,10.0,279,2.40434,-1,146656340.0,[-0.151  1.461 -2.449 -2.539 -1.13 ],6596.15,0.32035536,True,4859.7244433746555,0.024043402,,4999.65,,4.464284
11660633,7.527669,40.06869,4877.1777,4843.569,0.012110173,0.000371024,4231.239,4843.569,484.55,28000,10.0,1.2110173,4999.6553,33.26013,7659.819531202316,100,0.07527669,731.04156,0.0371024,10.0,280,1.481067,-1,56212356.0,[-0.142  1.486 -2.457 -2.548 -1.099],5938.931,0.29261377,True,4843.5689170930455,0.014810669,,4999.6553,,3.0066025
11709893,126.12423,3.6051717,8246.947,4324.3564,0.024469504,0.00015845575,4311.7188,4924.0464,492.6,28100,10.0,2.4469507,4999.6333,2.4709873,7678.0456483364105,100,1.2612423,450.54483,0.015845574,10.0,281,12.652872,-1,3131638000.0,[-0.128  1.451 -2.457 -2.498 -1.126],12142.315,0.31744462,True,4924.046621793036,0.12652873,,4399.9434,599.6902,40.469654
11756568,5.0434585,66.00245,4450.9897,4233.305,0.0111716315,0.0017457908,4050.6938,4663.0234,466.75,28200,10.0,1.1171632,4999.6465,67.71184,7694.740084648132,100,0.050434582,695.3291,0.17457908,10.0,282,0.80178946,-1,13073033.0,[-0.152  1.425 -2.455 -2.489 -1.101],5195.1265,0.31804267,True,4663.023262486358,0.008017894,,4569.928,429.71805,1.4768466
11803691,10.730632,28.999731,4581.3193,4708.9155,0.012157882,0.00053595885,4096.587,4708.9155,471.23,28300,10.0,1.2157881,4999.644,29.072924,7713.016557693481,100,0.10730632,795.9219,0.05359589,10.0,283,1.9023521,-1,82970210.0,[-0.159  1.458 -2.456 -2.492 -1.101],5716.9585,0.35119277,True,4708.915838968079,0.01902352,,4999.644,,3.4396265
11849691,6.197847,65.11528,4413.8433,4424.949,0.011452838,0.0012368446,3982.4668,4594.789,460.0,28400,10.0,1.1452839,4999.591,60.459053,7729.610977649689,100,0.061978467,867.35956,0.123684466,10.0,284,0.8382803,-1,13682393.0,[-0.158  1.466 -2.462 -2.516 -1.068],5201.3413,0.3585818,True,4594.789101871682,0.008382803,,4829.751,169.83984,1.654012
11895110,78.474625,5.4577975,6179.46,4537.3076,0.019389486,1.8318617e-05,3924.9866,4537.3076,454.19,28500,10.0,1.9389485,4999.589,3.5302515,7745.81249165535,100,0.7847462,965.43134,0.0018318617,10.0,285,8.069942,-1,1646785200.0,[-0.165  1.445 -2.481 -2.52  -1.06 ],9438.405,0.37932298,True,4537.308006734201,0.08069943,,4999.589,,28.326593
11942242,94.25468,4.849239,7160.291,4700.335,0.02193825,1.3489614e-05,4097.9937,4710.3164,471.32,28600,10.0,2.1938252,4999.5977,3.920817,7762.684641361237,100,0.9425467,908.8874,0.0013489614,10.0,286,9.7178755,-1,2350677200.0,[-0.138  1.461 -2.469 -2.511 -1.04 ],10252.668,0.42053515,True,4710.316846025021,0.09717876,,4989.6157,9.981706,25.504889
11988391,25.997345,17.999132,5041.7227,4600.698,0.013605003,7.061772e-05,3998.3584,4610.6797,461.49,28700,10.0,1.3605005,4999.5776,18.347998,7780.080787658691,100,0.25997344,880.5446,0.0070617725,10.0,287,2.9039035,-1,209089360.0,[-0.162  1.483 -2.466 -2.517 -0.998],6471.224,0.4213539,True,4610.679877443891,0.029039033,,4989.596,9.981492,5.4501863
12035375,142.00267,2.7260785,8243.734,4685.2485,0.023914618,1.8060326e-05,4082.9143,4695.229,469.84,28800,10.0,2.3914616,4999.5283,3.1109295,7796.313184261322,100,1.4200267,930.8947,0.0018060326,10.0,288,14.285401,-1,5134469600.0,[-0.146  1.494 -2.484 -2.472 -0.998],11715.333,0.40179366,True,4695.22882850992,0.142854,,4989.5483,9.980041,32.144733
12081944,1.7722358,94.18142,4170.44,4654.1685,0.010247077,0.005340627,4041.8508,4654.1685,465.69,28900,10.0,1.0247077,4999.5522,92.61385,7812.929932832718,100,0.017722357,1113.2039,0.5340627,10.0,289,0.25469825,-1,2981562.8,[-0.135  1.482 -2.49  -2.367 -1.017],4806.706,0.39557195,True,4654.1683592292065,0.0025469824,,4999.5522,,1.0797521
12126726,27.831795,14.073357,4938.375,4304.4517,0.014103043,0.00024574192,3861.9866,4474.299,447.82,29000,10.0,1.4103043,4999.504,17.286444,7830.183664798737,100,0.27831793,1177.276,0.024574192,10.0,290,3.4848003,-1,253156580.0,[-0.138  1.471 -2.499 -2.361 -1.023],6411.0938,0.36267087,True,4474.298436328005,0.034848,,4829.657,169.84647,5.7848797
12174483,41.65449,11.467914,7194.379,4762.6655,0.02154675,0.00017637847,4160.3296,4772.6465,477.57,29100,10.0,2.1546748,4999.548,6.220624,7846.7241361141205,100,0.4165449,623.53265,0.017637847,10.0,291,5.986733,-1,753411500.0,[-0.159  1.48  -2.504 -2.374 -1.056],9649.424,0.395315,True,4772.64624099257,0.05986733,,4989.567,9.981033,16.075558
12220544,27.88364,14.58885,4377.0596,4241.035,0.01240314,0.00018925048,3988.4116,4600.736,460.61,29200,10.0,1.240314,4999.6055,20.852943,7864.651791334152,100,0.2788364,768.73,0.018925048,10.0,292,3.001086,-1,140696740.0,[-0.181  1.467 -2.509 -2.379 -1.024],5717.9634,0.38711628,True,4600.735619713414,0.030010864,,4639.9053,359.70044,4.795486
12266838,8.461792,49.205658,4815.99,4624.9146,0.012055124,0.0012203176,4012.5884,4624.9146,462.94,29300,10.0,1.2055125,4999.625,48.424606,7884.231034994125,100,0.08461792,929.93414,0.12203176,10.0,293,1.2248187,-1,38406530.0,[-0.157  1.466 -2.523 -2.374 -1.032],5695.924,0.3859279,True,4624.914368904575,0.012248187,,4999.625,,2.0650659
12312190,6.3487124,48.343365,4907.2925,4531.0605,0.012782139,0.00071581674,3918.7373,4531.0605,453.52,29400,10.0,1.278214,4999.5986,34.083317,7900.900541067123,100,0.06348712,1086.3289,0.07158168,10.0,294,1.3212901,-1,45371284.0,[-0.159  1.478 -2.594 -2.428 -1.033],5956.134,0.3961188,True,4531.060302927756,0.0132129,,4999.5986,,2.933987
12358556,263.16974,1.7258074,9195.922,4632.268,0.03469226,3.0033218e-05,4019.9458,4632.268,463.66,29500,10.0,3.469226,4999.591,1.0699666,7918.182663440704,100,2.6316974,963.0517,0.0030033218,10.0,295,26.179182,-1,12698513000.0,[-0.15   1.452 -2.601 -2.453 -1.023],15115.559,0.42990038,True,4632.268069293378,0.26179186,,4999.591,,93.46087
12403036,72.34725,5.866517,6070.9077,4443.0386,0.018513944,8.030698e-05,3830.7183,4443.0386,444.8,29600,10.0,1.8513945,4999.5713,5.1709647,7935.179643630981,100,0.7234725,1099.8181,0.008030698,10.0,296,7.4161906,-1,1385401900.0,[-0.167  1.477 -2.613 -2.389 -0.989],8763.637,0.47869876,True,4443.038403466775,0.0741619,,4999.5713,,19.33875
12447790,2.607045,83.37536,3944.652,4111.2183,0.010125705,0.0033341933,3858.6758,4470.9985,447.54,29700,10.0,1.0125705,4999.5913,84.44736,7950.490129947662,100,0.02607045,1114.4252,0.33341932,10.0,297,0.4521498,-1,5868184.5,[-0.154  1.483 -2.635 -2.376 -0.94 ],4610.9785,0.46530414,True,4470.998541073323,0.004521498,,4639.8105,359.78082,1.1841697
12492985,33.785065,14.351895,5332.953,4515.109,0.014548098,0.000100165824,3902.8071,4515.109,451.95,29800,10.0,1.4548099,4999.4224,13.875096,7967.291875839233,100,0.33785063,1118.154,0.010016583,10.0,298,3.5539432,-1,320248900.0,[-0.155  1.495 -2.633 -2.391 -0.954],6976.747,0.4414893,True,4515.109024706412,0.03553943,,4999.4224,,7.207157
12540774,16.86999,25.062101,4997.1377,4156.1978,0.013097441,7.3510055e-05,4163.787,4776.097,477.89,29900,10.0,1.3097441,4999.4854,17.437723,7984.316203355789,100,0.16869989,708.492,0.007351006,10.0,299,2.2647932,-1,100707570.0,[-0.142  1.534 -2.638 -2.378 -0.977],6463.4487,0.42346266,True,4776.097065641972,0.02264793,,4379.586,619.89923,5.7346935
12588357,90.77026,4.5120983,6471.8174,4756.4062,0.019965656,1.7163642e-05,4144.0894,4756.4062,475.83,30000,10.0,1.9965657,4999.546,3.7586045,8001.600686073303,100,0.9077026,890.8081,0.0017163643,10.0,300,9.184774,-1,2128150100.0,[-0.117  1.519 -2.677 -2.397 -0.995],9630.187,0.38987422,True,4756.406211528783,0.09184775,,4999.546,,26.60562
12636413,50.784313,7.8462057,5620.664,4803.816,0.016105134,1.0889749e-05,4191.493,4803.816,480.56,30100,10.0,1.6105133,4999.5874,6.9077263,8018.197886943817,100,0.50784314,885.6118,0.001088975,10.0,301,5.51939,-1,770325700.0,[-0.104  1.566 -2.625 -2.375 -1.029],7950.4297,0.3592355,True,4803.815705756362,0.0551939,,4999.5874,,14.476543
12685495,3.8991416,66.6219,4507.0195,4737.1377,0.010894366,0.0020229572,4294.655,4906.9824,490.82,30200,10.0,1.0894365,4999.6284,63.80277,8033.6941175460815,100,0.038991414,562.5338,0.20229574,10.0,302,0.7711239,-1,12720742.0,[-0.122  1.518 -2.652 -2.381 -1.06 ],5273.6104,0.37887594,True,4906.982290879756,0.0077112387,,4829.784,169.84415,1.5673301
12732571,11.012885,33.494408,4602.411,4706.105,0.011867706,0.000427614,4093.7927,4706.105,470.76,30300,10.0,1.1867707,4999.509,34.131485,8050.6283440589905,100,0.11012885,1138.4176,0.0427614,10.0,303,1.6722827,-1,72128210.0,[-0.115  1.52  -2.664 -2.383 -1.04 ],5650.493,0.37933353,True,4706.104843672365,0.016722826,,4999.509,,2.9298463
12780641,2.9185624,84.052025,4578.902,4795.501,0.010767707,0.003942624,4193.1553,4805.4824,480.7,30400,10.0,1.0767707,4999.6245,85.463646,8068.28774189949,100,0.029185623,857.46606,0.39426243,10.0,304,0.46903127,-1,6439364.5,[-0.121  1.538 -2.684 -2.347 -1.04 ],5241.2593,0.37652272,True,4805.482266717622,0.004690313,,4989.643,9.981611,1.1700882
12827785,55.401253,7.189654,5978.1323,4712.4634,0.017213557,6.216965e-05,4100.143,4712.4634,471.44,30500,10.0,1.7213558,4999.5703,7.5090513,8085.4816353321075,100,0.55401254,1028.5593,0.006216965,10.0,305,6.1846457,-1,967410400.0,[-0.127  1.57  -2.751 -2.383 -1.042],8212.66,0.41671452,True,4712.463282881068,0.061846454,,4999.5703,,13.317262
12874013,11.354792,33.19828,4596.7236,4610.513,0.0118416175,0.0002554472,4008.1816,4620.4937,462.28,30600,10.0,1.1841618,4999.51,33.944744,8102.167769670486,100,0.113547914,1148.4055,0.025544722,10.0,306,1.6797593,-1,72739816.0,[-0.104  1.532 -2.678 -2.341 -1.002],5647.685,0.38656554,True,4620.493850432004,0.016797593,,4989.5293,9.980243,2.9459643
12919910,530.7214,1.3253897,19076.496,4587.2354,0.061141104,2.4881738e-05,3974.9224,4587.2354,458.97,30700,10.0,6.1141095,4999.5146,0.3227648,8117.6564428806305,100,5.307214,1174.3145,0.0024881738,10.0,307,52.75506,-1,70257110000.0,[-0.121  1.525 -2.661 -2.335 -1.032],29854.303,0.43714288,True,4587.235213481065,0.5275506,,4999.5146,,309.82312
12961299,658.9869,1.930412,27925.035,4124.4023,0.0978448,1.8499416e-06,3522.0786,4134.3813,413.89,30800,10.0,9.784481,4999.431,0.17381416,8133.538069963455,100,6.5898685,1643.2118,0.00018499416,10.0,308,69.73968,-1,88836130000.0,[-0.14   1.554 -2.659 -2.29  -0.982],42611.715,0.45840433,True,4134.381179964586,0.6973968,,4989.452,9.979072,575.3271
13005503,4.4783597,63.70015,4054.9001,4415.3286,0.010576133,0.001479241,3803.0166,4415.3286,442.04,30900,10.0,1.057613,4999.507,65.14372,8148.4587478637695,100,0.044783596,1172.8153,0.1479241,10.0,309,0.7983789,-1,16004599.0,[-0.173  1.52  -2.666 -2.323 -0.961],4813.5415,0.43710542,True,4415.3286415569055,0.007983789,,4999.507,,1.5350673
13051668,27.585546,18.045378,5729.968,2731.9946,0.015569441,0.0002660651,3999.175,4611.4844,461.65,31000,10.0,1.5569441,4999.48,14.530943,8165.926090955734,100,0.27585545,699.1931,0.026606511,10.0,310,3.318003,-1,110702030.0,[-0.171  1.507 -2.683 -2.319 -0.982],7336.2563,0.42810336,True,4611.484386967598,0.033180024,,3119.9902,1879.4896,6.881866
13093913,39.49436,10.785291,4522.096,4219.6313,0.013883694,0.00013386877,3607.315,4219.6313,422.45,31100,10.0,1.3883694,4999.539,14.894069,8181.859801530838,100,0.39494362,1484.7706,0.013386877,10.0,311,3.993074,-1,402802300.0,[-0.169  1.551 -2.637 -2.298 -0.991],6108.7017,0.4366874,True,4219.631027369515,0.039930742,,4999.539,,6.7140822
13137432,5.8797803,58.6269,4247.2197,4346.4326,0.011280987,0.0016548758,3734.122,4346.4326,435.19,31200,10.0,1.1280987,4999.4946,57.27584,8198.487379312515,100,0.058797803,1219.2466,0.16548759,10.0,312,0.9476713,-1,23674376.0,[-0.199  1.609 -2.671 -2.32  -0.982],5056.2896,0.4251707,True,4346.432977090966,0.009476713,,4999.4946,,1.7459369
13181864,217.30966,1.9210662,8429.877,4288.8345,0.030822447,1.366321e-05,3826.3735,4438.699,444.32,31300,10.0,3.0822449,4999.614,0.8698166,8215.984763145447,100,2.1730967,1178.5133,0.001366321,10.0,313,22.023375,-1,11528922000.0,[-0.19   1.617 -2.697 -2.356 -0.994],14995.383,0.4686889,True,4438.699041780197,0.22023371,,4849.7495,149.86436,114.96677
13220214,12.271967,27.878813,3719.11,3818.9622,0.011384014,0.00022161813,3216.6426,3828.9429,383.5,31400,10.0,1.1384015,4999.408,27.673185,8231.094309806824,100,0.12271967,1665.7563,0.022161813,10.0,314,1.8310063,-1,84630550.0,[-0.197  1.656 -2.74  -2.314 -0.95 ],4883.061,0.45206782,True,3828.942713689612,0.01831006,,4989.4277,9.98048,3.6136065
13264410,16.212412,19.141975,4508.8433,4255.517,0.012624416,6.1862316e-05,3803.0815,4415.38,441.96,31500,10.0,1.2624415,4999.3945,17.638155,8247.957924604416,100,0.16212411,1232.4441,0.0061862315,10.0,315,2.594654,-1,161755120.0,[-0.178  1.659 -2.759 -2.355 -0.967],5966.7725,0.41164234,True,4415.379659176535,0.025946543,,4839.5317,159.86272,5.669527
13310203,145.37335,2.4612775,7356.842,4426.485,0.023058472,1.4085048e-05,3964.032,4576.3364,457.93,31600,10.0,2.3058474,4999.4414,2.6962063,8264.520491838455,100,1.4537334,1157.0679,0.0014085048,10.0,316,14.515724,-1,5011522000.0,[-0.162  1.637 -2.77  -2.349 -1.007],11085.826,0.45492762,True,4576.33638865867,0.14515726,,4849.59,149.85162,37.08915
13355845,3.8811233,65.80798,4256.261,4561.392,0.010878157,0.00063792325,3949.0845,4561.392,456.42,31700,10.0,1.0878158,4999.4697,63.07363,8281.11419582367,100,0.038811233,1209.0383,0.063792326,10.0,317,0.7841124,-1,16401837.0,[-0.136  1.614 -2.785 -2.362 -0.964],5027.2456,0.4378663,True,4561.392110497638,0.007841124,,4999.4697,,1.5854486
13403967,16.883965,29.319056,5211.036,3290.3506,0.013710219,0.00097364833,4197.673,4809.988,481.22,31800,10.0,1.3710219,4999.5317,24.985947,8298.747085809708,100,0.16883965,593.8482,0.097364835,10.0,318,2.1287298,-1,55944852.0,[-0.148  1.621 -2.799 -2.358 -0.981],6436.0107,0.4665832,True,4809.98819910497,0.021287298,,3479.894,1519.6377,4.0022497
13448864,404.15738,1.397228,14159.658,4486.16,0.04785505,5.3235985e-06,3873.8457,4486.16,448.97,31900,10.0,4.7855053,4999.53,0.43108216,8314.612955093384,100,4.0415735,1211.1102,0.0005323599,10.0,319,40.20117,-1,40802456000.0,[-0.168  1.642 -2.831 -2.365 -0.952],23485.645,0.507995,True,4486.160258419559,0.40201166,,4999.53,,231.97433
13495244,252.94405,2.196251,12003.484,4634.92,0.038055867,1.964553e-05,4022.6265,4634.92,463.8,32000,10.0,3.805587,4999.3545,1.0298308,8331.82244849205,100,2.5294404,1059.1941,0.001964553,10.0,320,25.3956,-1,16231746000.0,[-0.139  1.58  -2.828 -2.384 -0.911],18037.086,0.51053596,True,4634.920303444137,0.253956,,4999.3545,,97.10333
13539037,10.750706,45.58059,4142.2437,4375.4873,0.011251513,0.0010412534,3763.1763,4375.4873,437.93,32100,10.0,1.1251513,4999.4976,57.67559,8347.51036953926,100,0.10750706,1306.9894,0.10412535,10.0,321,1.2294134,-1,39921310.0,[-0.155  1.634 -2.817 -2.332 -0.908],4948.5054,0.5292058,True,4375.487559991805,0.012294134,,4999.4976,,1.7338357
13578759,14.522138,28.10429,4697.391,3967.16,0.013384708,0.0005237617,3354.8613,3967.16,397.22,32200,10.0,1.3384708,4999.4,24.121809,8361.964647054672,100,0.14522137,1633.3062,0.052376166,10.0,322,2.14079,-1,104677336.0,[-0.159  1.669 -2.851 -2.347 -0.89 ],5944.0815,0.49716437,True,3967.160202493805,0.021407897,,4999.4,,4.145626
13622060,177.45721,3.52221,12470.381,4165.0786,0.03920029,4.7542185e-06,3712.6677,4324.9644,433.01,32300,10.0,3.9200294,4999.3804,1.1549505,8377.39939546585,100,1.7745721,1233.3346,0.00047542184,10.0,323,20.516129,-1,9941808000.0,[-0.172  1.641 -2.862 -2.347 -0.922],18167.826,0.4620443,True,4324.96428908292,0.20516127,,4839.494,159.88608,86.5838
13664642,9.300744,41.217735,4295.9907,4253.6416,0.01203766,0.00028962587,3641.3398,4253.6416,425.82,32400,10.0,1.2037662,4999.4224,37.588726,8393.497438192368,100,0.09300744,1409.8065,0.028962586,10.0,324,1.4375509,-1,53620828.0,[-0.174  1.743 -2.825 -2.361 -0.957],5294.6943,0.43476218,True,4253.641555274982,0.014375509,,4999.4224,,2.6603723
13706980,3.686065,73.241936,3912.0466,4229.5947,0.01074487,0.002081605,3617.2842,4229.5947,423.38,32500,10.0,1.074487,4999.4937,71.413,8409.243581056595,100,0.03686065,1551.3074,0.2081605,10.0,325,0.64945406,-1,12700934.0,[-0.172  1.774 -2.841 -2.364 -0.984],4636.621,0.4186379,True,4229.594635856109,0.0064945407,,4999.4937,,1.4003053
13751411,3703.531,1.0165044,134401.31,4439.411,0.3733976,1.8747933e-07,3827.1106,4439.411,444.31,32600,10.0,37.339752,4999.4087,0.05616144,8425.827645301819,100,37.03531,1264.734,1.8747933e-05,10.0,326,368.46667,-1,2523362000000.0,[-0.173  1.771 -2.862 -2.343 -1.   ],160238.5,0.3699774,True,4439.410813012157,3.6846662,,4999.4087,,1780.581
13797453,26.139517,14.347436,5719.0156,4600.0376,0.016215688,2.6060708e-05,3987.7202,4600.0376,460.42,32700,10.0,1.6215688,4999.555,8.541563,8441.012526988983,100,0.26139516,1013.9148,0.0026060708,10.0,327,3.9620357,-1,391867460.0,[-0.203  1.731 -2.873 -2.391 -1.049],7814.133,0.32652664,True,4600.0377787656,0.039620355,,4999.555,,11.707459
13844739,42.182465,9.406203,5088.0806,4725.6177,0.014082542,4.7914265e-05,4113.2974,4725.6177,472.86,32800,10.0,1.4082541,4999.5757,12.626654,8458.22472500801,100,0.42182463,971.91223,0.0047914265,10.0,328,4.370419,-1,471396740.0,[-0.192  1.706 -2.886 -2.409 -1.092],6811.2764,0.2913473,True,4725.61768538227,0.043704182,,4999.5757,,7.9197545
13892203,46.15883,11.165322,6484.231,4734.365,0.016889527,0.00016459898,4132.0166,4744.3438,474.64,32900,10.0,1.6889529,4999.627,12.339193,8475.806685447693,100,0.46158826,950.1451,0.016459899,10.0,329,4.7640157,-1,573082300.0,[-0.178  1.732 -2.89  -2.404 -1.128],8227.401,0.31765747,True,4744.343848088271,0.047640156,,4989.648,9.979195,8.104258
13942152,52.12918,7.25081,5503.993,185.42961,0.014678575,0.00013193265,4381.5635,4993.8945,499.49,33000,10.0,1.4678574,4999.663,11.270318,8493.81536412239,100,0.5212918,30.86245,0.0131932665,10.0,330,5.2498355,-1,51332304.0,[-0.154  1.719 -2.934 -2.406 -1.101],7327.966,0.3410193,True,4993.894478910232,0.052498344,,191.19824,4808.465,8.872864
13991254,1.9372909,91.157684,4440.881,4899.249,0.010359564,0.00413977,4296.901,4909.228,491.02,33100,10.0,1.0359564,4999.625,89.3322,8512.853022098541,100,0.019372908,633.7025,0.413977,10.0,331,0.32264715,-1,3058005.0,[-0.16   1.756 -2.974 -2.382 -1.078],5088.738,0.33813825,True,4909.228079448089,0.0032264718,,4989.6455,9.979346,1.1194172
14039825,58.928986,7.574805,6377.684,4845.564,0.018068664,4.2359727e-05,4243.2236,4855.544,485.71,33200,10.0,1.8068664,4999.5703,5.6230507,8530.508070468903,100,0.58928984,691.22546,0.0042359727,10.0,332,6.3115435,-1,1002417150.0,[-0.158  1.779 -2.978 -2.39  -1.081],8959.898,0.35853794,True,4855.543683281805,0.063115425,,4989.5903,9.979835,17.783941
14087784,28.654388,12.446764,5765.4614,4794.4404,0.0158926,0.0001359983,4182.12,4794.4404,479.59,33300,10.0,1.5892601,4999.5757,9.304094,8548.171064853668,100,0.28654388,961.3975,0.01359983,10.0,333,4.215051,-1,449846460.0,[-0.146  1.725 -2.989 -2.409 -1.06 ],7772.8975,0.34194925,True,4794.440511963086,0.042150512,,4999.5757,,10.747956
14137239,37.336586,11.508195,5903.6885,2284.486,0.015390521,0.00037309207,4331.6865,4944.0063,494.55,33400,10.0,1.5390518,4999.5615,12.214318,8565.55298781395,100,0.37336585,296.03223,0.037309207,10.0,334,4.2677712,-1,117725860.0,[-0.166  1.761 -2.976 -2.378 -1.077],7655.724,0.36592585,True,4944.0061293841745,0.04267771,,2340.0415,2659.52,8.187113
14185821,42.10814,11.113973,7359.995,4696.09,0.0199004,1.2435133e-05,4243.629,4855.9487,485.82,33500,10.0,1.99004,4999.5723,6.20651,8583.39266204834,100,0.4210814,594.2092,0.0012435133,10.0,335,5.627867,-1,745538100.0,[-0.186  1.742 -2.978 -2.393 -1.053],9817.842,0.35551265,True,4855.948528516608,0.05627867,,4839.714,159.85846,16.112114
14235534,10.418076,37.071873,5553.1904,599.84534,0.013490136,0.00043970655,4357.1104,4969.438,497.13,33600,10.0,1.3490137,4999.6343,26.918058,8600.403677225113,100,0.10418075,109.099525,0.043970656,10.0,336,1.7575855,-1,36331776.0,[-0.17   1.715 -2.972 -2.444 -1.063],6733.4077,0.37745947,True,4969.438016119343,0.017575854,,630.0415,4369.593,3.7149782
14283523,59.12226,6.002199,5363.962,4797.4697,0.016743354,6.3277657e-06,4185.153,4797.4697,479.89,33700,10.0,1.6743358,4999.543,4.6656013,8617.932869195938,100,0.5912226,932.9027,0.0006327766,10.0,337,6.625921,-1,1110335700.0,[-0.15   1.702 -2.959 -2.442 -1.041],8198.76,0.32682425,True,4797.469573310918,0.066259205,,4999.543,,21.433464
14332541,10.689373,37.24293,4822.2144,4900.919,0.011786055,0.0009861827,4288.594,4900.919,490.18,33800,10.0,1.1786053,4999.6094,40.154514,8635.556504011154,100,0.106893726,688.8034,0.09861827,10.0,338,1.5299518,-1,59750800.0,[-0.131  1.707 -2.96  -2.478 -1.092],5788.52,0.31080306,True,4900.919146344316,0.015299517,,4999.6094,,2.49038
14382541,24.98804,17.978733,6252.255,9.88729,0.015956528,0.00063903205,4386.907,4999.239,500.0,33900,10.0,1.5956529,4999.66,12.605152,8654.923924922943,100,0.2498804,1.0097063,0.063903205,10.0,339,3.408177,-1,64023240.0,[-0.147  1.727 -2.945 -2.462 -1.108],7976.9487,0.3400304,True,4999.238365271003,0.03408177,,10.309082,4989.351,7.933264
14431752,843.11426,1.1749862,27424.46,4609.7026,0.09144952,5.9111903e-06,4307.26,4919.5854,492.11,34000,10.0,9.14495,4999.618,0.114660054,8672.364785909653,100,8.431143,480.5567,0.00059111905,10.0,340,83.86841,-1,156257550000.0,[-0.171  1.743 -2.955 -2.449 -1.079],45507.707,0.41559124,True,4919.585486466552,0.8386841,,4689.7354,309.883,872.1433
14480074,3.623771,77.38995,4775.786,4360.201,0.011304099,0.0025304516,4217.562,4829.8823,483.22,34100,10.0,1.1304101,4999.577,68.123375,8688.60008597374,100,0.03623771,609.35925,0.25304517,10.0,341,0.6110046,-1,8522694.0,[-0.175  1.749 -2.96  -2.444 -1.003],5517.661,0.39841953,True,4829.882782280108,0.0061100456,,4529.8955,469.68164,1.467925
14528777,5.599809,53.713215,4593.715,4198.778,0.011051611,0.0012315714,4256.088,4868.4077,487.03,34200,10.0,1.1051611,4999.5723,52.635868,8705.408477067947,100,0.05599809,562.32196,0.12315715,10.0,342,1.0259199,-1,20760570.0,[-0.167  1.742 -2.958 -2.428 -1.021],5437.7056,0.4024688,True,4868.407794946138,0.0102592,,4329.9424,669.6298,1.8998451
14577196,44.50612,11.349084,9302.286,4839.899,0.025535943,6.8456793e-06,4227.586,4839.899,484.19,34300,10.0,2.5535948,4999.513,4.1193213,8724.208916425705,100,0.44506118,680.3585,0.00068456796,10.0,343,7.136958,-1,1246960600.0,[-0.161  1.701 -2.978 -2.426 -1.016],12319.184,0.40379694,True,4839.899100415627,0.07136958,,4999.513,,24.275843
14623931,28.330671,14.324325,4901.98,4671.7705,0.013230246,0.00011471799,4059.4563,4671.7705,467.35,34400,10.0,1.3230246,4999.528,16.047007,8741.085537433624,100,0.28330672,1108.8429,0.011471799,10.0,344,3.2356355,-1,265956600.0,[-0.143  1.741 -2.947 -2.391 -1.015],6430.523,0.40374836,True,4671.770476667533,0.032356355,,4999.528,,6.231692
14671193,66.07747,6.99931,7345.1367,4724.224,0.021875689,6.7160445e-06,4111.9004,4724.224,472.62,34500,10.0,2.1875691,4999.5933,3.238358,8759.5078728199,100,0.66077465,1056.743,0.0006716045,10.0,345,7.9740186,-1,1608225700.0,[-0.159  1.699 -2.945 -2.406 -1.015],10747.791,0.35284516,True,4724.22364523723,0.07974018,,4999.5933,,30.879847
14720000,130.5265,3.3304024,8094.4297,4868.996,0.024289658,0.00010100547,4266.6543,4878.9766,488.07,34600,10.0,2.4289658,4999.587,2.5928288,8774.139998674393,100,1.3052651,590.35,0.010100547,10.0,346,13.086332,-1,4303966700.0,[-0.175  1.74  -2.966 -2.395 -1.066],11897.137,0.39864165,True,4878.976642334678,0.13086334,,4989.606,9.98105,38.567917
14765880,24.285992,18.532707,4610.165,4583.459,0.013097528,0.00057383475,3971.139,4583.459,458.8,34700,10.0,1.3097528,4999.5723,23.09153,8787.440029859543,100,0.24285991,995.7436,0.057383478,10.0,347,2.7460694,-1,161810860.0,[-0.196  1.747 -2.972 -2.434 -1.02 ],5884.4077,0.40953386,True,4583.459036586395,0.027460696,,4999.5723,,4.330592
14812106,9.926988,46.260723,4432.6064,4617.6733,0.011214626,0.000619147,4005.3418,4617.6733,462.26,34800,10.0,1.1214626,4999.6616,47.024544,8800.235892534256,100,0.099269874,793.6187,0.061914697,10.0,348,1.2087168,-1,36710110.0,[-0.218  1.739 -2.974 -2.443 -1.009],5325.55,0.39872235,True,4617.673069068999,0.012087167,,4999.6616,,2.126549
