EmpiricalD2Arithmetic,EpLenMean,TimestepsSoFar,MeanD2-0,ReturnStepMax,TimeElapsed,Weights,InitialReturnMin,ESSRenyiArithmetic,Inner Iteration,InitialBound,ReturnMeanIW,EpisodesSoFar,StdWReturnMean,LearnableVariance,Iteration,Penalization,DivergenceHarmonic,MaxIW,ESSRenyiHarmonic,WReturnMean,EpRewMean,StdIW,InitialReturnMax,MeanIW,ReturnStepMaxmin,InitialReturnStd,EpThisIter,MinIW,MeanEntropy,InitialReturnMean,VarianceInitializer,EmpiricalD2Harmonic,MinTargetPdf,MinBehavPdf,Bound
1.0,478.98,8240826,1.0,10.0,4355.588336229324,[ 0.034  0.211 -3.257 -1.864],459.77734,100.0,1,-25159730.0,6080979000000.0,21800,,,218,True,2.8381669e+20,18073566.0,100.0,23716508.0,4788.678178289384,1874941.9,4999.675,252891.48,10.0,886.04144,100,0.20880057,0.4189424,4788.678,-1,1.0,-246.47466,-246.47466,-2.4319267e+16
1.0,495.65,8290391,1.0,10.0,4383.866983175278,[ 0.087  0.243 -3.256 -1.852],639.78687,100.0,1,-26191224.0,2122110000000000.0,21900,,,219,True,1.0866098e+35,8477290000.0,100.0,24747980.0,4955.786596007496,843465000.0,4999.711,84927300.0,10.0,433.77435,100,0.089765646,0.4189424,4955.7866,-1,1.0,-247.89815,-247.89815,-4.7573595e+23
1.0,269.1,8317301,1.0,10.0,4401.045899629593,[-0.011  0.206 -3.264 -1.92 ],539.87085,100.0,1,-10922488.0,69757770.0,22000,,,220,True,174505800.0,91.71556,100.0,9479262.0,2682.734652595736,14.311228,4999.709,12.692716,10.0,1510.6942,100,0.048718423,0.4189424,2682.7346,-1,1.0,-238.7246,-238.7246,-19134624000.0
1.0,467.29,8364030,1.0,10.0,4429.366689920425,[ 0.017  0.217 -3.264 -1.913],,100.0,1,-24205530.0,23292115000000.0,22100,,,221,True,5.526279e+29,60080376.0,100.0,22762310.0,4670.935924088156,6238605.5,4999.6743,941102.2,10.0,971.9409,100,0.045459095,0.4189424,4670.936,-1,1.0,-243.98933,-243.98933,-1.0728505e+21
1.0,490.51,8413081,1.0,10.0,4458.189011335373,[ 0.076  0.196 -3.262 -1.922],9.980374,100.0,1,-25939022.0,119103240000.0,22200,,,222,True,1.6038795e+19,288235.5,100.0,24495840.0,4904.251081970234,29878.36,4999.606,4765.5303,10.0,666.45447,100,0.036597703,0.4189424,4904.251,-1,1.0,-243.56396,-243.56396,-5779706400000000.0
1.0,496.01,8462682,1.0,10.0,4487.04932641983,[ 0.136  0.203 -3.259 -1.91 ],3039.1406,100.0,1,-26100132.0,1445658000000.0,22300,,,223,True,2.656695e+16,5691440.0,100.0,24656936.0,4958.878152350011,566240.75,4999.629,57892.12,10.0,257.80563,100,0.018972158,0.4189424,4958.878,-1,1.0,-245.22089,-245.22089,-236671890000000.0
1.0,490.62,8511744,1.0,10.0,4513.040015935898,[ 0.078  0.219 -3.269 -1.895],19.96041,100.0,1,-25940468.0,584703600.0,22400,,,224,True,3977599000.0,397.67148,100.0,24497246.0,4905.385640240956,57.72319,4999.6753,23.409632,10.0,659.1189,100,0.15903626,0.4189424,4905.3857,-1,1.0,-251.72234,-251.72234,-91604000000.0
1.0,482.02,8559946,1.0,10.0,4540.612173318863,[ 0.029  0.224 -3.271 -1.858],9.980181,100.0,1,-25338590.0,4239936300.0,22500,,,225,True,2.9428482e+30,3840.1448,100.0,23895352.0,4819.013405979277,463.58765,4999.703,169.70894,10.0,820.0379,100,0.051474184,0.4189424,4819.0137,-1,1.0,-243.16081,-243.16081,-2.4757782e+21
1.0,271.78,8587124,1.0,10.0,4558.376385450363,[-0.027  0.23  -3.27  -1.831],509.79114,100.0,1,-10554153.0,45770236.0,22600,,,226,True,219386560.0,74.97151,100.0,9110933.0,2708.543079083434,10.620155,4999.6973,8.629467,10.0,1332.189,100,0.07977589,0.4189424,2708.5432,-1,1.0,-249.64204,-249.64204,-21422035000.0
1.0,442.48,8631372,1.0,10.0,4583.382934808731,[ 2.826e-03  2.383e-01 -3.270e+00 -1.829e+00],9.979826,100.0,1,-22468596.0,819068400.0,22700,,,227,True,443341250.0,3029.1953,100.0,21025362.0,4421.882729341774,320.22192,4999.7,62.86039,10.0,1213.3893,100,0.11630726,0.4189424,4421.8833,-1,1.0,-233.694,-233.694,-31206668000.0
1.0,497.35,8681107,1.0,10.0,4609.650109767914,[ 0.034  0.243 -3.27  -1.831],2339.6106,100.0,1,-26242806.0,12854326000.0,22800,,,228,True,874675260.0,49443.887,100.0,24799578.0,4972.8801944343995,4918.2056,4999.6826,521.737,10.0,264.65356,100,0.034502286,0.4189424,4972.8804,-1,1.0,-251.77065,-251.77065,-55536610000.0
1.0,485.88,8729695,1.0,10.0,4637.973210811615,[ 0.064  0.191 -3.268 -1.846],,100.0,1,-25658544.0,9021616000.0,22900,,,229,True,127071666000000.0,15730.081,100.0,24215306.0,4857.813395586685,1844.3853,4999.7,361.04706,10.0,785.4645,100,0.061499465,0.4189424,4857.814,-1,1.0,-255.92612,-255.92612,-16277678000000.0
1.0,433.48,8773043,1.0,10.0,4662.836299419403,[ 0.008  0.217 -3.267 -1.853],,100.0,1,-21862258.0,77873810000.0,23000,,,230,True,1.236232e+18,124579.15,100.0,20419032.0,4331.478990858443,14608.084,4999.6875,3287.2273,10.0,1287.3696,100,0.08263544,0.4189424,4331.479,-1,1.0,-242.48825,-242.48825,-1604708600000000.0
1.0,480.88,8821131,1.0,10.0,4688.13458275795,[ 0.047  0.195 -3.269 -1.897],19.960146,100.0,1,-25369226.0,46116123000.0,23100,,,231,True,8.571815e+16,89862.54,100.0,23926022.0,4807.75076692922,9884.279,4999.6445,1851.8406,10.0,900.8642,100,0.069012895,0.4189424,4807.751,-1,1.0,-251.50056,-251.50056,-422572670000000.0
1.0,476.78,8868809,1.0,10.0,4715.22567653656,[ 0.105  0.211 -3.266 -1.878],,100.0,1,-25214710.0,29200384000.0,23200,,,232,True,7263463400000.0,70860.77,100.0,23771534.0,4766.622556899748,9767.189,4999.5967,1797.3801,10.0,1025.1067,100,0.016407015,0.4189424,4766.6226,-1,1.0,-247.92839,-247.92839,-3918587800000.0
1.0,487.09,8917518,1.0,10.0,4748.188796758652,[ 0.044  0.209 -3.268 -1.867],389.6658,100.0,1,-25636834.0,2.3185683e+16,23300,,,233,True,2.2534845e+25,405694640000.0,100.0,24193602.0,4869.972734644769,40365980000.0,4999.6914,4058204700.0,10.0,690.6292,100,0.0306334,0.4189424,4869.9727,-1,1.0,-238.23335,-238.23335,-6.874172e+18
1.0,495.01,8967019,1.0,10.0,4780.760217428207,[ 0.105  0.208 -3.27  -1.859],,100.0,1,-26186080.0,5734514300000.0,23400,,,234,True,1.4634122e+33,5840294.0,100.0,24742890.0,4949.2889107651845,913152.06,4999.62,229457.05,10.0,497.42227,100,0.06967527,0.4189424,4949.289,-1,1.0,-249.06165,-249.06165,-5.5207326e+22
1.0,492.9,9016309,1.0,10.0,4813.895651578903,[ 0.161  0.302 -3.269 -1.797],,100.0,1,-26018632.0,53625890000000.0,23500,,,235,True,3.8378802e+27,186364100.0,100.0,24575454.0,4928.047252009728,18607088.0,4999.5986,2146163.0,10.0,538.33527,100,0.09368109,0.4189424,4928.0474,-1,1.0,-245.68326,-245.68326,-8.940372e+19
1.0,500.0,9066309,1.0,10.0,4848.653789281845,[ 0.153  0.419 -3.269 -1.754],4998.994,100.0,1,-26436572.0,301744720000.0,23600,,,236,True,21994016000000.0,1126884.2,100.0,24993402.0,4999.340204814595,112124.375,4999.58,12074.589,10.0,0.14136826,100,0.050326306,0.4189424,4999.3403,-1,1.0,-249.25826,-249.25826,-7069718000000.0
1.0,500.0,9116309,1.0,10.0,4880.307487010956,[ 0.11   0.536 -3.276 -1.764],4999.0444,100.0,1,-26437068.0,23972315000.0,23700,,,237,True,516860350000.0,33904.566,100.0,24993856.0,4999.3856085069565,3809.3562,4999.6533,959.16766,10.0,0.12431347,100,0.03990992,0.4189424,4999.3857,-1,1.0,-252.4805,-252.4805,-1061514500000.0
1.0,495.01,9165810,1.0,10.0,4909.723980426788,[ 0.159  0.595 -3.267 -1.666],,100.0,1,-26186468.0,242174900000.0,23800,,,238,True,2878050600000000.0,788663.06,100.0,24743284.0,4949.328447090465,78569.85,4999.6045,9690.513,10.0,497.42624,100,0.00506655,0.4189424,4949.328,-1,1.0,-241.99852,-241.99852,-77663370000000.0
1.0,500.0,9215810,1.0,10.0,4936.359983444214,[ 0.147  0.499 -3.266 -1.745],4998.841,100.0,1,-26436672.0,80919090000.0,23900,,,239,True,1.448026e+16,216340.1,100.0,24993466.0,4999.34665958496,21773.406,4999.643,3237.6235,10.0,0.17175916,100,0.05896684,0.4189424,4999.3467,-1,1.0,-267.84897,-267.84897,-173743220000000.0
1.0,499.81,9265791,1.0,10.0,4963.0067727565765,[ 0.188  0.389 -3.283 -1.786],4799.0044,100.0,1,-26416378.0,48924110000.0,24000,,,240,True,2777934000000000.0,105880.7,100.0,24973158.0,4997.275541383816,10835.755,4999.666,1957.4617,10.0,19.92808,100,0.16781694,0.4189424,4997.2754,-1,1.0,-236.04242,-236.04242,-76113480000000.0
1.0,480.11,9313802,1.0,10.0,4989.43558049202,[ 0.293  0.448 -3.3   -1.758],659.6924,100.0,1,-25108754.0,875489600000000.0,24100,,,241,True,8.127213e+32,3491198000.0,100.0,23665616.0,4799.456773579115,347356580.0,4999.528,35049740.0,10.0,794.24976,100,0.110622734,0.4189424,4799.457,-1,1.0,-238.19867,-238.19867,-4.114037e+22
1.0,484.6,9362262,1.0,10.0,5014.083723068237,[ 0.295  0.566 -3.312 -1.719],,100.0,1,-25488016.0,4889677000.0,24200,,,242,True,7270017000.0,4909.672,100.0,24044840.0,4844.524265770787,698.6447,4999.592,195.8264,10.0,758.56757,100,0.049515843,0.4189424,4844.524,-1,1.0,-248.96594,-248.96594,-127938130000.0
1.0,449.52,9407214,1.0,10.0,5040.846445560455,[ 0.365  0.532 -3.287 -1.813],,100.0,1,-23176720.0,37784330000000.0,24300,,,243,True,3.8739135e+23,85274250.0,100.0,21733634.0,4492.2965843458815,10523078.0,4999.4404,1515821.5,10.0,1246.1572,100,0.016611056,0.4189424,4492.2964,-1,1.0,-251.6046,-251.6046,-8.982048e+17
1.0,480.33,9455247,1.0,10.0,5067.971702098846,[ 0.318  0.622 -3.304 -1.743],219.81099,100.0,1,-25232538.0,1352398900000.0,24400,,,244,True,2.8304865e+20,2055335.5,100.0,23789382.0,4801.737161955197,281605.25,4999.559,54122.105,10.0,855.98,100,0.02975463,0.4189424,4801.7373,-1,1.0,-257.24863,-257.24863,-2.4280496e+16
1.0,479.8,9503227,1.0,10.0,5098.000969409943,[ 0.314  0.515 -3.311 -1.806],,100.0,1,-25097746.0,412814770000.0,24500,,,245,True,5.474343e+17,1553486.0,100.0,23654564.0,4796.441674905798,154479.02,4999.6025,16644.127,10.0,805.4277,100,0.018426083,0.4189424,4796.442,-1,1.0,-240.00873,-240.00873,-1068179440000000.0
1.0,489.15,9552142,1.0,10.0,5126.736843824387,[ 0.249  0.431 -3.339 -1.867],,100.0,1,-25777212.0,65949190000.0,24600,,,246,True,1.0214623e+28,66129.17,100.0,24334064.0,4890.368299710553,8619.938,4999.545,2640.4968,10.0,646.809,100,0.025203153,0.4189424,4890.3687,-1,1.0,-248.47473,-248.47473,-1.45851695e+20
1.0,465.27,9598669,1.0,10.0,5153.308897972107,[ 0.218  0.311 -3.346 -1.878],,100.0,1,-24287788.0,1837636000000.0,24700,,,247,True,3.7735798e+23,4282641.5,100.0,22844610.0,4650.728226857484,538083.2,4999.601,97493.08,10.0,1102.4235,100,0.040654868,0.4189424,4650.728,-1,1.0,-248.69768,-248.69768,-8.865184e+17
1.0,500.0,9648669,1.0,10.0,5180.032613992691,[ 0.144  0.406 -3.357 -1.912],4998.8887,100.0,1,-26436682.0,1763290200.0,24800,,,248,True,5926878700.0,1132.6532,100.0,24993484.0,4999.34835839723,201.9145,4999.63,70.54736,10.0,0.15031505,100,0.035713933,0.4189424,4999.3486,-1,1.0,-247.15546,-247.15546,-112866880000.0
1.0,486.41,9697310,1.0,10.0,5208.157338619232,[ 0.236  0.374 -3.352 -1.834],,100.0,1,-25694208.0,1706821500.0,24900,,,249,True,48369690.0,3948.0435,100.0,24251052.0,4862.943432626787,425.5242,4999.5596,68.373146,10.0,776.4238,100,0.060091335,0.4189424,4862.9434,-1,1.0,-240.69711,-240.69711,-11743489000.0
1.0,477.1,9745020,1.0,10.0,5235.2465970516205,[ 0.254  0.425 -3.35  -1.803],299.76257,100.0,1,-25041486.0,421324360000.0,25000,,,250,True,5.0528776e+33,842119.2,100.0,23598322.0,4769.474407944618,89949.06,4999.5723,17194.564,10.0,922.19055,100,0.0013132452,0.4189424,4769.4746,-1,1.0,-259.02386,-259.02386,-1.0258278e+23
1.0,500.0,9795020,1.0,10.0,5267.616980075836,[ 0.117  0.303 -3.342 -1.633],4999.011,100.0,1,-26436742.0,60794190000.0,25100,,,251,True,2.8395928e+19,61993.82,100.0,24993550.0,4999.354998619529,9239.6,4999.619,2432.4734,10.0,0.13558061,100,0.12638912,0.4189424,4999.355,-1,1.0,-247.60318,-247.60318,-7690325000000000.0
1.0,495.43,9844563,1.0,10.0,5294.6201548576355,[ 0.113  0.18  -3.333 -1.652],419.74796,100.0,1,-26187638.0,9486954000.0,25200,,,252,True,1280876600000000.0,29250.76,100.0,24744418.0,4953.463145475396,2910.488,4999.6675,380.53516,10.0,455.65552,100,0.19564182,0.4189424,4953.463,-1,1.0,-250.26411,-250.26411,-51660072000000.0
1.0,472.9,9891853,1.0,10.0,5322.020891189575,[ 0.058  0.152 -3.337 -1.661],559.7925,100.0,1,-24692940.0,7865239000000000.0,25300,,,253,True,9.309228e+29,81796680000.0,100.0,23249728.0,4727.6543239448765,8139168300.0,4999.6567,840221440.0,10.0,948.1633,100,0.08763807,0.4189424,4727.6543,-1,1.0,-242.72421,-242.72421,-1.3924483e+21
1.0,490.96,9940949,1.0,10.0,5350.297954797745,[ 0.024  0.263 -3.341 -1.613],9.980679,100.0,1,-25909846.0,1445606100.0,25400,,,254,True,4.5121745e+21,936.34125,100.0,24466624.0,4908.815425567215,144.1577,4999.671,57.850117,10.0,608.40247,100,0.07602054,0.4189424,4908.815,-1,1.0,-242.37883,-242.37883,-9.694271e+16
1.0,385.38,9979487,1.0,10.0,5372.680719614029,[-0.025  0.295 -3.347 -1.591],1319.7942,100.0,1,-17767472.0,129671496000.0,25500,,,255,True,7.0940065e+35,158017.17,100.0,16324250.0,3847.344596160934,26853.695,4999.687,12366.515,10.0,1233.7704,100,0.020722693,0.4189424,3847.3447,-1,1.0,-240.30603,-240.30603,-1.2155443e+24
1.0,490.03,10028490,1.0,10.0,5403.620182752609,[ 0.037  0.302 -3.348 -1.594],,100.0,1,-25937986.0,562390100000000.0,25600,,,256,True,6.246202e+29,1995243600.0,100.0,24494742.0,4899.573776869932,199425140.0,4999.71,22499886.0,10.0,699.22656,100,0.019811181,0.4189424,4899.5737,-1,1.0,-243.2028,-243.2028,-1.1406102e+21
1.0,495.74,10078064,1.0,10.0,5431.886281251907,[ 0.107  0.405 -3.344 -1.583],729.7259,100.0,1,-26192468.0,704178300.0,25700,,,257,True,2649422000.0,489.3533,100.0,24749266.0,4956.691534370418,69.94943,4999.6357,28.232473,10.0,424.82608,100,0.065563805,0.4189424,4956.6914,-1,1.0,-255.047,-255.047,-74987560000.0
1.0,500.0,10128064,1.0,10.0,5461.4981253147125,[ 0.046  0.307 -3.336 -1.536],4999.0474,100.0,1,-26437748.0,106891720000.0,25800,,,258,True,804992400000000.0,156448.12,100.0,24994538.0,4999.453878064741,21173.674,4999.6475,4276.721,10.0,0.10592657,100,0.08213763,0.4189424,4999.454,-1,1.0,-247.03078,-247.03078,-41053130000000.0
1.0,500.0,10178064,1.0,10.0,5491.774980545044,[ 0.019  0.384 -3.327 -1.441],4999.0967,100.0,1,-26437520.0,6580825000000.0,25900,,,259,True,4.717523e+31,21935688.0,100.0,24994304.0,4999.430611309643,2188240.0,4999.6567,263292.47,10.0,0.09957024,100,0.016280822,0.4189424,4999.4307,-1,1.0,-248.53842,-248.53842,-9.912353e+21
1.0,500.0,10228064,1.0,10.0,5520.072442770004,[ 0.067  0.478 -3.316 -1.376],4998.9814,100.0,1,-26436538.0,15089380000000.0,26000,,,260,True,7.278727e+17,60359716.0,100.0,24993396.0,4999.339699686952,6005705.5,4999.5293,603707.06,10.0,0.12022266,100,0.054253217,0.4189424,4999.34,-1,1.0,-252.67699,-252.67699,-1246280200000000.0
1.0,499.74,10278038,1.0,10.0,5547.861722230911,[ 0.15   0.438 -3.314 -1.291],4729.3086,100.0,1,-26409194.0,189404630000.0,26100,,,261,True,5.621302e+16,268337.28,100.0,24966006.0,4996.527376244237,32579.057,4999.6074,7578.5093,10.0,26.856924,100,0.07149537,0.4189424,4996.5273,-1,1.0,-251.73412,-251.73412,-342349730000000.0
1.0,482.31,10326269,1.0,10.0,5577.238623857498,[ 0.18   0.525 -3.294 -1.209],209.91159,100.0,1,-25224952.0,537020600000.0,26200,,,262,True,6.7774885e+21,941776.94,100.0,23781860.0,4821.495150452377,112159.58,4999.4443,21500.982,10.0,731.4692,100,0.01807962,0.4189424,4821.495,-1,1.0,-251.6239,-251.6239,-1.1880077e+17
1.0,421.59,10368428,1.0,10.0,5602.584748983383,[ 0.188  0.632 -3.286 -1.146],159.87375,100.0,1,-21446716.0,1815737500000.0,26300,,,263,True,7.5363606e+19,3311389.2,100.0,20003620.0,4212.341649841032,381488.03,4999.458,74030.66,10.0,1503.2627,100,0.29897436,0.4189424,4212.342,-1,1.0,-249.09605,-249.09605,-1.2529363e+16
1.0,494.48,10417876,1.0,10.0,5629.495014429092,[ 0.13   0.548 -3.301 -1.216],1039.7478,100.0,1,-26062328.0,1399380100.0,26400,,,264,True,107899074000000.0,1351.354,100.0,24619262.0,4943.744345753457,159.3228,4999.398,56.041348,10.0,422.6747,100,0.11872434,0.4189424,4943.744,-1,1.0,-254.97128,-254.97128,-14990779000000.0
1.0,491.43,10467019,1.0,10.0,5655.252800703049,[ 0.025  0.564 -3.302 -1.15 ],,100.0,1,-25852228.0,1737560400.0,26500,,,265,True,2422401500.0,3180.0962,100.0,24409154.0,4912.861322927684,425.15894,4999.4136,69.541084,10.0,522.4464,100,0.074807696,0.4189424,4912.8613,-1,1.0,-246.04628,-246.04628,-72760820000.0
1.0,477.52,10514771,1.0,10.0,5682.263188362122,[ 0.079  0.533 -3.292 -1.146],9.981483,100.0,1,-25073230.0,1656167000000.0,26600,,,266,True,3.9313066e+18,4516198.5,100.0,23630054.0,4773.756644926347,463243.6,4999.591,66273.11,10.0,917.2258,100,0.22518665,0.4189424,4773.7563,-1,1.0,-240.08014,-240.08014,-2863044300000000.0
1.0,430.98,10557869,1.0,10.0,5705.0835728645325,[ 0.061  0.643 -3.276 -1.091],149.89906,100.0,1,-22031506.0,4289986000000.0,26700,,,267,True,2.5740056e+21,9602021.0,100.0,20588476.0,4306.387700718363,1005626.1,4999.343,174649.14,10.0,1429.5106,100,0.019335136,0.4189424,4306.3877,-1,1.0,-246.54146,-246.54146,-7.321421e+16
1.0,484.87,10606356,1.0,10.0,5736.584787845612,[ 0.099  0.567 -3.286 -1.183],409.82736,100.0,1,-25354076.0,586371140.0,26800,,,268,True,108402950000.0,338.087,100.0,23911000.0,4847.051995825619,47.814884,4999.416,23.687414,10.0,645.823,100,0.097674884,0.4189424,4847.052,-1,1.0,-242.50818,-242.50818,-475701050000.0
1.0,472.82,10653638,1.0,10.0,5762.957840919495,[-0.006  0.566 -3.313 -1.119],9.982559,100.0,1,-24778028.0,6882970000000.0,26900,,,269,True,1.8370537e+25,17296516.0,100.0,23334946.0,4726.398327947859,1935615.5,4999.4297,311893.06,10.0,998.0496,100,0.061579283,0.4189424,4726.398,-1,1.0,-255.4711,-255.4711,-6.185029e+18
1.0,412.93,10694931,1.0,10.0,5787.518709659576,[ 0.026  0.674 -3.317 -1.065],,100.0,1,-20825394.0,77601460000000.0,27000,,,270,True,1.7981717e+30,486930340.0,100.0,19382382.0,4125.296271393728,48542640.0,4999.317,5273297.5,10.0,1537.6326,100,0.014644897,0.4189424,4125.2964,-1,1.0,-237.0732,-237.0732,-1.9349795e+21
1.0,482.54,10743185,1.0,10.0,5816.258622169495,[-0.035  0.6   -3.338 -1.143],1339.7412,100.0,1,-25005460.0,3325640300000.0,27100,,,271,True,1.415918e+35,12778195.0,100.0,23562338.0,4823.004904975002,1288090.4,4999.497,181463.19,10.0,548.59924,100,0.048964363,0.4189424,4823.005,-1,1.0,-249.08376,-249.08376,-5.4301403e+23
1.0,477.58,10790943,1.0,10.0,5843.332921266556,[ 0.026  0.588 -3.337 -1.151],,100.0,1,-25093884.0,5385939000000.0,27200,,,272,True,1.5118007e+18,13770639.0,100.0,23650786.0,4774.299397392964,1482037.8,4999.456,215551.58,10.0,925.66284,100,0.01493602,0.4189424,4774.2993,-1,1.0,-246.04802,-246.04802,-1779706700000000.0
1.0,500.0,10840943,1.0,10.0,5871.241507768631,[ 0.033  0.52  -3.348 -1.256],4998.8623,100.0,1,-26436332.0,126696270000.0,27300,,,273,True,21109050000000.0,218890.25,100.0,24993178.0,4999.317828929714,27999.635,4999.548,5069.405,10.0,0.12372157,100,0.089593224,0.4189424,4999.318,-1,1.0,-248.0849,-248.0849,-6757026400000.0
1.0,496.14,10890557,1.0,10.0,5898.65016412735,[ 0.036  0.47  -3.359 -1.369],1129.7029,100.0,1,-26199870.0,16479709000.0,27400,,,274,True,4449148400.0,14354.344,100.0,24756696.0,4960.690146864068,2057.2332,4999.584,659.79315,10.0,385.02875,100,0.0275858,0.4189424,4960.69,-1,1.0,-248.30078,-248.30078,-112739650000.0
1.0,495.01,10940058,1.0,10.0,5926.109161138535,[ 0.022  0.443 -3.369 -1.49 ],,100.0,1,-26187736.0,82223910000.0,27500,,,275,True,798947100000000.0,173770.5,100.0,24744526.0,4949.452681941656,17768.1,4999.6494,3289.8594,10.0,497.43875,100,0.020839386,0.4189424,4949.4526,-1,1.0,-243.60172,-243.60172,-40874460000000.0
1.0,500.0,10990058,1.0,10.0,5955.155958175659,[ 0.047  0.349 -3.361 -1.569],4999.216,100.0,1,-26437798.0,155152110.0,27600,,,276,True,21446705000.0,36.077263,100.0,24994586.0,4999.458564832392,7.25218,4999.6514,6.2075167,10.0,0.08940302,100,0.123002514,0.4189424,4999.4585,-1,1.0,-246.42528,-246.42528,-211503630000.0
1.0,493.48,11039406,1.0,10.0,5982.721203327179,[-9.611e-04  3.533e-01 -3.363e+00 -1.529e+00],2939.675,100.0,1,-25855896.0,1190319600.0,27700,,,277,True,211898290.0,3228.6973,100.0,24412672.0,4933.512605967211,330.42685,4999.673,62.426037,10.0,270.41632,100,0.17963515,0.4189424,4933.5127,-1,1.0,-240.44138,-240.44138,-22198395000.0
1.0,495.01,11088907,1.0,10.0,6008.300181865692,[ 0.026  0.368 -3.363 -1.531],,100.0,1,-26188068.0,530198600.0,27800,,,278,True,4.0590933e+20,845.57825,100.0,24744850.0,4949.485167981839,84.561966,4999.6646,21.223413,10.0,497.442,100,0.18545055,0.4189424,4949.4854,-1,1.0,-256.25903,-256.25903,-2.9076063e+16
1.0,400.95,11129002,1.0,10.0,6029.114440202713,[-0.035  0.375 -3.366 -1.524],1749.8347,100.0,1,-18542666.0,112905530000.0,27900,,,279,True,1.1844756e+35,108729.52,100.0,17099448.0,4002.9051644816413,20429.197,4999.677,10476.854,10.0,1037.401,100,0.032828003,0.4189424,4002.905,-1,1.0,-235.80746,-235.80746,-4.96691e+23
1.0,490.02,11178004,1.0,10.0,6060.693653821945,[ 0.026  0.388 -3.366 -1.521],,100.0,1,-25938068.0,39137357000000.0,28000,,,280,True,1.9627018e+33,145948900.0,100.0,24494848.0,4899.484818909377,14523913.0,4999.665,1565958.5,10.0,699.9264,100,0.13229306,0.4189424,4899.485,-1,1.0,-257.90244,-257.90244,-6.393643e+22
1.0,488.26,11226830,1.0,10.0,6087.798945426941,[ 0.049  0.157 -3.397 -1.434],609.8442,100.0,1,-25728188.0,46563350000.0,28100,,,281,True,37795310000000.0,115121.984,100.0,24284986.0,4881.7455052387195,11900.213,4999.6357,1863.4005,10.0,673.4596,100,0.08245407,0.4189424,4881.745,-1,1.0,-240.7464,-240.7464,-8918839000000.0
1.0,500.0,11276830,1.0,10.0,6116.622916936874,[ 0.097  0.14  -3.394 -1.469],4998.677,100.0,1,-26436080.0,6901601000.0,28200,,,282,True,3.193385e+16,7472.432,100.0,24992902.0,4999.290023293731,923.729,4999.593,276.17538,10.0,0.18122214,100,0.023072023,0.4189424,4999.29,-1,1.0,-248.15085,-248.15085,-257896780000000.0
1.0,482.46,11325076,1.0,10.0,6147.152545452118,[ 0.041  0.155 -3.396 -1.447],9.980976,100.0,1,-25364856.0,3775420100000000.0,28300,,,283,True,3.603711e+32,13875541000.0,100.0,23921642.0,4823.578035625078,1383509200.0,4999.6587,151057630.0,10.0,809.15845,100,0.09876896,0.4189424,4823.5776,-1,1.0,-246.03627,-246.03627,-2.7396504e+22
1.0,421.81,11367257,1.0,10.0,6171.782083034515,[-0.011  0.255 -3.388 -1.395],9.981828,100.0,1,-20514740.0,243625760.0,28400,,,284,True,106149480000.0,118.36501,100.0,19071532.0,4212.984818340473,24.872509,4999.6553,16.592018,10.0,1149.9094,100,0.12284121,0.4189424,4212.985,-1,1.0,-249.54715,-249.54715,-470439070000.0
1.0,492.95,11416552,1.0,10.0,6201.677010774612,[ 0.02   0.26  -3.388 -1.395],1649.7097,100.0,1,-25908090.0,72273980.0,28500,,,285,True,894094140.0,13.866642,100.0,24464860.0,4928.59552455383,2.7124584,4999.684,2.893568,10.0,416.9024,100,0.033285998,0.4189424,4928.5957,-1,1.0,-253.40163,-253.40163,-43225780000.0
1.0,439.11,11460463,1.0,10.0,6228.772415161133,[-0.008  0.275 -3.389 -1.391],1379.8052,100.0,1,-21703718.0,373758530.0,28600,,,286,True,34158973000.0,302.66177,100.0,20260500.0,4387.2623677938,55.666172,4999.67,30.32909,10.0,1006.1956,100,0.1551248,0.4189424,4387.262,-1,1.0,-238.72876,-238.72876,-267105340000.0
1.0,500.0,11510463,1.0,10.0,6255.685495853424,[ 0.024  0.276 -3.389 -1.393],4999.1914,100.0,1,-26437892.0,152750930000000.0,28700,,,287,True,8.156328e+30,610505150.0,100.0,24994678.0,4999.4677576672075,60743908.0,4999.6533,6111140.0,10.0,0.09171347,100,0.10525779,0.4189424,4999.4673,-1,1.0,-238.71515,-238.71515,-4.1216066e+21
1.0,495.01,11559964,1.0,10.0,6280.966245889664,[ 0.085  0.278 -3.387 -1.402],,100.0,1,-26187006.0,7508166000000.0,28800,,,288,True,8.389552e+25,24892070.0,100.0,24743812.0,4949.381299190771,2501029.2,4999.621,300407.44,10.0,497.43152,100,0.07568719,0.4189424,4949.3813,-1,1.0,-243.37991,-243.37991,-1.3218532e+19
1.0,485.74,11608538,1.0,10.0,6308.51083445549,[ 0.16   0.183 -3.378 -1.435],9.979912,100.0,1,-25433170.0,10611536000.0,28900,,,289,True,598736400000000.0,23775.621,100.0,23989998.0,4855.790599852628,2454.4348,4999.5835,424.75296,10.0,641.3232,100,0.01449417,0.4189424,4855.7905,-1,1.0,-240.69038,-240.69038,-35322818000000.0
1.0,448.89,11653427,1.0,10.0,6336.908562660217,[ 0.217  0.205 -3.371 -1.428],9.980164,100.0,1,-22869750.0,3062719200.0,29000,,,290,True,19940934000.0,4628.7783,100.0,21426678.0,4485.750962466138,692.883,4999.417,193.14874,10.0,1142.242,100,0.048758585,0.4189424,4485.751,-1,1.0,-245.70464,-245.70464,-206837700000.0
