EpThisIter,MinBehavPdf,EmpiricalD2Harmonic,DivergenceHarmonic,TimeElapsed,StdIW,Penalization,EpRewMean,InitialReturnMean,MinTargetPdf,InitialBound,ESSRenyiHarmonic,Inner Iteration,WReturnMean,InitialReturnMin,InitialReturnMax,Iteration,EpLenMean,TimestepsSoFar,MaxIW,EpisodesSoFar,LearnableVariance,ESSRenyiArithmetic,Bound,ReturnStepMaxmin,StdWReturnMean,MinIW,InitialReturnStd,MeanD2-0,VarianceInitializer,MeanEntropy,Weights,MeanIW,ReturnStepMax,EmpiricalD2Arithmetic,ReturnMeanIW
100,-87.834274,1.0,303352120000.0,13.569586038589478,1747.9856,True,835.9003157289693,835.9003,-87.834274,-1045545.4,100.0,1,852252.44,,1829.7316,11,84.62,45534,10432.147,1100,,100.0,-107001470000.0,10.0,,0.037784223,391.82028,1.0,-1,0.4189424,[-0.438  0.623 -1.08  -1.328],643.0725,10.0,1.0,541184200.0
100,-103.60035,1.0,1.9150866e+22,15.82702374458313,138291.27,True,817.4877960559543,817.4878,-103.60035,-1205345.8,100.0,1,875767.6,,2389.2332,12,82.78,53812,1389850.4,1200,,100.0,-4.5609027e+16,10.0,,0.050395276,455.50122,1.0,-1,0.4189424,[-0.373  0.694 -1.115 -1.4  ],15344.336,10.0,1.0,17020627000.0
100,-114.27349,1.0,4.9868403e+28,19.059672355651855,1094968.8,True,1346.3614946245348,1346.3616,-114.27349,-2746396.0,100.0,1,2230370.0,39.93019,2989.6104,13,135.68,67380,7952342.5,1300,,100.0,-1.1523417e+20,10.0,,0.04152129,646.28217,1.0,-1,0.4189424,[-0.245  0.651 -1.297 -1.505],259268.77,10.0,1.0,336938170000.0
100,-145.7525,1.0,81126580.0,21.918671131134033,4.608938,True,1111.3363457450637,1111.3364,-145.7525,-2590727.8,100.0,1,1892148.6,,3478.4585,14,112.18,78598,40.721516,1400,,100.0,-6300282000.0,10.0,,0.21081424,810.60486,1.0,-1,0.4189424,[-0.162  0.74  -1.322 -1.495],2.8982565,10.0,1.0,8196140.0
100,-146.95929,1.0,339456700.0,25.053481340408325,138.9406,True,1274.3073304359682,1274.3073,-146.95929,-2967032.8,100.0,1,2240024.2,29.944645,3548.5308,15,128.48,91446,1096.3989,1500,,100.0,-13533463000.0,10.0,,0.16109519,784.9619,1.0,-1,0.4189424,[-0.208  0.706 -1.34  -1.513],36.30693,10.0,1.0,138894580.0
100,-159.38025,1.0,680896230000.0,28.23929452896118,156.65123,True,1194.5561213063133,1194.5562,-159.38025,-2762992.0,100.0,1,2068272.6,19.965908,3468.8347,16,120.5,103496,860.4027,1600,,100.0,-573448700000.0,10.0,,0.17282069,800.8173,1.0,-1,0.4189424,[-0.15   0.724 -1.351 -1.519],58.351597,10.0,1.0,194770500.0
100,-147.54967,1.0,34660440000.0,32.222529888153076,758.04364,True,1529.0762319169908,1529.0763,-147.54967,-3747137.5,100.0,1,3020066.5,,3548.6807,17,153.96,118892,5786.685,1700,,100.0,-136467550000.0,10.0,,0.054520432,825.82855,1.0,-1,0.4189424,[-0.164  0.629 -1.417 -1.563],217.83202,10.0,1.0,1107577300.0
100,-124.71766,1.0,587707970.0,35.91064119338989,943.1143,True,1466.712454324796,1466.7124,-124.71766,-3056319.0,100.0,1,2547240.5,,2969.4155,18,147.71,133663,9142.363,1800,,100.0,-12702665000.0,10.0,,0.026108947,629.28143,1.0,-1,0.4189424,[-0.201  0.589 -1.477 -1.659],210.4624,10.0,1.0,361330140.0
100,-200.6993,1.0,5.019771e+26,41.530866384506226,90724.516,True,2063.4162422736467,2063.416,-200.6993,-6543378.0,100.0,1,5100764.5,249.77457,4998.653,19,207.39,154402,891765.3,1900,,100.0,-3.2321187e+19,10.0,,0.23833767,918.1926,1.0,-1,0.4189424,[-0.145  0.615 -1.48  -1.661],14564.115,10.0,1.0,66257860000.0
100,-252.51263,1.0,3.82498e+19,48.723384618759155,1148.7874,True,2653.0339469192168,2653.0342,-252.51263,-10474175.0,100.0,1,9031381.0,29.944906,4998.959,20,266.29,181031,7780.3037,2000,,100.0,-8923050000000000.0,10.0,,0.110744335,1411.6627,1.0,-1,0.4189424,[-0.051  0.542 -1.494 -1.697],255.29443,10.0,1.0,4657794000.0
100,-226.57365,1.0,1.4684163e+32,54.752506256103516,4042470.8,True,2149.2777343026405,2149.2778,-226.57365,-7464394.0,100.0,1,6021636.0,,4998.9014,21,215.97,202628,31403210.0,2100,,100.0,-1.7482886e+22,10.0,,0.024662187,1184.1628,1.0,-1,0.4189424,[-0.106  0.555 -1.521 -1.695],690086.2,10.0,1.0,10548627000000.0
100,-202.91049,1.0,92765000000.0,60.983965158462524,1024.2174,True,2205.6432187923047,2205.6436,-202.91049,-6500929.0,100.0,1,5478362.5,9.980749,4208.4644,22,221.61,224789,6913.454,2200,,100.0,-312723640000.0,10.0,,0.20778352,783.263,1.0,-1,0.4189424,[-0.18   0.73  -1.799 -2.065],310.98914,10.0,1.0,1280520400.0
100,-236.06291,1.0,5.5159024e+18,68.83965992927551,734.3148,True,3209.0063614180913,3209.0063,-236.06291,-13357186.0,100.0,1,11914256.0,,4999.1875,23,321.87,256976,4349.131,2300,,100.0,-3388807800000000.0,10.0,,0.019225696,1271.4298,1.0,-1,0.4189424,[-0.122  0.753 -1.798 -2.065],347.09323,10.0,1.0,3541162500.0
100,-263.25653,1.0,2.1443077e+27,78.16598463058472,123776.72,True,3693.8119090360483,3693.8118,-263.25653,-17203914.0,100.0,1,15760827.0,19.963554,4999.455,24,370.13,293989,953809.25,2400,,100.0,-6.682336e+19,10.0,,0.0031925088,1454.8475,1.0,-1,0.4189424,[-0.06   0.747 -1.8   -2.072],25576.78,10.0,1.0,575929650000.0
100,-230.39969,1.0,5.863866e+16,86.07385158538818,3199.4807,True,3173.9309778006595,3173.931,-230.39969,-12978142.0,100.0,1,11535035.0,19.961773,4999.494,25,318.31,325820,22158.273,2500,,100.0,-349456300000000.0,10.0,,0.061830673,1208.8,1.0,-1,0.4189424,[-0.121  0.736 -1.805 -2.079],884.26776,10.0,1.0,7504627700.0
100,-258.28055,1.0,6.016208e+27,96.01750659942627,140531.69,True,3651.4340763659275,3651.434,-258.28055,-17299422.0,100.0,1,15856356.0,9.980077,4999.416,26,365.89,362409,1025570.2,2600,,100.0,-1.11928155e+20,10.0,,0.12720558,1588.517,1.0,-1,0.4189424,[-0.066  0.765 -1.809 -2.074],29648.988,10.0,1.0,340022800000.0
100,-227.00894,1.0,6.073785e+25,104.81353425979614,75262.94,True,3256.8704338879093,3256.8704,-227.00894,-15265557.0,100.0,1,13822525.0,,4999.365,27,326.39,395048,652290.06,2700,,100.0,-1.1246019e+19,10.0,,0.102215685,1793.1311,1.0,-1,0.4189424,[-0.004  0.761 -1.813 -2.08 ],15583.347,10.0,1.0,348362900000.0
100,-243.05045,1.0,6.75952e+24,115.5390784740448,30704.705,True,4417.156776508569,4417.1567,-243.05045,-22252912.0,100.0,1,20809780.0,,4999.524,28,442.18,439266,208389.0,2800,,100.0,-3.7519292e+18,10.0,,0.017671589,1139.5198,1.0,-1,0.4189424,[-0.043  0.678 -1.871 -2.142],7986.739,10.0,1.0,174718800000.0
100,-233.30818,1.0,1.6054309e+25,126.78999876976013,113269.2,True,4208.879551571703,4208.8794,-233.30818,-21225664.0,100.0,1,19782476.0,229.80801,4999.624,29,421.28,481394,942582.0,2900,,100.0,-5.782424e+18,10.0,,0.0065660137,1437.9879,1.0,-1,0.4189424,[ 0.01   0.653 -1.88  -2.161],23035.676,10.0,1.0,566100200000.0
100,-240.94162,1.0,2.3520778e+28,138.07095193862915,141579.7,True,4139.9808000819285,4139.981,-240.94162,-20921316.0,100.0,1,19478224.0,,4999.456,30,414.39,522833,1059967.5,3000,,100.0,-2.2131493e+20,10.0,,0.08277931,1529.3077,1.0,-1,0.4189424,[-0.016  0.751 -1.949 -2.142],34092.363,10.0,1.0,744944240000.0
100,-247.87173,1.0,4.3976082e+29,150.6630117893219,9157686.0,True,4578.066908636418,4578.0664,-247.87173,-23520808.0,100.0,1,22077632.0,269.7607,4999.598,31,458.1,568643,76839290.0,3100,,100.0,-9.570131e+20,10.0,,0.11785886,1057.7982,1.0,-1,0.4189424,[-0.023  0.655 -1.978 -2.215],1340175.2,10.0,1.0,23240280000000.0
100,-246.00761,1.0,6.394935e+31,161.6233856678009,120003.445,True,4173.38725811152,4173.3877,-246.00761,-21178340.0,100.0,1,19735222.0,,4999.504,32,417.73,610416,717188.0,3200,,100.0,-1.1540145e+22,10.0,,1.0428745,1522.5175,1.0,-1,0.4189424,[ 0.034  0.66  -1.981 -2.239],33040.01,10.0,1.0,815761400000.0
100,-236.95024,1.0,102171650.0,172.2584159374237,55.121937,True,4281.053022297566,4281.053,-236.95024,-21374466.0,100.0,1,19931300.0,,4999.584,33,428.56,653272,382.2386,3300,,100.0,-14869921000.0,10.0,,0.15331286,1266.4463,1.0,-1,0.4189424,[-0.037  0.569 -1.999 -2.282],21.087942,10.0,1.0,282708100.0
100,-240.11322,1.0,1747198000.0,185.0102298259735,105.200386,True,4769.150714439948,4769.151,-240.11322,-24951906.0,100.0,1,23508742.0,299.72046,4999.575,34,477.1,700982,837.821,3400,,100.0,-60994884000.0,10.0,,0.10541209,874.03796,1.0,-1,0.4189424,[-0.006  0.572 -1.998 -2.282],27.255613,10.0,1.0,672757200.0
100,-253.4288,1.0,3.1249688e+29,197.0794129371643,871525.2,True,4503.965296437358,4503.9653,-253.4288,-22991368.0,100.0,1,21548240.0,,4999.5176,35,450.76,746058,7709556.5,3500,,100.0,-8.067118e+20,10.0,,0.058887716,1123.6267,1.0,-1,0.4189424,[-0.04   0.622 -2.005 -2.296],183754.52,10.0,1.0,2621696400000.0
100,-267.536,1.0,1.752517e+33,207.41757917404175,3368444.8,True,3938.5810012021625,3938.581,-267.536,-19981014.0,100.0,1,18537862.0,,4999.5654,36,394.28,785486,22764306.0,3600,,100.0,-6.041364e+22,10.0,,0.03225993,1739.3796,1.0,-1,0.4189424,[ 0.022  0.628 -2.009 -2.296],701536.6,10.0,1.0,15812108000000.0
100,-246.44064,1.0,125641180.0,218.97987365722656,38.205883,True,4564.987107287262,4564.987,-246.44064,-23637538.0,100.0,1,22194380.0,,4999.567,37,456.79,831165,326.577,3700,,100.0,-16484232000.0,10.0,,0.084275566,1164.1615,1.0,-1,0.4189424,[-6.812e-04  7.345e-01 -2.033e+00 -2.239e+00],13.560874,10.0,1.0,308267650.0
100,-245.43,1.0,1731873900000.0,230.48554110527039,235.31761,True,4593.224598442033,4593.2246,-245.43,-23976802.0,100.0,1,22533640.0,,4999.576,38,459.55,877120,2069.5176,3800,,100.0,-1900617900000.0,10.0,,0.059100155,1198.3016,1.0,-1,0.4189424,[-0.023  0.677 -2.034 -2.251],58.128956,10.0,1.0,1447716000.0
100,-255.07133,1.0,4.502176e+25,242.91899275779724,31.203455,True,4403.68917807326,4403.6895,-255.07133,-22766702.0,100.0,1,21323572.0,,4999.5234,39,440.67,921187,183.74179,3900,,100.0,-9.682954e+18,10.0,,0.018419337,1389.6378,1.0,-1,0.4189424,[ 0.01   0.631 -2.044 -2.276],16.200867,10.0,1.0,353446600.0
100,-251.40683,1.0,3.2679917e+29,255.25777912139893,247061.88,True,4418.3646725697145,4418.3643,-251.40683,-21891056.0,100.0,1,20447886.0,,4999.5884,40,442.34,965421,2253008.8,4000,,100.0,-8.2498936e+20,10.0,,0.02772421,962.25757,1.0,-1,0.4189424,[-0.051  0.642 -2.048 -2.267],49923.42,10.0,1.0,623841000000.0
100,-264.03366,1.0,1.901882e+17,267.98476123809814,73.567795,True,4468.760813200656,4468.7607,-264.03366,-23111836.0,100.0,1,21668658.0,9.982527,4999.6045,41,447.13,1010134,702.6153,4100,,100.0,-629365250000000.0,10.0,,0.099434316,1303.3937,1.0,-1,0.4189424,[ 0.01   0.637 -2.048 -2.278],18.419403,10.0,1.0,432250750.0
100,-249.7694,1.0,1.0871438e+33,279.8719367980957,162492.95,True,4225.754582310687,4225.7544,-249.7694,-20775984.0,100.0,1,19332830.0,,4999.5664,42,423.12,1052446,1232138.0,4200,,100.0,-4.758253e+22,10.0,,0.18009074,1214.8373,1.0,-1,0.4189424,[-0.05   0.622 -2.057 -2.276],50389.074,10.0,1.0,876472500000.0
100,-247.69318,1.0,3.504133e+33,292.9481420516968,33.49505,True,4614.107210180593,4614.107,-247.69318,-23983002.0,100.0,1,22539846.0,,4999.5605,43,461.64,1098610,240.44296,4300,,100.0,-8.542664e+22,10.0,,0.14082524,1117.9724,1.0,-1,0.4189424,[ 0.011  0.632 -2.059 -2.287],13.945775,10.0,1.0,321905600.0
100,-257.26364,1.0,84381980.0,304.5643026828766,28.1511,True,4247.210039516017,4247.2104,-257.26364,-20884916.0,100.0,1,19441756.0,9.981067,4999.575,44,425.28,1141138,140.91843,4400,,100.0,-13476974000.0,10.0,,0.034462295,1184.4674,1.0,-1,0.4189424,[-0.05   0.62  -2.062 -2.296],14.831713,10.0,1.0,220425260.0
100,-257.49957,1.0,1.4161687e+34,317.8866558074951,390173.84,True,4582.097436828215,4582.0977,-257.49957,-23781680.0,100.0,1,22338532.0,9.980152,4999.5527,45,458.47,1186985,3509392.0,4500,,100.0,-1.7173515e+23,10.0,,0.03150878,1158.8425,1.0,-1,0.4189424,[-0.019  0.616 -2.062 -2.301],53414.53,10.0,1.0,1334494500000.0
100,-236.07686,1.0,1.0596535e+23,328.5617997646332,17828.916,True,3507.7106305837324,3507.711,-236.07686,-15083074.0,100.0,1,13639885.0,19.960766,4999.6353,46,351.65,1222150,134728.9,4600,,100.0,-4.6978373e+17,10.0,,0.0855557,1155.7904,1.0,-1,0.4189424,[-0.079  0.629 -2.071 -2.295],6005.2373,10.0,1.0,43728904000.0
100,-259.52417,1.0,4319169400000000.0,340.6309642791748,10003.519,True,4537.523188399071,4537.523,-259.52417,-23647628.0,100.0,1,22204474.0,,4999.5605,47,454.0,1267550,94864.52,4700,,100.0,-94866960000000.0,10.0,,0.036429442,1270.9667,1.0,-1,0.4189424,[-0.018  0.642 -2.071 -2.288],1401.9042,10.0,1.0,24419959000.0
100,-242.27954,1.0,369003520.0,352.4125461578369,35.71483,True,4350.243242383715,4350.2437,-242.27954,-22312204.0,100.0,1,20869068.0,,4999.533,48,435.33,1311083,277.21307,4800,,100.0,-27970345000.0,10.0,,0.031797606,1394.4359,1.0,-1,0.4189424,[ 0.026  0.6   -2.069 -2.301],13.716279,10.0,1.0,249046740.0
100,-251.25334,1.0,1187765500.0,365.4647557735443,124.26506,True,4518.859539510703,4518.8594,-251.25334,-22992352.0,100.0,1,21549146.0,9.981242,4999.6514,49,452.23,1356306,792.1444,4900,,100.0,-50700386000.0,10.0,,0.19419634,1062.5697,1.0,-1,0.4189424,[-0.024  0.565 -2.077 -2.311],53.38853,10.0,1.0,962864500.0
100,-248.28883,1.0,1.8029586e+17,377.8312392234802,49.23467,True,4675.9245447117255,4675.925,-248.28883,-24355660.0,100.0,1,22912510.0,339.77307,4999.551,50,467.82,1403088,431.1285,5000,,100.0,-612765800000000.0,10.0,,0.016279332,1023.8369,1.0,-1,0.4189424,[ 0.007  0.565 -2.078 -2.31 ],17.450565,10.0,1.0,385557300.0
100,-244.25127,1.0,4.962544e+26,391.34816813468933,119099.31,True,4581.852543786786,4581.8525,-244.25127,-23201086.0,100.0,1,21757946.0,289.79663,4999.537,51,458.6,1448948,854506.56,5100,,100.0,-3.2147791e+19,10.0,,0.09571847,874.39874,1.0,-1,0.4189424,[-0.038  0.606 -2.088 -2.303],37797.945,10.0,1.0,565748960000.0
100,-260.36682,1.0,98756250.0,403.65150451660156,68.84191,True,4637.343334527736,4637.3433,-260.36682,-24262900.0,100.0,1,22819764.0,,4999.5303,52,463.94,1495342,543.7681,5200,,100.0,-14828610000.0,10.0,,0.10222504,1146.6532,1.0,-1,0.4189424,[ 0.016  0.63  -2.09  -2.282],20.06901,10.0,1.0,487589300.0
100,-253.00876,1.0,6.51609e+18,416.4362955093384,36340.977,True,4812.644699171906,4812.645,-253.00876,-25175938.0,100.0,1,23732758.0,9.980387,4999.6045,53,481.47,1543489,345794.88,5300,,100.0,-3683991800000000.0,10.0,,0.047961652,755.78503,1.0,-1,0.4189424,[-0.017  0.577 -2.094 -2.277],6270.9746,10.0,1.0,122692700000.0
100,-236.81647,1.0,105542720000000.0,428.30319595336914,18.461924,True,4641.189817283578,4641.19,-236.81647,-24274354.0,100.0,1,22831180.0,19.963974,4999.5947,54,464.34,1589923,108.42907,5400,,100.0,-14826187000000.0,10.0,,0.049380027,1136.0178,1.0,-1,0.4189424,[ 0.026  0.618 -2.102 -2.26 ],10.035049,10.0,1.0,217219700.0
100,-247.45578,1.0,1.671634e+31,442.2484540939331,6173062.5,True,4793.698249675372,4793.698,-247.45578,-25171336.0,100.0,1,23728162.0,9.979735,4999.5913,55,479.56,1637879,60505416.0,5500,,100.0,-5.9003663e+21,10.0,,0.09794352,865.2279,1.0,-1,0.4189424,[-0.024  0.65  -2.111 -2.24 ],809682.8,10.0,1.0,14405208000000.0
100,-244.58095,1.0,9.236575e+28,453.8585424423218,157439570.0,True,4213.098511679341,4213.0986,-244.58095,-21690412.0,100.0,1,20247274.0,9.980116,4999.537,56,421.63,1680042,1525843100.0,5600,,100.0,-4.3858618e+20,10.0,,0.07820663,1580.2135,1.0,-1,0.4189424,[ 0.037  0.639 -2.113 -2.25 ],19614808.0,10.0,1.0,489826600000000.0
100,-250.22212,1.0,1.7839345e+28,466.1063804626465,1374403.6,True,4664.723704026509,4664.7236,-250.22212,-24020620.0,100.0,1,22577452.0,29.951862,4999.584,57,466.8,1726722,13813572.0,5700,,100.0,-1.9275097e+20,10.0,,0.46623686,904.32587,1.0,-1,0.4189424,[-0.042  0.711 -2.13  -2.187],158184.58,10.0,1.0,3922154000000.0
100,-240.4709,1.0,104701890.0,478.4537019729614,1.798117,True,4656.583896409842,4656.584,-240.4709,-24453204.0,100.0,1,23009966.0,9.980558,4999.7046,58,465.84,1773306,10.482434,5800,,100.0,-14819259000.0,10.0,,0.19952486,1151.6045,1.0,-1,0.4189424,[ 1.887e-03  6.094e-01 -2.128e+00 -2.245e+00],2.231106,10.0,1.0,51815268.0
100,-256.06332,1.0,392500930.0,491.12819027900696,128.68419,True,4795.664735220923,4795.6646,-256.06332,-24896138.0,100.0,1,23452990.0,9.981847,4999.547,59,479.8,1821286,821.99225,5900,,100.0,-29343042000.0,10.0,,0.18723617,674.2355,1.0,-1,0.4189424,[-0.024  0.595 -2.134 -2.25 ],40.576546,10.0,1.0,752593340.0
100,-247.85652,1.0,80779400000000.0,503.5571255683899,46.539917,True,4670.26077734862,4670.2607,-247.85652,-24564904.0,100.0,1,23121750.0,,4999.5605,60,467.21,1868007,289.91452,6000,,100.0,-12970925000000.0,10.0,,0.044153344,1144.7336,1.0,-1,0.4189424,[ 0.007  0.593 -2.133 -2.254],23.132103,10.0,1.0,525598370.0
100,-243.14323,1.0,4.8447333e+27,516.2074534893036,105925.23,True,4546.6310915959175,4546.631,-243.14323,-22873856.0,100.0,1,21430678.0,,4999.6045,61,455.1,1913517,625828.9,6100,,100.0,-1.00449e+20,10.0,,0.019413775,871.10455,1.0,-1,0.4189424,[-0.033  0.559 -2.142 -2.286],36399.03,10.0,1.0,539214380000.0
100,-260.4649,1.0,152940740000.0,529.1605849266052,41.397186,True,4792.577408724753,4792.5776,-260.4649,-25286324.0,100.0,1,23843186.0,,4999.5312,62,479.4,1961457,391.20755,6200,,100.0,-564684900000.0,10.0,,0.14278995,935.0883,1.0,-1,0.4189424,[ 0.019  0.59  -2.143 -2.275],12.959204,10.0,1.0,320691550.0
100,-255.31158,1.0,1.4805685e+36,542.0099153518677,2717980.5,True,4672.708561036687,4672.7085,-255.31158,-23870830.0,100.0,1,22427638.0,,4999.627,63,467.61,2008218,23038972.0,6300,,100.0,-1.7560175e+24,10.0,,0.053952716,770.34595,1.0,-1,0.4189424,[-0.027  0.552 -2.159 -2.282],684901.75,10.0,1.0,13550592000000.0
100,-260.98328,1.0,4.9054952e+32,554.5909478664398,3755544.8,True,4751.493732281715,4751.4937,-260.98328,-24873496.0,100.0,1,23430360.0,269.77307,4999.5283,64,475.33,2055751,37667396.0,6400,,100.0,-3.1962364e+22,10.0,,0.2674678,923.94183,1.0,-1,0.4189424,[ 0.033  0.57  -2.16  -2.275],453240.1,10.0,1.0,11314314000000.0
100,-251.45053,1.0,66614988.0,567.5055506229401,377.71045,True,4722.6250514992535,4722.625,-251.45053,-24859004.0,100.0,1,23415824.0,,4999.6074,65,472.43,2102994,3784.534,6500,,100.0,-13203170000.0,10.0,,0.061097268,1054.8163,1.0,-1,0.4189424,[ 0.03   0.456 -2.172 -2.323],57.06909,10.0,1.0,1424476200.0
100,-265.82748,1.0,66677150000.0,579.2078447341919,690.9116,True,4340.146792710129,4340.1465,-265.82748,-22358150.0,100.0,1,20915068.0,,4999.442,66,434.37,2146431,6800.6133,6600,,100.0,-375394570000.0,10.0,,0.03943412,1441.5942,1.0,-1,0.4189424,[ 0.062  0.403 -2.18  -2.323],116.56421,10.0,1.0,2770466600.0
100,-243.43486,1.0,6514100700.0,591.147314786911,207.16232,True,4790.436287717799,4790.436,-243.43486,-24980926.0,100.0,1,23537792.0,499.68558,4999.5254,67,479.23,2194354,1269.3246,6700,,100.0,-117916310000.0,10.0,,0.0108678965,767.79675,1.0,-1,0.4189424,[ 1.953e-03  4.165e-01 -2.185e+00 -2.312e+00],69.755905,10.0,1.0,1443621600.0
100,-253.8882,1.0,158995360.0,603.6533329486847,22.446875,True,4833.079089824442,4833.0796,-253.8882,-25452536.0,100.0,1,24009362.0,409.80884,4999.593,68,483.45,2242699,202.34357,6800,,100.0,-18448067000.0,10.0,,0.11716225,806.66565,1.0,-1,0.4189424,[ 0.022  0.473 -2.185 -2.293],10.3523855,10.0,1.0,251021900.0
100,-247.73819,1.0,1.1460855e+19,616.9707500934601,47463.418,True,4898.100094299519,4898.1,-247.73819,-25879250.0,100.0,1,24436048.0,39.931225,4999.6396,69,489.94,2291693,415888.06,6900,,100.0,-4885863500000000.0,10.0,,0.03340914,666.83136,1.0,-1,0.4189424,[ 0.011  0.392 -2.206 -2.201],8028.9004,10.0,1.0,181161840000.0
100,-236.83653,1.0,9.032524e+24,628.916558265686,414569.7,True,4610.173540575087,4610.174,-236.83653,-24076080.0,100.0,1,22632926.0,19.964432,4999.563,70,461.26,2337819,3707788.0,7000,,100.0,-4.337187e+18,10.0,,0.0032052973,1174.4043,1.0,-1,0.4189424,[ 0.05   0.439 -2.207 -2.188],59589.516,10.0,1.0,1488809100000.0
100,-247.33626,1.0,20014950000000.0,641.2603032588959,150.0602,True,4747.160379567016,4747.1606,-247.33626,-24887082.0,100.0,1,23443934.0,,4999.55,71,474.94,2385313,1223.7561,7100,,100.0,-6457500600000.0,10.0,,0.02870571,953.1014,1.0,-1,0.4189424,[ 0.048  0.37  -2.22  -2.292],54.362926,10.0,1.0,1279054100.0
100,-255.10034,1.0,24661890000.0,652.6929121017456,141.30482,True,4259.347937106995,4259.348,-255.10034,-21033840.0,100.0,1,19590652.0,,4999.6235,72,426.38,2427951,866.74084,7200,,100.0,-227495430000.0,10.0,,0.11232022,1203.5807,1.0,-1,0.4189424,[-0.011  0.372 -2.224 -2.312],62.016464,10.0,1.0,860345900.0
