VarianceInit,LearnableVariance,MeanIWNorm,OptimizationReturnMin,ESSClassic,MeanEntropy,OptimizationReturnMax,ReturnStepMax,ReturnMeanIW,MinIWNorm,InitialBound,InitialReturnMin,InitialReturnStd,EpRewMean,MaxIW,ReturnStepMaxmin,TimestepsSoFar,InitialReturnMax,EpThisIter,EpLenMean,OptimizationReturnMean,MeanIW,TimeElapsed,Bound,InitialReturnMean,StdIW,MaxIWNorm,MinIW,EmpiricalD2,Weights,ESSRenyi,J_sample_variance,EpisodesSoFar,Iteration,StdIWNorm
-1,True,0.0121058235,,27.641094,-0.3985572,0.48779297,10.0,6052.591,0.00024584055,4387.4033,4999.427,0.09987381,4999.765173610176,15.568821,10.0,5488896,4999.9146,100,500.0,0.3384912,1.2105825,4312.839111566544,4903.25,4999.765,1.9586768,0.15568821,0.024584055,3.522744,[-0.022  0.549 -2.098 -1.691 -1.848],28.386963,36999340.0,13700,137,0.019586768
-1,True,0.016639827,,12.010033,-0.40170282,0.43798828,10.0,8319.459,2.3784472e-05,4387.371,4999.457,0.106614545,4999.730764019907,34.550632,10.0,5538896,4999.895,100,500.0,0.27379394,1.663983,4349.100089550018,6224.5063,4999.7305,4.503948,0.3455063,0.0023784472,11.704029,[-0.015  0.543 -2.097 -1.68  -1.817],8.544066,69905010.0,13800,138,0.04503948
-1,True,0.014711005,,19.875572,-0.3660279,0.55029297,10.0,7355.0947,9.5611125e-05,4387.3677,4999.3496,0.11035523,4999.728185981147,16.760221,10.0,5588896,4999.9,100,500.0,0.37861815,1.4711006,4384.600720882416,5747.6016,4999.728,2.9536903,0.16760221,0.009561113,6.891034,[-0.004  0.503 -2.101 -1.689 -1.821],14.51161,54635710.0,13900,139,0.029536903
-1,True,0.12342542,,1.1742207,-0.33906624,0.5600586,10.0,61709.004,7.4062477e-06,4387.35,4999.33,0.11877229,4999.7093621190315,1138.5793,10.0,5638896,4999.89,100,500.0,0.37930176,12.342543,4419.948662996292,44521.297,4999.709,113.230896,11.385793,0.0007406248,787.81396,[-0.009  0.537 -2.098 -1.731 -1.785],0.12693352,3845898500.0,14000,140,1.132309
-1,True,0.022211034,,5.069281,-0.37567055,1840.1074,10.0,9844.005,2.4162964e-05,4322.0576,3159.7627,245.20874,4934.413713665352,73.30156,10.0,5688253,4999.87,100,493.57,1774.6511,2.2211032,4459.470938682556,6330.4795,4934.4136,9.611672,0.7330156,0.0024162964,32.92133,[-0.034  0.56  -2.098 -1.728 -1.758],3.0375445,237476420.0,14100,141,0.09611673
-1,True,0.011473382,,50.929344,-0.3797614,2270.1958,10.0,5675.988,0.00016918096,4183.5986,2729.7183,463.0412,4795.960269658759,6.561038,10.0,5736237,4999.914,100,479.84,2066.2422,1.1473382,4495.087073802948,4681.028,4795.96,1.1262069,0.06561038,0.016918097,2.6399446,[-0.045  0.539 -2.096 -1.735 -1.795],37.879585,16510084.0,14200,142,0.0112620685
-1,True,0.015094305,,6.558082,-0.39959797,1510.0823,10.0,7254.1675,2.1014317e-05,4259.381,3489.803,337.46564,4871.739338127703,54.742622,10.0,5784974,4999.8853,100,487.37,1381.9363,1.5094304,4532.680809259415,4942.234,4871.7393,5.697647,0.5474262,0.0021014318,14.254085,[-0.038  0.552 -2.096 -1.731 -1.799],7.015533,101724440.0,14300,143,0.05697647
-1,True,0.013551525,,37.886444,-0.39274043,2350.0889,10.0,5690.0386,9.224039e-05,3986.107,2649.8213,621.12537,4598.468525047455,13.347137,10.0,5831006,4999.91,100,460.32,1948.6473,1.3551525,4570.4649703502655,4640.166,4598.4688,1.7351595,0.13347137,0.0092240395,2.939392,[-0.05   0.553 -2.098 -1.728 -1.819],34.02064,16873616.0,14400,144,0.017351596
-1,True,0.011498376,,51.103703,-0.40612504,2690.0757,10.0,4877.5854,0.00073183415,3815.3315,2309.8184,692.1607,4427.690848918728,6.314955,10.0,5875341,4999.894,100,443.35,2117.8723,1.1498376,4605.845592260361,4049.7288,4427.691,1.1247302,0.06314955,0.07318342,1.8276689,[-0.058  0.561 -2.105 -1.734 -1.812],54.714504,13062395.0,14500,145,0.0112473015
-1,True,0.014054133,,30.617008,-0.41414273,2810.1987,10.0,6357.9727,0.0002798224,3665.2305,2189.7222,759.6086,4277.593109527585,13.480652,10.0,5918182,4999.921,100,428.41,2087.8708,1.405413,4638.525524139404,5066.701,4277.5933,2.1156757,0.13480651,0.02798224,4.446491,[-0.062  0.553 -2.108 -1.748 -1.825],22.489645,34762052.0,14600,146,0.021156756
-1,True,0.010618847,,81.20656,-0.40909743,2180.1367,10.0,4812.1787,0.003322125,3920.2168,2819.7764,607.34344,4532.578579278423,3.4029598,10.0,5963557,4999.913,100,453.75,1712.8022,1.0618846,4673.799303770065,4138.843,4532.5786,0.51084024,0.0340296,0.3322125,1.2090583,[-0.052  0.542 -2.106 -1.759 -1.833],82.709,10413475.0,14700,147,0.005108402
-1,True,0.012137657,,30.653717,-0.37913984,2520.1016,10.0,5658.67,0.0005509415,3889.2075,2479.8076,680.1746,4501.569246528173,12.437038,10.0,6008621,4999.909,100,450.64,2021.7617,1.213766,4705.311557292938,4573.5444,4501.5693,1.8255972,0.12437038,0.055094153,3.140107,[-0.051  0.53  -2.083 -1.726 -1.828],31.84605,27460660.0,14800,148,0.018255971
-1,True,0.010591662,,87.65831,-0.3814061,1900.1128,10.0,4948.8735,0.0028173055,4043.5925,3099.8022,533.14264,4655.955199763032,2.154519,10.0,6055221,4999.915,100,466.0,1556.1528,1.0591663,4742.344528436661,4274.636,4655.955,0.39742485,0.02154519,0.28173056,1.2122964,[-0.047  0.529 -2.08  -1.738 -1.798],82.48808,11645828.0,14900,149,0.0039742487
-1,True,0.017506583,,6.61049,-0.35157317,2160.2366,10.0,8591.871,0.00018257722,4058.9795,2839.6594,532.58044,4671.3395226762495,51.212868,10.0,6101976,4999.896,100,467.55,1831.6802,1.7506585,4783.499619960785,6156.0435,4671.34,6.580118,0.51212865,0.018257722,15.822674,[-0.048  0.542 -2.074 -1.733 -1.8  ],6.3200445,218447040.0,15000,150,0.06580118
-1,True,0.010395992,,86.27282,-0.35031196,1380.2451,10.0,5143.0244,0.0026587197,4301.688,3619.6548,266.01373,4914.048279293764,2.504977,10.0,6151132,4999.9,100,491.56,1294.3936,1.0395992,4822.837455511093,4465.3354,4914.049,0.4146862,0.025049768,0.26587197,1.2247493,[-0.037  0.521 -2.071 -1.729 -1.771],81.64936,14709778.0,15100,151,0.0041468623
-1,True,0.01097031,,84.55936,-0.35800165,1600.0881,10.0,5420.9097,0.003797096,4330.9785,3399.8274,220.39926,4943.340942046556,2.4552808,10.0,6200580,4999.9155,100,494.48,1543.5135,1.0970311,4865.598304748535,4724.9116,4943.341,0.46878183,0.024552807,0.3797096,1.2918125,[-0.034  0.53  -2.071 -1.731 -1.769],77.410614,14646840.0,15200,152,0.0046878182
-1,True,0.011327902,,45.713573,-0.3362121,1580.3374,10.0,5643.6406,0.0009584857,4344.664,3419.5684,188.70036,4957.025014849496,9.787348,10.0,6250162,4999.906,100,495.82,1537.4567,1.1327902,4906.54355931282,4785.1733,4957.025,1.2344472,0.09787348,0.095848575,1.965316,[-0.034  0.538 -2.075 -1.717 -1.777],50.8824,19035678.0,15300,153,0.012344472
-1,True,0.03975311,,2.0432653,-0.2914426,1190.1094,10.0,19865.797,3.7722115e-05,4362.1577,3809.7861,141.74437,4974.517792298026,275.56317,10.0,6299916,4999.8955,100,497.54,1164.7317,3.975311,4943.34562087059,12766.814,4974.5176,27.524908,2.7556317,0.0037722115,134.39374,[-0.031  0.541 -2.076 -1.71  -1.755],0.7440823,1315228500.0,15400,154,0.27524906
-1,True,0.010479689,,87.77454,-0.2839244,0.75097656,10.0,5239.4736,0.004203807,4387.3066,4999.1597,0.13757789,4999.668255116764,2.7243826,10.0,6349916,4999.9106,100,500.0,0.5086523,1.0479689,4979.893965244293,4588.6694,4999.668,0.39110774,0.027243827,0.42038074,1.1294962,[-0.031  0.581 -2.076 -1.691 -1.71 ],88.53505,27723972.0,15500,155,0.003911077
-1,True,0.09809068,,2.4070475,-0.33515593,0.7373047,10.0,49041.414,1.6353282e-07,4387.273,4999.1396,0.14261739,4999.630250689679,604.53235,10.0,6399916,4999.877,100,500.0,0.4906836,9.809069,5015.390154838562,33146.258,4999.6304,62.45895,6.0453234,1.6353282e-05,673.7823,[-0.031  0.574 -2.047 -1.674 -1.703],0.1484159,2428907000.0,15600,156,0.6245895
-1,True,0.0386796,,2.666676,-0.29576528,4999.853,10.0,18996.178,2.5543528e-05,4325.206,,503.04367,4937.5604122213135,223.50192,10.0,6449299,4999.853,100,493.83,4937.5605,3.8679602,5054.441034555435,12806.51,4937.5605,23.36833,2.2350192,0.0025543529,102.17132,[-0.033  0.626 -2.022 -1.65  -1.754],0.97874826,13644976000.0,15700,157,0.2336833
-1,True,0.020462342,,12.135842,-0.31541368,1070.5376,10.0,9954.326,4.728508e-06,4331.6123,3929.3374,174.12222,4943.96940308447,34.97437,10.0,6498756,4999.875,100,494.57,1014.6321,2.046234,5096.487623691559,7235.498,4943.9697,5.5058727,0.3497437,0.0004728508,19.71305,[-0.042  0.599 -2.022 -1.674 -1.715],5.0727816,90813010.0,15800,158,0.05505873
-1,True,0.012080396,,46.416523,-0.29384196,1700.2437,10.0,5985.7617,0.0006226815,4211.237,3299.63,428.70352,4823.59332436648,10.111089,10.0,6547016,4999.8735,100,482.6,1523.9636,1.2080396,5133.776650905609,5012.162,4823.5933,1.2979571,0.10111088,0.062268153,2.527852,[-0.042  0.559 -2.02  -1.698 -1.734],39.559277,21105848.0,15900,159,0.012979569
-1,True,0.014852053,,19.48993,-0.2888336,1120.0017,10.0,6986.57,0.00047153296,4307.005,3879.885,239.79697,4919.3628782408205,21.220407,10.0,6596227,4999.8867,100,492.11,1039.4779,1.4852052,5168.5945925712585,5512.905,4919.363,3.018606,0.21220407,0.047153298,5.791432,[-0.038  0.577 -2.018 -1.72  -1.713],17.266888,39217788.0,16000,160,0.030186057
-1,True,0.010963129,,67.39277,-0.30145574,1720.4756,10.0,5330.849,0.0019866123,4172.1416,3279.3994,434.1911,4784.499136779146,4.906952,10.0,6644107,4999.875,100,478.8,1505.0999,1.0963129,5206.692638874054,4562.2607,4784.499,0.7625789,0.049069516,0.19866124,1.5753546,[-0.048  0.564 -2.017 -1.72  -1.708],63.47777,14898148.0,16100,161,0.0076257894
-1,True,0.010969238,,72.07976,-0.28548005,1860.3369,10.0,5242.9497,0.0030097663,4208.6406,3139.5298,401.54498,4820.996145181932,3.854758,10.0,6692341,4999.8667,100,482.34,1681.4664,1.0969237,5240.649225950241,4521.091,4820.996,0.68269914,0.03854758,0.30097663,1.3896214,[-0.042  0.546 -2.02  -1.708 -1.72 ],71.96205,13548252.0,16200,162,0.0068269917
-1,True,0.012291781,,17.03845,-0.2513876,1780.2173,10.0,5990.872,0.0005553961,4181.639,3219.649,415.6547,4793.995288471066,25.657413,10.0,6740312,4999.866,100,479.71,1574.3464,1.2291781,5280.376216411591,4673.5527,4793.995,2.712303,0.25657412,0.055539608,4.6277947,[-0.042  0.539 -2.018 -1.713 -1.704],21.608564,39203290.0,16300,163,0.027123032
-1,True,0.011105487,,70.67555,-0.24805827,1630.3967,10.0,5452.3506,0.002043599,4279.207,3369.4773,327.43283,4891.563463379096,4.1269293,10.0,6789243,4999.874,100,489.31,1522.0863,1.1105486,5320.511718273163,4741.829,4891.564,0.7153488,0.04126929,0.20435992,1.3463103,[-0.037  0.532 -2.019 -1.686 -1.67 ],74.277084,15536988.0,16400,164,0.0071534878
-1,True,0.011059556,,61.647053,-0.238743,1730.2109,10.0,5408.668,0.0015848976,4266.6846,3269.6533,347.6953,4879.040924376314,5.9511137,10.0,6838053,4999.8643,100,488.1,1609.3878,1.1059555,5360.395304441452,4650.697,4879.0405,0.8723299,0.059511136,0.15848976,1.5321376,[-0.034  0.535 -2.02  -1.664 -1.667],65.26829,15118064.0,16500,165,0.0087233
-1,True,0.012069966,,56.24825,-0.22999032,1770.4375,10.0,6027.785,0.00024939756,4308.9014,3229.4087,295.9341,4921.255292376498,5.07551,10.0,6887280,4999.846,100,492.27,1691.8467,1.2069964,5398.176090478897,4948.416,4921.2554,1.0645086,0.0507551,0.024939757,3.1069589,[-0.032  0.516 -2.018 -1.666 -1.658],32.185814,18960296.0,16600,166,0.010645085
-1,True,0.024217963,,7.246213,-0.27763817,330.30566,10.0,12107.871,9.0159865e-06,4378.602,4669.5273,49.742367,4990.954234748444,61.529537,10.0,6937196,4999.833,100,499.16,321.42688,2.4217966,5435.743544101715,8775.214,4990.9546,8.664588,0.61529535,0.00090159866,29.619595,[-0.022  0.515 -2.017 -1.667 -1.649],3.3761435,137441300.0,16700,167,0.08664587
-1,True,0.03130512,,1.5748638,-0.25926203,4999.8853,10.0,15600.345,7.784141e-06,4337.274,,497.45682,4949.63275245287,249.15828,10.0,6986697,4999.8853,100,495.01,4949.633,3.1305115,5471.900595188141,9322.069,4949.633,24.748383,2.4915826,0.0007784142,105.116135,[-0.013  0.487 -2.021 -1.681 -1.697],0.95132875,15463737000.0,16800,168,0.24748383
-1,True,0.027584817,,2.2520385,-0.32199097,0.71533203,10.0,13791.278,7.637534e-06,4387.2793,4999.17,0.15048273,4999.637670511481,181.54262,10.0,7036697,4999.8853,100,500.0,0.46780762,2.7584817,5505.257953882217,9843.972,4999.6377,18.173395,1.8154261,0.00076375337,41.551846,[ 6.146e-04  4.463e-01 -2.002e+00 -1.699e+00 -1.678e+00],2.406632,192088320.0,16900,169,0.18173394
-1,True,0.0106447255,,80.24593,-0.31736362,0.71777344,10.0,5322.0103,0.0041834963,4387.312,4999.1763,0.13790044,4999.6720042319575,3.729238,10.0,7086697,4999.894,100,500.0,0.4958008,1.0644727,5536.481811761856,4644.802,4999.6724,0.52814275,0.03729238,0.41834962,1.2230163,[-0.005  0.461 -1.998 -1.699 -1.741],81.76506,28604264.0,17000,170,0.0052814274
-1,True,0.010068899,,98.65173,-0.31528842,0.6274414,10.0,5034.1313,0.006426745,4387.3203,4999.28,0.13073565,4999.681381653097,1.3246453,10.0,7136697,4999.907,100,500.0,0.4016797,1.0068899,5570.219549894333,4417.429,4999.681,0.117710866,0.013246452,0.6426745,1.0142279,[-0.009  0.451 -2.    -1.693 -1.736],98.597176,25594332.0,17100,171,0.0011771086
-1,True,0.017693687,,5.2947655,-0.31318563,30.374512,10.0,8823.738,0.00024058537,4387.0234,4969.511,3.0049987,4999.381604786065,74.806885,10.0,7186695,4999.8857,100,499.98,29.87043,1.7693689,5605.724798440933,7063.51,4999.3813,7.4831085,0.7480688,0.024058538,8.26279,[-0.009  0.455 -2.002 -1.699 -1.734],12.10245,78097960.0,17200,172,0.074831076
-1,True,0.012057971,,62.504604,-0.31625742,770.10205,10.0,6026.7324,0.00018671919,4359.842,4229.772,124.676186,4972.199211827907,4.3416867,10.0,7236426,4999.874,100,497.31,742.42737,1.2057973,5640.41935133934,5037.3794,4972.199,0.93391484,0.043416865,0.018671919,2.6103158,[-0.019  0.428 -1.999 -1.708 -1.732],38.30954,26800642.0,17300,173,0.009339148
-1,True,0.024787003,,4.7279596,-0.30896306,0.5727539,10.0,12392.68,9.02319e-06,4387.324,4999.319,0.13471377,4999.683323277543,103.38045,10.0,7286426,4999.8916,100,500.0,0.36456054,2.4787002,5671.688964128494,8258.25,4999.6836,11.12679,1.0338044,0.00090231904,45.58468,[-0.012  0.445 -2.002 -1.709 -1.735],2.1937196,155108100.0,17400,174,0.11126789
-1,True,0.17634387,,1.2293384,-0.38748413,0.7055664,10.0,88166.79,1.41428105e-08,4387.2905,4999.1367,0.1433696,4999.643622592726,1587.243,10.0,7336426,4999.8423,100,500.0,0.50698245,17.634392,5707.28594493866,59462.773,4999.6436,158.0661,15.87243,1.4142811e-06,2197.26,[-0.005  0.47  -2.007 -1.651 -1.728],0.045511227,7850119700.0,17500,175,1.5806607
-1,True,0.013578649,,27.459532,-0.3592329,0.8833008,10.0,6788.8413,0.00017428903,4387.303,4999.0054,0.1623833,4999.661974484125,16.19431,10.0,7386426,4999.8887,100,500.0,0.65668947,1.357865,5739.40939450264,5499.838,4999.662,2.206989,0.1619431,0.017428903,4.4309425,[ 0.014  0.462 -1.998 -1.622 -1.806],22.568562,46542024.0,17600,176,0.02206989
-1,True,0.1492508,,1.1973135,-0.40684196,0.72021484,10.0,74617.13,1.68937e-06,4387.297,4999.151,0.14924043,4999.653266363582,1363.2633,10.0,7436426,4999.871,100,500.0,0.50246584,14.92508,5774.203559398651,62636.465,4999.6533,135.58047,13.632633,0.00016893701,382.7836,[ 0.013  0.476 -2.005 -1.678 -1.778],0.2612442,5623294000.0,17700,177,1.3558046
-1,True,0.017205799,,5.011619,-0.40942687,0.8173828,10.0,8601.853,5.6963665e-05,4387.2705,4999.063,0.16490331,4999.628327717877,74.38251,10.0,7486426,4999.8804,100,500.0,0.56539553,1.7205801,5805.19203877449,6259.917,4999.6284,7.490678,0.7438251,0.0056963665,14.626462,[ 0.035  0.445 -2.001 -1.697 -1.826],6.8369236,74729464.0,17800,178,0.07490679
-1,True,0.015959993,,12.187498,-0.4253207,0.93408203,10.0,7979.1836,1.5672942e-05,4387.1934,4998.929,0.2107525,4999.549180518724,30.8652,10.0,7536426,4999.8633,100,500.0,0.62008303,1.5959992,5841.479053974152,5813.065,4999.55,4.2840405,0.30865198,0.0015672942,12.512869,[ 0.06   0.422 -1.984 -1.718 -1.828],7.991772,64296044.0,17900,179,0.042840406
-1,True,0.039898973,,1.8366668,-0.44261622,1.3666992,10.0,19944.502,2.937424e-07,4387.1743,4998.5234,0.27532288,4999.5328325535065,293.12292,10.0,7586426,4999.89,100,500.0,1.0094434,3.9898975,5878.598580121994,13872.236,4999.533,29.168974,2.931229,2.9374241e-05,98.330734,[ 0.076  0.447 -2.013 -1.7   -1.844],1.016976,401764600.0,18000,180,0.29168972
-1,True,0.025224974,,3.4879794,-0.47990915,4320.3584,10.0,12574.78,2.4225074e-07,4343.6274,679.51086,429.802,4955.984137053079,116.224724,10.0,7635995,4999.869,100,495.69,4276.4736,2.5224972,5916.359636545181,7888.0786,4955.9844,13.268886,1.1622472,2.4225075e-05,58.576855,[ 0.125  0.453 -1.989 -1.706 -1.862],1.7071589,3321647400.0,18100,181,0.13268885
-1,True,0.019915976,,3.6037006,-0.5071405,2380.8662,10.0,9950.946,1.8812113e-06,4363.0757,2619.0405,236.82736,4975.436998946992,102.86899,10.0,7685758,4999.9067,100,497.63,2356.3965,1.9915979,5952.632396697998,6529.045,4975.437,10.30048,1.0286899,0.00018812114,31.226252,[ 0.133  0.469 -2.    -1.674 -1.899],3.2024336,634538940.0,18200,182,0.10300482
-1,True,0.012910827,,10.748224,-0.47774225,2.4360352,10.0,6454.4863,0.0006148888,4386.937,4997.4663,0.50427586,4999.297310535072,37.137417,10.0,7735758,4999.9023,100,500.0,1.830996,1.2910827,5987.044498920441,5382.61,4999.2974,3.720439,0.37137416,0.061488878,3.063904,[ 0.128  0.491 -2.011 -1.671 -1.926],32.6381,42050700.0,18300,183,0.037204392
-1,True,0.013106129,,34.458885,-0.4550565,4660.173,10.0,6503.704,0.00020400512,4322.412,339.67572,494.6199,4934.76558939231,11.033937,10.0,7785116,4999.8486,100,493.58,4595.09,1.3106128,6020.981573104858,5240.2593,4934.7656,1.8075098,0.11033937,0.020400513,4.2570395,[ 0.136  0.484 -2.004 -1.647 -1.897],23.490503,72254184.0,18400,184,0.018075097
-1,True,0.012010492,,51.697445,-0.4477645,4700.1025,10.0,5981.263,0.00018709408,4340.0093,299.7801,467.60278,4952.366925209466,6.758684,10.0,7834647,4999.883,100,495.31,4652.587,1.2010492,6054.450093984604,5010.168,4952.3667,1.1609439,0.06758684,0.018709408,2.5148547,[ 0.131  0.472 -2.013 -1.655 -1.874],39.76373,30410292.0,18500,185,0.011609439
-1,True,0.012316239,,50.409805,-0.44192773,1.4458008,10.0,6157.477,0.0004680323,4387.041,4998.421,0.33226562,4999.396953818066,8.069055,10.0,7884647,4999.8667,100,500.0,0.9761084,1.2316239,6088.396064043045,5202.849,4999.397,1.2215706,0.08069055,0.04680323,2.4303002,[ 0.11   0.463 -2.023 -1.655 -1.867],41.14718,38281296.0,18600,186,0.012215706
-1,True,0.0124518005,,56.39483,-0.44316554,1.578125,10.0,6225.096,0.00025160576,4387.084,4998.297,0.2819577,4999.440870826016,5.708411,10.0,7934647,4999.875,100,500.0,1.1440136,1.24518,6124.25234913826,5345.9854,4999.441,1.0949177,0.05708411,0.025160575,2.0609996,[ 0.093  0.445 -2.    -1.648 -1.861],48.520145,39126700.0,18700,187,0.010949176
-1,True,0.036202766,,2.8198771,-0.50170887,4999.8574,10.0,18043.85,1.1821259e-06,4337.0576,,497.43484,4949.412861835589,208.70532,10.0,7984148,4999.8574,100,495.01,4949.413,3.6202772,6157.438564777374,12368.851,4949.413,21.252766,2.087053,0.000118212585,85.88654,[ 0.108  0.467 -2.002 -1.699 -1.862],1.1643268,11401068000.0,18800,188,0.21252766
-1,True,0.04831508,,1.6813768,-0.5338657,4390.263,10.0,24152.305,3.125405e-07,4256.5317,609.5497,680.92944,4868.881222925542,371.5008,10.0,8032850,4999.813,100,487.02,4259.3315,4.831509,6191.993452787399,13986.016,4868.8813,36.94606,3.7150078,3.125405e-05,275.62976,[ 0.142  0.464 -2.001 -1.713 -1.921],0.36280552,26580347000.0,18900,189,0.36946058
-1,True,0.050079912,,1.3498445,-0.496025,1.9155273,10.0,25030.715,3.433067e-05,4387.087,4997.947,0.33996326,4999.442486555597,430.80774,10.0,8082850,4999.8623,100,500.0,1.4957862,5.0079913,6224.370171785355,19328.355,4999.4424,42.8125,4.3080773,0.0034330674,86.71651,[ 0.117  0.469 -2.043 -1.669 -1.953],1.153183,632812740.0,19000,190,0.42812502
-1,True,0.010242442,,88.63071,-0.50440395,1.8139648,10.0,5120.5938,0.003632401,4386.9893,4998.073,0.36153835,4999.34812825002,2.513989,10.0,8132850,4999.887,100,500.0,1.2749023,1.0242442,6257.422570705414,4466.175,4999.348,0.36684152,0.025139889,0.36324012,1.1420894,[ 0.128  0.45  -2.027 -1.686 -1.915],87.55882,26471416.0,19100,191,0.0036684151
-1,True,0.014864039,,15.221027,-0.5108037,4360.426,10.0,7363.9326,7.3328396e-05,4343.413,639.43286,433.8082,4955.767716592769,25.921255,10.0,8182415,4999.8584,100,495.65,4316.3354,1.4864038,6291.6054673194885,6140.499,4955.7676,3.5079944,0.25921255,0.00733284,3.9916632,[ 0.12   0.451 -2.024 -1.686 -1.923],25.052214,237486880.0,19200,192,0.035079945
-1,True,0.012397673,,52.06758,-0.492869,3940.6482,10.0,6131.259,0.0005840195,4308.9253,1059.2556,471.81116,4921.28656726822,7.712511,10.0,8231641,4999.904,100,492.26,3862.0312,1.2397674,6324.4644343853,5138.5967,4921.2866,1.1895186,0.07712511,0.058401953,2.6277764,[ 0.145  0.456 -2.008 -1.719 -1.93 ],38.05499,24257324.0,19300,193,0.011895186
-1,True,0.013052411,,43.549503,-0.5102942,4999.8774,10.0,6461.11,0.00030988295,4308.988,,555.86835,4921.345249040152,9.423731,10.0,8280866,4999.8774,100,492.25,4921.345,1.3052411,6354.561897516251,5537.5674,4921.345,1.4860486,0.094237305,0.030988296,2.274593,[ 0.145  0.471 -2.005 -1.734 -1.912],43.963905,56283310.0,19400,194,0.014860487
-1,True,0.013729091,,29.841248,-0.53689796,4989.887,10.0,6805.2266,0.00013880704,4337.041,9.979897,496.43033,4949.396855538539,13.925054,10.0,8330368,4999.867,100,495.02,4939.417,1.3729091,6386.521169662476,5510.3022,4949.397,2.105107,0.13925053,0.0138807045,4.4717817,[ 0.134  0.475 -2.001 -1.77  -1.929],22.362452,111900104.0,19500,195,0.021051072
-1,True,0.011455146,,39.16523,-0.55795074,1.7802734,10.0,5726.924,0.0001815579,4387.0146,4998.0986,0.39537576,4999.372088617247,8.28548,10.0,8380368,4999.879,100,500.0,1.2734766,1.1455147,6416.62137055397,4700.387,4999.372,1.4276649,0.08285479,0.01815579,2.8102093,[ 0.12   0.477 -1.997 -1.807 -1.956],35.584538,33111268.0,19600,196,0.014276648
-1,True,0.039379284,,1.8359087,-0.59858006,4989.8833,10.0,19641.479,7.1141217e-06,4337.1436,9.979932,496.4406,4949.500137694913,289.42545,10.0,8429870,4999.8633,100,495.02,4939.5205,3.9379292,6445.9029886722565,13332.969,4949.5,28.795109,2.8942544,0.00071141217,106.13193,[ 0.119  0.488 -1.996 -1.8   -1.977],0.94222355,20849502000.0,19700,197,0.28795105
-1,True,0.011529407,,49.227703,-0.621309,4720.114,10.0,5710.105,0.00014285144,4296.094,279.8067,634.6867,4908.456659162369,6.424281,10.0,8478966,4999.9204,100,490.96,4628.65,1.1529408,6475.370122671127,4771.46,4908.4565,1.1708885,0.06424281,0.014285144,2.349553,[ 0.15   0.515 -1.982 -1.844 -2.018],42.561287,31352010.0,19800,198,0.011708885
-1,True,0.03129194,,2.2125633,-0.619783,4380.3516,10.0,15637.325,2.2373732e-05,4302.118,619.56116,547.82855,4914.479813655893,209.3497,10.0,8528124,4999.9126,100,491.58,4294.919,3.1291938,6507.867398262024,9929.77,4914.48,20.803007,2.093497,0.0022373733,86.87291,[ 0.15   0.509 -1.998 -1.852 -2.04 ],1.1511068,8387120600.0,19900,199,0.20803007
-1,True,0.05785425,,1.7205281,-0.6344928,3.425293,10.0,28912.746,2.0093637e-05,4386.7876,4996.468,0.6635666,4999.1468612173785,438.68484,10.0,8578124,4999.893,100,500.0,2.6791406,5.785425,6541.383397579193,19726.152,4999.147,43.725605,4.3868484,0.0020093638,225.05902,[ 0.141  0.485 -1.997 -1.84  -2.039],0.4443279,844038100.0,20000,200,0.43725604
-1,True,0.015144243,,32.86337,-0.6651552,4300.447,10.0,7489.9316,9.238984e-05,4241.9204,699.48145,685.61584,4854.284357063325,12.191211,10.0,8626686,4999.928,100,485.62,4154.8027,1.5144243,6575.759170532227,6100.948,4854.284,2.1645682,0.12191211,0.009238984,5.14488,[ 0.162  0.466 -1.995 -1.842 -2.053],19.4368,89263060.0,20100,201,0.02164568
-1,True,0.010792745,,82.85767,-0.6703489,3571.0144,10.0,5364.752,0.0032317005,4350.8936,1428.8689,355.21964,4963.251472798718,2.727797,10.0,8676330,4999.8833,100,496.44,3534.3828,1.0792745,6609.7051157951355,4662.468,4963.2515,0.49090853,0.027277969,0.32317007,1.3152701,[ 0.15   0.463 -1.991 -1.85  -2.084],76.030014,5647141.0,20200,202,0.0049090846
-1,True,0.01149847,,63.453693,-0.6533756,4680.126,10.0,5613.619,0.0016422364,4297.242,319.7968,626.42535,4909.605690695679,4.0015454,10.0,8725438,4999.923,100,491.08,4589.8086,1.1498471,6642.456020355225,4783.807,4909.6055,0.87263644,0.04001545,0.16422364,1.8362921,[ 0.148  0.456 -1.986 -1.849 -2.089],54.457565,17394214.0,20300,203,0.008726364
-1,True,0.015575669,,17.911123,-0.64495087,4330.4043,10.0,7774.136,7.500175e-05,4318.3604,669.4275,495.3225,4930.712187762958,29.937988,10.0,8774757,4999.8315,100,493.19,4261.2847,1.557567,6677.262170553207,6097.758,4930.7124,3.3344746,0.2993799,0.007500175,7.4944916,[ 0.143  0.452 -1.987 -1.852 -2.072],13.343133,211735500.0,20400,204,0.033344746
-1,True,0.0108152935,,74.887505,-0.63485533,2.665039,10.0,5406.8457,0.0007558423,4386.732,4997.2495,0.6559309,4999.093727735584,3.4500058,10.0,8824757,4999.9146,100,500.0,1.8442774,1.0815294,6706.8100872039795,4650.279,4999.0938,0.6262948,0.03450006,0.07558423,1.5264353,[ 0.136  0.44  -1.988 -1.859 -2.064],65.512115,29505530.0,20500,205,0.006262948
