ReturnMeanIW,EpThisIter,MeanEntropy,MinIWNorm,Bound,MaxIWNorm,InitialReturnMin,J_sample_variance,EmpiricalD2,Iteration,OptimizationReturnMean,OptimizationReturnMin,InitialBound,TimeElapsed,InitialReturnMax,MinIW,ReturnStepMaxmin,InitialReturnStd,TimestepsSoFar,ESSClassic,EpLenMean,StdIW,VarianceInit,EpRewMean,StdIWNorm,MaxIW,MeanIW,EpisodesSoFar,MeanIWNorm,InitialReturnMean,LearnableVariance,ESSRenyi,ReturnStepMax,Weights,OptimizationReturnMax
2957.837,100,0.55760986,0.0001349788,1606.866,0.56822383,,248101260.0,9.189474,11,1404.0007,,958.3438,26.149519681930542,3638.7734,0.013497882,10.0,916.46844,55818,7.0591707,141.45,5.677322,-1,1404.0007875675153,0.05677322,56.822384,1.5646497,1100,0.015646495,1404.0007,True,10.882015,10.0,[-0.349  1.134 -1.786 -1.821 -0.825],3638.7734
1377.0543,100,0.56301653,0.003156993,715.5086,0.022246653,9.980318,1761532.9,1.1676757,12,1230.5542,,628.3268,30.65902590751648,4998.6543,0.3156993,10.0,871.0063,68327,86.007614,125.09,0.41574594,-1,1240.5344007567116,0.0041574594,2.2246654,1.0307435,1200,0.010307435,1240.5345,True,85.64021,10.0,[-0.324  1.205 -1.852 -1.841 -0.861],4988.674
4854.4014,100,0.49838212,1.4825717e-05,2353.3176,1.0569234,,1054048800.0,16.688984,13,1509.1635,,896.93536,36.734545946121216,4998.8213,0.0014825717,10.0,1026.7443,83523,3.4293764,151.96,10.530796,-1,1509.1634801195928,0.10530794,105.692345,1.9844779,1300,0.019844778,1509.1635,True,5.9919767,10.0,[-0.312  1.184 -1.879 -1.85  -0.856],4998.8213
2838.4102,100,0.45877898,0.00025846815,1848.7693,0.13139921,,31596642.0,2.8004653,14,1853.9265,,1262.552,44.593204975128174,4828.552,0.025846815,10.0,913.92487,102168,32.27363,186.45,2.0040965,-1,1853.9266460688464,0.020040963,13.139921,1.3834506,1400,0.013834507,1853.9265,True,35.70835,10.0,[-0.322  1.145 -1.884 -1.876 -0.921],4828.552
2183.1926,100,0.44445866,0.0018423739,1496.116,0.04579262,,5375299.0,1.3388627,15,1937.8058,,1344.0099,52.19889807701111,4848.323,0.18423739,10.0,920.55963,121652,70.69347,194.84,0.67419016,-1,1937.805857817765,0.0067419014,4.5792623,1.0471038,1500,0.0104710385,1937.8058,True,74.69026,10.0,[-0.334  1.209 -1.916 -1.907 -0.96 ],4848.323
2296.2283,100,0.43624946,0.0015580305,1594.348,0.04473155,,6409313.0,1.4379089,16,2039.904,,1454.5787,62.255491971969604,4779.161,0.15580305,10.0,1000.29706,142157,65.46933,205.05,0.78427136,-1,2039.9040840318453,0.007842713,4.473155,1.0798982,1600,0.010798981,2039.904,True,69.54543,10.0,[-0.351  1.23  -1.951 -1.913 -0.974],4779.161
3482.5195,100,0.39418304,0.00019532292,2381.7776,0.2175076,,80369656.0,3.2329516,17,2078.0364,,1465.8466,72.32123970985413,4998.507,0.019532293,10.0,1009.8334,163042,20.12989,208.85,2.665151,-1,2078.0363504887846,0.026651505,21.750761,1.3379822,1700,0.013379822,2078.0364,True,30.931486,10.0,[-0.33   1.201 -1.975 -1.907 -0.983],4998.507
2799.2625,100,0.37942258,0.0014537426,2063.9019,0.04378368,,10306824.0,1.5782291,18,2373.6294,,1788.2798,85.77920699119568,4779.3594,0.14537427,10.0,953.2814,186884,61.503506,238.42,0.86754453,-1,2373.629222111324,0.008675445,4.378368,1.096557,1800,0.01096557,2373.6294,True,63.36216,10.0,[-0.334  1.246 -2.032 -1.986 -1.025],4779.3594
4742.5635,100,0.3588833,0.00011335623,2994.1772,0.36362785,19.966331,190477440.0,8.15737,19,2551.0842,,1958.894,100.8559672832489,4998.2354,0.011335623,10.0,996.5653,212700,13.126255,258.16,4.346498,-1,2571.0504903639226,0.04346498,36.362785,1.689529,1900,0.016895289,2571.0503,True,12.258854,10.0,[-0.339  1.287 -2.063 -1.996 -1.04 ],4978.269
3020.2253,100,0.3496568,0.0007420169,2195.7065,0.06789742,159.87778,16375702.0,1.8135158,20,2321.2017,,1868.8138,116.0600597858429,4999.127,0.07420169,10.0,1097.9746,237614,52.12452,249.14,1.0257764,-1,2481.0792658531204,0.010257763,6.7897415,1.0703285,2000,0.010703286,2481.0793,True,55.14151,10.0,[-0.326  1.323 -2.06  -1.97  -1.06 ],4839.249
10781.835,100,0.2986795,1.6206502e-07,5848.4844,2.3577573,9.98139,6369859000.0,64.92119,21,2851.3123,,2249.0154,134.04196286201477,4999.23,1.6206503e-05,10.0,1145.2286,266331,1.9003009,287.17,23.464926,-1,2861.2935148015213,0.23464927,235.77574,3.2658525,2100,0.032658525,2861.2937,True,1.5403292,10.0,[-0.311  1.336 -2.129 -1.979 -1.069],4989.2485
6465.9478,100,0.35251984,3.3861274e-05,3963.656,0.56638247,9.981995,834066400.0,16.702677,22,2916.5667,,2314.2756,156.33876609802246,4999.1855,0.0033861273,10.0,1335.1714,295692,7.086899,293.61,6.819528,-1,2926.548444620614,0.06819528,56.63825,1.883406,2200,0.01883406,2926.548,True,5.9870644,10.0,[-0.305  1.387 -2.158 -1.959 -1.12 ],4989.2036
3686.6182,100,0.39156142,0.00059758616,2462.6133,0.29531935,129.91632,105943720.0,3.996777,23,2419.5774,,1937.2449,175.73389172554016,4998.992,0.059758615,10.0,1300.2806,321292,16.100496,256.0,3.070449,-1,2549.4937976199362,0.030704493,29.531937,1.3450607,2300,0.013450607,2549.494,True,25.020159,10.0,[-0.287  1.348 -2.227 -1.894 -1.066],4869.0757
4726.3735,100,0.37110704,1.3567579e-05,2899.3896,0.5120768,,598191200.0,8.904387,24,2498.0845,,1885.8286,195.65734124183655,4999.046,0.001356758,10.0,1301.5608,346377,7.009338,250.85,5.1688194,-1,2498.0843838162855,0.051688194,51.20768,1.4190909,2400,0.014190909,2498.0845,True,11.230419,10.0,[-0.277  1.33  -2.251 -1.904 -1.027],4999.046
4409.3594,100,0.33306882,0.00012356031,2948.6204,0.29379857,,240433060.0,5.6917143,25,2881.3325,,2269.0513,219.060560464859,4999.257,0.012356032,10.0,1388.0776,375290,13.02518,289.13,3.270446,-1,2881.3326098136113,0.032704458,29.379858,1.2656163,2500,0.012656163,2881.3325,True,17.569399,10.0,[-0.239  1.308 -2.255 -1.899 -1.048],4999.257
4673.1084,100,0.33059984,0.0002077306,3361.0942,0.24723892,9.982401,111246510.0,4.5915465,26,3162.2341,,2559.924,242.38313555717468,4999.3477,0.02077306,10.0,1420.0898,407106,18.934956,318.16,3.1120613,-1,3172.216769471509,0.031120613,24.723892,1.5040541,2600,0.015040541,3172.2166,True,21.779154,10.0,[-0.219  1.315 -2.264 -1.906 -1.086],4989.365
5913.013,100,0.33053595,6.261786e-05,3896.561,0.45081887,109.88846,353148640.0,10.846247,27,3209.4438,,2707.055,268.53710770606995,4999.223,0.006261786,10.0,1202.9417,440393,9.096282,332.87,5.1987653,-1,3319.332248510206,0.05198765,45.081886,1.6445282,2700,0.016445283,3319.3323,True,9.219779,10.0,[-0.247  1.324 -2.266 -1.901 -1.088],4889.3345
4618.1807,100,0.33589563,9.362241e-05,3390.6482,0.16125512,169.83017,93371630.0,4.0195785,28,3311.6335,,2869.1934,295.8065071105957,4999.161,0.009362241,10.0,1247.3888,475302,27.55756,349.09,2.1908867,-1,3481.4633626881528,0.021908868,16.125513,1.351275,2800,0.013512751,3481.4631,True,24.878231,10.0,[-0.223  1.275 -2.273 -1.917 -1.088],4829.331
45318.23,100,0.27160755,8.4709065e-08,24380.402,11.502233,,193893780000.0,1169.3771,29,3090.576,,2478.2896,319.098427772522,4999.2944,8.470906e-06,10.0,1335.8993,506306,1.086298,310.04,114.40127,-1,3090.575736425819,1.1440127,1150.2233,11.988838,2900,0.11988838,3090.576,True,0.08551562,10.0,[-0.247  1.304 -2.297 -1.91  -1.083],4999.2944
9089.664,100,0.30883712,6.982543e-05,5513.188,1.878193,9.980392,3225256200.0,34.11891,30,2751.1306,,2148.8203,341.53463101387024,4999.333,0.006982543,10.0,1179.3916,534021,2.4792788,277.15,18.895699,-1,2761.1110643031484,0.18895699,187.8193,3.0128477,3000,0.030128473,2761.1108,True,2.9309258,10.0,[-0.277  1.338 -2.316 -1.853 -1.147],4989.3525
4052.5544,100,0.31079075,0.0016931123,3289.8408,0.03425958,,8631970.0,1.5517234,31,3492.0593,,2879.7734,369.13206338882446,4999.2944,0.16931124,10.0,1175.1594,569033,76.92749,350.12,0.6262469,-1,3492.059521843363,0.006262469,3.4259582,1.1435077,3100,0.0114350775,3492.0593,True,64.44447,10.0,[-0.246  1.3   -2.324 -1.863 -1.11 ],4999.2944
3838.8071,100,0.3180961,0.00063925073,2934.4211,0.083518036,309.68073,25312580.0,2.1817467,32,2696.931,,2394.3296,391.1751136779785,4999.2637,0.06392507,10.0,1239.2568,599195,47.816185,301.62,1.2086594,-1,3006.6117569042394,0.0120865945,8.351804,1.1569737,3200,0.011569736,3006.6118,True,45.834835,10.0,[-0.26   1.297 -2.331 -1.851 -1.108],4689.583
18444.219,100,0.37003896,5.6779987e-05,12074.69,3.0770447,9.97942,23283360000.0,108.2126,33,3352.6877,,2750.3613,418.615846157074,4999.4556,0.005677999,10.0,1238.4263,632921,1.9148812,337.26,30.64613,-1,3362.6673869836727,0.3064613,307.70447,4.281984,3300,0.042819843,3362.6675,True,0.9241068,10.0,[-0.24   1.28  -2.365 -1.854 -1.101],4989.476
9401.392,100,0.38162172,2.3443277e-05,4551.305,2.447107,139.90382,4957256700.0,62.75802,34,2647.4326,,2175.106,441.63285303115845,4998.84,0.0023443277,10.0,1333.5803,660897,1.6229968,279.76,24.32209,-1,2787.3364897606034,0.24322088,244.71072,3.124014,3400,0.03124014,2787.3367,True,1.5934219,10.0,[-0.234  1.306 -2.377 -1.817 -1.049],4858.936
6676.8877,100,0.40420294,7.78891e-05,4214.672,0.5704965,,646030660.0,16.17009,35,2842.9878,,2230.6797,465.46371603012085,4999.4736,0.0077889096,10.0,1221.6729,689428,9.764633,285.31,6.1868787,-1,2842.9879442572974,0.06186878,57.049652,2.0352192,3500,0.020352192,2842.9878,True,6.1842575,10.0,[-0.264  1.283 -2.393 -1.855 -1.037],4999.4736
5539.177,100,0.34420866,8.550411e-05,3588.6587,0.35349634,119.8927,428037060.0,10.148625,36,2656.54,,2164.1577,487.6208345890045,4999.2026,0.008550411,10.0,1387.9052,717292,10.223545,278.64,4.661885,-1,2776.432322000504,0.046618845,35.349636,1.5731897,3600,0.015731895,2776.4326,True,9.853551,10.0,[-0.235  1.292 -2.401 -1.826 -1.015],4879.31
4119.6865,100,0.3600771,0.0019303825,3242.169,0.061702393,9.981612,22672590.0,2.053975,37,3218.8594,,2616.5496,511.96216893196106,4999.3384,0.19303825,10.0,1302.77,749680,57.156498,323.88,1.0287646,-1,3228.8410373980687,0.010287645,6.1702394,1.1882459,3700,0.011882459,3228.8413,True,48.68608,10.0,[-0.221  1.263 -2.423 -1.79  -1.075],4989.357
5384.9707,100,0.3164407,0.00035202634,3819.7966,0.32260412,9.981505,223856800.0,6.534239,38,3271.0432,,2668.7234,537.8178763389587,4999.4185,0.035202634,10.0,1433.0326,782583,11.777637,329.03,3.9186523,-1,3281.0246312532586,0.03918652,32.260414,1.4317807,3800,0.014317808,3281.0247,True,15.304002,10.0,[-0.207  1.248 -2.426 -1.802 -1.059],4989.437
5160.9463,100,0.34454712,0.0006865434,4084.1025,0.082791544,129.89215,45571160.0,3.0929284,39,3679.4116,,3196.9988,569.2671730518341,4999.449,0.06865434,10.0,1219.2002,820758,38.103336,381.75,1.7435238,-1,3809.303671512819,0.017435238,8.279155,1.3679675,3900,0.013679675,3809.3037,True,32.331818,10.0,[-0.2    1.254 -2.454 -1.844 -1.102],4869.557
6003.996,100,0.3467136,0.00025615803,4499.849,0.16793999,9.980022,164349330.0,6.03471,40,3613.5867,,3011.2695,597.597544670105,4999.3833,0.025615804,10.0,1237.0684,857079,23.067408,363.21,2.8536732,-1,3623.5663997815836,0.028536731,16.793999,1.5626025,4000,0.015626026,3623.5662,True,16.570805,10.0,[-0.208  1.231 -2.506 -1.828 -1.074],4989.4033
6288.9336,100,0.33496186,6.267105e-05,4223.9824,0.49616727,19.967407,623203900.0,11.373429,41,3831.1218,,3238.789,631.319099187851,4999.4067,0.0062671057,10.0,1253.4614,895667,7.5828605,385.88,5.166365,-1,3851.0892157130647,0.051663652,49.61673,1.4798763,4100,0.014798761,3851.0894,True,8.792423,10.0,[-0.189  1.245 -2.525 -1.798 -1.072],4979.4395
5789.626,100,0.3751857,0.00020338783,4353.684,0.1528614,,141447580.0,5.4998317,42,3896.571,,3284.274,664.1194274425507,4999.3853,0.020338783,10.0,1009.5842,934720,23.316772,390.53,2.5901616,-1,3896.5708089031223,0.025901614,15.28614,1.4282719,4200,0.01428272,3896.571,True,18.182375,10.0,[-0.199  1.213 -2.574 -1.831 -1.084],4999.3853
6332.024,100,0.34170535,1.4334134e-05,3801.7766,0.87595963,159.86116,771724300.0,17.076025,43,3594.5903,,3142.1436,694.6159505844116,4999.4697,0.0014334135,10.0,1323.7787,972343,4.127635,376.23,8.756156,-1,3754.45120809647,0.087561555,87.59596,1.8168429,4300,0.018168429,3754.4512,True,5.856164,10.0,[-0.189  1.217 -2.59  -1.836 -1.044],4839.6084
4111.8374,100,0.3586314,0.0019190911,3331.1914,0.05312173,29.955511,15811707.0,1.6254674,44,3650.6353,,3068.29,722.4710018634796,4999.4165,0.19190912,10.0,1254.8878,1009234,64.14148,368.91,0.8153317,-1,3680.5910060170286,0.008153316,5.3121734,1.0904547,4400,0.010904546,3680.5913,True,61.520767,10.0,[-0.194  1.268 -2.609 -1.816 -1.077],4969.461
6120.8677,100,0.36346444,0.00034858251,4547.8125,0.41502059,9.97981,461252060.0,6.6005015,45,3806.902,,3204.5942,752.6031529903412,4999.3076,0.034858253,10.0,1307.2551,1047484,10.739239,382.5,4.369592,-1,3816.8818673663272,0.04369592,41.50206,1.5156446,4500,0.015156444,3816.8818,True,15.150364,10.0,[-0.186  1.25  -2.6   -1.82  -1.06 ],4989.3276
4181.311,100,0.34175515,0.0003563039,3344.9817,0.0715064,,34586944.0,1.8656765,46,3324.0728,,2711.7803,779.3456082344055,4999.3496,0.03563039,10.0,1492.8254,1080812,44.304516,333.28,1.2678483,-1,3324.0729727593575,0.012678482,7.1506405,1.130788,4600,0.011307878,3324.0728,True,53.59986,10.0,[-0.197  1.323 -2.627 -1.833 -1.055],4999.3496
7301.859,100,0.34363952,3.696279e-05,5081.8926,0.31293797,,319194560.0,13.145041,47,4116.9146,,3504.6128,811.7021346092224,4999.422,0.0036962791,10.0,1105.6858,1122054,14.546335,412.42,4.1594934,-1,4116.91471436485,0.04159493,31.293798,1.7161366,4700,0.017161366,4116.9146,True,7.6074314,10.0,[-0.189  1.306 -2.651 -1.841 -1.077],4999.422
8336.664,100,0.30767512,8.842917e-06,5635.816,0.5448234,,895874100.0,19.456144,48,4047.7478,,3435.437,845.3755948543549,4999.495,0.0008842917,10.0,1051.5721,1162611,8.971793,405.57,6.1057863,-1,4047.7477206769136,0.06105786,54.48234,1.9168725,4800,0.019168723,4047.7478,True,5.1397643,10.0,[-0.196  1.285 -2.661 -1.891 -1.075],4999.495
11576.85,100,0.23573712,6.3275725e-06,6611.474,1.7007548,399.75165,6127652400.0,65.75873,49,3835.78,,3623.2156,881.7206482887268,4999.5366,0.00063275726,10.0,849.3643,1205037,2.17156,424.26,16.997631,-1,4235.53146126065,0.16997628,170.07549,2.5324552,4900,0.025324548,4235.5312,True,1.5207107,10.0,[-0.186  1.247 -2.667 -1.925 -1.111],4599.785
4580.9746,100,0.22601835,0.0014491283,3888.7654,0.029624688,,4509806.0,1.277943,50,4214.8467,,3602.522,916.372034072876,4999.6094,0.14491282,10.0,939.6718,1247252,82.06193,422.15,0.5173848,-1,4214.846603638209,0.0051738485,2.9624689,1.1066155,5000,0.0110661555,4214.8467,True,78.25075,10.0,[-0.189  1.244 -2.668 -1.906 -1.183],4999.6094
5239.0044,100,0.22389187,0.0001540521,3918.7007,0.14892015,,67472536.0,4.6492577,51,4079.0703,,3466.7456,951.621725320816,4999.6133,0.015405211,10.0,868.7467,1288120,24.476194,408.68,2.54252,-1,4079.0706364838347,0.025425198,14.892015,1.4474194,5100,0.0144741945,4079.0703,True,21.50881,10.0,[-0.184  1.201 -2.685 -1.877 -1.193],4999.6133
6270.849,100,0.23667938,0.00016976683,4580.1113,0.28000483,9.980788,278706900.0,7.6241026,52,3891.92,,3289.576,980.0800776481628,4999.6123,0.016976684,10.0,835.92584,1327226,15.814714,391.06,3.536747,-1,3901.900735027764,0.03536747,28.000483,1.5329095,5200,0.015329096,3901.9006,True,13.116298,10.0,[-0.205  1.201 -2.69  -1.867 -1.195],4989.6313
32435.084,100,0.25494784,6.265737e-06,20420.57,7.401285,139.83861,78541950000.0,385.01395,53,3698.6375,,3226.1704,1011.1390533447266,4999.4517,0.0006265737,10.0,859.3606,1365700,1.2334251,384.74,73.58236,-1,3838.4760344788187,0.7358235,740.12854,8.222902,5300,0.08222903,3838.4758,True,0.25973085,10.0,[-0.225  1.227 -2.683 -1.838 -1.182],4859.6133
6330.3315,100,0.28649813,0.00053328864,4992.2124,0.14433073,1309.5149,55337424.0,4.775573,54,2908.4893,,3605.6794,1044.733538389206,4999.613,0.053328864,10.0,737.02454,1407958,28.76907,422.58,2.3054643,-1,4218.004439621702,0.023054643,14.433073,1.4651666,5400,0.014651665,4218.0044,True,20.939896,10.0,[-0.189  1.247 -2.692 -1.829 -1.164],3690.098
7105.586,100,0.32449648,6.589434e-05,5225.446,0.2862148,9.980335,309607000.0,9.428326,55,4282.9995,,3680.6677,1080.9166889190674,4999.509,0.006589434,10.0,884.30096,1450962,14.189328,430.04,4.0305586,-1,4292.979939693606,0.040305585,28.621479,1.638987,5500,0.01638987,4292.98,True,10.606338,10.0,[-0.179  1.26  -2.69  -1.825 -1.132],4989.5283
5511.4277,100,0.29341525,0.0004527283,4290.495,0.20328204,149.90689,115365240.0,3.9759498,56,4124.3564,,3661.953,1116.0142049789429,4999.4893,0.04527283,10.0,1119.6104,1493771,21.329784,428.09,2.376578,-1,4274.263053932726,0.02376578,20.328205,1.2374856,5600,0.0123748565,4274.2627,True,25.151224,10.0,[-0.167  1.232 -2.688 -1.834 -1.094],4849.5825
5264.346,100,0.2861903,0.00043411553,4327.945,0.06321105,129.87416,33910824.0,2.3386657,57,4388.7446,,3906.2983,1151.750019788742,4999.566,0.043411553,10.0,862.22504,1539012,47.063152,452.41,1.1878823,-1,4518.618308295445,0.011878822,6.3211055,1.1200434,5700,0.011200434,4518.618,True,42.759426,10.0,[-0.153  1.232 -2.696 -1.819 -1.126],4869.692
6131.7183,100,0.28018278,0.00020021974,5068.465,0.26538685,9.980582,186614820.0,3.0151637,58,4549.483,,3947.139,1185.2770879268646,4999.6045,0.020021975,10.0,1009.00586,1584648,17.834295,456.36,2.7886863,-1,4559.463239122842,0.027886864,26.538687,1.2992189,5800,0.012992187,4559.4634,True,33.165695,10.0,[-0.151  1.26  -2.708 -1.887 -1.133],4989.624
8462.09,100,0.26646513,1.6032143e-05,6317.0967,0.29583874,,373834560.0,12.271175,59,4479.6265,,3867.2998,1221.6310064792633,4999.623,0.0016032143,10.0,1046.9043,1629500,17.090359,448.52,4.285017,-1,4479.625890266153,0.042850167,29.583874,1.9454749,5900,0.01945475,4479.6265,True,8.1491785,10.0,[-0.137  1.205 -2.691 -1.875 -1.139],4999.623
5449.7485,100,0.26850897,0.00083764014,4424.7334,0.1242244,2569.6968,17287668.0,2.8020847,60,1798.7961,,3756.1567,1261.2133314609528,4999.7017,0.08376402,10.0,641.6143,1673257,37.533737,437.57,1.5797647,-1,4368.4927702868545,0.015797647,12.422441,1.2245612,6000,0.012245612,4368.4927,True,35.687714,10.0,[-0.161  1.199 -2.695 -1.879 -1.152],2430.005
16296.913,100,0.32789305,1.5751168e-05,8870.656,2.367685,159.88512,13241946000.0,147.08598,61,4393.455,,3941.0122,1297.7689232826233,4999.639,0.0015751168,10.0,736.51025,1718843,1.9105119,455.86,23.656685,-1,4553.3404471524145,0.2365668,236.76852,3.301547,6100,0.03301547,4553.341,True,0.6798744,10.0,[-0.144  1.192 -2.7   -1.857 -1.15 ],4839.754
5113.6523,100,0.3275568,0.000802223,4308.1274,0.053810988,,19919778.0,1.7306365,62,4634.2246,,4021.908,1335.4644813537598,4999.5444,0.0802223,10.0,889.4868,1765226,59.449574,463.83,0.9205052,-1,4634.224580086464,0.009205052,5.3810987,1.1145587,6200,0.011145587,4634.2246,True,57.78221,10.0,[-0.121  1.132 -2.694 -1.806 -1.091],4999.5444
23882.008,100,0.36035243,1.5466692e-05,16581.914,3.5546114,,31543040000.0,142.13565,63,4526.2046,,3913.8862,1369.348209142685,4999.554,0.0015466693,10.0,1140.5212,1810527,1.8859183,453.01,35.62222,-1,4526.204570748094,0.35622215,355.46115,4.9387465,6300,0.049387466,4526.2046,True,0.70355326,10.0,[-0.129  1.16  -2.714 -1.8   -1.091],4999.554
5770.8735,100,0.38123792,0.00034913654,4666.3633,0.06950911,179.87979,41803460.0,3.2539403,64,4393.1523,,3960.7307,1404.9724373817444,4999.4165,0.034913655,10.0,1067.4519,1856294,47.339027,457.67,1.3321273,-1,4573.032072493918,0.013321274,6.9509115,1.2630222,6400,0.0126302205,4573.0317,True,30.731972,10.0,[-0.103  1.177 -2.715 -1.769 -1.059],4819.5366
20583.848,100,0.31692407,2.1640552e-08,11618.634,3.4532063,,29787404000.0,214.38646,65,4381.7295,,3769.4326,1441.843623638153,4999.3823,2.1640553e-06,10.0,1423.8267,1900143,1.4794412,438.49,34.344414,-1,4381.729396402415,0.34344414,345.32065,4.208637,6500,0.042086374,4381.7295,True,0.46644738,10.0,[-0.085  1.185 -2.724 -1.773 -1.038],4999.3823
5078.9707,100,0.30341998,0.00028922397,4207.407,0.09835512,19.969444,31010310.0,2.025997,66,4507.893,,3915.5403,1478.9825642108917,4999.5845,0.028922398,10.0,1325.3536,1945444,51.047497,453.01,1.0738709,-1,4527.861910430562,0.010738709,9.835512,1.0966089,6600,0.010966088,4527.862,True,49.358418,10.0,[-0.062  1.195 -2.722 -1.737 -1.102],4979.615
9019.473,100,0.3372072,1.7504168e-05,5960.253,0.54031914,,1402603000.0,24.962324,67,4349.9536,,3737.648,1516.6084973812103,4999.454,0.0017504168,10.0,1394.4886,1988976,6.544971,435.32,7.4493957,-1,4349.953749747525,0.07449395,54.031914,1.9713947,6700,0.019713946,4349.9536,True,4.006037,10.0,[-0.039  1.179 -2.743 -1.734 -1.116],4999.454
7859.051,100,0.359852,2.5668176e-05,5184.17,0.81812567,,1698050300.0,19.084213,68,4468.744,,3856.4397,1554.8571548461914,4999.4443,0.0025668177,10.0,1241.0286,2033694,3.8866343,447.18,8.195297,-1,4468.743948399297,0.081952974,81.81257,1.6480093,6800,0.016480092,4468.744,True,5.239933,10.0,[-0.023  1.16  -2.717 -1.774 -1.082],4999.4443
