Bound,Epsilon,WReturnMean,OptimizationReturnMin,EpLenMean,EmpiricalD2Arithmetic,InitialReturnMax,EpisodesSoFar,EmpiricalD2Harmonic,MeanIW,StdWReturnMean,MeanEntropy,Penalization,Inner Iteration,MeanD2-0,TimeElapsed,OptimizationReturnMax,Weights,MinIW,TimestepsSoFar,VarianceInitializer,InitialReturnMean,StdIW,MinTargetPdf,ESSRenyiHarmonic,MinBehavPdf,DivergenceHarmonic,OptimizationReturnMean,InitialBound,ReturnStepMaxmin,Iteration,EpRewMean,InitialReturnStd,LearnableVariance,EpThisIter,InitialReturnMin,ReturnMeanIW,ESSRenyiArithmetic,MaxIW,ReturnStepMax
-20160545000000.0,1.0,67528.47,,26.09090909090909,1.0,349.9185,121,1.0,229.27988,,0.41894197,True,1,1.0,5.8733391761779785,210.06369,[-1.638  0.011 -1.702 -0.406],0.7057814,2415,-1.0,250.7956,586.34296,-22.141182,11.0,-22.141182,8.946448e+17,110.9408,-88843.08,9.999992,11,250.79560527223347,68.044334,,11,139.8548,5432254.5,11.0,2075.4688,9.999992
-381578550000000.0,1.0,80462.7,,27.09090909090909,1.0,509.8379,132,1.0,436.38278,,0.41894197,True,1,1.0,6.057103872299194,429.89624,[-1.503  0.464 -1.787 -0.544],0.048288517,2713,-1.0,260.778,1077.0433,-31.868393,11.0,-31.868393,7.1113716e+19,180.83638,-125711.58,9.999999,12,260.7780205281404,111.61327,,11,79.941635,15361980.0,11.0,3727.1462,9.999999
-4.751778e+20,1.0,195199.88,,42.54545454545455,1.0,699.6805,143,1.0,7921496.0,,0.41894197,True,1,1.0,6.255821228027344,559.74335,[-1.265  0.752 -1.886 -0.861],5.311925,3181,-1.0,415.28757,24347318.0,-22.965279,11.0,-22.965279,3.1090463e+31,275.3504,-280420.28,9.999997,13,415.2875213659734,150.78505,,11,139.93713,1379818000000.0,11.0,84889320.0,9.999997
-641592100000.0,1.0,249188.88,,49.18181818181818,1.0,699.7539,154,1.0,85.02924,,0.41894197,True,1,1.0,6.452615976333618,389.9581,[-1.504  0.786 -1.982 -1.288],0.000609673,3722,-1.0,481.62283,131.12839,-30.602135,11.0,-30.602135,56652890000000.0,171.82701,-334427.2,9.999999,14,481.6228216179887,131.2567,,11,309.7958,21149564.0,11.0,486.93628,9.999999
-3.4203463e+21,1.0,412961.3,,59.36363636363637,1.0,1249.639,165,1.0,88675.07,,0.41894197,True,1,1.0,6.7203052043914795,999.7936,[-1.462  0.98  -1.975 -1.137],5.866703,4375,-1.0,583.4031,214120.2,-65.44581,11.0,-65.44581,1.58312695e+32,333.5576,-684801.4,9.999994,15,583.4030477454787,269.4479,,11,249.84549,30358864000.0,11.0,743363.2,9.999994
-1.0417032e+17,1.0,266719.8,,49.81818181818182,1.0,819.6558,176,1.0,330.03992,,0.41894197,True,1,1.0,6.946434259414673,519.8063,[-1.514  0.771 -1.988 -1.264],2.0136583,4923,-1.0,487.9759,604.67633,-33.27925,11.0,-33.27925,7.9336996e+23,188.12637,-383671.75,9.999997,16,487.9759039169179,169.11334,,11,299.84952,81480376.0,11.0,2073.6584,9.999997
-6.9124422e+19,1.0,453010.38,,65.63636363636364,1.0,969.6028,187,1.0,39753.1,,0.41894197,True,1,1.0,7.188915252685547,549.7144,[-1.476  0.991 -2.004 -1.153],7.759499,5645,-1.0,646.1242,119472.13,-39.79829,11.0,-39.79829,1.7840275e+29,226.23582,-616666.5,9.999998,17,646.1241793561718,188.50441,,11,419.88837,28576018000.0,11.0,417429.78,9.999998
-104830656000000.0,1.0,61340.016,,23.90909090909091,1.0,449.76636,198,1.0,427.1444,,0.41894197,True,1,1.0,7.352333307266235,359.852,[-1.408  1.217 -2.058 -1.087],6.20577,5908,-1.0,228.97758,787.90155,-20.479246,11.0,-20.479246,8.8622204e+18,139.06322,-96554.18,9.999982,18,228.9775892962051,94.38899,,11,89.91437,12920333.0,11.0,2778.7334,9.999982
-7.5243146e+16,1.0,586795.25,,70.63636363636364,1.0,1499.6072,209,1.0,1189.133,,0.41894197,True,1,1.0,7.63771390914917,1179.6833,[-1.439  1.022 -2.066 -1.24 ],1.8171946,6685,-1.0,696.1197,2277.4143,-61.519928,11.0,-61.519928,3.6943474e+22,376.19583,-978266.4,9.999995,19,696.1196608394944,319.70715,,11,319.9238,566810750.0,11.0,7083.3984,9.999995
-1224662200000.0,1.0,675400.06,,79.45454545454545,1.0,1199.698,220,1.0,38.504456,,0.41894197,True,1,1.0,7.904628038406372,949.87537,[-1.28   1.089 -2.112 -1.415],0.12377633,7559,-1.0,784.26227,41.870106,-56.272636,11.0,-56.272636,23891336000000.0,534.4397,-925946.8,9.999996,20,784.2622937291145,245.62712,,11,249.8226,25983388.0,11.0,105.28687,9.999996
-4448302200000000.0,1.0,371822.25,,56.09090909090909,1.0,959.8284,231,1.0,19868.297,,0.41894197,True,1,1.0,8.14245867729187,829.98035,[-1.187  1.169 -2.12  -1.439],0.46389505,8176,-1.0,550.7066,62475.168,-41.346508,11.0,-41.346508,7.693525e+20,420.8585,-532195.25,9.999989,21,550.706612255199,261.81,,11,129.84811,13325143000.0,11.0,217429.72,9.999989
-22845143000.0,1.0,498611.2,,66.0909090909091,1.0,1309.489,242,1.0,37.557827,,0.41894197,True,1,1.0,8.419018268585205,999.5969,[-1.097  0.896 -1.727 -1.331],0.23035714,8903,-1.0,650.655,79.77474,-40.669403,11.0,-40.669403,5846417400.0,340.76297,-797113.9,9.999998,22,650.655050377814,274.33414,,11,309.89206,21147434.0,11.0,281.367,9.999998
-1.3885578e+22,1.0,585838.6,,71.54545454545455,1.0,1139.6746,253,1.0,21537474.0,,0.41894197,True,1,1.0,8.68066120147705,889.8508,[-1.079  0.995 -1.705 -1.259],0.9026255,9690,-1.0,705.2069,64329150.0,-41.79918,11.0,-41.79918,3.7715375e+33,455.38318,-811941.7,9.999998,23,705.2069016844307,297.52612,,11,249.82376,10185288000000.0,11.0,224673730.0,9.999998
-2240533800000.0,1.0,43989.953,,18.272727272727273,1.0,479.84152,264,1.0,4338.0234,,0.41894197,True,1,1.0,8.86389422416687,459.8765,[-1.059  1.207 -1.762 -1.143],1.2165637,9891,-1.0,172.61871,12811.088,-16.387472,11.0,-16.387472,3124701500000000.0,152.6537,-84071.0,9.999992,24,172.61872010784057,119.13325,,11,19.965015,44060760.0,11.0,44802.883,9.999992
-10344275000000.0,1.0,808989.4,,89.0,1.0,1359.5991,275,1.0,234.2278,,0.41894197,True,1,1.0,9.174565076828003,669.7844,[-1.047  1.059 -1.782 -1.343],0.043023065,10870,-1.0,879.6843,456.69666,-55.615913,11.0,-55.615913,1033372200000000.0,189.86961,-1130775.1,9.999994,25,879.6843072663872,187.46971,,11,689.8147,163678080.0,11.0,1626.5035,9.999994
-95730230000.0,1.0,700477.5,,82.0909090909091,1.0,1299.4293,286,1.0,23.956352,,0.41894197,True,1,1.0,9.467398881912231,789.4979,[-1.106  0.961 -1.781 -1.393],0.24129345,11773,-1.0,810.6478,45.0078,-78.6544,11.0,-78.6544,106003350000.0,300.71643,-994411.75,10.0,26,810.6478246410938,208.15277,,11,509.93143,31074106.0,11.0,158.92795,10.0
-9548007000000.0,1.0,497185.34,,64.54545454545455,1.0,1299.7312,297,1.0,32.438843,,0.41894197,True,1,1.0,9.755730152130127,1289.7504,[-1.123  0.869 -1.781 -1.476],0.8818209,12483,-1.0,635.23364,43.562298,-48.79371,11.0,-48.79371,1054202300000000.0,625.25287,-791255.9,10.0,27,635.2336392261109,306.04498,,11,9.98078,13564491.0,11.0,124.06108,10.0
-48097580000.0,1.0,740842.0,,83.9090909090909,1.0,1339.7189,308,1.0,281.715,,0.41894197,True,1,1.0,10.031317710876465,760.05005,[-1.03   0.948 -1.797 -1.496],0.363871,13406,-1.0,828.826,724.3801,-50.988804,11.0,-50.988804,23490980000.0,249.15718,-1053286.1,9.999999,28,828.8260053195299,232.14093,,11,579.6688,210216260.0,11.0,2533.4216,9.999999
-428728400000.0,1.0,406944.03,,63.81818181818182,1.0,869.75104,319,1.0,50.622692,,0.41894197,True,1,1.0,10.30765414237976,389.93567,[-1.126  0.905 -1.862 -1.513],0.45675182,14108,-1.0,627.91595,56.15035,-39.283955,11.0,-39.283955,10598870000000.0,148.10057,-538628.5,10.0,29,627.9159265256766,112.5415,,11,479.81537,19262476.0,11.0,192.36224,10.0
-74363540000000.0,1.0,542420.9,,68.63636363636364,1.0,1029.795,330,1.0,49.415543,,0.41894197,True,1,1.0,10.54259991645813,1029.795,[-1.07   1.015 -1.874 -1.505],0.13425547,14863,-1.0,676.135,116.83397,-51.73091,11.0,-51.73091,1.622671e+17,676.135,-727027.06,9.999999,30,676.1350305795961,291.99698,,11,,32917794.0,11.0,415.68597,9.999999
-222615000000.0,1.0,834985.75,,86.9090909090909,1.0,1679.6948,341,1.0,181.39316,,0.41894197,True,1,1.0,10.852247714996338,1239.8828,[-1.161  0.93  -1.871 -1.511],0.12964474,15819,-1.0,858.83307,503.43524,-64.50112,11.0,-64.50112,205191640000.0,419.0211,-1326126.2,9.999999,31,858.8330538819089,312.0761,,11,439.81198,138748580.0,11.0,1770.2197,9.999999
-498819000000.0,1.0,451520.88,,66.18181818181819,1.0,909.64777,352,1.0,120.6542,,0.41894197,True,1,1.0,11.081049919128418,559.81775,[-1.265  0.885 -1.884 -1.459],0.60612357,16547,-1.0,651.5722,212.38173,-42.060226,11.0,-42.060226,11990384000000.0,301.74213,-595563.5,9.999999,32,651.5721362752909,164.23944,,11,349.83002,42362384.0,11.0,722.0926,9.999999
-106681230000.0,1.0,677101.2,,77.18181818181819,1.0,1279.6006,363,1.0,17.9921,,0.41894197,True,1,1.0,11.386141538619995,999.76196,[-1.328  1.018 -1.831 -1.265],0.37734693,17396,-1.0,761.5547,47.549408,-55.044884,11.0,-55.044884,140041010000.0,481.716,-962133.2,9.999997,33,761.5546650053283,311.666,,11,279.83862,16825294.0,11.0,168.14592,9.999997
-5337885700.0,1.0,406104.78,,58.81818181818182,1.0,1129.7017,374,1.0,4.0657787,,0.41894197,True,1,1.0,11.706031322479248,1119.7202,[-1.405  0.925 -1.825 -1.297],0.060459454,18043,-1.0,577.9877,4.9623523,-51.059982,11.0,-51.059982,576840000.0,568.0063,-628267.9,9.999994,34,577.9876978703927,268.39337,,11,9.981391,2101150.8,11.0,15.9017,9.999994
-95559570000.0,1.0,332052.75,,54.90909090909091,1.0,839.7738,385,1.0,54.437435,,0.41894197,True,1,1.0,11.945154428482056,729.8614,[-1.324  1.02  -1.837 -1.294],0.050347812,18647,-1.0,538.8693,111.99965,-40.718956,11.0,-40.718956,605588100000.0,428.95694,-454816.2,9.999997,35,538.8693448741263,204.13853,,11,109.9124,25928984.0,11.0,391.1061,9.999997
-24533935000000.0,1.0,482457.62,,68.72727272727273,1.0,909.6853,396,1.0,76.42581,,0.41894197,True,1,1.0,12.172377347946167,479.86017,[-1.227  1.088 -1.852 -1.329],1.4677407,19403,-1.0,677.0144,137.54753,-40.31099,11.0,-40.31099,2.9005645e+16,247.18927,-626512.1,9.999997,36,677.0143993309285,155.27112,,11,429.82513,30979346.0,11.0,463.29977,9.999997
-3053121300.0,1.0,222319.47,,42.36363636363637,1.0,909.80237,407,1.0,5.6316056,,0.41894197,True,1,1.0,12.382018327713013,769.8571,[-1.37   1.075 -1.842 -1.125],0.29738644,19869,-1.0,413.44827,10.938376,-35.55831,11.0,-35.55831,448531940.0,273.50302,-366410.9,9.999999,37,413.44826626316467,226.67152,,11,139.94527,1477284.4,11.0,39.64096,9.999999
-1173508800000.0,1.0,585773.1,,69.63636363636364,1.0,1189.5176,418,1.0,100.56076,,0.41894197,True,1,1.0,12.629679679870605,959.7656,[-1.176  1.14  -1.841 -1.268],0.048525713,20635,-1.0,686.1016,190.88957,-57.641216,11.0,-57.641216,22696706000000.0,456.34964,-832085.5,9.999986,38,686.1016065739673,339.17212,,11,229.75195,54504200.0,11.0,527.2764,9.999986
-43934206000000.0,1.0,543109.6,,69.63636363636364,1.0,1119.6577,429,1.0,3263.255,,0.41894197,True,1,1.0,12.873306512832642,959.7749,[-1.229  1.051 -1.851 -1.337],0.3430832,21401,-1.0,686.1311,8490.751,-41.296276,11.0,-41.296276,4.0524683e+16,526.2483,-761340.0,10.0,39,686.1311200435243,268.94934,,11,159.88278,2975912400.0,11.0,29538.037,10.0
-797333500000.0,1.0,530849.6,,73.27272727272727,1.0,859.796,440,1.0,55.43896,,0.41894197,True,1,1.0,13.108513593673706,279.92938,[-1.146  0.906 -1.844 -1.523],0.09619139,22207,-1.0,722.5169,111.88695,-39.722397,11.0,-39.722397,38386970000000.0,142.65028,-659536.9,9.999998,40,722.5169220143666,93.90902,,11,579.86664,26074180.0,11.0,397.6123,9.999998
-467676100000000.0,1.0,1157201.9,,101.27272727272727,1.0,1959.4823,451,1.0,1319.5004,,0.41894197,True,1,1.0,13.47137999534607,1539.595,[-1.049  0.968 -1.854 -1.569],0.20298259,23321,-1.0,1002.4258,1796.3452,-71.02436,11.0,-71.02436,4.895945e+17,582.53864,-1825589.0,10.0,41,1002.425932791406,390.31293,,11,419.88733,1269910500.0,11.0,6223.1445,10.0
-461754100000.0,1.0,596355.56,,74.54545454545455,1.0,1289.3795,462,1.0,25.891602,,0.41894197,True,1,1.0,13.734103679656982,909.5106,[-1.101  0.857 -1.786 -1.363],0.19532415,24141,-1.0,735.2041,44.4134,-50.47099,11.0,-50.47099,2545437400000.0,355.33517,-885760.7,9.999997,42,735.2040708483756,236.28473,,11,379.86893,26589010.0,11.0,141.0163,9.999997
-1795922900000.0,1.0,633550.4,,79.27272727272727,1.0,1079.6897,473,1.0,79.76977,,0.41894197,True,1,1.0,13.983247518539429,489.83752,[-1.009  0.941 -1.785 -1.365],0.47070268,25013,-1.0,782.4555,102.643486,-41.58413,11.0,-41.58413,78318610000000.0,192.60333,-836478.7,9.999993,43,782.455525590675,145.99205,,11,589.8522,58834264.0,11.0,317.06586,9.999993
-130134830000.0,1.0,779154.7,,82.54545454545455,1.0,1169.4097,484,1.0,84.159134,,0.41894197,True,1,1.0,14.243993043899536,1159.4255,[-0.908  1.003 -1.79  -1.406],0.32391024,25921,-1.0,815.1441,211.3521,-53.697502,11.0,-53.697502,298592100000.0,805.16,-1017210.25,9.999993,44,815.1440961449443,338.6661,,11,9.984092,53316400.0,11.0,745.53735,9.999993
-3465886000000.0,1.0,760458.8,,74.81818181818181,1.0,1639.4719,495,1.0,53.66819,,0.41894197,True,1,1.0,14.551419258117676,1489.5973,[-0.894  1.1   -1.796 -1.329],0.14170037,26744,-1.0,737.93317,125.70702,-65.06032,11.0,-65.06032,54865347000000.0,588.05853,-1228358.5,9.999996,45,737.9331464600957,464.6649,,11,149.87465,113498616.0,11.0,448.91537,9.999996
-520546320000.0,1.0,669979.0,,76.63636363636364,1.0,1519.5299,506,1.0,28.888206,,0.41894197,True,1,1.0,14.891527652740479,1229.7311,[-0.933  1.024 -1.815 -1.418],0.18573515,27587,-1.0,756.12146,72.03659,-55.914207,11.0,-55.914207,1677073000000.0,466.32254,-1071921.1,9.999992,46,756.1213707444523,313.46356,,11,289.79883,26135084.0,11.0,253.11888,9.999992
-12224597000000.0,1.0,1158040.4,,105.27272727272727,1.0,1539.5793,517,1.0,354.83688,,0.41894197,True,1,1.0,15.275142431259155,899.8445,[-1.03   0.98  -1.782 -1.361],0.39335734,28745,-1.0,1042.4222,1004.2218,-68.569214,11.0,-68.569214,877670500000000.0,402.68738,-1570659.8,9.999999,47,1042.4222369504807,267.20074,,11,639.73486,607850700.0,11.0,3523.0818,9.999999
-3383774700000.0,1.0,1018938.44,,87.72727272727273,1.0,2379.3662,528,1.0,395.27243,,0.41894197,True,1,1.0,15.727569103240967,2049.4963,[-0.931  1.044 -1.797 -1.4  ],0.27126142,29710,-1.0,866.9602,864.7163,-92.808945,11.0,-92.808945,11786839000000.0,537.0903,-2004463.8,9.999998,48,866.9602549410108,517.0283,,11,329.86996,289433860.0,11.0,2936.5566,9.999998
-418439130000000.0,1.0,1081540.0,,101.63636363636364,1.0,1709.501,539,1.0,409.353,,0.41894197,True,1,1.0,16.052284002304077,969.8374,[-0.824  1.08  -1.802 -1.453],0.93724394,30828,-1.0,1006.0752,728.98816,-61.296864,11.0,-61.296864,6.7654936e+17,266.41174,-1590266.1,9.999999,49,1006.0752831328427,263.34848,,11,739.6636,766139700.0,11.0,2158.2222,9.999999
-1.7216794e+24,1.0,1431334.8,,116.27272727272727,1.0,1699.7362,550,1.0,6847339.0,,0.41894197,True,1,1.0,16.374367237091064,910.14886,[-0.732  0.971 -1.927 -1.617],99.611,32107,-1.0,1152.471,14800049.0,-78.37222,11.0,-78.37222,1.1719051e+37,362.88367,-1934266.1,9.999999,50,1152.4710187832611,321.16223,,11,789.58734,4456585000000.0,11.0,46182760.0,9.999999
-3.5491875e+16,1.0,2539667.0,,154.0,1.0,2659.6646,561,1.0,47064.445,,0.41894197,True,1,1.0,16.834084033966064,1619.9674,[-0.557  0.99  -1.954 -1.792],0.6373675,33801,-1.0,1529.6821,123684.6,-108.428055,11.0,-108.428055,8.307358e+20,489.98517,-3771069.5,10.0,51,1529.682305309399,446.92175,,11,1039.6971,57136562000.0,11.0,434508.9,10.0
-2.7634877e+24,1.0,2532197.2,,149.1818181818182,1.0,2459.29,572,1.0,37133.305,,0.41894197,True,1,1.0,17.279805183410645,2269.457,[-0.441  1.033 -1.961 -1.809],15.714882,35442,-1.0,1481.4746,72741.03,-97.909546,11.0,-97.909546,6.889537e+36,1291.6415,-3585046.0,10.0,52,1481.474547436246,580.88745,,11,189.83307,94541520000.0,11.0,192481.45,10.0
-6191704300000000.0,1.0,2745552.5,,137.0,1.0,3589.146,583,1.0,150.31483,,0.41894197,True,1,1.0,17.83543062210083,3399.268,[-0.505  1.213 -1.969 -1.648],0.7734597,36949,-1.0,1359.541,253.29842,-153.98492,11.0,-153.98492,7.6237695e+18,1169.6632,-4988032.0,10.0,53,1359.5410815739588,947.2067,,11,189.87793,572015040.0,11.0,781.53107,10.0
-5.194138e+22,1.0,3506353.5,,173.54545454545453,1.0,2529.2388,594,1.0,9058.941,,0.41894197,True,1,1.0,18.24901270866394,2379.3604,[-0.392  1.18  -1.988 -1.685],0.6698161,38858,-1.0,1724.9504,22954.027,-119.51427,11.0,-119.51427,2.1756128e+33,1575.0721,-4619947.0,9.999997,54,1724.95037758697,728.6285,,11,149.8783,34439455000.0,11.0,80612.5,9.999997
-29912308000.0,1.0,1789020.9,,116.36363636363636,1.0,2378.8657,605,1.0,1.703795,,0.41894197,True,1,1.0,18.628283739089966,2049.0928,[-0.281  1.235 -1.999 -1.669],0.7684571,40138,-1.0,1153.1974,0.8952527,-112.68805,11.0,-112.68805,921741500.0,823.42444,-2774133.0,10.0,55,1153.197495764131,677.6109,,11,329.773,4303478.0,11.0,3.3018434,10.0
-1.2376179e+24,1.0,2272827.5,,119.36363636363636,1.0,2619.231,616,1.0,75406.055,,0.41894197,True,1,1.0,19.058300733566284,2469.3728,[-0.334  1.204 -2.004 -1.682],0.36972523,41451,-1.0,1183.2062,238451.38,-104.352516,11.0,-104.352516,1.07396935e+36,1033.348,-3467072.0,10.0,56,1183.206174592378,934.2647,,11,149.85812,517308400000.0,11.0,829455.5,10.0
-236728060000.0,1.0,3505534.0,,166.72727272727272,1.0,3178.9067,627,1.0,3.498845,,0.41894197,True,1,1.0,19.560368299484253,3039.0256,[-0.219  1.242 -2.011 -1.714],0.77522016,43285,-1.0,1656.6948,4.685606,-126.38133,11.0,-126.38133,18105926000.0,1516.8137,-5264682.5,9.999999,57,1656.6948161202154,872.2937,,11,139.88116,22237510.0,11.0,16.68634,9.999999
-670693600000.0,1.0,1295496.9,,91.63636363636364,1.0,2129.2783,638,1.0,9.331257,,0.41894197,True,1,1.0,19.943012237548828,2129.2783,[-0.277  1.227 -2.019 -1.729],0.19262338,44293,-1.0,905.9903,9.062472,-78.95115,11.0,-78.95115,722109660000.0,905.9903,-2084738.5,10.0,58,905.9902863081418,688.9692,,11,,22674192.0,11.0,25.25603,10.0
-43556390000.0,1.0,1094609.9,,81.45454545454545,1.0,2369.4802,649,1.0,33.11478,,0.41894197,True,1,1.0,20.337154865264893,2179.5686,[-0.374  1.186 -1.889 -1.543],0.2771397,45189,-1.0,804.2247,65.27516,-105.36678,11.0,-105.36678,1985616800.0,614.31323,-2071961.9,10.0,59,804.2247018202056,669.2029,,11,189.91156,5511954.0,11.0,229.68973,10.0
-9.1581965e+19,1.0,1793450.1,,116.18181818181819,1.0,2709.3667,660,1.0,1101.5308,,0.41894197,True,1,1.0,20.76538920402527,2559.5144,[-0.372  1.084 -1.895 -1.616],1.7794739,46467,-1.0,1151.341,3206.9626,-99.50051,11.0,-99.50051,5.1364454e+27,1001.4887,-3071303.5,9.999999,60,1151.3409657373506,684.00586,,11,149.85223,7686018000.0,11.0,11229.951,9.999999
-1.5148016e+18,1.0,3282245.8,,156.36363636363637,1.0,3579.0667,671,1.0,25700.562,,0.41894197,True,1,1.0,21.297322511672974,3429.2258,[-0.495  1.068 -1.903 -1.604],0.4138263,48187,-1.0,1553.2415,47303.617,-145.8754,11.0,-145.8754,4.6147287e+23,1403.4005,-5512150.5,10.0,61,1553.2414326922683,932.5699,,11,149.84079,73217640000.0,11.0,161912.61,10.0
-7.679856e+16,1.0,1102531.5,,90.45454545454545,1.0,2329.4478,682,1.0,10.35673,,0.41894197,True,1,1.0,21.675935745239258,2189.578,[-0.411  1.159 -1.915 -1.597],0.1775979,49182,-1.0,894.19574,11.903406,-87.76437,11.0,-87.76437,6.6101026e+21,754.3258,-2047138.2,10.0,62,894.1957445598171,550.4048,,11,139.86998,10477649.0,11.0,43.0811,10.0
-1.450787e+19,1.0,2829586.0,,159.27272727272728,1.0,2499.4253,693,1.0,222995.0,,0.41894197,True,1,1.0,22.074573040008545,1879.7693,[-0.497  1.08  -1.923 -1.641],0.039837517,50934,-1.0,1582.2461,685465.75,-94.099174,11.0,-94.099174,1.7797564e+26,962.5902,-3917081.0,10.0,63,1582.2462028110472,571.03656,,11,619.656,1367557100000.0,11.0,2390241.2,10.0
-157684270000000.0,1.0,2336111.2,,139.27272727272728,1.0,2449.291,704,1.0,428.35364,,0.41894197,True,1,1.0,22.510690927505493,2129.5356,[-0.391  1.137 -1.923 -1.608],0.91292405,52466,-1.0,1382.2391,889.6052,-100.79557,11.0,-100.79557,2.2799295e+16,1062.4839,-3380415.2,10.0,64,1382.2391664130923,652.3236,,11,319.75528,1410323100.0,11.0,3027.9937,10.0
-6.4054944e+19,1.0,3549913.0,,187.54545454545453,1.0,2289.4536,715,1.0,526745.8,,0.41894197,True,1,1.0,22.891223192214966,749.98926,[-0.427  1.048 -1.932 -1.687],0.3473035,54529,-1.0,1864.9567,1052170.4,-103.34664,11.0,-103.34664,4.9282398e+27,325.4924,-4462367.0,10.0,65,1864.956740454567,268.04688,,11,1539.4644,1650516600000.0,11.0,3601396.8,10.0
