ReturnStepMaxmin,InitialBound,Penalization,MeanD2-0,StdWReturnMean,EpRewMean,WReturnMean,MaxIW,Iteration,LearnableVariance,OptimizationReturnMin,Epsilon,Inner Iteration,ESSRenyiArithmetic,EmpiricalD2Harmonic,TimestepsSoFar,ESSRenyiHarmonic,MinTargetPdf,ReturnStepMax,TimeElapsed,MeanEntropy,MeanIW,EpLenMean,EpisodesSoFar,EmpiricalD2Arithmetic,Bound,Weights,OptimizationReturnMean,VarianceInitializer,OptimizationReturnMax,DivergenceHarmonic,InitialReturnMean,MinIW,MinBehavPdf,EpThisIter,InitialReturnMax,StdIW,ReturnMeanIW,InitialReturnMin,InitialReturnStd
9.999997,-20553.215,True,1.0,,99.95199837971587,12880.266,78092960.0,11,,,1.0,1,11.0,1.0,1617,11.0,-10.066997,9.999997,13.33415174484253,0.41894197,7218724.5,11.0,121,1.0,-5.626243e+18,[-0.981  0.712 -0.811 -0.455],79.983665,-1.0,189.9786,5.3766613e+29,99.951996,1.4644235,-10.066997,11,209.94695,22414348.0,26547560000.0,19.968334,53.75745
9.999984,-186483.6,True,1.0,,328.9221148381913,121760.41,26.255705,12,,,1.0,1,11.0,1.0,1990,11.0,-21.364517,9.999984,14.541603803634644,0.41894197,9.813499,33.90909090909091,132,1.0,-20337860000.0,[-0.953  0.414 -0.775 -0.854],149.0305,-1.0,429.8672,98732990000.0,328.92212,0.14216925,-21.364517,11,609.7588,9.296052,699412.0,179.8916,116.4931
9.99999,-529331.06,True,1.0,,482.54049043839126,299216.38,41941424.0,13,,,1.0,1,11.0,1.0,2532,11.0,-44.801018,9.99999,16.938405752182007,0.41894197,3823143.8,49.27272727272727,143,1.0,-2.3879272e+22,[-0.795  0.495 -0.804 -1.027],432.63235,-1.0,1099.8331,1.0768512e+34,482.5405,0.8813871,-44.801018,11,1149.7412,12054078.0,641592400000.0,49.908077,257.6258
10.0,-255091.8,True,1.0,,349.86698918912776,162360.53,233.92395,14,,,1.0,1,11.0,1.0,2928,11.0,-38.759872,10.0,18.855347633361816,0.41894197,28.90246,36.0,154,1.0,-5320960500.0,[-0.945  0.311 -0.849 -1.092],339.887,-1.0,719.8827,3290119400.0,349.86697,0.6578919,-38.759872,11,729.8627,65.613976,1946204.6,9.979978,199.88403
9.999999,-283004.6,True,1.0,,420.74977767843575,190288.69,5848.534,15,,,1.0,1,11.0,1.0,3402,11.0,-34.378296,9.999999,21.13231325149536,0.41894197,1007.83356,43.09090909090909,165,1.0,-2144335200000000.0,[-0.907  0.529 -0.939 -1.167],110.83767,-1.0,419.89,5.3490755e+20,420.7498,4.6181536,-34.378296,11,729.8021,1760.5465,159533150.0,309.9121,115.14465
10.0,-746912.5,True,1.0,,645.2238065475108,470698.0,989.415,16,,,1.0,1,11.0,1.0,4123,11.0,-58.74738,10.0,24.157838106155396,0.41894197,97.76829,65.54545454545455,176,1.0,-226272950000.0,[-0.813  0.753 -0.993 -1.19 ],365.36792,-1.0,979.7973,670840900000.0,645.2238,0.15977202,-58.74738,11,1259.6532,282.2012,40569236.0,279.8559,233.20421
9.999998,-536399.06,True,1.0,,561.5929124152584,401710.12,488.32394,17,,,1.0,1,11.0,1.0,4752,11.0,-36.914745,9.999998,26.687628746032715,0.41894197,47.64359,57.18181818181818,187,1.0,-6073366000.0,[-0.84   0.65  -1.01  -1.254],541.6285,-1.0,859.653,2016477600.0,561.5929,0.15124893,-36.914745,11,879.61743,139.53688,25149072.0,19.964401,293.80862
9.999999,-559226.8,True,1.0,,603.3891596248882,418310.2,50769.96,18,,,1.0,1,11.0,1.0,5427,11.0,-40.749718,9.999999,29.563297271728516,0.41894197,4649.3286,61.36363636363637,198,1.0,-5393714500000.0,[-0.735  0.69  -1.019 -1.308],593.4048,-1.0,889.7389,1464261500000000.0,603.38916,0.79259354,-40.749718,11,899.72327,14584.831,1461658500.0,9.984356,232.87698
10.0,-297534.4,True,1.0,,467.06470744353555,224071.72,133.13417,19,,,1.0,1,11.0,1.0,5952,11.0,-41.172127,10.0,31.622709035873413,0.41894197,20.655313,47.72727272727273,209,1.0,-23619588000.0,[-0.844  0.636 -1.029 -1.282],87.2102,-1.0,269.76843,103342580000.0,467.06467,0.13712032,-41.172127,11,649.6229,40.63215,3641062.8,379.8545,76.95648
9.999994,-351980.78,True,1.0,,453.4719014391046,229202.0,41322.793,20,,,1.0,1,11.0,1.0,6462,11.0,-31.378548,9.999994,33.69529914855957,0.41894197,4308.8003,46.36363636363637,220,1.0,-1.3540334e+16,[-0.926  0.549 -1.014 -1.249],153.63275,-1.0,539.9874,1.2162258e+22,453.47186,2.2325544,-31.378548,11,839.8266,11770.21,602578100.0,299.83914,153.50966
9.999994,-409401.44,True,1.0,,480.7057873608839,289572.3,400934.8,21,,,1.0,1,11.0,1.0,7002,11.0,-28.922024,9.999994,35.59017491340637,0.41894197,40509.11,49.09090909090909,231,1.0,-1.0902115e+19,[-0.839  0.776 -1.068 -1.23 ],450.75354,-1.0,799.72485,8.277497e+27,480.70578,0.8046851,-28.922024,11,829.6771,114223.63,19042658000.0,29.95224,241.85583
9.999999,-1406449.9,True,1.0,,928.7977972643384,972058.56,3685.8533,22,,,1.0,1,11.0,1.0,8035,11.0,-56.10872,9.999999,39.03140115737915,0.41894197,356.30612,93.9090909090909,242,1.0,-219565140000000.0,[-0.654  0.79  -1.147 -1.378],499.03122,-1.0,1149.9094,2.5548635e+17,928.7978,0.29179472,-56.10872,11,1579.676,1053.2596,238926130.0,429.7666,330.74646
9.999999,-645135.25,True,1.0,,687.0414689449836,491401.56,47.204998,23,,,1.0,1,11.0,1.0,8802,11.0,-44.563988,9.999999,41.56737756729126,0.41894197,6.7329345,69.72727272727273,253,1.0,-26004478000.0,[-0.737  0.706 -1.147 -1.416],207.23683,-1.0,459.94525,28603533000.0,687.04144,0.6466295,-44.563988,11,939.7499,12.959186,4233988.5,479.80463,139.19617
10.0,-569051.4,True,1.0,,619.7586254109102,415329.78,605.17725,24,,,1.0,1,11.0,1.0,9495,11.0,-43.14572,10.0,44.03183150291443,0.41894197,107.77465,63.0,264,1.0,-800916900000.0,[-0.653  0.553 -1.151 -1.596],190.01884,-1.0,509.97318,27144065000000.0,619.7586,2.6684015,-43.14572,11,939.71295,188.65593,30538814.0,429.73978,176.71736
9.999991,-870140.9,True,1.0,,620.7107589281285,488990.47,1862.6698,25,,,1.0,1,11.0,1.0,10189,11.0,-63.98561,9.999991,46.72142934799194,0.41894197,188.94464,63.09090909090909,275,1.0,-27060007000.0,[-0.742  0.48  -1.154 -1.645],210.92328,-1.0,1069.9203,5021291000.0,620.71075,0.7941037,-63.98561,11,1479.7078,529.6882,51372440.0,409.78748,322.03824
9.999998,-697440.3,True,1.0,,676.0936520090887,490798.3,5398.497,26,,,1.0,1,11.0,1.0,10944,11.0,-43.733315,9.999998,49.68744969367981,0.41894197,952.5184,68.63636363636364,286,1.0,-345614500000000.0,[-0.666  0.578 -1.166 -1.638],216.29884,-1.0,629.72986,2.797364e+18,676.0937,0.34510726,-43.733315,11,1089.5247,1804.2982,262148700.0,459.7948,183.56377
9.999999,-1130444.4,True,1.0,,816.1255182704135,728347.6,2026.1167,27,,,1.0,1,11.0,1.0,11853,11.0,-77.41342,9.999999,53.195133686065674,0.41894197,312.68698,82.63636363636364,297,1.0,-62399970000000.0,[-0.57   0.659 -1.169 -1.638],266.37598,-1.0,970.07275,2.4082889e+16,816.12555,2.475477,-77.41342,11,1519.8223,598.4635,205361860.0,549.7495,249.57323
9.999999,-2108377.0,True,1.0,,1202.4145853500015,1544711.0,4504.062,28,,,1.0,1,11.0,1.0,13187,11.0,-82.16254,9.999999,57.98744320869446,0.41894197,668.7786,121.27272727272727,308,1.0,-306500930000.0,[-0.466  0.715 -1.181 -1.676],442.62872,-1.0,1039.6572,293845170000.0,1202.4146,1.6939602,-82.16254,11,1799.4431,1420.9149,953564160.0,759.7859,314.4997
10.0,-2538008.5,True,1.0,,1130.5528708214647,1719044.8,18967.15,29,,,1.0,1,11.0,1.0,14442,11.0,-95.36324,10.0,62.459044218063354,0.41894197,2708.4866,114.0909090909091,319,1.0,-3.6058243e+17,[-0.391  0.76  -1.191 -1.765],1120.5723,-1.0,2159.0195,1.9385847e+23,1130.5529,0.21468043,-95.36324,11,2169.0,5552.1694,3780382700.0,9.980551,663.999
9.999999,-5226677.0,True,1.0,,1613.1241650720078,3179750.0,24321.44,30,,,1.0,1,11.0,1.0,16228,11.0,-149.74884,9.999999,68.8993353843689,0.41894197,2491.0002,162.36363636363637,330,1.0,-121198670000000.0,[-0.289  0.83  -1.19  -1.751],683.6337,-1.0,2499.5916,3505553400000000.0,1613.1243,0.023838576,-149.74884,11,3429.082,6926.606,5798675500.0,929.4905,759.9872
10.0,-2127670.5,True,1.0,,881.4397351019435,1191518.9,1101.1101,31,,,1.0,1,11.0,1.0,17209,11.0,-104.19495,10.0,72.74484848976135,0.41894197,102.95751,89.18181818181819,341,1.0,-2.4659443e+17,[-0.249  0.94  -1.231 -1.737],681.604,-1.0,2119.163,6.938704e+22,881.4397,0.39762083,-104.19495,11,2318.9988,315.70532,335595550.0,199.83574,643.88104
9.999999,-4765510.0,True,1.0,,1304.9668719743586,2585297.2,17.106827,32,,,1.0,1,11.0,1.0,18656,11.0,-142.39206,9.999999,77.00200128555298,0.41894197,5.3734813,131.54545454545453,352,1.0,-1559223100000.0,[-0.151  0.968 -1.268 -1.8  ],925.2215,-1.0,3159.2212,511468100000.0,1304.9669,0.29237857,-142.39206,11,3538.9666,5.1730394,10901602.0,379.7454,939.3396
9.999999,-4774802.0,True,1.0,,1745.7349850394326,3534825.8,93.98943,33,,,1.0,1,11.0,1.0,20588,11.0,-111.56009,9.999999,83.47177076339722,0.41894197,26.394142,175.63636363636363,363,1.0,-10304693000000.0,[-0.282  1.111 -1.38  -1.912],1395.9059,-1.0,2319.0757,69062248000000.0,1745.7351,0.9221995,-111.56009,11,2668.9048,33.512894,129952470.0,349.82922,698.0222
9.999996,-4623605.5,True,1.0,,1651.3483806559766,3190235.2,250978.05,34,,,1.0,1,11.0,1.0,22416,11.0,-101.727936,9.999996,90.04778385162354,0.41894197,42425.504,166.1818181818182,374,1.0,-1.5526139e+20,[-0.362  1.123 -1.412 -2.001],1001.6602,-1.0,2219.809,1.173323e+28,1651.3484,8.690376,-101.727936,11,2869.4973,85808.164,148663390000.0,649.6882,680.6494
10.0,-3800053.5,True,1.0,,1643.218058303791,2806074.5,2082654700.0,35,,,1.0,1,11.0,1.0,24235,11.0,-91.74404,10.0,95.53912305831909,0.41894197,189420180.0,165.36363636363637,385,1.0,-2.0571159e+19,[-0.448  1.044 -1.426 -2.043],443.68878,-1.0,1190.0156,4.2831093e+26,1643.218,1.0012826,-91.74404,11,2389.545,598693400.0,272613450000000.0,1199.5293,325.43674
9.999999,-2502970.2,True,1.0,,1349.6554436295983,1901049.8,6679.72,36,,,1.0,1,11.0,1.0,25731,11.0,-91.2407,9.999999,100.79821443557739,0.41894197,920.52985,136.0,396,1.0,-9.5909575e+16,[-0.568  1.013 -1.425 -2.023],399.86487,-1.0,909.71063,2.5389376e+22,1349.6554,0.15594594,-91.2407,11,1859.5012,1938.078,1262222800.0,949.7906,281.9219
10.0,-2816584.8,True,1.0,,1252.4718045948373,1997184.1,316569.62,37,,,1.0,1,11.0,1.0,27120,11.0,-96.987434,10.0,105.86523866653442,0.41894197,32100.463,126.27272727272727,407,1.0,-4.6452624e+17,[-0.459  1.074 -1.425 -2.021],1062.6504,-1.0,1979.7568,3.2139067e+23,1252.4718,0.16512822,-96.987434,11,2169.5781,90397.93,42036480000.0,189.82135,654.5979
10.0,-7294881.0,True,1.0,,1976.5980128153687,4648959.0,1363859700.0,38,,,1.0,1,11.0,1.0,29306,11.0,-181.52966,10.0,112.8246762752533,0.41894197,124088350.0,198.72727272727272,418,1.0,-1.8669105e+23,[-0.338  1.08  -1.437 -2.051],1087.2054,-1.0,3009.2627,4.9785346e+33,1976.598,1.2076299,-181.52966,11,3898.6553,392050270.0,656387600000000.0,889.39264,861.40546
9.999999,-4478417.0,True,1.0,,1695.1216536997179,3074934.5,2797.6816,39,,,1.0,1,11.0,1.0,31182,11.0,-120.87596,9.999999,118.59802603721619,0.41894197,530.9473,170.54545454545453,429,1.0,-350702830000.0,[-0.442  1.011 -1.435 -2.049],655.55475,-1.0,1799.8562,61974786000.0,1695.1216,0.6169946,-120.87596,11,2839.423,872.94794,1312583200.0,1039.5669,448.88406
9.999999,-4569489.0,True,1.0,,1786.8758206534128,3429096.5,140835.34,40,,,1.0,1,11.0,1.0,33159,11.0,-106.23239,9.999999,125.21468234062195,0.41894197,13659.569,179.72727272727272,440,1.0,-9926331000000.0,[-0.418  1.127 -1.473 -2.052],987.1772,-1.0,1759.7921,74872890000000.0,1786.8757,0.083100125,-106.23239,11,2559.4907,40261.27,58710974000.0,799.6986,485.97433
9.999999,-4839377.0,True,1.0,,1579.5000048058464,3335191.8,296478.94,41,,,1.0,1,11.0,1.0,34908,11.0,-131.62817,9.999999,130.89234018325806,0.41894197,27316.227,159.0,451,1.0,-5.8337288e+23,[-0.387  1.229 -1.497 -1.991],1559.5392,-1.0,2919.5657,1.50417e+35,1579.5,0.380181,-131.62817,11,2939.5264,85118.734,234480090000.0,19.960808,916.7178
10.0,-6529992.0,True,1.0,,1524.8365917025674,3518327.2,3.286337,42,,,1.0,1,11.0,1.0,36597,11.0,-169.96849,10.0,136.5831696987152,0.41894197,1.0248306,153.54545454545453,462,1.0,-3813374200000.0,[-0.268  1.265 -1.51  -1.996],1314.9703,-1.0,3949.5273,1603290800000.0,1524.8367,0.00035090797,-169.96849,11,4159.3936,0.82917976,2047598.4,209.86618,1092.3374
9.999992,-1420604.4,True,1.0,,770.543473825126,905803.3,12040.49,43,,,1.0,1,11.0,1.0,37456,11.0,-72.698105,9.999992,139.40720772743225,0.41894197,1582.1034,78.0909090909091,473,1.0,-1.0994109e+16,[-0.207  1.262 -1.514 -2.007],760.5621,-1.0,1709.6974,4.560837e+20,770.5435,1.2206073,-72.698105,11,1719.6788,3619.9988,670958300.0,9.981411,558.6287
9.999999,-5893466.0,True,1.0,,944.1839341455881,2354278.8,30.110468,44,,,1.0,1,11.0,1.0,38506,11.0,-189.02951,9.999999,143.48813199996948,0.41894197,7.5823364,95.45454545454545,484,1.0,-7152333000000.0,[-0.035  1.11  -1.495 -2.105],934.2041,-1.0,4499.0093,4084046500000.0,944.18396,1.0269213,-189.02951,11,4508.9893,9.526607,15999788.0,9.979768,1209.4607
9.999999,-9368706.0,True,1.0,,1638.390919035507,5019420.5,76.85254,45,,,1.0,1,11.0,1.0,40319,11.0,-220.14763,9.999999,148.059152841568,0.41894197,9.297413,164.8181818181818,495,1.0,-1.4164504e+18,[-0.117  1.194 -1.53  -2.081],1308.6191,-1.0,4668.679,1.0606567e+23,1638.391,0.1681091,-220.14763,11,4998.451,21.423414,86522040.0,329.7718,1528.102
9.999999,-8639322.0,True,1.0,,2089.359629231263,5657143.0,216.27951,46,,,1.0,1,11.0,1.0,42629,11.0,-156.8251,9.999999,156.05288171768188,0.41894197,43.45415,210.0,506,1.0,-9029706000000.0,[-0.229  1.159 -1.564 -2.108],1489.811,-1.0,3539.429,9167595000000.0,2089.3596,0.075348414,-156.8251,11,4138.9775,60.138847,347866370.0,599.5486,1136.5383
10.0,-9691811.0,True,1.0,,2258.493479559437,6230407.0,4350.9233,47,,,1.0,1,11.0,1.0,45125,11.0,-174.32016,10.0,163.57997179031372,0.41894197,504.56384,226.9090909090909,517,1.0,-9362170000000.0,[-0.208  1.049 -1.582 -2.159],2038.6417,-1.0,4239.2983,7312864400000.0,2258.4934,0.7183467,-174.32016,11,4459.15,1234.8622,1844319100.0,219.85175,1062.833
9.999999,-13884439.0,True,1.0,,2807.324857970671,9723795.0,1003.9652,48,,,1.0,1,11.0,1.0,48225,11.0,-214.78845,9.999999,172.77408242225647,0.41894197,97.36626,281.8181818181818,528,1.0,-2977939600000.0,[-0.153  1.077 -1.587 -2.151],1837.6223,-1.0,3919.1357,511746570000.0,2807.325,0.041955635,-214.78845,11,4888.8384,286.79745,1604355800.0,969.70264,1357.469
10.0,-11615562.0,True,1.0,,2088.4394784159963,7266025.0,1098.1737,49,,,1.0,1,11.0,1.0,50533,11.0,-199.78006,10.0,179.9103124141693,0.41894197,101.9275,209.8181818181818,539,1.0,-2461202600000.0,[-0.198  1.039 -1.599 -2.168],1858.6069,-1.0,4768.7603,319795530000.0,2088.4395,0.08647707,-199.78006,11,4998.593,315.0555,1544565900.0,229.8327,1704.2433
9.999999,-14209167.0,True,1.0,,2644.4429261160285,9858623.0,63303.418,50,,,1.0,1,11.0,1.0,53451,11.0,-196.53294,9.999999,188.3613531589508,0.41894197,11545.508,265.27272727272725,550,1.0,-2.7292987e+18,[-0.147  1.07  -1.605 -2.152],2434.6423,-1.0,4789.3623,3.9357436e+23,2644.443,0.033955976,-196.53294,11,4999.163,21336.379,162656960000.0,209.80072,1692.7916
9.999997,-13684096.0,True,1.0,,2572.858170554837,9333512.0,4265.792,51,,,1.0,1,11.0,1.0,56291,11.0,-228.66034,9.999997,196.33376097679138,0.41894197,557.33215,258.1818181818182,561,1.0,-1.7731944e+16,[-0.075  1.005 -1.633 -2.226],1923.2703,-1.0,4349.6016,1.6612235e+19,2572.8584,3.481832,-228.66034,11,4999.1895,1195.8522,3345329400.0,649.58813,1647.3956
10.0,-24049104.0,True,1.0,,4349.679127954932,19697838.0,204.2669,52,,,1.0,1,11.0,1.0,61082,11.0,-223.71207,10.0,210.60279655456543,0.41894197,41.806168,435.54545454545456,572,1.0,-1838484400000.0,[-0.108  0.905 -1.67  -2.282],1880.2753,-1.0,2530.1565,178390650000.0,4349.679,0.18885735,-223.71207,11,4999.5605,62.596813,707721860.0,2469.404,882.11584
9.999999,-19141240.0,True,1.0,,3590.9664016834813,14790796.0,3298127.2,53,,,1.0,1,11.0,1.0,65041,11.0,-220.2055,9.999999,221.569598197937,0.41894197,373533.25,359.90909090909093,583,1.0,-5.954569e+23,[-0.158  0.911 -1.677 -2.318],3301.25,-1.0,4709.381,1.8734769e+34,3590.9663,2.613827,-220.2055,11,4999.097,937038.3,3875358000000.0,289.71625,1376.8645
10.0,-19634452.0,True,1.0,,3626.2041795648915,15284562.0,746554.5,54,,,1.0,1,11.0,1.0,69038,11.0,-209.37062,10.0,232.6864881515503,0.41894197,67944.7,363.3636363636364,594,1.0,-4.4210435e+17,[-0.085  1.011 -1.687 -2.308],2936.6975,-1.0,4309.2695,1.0330158e+22,3626.204,0.22385995,-209.37062,11,4998.7764,214595.34,900662560000.0,689.5067,1461.234
10.0,-14146736.0,True,1.0,,2637.26497950812,9796550.0,1228121.2,55,,,1.0,1,11.0,1.0,71948,11.0,-206.75229,10.0,238.54830718040466,0.41894197,111661.05,264.54545454545456,605,1.0,-1.6904754e+25,[-0.028  1.104 -1.709 -2.365],2217.5537,-1.0,4579.2476,1.5101267e+37,2637.2651,0.68671274,-206.75229,11,4998.959,353055.72,2789578600000.0,419.7116,1685.6403
10.0,-22626470.0,True,1.0,,4160.557703251304,18276338.0,282.74963,56,,,1.0,1,11.0,1.0,76533,11.0,-207.01411,10.0,250.246990442276,0.41894197,53.259983,416.8181818181818,616,1.0,-1027283600000.0,[-0.131  1.044 -1.747 -2.365],2731.5923,-1.0,3569.9438,55667050000.0,4160.5576,0.29754534,-207.01411,11,4998.909,89.64845,940411970.0,1428.9652,982.90283
10.0,-19699514.0,True,1.0,,3494.4830532206247,15348770.0,15695.555,57,,,1.0,1,11.0,1.0,80384,11.0,-218.10287,10.0,261.4501008987427,0.41894197,1924.9343,350.09090909090907,627,1.0,-1.9662154e+21,[-0.095  1.091 -1.752 -2.345],3214.6946,-1.0,4719.482,2.042441e+29,3494.483,0.19057979,-218.10287,11,4999.2705,4611.6714,47971790000.0,279.78857,1771.2585
9.999997,-19001660.0,True,1.0,,3486.1508445763543,14651488.0,143210.42,58,,,1.0,1,11.0,1.0,84227,11.0,-228.8217,9.999997,273.19363951683044,0.41894197,13411.307,349.3636363636364,638,1.0,-1.768649e+18,[-0.011  1.124 -1.837 -2.337],3286.3376,-1.0,4799.1255,1.65305e+23,3486.1506,0.92800117,-228.8217,11,4998.9385,41058.426,201230480000.0,199.81311,1580.5824
9.999997,-13899870.0,True,1.0,,2537.098236273647,9551262.0,3117.8264,59,,,1.0,1,11.0,1.0,87027,11.0,-225.59636,9.999997,280.4752938747406,0.41894197,701.7276,254.54545454545453,649,1.0,-8.066583e+19,[-0.014  1.239 -1.859 -2.293],2317.289,-1.0,4778.2446,3.4410383e+26,2537.0981,0.72461075,-225.59636,11,4998.0537,1121.7595,11665881000.0,219.80905,1764.7649
10.0,-16952862.0,True,1.0,,2966.4479113434477,12601852.0,126.592445,60,,,1.0,1,11.0,1.0,90298,11.0,-211.54495,10.0,290.9016137123108,0.41894197,21.376158,297.3636363636364,660,1.0,-9.765656e+19,[-0.037  1.142 -1.881 -2.367],2306.7705,-1.0,4339.7505,5.037738e+26,2966.4478,0.19478396,-211.54495,11,4999.4277,35.14216,488573220.0,659.6771,1949.8818
10.0,-21363534.0,True,1.0,,3740.769232408139,17012492.0,163.42334,61,,,1.0,1,11.0,1.0,94419,11.0,-230.73917,10.0,302.4356346130371,0.41894197,18.111528,374.6363636363636,671,1.0,-1055076250000.0,[-0.131  1.218 -1.897 -2.34 ],3520.9573,-1.0,4779.6226,58754360000.0,3740.7693,0.35510045,-230.73917,11,4999.4346,46.14023,434833380.0,219.81186,1737.5659
9.999999,-17595780.0,True,1.0,,3564.4326845265914,13245581.0,2780.764,62,,,1.0,1,11.0,1.0,98350,11.0,-214.34164,9.999999,314.2318379878998,0.41894197,296.80887,357.3636363636364,682,1.0,-334695860000000.0,[-0.175  1.219 -1.913 -2.381],675.6637,-1.0,2110.188,5919520000000000.0,3564.4326,0.6335858,-214.34164,11,4998.957,788.7482,4056651300.0,2888.769,735.11865
9.999999,-11719309.0,True,1.0,,2686.643776811793,8736374.0,159672.6,63,,,1.0,1,11.0,1.0,101317,11.0,-184.38254,9.999999,324.54798674583435,0.41894197,14551.932,269.72727272727275,693,1.0,-19509799000000.0,[-0.238  1.219 -1.915 -2.375],2306.8901,-1.0,3759.742,42377420000000.0,2686.6438,0.043760296,-184.38254,11,4139.4956,45891.223,91771550000.0,379.7536,1232.2009
9.999997,-11361241.0,True,1.0,,2635.8996977703014,7821328.0,155413950.0,64,,,1.0,1,11.0,1.0,104228,11.0,-179.86183,9.999997,333.9151337146759,0.41894197,16491319.0,264.6363636363636,704,1.0,-6.2222776e+24,[-0.298  1.205 -1.914 -2.383],1206.5392,-1.0,3080.072,3.089762e+36,2635.9,0.088618375,-179.86183,11,4509.4326,44471680.0,148443380000000.0,1429.3606,934.53784
