ESSRenyiArithmetic,MeanIW,EpThisIter,ReturnStepMax,InitialReturnMin,OptimizationReturnMax,EpRewMean,Penalization,OptimizationReturnMean,EmpiricalD2Harmonic,OptimizationReturnMin,ESSRenyiHarmonic,Inner Iteration,ReturnMeanIW,InitialReturnMax,MinBehavPdf,Weights,DivergenceHarmonic,EpisodesSoFar,TimestepsSoFar,VarianceInitializer,LearnableVariance,Epsilon,EpLenMean,TimeElapsed,InitialReturnMean,Iteration,MeanEntropy,MinTargetPdf,InitialReturnStd,InitialBound,MaxIW,EmpiricalD2Arithmetic,MeanD2-0,StdWReturnMean,StdIW,ReturnStepMaxmin,WReturnMean,MinIW,Bound
11.0,9531.453,11,10.0,39.934834,4958.6216,1980.325550771378,True,1940.3906,1.0,,11.0,1,87674910000.0,4998.5566,-206.56042,[-0.037  0.362 -1.524 -2.335],4.558607e+18,715,109672,-1.0,,1.0,199.0,334.6370611190796,1980.3254,65,0.41894197,-206.56042,1369.5125,-10146726.0,71828.555,1.0,1.0,,20587.664,10.0,5797254.0,0.17780803,-9286508000000000.0
11.0,10.624846,11,9.999999,749.47485,4249.9287,2978.0158819665976,True,2228.541,1.0,,11.0,1,60820604.0,4999.4033,-211.44011,[ 0.012  0.431 -1.501 -2.424],108624950000.0,726,112956,-1.0,,1.0,298.54545454545456,343.3581440448761,2978.0159,66,0.41894197,-211.44011,1694.9705,-16092465.0,79.46166,1.0,1.0,,22.070318,9.999999,11741503.0,0.16242185,-1434044500000.0
11.0,9621.652,11,10.0,1379.5857,3619.7551,3481.5832452284103,True,2101.9976,1.0,,11.0,1,159236730000.0,4999.341,-200.69658,[-0.034  0.473 -1.506 -2.426],3.2047664e+22,737,116796,-1.0,,1.0,349.09090909090907,355.48215675354004,3481.583,67,0.41894197,-200.69658,1099.606,-17681416.0,104829.36,1.0,1.0,,30107.758,10.0,13330555.0,0.2990519,-7.788733e+17
11.0,37.105206,11,9.999999,1229.1062,3770.1038,3596.116894386212,True,2367.0107,1.0,,11.0,1,847391940.0,4999.21,-219.6302,[ 0.015  0.51  -1.507 -2.42 ],3.74714e+24,748,120760,-1.0,,1.0,360.3636363636364,368.35883831977844,3596.117,68,0.41894197,-219.6302,1563.9781,-19728724.0,277.9246,1.0,1.0,,78.68458,9.999999,15378085.0,0.37084398,-8.4216214e+18
11.0,171.81935,11,9.999999,1209.203,3790.1372,3223.595548404369,True,2014.3925,1.0,,11.0,1,1654677900.0,4999.3403,-195.98415,[-0.041  0.534 -1.52  -2.415],3.975567e+18,759,124315,-1.0,,1.0,323.1818181818182,378.99969267845154,3223.5952,69,0.41894197,-195.98415,1393.1842,-16683391.0,1808.1528,1.0,1.0,,517.797,9.999999,12332530.0,0.16086183,-8674971000000000.0
11.0,1269019.5,11,10.0,869.55524,4129.1523,2410.796510148179,True,1541.2413,1.0,,11.0,1,15438857000000.0,4998.7075,-231.99275,[ 0.018  0.532 -1.52  -2.395],6.836514e+27,770,126978,-1.0,,1.0,242.0909090909091,387.2042667865753,2410.7966,70,0.41894197,-231.99275,1333.7161,-11940478.0,13876950.0,1.0,1.0,,3987000.5,10.0,7590738.0,0.78356874,-3.596465e+20
11.0,29568.314,11,10.0,29.948973,4968.0166,2995.1046656242634,True,2965.1558,1.0,,11.0,1,396001540000.0,4997.9653,-217.70049,[-0.022  0.415 -1.536 -2.402],5.136096e+18,781,130283,-1.0,,1.0,300.45454545454544,396.56871342658997,2995.1045,71,0.41894197,-217.70049,1579.7688,-15814787.0,324973.16,1.0,1.0,,93415.234,10.0,11466322.0,0.13916759,-9855157000000000.0
11.0,660.1166,11,10.0,389.7647,4609.281,2492.7258113167427,True,2102.9612,1.0,,11.0,1,11823974000.0,4999.0454,-219.932,[ 0.032  0.444 -1.533 -2.391],3.963679e+26,792,133035,-1.0,,1.0,250.1818181818182,404.1023750305176,2492.7258,72,0.41894197,-219.932,1722.9735,-13532653.0,2904.272,1.0,1.0,,994.89105,10.0,9182321.0,0.11845653,-8.660968e+19
11.0,132.30037,11,9.999998,1189.1908,3809.7622,3383.4937146857337,True,2194.303,1.0,,11.0,1,1360517400.0,4998.953,-209.1825,[-0.05   0.534 -1.552 -2.372],3.303615e+16,803,136766,-1.0,,1.0,339.1818181818182,414.77817010879517,3383.4937,73,0.41894197,-209.1825,1390.0737,-17730516.0,840.7665,1.0,1.0,,236.32506,9.999998,13380335.0,0.036126096,-790672400000000.0
11.0,2399044.5,11,10.0,729.4891,4269.4834,3175.1844834404633,True,2445.6953,1.0,,11.0,1,54159590000000.0,4998.9727,-206.30809,[-0.002  0.494 -1.554 -2.376],8.626213e+35,814,140268,-1.0,,1.0,318.3636363636364,425.31589221954346,3175.1843,74,0.41894197,-206.30809,1842.3799,-17826388.0,25803212.0,1.0,1.0,,7401713.5,10.0,13476161.0,0.7024133,-4.0403096e+24
11.0,484.09042,11,9.999999,59.898384,4939.4062,2734.7346183587233,True,2674.8362,1.0,,11.0,1,1050182850.0,4999.3047,-207.10397,[-0.043  0.399 -1.587 -2.437],2.2246218e+20,825,143286,-1.0,,1.0,274.3636363636364,435.366735458374,2734.7346,75,0.41894197,-207.10397,1520.41,-14141202.0,4732.802,1.0,1.0,,1345.3472,9.999999,9790420.0,0.16456603,-6.4891875e+16
11.0,59.28218,11,9.999999,439.64853,4559.6816,3348.799135589755,True,2909.1506,1.0,,11.0,1,1201490300.0,4999.33,-222.27556,[ 0.01   0.426 -1.588 -2.418],60304826000.0,836,146976,-1.0,,1.0,335.45454545454544,447.1892099380493,3348.799,76,0.41894197,-222.27556,1850.5936,-18990000.0,464.95343,1.0,1.0,,132.56342,9.999999,14639154.0,0.31607875,-1069623150000.0
11.0,22.856379,11,10.0,429.66577,4569.6543,3697.0865639985536,True,3267.421,1.0,,11.0,1,402323070.0,4999.32,-232.84016,[-0.018  0.371 -1.597 -2.427],81180485000000.0,847,151051,-1.0,,1.0,370.45454545454544,460.5604524612427,3697.0867,77,0.41894197,-232.84016,1471.444,-20184424.0,89.55953,1.0,1.0,,30.040806,10.0,15833597.0,0.014772601,-39200820000000.0
11.0,18.01783,11,10.0,439.6964,4559.1104,3540.520851433682,True,3100.8245,1.0,,11.0,1,269136130.0,4998.8066,-224.52963,[ 0.005  0.428 -1.602 -2.412],8426753000.0,858,154952,-1.0,,1.0,354.6363636363636,473.23927760124207,3540.521,78,0.41894197,-224.52963,1779.1155,-20050474.0,72.948166,1.0,1.0,,22.376013,10.0,15700540.0,0.93210244,-399575120000.0
11.0,2.086444,11,10.0,1739.3757,3260.0583,4281.553679988086,True,2542.178,1.0,,11.0,1,38440068.0,4999.434,-226.35489,[-0.017  0.485 -1.61  -2.419],3304782000.0,869,159667,-1.0,,1.0,428.6363636363636,489.125168800354,4281.5537,79,0.41894197,-226.35489,1135.185,-23971400.0,5.750038,1.0,1.0,,1.6676261,10.0,19620348.0,0.38076377,-250162890000.0
11.0,16.377453,11,10.0,419.6422,4579.6294,4057.033198762642,True,3637.3909,1.0,,11.0,1,394112900.0,4999.2715,-239.46846,[-0.016  0.424 -1.613 -2.433],229046420000.0,880,164136,-1.0,,1.0,406.27272727272725,505.0565700531006,4057.0334,80,0.41894197,-239.46846,1350.2103,-22633340.0,115.98003,1.0,1.0,,33.819443,10.0,18282588.0,0.1842546,-2082574000000.0
11.0,1605.1196,11,9.999999,2828.1042,2171.3743,4035.076722171335,True,1206.9725,1.0,,11.0,1,23017540000.0,4999.4785,-218.26582,[-0.011  0.486 -1.621 -2.426],2.6694858e+25,891,168584,-1.0,,1.0,404.3636363636364,518.7863159179688,4035.0771,81,0.41894197,-218.26582,884.5816,-21415452.0,11617.409,1.0,1.0,,3483.9644,9.999999,17064330.0,0.083957255,-2.2480516e+19
11.0,4.040458,11,10.0,749.5456,4249.129,2492.694529393641,True,1743.1489,1.0,,11.0,1,16687828.0,4998.6743,-224.19966,[ 0.045  0.511 -1.618 -2.412],509833860.0,902,171336,-1.0,,1.0,250.1818181818182,526.7499372959137,2492.6946,82,0.41894197,-224.19966,1572.1351,-13034817.0,12.383596,1.0,1.0,,3.2228723,10.0,8685136.0,0.025463693,-98229250000.0
11.0,47.23595,11,10.0,829.42664,4169.365,4146.814671767448,True,3317.3877,1.0,,11.0,1,1166483600.0,4998.792,-219.05208,[-0.016  0.525 -1.623 -2.41 ],3.38224e+17,913,175903,-1.0,,1.0,415.1818181818182,540.1183614730835,4146.8145,83,0.41894197,-219.05208,1419.6249,-23561326.0,209.72447,1.0,1.0,,75.40155,10.0,19211408.0,0.13147102,-2529738200000000.0
11.0,28.09176,11,9.999997,349.70416,4338.365,2498.1547918381902,True,2148.4507,1.0,,11.0,1,232010080.0,4688.0693,-195.10321,[ 0.042  0.508 -1.627 -2.426],1407471500.0,924,178663,-1.0,,1.0,250.9090909090909,548.0726194381714,2498.1548,84,0.41894197,-195.10321,1546.2942,-12457717.0,91.12061,1.0,1.0,,30.138117,9.999997,8631803.0,0.2047245,-143764720000.0
11.0,41148.79,11,9.999999,359.68546,4639.5435,2892.706028857156,True,2533.0205,1.0,,11.0,1,1026845600000.0,4999.229,-216.77051,[-0.005  0.497 -1.647 -2.54 ],1.048469e+35,935,181852,-1.0,,1.0,289.90909090909093,558.5025281906128,2892.706,85,0.41894197,-216.77051,2024.4008,-16816596.0,372594.9,1.0,1.0,,106988.34,9.999999,12465946.0,0.04331123,-1.4087273e+24
11.0,255.23827,11,9.999999,1719.7867,3279.1025,3269.280968313505,True,1549.4941,1.0,,11.0,1,2893731800.0,4998.889,-214.39813,[-0.087  0.553 -1.681 -2.472],1.7452036e+16,946,185459,-1.0,,1.0,327.90909090909093,569.4331798553467,3269.281,86,0.41894197,-214.39813,1097.3285,-16242404.0,2330.2322,1.0,1.0,,657.98987,9.999999,11892327.0,0.5759014,-574665700000000.0
11.0,466.62793,11,9.999999,809.5332,4189.952,3506.689217550245,True,2697.156,1.0,,11.0,1,8044114000.0,4999.4854,-204.37845,[-0.029  0.538 -1.682 -2.454],1.2275589e+22,957,189324,-1.0,,1.0,351.3636363636364,580.59947514534,3506.6892,87,0.41894197,-204.37845,1588.4691,-19171226.0,4602.9297,1.0,1.0,,1312.6624,9.999999,14820104.0,0.035617065,-4.8207527e+17
11.0,29.843763,11,10.0,369.70752,4629.856,3065.7346738467636,True,2696.027,1.0,,11.0,1,225103550.0,4999.5635,-227.96594,[-0.087  0.516 -1.688 -2.464],4.309717e+19,968,192706,-1.0,,1.0,307.45454545454544,590.7321767807007,3065.7346,88,0.41894197,-227.96594,1438.5481,-15819400.0,73.985085,1.0,1.0,,28.935656,10.0,11468150.0,0.35475248,-2.8564825e+16
11.0,176.25182,11,9.999999,,4999.295,3911.9743619008473,True,3911.9744,1.0,,11.0,1,4366797300.0,4999.295,-221.10583,[-0.028  0.537 -1.688 -2.46 ],1.4821115e+19,979,197016,-1.0,,1.0,391.8181818181818,605.2751536369324,3911.9744,89,0.41894197,-221.10583,1517.825,-21958128.0,1868.1704,1.0,1.0,,535.06476,9.999999,17607336.0,0.103795245,-1.6749472e+16
11.0,13637.559,11,10.0,1679.4836,3319.7341,3137.566500895786,True,1458.0829,1.0,,11.0,1,81363660000.0,4999.218,-213.37834,[-0.084  0.555 -1.692 -2.439],49774636000000.0,990,200477,-1.0,,1.0,314.6363636363636,616.2682015895844,3137.5664,90,0.41894197,-213.37834,1045.4683,-15287971.0,149543.75,1.0,1.0,,42977.46,10.0,10937327.0,0.35755256,-30775200000000.0
11.0,47.996304,11,9.999999,949.36975,3610.1748,1938.7100605024968,True,989.3403,1.0,,11.0,1,98725100.0,4559.5444,-174.25131,[-0.14   0.56  -1.692 -2.412],9877947000.0,1001,202621,-1.0,,1.0,194.9090909090909,622.8187375068665,1938.7098,91,0.41894197,-174.25131,1041.4756,-8462282.0,186.15607,1.0,1.0,,57.941807,9.999999,4843268.5,1.459728,-359781240000.0
11.0,3570.7664,11,10.0,319.71027,4679.5513,2447.4774888254187,True,2127.7673,1.0,,11.0,1,22831487000.0,4999.2617,-202.12236,[-0.089  0.589 -1.699 -2.432],468797700000000.0,1012,205323,-1.0,,1.0,245.63636363636363,631.6445891857147,2447.4775,92,0.41894197,-202.12236,1432.7758,-12393702.0,27184.947,1.0,1.0,,7945.333,10.0,8042993.0,0.050711736,-94222095000000.0
11.0,118.82688,11,10.0,329.77335,4669.713,3823.468203581293,True,3493.695,1.0,,11.0,1,2955645400.0,4999.4863,-237.42625,[-0.027  0.59  -1.695 -2.443],4.1787973e+22,1023,209533,-1.0,,1.0,382.72727272727275,644.7352232933044,3823.4685,93,0.41894197,-237.42625,1936.9556,-22721834.0,930.84247,1.0,1.0,,263.97183,10.0,18370708.0,0.36724007,-8.894457e+17
11.0,2231.2615,11,9.999997,449.68042,4548.959,3754.247516213221,True,3304.5667,1.0,,11.0,1,50008453000.0,4998.6396,-239.34314,[ 0.027  0.56  -1.702 -2.451],9.821694e+27,1034,213669,-1.0,,1.0,376.0,656.7733955383301,3754.2476,94,0.41894197,-239.34314,1720.4595,-21403998.0,17512.863,1.0,1.0,,4888.3506,9.999997,17054356.0,17.662786,-4.3106214e+20
11.0,2411880.0,11,10.0,2159.3928,2839.828,4624.261143561235,True,2464.8682,1.0,,11.0,1,44201086000000.0,4999.2207,-210.16852,[-0.047  0.659 -1.72  -2.445],9.921044e+35,1045,218761,-1.0,,1.0,462.90909090909093,672.5827202796936,4624.261,95,0.41894197,-210.16852,815.19104,-26399012.0,26441732.0,1.0,1.0,,7598914.5,10.0,22048328.0,0.84587055,-4.3333757e+24
11.0,589.32635,11,9.999999,1099.3923,3898.943,2880.2210928619165,True,1780.8289,1.0,,11.0,1,4780782000.0,4998.3354,-241.37073,[-0.088  0.492 -1.676 -2.269],311710440000000.0,1056,221940,-1.0,,1.0,289.0,680.8456938266754,2880.221,96,0.41894197,-241.37073,1160.1838,-13990808.0,2883.4739,1.0,1.0,,1008.8643,9.999999,9641701.0,0.37464327,-76788560000000.0
11.0,2507.2004,11,10.0,,4998.876,2590.073540879417,True,2590.0735,1.0,,11.0,1,13342488000.0,4998.876,-233.05212,[-0.039  0.53  -1.675 -2.261],2.080789e+31,1067,224798,-1.0,,1.0,259.8181818181818,688.8030302524567,2590.0735,97,0.41894197,-233.05212,1781.7472,-14233140.0,21539.217,1.0,1.0,,6098.6675,10.0,9883104.0,0.30640545,-1.9842747e+22
11.0,5.656908,11,9.999999,329.7744,4669.384,3200.8873146132614,True,2871.113,1.0,,11.0,1,63333480.0,4999.158,-209.05072,[ 0.021  0.511 -1.677 -2.264],500500380.0,1078,228326,-1.0,,1.0,320.72727272727275,698.2666356563568,3200.887,98,0.41894197,-209.05072,1873.8965,-18107708.0,17.693539,1.0,1.0,,5.0262747,9.999999,13757167.0,0.1867454,-97391600000.0
11.0,23016.367,11,9.999997,1189.3684,3809.051,3112.7619302349312,True,1923.3934,1.0,,11.0,1,134338790000.0,4998.4194,-213.46184,[-0.036  0.487 -1.685 -2.271],1.2857416e+30,1089,231760,-1.0,,1.0,312.1818181818182,707.6585037708282,3112.762,99,0.41894197,-213.46184,1593.5967,-16578090.0,181826.7,1.0,1.0,,50853.566,9.999997,12228838.0,0.08007102,-4.9315705e+21
11.0,272.84006,11,9.999999,699.7667,4299.454,3238.0371467237924,True,2538.2705,1.0,,11.0,1,2087475000.0,4999.2207,-205.46698,[ 0.016  0.519 -1.691 -2.264],4.224446e+30,1100,235330,-1.0,,1.0,324.54545454545456,720.0535106658936,3238.0374,100,0.41894197,-205.46698,1594.611,-17378324.0,1001.57825,1.0,1.0,,379.93552,9.999999,13027670.0,0.19627272,-8.941956e+21
11.0,94.81434,11,9.999999,689.5348,4309.737,2669.890403895097,True,1980.3558,1.0,,11.0,1,913831040.0,4999.2715,-204.43811,[ 0.03   0.642 -1.695 -2.247],5.527585e+17,1111,238277,-1.0,,1.0,267.90909090909093,730.3404421806335,2669.8904,101,0.41894197,-204.43811,1421.2666,-13499045.0,277.34,1.0,1.0,,99.721016,9.999999,9148314.0,1.2710816,-3234628000000000.0
11.0,113.037575,11,10.0,2378.9238,2620.273,3983.431095788615,True,1604.5073,1.0,,11.0,1,1557875200.0,4999.197,-221.99698,[-0.082  0.615 -1.722 -2.287],3135626500000000.0,1122,242667,-1.0,,1.0,399.09090909090907,746.6194229125977,3983.4312,102,0.41894197,-221.99698,929.20856,-21081776.0,305.66925,1.0,1.0,,110.60484,10.0,16731152.0,0.28670597,-243617470000000.0
11.0,541250.2,11,10.0,1379.5515,3619.7786,4131.508980684259,True,2751.9573,1.0,,11.0,1,9624924000000.0,4999.33,-243.83066,[-0.028  0.591 -1.721 -2.306],1.5000944e+27,1133,247218,-1.0,,1.0,413.72727272727275,762.5610706806183,4131.509,103,0.41894197,-243.83066,1154.1301,-22752252.0,5480759.0,1.0,1.0,,1567851.1,10.0,18401384.0,0.3077878,-1.6851013e+20
11.0,15171.634,11,10.0,689.42126,4309.606,3273.364803153813,True,2583.9434,1.0,,11.0,1,370981080000.0,4999.0273,-216.10129,[ 0.031  0.61  -1.72  -2.297],6.946456e+32,1144,250827,-1.0,,1.0,328.09090909090907,775.4680440425873,3273.3647,104,0.41894197,-216.10129,1804.0333,-18319768.0,127638.59,1.0,1.0,,36372.965,10.0,13969454.0,1.4987231,-1.1465571e+23
11.0,45107.72,11,9.999999,1309.7085,3689.4536,3646.5008226118866,True,2336.7922,1.0,,11.0,1,413757240000.0,4999.162,-203.29535,[-0.049  0.521 -1.737 -2.326],2.2734883e+25,1155,254847,-1.0,,1.0,365.45454545454544,789.6578171253204,3646.5007,105,0.41894197,-203.29535,1309.9395,-19363462.0,484415.5,1.0,1.0,,138927.64,9.999999,15012909.0,0.2994492,-2.0743586e+19
11.0,88.89053,11,10.0,369.64005,4629.611,3901.5018436818077,True,3531.8616,1.0,,11.0,1,2140781700.0,4999.251,-255.77187,[ 0.011  0.533 -1.739 -2.316],4.5777024e+27,1166,259146,-1.0,,1.0,390.8181818181818,803.8884506225586,3901.5022,106,0.41894197,-255.77187,1592.0262,-22106982.0,863.5726,1.0,1.0,,245.58566,10.0,17756264.0,0.517465,-2.9435856e+20
11.0,69083.18,11,10.0,2399.327,2600.202,3743.591975796137,True,1344.2651,1.0,,11.0,1,1722245300000.0,4999.529,-224.79561,[-0.049  0.548 -1.74  -2.319],3.0007277e+22,1177,263272,-1.0,,1.0,375.09090909090907,817.9435384273529,3743.592,107,0.41894197,-224.79561,1099.5879,-19574766.0,757362.75,1.0,1.0,,217653.47,10.0,15223575.0,0.20575798,-7.537294e+17
11.0,4258.213,11,10.0,309.70303,4689.1533,3207.412259763961,True,2897.7092,1.0,,11.0,1,54177040000.0,4998.8564,-228.06543,[-0.082  0.665 -1.729 -2.345],8680943300000000.0,1188,266811,-1.0,,1.0,321.72727272727275,830.433965921402,3207.4126,108,0.41894197,-228.06543,1346.9459,-16451776.0,24300.107,1.0,1.0,,9006.471,10.0,12101758.0,0.070356876,-405346000000000.0
11.0,135.69737,11,9.999999,,4999.164,3112.1051832156813,True,3112.1052,1.0,,11.0,1,1144008200.0,4999.164,-224.5963,[-0.094  0.598 -1.739 -2.449],1.9815053e+17,1199,270244,-1.0,,1.0,312.09090909090907,840.7023539543152,3112.1052,109,0.41894197,-224.5963,1391.8245,-15972927.0,768.5697,1.0,1.0,,224.62825,9.999999,11622374.0,0.19078928,-1936581200000000.0
11.0,33785.188,11,10.0,39.92558,4959.453,4135.989531199878,True,4096.064,1.0,,11.0,1,411705000000.0,4999.379,-225.2706,[-0.039  0.624 -1.739 -2.434],4.2657402e+33,1210,274802,-1.0,,1.0,414.3636363636364,855.2386119365692,4135.9897,110,0.41894197,-225.2706,1400.2318,-23418008.0,294638.9,1.0,1.0,,83154.914,10.0,19067060.0,0.1503521,-2.8416615e+23
11.0,74546.85,11,10.0,659.5626,4339.507,3467.956308823086,True,2808.3936,1.0,,11.0,1,873998600000.0,4999.0693,-231.85901,[ 0.015  0.653 -1.738 -2.422],2.0958712e+24,1221,278624,-1.0,,1.0,347.45454545454544,868.1666610240936,3467.956,111,0.41894197,-231.85901,1707.3197,-19292058.0,784773.6,1.0,1.0,,224681.94,10.0,14941662.0,0.6560162,-6.298015e+18
11.0,785.6425,11,10.0,729.4476,4269.535,3403.569211137449,True,2674.1216,1.0,,11.0,1,16341996000.0,4998.983,-234.46278,[-0.043  0.578 -1.754 -2.502],2.5680987e+20,1232,282376,-1.0,,1.0,341.09090909090907,880.7913885116577,3403.5688,112,0.41894197,-234.46278,1631.9934,-18597920.0,4595.3506,1.0,1.0,,1525.5793,10.0,14247686.0,0.08085186,-6.971276e+16
11.0,6136.1597,11,10.0,1119.1194,3879.884,3930.6816967410678,True,2811.5623,1.0,,11.0,1,141496430000.0,4999.0034,-218.411,[ 0.016  0.598 -1.752 -2.498],2.0967954e+37,1243,286707,-1.0,,1.0,393.72727272727275,896.1090581417084,3930.682,113,0.41894197,-218.411,1454.3877,-21915788.0,47992.91,1.0,1.0,,13465.239,10.0,17565502.0,13.288092,-1.9919936e+25
11.0,303.38782,11,9.999999,849.54456,4149.6445,3255.7081879853026,True,2406.1638,1.0,,11.0,1,2566795000.0,4999.189,-241.7584,[-0.068  0.534 -1.766 -2.563],1.5124425e+19,1254,290299,-1.0,,1.0,326.54545454545456,909.126095533371,3255.708,114,0.41894197,-241.7584,1408.7324,-16934762.0,1135.4392,1.0,1.0,,384.3795,9.999999,12584163.0,0.1829826,-1.691927e+16
11.0,531437.56,11,9.999998,9.981998,4989.475,3690.7489688686574,True,3680.767,1.0,,11.0,1,13274626000000.0,4999.457,-234.12578,[-0.015  0.561 -1.767 -2.542],2.855719e+36,1265,294364,-1.0,,1.0,369.54545454545456,924.1630961894989,3690.749,115,0.41894197,-234.12578,1816.7872,-21273414.0,5755718.0,1.0,1.0,,1652122.2,9.999998,16922346.0,0.14480858,-7.3526923e+24
11.0,445.45654,11,10.0,949.45624,4049.828,4213.367186684318,True,3263.911,1.0,,11.0,1,2392874200.0,4999.284,-215.76933,[-0.019  0.44  -1.771 -2.573],19681568000000.0,1276,299005,-1.0,,1.0,421.90909090909093,940.6683542728424,4213.367,116,0.41894197,-215.76933,1325.6359,-23860552.0,4487.187,1.0,1.0,,1281.1013,10.0,19509774.0,0.4680902,-19303780000000.0
11.0,7.632816,11,10.0,759.74664,4239.448,3315.3711974384355,True,2555.6248,1.0,,11.0,1,105757360.0,4999.195,-256.7769,[ 0.02   0.481 -1.769 -2.546],8156885500.0,1287,302658,-1.0,,1.0,332.09090909090907,953.5267176628113,3315.3713,117,0.41894197,-256.7769,1912.1056,-18998448.0,21.392036,1.0,1.0,,5.885815,10.0,14647834.0,0.9215806,-393026830000.0
11.0,1919.5343,11,10.0,1249.6274,3749.683,3495.5298548083183,True,2245.9023,1.0,,11.0,1,21967974000.0,4999.3105,-226.43933,[-0.04   0.474 -1.781 -2.536],1.4023827e+32,1298,306512,-1.0,,1.0,350.3636363636364,966.3662233352661,3495.5298,118,0.41894197,-226.43933,1482.0642,-18766054.0,9390.28,1.0,1.0,,2903.5698,10.0,14415243.0,1.4977001,-5.1522454e+22
11.0,552748.8,11,9.999999,809.36115,4189.8633,3308.8127088660926,True,2499.4514,1.0,,11.0,1,8479836000000.0,4999.2246,-211.81622,[ 0.02   0.46  -1.782 -2.537],3.184933e+31,1309,310161,-1.0,,1.0,331.72727272727275,978.2417635917664,3308.8125,119,0.41894197,-211.81622,1477.655,-17482360.0,6058691.5,1.0,1.0,,1741134.8,9.999999,13131707.0,2.344593,-2.4552657e+22
11.0,52.099243,11,10.0,1749.6207,3229.4946,2575.821613266718,True,826.201,1.0,,11.0,1,317593860.0,4979.115,-205.03424,[-0.072  0.511 -1.783 -2.47 ],25600872000.0,1320,313006,-1.0,,1.0,258.6363636363636,988.5385615825653,2575.8218,120,0.41894197,-205.03424,866.2832,-11701010.0,296.3462,1.0,1.0,,81.17333,10.0,7385304.0,4.509058,-690835160000.0
11.0,104379.195,11,9.999998,999.6167,3049.8943,2012.4177175085542,True,1012.801,1.0,,11.0,1,345088850000.0,4049.511,-162.18733,[-0.109  0.474 -1.799 -2.5  ],7.108169e+25,1331,315231,-1.0,,1.0,202.27272727272728,996.1043057441711,2012.4176,121,0.41894197,-162.18733,787.5253,-7524670.0,1143774.5,1.0,1.0,,328686.47,9.999998,4670021.5,0.45290008,-2.4067285e+19
11.0,86353.805,11,9.999998,879.77905,1009.87744,1296.1605284270536,True,416.38147,1.0,,11.0,1,209465520000.0,1889.6565,-75.15724,[-0.209  0.542 -1.809 -2.469],2.656301e+29,1342,316668,-1.0,,1.0,130.63636363636363,1001.485319852829,1296.1605,122,0.41894197,-75.15724,322.66406,-2405744.5,763809.6,1.0,1.0,,215668.33,9.999998,1784144.4,262.4881,-3.2036676e+20
11.0,235.5522,11,10.0,1269.7911,3729.5552,2660.434299283977,True,1390.6431,1.0,,11.0,1,1730475900.0,4999.346,-182.61525,[-0.096  0.585 -1.819 -2.499],914925300000.0,1353,319605,-1.0,,1.0,267.0,1011.8228194713593,2660.4343,123,0.41894197,-182.61525,1086.8046,-12609917.0,2496.429,1.0,1.0,,715.0504,10.0,8259055.0,0.20903008,-4163349300000.0
11.0,81.585495,11,10.0,879.6419,3749.9412,1955.1568044290625,True,1075.5149,1.0,,11.0,1,104719096.0,4629.583,-195.90982,[-0.141  0.564 -1.822 -2.537],561356350.0,1364,321767,-1.0,,1.0,196.54545454545453,1019.7853724956512,1955.1567,124,0.41894197,-195.90982,1069.8146,-8698190.0,452.35342,1.0,1.0,,133.53532,10.0,4967141.0,1.898101,-88503460000.0
11.0,88.867096,11,10.0,1079.584,3919.4937,2641.272352063075,True,1561.6884,1.0,,11.0,1,487990430.0,4999.0776,-231.89995,[-0.082  0.546 -1.826 -2.528],21078830000.0,1375,324683,-1.0,,1.0,265.09090909090907,1029.2867276668549,2641.2725,125,0.41894197,-231.89995,1382.9904,-13239371.0,624.8189,1.0,1.0,,176.33731,10.0,8888983.0,0.2590805,-632093700000.0
11.0,374.9621,11,10.0,,4999.3916,3874.662658702696,True,3874.6626,1.0,,11.0,1,6206992000.0,4999.3916,-227.20433,[-0.048  0.594 -1.828 -2.508],13100047000000.0,1386,328952,-1.0,,1.0,388.09090909090907,1043.2512114048004,3874.6626,126,0.41894197,-227.20433,1716.7593,-22311234.0,1941.7008,1.0,1.0,,735.8851,10.0,17960274.0,0.8623894,-15753784000000.0
11.0,22.477928,11,10.0,329.68115,4669.4736,4510.69983601883,True,4181.0186,1.0,,11.0,1,553876800.0,4999.155,-232.67178,[-0.006  0.627 -1.852 -2.53 ],9919369000000.0,1397,333917,-1.0,,1.0,451.3636363636364,1058.863469839096,4510.7,127,0.41894197,-232.67178,1337.2589,-26485236.0,122.60778,1.0,1.0,,34.4333,10.0,22134674.0,0.4460146,-13702372000000.0
