VanillaAvgRet,IterType,AvgDiscRet,VarNormIw,VarRet,Delta,MaxVanillaIw,AvgNormIw,MinVanillaIw,VarDiscRet,J,Bound,eRenyi2,ESSClassic,AvgEpLen,VarVanillaIw,AvgVanillaIw,MinNormIw,MaxNormIw,ESSRenyi,BatchSize,EpsThisIter,AvgRet,VarJ
1460.45529553,1,1460.45529553,5.43187e-20,245105.826243,0.7,1.0,0.002,1.0,245105.826243,1451.88,1343.05,1.0,500.000006643,157.44,,1.0,0.002,0.002,500.0,500,100,1460.45529553,526.099
1551.67558274,2,1551.67558274,3.50449e-18,376935.2381,0.7,1.0,0.01,1.0,376935.2381,1551.68,1350.41,1.0,100.0,167.08,,1.0,0.01,0.01,500.0,500,100,1551.67558274,610.873
1429.39472495,2,1429.39472495,2.1793e-19,272872.083316,0.7,1.0,0.005,1.0,272872.083316,1490.54,1348.22,1.0,200.000000102,154.02,,1.0,0.005,0.005,500.0,500,100,1429.39472495,570.432
1520.29653236,2,1520.29653236,5.43914e-20,342765.265448,0.7,1.0,0.00333333,1.0,342765.265448,1500.46,1384.26,1.0,299.999969474,163.85,,1.0,0.00333333,0.00333333,500.0,500,100,1520.29653236,574.663
1447.30963707,2,1447.30963707,5.4346e-20,337135.139748,0.7,1.0,0.0025,1.0,337135.139748,1487.17,1372.15,1.0,400.0,156.01,,1.0,0.0025,0.0025,500.0,500,100,1447.30963707,575.89
1473.92139402,1,1473.92139402,5.43187e-20,301316.68,0.7,1.0,0.002,1.0,301316.68,1484.52,1381.64,1.0,500.000006643,158.89,,1.0,0.002,0.002,500.0,500,100,1473.92139402,570.095
1561.68537138,2,1561.68537138,3.50449e-18,403294.582029,0.7,1.0,0.01,1.0,403294.582029,1561.69,1329.05,1.0,100.0,168.21,,1.0,0.01,0.01,500.0,500,100,1561.68537138,631.872
1500.96288065,2,1500.96288065,2.1793e-19,316783.289095,0.7,1.0,0.005,1.0,316783.289095,1531.32,1366.83,1.0,200.000000102,161.78,,1.0,0.005,0.005,500.0,500,100,1500.96288065,597.796
1561.46188319,2,1561.46188319,5.43914e-20,384846.738355,0.7,1.0,0.00333333,1.0,384846.738355,1541.37,1407.06,1.0,299.999969474,168.28,,1.0,0.00333333,0.00333333,500.0,500,100,1561.46188319,604.518
1483.26667367,2,1483.26667367,5.4346e-20,265494.924247,0.7,1.0,0.0025,1.0,265494.924247,1526.84,1410.53,1.0,400.0,159.86,,1.0,0.0025,0.0025,500.0,500,100,1483.26667367,583.459
1456.06003523,1,1456.06003523,5.43187e-20,293999.452999,0.7,1.0,0.002,1.0,293999.452999,1512.69,1408.65,1.0,500.000006643,156.97,,1.0,0.002,0.002,500.0,500,100,1456.06003523,575.633
1454.21165652,2,1454.21165652,3.50449e-18,306415.000953,0.7,1.0,0.01,1.0,306415.000953,1454.21,1262.6,1.0,100.0,156.78,,1.0,0.01,0.01,500.0,500,100,1454.21165652,550.773
1464.80110788,2,1464.80110788,2.1793e-19,280549.884155,0.7,1.0,0.005,1.0,280549.884155,1459.51,1319.3,1.0,200.000000102,157.85,,1.0,0.005,0.005,500.0,500,100,1464.80110788,539.051
1578.06598696,2,1578.06598696,5.43914e-20,342402.004347,0.7,1.0,0.00333333,1.0,342402.004347,1499.03,1383.95,1.0,299.999969474,170.07,,1.0,0.00333333,0.00333333,500.0,500,100,1578.06598696,556.627
1349.34944875,2,1349.34944875,5.4346e-20,235520.53546,0.7,1.0,0.0025,1.0,235520.53546,1461.61,1360.44,1.0,400.0,145.57,,1.0,0.0025,0.0025,500.0,500,100,1349.34944875,543.017
1520.14614791,1,1520.14614791,5.43187e-20,357329.218786,0.7,1.0,0.002,1.0,357329.218786,1473.31,1379.28,1.0,500.000006643,163.83,,1.0,0.002,0.002,500.0,500,100,1520.14614791,554.25
1428.01105836,2,1428.01105836,3.50449e-18,280618.954145,0.7,1.0,0.01,1.0,280618.954145,1428.01,1229.96,1.0,100.0,153.96,,1.0,0.01,0.01,500.0,500,100,1428.01105836,527.079
1506.03759502,2,1506.03759502,2.1793e-19,298052.151023,0.7,1.0,0.005,1.0,298052.151023,1467.02,1326.98,1.0,200.000000102,162.31,,1.0,0.005,0.005,500.0,500,100,1506.03759502,536.623
1480.67359038,2,1480.67359038,5.43914e-20,273229.093727,0.7,1.0,0.00333333,1.0,273229.093727,1471.57,1357.23,1.0,299.999969474,159.65,,1.0,0.00333333,0.00333333,500.0,500,100,1480.67359038,531.209
1401.13663387,2,1401.13663387,5.4346e-20,237036.561337,0.7,1.0,0.0025,1.0,237036.561337,1453.96,1352.74,1.0,400.0,151.03,,1.0,0.0025,0.0025,500.0,500,100,1401.13663387,520.802
1506.73550529,1,1506.73550529,5.43187e-20,303635.088117,0.7,1.0,0.002,1.0,303635.088117,1464.52,1370.62,1.0,500.000006643,162.39,,1.0,0.002,0.002,500.0,500,100,1506.73550529,526.833
1486.44520187,2,1486.44520187,3.50449e-18,294728.811024,0.7,1.0,0.01,1.0,294728.811024,1486.45,1290.06,1.0,100.0,160.19,,1.0,0.01,0.01,500.0,500,100,1486.44520187,540.168
1468.90469559,2,1468.90469559,2.1793e-19,305044.49694,0.7,1.0,0.005,1.0,305044.49694,1477.67,1328.15,1.0,200.000000102,158.29,,1.0,0.005,0.005,500.0,500,100,1468.90469559,544.945
1532.28720017,2,1532.28720017,5.43914e-20,347127.63629,0.7,1.0,0.00333333,1.0,347127.63629,1495.88,1373.79,1.0,299.999969474,165.05,,1.0,0.00333333,0.00333333,500.0,500,100,1532.28720017,559.635
1459.59144969,2,1459.59144969,5.4346e-20,341693.899472,0.7,1.0,0.0025,1.0,341693.899472,1486.81,1369.51,1.0,400.0,157.32,,1.0,0.0025,0.0025,500.0,500,100,1459.59144969,565.429
1435.74085093,1,1435.74085093,5.43187e-20,322457.320556,0.7,1.0,0.002,1.0,322457.320556,1476.59,1370.02,1.0,500.000006643,154.76,,1.0,0.002,0.002,500.0,500,100,1435.74085093,565.713
1532.28923374,2,1532.28923374,3.50449e-18,321074.508295,0.7,1.0,0.01,1.0,321074.508295,1532.29,1316.0,1.0,100.0,165.08,,1.0,0.01,0.01,500.0,500,100,1532.28923374,563.794
1458.49119922,2,1458.49119922,2.1793e-19,317896.058704,0.7,1.0,0.005,1.0,317896.058704,1495.39,1321.99,1.0,200.000000102,157.29,,1.0,0.005,0.005,500.0,500,100,1458.49119922,563.606
1464.9384412,2,1464.9384412,5.43914e-20,309137.941652,0.7,1.0,0.00333333,1.0,309137.941652,1485.24,1343.66,1.0,299.999969474,157.9,,1.0,0.00333333,0.00333333,500.0,500,100,1464.9384412,560.348
1499.44812065,2,1499.44812065,5.4346e-20,321899.507704,0.7,1.0,0.0025,1.0,321899.507704,1488.79,1366.18,1.0,400.0,161.57,,1.0,0.0025,0.0025,500.0,500,100,1499.44812065,561.427
1544.37396177,1,1544.37396177,5.43187e-20,346486.70469,0.7,1.0,0.002,1.0,346486.70469,1499.91,1388.7,1.0,500.000006643,166.33,,1.0,0.002,0.002,500.0,500,100,1544.37396177,566.797
1577.62994349,2,1577.62994349,3.50449e-18,332311.553882,0.7,1.0,0.01,1.0,332311.553882,1577.63,1346.42,1.0,100.0,169.92,,1.0,0.01,0.01,500.0,500,100,1577.62994349,573.575
1455.32130357,2,1455.32130357,2.1793e-19,292173.545906,0.7,1.0,0.005,1.0,292173.545906,1516.48,1352.98,1.0,200.000000102,156.83,,1.0,0.005,0.005,500.0,500,100,1455.32130357,559.339
1447.53175152,2,1447.53175152,5.43914e-20,295453.400409,0.7,1.0,0.00333333,1.0,295453.400409,1493.49,1360.0,1.0,299.999969474,155.95,,1.0,0.00333333,0.00333333,500.0,500,100,1447.53175152,554.192
1467.6412135,2,1467.6412135,5.4346e-20,269280.001911,0.7,1.0,0.0025,1.0,269280.001911,1487.03,1371.42,1.0,400.0,158.12,,1.0,0.0025,0.0025,500.0,500,100,1467.6412135,545.086
1373.00527182,1,1373.00527182,5.43187e-20,246588.145312,0.7,1.0,0.002,1.0,246588.145312,1464.23,1360.82,1.0,500.000006643,148.02,,1.0,0.002,0.002,500.0,500,100,1373.00527182,537.215
1494.80646489,2,1494.80646489,3.50449e-18,389429.256817,0.7,1.0,0.01,1.0,389429.256817,1494.81,1247.29,1.0,100.0,161.07,,1.0,0.01,0.01,500.0,500,100,1494.80646489,620.915
1538.03588806,2,1538.03588806,2.1793e-19,320580.684012,0.7,1.0,0.005,1.0,320580.684012,1516.42,1341.4,1.0,200.000000102,165.67,,1.0,0.005,0.005,500.0,500,100,1538.03588806,593.23
1529.07903295,2,1529.07903295,5.43914e-20,370211.644802,0.7,1.0,0.00333333,1.0,370211.644802,1520.64,1377.74,1.0,299.999969474,164.79,,1.0,0.00333333,0.00333333,500.0,500,100,1529.07903295,597.344
1503.87500453,2,1503.87500453,5.4346e-20,360025.020333,0.7,1.0,0.0025,1.0,360025.020333,1516.45,1372.15,1.0,400.0,162.08,,1.0,0.0025,0.0025,500.0,500,100,1503.87500453,597.306
1482.73731919,1,1482.73731919,5.43187e-20,280334.320534,0.7,1.0,0.002,1.0,280334.320534,1509.71,1380.64,1.0,500.000006643,159.85,,1.0,0.002,0.002,500.0,500,100,1482.73731919,584.044
1542.98918706,2,1542.98918706,3.50449e-18,366124.287666,0.7,1.0,0.01,1.0,366124.287666,1542.99,1347.11,1.0,100.0,166.3,,1.0,0.01,0.01,500.0,500,100,1542.98918706,602.049
1522.88067637,2,1522.88067637,2.1793e-19,381468.951829,0.7,1.0,0.005,1.0,381468.951829,1532.93,1389.59,1.0,200.000000102,164.08,,1.0,0.005,0.005,500.0,500,100,1522.88067637,608.408
1597.17133216,2,1597.17133216,5.43914e-20,465531.768297,0.7,1.0,0.00333333,1.0,465531.768297,1554.35,1404.66,1.0,299.999969474,172.08,,1.0,0.00333333,0.00333333,500.0,500,100,1597.17133216,633.495
1472.79599653,2,1472.79599653,5.4346e-20,335085.028949,0.7,1.0,0.0025,1.0,335085.028949,1533.96,1404.33,1.0,400.0,158.8,,1.0,0.0025,0.0025,500.0,500,100,1472.79599653,620.618
1480.39465402,1,1480.39465402,5.43187e-20,270627.655518,0.7,1.0,0.002,1.0,270627.655518,1523.25,1407.3,1.0,500.000006643,159.54,,1.0,0.002,0.002,500.0,500,100,1480.39465402,601.812
1539.11019863,2,1539.11019863,3.50449e-18,304828.472598,0.7,1.0,0.01,1.0,304828.472598,1539.11,1342.08,1.0,100.0,165.82,,1.0,0.01,0.01,500.0,500,100,1539.11019863,549.345
1527.62943797,2,1527.62943797,2.1793e-19,475174.764227,0.7,1.0,0.005,1.0,475174.764227,1533.37,1332.12,1.0,200.000000102,164.81,,1.0,0.005,0.005,500.0,500,100,1527.62943797,621.397
1529.72494392,2,1529.72494392,5.43914e-20,338660.224878,0.7,1.0,0.00333333,1.0,338660.224878,1532.16,1367.83,1.0,299.999969474,164.84,,1.0,0.00333333,0.00333333,500.0,500,100,1529.72494392,607.605
1495.29594567,2,1495.29594567,5.4346e-20,433762.008039,0.7,1.0,0.0025,1.0,433762.008039,1522.94,1380.63,1.0,400.0,161.08,,1.0,0.0025,0.0025,500.0,500,100,1495.29594567,620.08
1481.20100537,1,1481.20100537,5.43187e-20,377293.779622,0.7,1.0,0.002,1.0,377293.779622,1514.59,1387.31,1.0,500.000006643,159.61,,1.0,0.002,0.002,500.0,500,100,1481.20100537,618.532
1514.14585723,2,1514.14585723,3.50449e-18,365327.126017,0.7,1.0,0.01,1.0,365327.126017,1514.15,1269.0,1.0,100.0,163.21,,1.0,0.01,0.01,500.0,500,100,1514.14585723,601.393
1424.28075657,2,1424.28075657,2.1793e-19,279026.111661,0.7,1.0,0.005,1.0,279026.111661,1469.21,1295.87,1.0,200.000000102,153.57,,1.0,0.005,0.005,500.0,500,100,1424.28075657,566.545
1483.90721652,2,1483.90721652,5.43914e-20,275486.493289,0.7,1.0,0.00333333,1.0,275486.493289,1474.11,1332.58,1.0,299.999969474,159.92,,1.0,0.00333333,0.00333333,500.0,500,100,1483.90721652,552.215
1521.69142341,2,1521.69142341,5.4346e-20,368781.307768,0.7,1.0,0.0025,1.0,368781.307768,1486.01,1363.44,1.0,400.0,163.96,,1.0,0.0025,0.0025,500.0,500,100,1521.69142341,566.042
1466.22269831,1,1466.22269831,5.43187e-20,334543.694283,0.7,1.0,0.002,1.0,334543.694283,1482.05,1372.42,1.0,500.000006643,158.02,,1.0,0.002,0.002,500.0,500,100,1466.22269831,568.001
1610.92854973,2,1610.92854973,3.50449e-18,433067.182079,0.7,1.0,0.01,1.0,433067.182079,1610.93,1371.09,1.0,100.0,173.59,,1.0,0.01,0.01,500.0,500,100,1610.92854973,654.78
1452.32818609,2,1452.32818609,2.1793e-19,346158.225673,0.7,1.0,0.005,1.0,346158.225673,1531.63,1362.03,1.0,200.000000102,156.47,,1.0,0.005,0.005,500.0,500,100,1452.32818609,626.103
1498.24296999,2,1498.24296999,5.43914e-20,296692.22076,0.7,1.0,0.00333333,1.0,296692.22076,1520.5,1382.03,1.0,299.999969474,161.44,,1.0,0.00333333,0.00333333,500.0,500,100,1498.24296999,599.577
1483.49433368,2,1483.49433368,5.4346e-20,284772.443591,0.7,1.0,0.0025,1.0,284772.443591,1511.25,1391.33,1.0,400.0,159.9,,1.0,0.0025,0.0025,500.0,500,100,1483.49433368,583.402
1562.00703401,1,1562.00703401,5.43187e-20,301907.299817,0.7,1.0,0.002,1.0,301907.299817,1521.4,1414.14,1.0,500.000006643,168.25,,1.0,0.002,0.002,500.0,500,100,1562.00703401,576.607
1514.11205237,2,1514.11205237,3.50449e-18,351056.016961,0.7,1.0,0.01,1.0,351056.016961,1514.11,1318.47,1.0,100.0,163.07,,1.0,0.01,0.01,500.0,500,100,1514.11205237,589.53
1493.29621875,2,1493.29621875,2.1793e-19,394588.922278,0.7,1.0,0.005,1.0,394588.922278,1503.7,1329.53,1.0,200.000000102,160.81,,1.0,0.005,0.005,500.0,500,100,1493.29621875,607.62
1462.63374808,2,1462.63374808,5.43914e-20,243129.530867,0.7,1.0,0.00333333,1.0,243129.530867,1490.01,1347.81,1.0,299.999969474,157.7,,1.0,0.00333333,0.00333333,500.0,500,100,1462.63374808,571.614
1541.6480029,2,1541.6480029,5.4346e-20,360541.666788,0.7,1.0,0.0025,1.0,360541.666788,1502.92,1379.77,1.0,400.0,166.06,,1.0,0.0025,0.0025,500.0,500,100,1541.6480029,578.611
1403.389832,1,1403.389832,5.43187e-20,263220.744843,0.7,1.0,0.002,1.0,263220.744843,1483.02,1372.86,1.0,500.000006643,151.31,,1.0,0.002,0.002,500.0,500,100,1403.389832,567.041
1503.91996755,2,1503.91996755,3.50449e-18,384801.643661,0.7,1.0,0.01,1.0,384801.643661,1503.92,1256.87,1.0,100.0,162.12,,1.0,0.01,0.01,500.0,500,100,1503.91996755,617.214
1459.58057865,2,1459.58057865,2.1793e-19,349932.012402,0.7,1.0,0.005,1.0,349932.012402,1481.75,1307.06,1.0,200.000000102,157.21,,1.0,0.005,0.005,500.0,500,100,1459.58057865,603.477
1456.32616011,2,1456.32616011,5.43914e-20,320137.553066,0.7,1.0,0.00333333,1.0,320137.553066,1473.28,1330.64,1.0,299.999969474,156.89,,1.0,0.00333333,0.00333333,500.0,500,100,1456.32616011,590.406
1564.04831059,2,1564.04831059,5.4346e-20,348168.477361,0.7,1.0,0.0025,1.0,348168.477361,1495.97,1372.44,1.0,400.0,168.5,,1.0,0.0025,0.0025,500.0,500,100,1564.04831059,590.89
1433.68502135,1,1433.68502135,5.43187e-20,235937.558499,0.7,1.0,0.002,1.0,235937.558499,1483.51,1373.03,1.0,500.000006643,154.69,,1.0,0.002,0.002,500.0,500,100,1433.68502135,571.539
1616.53373827,2,1616.53373827,3.50449e-18,391212.790072,0.7,1.0,0.01,1.0,391212.790072,1616.53,1418.68,1.0,100.0,174.09,,1.0,0.01,0.01,500.0,500,100,1616.53373827,622.335
1511.1706732,2,1511.1706732,2.1793e-19,340120.312138,0.7,1.0,0.005,1.0,340120.312138,1563.85,1405.31,1.0,200.000000102,162.79,,1.0,0.005,0.005,500.0,500,100,1511.1706732,603.975
1439.27670091,2,1439.27670091,5.43914e-20,316564.248185,0.7,1.0,0.00333333,1.0,316564.248185,1522.33,1392.87,1.0,299.999969474,155.11,,1.0,0.00333333,0.00333333,500.0,500,100,1439.27670091,592.541
1567.29594804,2,1567.29594804,5.4346e-20,383537.587268,0.7,1.0,0.0025,1.0,383537.587268,1533.57,1421.46,1.0,400.0,168.83,,1.0,0.0025,0.0025,500.0,500,100,1567.29594804,598.86
1465.18328543,1,1465.18328543,5.43187e-20,301407.842474,0.7,1.0,0.002,1.0,301407.842474,1519.89,1419.62,1.0,500.000006643,157.89,,1.0,0.002,0.002,500.0,500,100,1465.18328543,589.35
1497.22696391,2,1497.22696391,3.50449e-18,279895.125357,0.7,1.0,0.01,1.0,279895.125357,1497.23,1303.02,1.0,100.0,161.29,,1.0,0.01,0.01,500.0,500,100,1497.22696391,526.399
1533.86804281,2,1533.86804281,2.1793e-19,338178.187698,0.7,1.0,0.005,1.0,338178.187698,1515.55,1360.17,1.0,200.000000102,165.43,,1.0,0.005,0.005,500.0,500,100,1533.86804281,553.427
1472.67272866,2,1472.67272866,5.43914e-20,291360.098939,0.7,1.0,0.00333333,1.0,291360.098939,1501.26,1374.39,1.0,299.999969474,158.71,,1.0,0.00333333,0.00333333,500.0,500,100,1472.67272866,548.402
1383.80585677,2,1383.80585677,5.4346e-20,215567.140296,0.7,1.0,0.0025,1.0,215567.140296,1471.89,1362.02,1.0,400.0,149.15,,1.0,0.0025,0.0025,500.0,500,100,1383.80585677,530.564
1468.67911904,1,1468.67911904,5.43187e-20,362904.799084,0.7,1.0,0.002,1.0,362904.799084,1471.25,1355.7,1.0,500.000006643,158.32,,1.0,0.002,0.002,500.0,500,100,1468.67911904,545.028
1483.3956237,2,1483.3956237,3.50449e-18,318187.253027,0.7,1.0,0.01,1.0,318187.253027,1483.4,1282.01,1.0,100.0,159.86,,1.0,0.01,0.01,500.0,500,100,1483.3956237,561.253
1399.1570421,2,1399.1570421,2.1793e-19,284689.395656,0.7,1.0,0.005,1.0,284689.395656,1441.28,1280.27,1.0,200.000000102,150.85,,1.0,0.005,0.005,500.0,500,100,1399.1570421,547.903
1470.27674903,2,1470.27674903,5.43914e-20,285216.98146,0.7,1.0,0.00333333,1.0,285216.98146,1450.94,1319.48,1.0,299.999969474,158.44,,1.0,0.00333333,0.00333333,500.0,500,100,1470.27674903,542.624
1607.36373779,2,1607.36373779,5.4346e-20,381317.272138,0.7,1.0,0.0025,1.0,381317.272138,1490.05,1376.2,1.0,400.0,173.01,,1.0,0.0025,0.0025,500.0,500,100,1607.36373779,565.503
1446.45078694,1,1446.45078694,5.43187e-20,287113.458307,0.7,1.0,0.002,1.0,287113.458307,1481.33,1379.5,1.0,500.000006643,155.84,,1.0,0.002,0.002,500.0,500,100,1446.45078694,559.453
1500.21466264,2,1500.21466264,3.50449e-18,326290.770676,0.7,1.0,0.01,1.0,326290.770676,1500.21,1282.06,1.0,100.0,161.7,,1.0,0.01,0.01,500.0,500,100,1500.21466264,568.355
1529.07590922,2,1529.07590922,2.1793e-19,261390.133998,0.7,1.0,0.005,1.0,261390.133998,1514.65,1360.39,1.0,200.000000102,164.76,,1.0,0.005,0.005,500.0,500,100,1529.07590922,539.546
1405.24217154,2,1405.24217154,5.43914e-20,250902.378415,0.7,1.0,0.00333333,1.0,250902.378415,1478.18,1352.23,1.0,299.999969474,151.58,,1.0,0.00333333,0.00333333,500.0,500,100,1405.24217154,528.707
1507.84481108,2,1507.84481108,5.4346e-20,313711.993299,0.7,1.0,0.0025,1.0,313711.993299,1485.59,1376.52,1.0,400.0,162.44,,1.0,0.0025,0.0025,500.0,500,100,1507.84481108,536.15
1410.26371411,1,1410.26371411,5.43187e-20,271490.669434,0.7,1.0,0.002,1.0,271490.669434,1470.53,1372.97,1.0,500.000006643,152.07,,1.0,0.002,0.002,500.0,500,100,1410.26371411,533.506
1505.69748397,2,1505.69748397,3.50449e-18,312399.782535,0.7,1.0,0.01,1.0,312399.782535,1505.7,1304.0,1.0,100.0,162.22,,1.0,0.01,0.01,500.0,500,100,1505.69748397,556.126
1475.10039415,2,1475.10039415,2.1793e-19,324059.804627,0.7,1.0,0.005,1.0,324059.804627,1490.4,1335.88,1.0,200.000000102,159.06,,1.0,0.005,0.005,500.0,500,100,1475.10039415,561.499
1342.9247251,2,1342.9247251,5.43914e-20,251108.873956,0.7,1.0,0.00333333,1.0,251108.873956,1441.24,1315.08,1.0,299.999969474,144.85,,1.0,0.00333333,0.00333333,500.0,500,100,1342.9247251,545.79
1550.82234444,2,1550.82234444,5.4346e-20,362293.546534,0.7,1.0,0.0025,1.0,362293.546534,1468.64,1350.11,1.0,400.0,167.05,,1.0,0.0025,0.0025,500.0,500,100,1550.82234444,561.546
1464.98506145,1,1464.98506145,5.43187e-20,312586.124766,0.7,1.0,0.002,1.0,312586.124766,1467.91,1361.9,1.0,500.000006643,157.89,,1.0,0.002,0.002,500.0,500,100,1464.98506145,560.501
1497.47631371,2,1497.47631371,3.50449e-18,355445.090517,0.7,1.0,0.01,1.0,355445.090517,1497.48,1257.17,1.0,100.0,161.35,,1.0,0.01,0.01,500.0,500,100,1497.47631371,593.204
1419.96840542,2,1419.96840542,2.1793e-19,299783.678746,0.7,1.0,0.005,1.0,299783.678746,1458.72,1288.8,1.0,200.000000102,153.16,,1.0,0.005,0.005,500.0,500,100,1419.96840542,570.824
1558.46007819,2,1558.46007819,5.43914e-20,392857.58809,0.7,1.0,0.00333333,1.0,392857.58809,1491.97,1353.23,1.0,299.999969474,167.81,,1.0,0.00333333,0.00333333,500.0,500,100,1558.46007819,590.83
1443.68043511,2,1443.68043511,5.4346e-20,288601.206913,0.7,1.0,0.0025,1.0,288601.206913,1479.9,1359.74,1.0,400.0,155.62,,1.0,0.0025,0.0025,500.0,500,100,1443.68043511,577.647
1553.25319931,1,1553.25319931,5.43187e-20,395251.653752,0.7,1.0,0.002,1.0,395251.653752,1494.57,1387.1,1.0,500.000006643,167.32,,1.0,0.002,0.002,500.0,500,100,1553.25319931,588.27
1582.04880888,2,1582.04880888,3.50449e-18,439589.745369,0.7,1.0,0.01,1.0,439589.745369,1582.05,1275.78,1.0,100.0,170.35,,1.0,0.01,0.01,500.0,500,100,1582.04880888,659.692
1456.93951818,2,1456.93951818,2.1793e-19,337929.926608,0.7,1.0,0.005,1.0,337929.926608,1519.49,1302.93,1.0,200.000000102,157.08,,1.0,0.005,0.005,500.0,500,100,1456.93951818,623.526
1547.88266122,2,1547.88266122,5.43914e-20,330065.252867,0.7,1.0,0.00333333,1.0,330065.252867,1528.96,1352.13,1.0,299.999969474,166.61,,1.0,0.00333333,0.00333333,500.0,500,100,1547.88266122,606.87
1526.82716502,2,1526.82716502,5.4346e-20,297301.422893,0.7,1.0,0.0025,1.0,297301.422893,1528.42,1375.29,1.0,400.0,164.48,,1.0,0.0025,0.0025,500.0,500,100,1526.82716502,591.44
1480.17907647,1,1480.17907647,5.43187e-20,348334.291337,0.7,1.0,0.002,1.0,348334.291337,1518.78,1381.81,1.0,500.000006643,159.56,,1.0,0.002,0.002,500.0,500,100,1480.17907647,590.917
1536.08398173,2,1536.08398173,3.50449e-18,339226.176203,0.7,1.0,0.01,1.0,339226.176203,1536.08,1333.22,1.0,100.0,165.46,,1.0,0.01,0.01,500.0,500,100,1536.08398173,579.512
1472.35940378,2,1472.35940378,2.1793e-19,327816.848878,0.7,1.0,0.005,1.0,327816.848878,1504.22,1348.07,1.0,200.000000102,158.59,,1.0,0.005,0.005,500.0,500,100,1472.35940378,575.501
1405.06174204,2,1405.06174204,5.43914e-20,244115.907813,0.7,1.0,0.00333333,1.0,244115.907813,1471.17,1343.67,1.0,299.999969474,151.43,,1.0,0.00333333,0.00333333,500.0,500,100,1405.06174204,550.949
1458.16144844,2,1458.16144844,5.4346e-20,277087.979779,0.7,1.0,0.0025,1.0,277087.979779,1467.92,1357.5,1.0,400.0,157.17,,1.0,0.0025,0.0025,500.0,500,100,1458.16144844,544.306
1426.13570393,1,1426.13570393,5.43187e-20,353839.675737,0.7,1.0,0.002,1.0,353839.675737,1459.56,1360.8,1.0,500.000006643,153.7,,1.0,0.002,0.002,500.0,500,100,1426.13570393,554.396
1369.03223142,2,1369.03223142,3.50449e-18,248320.066458,0.7,1.0,0.01,1.0,248320.066458,1369.03,1186.52,1.0,100.0,147.72,,1.0,0.01,0.01,500.0,500,100,1369.03223142,495.819
1519.12696918,2,1519.12696918,2.1793e-19,371416.439585,0.7,1.0,0.005,1.0,371416.439585,1444.08,1290.5,1.0,200.000000102,163.69,,1.0,0.005,0.005,500.0,500,100,1519.12696918,558.929
1464.92618014,2,1464.92618014,5.43914e-20,316403.693431,0.7,1.0,0.00333333,1.0,316403.693431,1451.03,1325.63,1.0,299.999969474,157.87,,1.0,0.00333333,0.00333333,500.0,500,100,1464.92618014,559.265
1534.46146839,2,1534.46146839,5.4346e-20,390274.802221,0.7,1.0,0.0025,1.0,390274.802221,1471.89,1346.85,1.0,400.0,165.32,,1.0,0.0025,0.0025,500.0,500,100,1534.46146839,576.612
1490.61209074,1,1490.61209074,5.43187e-20,370061.42612,0.7,1.0,0.002,1.0,370061.42612,1475.63,1363.8,1.0,500.000006643,160.57,,1.0,0.002,0.002,500.0,500,100,1490.61209074,582.506
1425.18110834,2,1425.18110834,3.50449e-18,268046.009925,0.7,1.0,0.01,1.0,268046.009925,1425.18,1220.0,1.0,100.0,153.59,,1.0,0.01,0.01,500.0,500,100,1425.18110834,515.136
1416.20692638,2,1416.20692638,2.1793e-19,319449.175638,0.7,1.0,0.005,1.0,319449.175638,1420.69,1275.61,1.0,200.000000102,152.62,,1.0,0.005,0.005,500.0,500,100,1416.20692638,539.287
1522.30926894,2,1522.30926894,5.43914e-20,364723.904639,0.7,1.0,0.00333333,1.0,364723.904639,1454.57,1320.08,1.0,299.999969474,164.11,,1.0,0.00333333,0.00333333,500.0,500,100,1522.30926894,562.619
1566.78117349,2,1566.78117349,5.4346e-20,490862.601421,0.7,1.0,0.0025,1.0,490862.601421,1482.62,1352.21,1.0,400.0,168.73,,1.0,0.0025,0.0025,500.0,500,100,1566.78117349,601.045
1449.76465445,1,1449.76465445,5.43187e-20,326530.326463,0.7,1.0,0.002,1.0,326530.326463,1476.05,1359.41,1.0,500.000006643,156.2,,1.0,0.002,0.002,500.0,500,100,1449.76465445,594.836
1483.18542171,2,1483.18542171,3.50449e-18,325447.914235,0.7,1.0,0.01,1.0,325447.914235,1483.19,1280.05,1.0,100.0,159.93,,1.0,0.01,0.01,500.0,500,100,1483.18542171,567.621
1549.12699945,2,1549.12699945,2.1793e-19,423876.369335,0.7,1.0,0.005,1.0,423876.369335,1516.16,1341.44,1.0,200.000000102,166.95,,1.0,0.005,0.005,500.0,500,100,1549.12699945,609.92
1592.87480942,2,1592.87480942,5.43914e-20,453288.39541,0.7,1.0,0.00333333,1.0,453288.39541,1541.73,1386.22,1.0,299.999969474,171.57,,1.0,0.00333333,0.00333333,500.0,500,100,1592.87480942,631.581
1457.72588119,2,1457.72588119,5.4346e-20,274908.724085,0.7,1.0,0.0025,1.0,274908.724085,1520.73,1386.06,1.0,400.0,157.1,,1.0,0.0025,0.0025,500.0,500,100,1457.72588119,607.07
1475.25870422,1,1475.25870422,5.43187e-20,253852.163679,0.7,1.0,0.002,1.0,253852.163679,1511.63,1391.18,1.0,500.000006643,159.03,,1.0,0.002,0.002,500.0,500,100,1475.25870422,587.725
