VanillaAvgRet,IterType,AvgDiscRet,VarNormIw,VarRet,Delta,MaxVanillaIw,AvgNormIw,MinVanillaIw,VarDiscRet,J,Bound,eRenyi2,ESSClassic,AvgEpLen,VarVanillaIw,AvgVanillaIw,MinNormIw,MaxNormIw,ESSRenyi,BatchSize,EpsThisIter,AvgRet,VarJ
555.067300422,2,555.067300422,5.43914e-20,49508.3643255,0.7,1.0,0.00333333,1.0,49508.3643255,563.385,513.589,1.0,299.999969474,59.96,,1.0,0.00333333,0.00333333,500.0,500,100,555.067300422,233.534
569.013522789,2,569.013522789,5.4346e-20,56840.074279,0.7,1.0,0.0025,1.0,56840.074279,564.792,521.667,1.0,400.0,61.46,,1.0,0.0025,0.0025,500.0,500,100,569.013522789,234.473
535.61727006,1,535.61727006,0.00115664,42762.5348314,0.7,1383.34,0.002,2.99705e-07,42762.5348314,927.417,797.366,11.3683,1.72662270567,57.81,3827.38,3.63815,1.64757e-10,0.760463,43.9818005301,500,100,535.61727006,694.717
724.265248539,2,724.265248539,3.50449e-18,85906.1859541,0.7,1.0,0.01,1.0,85906.1859541,724.265,631.376,1.0,100.0,78.38,,1.0,0.01,0.01,500.0,500,100,724.265248539,291.628
768.693215496,2,768.693215496,2.1793e-19,117100.148648,0.7,1.0,0.005,1.0,117100.148648,746.479,650.612,1.0,200.000000102,83.11,,1.0,0.005,0.005,500.0,500,100,768.693215496,317.776
783.922413711,2,783.922413711,5.43914e-20,81992.3864316,0.7,1.0,0.00333333,1.0,81992.3864316,758.96,680.685,1.0,299.999969474,84.72,,1.0,0.00333333,0.00333333,500.0,500,100,783.922413711,307.718
727.939490029,2,727.939490029,5.4346e-20,69443.1467153,0.7,1.0,0.0025,1.0,69443.1467153,751.205,683.417,1.0,400.0,78.76,,1.0,0.0025,0.0025,500.0,500,100,727.939490029,297.296
738.180096956,1,738.180096956,0.00128605,100672.42255,0.7,1618.36,0.002,1.60981e-17,100672.42255,1863.37,1440.39,48.6672,1.55342038566,79.79,5244.64,4.03886,7.97161e-21,0.801397,10.2738628124,500,100,738.180096956,3795.49
1037.4447096,2,1037.4447096,3.50449e-18,88175.271309,0.7,1.0,0.01,1.0,88175.271309,1037.44,914.756,1.0,100.0,112.07,,1.0,0.01,0.01,500.0,500,100,1037.4447096,295.455
1032.30714385,2,1032.30714385,2.1793e-19,109419.058482,0.7,1.0,0.005,1.0,109419.058482,1034.88,912.049,1.0,200.000000102,111.5,,1.0,0.005,0.005,500.0,500,100,1032.30714385,312.755
983.194762406,2,983.194762406,5.43914e-20,69350.8008366,0.7,1.0,0.00333333,1.0,69350.8008366,1017.65,917.361,1.0,299.999969474,106.09,,1.0,0.00333333,0.00333333,500.0,500,100,983.194762406,297.808
1040.90849279,2,1040.90849279,5.4346e-20,88516.5678666,0.7,1.0,0.0025,1.0,88516.5678666,1023.46,936.612,1.0,400.0,112.38,,1.0,0.0025,0.0025,500.0,500,100,1040.90849279,297.534
1015.34682529,1,1015.34682529,0.00125363,82914.5836581,0.7,1728.04,0.002,9.03334e-18,82914.5836581,2371.75,1854.01,44.4195,1.59347007476,109.73,5995.71,4.37387,4.1306e-21,0.790166,11.2563102692,500,100,1015.34682529,5083.39
1179.48237189,2,1179.48237189,3.50449e-18,94001.8941858,0.7,1.0,0.01,1.0,94001.8941858,1179.48,1034.2,1.0,100.0,127.43,,1.0,0.01,0.01,500.0,500,100,1179.48237189,305.06
1164.40251055,2,1164.40251055,2.1793e-19,101359.732281,0.7,1.0,0.005,1.0,101359.732281,1171.94,1041.85,1.0,200.000000102,125.92,,1.0,0.005,0.005,500.0,500,100,1164.40251055,311.064
1099.97165618,2,1099.97165618,5.43914e-20,78215.3024438,0.7,1.0,0.00333333,1.0,78215.3024438,1147.95,1041.73,1.0,299.999969474,118.73,,1.0,0.00333333,0.00333333,500.0,500,100,1099.97165618,302.439
1141.46889655,2,1141.46889655,5.4346e-20,119367.759102,0.7,1.0,0.0025,1.0,119367.759102,1146.33,1050.46,1.0,400.0,123.29,,1.0,0.0025,0.0025,500.0,500,100,1141.46889655,313.294
1147.44145331,1,1147.44145331,0.0013608,69558.1558065,0.7,1708.59,0.002,7.19142e-12,69558.1558065,2575.27,2006.13,44.0487,1.46834860041,123.96,5844.66,4.14489,3.47002e-15,0.824432,11.3510820429,500,100,1147.44145331,4422.15
1276.03121155,2,1276.03121155,3.50449e-18,162157.187456,0.7,1.0,0.01,1.0,162157.187456,1276.03,1107.34,1.0,100.0,137.64,,1.0,0.01,0.01,500.0,500,100,1276.03121155,400.669
1259.7322716,2,1259.7322716,2.1793e-19,125490.416735,0.7,1.0,0.005,1.0,125490.416735,1267.88,1148.6,1.0,200.000000102,135.93,,1.0,0.005,0.005,500.0,500,100,1259.7322716,377.428
1260.24176739,2,1260.24176739,5.43914e-20,117732.359233,0.7,1.0,0.00333333,1.0,117732.359233,1265.34,1167.94,1.0,299.999969474,135.94,,1.0,0.00333333,0.00333333,500.0,500,100,1260.24176739,365.831
1250.05397434,2,1250.05397434,5.4346e-20,145274.025638,0.7,1.0,0.0025,1.0,145274.025638,1261.51,1177.17,1.0,400.0,134.91,,1.0,0.0025,0.0025,500.0,500,100,1250.05397434,369.288
1261.31542218,1,1261.31542218,0.000515959,106893.520879,0.7,456.355,0.002,6.57775e-12,106893.520879,1794.49,1477.99,17.6002,3.85410984466,136.08,423.723,1.81244,7.25846e-15,0.503581,28.4087300839,500,100,1261.31542218,3038.92
1348.51421045,2,1348.51421045,3.50449e-18,201301.549218,0.7,1.0,0.01,1.0,201301.549218,1348.51,1159.01,1.0,100.0,145.5,,1.0,0.01,0.01,500.0,500,100,1348.51421045,446.417
1344.1030994,2,1344.1030994,2.1793e-19,227341.513834,0.7,1.0,0.005,1.0,227341.513834,1346.31,1207.43,1.0,200.000000102,145.14,,1.0,0.005,0.005,500.0,500,100,1344.1030994,460.633
1340.20619563,2,1340.20619563,5.43914e-20,171198.687851,0.7,1.0,0.00333333,1.0,171198.687851,1344.27,1230.88,1.0,299.999969474,144.63,,1.0,0.00333333,0.00333333,500.0,500,100,1340.20619563,444.926
1357.6196516,2,1357.6196516,5.4346e-20,226655.816239,0.7,1.0,0.0025,1.0,226655.816239,1347.61,1239.4,1.0,400.0,146.37,,1.0,0.0025,0.0025,500.0,500,100,1357.6196516,452.327
1282.59546854,1,1282.59546854,0.000609704,134867.663349,0.7,635.927,0.002,3.73889e-16,134867.663349,2368.93,1789.68,35.8202,3.26539116103,138.56,851.204,2.36313,3.16436e-19,0.538208,13.9585947135,500,100,1282.59546854,4062.08
1434.89549048,2,1434.89549048,3.50449e-18,281710.919868,0.7,1.0,0.01,1.0,281710.919868,1434.9,1227.89,1.0,100.0,154.77,,1.0,0.01,0.01,500.0,500,100,1434.89549048,528.104
1340.83746066,2,1340.83746066,2.1793e-19,219855.015797,0.7,1.0,0.005,1.0,219855.015797,1387.87,1241.49,1.0,200.000000102,144.53,,1.0,0.005,0.005,500.0,500,100,1340.83746066,500.487
1353.29259477,2,1353.29259477,5.43914e-20,263063.813049,0.7,1.0,0.00333333,1.0,263063.813049,1376.34,1251.19,1.0,299.999969474,145.92,,1.0,0.00333333,0.00333333,500.0,500,100,1353.29259477,504.052
1300.5108729,2,1300.5108729,5.4346e-20,182403.803441,0.7,1.0,0.0025,1.0,182403.803441,1357.38,1249.0,1.0,400.0,140.28,,1.0,0.0025,0.0025,500.0,500,100,1300.5108729,486.594
1319.0764434,1,1319.0764434,0.00121184,173721.354473,0.7,1467.11,0.002,0.000212307,173721.354473,2151.79,1781.56,14.5862,1.64824136917,142.26,4303.8,3.76906,1.12658e-07,0.778499,34.2790819194,500,100,1319.0764434,3374.95
1381.80536587,2,1381.80536587,3.50449e-18,242716.121798,0.7,1.0,0.01,1.0,242716.121798,1381.81,1197.32,1.0,100.0,148.99,,1.0,0.01,0.01,500.0,500,100,1381.80536587,490.193
1294.85825936,2,1294.85825936,2.1793e-19,193095.684203,0.7,1.0,0.005,1.0,193095.684203,1338.33,1207.88,1.0,200.000000102,139.62,,1.0,0.005,0.005,500.0,500,100,1294.85825936,466.494
1436.92290973,2,1436.92290973,5.43914e-20,254314.146767,0.7,1.0,0.00333333,1.0,254314.146767,1371.2,1264.55,1.0,299.999969474,155.05,,1.0,0.00333333,0.00333333,500.0,500,100,1436.92290973,480.793
1424.16164457,2,1424.16164457,5.4346e-20,284450.537702,0.7,1.0,0.0025,1.0,284450.537702,1384.44,1292.08,1.0,400.0,153.69,,1.0,0.0025,0.0025,500.0,500,100,1424.16164457,494.266
1427.77314429,1,1427.77314429,0.000981422,273043.009482,0.7,989.845,0.002,2.94171e-06,273043.009482,2076.25,1780.75,10.4536,2.03363784611,153.96,1958.91,2.82559,2.08219e-09,0.700629,47.8305698984,500,100,1427.77314429,4044.01
1381.74316457,2,1381.74316457,3.50449e-18,236505.407521,0.7,1.0,0.01,1.0,236505.407521,1381.74,1184.29,1.0,100.0,148.95,,1.0,0.01,0.01,500.0,500,100,1381.74316457,483.88
1500.85531687,2,1500.85531687,2.1793e-19,349299.218692,0.7,1.0,0.005,1.0,349299.218692,1441.3,1267.24,1.0,200.000000102,161.76,,1.0,0.005,0.005,500.0,500,100,1500.85531687,541.775
1452.50006945,2,1452.50006945,5.43914e-20,288098.332295,0.7,1.0,0.00333333,1.0,288098.332295,1445.03,1302.92,1.0,299.999969474,156.55,,1.0,0.00333333,0.00333333,500.0,500,100,1452.50006945,539.241
1515.90706569,2,1515.90706569,5.4346e-20,324545.306399,0.7,1.0,0.0025,1.0,324545.306399,1462.75,1339.68,1.0,400.0,163.33,,1.0,0.0025,0.0025,500.0,500,100,1515.90706569,547.131
1543.06405383,1,1543.06405383,0.00126656,363963.06817,0.7,1163.13,0.002,1.00136e-17,363963.06817,2953.02,2237.14,42.2912,1.57725970181,166.24,2717.85,2.92975,6.83582e-21,0.794016,11.8227983768,500,100,1543.06405383,4324.36
1488.74847203,2,1488.74847203,3.50449e-18,328464.503841,0.7,1.0,0.01,1.0,328464.503841,1488.75,1293.81,1.0,100.0,160.51,,1.0,0.01,0.01,500.0,500,100,1488.74847203,570.245
1461.75850304,2,1461.75850304,2.1793e-19,373593.450976,0.7,1.0,0.005,1.0,373593.450976,1475.25,1297.5,1.0,200.000000102,157.58,,1.0,0.005,0.005,500.0,500,100,1461.75850304,589.662
1514.11096396,2,1514.11096396,5.43914e-20,254678.378607,0.7,1.0,0.00333333,1.0,254678.378607,1488.21,1343.07,1.0,299.999969474,163.16,,1.0,0.00333333,0.00333333,500.0,500,100,1514.11096396,562.299
1548.9101336,2,1548.9101336,5.4346e-20,415432.045627,0.7,1.0,0.0025,1.0,415432.045627,1503.38,1377.69,1.0,400.0,166.77,,1.0,0.0025,0.0025,500.0,500,100,1548.9101336,583.648
1521.73331791,1,1521.73331791,7.43929e-05,430538.745772,0.7,97.475,0.002,8.4996e-09,430538.745772,2018.81,1631.34,11.8787,25.5610284431,163.97,33.8173,1.34845,1.26065e-11,0.144574,42.0921945332,500,100,1521.73331791,2912.63
1560.85767004,2,1560.85767004,3.50449e-18,412761.13456,0.7,1.0,0.01,1.0,412761.13456,1560.86,1321.24,1.0,100.0,168.11,,1.0,0.01,0.01,500.0,500,100,1560.85767004,639.245
1554.60512765,2,1554.60512765,2.1793e-19,324780.555614,0.7,1.0,0.005,1.0,324780.555614,1557.73,1388.3,1.0,200.000000102,167.53,,1.0,0.005,0.005,500.0,500,100,1554.60512765,604.229
1506.99917994,2,1506.99917994,5.43914e-20,342930.89432,0.7,1.0,0.00333333,1.0,342930.89432,1540.82,1402.48,1.0,299.999969474,162.48,,1.0,0.00333333,0.00333333,500.0,500,100,1506.99917994,597.607
1478.46857811,2,1478.46857811,5.4346e-20,330338.523802,0.7,1.0,0.0025,1.0,330338.523802,1525.23,1405.42,1.0,400.0,159.36,,1.0,0.0025,0.0025,500.0,500,100,1478.46857811,591.894
1403.88756218,1,1403.88756218,5.43187e-20,230591.675521,0.7,1.0,0.002,1.0,230591.675521,1500.96,1393.8,1.0,500.000006643,151.36,,1.0,0.002,0.002,500.0,500,100,1403.88756218,572.961
1537.75855433,2,1537.75855433,3.50449e-18,359686.288767,0.7,1.0,0.01,1.0,359686.288767,1537.76,1314.45,1.0,100.0,165.67,,1.0,0.01,0.01,500.0,500,100,1537.75855433,596.732
1518.41670974,2,1518.41670974,2.1793e-19,302442.1647,0.7,1.0,0.005,1.0,302442.1647,1528.09,1370.19,1.0,200.000000102,163.59,,1.0,0.005,0.005,500.0,500,100,1518.41670974,572.579
1461.50989427,2,1461.50989427,5.43914e-20,351747.466932,0.7,1.0,0.00333333,1.0,351747.466932,1505.9,1374.23,1.0,299.999969474,157.51,,1.0,0.00333333,0.00333333,500.0,500,100,1461.50989427,579.333
1492.57899352,2,1492.57899352,5.4346e-20,380809.538146,0.7,1.0,0.0025,1.0,380809.538146,1502.57,1388.54,1.0,400.0,160.84,,1.0,0.0025,0.0025,500.0,500,100,1492.57899352,588.221
1614.14040793,1,1614.14040793,5.43187e-20,441683.736084,0.7,1.0,0.002,1.0,441683.736084,1524.88,1412.98,1.0,500.000006643,173.95,,1.0,0.002,0.002,500.0,500,100,1614.14040793,605.184
1611.26159448,2,1611.26159448,3.50449e-18,409481.431415,0.7,1.0,0.01,1.0,409481.431415,1611.26,1379.35,1.0,100.0,173.59,,1.0,0.01,0.01,500.0,500,100,1611.26159448,636.7
1410.0178614,2,1410.0178614,2.1793e-19,286688.823997,0.7,1.0,0.005,1.0,286688.823997,1510.64,1346.66,1.0,200.000000102,152.0,,1.0,0.005,0.005,500.0,500,100,1410.0178614,595.591
1469.1310451,2,1469.1310451,5.43914e-20,312177.16655,0.7,1.0,0.00333333,1.0,312177.16655,1496.8,1362.91,1.0,299.999969474,158.25,,1.0,0.00333333,0.00333333,500.0,500,100,1469.1310451,582.999
1505.78502226,2,1505.78502226,5.4346e-20,332765.523635,0.7,1.0,0.0025,1.0,332765.523635,1499.05,1383.1,1.0,400.0,162.27,,1.0,0.0025,0.0025,500.0,500,100,1505.78502226,580.767
1462.22751344,1,1462.22751344,5.43187e-20,291212.765903,0.7,1.0,0.002,1.0,291212.765903,1491.68,1387.97,1.0,500.000006643,157.56,,1.0,0.002,0.002,500.0,500,100,1462.22751344,572.459
1463.67614605,2,1463.67614605,3.50449e-18,301927.886229,0.7,1.0,0.01,1.0,301927.886229,1463.68,1259.6,1.0,100.0,157.8,,1.0,0.01,0.01,500.0,500,100,1463.67614605,546.725
1463.80256539,2,1463.80256539,2.1793e-19,276332.795329,0.7,1.0,0.005,1.0,276332.795329,1463.74,1319.44,1.0,200.000000102,157.8,,1.0,0.005,0.005,500.0,500,100,1463.80256539,535.013
1417.39669506,2,1417.39669506,5.43914e-20,290521.403217,0.7,1.0,0.00333333,1.0,290521.403217,1448.29,1330.47,1.0,299.999969474,152.7,,1.0,0.00333333,0.00333333,500.0,500,100,1417.39669506,535.887
1511.00958575,2,1511.00958575,5.4346e-20,352619.470683,0.7,1.0,0.0025,1.0,352619.470683,1463.97,1352.99,1.0,400.0,162.78,,1.0,0.0025,0.0025,500.0,500,100,1511.00958575,550.811
1492.84217339,1,1492.84217339,5.43187e-20,365146.246598,0.7,1.0,0.002,1.0,365146.246598,1469.75,1349.84,1.0,500.000006643,160.8,,1.0,0.002,0.002,500.0,500,100,1492.84217339,561.379
1640.88164023,2,1640.88164023,3.50449e-18,456157.861083,0.7,1.0,0.01,1.0,456157.861083,1640.88,1393.84,1.0,100.0,176.7,,1.0,0.01,0.01,500.0,500,100,1640.88164023,672.009
1535.87425024,2,1535.87425024,2.1793e-19,382636.862832,0.7,1.0,0.005,1.0,382636.862832,1588.38,1413.69,1.0,200.000000102,165.5,,1.0,0.005,0.005,500.0,500,100,1535.87425024,646.498
1398.13902236,2,1398.13902236,5.43914e-20,323967.995407,0.7,1.0,0.00333333,1.0,323967.995407,1524.97,1382.33,1.0,299.999969474,150.76,,1.0,0.00333333,0.00333333,500.0,500,100,1398.13902236,627.369
1500.72235345,2,1500.72235345,5.4346e-20,252501.199018,0.7,1.0,0.0025,1.0,252501.199018,1518.9,1395.38,1.0,400.0,161.8,,1.0,0.0025,0.0025,500.0,500,100,1500.72235345,598.162
1481.7264965,1,1481.7264965,5.43187e-20,316062.487568,0.7,1.0,0.002,1.0,316062.487568,1511.47,1400.99,1.0,500.000006643,159.79,,1.0,0.002,0.002,500.0,500,100,1481.7264965,590.796
1525.22517457,2,1525.22517457,3.50449e-18,353798.794296,0.7,1.0,0.01,1.0,353798.794296,1525.23,1326.32,1.0,100.0,164.22,,1.0,0.01,0.01,500.0,500,100,1525.22517457,591.828
1341.21945443,2,1341.21945443,2.1793e-19,217896.594213,0.7,1.0,0.005,1.0,217896.594213,1433.22,1292.58,1.0,200.000000102,144.6,,1.0,0.005,0.005,500.0,500,100,1341.21945443,539.865
1531.75427311,2,1531.75427311,5.43914e-20,346783.85567,0.7,1.0,0.00333333,1.0,346783.85567,1466.07,1351.13,1.0,299.999969474,165.02,,1.0,0.00333333,0.00333333,500.0,500,100,1531.75427311,557.583
1491.21834244,2,1491.21834244,5.4346e-20,346508.184942,0.7,1.0,0.0025,1.0,346508.184942,1472.35,1356.76,1.0,400.0,160.63,,1.0,0.0025,0.0025,500.0,500,100,1491.21834244,564.848
1538.25771631,1,1538.25771631,5.43187e-20,387907.749097,0.7,1.0,0.002,1.0,387907.749097,1485.54,1382.14,1.0,500.000006643,165.74,,1.0,0.002,0.002,500.0,500,100,1538.25771631,576.839
1476.57656285,2,1476.57656285,3.50449e-18,270699.464076,0.7,1.0,0.01,1.0,270699.464076,1476.58,1295.67,1.0,100.0,159.2,,1.0,0.01,0.01,500.0,500,100,1476.57656285,517.68
1519.25967728,2,1519.25967728,2.1793e-19,373696.980745,0.7,1.0,0.005,1.0,373696.980745,1497.92,1339.3,1.0,200.000000102,163.62,,1.0,0.005,0.005,500.0,500,100,1519.25967728,565.183
1507.42793312,2,1507.42793312,5.43914e-20,389606.073821,0.7,1.0,0.00333333,1.0,389606.073821,1501.09,1356.11,1.0,299.999969474,162.48,,1.0,0.00333333,0.00333333,500.0,500,100,1507.42793312,584.418
1574.68416881,2,1574.68416881,5.4346e-20,449266.880933,0.7,1.0,0.0025,1.0,449266.880933,1519.49,1393.94,1.0,400.0,169.48,,1.0,0.0025,0.0025,500.0,500,100,1574.68416881,606.933
1509.0505759,1,1509.0505759,5.43187e-20,323662.265095,0.7,1.0,0.002,1.0,323662.265095,1517.4,1405.1,1.0,500.000006643,162.63,,1.0,0.002,0.002,500.0,500,100,1509.0505759,598.996
1476.93197628,2,1476.93197628,3.50449e-18,370519.895996,0.7,1.0,0.01,1.0,370519.895996,1476.93,1247.37,1.0,100.0,159.14,,1.0,0.01,0.01,500.0,500,100,1476.93197628,605.652
1540.75959221,2,1540.75959221,2.1793e-19,310420.202554,0.7,1.0,0.005,1.0,310420.202554,1508.85,1346.52,1.0,200.000000102,166.03,,1.0,0.005,0.005,500.0,500,100,1540.75959221,581.45
1508.30916227,2,1508.30916227,5.43914e-20,337925.846446,0.7,1.0,0.00333333,1.0,337925.846446,1508.67,1368.2,1.0,299.999969474,162.54,,1.0,0.00333333,0.00333333,500.0,500,100,1508.30916227,580.435
1529.31462336,2,1529.31462336,5.4346e-20,356051.910316,0.7,1.0,0.0025,1.0,356051.910316,1513.83,1392.18,1.0,400.0,164.84,,1.0,0.0025,0.0025,500.0,500,100,1529.31462336,583.851
1496.16877962,1,1496.16877962,5.43187e-20,336603.768622,0.7,1.0,0.002,1.0,336603.768622,1510.3,1398.49,1.0,500.000006643,161.19,,1.0,0.002,0.002,500.0,500,100,1496.16877962,582.583
1451.72583828,2,1451.72583828,3.50449e-18,270976.900456,0.7,1.0,0.01,1.0,270976.900456,1451.73,1250.59,1.0,100.0,156.54,,1.0,0.01,0.01,500.0,500,100,1451.72583828,517.945
1349.60273815,2,1349.60273815,2.1793e-19,182716.623208,0.7,1.0,0.005,1.0,182716.623208,1400.66,1258.44,1.0,200.000000102,145.47,,1.0,0.005,0.005,500.0,500,100,1349.60273815,476.64
1567.49767731,2,1567.49767731,5.43914e-20,468625.061489,0.7,1.0,0.00333333,1.0,468625.061489,1456.28,1318.31,1.0,299.999969474,168.81,,1.0,0.00333333,0.00333333,500.0,500,100,1567.49767731,558.828
1570.74220309,2,1570.74220309,5.4346e-20,371529.293195,0.7,1.0,0.0025,1.0,371529.293195,1484.89,1365.41,1.0,400.0,169.21,,1.0,0.0025,0.0025,500.0,500,100,1570.74220309,573.26
1575.07889503,1,1575.07889503,5.43187e-20,412196.272422,0.7,1.0,0.002,1.0,412196.272422,1502.93,1396.06,1.0,500.000006643,169.7,,1.0,0.002,0.002,500.0,500,100,1575.07889503,588.063
1482.08024785,2,1482.08024785,3.50449e-18,359938.148324,0.7,1.0,0.01,1.0,359938.148324,1482.08,1247.35,1.0,100.0,159.62,,1.0,0.01,0.01,500.0,500,100,1482.08024785,596.941
1480.60725298,2,1480.60725298,2.1793e-19,257764.653617,0.7,1.0,0.005,1.0,257764.653617,1481.34,1315.36,1.0,200.000000102,159.61,,1.0,0.005,0.005,500.0,500,100,1480.60725298,552.959
1518.02415405,2,1518.02415405,5.43914e-20,373107.113215,0.7,1.0,0.00333333,1.0,373107.113215,1493.57,1354.31,1.0,299.999969474,163.56,,1.0,0.00333333,0.00333333,500.0,500,100,1518.02415405,572.072
