EpsThisIter,VarVanillaIw,AvgRet,ESSClassic,MaxNormIw,eRenyi2,AvgEpLen,MinNormIw,Bound,J,IterType,AvgVanillaIw,VanillaAvgRet,MinVanillaIw,MaxVanillaIw,BatchSize,VarNormIw,VarDiscRet,AvgDiscRet,VarRet,VarJ,Delta,AvgNormIw,ESSRenyi
100,nan,-58.0707911293,nan,nan,1.18359e-06,84.94,nan,nan,nan,,inf,-58.0707911293,0.0176446,inf,400,nan,52.2668351917,-58.0372215897,49.2802171191,nan,1.0,nan,337953883.853
100,3.55202e-18,-59.3213635042,1.0000001885,1.0,6434.3,87.49,,-51.2139,-51.2139,1,9.42341e-11,-59.3213635042,,3.76936e-08,400,0.0025,53.0494393525,-59.3213635042,53.0494393525,7.6294e-05,1.0,0.0025,0.0621668595848
100,,-65.6026693515,100.0,0.01,1.0,94.09,0.01,-65.6027,-65.6027,2,1.0,-65.6026693515,1.0,1.0,400,3.50449e-18,2594.98773009,-65.6026693515,2594.98773009,50.6857,1.0,0.01,400.0
100,,-58.6614973402,200.000000102,0.005,1.0,86.26,0.005,-62.1321,-62.1321,2,1.0,-58.6614973402,1.0,1.0,400,2.1793e-19,57.4219248076,-58.6614973402,57.4219248076,36.4004,1.0,0.005,400.0
100,,-59.0168772227,299.999969474,0.00333333,1.0,86.75,0.00333333,-61.0937,-61.0937,2,1.0,-59.0168772227,1.0,1.0,400,5.43914e-20,44.2727097064,-59.0168772227,44.2727097064,30.0015,1.0,0.00333333,400.0
100,nan,-59.3213635042,nan,nan,6.04016e-09,87.49,nan,nan,nan,,inf,-59.3213635042,2.65297e+07,inf,500,nan,47.9329988285,-58.7304313456,53.0494393525,nan,1.0,nan,82779252942.9
100,57.4035,-59.0372130148,1.00000018013,1.0,2688.89,87.04,,-39.9231,-39.9231,1,0.338832,-59.0372130148,,169.416,500,0.002,68.966055192,-59.0372130148,68.966055192,8.677e-06,1.0,0.002,0.185950293162
100,,-61.9994201964,100.0,0.01,1.0,89.86,0.01,-61.9994,-61.9994,2,1.0,-61.9994201964,1.0,1.0,500,3.50449e-18,1343.94058328,-61.9994201964,1343.94058328,36.476,1.0,0.01,500.0
100,,-58.3473442179,200.000000102,0.005,1.0,85.4,0.005,-60.1734,-60.1734,2,1.0,-58.3473442179,1.0,1.0,500,2.1793e-19,40.5638155586,-58.3473442179,40.5638155586,26.2424,1.0,0.005,500.0
100,,-61.654755332,299.999969474,0.00333333,1.0,89.03,0.00333333,-60.6672,-60.6672,2,1.0,-61.654755332,1.0,1.0,500,5.43914e-20,1333.84668313,-61.654755332,1333.84668313,29.9961,1.0,0.00333333,500.0
100,,-57.5297965102,400.0,0.0025,1.0,84.7,0.0025,-59.8828,-59.8828,2,1.0,-57.5297965102,1.0,1.0,500,5.4346e-20,54.4453369953,-57.5297965102,54.4453369953,26.2706,1.0,0.0025,500.0
100,,-60.1827598375,inf,1.0,6.45971e+13,86.86,,-40.4136,-40.4136,1,4.26709e-41,-60.1827598375,,2.13355e-38,500,0.002,1342.99060029,-60.1827598375,1342.99060029,,1.0,0.002,7.74028645729e-12
100,,-58.2176639877,100.0,0.01,1.0,85.71,0.01,-58.2177,-58.2177,2,1.0,-58.2176639877,1.0,1.0,500,3.50449e-18,51.1937833255,-58.2176639877,51.1937833255,7.11912,1.0,0.01,500.0
100,,-60.0406583817,200.000000102,0.005,1.0,86.9,0.005,-59.1292,-59.1292,2,1.0,-60.0406583817,1.0,1.0,500,2.1793e-19,1349.11447909,-60.0406583817,1349.11447909,26.3436,1.0,0.005,500.0
100,,-58.8289785205,299.999969474,0.00333333,1.0,86.48,0.00333333,-59.0291,-59.0291,2,1.0,-58.8289785205,1.0,1.0,500,5.43914e-20,45.9436877732,-58.8289785205,45.9436877732,21.8595,1.0,0.00333333,500.0
100,,-59.4228599207,400.0,0.0025,1.0,87.24,0.0025,-59.1275,-59.1275,2,1.0,-59.4228599207,1.0,1.0,500,5.4346e-20,51.669458926,-59.4228599207,51.669458926,19.2664,1.0,0.0025,500.0
100,3.63493,-62.2761140133,118.067076225,0.0546373,inf,90.63,0.000244897,-58.9868,-58.9868,1,1.05897,-62.2761140133,0.129669,28.9296,500,1.29655e-05,1329.13400805,-62.2761140133,1329.13400805,14.3633,1.0,0.002,
100,,-62.6033717526,100.0,0.01,1.0,90.84,0.01,-62.6034,-62.6034,2,1.0,-62.6033717526,1.0,1.0,500,3.50449e-18,1344.30986991,-62.6033717526,1344.30986991,36.481,1.0,0.01,500.0
100,,-61.8178390132,200.000000102,0.005,1.0,89.18,0.005,-62.2106,-62.2106,2,1.0,-61.8178390132,1.0,1.0,500,2.1793e-19,1341.1090809,-61.8178390132,1341.1090809,36.4614,1.0,0.005,500.0
100,,-58.8228396301,299.999969474,0.00333333,1.0,86.43,0.00333333,-61.0814,-61.0814,2,1.0,-58.8228396301,1.0,1.0,500,5.43914e-20,52.5355146788,-58.8228396301,52.5355146788,30.1028,1.0,0.00333333,500.0
100,,-59.2195753039,400.0,0.0025,1.0,87.3,0.0025,-60.6159,-60.6159,2,1.0,-59.2195753039,1.0,1.0,500,5.4346e-20,56.9773189409,-59.2195753039,56.9773189409,26.3512,1.0,0.0025,500.0
100,5.62388e-38,-61.3503051843,1.0,1.0,192954.0,88.66,,-50.922,-50.922,1,1.06056e-20,-61.3503051843,,5.30278e-18,500,0.002,1344.48472484,-61.3503051843,1344.48472484,1.19424e-07,1.0,0.002,0.00259129622468
100,,-64.727654718,100.0,0.01,1.0,92.79,0.01,-64.7277,-64.7277,2,1.0,-64.727654718,1.0,1.0,500,3.50449e-18,2598.77911169,-64.727654718,2598.77911169,50.7227,1.0,0.01,500.0
100,,-58.201408937,200.000000102,0.005,1.0,86.0,0.005,-61.4645,-61.4645,2,1.0,-58.201408937,1.0,1.0,500,2.1793e-19,42.3492381106,-58.201408937,42.3492381106,36.3044,1.0,0.005,500.0
100,,-61.4476800498,299.999969474,0.00333333,1.0,88.99,0.00333333,-61.4589,-61.4589,2,1.0,-61.4476800498,1.0,1.0,500,5.43914e-20,1327.0480972,-61.4476800498,1327.0480972,36.2849,1.0,0.00333333,500.0
100,,-58.825077145,400.0,0.0025,1.0,86.81,0.0025,-60.8005,-60.8005,2,1.0,-58.825077145,1.0,1.0,500,5.4346e-20,52.9110450847,-58.825077145,52.9110450847,31.6519,1.0,0.0025,500.0
100,,-59.5130904743,inf,1.0,7797.0,87.63,,-52.6413,-52.6413,1,7.4296e-40,-59.5130904743,,3.7148e-37,500,0.002,43.9713028358,-59.5130904743,43.9713028358,,1.0,0.002,0.0641272203893
100,,-59.476167258,100.0,0.01,1.0,87.31,0.01,-59.4762,-59.4762,2,1.0,-59.476167258,1.0,1.0,500,3.50449e-18,48.1708648497,-59.476167258,48.1708648497,6.90573,1.0,0.01,500.0
100,,-65.4159476057,200.000000102,0.005,1.0,93.84,0.005,-62.4461,-62.4461,2,1.0,-65.4159476057,1.0,1.0,500,2.1793e-19,2586.32549156,-65.4159476057,2586.32549156,36.2339,1.0,0.005,500.0
100,,-62.9087797259,299.999969474,0.00333333,1.0,91.22,0.00333333,-62.6003,-62.6003,2,1.0,-62.9087797259,1.0,1.0,500,5.43914e-20,1330.49395435,-62.9087797259,1330.49395435,36.2543,1.0,0.00333333,500.0
100,,-62.8760957655,400.0,0.0025,1.0,91.4,0.0025,-62.6693,-62.6693,2,1.0,-62.8760957655,1.0,1.0,500,5.4346e-20,1341.79208541,-62.8760957655,1341.79208541,36.3027,1.0,0.0025,500.0
100,1.30226,-66.5694705804,213.638910162,0.0292254,inf,95.41,4.11007e-08,-62.2507,-62.2507,1,0.984685,-66.5694705804,2.02356e-05,14.3889,500,5.37234e-06,2592.53805053,-66.5694705804,2592.53805053,32.3911,1.0,0.002,
100,,-61.2999843363,100.0,0.01,1.0,88.49,0.01,-61.3,-61.3,2,1.0,-61.2999843363,1.0,1.0,500,3.50449e-18,1329.86023479,-61.2999843363,1329.86023479,36.2845,1.0,0.01,500.0
100,,-62.4126776604,200.000000102,0.005,1.0,90.62,0.005,-61.8563,-61.8563,2,1.0,-62.4126776604,1.0,1.0,500,2.1793e-19,1339.14934393,-62.4126776604,1339.14934393,36.352,1.0,0.005,500.0
100,,-57.7693665668,299.999969474,0.00333333,1.0,84.91,0.00333333,-60.494,-60.494,2,1.0,-57.7693665668,1.0,1.0,500,5.43914e-20,42.9731372871,-57.7693665668,42.9731372871,29.9812,1.0,0.00333333,500.0
100,,-63.6406822,400.0,0.0025,1.0,92.69,0.0025,-61.2807,-61.2807,2,1.0,-63.6406822,1.0,1.0,500,5.4346e-20,1330.83450866,-63.6406822,1330.83450866,31.7079,1.0,0.0025,500.0
100,5.9412,-57.1695055546,72.0716261256,0.0839564,inf,83.48,0.00063221,-59.1704,-59.1704,1,0.999307,-57.1695055546,0.315886,41.9491,500,2.37978e-05,44.0621581949,-57.1695055546,44.0621581949,16.1646,1.0,0.002,
100,,-65.3022276178,100.0,0.01,1.0,93.29,0.01,-65.3022,-65.3022,2,1.0,-65.3022276178,1.0,1.0,500,3.50449e-18,2605.56469566,-65.3022276178,2605.56469566,50.7889,1.0,0.01,500.0
100,,-58.4292289615,200.000000102,0.005,1.0,85.84,0.005,-61.8657,-61.8657,2,1.0,-58.4292289615,1.0,1.0,500,2.1793e-19,47.365377526,-58.4292289615,47.365377526,36.4007,1.0,0.005,500.0
100,,-62.1351012114,299.999969474,0.00333333,1.0,90.2,0.00333333,-61.9555,-61.9555,2,1.0,-62.1351012114,1.0,1.0,500,5.43914e-20,1342.56662815,-62.1351012114,1342.56662815,36.4198,1.0,0.00333333,500.0
100,,-62.9894819127,400.0,0.0025,1.0,91.81,0.0025,-62.214,-62.214,2,1.0,-62.9894819127,1.0,1.0,500,5.4346e-20,1330.40725042,-62.9894819127,1330.40725042,36.3906,1.0,0.0025,500.0
100,0.649255,-62.9989813538,294.102873259,0.0217331,inf,91.85,0.000476396,-60.7493,-60.7493,1,0.962049,-62.9989813538,0.229158,10.4542,500,2.80595e-06,1332.30416989,-62.9989813538,1332.30416989,22.2181,1.0,0.002,
100,,-61.6631956905,100.0,0.01,1.0,89.33,0.01,-61.6632,-61.6632,2,1.0,-61.6631956905,1.0,1.0,500,3.50449e-18,1337.22660744,-61.6631956905,1337.22660744,36.3848,1.0,0.01,500.0
100,,-58.1113928047,200.000000102,0.005,1.0,85.21,0.005,-59.8873,-59.8873,2,1.0,-58.1113928047,1.0,1.0,500,2.1793e-19,52.1766817384,-58.1113928047,52.1766817384,26.2851,1.0,0.005,500.0
100,,-66.487362802,299.999969474,0.00333333,1.0,95.29,0.00333333,-62.0873,-62.0873,2,1.0,-66.487362802,1.0,1.0,500,5.43914e-20,2583.2411447,-66.487362802,2583.2411447,36.3697,1.0,0.00333333,500.0
100,,-58.9074507488,400.0,0.0025,1.0,86.72,0.0025,-61.2923,-61.2923,2,1.0,-58.9074507488,1.0,1.0,500,5.4346e-20,78.5928976693,-58.9074507488,78.5928976693,31.8342,1.0,0.0025,500.0
100,6.89995,-69.7010979661,78.7185591072,0.0898488,inf,99.58,0.000815975,-59.3504,-59.3504,1,1.13433,-69.7010979661,0.462794,50.9593,500,2.14499e-05,3828.78306756,-69.7010979661,3828.78306756,45.3916,1.0,0.002,
100,,-59.2043157582,100.0,0.01,1.0,86.96,0.01,-59.2043,-59.2043,2,1.0,-59.2043157582,1.0,1.0,500,3.50449e-18,63.9270983745,-59.2043157582,63.9270983745,7.95536,1.0,0.01,500.0
100,,-58.0801547031,200.000000102,0.005,1.0,85.69,0.005,-58.6422,-58.6422,2,1.0,-58.0801547031,1.0,1.0,500,2.1793e-19,57.122322694,-58.0801547031,57.122322694,7.76115,1.0,0.005,500.0
100,,-58.8246261863,299.999969474,0.00333333,1.0,86.56,0.00333333,-58.703,-58.703,2,1.0,-58.8246261863,1.0,1.0,500,5.43914e-20,53.8581300288,-58.8246261863,53.8581300288,7.61167,1.0,0.00333333,500.0
100,,-62.6496726237,400.0,0.0025,1.0,91.01,0.0025,-59.6897,-59.6897,2,1.0,-62.6496726237,1.0,1.0,500,5.4346e-20,1331.54156243,-62.6496726237,1331.54156243,19.3889,1.0,0.0025,500.0
100,0.316676,-61.1872491205,372.23553258,0.016373,inf,88.43,0.000149859,-59.5975,-59.5975,1,0.95957,-61.1872491205,0.0719001,7.85553,500,1.3757e-06,1340.410118,-61.1872491205,1340.410118,22.0183,1.0,0.002,
100,,-66.20401225,100.0,0.01,1.0,95.11,0.01,-66.204,-66.204,2,1.0,-66.20401225,1.0,1.0,500,3.50449e-18,2588.42152968,-66.20401225,2588.42152968,50.6215,1.0,0.01,500.0
100,,-62.0555914749,200.000000102,0.005,1.0,89.59,0.005,-64.1298,-64.1298,2,1.0,-62.0555914749,1.0,1.0,500,2.1793e-19,1335.83406009,-62.0555914749,1335.83406009,44.1227,1.0,0.005,500.0
100,,-62.3075108565,299.999969474,0.00333333,1.0,90.16,0.00333333,-63.5224,-63.5224,2,1.0,-62.3075108565,1.0,1.0,500,5.43914e-20,1351.80724008,-62.3075108565,1351.80724008,41.7697,1.0,0.00333333,500.0
100,,-58.1224094211,400.0,0.0025,1.0,85.27,0.0025,-62.1724,-62.1724,2,1.0,-58.1224094211,1.0,1.0,500,5.4346e-20,57.6889911923,-58.1224094211,57.6889911923,36.4455,1.0,0.0025,500.0
100,,-59.7154041609,inf,0.999713,inf,88.25,,-41.4069,-41.4069,1,4.71866e-29,-59.7154041609,,2.35865e-26,500,0.00199885,60.3380135679,-59.7154041609,60.3380135679,0.0950384,1.0,0.002,
100,,-62.7704036474,100.0,0.01,1.0,91.45,0.01,-62.7704,-62.7704,2,1.0,-62.7704036474,1.0,1.0,500,3.50449e-18,1334.03865639,-62.7704036474,1334.03865639,36.3414,1.0,0.01,500.0
100,,-61.863476865,200.000000102,0.005,1.0,89.51,0.005,-62.3169,-62.3169,2,1.0,-61.863476865,1.0,1.0,500,2.1793e-19,1338.02231948,-61.863476865,1338.02231948,36.3714,1.0,0.005,500.0
100,,-62.868832379,299.999969474,0.00333333,1.0,91.39,0.00333333,-62.5009,-62.5009,2,1.0,-62.868832379,1.0,1.0,500,5.43914e-20,1337.72836638,-62.868832379,1337.72836638,36.3791,1.0,0.00333333,500.0
100,,-61.7031774211,400.0,0.0025,1.0,89.04,0.0025,-62.3015,-62.3015,2,1.0,-61.7031774211,1.0,1.0,500,5.4346e-20,1330.86032442,-61.7031774211,1330.86032442,36.3605,1.0,0.0025,500.0
100,3.84039,-62.5736614446,106.790226118,0.03263,inf,90.8,1.96316e-37,-58.26,-58.26,1,1.02025,-62.5736614446,1.00146e-34,16.6454,500,1.47578e-05,1326.753217,-62.5736614446,1326.753217,14.2177,1.0,0.002,
100,,-62.3858552009,100.0,0.01,1.0,90.78,0.01,-62.3859,-62.3859,2,1.0,-62.3858552009,1.0,1.0,500,3.50449e-18,1342.40838057,-62.3858552009,1342.40838057,36.4552,1.0,0.01,500.0
100,,-62.3113332064,200.000000102,0.005,1.0,90.3,0.005,-62.3486,-62.3486,2,1.0,-62.3113332064,1.0,1.0,500,2.1793e-19,1341.42884809,-62.3113332064,1341.42884809,36.4486,1.0,0.005,500.0
100,,-57.1670872284,299.999969474,0.00333333,1.0,83.78,0.00333333,-60.6214,-60.6214,2,1.0,-57.1670872284,1.0,1.0,500,5.43914e-20,47.5237829587,-57.1670872284,47.5237829587,30.1217,1.0,0.00333333,500.0
100,,-62.0870379311,400.0,0.0025,1.0,89.79,0.0025,-60.9878,-60.9878,2,1.0,-62.0870379311,1.0,1.0,500,5.4346e-20,1334.92718799,-62.0870379311,1334.92718799,31.8007,1.0,0.0025,500.0
100,7.63708e-43,-59.0877211803,0.999998347042,1.0,2.41857e+06,86.48,,-50.2026,-50.2026,1,3.90956e-23,-59.0877211803,,1.95478e-20,500,0.002,45.6663105789,-59.0877211803,45.6663105789,8.07154e-10,1.0,0.002,0.000206733431918
100,,-59.0572700767,100.0,0.01,1.0,87.08,0.01,-59.0573,-59.0573,2,1.0,-59.0572700767,1.0,1.0,500,3.50449e-18,49.8067869145,-59.0572700767,49.8067869145,7.02202,1.0,0.01,500.0
100,,-58.0155798978,200.000000102,0.005,1.0,85.03,0.005,-58.5364,-58.5364,2,1.0,-58.0155798978,1.0,1.0,500,2.1793e-19,52.6233051479,-58.0155798978,52.6233051479,7.13962,1.0,0.005,500.0
100,,-58.5942631966,299.999969474,0.00333333,1.0,86.53,0.00333333,-58.5557,-58.5557,2,1.0,-58.5942631966,1.0,1.0,500,5.43914e-20,42.5360640077,-58.5942631966,42.5360640077,6.92968,1.0,0.00333333,500.0
100,,-59.6288245744,400.0,0.0025,1.0,87.9,0.0025,-58.824,-58.824,2,1.0,-59.6288245744,1.0,1.0,500,5.4346e-20,65.4248176228,-59.6288245744,65.4248176228,7.24043,1.0,0.0025,500.0
100,2.14004e-19,-58.0383824582,1.0,1.0,8.41493e+06,85.18,,-51.3521,-51.3521,1,2.06883e-11,-58.0383824582,,1.03442e-08,500,0.002,51.9011164107,-58.0383824582,51.9011164107,,1.0,0.002,5.94181725014e-05
100,,-58.2009219453,100.0,0.01,1.0,85.46,0.01,-58.2009,-58.2009,2,1.0,-58.2009219453,1.0,1.0,500,3.50449e-18,46.5119945848,-58.2009219453,46.5119945848,6.78578,1.0,0.01,500.0
100,,-62.035508779,200.000000102,0.005,1.0,89.86,0.005,-60.1182,-60.1182,2,1.0,-62.035508779,1.0,1.0,500,2.1793e-19,1328.65555657,-62.035508779,1328.65555657,26.1607,1.0,0.005,500.0
100,,-61.736262532,299.999969474,0.00333333,1.0,89.4,0.00333333,-60.6576,-60.6576,2,1.0,-61.736262532,1.0,1.0,500,5.43914e-20,1336.43929222,-61.736262532,1336.43929222,29.9644,1.0,0.00333333,500.0
100,,-59.4263752855,400.0,0.0025,1.0,87.47,0.0025,-60.3498,-60.3498,2,1.0,-59.4263752855,1.0,1.0,500,5.4346e-20,67.5306295767,-59.4263752855,67.5306295767,26.2754,1.0,0.0025,500.0
100,2.28982,-58.0969232284,164.991114162,0.0375733,inf,85.64,4.21579e-07,-58.6201,-58.6201,1,1.06088,-58.0969232284,0.000223623,19.9304,500,8.13815e-06,44.8161373681,-58.0969232284,44.8161373681,12.1389,1.0,0.002,
100,,-58.3576918162,100.0,0.01,1.0,85.58,0.01,-58.3577,-58.3577,2,1.0,-58.3576918162,1.0,1.0,500,3.50449e-18,58.7738339631,-58.3576918162,58.7738339631,7.62798,1.0,0.01,500.0
100,,-58.4196247259,200.000000102,0.005,1.0,85.8,0.005,-58.3887,-58.3887,2,1.0,-58.4196247259,1.0,1.0,500,2.1793e-19,42.8907207377,-58.4196247259,42.8907207377,7.09401,1.0,0.005,500.0
100,,-61.2370967965,299.999969474,0.00333333,1.0,88.52,0.00333333,-59.3381,-59.3381,2,1.0,-61.2370967965,1.0,1.0,500,5.43914e-20,1328.00820709,-61.2370967965,1328.00820709,21.7623,1.0,0.00333333,500.0
100,,-62.1884211451,400.0,0.0025,1.0,90.22,0.0025,-60.0507,-60.0507,2,1.0,-62.1884211451,1.0,1.0,500,5.4346e-20,1344.35374913,-62.1884211451,1344.35374913,26.2573,1.0,0.0025,500.0
100,,-62.0996938016,inf,1.0,inf,89.91,,-53.1046,-53.1046,1,1.53293e-38,-62.0996938016,,7.66464e-36,500,0.002,1345.26285411,-62.0996938016,1345.26285411,,1.0,0.002,
100,,-58.2276881945,100.0,0.01,1.0,85.64,0.01,-58.2277,-58.2277,2,1.0,-58.2276881945,1.0,1.0,500,3.50449e-18,53.9308883003,-58.2276881945,53.9308883003,7.30695,1.0,0.01,500.0
100,,-57.929133555,200.000000102,0.005,1.0,85.12,0.005,-58.0784,-58.0784,2,1.0,-57.929133555,1.0,1.0,500,2.1793e-19,51.3339908745,-57.929133555,51.3339908745,7.22,1.0,0.005,500.0
100,,-58.5262964745,299.999969474,0.00333333,1.0,86.26,0.00333333,-58.2277,-58.2277,2,1.0,-58.5262964745,1.0,1.0,500,5.43914e-20,44.8971301407,-58.5262964745,44.8971301407,7.04364,1.0,0.00333333,500.0
100,,-60.1782277775,400.0,0.0025,1.0,86.8,0.0025,-58.7153,-58.7153,2,1.0,-60.1782277775,1.0,1.0,500,5.4346e-20,1351.63889963,-60.1782277775,1351.63889963,19.2991,1.0,0.0025,500.0
100,10.5839,-62.4955642228,1.0,1.0,11002.7,90.65,,-52.7204,-52.7204,1,0.145492,-62.4955642228,,72.7459,500,0.002,1327.09521729,-62.4955642228,1327.09521729,,1.0,0.002,0.0454433984277
100,,-63.9472859852,100.0,0.01,1.0,91.01,0.01,-63.9473,-63.9473,2,1.0,-63.9472859852,1.0,1.0,500,3.50449e-18,2607.28656626,-63.9472859852,2607.28656626,50.8056,1.0,0.01,500.0
100,,-59.5643484399,200.000000102,0.005,1.0,87.5,0.005,-61.7558,-61.7558,2,1.0,-59.5643484399,1.0,1.0,500,2.1793e-19,80.8061441777,-59.5643484399,80.8061441777,36.5432,1.0,0.005,500.0
100,,-62.0787755342,299.999969474,0.00333333,1.0,89.87,0.00333333,-61.8635,-61.8635,2,1.0,-62.0787755342,1.0,1.0,500,5.43914e-20,1331.45374924,-62.0787755342,1331.45374924,36.4647,1.0,0.00333333,500.0
100,,-62.0302679943,400.0,0.0025,1.0,89.53,0.0025,-61.9052,-61.9052,2,1.0,-62.0302679943,1.0,1.0,500,5.4346e-20,1345.83648289,-62.0302679943,1345.83648289,36.474,1.0,0.0025,500.0
100,9.65487,-58.2886289594,102.031041567,0.0161806,439.94,85.55,0.000899777,-59.2023,-59.2023,1,1.57174,-58.2886289594,0.707107,12.7159,500,1.56331e-05,41.066862336,-58.2886289594,41.066862336,22.3348,1.0,0.002,1.13651742731
100,,-62.0550904617,100.0,0.01,1.0,89.77,0.01,-62.0551,-62.0551,2,1.0,-62.0550904617,1.0,1.0,500,3.50449e-18,1341.6409584,-62.0550904617,1341.6409584,36.4448,1.0,0.01,500.0
100,,-61.4168816981,200.000000102,0.005,1.0,88.35,0.005,-61.736,-61.736,2,1.0,-61.4168816981,1.0,1.0,500,2.1793e-19,1331.49758231,-61.4168816981,1331.49758231,36.3773,1.0,0.005,500.0
100,,-59.5046204926,299.999969474,0.00333333,1.0,87.38,0.00333333,-60.9922,-60.9922,2,1.0,-59.5046204926,1.0,1.0,500,5.43914e-20,52.8620369258,-59.5046204926,52.8620369258,30.0126,1.0,0.00333333,500.0
100,,-65.5838498658,400.0,0.0025,1.0,94.17,0.0025,-62.1401,-62.1401,2,1.0,-65.5838498658,1.0,1.0,500,5.4346e-20,2591.0580897,-65.5838498658,2591.0580897,36.3429,1.0,0.0025,500.0
100,0.970538,-58.2925215265,311.698931077,0.00473625,401.608,85.33,0.00111687,-59.9432,-59.9432,1,1.26623,-58.2925215265,0.707107,2.99859,500,2.4213e-06,46.1543210181,-58.2925215265,46.1543210181,19.9924,1.0,0.002,1.24499606037
100,,-58.1936950873,100.0,0.01,1.0,85.3,0.01,-58.1937,-58.1937,2,1.0,-58.1936950873,1.0,1.0,500,3.50449e-18,55.9920319591,-58.1936950873,55.9920319591,7.44527,1.0,0.01,500.0
100,,-57.6977497314,200.000000102,0.005,1.0,84.5,0.005,-57.9457,-57.9457,2,1.0,-57.6977497314,1.0,1.0,500,2.1793e-19,52.4943133551,-57.6977497314,52.4943133551,7.33227,1.0,0.005,500.0
100,,-59.605381346,299.999969474,0.00333333,1.0,87.54,0.00333333,-58.4989,-58.4989,2,1.0,-59.605381346,1.0,1.0,500,5.43914e-20,64.3073140174,-59.605381346,64.3073140174,7.59441,1.0,0.00333333,500.0
100,,-58.8803455287,400.0,0.0025,1.0,86.66,0.0025,-58.5943,-58.5943,2,1.0,-58.8803455287,1.0,1.0,500,5.4346e-20,59.3446163633,-58.8803455287,59.3446163633,7.61389,1.0,0.0025,500.0
100,66446.0,-59.235585582,86.0000336887,0.0116279,483.621,87.03,,-58.1954,-58.1954,1,117.368,-59.235585582,,682.37,500,1.92944e-05,53.1150380622,-59.235585582,53.1150380622,17.7245,1.0,0.002,1.03386638072
100,,-57.854520324,100.0,0.01,1.0,84.97,0.01,-57.8545,-57.8545,2,1.0,-57.854520324,1.0,1.0,500,3.50449e-18,57.8830942421,-57.854520324,57.8830942421,7.56996,1.0,0.01,500.0
100,,-58.8411712043,200.000000102,0.005,1.0,86.5,0.005,-58.3478,-58.3478,2,1.0,-58.8411712043,1.0,1.0,500,2.1793e-19,56.7415481292,-58.8411712043,56.7415481292,7.54868,1.0,0.005,500.0
100,,-58.9387261735,299.999969474,0.00333333,1.0,86.31,0.00333333,-58.5448,-58.5448,2,1.0,-58.9387261735,1.0,1.0,500,5.43914e-20,64.8893219704,-58.9387261735,64.8893219704,7.71229,1.0,0.00333333,500.0
100,,-58.546394567,400.0,0.0025,1.0,85.66,0.0025,-58.5452,-58.5452,2,1.0,-58.546394567,1.0,1.0,500,5.4346e-20,41.0295012975,-58.546394567,41.0295012975,7.4003,1.0,0.0025,500.0
