AvgNormIw,MaxVanillaIw,AvgDiscRet,VanillaAvgRet,IterType,AvgEpLen,VarJ,VarRet,MaxNormIw,Bound,AvgVanillaIw,BatchSize,MinNormIw,ESSClassic,EpsThisIter,ESSRenyi,VarDiscRet,J,MinVanillaIw,Delta,AvgRet,VarVanillaIw,VarNormIw,eRenyi2
0.00333333,1.0,4665.25858721,4665.25858721,2,500.0,12.4284,156.574387612,0.00333333,4666.45,1.0,500,0.00333333,299.999969474,100,500.0,156.574387612,4666.45,1.0,1.0,4665.25858721,,5.43914e-20,1.0
0.0025,1.0,4667.7523277,4667.7523277,2,500.0,12.2224,134.218424711,0.0025,4666.77,1.0,500,0.0025,400.0,100,500.0,134.218424711,4666.77,1.0,1.0,4667.7523277,,5.4346e-20,1.0
0.002,1.0,4666.29197788,4666.29197788,1,500.0,12.222,150.65645481,0.002,4666.68,1.0,500,0.002,500.000006643,100,500.0,150.65645481,4666.68,1.0,1.0,4666.29197788,,5.43187e-20,1.0
0.01,1.0,4668.22306699,4668.22306699,2,500.0,11.1154,124.799415978,0.01,4668.22,1.0,500,0.01,100.0,100,500.0,124.799415978,4668.22,1.0,1.0,4668.22306699,,3.50449e-18,1.0
0.005,1.0,4667.22864987,4667.22864987,2,500.0,11.6896,150.754840275,0.005,4667.73,1.0,500,0.005,200.000000102,100,500.0,150.754840275,4667.73,1.0,1.0,4667.22864987,,2.1793e-19,1.0
0.00333333,1.0,4665.82987774,4665.82987774,2,500.0,11.6825,135.104889427,0.00333333,4667.09,1.0,500,0.00333333,299.999969474,100,500.0,135.104889427,4667.09,1.0,1.0,4665.82987774,,5.43914e-20,1.0
0.0025,1.0,4666.59879478,4666.59879478,2,500.0,11.7988,148.707990804,0.0025,4666.97,1.0,500,0.0025,400.0,100,500.0,148.707990804,4666.97,1.0,1.0,4666.59879478,,5.4346e-20,1.0
0.002,1.0,4667.95735297,4667.95735297,1,500.0,11.6494,122.139015582,0.002,4667.17,1.0,500,0.002,500.000006643,100,500.0,122.139015582,4667.17,1.0,1.0,4667.95735297,,5.43187e-20,1.0
0.01,1.0,4666.51407664,4666.51407664,2,500.0,12.022,145.988496996,0.01,4666.51,1.0,500,0.01,100.0,100,500.0,145.988496996,4666.51,1.0,1.0,4666.51407664,,3.50449e-18,1.0
0.005,1.0,4666.1249816,4666.1249816,2,500.0,12.5281,171.009760836,0.005,4666.32,1.0,500,0.005,200.000000102,100,500.0,171.009760836,4666.32,1.0,1.0,4666.1249816,,2.1793e-19,1.0
0.00333333,1.0,4667.82096548,4667.82096548,2,500.0,12.0005,117.804120306,0.00333333,4666.82,1.0,500,0.00333333,299.999969474,100,500.0,117.804120306,4666.82,1.0,1.0,4667.82096548,,5.43914e-20,1.0
0.0025,1.0,4666.79002167,4666.79002167,2,500.0,12.0657,151.805880469,0.0025,4666.81,1.0,500,0.0025,400.0,100,500.0,151.805880469,4666.81,1.0,1.0,4666.79002167,,5.4346e-20,1.0
0.002,1.0,4668.35299104,4668.35299104,1,500.0,11.8638,120.732484961,0.002,4667.12,1.0,500,0.002,500.000006643,100,500.0,120.732484961,4667.12,1.0,1.0,4668.35299104,,5.43187e-20,1.0
0.01,1.0,4666.32529893,4666.32529893,2,500.0,12.2218,150.880071405,0.01,4666.33,1.0,500,0.01,100.0,100,500.0,150.880071405,4666.33,1.0,1.0,4666.32529893,,3.50449e-18,1.0
0.005,1.0,4665.56134562,4665.56134562,2,500.0,12.1645,147.763360833,0.005,4665.94,1.0,500,0.005,200.000000102,100,500.0,147.763360833,4665.94,1.0,1.0,4665.56134562,,2.1793e-19,1.0
0.00333333,1.0,4665.51319271,4665.51319271,2,500.0,11.9673,134.922343241,0.00333333,4665.8,1.0,500,0.00333333,299.999969474,100,500.0,134.922343241,4665.8,1.0,1.0,4665.51319271,,5.43914e-20,1.0
0.0025,1.0,4665.252312,4665.252312,2,500.0,11.9445,142.237366368,0.0025,4665.66,1.0,500,0.0025,400.0,100,500.0,142.237366368,4665.66,1.0,1.0,4665.252312,,5.4346e-20,1.0
0.002,1.0,4667.96925464,4667.96925464,1,500.0,11.9034,134.859170971,0.002,4666.12,1.0,500,0.002,500.000006643,100,500.0,134.859170971,4666.12,1.0,1.0,4667.96925464,,5.43187e-20,1.0
0.01,1.0,4665.75698988,4665.75698988,2,500.0,13.2051,176.137021465,0.01,4665.76,1.0,500,0.01,100.0,100,500.0,176.137021465,4665.76,1.0,1.0,4665.75698988,,3.50449e-18,1.0
0.005,1.0,4664.73332595,4664.73332595,2,500.0,12.8165,155.17575285,0.005,4665.25,1.0,500,0.005,200.000000102,100,500.0,155.17575285,4665.25,1.0,1.0,4664.73332595,,2.1793e-19,1.0
0.00333333,1.0,4665.65864508,4665.65864508,2,500.0,12.6008,149.194613895,0.00333333,4665.38,1.0,500,0.00333333,299.999969474,100,500.0,149.194613895,4665.38,1.0,1.0,4665.65864508,,5.43914e-20,1.0
0.0025,1.0,4668.58709589,4668.58709589,2,500.0,12.3124,123.57345785,0.0025,4666.18,1.0,500,0.0025,400.0,100,500.0,123.57345785,4666.18,1.0,1.0,4668.58709589,,5.4346e-20,1.0
0.002,1.0,4667.73109924,4667.73109924,1,500.0,12.0538,119.378028427,0.002,4666.49,1.0,500,0.002,500.000006643,100,500.0,119.378028427,4666.49,1.0,1.0,4667.73109924,,5.43187e-20,1.0
0.01,1.0,4667.35233293,4667.35233293,2,500.0,11.7223,138.79966007,0.01,4667.35,1.0,500,0.01,100.0,100,500.0,138.79966007,4667.35,1.0,1.0,4667.35233293,,3.50449e-18,1.0
0.005,1.0,4666.94071267,4666.94071267,2,500.0,11.6406,134.859320059,0.005,4667.15,1.0,500,0.005,200.000000102,100,500.0,134.859320059,4667.15,1.0,1.0,4666.94071267,,2.1793e-19,1.0
0.00333333,1.0,4668.78665871,4668.78665871,2,500.0,11.287,110.495639004,0.00333333,4667.69,1.0,500,0.00333333,299.999969474,100,500.0,110.495639004,4667.69,1.0,1.0,4668.78665871,,5.43914e-20,1.0
0.0025,1.0,4664.99078576,4664.99078576,2,500.0,11.5442,146.877700691,0.0025,4667.02,1.0,500,0.0025,400.0,100,500.0,146.877700691,4667.02,1.0,1.0,4664.99078576,,5.4346e-20,1.0
0.002,1.0,4666.4794533,4666.4794533,1,500.0,11.3983,117.466446242,0.002,4666.91,1.0,500,0.002,500.000006643,100,500.0,117.466446242,4666.91,1.0,1.0,4666.4794533,,5.43187e-20,1.0
0.01,1.0,4666.54493007,4666.54493007,2,500.0,11.0239,122.753725629,0.01,4666.54,1.0,500,0.01,100.0,100,500.0,122.753725629,4666.54,1.0,1.0,4666.54493007,,3.50449e-18,1.0
0.005,1.0,4668.02329454,4668.02329454,2,500.0,11.467,141.782856676,0.005,4667.28,1.0,500,0.005,200.000000102,100,500.0,141.782856676,4667.28,1.0,1.0,4668.02329454,,2.1793e-19,1.0
0.00333333,1.0,4666.85735364,4666.85735364,2,500.0,11.4372,130.629720754,0.00333333,4667.14,1.0,500,0.00333333,299.999969474,100,500.0,130.629720754,4667.14,1.0,1.0,4666.85735364,,5.43914e-20,1.0
0.0025,1.0,4665.91312152,4665.91312152,2,500.0,11.6404,149.928373892,0.0025,4666.83,1.0,500,0.0025,400.0,100,500.0,149.928373892,4666.83,1.0,1.0,4665.91312152,,5.4346e-20,1.0
0.002,1.0,4666.812676,4666.812676,1,500.0,11.4653,116.43791683,0.002,4666.83,1.0,500,0.002,500.000006643,100,500.0,116.43791683,4666.83,1.0,1.0,4666.812676,,5.43187e-20,1.0
0.01,1.0,4668.79974242,4668.79974242,2,500.0,11.6021,135.968502281,0.01,4668.8,1.0,500,0.01,100.0,100,500.0,135.968502281,4668.8,1.0,1.0,4668.79974242,,3.50449e-18,1.0
0.005,1.0,4667.48985338,4667.48985338,2,500.0,11.5971,134.865509977,0.005,4668.14,1.0,500,0.005,200.000000102,100,500.0,134.865509977,4668.14,1.0,1.0,4667.48985338,,2.1793e-19,1.0
0.00333333,1.0,4667.09662909,4667.09662909,2,500.0,11.7141,143.374833568,0.00333333,4667.8,1.0,500,0.00333333,299.999969474,100,500.0,143.374833568,4667.8,1.0,1.0,4667.09662909,,5.43914e-20,1.0
0.0025,1.0,4667.13289898,4667.13289898,2,500.0,11.5506,122.906890352,0.0025,4667.63,1.0,500,0.0025,400.0,100,500.0,122.906890352,4667.63,1.0,1.0,4667.13289898,,5.4346e-20,1.0
0.002,1.0,4668.75697243,4668.75697243,1,500.0,11.5333,131.719816498,0.002,4667.86,1.0,500,0.002,500.000006643,100,500.0,131.719816498,4667.86,1.0,1.0,4668.75697243,,5.43187e-20,1.0
0.01,1.0,4667.02960738,4667.02960738,2,500.0,11.5445,134.621404387,0.01,4667.03,1.0,500,0.01,100.0,100,500.0,134.621404387,4667.03,1.0,1.0,4667.02960738,,3.50449e-18,1.0
0.005,1.0,4665.24839277,4665.24839277,2,500.0,12.3722,173.011469107,0.005,4666.14,1.0,500,0.005,200.000000102,100,500.0,173.011469107,4666.14,1.0,1.0,4665.24839277,,2.1793e-19,1.0
0.00333333,1.0,4665.10624415,4665.10624415,2,500.0,12.4168,157.247179078,0.00333333,4665.79,1.0,500,0.00333333,299.999969474,100,500.0,157.247179078,4665.79,1.0,1.0,4665.10624415,,5.43914e-20,1.0
0.0025,1.0,4667.76146874,4667.76146874,2,500.0,12.1947,130.72206517,0.0025,4666.29,1.0,500,0.0025,400.0,100,500.0,130.72206517,4666.29,1.0,1.0,4667.76146874,,5.4346e-20,1.0
0.002,1.0,4669.49860583,4669.49860583,1,500.0,12.0192,120.414748807,0.002,4666.93,1.0,500,0.002,500.000006643,100,500.0,120.414748807,4666.93,1.0,1.0,4669.49860583,,5.43187e-20,1.0
0.01,1.0,4665.22316903,4665.22316903,2,500.0,12.1023,147.944419959,0.01,4665.22,1.0,500,0.01,100.0,100,500.0,147.944419959,4665.22,1.0,1.0,4665.22316903,,3.50449e-18,1.0
0.005,1.0,4667.94571581,4667.94571581,2,500.0,11.5829,119.351101564,0.005,4666.58,1.0,500,0.005,200.000000102,100,500.0,119.351101564,4666.58,1.0,1.0,4667.94571581,,2.1793e-19,1.0
0.00333333,1.0,4668.75911798,4668.75911798,2,500.0,11.4738,124.709932118,0.00333333,4667.31,1.0,500,0.00333333,299.999969474,100,500.0,124.709932118,4667.31,1.0,1.0,4668.75911798,,5.43914e-20,1.0
0.0025,1.0,4667.11148627,4667.11148627,2,500.0,11.2086,108.64258024,0.0025,4667.26,1.0,500,0.0025,400.0,100,500.0,108.64258024,4667.26,1.0,1.0,4667.11148627,,5.4346e-20,1.0
0.002,1.0,4668.27309922,4668.27309922,1,500.0,11.0442,107.599291965,0.002,4667.46,1.0,500,0.002,500.000006643,100,500.0,107.599291965,4667.46,1.0,1.0,4668.27309922,,5.43187e-20,1.0
0.01,1.0,4666.49774237,4666.49774237,2,500.0,12.5181,158.284544327,0.01,4666.5,1.0,500,0.01,100.0,100,500.0,158.284544327,4666.5,1.0,1.0,4666.49774237,,3.50449e-18,1.0
0.005,1.0,4665.59853262,4665.59853262,2,500.0,12.2503,144.479544579,0.005,4666.05,1.0,500,0.005,200.000000102,100,500.0,144.479544579,4666.05,1.0,1.0,4665.59853262,,2.1793e-19,1.0
0.00333333,1.0,4668.66211056,4668.66211056,2,500.0,12.2723,148.614881071,0.00333333,4666.92,1.0,500,0.00333333,299.999969474,100,500.0,148.614881071,4666.92,1.0,1.0,4668.66211056,,5.43914e-20,1.0
0.0025,1.0,4668.13460309,4668.13460309,2,500.0,11.9789,122.267628349,0.0025,4667.22,1.0,500,0.0025,400.0,100,500.0,122.267628349,4667.22,1.0,1.0,4668.13460309,,5.4346e-20,1.0
0.002,1.0,4666.28706004,4666.28706004,1,500.0,11.886,133.035543581,0.002,4667.04,1.0,500,0.002,500.000006643,100,500.0,133.035543581,4667.04,1.0,1.0,4666.28706004,,5.43187e-20,1.0
0.01,1.0,4667.700872,4667.700872,2,500.0,12.0529,146.740778367,0.01,4667.7,1.0,500,0.01,100.0,100,500.0,146.740778367,4667.7,1.0,1.0,4667.700872,,3.50449e-18,1.0
0.005,1.0,4667.10160389,4667.10160389,2,500.0,12.2304,155.264019099,0.005,4667.4,1.0,500,0.005,200.000000102,100,500.0,155.264019099,4667.4,1.0,1.0,4667.10160389,,2.1793e-19,1.0
0.00333333,1.0,4666.65943134,4666.65943134,2,500.0,12.1685,146.150524361,0.00333333,4667.15,1.0,500,0.00333333,299.999969474,100,500.0,146.150524361,4667.15,1.0,1.0,4666.65943134,,5.43914e-20,1.0
0.0025,1.0,4667.59299555,4667.59299555,2,500.0,11.8829,121.668418684,0.0025,4667.26,1.0,500,0.0025,400.0,100,500.0,121.668418684,4667.26,1.0,1.0,4667.59299555,,5.4346e-20,1.0
0.002,1.0,4664.2488907,4664.2488907,1,500.0,11.9026,137.646830958,0.002,4666.66,1.0,500,0.002,500.000006643,100,500.0,137.646830958,4666.66,1.0,1.0,4664.2488907,,5.43187e-20,1.0
0.01,1.0,4665.60395777,4665.60395777,2,500.0,12.695,162.791807994,0.01,4665.6,1.0,500,0.01,100.0,100,500.0,162.791807994,4665.6,1.0,1.0,4665.60395777,,3.50449e-18,1.0
0.005,1.0,4666.51090044,4666.51090044,2,500.0,12.1445,134.748194365,0.005,4666.06,1.0,500,0.005,200.000000102,100,500.0,134.748194365,4666.06,1.0,1.0,4666.51090044,,2.1793e-19,1.0
0.00333333,1.0,4665.22446149,4665.22446149,2,500.0,12.3868,166.526168626,0.00333333,4665.78,1.0,500,0.00333333,299.999969474,100,500.0,166.526168626,4665.78,1.0,1.0,4665.22446149,,5.43914e-20,1.0
0.0025,1.0,4665.74491653,4665.74491653,2,500.0,12.25,141.358991135,0.0025,4665.77,1.0,500,0.0025,400.0,100,500.0,141.358991135,4665.77,1.0,1.0,4665.74491653,,5.4346e-20,1.0
0.002,1.0,4666.91396387,4666.91396387,1,500.0,12.0929,131.209524165,0.002,4666.0,1.0,500,0.002,500.000006643,100,500.0,131.209524165,4666.0,1.0,1.0,4666.91396387,,5.43187e-20,1.0
0.01,1.0,4665.85759614,4665.85759614,2,500.0,12.3359,153.710992741,0.01,4665.86,1.0,500,0.01,100.0,100,500.0,153.710992741,4665.86,1.0,1.0,4665.85759614,,3.50449e-18,1.0
0.005,1.0,4666.95832662,4666.95832662,2,500.0,12.1985,146.292361171,0.005,4666.41,1.0,500,0.005,200.000000102,100,500.0,146.292361171,4666.41,1.0,1.0,4666.95832662,,2.1793e-19,1.0
0.00333333,1.0,4666.26447783,4666.26447783,2,500.0,12.0367,138.40856464,0.00333333,4666.36,1.0,500,0.00333333,299.999969474,100,500.0,138.40856464,4666.36,1.0,1.0,4666.26447783,,5.43914e-20,1.0
0.0025,1.0,4667.65716532,4667.65716532,2,500.0,11.7531,117.812480307,0.0025,4666.68,1.0,500,0.0025,400.0,100,500.0,117.812480307,4666.68,1.0,1.0,4667.65716532,,5.4346e-20,1.0
0.002,1.0,4667.45159096,4667.45159096,1,500.0,11.6491,126.764493115,0.002,4666.84,1.0,500,0.002,500.000006643,100,500.0,126.764493115,4666.84,1.0,1.0,4667.45159096,,5.43187e-20,1.0
0.01,1.0,4666.30562712,4666.30562712,2,500.0,12.9186,168.577360953,0.01,4666.31,1.0,500,0.01,100.0,100,500.0,168.577360953,4666.31,1.0,1.0,4666.30562712,,3.50449e-18,1.0
0.005,1.0,4666.86757203,4666.86757203,2,500.0,12.4039,142.086325201,0.005,4666.59,1.0,500,0.005,200.000000102,100,500.0,142.086325201,4666.59,1.0,1.0,4666.86757203,,2.1793e-19,1.0
0.00333333,1.0,4667.58977051,4667.58977051,2,500.0,12.2378,142.332059635,0.00333333,4666.92,1.0,500,0.00333333,299.999969474,100,500.0,142.332059635,4666.92,1.0,1.0,4667.58977051,,5.43914e-20,1.0
0.0025,1.0,4667.72179487,4667.72179487,2,500.0,11.9192,119.690176856,0.0025,4667.12,1.0,500,0.0025,400.0,100,500.0,119.690176856,4667.12,1.0,1.0,4667.72179487,,5.4346e-20,1.0
0.002,1.0,4667.71268307,4667.71268307,1,500.0,11.844,134.191027012,0.002,4667.24,1.0,500,0.002,500.000006643,100,500.0,134.191027012,4667.24,1.0,1.0,4667.71268307,,5.43187e-20,1.0
0.01,1.0,4665.80040868,4665.80040868,2,500.0,12.5972,160.291869953,0.01,4665.8,1.0,500,0.01,100.0,100,500.0,160.291869953,4665.8,1.0,1.0,4665.80040868,,3.50449e-18,1.0
0.005,1.0,4666.73671448,4666.73671448,2,500.0,12.2697,143.3966988,0.005,4666.27,1.0,500,0.005,200.000000102,100,500.0,143.3966988,4666.27,1.0,1.0,4666.73671448,,2.1793e-19,1.0
0.00333333,1.0,4665.90148535,4665.90148535,2,500.0,12.0896,138.685002889,0.00333333,4666.15,1.0,500,0.00333333,299.999969474,100,500.0,138.685002889,4666.15,1.0,1.0,4665.90148535,,5.43914e-20,1.0
0.0025,1.0,4666.83548222,4666.83548222,2,500.0,11.9909,137.665906749,0.0025,4666.32,1.0,500,0.0025,400.0,100,500.0,137.665906749,4666.32,1.0,1.0,4666.83548222,,5.4346e-20,1.0
0.002,1.0,4666.41249061,4666.41249061,1,500.0,11.9097,135.430238023,0.002,4666.34,1.0,500,0.002,500.000006643,100,500.0,135.430238023,4666.34,1.0,1.0,4666.41249061,,5.43187e-20,1.0
0.01,1.0,4666.46763191,4666.46763191,2,500.0,11.9927,145.277460453,0.01,4666.47,1.0,500,0.01,100.0,100,500.0,145.277460453,4666.47,1.0,1.0,4666.46763191,,3.50449e-18,1.0
0.005,1.0,4665.82728113,4665.82728113,2,500.0,12.0584,148.262278506,0.005,4666.15,1.0,500,0.005,200.000000102,100,500.0,148.262278506,4666.15,1.0,1.0,4665.82728113,,2.1793e-19,1.0
0.00333333,1.0,4666.60659645,4666.60659645,2,500.0,11.6897,120.199550395,0.00333333,4666.3,1.0,500,0.00333333,299.999969474,100,500.0,120.199550395,4666.3,1.0,1.0,4666.60659645,,5.43914e-20,1.0
0.0025,1.0,4666.70157602,4666.70157602,2,500.0,11.9044,158.374384409,0.0025,4666.4,1.0,500,0.0025,400.0,100,500.0,158.374384409,4666.4,1.0,1.0,4666.70157602,,5.4346e-20,1.0
0.002,1.0,4666.64965487,4666.64965487,1,500.0,11.8169,132.615138827,0.002,4666.45,1.0,500,0.002,500.000006643,100,500.0,132.615138827,4666.45,1.0,1.0,4666.64965487,,5.43187e-20,1.0
0.01,1.0,4668.05660548,4668.05660548,2,500.0,11.2886,128.72062218,0.01,4668.06,1.0,500,0.01,100.0,100,500.0,128.72062218,4668.06,1.0,1.0,4668.05660548,,3.50449e-18,1.0
0.005,1.0,4668.63565507,4668.63565507,2,500.0,11.2032,124.670789199,0.005,4668.35,1.0,500,0.005,200.000000102,100,500.0,124.670789199,4668.35,1.0,1.0,4668.63565507,,2.1793e-19,1.0
0.00333333,1.0,4667.74643708,4667.74643708,2,500.0,11.3297,135.174844109,0.00333333,4668.15,1.0,500,0.00333333,299.999969474,100,500.0,135.174844109,4668.15,1.0,1.0,4667.74643708,,5.43914e-20,1.0
0.0025,1.0,4664.91457287,4664.91457287,2,500.0,11.5428,141.44186708,0.0025,4667.34,1.0,500,0.0025,400.0,100,500.0,141.44186708,4667.34,1.0,1.0,4664.91457287,,5.4346e-20,1.0
0.002,1.0,4665.94962576,4665.94962576,1,500.0,11.7622,158.838041585,0.002,4667.06,1.0,500,0.002,500.000006643,100,500.0,158.838041585,4667.06,1.0,1.0,4665.94962576,,5.43187e-20,1.0
0.01,1.0,4665.94166544,4665.94166544,2,500.0,12.2098,150.585171651,0.01,4665.94,1.0,500,0.01,100.0,100,500.0,150.585171651,4665.94,1.0,1.0,4665.94166544,,3.50449e-18,1.0
0.005,1.0,4664.31453912,4664.31453912,2,500.0,12.2475,151.112423354,0.005,4665.13,1.0,500,0.005,200.000000102,100,500.0,151.112423354,4665.13,1.0,1.0,4664.31453912,,2.1793e-19,1.0
0.00333333,1.0,4666.48352905,4666.48352905,2,500.0,11.9558,128.885790353,0.00333333,4665.58,1.0,500,0.00333333,299.999969474,100,500.0,128.885790353,4665.58,1.0,1.0,4666.48352905,,5.43914e-20,1.0
0.0025,1.0,4667.27075804,4667.27075804,2,500.0,12.1361,159.768826716,0.0025,4666.0,1.0,500,0.0025,400.0,100,500.0,159.768826716,4666.0,1.0,1.0,4667.27075804,,5.4346e-20,1.0
0.002,1.0,4667.15113337,4667.15113337,1,500.0,12.1525,149.721655334,0.002,4666.23,1.0,500,0.002,500.000006643,100,500.0,149.721655334,4666.23,1.0,1.0,4667.15113337,,5.43187e-20,1.0
0.01,1.0,4666.30255497,4666.30255497,2,500.0,10.8114,118.066608309,0.01,4666.3,1.0,500,0.01,100.0,100,500.0,118.066608309,4666.3,1.0,1.0,4666.30255497,,3.50449e-18,1.0
0.005,1.0,4666.0719776,4666.0719776,2,500.0,11.3082,140.239657877,0.005,4666.19,1.0,500,0.005,200.000000102,100,500.0,140.239657877,4666.19,1.0,1.0,4666.0719776,,2.1793e-19,1.0
0.00333333,1.0,4667.96419612,4667.96419612,2,500.0,11.3814,132.073504749,0.00333333,4666.78,1.0,500,0.00333333,299.999969474,100,500.0,132.073504749,4666.78,1.0,1.0,4667.96419612,,5.43914e-20,1.0
0.0025,1.0,4666.38022994,4666.38022994,2,500.0,11.3611,128.858295872,0.0025,4666.68,1.0,500,0.0025,400.0,100,500.0,128.858295872,4666.68,1.0,1.0,4666.38022994,,5.4346e-20,1.0
0.002,1.0,4667.75666824,4667.75666824,1,500.0,11.3693,130.384840672,0.002,4666.9,1.0,500,0.002,500.000006643,100,500.0,130.384840672,4666.9,1.0,1.0,4667.75666824,,5.43187e-20,1.0
0.01,1.0,4667.53260834,4667.53260834,2,500.0,11.5954,135.811287761,0.01,4667.53,1.0,500,0.01,100.0,100,500.0,135.811287761,4667.53,1.0,1.0,4667.53260834,,3.50449e-18,1.0
0.005,1.0,4665.12584843,4665.12584843,2,500.0,12.0876,156.434046988,0.005,4666.33,1.0,500,0.005,200.000000102,100,500.0,156.434046988,4666.33,1.0,1.0,4665.12584843,,2.1793e-19,1.0
0.00333333,1.0,4666.79735687,4666.79735687,2,500.0,11.8639,131.201776005,0.00333333,4666.48,1.0,500,0.00333333,299.999969474,100,500.0,131.201776005,4666.48,1.0,1.0,4666.79735687,,5.43914e-20,1.0
0.0025,1.0,4664.79242898,4664.79242898,2,500.0,11.9594,149.197330697,0.0025,4666.06,1.0,500,0.0025,400.0,100,500.0,149.197330697,4666.06,1.0,1.0,4664.79242898,,5.4346e-20,1.0
0.002,1.0,4665.7869225,4665.7869225,1,500.0,11.9542,143.778243156,0.002,4666.01,1.0,500,0.002,500.000006643,100,500.0,143.778243156,4666.01,1.0,1.0,4665.7869225,,5.43187e-20,1.0
0.01,1.0,4667.31225889,4667.31225889,2,500.0,11.4692,132.872311901,0.01,4667.31,1.0,500,0.01,100.0,100,500.0,132.872311901,4667.31,1.0,1.0,4667.31225889,,3.50449e-18,1.0
0.005,1.0,4666.93829758,4666.93829758,2,500.0,11.7737,147.099060415,0.005,4667.12,1.0,500,0.005,200.000000102,100,500.0,147.099060415,4667.12,1.0,1.0,4666.93829758,,2.1793e-19,1.0
0.00333333,1.0,4669.31958894,4669.31958894,2,500.0,11.6228,126.078349647,0.00333333,4667.86,1.0,500,0.00333333,299.999969474,100,500.0,126.078349647,4667.86,1.0,1.0,4669.31958894,,5.43914e-20,1.0
0.0025,1.0,4666.20558443,4666.20558443,2,500.0,11.7257,144.099765985,0.0025,4667.44,1.0,500,0.0025,400.0,100,500.0,144.099765985,4667.44,1.0,1.0,4666.20558443,,5.4346e-20,1.0
0.002,1.0,4667.26979287,4667.26979287,1,500.0,11.555,118.777882328,0.002,4667.41,1.0,500,0.002,500.000006643,100,500.0,118.777882328,4667.41,1.0,1.0,4667.26979287,,5.43187e-20,1.0
0.01,1.0,4665.42237795,4665.42237795,2,500.0,12.2724,152.131683855,0.01,4665.42,1.0,500,0.01,100.0,100,500.0,152.131683855,4665.42,1.0,1.0,4665.42237795,,3.50449e-18,1.0
0.005,1.0,4667.58447468,4667.58447468,2,500.0,12.1289,142.699759714,0.005,4666.5,1.0,500,0.005,200.000000102,100,500.0,142.699759714,4666.5,1.0,1.0,4667.58447468,,2.1793e-19,1.0
0.00333333,1.0,4666.27727358,4666.27727358,2,500.0,11.7056,117.989108039,0.00333333,4666.43,1.0,500,0.00333333,299.999969474,100,500.0,117.989108039,4666.43,1.0,1.0,4666.27727358,,5.43914e-20,1.0
0.0025,1.0,4666.61260994,4666.61260994,2,500.0,11.8713,154.166277507,0.0025,4666.47,1.0,500,0.0025,400.0,100,500.0,154.166277507,4666.47,1.0,1.0,4666.61260994,,5.4346e-20,1.0
0.002,1.0,4668.25316264,4668.25316264,1,500.0,11.6387,112.177686929,0.002,4666.83,1.0,500,0.002,500.000006643,100,500.0,112.177686929,4666.83,1.0,1.0,4668.25316264,,5.43187e-20,1.0
0.01,1.0,4667.82888551,4667.82888551,2,500.0,12.3103,153.073478935,0.01,4667.83,1.0,500,0.01,100.0,100,500.0,153.073478935,4667.83,1.0,1.0,4667.82888551,,3.50449e-18,1.0
0.005,1.0,4667.75464093,4667.75464093,2,500.0,11.7091,123.89862295,0.005,4667.79,1.0,500,0.005,200.000000102,100,500.0,123.89862295,4667.79,1.0,1.0,4667.75464093,,2.1793e-19,1.0
0.00333333,1.0,4666.70846374,4666.70846374,2,500.0,11.5971,129.791338825,0.00333333,4667.43,1.0,500,0.00333333,299.999969474,100,500.0,129.791338825,4667.43,1.0,1.0,4666.70846374,,5.43914e-20,1.0
0.0025,1.0,4665.93210979,4665.93210979,2,500.0,11.6289,137.136193521,0.0025,4667.06,1.0,500,0.0025,400.0,100,500.0,137.136193521,4667.06,1.0,1.0,4665.93210979,,5.4346e-20,1.0
0.002,1.0,4668.34676088,4668.34676088,1,500.0,11.5572,126.846030663,0.002,4667.31,1.0,500,0.002,500.000006643,100,500.0,126.846030663,4667.31,1.0,1.0,4668.34676088,,5.43187e-20,1.0
0.01,1.0,4668.04455779,4668.04455779,2,500.0,11.3859,130.948916829,0.01,4668.04,1.0,500,0.01,100.0,100,500.0,130.948916829,4668.04,1.0,1.0,4668.04455779,,3.50449e-18,1.0
0.005,1.0,4666.85224742,4666.85224742,2,500.0,11.4307,132.294538678,0.005,4667.45,1.0,500,0.005,200.000000102,100,500.0,132.294538678,4667.45,1.0,1.0,4666.85224742,,2.1793e-19,1.0
0.00333333,1.0,4664.8354067,4664.8354067,2,500.0,11.8733,158.637166555,0.00333333,4666.58,1.0,500,0.00333333,299.999969474,100,500.0,158.637166555,4666.58,1.0,1.0,4664.8354067,,5.43914e-20,1.0
0.0025,1.0,4667.41858373,4667.41858373,2,500.0,12.0587,159.788148619,0.0025,4666.79,1.0,500,0.0025,400.0,100,500.0,159.788148619,4666.79,1.0,1.0,4667.41858373,,5.4346e-20,1.0
0.002,1.0,4669.45766998,4669.45766998,1,500.0,11.7915,108.940536005,0.002,4667.32,1.0,500,0.002,500.000006643,100,500.0,108.940536005,4667.32,1.0,1.0,4669.45766998,,5.43187e-20,1.0
0.01,1.0,4666.60080386,4666.60080386,2,500.0,11.7243,138.848777226,0.01,4666.6,1.0,500,0.01,100.0,100,500.0,138.848777226,4666.6,1.0,1.0,4666.60080386,,3.50449e-18,1.0
0.005,1.0,4665.00363089,4665.00363089,2,500.0,12.4758,174.297137318,0.005,4665.8,1.0,500,0.005,200.000000102,100,500.0,174.297137318,4665.8,1.0,1.0,4665.00363089,,2.1793e-19,1.0
