renyi2,EpsThisIter,VarVanillaIw,ESSRenyi,AvgRet,IterType,AvgNormIw,VarNormIw,SamplesThisIter,AvgVanillaIw,MinVanillaIw,MinNormIw,VarRet,VarDiscRet,J,VarJ,ESSClassic,MaxVanillaIw,VanillaAvgRet,Bound,MaxNormIw,delta,BatchSize,AvgEpLen,AvgDiscRet
nan,196,30.8656,nan,2544.48357324,1,2.83447e-05,5.07897e-09,50000,2.20964,,,4113159.68914,4113159.68914,864338.0,15201.2,3.081249279,141.322,2544.48357324,4386.72,0.00181284,0.5,100,255.102040816,2544.48357324
nan,216,85.2497,nan,2307.36755942,1,2.57202e-05,5.80451e-09,50000,3.117,,,3566651.28905,3566651.28905,864167.0,14556.4,3.19750825387,136.943,2307.36755942,4337.15,0.00113,0.5,100,231.481481481,2307.36755942
nan,184,20.7199,nan,2711.52870263,1,3.01932e-05,5.32105e-09,50000,1.8841,,,4179845.33533,4179845.33533,871046.0,12749.9,2.89486559456,145.203,2711.52870263,4418.56,0.00232691,0.5,100,271.739130435,2711.52870263
nan,196,42.2675,nan,2544.47919122,1,2.83447e-05,5.56104e-09,50000,2.47114,,,4324972.75284,4324972.75284,859810.0,16511.7,3.94935910487,116.505,2544.47919122,4386.33,0.00133635,0.5,100,255.102040816,2544.47919122
nan,156,4.29214,nan,3200.80628061,1,3.56125e-05,3.30944e-09,50000,1.28252,,,4612505.52785,4612505.52785,873841.0,9685.85,3.7755474512,14.5085,3200.80628061,4462.97,0.000402867,0.5,100,320.512820513,3200.80628061
nan,156,5.80432,nan,3200.26924799,1,3.56125e-05,3.54905e-09,50000,1.4402,,,4391260.18859,4391260.18859,865353.0,10744.4,3.06197414092,13.329,3200.26924799,4434.48,0.000329594,0.5,100,320.512820513,3200.26924799
nan,184,17.8435,nan,2711.51389808,1,3.01932e-05,4.93323e-09,50000,1.81587,,,4561315.22373,4561315.22373,861353.0,13261.9,3.46712467001,101.409,2711.51389808,4416.57,0.00168618,0.5,100,271.739130435,2711.51389808
nan,132,2.07105,nan,3784.29701345,1,4.20875e-05,2.91208e-09,50000,1.1224,,,3304373.68653,3304373.68653,876560.0,7311.43,2.9793359575,9.14678,3784.29701345,4451.09,0.000342984,0.5,100,378.787878788,3784.29701345
nan,128,1.67939,nan,3903.17733382,1,4.34028e-05,2.61897e-09,50000,1.09908,3.29857e-32,1.30261e-36,2921410.12884,2921410.12884,879318.0,6596.59,3.01425574249,9.30333,3903.17733382,4464.9,0.00036739,0.5,100,390.625,3903.17733382
nan,132,1.94194,nan,3784.2592403,1,4.20875e-05,2.60247e-09,50000,1.14968,7.44188e-36,2.72432e-40,3426173.50071,3426173.50071,871169.0,8141.66,2.62502419594,10.6278,3784.2592403,4452.9,0.000389063,0.5,100,378.787878788,3784.2592403
nan,132,1.61607,nan,3784.57263599,1,4.20875e-05,2.49371e-09,50000,1.07142,,,3559329.68685,3559329.68685,878643.0,7086.98,3.99460441358,9.59408,3784.57263599,4470.28,0.000376874,0.5,100,378.787878788,3784.57263599
nan,152,4.32339,nan,3284.74235337,1,3.65497e-05,3.42564e-09,50000,1.29845,,,4350464.94923,4350464.94923,868440.0,10082.8,3.71573311917,25.3639,3284.74235337,4449.42,0.000713962,0.5,100,328.947368421,3284.74235337
nan,136,1.99183,nan,3672.98070052,1,4.08497e-05,2.77861e-09,50000,1.09371,,,3947202.01603,3947202.01603,877599.0,7398.19,3.32316315307,19.264,3672.98070052,4466.27,0.000719506,0.5,100,367.647058824,3672.98070052
nan,116,0.682829,nan,4307.98360175,1,4.78927e-05,1.61485e-09,50000,0.984825,1.67459e-12,8.14366e-17,2255277.47846,2255277.47846,884459.0,5080.67,2.14863160594,4.50553,4307.98360175,4476.64,0.000219107,0.5,100,431.034482759,4307.98360175
nan,124,1.22349,nan,4029.44025645,1,4.48029e-05,2.30161e-09,50000,1.03298,4.04401e-20,1.75399e-24,2898199.72789,2898199.72789,875721.0,7377.56,3.77782629452,6.04268,4029.44025645,4464.01,0.000262087,0.5,100,403.225806452,4029.44025645
nan,128,1.86005,nan,3902.2393179,1,4.34028e-05,2.78017e-09,50000,1.12265,,,3194839.87444,3194839.87444,872953.0,7601.02,3.28837938461,10.0075,3902.2393179,4437.8,0.000386899,0.5,100,390.625,3902.2393179
nan,108,0.323841,nan,4628.25317861,1,5.14403e-05,8.81723e-10,50000,0.985833,1.19741e-09,6.24805e-14,1168522.61978,1168522.61978,890059.0,3859.76,1.47575512216,3.08641,4628.25317861,4488.39,0.000161047,0.5,100,462.962962963,4628.25317861
nan,128,1.38127,nan,3902.83401177,1,4.34028e-05,2.39853e-09,50000,1.04156,2.67729e-28,1.11565e-32,3497810.53226,3497810.53226,878048.0,7083.84,2.71717853874,7.02999,3902.83401177,4475.54,0.000292946,0.5,100,390.625,3902.83401177
nan,140,1.99592,nan,3568.0236616,1,3.96825e-05,2.73283e-09,50000,1.07242,2.08452e-38,7.70714e-43,4304387.43928,4304387.43928,878927.0,7655.39,3.15176739993,9.33288,3568.0236616,4476.43,0.000345343,0.5,100,357.142857143,3568.0236616
nan,116,0.763757,nan,4308.00715336,1,4.78927e-05,1.72074e-09,50000,1.009,5.80263e-31,2.75426e-35,2081201.81726,2081201.81726,881937.0,5481.11,2.72063035877,4.2864,4308.00715336,4470.02,0.000203457,0.5,100,431.034482759,4308.00715336
nan,124,1.27064,nan,4029.40877091,1,4.48029e-05,2.26923e-09,50000,1.06017,,,2619362.79747,2619362.79747,878337.0,6612.72,2.59262986021,5.58734,4029.40877091,4464.82,0.000236121,0.5,100,403.225806452,4029.40877091
nan,108,0.326555,nan,4628.28164927,1,5.14403e-05,8.66671e-10,50000,0.998516,1.69346e-08,8.72414e-13,1343878.62972,1343878.62972,890182.0,3859.79,1.45504301844,3.58245,4628.28164927,4487.88,0.000184556,0.5,100,462.962962963,4628.28164927
nan,116,0.623788,nan,4308.37192154,1,4.78927e-05,1.53072e-09,50000,0.966808,8.97932e-14,4.44808e-18,2597633.71987,2597633.71987,886304.0,4624.71,2.59076590498,4.66262,4308.37192154,4477.47,0.000230972,0.5,100,431.034482759,4308.37192154
nan,160,4.35822,nan,3120.28890154,1,3.47222e-05,3.36362e-09,50000,1.24985,,,5038649.85207,5038649.85207,873118.0,10485.8,2.8919211185,36.666,3120.28890154,4455.08,0.00101862,0.5,100,312.5,3120.28890154
nan,136,1.59896,nan,3673.30784393,1,4.08497e-05,2.42583e-09,50000,1.04876,3.59631e-30,1.40078e-34,4088728.22467,4088728.22467,875360.0,8113.67,3.43622009314,8.85885,3673.30784393,4476.04,0.000345056,0.5,100,367.647058824,3673.30784393
nan,112,0.609671,nan,4462.58530961,1,4.96032e-05,1.43746e-09,50000,1.02155,4.5792e-14,2.22351e-18,1495828.36929,1495828.36929,886125.0,4580.51,1.97542478679,5.8949,4462.58530961,4477.13,0.000286237,0.5,100,446.428571429,4462.58530961
nan,132,3.11065,nan,3783.94379627,1,4.20875e-05,3.24214e-09,50000,1.30366,,,2840174.58692,2840174.58692,871395.0,7914.25,2.45846440209,15.997,3783.94379627,4438.59,0.000516449,0.5,100,378.787878788,3783.94379627
nan,136,2.42928,nan,3672.69661436,1,4.08497e-05,2.77322e-09,50000,1.20902,,,3738681.73098,3738681.73098,867092.0,9293.08,2.21856193264,11.3604,3672.69661436,4452.42,0.000383838,0.5,100,367.647058824,3672.69661436
nan,132,2.07098,nan,3783.9926119,1,4.20875e-05,2.83079e-09,50000,1.13838,5.03974e-32,1.86326e-36,3455495.62518,3455495.62518,869118.0,8495.56,2.93504042244,14.2011,3783.9926119,4443.84,0.000525036,0.5,100,378.787878788,3783.9926119
nan,136,1.86581,nan,3672.95904396,1,4.08497e-05,2.44367e-09,50000,1.12876,,,3679264.04125,3679264.04125,870558.0,8701.16,3.74120904377,8.43065,3672.95904396,4462.49,0.000305105,0.5,100,367.647058824,3672.95904396
nan,120,0.944106,nan,4163.74061633,1,4.62963e-05,1.86717e-09,50000,1.04103,1.70509e-14,7.58278e-19,2782860.76366,2782860.76366,879034.0,6425.86,1.9099165298,6.65383,4163.74061633,4464.91,0.000295906,0.5,100,416.666666667,4163.74061633
nan,140,3.15388,nan,3566.60622552,1,3.96825e-05,3.19277e-09,50000,1.24721,,,3563697.02973,3563697.02973,868633.0,8754.92,3.19955426232,12.3257,3566.60622552,4433.56,0.00039217,0.5,100,357.142857143,3566.60622552
nan,128,1.43305,nan,3903.4995918,1,4.34028e-05,2.36014e-09,50000,1.0695,,,3400508.44821,3400508.44821,875731.0,7874.63,2.78927586162,7.45251,3903.4995918,4476.51,0.000302441,0.5,100,390.625,3903.4995918
nan,132,1.58336,nan,3784.61794772,1,4.20875e-05,2.35765e-09,50000,1.0907,7.5752e-30,2.9231e-34,3752870.03653,3752870.03653,875066.0,7924.48,3.29149819557,8.91028,3784.61794772,4468.11,0.000343828,0.5,100,378.787878788,3784.61794772
nan,120,1.00717,nan,4163.7430524,1,4.62963e-05,1.92595e-09,50000,1.0587,2.62491e-14,1.14785e-18,2520579.91706,2520579.91706,873659.0,7217.24,2.32487773684,5.15425,4163.7430524,4455.33,0.000225392,0.5,100,416.666666667,4163.7430524
nan,112,0.652971,nan,4462.22028127,1,4.96032e-05,1.45571e-09,50000,1.05056,2.55277e-08,1.20532e-12,1315163.06196,1315163.06196,882314.0,5247.3,2.72667038279,3.72431,4462.22028127,4464.81,0.000175848,0.5,100,446.428571429,4462.22028127
nan,116,0.607457,nan,4308.3919334,1,4.78927e-05,1.38394e-09,50000,1.00339,1.51269e-14,7.22022e-19,2554252.10286,2554252.10286,880335.0,7007.17,2.05273327739,6.18251,4308.3919334,4486.44,0.000295098,0.5,100,431.034482759,4308.3919334
nan,116,0.736141,nan,4308.36647649,1,4.78927e-05,1.72878e-09,50000,0.988279,2.11448e-21,1.02469e-25,2333026.38136,2333026.38136,882671.0,5779.25,2.3553325342,9.59697,4308.36647649,4477.11,0.000465076,0.5,100,431.034482759,4308.36647649
nan,120,0.846642,nan,4164.41620501,1,4.62963e-05,1.86346e-09,50000,0.986816,1.36466e-21,6.40226e-26,2691047.07993,2691047.07993,877611.0,7051.25,2.01316912921,5.83048,4164.41620501,4477.02,0.000273536,0.5,100,416.666666667,4164.41620501
nan,112,0.507778,nan,4462.26971822,1,4.96032e-05,1.26207e-09,50000,0.994958,5.70698e-09,2.84519e-13,1864369.79649,1864369.79649,886461.0,5038.61,1.95728736988,4.81528,4462.26971822,4485.35,0.000240063,0.5,100,446.428571429,4462.26971822
nan,124,1.37783,nan,4029.4474556,1,4.48029e-05,2.232e-09,50000,1.11316,,,2918902.86395,2918902.86395,875709.0,7327.07,2.50630356907,7.30378,4029.4474556,4465.25,0.000293965,0.5,100,403.225806452,4029.4474556
nan,128,1.30534,nan,3903.51724785,1,4.34028e-05,2.15881e-09,50000,1.06726,3.18902e-18,1.29689e-22,3393157.80523,3393157.80523,872605.0,8193.55,2.40973904328,10.8366,3903.51724785,4474.73,0.000440695,0.5,100,390.625,3903.51724785
nan,116,0.62345,nan,4308.38278994,1,4.78927e-05,1.40604e-09,50000,1.00849,6.08251e-20,2.88855e-24,2528901.00067,2528901.00067,882928.0,6262.28,1.98834161936,4.28361,4308.38278994,4487.97,0.000203426,0.5,100,431.034482759,4308.38278994
nan,120,0.708163,nan,4164.45475388,1,4.62963e-05,1.65231e-09,50000,0.958444,3.83975e-14,1.85474e-18,3111035.26958,3111035.26958,881136.0,6663.45,1.84518530663,5.87391,4164.45475388,4485.48,0.000283731,0.5,100,416.666666667,4164.45475388
nan,112,0.440478,nan,4462.61156636,1,4.96032e-05,1.13571e-09,50000,0.976871,2.34572e-11,1.1911e-15,2113925.51641,2113925.51641,884619.0,5832.75,2.15931393093,3.96054,4462.61156636,4487.81,0.000201107,0.5,100,446.428571429,4462.61156636
nan,128,1.24599,nan,3903.54322388,1,4.34028e-05,2.11738e-09,50000,1.05287,,,3431398.49359,3431398.49359,873109.0,8345.03,2.62643504856,7.57613,3903.54322388,4477.04,0.000312312,0.5,100,390.625,3903.54322388
nan,128,1.05268,nan,3903.51616006,1,4.34028e-05,1.87292e-09,50000,1.02898,1.8006e-18,7.595e-23,4005789.39622,4005789.39622,868760.0,9702.5,3.08259245954,9.12665,3903.51616006,4486.12,0.000384967,0.5,100,390.625,3903.51616006
nan,120,1.64517,nan,4163.40266809,1,4.62963e-05,2.44924e-09,50000,1.19987,2.67222e-21,1.03106e-25,1878503.87492,1878503.87492,869669.0,7536.2,2.01904582856,4.93499,4163.40266809,4438.78,0.000190413,0.5,100,416.666666667,4163.40266809
nan,132,1.22611,nan,3784.94643132,1,4.20875e-05,1.88621e-09,50000,1.07306,1.33556e-29,5.23834e-34,4294204.34375,4294204.34375,862597.0,10642.1,2.38788752849,10.4591,3784.94643132,4479.24,0.000410229,0.5,100,378.787878788,3784.94643132
nan,112,0.553667,nan,4462.60553927,1,4.96032e-05,1.34612e-09,50000,1.00599,2.12475e-12,1.04767e-16,1632928.52104,1632928.52104,883543.0,5403.77,1.87547681344,4.14796,4462.60553927,4476.72,0.000204528,0.5,100,446.428571429,4462.60553927
nan,116,0.710154,nan,4308.33502499,1,4.78927e-05,1.51914e-09,50000,1.03549,1.89725e-15,8.77502e-20,1983365.74242,1983365.74242,877040.0,7080.78,2.24527289617,4.78981,4308.33502499,4476.67,0.000221534,0.5,100,431.034482759,4308.33502499
nan,108,0.301685,nan,4628.22926356,1,5.14403e-05,8.17944e-10,50000,0.987913,2.61535e-05,1.3618e-09,1424888.68111,1424888.68111,889182.0,4369.87,1.26074410469,3.43668,4628.22926356,4488.3,0.000178947,0.5,100,462.962962963,4628.22926356
nan,112,0.541311,nan,4462.28132677,1,4.96032e-05,1.26368e-09,50000,1.02663,3.58305e-14,1.73121e-18,1707729.3922,1707729.3922,880213.0,6194.17,1.76785629412,3.80216,4462.28132677,4465.76,0.000183707,0.5,100,446.428571429,4462.28132677
nan,124,1.27045,nan,4029.10252102,1,4.48029e-05,1.97558e-09,50000,1.13616,2.80312e-33,1.10538e-37,2899872.42788,2899872.42788,865900.0,9284.32,3.40276575838,7.61492,4029.10252102,4463.46,0.000300285,0.5,100,403.225806452,4029.10252102
nan,128,1.42752,nan,3903.49719493,1,4.34028e-05,2.04294e-09,50000,1.14731,1.71796e-20,6.49904e-25,3468276.3623,3468276.3623,865284.0,9731.84,2.15396772411,12.5248,3903.49719493,4476.13,0.000473816,0.5,100,390.625,3903.49719493
nan,112,0.523077,nan,4462.58928362,1,4.96032e-05,1.23762e-09,50000,1.01976,4.04403e-07,1.9671e-11,1665381.86652,1665381.86652,879538.0,6582.05,1.89560876493,3.96245,4462.58928362,4477.42,0.000192741,0.5,100,446.428571429,4462.58928362
nan,120,0.982684,nan,4164.44033254,1,4.62963e-05,1.82898e-09,50000,1.07312,4.56455e-17,1.96923e-21,2487363.86571,2487363.86571,875565.0,7555.97,2.68045326998,6.12565,4164.44033254,4476.2,0.000264271,0.5,100,416.666666667,4164.44033254
nan,112,0.490642,nan,4462.21846764,1,4.96032e-05,1.15628e-09,50000,1.02179,2.0699e-09,1.00484e-13,1702349.92161,1702349.92161,882066.0,6078.62,1.71327735197,3.92932,4462.21846764,4480.98,0.00019075,0.5,100,446.428571429,4462.21846764
nan,104,0.155277,nan,4806.67977805,1,5.34188e-05,4.52779e-10,50000,0.989245,0.000229135,1.23732e-08,616423.270948,616423.270948,892384.0,3426.83,1.25510172188,2.38371,4806.67977805,4488.84,0.000128719,0.5,100,480.769230769,4806.67977805
nan,116,0.620428,nan,4308.04181137,1,4.78927e-05,1.35778e-09,50000,1.02377,1.26269e-13,5.90697e-18,2576520.38894,2576520.38894,876526.0,7661.14,1.77078659776,6.59272,4308.04181137,4475.2,0.000308413,0.5,100,431.034482759,4308.04181137
nan,116,0.563618,nan,4308.38177749,1,4.78927e-05,1.30851e-09,50000,0.993969,9.67405e-11,4.66128e-15,2564294.07396,2564294.07396,876720.0,7811.21,2.92667119601,4.53942,4308.38177749,4487.16,0.000218724,0.5,100,431.034482759,4308.38177749
nan,116,0.727825,nan,4308.02711344,1,4.78927e-05,1.49829e-09,50000,1.05557,4.67752e-14,2.12226e-18,2202466.35969,2202466.35969,874297.0,7513.57,1.98795018095,5.24069,4308.02711344,4466.84,0.000237779,0.5,100,431.034482759,4308.02711344
nan,112,0.466246,nan,4462.59182252,1,4.96032e-05,1.15899e-09,50000,0.994897,1.88478e-14,9.39707e-19,2048219.21936,2048219.21936,884282.0,5866.73,1.63104648368,4.60414,4462.59182252,4487.83,0.000229552,0.5,100,446.428571429,4462.59182252
nan,140,2.18844,nan,3568.09234333,1,3.96825e-05,2.54817e-09,50000,1.16293,1.11472e-29,3.80375e-34,4668180.91833,4668180.91833,858630.0,11418.6,4.27916207895,24.5761,3568.09234333,4477.24,0.000838608,0.5,100,357.142857143,3568.09234333
nan,112,0.487706,nan,4462.60168962,1,4.96032e-05,1.22428e-09,50000,0.990029,5.33994e-10,2.67546e-14,2019574.00849,2019574.00849,884763.0,5610.47,2.45082534765,4.06165,4462.60168962,4487.67,0.0002035,0.5,100,446.428571429,4462.60168962
nan,108,0.236346,nan,4628.27865104,1,5.14403e-05,6.71498e-10,50000,0.965063,7.49566e-07,3.99538e-11,1725998.80934,1725998.80934,887987.0,5838.12,1.33682915857,3.02566,4628.27865104,4497.87,0.000161275,0.5,100,462.962962963,4628.27865104
nan,116,0.58088,nan,4308.39797567,1,4.78927e-05,1.31093e-09,50000,1.00815,5.56837e-23,2.64529e-27,2889166.28535,2889166.28535,882382.0,6455.0,1.96975735721,5.26262,4308.39797567,4489.18,0.000250005,0.5,100,431.034482759,4308.39797567
nan,104,0.116659,nan,4806.65825137,1,5.34188e-05,3.5112e-10,50000,0.973701,0.00135655,7.44225e-08,933134.698665,933134.698665,894293.0,3781.57,0.981665695292,2.16069,4806.65825137,4498.7,0.000118539,0.5,100,480.769230769,4806.65825137
nan,108,0.39879,nan,4627.8550368,1,5.14403e-05,9.79609e-10,50000,1.03788,3.81494e-08,1.89079e-12,835534.754243,835534.754243,886173.0,4470.97,1.53707333206,3.24529,4627.8550368,4477.47,0.000160845,0.5,100,462.962962963,4627.8550368
nan,120,0.96605,nan,4164.09624147,1,4.62963e-05,1.86296e-09,50000,1.05425,3.96962e-22,1.74321e-26,2756326.66242,2756326.66242,877506.0,7121.02,2.71898436407,7.01697,4164.09624147,4476.28,0.000308142,0.5,100,416.666666667,4164.09624147
inf,100,3.44946e-07,,4999.33450416,1,5.55556e-05,1.06465e-15,50000,1.0,0.989074,5.49486e-05,0.00248459997205,0.00248459997205,899880.0,0.665292,0.555962199281,1.00571,4999.33450416,4499.4,5.58727e-05,0.5,100,500.0,4999.33450416
nan,112,0.353037,nan,4462.61798887,1,4.96032e-05,9.54543e-10,50000,0.953942,1.20709e-11,6.27666e-16,2400615.84666,2400615.84666,883754.0,6744.61,1.33693139395,3.76959,4462.61798887,4496.53,0.000196012,0.5,100,446.428571429,4462.61798887
nan,116,0.616923,nan,4308.34646776,1,4.78927e-05,1.45766e-09,50000,0.985274,2.02011e-26,9.81943e-31,2573286.7925,2573286.7925,881522.0,6655.47,1.83562105713,5.06828,4308.34646776,4487.35,0.000246362,0.5,100,431.034482759,4308.34646776
nan,108,0.337088,nan,4627.87874098,1,5.14403e-05,8.70694e-10,50000,1.01214,1.16016e-06,5.89628e-11,1189204.49545,1189204.49545,886873.0,4565.34,1.40315084754,3.13719,4627.87874098,4477.61,0.000159442,0.5,100,462.962962963,4627.87874098
nan,108,0.269099,nan,4628.26462873,1,5.14403e-05,7.78751e-10,50000,0.956226,3.58155e-13,1.9267e-17,1725973.90238,1725973.90238,890791.0,4716.81,1.77212818858,3.88822,4628.26462873,4497.89,0.000209168,0.5,100,462.962962963,4628.26462873
nan,116,0.736008,nan,4308.39009543,1,4.78927e-05,1.57209e-09,50000,1.03627,1.25436e-17,5.79722e-22,2290427.0481,2290427.0481,878642.0,6872.41,2.00933641763,6.36236,4308.39009543,4476.14,0.000294046,0.5,100,431.034482759,4308.39009543
nan,120,0.64961,nan,4164.4401041,1,4.62963e-05,1.46326e-09,50000,0.975465,7.37052e-17,3.49811e-21,3409084.47286,3409084.47286,875398.0,8475.86,2.51693305182,5.87336,4164.4401041,4488.06,0.000278754,0.5,100,416.666666667,4164.4401041
nan,108,0.289378,nan,4628.2558901,1,5.14403e-05,7.70703e-10,50000,0.996765,8.50745e-07,4.39046e-11,1339955.77496,1339955.77496,887411.0,5164.07,1.7687881479,3.48574,4628.2558901,4488.14,0.000179889,0.5,100,462.962962963,4628.2558901
nan,116,0.567015,nan,4308.34817595,1,4.78927e-05,1.34681e-09,50000,0.982683,3.622e-13,1.76524e-17,2539721.95657,2539721.95657,879468.0,7246.72,2.21632159016,4.3002,4308.34817595,4487.66,0.000209578,0.5,100,431.034482759,4308.34817595
nan,112,0.364365,nan,4462.61319059,1,4.96032e-05,8.95025e-10,50000,1.00083,2.24057e-10,1.11047e-14,2282015.87987,2282015.87987,880246.0,7582.27,1.35865257806,3.52399,4462.61319059,4486.7,0.000174656,0.5,100,446.428571429,4462.61319059
nan,108,0.275265,nan,4628.23748121,1,5.14403e-05,7.64915e-10,50000,0.975827,2.79087e-05,1.4712e-09,1571280.87945,1571280.87945,888183.0,5160.59,1.61110543309,3.04834,4628.23748121,4488.67,0.000160692,0.5,100,462.962962963,4628.23748121
nan,112,0.422028,nan,4462.60803552,1,4.96032e-05,1.06886e-09,50000,0.985645,1.46501e-09,7.37275e-14,1915789.53278,1915789.53278,879816.0,6976.79,2.10617403596,4.84941,4462.60803552,4485.19,0.00024405,0.5,100,446.428571429,4462.60803552
nan,112,0.360202,nan,4462.6143241,1,4.96032e-05,1.01832e-09,50000,0.93291,3.30422e-11,1.75687e-15,2404182.3436,2404182.3436,884017.0,6735.32,1.98088117202,3.67675,4462.6143241,4497.09,0.000195494,0.5,100,446.428571429,4462.6143241
nan,124,0.981062,nan,4029.77984794,1,4.48029e-05,1.74586e-09,50000,1.06206,8.30062e-29,3.5016e-33,3096391.60417,3096391.60417,861310.0,10312.0,2.01806819026,8.23006,4029.77984794,4476.65,0.000347184,0.5,100,403.225806452,4029.77984794
nan,124,1.05441,nan,4029.76186261,1,4.48029e-05,1.8042e-09,50000,1.0831,2.68146e-29,1.1092e-33,3222998.27436,3222998.27436,871565.0,8751.3,2.31059921705,5.89741,4029.76186261,4477.27,0.000243949,0.5,100,403.225806452,4029.76186261
nan,108,0.286646,nan,4628.24945731,1,5.14403e-05,7.75338e-10,50000,0.989079,2.38001e-07,1.2378e-11,1372106.31554,1372106.31554,887099.0,5253.88,1.6845033358,2.96032,4628.24945731,4488.53,0.000153961,0.5,100,462.962962963,4628.24945731
nan,108,0.250949,nan,4628.26292311,1,5.14403e-05,7.41613e-10,50000,0.946255,6.54177e-06,3.55624e-10,1725971.93385,1725971.93385,889836.0,4997.68,1.28366284604,3.16879,4628.26292311,4497.71,0.000172262,0.5,100,462.962962963,4628.26292311
