Weights,ReturnMeanIW,InitialReturnMean,MeanIW,MinIWNorm,Bound,MaxIW,EpThisIter,EmpiricalD2,ESSRenyi,Iteration,InitialReturnStd,MinIW,InitialReturnMax,EpRewMean,StdIW,TimeElapsed,TimestepsSoFar,InitialBound,MeanIWNorm,MaxIWNorm,EpisodesSoFar,StdIWNorm,J_sample_variance,InitialReturnMin,ESSClassic,EpLenMean
[-2.369  1.528 -3.304 -1.338 -3.216],43.754395,5.065918e-05,0.75044906,3.7393485e-05,43.754395,8.58577,100,6.5034966,15.376344,314,160.14384,0.0037393486,721.98157,837.7762952580472,1.2207336,1992.9284372329712,3784768,4.9829483e-05,0.0075044907,0.0858577,31400,0.012207336,45733.914,-228.1023,27.426878,84.8
[-2.364  1.532 -3.3   -1.325 -3.243],13.246219,2.6245118e-05,1.0450168,9.973242e-05,13.246219,11.880723,100,12.60303,7.9346,315,168.41881,0.009973242,474.46863,855.2812756687764,1.9923801,1997.7250843048096,3793423,2.7656555e-05,0.010450168,0.11880723,31500,0.0199238,92035.8,-365.57568,21.57523,86.55
[-2.373  1.526 -3.3   -1.321 -3.243],107.5851,2.4414063e-05,1.0226887,1.6484835e-08,107.5851,35.628475,100,8273.148,0.012087297,316,190.30457,1.6484836e-06,737.44244,842.3732563082369,4.134425,2002.7381303310394,3801949,2.1219254e-05,0.010226887,0.35628474,31600,0.04134425,991001.56,-232.74323,5.7658706,85.26
[-2.348  1.524 -3.283 -1.339 -3.249],1186.1287,-5.9204103e-05,2.9788847,8.179262e-09,1186.1287,261.33212,100,19763458.0,5.0598433e-06,317,195.17375,8.1792615e-07,819.6253,840.179808858954,26.000135,2007.4114835262299,3810453,-6.2942505e-05,0.02978884,2.613321,31700,0.26000133,144369650.0,-220.50806,1.295664,85.04
[-2.367  1.51  -3.277 -1.326 -3.251],124.000854,-8.3618164e-05,0.961413,2.8790755e-06,124.000854,19.64484,100,74.32742,1.3453984,318,198.67201,0.00028790755,719.2634,850.4814825593646,2.8742952,2013.3828423023224,3819060,-8.249283e-05,0.009614131,0.1964484,31800,0.028742952,1033014.7,-230.86597,10.062337,86.07
[-2.355  1.518 -3.273 -1.33  -3.257],1480.4244,-2.0751953e-05,8.555133,2.2137647e-10,1480.4244,842.41223,100,5502841.0,1.8172432e-05,319,197.1975,2.2137648e-08,805.9745,853.778542195662,83.80696,2019.043479681015,3827700,-2.0980835e-05,0.08555132,8.424122,31900,0.83806956,219751120.0,-354.05414,1.0313146,86.4
[-2.333  1.525 -3.28  -1.353 -3.259],46.076183,0.00010192871,0.5702588,1.5834432e-07,46.076183,9.439595,100,28312.707,0.003531983,320,183.20866,1.5834432e-05,608.5515,861.283546231486,1.1412463,2025.478823184967,3836415,0.000101327896,0.005702588,0.09439595,32000,0.011412464,41375.668,-241.57684,19.979568,87.15
[-2.323  1.515 -3.286 -1.378 -3.267],81.77046,3.967285e-05,1.6419988,7.376637e-13,81.77046,99.264725,100,6373680600000.0,1.568952e-11,321,164.19641,7.376637e-11,459.74432,820.0904330633947,9.99153,2030.4744884967804,3844718,3.862381e-05,0.016419988,0.99264723,32100,0.0999153,815048.75,-220.42816,2.629711,83.03
[-2.312  1.502 -3.258 -1.422 -3.25 ],38.390514,-2.0751953e-05,0.5923257,1.7726765e-05,38.390514,6.8544807,100,48.273,2.0715513,322,199.0864,0.0017726766,961.805,827.998208742976,1.1470195,2035.4786140918732,3853100,-2.002716e-05,0.0059232567,0.068544805,32200,0.011470194,64661.637,-248.27875,21.053045,83.82
[-2.307  1.514 -3.259 -1.414 -3.252],148.16852,-6.0424805e-05,0.9201393,1.3196436e-08,148.16852,25.818949,100,6306.68,0.015856203,323,188.20454,1.3196436e-06,1076.2415,853.60131405118,3.4292762,2040.4464693069458,3861738,-6.0498714e-05,0.009201393,0.25818947,32300,0.03429276,2772026.5,-233.91125,6.7159805,86.38
[-2.315  1.497 -3.26  -1.426 -3.266],75.638,-6.0424805e-05,0.69653493,1.9437725e-06,75.638,6.2443466,100,19.571072,5.1095824,324,199.8595,0.00019437727,1126.2036,813.6066325143506,1.095693,2045.511534690857,3869976,-5.9843063e-05,0.00696535,0.062443465,32400,0.010956929,242065.86,-213.88635,28.780907,82.38
[-2.305  1.5   -3.265 -1.442 -3.264],27.785116,6.286621e-05,0.863711,1.8314606e-06,27.785116,12.165294,100,218.67134,0.4573073,325,179.50389,0.00018314607,642.84186,827.0073246115832,2.1210477,2050.5705943107605,3878348,6.365776e-05,0.008637109,0.12165293,32500,0.021210477,60730.484,-237.27429,14.223442,83.72
[-2.321  1.502 -3.262 -1.416 -3.272],1.9226086,-4.5776367e-05,0.9538917,0.0022763542,1.9226086,4.632275,100,1.4699649,68.02884,326,155.25673,0.22763543,481.93896,827.9049846868613,0.60339653,2055.980348110199,3886729,-4.6491623e-05,0.009538918,0.04632275,32600,0.0060339654,29127.865,-218.17273,71.42164,83.81
[-2.311  1.495 -3.264 -1.421 -3.264],85.34691,9.765625e-06,0.4703722,5.0180866e-13,85.34691,14.983008,100,7147641300.0,1.3990629e-08,327,186.85909,5.0180866e-11,637.9723,811.901747242194,1.6419642,2060.2312619686127,3894950,1.168251e-05,0.0047037215,0.14983007,32700,0.016419642,187943.19,-242.1372,7.584077,82.21
[-2.332  1.514 -3.269 -1.376 -3.261],60.485138,2.4414063e-05,0.96694845,1.9720342e-06,60.485138,48.718407,100,382.89957,0.26116508,328,171.32022,0.00019720342,553.22705,846.5959667307797,4.991617,2066.0067541599274,3903518,2.4080276e-05,0.0096694855,0.48718405,32800,0.049916174,276922.66,-216.92542,3.616807,85.68
[-2.316  1.516 -3.27  -1.396 -3.262],46.43322,7.995605e-05,0.4528254,6.683471e-09,46.43322,4.802602,100,708668.5,0.0001411097,329,194.76074,6.683471e-07,746.7175,823.0883378228255,0.80392253,2071.1213359832764,3911851,7.9631805e-05,0.0045282543,0.048026018,32900,0.008039225,46748.074,-223.41736,24.085594,83.33
[-2.31   1.503 -3.273 -1.424 -3.263],65.8109,-7.6904296e-05,0.42144462,2.807112e-09,65.8109,11.30103,100,4939573.5,2.0244663e-05,330,200.928,2.8071122e-07,804.42706,815.3963424528561,1.3362794,2075.7736887931824,3920107,-7.6293945e-05,0.0042144465,0.1130103,33000,0.013362794,178270.83,-205.68597,9.046979,82.56
[-2.323  1.526 -3.28  -1.393 -3.266],28.143888,-8.178711e-05,0.57040936,9.421116e-07,28.143888,15.386199,100,20236.166,0.0049416474,331,187.51855,9.4211166e-05,687.9966,851.7950880306626,1.6068758,2081.289034128189,3928727,-8.058548e-05,0.005704093,0.15386198,33100,0.016068757,14161.771,-232.10522,11.190927,86.2
[-2.329  1.54  -3.286 -1.367 -3.272],1099.2743,1.7089844e-05,6.385666,2.7246208e-20,1099.2743,630.3557,100,1.2688361e+18,7.8812386e-17,332,182.52924,2.7246209e-18,612.8441,856.969371829405,62.71464,2085.379262447357,3937399,1.7166138e-05,0.063856654,6.303557,33200,0.6271464,118685736.0,-237.2727,1.0261129,86.72
[-2.303  1.537 -3.281 -1.412 -3.253],70.97252,-7.751465e-05,0.63784677,9.501289e-06,70.97252,7.285488,100,15.000004,6.666665,333,211.20403,0.00095012895,853.5307,876.2962493354852,1.0900404,2091.5557668209076,3946264,-7.6174736e-05,0.0063784677,0.07285488,33300,0.010900405,147520.94,-256.60675,25.507156,88.65
[-2.312  1.532 -3.282 -1.404 -3.265],344.67203,-3.479004e-05,3.9066226,1.0414275e-09,344.67203,358.82385,100,203912.36,0.00049040676,334,193.73917,1.0414276e-07,730.57245,889.1950907356446,35.71296,2097.084356546402,3955258,-3.4809113e-05,0.039066225,3.5882385,33400,0.35712957,13093548.0,-269.52582,1.1824569,89.94
[-2.331  1.525 -3.279 -1.38  -3.266],2025.7529,-0.00011413574,6.3057837,3.7931536e-11,2025.7529,627.64703,100,2086829700.0,4.7919578e-08,335,191.9915,3.793154e-09,792.13257,857.6889620368718,62.4472,2101.923928260803,3963937,-0.00011587143,0.06305784,6.27647,33500,0.62447196,408728160.0,-258.0083,1.0093606,86.79
[-2.326  1.549 -3.285 -1.363 -3.273],18.920433,3.479004e-05,0.34894934,6.736182e-10,18.920433,3.7629576,100,2354761.0,4.2467156e-05,336,175.87857,6.7361825e-08,793.34015,866.4782483397324,0.66951174,2108.3787186145782,3972704,3.4809113e-05,0.0034894936,0.037629575,33600,0.006695117,15371.497,-246.81549,21.361956,87.67
[-2.324  1.562 -3.28  -1.34  -3.268],527.84485,-8.544922e-06,1.4051144,2.5877489e-05,527.84485,89.4006,100,396.93362,0.25193128,337,210.70189,0.002587749,819.207,900.5554688445405,9.058101,2114.0019738674164,3981812,-8.106232e-06,0.014051144,0.89400595,33700,0.09058101,24204686.0,-420.89694,2.3497543,91.08
[-2.329  1.559 -3.27  -1.322 -3.26 ],65.79497,1.0986329e-05,0.83406013,1.761318e-05,65.79497,5.996228,100,19.624666,5.0956283,338,252.44884,0.001761318,950.89124,848.9416610513296,1.0689747,2119.4758200645447,3990404,9.536743e-06,0.008340602,0.05996228,33800,0.010689747,119678.73,-379.29645,37.84107,85.92
[-2.326  1.551 -3.26  -1.328 -3.264],51.254852,1.2207031e-05,0.35746476,1.5116939e-17,51.254852,11.159323,100,6.2612675e+19,1.5971207e-18,339,192.76826,1.511694e-15,530.0064,849.8400432558169,1.2936901,2124.6368837356567,3999005,1.1742115e-05,0.0035746472,0.111593224,33900,0.0129369,92681.73,-370.11472,7.093371,86.01
[-2.32   1.535 -3.262 -1.356 -3.275],139.8449,-4.9438477e-05,0.4658274,2.5242438e-13,139.8449,20.615347,100,4581991000.0,2.1824574e-08,340,199.73213,2.524244e-11,810.7426,879.0794759360767,2.092735,2130.178802251816,4007898,-5.0842762e-05,0.0046582744,0.20615347,34000,0.02092735,1309446.2,-249.40656,4.7208424,88.93
[-2.318  1.517 -3.26  -1.379 -3.265],32.84886,5.4931643e-06,0.5328744,9.561952e-06,32.84886,3.5888646,100,183.47495,0.5450336,341,191.47968,0.0009561952,833.53326,836.2940068174453,0.65600693,2135.1389956474304,4016363,6.914139e-06,0.0053287433,0.035888646,34100,0.0065600686,15233.465,-216.58124,39.752922,84.65
[-2.326  1.523 -3.256 -1.356 -3.261],346.3822,3.173828e-05,1.2449327,1.3592204e-08,346.3822,52.330536,100,4602542.0,2.1727124e-05,342,172.51724,1.3592204e-06,891.245,848.5865810307143,6.3726993,2139.9250993728638,4024951,3.2424927e-05,0.012449328,0.52330536,34200,0.063727,10557858.0,-228.94269,3.676031,85.88
[-2.332  1.506 -3.258 -1.372 -3.247],39.935497,-6.1035157e-06,0.41937265,3.1392194e-06,39.935497,2.7150838,100,2703.5337,0.036988627,343,211.87617,0.00031392195,616.81964,872.9983457214571,0.50149167,2146.3659675121307,4033783,-6.914139e-06,0.0041937265,0.027150838,34300,0.005014917,22715.89,-263.35382,41.152744,88.32
[-2.333  1.512 -3.246 -1.343 -3.241],1058.0416,1.0986329e-05,2.8599267,6.281283e-09,1058.0416,276.88834,100,915483.5,0.0001092319,344,195.41109,6.281283e-07,627.3227,842.4842013157667,27.542942,2150.7642543315887,4042310,8.821487e-06,0.028599268,2.7688832,34400,0.2754294,115073630.0,-842.4842,1.0666741,85.27
[-2.324  1.525 -3.274 -1.373 -3.24 ],23.876286,-1.8920899e-05,0.71069175,0.00010143628,23.876286,5.2135763,100,4.489929,22.272066,345,168.07033,0.010143628,657.75507,832.0898873084847,0.7338316,2156.4343767166138,4050733,-2.026558e-05,0.007106918,0.05213576,34500,0.0073383157,27844.498,-212.40802,48.398514,84.23
[-2.325  1.532 -3.272 -1.363 -3.231],35.231964,3.0517578e-05,0.64555556,5.7000257e-06,35.231964,8.012077,100,85.35257,1.1716108,346,174.66756,0.0005700026,781.7299,848.0745536077067,1.2214398,2161.3663473129272,4059316,3.170967e-05,0.0064555556,0.08012077,34600,0.012214399,115678.29,-228.38806,21.834303,85.83
[-2.34   1.527 -3.278 -1.358 -3.223],14.412135,-4.2114258e-05,0.8247146,3.0475989e-05,14.412135,7.5924654,100,7.970196,12.546743,347,219.80334,0.003047599,1140.0988,879.6802586488477,1.2803712,2165.6985828876495,4068215,-3.874302e-05,0.008247145,0.07592465,34700,0.012803713,116636.45,-250.09064,29.32325,88.99
[-2.328  1.53  -3.268 -1.362 -3.229],45.95333,-2.5024414e-05,0.54189676,4.806082e-06,45.95333,8.357377,100,301.15515,0.33205476,348,168.53513,0.00048060823,584.4769,845.2845218984586,1.1624818,2170.810268163681,4076770,-2.670288e-05,0.005418967,0.083573766,34800,0.011624818,94215.02,-225.55652,17.851017,85.55
[-2.332  1.529 -3.251 -1.338 -3.231],74.262505,6.164551e-05,1.2368605,0.0004741251,74.262505,23.57221,100,3.7847693,26.42169,349,194.555,0.04741251,828.0554,861.7788679842637,3.0659122,2176.463179588318,4085490,6.1035156e-05,0.0123686055,0.2357221,34900,0.030659122,616591.2,-252.09119,13.997017,87.2
[-2.317  1.52  -3.236 -1.322 -3.169],44.415134,9.765625e-06,0.57769376,8.599757e-12,44.415134,11.658365,100,2095193700.0,4.772828e-08,350,213.44182,8.5997576e-10,1065.2549,874.4685802372924,1.9018152,2181.890025615692,4094337,1.2397766e-05,0.0057769376,0.11658365,35000,0.019018153,254816.14,-384.81958,8.447512,88.47
[-2.294  1.516 -3.233 -1.352 -3.169],179.87161,-5.6762696e-05,0.7378528,5.599827e-07,179.87161,11.685261,100,1323.3109,0.07556803,351,193.86949,5.5998273e-05,942.89874,846.8787903743018,1.9952022,2187.0502967834473,4102908,-5.531311e-05,0.0073785274,0.116852604,35100,0.019952023,1112742.5,-217.12921,12.030842,85.71
[-2.292  1.523 -3.226 -1.328 -3.193],14.881422,-1.586914e-05,1.1283032,0.0010416686,14.881422,6.622633,100,2.6552181,37.66169,352,215.82292,0.104166865,820.631,899.1744249300895,1.1396104,2193.405754804611,4112002,-1.335144e-05,0.011283031,0.066226326,35200,0.0113961045,107867.836,-279.60144,49.50144,90.94
[-2.3    1.524 -3.224 -1.321 -3.178],106.33888,4.6386718e-05,0.60548896,3.4337447e-07,106.33888,10.594954,100,4456.537,0.022438947,353,202.62813,3.433745e-05,659.55493,890.162396423399,1.395442,2198.6630911827087,4121006,4.36306e-05,0.0060548894,0.105949536,35300,0.01395442,283051.28,-260.5188,15.844283,90.04
[-2.302  1.528 -3.216 -1.298 -3.171],38.889748,7.8125e-05,0.8574491,2.5196061e-06,38.889748,6.90951,100,135.48625,0.7380823,354,186.4632,0.00025196062,476.57953,853.1485770167388,1.4156798,2203.702361345291,4129640,7.867813e-05,0.008574491,0.0690951,35400,0.014156798,63428.773,-523.39465,26.838997,86.34
[-2.294  1.529 -3.212 -1.316 -3.163],301.86523,-5.4931643e-06,1.2183536,5.626638e-08,301.86523,64.32937,100,587951.75,0.00017008198,355,214.18355,5.626638e-06,654.9517,854.8536918989022,6.6796308,2209.0901889801025,4138291,-5.1259995e-06,0.012183538,0.6432937,35500,0.06679631,9456419.0,-375.15033,3.2197967,86.51
[-2.311  1.53  -3.215 -1.29  -3.155],47.37833,4.272461e-06,0.70830125,4.148759e-10,47.37833,13.278717,100,154705220.0,6.463906e-07,356,238.16219,4.1487592e-08,694.3558,805.434632614921,2.1738486,2214.7873754501343,4146448,2.861023e-06,0.007083013,0.13278717,35600,0.021738488,62154.88,-495.6659,9.597492,81.57
[-2.31   1.529 -3.24  -1.318 -3.15 ],19.126972,3.967285e-05,0.9249422,6.7113992e-06,19.126972,9.936313,100,15.836384,6.314573,357,166.04713,0.0006711399,459.18555,830.6671548871763,1.2514311,2219.732031583786,4154857,3.7431717e-05,0.009249422,0.099363126,35700,0.01251431,32216.041,-340.9251,35.32866,84.09
[-2.307  1.525 -3.242 -1.332 -3.154],114.03417,4.8828124e-06,0.6098324,5.0042326e-09,114.03417,36.502983,100,7137269.0,1.4010961e-05,358,212.41539,5.0042325e-07,1158.7456,840.957586053538,3.6770904,2225.5220267772675,4163369,6.67572e-06,0.006098324,0.3650298,35800,0.036770906,779404.7,-351.26224,2.6768768,85.12
[-2.32   1.543 -3.262 -1.311 -3.184],102.23821,-2.9296874e-05,0.71918327,4.0387384e-11,102.23821,14.635157,100,1719168400.0,5.8167657e-08,359,198.42514,4.0387387e-09,560.68225,869.1645244950877,2.1813126,2230.339057445526,4172163,-2.9563904e-05,0.007191832,0.14635156,35900,0.021813126,182470.33,-549.442,9.804557,87.94
[-2.305  1.538 -3.259 -1.34  -3.195],72.06482,7.6293945e-05,0.54755664,1.4937978e-05,72.06482,11.996184,100,42.139942,2.3730454,360,197.26381,0.0014937979,834.2442,855.5545800355416,1.5057089,2235.8662123680115,4180821,7.4863434e-05,0.005475566,0.11996184,36000,0.015057089,466302.66,-365.8373,11.679815,86.58
[-2.325  1.536 -3.285 -1.335 -3.23 ],182.7012,2.0141602e-05,0.54063,7.75262e-17,182.7012,26.415363,100,5.5837537e+19,1.79091e-18,361,165.76038,7.75262e-15,631.5063,868.2750985592517,2.726826,2241.7057554721832,4189606,1.9073486e-05,0.0054062996,0.26415363,36100,0.02726826,2384056.5,-248.58344,3.7821698,87.85
[-2.318  1.511 -3.285 -1.368 -3.225],522.3631,-3.0517579e-06,2.2392466,1.3304997e-10,522.3631,136.0803,100,20485200000000.0,4.881573e-12,362,193.20834,1.3304998e-08,729.2207,850.5948441738547,13.898595,2247.3958656787872,4198214,-3.8146973e-06,0.022392467,1.360803,36200,0.13898595,17359878.0,-220.92761,2.5300708,86.08
[-2.333  1.532 -3.302 -1.33  -3.219],3952.0066,8.605957e-05,17.228853,4.4311332e-09,3952.0066,1697.8881,100,2538527200.0,3.939292e-08,363,237.92511,4.4311332e-07,1261.967,877.7610065215054,168.91473,2253.626086473465,4207094,8.8214874e-05,0.17228846,16.97888,36300,1.6891475,1551730400.0,-378.05292,1.0296336,88.8
[-2.348  1.531 -3.286 -1.297 -3.224],166.26442,-3.2958986e-05,0.6116093,1.3687871e-09,166.26442,21.749552,100,8866.096,0.011278922,364,211.47733,1.3687871e-07,920.9096,868.8692861433005,2.4803176,2259.7435054779053,4215885,-3.3915043e-05,0.0061160927,0.21749552,36400,0.024803175,2915656.5,-399.2114,5.7318964,87.91
[-2.353  1.514 -3.282 -1.301 -3.226],122.94091,1.6479493e-05,0.80093575,2.6558794e-10,122.94091,21.440975,100,1198306.8,8.345109e-05,365,204.38991,2.6558794e-08,751.95044,837.8619528521892,2.9450529,2265.1348717212677,4224366,1.4305115e-05,0.008009358,0.21440975,36500,0.02945053,1143497.0,-358.13406,6.886843,84.81
[-2.357  1.495 -3.281 -1.311 -3.229],90.94276,3.7841797e-05,1.13112,8.1698515e-09,90.94276,35.444958,100,9846748.0,1.0155637e-05,366,141.77896,8.1698516e-07,424.73004,815.0789561669117,4.0676484,2270.355450630188,4232619,3.8146973e-05,0.0113112,0.35444957,36600,0.040676482,245501.75,-315.38568,7.177663,82.53
[-2.345  1.472 -3.265 -1.325 -3.262],13.702829,-4.2114258e-05,0.94239175,0.0009875462,13.702829,2.5782332,100,1.3535008,73.882484,367,185.81348,0.098754615,684.7579,825.0892543332997,0.51580364,2275.263571023941,4240972,-4.3272972e-05,0.009423916,0.025782332,36700,0.005158036,42192.098,-225.43561,76.94822,83.53
[-2.346  1.469 -3.265 -1.33  -3.281],44.063736,-1.2817382e-05,0.7630013,6.672712e-08,44.063736,30.553715,100,252978.16,0.00039529105,368,182.58066,6.6727116e-06,609.4276,820.3970858476681,3.1869283,2280.188285112381,4249278,-1.1563301e-05,0.0076300125,0.30553713,36800,0.03186928,206692.34,-220.73877,5.4212523,83.06
[-2.348  1.485 -3.256 -1.305 -3.285],296.5136,-7.8125e-05,4.0203013,8.4504105e-12,296.5136,303.56454,100,71877020000.0,1.3912653e-09,369,172.9028,8.4504104e-10,642.051,827.7775042107838,30.398832,2284.6574709415436,4257658,-7.772446e-05,0.04020301,3.0356455,36900,0.30398834,3012037.8,-338.0868,1.7189887,83.8
[-2.328  1.482 -3.259 -1.34  -3.291],202.61621,-4.333496e-05,2.078498,1.3115772e-10,202.61621,198.25264,100,7266407.5,1.3761959e-05,370,150.04022,1.31157725e-08,490.43958,809.3953440708351,19.718191,2290.8035414218903,4265854,-4.5776367e-05,0.020784976,1.9825263,37000,0.1971819,3964461.5,-189.73096,1.0989197,81.96
[-2.34   1.474 -3.247 -1.303 -3.281],51.33358,4.699707e-05,0.4407137,5.005006e-07,51.33358,3.9008148,100,2879.6833,0.03472604,371,176.19882,5.005006e-05,514.4172,825.382680532893,0.7843251,2295.9492869377136,4274210,4.720688e-05,0.004407137,0.039008148,37100,0.00784325,56900.996,-215.72424,23.996778,83.56
[-2.342  1.487 -3.249 -1.289 -3.27 ],47.34392,-1.15966795e-05,0.5582365,4.8053095e-09,47.34392,7.750975,100,14974051.0,6.6782195e-06,372,193.92561,4.8053096e-07,722.2593,837.5651745413592,1.238113,2300.8123376369476,4282688,-1.2397766e-05,0.0055823647,0.077509746,37200,0.012381131,122329.62,-357.90945,16.894506,84.78
[-2.327  1.481 -3.24  -1.312 -3.256],63.571556,-7.3242186e-06,0.5764479,7.213741e-09,63.571556,17.190117,100,1416517200.0,7.059568e-08,373,162.02896,7.2137414e-07,694.7112,825.0768994907348,2.1011734,2305.970865249634,4291041,-3.8146973e-06,0.005764479,0.17190117,37300,0.021011733,294391.62,-215.47546,6.9997187,83.53
[-2.333  1.496 -3.233 -1.285 -3.258],502.53427,6.713867e-06,1.565681,2.2221424e-35,502.53427,131.96577,100,inf,,374,190.90872,2.2221424e-33,556.59863,813.1618714031839,13.162092,2310.6842715740204,4299275,6.198883e-06,0.015656808,1.3196577,37400,0.13162091,24705098.0,-333.48926,1.395258,82.34
[-2.322  1.471 -3.238 -1.335 -3.26 ],47.858265,-4.699707e-05,0.90452707,0.00017207558,47.858265,14.368922,100,16.083324,6.21762,375,183.60147,0.01720756,609.63477,830.1972169654249,2.0540755,2316.9508152008057,4307679,-4.673004e-05,0.00904527,0.14368922,37500,0.020540755,98577.266,-210.50684,16.241909,84.04
[-2.318  1.481 -3.238 -1.33  -3.238],38569.906,7.263184e-05,152.06252,2.6100108e-17,38569.906,15201.298,100,inf,,376,167.04079,2.610011e-15,743.74585,816.0930898851482,1512.505,2321.9420466423035,4315942,7.173419e-05,1.520625,152.01297,37600,15.125051,148754890000.0,-206.49011,1.0006517,82.63
[-2.433  1.549 -3.363 -1.315 -3.176],1387.612,7.263184e-05,29.150524,1.2100847e-09,1387.612,2874.1917,100,1548477.5,6.4579566e-05,377,205.34805,1.2100847e-07,757.5451,832.2640496872078,285.94266,2328.6934802532196,4324367,7.2956085e-05,0.29150525,28.741917,37700,2.8594267,185877060.0,-362.521,1.0285956,84.25
[-2.408  1.56  -3.361 -1.33  -3.177],1091.1666,1.4038086e-05,2.8977447,1.5030954e-12,1091.1666,276.00803,100,4.479037e+21,2.2326228e-20,378,181.10732,1.5030954e-10,542.12274,857.6760996604219,27.450682,2334.239738225937,4333046,1.4305115e-05,0.028977446,2.76008,37800,0.27450678,117076610.0,-377.99075,1.1020502,86.79
[-2.431  1.579 -3.369 -1.299 -3.16 ],186.15688,1.7089844e-05,1.2788998,5.045411e-07,186.15688,55.567055,100,17906.445,0.0055845813,379,260.4967,5.045411e-05,1253.5009,736.1373473882363,5.904734,2339.7872700691223,4340510,1.9073486e-05,0.012788998,0.55567056,37900,0.05904734,2246877.5,-576.2665,4.4808745,74.64
[-2.42   1.571 -3.372 -1.312 -3.186],118.002304,1.6174316e-05,1.1315678,0.00017567333,118.002304,24.545841,100,7.691734,13.00097,380,226.18051,0.017567333,1011.29474,858.4453848402951,2.749637,2344.8274726867676,4349197,1.6152859e-05,0.011315677,0.24545841,38000,0.02749637,2006806.5,-548.6726,14.483125,86.87
[-2.434  1.572 -3.377 -1.305 -3.192],755.6774,1.0986329e-05,6.543132,3.852874e-10,755.6774,646.3124,100,276728300.0,3.613653e-07,381,239.6624,3.8528743e-08,636.49005,803.1635246221485,64.30008,2350.056345462799,4357331,1.1920929e-05,0.06543132,6.463124,38100,0.6430008,56840348.0,-653.30365,1.024883,81.34
[-2.45   1.551 -3.372 -1.302 -3.206],254.35811,-0.00010925293,1.1071388,1.0573577e-07,254.35811,48.615288,100,260.59073,0.3837435,382,226.78658,1.0573577e-05,610.15497,809.6522870211941,4.9630303,2356.4588096141815,4365530,-0.00011110306,0.011071389,0.48615286,38200,0.049630303,8986399.0,-649.80023,4.7404413,81.99
[-2.437  1.562 -3.375 -1.309 -3.233],8.449927,-6.7749024e-05,1.0022657,0.0025964566,8.449927,3.5132105,100,1.2147763,82.31969,383,218.49403,0.25964567,609.13245,810.6589884964347,0.47051618,2361.651551246643,4373739,-6.67572e-05,0.010022657,0.035132106,38300,0.004705162,60817.11,-500.87146,81.941315,82.09
[-2.438  1.566 -3.383 -1.311 -3.232],80.10846,2.3193359e-05,1.0600301,4.9788587e-06,80.10846,12.351305,100,21.453415,4.6612625,384,176.55162,0.00049788586,466.06982,823.7612589739598,1.9910841,2366.2960822582245,4382079,2.3126602e-05,0.0106003,0.12351305,38400,0.019910842,220418.02,-364.088,22.08424,83.4
[-2.441  1.556 -3.384 -1.316 -3.259],31.551653,9.033203e-05,0.61440134,3.0385283e-05,31.551653,4.62734,100,9.187512,10.884339,385,206.52403,0.0030385284,756.75397,852.8565937446084,0.71744937,2372.182913541794,4390710,9.012222e-05,0.0061440133,0.0462734,38500,0.0071744937,138704.64,-253.18262,42.308838,86.31
[-2.437  1.56  -3.374 -1.306 -3.255],96.75532,-2.4414062e-06,0.8179373,2.3528155e-19,96.75532,24.209217,100,1.1905242e+21,8.399662e-20,386,202.64809,2.3528155e-17,554.1399,815.5683532134578,3.4410732,2377.0775940418243,4398968,-2.3841858e-06,0.008179373,0.24209216,38600,0.034410734,403460.44,-505.8523,5.347892,82.58
[-2.429  1.552 -3.382 -1.34  -3.246],6423.0996,-4.8828126e-05,28.00046,,6423.0996,2797.228,100,inf,,387,193.95927,,689.55615,830.2731442690763,278.3179,2382.3522391319275,4407373,-4.4822693e-05,0.28000462,27.97228,38700,2.783179,4123389400.0,-360.5459,1.0020154,84.05
[-2.405  1.523 -3.397 -1.431 -3.182],38.530693,3.4179688e-05,0.9509035,0.00014239205,38.530693,6.0359354,100,2.88204,34.697643,388,164.22621,0.014239205,479.93573,829.9082990884594,1.1484448,2389.130326986313,4415774,3.4809113e-05,0.009509034,0.06035935,38800,0.011484448,108141.21,-230.16943,40.672928,84.01
[-2.403  1.529 -3.402 -1.423 -3.239],118.15641,,1.2342677,4.0203852e-07,118.15641,26.569849,100,262.62122,0.38077655,389,181.91786,4.0203853e-05,462.00873,827.8018238380557,3.5520449,2394.4815628528595,4424154,-1.3113022e-06,0.012342677,0.2656985,38900,0.03552045,829971.9,-248.07611,10.773476,83.8
[-2.395  1.541 -3.407 -1.431 -3.25 ],69.922005,-2.1972657e-05,0.8472393,1.6286629e-08,69.922005,34.668507,100,239844.7,0.00041693644,390,208.40714,1.628663e-06,681.8069,868.0002252330663,3.92333,2399.776091337204,4432936,-2.3841858e-05,0.008472392,0.34668505,39000,0.039233297,255980.34,-268.29517,4.455615,87.82
[-2.412  1.544 -3.393 -1.395 -3.253],610.9727,-3.601074e-05,4.336654,5.397798e-10,610.9727,419.83197,100,8826285.0,1.1329795e-05,391,165.07863,5.3977978e-08,647.636,822.1933222021717,41.767284,2404.7295875549316,4441260,-3.71933e-05,0.043366536,4.1983194,39100,0.4176728,38436828.0,-212.49329,1.0665479,83.24
