ReturnStepMaxmin,EpThisIter,MinIW,InitialReturnMax,EmpiricalD2,InitialReturnMean,MaxIWNorm,MeanIW,ESSRenyi,InitialReturnStd,TimestepsSoFar,ReturnMeanIW,StdIWNorm,Weights,EpisodesSoFar,MaxIW,MeanIWNorm,Bound,MinIWNorm,EpRewMean,J_sample_variance,Iteration,EpLenMean,TimeElapsed,ReturnStepMax,MeanEntropy,InitialBound,ESSClassic,InitialReturnMin,StdIW
,100,0.0011179086,,31.54928,-98.0,0.03077308,0.38998437,3.1696444,14.0,1990388,-38.45282,0.005436245,[ 0.189  0.131  0.074 ... -0.373 -0.017 -0.356],15400,3.0773082,0.0038998437,-57.175735,1.1179086e-05,-98.0,3009.5898,154,118.15,10383.388850450516,100.0,2.4667966,-101.333336,33.977345,-100.0,0.5436245
,100,0.0057007303,,20.569284,-96.0,0.027559519,0.35009846,4.861618,19.595919,2001878,-32.76293,0.005039748,[ 0.189  0.131  0.074 ... -0.373 -0.013 -0.358],15500,2.755952,0.0035009843,-47.880722,5.7007303e-05,-96.0,2582.398,155,114.9,10446.252582550049,100.0,2.4756012,-99.333336,32.549683,-100.0,0.5039748
,100,0.00012861933,,25.762161,-99.0,0.026262177,0.44810566,3.881662,9.949874,2014385,-43.2231,0.005375321,[ 0.189  0.131  0.074 ... -0.375 -0.005 -0.357],15600,2.6262178,0.0044810567,-60.14191,1.2861933e-06,-99.0,2805.2056,156,125.07,10511.261464357376,100.0,2.4609995,-102.333336,41.00112,-100.0,0.53753215
,100,0.0035812517,,16.646673,-97.0,0.02077301,0.41696942,6.0072064,17.058722,2025844,-40.509716,0.0046201223,[ 0.189  0.131  0.074 ... -0.375 -0.006 -0.37 ],15700,2.077301,0.004169694,-54.10983,3.5812518e-05,-97.0,2177.4788,157,114.59,10573.053179740906,100.0,2.4589355,-100.333336,44.888985,-100.0,0.4620122
,100,0.012501084,,7.2518744,-96.0,0.03394346,0.63070184,13.789538,19.595919,2038137,-59.20505,0.0069637285,[ 0.188  0.131  0.074 ... -0.376 -0.005 -0.374],15800,3.394346,0.006307019,-68.18149,0.00012501083,-96.0,4875.9556,158,122.93,10643.65479683876,100.0,2.4619138,-99.333336,45.063534,-100.0,0.6963729
,100,0.0020268103,,22.720142,-97.0,0.03612105,0.43417236,4.401381,17.058722,2050428,-41.413486,0.005824403,[ 0.188  0.131  0.073 ... -0.376  0.002 -0.378],15900,3.6121054,0.004341724,-57.302036,2.0268102e-05,-97.0,3425.5505,159,122.91,10706.784085988998,100.0,2.4777942,-100.333336,35.719257,-100.0,0.58244026
,100,0.005087573,,19.532835,-95.0,0.7241724,1.2708759,5.1195846,21.794495,2062269,-53.570282,0.071987405,[ 0.188  0.131  0.073 ... -0.377  0.005 -0.365],16000,72.417244,0.012708757,-68.30227,5.087573e-05,-95.0,7069.187,160,118.41,10769.60882639885,100.0,2.4746249,-98.333336,3.0224848,-100.0,7.1987414
,100,0.0006489811,,7.4121656,-99.0,0.039712626,0.68520427,13.491334,9.949874,2074529,-64.54916,0.006963478,[ 1.880e-01  1.315e-01  7.321e-02 ... -3.784e-01  3.427e-04 -3.635e-01],16100,3.9712627,0.006852042,-73.62425,6.4898104e-06,-99.0,3838.752,161,122.6,10838.540297031403,100.0,2.4590373,-102.333336,49.19346,-100.0,0.6963478
,100,0.0067042895,,11.067508,-96.0,0.037967775,0.62775755,9.035458,19.595919,2086636,-61.53221,0.007986368,[ 0.188  0.132  0.073 ... -0.377 -0.007 -0.372],16200,3.7967775,0.006277576,-72.6215,6.704289e-05,-96.0,6554.563,162,121.07,10912.406592130661,100.0,2.4609904,-99.333336,38.189697,-100.0,0.79863673
,100,0.0022935732,,39.107838,-98.0,0.028666101,0.32973948,2.557032,14.0,2098605,-32.683407,0.005343787,[ 0.188  0.132  0.074 ... -0.376 -0.004 -0.373],16300,2.8666103,0.0032973948,-53.528828,2.2935732e-05,-98.0,2899.2737,163,119.69,10977.492446899414,100.0,2.4445329,-101.333336,27.57577,-100.0,0.5343787
,100,0.0023521457,,11.285561,-99.0,0.027713956,0.3800948,8.86088,9.949874,2110526,-37.90563,0.005306081,[ 0.188  0.132  0.073 ... -0.377 -0.019 -0.375],16400,2.7713957,0.003800948,-49.103622,2.3521457e-05,-99.0,2850.7627,164,119.21,11049.72460103035,100.0,2.3767512,-102.333336,33.912266,-100.0,0.5306081
,100,0.0027754977,,17.332836,-94.0,0.04702707,0.4929789,5.7693963,23.748684,2122365,-42.81354,0.007038997,[ 0.188  0.132  0.073 ... -0.378 -0.049 -0.412],16500,4.7027073,0.004929789,-56.691116,2.7754977e-05,-94.0,4439.228,165,118.39,11127.696270942688,100.0,2.3845131,-97.333336,32.908215,-100.0,0.70389974
,100,0.001973415,,28.428625,-97.0,0.035572376,0.39495957,3.5175812,17.058722,2133946,-38.649715,0.0059393095,[ 0.187  0.132  0.073 ... -0.378 -0.047 -0.406],16600,3.5572376,0.003949596,-56.42255,1.973415e-05,-97.0,3599.5063,166,115.81,11198.141229867935,100.0,2.382091,-100.333336,30.6622,-100.0,0.593931
,100,0.0024541568,,23.188122,-99.0,0.036988504,0.40762395,4.312553,9.949874,2145585,-40.608788,0.006314818,[ 0.188  0.132  0.073 ... -0.378 -0.054 -0.402],16700,3.6988506,0.0040762397,-56.660137,2.4541567e-05,-99.0,4038.2146,167,116.39,11268.990719795227,100.0,2.394798,-102.333336,29.412191,-100.0,0.6314818
,100,0.0045681885,,21.575518,-93.0,0.0213924,0.31579158,4.634883,25.514702,2157225,-29.511093,0.0039884555,[ 0.188  0.131  0.073 ... -0.377 -0.059 -0.384],16800,2.13924,0.0031579158,-44.994247,4.5681885e-05,-93.0,1641.8401,168,116.4,11331.088804006577,100.0,2.402327,-96.333336,38.53305,-100.0,0.39884552
,100,0.00089309015,,21.39198,-97.0,0.034145165,0.4124334,4.6746492,17.058722,2168609,-38.503883,0.0056807194,[ 0.188  0.131  0.073 ... -0.378 -0.063 -0.373],16900,3.4145164,0.004124334,-53.921036,8.9309015e-06,-97.0,2924.5127,169,113.84,11407.134359836578,100.0,2.3825605,-100.333336,34.51682,-100.0,0.5680719
,100,0.0024714996,,19.423063,-97.0,0.024714407,0.42597476,5.1485186,17.058722,2180905,-41.965298,0.004894991,[ 0.189  0.131  0.073 ... -0.378 -0.063 -0.392],17000,2.4714408,0.0042597475,-56.65583,2.4714995e-05,-97.0,2457.1921,170,122.96,11475.728491067886,100.0,2.3759904,-100.333336,43.094296,-100.0,0.4894991
,100,0.0013423125,,19.425503,-96.0,0.03537084,0.47919372,5.147872,19.595919,2193255,-47.642975,0.0062661613,[ 0.188  0.131  0.073 ... -0.378 -0.068 -0.394],17100,3.537084,0.0047919373,-62.33443,1.3423125e-05,-96.0,3990.6667,171,123.5,11529.179864645004,100.0,2.3869865,-99.333336,36.90118,-100.0,0.6266161
,100,0.0072767986,,17.425245,-97.0,0.08029281,0.5193757,5.7388,17.058722,2205176,-51.028214,0.008845645,[ 0.189  0.131  0.073 ... -0.378 -0.058 -0.392],17200,8.029282,0.005193757,-64.94273,7.276799e-05,-97.0,7959.183,172,119.21,11592.424249649048,100.0,2.3840039,-100.333336,25.636734,-100.0,0.8845645
,100,0.011301277,,15.836517,-94.0,0.032752845,0.5535338,6.31452,23.748684,2217326,-50.415222,0.006607876,[ 0.189  0.131  0.073 ... -0.378 -0.061 -0.393],17300,3.2752848,0.005535337,-63.680264,0.00011301277,-94.0,4297.8604,173,121.5,11648.22877240181,100.0,2.382826,-97.333336,41.235966,-100.0,0.66078764
,100,0.0026695048,,21.462706,-99.0,0.025803791,0.51496375,4.659245,9.949874,2230161,-51.487373,0.005510424,[ 0.189  0.131  0.073 ... -0.378 -0.066 -0.389],17400,2.5803792,0.0051496383,-66.92999,2.6695048e-05,-99.0,3068.0776,174,128.35,11706.996577978134,100.0,2.3835247,-102.333336,46.6194,-100.0,0.55104244
,100,0.002521384,100.0,12.131211,-97.0,0.043092564,0.62790585,8.2432,22.15852,2243566,-58.75995,0.0077164196,[ 0.189  0.131  0.073 ... -0.379 -0.065 -0.39 ],17500,4.3092566,0.006279058,-70.36991,2.521384e-05,-97.0,6506.5557,175,134.05,11768.349027395248,100.0,2.3906116,-100.333336,39.837013,-100.0,0.77164197
,100,0.004794329,,18.421036,-95.0,0.085538045,0.5199419,5.4285765,21.794495,2256294,-42.33166,0.0094380835,[ 0.189  0.131  0.073 ... -0.379 -0.061 -0.387],17600,8.553804,0.00519942,-56.638237,4.794329e-05,-95.0,2489.7207,176,127.28,11842.769042253494,100.0,2.390574,-98.333336,23.282787,-100.0,0.9438082
,100,0.0010513028,,19.517822,-97.0,0.093613826,0.4821208,5.1235223,17.058722,2269184,-47.60977,0.010027995,[ 0.189  0.13   0.074 ... -0.379 -0.063 -0.384],17700,9.3613825,0.004821208,-62.336098,1.05130275e-05,-97.0,10203.115,177,128.9,11916.883994579315,100.0,2.3879504,-100.333336,18.774769,-100.0,1.0027995
,100,0.0091515295,,10.518244,-95.0,0.028730577,0.4948041,9.507291,21.794495,2281633,-48.790432,0.0062683057,[ 0.19   0.13   0.074 ... -0.378 -0.064 -0.385],17800,2.8730578,0.004948041,-59.601048,9.151529e-05,-95.0,4026.0784,178,124.49,11986.054060459137,100.0,2.3869836,-98.333336,38.38996,-100.0,0.62683064
,100,0.005914588,,10.813041,-94.0,0.05423477,0.60415804,9.248093,23.748684,2294776,-52.70002,0.008039681,[ 0.189  0.13   0.074 ... -0.378 -0.066 -0.384],17900,5.423477,0.0060415803,-63.661083,5.9145877e-05,-94.0,4234.087,179,131.43,12055.976549386978,100.0,2.3781447,-97.333336,36.090282,-100.0,0.80396813
,100,0.0037307749,,16.328852,-97.0,0.030562682,0.47989637,6.1241293,17.058722,2307971,-46.664295,0.0053435517,[ 0.189  0.13   0.074 ... -0.379 -0.07  -0.39 ],18000,3.0562682,0.0047989637,-60.133953,3.730775e-05,-97.0,2924.545,180,131.95,12117.664170503616,100.0,2.3967013,-100.333336,44.646065,-100.0,0.53435516
,100,0.0001834994,,33.136696,-98.0,0.039726567,0.43313962,3.0178025,14.0,2320527,-38.90388,0.0070325085,[ 0.189  0.13   0.074 ... -0.381 -0.061 -0.38 ],18100,3.9726567,0.0043313955,-58.09204,1.834994e-06,-98.0,3941.15,181,125.56,12178.036514282227,100.0,2.3913975,-101.333336,27.50186,-100.0,0.7032509
,100,0.0051180026,,17.751255,-99.0,0.029467748,0.48914093,5.6334047,9.949874,2333284,-48.367218,0.0060078967,[ 0.189  0.13   0.074 ... -0.381 -0.064 -0.382],18200,2.946775,0.004891409,-62.411297,5.1180024e-05,-99.0,3669.4702,182,127.57,12243.430939435959,100.0,2.3926446,-102.333336,39.862713,-100.0,0.60078967
,100,0.00040219846,,10.634402,-97.0,0.034876063,0.5642354,9.403443,17.058722,2345746,-55.901745,0.006156221,[ 0.189  0.13   0.074 ... -0.381 -0.065 -0.381],18300,3.4876065,0.0056423545,-66.77189,4.0219848e-06,-97.0,3873.5063,183,124.62,12304.92849445343,100.0,2.3876941,-100.333336,45.652924,-100.0,0.6156221
,100,0.00021278652,,33.073917,-97.0,0.035986822,0.43050906,3.0235305,17.058722,2357385,-42.816044,0.0072481316,[ 0.189  0.13   0.074 ... -0.381 -0.071 -0.38 ],18400,3.5986824,0.0043050908,-61.986023,2.1278652e-06,-97.0,5324.9976,184,116.39,12352.499512910843,100.0,2.3913374,-100.333336,26.07853,-100.0,0.72481316
,100,0.001878053,,15.225886,-98.0,0.054661836,0.60093653,6.5677624,14.0,2368702,-56.67775,0.008895999,[ 0.189  0.13   0.074 ... -0.382 -0.069 -0.378],18500,5.4661837,0.0060093654,-69.68454,1.8780529e-05,-98.0,7514.297,185,113.17,12407.00037932396,100.0,2.3876963,-101.333336,31.333687,-100.0,0.88959986
100.0,100,0.0016868997,-100.0,21.487694,-100.0,0.040223993,0.41211423,4.6538267,,2380258,-41.211422,0.0053840037,[ 0.189  0.13   0.074 ... -0.383 -0.07  -0.38 ],18600,4.0223994,0.0041211424,-56.66303,1.6868997e-05,-100.0,2928.03,186,115.56,12460.474752902985,100.0,2.3936214,-103.333336,36.944374,-100.0,0.5384004
,100,0.0044134776,,26.05657,-92.0,0.022845967,0.2867476,3.8378036,27.12932,2393233,-26.355106,0.0036674247,[ 0.189  0.13   0.074 ... -0.384 -0.056 -0.388],18700,2.2845967,0.0028674763,-43.37032,4.4134777e-05,-92.0,1352.8124,187,129.75,12530.512495279312,100.0,2.3730466,-95.333336,37.939537,-100.0,0.36674246
,100,3.7412552e-05,,34.09029,-96.0,0.029372701,0.47349036,2.9333866,19.595919,2404722,-42.02145,0.0062300484,[ 0.19   0.13   0.074 ... -0.383 -0.076 -0.389],18800,2.9372702,0.004734904,-61.48375,3.741255e-07,-96.0,3554.888,188,114.89,12578.402177810669,100.0,2.3789065,-99.333336,36.613235,-100.0,0.6230048
,100,0.0011206204,,15.256478,-97.0,0.039219487,0.490174,6.5545926,17.058722,2416076,-47.394527,0.006551588,[ 0.19   0.13   0.074 ... -0.382 -0.074 -0.385],18900,3.921949,0.0049017393,-60.414375,1.1206203e-05,-97.0,4366.8765,189,113.54,12632.636513710022,100.0,2.3689213,-100.333336,35.887863,-100.0,0.6551588
100.0,100,0.004655985,-100.0,28.034002,-100.0,0.033304315,0.47924113,3.5670967,,2426828,-47.924114,0.0071067354,[ 0.19   0.13   0.074 ... -0.38  -0.077 -0.392],19000,3.3304315,0.004792411,-65.573166,4.655985e-05,-100.0,5101.585,190,107.52,12677.984560966492,100.0,2.3429794,-103.333336,31.259426,-100.0,0.7106735
,100,0.0018770717,,40.202595,-98.0,0.043211587,0.38513008,2.4874017,14.0,2438263,-34.254047,0.006827989,[ 0.19   0.13   0.074 ... -0.381 -0.087 -0.408],19100,4.321159,0.0038513008,-55.38922,1.8770716e-05,-98.0,3278.042,191,114.35,12730.084332942963,100.0,2.3398426,-101.333336,24.135984,-100.0,0.6827989
,100,0.00071888533,,24.354076,-97.0,0.061165676,0.50939584,4.1060886,17.058722,2449720,-50.608944,0.008858493,[ 0.19   0.13   0.074 ... -0.381 -0.087 -0.411],19200,6.1165676,0.0050939578,-67.0589,7.188853e-06,-97.0,7952.537,192,114.57,12784.968699455261,100.0,2.3327336,-100.333336,24.849728,-100.0,0.8858493
,100,0.0030615511,,19.219896,-95.0,0.025475893,0.4213321,5.202942,21.794495,2461392,-41.275608,0.0053062,[ 0.19   0.13   0.074 ... -0.38  -0.086 -0.419],19300,2.5475893,0.004213321,-55.889107,3.061551e-05,-95.0,2866.756,193,116.72,12838.276601076126,100.0,2.3417928,-98.333336,38.668945,-100.0,0.53062
,100,0.0057548685,,20.5261,-97.0,0.043546036,0.38025296,4.871846,17.058722,2473079,-37.1147,0.0059123207,[ 0.19   0.13   0.074 ... -0.377 -0.066 -0.431],19400,4.354604,0.003802529,-52.216614,5.7548685e-05,-97.0,3545.903,194,116.87,12885.444481611252,100.0,2.3469481,-100.333336,29.260956,-100.0,0.59123206
,100,0.0031314243,,17.824238,-96.0,0.19066715,0.636183,5.610338,19.595919,2485868,-36.72404,0.020514883,[ 0.189  0.13   0.074 ... -0.377 -0.059 -0.432],19500,19.066715,0.00636183,-50.796963,3.131424e-05,-96.0,2969.9895,195,127.89,12946.03655052185,100.0,2.3469365,-99.333336,8.773023,-100.0,2.0514884
,100,0.0022592542,,14.278276,-98.0,0.035735723,0.5839208,7.0036464,14.0,2497547,-56.65157,0.006925274,[ 0.19   0.13   0.074 ... -0.377 -0.058 -0.432],19600,3.5735724,0.0058392077,-69.24711,2.2592541e-05,-98.0,4789.978,196,116.79,12994.866641759872,100.0,2.350638,-101.333336,41.552643,-100.0,0.69252753
,100,0.00064515974,,38.94503,-97.0,0.053921957,0.423872,2.5677216,17.058722,2508686,-41.849964,0.0077521093,[ 0.19   0.13   0.074 ... -0.377 -0.05  -0.437],19700,5.3921957,0.0042387196,-62.651947,6.451597e-06,-97.0,6095.119,197,111.39,13036.976506471634,100.0,2.3554015,-100.333336,23.016012,-100.0,0.7752109
,100,0.0061061094,,28.623161,-99.0,0.024592383,0.4020082,3.4936743,9.949874,2519417,-40.129204,0.004644968,[ 0.19   0.13   0.074 ... -0.375 -0.047 -0.435],19800,2.4592383,0.004020082,-57.962746,6.1061095e-05,-99.0,2184.6597,198,107.31,13070.200475215912,100.0,2.3600934,-102.333336,42.82574,-100.0,0.46449676
,100,0.0021188105,,25.828913,-96.0,0.04764337,0.5212225,3.8716302,19.595919,2531646,-50.38555,0.008494606,[ 0.19   0.13   0.074 ... -0.376 -0.052 -0.426],19900,4.764337,0.0052122246,-67.32627,2.1188105e-05,-96.0,7264.1016,199,122.29,13113.156751155853,100.0,2.3759725,-99.333336,27.351734,-100.0,0.8494607
,100,0.004041469,,7.986091,-99.0,0.14043818,0.7489834,12.5217705,9.949874,2544169,-60.854527,0.014559774,[ 0.19   0.13   0.074 ... -0.376 -0.033 -0.429],20000,14.043818,0.007489835,-70.274414,4.0414692e-05,-99.0,3416.4668,200,125.23,13142.393451452255,100.0,2.3708782,-102.333336,20.92534,-100.0,1.4559773
,100,0.0007954911,,17.635643,-93.0,0.05057747,0.46595863,5.670335,25.514702,2556952,-40.022854,0.007082652,[ 0.19   0.13   0.074 ... -0.375 -0.036 -0.431],20100,5.057747,0.004659586,-54.021126,7.954911e-06,-93.0,3008.5256,201,127.83,13182.070852518082,100.0,2.3779306,-96.333336,30.207352,-100.0,0.7082652
,100,0.0017223468,,30.819056,-97.0,0.029027944,0.34254372,3.2447457,17.058722,2569430,-33.618847,0.0050853416,[ 0.19   0.13   0.074 ... -0.378 -0.039 -0.421],20200,2.9027946,0.003425437,-52.123817,1.7223467e-05,-97.0,2622.5208,202,124.78,13223.180343151093,100.0,2.384007,-100.333336,31.211151,-100.0,0.5085342
,100,0.003916043,,22.723705,-96.0,0.035126526,0.55085975,4.4006906,19.595919,2582460,-50.327507,0.006508789,[ 0.19   0.13   0.074 ... -0.378 -0.033 -0.421],20300,3.5126526,0.0055085975,-66.2173,3.9160426e-05,-96.0,3799.7532,203,130.3,13259.26544713974,100.0,2.37135,-99.333336,41.734383,-100.0,0.6508789
,100,0.00015556188,,17.126467,-96.0,0.029404564,0.43657634,5.838916,19.595919,2596073,-43.315613,0.005893204,[ 0.19   0.13   0.074 ... -0.378 -0.04  -0.426],20400,2.9404564,0.004365763,-57.110325,1.5556187e-06,-96.0,3534.1155,204,136.13,13289.810311079025,100.0,2.359427,-99.333336,35.434063,-100.0,0.58932036
,100,0.0048950375,,22.947954,-96.0,0.037361667,0.29870537,4.357687,19.595919,2609722,-29.458626,0.004819775,[ 0.19   0.13   0.074 ... -0.378 -0.047 -0.432],20500,3.7361667,0.0029870535,-45.426636,4.8950373e-05,-96.0,2363.547,205,136.49,13315.903630256653,100.0,2.3512945,-99.333336,27.750338,-100.0,0.48197752
,100,0.009931229,,8.852182,-95.0,0.1554642,0.76907027,11.296649,21.794495,2623326,-59.839634,0.01640665,[ 0.19   0.13   0.074 ... -0.375 -0.051 -0.435],20600,15.546421,0.0076907035,-69.75717,9.931229e-05,-95.0,5048.242,206,136.04,13341.317714691162,100.0,2.3516176,-98.333336,18.014742,-100.0,1.6406649
,100,0.0016065723,,15.680526,-98.0,0.02382163,0.49418786,6.377337,14.0,2636386,-48.42462,0.0057014176,[ 0.19   0.13   0.074 ... -0.373 -0.052 -0.434],20700,2.382163,0.004941878,-61.62417,1.6065722e-05,-98.0,3309.9578,207,130.6,13365.268493652344,100.0,2.3468971,-101.333336,42.89985,-100.0,0.5701418
,100,0.0004541968,,33.02206,-98.0,0.023045031,0.43118584,3.0282786,14.0,2649395,-43.0078,0.004994424,[ 0.19   0.13   0.074 ... -0.373 -0.052 -0.439],20800,2.3045032,0.004311858,-62.162743,4.541968e-06,-98.0,2528.6184,208,130.09,13387.685683012009,100.0,2.3488915,-101.333336,42.704784,-100.0,0.4994424
,100,0.0014980821,,21.47985,-99.0,0.026977526,0.37798312,4.6555257,9.949874,2662425,-37.772617,0.0050905007,[ 0.19   0.13   0.075 ... -0.372 -0.043 -0.446],20900,2.6977527,0.0037798313,-53.221405,1.498082e-05,-99.0,2619.3896,209,130.3,13413.253111600876,100.0,2.3544753,-102.333336,35.539825,-100.0,0.5090501
,100,0.0017601391,100.0,10.271919,-96.0,0.16875648,0.74217725,9.735279,24.166092,2674520,-39.95844,0.01806075,[ 0.19   0.13   0.075 ... -0.37  -0.05  -0.433],21000,16.875648,0.007421772,-50.641716,1.7601391e-05,-96.0,36876.273,210,120.95,13438.12095284462,100.0,2.382761,-99.333336,14.447036,-100.0,1.8060749
,100,0.0016249644,,24.070969,-98.0,0.026288977,0.3730606,4.154382,14.0,2687720,-37.116158,0.0049995,[ 0.191  0.129  0.076 ... -0.372 -0.034 -0.421],21100,2.6288977,0.003730606,-53.470215,1.6249644e-05,-98.0,2535.8323,211,132.0,13468.02786898613,100.0,2.405474,-101.333336,35.766014,-100.0,0.49995
100.0,100,0.0030698176,-100.0,25.697481,-100.0,0.0258378,0.31788376,3.891432,,2700047,-31.788372,0.0042759883,[ 0.191  0.129  0.075 ... -0.372 -0.02  -0.413],21200,2.58378,0.003178837,-48.685932,3.0698175e-05,-100.0,1846.8761,212,123.27,13491.017302274704,100.0,2.4069734,-103.333336,35.594704,-100.0,0.4275988
,100,0.00022392708,,25.534082,-98.0,0.039392404,0.52081823,3.9163342,14.0,2712888,-50.89636,0.007735125,[ 0.19   0.129  0.075 ... -0.372 -0.019 -0.412],21300,3.9392407,0.005208182,-67.74011,2.2392708e-06,-98.0,6030.383,213,128.41,13517.708739757538,100.0,2.3955588,-101.333336,31.193645,-100.0,0.77351254
,100,0.00087004085,,14.839197,-99.0,0.081568755,0.6076612,6.7389092,9.949874,2725020,-60.510582,0.0108383605,[ 0.191  0.129  0.075 ... -0.372 -0.016 -0.426],21400,8.156876,0.006076611,-73.35114,8.700408e-06,-99.0,11890.371,214,121.32,13543.960583209991,100.0,2.3994138,-102.333336,23.916023,-100.0,1.0838361
,100,0.0037879054,,27.136656,-97.0,0.13652205,0.44310978,3.6850524,17.058722,2737337,-30.412403,0.013858554,[ 0.191  0.129  0.075 ... -0.37  -0.004 -0.434],21500,13.652206,0.0044310973,-47.776688,3.7879054e-05,-97.0,1617.095,215,123.17,13567.483404397964,100.0,2.3935387,-100.333336,9.274998,-100.0,1.3858554
,100,0.005824121,,8.604644,-98.0,0.059636787,0.7180896,11.621632,14.0,2748353,-63.90289,0.008228554,[ 0.191  0.129  0.076 ... -0.371 -0.006 -0.438],21600,5.963679,0.007180895,-73.68078,5.824121e-05,-98.0,3949.519,216,110.16,13593.115961790085,100.0,2.3893938,-101.333336,43.23248,-100.0,0.8228554
,100,7.035663e-05,,32.996098,-98.0,0.027351208,0.34355485,3.0306613,14.0,2759813,-34.095837,0.004997009,[ 0.191  0.129  0.076 ... -0.372 -0.007 -0.441],21700,2.7351208,0.0034355482,-53.243248,7.035663e-07,-98.0,2534.1626,217,114.6,13613.856397628784,100.0,2.393759,-101.333336,32.09682,-100.0,0.49970093
,100,0.0016310436,,12.776693,-98.0,0.030303746,0.54157835,7.826751,14.0,2770901,-52.486145,0.005948309,[ 0.192  0.129  0.076 ... -0.373  0.002 -0.446],21800,3.0303748,0.005415784,-64.40098,1.6310436e-05,-98.0,3594.1753,218,110.88,13636.540449380875,100.0,2.3884668,-101.333336,45.32423,-100.0,0.59483093
,100,0.005102096,,15.200683,-99.0,0.050520275,0.59229064,6.578652,9.949874,2781581,-58.744167,0.008462737,[ 0.191  0.129  0.076 ... -0.373 -0.011 -0.439],21900,5.0520277,0.0059229056,-71.74019,5.102096e-05,-99.0,7268.1665,219,106.8,13658.541760444641,100.0,2.374229,-102.333336,32.87838,-100.0,0.84627384
,100,0.0006660581,,30.464214,-99.0,0.03481821,0.38116497,3.2825398,9.949874,2791615,-37.121098,0.006198408,[ 0.191  0.129  0.075 ... -0.374 -0.016 -0.448],22000,3.481821,0.0038116497,-55.51923,6.6605808e-06,-99.0,3856.3997,220,100.34,13679.969244480133,100.0,2.3740067,-102.333336,27.439026,-100.0,0.6198408
,100,0.0019245829,,21.97451,-96.0,0.027708335,0.440251,4.5507274,19.595919,2801420,-41.772026,0.0054339035,[ 0.191  0.129  0.076 ... -0.375 -0.018 -0.446],22100,2.7708335,0.00440251,-57.397686,1.9245828e-05,-96.0,2952.718,221,98.05,13700.933137178421,100.0,2.3600845,-99.333336,39.628563,-100.0,0.54339033
,100,0.0048271273,,26.97635,-99.0,0.041364737,0.39235866,3.7069507,9.949874,2810989,-39.184437,0.006031461,[ 0.191  0.129  0.075 ... -0.376 -0.013 -0.465],22200,4.1364737,0.0039235866,-56.49736,4.827127e-05,-99.0,3678.4053,222,95.69,13721.202587127686,100.0,2.360559,-102.333336,29.734636,-100.0,0.60314614
,100,0.0080935825,,9.020431,-99.0,0.09015884,0.6863873,11.085945,9.949874,2820356,-68.55365,0.011376139,[ 0.191  0.129  0.075 ... -0.375 -0.014 -0.463],22300,9.015884,0.0068638735,-78.564995,8.0935824e-05,-99.0,13083.438,223,93.67,13741.773223876953,100.0,2.3691535,-102.333336,26.688349,-100.0,1.1376139
,100,0.0009801154,,28.646639,-96.0,0.022546494,0.38586605,3.4908109,19.595919,2830171,-36.4909,0.005210364,[ 0.191  0.129  0.075 ... -0.375 -0.008 -0.461],22400,2.2546494,0.00385866,-54.33175,9.801153e-06,-96.0,2572.527,224,98.15,13762.531735420227,100.0,2.3769658,-99.333336,35.419285,-100.0,0.52103645
,100,0.00031190584,,27.414644,-98.0,0.060916014,0.44404525,3.6476855,14.0,2839607,-43.943386,0.008364182,[ 0.19   0.13   0.075 ... -0.377 -0.009 -0.452],22500,6.0916014,0.004440452,-61.396385,3.1190584e-06,-98.0,7091.81,225,94.36,13783.58276462555,100.0,2.3620338,-101.333336,21.987335,-100.0,0.8364183
,100,0.0052174157,,8.46457,-99.0,0.03079247,0.5787424,11.81395,9.949874,2848911,-57.645542,0.0055276495,[ 0.19   0.13   0.075 ... -0.378 -0.013 -0.463],22600,3.079247,0.0057874243,-67.34352,5.2174157e-05,-99.0,3107.7585,226,93.04,13802.512374639511,100.0,2.3518336,-102.333336,52.294617,-100.0,0.55276495
,100,0.0006490993,,35.30443,-99.0,0.060419023,0.38492662,2.832506,9.949874,2858600,-32.450756,0.0072885943,[ 0.19   0.129  0.075 ... -0.378 -0.02  -0.465],22700,6.0419025,0.0038492656,-52.2566,6.4909927e-06,-99.0,2111.6516,227,96.89,13826.046528339386,100.0,2.3565125,-102.333336,21.808584,-100.0,0.72885936
,100,0.0021555426,,41.969925,-98.0,0.070042275,0.43395856,2.3826585,14.0,2868104,-43.35786,0.008679999,[ 0.19   0.129  0.075 ... -0.378 -0.016 -0.465],22800,7.0042276,0.004339585,-64.95259,2.1555426e-05,-98.0,7613.587,228,95.04,13847.456766843796,100.0,2.3615448,-101.333336,19.996952,-100.0,0.8679999
,100,0.0047321306,,12.217681,-98.0,0.031624626,0.47209355,8.184859,14.0,2877464,-46.82758,0.0056821704,[ 0.19   0.129  0.075 ... -0.376 -0.018 -0.458],22900,3.1624627,0.004720935,-58.478848,4.7321304e-05,-98.0,3288.6025,229,93.6,13871.452822208405,100.0,2.399361,-101.333336,40.838333,-100.0,0.5682171
,100,0.00015453776,,35.567413,-99.0,0.04405904,0.38809556,2.8115623,9.949874,2887350,-38.074097,0.0062090973,[ 0.19   0.13   0.074 ... -0.377 -0.002 -0.436],23000,4.405904,0.003880955,-57.95357,1.5453776e-06,-99.0,3896.7114,230,98.86,13897.741158485413,100.0,2.388738,-102.333336,28.092697,-100.0,0.6209097
