InitialReturnMin,Iteration,MeanIWNorm,Weights,MeanEntropy,EpRewMean,EpThisIter,ReturnStepMaxmin,InitialReturnMax,InitialBound,EpisodesSoFar,TimestepsSoFar,MinIW,MeanIW,EmpiricalD2,ESSRenyi,InitialReturnMean,StdIWNorm,ReturnStepMax,TimeElapsed,InitialReturnStd,MaxIWNorm,MaxIW,ReturnMeanIW,J_sample_variance,ESSClassic,EpLenMean,MinIWNorm,StdIW,Bound
-100.0,12,0.0042190384,[ 0.185  0.135  0.073 ... -0.325 -0.025  0.045],2.8602276,-99.0,100,,,-100.005035,1200,132202,0.0020536587,0.42190385,88.92711,1.1245165,-99.0,0.0058770953,100.0,394.545681476593,9.949874,0.04040052,4.040052,-40.286903,3281.51,34.008606,111.22,2.0536587e-05,0.5877095,-49.764526
-100.0,13,0.0045740027,[ 0.185  0.135  0.074 ... -0.324 -0.038  0.061],2.8593218,-99.0,100,,,-100.005035,1300,144662,0.0015634748,0.45740032,98.72343,1.0129308,-99.0,0.0067324447,100.0,431.6050889492035,9.949874,0.04401255,4.401255,-43.46583,4260.863,31.580908,124.6,1.5634747e-05,0.6732445,-53.451855
-100.0,14,0.005147794,[ 0.185  0.135  0.074 ... -0.324 -0.032  0.053],2.8532944,-99.0,100,,,-100.005035,1400,157623,0.0013269361,0.51477945,58.595234,1.7066234,-99.0,0.0067465296,100.0,463.96244955062866,9.949874,0.039203905,3.9203906,-51.40907,4604.22,36.797363,129.61,1.326936e-05,0.67465293,-59.102386
-100.0,15,0.0045710225,[ 0.185  0.135  0.074 ... -0.323 -0.026  0.041],2.8640046,-100.0,100,100.0,-100.0,-101.005035,1500,169085,0.0023727664,0.45710233,116.215256,0.8604722,-100.0,0.006277728,100.0,499.77950644493103,,0.030166248,3.016625,-45.710228,3980.7961,34.648132,114.62,2.3727664e-05,0.62777287,-56.544853
-100.0,16,0.004531426,[ 0.185  0.135  0.074 ... -0.324 -0.03   0.056],2.8884535,-100.0,100,100.0,-100.0,-101.005035,1600,181498,0.00014131877,0.4531426,53.82162,1.8579894,-100.0,0.007241735,100.0,536.0243947505951,,0.044377863,4.4377866,-45.314262,5297.245,28.137566,124.13,1.4131876e-06,0.7241735,-52.687542
-100.0,17,0.003251752,[ 0.185  0.135  0.074 ... -0.323 -0.005  0.056],2.8489318,-100.0,100,100.0,-100.0,-101.005035,1700,192939,0.00023903637,0.3251752,203.1017,0.49236417,-100.0,0.0053864024,100.0,569.0836725234985,,0.024985781,2.498578,-32.51752,2930.6394,26.710365,114.41,2.3903635e-06,0.5386402,-46.84069
-100.0,18,0.0038916979,[ 0.186  0.134  0.074 ... -0.325 -0.01   0.021],2.8449833,-98.0,100,,,-99.005035,1800,204318,0.00051269913,0.38916984,173.4574,0.5765104,-98.0,0.009025836,100.0,603.8843641281128,14.0,0.06946577,6.9465775,-38.12748,8229.342,15.676592,113.79,5.1269913e-06,0.90258366,-51.36415
-100.0,19,0.0032613748,[ 0.186  0.135  0.074 ... -0.323 -0.026  0.034],2.8437078,-98.0,100,,,-99.005035,1900,215934,9.0831425e-05,0.32613745,145.85805,0.6855981,-98.0,0.0048576114,100.0,640.6034932136536,14.0,0.025765734,2.5765734,-31.426195,2371.515,31.071127,116.16,9.0831423e-07,0.48576114,-43.56421
-100.0,20,0.0034440286,[ 0.186  0.134  0.074 ... -0.324 -0.014  0.02 ],2.8132384,-100.0,100,100.0,-100.0,-101.005035,2000,226956,0.00012812216,0.34440285,133.14926,0.7510368,-100.0,0.005692788,100.0,677.0873997211456,,0.03465976,3.4659758,-34.440285,3273.5183,26.793665,110.22,1.2812216e-06,0.5692788,-46.03745
-100.0,21,0.0042976956,[ 0.187  0.134  0.075 ... -0.323 -0.024 -0.001],2.8123283,-97.0,100,,,-98.005035,2100,237596,0.0003842549,0.42976955,108.06058,0.9254069,-97.0,0.0056582396,100.0,715.5769150257111,17.058722,0.030117568,3.011757,-41.9957,3249.3499,36.58487,106.4,3.842549e-06,0.56582403,-52.44329
-100.0,22,0.003926553,[ 0.187  0.134  0.075 ... -0.324 -0.031  0.005],2.843975,-98.0,100,,,-99.005035,2200,248328,0.00020264265,0.39265528,101.036995,0.9897365,-98.0,0.007539049,100.0,749.8506543636322,14.0,0.049796093,4.9796095,-39.167793,5748.3335,21.338043,107.32,2.0264265e-06,0.7539049,-49.27015
-100.0,23,0.004452748,[ 0.186  0.135  0.074 ... -0.324 -0.008  0.014],2.7792394,-98.0,100,,,-99.005035,2300,259014,1.2521719e-05,0.44527477,180.89857,0.55279595,-98.0,0.018924905,100.0,783.8768436908722,14.0,0.18838094,18.838095,-25.684319,1667.5039,5.245519,106.86,1.2521718e-07,1.8924905,-39.20193
-100.0,24,0.0026009572,[ 0.187  0.134  0.075 ... -0.324 -0.036 -0.023],2.7852135,-94.0,100,,,-95.005035,2400,270327,0.00048070907,0.2600957,160.88025,0.62158036,-94.0,0.004573763,100.0,820.8326826095581,23.748684,0.03602477,3.602477,-24.39596,2126.2534,24.436163,113.13,4.8070906e-06,0.4573763,-37.143715
-100.0,25,0.002791388,[ 0.187  0.134  0.075 ... -0.324 -0.04  -0.013],2.7812502,-95.0,100,,,-96.005035,2500,281273,0.0010701936,0.2791388,148.5158,0.67332906,-95.0,0.0060704993,100.0,859.9619646072388,21.794495,0.05118655,5.118655,-27.521296,3739.4363,17.453756,109.46,1.0701936e-05,0.60704994,-39.769394
-100.0,26,0.0031828922,[ 0.188  0.134  0.075 ... -0.322 -0.033 -0.024],2.7588816,-95.0,100,,,-96.005035,2600,291343,6.067724e-05,0.31828925,234.87398,0.42576024,-95.0,0.0075726258,100.0,896.5195853710175,21.794495,0.06487594,6.487594,-30.058968,5776.172,15.014057,100.7,6.067724e-07,0.7572626,-45.461773
-100.0,27,0.0029583229,[ 0.188  0.134  0.076 ... -0.323 -0.05  -0.029],2.7607915,-91.0,100,,,-92.005035,2700,301942,0.0025423048,0.29583228,82.65283,1.2098799,-91.0,0.0052896184,100.0,934.3198440074921,28.618176,0.034930237,3.4930239,-26.226192,2721.1162,23.82592,105.99,2.5423047e-05,0.52896184,-35.363354
-100.0,28,0.0028678454,[ 0.187  0.134  0.076 ... -0.323 -0.05  -0.028],2.7812386,-95.0,100,,,-96.005035,2800,312301,0.0002581892,0.28678453,123.23789,0.81143874,-95.0,0.005329937,100.0,969.4437415599823,21.794495,0.038122974,3.8122976,-27.726387,2851.3318,22.451311,103.59,2.5818917e-06,0.53299373,-38.883568
-100.0,29,0.003064247,[ 0.188  0.133  0.076 ... -0.324 -0.014 -0.042],2.7834327,-97.0,100,,,-98.005035,2900,322634,0.00094073487,0.30642474,71.82439,1.3922848,-97.0,0.0041026133,100.0,1006.9638257026672,17.058722,0.027170083,2.7170084,-29.773327,1710.473,35.80944,103.33,9.407348e-06,0.41026133,-38.290947
-100.0,30,0.003948997,[ 0.188  0.134  0.076 ... -0.323 -0.012 -0.042],2.80932,-92.0,100,,100.0,-93.005035,3000,332635,0.0009827951,0.39489967,95.69542,1.0449821,-92.0,0.006847121,100.0,1039.74356007576,30.594116,0.03185875,3.185875,-39.25251,4752.813,24.960247,100.01,9.8279515e-06,0.6847121,-49.084198
-100.0,31,0.0045598317,[ 0.188  0.133  0.076 ... -0.323  0.003 -0.031],2.8057318,-95.0,100,,,-96.005035,3100,343213,0.0036533696,0.45598316,69.15898,1.4459438,-95.0,0.006335066,100.0,1075.0794763565063,21.794495,0.027324557,2.7324557,-45.068974,4093.85,34.127243,105.78,3.6533696e-05,0.6335066,-53.427055
-100.0,32,0.0043214397,[ 0.188  0.133  0.076 ... -0.323 -0.027 -0.005],2.8387468,-94.0,100,,,-95.005035,3200,355363,0.00077949994,0.43214402,81.60867,1.2253599,-94.0,0.008312691,100.0,1112.971682548523,23.748684,0.07210432,7.210432,-40.715942,7000.0728,21.275652,121.5,7.794999e-06,0.8312691,-49.795204
-100.0,33,0.002968619,[ 0.188  0.134  0.076 ... -0.321 -0.013  0.014],2.8174942,-94.0,100,,,-95.005035,3300,366668,0.0001837556,0.29686195,105.16968,0.9508444,-94.0,0.0047555543,100.0,1149.9395401477814,23.748684,0.029316794,2.9316795,-28.402838,2309.8435,28.040922,113.05,1.837556e-06,0.47555542,-38.70973
-100.0,34,0.00404627,[ 0.189  0.133  0.076 ... -0.322 -0.022  0.002],2.7783785,-93.0,100,,,-94.005035,3400,377701,0.00011539736,0.40462703,60.89906,1.6420615,-93.0,0.008725135,100.0,1183.846952199936,25.514702,0.0707917,7.0791698,-35.812275,6271.7637,17.699736,110.33,1.1539736e-06,0.87251353,-43.655373
-100.0,35,0.0022625052,[ 0.188  0.133  0.076 ... -0.32  -0.031 -0.029],2.7665496,-94.0,100,,,-95.005035,3500,388838,0.0011471754,0.22625051,117.238144,0.8529647,-94.0,0.0072631296,100.0,1224.259521484375,23.748684,0.064453855,6.4453855,-15.735181,1391.6051,8.8452635,111.37,1.1471754e-05,0.72631294,-26.617386
-100.0,36,0.0023420083,[ 0.189  0.133  0.076 ... -0.32  -0.037 -0.035],2.748978,-94.0,100,,,-95.005035,3600,399760,0.00023240053,0.2342008,106.52903,0.9387113,-94.0,0.0036422082,100.0,1258.895682811737,23.748684,0.017608212,1.7608212,-22.161234,1347.0459,29.252283,109.22,2.3240052e-06,0.3642208,-32.534523
-100.0,37,0.004288316,[ 0.188  0.134  0.075 ... -0.321 -0.03  -0.059],2.752825,-96.0,100,,,-97.005035,3700,410068,0.0007836812,0.42883152,72.39133,1.3813809,-96.0,0.006366718,100.0,1290.6358156204224,19.595919,0.026717043,2.6717043,-42.580067,4115.148,31.208694,103.08,7.836811e-06,0.6366718,-51.13124
-100.0,38,0.0031002294,[ 0.188  0.134  0.075 ... -0.321 -0.019 -0.066],2.762631,-97.0,100,,,-98.005035,3800,419761,9.892982e-05,0.31002298,201.8593,0.49539456,-97.0,0.0053933994,100.0,1327.6934621334076,17.058722,0.029714217,2.9714217,-26.94998,2330.6653,24.835608,96.93,9.892982e-07,0.5393399,-41.229275
-100.0,39,0.0027562862,[ 0.188  0.134  0.076 ... -0.32  -0.016 -0.06 ],2.7276223,-96.0,100,,,-97.005035,3900,429428,1.3318925e-06,0.2756287,266.18076,0.37568456,-96.0,0.0055734557,100.0,1361.2656905651093,19.595919,0.040039204,4.0039206,-25.661966,3110.8926,19.650835,96.67,1.3318925e-08,0.5573456,-42.059204
-100.0,40,0.0030015474,[ 0.189  0.133  0.076 ... -0.32  -0.036 -0.074],2.7050922,-98.0,100,,,-99.005035,4000,439313,0.00031265186,0.30015478,139.18195,0.718484,-98.0,0.0051089237,100.0,1395.2597699165344,14.0,0.02569445,2.5694451,-29.41246,2653.4246,25.659893,98.85,3.1265185e-06,0.5108924,-41.269432
-100.0,41,0.0037690746,[ 0.188  0.133  0.076 ... -0.32  -0.043 -0.089],2.7041793,-99.0,100,,,-100.005035,4100,449489,0.00015763415,0.3769075,114.76831,0.87132066,-99.0,0.009076486,100.0,1428.0271246433258,9.949874,0.05937718,5.937718,-37.416748,8334.681,14.707673,101.76,1.5763414e-06,0.9076487,-48.183716
-100.0,42,0.004263705,[ 0.189  0.133  0.076 ... -0.32  -0.045 -0.089],2.7018826,-95.0,100,,,-96.005035,4200,459016,0.0003608154,0.42637053,82.21111,1.2163806,-95.0,0.0073454627,100.0,1464.0001549720764,21.794495,0.044745505,4.4745507,-41.29221,5474.8364,25.201609,95.27,3.608154e-06,0.7345463,-50.404922
-100.0,43,0.003392844,[ 0.189  0.133  0.076 ... -0.321 -0.043 -0.093],2.702222,-97.0,100,,,-98.005035,4300,469045,0.0009126859,0.3392844,140.31879,0.71266294,-97.0,0.0063593034,100.0,1494.8637046813965,17.058722,0.037474293,3.7474294,-32.44967,4049.7805,22.157682,100.29,9.1268585e-06,0.6359304,-44.35497
-100.0,44,0.002612217,[ 0.188  0.133  0.076 ... -0.32  -0.053 -0.082],2.7072566,-96.0,100,,,-97.005035,4400,478668,0.0010264994,0.2612217,150.08736,0.66627866,-96.0,0.0053081675,100.0,1531.7503809928894,19.595919,0.03191219,3.1912189,-24.198914,2765.4731,19.496044,96.23,1.0264994e-05,0.53081673,-36.511646
-100.0,45,0.002575606,[ 0.188  0.133  0.075 ... -0.322 -0.051 -0.079],2.6953135,-95.0,100,,,-96.005035,4500,488362,5.9209397e-05,0.2575606,120.76485,0.82805556,-95.0,0.0055260886,100.0,1567.3132772445679,21.794495,0.0359303,3.5930297,-23.634644,2948.6833,17.846369,96.94,5.9209395e-07,0.5526089,-34.67931
-100.0,46,0.003326059,[ 0.189  0.133  0.076 ... -0.321 -0.079 -0.064],2.7234173,-99.0,100,,,-100.005035,4600,498096,0.00036502403,0.3326059,206.5099,0.48423827,-99.0,0.0061846185,100.0,1603.119684457779,9.949874,0.029722258,2.972226,-31.773968,3738.0073,22.433954,97.34,3.6502402e-06,0.6184618,-46.216816
-100.0,47,0.0038397396,[ 0.189  0.133  0.076 ... -0.322 -0.066 -0.048],2.7180316,-98.0,100,,,-99.005035,4700,507850,0.00027574674,0.38397396,127.787186,0.78255105,-98.0,0.006823467,100.0,1639.195377111435,14.0,0.03706404,3.7064037,-37.28707,4723.129,24.050255,97.54,2.7574674e-06,0.6823467,-48.64832
-100.0,48,0.002246568,[ 0.189  0.134  0.076 ... -0.321 -0.07  -0.05 ],2.6670568,-95.0,100,,,-96.005035,4800,518509,7.6820346e-05,0.2246568,176.36383,0.5670097,-95.0,0.005364391,100.0,1670.4557514190674,21.794495,0.043647382,4.3647385,-21.410393,2893.318,14.921664,106.59,7.6820345e-07,0.5364392,-34.7575
-100.0,49,0.0055017616,[ 0.188  0.134  0.075 ... -0.321 -0.077 -0.094],2.6613765,-99.0,100,,,-100.005035,4900,529163,0.00025744247,0.55017614,52.89111,1.890677,-99.0,0.008274676,100.0,1703.1961953639984,9.949874,0.050590437,5.059044,-55.004658,6917.6123,30.655746,106.54,2.5744246e-06,0.8274677,-62.313923
-100.0,50,0.0041901832,[ 0.189  0.134  0.075 ... -0.322 -0.063 -0.113],2.640821,-95.0,100,,,-96.005035,5000,539404,0.00016904983,0.41901833,78.6716,1.2711067,-95.0,0.0061051166,100.0,1737.699676990509,21.794495,0.030181702,3.0181704,-41.80074,3772.917,32.021896,102.41,1.6904983e-06,0.6105117,-50.715126
-100.0,51,0.0032194015,[ 0.189  0.134  0.075 ... -0.32  -0.069 -0.127],2.6415932,-96.0,100,,100.0,-97.005035,5100,549409,0.00031230616,0.32194015,122.181984,0.8184513,-96.0,0.0060561737,100.0,1775.0959434509277,24.166092,0.0398425,3.98425,-30.868216,3661.888,22.032635,100.05,3.1230616e-06,0.6056174,-41.977497
-100.0,52,0.003286331,[ 0.189  0.134  0.075 ... -0.321 -0.074 -0.123],2.6426382,-96.0,100,,,-97.005035,5200,559018,6.0211707e-05,0.32863313,186.5955,0.5359186,-96.0,0.0059354124,100.0,1805.6806659698486,19.595919,0.027647804,2.7647805,-32.49042,3578.1133,23.463364,96.09,6.0211704e-07,0.5935412,-46.219234
-100.0,53,0.0042035566,[ 0.189  0.134  0.075 ... -0.323 -0.068 -0.127],2.638854,-93.0,100,,,-94.005035,5300,568955,0.00072072877,0.42035562,251.79381,0.39715037,-93.0,0.0075967163,100.0,1840.576905488968,25.514702,0.041587085,4.1587086,-39.106785,5767.183,23.44108,99.37,7.2072876e-06,0.7596717,-55.054737
-100.0,54,0.0053375945,[ 0.188  0.134  0.075 ... -0.322 -0.074 -0.125],2.6462426,-97.0,100,,,-98.005035,5400,579017,0.000721861,0.5337594,174.30573,0.5737046,-97.0,0.012884083,100.0,1872.6483364105225,17.058722,0.099769264,9.976927,-38.379307,6094.904,14.648561,100.62,7.21861e-06,1.2884084,-51.648308
-100.0,55,0.0023126556,[ 0.188  0.134  0.075 ... -0.32  -0.066 -0.126],2.6086292,-95.0,100,,,-96.005035,5500,589061,0.0006500952,0.23126553,125.350655,0.7977621,-95.0,0.0036691143,100.0,1905.0280771255493,21.794495,0.018896298,1.88963,-22.620518,1363.9298,28.432505,100.44,6.5009517e-06,0.36691147,-33.872932
-100.0,56,0.0028821127,[ 0.188  0.135  0.075 ... -0.32  -0.095 -0.134],2.6130974,-96.0,100,,,-97.005035,5600,598906,0.00020352697,0.2882113,77.093796,1.2971213,-96.0,0.0048277467,100.0,1937.4800431728363,19.595919,0.024058403,2.4058404,-27.929075,2378.997,26.275227,98.45,2.0352697e-06,0.48277467,-36.753616
-100.0,57,0.0027411983,[ 0.188  0.135  0.075 ... -0.32  -0.087 -0.137],2.5752568,-98.0,100,,,-99.005035,5700,608891,1.6020931e-05,0.27411982,104.604324,0.9559834,-98.0,0.0044013746,100.0,1970.7722885608673,14.0,0.030855473,3.0855474,-27.134125,1966.274,27.947977,99.85,1.6020931e-07,0.4401375,-37.413277
-100.0,58,0.004756442,[ 0.188  0.135  0.075 ... -0.32  -0.096 -0.167],2.5625157,-95.0,100,,,-96.005035,5800,618938,0.000114008566,0.47564414,155.75563,0.6420314,-95.0,0.009736664,100.0,2005.9118661880493,21.794495,0.057407778,5.740778,-41.729942,6772.8594,19.266315,100.47,1.1400856e-06,0.9736664,-54.273026
-100.0,59,0.009772435,[ 0.188  0.135  0.075 ... -0.322 -0.107 -0.169],2.5410035,-98.0,100,,,-99.005035,5900,628893,0.00012161093,0.9772435,169.73724,0.5891459,-98.0,0.068135686,100.0,2034.9991459846497,14.0,0.68629634,68.62964,-28.389093,1958.4565,2.01564,99.55,1.2161092e-06,6.8135695,-41.48305
-100.0,60,0.0038249372,[ 0.189  0.135  0.076 ... -0.323 -0.121 -0.176],2.5488284,-98.0,100,,,-99.005035,6000,638177,0.002942192,0.3824937,65.31055,1.5311463,-98.0,0.006421277,100.0,2069.49777841568,14.0,0.038394082,3.8394084,-37.36886,4156.3765,26.189362,92.84,2.9421919e-05,0.64212763,-45.491066
-100.0,61,0.005762997,[ 0.189  0.134  0.076 ... -0.325 -0.121 -0.168],2.5380847,-97.0,100,,,-98.005035,6100,648632,0.0047882698,0.5762997,43.514748,2.2980714,-97.0,0.0099237515,100.0,2104.9510369300842,17.058722,0.04453322,4.453322,-54.245354,9448.932,25.219364,104.55,4.7882695e-05,0.99237525,-60.875156
-100.0,62,0.003316946,[ 0.189  0.135  0.076 ... -0.324 -0.125 -0.175],2.5458503,-98.0,100,,,-99.005035,6200,658760,0.0002694896,0.33169463,287.04248,0.34838048,-98.0,0.0067951647,100.0,2136.3868255615234,14.0,0.036950354,3.6950355,-32.83401,4678.7783,19.24244,101.28,2.6948958e-06,0.6795165,-49.861694
-100.0,63,0.0035670903,[ 0.188  0.135  0.076 ... -0.324 -0.123 -0.169],2.5478508,-96.0,100,,,-97.005035,6300,668759,0.00030043558,0.35670903,103.67986,0.96450746,-96.0,0.0048044412,100.0,2170.20858168602,19.595919,0.019811848,1.9811848,-34.564754,2333.9114,35.535534,99.99,3.0043557e-06,0.4804441,-44.79838
-100.0,64,0.00404552,[ 0.189  0.134  0.076 ... -0.325 -0.128 -0.162],2.550782,-93.0,100,,,-94.005035,6400,678521,0.00022748488,0.40455195,104.699844,0.95511127,-93.0,0.008794363,100.0,2203.3036828041077,25.514702,0.053258915,5.3258915,-30.286388,4346.388,17.465315,97.62,2.2748488e-06,0.87943625,-40.570232
-100.0,65,0.003238225,[ 0.189  0.135  0.076 ... -0.325 -0.134 -0.154],2.548055,-97.0,100,,,-98.005035,6500,688548,0.00072637876,0.32382247,174.11748,0.5743249,-97.0,0.0058425646,100.0,2238.2144632339478,17.058722,0.03681361,3.681361,-30.278427,3235.8655,23.50002,100.27,7.263787e-06,0.5842565,-43.54026
-100.0,66,0.0027956874,[ 0.189  0.135  0.076 ... -0.326 -0.139 -0.151],2.5520046,-96.0,100,,,-97.005035,6600,698452,8.269838e-05,0.27956876,156.32375,0.6396981,-96.0,0.004182132,100.0,2269.6795790195465,19.595919,0.018411377,1.8411378,-26.135002,1565.9316,30.885319,99.04,8.269838e-07,0.41821322,-38.70094
-100.0,67,0.0039205872,[ 0.189  0.135  0.076 ... -0.327 -0.133 -0.153],2.5459611,-96.0,100,,,-97.005035,6700,708383,0.000201566,0.39205873,135.07985,0.74030286,-96.0,0.005905082,100.0,2302.823503255844,19.595919,0.031327855,3.1327856,-38.20873,3560.2017,30.594543,99.31,2.01566e-06,0.5905082,-49.889664
-100.0,68,0.002664096,[ 0.189  0.135  0.076 ... -0.326 -0.134 -0.158],2.5373113,-92.0,100,,,-93.005035,6800,718452,0.0016156004,0.2664096,99.325836,1.0067874,-92.0,0.0049775345,100.0,2338.211704492569,27.12932,0.028853597,2.8853598,-26.259085,2518.0283,22.267597,100.69,1.6156004e-05,0.4977534,-36.275528
-100.0,69,0.0030486572,[ 0.189  0.135  0.076 ... -0.327 -0.128 -0.173],2.5001953,-89.0,100,,,-90.005035,6900,728284,0.00027587666,0.30486575,150.5994,0.66401327,-89.0,0.006190043,100.0,2370.2058119773865,31.288975,0.03241382,3.2413824,-24.71008,2927.6045,19.521378,98.32,2.7587666e-06,0.6190043,-37.043797
-100.0,70,0.0027643696,[ 0.189  0.135  0.076 ... -0.329 -0.149 -0.189],2.506896,-98.0,100,,,-99.005035,7000,737855,0.0012303705,0.27643695,172.01941,0.58132976,-98.0,0.0043270867,100.0,2406.0594885349274,14.0,0.022989029,2.298903,-27.275797,1900.9524,28.983944,95.71,1.2303704e-05,0.43270868,-40.45749
-100.0,71,0.0037099174,[ 0.189  0.135  0.076 ... -0.327 -0.141 -0.19 ],2.502161,-100.0,100,100.0,-100.0,-101.005035,7100,747756,2.8896231e-05,0.37099174,304.19516,0.32873634,-100.0,0.007657615,100.0,2438.8394708633423,,0.047341697,4.73417,-37.099174,5923.1387,19.00967,99.01,2.889623e-07,0.76576155,-54.62823
-100.0,72,0.002522814,[ 0.189  0.135  0.076 ... -0.325 -0.143 -0.193],2.447511,-97.0,100,,,-98.005035,7200,757569,4.1148156e-05,0.25228137,163.38849,0.6120382,-97.0,0.004653312,100.0,2472.4882261753082,17.058722,0.026161632,2.6161633,-24.950682,2194.1406,22.716156,98.13,4.1148155e-07,0.46533114,-37.79743
-100.0,73,0.0037494132,[ 0.189  0.135  0.076 ... -0.325 -0.181 -0.21 ],2.4267735,-90.0,100,,,-91.005035,7300,767514,0.0004399949,0.37494132,79.86033,1.2521862,-90.0,0.009631336,100.0,2506.671523332596,30.0,0.0882251,8.82251,-25.61672,1959.0758,13.160461,99.45,4.399949e-06,0.96313363,-34.5982
-100.0,74,0.0043697944,[ 0.189  0.135  0.076 ... -0.325 -0.198 -0.213],2.4315786,-95.0,100,,,-96.005035,7400,777947,0.00025809123,0.43697947,120.56647,0.829418,-95.0,0.008458981,100.0,2543.623426437378,21.794495,0.05717008,5.717008,-38.434174,5922.3916,21.064774,104.33,2.5809122e-06,0.8458981,-49.469765
-100.0,75,0.0027456111,[ 0.189  0.135  0.076 ... -0.324 -0.183 -0.224],2.406034,-96.0,100,,,-97.005035,7500,788040,1.4252246e-05,0.27456105,205.22578,0.4872682,-96.0,0.0064340807,100.0,2579.5715630054474,19.595919,0.04243722,4.2437224,-25.9471,4042.0903,15.404635,100.93,1.4252245e-07,0.6434081,-40.344975
