TimestepsSoFar,StdIWNorm,MaxIW,EpThisIter,Weights,EpLenMean,MeanEntropy,MaxIWNorm,MeanIWNorm,InitialReturnMin,InitialReturnMean,InitialReturnMax,ReturnMeanIW,Bound,InitialReturnStd,StdIW,MeanIW,EpisodesSoFar,Iteration,EmpiricalD2,ESSRenyi,EpRewMean,ReturnStepMax,J_sample_variance,TimeElapsed,InitialBound,ESSClassic,ReturnStepMaxmin,MinIW,MinIWNorm
1420053,0.011565857,9.438486,100,[ 0.186 -0.063 -0.121 ... -0.316 -0.553 -0.239],95.3,2.04029,0.09438486,0.0056610014,-100.0,-97.0,,-55.622116,-65.46006,17.058722,1.1565857,0.56610006,15000,150,95.817345,1.0436524,-97.0,100.0,13562.159,5072.749210596085,-98.005035,19.326803,,0.00018259566,1.8259565e-06
1428797,0.005436748,2.9190297,100,[ 0.187 -0.063 -0.121 ... -0.317 -0.562 -0.236],87.44,2.0377877,0.029190296,0.00339477,-100.0,-97.0,,-33.29987,-44.483475,17.058722,0.54367477,0.339477,15100,151,123.82236,0.8076086,-97.0,100.0,2996.094,5104.326105117798,-98.005035,28.05187,,0.00035201103,3.5201103e-06
1437700,0.004795495,3.3974304,100,[ 0.187 -0.063 -0.121 ... -0.317 -0.57  -0.231],89.03,2.0305839,0.033974305,0.0025267608,-100.0,-99.0,,-25.174997,-37.781574,9.949874,0.4795495,0.2526761,15200,152,157.33649,0.6355805,-99.0,100.0,2326.7588,5134.608594179153,-100.005035,21.729883,,0.0003140465,3.140465e-06
1446383,0.00702825,5.0390816,100,[ 0.187 -0.063 -0.121 ... -0.314 -0.578 -0.229],86.83,2.0042243,0.050390813,0.0031064618,-100.0,-100.0,-100.0,-31.064617,-44.969563,,0.702825,0.31064618,15300,153,191.41399,0.52242786,-100.0,100.0,4989.5244,5166.1261076927185,-101.005035,16.343256,100.0,0.0002984893,2.984893e-06
1455088,0.0072273696,4.760208,100,[ 0.187 -0.063 -0.12  ... -0.319 -0.575 -0.259],87.05,2.010502,0.04760208,0.0038773173,-100.0,-95.0,100.0,-38.39823,-47.846474,25.980762,0.72273695,0.3877317,15400,154,88.37656,1.1315218,-95.0,100.0,5297.221,5199.986634731293,-96.005035,22.348642,,0.00017258817,1.7258817e-06
1463657,0.0063280333,2.9429843,100,[ 0.187 -0.063 -0.12  ... -0.319 -0.571 -0.256],85.69,2.0104287,0.029429844,0.004558369,-100.0,-100.0,-100.0,-45.583687,-52.254116,,0.6328033,0.45583686,15500,155,44.049686,2.2701638,-100.0,100.0,4044.8494,5231.259983539581,-101.005035,34.16277,100.0,0.0004767849,4.7678486e-06
1472302,0.0048664073,2.3557398,100,[ 0.186 -0.063 -0.121 ... -0.321 -0.577 -0.25 ],86.45,1.9912106,0.023557398,0.002887839,-100.0,-98.0,,-28.77597,-40.23027,14.0,0.48664072,0.2887839,15600,156,129.88899,0.76988816,-98.0,100.0,2397.3665,5273.689828634262,-99.005035,26.043768,,0.00034374915,3.4374914e-06
1480904,0.0057248925,2.595604,100,[ 0.186 -0.063 -0.121 ... -0.327 -0.58  -0.267],86.02,2.000912,0.025956038,0.0041989107,-100.0,-98.0,,-40.56556,-49.771,14.0,0.5724892,0.41989106,15700,157,83.89272,1.1919985,-98.0,100.0,3230.615,5310.506060123444,-99.005035,34.978203,,0.00042725477,4.2725474e-06
1489600,0.0084724175,5.0905986,100,[ 0.187 -0.063 -0.121 ... -0.327 -0.57  -0.267],86.96,2.0069146,0.050905984,0.004350254,-100.0,-95.0,100.0,-37.055916,-47.57122,25.980762,0.84724176,0.43502536,15800,158,109.46596,0.913526,-95.0,100.0,7707.7773,5341.620147228241,-96.005035,20.863659,,4.0232237e-05,4.0232237e-07
1498742,0.0047251685,2.6566648,100,[ 0.186 -0.063 -0.121 ... -0.322 -0.57  -0.261],91.42,2.013668,0.026566647,0.0033988878,-100.0,-100.0,-100.0,-33.988876,-44.04026,,0.47251686,0.33988875,15900,159,100.02002,0.99979985,-100.0,100.0,2255.2744,5372.687961578369,-101.005035,34.098457,100.0,0.0007436618,7.4366176e-06
1506961,0.004406805,3.2645278,100,[ 0.186 -0.063 -0.121 ... -0.322 -0.568 -0.256],82.19,1.9893231,0.032645278,0.0021092908,-100.0,-98.0,,-19.63656,-33.38964,14.0,0.44068053,0.2109291,16000,160,187.25578,0.5340289,-98.0,100.0,1824.672,5407.017845153809,-99.005035,18.63966,,0.000219508,2.19508e-06
1515457,0.0074529173,4.3553963,100,[ 0.187 -0.063 -0.121 ... -0.318 -0.591 -0.257],84.96,1.9992648,0.043553963,0.0042959317,-100.0,-100.0,-100.0,-42.959316,-55.019825,,0.7452917,0.42959318,16100,161,144.00131,0.6944381,-100.0,100.0,5610.704,5438.815045595169,-101.005035,24.938889,100.0,0.00031815318,3.1815316e-06
1524063,0.0056084883,2.6998534,100,[ 0.187 -0.063 -0.121 ... -0.32  -0.598 -0.24 ],86.06,2.0012774,0.026998533,0.0037890489,-100.0,-99.0,,-37.740723,-48.84085,9.949874,0.56084883,0.37890488,16200,162,121.98068,0.8198019,-99.0,100.0,3186.4626,5470.644337892532,-100.005035,31.338694,,0.0005480838,5.480838e-06
1532390,0.00596561,3.100999,100,[ 0.187 -0.063 -0.121 ... -0.322 -0.597 -0.239],83.27,1.9921886,0.03100999,0.0036169565,-100.0,-99.0,,-36.135048,-46.322388,9.949874,0.5965611,0.36169565,16300,163,102.74403,0.9732925,-99.0,100.0,3597.2002,5502.481872558594,-100.005035,26.879261,,7.481372e-05,7.4813715e-07
1541210,0.005824036,3.3408759,100,[ 0.187 -0.063 -0.121 ... -0.321 -0.598 -0.248],88.2,1.9970752,0.033408757,0.003058527,-100.0,-98.0,,-30.496025,-44.688004,14.0,0.5824036,0.3058527,16400,164,199.39818,0.5015091,-98.0,100.0,3431.2573,5531.623409509659,-99.005035,21.617119,,0.00014603154,1.4603154e-06
1549738,0.0053635677,3.0420065,100,[ 0.187 -0.063 -0.121 ... -0.319 -0.591 -0.25 ],85.28,1.9987192,0.030420065,0.0029694438,-100.0,-100.0,-100.0,-29.694439,-45.296555,,0.53635675,0.29694438,16500,165,240.9917,0.41495204,-100.0,100.0,2905.844,5564.363081455231,-101.005035,23.460133,100.0,2.6849513e-05,2.684951e-07
1558380,0.0065218625,3.1839957,100,[ 0.187 -0.064 -0.121 ... -0.323 -0.61  -0.229],86.42,1.9668621,0.031839956,0.003050422,-100.0,-99.0,,-30.497517,-41.260147,9.949874,0.6521862,0.30504224,16600,166,114.67585,0.87202317,-99.0,100.0,4296.842,5596.939580202103,-100.005035,17.949686,,0.00041263807,4.1263806e-06
1567269,0.0057572434,4.245046,100,[ 0.187 -0.064 -0.121 ... -0.319 -0.63  -0.241],88.89,1.9657438,0.04245046,0.0026896796,-100.0,-98.0,,-26.8345,-39.794914,14.0,0.57572436,0.26896796,16700,167,166.29263,0.60134953,-98.0,100.0,3351.0562,5633.309131860733,-99.005035,17.91564,,7.545185e-05,7.5451845e-07
1576571,0.006071283,3.211238,100,[ 0.187 -0.063 -0.121 ... -0.316 -0.632 -0.241],93.02,1.9647627,0.03211238,0.0045595365,-100.0,-100.0,-100.0,-45.59536,-52.08919,,0.6071283,0.45595363,16800,168,41.74815,2.3953156,-100.0,100.0,3723.2805,5668.780981063843,-101.005035,36.06145,100.0,0.0010877938,1.0877939e-05
1585432,0.005482418,2.4770584,100,[ 0.188 -0.064 -0.122 ... -0.319 -0.623 -0.25 ],88.61,1.948508,0.024770584,0.003111441,-100.0,-98.0,,-31.060886,-40.600098,14.0,0.5482418,0.3111441,16900,169,90.08661,1.1100429,-98.0,100.0,3039.2073,5704.2170214653015,-99.005035,24.362255,,5.861392e-05,5.861392e-07
1594061,0.0063927565,4.538747,100,[ 0.188 -0.064 -0.122 ... -0.317 -0.633 -0.256],86.29,1.9471837,0.045387466,0.0035066137,-100.0,-98.0,,-34.780067,-46.708412,14.0,0.63927567,0.3506614,17000,170,140.86256,0.7099118,-98.0,100.0,4141.3755,5735.099558353424,-99.005035,23.129215,,0.00036404506,3.6404506e-06
1603466,0.005670015,2.9812799,100,[ 0.188 -0.064 -0.122 ... -0.318 -0.634 -0.257],94.05,1.9329432,0.029812798,0.003216883,-100.0,-100.0,-100.0,-32.16883,-46.214844,,0.56700146,0.3216883,17100,171,195.31754,0.5119868,-100.0,100.0,3247.3806,5768.862087965012,-101.005035,24.350515,100.0,0.000639937,6.39937e-06
1612940,0.0048378925,3.005699,100,[ 0.189 -0.064 -0.121 ... -0.313 -0.639 -0.266],94.74,1.9121095,0.030056989,0.0026563567,-100.0,-99.0,,-26.40049,-36.780716,9.949874,0.48378924,0.26563567,17200,172,106.67159,0.9374567,-99.0,100.0,2370.2,5801.4818546772,-100.005035,23.16447,,0.0012786955,1.2786955e-05
1621874,0.0050188918,3.0690842,100,[ 0.189 -0.064 -0.122 ... -0.317 -0.648 -0.278],89.34,1.9053574,0.030690841,0.0030910082,-100.0,-98.0,,-30.294409,-40.851048,14.0,0.50188917,0.3091008,17300,173,110.32817,0.9063868,-98.0,100.0,2550.1921,5829.805780649185,-99.005035,27.499537,,6.277421e-05,6.277421e-07
1631111,0.0031539397,1.6129359,100,[ 0.188 -0.064 -0.122 ... -0.318 -0.642 -0.29 ],92.37,1.9137946,0.016129358,0.0022475803,-100.0,-96.0,,-21.876842,-33.574173,19.595919,0.31539398,0.22475806,17400,174,135.45927,0.7382293,-96.0,100.0,1012.4741,5862.50192117691,-97.005035,33.679802,,0.00015172921,1.517292e-06
1641156,0.0062786103,3.282961,100,[ 0.188 -0.065 -0.122 ... -0.313 -0.641 -0.284],100.45,1.8941977,0.03282961,0.0038460772,-100.0,-98.0,,-37.707127,-50.46225,14.0,0.627861,0.38460776,17500,175,161.06621,0.6208627,-98.0,100.0,3995.9016,5895.307210922241,-99.005035,27.285418,,0.00058643194,5.864319e-06
1650026,0.0068249614,4.103944,100,[ 0.188 -0.065 -0.122 ... -0.317 -0.659 -0.285],88.7,1.903252,0.041039437,0.0033511638,-100.0,-99.0,,-32.40861,-43.906937,9.949874,0.68249613,0.33511642,17600,176,130.88931,0.7640043,-99.0,100.0,4655.6104,5927.71185708046,-100.005035,19.426092,,1.50075175e-05,1.5007517e-07
1658880,0.006623817,3.288323,100,[ 0.187 -0.065 -0.122 ... -0.321 -0.644 -0.291],88.54,1.885089,0.032883227,0.0047529773,-100.0,-98.0,,-44.30555,-50.129574,14.0,0.6623818,0.47529775,17700,177,33.580074,2.9779565,-98.0,100.0,3834.5122,5955.838353633881,-99.005035,33.988617,,0.00061330193,6.1330193e-06
1667842,0.006748076,3.5230398,100,[ 0.188 -0.065 -0.122 ... -0.322 -0.673 -0.279],89.62,1.8948531,0.0352304,0.0037312729,-100.0,-98.0,,-36.25198,-48.112206,14.0,0.6748076,0.37312734,17800,178,139.25832,0.71809,-98.0,100.0,4569.3086,5991.038916826248,-99.005035,23.41515,,0.00037946884,3.7946884e-06
1676515,0.008912401,5.0565825,100,[ 0.187 -0.064 -0.122 ... -0.323 -0.669 -0.274],86.73,1.889732,0.050565824,0.004938641,-100.0,-100.0,-100.0,-49.386414,-64.034195,,0.8912402,0.49386418,17900,179,212.41202,0.47078314,-100.0,100.0,8023.3228,6022.657921075821,-101.005035,23.492514,100.0,0.00014441338,1.4441338e-06
1685352,0.0042007547,2.4684129,100,[ 0.187 -0.065 -0.123 ... -0.325 -0.673 -0.275],88.37,1.8977139,0.024684127,0.0025792187,-100.0,-97.0,,-25.335865,-38.45582,17.058722,0.42007545,0.25792187,18000,180,170.4119,0.5868135,-97.0,100.0,1791.1818,6055.129724264145,-98.005035,27.377455,,0.00045495958,4.549596e-06
1693622,0.005765402,2.7904768,100,[ 0.186 -0.065 -0.123 ... -0.327 -0.671 -0.269],82.7,1.8749838,0.027904768,0.0038637458,-100.0,-95.0,100.0,-36.866932,-44.393383,29.580399,0.57654023,0.3863746,18100,181,56.08101,1.7831348,-95.0,100.0,3491.5115,6088.973973751068,-96.005035,30.992378,,0.00024171386,2.4171386e-06
1703249,0.0054297373,2.730137,100,[ 0.186 -0.064 -0.123 ... -0.327 -0.69  -0.273],96.27,1.8913428,0.027301371,0.0030810637,-100.0,-98.0,,-30.103804,-41.498894,14.0,0.54297376,0.30810636,18200,182,128.54962,0.7779097,-98.0,100.0,2995.381,6119.434118747711,-99.005035,24.356516,,0.00021970949,2.1970948e-06
1711592,0.0056900214,3.742805,100,[ 0.186 -0.064 -0.124 ... -0.329 -0.677 -0.269],83.43,1.8841276,0.037428048,0.0029912444,-100.0,-99.0,,-29.905407,-43.00938,9.949874,0.56900215,0.29912448,18300,183,169.997,0.5882457,-99.0,100.0,3270.7578,6150.506634950638,-100.005035,21.652231,,0.00016917466,1.6917465e-06
1720285,0.0042908066,2.2764022,100,[ 0.186 -0.064 -0.124 ... -0.331 -0.681 -0.273],86.93,1.8879706,0.022764022,0.002986469,-100.0,-97.0,,-29.814249,-38.357155,17.058722,0.4290807,0.2986469,18400,184,72.2514,1.3840562,-97.0,100.0,1862.6508,6188.815002441406,-98.005035,32.63443,,5.5743207e-05,5.5743203e-07
1729313,0.0066868644,3.3101077,100,[ 0.186 -0.065 -0.123 ... -0.328 -0.677 -0.272],90.28,1.8766134,0.033101078,0.004701133,-100.0,-99.0,,-45.217266,-52.768158,9.949874,0.6686865,0.47011334,18500,185,56.445812,1.7716106,-99.0,100.0,4358.5986,6219.982080221176,-100.005035,33.077473,,0.00040572963,4.0572963e-06
1738500,0.0059191324,3.0442703,100,[ 0.186 -0.065 -0.124 ... -0.326 -0.683 -0.278],91.87,1.8756527,0.030442702,0.0032671585,-100.0,-98.0,,-32.585953,-44.5145,14.0,0.5919132,0.3267159,18600,186,140.86737,0.7098876,-98.0,100.0,3544.276,6251.869934082031,-99.005035,23.352049,,0.00052819384,5.2819382e-06
1747300,0.005610413,2.7297273,100,[ 0.186 -0.065 -0.123 ... -0.33  -0.677 -0.286],88.0,1.87761,0.027297271,0.0054414296,-100.0,-99.0,,-52.841457,-59.47059,9.949874,0.56104124,0.5441429,18700,187,43.505962,2.2985356,-99.0,100.0,3099.987,6284.244861602783,-100.005035,48.471344,,0.003141894,3.141894e-05
1757141,0.006746074,3.463569,100,[ 0.186 -0.065 -0.123 ... -0.329 -0.683 -0.277],98.41,1.8802031,0.03463569,0.004053875,-100.0,-97.0,,-40.240505,-51.885117,17.058722,0.6746074,0.40538746,18800,188,134.241,0.7449289,-97.0,100.0,4616.423,6317.655037879944,-98.005035,26.5305,,0.0008938012,8.938012e-06
1766186,0.005326572,3.4757175,100,[ 0.186 -0.065 -0.123 ... -0.328 -0.682 -0.276],90.45,1.8811953,0.034757175,0.0037531536,-100.0,-95.0,,-35.371696,-45.75164,21.794495,0.5326572,0.3753154,18900,189,106.66582,0.93750745,-95.0,100.0,2794.1523,6350.789843082428,-96.005035,33.17628,,8.2457875e-05,8.245787e-07
1775407,0.009754604,6.013257,100,[ 0.186 -0.065 -0.122 ... -0.326 -0.681 -0.276],92.21,1.8727745,0.06013257,0.005689461,-100.0,-96.0,,-49.565647,-54.20661,19.595919,0.97546035,0.5689461,19000,190,21.323164,4.6897354,-96.0,100.0,6631.168,6389.521966218948,-97.005035,25.383776,,0.0029588244,2.9588244e-05
1784783,0.004290121,1.9338524,100,[ 0.186 -0.065 -0.123 ... -0.324 -0.688 -0.277],93.76,1.8401219,0.019338524,0.0029966035,-100.0,-98.0,,-28.73012,-37.352356,14.0,0.42901215,0.29966038,19100,191,73.59956,1.3587037,-98.0,100.0,1782.5286,6424.362980127335,-99.005035,32.79061,,0.00023204973,2.3204973e-06
1793514,0.0042044376,1.9977851,100,[ 0.187 -0.065 -0.122 ... -0.329 -0.699 -0.298],87.31,1.8464031,0.01997785,0.0029667818,-100.0,-97.0,,-28.465588,-39.540874,17.058722,0.4204438,0.2966782,19200,192,121.43537,0.8234833,-97.0,100.0,1790.1516,6455.989990949631,-98.005035,33.24055,,0.00014076728,1.4076728e-06
1803266,0.0044812043,3.2043128,100,[ 0.187 -0.065 -0.122 ... -0.326 -0.697 -0.294],97.52,1.8606105,0.032043125,0.0029546844,-100.0,-99.0,,-29.531929,-39.242916,9.949874,0.4481205,0.29546842,19300,193,93.36026,1.0711195,-99.0,100.0,2029.2714,6492.820451974869,-100.005035,30.301102,,0.0010583313,1.0583313e-05
1813299,0.004758998,2.9399881,100,[ 0.187 -0.065 -0.122 ... -0.323 -0.691 -0.286],100.33,1.8818159,0.029399881,0.00292684,-100.0,-98.0,,-29.023104,-43.982586,14.0,0.4758998,0.292684,19400,194,221.54826,0.45136893,-98.0,100.0,2296.5186,6525.12589764595,-99.005035,27.443672,,0.0012136317,1.2136316e-05
1822694,0.0053208782,3.5094328,100,[ 0.187 -0.065 -0.122 ... -0.328 -0.686 -0.271],93.95,1.8704582,0.03509433,0.0031925114,-100.0,-99.0,,-31.521198,-43.44729,9.949874,0.53208786,0.31925115,19500,195,140.80934,0.71018016,-99.0,100.0,2869.1787,6560.525926828384,-100.005035,26.470396,,4.5895504e-05,4.5895501e-07
1831721,0.0033420944,1.4139526,100,[ 0.186 -0.065 -0.122 ... -0.332 -0.687 -0.281],90.27,1.8879507,0.014139526,0.0025598372,-100.0,-97.0,,-24.989758,-36.477478,17.058722,0.33420944,0.25598374,19600,196,130.64804,0.76541525,-97.0,100.0,1133.3788,6592.622341632843,-98.005035,36.97457,,0.0010561681,1.0561681e-05
1840929,0.004498823,2.428286,100,[ 0.187 -0.065 -0.122 ... -0.338 -0.674 -0.276],92.08,1.8821709,0.02428286,0.0025820283,-100.0,-98.0,,-25.349695,-38.81913,14.0,0.44988233,0.25820282,19700,197,179.61145,0.5567574,-98.0,100.0,2054.6145,6625.362918615341,-99.005035,24.778114,,0.00097070716,9.7070715e-06
1850203,0.0040195333,3.0038123,100,[ 0.186 -0.065 -0.123 ... -0.338 -0.676 -0.279],92.74,1.8743008,0.030038122,0.002573615,-100.0,-99.0,,-25.695631,-35.887733,9.949874,0.40195337,0.2573615,19800,198,102.84012,0.97238314,-99.0,100.0,1633.9241,6664.366039276123,-100.005035,29.07573,,0.0005281974,5.2819737e-06
1858865,0.009251334,6.253062,100,[ 0.186 -0.065 -0.123 ... -0.341 -0.687 -0.277],86.62,1.8680987,0.062530614,0.0057170796,-100.0,-96.0,,-54.844242,-62.877777,19.595919,0.92513347,0.571708,19900,199,63.89233,1.5651331,-96.0,100.0,8718.24,6705.854072332382,-97.005035,27.63541,,7.571647e-05,7.571646e-07
1867285,0.0059212693,2.6153748,100,[ 0.186 -0.065 -0.123 ... -0.342 -0.695 -0.275],84.2,1.8710939,0.026153747,0.004054698,-100.0,-98.0,,-39.239697,-49.91597,14.0,0.5921269,0.4054698,20000,200,112.84296,0.8861873,-98.0,100.0,3496.6753,6737.376092910767,-99.005035,31.922207,,4.7613397e-05,4.7613398e-07
1876142,0.0072952504,4.7358785,100,[ 0.186 -0.065 -0.123 ... -0.346 -0.688 -0.279],88.57,1.8779978,0.047358785,0.003463598,-100.0,-96.0,,-34.01448,-45.48116,19.595919,0.72952497,0.34635982,20100,201,130.1699,0.76822674,-96.0,100.0,5403.619,6766.526955842972,-97.005035,18.394714,,0.0002486474,2.4864742e-06
1884635,0.0043464573,3.338109,100,[ 0.185 -0.065 -0.123 ... -0.346 -0.69  -0.27 ],84.93,1.8691618,0.03338109,0.0024113418,-100.0,-97.0,,-22.26014,-34.400738,17.058722,0.4346457,0.24113418,20200,202,145.92018,0.6853062,-97.0,100.0,1728.3906,6799.157922029495,-98.005035,23.534805,,0.00015895869,1.5895869e-06
1893284,0.0062285736,3.1533177,100,[ 0.185 -0.065 -0.123 ... -0.341 -0.695 -0.274],86.49,1.8749197,0.031533178,0.0034452016,-100.0,-97.0,,-34.129227,-47.562595,17.058722,0.62285733,0.34452015,20300,203,178.65088,0.559751,-97.0,100.0,3934.1414,6829.205232858658,-98.005035,23.427452,,8.775482e-06,8.775481e-08
1901992,0.0050382297,3.2277286,100,[ 0.186 -0.065 -0.123 ... -0.342 -0.697 -0.267],87.08,1.8694819,0.032277286,0.0030411915,-100.0,-99.0,,-30.38537,-40.74359,9.949874,0.50382304,0.30411917,20400,204,106.21987,0.94144344,-99.0,100.0,2565.5752,6863.670063018799,-100.005035,26.705603,,0.00013224316,1.3224316e-06
1910668,0.0054074605,4.1599736,100,[ 0.186 -0.065 -0.123 ... -0.342 -0.702 -0.266],86.76,1.8553878,0.041599736,0.0028285682,-100.0,-100.0,-100.0,-28.285683,-38.66355,,0.54074603,0.28285682,20500,205,106.623184,0.9378823,-100.0,100.0,2953.599,6897.210098266602,-101.005035,21.483599,100.0,0.0010196128,1.0196128e-05
1919144,0.00696823,3.864987,100,[ 0.186 -0.065 -0.123 ... -0.344 -0.71  -0.273],84.76,1.8427739,0.03864987,0.004877686,-100.0,-97.0,,-47.657024,-57.201378,17.058722,0.69682306,0.48776856,20600,206,90.18376,1.108847,-97.0,100.0,4957.367,6929.509627342224,-98.005035,32.88522,,0.00040159654,4.0159653e-06
1928170,0.006345002,3.8656347,100,[ 0.185 -0.065 -0.123 ... -0.344 -0.705 -0.29 ],90.26,1.8317637,0.038656346,0.0058732815,-100.0,-99.0,,-57.248806,-63.81044,9.949874,0.6345002,0.58732814,20700,207,42.624474,2.34607,-99.0,100.0,4017.975,6963.094167470932,-100.005035,46.144962,,0.00032988685,3.2988685e-06
1937078,0.004276332,2.2038684,100,[ 0.185 -0.065 -0.123 ... -0.345 -0.712 -0.294],89.08,1.8154309,0.022038683,0.002426711,-100.0,-91.0,,-23.025967,-35.38961,28.618176,0.42763317,0.24267113,20800,208,151.3311,0.6608027,-91.0,100.0,1874.5187,6994.0648629665375,-92.005035,24.35863,,0.00027059286,2.7059286e-06
1946354,0.0058201016,3.2803712,100,[ 0.185 -0.065 -0.123 ... -0.345 -0.708 -0.314],92.76,1.8157158,0.03280371,0.00332661,-100.0,-97.0,,-31.00219,-41.872803,17.058722,0.58201015,0.33266097,20900,209,116.988495,0.8547849,-97.0,100.0,3259.0298,7030.07786488533,-98.005035,24.624731,,0.00023347973,2.3347973e-06
1955899,0.008351436,6.7098126,100,[ 0.186 -0.065 -0.123 ... -0.346 -0.706 -0.316],95.45,1.8135597,0.067098126,0.0040692682,-100.0,-95.0,,-38.472214,-48.73887,21.794495,0.83514357,0.40692684,21000,210,104.35017,0.95831186,-95.0,100.0,6813.5234,7059.4550948143005,-96.005035,19.186447,,0.0004101225,4.101225e-06
1964976,0.0069161765,3.133367,100,[ 0.185 -0.065 -0.122 ... -0.347 -0.71  -0.314],90.77,1.8056599,0.03133367,0.0038668357,-100.0,-97.0,,-36.997322,-48.372635,17.058722,0.69161767,0.3866836,21100,211,128.10379,0.780617,-97.0,100.0,4792.72,7088.225846290588,-98.005035,23.814926,,0.00046051614,4.6051614e-06
1974699,0.0053539798,3.6206036,100,[ 0.186 -0.065 -0.122 ... -0.348 -0.714 -0.318],97.23,1.8066577,0.036206033,0.0033050152,-100.0,-95.0,100.0,-32.160664,-40.919636,25.980762,0.535398,0.33050156,21200,212,75.95238,1.3166145,-95.0,100.0,2911.1199,7123.649945735931,-96.005035,27.591862,,0.00063041213,6.304121e-06
1984519,0.011092466,9.009859,100,[ 0.186 -0.065 -0.122 ... -0.345 -0.715 -0.316],98.2,1.7995337,0.09009859,0.004983515,-100.0,-94.0,,-38.533813,-47.229637,23.748684,1.1092466,0.4983515,21300,213,74.86119,1.3358057,-94.0,100.0,5040.1006,7159.857869148254,-95.005035,16.79451,,0.0042347913,4.234791e-05
1993687,0.008343651,7.478151,100,[ 0.186 -0.065 -0.122 ... -0.345 -0.713 -0.325],91.68,1.7917062,0.07478151,0.0034529038,-100.0,-90.0,100.0,-23.04084,-33.300518,33.16625,0.83436507,0.34529033,21400,214,104.20839,0.95961565,-90.0,100.0,1534.7065,7193.455476760864,-91.005035,14.621879,,5.298342e-05,5.298342e-07
2002772,0.007979909,4.659151,100,[ 0.186 -0.065 -0.122 ... -0.346 -0.721 -0.325],90.85,1.7803589,0.04659151,0.0053181066,-100.0,-97.0,,-52.66461,-57.79054,17.058722,0.7979909,0.5318106,21500,215,26.012375,3.844324,-97.0,100.0,6468.7246,7225.4695365428925,-98.005035,30.754553,,0.0010762512,1.0762511e-05
2012371,0.004723831,2.457754,100,[ 0.186 -0.065 -0.121 ... -0.346 -0.73  -0.327],95.99,1.7610202,0.024577538,0.0037626645,-100.0,-93.0,,-34.936962,-41.750366,25.514702,0.4723831,0.3762665,21600,216,45.958275,2.1758866,-93.0,100.0,2279.6284,7259.863537788391,-94.005035,38.81761,,0.00092167413,9.216741e-06
2021621,0.0059506344,2.8066735,100,[ 0.187 -0.065 -0.121 ... -0.348 -0.733 -0.344],92.5,1.7547929,0.028066734,0.0038049454,-100.0,-97.0,,-37.2041,-47.480755,17.058722,0.5950635,0.38049453,21700,217,104.55353,0.9564479,-97.0,100.0,3612.581,7288.929994106293,-98.005035,29.020418,,0.00038426882,3.842688e-06
2030852,0.0044958806,1.6942875,100,[ 0.187 -0.065 -0.121 ... -0.348 -0.736 -0.347],92.31,1.7548643,0.016942875,0.0032830331,-100.0,-94.0,,-32.112858,-39.532448,23.748684,0.44958812,0.32830334,21800,218,54.499844,1.8348676,-94.0,100.0,2077.3823,7321.6789808273315,-95.005035,34.778545,,0.003356881,3.356881e-05
2039881,0.006840144,3.577959,100,[ 0.187 -0.065 -0.121 ... -0.351 -0.734 -0.349],90.29,1.7552259,0.03577959,0.004368924,-100.0,-97.0,,-41.888752,-50.3,17.058722,0.6840144,0.43689236,21900,219,70.0416,1.4277229,-97.0,100.0,4717.061,7352.349537372589,-98.005035,28.975302,,0.00014412761,1.441276e-06
2048863,0.008245419,5.2233953,100,[ 0.187 -0.065 -0.121 ... -0.351 -0.737 -0.345],89.82,1.7548839,0.052233953,0.0035858324,-100.0,-93.0,,-25.442091,-37.65318,25.514702,0.82454187,0.3585832,22000,220,147.61958,0.6774169,-93.0,100.0,3563.24,7388.106001138687,-94.005035,15.904723,,0.0007091085,7.0910846e-06
2058409,0.008431057,4.132578,100,[ 0.187 -0.065 -0.121 ... -0.351 -0.735 -0.348],95.46,1.7581583,0.041325778,0.0050770803,-100.0,-95.0,,-49.01483,-57.15367,21.794495,0.84310573,0.5077081,22100,221,65.57829,1.5248948,-95.0,100.0,7104.379,7416.994065523148,-96.005035,26.612522,,0.00066731445,6.6731445e-06
2067218,0.00684676,3.202207,100,[ 0.187 -0.065 -0.121 ... -0.353 -0.735 -0.345],88.09,1.7646655,0.03202207,0.005456428,-100.0,-97.0,,-51.618057,-58.38182,17.058722,0.684676,0.54564273,22200,222,45.291027,2.207943,-97.0,100.0,4596.995,7445.473837852478,-98.005035,38.841904,,0.0031708274,3.1708274e-05
2077004,0.04025762,40.357365,100,[ 0.188 -0.065 -0.121 ... -0.35  -0.738 -0.336],97.86,1.7470704,0.40357363,0.012177275,-100.0,-94.0,100.0,-38.60189,-40.32006,27.64055,4.0257626,1.2177275,22300,223,2.9225893,34.216232,-94.0,100.0,176996.61,7477.483825683594,-95.005035,8.382657,,0.021855269,0.00021855268
2086009,0.006382432,3.0955353,100,[ 0.188 -0.065 -0.121 ... -0.351 -0.753 -0.338],90.05,1.7480453,0.030955352,0.0058954554,-100.0,-94.0,,-55.93101,-59.861984,23.748684,0.6382432,0.5895455,22400,224,15.298034,6.536788,-94.0,100.0,4221.256,7510.276574850082,-95.005035,46.03994,,0.0013672668,1.3672668e-05
