InitialReturnMean,RewardCompression,EpisodesSoFar,EmpiricalD2,InitialBound,EpThisIter,ReturnStepMax,Iteration,TimeElapsed,InitialReturnStd,ReturnStepMaxmin,TimestepsSoFar,InitialReturnMax,EpRewMean,ReturnMeanIW,Bound,StdIW,Weights,EpLenMean,MeanIW,MeanEntropy,MinIW,ESSRenyi,InitialReturnMin,MaxIW,ESSClassic
-98.0,0.98,1500,1.0,-51.00504,100,100.0,15,424.16937923431396,14.0,,131907,,-98.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.067 -0.008  0.005],87.99,1.0,2.8346750736236572,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,1600,11.645545959472656,-51.00504,100,100.0,16,451.2030234336853,9.949873924255371,,140511,,-99.0,-2.2532036304473877,-5.682952404022217,0.010742236746759937,[ 0.159 -0.225  0.049 ...  0.067 -0.008  0.005],86.04,0.05580630866330637,2.850846290588379,0.045064071916546426,8.586974143981934,-100.0,0.0665485454100663,1.0
-99.0,0.98,1700,3.837468147277832,-51.00504,100,100.0,17,516.5319695472717,9.949873924255371,,148959,,-99.0,-0.9184886813163757,-2.887303113937378,0.018310103406176694,[ 0.159 -0.226  0.049 ...  0.067 -0.015  0.029],84.48,0.036679876948841825,2.8565683364868164,0.018369773542665134,26.058847427368164,-100.0,0.05498998035501852,1.0
-100.0,0.99,1800,1.0,-101.005035,100,100.0,18,570.3378348350525,,100.0,157959,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.226  0.049 ...  0.067 -0.027  0.046],90.0,1.0,2.8565683364868164,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,1900,1.0,-51.00504,100,100.0,19,592.1431465148926,9.949873924255371,,167086,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.226  0.049 ...  0.067 -0.027  0.046],91.27,1.0,2.8565683364868164,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,2000,1.0,-101.005035,100,100.0,20,615.5915379524231,,100.0,176183,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.226  0.049 ...  0.067 -0.027  0.046],90.97,1.0,2.8565683364868164,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,2100,1.0,-101.005035,100,100.0,21,646.1449420452118,,100.0,185176,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.226  0.049 ...  0.067 -0.027  0.046],89.93,1.0,2.8565683364868164,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,2200,1.0,-101.005035,100,100.0,22,668.4007847309113,,100.0,193856,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.226  0.049 ...  0.067 -0.027  0.046],86.8,1.0,2.8565683364868164,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,2300,12.422306060791016,-101.005035,100,100.0,23,694.9660177230835,,100.0,202723,-100.0,-100.0,-2.986025810241699,-6.528310775756836,,[ 0.159 -0.226  0.049 ...  0.067 -0.027  0.046],88.67,0.029860257889475054,2.8524043560028076,0.029860257889475054,8.05003547668457,-100.0,0.029860257889475054,1.0
-100.0,0.99,2400,1.0,-101.005035,100,100.0,24,769.8169684410095,,100.0,211895,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067 -0.026  0.041],91.72,1.0,2.8524043560028076,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,2500,1.0,-101.005035,100,100.0,25,797.1348373889923,,100.0,221304,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067 -0.026  0.041],94.09,1.0,2.8524043560028076,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,2600,4.839783191680908,-101.005035,100,100.0,26,831.9473326206207,,100.0,230288,-100.0,-100.0,-0.7493420243263245,-2.9603757858276367,,[ 0.159 -0.225  0.049 ...  0.067 -0.026  0.041],89.84,0.007493420468475183,2.8485443592071533,0.007493420468475183,20.66208267211914,-100.0,0.007493420468475183,1.0
-100.0,0.99,2700,1.0,-101.005035,100,100.0,27,897.144672870636,,100.0,239735,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067 -0.036  0.047],94.47,1.0,2.8485443592071533,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,2800,1.0,-101.005035,100,100.0,28,918.0399010181427,,100.0,249341,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067 -0.036  0.047],96.06,1.0,2.8485443592071533,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,2900,1.0,-51.00504,100,100.0,29,937.5654425621033,9.949873924255371,100.0,259059,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.067 -0.036  0.047],97.18,1.0,2.8485443592071533,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,3000,1.0,-101.005035,100,100.0,30,958.6425869464874,,100.0,268524,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067 -0.036  0.047],94.65,1.0,2.8485443592071533,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,3100,5.004243850708008,-101.005035,100,100.0,31,983.8287596702576,,100.0,277685,-100.0,-100.0,-0.6079767942428589,-2.8562631607055664,,[ 0.159 -0.225  0.049 ...  0.067 -0.036  0.047],91.61,0.006079768000458186,2.8810391426086426,0.006079768000458186,19.98303985595703,-100.0,0.006079768000458186,1.0
-100.0,0.99,3200,1.0,-101.005035,100,100.0,32,1040.5052316188812,,100.0,287310,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],96.25,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,3300,1.0,-51.00504,100,100.0,33,1065.9271981716156,9.949873924255371,100.0,297820,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],105.1,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,3400,1.0,-101.005035,100,100.0,34,1085.8251299858093,,100.0,307397,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],95.77,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,3500,1.0,-101.005035,100,100.0,35,1105.6889295578003,,100.0,317255,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],98.58,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,3600,1.0,-101.005035,100,100.0,36,1129.9730896949768,,100.0,327118,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],98.63,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,3700,1.0,-101.005035,100,100.0,37,1152.812670469284,,100.0,336532,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],94.14,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,3800,1.0,-101.005035,100,100.0,38,1171.6487092971802,,100.0,346244,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],97.12,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,3900,1.0,-101.005035,100,100.0,39,1194.1850638389587,,100.0,356097,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],98.53,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,4000,1.0,-101.005035,100,100.0,40,1215.6638190746307,,100.0,365813,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],97.16,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,4100,1.0,-101.005035,100,100.0,41,1235.875863313675,,100.0,375436,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],96.23,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,4200,1.0,-51.00504,100,100.0,42,1256.061243057251,9.949873924255371,,384838,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],94.02,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,4300,1.0,-101.005035,100,100.0,43,1283.1850085258484,,100.0,394711,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],98.73,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,4400,1.0,-101.005035,100,100.0,44,1308.5648410320282,,100.0,404405,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],96.94,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,4500,1.0,-101.005035,100,100.0,45,1327.2168235778809,,100.0,414199,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],97.94,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,4600,1.0,-101.005035,100,100.0,46,1341.2647743225098,,100.0,423755,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],95.56,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,4700,1.0,-101.005035,100,100.0,47,1365.3783361911774,,100.0,433314,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],95.59,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,4800,1.0,-101.005035,100,100.0,48,1391.3489592075348,,100.0,442823,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],95.09,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,4900,1.0,-101.005035,100,100.0,49,1417.3365578651428,,100.0,452430,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],96.07,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,5000,1.0,-101.005035,100,100.0,50,1441.7008349895477,,100.0,461934,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],95.04,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,5100,1.0,-101.005035,100,100.0,51,1464.8847603797913,,100.0,471336,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],94.02,1.0,2.8810391426086426,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,5200,17.493568420410156,-101.005035,100,100.0,52,1484.2013292312622,,100.0,481311,-100.0,-100.0,-3.058241605758667,-7.261843681335449,,[ 0.159 -0.225  0.049 ...  0.069 -0.008  0.052],99.75,0.030582414728014266,2.9108293056488037,0.030582414728014266,5.716386795043945,-100.0,0.030582414728014266,1.0
-100.0,0.99,5300,1.0,-101.005035,100,100.0,53,1537.0087423324585,,100.0,490564,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],92.53,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,5400,1.0,-101.005035,100,100.0,54,1561.4770729541779,,100.0,500151,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],95.87,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,5500,1.0,-101.005035,100,100.0,55,1588.54532122612,,100.0,509805,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],96.54,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,5600,1.0,-101.005035,100,100.0,56,1606.7690916061401,,100.0,519175,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],93.7,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-97.0,0.97,5700,1.0,-1.0050378,100,100.0,57,1629.2465462684631,22.158519744873047,,529139,100.0,-97.0,,-1.005037784576416,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],99.64,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,2.0
-100.0,0.99,5800,1.0,-101.005035,100,100.0,58,1650.2112107276917,,100.0,538548,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],94.09,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,5900,1.0,-101.005035,100,100.0,59,1671.5687346458435,,100.0,548137,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],95.89,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,6000,1.0,-101.005035,100,100.0,60,1691.8687808513641,,100.0,557471,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],93.34,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,6100,1.0,-101.005035,100,100.0,61,1716.2410726547241,,100.0,567032,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],95.61,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,6200,1.0,-101.005035,100,100.0,62,1741.1982824802399,,100.0,576333,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],93.01,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,6300,1.0,-101.005035,100,100.0,63,1763.6783664226532,,100.0,586023,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],96.9,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,6400,1.0,-101.005035,100,100.0,64,1787.6796054840088,,100.0,595426,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],94.03,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,6500,1.0,-101.005035,100,100.0,65,1811.2131125926971,,100.0,604877,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],94.51,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,6600,1.0,-101.005035,100,100.0,66,1829.4218904972076,,100.0,614044,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],91.67,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,6700,1.0,-101.005035,100,100.0,67,1850.981496334076,,100.0,623411,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],93.67,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,6800,1.0,-51.00504,100,100.0,68,1876.1477019786835,9.949873924255371,,633101,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],96.9,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,6900,1.0,-101.005035,100,100.0,69,1894.5611662864685,,100.0,642474,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],93.73,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,7000,1.0,-51.00504,100,100.0,70,1918.023289680481,9.949873924255371,,652091,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],96.17,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,7100,1.0,-101.005035,100,100.0,71,1938.948724746704,,100.0,661413,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],93.22,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,7200,1.0,-101.005035,100,100.0,72,1960.0447640419006,,100.0,670873,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],94.6,1.0,2.9108293056488037,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,7300,5.197650909423828,-101.005035,100,100.0,73,1976.173062801361,,100.0,680115,-100.0,-100.0,-0.8083287477493286,-3.0996499061584473,,[ 0.159 -0.225  0.049 ...  0.067  0.01   0.063],92.42,0.008083287717932272,2.9069244861602783,0.008083287717932272,19.239459991455078,-100.0,0.008083287717932272,1.0
-100.0,0.99,7400,1.0,-101.005035,100,100.0,74,2034.9821581840515,,100.0,689544,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],94.29,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,7500,1.0,-101.005035,100,100.0,75,2053.30516910553,,100.0,699179,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.35,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,7600,1.0,-101.005035,100,100.0,76,2077.871812582016,,100.0,708637,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],94.58,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,7700,1.0,-101.005035,100,100.0,77,2102.598408937454,,100.0,718466,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],98.29,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,7800,1.0,-101.005035,100,100.0,78,2117.646158695221,,100.0,727912,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],94.46,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,7900,1.0,-101.005035,100,100.0,79,2141.660829305649,,100.0,737757,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],98.45,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,8000,1.0,-101.005035,100,100.0,80,2163.673612356186,,100.0,747665,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],99.08,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,8100,1.0,-101.005035,100,100.0,81,2179.9327042102814,,100.0,757311,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.46,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,8200,1.0,-51.00504,100,100.0,82,2202.3246626853943,9.949873924255371,100.0,767185,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],98.74,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-97.0,0.98,8300,1.0,-51.00504,100,100.0,83,2230.608701467514,17.0587215423584,,777122,,-97.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],99.37,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,8400,1.0,-101.005035,100,100.0,84,2253.708732843399,,100.0,786780,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.58,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,8500,1.0,-101.005035,100,100.0,85,2277.8128044605255,,100.0,796795,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],100.15,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,8600,1.0,-101.005035,100,100.0,86,2300.733565092087,,100.0,806536,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],97.41,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,8700,1.0,-101.005035,100,100.0,87,2321.417932510376,,100.0,816280,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],97.44,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,8800,1.0,-101.005035,100,100.0,88,2342.1767284870148,,100.0,825930,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.5,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,8900,1.0,-101.005035,100,100.0,89,2359.939824104309,,100.0,835271,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],93.41,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,9000,1.0,-101.005035,100,100.0,90,2383.8050174713135,,100.0,845000,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],97.29,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,9100,1.0,-51.00504,100,100.0,91,2409.546209335327,9.949873924255371,100.0,855216,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],102.16,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,9200,1.0,-51.00504,100,100.0,92,2430.3502316474915,9.949873924255371,100.0,865208,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],99.92,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,9300,1.0,-101.005035,100,100.0,93,2450.9807353019714,,100.0,874671,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],94.63,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,9400,1.0,-101.005035,100,100.0,94,2472.6211516857147,,100.0,884313,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.42,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
