EmpiricalD2,InitialBound,ESSRenyi,ESSClassic,InitialReturnMin,TimestepsSoFar,MeanIW,EpisodesSoFar,ReturnStepMaxmin,StdIW,EpThisIter,Bound,MinIW,Weights,Iteration,MaxIW,EpRewMean,RewardCompression,EpLenMean,ReturnStepMax,InitialReturnStd,TimeElapsed,InitialReturnMean,ReturnMeanIW,MeanEntropy,InitialReturnMax
1.0,-53.333332,100.0,1.0,-100.0,110199,1.0,1100,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],11,1.0,-96.0,0.98,99.37,100.0,19.595918655395508,351.7449734210968,-96.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,120499,1.0,1200,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],12,1.0,-97.0,0.98,103.0,100.0,17.0587215423584,381.4247968196869,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,130830,1.0,1300,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],13,1.0,-97.0,0.98,103.31,100.0,17.0587215423584,409.80486965179443,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,141186,1.0,1400,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],14,1.0,-98.0,0.98,103.56,100.0,14.0,437.15626883506775,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,150733,1.0,1500,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],15,1.0,-99.0,0.98,95.47,100.0,9.949873924255371,468.8169946670532,-99.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,160244,1.0,1600,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],16,1.0,-98.0,0.98,95.11,100.0,14.0,498.0050780773163,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,170229,1.0,1700,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],17,1.0,-96.0,0.98,99.85,100.0,19.595918655395508,528.7561993598938,-96.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,180379,1.0,1800,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],18,1.0,-95.0,0.98,101.5,100.0,21.79449462890625,559.5013585090637,-95.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,190458,1.0,1900,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],19,1.0,-95.0,0.98,100.79,100.0,21.79449462890625,588.4044897556305,-95.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,200460,1.0,2000,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],20,1.0,-93.0,0.98,100.02,100.0,25.51470184326172,612.4728240966797,-93.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,210680,1.0,2100,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],21,1.0,-97.0,0.98,102.2,100.0,17.0587215423584,645.5963861942291,-97.0,-50.0,2.8614962100982666,
1.0,-103.333336,100.0,1.0,-100.0,220957,1.0,2200,100.0,,100,-103.33333587646484,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],22,1.0,-100.0,0.99,102.77,100.0,,669.6444506645203,-100.0,-100.0,2.8614962100982666,-100.0
1.0,-53.333332,100.0,1.0,-100.0,231351,1.0,2300,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],23,1.0,-97.0,0.98,103.94,100.0,17.0587215423584,695.3403077125549,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,241362,1.0,2400,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],24,1.0,-97.0,0.98,100.11,100.0,17.0587215423584,721.6197001934052,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,251594,1.0,2500,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],25,1.0,-96.0,0.98,102.32,100.0,19.595918655395508,744.8303365707397,-96.0,-50.0,2.8614962100982666,
1.0,-103.333336,100.0,1.0,-100.0,261782,1.0,2600,100.0,,100,-103.33333587646484,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],26,1.0,-100.0,0.99,101.88,100.0,,775.2929689884186,-100.0,-100.0,2.8614962100982666,-100.0
1.0,-53.333332,100.0,1.0,-100.0,271428,1.0,2700,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],27,1.0,-98.0,0.98,96.46,100.0,14.0,803.6088721752167,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,281758,1.0,2800,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],28,1.0,-97.0,0.98,103.3,100.0,17.0587215423584,841.0040483474731,-97.0,-50.0,2.8614962100982666,
1.0,-3.3333335,100.0,2.0,-100.0,292321,1.0,2900,,,100,-3.3333334922790527,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],29,1.0,-96.0,0.97,105.63,100.0,24.166091918945312,869.3805468082428,-96.0,,2.8614962100982666,100.0
1.0,-3.3333335,100.0,2.0,-100.0,302856,1.0,3000,,,100,-3.3333334922790527,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],30,1.0,-94.0,0.97,105.35,100.0,27.64055061340332,898.3721613883972,-94.0,,2.8614962100982666,100.0
1.0,-53.333332,100.0,1.0,-100.0,312827,1.0,3100,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],31,1.0,-98.0,0.98,99.71,100.0,14.0,923.6242661476135,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,323411,1.0,3200,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],32,1.0,-95.0,0.98,105.84,100.0,21.79449462890625,947.9510951042175,-95.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,333526,1.0,3300,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],33,1.0,-96.0,0.98,101.15,100.0,19.595918655395508,969.7836322784424,-96.0,-50.0,2.8614962100982666,
1.0,-3.3333335,100.0,2.0,-100.0,344130,1.0,3400,,,100,-3.3333334922790527,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],34,1.0,-94.0,0.97,106.04,100.0,27.64055061340332,1000.0287790298462,-94.0,,2.8614962100982666,100.0
1.0,-53.333332,100.0,1.0,-100.0,354062,1.0,3500,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],35,1.0,-99.0,0.98,99.32,100.0,9.949873924255371,1027.3845431804657,-99.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,364155,1.0,3600,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],36,1.0,-97.0,0.98,100.93,100.0,17.0587215423584,1055.716234922409,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,374669,1.0,3700,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],37,1.0,-97.0,0.98,105.14,100.0,17.0587215423584,1081.0929160118103,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,384614,1.0,3800,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],38,1.0,-98.0,0.98,99.45,100.0,14.0,1104.112444639206,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,394554,1.0,3900,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],39,1.0,-97.0,0.98,99.4,100.0,17.0587215423584,1126.5722889900208,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,405241,1.0,4000,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],40,1.0,-98.0,0.98,106.87,100.0,14.0,1151.924819469452,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,415217,1.0,4100,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],41,1.0,-96.0,0.98,99.76,100.0,19.595918655395508,1176.3619556427002,-96.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,425609,1.0,4200,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],42,1.0,-96.0,0.98,103.92,100.0,19.595918655395508,1204.4726963043213,-96.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,435855,1.0,4300,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],43,1.0,-96.0,0.98,102.46,100.0,19.595918655395508,1223.1789388656616,-96.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,446325,1.0,4400,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],44,1.0,-95.0,0.98,104.7,100.0,21.79449462890625,1241.3980810642242,-95.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,456557,1.0,4500,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],45,1.0,-97.0,0.98,102.32,100.0,17.0587215423584,1270.1524226665497,-97.0,-50.0,2.8614962100982666,
1.0,-3.3333335,100.0,2.0,-100.0,466336,1.0,4600,,,100,-3.3333334922790527,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],46,1.0,-95.0,0.97,97.79,100.0,25.980762481689453,1294.4458937644958,-95.0,,2.8614962100982666,100.0
1.0,-53.333332,100.0,1.0,-100.0,476335,1.0,4700,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],47,1.0,-97.0,0.98,99.99,100.0,17.0587215423584,1319.8456151485443,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,486318,1.0,4800,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],48,1.0,-98.0,0.98,99.83,100.0,14.0,1340.3440146446228,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,496594,1.0,4900,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],49,1.0,-96.0,0.98,102.76,100.0,19.595918655395508,1362.3606309890747,-96.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,506502,1.0,5000,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],50,1.0,-98.0,0.98,99.08,100.0,14.0,1383.544191122055,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,516768,1.0,5100,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],51,1.0,-97.0,0.98,102.66,100.0,17.0587215423584,1403.2607605457306,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,527107,1.0,5200,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],52,1.0,-99.0,0.98,103.39,100.0,9.949873924255371,1425.112805366516,-99.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,536905,1.0,5300,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],53,1.0,-99.0,0.98,97.98,100.0,9.949873924255371,1447.8247590065002,-99.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,546929,1.0,5400,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],54,1.0,-98.0,0.98,100.24,100.0,14.0,1471.2568833827972,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,556807,1.0,5500,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],55,1.0,-99.0,0.98,98.78,100.0,9.949873924255371,1494.1536531448364,-99.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,566890,1.0,5600,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],56,1.0,-98.0,0.98,100.83,100.0,14.0,1516.528980731964,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,576622,1.0,5700,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],57,1.0,-98.0,0.98,97.32,100.0,14.0,1540.569938659668,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,586255,1.0,5800,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],58,1.0,-97.0,0.98,96.33,100.0,17.0587215423584,1564.7549180984497,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,596206,1.0,5900,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],59,1.0,-98.0,0.98,99.51,100.0,14.0,1593.0683107376099,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,606004,1.0,6000,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],60,1.0,-97.0,0.98,97.98,100.0,17.0587215423584,1613.9530789852142,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,615739,1.0,6100,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],61,1.0,-99.0,0.98,97.35,100.0,9.949873924255371,1640.9128820896149,-99.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,625975,1.0,6200,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],62,1.0,-99.0,0.98,102.36,100.0,9.949873924255371,1666.178395986557,-99.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,636489,1.0,6300,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],63,1.0,-93.0,0.98,105.14,100.0,25.51470184326172,1689.6420650482178,-93.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,646475,1.0,6400,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],64,1.0,-96.0,0.98,99.86,100.0,19.595918655395508,1710.6044974327087,-96.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,656420,1.0,6500,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],65,1.0,-97.0,0.98,99.45,100.0,17.0587215423584,1734.9611241817474,-97.0,-50.0,2.8614962100982666,
1.0,-3.3333335,100.0,2.0,-100.0,667134,1.0,6600,,,100,-3.3333334922790527,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],66,1.0,-96.0,0.97,107.14,100.0,24.166091918945312,1760.8307092189789,-96.0,,2.8614962100982666,100.0
1.0,-53.333332,100.0,1.0,-100.0,677262,1.0,6700,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],67,1.0,-93.0,0.98,101.28,100.0,25.51470184326172,1789.1328003406525,-93.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,687321,1.0,6800,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],68,1.0,-98.0,0.98,100.59,100.0,14.0,1815.6340699195862,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,697064,1.0,6900,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],69,1.0,-97.0,0.98,97.43,100.0,17.0587215423584,1834.3445756435394,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,707148,1.0,7000,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],70,1.0,-98.0,0.98,100.84,100.0,14.0,1862.757887840271,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,717596,1.0,7100,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],71,1.0,-97.0,0.98,104.48,100.0,17.0587215423584,1889.7405626773834,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,727920,1.0,7200,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],72,1.0,-97.0,0.98,103.24,100.0,17.0587215423584,1915.8179256916046,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,738032,1.0,7300,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],73,1.0,-95.0,0.98,101.12,100.0,21.79449462890625,1937.4403717517853,-95.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,748177,1.0,7400,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],74,1.0,-98.0,0.98,101.45,100.0,14.0,1959.0760312080383,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,758506,1.0,7500,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],75,1.0,-96.0,0.98,103.29,100.0,19.595918655395508,1985.6804921627045,-96.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,768495,1.0,7600,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],76,1.0,-98.0,0.98,99.89,100.0,14.0,2008.2009687423706,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,778189,1.0,7700,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],77,1.0,-97.0,0.98,96.94,100.0,17.0587215423584,2034.6765449047089,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,788306,1.0,7800,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],78,1.0,-98.0,0.98,101.17,100.0,14.0,2056.304563999176,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,798712,1.0,7900,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],79,1.0,-99.0,0.98,104.06,100.0,9.949873924255371,2079.698531627655,-99.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,808744,1.0,8000,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],80,1.0,-99.0,0.98,100.32,100.0,9.949873924255371,2103.142466068268,-99.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,818960,1.0,8100,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],81,1.0,-98.0,0.98,102.16,100.0,14.0,2125.213928937912,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,828727,1.0,8200,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],82,1.0,-98.0,0.98,97.67,100.0,14.0,2144.033212184906,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,838624,1.0,8300,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],83,1.0,-97.0,0.98,98.97,100.0,17.0587215423584,2171.2144701480865,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,848442,1.0,8400,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],84,1.0,-97.0,0.98,98.18,100.0,17.0587215423584,2188.8882279396057,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,858295,1.0,8500,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],85,1.0,-98.0,0.98,98.53,100.0,14.0,2209.9651956558228,-98.0,-50.0,2.8614962100982666,
1.0,-3.3333335,100.0,2.0,-100.0,868678,1.0,8600,,,100,-3.3333334922790527,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],86,1.0,-92.0,0.97,103.83,100.0,30.5941162109375,2235.7609646320343,-92.0,,2.8614962100982666,100.0
1.0,-3.3333335,100.0,2.0,-100.0,880047,1.0,8700,,,100,-3.3333334922790527,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],87,1.0,-91.0,0.97,113.69,100.0,34.914180755615234,2263.884794473648,-91.0,,2.8614962100982666,100.0
1.0,-53.333332,100.0,1.0,-100.0,890071,1.0,8800,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],88,1.0,-98.0,0.98,100.24,100.0,14.0,2287.6347346305847,-98.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,900215,1.0,8900,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],89,1.0,-95.0,0.98,101.44,100.0,21.79449462890625,2311.996475458145,-95.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,909858,1.0,9000,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],90,1.0,-99.0,0.98,96.43,100.0,9.949873924255371,2340.041900396347,-99.0,-50.0,2.8614962100982666,
1.0,-3.3333335,100.0,2.0,-100.0,919546,1.0,9100,,,100,-3.3333334922790527,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],91,1.0,-97.0,0.97,96.88,100.0,22.158519744873047,2368.084644794464,-97.0,,2.8614962100982666,100.0
1.0,-53.333332,100.0,1.0,-100.0,930125,1.0,9200,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],92,1.0,-97.0,0.98,105.79,100.0,17.0587215423584,2396.8187577724457,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,939969,1.0,9300,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],93,1.0,-97.0,0.98,98.44,100.0,17.0587215423584,2419.5283255577087,-97.0,-50.0,2.8614962100982666,
1.0,-53.333332,100.0,1.0,-100.0,949762,1.0,9400,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],94,1.0,-96.0,0.98,97.93,100.0,19.595918655395508,2440.7317039966583,-96.0,-50.0,2.8614962100982666,
1.0,-103.333336,100.0,1.0,-100.0,959635,1.0,9500,100.0,,100,-103.33333587646484,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],95,1.0,-100.0,0.99,98.73,100.0,,2463.4712467193604,-100.0,-100.0,2.8614962100982666,-100.0
1.0,-53.333332,100.0,1.0,-100.0,969522,1.0,9600,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],96,1.0,-95.0,0.98,98.87,100.0,21.79449462890625,2489.3604447841644,-95.0,-50.0,2.8614962100982666,
1.0,-3.3333335,100.0,2.0,-100.0,979625,1.0,9700,,,100,-3.3333334922790527,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],97,1.0,-93.0,0.97,101.03,100.0,29.171903610229492,2521.222009897232,-93.0,,2.8614962100982666,100.0
1.0,-53.333332,100.0,1.0,-100.0,989838,1.0,9800,,,100,-53.33333206176758,1.0,[-0.154  0.183  0.205 ...  0.115  0.022  0.002],98,1.0,-96.0,0.98,102.13,100.0,19.595918655395508,2545.1083855628967,-96.0,-50.0,2.8614962100982666,
