InitialReturnMax,RewardCompression,ESSRenyi,EpRewMean,Bound,EpThisIter,MeanEntropy,TimestepsSoFar,ReturnMeanIW,TimeElapsed,InitialReturnMean,ReturnStepMax,EpLenMean,StdIW,MeanIW,InitialReturnStd,Iteration,InitialBound,MaxIW,Weights,InitialReturnMin,MinIW,ReturnStepMaxmin,EpisodesSoFar,EmpiricalD2,ESSClassic
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,232546,-50.0,690.5962700843811,-98.0,100.0,111.75,,1.0,14.0,21,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,2100,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,243457,-50.0,725.0020668506622,-96.0,100.0,109.11,,1.0,19.595918655395508,22,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,2200,1.0,1.0
,0.98,100.0,-95.0,-51.00503921508789,100,2.837890386581421,254492,-50.0,749.6849973201752,-95.0,100.0,110.35,,1.0,21.79449462890625,23,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,2300,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,265596,-100.0,782.2922012805939,-100.0,100.0,111.04,,1.0,,24,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,2400,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,276558,-50.0,812.8756694793701,-98.0,100.0,109.62,,1.0,14.0,25,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,2500,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,287446,-50.0,840.2648887634277,-96.0,100.0,108.88,,1.0,19.595918655395508,26,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,2600,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,298356,-50.0,866.3186802864075,-98.0,100.0,109.1,,1.0,14.0,27,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,2700,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,309027,-50.0,893.836855173111,-97.0,100.0,106.71,,1.0,17.0587215423584,28,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,2800,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,319829,-50.0,918.8137748241425,-98.0,100.0,108.02,,1.0,14.0,29,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,2900,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,330998,-50.0,946.8083081245422,-98.0,100.0,111.69,,1.0,14.0,30,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,3000,1.0,1.0
,0.98,100.0,-93.0,-51.00503921508789,100,2.837890386581421,342460,-50.0,972.0219259262085,-93.0,100.0,114.62,,1.0,25.51470184326172,31,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,3100,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,353989,-50.0,1002.1844091415405,-98.0,100.0,115.29,,1.0,14.0,32,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,3200,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,364815,-50.0,1029.4328889846802,-99.0,100.0,108.26,,1.0,9.949873924255371,33,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,3300,1.0,1.0
,0.98,100.0,-94.0,-51.00503921508789,100,2.837890386581421,375716,-50.0,1056.4364120960236,-94.0,100.0,109.01,,1.0,23.74868392944336,34,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,3400,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,386858,-50.0,1079.7252960205078,-97.0,100.0,111.42,,1.0,17.0587215423584,35,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,3500,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,397757,-100.0,1103.6400127410889,-100.0,100.0,108.99,,1.0,,36,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,3600,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,408920,-100.0,1129.552402973175,-100.0,100.0,111.63,,1.0,,37,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,3700,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,419888,-50.0,1155.232148885727,-97.0,100.0,109.68,,1.0,17.0587215423584,38,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,3800,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,431435,-50.0,1179.4414377212524,-96.0,100.0,115.47,,1.0,19.595918655395508,39,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,3900,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,442553,-50.0,1206.605622768402,-98.0,100.0,111.18,,1.0,14.0,40,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,4000,1.0,1.0
,0.98,100.0,-95.0,-51.00503921508789,100,2.837890386581421,453741,-50.0,1226.5061881542206,-95.0,100.0,111.88,,1.0,21.79449462890625,41,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,4100,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,465018,-50.0,1252.5702731609344,-96.0,100.0,112.77,,1.0,19.595918655395508,42,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,4200,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,476050,-50.0,1276.4561824798584,-98.0,100.0,110.32,,1.0,14.0,43,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,4300,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,487254,-50.0,1301.7805242538452,-97.0,100.0,112.04,,1.0,17.0587215423584,44,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,4400,1.0,1.0
,0.98,100.0,-94.0,-51.00503921508789,100,2.837890386581421,498911,-50.0,1325.7152254581451,-94.0,100.0,116.57,,1.0,23.74868392944336,45,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,4500,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,510167,-50.0,1349.504306793213,-96.0,100.0,112.56,,1.0,19.595918655395508,46,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,4600,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,521468,-100.0,1379.8049175739288,-100.0,100.0,113.01,,1.0,,47,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,4700,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,532715,-50.0,1402.8981153964996,-97.0,100.0,112.47,,1.0,17.0587215423584,48,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,4800,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,543741,-50.0,1426.7299931049347,-98.0,100.0,110.26,,1.0,14.0,49,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,4900,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,554841,-50.0,1454.0684130191803,-99.0,100.0,111.0,,1.0,9.949873924255371,50,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,5000,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,566033,-50.0,1475.2446098327637,-97.0,100.0,111.92,,1.0,17.0587215423584,51,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,5100,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,576779,-50.0,1499.9430351257324,-98.0,100.0,107.46,,1.0,14.0,52,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,5200,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,587179,-50.0,1522.4801542758942,-98.0,100.0,104.0,,1.0,14.0,53,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,5300,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,597642,-100.0,1542.0441830158234,-100.0,100.0,104.63,,1.0,,54,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,5400,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,608708,-50.0,1564.5202946662903,-99.0,100.0,110.66,,1.0,9.949873924255371,55,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,5500,1.0,1.0
,0.98,100.0,-94.0,-51.00503921508789,100,2.837890386581421,620049,-50.0,1588.2401444911957,-94.0,100.0,113.41,,1.0,23.74868392944336,56,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,5600,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,631245,-50.0,1612.9243087768555,-98.0,100.0,111.96,,1.0,14.0,57,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,5700,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,642228,-50.0,1642.8322179317474,-98.0,100.0,109.83,,1.0,14.0,58,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,5800,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,653066,-50.0,1670.0643043518066,-97.0,100.0,108.38,,1.0,17.0587215423584,59,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,5900,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,663957,-50.0,1694.955230474472,-97.0,100.0,108.91,,1.0,17.0587215423584,60,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,6000,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,675165,-50.0,1723.7282338142395,-98.0,100.0,112.08,,1.0,14.0,61,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,6100,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,686360,-100.0,1754.9641964435577,-100.0,100.0,111.95,,1.0,,62,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,6200,1.0,1.0
,0.98,100.0,-95.0,-51.00503921508789,100,2.837890386581421,697529,-50.0,1780.3124878406525,-95.0,100.0,111.69,,1.0,21.79449462890625,63,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,6300,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,708979,-50.0,1810.2091720104218,-96.0,100.0,114.5,,1.0,19.595918655395508,64,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,6400,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,720023,-50.0,1832.7624371051788,-98.0,100.0,110.44,,1.0,14.0,65,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,6500,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,730501,-50.0,1857.9278166294098,-98.0,100.0,104.78,,1.0,14.0,66,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,6600,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,741297,-50.0,1882.0589776039124,-98.0,100.0,107.96,,1.0,14.0,67,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,6700,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,752622,-50.0,1904.9325516223907,-98.0,100.0,113.25,,1.0,14.0,68,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,6800,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,763401,-50.0,1926.8080456256866,-99.0,100.0,107.79,,1.0,9.949873924255371,69,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,6900,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,774510,-50.0,1952.9118883609772,-98.0,100.0,111.09,,1.0,14.0,70,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7000,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,785408,-50.0,1980.8110682964325,-99.0,100.0,108.98,,1.0,9.949873924255371,71,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7100,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,796246,-50.0,2005.0682964324951,-98.0,100.0,108.38,,1.0,14.0,72,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7200,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,807136,-50.0,2036.8759760856628,-99.0,100.0,108.9,,1.0,9.949873924255371,73,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7300,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,817884,-50.0,2068.8685014247894,-99.0,100.0,107.48,,1.0,9.949873924255371,74,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7400,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,828800,-50.0,2098.0373368263245,-96.0,100.0,109.16,,1.0,19.595918655395508,75,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7500,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,839930,-50.0,2115.1022050380707,-97.0,100.0,111.3,,1.0,17.0587215423584,76,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7600,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,850991,-50.0,2142.8482291698456,-97.0,100.0,110.61,,1.0,17.0587215423584,77,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7700,1.0,1.0
,0.98,100.0,-95.0,-51.00503921508789,100,2.837890386581421,862239,-50.0,2169.952154636383,-95.0,100.0,112.48,,1.0,21.79449462890625,78,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7800,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,872775,-50.0,2192.29590344429,-99.0,100.0,105.36,,1.0,9.949873924255371,79,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,7900,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,884087,-50.0,2218.886591911316,-96.0,100.0,113.12,,1.0,19.595918655395508,80,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8000,1.0,1.0
100.0,0.98,100.0,-98.0,-1.005037784576416,100,2.837890386581421,894682,,2245.3161447048187,-98.0,100.0,105.95,,1.0,19.899747848510742,81,-1.0050378,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8100,1.0,2.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,906212,-50.0,2275.308124780655,-97.0,100.0,115.3,,1.0,17.0587215423584,82,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8200,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,917750,-50.0,2305.711363554001,-97.0,100.0,115.38,,1.0,17.0587215423584,83,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8300,1.0,1.0
,0.98,100.0,-95.0,-51.00503921508789,100,2.837890386581421,928931,-50.0,2328.264424085617,-95.0,100.0,111.81,,1.0,21.79449462890625,84,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8400,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,940322,-50.0,2353.960028409958,-99.0,100.0,113.91,,1.0,9.949873924255371,85,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8500,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,951259,-50.0,2379.9062283039093,-98.0,100.0,109.37,,1.0,14.0,86,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8600,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,962419,-50.0,2415.5132982730865,-97.0,100.0,111.6,,1.0,17.0587215423584,87,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8700,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,973012,-50.0,2443.1482112407684,-96.0,100.0,105.93,,1.0,19.595918655395508,88,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8800,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,984144,-50.0,2470.2562289237976,-97.0,100.0,111.32,,1.0,17.0587215423584,89,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,8900,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,995069,-50.0,2497.6606175899506,-99.0,100.0,109.25,,1.0,9.949873924255371,90,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9000,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1005997,-50.0,2523.7609167099,-98.0,100.0,109.28,,1.0,14.0,91,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9100,1.0,1.0
100.0,0.97,100.0,-94.0,-1.005037784576416,100,2.837890386581421,1017864,,2549.915869951248,-94.0,100.0,118.67,,1.0,31.048349380493164,92,-1.0050378,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9200,1.0,2.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,1028698,-50.0,2576.8556685447693,-96.0,100.0,108.34,,1.0,19.595918655395508,93,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9300,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1039536,-50.0,2600.1721682548523,-99.0,100.0,108.38,,1.0,9.949873924255371,94,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9400,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1050421,-50.0,2626.392547607422,-98.0,100.0,108.85,,1.0,14.0,95,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9500,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1061418,-50.0,2651.199967622757,-98.0,100.0,109.97,,1.0,14.0,96,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9600,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1072078,-50.0,2677.971479654312,-98.0,100.0,106.6,,1.0,14.0,97,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9700,1.0,1.0
,0.98,100.0,-94.0,-51.00503921508789,100,2.837890386581421,1083585,-50.0,2704.9381675720215,-94.0,100.0,115.07,,1.0,23.74868392944336,98,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9800,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1094351,-50.0,2728.940401315689,-97.0,100.0,107.66,,1.0,17.0587215423584,99,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,9900,1.0,1.0
