InitialReturnMax,MeanIW,RewardCompression,ReturnStepMax,Iteration,ReturnMeanIW,EpisodesSoFar,EpRewMean,TimeElapsed,Weights,InitialReturnMean,StdIW,MaxIW,InitialReturnMin,EmpiricalD2,ReturnStepMaxmin,Bound,EpThisIter,MeanEntropy,ESSRenyi,ESSClassic,MinIW,InitialBound,InitialReturnStd,EpLenMean,TimestepsSoFar
,1.0,0.98,100.0,193,-50.0,19300,-99.0,5160.325364112854,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,108.45,2125666
,1.0,0.98,100.0,194,-50.0,19400,-96.0,5192.508193016052,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,110.47,2136713
,1.0,0.98,100.0,195,-50.0,19500,-98.0,5220.084292411804,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,110.73,2147786
,1.0,0.98,100.0,196,-50.0,19600,-98.0,5249.383806228638,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,111.9,2158976
,1.0,0.98,100.0,197,-50.0,19700,-99.0,5276.628504276276,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,106.61,2169637
,1.0,0.98,100.0,198,-50.0,19800,-98.0,5299.785631418228,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.99,2180536
,1.0,0.98,100.0,199,-50.0,19900,-96.0,5318.007896184921,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,106.98,2191234
,1.0,0.98,100.0,200,-50.0,20000,-99.0,5349.684366464615,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,109.58,2202192
,1.0,0.98,100.0,201,-50.0,20100,-97.0,5372.620529174805,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,117.68,2213960
,1.0,0.98,100.0,202,-50.0,20200,-98.0,5407.385484933853,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,112.4,2225200
,1.0,0.98,100.0,203,-50.0,20300,-96.0,5430.000760555267,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,117.17,2236917
-100.0,1.0,0.99,100.0,204,-100.0,20400,-100.0,5453.248260259628,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,103.93,2247310
,1.0,0.98,100.0,205,-50.0,20500,-98.0,5476.4464292526245,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,106.34,2257944
,1.0,0.98,100.0,206,-50.0,20600,-97.0,5505.187996864319,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,108.74,2268818
,1.0,0.98,100.0,207,-50.0,20700,-98.0,5529.532665252686,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.48,2279666
,1.0,0.98,100.0,208,-50.0,20800,-98.0,5553.081734895706,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.01,2290467
,1.0,0.98,100.0,209,-50.0,20900,-99.0,5573.61145234108,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,112.37,2301704
100.0,1.0,0.98,100.0,210,,21000,-98.0,5600.402631759644,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,19.899747848510742,107.13,2312417
,1.0,0.98,100.0,211,-50.0,21100,-93.0,5623.499903202057,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-93.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,25.51470184326172,113.98,2323815
,1.0,0.98,100.0,212,-50.0,21200,-99.0,5640.644217252731,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,107.26,2334541
,1.0,0.98,100.0,213,-50.0,21300,-98.0,5667.118551492691,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.47,2345488
,1.0,0.98,100.0,214,-50.0,21400,-98.0,5688.4426436424255,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.24,2356412
,1.0,0.98,100.0,215,-50.0,21500,-97.0,5712.58731174469,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,109.92,2367404
-100.0,1.0,0.99,100.0,216,-100.0,21600,-100.0,5745.0096600055695,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,108.76,2378280
,1.0,0.98,100.0,217,-50.0,21700,-99.0,5772.109384059906,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,112.32,2389512
,1.0,0.98,100.0,218,-50.0,21800,-97.0,5793.976231336594,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,109.52,2400464
,1.0,0.98,100.0,219,-50.0,21900,-95.0,5823.596482753754,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-95.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,21.79449462890625,106.57,2411121
,1.0,0.98,100.0,220,-50.0,22000,-94.0,5846.691765546799,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-94.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,23.74868392944336,111.93,2422314
,1.0,0.98,100.0,221,-50.0,22100,-97.0,5867.588670730591,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,108.97,2433211
,1.0,0.98,100.0,222,-50.0,22200,-93.0,5893.631937265396,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-93.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,25.51470184326172,109.87,2444198
,1.0,0.98,100.0,223,-50.0,22300,-98.0,5924.166073322296,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.84,2455182
,1.0,0.98,100.0,224,-50.0,22400,-97.0,5950.497314453125,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,108.07,2465989
,1.0,0.98,100.0,225,-50.0,22500,-97.0,5975.5158042907715,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,108.18,2476807
,1.0,0.98,100.0,226,-50.0,22600,-99.0,6009.9882690906525,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,116.21,2488428
,1.0,0.98,100.0,227,-50.0,22700,-96.0,6040.828183889389,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,109.52,2499380
,1.0,0.98,100.0,228,-50.0,22800,-96.0,6072.394346952438,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,107.08,2510088
,1.0,0.98,100.0,229,-50.0,22900,-99.0,6104.268083333969,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,113.66,2521454
,1.0,0.98,100.0,230,-50.0,23000,-99.0,6131.499396800995,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,112.86,2532740
,1.0,0.98,100.0,231,-50.0,23100,-97.0,6156.018332958221,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,109.89,2543729
,1.0,0.98,100.0,232,-50.0,23200,-98.0,6179.53595662117,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.48,2554677
,1.0,0.98,100.0,233,-50.0,23300,-97.0,6206.7663831710815,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,111.05,2565782
,1.0,0.98,100.0,234,-50.0,23400,-97.0,6228.928264379501,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,109.28,2576710
,1.0,0.98,100.0,235,-50.0,23500,-98.0,6252.9173238277435,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,110.72,2587782
,1.0,0.98,100.0,236,-50.0,23600,-98.0,6279.374566078186,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.11,2598593
,1.0,0.98,100.0,237,-50.0,23700,-99.0,6300.506021022797,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,114.51,2610044
-100.0,1.0,0.99,100.0,238,-100.0,23800,-100.0,6321.046183824539,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,108.08,2620852
,1.0,0.98,100.0,239,-50.0,23900,-99.0,6347.201290130615,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,108.12,2631664
100.0,1.0,0.97,100.0,240,,24000,-97.0,6366.692120790482,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,22.158519744873047,109.36,2642600
,1.0,0.98,100.0,241,-50.0,24100,-96.0,6399.248347043991,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,108.86,2653486
,1.0,0.98,100.0,242,-50.0,24200,-95.0,6426.828053951263,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-95.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,21.79449462890625,110.61,2664547
,1.0,0.98,100.0,243,-50.0,24300,-95.0,6453.7160551548,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-95.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,21.79449462890625,110.12,2675559
-100.0,1.0,0.99,100.0,244,-100.0,24400,-100.0,6480.404354572296,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,109.94,2686553
,1.0,0.98,100.0,245,-50.0,24500,-96.0,6505.199977397919,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,112.57,2697810
,1.0,0.98,100.0,246,-50.0,24600,-95.0,6532.23614358902,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-95.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,21.79449462890625,111.93,2709003
,1.0,0.98,100.0,247,-50.0,24700,-96.0,6550.108643293381,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,104.53,2719456
,1.0,0.98,100.0,248,-50.0,24800,-98.0,6569.340463638306,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.87,2730443
,1.0,0.98,100.0,249,-50.0,24900,-97.0,6593.76251244545,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,108.69,2741312
,1.0,0.98,100.0,250,-50.0,25000,-98.0,6615.476378202438,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,106.16,2751928
,1.0,0.98,100.0,251,-50.0,25100,-97.0,6642.680013418198,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,110.19,2762947
,1.0,0.98,100.0,252,-50.0,25200,-98.0,6665.930679798126,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.6,2773907
,1.0,0.98,100.0,253,-50.0,25300,-99.0,6698.852078437805,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,114.2,2785327
,1.0,0.98,100.0,254,-50.0,25400,-97.0,6719.852363824844,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,105.44,2795871
,1.0,0.98,100.0,255,-50.0,25500,-99.0,6754.052427768707,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,112.78,2807149
,1.0,0.98,100.0,256,-50.0,25600,-98.0,6781.712095499039,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,105.91,2817740
,1.0,0.98,100.0,257,-50.0,25700,-99.0,6806.965215206146,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,105.43,2828283
,1.0,0.98,100.0,258,-50.0,25800,-98.0,6829.326679944992,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,110.6,2839343
,1.0,0.98,100.0,259,-50.0,25900,-98.0,6854.885236263275,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.77,2850220
,1.0,0.98,100.0,260,-50.0,26000,-97.0,6880.553807735443,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,109.38,2861158
,1.0,0.98,100.0,261,-50.0,26100,-97.0,6908.576687812805,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,112.17,2872375
,1.0,0.98,100.0,262,-50.0,26200,-98.0,6934.473852157593,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,106.36,2883011
,1.0,0.98,100.0,263,-50.0,26300,-98.0,6954.815916776657,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,112.85,2894296
,1.0,0.98,100.0,264,-50.0,26400,-98.0,6980.956525564194,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,104.7,2904766
,1.0,0.98,100.0,265,-50.0,26500,-99.0,7003.200135231018,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,109.38,2915704
100.0,1.0,0.97,100.0,266,,26600,-96.0,7026.752150058746,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,24.166091918945312,111.52,2926856
,1.0,0.98,100.0,267,-50.0,26700,-98.0,7052.885075569153,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.83,2937739
-100.0,1.0,0.99,100.0,268,-100.0,26800,-100.0,7083.349002838135,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,105.94,2948333
-100.0,1.0,0.99,100.0,269,-100.0,26900,-100.0,7111.382280826569,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,105.37,2958870
,1.0,0.98,100.0,270,-50.0,27000,-99.0,7137.161942720413,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,111.6,2970030
,1.0,0.98,100.0,271,-50.0,27100,-98.0,7161.013105392456,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,103.49,2980379
,1.0,0.98,100.0,272,-50.0,27200,-97.0,7184.452029705048,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,111.15,2991494
,1.0,0.98,100.0,273,-50.0,27300,-99.0,7212.172055721283,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,109.59,3002453
,1.0,0.98,100.0,274,-50.0,27400,-97.0,7242.65194439888,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,107.85,3013238
,1.0,0.98,100.0,275,-50.0,27500,-93.0,7273.684383153915,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-93.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,25.51470184326172,115.51,3024789
,1.0,0.98,100.0,276,-50.0,27600,-93.0,7301.904529809952,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-93.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,25.51470184326172,112.35,3036024
,1.0,0.98,100.0,277,-50.0,27700,-99.0,7331.921655416489,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,111.86,3047210
,1.0,0.98,100.0,278,-50.0,27800,-98.0,7361.500326395035,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.53,3058163
,1.0,0.98,100.0,279,-50.0,27900,-97.0,7386.1121945381165,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,109.91,3069154
,1.0,0.98,100.0,280,-50.0,28000,-97.0,7410.011983156204,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,110.55,3080209
,1.0,0.98,100.0,281,-50.0,28100,-99.0,7439.527928113937,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,109.5,3091159
,1.0,0.98,100.0,282,-50.0,28200,-97.0,7467.080307483673,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,108.6,3102019
,1.0,0.98,100.0,283,-50.0,28300,-99.0,7499.364586591721,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,112.39,3113258
,1.0,0.98,100.0,284,-50.0,28400,-98.0,7527.308205366135,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.07,3124065
,1.0,0.98,100.0,285,-50.0,28500,-94.0,7552.48287320137,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-94.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,23.74868392944336,111.69,3135234
,1.0,0.98,100.0,286,-50.0,28600,-98.0,7580.868358373642,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,110.47,3146281
,1.0,0.98,100.0,287,-50.0,28700,-98.0,7600.181258201599,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.21,3157202
100.0,1.0,0.97,100.0,288,,28800,-96.0,7633.844253778458,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,24.166091918945312,117.33,3168935
,1.0,0.98,100.0,289,-50.0,28900,-96.0,7654.460198402405,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,107.29,3179664
-100.0,1.0,0.99,100.0,290,-100.0,29000,-100.0,7695.069407939911,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,113.01,3190965
,1.0,0.98,100.0,291,-50.0,29100,-99.0,7716.0761387348175,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,111.63,3202128
,1.0,0.98,100.0,292,-50.0,29200,-97.0,7743.919628858566,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,110.57,3213185
