InitialReturnMean,EmpiricalD2,EpisodesSoFar,MaxIW,ESSRenyi,EpRewMean,Weights,EpThisIter,StdIWNorm,MeanIWNorm,TimestepsSoFar,ReturnMeanIW,MeanEntropy,InitialReturnStd,Iteration,TimeElapsed,InitialBound,MeanIW,StdIW,EpLenMean,MinIWNorm,ReturnStepMaxmin,InitialReturnMax,InitialReturnMin,MaxIWNorm,ReturnStepMax,MinIW,ESSClassic,Bound,J_sample_variance
-82.802536,4.390666,1100,2.6393187,22.775587,-222.54257390199425,[ 0.187 -0.106 -0.137 ... -0.393 -0.077  0.022],100,0.005463458,0.0063316613,130370,-46.39306,2.7707338,52.114304,11,361.86591506004333,-89.88203,0.63316613,0.54634583,141.71,0.00014352075,1.9706955,2.878994,-212.38461,0.026393186,100.0,0.014352076,57.321022,-61.227356,3017.9329
-75.238045,3.6397026,1200,2.8521373,27.474773,-195.66942251536287,[ 0.186 -0.105 -0.134 ... -0.397 -0.077  0.01 ],100,0.0055462467,0.0069904802,144134,-42.144897,2.7844636,51.275745,12,398.0379755496979,-83.45497,0.699048,0.5546247,137.64,0.00040049417,26.396118,55.34578,-246.50757,0.028521372,126.39612,0.04004942,61.36914,-57.82114,1886.8373
-88.68455,4.0611897,1300,2.6527557,24.623327,-223.79066708719046,[ 0.186 -0.104 -0.135 ... -0.397 -0.07   0.017],100,0.0056440113,0.0067241597,158254,-50.547565,2.7966495,52.07573,13,428.41189098358154,-97.70805,0.6724161,0.5644011,141.2,0.00035222765,7.0099335,-0.10621357,-270.70505,0.026527558,107.00993,0.035222765,58.667187,-68.73208,2472.2627
-75.7148,5.016291,1400,3.047021,19.935047,-189.02001382759838,[ 0.186 -0.104 -0.136 ... -0.398 -0.089  0.048],100,0.005911598,0.005545421,171408,-35.111095,2.752706,49.440334,14,466.44991731643677,-83.42904,0.5545422,0.5911598,131.54,5.5117773e-05,7.7806854,9.071342,-231.42755,0.03047021,100.0,0.0055117775,46.80718,-52.388767,2907.8342
-69.796326,3.096409,1500,3.671006,32.295475,-174.24148456411058,[ 0.185 -0.103 -0.137 ... -0.399 -0.137  0.052],100,0.005808481,0.0075879623,184930,-46.07412,2.764369,45.65238,15,503.4745213985443,-76.48432,0.7587962,0.58084816,135.22,0.0005196214,7.6021194,14.572057,-200.64001,0.036710057,100.0,0.05196214,63.052917,-57.842735,2140.0842
-80.062904,3.2876203,1600,3.8754344,30.417137,-190.39918909956836,[ 0.185 -0.103 -0.136 ... -0.405 -0.131  0.057],100,0.00653075,0.00812677,198177,-49.387516,2.7853403,62.943665,16,542.7820484638214,-89.28178,0.8126771,0.6530751,132.47,4.01287e-05,9.407265,24.37965,-276.56616,0.038754344,109.407265,0.00401287,60.761158,-66.10299,2014.2852
-66.9983,2.6533053,1700,2.3520064,37.68884,-161.15813775348244,[ 0.184 -0.103 -0.136 ... -0.404 -0.113  0.061],100,0.005287332,0.0070938347,210448,-34.44409,2.778433,49.86734,17,577.8741607666016,-75.487656,0.70938355,0.5287332,122.71,0.00011607882,24.250038,6.2057724,-254.68057,0.023520064,100.0,0.011607883,64.28658,-48.272373,680.3727
-62.529697,3.2014704,1800,2.6285822,31.235647,-155.16849470882104,[ 0.184 -0.103 -0.137 ... -0.405 -0.112  0.053],100,0.0052432837,0.0074749435,225437,-37.97461,2.7899363,44.708775,18,610.6305780410767,-69.05872,0.74749434,0.5243284,149.89,0.00021356292,8.930214,28.27124,-195.87079,0.026285822,108.930214,0.021356292,67.02281,-49.65677,1086.3152
-53.73561,16.24787,1900,417.76688,6.154653,-130.44974553196946,[ 0.184 -0.103 -0.136 ... -0.405 -0.111  0.063],100,0.4152241,0.047139492,238816,129.81522,2.7079737,36.57116,19,643.4181199073792,-59.171463,4.713949,41.522415,133.79,1.0133364e-05,2.9550629,37.95316,-163.0758,4.1776686,102.95506,0.0010133365,1.2724564,107.904,2526588.0
-56.37681,3.1784697,2000,3.8989003,31.461681,-137.97718990866423,[ 0.185 -0.103 -0.137 ... -0.404 -0.165  0.035],100,0.006227616,0.006731299,251679,-31.878815,2.7072115,37.692703,20,683.0552189350128,-64.27461,0.67312986,0.62276167,128.63,0.0002868657,6.923149,1.4393678,-236.93414,0.038989,106.92315,0.028686568,53.880894,-45.95923,942.58563
-56.983784,4.2998304,2100,5.6176457,23.256731,-134.2927420253925,[ 0.184 -0.103 -0.136 ... -0.405 -0.164  0.034],100,0.0076787337,0.006463291,264639,-28.636494,2.695089,36.74603,21,719.6436715126038,-62.67205,0.64632916,0.7678734,129.6,0.00010737814,21.851234,11.538013,-170.64816,0.056176458,121.851234,0.010737814,41.46848,-40.431713,843.7546
-44.731678,3.8279788,2200,3.3487768,26.123446,-109.98374842314725,[ 0.184 -0.103 -0.137 ... -0.406 -0.142 -0.001],100,0.0064743045,0.0069871084,277770,-26.026287,2.6972544,27.611849,22,756.1559031009674,-48.99405,0.69871086,0.64743054,131.31,0.00051225437,27.549301,25.65207,-127.87109,0.033487767,127.5493,0.05122544,53.80391,-34.365707,745.053
-39.795578,19.798708,2300,276.2863,5.0508347,-101.82873595322337,[ 0.185 -0.103 -0.137 ... -0.404 -0.142  0.001],100,0.27440184,0.034453537,290430,86.03394,2.7322326,27.212631,23,786.3492918014526,-44.69812,3.445354,27.440187,126.6,6.030354e-05,7.898361,40.167797,-147.07643,2.7628627,107.89836,0.006030354,1.552031,64.219696,1239265.8
-52.65885,2.6747284,2400,4.7350326,37.386974,-127.45459249795606,[ 0.185 -0.103 -0.138 ... -0.404 -0.101 -0.005],100,0.007419573,0.0082622925,303420,-37.422276,2.7480612,31.035995,24,821.6261537075043,-57.148388,0.82622933,0.74195737,129.9,0.00033715568,37.282364,12.8656435,-134.6861,0.047350325,137.28236,0.03371557,55.358376,-44.764732,1325.9615
-42.96559,6.069939,2500,4.486189,16.47463,-102.07515337375249,[ 0.184 -0.102 -0.139 ... -0.406 -0.095  0.005],100,0.0071062758,0.006022674,315161,-18.834133,2.7215874,24.283699,25,856.3583385944366,-47.11131,0.6022674,0.7106276,117.41,2.155637e-05,1.5338364,17.15277,-124.37191,0.044861887,100.0,0.0021556371,41.80231,-29.048073,408.4308
-49.500885,7.1946363,2600,5.1599603,13.899243,-116.08631188812922,[ 0.185 -0.103 -0.137 ... -0.405 -0.14   0.024],100,0.00728953,0.006470665,327747,-24.567482,2.7080421,24.723238,26,892.2178897857666,-53.410713,0.6470665,0.72895294,125.86,4.4135028e-05,14.184708,-0.9220991,-117.29491,0.051599603,114.18471,0.0044135028,44.070034,-35.05475,529.6817
-37.83304,7.064017,2700,3.8827274,14.156252,-95.79859696564,[ 0.185 -0.102 -0.138 ... -0.404 -0.154  0.024],100,0.0075693894,0.006267633,340221,-13.880837,2.6904037,26.577293,27,923.4043345451355,-41.327892,0.6267632,0.75693893,124.74,9.9721714e-05,2.5125961,17.959597,-104.84552,0.038827274,100.0,0.009972172,40.674747,-23.169529,389.30295
-29.952875,13.088087,2800,192.9006,7.640536,-83.99312282663197,[ 0.184 -0.103 -0.136 ... -0.403 -0.159  0.011],100,0.1913689,0.026898213,355252,32.182617,2.717735,29.46632,28,961.5899856090546,-34.198093,2.6898212,19.13689,150.31,0.0007540722,8.186935,33.202484,-127.35649,1.929006,100.0,0.07540722,1.9373485,16.824501,262729.1
-29.262993,3.5310605,2900,3.6584258,28.320105,-88.0927914131712,[ 0.184 -0.103 -0.134 ... -0.405 -0.128  0.008],100,0.0070452658,0.0075420253,371219,-11.154411,2.6914213,34.43246,29,1001.9300227165222,-34.430237,0.7542026,0.7045266,159.67,0.00018293093,28.180534,39.735077,-155.0173,0.036584258,100.0,0.018293094,53.401485,-20.864239,638.0642
-20.693182,3.3571212,3000,6.139468,29.787426,-68.33959592877581,[ 0.184 -0.103 -0.133 ... -0.406 -0.143 -0.003],100,0.0104870545,0.009320408,385567,-8.181782,2.6886916,23.935226,30,1036.6643171310425,-23.525684,0.9320408,1.0487055,143.48,0.00014881167,22.271286,35.130463,-84.97519,0.06139468,100.0,0.014881168,44.130424,-13.371627,861.17487
-8.505832,1559.16,3100,1314.9048,0.0641371,-38.274213903229494,[ 0.184 -0.103 -0.134 ... -0.406 -0.135 -0.015],100,1.3076181,0.13903391,401000,583.26776,2.7158687,24.235426,31,1070.9660675525665,-11.267635,13.903389,130.76181,154.33,1.8496418e-06,17.517311,44.19544,-82.85409,13.149048,100.0,0.00018496418,1.1178851,474.21466,33769796.0
-7.4560714,220216.16,3200,27848.02,0.0004540993,-38.66978596325411,[ 0.184 -0.104 -0.129 ... -0.403 -0.132  0.01 ],100,27.707943,2.7897968,420841,7191.0913,2.6211433,25.176235,32,1124.8219220638275,-10.436575,278.9796,2770.7942,198.41,4.0408572e-11,37.04438,74.42716,-89.4151,278.4802,100.0,4.0408574e-09,1.0035889,5792.425,5154085000.0
-2.6199222,508264.03,3300,58707.39,0.00019674814,-28.762060185598294,[ 0.184 -0.104 -0.131 ... -0.402 -0.22   0.003],100,58.41274,5.87449,444330,22332.227,2.6533053,29.049038,33,1197.583209991455,-6.066907,587.44885,5841.2744,234.89,2.2087427e-09,46.988922,61.65589,-103.40954,587.0739,100.0,2.2087428e-07,1.0012777,19874.781,49863565000.0
-6.7612095,1242.3167,3400,1490.9922,0.08049478,-38.46102095308754,[ 0.184 -0.104 -0.132 ... -0.41  -0.226  0.041],100,1.4826441,0.15887585,468336,548.46564,2.6298332,40.781616,34,1265.7856872081757,-11.6109705,15.887587,148.26442,240.06,8.174992e-06,26.305275,46.959427,-145.4928,14.909922,100.0,0.00081749924,1.1352293,377.5285,29913460.0
7.318396,1309480.1,3500,88853.555,7.636618e-05,-7.075374523366119,[ 0.184 -0.104 -0.13  ... -0.408 -0.232  0.024],100,88.40762,8.890818,497585,34570.08,2.6084561,27.823092,35,1355.87362074852,3.994016,889.08185,8840.763,292.49,1.8852647e-08,41.50449,64.23167,-99.731415,888.5355,100.0,1.8852649e-06,1.0012301,30765.906,119483040000.0
16.76721,414.47327,3600,201.31686,0.24127008,19.62449858523433,[ 0.183 -0.104 -0.127 ... -0.407 -0.237  0.007],100,0.2306874,0.042294007,529376,213.63326,2.6112676,23.296816,36,1435.5821311473846,14.098712,4.2294,23.068739,317.91,3.2938449e-06,60.428375,80.05487,-44.446663,2.0131686,100.0,0.0003293845,3.2520094,159.30637,2691908.5
15.772918,111748.84,3700,16348.242,0.00089486386,-0.10556641268857206,[ 0.182 -0.104 -0.123 ... -0.408 -0.208 -0.019],100,16.265656,1.6414081,560515,6915.308,2.5927732,24.496164,37,1513.0303783416748,13.499281,164.14078,1626.5657,311.39,7.292547e-09,45.45879,68.20909,-28.06202,163.48242,100.0,7.2925474e-07,1.0080675,6155.2573,4777106400.0
9.7848015,844651.4,3800,22365.48,0.00011839204,12.017762524128896,[ 0.182 -0.104 -0.123 ... -0.407 -0.182 -0.063],100,22.253035,2.2399366,595474,6084.192,2.6846046,22.103893,38,1604.7539966106415,7.701627,223.99364,2225.3032,349.59,1.4715125e-09,66.14084,62.495247,-44.482986,223.6548,100.0,1.4715125e-07,1.003032,4169.6514,3697696000.0
21.340097,24031.17,3900,6041.7246,0.0041612624,31.969177019223697,[ 0.182 -0.104 -0.123 ... -0.41  -0.148 -0.005],100,6.0109015,0.6097244,633233,2292.816,2.698271,22.756735,39,1710.84610581398,18.725418,60.972446,601.0901,377.59,3.9964243e-07,54.924248,78.4404,-63.74895,60.417244,100.0,3.9964245e-05,1.018456,1887.4885,520285380.0
19.068869,315154.75,4000,53840.574,0.00031730442,19.252843496347445,[ 0.183 -0.105 -0.125 ... -0.409 -0.184  0.045],100,53.57036,5.387369,667647,16193.247,2.649609,19.809992,40,1805.9380099773407,16.436792,538.73706,5357.036,344.14,2.268584e-11,58.606834,78.96224,-28.253593,538.4057,100.0,2.268584e-09,1.0012308,14715.636,26204873000.0
22.44365,69516.91,4100,60934.35,0.001438499,39.484344957760165,[ 0.184 -0.105 -0.127 ... -0.401 -0.268  0.08 ],100,60.62844,6.0981665,703301,28418.176,2.594526,20.965555,41,1900.104870557785,19.911852,609.8166,6062.844,356.54,7.604805e-09,44.978004,75.95391,-21.983372,609.3435,100.0,7.604805e-07,1.0015533,27750.64,80720445000.0
23.597158,3678.1968,4200,2502.9082,0.027187236,43.7055924485376,[ 0.184 -0.105 -0.13  ... -0.403 -0.299  0.055],100,2.489618,0.25829443,738843,1158.0546,2.5418003,20.747135,42,2002.5675957202911,20.99763,25.829443,248.96182,355.42,6.809226e-08,71.16792,77.98588,-12.947709,25.029081,100.0,6.8092263e-06,1.064915,1000.39795,127760740.0
29.313423,27150.035,4300,4591.1104,0.0036832364,59.25159536515689,[ 0.184 -0.104 -0.128 ... -0.405 -0.337  0.041],100,4.567466,0.46833622,778737,2260.6663,2.495105,22.307667,43,2114.4542093276978,26.61691,46.83362,456.74667,398.94,2.2948704e-07,71.948524,80.89531,-48.364037,45.911102,100.0,2.2948705e-05,1.0404526,1816.355,508506500.0
27.73115,6609.951,4400,1589.2781,0.015128705,48.43992395772704,[ 0.184 -0.104 -0.13  ... -0.411 -0.344  0.001],100,1.5821295,0.17659712,813133,908.0692,2.514597,18.320524,44,2195.086312532425,25.17789,17.659712,158.21295,343.96,1.03471464e-07,64.27855,76.597725,-29.189648,15.89278,100.0,1.0347147e-05,1.2305683,700.4852,70889100.0
27.637024,2168045.0,4500,34955.6,4.6124504e-05,53.0073496813304,[ 0.184 -0.104 -0.13  ... -0.411 -0.296 -0.028],100,34.77964,3.5031793,844478,24488.693,2.4989753,20.394583,45,2280.16552734375,24.85334,350.31793,3477.9639,313.45,1.8282216e-10,28.762573,83.51045,-27.980364,349.556,100.0,1.8282217e-08,1.0043627,20389.922,59826045000.0
28.274729,80067.67,4600,5041.473,0.0012489435,60.062413245513014,[ 0.184 -0.104 -0.13  ... -0.407 -0.365  0.026],100,5.015421,0.5126687,878126,2253.8396,2.5156767,21.665794,46,2372.0626232624054,25.662086,51.266876,501.54208,336.48,1.0417505e-07,71.396164,78.3793,-20.331635,50.41473,100.0,1.0417505e-05,1.0340574,1514.5599,497033400.0
33.072468,3279.0623,4700,3867.8726,0.030496525,63.24648391811954,[ 0.184 -0.104 -0.131 ... -0.41  -0.372  0.05 ],100,3.8486733,0.40355483,914430,1623.3239,2.5078127,20.044395,47,2468.5571978092194,30.155304,40.355484,384.86734,363.04,1.1254247e-07,72.58055,87.514885,-11.316173,38.678726,100.0,1.12542475e-05,1.0875123,1456.2781,229483650.0
36.46852,1040060.8,4800,104710.555,9.614822e-05,56.47838868806693,[ 0.184 -0.104 -0.128 ... -0.41  -0.396  0.066],100,104.18538,10.474264,952880,64041.47,2.421872,19.283747,48,2569.890053987503,33.714474,1047.4268,10418.536,384.5,1.3739964e-09,71.336754,82.62147,-4.882537,1047.1055,100.0,1.3739964e-07,1.0006136,61232.797,410019950000.0
39.266014,189183.38,4900,13041.428,0.00052858767,72.11850839115031,[ 0.183 -0.104 -0.126 ... -0.414 -0.459  0.043],100,12.9756775,1.3079581,989679,10806.615,2.4060345,19.567759,49,2672.3627576828003,36.294506,130.79579,1297.5676,367.99,5.63927e-09,70.78476,89.145256,-5.201909,130.41428,100.0,5.63927e-07,1.005859,9514.151,11650941000.0
40.63967,88631120.0,5000,363925.94,1.1282718e-06,76.52942010093447,[ 0.183 -0.104 -0.127 ... -0.416 -0.476  0.044],100,362.1002,36.40799,1030170,174658.94,2.4499962,17.352276,50,2769.9699351787567,37.702522,3640.799,36210.02,404.91,4.3577923e-08,72.37526,88.114426,-2.0948062,3639.2593,100.0,4.3577925e-06,1.0008464,147007.42,3048045300000.0
38.03588,20177.727,5100,2825.305,0.0049559595,64.36170490051131,[ 0.186 -0.105 -0.133 ... -0.414 -0.443  0.055],100,2.8104274,0.2909527,1074070,1812.0939,2.379175,18.002522,51,2877.601885318756,35.318012,29.095274,281.0428,439.0,1.813153e-07,58.73854,81.53609,-1.4069605,28.253048,100.0,1.813153e-05,1.0604012,1426.025,314340500.0
29.990852,111091.57,5200,43057.547,0.0009001583,57.438773143992236,[ 0.184 -0.105 -0.13  ... -0.414 -0.505  0.046],100,42.83942,4.337363,1114619,22568.52,2.3728285,21.491335,52,2980.5179908275604,27.034325,433.7363,4283.9424,405.49,1.843175e-07,67.54071,88.69575,-22.61382,430.57547,100.0,1.843175e-05,1.014694,21583.098,50472090000.0
24.902473,6902.6562,5300,1767.1768,0.014487176,30.158141349285234,[ 0.183 -0.105 -0.127 ... -0.415 -0.525  0.06 ],100,1.758382,0.18624485,1156045,880.0552,2.3671746,20.969063,53,3101.677847623825,22.511879,18.624487,175.83821,414.26,4.207144e-09,69.96437,71.71783,-64.33034,17.671766,100.0,4.207144e-07,1.1094224,681.4393,71706750.0
29.92668,3635446.8,5400,50958.266,2.7506936e-05,47.66317588443384,[ 0.183 -0.104 -0.125 ... -0.414 -0.527  0.056],100,50.702267,5.1015453,1197997,16923.87,2.3537364,18.712631,54,3221.8901357650757,27.382496,510.15445,5070.226,419.52,1.4162745e-10,61.958958,76.32551,-13.188688,509.58264,100.0,1.4162745e-08,1.0022451,12072.913,28577393000.0
36.7158,164966.6,5500,23250.855,0.0006061833,62.69639058205472,[ 0.182 -0.104 -0.125 ... -0.414 -0.57   0.086],100,23.133799,2.3301878,1242010,6005.082,2.4005914,17.196054,55,3336.4581434726715,34.195694,233.01874,2313.38,440.13,1.9504435e-07,71.88428,75.603096,-5.887331,232.50854,100.0,1.9504436e-05,1.004393,4981.5146,3584348400.0
39.532562,51064.83,5600,3334.728,0.001958295,61.71058817059853,[ 0.181 -0.105 -0.121 ... -0.419 -0.567  0.13 ],100,3.3172524,0.34229782,1284212,2151.4294,2.4063163,18.652027,56,3461.046086549759,36.744045,34.229782,331.72522,422.02,1.2057014e-09,55.178238,83.655495,-4.8382764,33.34728,100.0,1.2057015e-07,1.0535413,1521.2936,451611000.0
38.31648,4342902.0,5700,94759.81,2.3026078e-05,55.8685741220675,[ 0.182 -0.105 -0.121 ... -0.419 -0.549  0.118],100,94.28443,9.479907,1327531,42064.758,2.4040933,16.775703,57,3585.5779418945312,35.69055,947.99084,9428.443,433.19,2.0918698e-09,71.27393,78.77768,4.8703766,947.5981,100.0,2.09187e-07,1.0008291,36592.43,176804840000.0
44.003796,246485.69,5800,63686.84,0.00040570306,67.67648140873047,[ 0.179 -0.105 -0.12  ... -0.416 -0.515  0.081],100,63.367157,6.3732324,1374743,38393.78,2.3225281,16.969088,58,3715.761863708496,41.309494,637.32324,6336.716,472.12,5.8094557e-10,72.75908,80.82897,4.7279186,636.8684,100.0,5.8094557e-08,1.0014286,37056.133,147191090000.0
42.20232,5508804.5,5900,89923.66,1.815276e-05,63.698443731175445,[ 0.18  -0.105 -0.122 ... -0.419 -0.55   0.034],100,89.471214,9.010565,1420435,67460.69,2.2529964,15.154854,59,3832.3498327732086,39.612755,901.0564,8947.121,456.92,7.826227e-12,70.36497,77.68687,11.034665,899.2366,100.0,7.826227e-10,1.0040487,61382.766,454017780000.0
41.974346,693.0605,6000,3576.1501,0.14428756,65.30039192720446,[ 0.182 -0.105 -0.122 ... -0.421 -0.56  -0.025],100,3.5576847,0.3643142,1462759,2245.1208,2.310823,17.173378,60,3934.861964702606,39.147556,36.43142,355.76846,423.24,3.004817e-06,70.10017,84.80353,-4.762314,35.7615,100.0,0.0003004817,1.037736,2170.703,490874800.0
39.850163,369001.4,6100,6171.9717,0.00027100169,64.5404172224278,[ 0.182 -0.105 -0.122 ... -0.424 -0.534  0.008],100,6.1407714,0.61983895,1505015,5037.7534,2.3145213,16.253696,61,4052.3540246486664,37.134357,61.983906,614.07715,422.56,1.965098e-09,70.47347,81.474075,5.6667304,61.719715,100.0,1.965098e-07,1.0085782,3388.026,2528545800.0
43.100235,65450.82,6200,5035.308,0.0015278647,63.14391127723764,[ 0.182 -0.105 -0.118 ... -0.426 -0.521 -0.002],100,5.0104227,0.5236919,1546737,3232.4548,2.2851696,19.329365,62,4163.598221063614,40.15656,52.36919,501.04233,417.22,2.4276195e-10,69.93893,88.31027,7.152075,50.35308,100.0,2.4276195e-08,1.0806476,2479.3638,959893100.0
43.327206,94923736.0,6300,159752.11,1.0534773e-06,72.64407076125865,[ 0.182 -0.105 -0.118 ... -0.422 -0.527 -0.026],100,158.95117,15.977033,1590222,111316.68,2.2343068,16.77658,63,4283.881468296051,40.459263,1597.7031,15895.116,434.85,4.5097513e-11,65.676636,86.038246,1.2319708,1597.5211,100.0,4.5097512e-09,1.0002279,83374.664,1238977500000.0
44.744648,8198034.0,6400,181074.31,1.21980465e-05,74.0791691471276,[ 0.18  -0.104 -0.116 ... -0.419 -0.544 -0.06 ],100,180.16656,18.10837,1635983,66900.64,2.1757665,16.258217,64,4398.409922361374,41.686306,1810.8369,18016.656,457.61,1.8222049e-11,60.843353,91.75022,2.591341,1810.743,100.0,1.8222049e-09,1.0001036,58143.938,447509070000.0
42.777153,1841.6985,6500,4126.244,0.054297704,69.36340390103018,[ 0.18  -0.105 -0.116 ... -0.418 -0.582 -0.081],100,4.106239,0.4352528,1682796,1749.524,2.172557,15.935312,65,4521.869834661484,40.18955,43.52528,410.62387,468.13,1.7422379e-07,66.08266,77.628044,5.9292517,41.26244,100.0,1.7422379e-05,1.1110724,1638.477,271386180.0
41.654034,140345.55,6600,13483.654,0.0007125271,62.783343700682835,[ 0.181 -0.105 -0.114 ... -0.416 -0.588 -0.077],100,13.414595,1.3646263,1729093,5529.043,2.2099621,15.493314,66,4653.861886262894,38.78738,136.46263,1341.4596,462.97,3.3926497e-07,63.76217,85.99948,4.7031384,134.83653,100.0,3.39265e-05,1.0242386,4455.118,2988901000.0
39.909103,57202.535,6700,7525.5757,0.0017481743,62.8328058869864,[ 0.179 -0.105 -0.112 ... -0.415 -0.585 -0.042],100,7.48657,0.77129453,1773176,3694.3188,2.250214,15.298768,67,4781.450039625168,37.412746,77.12946,748.657,440.83,7.233575e-07,60.05043,74.89056,7.3951454,75.25575,100.0,7.233575e-05,1.0502424,3097.2651,1304932600.0
44.238678,69447670.0,6800,101994.08,1.439933e-06,68.29558443279227,[ 0.181 -0.104 -0.118 ... -0.416 -0.533 -0.055],100,101.482506,10.202582,1820425,46104.258,2.2256536,16.122828,68,4911.762769699097,41.4406,1020.25836,10148.252,472.49,7.528953e-11,71.136314,83.94223,2.0309668,1019.94073,100.0,7.5289535e-09,1.0006227,22786.43,212465780000.0
39.388462,37692.645,6900,9257.888,0.0026530374,47.71788711964323,[ 0.181 -0.105 -0.116 ... -0.419 -0.576 -0.036],100,9.210863,0.9321599,1866151,2906.8843,2.2285118,14.59301,69,5052.287271976471,36.740627,93.21599,921.08624,457.26,2.5831735e-09,71.098206,79.43501,4.493136,92.57887,100.0,2.5831736e-07,1.0138057,2392.818,830142200.0
40.27884,17565.457,7000,2992.491,0.0056929914,47.67497781025771,[ 0.178 -0.104 -0.114 ... -0.42  -0.592 -0.017],100,2.9769585,0.3054007,1912797,1261.6622,2.2333403,13.908267,70,5179.29584312439,37.90902,30.540068,297.69583,466.46,1.8967118e-07,68.13716,71.094696,5.195217,29.92491,100.0,1.896712e-05,1.0414722,947.57837,153997810.0
43.166405,104610700.0,7100,127738.93,9.559251e-07,61.445477706333534,[ 0.179 -0.104 -0.117 ... -0.419 -0.602 -0.002],100,127.09839,12.776349,1957780,91410.08,2.2345908,17.524023,71,5294.238152265549,40.583656,1277.635,12709.839,449.83,2.5936497e-09,68.99357,77.48249,-7.4893227,1277.3893,100.0,2.5936498e-07,1.0003848,64993.875,835499260000.0
