MaxIW,TimeElapsed,RewardCompression,InitialBound,EpRewMean,Weights,EpLenMean,MeanIW,TimestepsSoFar,EpisodesSoFar,MeanEntropy,ReturnStepMax,ReturnMeanIW,StdIW,InitialReturnStd,EpThisIter,EmpiricalD2,ESSClassic,InitialReturnMean,ESSRenyi,Iteration,MinIW,InitialReturnMin,InitialReturnMax,ReturnStepMaxmin,Bound
1.0,554.4309728145599,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.18,1.0,198420,1800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,18,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,583.4147846698761,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.58,1.0,209178,1900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,19,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,611.8741903305054,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],115.11,1.0,220689,2000,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,20,1.0,-100.0,,,-53.33333206176758
1.0,648.4033954143524,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],104.33,1.0,231122,2100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,21,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,678.1780633926392,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],113.15,1.0,242437,2200,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,22,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,716.3115491867065,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.53,1.0,253490,2300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,23,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,749.7520816326141,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.34,1.0,264524,2400,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,24,1.0,-100.0,,,-53.33333206176758
1.0,776.9996418952942,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.63,1.0,275287,2500,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,25,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,806.0131673812866,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],103.44,1.0,285631,2600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,26,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,840.7000415325165,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.65,1.0,297096,2700,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,27,1.0,-100.0,,,-53.33333206176758
1.0,867.9916067123413,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.2,1.0,308516,2800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,28,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,892.1989624500275,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.86,1.0,319702,2900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,29,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,918.574681520462,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.49,1.0,330751,3000,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,30,1.0,-100.0,,,-53.33333206176758
1.0,944.3882625102997,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],105.0,1.0,341251,3100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,31,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,968.7836802005768,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],105.91,1.0,351842,3200,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,32,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1000.1880824565887,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.42,1.0,363084,3300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,33,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1029.1103310585022,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],119.1,1.0,374994,3400,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,34,1.0,-100.0,,,-53.33333206176758
1.0,1056.8891911506653,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.0,1.0,385694,3500,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,35,1.0,-100.0,,,-53.33333206176758
1.0,1084.262867450714,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.63,1.0,396957,3600,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,36,1.0,-100.0,,,-53.33333206176758
1.0,1113.770643234253,0.98,-3.3333335,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.61,1.0,407918,3700,2.837890386581421,100.0,,,19.899747848510742,100,1.0,2.0,-98.0,100.0,37,1.0,-100.0,100.0,,-3.3333334922790527
1.0,1142.6951854228973,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],113.78,1.0,419296,3800,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,38,1.0,-100.0,,,-53.33333206176758
1.0,1164.6239657402039,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.17,1.0,430113,3900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,39,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1189.8366465568542,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.96,1.0,441009,4000,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,40,1.0,-100.0,,,-53.33333206176758
1.0,1216.1299724578857,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.62,1.0,451771,4100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,41,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1235.0589578151703,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.45,1.0,463016,4200,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,42,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1266.5842289924622,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.01,1.0,473917,4300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,43,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1285.001059770584,0.98,-53.333332,-97.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.43,1.0,485060,4400,2.837890386581421,100.0,-50.0,,17.0587215423584,100,1.0,1.0,-97.0,100.0,44,1.0,-100.0,,,-53.33333206176758
1.0,1316.8868799209595,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.84,1.0,495844,4500,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,45,1.0,-100.0,,,-53.33333206176758
1.0,1343.0426919460297,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],106.92,1.0,506536,4600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,46,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1371.3051867485046,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.92,1.0,517428,4700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,47,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1396.5004119873047,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.71,1.0,528199,4800,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,48,1.0,-100.0,,,-53.33333206176758
1.0,1422.7908358573914,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],103.09,1.0,538508,4900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,49,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1445.336223602295,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.22,1.0,549730,5000,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,50,1.0,-100.0,,100.0,-53.33333206176758
1.0,1473.339699268341,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.41,1.0,560671,5100,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,51,1.0,-100.0,,,-53.33333206176758
1.0,1499.831753730774,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],104.0,1.0,571071,5200,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,52,1.0,-100.0,,,-53.33333206176758
1.0,1525.7869412899017,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],104.85,1.0,581556,5300,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,53,1.0,-100.0,,,-53.33333206176758
1.0,1546.9674105644226,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],119.72,1.0,593528,5400,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,54,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1568.8417565822601,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],118.22,1.0,605350,5500,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,55,1.0,-100.0,,,-53.33333206176758
1.0,1590.790676355362,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.56,1.0,616806,5600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,56,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1612.655831336975,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],113.53,1.0,628159,5700,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,57,1.0,-100.0,,,-53.33333206176758
1.0,1640.7587192058563,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.66,1.0,639225,5800,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,58,1.0,-100.0,,100.0,-53.33333206176758
1.0,1668.8906877040863,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.59,1.0,650284,5900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,59,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1695.831993341446,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.36,1.0,661320,6000,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,60,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1728.5307359695435,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.76,1.0,672796,6100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,61,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1754.494951725006,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.3,1.0,683826,6200,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,62,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1786.2508981227875,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],116.46,1.0,695472,6300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,63,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1810.2886147499084,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.22,1.0,706294,6400,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,64,1.0,-100.0,,,-53.33333206176758
1.0,1829.6467292308807,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],105.97,1.0,716891,6500,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,65,1.0,-100.0,,,-53.33333206176758
1.0,1862.0751700401306,0.97,-3.3333335,-97.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.44,1.0,728035,6600,2.837890386581421,100.0,,,22.158519744873047,100,1.0,2.0,-97.0,100.0,66,1.0,-100.0,100.0,,-3.3333334922790527
1.0,1887.599833726883,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],106.24,1.0,738659,6700,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,67,1.0,-100.0,,,-53.33333206176758
1.0,1913.0540170669556,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.12,1.0,749671,6800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,68,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,1942.22270154953,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],113.45,1.0,761016,6900,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,69,1.0,-100.0,,,-53.33333206176758
1.0,1967.249491930008,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.25,1.0,771941,7000,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,70,1.0,-100.0,,,-53.33333206176758
1.0,1994.3665103912354,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],102.34,1.0,782175,7100,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,71,1.0,-100.0,,,-53.33333206176758
1.0,2021.6481969356537,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.07,1.0,793382,7200,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,72,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2046.6961636543274,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.33,1.0,804315,7300,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,73,1.0,-100.0,,,-53.33333206176758
1.0,2071.038869857788,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.53,1.0,815568,7400,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,74,1.0,-100.0,,,-53.33333206176758
1.0,2099.630220413208,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.07,1.0,826575,7500,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,75,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2122.3605835437775,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.42,1.0,837717,7600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,76,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2150.1461374759674,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],104.47,1.0,848164,7700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,77,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2174.8121616840363,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.3,1.0,859594,7800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,78,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2194.074793577194,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.8,1.0,870574,7900,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,79,1.0,-100.0,,100.0,-53.33333206176758
1.0,2219.756871700287,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.26,1.0,881300,8000,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,80,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2247.0549778938293,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.27,1.0,892527,8100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,81,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2280.234926223755,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.23,1.0,903450,8200,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,82,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2308.8762917518616,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.83,1.0,914333,8300,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,83,1.0,-100.0,,,-53.33333206176758
1.0,2332.786996603012,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],106.03,1.0,924936,8400,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,84,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2355.6949260234833,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],115.22,1.0,936458,8500,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,85,1.0,-100.0,,,-53.33333206176758
1.0,2385.869269132614,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.62,1.0,947620,8600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,86,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2414.83620929718,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],113.54,1.0,958974,8700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,87,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2445.222827911377,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.22,1.0,969896,8800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,88,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2470.5433988571167,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],117.22,1.0,981618,8900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,89,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2499.9804978370667,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.1,1.0,992328,9000,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,90,1.0,-100.0,,,-53.33333206176758
1.0,2523.63348197937,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.81,1.0,1003609,9100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,91,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2550.85142326355,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.54,1.0,1014863,9200,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,92,1.0,-100.0,,,-53.33333206176758
1.0,2578.758921146393,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.1,1.0,1025773,9300,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,93,1.0,-100.0,,,-53.33333206176758
1.0,2609.441851377487,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.73,1.0,1037246,9400,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,94,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2632.6010744571686,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],103.06,1.0,1047552,9500,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,95,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2666.0031564235687,0.97,-3.3333335,-97.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],116.44,1.0,1059196,9600,2.837890386581421,100.0,,,22.158519744873047,100,1.0,2.0,-97.0,100.0,96,1.0,-100.0,100.0,,-3.3333334922790527
1.0,2698.279043674469,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.92,1.0,1070388,9700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,97,1.0,-100.0,-100.0,100.0,-103.33333587646484
